-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
-0.00056147+0.0017055i,-0.0001289+0.00038552i,0.0001039+0.0003056i,0.00081976+0.0019633i,0.0021755+0.0027949i,0.0025447+0.0014833i,0.0019722+0.00042272i,0.0012069-4.0733e-05i,0.00057656-0.00065994i,-0.00020081-0.00025001i,-0.0010864-0.00025435i,-0.00083049-0.00039785i,-0.00062269-2.1465e-05i,-0.00096763+0.00039893i,-0.0010813+0.00097855i,-0.00064554+0.00068376i,-0.000161+0.00021236i,-0.00027441-0.00029526i,0.00028857+1.7035e-05i,0.00059913+0.00056571i,5.0192e-05+0.00046145i,-0.00073266+0.00043506i,-0.0008771+0.0003428i
0.002809-0.0012789i,0.0023042-0.0010072i,0.0015039-0.00067589i,0.00014039+0.00026246i,-0.00090196+0.0011811i,-0.0012067+0.0016047i,-0.00049455+0.0011051i,3.3058e-06+0.00026171i,-0.00021366-0.0009405i,-0.00019235-0.0012271i,-8.9778e-05-0.00087316i,0.00016911-0.00041959i,-0.00018414+0.00045291i,7.5845e-05+0.00073482i,0.0012362+0.0005886i,0.0011486+0.00035569i,-0.00010319+0.00041858i,-0.00025025+0.00049967i,-8.9265e-05+0.00057383i,-0.00022223+0.00075615i,6.1462e-05+0.00021324i,0.00042783-3.7672e-05i,0.0013427+0.0004652i
4.1136e-05-0.00059284i,-0.00098944-0.0020209i,-0.0018841-0.0020975i,-0.00096118-0.0015259i,0.00056857-0.00098168i,0.0014021-0.00028471i,0.0011259-8.8617e-05i,0.00010017-0.00056962i,-0.00043144-0.00085191i,-0.00091968-0.00066826i,-0.0011459-0.00038119i,-0.00058951-0.00020718i,6.7303e-06-0.00015338i,6.5804e-05+0.00044885i,-5.7294e-05+0.0010052i,-0.00069099+0.0011238i,-0.00047889+0.00036349i,6.0592e-05-0.00040615i,-0.00031053-0.00046795i,-0.00031725+6.8499e-05i,-0.0001812+0.00049712i,0.00013984+0.00045623i,0.00023764+0.00052223i
-0.00012222+9.5589e-05i,-0.00066746-0.00052038i,0.0006594-0.0008086i,0.0020809-0.00059822i,0.0029533-0.00014746i,0.002405-0.00013206i,0.00187-0.00013856i,0.0013824+0.00041556i,0.00085271+0.00038792i,0.00075973-0.00041282i,-3.4403e-05-0.00031602i,-0.00097395+0.0010079i,-0.00081561+0.00044076i,1.7348e-05-0.00094712i,0.00029271-0.0010176i,0.00011856-0.00084572i,0.00051818-0.00071121i,0.00055941-0.00051374i,0.0002123+0.00033837i,2.06e-05+0.0006576i,-0.00012678-7.5221e-05i,-0.00047723-0.00016652i,-0.0010838+0.00030294i
0.0018906+0.0010032i,0.00097685+0.00038608i,0.00058943-0.00041774i,2.9513e-05+0.00023737i,-0.00048961+0.00065323i,-0.000312+0.0012484i,0.00042586+0.0018193i,0.00050707+0.0012082i,0.00021732+0.00046248i,-0.00029229+0.00011501i,-0.00075238+8.9755e-05i,-0.00063766-0.00028082i,-0.00048732-0.00019973i,0.00036656+0.00028928i,0.00094116+0.00020167i,0.00060949-3.4156e-05i,-2.143e-06-0.00053244i,-5.3049e-05-0.00082006i,0.00011315-0.00040467i,0.00033586+5.645e-05i,0.00098644-0.0003721i,0.0008827+0.00014199i,0.0004453+0.00078218i
-0.0017047+0.00034231i,-0.00090498+0.00054152i,-0.001799+0.0013885i,-0.0015376+0.0016039i,0.00039737+0.001892i,0.0011306+0.0015576i,0.0010431+0.00044988i,0.0010028-0.00045421i,0.00035514-0.00013358i,-0.00017044+0.00040811i,0.0002722+0.00035326i,0.00021151-3.8416e-05i,-0.00038802-0.00042022i,-0.00073172-0.00067332i,-0.00051197-0.00050514i,-0.00033956-0.00027919i,-0.00076286-0.00079118i,-0.00046635-0.00089303i,0.00023857-0.00057766i,0.00040906-0.00037953i,0.00034681+0.0004758i,-1.7928e-05+0.00038731i,0.00041525-0.00034232i
-0.0019368+0.00058953i,-0.0011483+0.0016049i,-0.00020021+0.0017587i,0.00038762+0.00088164i,-0.00012369+0.0011799i,0.00025874+0.0010618i,0.00063213+0.00038803i,0.00071086+0.00066146i,0.00083367+0.00032742i,0.00054613-0.00028498i,0.00049635+4.4555e-05i,0.00051923+0.00066801i,0.00021826+0.00046703i,-0.00034633+0.0002391i,-0.00033988+0.00016951i,-0.00019311-5.9179e-05i,0.00033316-0.00054453i,0.00073073-0.00048729i,0.00075373+0.00017213i,4.1431e-05+0.0010248i,-0.00037439+0.0011258i,-0.00066312+0.0003156i,-0.00098152+5.0265e-05i
0.0015502+0.001867i,0.002127+0.0020213i,0.0019115+0.0013678i,0.0022102+0.00037074i,0.0023734-0.00084844i,0.00080659-0.0017092i,4.792e-05-0.0011031i,-0.00038811+0.00019742i,-0.00025221+0.00044723i,0.00016946+0.00057978i,-7.8649e-06-4.2256e-05i,-0.0001434-0.00020782i,0.00054435+0.00096206i,0.00051791+0.0014522i,0.00015939+0.0011317i,-3.6511e-05+0.001231i,-0.00055161+0.00088457i,-0.0006925+0.00085218i,-0.00071121+0.00051573i,-0.00094148+0.00068786i,-0.00091788+0.00052683i,0.00029677-0.00011692i,0.0011745+4.5165e-05i
0.00031285+0.0006307i,0.0019542-0.0013067i,0.0027486-0.0016953i,0.0014973+6.6606e-05i,0.0010605+0.0013504i,0.0015477+0.00085363i,0.00070391+0.00052446i,-0.00014771-1.0386e-06i,0.00021681-0.00084798i,6.361e-05-0.00055154i,-0.00047607-0.00017019i,-0.00011796-6.0683e-06i,1.7808e-05+0.00011947i,-0.00063249+3.1309e-05i,-0.0010434-0.00017683i,-0.00074325+4.3947e-05i,-0.00011463-5.0178e-05i,-0.00011144+0.00014183i,0.00075661+0.0003143i,0.00080309+0.00042406i,-0.00033633+0.00041575i,-0.00016527+0.00079841i,-0.0004986+0.00087014i
0.0005779-0.00051894i,0.00083696-0.00025405i,-9.2402e-05+0.00076016i,0.00014678+0.0017862i,0.0014326+0.0023276i,0.0018769+0.0022277i,0.0015075+0.001474i,0.00039233+0.00046664i,-0.00060203+0.00020553i,-0.00081859-3.2905e-05i,-0.00039193+1.2522e-06i,-0.00049052+0.0003369i,-0.00047846+8.7012e-05i,-0.00024886-0.00072531i,-0.00016388-0.0012543i,0.00015663-0.0012334i,0.00043401-0.0007967i,0.00020101-8.3753e-05i,-0.00024374+0.00071452i,-0.00011737+0.00058428i,0.00010964+0.00061223i,-0.00053411+0.00071004i,-0.00096971+0.0002396i
0.00033093-0.00098246i,-0.0005326-0.0017706i,-0.00051172-0.0018236i,-0.00074567-0.00076548i,-0.00032763+0.00089938i,0.00028099+0.00070022i,0.0012035-0.00021203i,0.00083475-9.2377e-05i,0.00019264-0.00056922i,-3.8924e-06-0.00084886i,-0.00040659-0.00057534i,-0.00080566-0.00010678i,-0.00076621-0.00015348i,0.00030633-0.00080048i,0.0013985-0.0011899i,0.0015127-0.0005746i,0.00090223-0.00013505i,7.7332e-05+0.00015462i,-0.00073562+0.00051872i,-0.00053606+0.00018658i,-0.00018146+0.00049109i,-0.00066564+0.0006614i,-0.00021545+0.00018043i
0.0010429+0.0005233i,0.00098411+0.00025261i,0.00044757-0.00056213i,0.00059925-0.0010299i,0.00051937-0.00066183i,0.00066714+0.00028564i,0.00073776+0.00062015i,0.00015954+0.00041664i,-6.5649e-05-0.00014029i,0.000262-0.00096412i,0.00031155-0.00078825i,-0.0001546-0.00070929i,-0.00016013-0.00072144i,-0.00014535+0.00038512i,-0.00037143+0.0010361i,0.00013161+0.00097843i,0.00034161+0.0007197i,-5.8829e-06-9.7636e-05i,0.00032549-0.00042203i,0.00018732+0.00020515i,-1.5288e-05+0.00064184i,0.00023324-0.00035669i,0.00020504-0.0003106i
-0.0019153+0.0005964i,-0.0023569+0.0013295i,-0.0021142+0.0024864i,-0.00066539+0.0018967i,0.00089292+0.00030932i,0.0014495+0.0004604i,0.001365+0.00023282i,0.0009536-0.00051326i,0.00063691-0.00065141i,0.00078577-0.00055652i,0.00059385-0.00059198i,0.00071785+0.00013856i,0.00050486+0.00056153i,4.2259e-05-0.00042629i,-0.00014401-0.00068792i,-0.0007857-0.00050957i,-0.00062967-0.00065593i,0.00060998-0.00079693i,0.00075463-0.00020907i,-0.00025007-7.5789e-05i,-0.00029331-0.00080355i,0.0004479-0.0011758i,0.00070981-0.0010358i
-0.0010279-0.0014149i,-0.00090878-0.0029229i,-0.00089782-0.0023092i,-0.00057175-0.00069478i,0.00059703+0.00060771i,0.0019715-7.068e-05i,0.001572-0.0011827i,0.0012547-0.00094366i,0.0012876-0.0007264i,0.00050655-0.00066461i,0.00035111-0.00098783i,0.00039916-0.000707i,-0.00068203-0.00042787i,-0.00091006-0.0012822i,0.00099503-0.001266i,0.00075471-0.00020988i,5.3196e-05+0.00017942i,0.00098431-0.00026524i,0.00076664-0.00013764i,-7.3487e-05+0.00081247i,0.00027144+0.0010344i,0.00074039+0.00050426i,0.00049872-9.0016e-05i
0.0028347+0.00045564i,0.0023958-0.00039174i,0.0019085-0.00065916i,0.0010374-0.00044475i,0.00048088-0.00049211i,0.00099543+0.00024255i,0.0010847+0.00082222i,0.00033961+0.00086307i,-0.00051184-0.0003299i,-0.00039783-0.0010407i,0.00022667-0.00083683i,0.00020411-0.0005473i,-0.00029527-0.00012933i,-0.00010431-0.00018697i,0.00088279-0.0006911i,0.0010017-0.00091061i,0.0010414-4.4494e-05i,0.00077818+6.1446e-05i,0.00031163-0.00013404i,0.00010201+0.00016989i,0.00052725+0.00025695i,0.00065116+0.00058894i,0.00049601+0.0011288i
9.3366e-05+0.0014415i,-0.00025016+0.00059018i,-0.00063601+0.0015159i,0.00025866+0.0023622i,0.0011672+0.0012957i,0.0016525-4.9105e-05i,0.0017682-9.0734e-05i,0.0010862+0.00032161i,-1.654e-05+0.00010047i,-0.00036019-0.00065813i,4.8416e-06-0.00097562i,0.00080414-0.00042286i,0.00047659+0.00063958i,-0.00014752+0.0011434i,-0.00025409+0.00051735i,-7.0265e-05+0.0002108i,-0.00040802+8.3098e-05i,-0.00052223+0.00069034i,-0.00042163+0.0015302i,-0.00037005+0.0010124i,-0.00028915+0.00051598i,-5.6587e-05+0.00038175i,-0.00037428+0.0006336i
-0.00038256+5.1113e-06i,0.0008444+0.00044985i,0.0005405+0.00090522i,-0.00011618+0.001543i,-0.00011092+0.0020151i,0.00046989+0.0016187i,0.0009708+0.00088924i,0.0011208+0.0010795i,0.0005181+0.0011136i,0.00020264+0.00059595i,8.4091e-05+7.2922e-05i,-8.0123e-05+0.00034383i,0.00019838+0.00036726i,-0.0001113-0.00060883i,-5.764e-05-0.00080866i,0.00023665+0.00037334i,0.00060311+0.00046308i,0.00045149-0.00023467i,3.032e-05-0.0003207i,-0.00023514-2.2926e-05i,-0.00087438-1.5377e-05i,-0.00054901-0.00022232i,0.00023379+7.9553e-05i
-0.0041144-0.0017093i,-0.0042404-0.0015196i,-0.0036171-0.00037744i,-0.00211+0.00055941i,-0.0012256+0.0013568i,0.00050898+0.0010623i,0.0014829+0.0012142i,0.0010586+0.00072788i,0.00044787-0.00078292i,-3.5728e-05-0.00083998i,-0.00015985-0.00074849i,0.00034299-0.00085356i,0.00081612-0.0012724i,0.0010157-0.0013784i,0.00056699-0.00087232i,-0.00066429-0.00040575i,-0.00036896-0.00055323i,-9.5078e-05-0.00075427i,-0.00053443-0.00083489i,-9.9151e-05-0.0009861i,-0.00037382-0.00017388i,-0.00018055+0.00063819i,4.0225e-05+0.00058891i
0.0017411+7.6631e-05i,0.0013691-0.00065904i,0.0013664-0.0011086i,0.00094126-0.0015494i,0.0016684-0.00094241i,0.0018891-0.0001131i,0.0012756-0.00040541i,0.00073841-0.00028796i,0.00028575-0.00020614i,5.174e-05-0.00022229i,-0.00026238-0.00048594i,9.6062e-05-0.00081595i,0.00051398-0.00068635i,0.00046538+0.00032923i,0.00022183+0.0007641i,-0.00029567+0.00010147i,-9.6571e-05-0.00024426i,0.00042614-0.00027076i,3.0618e-05+5.2114e-05i,0.00017994+4.144e-05i,0.00040881-0.00042524i,0.00027857-0.00038615i,0.00035705+0.0001108i
0.00070863-0.00087683i,-0.00010055-0.00083714i,-9.5298e-05-0.00018388i,0.0016086+0.00074366i,0.0018438+0.0019685i,0.0014977+0.0031523i,0.0014885+0.0026083i,0.0008673+0.0011678i,0.00038857+0.00018958i,0.00039634-0.00026416i,-9.6053e-05-0.00015312i,-0.00099272+0.00012246i,-4.6558e-05-0.00024723i,0.00099398-0.00016094i,0.00039503-0.00017722i,0.00023784-0.00069329i,0.00020927-0.00023753i,-0.00058065+0.00014952i,-0.00017397+4.2911e-06i,0.00011171+0.0006148i,-0.00075336+0.00056198i,-0.0007923-0.00011922i,-0.00020035-0.00016838i
7.7159e-05+0.00014755i,-0.00095435+0.00048271i,-0.0020169+0.0011465i,-0.0017074+0.0017669i,-0.0010266+0.0011647i,-0.00038918+0.00023315i,0.00030029+0.00063307i,0.00066072+0.00058227i,0.0006816+0.000408i,0.00030207+0.00044168i,-2.0056e-05+0.00027175i,-0.0008025-0.00011333i,-0.00083912-0.00016274i,-0.00012804-0.00028037i,0.00026372+0.00032967i,1.9593e-05+0.0010156i,-0.00020357+0.00044412i,-0.00026588+0.00012411i,-0.00058456-0.00026266i,-0.00020285-0.00048363i,-0.00029441-6.8825e-05i,-0.00053396+0.00015565i,-0.00011624+0.00075108i
0.0016539-0.00036097i,0.0022049-0.00023649i,0.0019945-0.00025355i,0.00062498-0.00049557i,-0.00027013-0.00016559i,-1.3705e-05+0.0011091i,0.00040591+0.0013825i,0.00057092+0.00035536i,-0.00015009-0.00027408i,-0.00073246+2.1221e-05i,-0.00070995+0.00011928i,-0.00072137+2.1571e-05i,-1.9772e-05+8.6968e-07i,0.00053898+7.0714e-05i,0.00029695+0.00030242i,2.0459e-05+2.9754e-05i,0.0001996+0.00021139i,-1.013e-05+0.00047609i,0.00022385+0.00057181i,0.00021588+0.0007326i,4.7115e-05+0.0013158i,0.00022348+0.0017853i,-0.00032143+0.00061265i
-0.00012766+0.0023486i,-0.00086685+0.002572i,-0.0014431+0.0025193i,0.00032791+0.0019427i,0.0019233+0.0017359i,0.0018478+0.0021128i,0.00076101+0.00165i,0.00023596+0.00058454i,0.00020956+0.00019607i,-6.2771e-05+2.4215e-05i,-0.00014865-0.0003414i,0.00013795-0.00040464i,0.0008898-0.00037125i,0.00096614+6.7577e-06i,1.6394e-05+0.00064312i,-0.00020381+0.00055477i,0.00044884-4.1925e-05i,0.00066458+0.0003235i,2.1123e-07+0.0011437i,-0.0009417+0.0016257i,-0.0011555+0.0011615i,2.5495e-05-1.9812e-05i,0.00073548-0.00077563i
0.0014263-0.0010751i,0.00040711-0.0011453i,-0.0011024-0.0026873i,-0.0018059-0.0017335i,-0.0012615+0.0005543i,0.0003288+0.0016975i,0.00042517+0.0012812i,-0.00026161+0.00048494i,-0.00036824-3.1556e-05i,-0.00059543-6.905e-05i,-0.00040647-0.00062218i,0.00018602-0.00071328i,0.0014353+0.00032711i,0.0013724+0.001026i,0.00038621+0.00061115i,0.00043787-0.00032714i,0.00052451-0.00030364i,0.00077375+0.00020874i,0.00047623-2.8143e-05i,-0.0002884-0.00036217i,-8.2395e-05+3.0681e-05i,0.0006639+0.00043382i,0.0010519+0.00066696i
0.00099647-0.00023169i,0.00078245-0.00028708i,0.0018123-0.00095608i,0.0025973-0.0010648i,0.0016202-0.00022187i,0.00055109+0.00029176i,0.0005721-0.00035249i,-0.00010866-0.00068565i,0.00035351-0.00054237i,0.0010519-0.0003938i,0.00056101-0.00051721i,8.9498e-05-0.00056071i,5.3129e-05-0.00018843i,0.00035803+4.6224e-05i,0.00026253+0.0001186i,-1.8679e-05+0.00047376i,-0.00025279+0.00064335i,0.00021993+0.00021162i,0.0010497+9.3498e-05i,0.00073102+0.00033267i,2.3201e-05+0.00020967i,-0.00019517+0.00039277i,-0.00031102+0.00040697i
0.00019659+0.0012902i,0.0013637+0.001688i,0.0024951+0.0015886i,0.0022869+0.001676i,0.001686+0.0019276i,0.001219+0.0015435i,0.0010823+0.0011134i,0.0010562+0.00033875i,0.0006729-0.00026345i,5.2296e-05-0.00039917i,2.2928e-05-0.0011154i,0.00031776-0.0010426i,-0.00045972-3.3417e-06i,-0.00050664+0.00017404i,-0.00020498+0.00012144i,-0.0012211+0.000674i,-0.0014647+0.00044038i,-0.00016941+0.00015561i,0.00054406+0.00010975i,0.00044705-0.00059392i,0.00026785-0.00063456i,-0.00015444+0.00028909i,-0.00029614+0.00054459i
-0.00043337+0.0012629i,-0.000731+8.2234e-06i,8.1591e-05-0.00058645i,0.000316-0.00010057i,0.00051178+0.00078619i,0.00065807+0.00066981i,0.0006118-0.00031249i,0.00029851-0.00030676i,-0.00030134-0.00026183i,-2.6072e-06-0.00031679i,0.00050997-0.00013791i,0.00068972-0.00044375i,-3.608e-06+3.8943e-06i,-0.0007575+0.00065641i,-0.00069648+0.00068007i,-0.00095872-0.00018088i,-0.001064-0.00044729i,-0.0011594-0.00039343i,-0.001046-0.00013927i,2.775e-05+0.00042152i,-0.0002908+0.00036657i,-0.0007134+0.00019845i,0.00049969-0.00021734i
-3.7629e-05-0.00078531i,0.00014107-0.0015761i,0.0011181-0.0016685i,0.00061452-0.00051771i,-0.00018907+0.00054619i,0.00066397+0.00094672i,0.0014975+0.00012964i,0.0015775-0.00070493i,0.0011457-0.00018342i,-2.9185e-06-7.6054e-05i,-0.00084993-0.0004004i,-0.00062818-0.00024128i,-2.7118e-05-0.00061614i,0.00022644-0.00080772i,-0.00022137-0.00028376i,-0.00075979+0.00034674i,-0.00058007+0.00051471i,-0.00045929+0.00028316i,-0.00034861-0.0004583i,0.00021891-0.000488i,0.00039263-8.9317e-05i,0.00070759+0.00025577i,0.0011431+0.00070566i
-0.00056326-5.9299e-05i,-4.3328e-05+0.00069363i,0.00041744+0.0015764i,0.0021224+0.0013389i,0.0030966+0.00074986i,0.0024385+0.0010246i,0.0016067+0.00070939i,0.0011533+0.00033541i,0.00021822+0.00020018i,-0.00040591-0.00012591i,-0.00037647-0.00092105i,-0.00021895-0.00083145i,-0.00068437+0.00037798i,-0.0010645+0.00020949i,-0.00044746-0.0001232i,-0.00013224+1.2036e-05i,-0.00077758-0.00050958i,-0.0006796-0.0011229i,-0.00037712-0.0011755i,-0.0005103-0.00042007i,-8.6592e-06+0.00027317i,-1.231e-05+0.00012869i,-0.00078896+0.00030396i
-0.00092923+0.0038205i,-0.0014958+0.0037296i,-0.00074164+0.0035024i,0.001015+0.0024351i,0.0027272+0.0018935i,0.0027481+0.00049838i,0.001332-9.9054e-05i,0.00056107+0.00020164i,0.00098644+0.00011838i,0.00070307-0.00038035i,5.7358e-06-0.00099507i,0.00011925-0.0008527i,-0.00037476-0.00026188i,-0.00091269+0.00097589i,-0.00062004+0.00086277i,-0.00043139-0.00034347i,-0.00039299-0.00048296i,0.00020161-0.00040124i,0.00031952+8.5078e-05i,-0.00035332+0.00041514i,3.6944e-05+0.00035487i,0.00050329+0.00038221i,7.3859e-05+0.00066159i
-9.1235e-05+2.364e-05i,0.0014607-0.00015057i,0.0017699+0.0002224i,0.0011591+0.000109i,0.0008672+0.000556i,0.00063879+0.00032074i,0.00079212-0.00080965i,0.00077194-0.0008778i,0.00060214-0.00060849i,0.0003321-0.0015343i,-7.5584e-05-0.0014702i,-0.0002609-0.00047372i,9.3322e-05-0.00013317i,0.0002981+0.00019047i,-0.00049713-0.00024434i,-0.00078211-0.0010104i,-0.00056016-0.00020035i,8.8543e-05+0.00043994i,0.00010594+0.0004906i,-0.00015959+0.00042041i,2.9579e-05+4.7019e-06i,0.00026508-0.00052311i,8.2409e-05-0.00050229i
0.0023921-0.0013891i,0.0013865-0.0021984i,0.00040473-0.0020507i,0.00046452-0.0020877i,0.00126-0.0025538i,0.0013034-0.001498i,0.00076727+0.00021239i,0.00044449-0.00043605i,0.00073004-0.0010144i,0.00048967-0.00024845i,1.0221e-05+0.00011784i,-0.00046064-0.00024718i,-0.00091005-0.00026627i,-0.00072769+9.576e-05i,0.00013717+0.00017592i,-0.00049677+0.0002457i,-0.00099963+0.00028109i,2.1361e-05+0.00026723i,0.00027041+0.00036086i,-0.00016187+0.00064297i,-0.00016722+0.00020087i,-0.0001857-0.00032567i,-0.00044114-0.00035208i
-0.00078127-0.00074168i,-0.0001055-0.00074632i,-0.00021986+0.00034323i,0.00023752+0.0020159i,0.0011886+0.0025166i,0.0013648+0.0016711i,-8.5418e-05+0.00036493i,-0.0010377-0.00051161i,-0.00044088-0.00074906i,0.00012569-0.00010566i,0.00024497+0.00037811i,0.00021473+0.00038038i,0.0007318+9.735e-05i,0.00053426-0.00034645i,-0.00014204-0.000163i,-0.00029407+9.3973e-05i,-0.0001587+0.00081629i,-0.00058204+0.0011764i,-0.00087216+0.00049258i,-0.00066943+8.8918e-05i,-0.00050528+0.00027967i,-5.3751e-05+0.00077306i,-9.1848e-05+0.00064534i
0.0020164+0.00014841i,0.0024061+0.0014274i,0.00084126+0.0016912i,-0.000488+0.0012319i,-0.00015048+0.0014751i,0.0016532+0.0015257i,0.0020935+0.0010341i,0.00074873+0.00045556i,-0.00063217+0.00031254i,-0.00092002-0.00027831i,-0.00088312-0.00039926i,-0.00075855-0.00024607i,-0.00067599+0.00013142i,-0.00057926+0.00058597i,0.00058242+0.00035638i,0.00078421-0.00038132i,0.00017454-0.00083596i,-0.00048594-0.00019715i,-1.4239e-05+0.00020063i,0.00046112+0.00026591i,-2.7038e-05+0.00048809i,7.7332e-05+0.00030471i,0.00026182+0.00026196i
-0.0030497-0.0014471i,-0.0037955-0.0024536i,-0.0037195-0.0014801i,-0.0024699-3.5316e-05i,-0.00042885+0.00029296i,-0.0001436+0.00076738i,6.3592e-05+0.001598i,0.00018994+0.0016095i,-0.0011666+0.00096006i,-0.00072276+0.00061664i,0.00090152-0.00010271i,0.00059868-0.00049471i,-0.00065045-5.5304e-05i,-0.00051669+0.00031085i,0.00010372+5.5526e-05i,0.00032476-0.0005518i,0.00023883+0.00019082i,0.00037961+0.0010208i,0.00049049+2.7691e-05i,8.1184e-05-0.00074205i,-0.00028931-0.00032193i,-4.7966e-05+0.00028942i,8.6616e-05+0.00052464i
0.0037265+0.0015895i,0.0048557-0.0003222i,0.0052736-0.0016796i,0.004405-0.0015945i,0.0023106-0.0011738i,0.00086131-0.0011055i,0.00092039-0.00070736i,0.0014446-0.00089845i,0.0012068-0.0011057i,0.0003398-0.00091027i,-0.00031957-0.00061375i,3.8886e-05-0.00036002i,0.00017663+7.1934e-05i,-0.00042721+0.00041256i,6.0924e-07+0.00028984i,0.00061455+0.00069879i,-0.00044293+0.00075574i,-0.00082772-0.00028194i,-0.00050732-0.00059664i,-0.00022961-0.00075998i,-0.00027735-0.00067846i,-0.00081017+3.6407e-06i,-0.00011305+0.00021965i
-0.0023221+0.00058096i,-0.0027622+0.00062718i,-0.0014556+0.0021788i,-2.0259e-06+0.0033925i,0.0013036+0.0031259i,0.0013241+0.0025848i,0.00098504+0.0014351i,0.00058332+0.00029154i,0.00014713+8.9231e-05i,-0.00013056-0.0001509i,-0.0002812-0.00046588i,0.00017478-0.00052396i,0.00074551-5.7785e-05i,0.00026664+3.4121e-05i,-0.00066684-0.00013183i,-0.00065129-0.00095187i,2.882e-06-0.0012152i,-0.00020996-0.00054615i,-0.00028286-0.00031067i,1.409e-05-0.00016457i,-7.6018e-05+3.3882e-05i,-0.00046206-0.00029089i,-0.00044647-0.00043804i
0.0030239+0.0018706i,0.0028308+0.0011962i,0.0018784+0.00083495i,0.00084585+2.3543e-05i,0.001266-0.00049285i,0.0019569+0.00011991i,0.0011813+0.00093492i,0.00052088+0.00072444i,0.0004566+0.00045546i,0.00050256-5.6088e-05i,0.00012621-0.00069192i,-0.00027015-0.0014763i,-0.00051036-0.0012289i,-0.00061518+0.00010745i,-0.00043114+0.00096579i,-0.00063628+0.00079601i,-0.00071622+0.0003305i,-0.0004536+0.00020632i,-0.00013924+0.00055843i,0.00033378+0.00076648i,-8.7584e-06+3.5421e-05i,-0.00040957-0.0001585i,-0.00024881+0.00063302i
-0.0018623+0.00038844i,-0.0011677+9.4015e-05i,-0.00071582+8.0082e-05i,-0.00066857-0.00043967i,8.0829e-05-0.00077348i,0.00074747-0.0012728i,0.00056887-0.0010928i,0.00076979-0.00012916i,2.565e-05+0.00014365i,-0.00072588+0.00042618i,0.00046143-3.4968e-05i,0.00092168-0.00072761i,0.00049646-0.00025609i,0.0004842+0.00031561i,0.00085551+0.00085054i,0.00050021+0.00068029i,-2.7406e-05+0.00033645i,0.00016758+0.0010101i,0.00065188+0.00093815i,0.00089965+0.00034268i,0.00031934+8.9043e-05i,0.00019538+0.00029176i,0.00065646+0.00074116i
-0.00042474-0.00025436i,-0.00098048-0.00050662i,-0.0016926-0.00086236i,-0.0012871-0.00040287i,0.00017813+0.0006619i,0.0012803+0.0015575i,0.0012906+0.0015367i,0.00082725+0.00063165i,-8.2051e-05-8.7792e-05i,-0.00032899-1.2046e-05i,-2.2991e-05-0.00045524i,0.00015331-0.00097725i,5.5852e-05-0.0010724i,0.00018091-0.00066972i,6.0388e-06+5.1097e-05i,0.00014126+0.00022677i,0.00067504+0.00030815i,0.00065237-0.00029298i,0.00039791-0.00037753i,0.00047312-0.0002134i,0.00022918+0.00020061i,-0.00058376+0.00013859i,-0.00043274-0.00052143i
0.0026586-0.00034969i,0.0032595-0.00039976i,0.0026052-0.0015233i,0.0010882-0.0016178i,0.0011384-0.00022044i,0.002373+0.00021185i,0.0028424+0.0001668i,0.0015827+0.00029229i,0.00025975+0.00016148i,-0.00041589+0.00015954i,-0.0009836-5.2539e-05i,-0.0011641-0.00041914i,-0.0006932-0.00076076i,-0.00036648-0.00057877i,1.5969e-05+0.00072485i,0.00019773+0.00096485i,0.00076755+0.00052262i,0.0015418+0.00045481i,0.0011139-0.00041004i,0.0007158-0.00085334i,0.00046086-0.00065122i,-0.00010509-0.0002958i,0.00010804+0.00051356i
-0.0020805+0.00036896i,-0.0021167-0.00023761i,-0.00026276+0.00086133i,0.0012274+0.0011915i,0.0011053+0.00029719i,0.00090042-0.00015484i,0.000164-0.00037306i,-0.00073942-0.00037019i,-0.00065536+0.00045062i,-6.0143e-05+0.00090626i,0.00041035+0.0010845i,0.00046879+0.00071515i,0.00037705-3.5801e-05i,8.5735e-05-0.00026243i,-0.00032826-0.00026549i,-0.0001454-0.00079164i,0.00039497-0.00087765i,0.00025587-0.0004764i,-0.00013041-0.00024459i,-2.042e-05-0.00055485i,-5.724e-05-0.00055279i,-0.00041204+0.00023194i,-0.00031555+0.0003574i
-0.00032474+0.0017947i,-0.00049312+0.0021026i,-0.00083495+0.0011599i,-0.0013772+0.0015251i,-0.00050822+0.0014436i,0.00088346+0.0013265i,0.0010583+0.0008024i,0.0010294+0.0001741i,0.00060123-0.00055239i,0.00010052-0.0011108i,-0.00026275-0.00089883i,-0.00022843-0.00082293i,-0.00010629-0.00070955i,-0.00043935-0.0006679i,-0.00010999-5.9292e-05i,0.00045648-0.00063576i,0.00065857-0.001079i,0.00097357-0.00087244i,0.00098192-0.00045523i,-9.8168e-05-0.00020117i,-0.00065067-0.00030625i,2.4671e-05+5.0657e-05i,0.00012828-0.00022269i
