0.00069136-0.0013317i,-0.0004588-0.0022068i,-0.0013136-0.0026924i,-0.0014383-0.0019795i,-0.0016821-0.00098989i,-0.0019362+3.3697e-05i,-0.0016404+0.0005515i,-0.0011256+0.00082532i,4.4639e-05+0.00023891i,0.00053352-0.00036204i,0.0010362-0.0001336i,0.0013863+3.1808e-05i,0.0013956+0.00023204i,0.0010308+0.00051787i,6.8135e-05+0.00031474i,-0.00064691+0.00031251i,-0.0010305-0.0003383i,-0.0005218-0.00060191i,0.00060687-0.00015873i,0.0004502-0.00032577i,0.00013246-0.00041261i,0.00013906+0.00031216i,-0.00021176+0.00095575i
-0.0017567-0.0012474i,-0.0022443-0.00072386i,-0.0026667-0.00039252i,-0.0018502+0.00053888i,-0.00086734-0.00029384i,-0.0004741-0.0017502i,-0.00087039-0.00098898i,-0.00088611+0.00052074i,-0.00024581+0.00023283i,1.0575e-05-0.00075413i,0.00040209-0.00092858i,0.0005401-4.1713e-05i,0.00054439+0.00021984i,0.00086771-0.00013699i,0.00032649-0.00089799i,-0.00029309-0.00071783i,-0.00069942-1.4406e-05i,-0.00064743+3.3251e-05i,-0.0001471+5.2997e-05i,-0.00022302-5.7711e-05i,-0.0004007+0.00013267i,1.1741e-05+0.00046242i,0.00057727+0.00078135i
-0.00097199-0.0019256i,-0.0014837-0.0021318i,-0.0018533-0.0026556i,-0.0015219-0.0016747i,-0.00079986-0.0011001i,-0.00054802-0.0017009i,-0.00091084-0.0022342i,-0.00067855-0.0020141i,-4.3085e-05-0.0010581i,-0.00043343+5.3038e-05i,-0.00063337+0.00025259i,0.00042356-0.00025927i,0.0012534+0.00017754i,0.00067421+0.00060072i,0.00073836+0.00043337i,0.0010216+0.00037774i,0.00034237+0.00053289i,-0.00017258+0.00060966i,0.00021396+0.00080087i,0.00068676+0.00063611i,0.00067829+0.00077397i,0.00011227+0.00066065i,0.00043646+0.00087288i
0.00017212-0.00018602i,0.00070426-0.00079651i,0.00099544-0.0011867i,0.0012396-0.0011591i,0.0012498-0.0012493i,0.00077397-0.0013822i,0.0014363-0.0010234i,0.0012231-0.00013478i,0.00054723-0.00010135i,0.0012895-8.4123e-05i,0.0016256-7.2324e-05i,0.00079331-0.00016226i,-8.1247e-05-0.00027434i,-0.00017854-0.00099969i,-0.00035859-0.00083116i,-0.00063531-8.2929e-05i,-0.00019046+0.00019217i,-0.00013136+0.00037057i,-0.00025408+0.00052573i,-0.00077088+0.00021976i,-0.00086036+9.4037e-05i,0.00032254-5.265e-05i,0.0011631-0.00011236i
0.0016469-0.0012253i,0.00066423-0.0006425i,0.00091167-0.0010342i,0.0011962-0.00078328i,0.001058-0.00097272i,0.00018461-0.0027554i,-0.00067932-0.0020132i,-0.0003716-0.00068459i,-5.3207e-05-0.0012303i,7.7854e-06-0.0012256i,-0.00031863-0.00077098i,-0.00023792+0.00041792i,-0.00057764+0.00034655i,-0.001133-0.00073539i,-0.00024185-0.00056717i,0.00044693-4.2006e-05i,0.0009504+9.8762e-05i,0.00092279+2.8515e-05i,-0.00044477-0.00016124i,-0.0012369-0.00029879i,-0.00085532-8.9664e-05i,-0.00037655+0.00031492i,-6.7155e-05+8.9847e-05i
0.0014852-0.0017715i,-7.9806e-05-0.0018528i,-0.0015847-0.002696i,-0.0018994-0.0027285i,-0.00078641-0.0027526i,-0.0011232-0.0028684i,-0.0011174-0.0027144i,-0.00018006-0.0013497i,0.0007333+0.00044375i,0.00071558+5.7327e-05i,0.00070841-0.000797i,0.00076122-0.00021748i,0.00030046+0.00059224i,0.0003154+0.00040764i,0.00033867-0.00068624i,-0.00029834-0.00076989i,5.9922e-05-0.00032368i,0.00093404-0.00011332i,0.00030573+0.00038774i,-3.021e-05+0.00050414i,-0.00026132+0.00060051i,7.6137e-05+0.00036306i,0.00065115+0.00022739i
0.00070162-0.0016757i,0.0021-0.00088897i,0.0034046-0.00024372i,0.0009113-0.00076797i,-0.0014023-0.0023786i,-0.0015606-0.0032547i,-0.00089825-0.0018974i,0.00011692-0.00078166i,0.0010394-0.00041407i,0.00066882-0.0002787i,-0.00054107-0.00046013i,-0.0013188-0.00028952i,-0.00115-0.00028615i,-0.00084257-0.0005165i,-0.00034974+0.00034873i,8.0781e-06+0.00081589i,-0.00064102+0.00025799i,-0.00090869-0.00040739i,-0.00043375-0.00066836i,-0.00035366+0.00039616i,-0.00026412+0.0010085i,-0.00033657+0.00073093i,-2.8473e-05+0.00040869i
0.0020911-0.0011169i,0.0018647-0.00053621i,0.00015014-0.0013314i,-0.00031949-0.00098531i,0.00035617-0.00032648i,0.00088859+0.0004501i,0.0013425+0.0011036i,0.0009483+0.00054518i,-0.00063655-0.00075439i,-0.0011553-0.0009816i,-0.00046359-0.0003648i,-0.00073804+4.221e-05i,-0.00056732+0.00058202i,-0.00012084+0.00061921i,-0.00045583+0.00041295i,-0.000321+0.00017992i,0.00010747-4.1503e-05i,8.5612e-05+0.00014922i,-0.00047721+0.00012339i,-0.001013+0.00024731i,-0.00078769+0.00054797i,-0.00021335+0.0004406i,-0.00049067+0.00055096i
0.011946+0.0019216i,0.011069+0.0007031i,0.0094643-0.0074169i,0.0024021-0.011205i,-0.0026262-0.0097151i,-0.0033573-0.0046651i,-0.00061116-0.0010081i,0.0011475-0.00081334i,0.0022817-0.0020106i,0.0012626-0.0036661i,-0.0017188-0.0030752i,-0.0036032-0.00055377i,-0.0035708+0.00025307i,-0.0030083+2.2293e-07i,-0.0019244-0.00047711i,-0.0011117-0.00027733i,-0.00079679+0.00045253i,-0.00017642+0.00024311i,-0.00020065+0.00027305i,-0.0012821+0.00094986i,-0.0012134+0.00069702i,-0.00093695-0.00024654i,-0.0014222+0.00022816i
-0.007581+0.00077993i,-0.0075616+0.0010243i,-0.0048445+0.0056773i,0.0016532+0.007524i,0.0051077+0.0062923i,0.0039125+0.0024544i,0.0012188-0.00016415i,-0.0004712+0.00061445i,-0.00050552+0.0016061i,0.0010584+0.0019444i,0.0016064+0.0017278i,0.0010934+0.00019513i,0.00079784-0.00065363i,0.00091377-0.00053304i,0.0012388-0.00012883i,0.00069055+0.000752i,0.00034244+0.00063986i,0.00081666-0.00029744i,0.00098679-0.00021353i,0.00035273+0.00048549i,8.2898e-05+0.00073142i,0.00056468+0.00022581i,0.00041842-0.00027287i
-0.0027558-0.00014518i,-0.0015328+0.00040683i,-0.0025356+0.0027862i,-0.001945+0.0032766i,-0.0010855+0.0024486i,-0.00025101+0.0014362i,-0.00038671+0.0010237i,-0.0011072+0.00033757i,-0.0012117-0.00045305i,-0.00080574+0.0002059i,-0.00060365+0.00093057i,-0.00030731+1.2765e-05i,0.00020577-0.00056877i,0.00025091-0.00082155i,-5.9618e-07+0.00023974i,-0.00036225+0.00086621i,-5.9656e-05+0.00030975i,4.5132e-05+7.9434e-05i,0.00052905+0.0002546i,0.00034426+0.00027973i,-6.3573e-05+0.00015823i,0.00014477-0.00071473i,0.00032379-0.0010435i
-0.0023552-0.0025966i,-0.0014604-0.0046857i,-0.0012233-0.0040824i,-0.0007056-0.0015058i,0.00088984-0.00060406i,0.0018373-0.0018174i,0.0011602-0.0014796i,-4.5568e-05-0.00028269i,6.9713e-05+0.00032691i,0.00087315+0.00092143i,0.0016231+0.00044809i,0.001567-0.00051418i,0.001294-0.00078848i,0.0012922-0.00011322i,0.00062249+0.00066697i,-0.00022766+0.00060532i,-0.00058574+0.00028791i,-0.0006442-0.00015119i,-0.00011183-0.00027341i,0.0004813+4.5511e-05i,0.00076835+0.00024465i,0.00049019+0.00024226i,0.00010012+0.00029567i
-0.0021035+0.00052004i,-0.0024647+0.0014084i,-0.0012773+0.0021575i,0.00037718+0.0020262i,0.00071861-6.3519e-05i,0.00065234-0.0020754i,0.00037536-0.001307i,-0.00030094-0.00047703i,-0.00026406+0.00022859i,0.00049652+0.00032615i,0.00095592+0.00029975i,0.00077372+0.00025437i,0.00073223+0.00047937i,0.0014231+0.00061954i,0.0014462-1.5934e-05i,0.00042663+0.00013408i,-0.00051585+0.00037956i,-0.00018803+9.9408e-05i,0.00026096-0.00013447i,0.00050399-0.00021998i,0.00067903-0.00043108i,0.00070124-0.00010993i,0.00089184+0.0005551i
-0.00076525-0.0010432i,-0.0023342-0.0026163i,-0.003739-0.0011027i,-0.0032659+0.00074526i,-0.0015423-0.00022159i,-0.00014465-0.002182i,-2.4124e-05-0.0018598i,-0.00043691-0.0011859i,-0.0005752-0.00080668i,-0.00035945-0.00020578i,-9.5199e-05+0.00050335i,-4.1618e-05-8.0973e-05i,5.5493e-05-0.0004575i,0.0002815+7.041e-05i,-0.00023444-0.00014262i,-0.00019453-0.00018506i,-8.989e-05+0.00037721i,-0.00074138-0.0004634i,-0.00040947-0.0009418i,-1.1756e-05+0.00037857i,-0.00019362+0.0004359i,1.1395e-05-0.00020724i,7.9983e-05+0.00054517i
-0.0019566+0.00049753i,-0.0022086+0.00067438i,-0.0012952+0.0022053i,0.00069461+0.0010813i,0.0020069-0.00024893i,0.0012162-0.0013889i,-0.00014316-0.0016568i,-0.0009187-0.00076795i,-0.00032277+0.00065766i,0.00085757+0.00058487i,0.00065337-0.00024723i,0.00047485-9.1013e-05i,0.00071589-0.00020625i,6.2947e-05-4.6927e-05i,-0.00054861-8.8998e-05i,0.00016611-0.00056005i,0.00051343-0.00018661i,0.00030605+0.00011115i,0.00040608-0.00075879i,6.5615e-05-0.00090706i,-0.00044786+0.00031745i,-0.00035727+0.00036638i,0.00024429-9.8115e-05i
-0.00075529-0.0027638i,-6.1067e-05-0.0026653i,-0.0009968-0.0013255i,-0.0020319+0.00015288i,-0.0012736+0.0012663i,0.00078757+0.00011204i,0.00098609-0.0011049i,-0.00023053-0.00080985i,-0.00013516+9.9133e-05i,0.00033812+0.00093521i,0.001111+0.00082244i,0.0016528-8.1522e-05i,0.00084321+0.00030227i,0.00012868+0.0012601i,-9.9642e-05+0.00094537i,-0.00045781+0.00011828i,-0.00029159+5.6316e-05i,0.00021611+0.00046678i,0.0003107+0.00082269i,0.00039889+0.00041528i,0.00057861+0.0005768i,0.00066585+0.0014045i,0.00055101+0.0015415i
-0.0035496-0.0015089i,-0.005469-0.0019953i,-0.0055092-0.0010401i,-0.0031771+0.00058525i,-0.0010827-5.0506e-05i,-0.00070979-0.00212i,-0.00079084-0.0026769i,-0.0010117-0.0017581i,-0.0013233-0.00084951i,-0.00096101-0.00026684i,-0.00011545+0.00042955i,0.00086268+0.00027741i,0.0016258+0.00059969i,0.0012041+0.0014262i,4.7626e-05+0.00096768i,-0.00033305-0.00012508i,-0.00032636-0.00030267i,2.5667e-05-0.00018128i,0.0010198-0.00050812i,0.00055948-0.00043048i,-0.00032445-0.00068406i,4.8749e-05-0.0006868i,-0.00053648-0.00020495i
-0.0031591+0.00037684i,-0.0026025-0.00063822i,-0.0020584-1.7911e-05i,-0.00031804+0.00037485i,0.0011079-0.00070532i,0.001305-0.0016748i,0.00044952-0.0019587i,-0.00045269-0.00063232i,-0.00074976+0.0013744i,-0.00032253+0.0019716i,0.00043505+0.001368i,0.00070357+0.00049006i,0.00045733-0.00015945i,0.0001775+3.3201e-05i,0.00028641+0.00021284i,-0.00012911-4.5618e-05i,-0.0006063-1.2682e-05i,-0.00054353-5.8274e-05i,-6.8037e-05-0.00035824i,0.00031924-0.00046378i,0.00071085-0.00047254i,0.00075562-0.0002314i,0.00044489+0.00035424i
0.00043223-0.0021715i,8.4811e-05-0.0028423i,0.00040099-0.0013531i,0.00067276+0.0011143i,0.00067573+0.0019551i,0.00088126+0.0006174i,0.00062814-0.00018552i,0.00044634+0.00067856i,0.00048035+0.0012077i,-9.1806e-05+0.0012232i,4.5136e-05+0.0013673i,0.00020514+0.00075574i,0.00047223-0.00011397i,0.0006613+0.00062296i,0.00056906+0.00066214i,0.00084752+7.9237e-05i,0.00039662-0.00017978i,7.6094e-05+3.1226e-05i,0.00018494+0.00012396i,-4.5569e-05+9.8358e-05i,-0.00038378+0.00013654i,-0.00091877-0.00022727i,-0.00024128-1.3331e-05i
-0.0029233+0.00037556i,-0.0034141+8.9935e-05i,-0.0034938+0.0001731i,-0.0018782+0.00010811i,-0.00042023-0.0015743i,6.7262e-06-0.0026947i,0.0001454-0.0023724i,1.2152e-05-0.00082529i,-0.00012787+0.00079994i,-0.00018733+0.0010571i,-9.5807e-06+0.00078621i,2.4871e-05+5.2988e-05i,0.0004286-0.00052633i,0.00061698-0.00050596i,0.00080918-0.00092003i,0.0010587-0.00083086i,0.00070361-0.00032905i,2.2516e-05-0.00044933i,-0.0004196-0.00067894i,-0.00015977-0.00029153i,-0.00018851-0.00051486i,-0.00035106-0.00030041i,-0.00043699+0.00015884i
-0.00079699+0.000896i,-0.00076201+0.00097162i,-0.0017999+0.0014724i,-0.002406+0.00086495i,-0.0021638-0.00035966i,-0.0018045-0.0020232i,-0.001867-0.0024369i,-0.0018642-0.0014149i,-0.00067091-0.00099728i,0.00034102-0.00056665i,0.00027469-0.00087815i,0.00054375-0.0016381i,0.0005711-0.0013885i,0.00060313-0.00055378i,0.00023084+3.9262e-05i,-0.00034018+0.00053824i,0.00035738+0.00019681i,0.00071108-6.5469e-05i,0.00083173-0.00023063i,0.0011091-3.2575e-06i,0.00045178+0.00079199i,-0.00068072+0.00053982i,-0.00054593-0.00036257i
-0.00085058-0.0021607i,-0.00050162-0.0031402i,-0.00091899-0.0027452i,-0.0012997-0.00051065i,-2.0241e-05+0.00058227i,0.0015395-0.00075175i,0.00069409-0.0015996i,0.00015728-0.0012274i,0.00013883-0.00076151i,0.00038528-4.9934e-06i,0.00066852-0.00023294i,0.00047365+6.6013e-05i,-0.00017771+0.00073714i,-0.00073478+0.00034927i,-0.00043363-2.236e-05i,0.00040672-4.861e-05i,0.00070264+5.6156e-05i,0.00044701+0.00080308i,0.00019029+0.00099067i,0.00028992+0.00038469i,0.00028658+0.00021553i,0.00013271+0.0003995i,-0.00019832+0.00027443i
-0.0018564+0.00067204i,-0.0031292+0.0015441i,-0.0033898+0.0014956i,-0.001039+0.0012195i,0.0012566-6.3404e-06i,0.00084178-0.0012378i,0.00013576-0.0012537i,0.0010129-0.00036109i,0.0013275+8.2094e-07i,0.00034297-0.00014618i,-0.00034942+8.5875e-05i,0.00023032+0.00042849i,0.00076324+0.00042834i,-0.00020637-0.00039414i,-0.00095666-0.00053415i,-0.00047233-0.00026147i,0.00051789+0.00071631i,0.00014288+0.0016841i,-0.00036967+0.0011821i,0.00014811+0.00032749i,0.0009131-4.4803e-05i,0.0010376+0.00018281i,0.0004687+0.00073697i
-0.003003+0.00017478i,-0.0022515-0.00082198i,-0.0023546-3.1558e-05i,-0.0022319+0.00097109i,-0.0019656+0.0002826i,-0.0019684-0.0019987i,-0.0023766-0.0023246i,-0.0020473-0.0010486i,-0.00094393+0.00036344i,-0.00042556+0.0014564i,-0.00020013+0.0010842i,0.00056004+0.00013757i,0.0013097+0.00016353i,0.0007527+0.00054428i,0.00026426+0.0003874i,0.00068114+0.00070358i,0.0010047+0.00017065i,0.0010223-0.00073325i,5.3895e-05-0.00056558i,-0.00058383-0.00026291i,1.5955e-06+0.00029572i,0.00063068+0.0010369i,0.00033286+0.00089592i
-0.0001361-0.0010726i,-0.0009537-0.0019972i,-0.0005427-0.0021349i,0.00050895-0.00073733i,0.0015647-0.001134i,0.001848-0.0019662i,0.00071468-0.0015055i,5.3674e-05-0.00045432i,6.59e-05-5.0035e-05i,-0.00049762-1.1749e-05i,-0.00048353-0.00022348i,0.00051238-0.00014244i,0.00079803+0.00017717i,0.00025064-0.00028764i,-0.00055174-2.9537e-05i,-0.00025543+0.00079548i,0.00048437+0.00080167i,0.00038107+0.00098125i,-0.00046737+0.0013357i,-0.0011179+0.00057856i,-0.00098504+0.00037539i,-0.00096474+0.00041715i,-0.0006815+0.00024201i
-0.0021286+5.691e-05i,-0.0015887-5.4934e-05i,-0.0015728+0.00047409i,-0.00089613+0.00072464i,0.00096534+0.00013175i,0.0017072-0.0012828i,0.0013437-0.0014173i,0.00043593-0.00097035i,4.6736e-05-0.00067432i,0.00045551-0.00039558i,0.00039404+0.00049146i,0.00025902+0.00049194i,-0.00030333-4.7963e-05i,-0.00079512+0.0002011i,-0.00051874+0.00038015i,-0.00013504-0.00023657i,0.00043129-0.00081157i,0.00047431+0.00016522i,4.1007e-05+0.00063172i,0.00021574-0.00023583i,0.00045616-0.00077241i,0.001194+1.4596e-05i,0.00087967+0.00033777i
-0.0020467-0.00042892i,-0.0026168-0.0013558i,-0.0023091-0.00052552i,-0.0014173+0.00065028i,-0.0011031-0.00058014i,-0.0013782-0.0025138i,-0.0012195-0.0014448i,-0.00048793+0.00014606i,-0.00036238+0.00066053i,5.5257e-05+0.00090935i,0.0010791+0.0007864i,0.0015135+0.00049794i,0.0011609+0.00031745i,0.00067787+0.00045534i,-0.00027865+0.00066036i,-0.0011257+0.00050954i,-0.0013422+0.00065605i,-0.00086927+0.00063481i,-0.00028429+0.00059843i,-0.00069115+0.00034221i,-0.00088998-6.1223e-05i,0.00017247+5.9681e-05i,0.00082803+0.0008211i
-0.0025408+0.0019211i,-0.0030407+0.0010561i,-0.0015702+0.0009894i,0.00050515+0.001363i,0.001555-0.00011869i,0.00078289-0.0024065i,-0.0010251-0.0020475i,-0.00086205-0.00021338i,0.00041315+0.00069653i,0.0010887+0.00077527i,0.0011008+0.00020717i,0.00032127-0.0007461i,0.00030635-0.0010809i,0.00051609-0.0007184i,0.0004274-8.389e-05i,0.00017023+0.00072432i,0.00041238+0.0010601i,0.0012037+0.0010078i,0.0012781+0.00031912i,0.00060668-8.8133e-06i,0.00079782-0.0010707i,0.0010952-0.0019071i,-9.3031e-05-0.0011085i
-0.0015171+0.00049883i,-0.00057674+0.00026233i,0.0001486+0.00032079i,0.00038414-2.434e-05i,0.0010068-0.001203i,0.0014991-0.0026478i,0.00063123-0.002609i,-0.00047574-0.00061624i,-0.00018566+0.00082611i,0.0013565-0.00012253i,0.001868-0.00091051i,0.0014985-0.00035667i,0.00095+0.00033115i,0.00041391-6.5598e-05i,0.00040493-0.00069704i,0.00069428-0.00033028i,0.0010408+0.0003681i,0.0010132+0.00024651i,0.00057208-2.4044e-05i,0.00010663-0.00047965i,-0.00026462-0.00067255i,-0.00052861-0.00013353i,-0.00060517+0.00036526i
-0.0018053-0.0013293i,-0.0025884+0.00026671i,-0.0023312+0.0011526i,-0.001408+0.00080704i,-0.00042194-0.00010469i,-0.00025351-0.0013085i,-0.00026157-0.0019042i,-0.00096618-0.0011406i,-0.0014787-0.00056342i,-0.00078456+0.00013056i,-0.0005135+0.00062129i,-0.00072275+2.8616e-05i,-0.00027398-0.00010826i,0.00053597+0.00020153i,0.00028243+0.00059584i,-0.00039828+0.00059968i,-6.6907e-06+0.00056064i,0.00057769+0.00028424i,0.00051635-0.0004431i,3.2149e-05-0.00010125i,-0.00062596+0.00052807i,-0.0010958+0.00052698i,-0.0012927+6.2271e-05i
-0.00045579+0.001179i,-0.001971+0.00064387i,-0.0019005+0.0009404i,-0.0008322+0.00080209i,-0.00051742-0.00046005i,-0.00093349-0.0018863i,-0.00053133-0.0023669i,0.00044748-0.0014258i,0.0006895-0.00043248i,0.00077759-0.00016641i,0.00040638-0.00010095i,-0.00039251-8.806e-05i,-0.00040442-0.00013506i,0.00045414-0.00013469i,0.001053-0.0009314i,0.00099274-0.0013506i,0.00047431-0.00040711i,0.00025103-2.2465e-05i,-8.7161e-05+0.00026191i,2.389e-07+0.00036635i,0.00052622+0.00021825i,-0.00014202+9.5205e-05i,-0.001098+0.0002026i
0.00070861-0.0024598i,0.001063-0.0026651i,0.00017259-0.0024041i,-0.0010213-0.0018797i,-0.0012145-0.0018726i,-0.0011171-0.0019854i,-0.0013875-0.0015471i,-0.00084143-0.00051974i,-9.8703e-05-0.00062969i,-0.00013079-0.0013661i,-6.642e-05-0.0013305i,-0.00013497-0.0011133i,-0.00060478-1.5422e-05i,-0.00049689+0.00082969i,-0.00013632+0.0011939i,-0.00027656+0.00088028i,-0.00040798-0.00068784i,-0.00034873-0.0010102i,-0.00049732+0.0001322i,-0.00048885+2.6329e-05i,-0.00016183-0.00028393i,0.00044957-0.00019808i,0.00065234-0.00039399i
-0.0015965-0.00060144i,-0.0023954-0.0004609i,-0.0026513+1.5733e-05i,-0.00092867+0.00022891i,0.00052606-0.00067713i,0.001085-0.0015445i,0.00066985-0.0018162i,0.00010641-0.00048218i,0.00021343+0.00011712i,0.00075074-0.00044827i,0.00080111-0.00051428i,0.00059702+7.3476e-05i,0.00011159+0.00019969i,-0.00014457-0.001043i,0.00053393-0.00098284i,0.00060021-4.1688e-05i,-0.00010797+1.054e-05i,-0.00022569-0.00037527i,-6.4629e-05-0.00029789i,-0.00016026-0.00046396i,-0.00038079-0.00053357i,-0.00028694+0.00010294i,0.00026197-0.00013812i
-0.00177-0.00051432i,-0.0012171-0.00016917i,-0.0018319+0.00098316i,-0.0015471+0.0018446i,7.0946e-05+0.0014472i,0.0013697-0.00039634i,0.00089907-0.0013616i,-0.00021868-0.00087785i,-0.00039335-0.00030689i,-2.224e-05+0.00014479i,0.00061026-0.00020555i,0.0011556-0.0006069i,0.00026483-0.000963i,-0.00047889-0.0015911i,0.00018032-0.0012391i,0.00086871+0.00040273i,0.00090293+0.0014127i,0.00029777+0.00098411i,-0.00025712-5.3072e-05i,-0.00084081-0.00059009i,-0.00023039+0.00016641i,0.00068413+0.00099838i,0.00044206+0.00058751i
-0.0016756+0.00027583i,-0.0024887+0.00048697i,-0.0022385-0.00028137i,-7.9555e-05-0.00020873i,0.0011068-0.00022936i,0.00067611-0.0016913i,-2.3975e-05-0.0018751i,-0.0005745-0.00055629i,0.00067126+1.3499e-06i,0.00078094+0.00029525i,-0.00017463+0.00079906i,0.00044199+0.00092845i,0.0016213+0.00047782i,0.0021599-2.9279e-05i,0.0018758+0.0002417i,0.0012338+0.00031485i,0.00017138+0.00064109i,-0.00056811+0.0012269i,-0.00020648+0.00064972i,9.3275e-05+0.00026325i,-0.00027165-0.00020264i,-0.00051887-0.00028354i,-0.00038119-0.00013718i
6.9005e-05-0.002044i,-0.00017519-0.0026124i,9.2033e-05-0.0023888i,-4.5868e-05-0.0019933i,-0.00014594-0.0015031i,0.00010823-0.001305i,0.0005745-0.0015245i,0.00054131-0.00057325i,-0.00032903+8.7201e-05i,-0.00048487+0.00022911i,-0.00082077+0.00021879i,-0.00094649-1.2671e-05i,6.7608e-05+0.00037761i,-0.00020429-0.00021895i,-0.00078938-0.00098013i,-0.00039194-0.00058343i,0.0002065-0.00055072i,0.0011953-0.00049055i,0.0011893-0.00062186i,0.00046211-0.00091283i,0.0001252-1.5475e-06i,0.0002534+0.00038988i,0.0001513+0.00043954i
0.0012767+1.8519e-05i,6.002e-05-0.00058773i,-0.00073149-0.00024564i,-0.001572-0.00013045i,-0.002009-0.00085049i,-0.0015174-0.0018677i,-0.0012733-0.0020684i,-0.00061577-0.00078603i,0.00052732+0.0003958i,0.00052122+1.117e-05i,0.00019953-0.00011101i,-0.00017535+0.0010362i,-0.00073136+0.00059086i,-0.00093374+9.4001e-05i,-0.00080359-2.5211e-05i,-0.00066826+1.4469e-06i,-0.00013248-0.00050984i,-0.00021417-0.0010196i,-0.0004819-0.00096901i,-0.00037656-0.0012095i,-0.0010177-0.0008132i,-0.0011142-5.45e-05i,-0.00027025+6.8566e-06i
0.0013505-0.00022571i,0.001068-0.001365i,0.00090258-0.0010764i,0.001103-7.1984e-05i,0.0015681-0.00021364i,0.0021141-0.0011288i,0.0013872-0.0014665i,-0.00027256-0.0009584i,-0.00072704-0.00013245i,-9.2221e-05+7.1124e-05i,-3.578e-05+0.00047689i,0.00030844+0.00053923i,0.00085477-0.00053521i,0.00068208-0.00048167i,0.00041496-0.00024476i,0.00050574-0.0011611i,9.6176e-05-0.0013962i,-0.00013554-0.00072742i,-0.00024783-5.3494e-05i,-0.00052215-0.00059069i,-0.00040594-0.0011431i,-9.8681e-05-0.00032197i,-0.0002232+0.00082016i
-0.001898-0.00038488i,-0.0021072-0.00010184i,-0.0019475-0.00024483i,-0.0017852-0.00043876i,-0.0012525-0.00045637i,-0.00042704-0.0014537i,-0.00061386-0.0013973i,-0.00055675-0.0003063i,-0.00018474+0.00012891i,-0.00012529+0.00039419i,0.00026046+0.00061433i,0.00056751+0.00019171i,0.00010012+0.00017247i,-0.0007968+0.0002483i,-0.00099239-0.00037071i,0.0001918-0.0010065i,0.00088119-0.00095323i,0.00093809-0.00033255i,0.0012259-0.0004976i,0.00055368-0.00043399i,-9.1525e-05-0.00015822i,-0.00024576+1.3861e-05i,-0.00010389-0.00015963i
-0.00026461+1.8339e-05i,-0.00077326-0.00069951i,5.1334e-05-0.00020776i,0.0004249-0.00054811i,0.00038531-0.0024633i,-1.9954e-05-0.0028724i,-9.837e-05-0.0022659i,0.00056737-0.00097715i,0.0003051+0.00040904i,0.00015205+0.0007366i,0.00078402+0.00068262i,0.00052806-0.00038454i,0.00028009-0.0015186i,0.00052463-0.0013806i,8.5406e-05-0.00066996i,-0.00024539+7.7982e-05i,0.00029327+0.0005484i,0.00060804+0.00063666i,-6.5743e-05+0.0004625i,-3.1053e-05-0.00012225i,0.00031675-0.00028671i,-0.00058913+8.2809e-05i,-0.00093132-0.0004635i
-0.00058489-0.0011338i,-0.0024706-0.0013406i,-0.0031583-0.00078164i,-0.001976+0.00057652i,-0.00019842+0.0008136i,-4.6042e-06-0.00022175i,-0.00072739-0.0011125i,-0.0010391-0.0011631i,0.00031109-0.00090507i,0.00098355-6.8998e-05i,0.00087645+0.00061309i,0.00059442+0.00043875i,0.00054228-0.00035546i,0.00044853-0.00039998i,-0.00046041+0.00054105i,-0.0005203+0.00036618i,0.00014784-0.0002478i,0.0010833+5.7428e-05i,0.0014381+0.00026918i,0.00083122-0.00041636i,-6.6504e-05-0.00081872i,-0.0005999-0.0008736i,-0.00013823-0.00080673i
0.0020262-0.0024535i,0.0014144-0.0018043i,0.00014006-0.001028i,-0.00060559-0.0011354i,-4.0553e-05-0.001514i,0.00079534-0.0019287i,0.00032114-0.0017479i,-0.00057898-0.0008168i,-0.00099954-0.00045554i,-0.00097804-0.00045526i,-0.00056467+0.00043999i,-0.00019705+0.00079044i,-2.1759e-06+0.00043137i,7.3205e-06+0.0004333i,-0.00018584+0.00030155i,-0.00036965-3.284e-05i,0.00023652-0.00091926i,0.00077186-0.0010091i,0.00058513-0.00060998i,0.00018136-0.00032817i,-0.00051244+0.00020766i,-0.00046505+0.00075056i,-0.00026472+0.00014614i
-0.0008268-0.00044536i,-0.001935-0.0014273i,-0.0014734-0.0015806i,-0.00071105-0.0011176i,-3.675e-05-0.0013393i,-0.00026512-0.0012538i,-0.00099025-0.00078637i,-0.0011647-0.00018285i,-0.00089355+0.00018406i,-1.0101e-05+0.00017079i,0.0010247+0.0004272i,0.0014485+0.00014818i,0.00091336+0.00026341i,0.00033168+0.00067714i,-0.00013566+0.00036879i,0.00025158+0.00017094i,0.00093733+0.00056669i,0.00052203+0.0002862i,-0.00025727-0.00039994i,-0.00022158-0.00063503i,-0.00040796+8.9032e-05i,-0.0010272+0.00034854i,-0.00093001+0.00015041i
