-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
0.030834-0.076684i,0.099948-0.15544i,0.17911-0.21501i,0.17473-0.23228i,0.085308-0.214i,0.034322-0.13569i,0.063265-0.053941i,0.066059-0.034331i,0.012929-0.018194i,-0.0074091+0.019664i,0.01305+0.027682i,0.019881+0.0099789i,0.010066+0.0038601i,0.0024558+0.0095575i,-0.00013694+0.011327i,0.00066441+0.0077125i,0.0035596+0.0038021i,0.0066615+0.00020566i,0.0074296-0.0056674i,0.0040666-0.010435i,-0.0010535-0.010905i,-0.0020794-0.0096392i,-0.0015508-0.011052i
-0.10929+0.12445i,-0.25195+0.27979i,-0.34451+0.35671i,-0.28264+0.19194i,-0.17679-0.13315i,-0.15176-0.31768i,-0.13391-0.23531i,-0.064251-0.085622i,-0.0026482-0.026052i,0.0069235-0.023613i,-0.008164-0.023376i,-0.018922-0.013965i,-0.014471-0.0066197i,-0.0036592-0.011368i,-0.00099172-0.016182i,-0.0051574-0.01351i,-0.011294-0.0091255i,-0.01412-0.002037i,-0.0082824+0.0077271i,-0.00034921+0.010793i,0.0010617+0.0041935i,-0.0035778-0.0014645i,-0.005206+0.0027149i
0.093599-0.024906i,0.22466-0.096882i,0.295-0.16362i,0.17787-0.065969i,0.0098987+0.19197i,-0.026295+0.33088i,-0.0076657+0.21908i,-0.023136+0.076738i,-0.024232+0.032264i,-0.0050252+0.014496i,-0.0043456+0.0024761i,-0.0058957+0.0088475i,0.0010168+0.013508i,0.0049718+0.009768i,0.0052001+0.0025062i,0.004512-0.0030355i,0.0063976-0.0018463i,0.0081777-0.00032454i,0.0036282-0.002074i,-0.0033155-0.0016353i,-0.0039731+0.0045619i,-0.0015275+0.0090984i,-0.0038902+0.006921i
0.06585+0.058035i,0.10441+0.12706i,0.10618+0.19679i,0.0828+0.22849i,0.074012+0.23744i,0.079231+0.21802i,0.079429+0.14613i,0.063824+0.0549i,0.034956-0.0059846i,0.0067748-0.021064i,-0.002683-0.0056509i,0.0066056+0.0053958i,0.010231-0.0027594i,-0.00059477-0.011475i,-0.0078271-0.0088131i,-0.0025327-0.00089722i,0.0032335+0.0056661i,0.0056612+0.010237i,0.0098595+0.0090399i,0.011644+0.0013959i,0.0075643-0.0029556i,0.0080581+0.00053691i,0.016357-0.00074344i
-0.070282-0.15556i,-0.16834-0.33683i,-0.21498-0.46319i,-0.093533-0.46679i,0.10014-0.48088i,0.15377-0.50394i,0.060477-0.36667i,-0.0058171-0.14575i,-0.0097975-0.018503i,-0.011065+0.023527i,-0.0083306+0.028856i,-0.0041181+0.015813i,0.0017304+0.012581i,0.01453+0.015926i,0.018964+0.013134i,0.011967+0.0064577i,0.0026488-0.0035231i,-0.0064379-0.0090049i,-0.012657-0.0039704i,-0.0091872+0.0022615i,-0.0016076-0.00053585i,-0.0032896-0.0066304i,-0.010573-0.0036637i
0.0053906+0.092836i,0.031717+0.24782i,0.06448+0.36821i,0.039722+0.28104i,-0.067462+0.096836i,-0.16441+0.045519i,-0.14989+0.066062i,-0.087804+0.038094i,-0.062533+0.0024502i,-0.044709-0.006051i,-0.024094-0.012345i,-0.02382-0.019361i,-0.03484-0.012155i,-0.037214+0.0045092i,-0.025897+0.013989i,-0.012788+0.012694i,-0.0058038+0.007345i,-0.0013879+0.0017892i,-0.00037464-0.0039099i,-0.0038631-0.0046684i,-0.0054884+0.0013469i,-0.0042039+0.0040298i,-0.0029361-0.00068398i
-0.069186+0.028068i,-0.13246+0.018662i,-0.18714-0.013638i,-0.24391+0.038785i,-0.28294+0.21973i,-0.20785+0.3515i,-0.054073+0.28053i,0.029716+0.11958i,0.054655+0.028715i,0.069396-0.012244i,0.047479-0.029936i,0.021099-0.012394i,0.021053-0.0023138i,0.018261-0.013768i,0.0066191-0.019982i,0.00032158-0.014778i,0.0009856-0.0050791i,0.0025496-0.00056074i,0.0019863-0.00090744i,0.0011269-0.00029595i,-0.0010428+0.0011753i,-0.002045+0.0078333i,0.0033352+0.015837i
0.15698+0.0070378i,0.34517-0.015458i,0.46413-0.038491i,0.40963-0.02568i,0.31672-0.025791i,0.27859-0.09793i,0.19984-0.1428i,0.09409-0.079162i,0.035439-0.005496i,0.00021986+0.016614i,-0.017961+0.015781i,-0.016551+0.010865i,-0.011197+0.011486i,-0.0027017+0.010131i,0.0044575+0.0015405i,0.0067136-0.003627i,0.0071247-0.0024465i,0.010006+0.00045775i,0.012977-0.00045794i,0.010884-0.004574i,0.0086544-0.0094336i,0.0072147-0.01611i,-0.0010605-0.021702i
-0.08348-0.0058802i,-0.24967-0.019337i,-0.36994-0.03197i,-0.22234-0.055731i,0.057889-0.12686i,0.12258-0.20465i,0.0021095-0.17252i,-0.052263-0.084611i,-0.040653-0.051777i,-0.038038-0.033397i,-0.013431-0.0045319i,0.020717-0.0076768i,0.028192-0.025891i,0.019048-0.026736i,0.0060376-0.014713i,-0.0054869-0.0048153i,-0.012819-0.0014887i,-0.013794+0.0044623i,-0.0064137+0.011442i,0.00065472+0.0099025i,0.0017967+0.0056804i,0.0029787+0.0041906i,0.0068174+0.0034769i
0.048217-0.081878i,0.12005-0.14008i,0.17964-0.14581i,0.1025-0.1042i,-0.091054-0.023095i,-0.19928+0.11253i,-0.13237+0.16743i,-0.03843+0.092797i,-0.0067966+0.038542i,0.018954+0.036378i,0.028398+0.026412i,0.0086907+0.023552i,-0.001452+0.03336i,-0.00058577+0.034431i,0.00074833+0.026584i,0.0035237+0.018555i,0.0048911+0.011892i,0.00063062+0.00181i,-0.0087162-0.0044038i,-0.013736-0.0011914i,-0.012104+0.0029056i,-0.011504+0.0052785i,-0.011822+0.0084329i
-0.049519+0.11747i,-0.099753+0.2722i,-0.15301+0.35394i,-0.21104+0.23881i,-0.24197+0.051603i,-0.17396-0.042338i,-0.057048-0.047711i,-0.017176-0.014925i,-0.026743+0.017604i,-0.028851+0.012922i,-0.036012-0.010304i,-0.04117-0.019557i,-0.03928-0.022086i,-0.033452-0.017083i,-0.019073-0.0014876i,-0.0032922+0.0089465i,0.00608+0.0071693i,0.0094528+0.0017109i,0.0099729+0.00051048i,0.010263+0.0023563i,0.010919+0.0036038i,0.013422+0.0026805i,0.016928-0.002521i
-0.0047433-0.0851i,0.026961-0.24942i,0.07652-0.38002i,0.12051-0.27472i,0.16586-0.066249i,0.17265-0.030057i,0.080213-0.082994i,0.0057814-0.058955i,0.011324-0.029392i,0.0014741-0.030485i,-0.016576-0.0079153i,-0.00044728+0.017967i,0.019534+0.026082i,0.020868+0.021565i,0.0058746+0.004002i,-0.0067821-0.011369i,-0.0060167-0.015146i,-0.0053228-0.012239i,-0.0096393-0.0050018i,-0.010799+0.0015557i,-0.008419+0.0038167i,-0.0076089+0.0045737i,-0.011125+0.0069793i
0.063539+0.1159i,0.10769+0.24937i,0.1244+0.36261i,0.13044+0.36196i,0.12793+0.30235i,0.079551+0.26708i,0.039818+0.21002i,0.038688+0.10396i,0.029477+0.019246i,0.018522-0.0019379i,0.018308-0.00075038i,0.002162-0.0012576i,-0.01838+0.0033891i,-0.018229-0.0019704i,-0.0085514-0.018777i,-0.0092761-0.025175i,-0.014174-0.012264i,-0.0071593+0.00079764i,0.0028164-0.0058781i,0.0015378-0.018495i,-0.0054196-0.016764i,-0.0068909-0.009234i,-0.0035448-0.0074035i
-0.050597-0.044641i,-0.14543-0.11794i,-0.21947-0.20279i,-0.1717-0.27007i,-0.063342-0.29723i,0.0034153-0.23735i,0.04231-0.12847i,0.040754-0.073336i,0.0080859-0.048184i,0.011206-0.024576i,0.027776-0.027579i,0.02964-0.034642i,0.043247-0.036072i,0.053938-0.031433i,0.043249-0.011826i,0.029466+0.002996i,0.019048+0.0027054i,0.0097251+0.0046109i,0.0098913+0.01208i,0.014429+0.014645i,0.012708+0.0092398i,0.0069897+0.0046088i,0.0058106+0.0077462i
0.10898-0.029822i,0.25741-0.0385i,0.36195-0.050596i,0.26065-0.10147i,0.057438-0.18432i,-0.034931-0.23404i,-0.046795-0.20379i,-0.049677-0.094189i,-0.026525+0.011734i,-0.011657+0.039687i,-0.023771+0.034553i,-0.027291+0.033469i,-0.026513+0.033614i,-0.033399+0.035288i,-0.028676+0.034005i,-0.0095027+0.032375i,0.0066037+0.024053i,0.0068389+0.0059109i,-0.0041896-0.0040174i,-0.0087577-0.0028157i,-0.0037699-0.0049014i,0.00070121-0.011045i,-0.0024274-0.016525i
-0.11762+0.0090278i,-0.26022+0.042723i,-0.38495+0.10025i,-0.37598+0.20544i,-0.25399+0.32896i,-0.14362+0.35025i,-0.088114+0.25566i,-0.054265+0.13996i,-0.031256+0.051394i,-0.026311+0.011176i,-0.021123+0.0096196i,-0.015602-0.0014876i,-0.034042-0.027859i,-0.049624-0.032818i,-0.035896-0.019975i,-0.020323-0.015538i,-0.017626-0.013223i,-0.012823-0.00426i,-0.00031302-0.00067777i,0.0080136-0.0054109i,0.0059787-0.0038613i,0.0031573+0.0058786i,0.0054273+0.012515i
-0.0039247-0.019351i,0.003071-0.054807i,0.025992-0.059112i,0.052123+0.018512i,0.046606+0.11894i,0.022086+0.14187i,0.025057+0.089329i,0.052128+0.014747i,0.049389-0.037628i,0.02866-0.041695i,0.0211-0.029535i,0.021627-0.0152i,0.041349+0.0091698i,0.057814+0.018667i,0.040221+0.0086074i,0.018441+0.0015539i,0.011684-0.00121i,0.0050062+0.0011228i,-0.0051986+0.010785i,-0.011252+0.018555i,-0.011567+0.018887i,-0.010391+0.011859i,-0.012769+0.0047698i
0.058084+0.12041i,0.1577+0.22436i,0.28703+0.23701i,0.35505+0.043625i,0.30775-0.24883i,0.1878-0.39004i,0.076398-0.31427i,0.0042273-0.14673i,-0.019675-0.020666i,-0.017068+0.0085759i,-0.021306-0.01138i,-0.030146-0.00573i,-0.021753+0.021803i,-0.0043064+0.023124i,-0.0017126+0.0065621i,-0.0116+0.0044968i,-0.010019+0.011809i,0.0032426+0.0044061i,0.0062447-0.010779i,0.0012088-0.012833i,0.003477-0.0089347i,0.0095471-0.0076558i,0.01765-0.0080752i
0.022634-0.040942i,-0.0041132-0.12289i,-0.07796-0.19497i,-0.13336-0.17615i,-0.12063-0.064416i,-0.087789+0.072649i,-0.076348+0.14065i,-0.051516+0.10833i,-0.012497+0.040144i,0.0048874+0.005671i,0.0028251+0.017988i,0.0055011+0.023262i,0.0042414-0.0082348i,-0.011725-0.032082i,-0.018268-0.026254i,-0.0096367-0.018775i,-0.0072879-0.015762i,-0.0088116-0.005358i,-0.00082875+0.0018963i,0.0061931-0.00079458i,0.0017705-0.0028601i,-0.0071615+0.00021005i,-0.013804+0.0092698i
0.021806-0.076093i,-0.0001701-0.17834i,-0.095712-0.27695i,-0.23751-0.22813i,-0.28376-0.034071i,-0.16398+0.088121i,-0.013611+0.051558i,0.039613-0.022576i,0.03305-0.041218i,0.02619-0.026355i,0.023687-0.0078706i,0.025191+0.0035836i,0.022841+0.012699i,0.019204+0.020585i,0.020454+0.015276i,0.019054+0.0043904i,0.013881-0.0012129i,0.0034032-0.0039673i,-0.0086314-0.0039726i,-0.013936-0.00578i,-0.013116-0.0066955i,-0.005261-0.005623i,0.0016545-0.013795i
-0.039099+0.057781i,-0.041763+0.22542i,0.024923+0.45457i,0.14636+0.49632i,0.21252+0.24882i,0.18228-0.034481i,0.12605-0.13816i,0.057124-0.096677i,-0.010613-0.017198i,-0.021017+0.028621i,0.0066524+0.0082166i,0.0075202-0.02822i,-0.014018-0.025988i,-0.01904-0.002568i,-0.0091209+0.010936i,-0.0038203+0.01089i,-0.0017127+0.0082009i,0.0073003+0.0070599i,0.015589+0.0049595i,0.017867+0.0051232i,0.020698+0.0043389i,0.018597+0.0031535i,0.01333+0.011053i
-0.051438-0.0065634i,-0.12027-0.040745i,-0.15415-0.082504i,-0.097665-0.069863i,-0.0090759-0.010863i,-0.029124+0.0077526i,-0.14184+0.02502i,-0.15606+0.080857i,-0.072765+0.093398i,-0.03402+0.058975i,-0.043638+0.037692i,-0.043132+0.026533i,-0.019328+0.0039197i,-0.0027124-0.024709i,-0.0097218-0.030086i,-0.012417-0.015168i,-0.010455-0.010174i,-0.014277-0.0046111i,-0.0087045+0.0087473i,0.00040892+0.011927i,-6.647e-05+0.007019i,-0.0063102+0.001457i,-0.015264-0.0014198i
0.088854+0.028049i,0.287-0.051227i,0.48708-0.23812i,0.46296-0.3612i,0.25129-0.23063i,0.12528+0.026132i,0.14503+0.10618i,0.14023+0.013846i,0.08787-0.062246i,0.043047-0.083783i,-0.0080352-0.064163i,-0.03721-0.0080485i,-0.030573+0.032776i,-0.017695+0.042028i,-0.0041763+0.033595i,0.005308+0.018847i,0.014001+0.012116i,0.015701+0.0016207i,0.0026128-0.010099i,-0.0092476-0.010941i,-0.015257-0.0089948i,-0.014158-0.0031554i,0.0025309-3.0671e-05i
-0.04408+0.062985i,-0.21251+0.18708i,-0.41586+0.35427i,-0.45449+0.37142i,-0.34769+0.16082i,-0.24313-0.030488i,-0.13052-0.038192i,-0.01745-0.016029i,0.00493-0.038892i,-0.014552-0.025984i,0.0093114+0.003329i,0.03836+0.0018484i,0.033061-0.0080277i,0.012558-0.00871i,-0.00096281-0.0042032i,-0.0062541+0.002607i,-0.0065017+0.011838i,0.0034156+0.019631i,0.00914+0.010902i,0.0021032-0.0023461i,0.001684-0.0033513i,0.0065269-0.002782i,0.0038398+0.0013396i
0.073565-0.076283i,0.11548-0.2301i,0.058002-0.40161i,-0.072402-0.39222i,-0.09849-0.23224i,-0.041192-0.1623i,-0.077454-0.1596i,-0.14546-0.067523i,-0.11622+0.040054i,-0.053854+0.060267i,-0.022705+0.038911i,-0.004366+0.022145i,0.013988+0.015298i,0.02716+0.006727i,0.023705-0.0084182i,0.010428-0.015837i,0.0021943-0.019065i,-0.0064719-0.018648i,-0.0077183-0.0045844i,0.00426+0.0074173i,0.011081+0.0071862i,0.0061983+0.00092737i,-0.005309-0.0081876i
0.034004+0.031217i,0.13099+0.14168i,0.32422+0.30346i,0.45256+0.37046i,0.37155+0.33536i,0.24086+0.31066i,0.19674+0.22955i,0.15174+0.089309i,0.090663+0.018316i,0.067194-0.0031856i,0.046142-0.034585i,0.009474-0.058485i,-0.013174-0.063095i,-0.017941-0.04567i,-0.013208-0.021462i,-0.0063106-0.011452i,-0.0067745-0.0094613i,-0.013256-0.0082534i,-0.018544-0.0057081i,-0.016873+0.001405i,-0.0093697+0.0071739i,-0.0029751+0.0078681i,0.0035512+0.0046344i
-0.089893-0.043244i,-0.25089-0.094254i,-0.44387-0.11633i,-0.45155-0.061287i,-0.23347-0.040001i,-0.069947-0.12759i,-0.036572-0.15117i,0.013649-0.078574i,0.060826-0.057403i,0.034046-0.063159i,0.00098322-0.027581i,0.004888+0.014146i,0.016706+0.029541i,0.020237+0.019797i,0.017243+0.0056868i,0.011501-0.0012269i,0.0047097-0.0042592i,0.0031801-0.001809i,0.010698+7.3328e-05i,0.013869-0.0056808i,0.0087646-0.0056715i,0.0078206+0.0028638i,0.013113+0.011631i
0.0036316+0.063526i,0.083989+0.09281i,0.20983+0.022291i,0.21891-0.13974i,0.068893-0.21598i,-0.070391-0.13356i,-0.11353-0.038983i,-0.10961-0.0033905i,-0.087571+0.02745i,-0.055026+0.050849i,-0.046258+0.049194i,-0.061479+0.044399i,-0.068551+0.044865i,-0.059967+0.044289i,-0.041337+0.042382i,-0.016384+0.039971i,0.0080567+0.036307i,0.02541+0.027987i,0.028312+0.017656i,0.01803+0.0082898i,0.0054571-0.0042004i,-0.0074356-0.014245i,-0.017557-0.012573i
0.046346+0.053395i,0.11297+0.077846i,0.18916+0.073808i,0.19243+0.028875i,0.11353-0.0098474i,0.065678+0.017941i,0.066318+0.042547i,0.025549+0.018204i,-0.036638+0.0113i,-0.043175+0.0195i,-0.019246+0.0068169i,0.0023588-0.0038117i,0.024031-0.0089245i,0.02661-0.018883i,0.0045579-0.025644i,-0.015412-0.021025i,-0.016463-0.010032i,-0.00976-0.009207i,-0.011276-0.016472i,-0.016479-0.01587i,-0.015123-0.0058395i,-0.0068516+0.0028371i,0.0010893-0.0025465i
0.018179+0.023795i,-0.045935-0.0085646i,-0.2056-0.038166i,-0.33561+0.02447i,-0.27473+0.13884i,-0.091393+0.1325i,0.014094+0.036343i,0.015549+0.0044844i,0.010569+0.01511i,0.023115+0.0025631i,0.035007-0.019656i,0.032604-0.030864i,0.01739-0.024502i,0.015029-0.012452i,0.025973-0.012892i,0.023802-0.023934i,0.0055993-0.027059i,-0.011951-0.011853i,-0.017898+0.0066881i,-0.012728+0.011842i,-0.007722+0.010363i,-0.0061173+0.015249i,-0.0014078+0.023349i
0.023411-0.059297i,-0.011719-0.13683i,-0.083013-0.18077i,-0.1152-0.15508i,-0.12693-0.13264i,-0.19437-0.13013i,-0.20907-0.076303i,-0.093606-0.012507i,0.00891-0.012074i,0.0092009-0.018657i,-0.0086789+0.0027721i,0.00040599+0.0067823i,0.0054618-0.0055537i,-0.0062377-0.0032799i,-0.016746+0.014595i,-0.0084494+0.027033i,-0.00025976+0.019102i,-0.0073688+0.010542i,-0.0075729+0.015277i,0.0047649+0.015338i,0.013637+0.00068564i,0.011461-0.017301i,0.0016801-0.022769i
0.052247+0.046581i,0.19616+0.18275i,0.47582+0.3486i,0.70425+0.33728i,0.68153+0.14414i,0.50145+0.010717i,0.32724-0.023645i,0.18976-0.070748i,0.096761-0.10437i,0.042506-0.099721i,-0.0086751-0.067008i,-0.03882-0.012647i,-0.027181+0.021166i,-0.004607+0.019733i,0.0002109+0.0081624i,-0.0014346+0.0085179i,0.010474+0.014251i,0.02849+0.0012738i,0.02871-0.019618i,0.013678-0.019071i,0.0046422-0.0021863i,0.0066032+0.0098393i,0.012+0.0069094i
-0.089551-0.059201i,-0.24409-0.13556i,-0.44938-0.2019i,-0.50135-0.16418i,-0.29942-0.05136i,-0.076981+0.00027222i,-0.00303-0.011741i,-0.0030184-0.023768i,-0.027434-0.034335i,-0.053517-0.021785i,-0.038885+0.0026169i,-0.0083042-0.0046351i,1.6008e-05-0.02422i,0.002605-0.030505i,0.0098026-0.031959i,0.0071822-0.034686i,-0.005563-0.030114i,-0.016082-0.013908i,-0.012591-0.0026946i,-0.0043052-0.0059531i,-0.0035339-0.0053696i,-0.005108+0.0054814i,-0.005888+0.016682i
0.014088+0.040624i,0.087347-0.022578i,0.13635-0.1905i,0.017982-0.30643i,-0.19298-0.23898i,-0.28209-0.12199i,-0.27122-0.061205i,-0.23706+0.04998i,-0.12582+0.18153i,0.0071487+0.17865i,0.046426+0.089294i,0.023424+0.039657i,0.0023153+0.026707i,-0.017472+0.013746i,-0.03033+0.0053549i,-0.02569+0.0062089i,-0.013201+0.008624i,-0.0049623+0.011629i,-0.0019404+0.019564i,0.0012879+0.021528i,0.00083118+0.0068023i,-0.0073319-0.0080557i,-0.014354-0.0083394i
0.032318+0.12151i,0.060601+0.30186i,0.11008+0.52208i,0.14134+0.57894i,0.09757+0.42667i,0.063943+0.29545i,0.12322+0.23399i,0.14978+0.13269i,0.090301+0.061144i,0.04577+0.048544i,0.017951+0.022195i,-0.016657+0.013282i,-0.0099667+0.032831i,0.018925+0.036098i,0.021673+0.02692i,0.0059491+0.018364i,-0.0030638+0.015261i,0.0019212+0.0079466i,0.0020387-0.0081254i,-0.0074923-0.013271i,-0.010115-0.0052659i,-0.0036715-0.0004544i,0.0025534-0.0093051i
0.076775+0.011671i,0.083928-0.10366i,0.0035333-0.26716i,-0.086562-0.25184i,-0.027999-0.066712i,0.083294-0.020811i,0.061372-0.10953i,0.006043-0.13112i,-0.0019937-0.14543i,-0.039425-0.16801i,-0.056424-0.11545i,-0.015072-0.062439i,0.003605-0.044105i,-0.0020624-0.023037i,0.00060568-0.0098978i,0.0073205-0.0062628i,0.012748-0.010577i,0.0065054-0.017158i,-0.00090577-0.012615i,0.0025954-0.0055952i,0.0076603+0.00021127i,0.013459+0.0048305i,0.018944+0.0042229i
0.044438-0.015399i,0.019199-0.063033i,-0.060092-0.12284i,-0.1496-0.17643i,-0.21773-0.17422i,-0.2289-0.091174i,-0.14457-0.027888i,-0.044738-0.053339i,-0.038252-0.077943i,-0.06763-0.02391i,-0.059111+0.0406i,-0.039125+0.051151i,-0.032298+0.020221i,-0.034866-0.015044i,-0.032297-0.028201i,-0.021168-0.022617i,-0.014494-0.013523i,-0.013309-0.0041109i,-0.0091253+0.0013373i,-0.0071979-0.0013523i,-0.010864-0.0065116i,-0.014354-0.0038773i,-0.0099874+0.010563i
0.046022+0.042355i,0.12133+0.11532i,0.28725+0.1681i,0.45157+0.058785i,0.43481-0.20132i,0.24624-0.36998i,0.064041-0.29884i,-0.01328-0.11893i,0.012681-0.0044251i,0.061923-0.009495i,0.042698-0.054587i,0.00098212-0.035829i,0.017264+0.016882i,0.054404+0.040951i,0.065455+0.041861i,0.059306+0.032039i,0.054288+0.026013i,0.056464+0.025559i,0.056431+0.023676i,0.046004+0.016175i,0.025574+0.0024707i,0.0022991-0.004171i,-0.012143-0.0033561i
-0.070489+0.0052756i,-0.094297+0.033402i,-0.078431+0.067099i,-0.056893+0.067097i,-0.040733+0.051842i,-0.015652+0.075553i,-0.0079018+0.085223i,-0.049344+0.073228i,-0.066639+0.097934i,-0.021442+0.10891i,0.015915+0.074149i,0.020988+0.036279i,0.012657+0.0043933i,-0.0073363-0.018535i,-0.028121-0.01735i,-0.039276-0.0051074i,-0.043091+0.0026128i,-0.040921+0.0059625i,-0.037487+0.0078758i,-0.030395+0.013407i,-0.011577+0.01864i,0.0087917+0.012417i,0.011627+0.0013116i
-0.064031+0.026703i,-0.16225-0.057348i,-0.31333-0.20215i,-0.40295-0.18876i,-0.31371+0.037511i,-0.16151+0.20166i,-0.077626+0.19623i,0.0064661+0.1328i,0.063655+0.034112i,0.012876-0.043779i,-0.03899-0.048493i,-0.03457-0.049268i,-0.039198-0.049102i,-0.049594-0.031282i,-0.049955-0.033598i,-0.046624-0.047406i,-0.03993-0.049326i,-0.037283-0.034699i,-0.028422-0.016351i,-0.014933-0.012472i,-0.014271-0.0099619i,-0.014539+0.0023398i,0.0020656+0.0106i
0.019962+0.14202i,0.12178+0.26771i,0.28752+0.41821i,0.3418+0.47259i,0.18105+0.38967i,0.028094+0.27491i,0.026015+0.15336i,0.028166+0.041244i,0.015477+0.015696i,0.051389+0.039247i,0.047405+0.041333i,-0.016514+0.058337i,-0.045837+0.080981i,-0.035617+0.075531i,-0.017834+0.074513i,0.0084843+0.087173i,0.031547+0.08049i,0.039541+0.045337i,0.028846+0.011422i,0.010466+0.0027387i,-5.0583e-05+0.0021742i,-0.0088202-0.0027813i,-0.017303-0.0033593i
0.13607+0.18808i,0.22395+0.17836i,0.23105+0.078221i,0.22218-0.027133i,0.34029-0.13569i,0.54456-0.30718i,0.61771-0.45846i,0.45359-0.45259i,0.18822-0.31315i,0.019572-0.18946i,-0.02936-0.14729i,-0.033889-0.11176i,0.01427-0.042084i,0.099095-0.010961i,0.13882-0.042103i,0.11289-0.073042i,0.059687-0.067318i,0.016707-0.037758i,0.0096336-0.015487i,0.015375-0.023437i,0.0049991-0.040383i,-0.009568-0.037856i,-0.012154-0.018867i
0.01978-0.12584i,-0.13336-0.27633i,-0.33544-0.36475i,-0.44765-0.32555i,-0.46504-0.23541i,-0.55272-0.078229i,-0.67953+0.16065i,-0.6115+0.32121i,-0.37196+0.32137i,-0.16946+0.23183i,-0.056793+0.13793i,-0.0019279+0.056705i,-0.02299-0.0028413i,-0.10311-0.012187i,-0.16029+0.035555i,-0.1271+0.091318i,-0.047599+0.093799i,-0.005777+0.062956i,-0.00083739+0.048946i,0.0056623+0.046453i,0.019215+0.03728i,0.029212+0.027964i,0.027386+0.031004i
-0.90814+8.2037i,0.56983+8.3949i,4.3106+7.0875i,6.0334+2.8018i,5.0007-1.2249i,2.24-2.9248i,0.28489-1.9235i,0.16564-0.46491i,0.90074+0.15363i,1.4986-0.1108i,1.2141-0.70762i,0.4542-0.93837i,-0.18963-0.94866i,-0.7989-0.99151i,-0.98802-0.77874i,-0.35054-0.15612i,0.42849+0.21852i,0.48169+0.17564i,0.12704+0.21503i,-0.024452+0.25775i,-0.14783+0.16436i,-0.27295+0.18652i,-0.15509+0.22357i
0.035889-0.36759i,0.027703-0.5451i,0.086478-0.58588i,0.11074-0.61773i,-0.065982-0.78452i,-0.31323-0.90063i,-0.35233-0.7983i,-0.17569-0.56187i,-0.02409-0.32701i,-0.014954-0.18562i,-0.082373-0.11921i,-0.11217-0.073628i,-0.065694-0.052115i,-0.014692-0.044752i,-0.0022607-0.033109i,-0.0054313-0.016014i,-0.00037394-0.0028229i,0.00036401+0.0071834i,0.0034811+0.0094509i,0.0098873+0.0002728i,0.0097139-0.0035999i,0.0088643+0.0026051i,-0.0011361+0.01452i
-0.09446-0.23048i,-0.3122-0.24252i,-0.55703-0.053354i,-0.52928+0.15625i,-0.29322+0.14849i,-0.28306+0.039843i,-0.44629+0.098834i,-0.40192+0.24102i,-0.20572+0.26859i,-0.090944+0.22824i,-0.024319+0.1666i,0.030014+0.070708i,0.044209+0.00047259i,0.026942-0.0023861i,0.0086247+0.038884i,0.019632+0.05545i,0.024706+0.021183i,0.0090213-0.0053943i,0.0058977-0.001452i,0.014759+0.0017947i,0.025439+0.0021558i,0.036869+0.0018244i,0.030513-0.00021169i
-0.11532-0.20067i,-0.16377-0.24377i,-0.067018-0.1491i,0.15709-0.0017772i,0.34146+0.093576i,0.41492+0.11356i,0.38277+0.030018i,0.23045-0.086806i,0.068393-0.087882i,0.033754-0.032191i,0.046662-0.026172i,0.030087-0.021818i,0.022413+0.0081622i,0.037912+0.031335i,0.055107+0.028398i,0.061328+0.0016842i,0.04881-0.023121i,0.019133-0.022214i,-0.0015103+0.0016178i,0.0065358+0.019364i,0.018554+0.013721i,0.016316-0.0014308i,0.012481-0.011727i
0.084906-0.15865i,0.16298-0.19183i,0.21303-0.18798i,0.11913-0.22845i,-0.13986-0.28363i,-0.33556-0.2813i,-0.29186-0.25717i,-0.17977-0.22929i,-0.13834-0.17609i,-0.11748-0.10896i,-0.081611-0.061206i,-0.0323-0.058599i,-0.0046242-0.090399i,-0.011093-0.10449i,-0.015255-0.080392i,-0.0051687-0.039071i,0.01119-0.0078097i,0.022509+0.0032118i,0.024281+0.0028474i,0.01958-0.0048541i,0.01023-0.011122i,0.0026743-0.0097164i,-0.0045833-0.0047116i
-0.1443-0.14867i,-0.32882-0.20954i,-0.48239-0.16823i,-0.46255-0.060918i,-0.30078-0.052461i,-0.14838-0.11575i,-0.029606-0.10319i,0.080354-0.069705i,0.118-0.065214i,0.091085-0.0359i,0.06116-0.0061899i,0.022328+0.016668i,-0.001712+0.053793i,-0.0025171+0.07363i,-0.011056+0.064474i,-0.024644+0.048898i,-0.022396+0.037023i,-0.0062764+0.023262i,-0.0022247+0.012535i,-0.0041102+0.021125i,0.012224+0.028023i,0.023528+0.01536i,0.010076+0.0073771i
