-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
-0.00095511-0.0018357i,-0.00085428-0.0023198i,-0.0012516-0.0012785i,-0.001956-0.00082316i,-0.00077581-0.00089288i,-0.00011551-0.00057847i,-0.0007682+0.00033345i,-0.00012238+0.00071857i,-0.00037428+0.00023888i,-0.0016621+9.4325e-05i,-0.0015794+0.00031502i,-0.00054039+0.00014573i,-3.6553e-05+0.00030953i,-5.1643e-05-0.00018882i,0.00014159-0.00075704i,0.00023476+0.00022214i,-9.554e-05+0.0011036i,-0.00036217+0.00045432i,-0.00067375-0.00013503i,-0.00025371+1.9034e-05i,2.7588e-05+2.0228e-05i,-0.00051733+0.000241i,-0.00049423+0.00018696i
0.00085404+0.00066518i,0.0010693+0.00034006i,0.00071117+0.00093102i,0.00054254+0.00037544i,0.0011314+0.00061584i,0.00056282+0.0017642i,-0.00071782+0.0013041i,-0.0009497-0.00013916i,0.00015643-0.00097694i,0.00054193-0.00088249i,0.00017727-0.00078231i,0.00022488+3.6358e-05i,0.00018021+0.00068191i,-0.00036042-4.5644e-05i,-0.00083608-5.9212e-05i,-0.00045936+0.00053384i,-0.00022852+0.00048443i,-0.00045698-0.00023912i,-0.00024315-1.6413e-05i,-0.00017785+0.00045899i,0.00010725-7.0979e-05i,0.00022267-0.00048925i,9.9634e-06-0.00067122i
-0.00044012-0.00059696i,-0.00052326-0.00078904i,-0.00027363-0.00027639i,-0.00031995+0.00034902i,-0.0001475+0.00050411i,0.00030856+0.00027071i,0.00080524+2.5703e-05i,0.0015125-0.00041003i,0.0017391-0.00014649i,0.0018655+0.00011215i,0.0020647+0.00014757i,0.0019667-4.5714e-05i,0.00088331-0.00058112i,-5.1709e-05-0.0010165i,0.00017872-0.00072379i,0.00033275-0.00060346i,7.6818e-05-0.00089353i,0.00056909-0.00092645i,0.00037318-0.0007209i,-0.00023571-5.1319e-05i,-0.00079796+0.00028959i,-0.00057341+0.00047682i,3.3791e-05+0.00053413i
-0.00094546-0.0016335i,-0.0010904-0.001361i,-0.0019727-0.00010711i,-0.0020404+0.00083756i,-0.0013794+0.0014426i,-0.00021227+0.0016277i,-0.00043996+0.0014574i,-0.0010407+0.0013256i,-0.00052812+0.0018911i,-0.00014673+0.0024105i,-8.3448e-05+0.0020071i,0.00017952+0.0010386i,0.00096086+0.0004218i,0.0015078+0.00018598i,0.0012484+0.00017618i,0.00062167+0.00028826i,-7.7135e-05+1.9694e-05i,0.00013648+0.00030126i,9.7431e-05+2.5468e-05i,-0.00030798-0.0010112i,-0.00013307-0.00089973i,-0.00028969-0.00072268i,-0.00080627-0.0002195i
-0.00012191-0.00044099i,-6.3638e-05-0.0013028i,0.00051936-0.0017911i,0.00075952-0.0020298i,1.5365e-05-0.00077367i,-0.00060925+0.001126i,-0.00084421+0.0017937i,-0.00069225+0.0018891i,0.00019104+0.0011857i,4.1459e-06+0.00042106i,-0.00077586+0.00095261i,-0.00011912+0.0015252i,0.00045187+0.00076876i,-0.00052839-0.00055358i,-0.00071883-0.00014346i,-0.00027226+0.00080199i,0.0001517+0.00032708i,-0.00010348-0.00022751i,-0.0012449-0.00011033i,-0.0011058+9.0547e-05i,-0.00016329-0.00034653i,-4.7161e-06-0.00087173i,-1.8288e-05-0.0010578i
0.0016102-0.0011128i,0.00077144-0.00083667i,-0.00052474-2.8954e-05i,-0.00062203+0.00047482i,-0.00091777+0.00047177i,-0.0013662-0.00022292i,-0.00077491-0.00017775i,-0.00049597+0.00034168i,-0.0010652+0.00085785i,-0.00095347+0.0015897i,-0.00019481+0.0016169i,-0.00062602+0.00085695i,-0.0014365+0.00021794i,-0.00028369-0.00019083i,0.001918+0.00031367i,0.0018614+0.00033977i,-0.00018422-0.00012798i,-0.0010232-0.00038096i,-1.3434e-05-0.00048929i,0.00030329+0.00022093i,-0.00034001+0.00047516i,-0.00051406-0.00062929i,-0.00012273-0.00082954i
0.00054319-0.0038919i,-0.00031479-0.0029201i,-0.001374-0.0031605i,-0.0015526-0.0023042i,-0.0012633-0.00038425i,-0.00050042+0.00079388i,2.0972e-05+0.00081898i,-0.00042937+0.00018463i,-0.00091666-0.00054265i,-0.0011505-0.00044484i,-0.0018019+0.0007255i,-0.0018054+0.00049254i,-0.00070482-0.000537i,0.00028221-0.00014057i,0.00025051+0.00065823i,-0.00046914+0.00050448i,-0.0012685-0.00030734i,-0.00096144-8.1046e-05i,-0.00060147+0.00058063i,-0.00069912-6.7489e-05i,-0.00090288-0.00031025i,-0.001084+9.1608e-05i,-0.00047049+8.2911e-05i
0.0017115-0.00058549i,0.0010362+0.00019001i,0.00080202+0.00050492i,-0.00045513+0.00095046i,-0.0013576+0.0011139i,-0.0012286+0.00089015i,-0.00039197+0.00030541i,-0.00040951-0.00062308i,-0.00022595-0.00098539i,0.00075255-0.00049448i,0.0012447-0.00030954i,0.0011993-0.00057004i,0.00088617+0.0001154i,-0.00058694+0.00072802i,-0.00095055+0.00041345i,0.00019753-0.00013546i,0.00096046-0.00054854i,0.00083579-0.0003742i,0.00014616-0.00053844i,-0.00057434-0.00095368i,-0.00091406-0.00028386i,-0.00069858+0.00058214i,-0.00043806+0.00047954i
-0.001577+0.0007669i,-0.00086806-0.00023583i,0.00064701-0.00028203i,0.001619+0.00045217i,0.0016992+0.00096411i,0.0014265+0.0011106i,3.7651e-05+0.0014467i,0.00020225+0.0016308i,0.0015526+0.00024755i,0.0013817-0.00050003i,0.00080902-0.0006572i,0.0011102-0.00063128i,0.00095066-0.00042494i,0.00047812-0.00075395i,0.00093139-0.00055482i,0.00073707+0.00044636i,0.00012702+0.00077599i,-0.0006902+0.00024767i,-0.0012278+0.00030886i,-0.0014237+0.00029571i,-0.00096485-3.0287e-05i,-0.00029091+0.000433i,0.00017114+0.00083037i
3.6333e-05-0.0005741i,9.8446e-05-0.00083985i,-0.00014313-0.00085578i,0.0007438-0.00042525i,0.00084432-0.00056315i,0.00051028-0.0012682i,0.00077723-0.00067426i,0.00030585-0.00013131i,-0.00036009-0.0001125i,-0.00067363-1.3863e-06i,-0.00079044-4.1358e-05i,-0.00019021+0.00017847i,0.00067707+3.1388e-05i,0.00027835+0.00034266i,-0.0011415+0.00080046i,-0.0013966+0.00059118i,-0.00022006-0.00034969i,0.00056728-0.0011346i,0.00075347-0.001015i,0.00024336-0.0008838i,-4.0709e-05-0.00055466i,0.00038637-0.00012173i,0.00062863-0.00052112i
-0.0015254-0.0022111i,-0.0032097-0.002276i,-0.0045588-0.00082241i,-0.004055+0.00076596i,-0.0021243+0.0011751i,-1.9801e-05+0.0012621i,0.0005112+0.0015513i,-9.5357e-05+0.0014158i,-1.9491e-05+0.00094746i,0.00049432+0.00040629i,0.00075471+0.00046253i,0.00011374+0.00081598i,2.0358e-05+0.00013137i,0.00073201-0.00094474i,0.00033597-0.0012863i,0.00020338-0.00066442i,0.0007027-0.0004114i,0.00060428-0.00034596i,0.00045391-0.00050359i,0.00094136-0.00099115i,0.0015282-0.0006649i,0.0010898+0.00067375i,-5.0779e-05+0.00053776i
-0.0018533-0.00027926i,-0.00058982-0.00025322i,6.0803e-05+0.00086369i,0.00054738+0.00021802i,0.0018192-0.00045444i,0.0025284+0.00041078i,0.0018378+0.00091483i,0.0012172+0.00028081i,0.00085163-0.00035649i,0.00047502+4.847e-05i,0.00049167+0.00053092i,-2.9933e-05+0.00029734i,-0.00057163-0.00032906i,-0.00020487+0.00029907i,-0.00040261+0.00065415i,-0.00074243-3.0917e-05i,-0.00025115-6.9718e-05i,2.0504e-05+0.00017725i,-0.00066551-0.00018917i,-0.00080286-0.00085267i,-0.00029494-0.00072291i,-0.00015596-0.00044371i,-0.00037028-0.00061204i
-0.0011674-0.00119i,-0.0014751-0.00098796i,-0.0019386+3.8342e-05i,-0.0011522+0.0016699i,-3.7533e-05+0.0022206i,0.00027294+0.0014552i,-0.00018526-0.00040318i,-0.00068745-0.0011995i,-0.00055667-0.00079808i,-0.00066426-0.00092012i,-0.00075811-0.0011152i,-0.00013392-0.0010745i,0.0001958-0.0012099i,-0.000109-0.0005701i,-0.00052109-9.3127e-05i,-6.6998e-05-0.00033706i,0.00054287-4.0278e-05i,0.00053599+0.00048732i,0.0001569+0.00072902i,-0.00030437+0.00022782i,-0.00066665+0.0002934i,-0.00029657+0.0010208i,0.00016377+0.00076653i
-0.00087268-0.0011422i,-0.0011922-0.001125i,-0.0016686-0.00086645i,-0.00074404+0.00032576i,-0.00013688+0.0015547i,0.00023083+0.0015652i,0.0012338+0.0015662i,0.0010875+0.001859i,-0.00038301+0.00174i,-0.00075207+0.00024328i,0.00079695-0.00021441i,0.0021387+0.00033446i,0.0018884-0.00084739i,0.00018298-0.0010331i,-0.00080572+0.00032221i,0.00025072+0.00036652i,0.00024204-4.6146e-05i,-0.00010913-0.00052587i,-0.00022166-0.0004157i,-0.0010775+8.5002e-06i,-0.0013559-0.00053509i,-0.00044678-0.0007431i,0.00012089+0.00019024i
0.00037229-0.0018597i,0.00075706-0.0019254i,-0.0002432-0.0011171i,-0.0004554+0.00019211i,-0.0005222+0.0017674i,-0.00022055+0.0017337i,0.00024231+0.00010998i,0.0001647-0.00088592i,-4.1737e-05-0.00051302i,-0.0007093+6.9764e-07i,-0.00014267+0.00034593i,0.0010178+0.00096364i,0.0014879-5.8473e-05i,0.00094529-0.00070125i,5.7074e-05+0.00020096i,2.8028e-05+0.00043505i,-0.00025544-9.4742e-05i,-0.00042884-0.00059318i,6.8927e-05-0.00064446i,-0.00014312+6.4879e-05i,-0.00032951+0.00048686i,0.00063771-0.00019965i,0.00098363-0.0001593i
-0.0014284-0.0028633i,-0.0020855-0.0015534i,-0.0024226-0.00033238i,-0.0018883+0.00043037i,-0.00067146+0.0011145i,0.001147+0.00089379i,0.00098096+0.00047272i,0.00065705+0.00014326i,0.00047547-0.00018767i,-0.0004804+0.00010738i,-0.00030748+0.00061742i,0.00031126+0.00086847i,0.0005194+0.00020296i,0.00053128-0.0004314i,0.00069254-0.00095984i,0.0010302-0.0014157i,0.00030823-0.00089398i,-0.0005375-0.00025324i,-0.00044198-2.6438e-05i,4.7756e-05-0.00039429i,0.00030055-0.0007353i,-0.00030698-0.00057377i,-0.00049642-3.0474e-05i
-0.0011283-0.00077275i,-0.0003015-0.00035081i,0.00026613+0.0011662i,0.00090819+0.0015847i,0.00098676+0.0011161i,0.00026178+0.00091585i,-0.00067873+0.00052703i,-0.00086365-0.00024036i,-0.00011452-0.0005731i,0.0003506-0.00024594i,0.00043624+8.4254e-05i,0.00057565+0.00066537i,0.00045472+0.00081747i,0.00074086+1.9758e-05i,0.00052148-1.2076e-05i,-0.00024821+0.00056081i,-8.418e-05+0.00035906i,0.00073257-0.00022623i,0.00051751-0.00089944i,0.00032928-0.00053765i,0.00048448+4.5778e-06i,0.00023121-0.00021918i,9.7249e-05-0.00025711i
-0.0019788+0.002789i,-0.00031869+0.0021852i,-0.00021669+0.0026371i,0.00058172+0.0023453i,0.0021668+0.001741i,0.0022695+0.0014853i,0.001651+0.0011887i,0.00091626+0.00049166i,0.00033274-0.0003621i,-5.5161e-05-0.00039076i,-0.00016358-0.00041527i,-0.00021323-6.8435e-05i,-0.00067718-0.00018962i,-0.00014611-0.00083209i,4.1265e-05-0.00089375i,-0.00023898-0.00056208i,3.6894e-05+0.00020181i,-0.00032771+0.00034385i,-0.00093148+0.00067971i,-0.00071536+0.00091209i,4.3793e-05+0.00098275i,0.00055726+0.00057448i,0.00036029-0.00030334i
-0.00071782-0.0015692i,-0.00069667-0.0019598i,-0.00049885-0.0017583i,-7.108e-05-0.0013799i,0.00010546-0.00099617i,0.00027244-0.00095497i,0.00028074-0.00032424i,0.00050081+0.0005006i,0.00022883+0.0008073i,0.00014372+0.00095875i,0.00038924+0.0012967i,0.00047261+0.00094885i,0.00076099-2.0083e-05i,0.00033798-0.00044081i,3.4601e-05-0.00019146i,0.00033579-0.00012015i,-0.00015706-0.00019931i,-0.00049589+0.0003107i,0.00017297+0.00059745i,0.00083924+0.00074391i,0.00064385+0.00076621i,0.00033537+0.00032667i,0.00034928-0.0006235i
-0.00051701-0.0017559i,-0.00069857-0.0027306i,-0.001509-0.0021694i,-0.0022378+0.00010613i,-0.0023974+0.00099696i,-0.0013238+0.0017405i,-0.00044782+0.0023118i,-0.00071385+0.001348i,-0.0014686+0.00052202i,-0.00094655+0.00026003i,0.00031605+0.0010212i,0.00085355+0.0014958i,0.00070122+0.00082963i,0.00082723-0.00056223i,0.0012699-0.00055732i,0.00061038+0.00026736i,-0.00025105-3.1078e-05i,-0.0010455-0.00031257i,-0.001409-0.00083392i,-0.00072536-0.00050721i,-2.4086e-05-0.00037084i,-0.00019015-0.00029905i,-0.00027086-0.00017805i
-0.00045465-0.00072074i,0.00020547-0.00017196i,-5.2156e-06+0.00027948i,0.0003096+0.00099453i,0.0010434+0.0016867i,0.00066739+0.0018209i,2.6743e-05+0.00078971i,0.00057728+0.00054985i,0.0010391-0.00011215i,0.00012199-0.00049413i,-0.00060053-0.00027647i,-0.00046257-0.00034197i,-0.00023168-0.00039875i,-0.00012736-0.00021216i,-0.00038559+0.00026787i,-0.00063157+0.0010301i,-0.00023521+0.00045095i,-0.0002678-8.6501e-05i,-0.00043001+0.00020434i,-0.00021142+5.3177e-05i,-0.00064101-7.7524e-05i,-0.00042119+9.37e-05i,-0.00029473+0.00048917i
-0.0012732-0.0010275i,-0.0002811-0.0011356i,-6.4863e-05-0.00067895i,0.00032074+0.00068707i,0.00070277+0.0012118i,0.00025353+0.00082431i,-0.00088161+0.00053007i,-0.00081983+0.00089518i,0.00013465+0.0011427i,-0.00048118+0.00046397i,-9.9801e-05+0.00056921i,0.00089838+0.00076132i,0.00024541-5.8414e-05i,-0.00013587+6.1289e-05i,-0.00084347+0.00027624i,-0.0014933+0.00051784i,-0.00072051+0.00085822i,-3.1631e-05+0.00062634i,0.00019665+0.00058747i,3.3779e-06+0.0013172i,0.0003185+0.001024i,0.00081885-0.00010379i,0.00082363-0.00040943i
0.00052162-0.0010475i,6.0918e-05-0.0010745i,-0.0010656-0.00077907i,-0.0020512+0.00088391i,-0.0011149+0.0011992i,-4.2868e-05+0.00042049i,-7.1927e-05+0.00014577i,-0.00024056+0.00041791i,0.00041047+0.00032398i,0.00076074-4.0116e-06i,0.00016051+1.5124e-05i,-0.00036919-2.9547e-06i,-0.00046649-0.00031192i,9.3448e-06-7.011e-05i,-0.0003025+9.3298e-06i,-0.00069117-0.00012241i,-4.4149e-05+0.00024139i,0.00086043-0.00012293i,0.00057856-0.00047156i,-9.8119e-06-0.00073686i,-0.00027459-0.0010578i,0.00026521-0.00058072i,0.00061265-0.00031054i
-0.00075556-0.00089458i,-0.00010611-0.00074006i,0.00026807-0.00022228i,0.0012473+0.00013346i,0.0015549+0.0010434i,0.00055487+0.0017413i,-0.00056435+0.0015135i,-0.0012227+0.00067561i,-0.00070229+0.000374i,0.00051262+0.00046386i,0.0007859+0.00025298i,0.00036561+0.00022119i,-1.0749e-05-0.0001388i,3.6534e-05-0.00023216i,0.00028739+0.0002462i,-0.00013982+9.3291e-05i,-0.00043283-0.00023725i,8.4388e-05-0.00023154i,0.00039542+0.00028873i,0.0002501+0.00029297i,-0.00025546-0.00038817i,0.00076424-0.00067293i,0.0014304-0.00066337i
0.0011005+0.00023979i,0.0016871-0.00052076i,0.00058185-0.00071754i,-0.0014745-0.00027299i,-0.0022483+0.00072453i,-0.0013126+0.0013114i,0.00030609+0.0010507i,0.00041175+0.0011411i,-0.00086485+0.00084817i,-0.0014791+0.00017996i,-0.00062219+0.00048163i,-0.00026925+0.00095116i,-0.00052635+0.00049263i,-0.00042146+0.00025051i,0.00014454-5.3293e-05i,0.00039155-0.00047419i,0.00026491+0.00015337i,0.00015938+0.00071004i,4.7694e-05+0.00053517i,4.7115e-05+0.00051127i,0.00019188+0.00013996i,0.00033314-0.00033598i,-6.3253e-06+0.00019532i
-0.0016999+0.00063416i,-0.0013962+0.00033351i,-0.00074969+0.00072774i,0.00024226+0.00086009i,0.0016475+0.00079762i,0.0016373+0.00068447i,-0.00039893+0.00058478i,-0.0012404+0.00048951i,-0.00054855+0.00060574i,-0.00083438+0.00095658i,-0.0001614+0.00083192i,0.00051975+0.00033697i,0.00023315-0.00061094i,0.00057684-0.00084171i,0.00046034-9.8057e-05i,0.00017547-6.356e-05i,-0.00011867-0.00029836i,-0.00045399-0.00027812i,0.00034086+0.00020796i,0.00053909+0.00011006i,-0.00068987+2.9663e-05i,-0.00010606+0.00018802i,0.00097655-0.00021713i
-0.00087028+0.0041397i,-0.00103+0.0038543i,0.00055436+0.0037604i,0.0020488+0.0029982i,0.0016931+0.0018098i,0.00053834+0.0001815i,5.7891e-05-0.00078219i,0.00058351-0.00035714i,0.0010825+0.00037975i,0.0012737+0.00061523i,0.0014016+0.00086704i,0.0011189+0.0012263i,5.2699e-05+0.0007858i,-0.00062293+0.00059378i,-0.00037915+0.00036705i,0.0004714+8.8453e-05i,0.00013256+0.00026155i,-0.0007356+3.6918e-05i,-0.00020726-0.00014888i,0.00030757-0.00016426i,-7.7377e-05+0.00017155i,-7.0593e-05+0.00017895i,0.00029911-0.00020539i
-0.0016544-0.00026936i,-0.0020373-0.00073458i,-0.0017086-0.0014059i,-0.00089957-0.0015192i,0.00041636-0.00055234i,0.00072265-5.5071e-05i,-0.00025042-0.00055173i,-0.00042232-0.00015078i,-0.00075849+0.00060604i,-0.00079809+0.00030756i,-0.00033365+0.00011829i,0.00043409+0.00031977i,0.00063501+0.00012938i,0.00029139+0.00010893i,-0.00036516+0.00030964i,-0.00099985+0.00048934i,-0.00046103+0.00034926i,0.00082054+0.00014404i,0.00092876+0.00042965i,0.00052954+4.7397e-05i,0.00044552-0.00042747i,0.00012624-0.00044021i,7.4415e-05-0.00099346i
-0.0012186-0.0010039i,-0.0013661-0.00011215i,-0.0013789+0.0015118i,-0.00051128+0.0027887i,-4.3212e-05+0.0022175i,-0.00058029+0.0005758i,-0.00061787+0.00044148i,-0.0012543+0.0010712i,-0.001792+0.0011015i,-0.0016147+0.00060326i,-0.00040128+0.0001184i,0.00088432+0.00022772i,0.0015383+3.7239e-05i,0.0010053-0.00056865i,-0.00034433-0.00055194i,-0.00072773-2.3915e-05i,-9.4594e-05-0.00032911i,0.0004216-0.0012173i,0.00022144-0.00085135i,-0.00021931-0.00016577i,-0.00037448-0.00024044i,-0.00097856+9.8048e-05i,-0.00126+0.00014721i
-0.00090086+0.0004704i,-0.00086075-0.00079174i,0.00029857-0.00024041i,0.0012459+0.0011591i,0.0013675+0.0014677i,0.00061941+0.00049934i,9.7151e-05-0.00088156i,0.00097834-0.00062763i,0.0013424-0.00011286i,0.00068846-8.2342e-05i,0.0004994+2.7798e-05i,0.00029477+0.00029904i,-0.00030196+0.00011513i,-8.0192e-05-0.00010073i,-0.00025314+5.3663e-05i,-0.00083918-0.00019241i,-0.00040725-0.00022476i,0.00026317+0.00014534i,0.00035876+0.00091805i,-0.00047941+0.00075304i,-0.00088123-4.1381e-05i,-0.00029581-0.0004323i,-0.00019954-0.00049857i
-0.0002654-0.000501i,-0.00020773-0.00098569i,-0.0011884-0.00036434i,-0.0013511-0.00027284i,-0.00086754-0.00042236i,-0.00055879-0.0011557i,-0.00060395-0.0014339i,-0.00076257-0.0012397i,-0.00035102-0.00017515i,-0.00021671+0.00074626i,-0.0003571+0.00094681i,0.00030579+0.000723i,0.00091393+0.00035473i,0.00060162-9.4606e-05i,0.00014333-4.658e-05i,-3.6668e-05-0.00038087i,-7.6243e-05-0.00010492i,-0.00037654+4.0055e-05i,1.6673e-05-7.6163e-05i,0.00054958+0.00021701i,0.00021139+0.00016055i,-0.00043691+0.00044876i,-0.00026451+0.00038763i
-4.439e-05-0.0010234i,-0.00089463-0.0021559i,-0.00090889-0.0009873i,-0.00010223+0.00047171i,0.00042755+0.00069277i,0.0006444-0.00025015i,0.00038029-0.00047434i,-0.00053154-0.00016154i,-0.0012796+3.8018e-05i,-0.0015729+0.00020965i,-0.00091211-0.00010238i,-4.3907e-05+0.00056206i,-0.00015274+5.5723e-05i,-0.00062301-0.0014496i,-0.00012308-0.0014068i,-0.00032807-0.00062659i,-0.00030773-0.00045305i,2.104e-05-0.00016458i,-0.00024777+0.00072198i,-9.438e-05+0.00086587i,-0.00023577+0.00062748i,-0.00022825+0.00010499i,0.00034374-0.00061941i
0.00063797+8.274e-06i,-0.00015507+4.2652e-05i,-0.00061128+0.00024569i,0.00019042+1.489e-05i,0.00072512+0.00017617i,0.00047328+0.00092799i,-0.00025175+0.0013713i,-0.00054117+0.0008392i,-7.905e-05+0.00037662i,-4.2689e-05+0.00050149i,-0.00046108+5.1752e-05i,0.00049089+0.00025972i,0.00093403+0.00023663i,0.0003184-0.00017738i,0.0003159+0.00019696i,-9.892e-05+0.0012169i,-0.00072439+0.0011717i,-2.1427e-05+0.00034934i,0.00035508+8.8982e-05i,-0.00039131-0.00040843i,-0.00024944-0.00078077i,0.00057595-0.00022018i,0.0003642-0.00013085i
-0.002145+0.00058058i,-0.0019782+0.00074254i,-0.0015498+0.0025947i,-0.00017226+0.0032711i,0.0009503+0.0018482i,0.0011075+0.0009096i,0.00063652+0.00019904i,0.00068626-0.00038091i,0.00022059+6.6367e-05i,-0.00023366+0.00089802i,-3.0389e-05+0.00053202i,0.00056285+0.00010341i,0.00043255+0.00039983i,-6.9487e-05+0.00055619i,-4.4138e-05+0.00089333i,0.00013078+0.00061752i,0.00042805-0.00065094i,0.00055015-0.00096748i,0.00082321-0.00022389i,0.0011178+0.00014161i,0.0005997+0.00045376i,-0.00018533-9.3331e-05i,-0.00036793-0.00062095i
-0.00066614-0.00030904i,-0.00069893-0.0012342i,-0.00097146-0.0013333i,-0.0015234-0.00030948i,-0.00081193+0.00044323i,9.3424e-05+0.00049038i,0.00032405+0.0007816i,-0.00023119+0.001132i,-0.00072505+0.00055491i,-0.00048777+0.00047665i,-0.00010138+0.00074914i,0.00013828+0.00011398i,1.0974e-05-0.00062275i,-0.00051858-0.00039805i,-0.00036891-1.7551e-06i,-0.00048714+0.00017369i,-0.00070605+0.00060259i,-0.00034561+0.00033692i,0.00075208+0.00014965i,0.00081518+0.00076284i,-7.7847e-05+0.00029059i,-0.00021443-0.00041807i,-0.00020928-0.00037169i
-0.0027376+0.0021685i,-0.002262+0.0026687i,-0.00099981+0.0037597i,0.0020908+0.0034561i,0.0037486+0.0025054i,0.0023738+0.0013371i,0.00023516+0.00019198i,-0.0008481-0.00023988i,-0.00066666-0.00011008i,0.0003702+0.00039075i,0.00056981+0.00097731i,0.00028432+0.00059621i,0.00010458-5.7877e-05i,2.2305e-05-0.00054322i,-0.0002304-0.0012801i,0.00021203-0.0009877i,0.00023143+1.5407e-05i,-0.00019125-7.9674e-05i,7.2222e-05+1.5022e-05i,-8.2557e-05+0.0010508i,0.00010297+0.00044006i,0.00037391+0.00018136i,0.00045232+0.00090634i
-0.0014687-0.0039304i,-0.0014139-0.0030148i,-0.003198-0.0014632i,-0.0035011+0.00017624i,-0.0020579+0.0011294i,-0.00027832+0.0013501i,-9.9956e-05+0.001171i,-0.0012435+0.00055646i,-0.0016042+0.00023919i,-0.00091758+0.00035916i,-0.00030929+9.7527e-05i,0.00042819-0.00055695i,0.00090523-0.00063835i,0.0011278-0.00015228i,0.0011351-0.00012358i,0.00075371-0.0004207i,-0.0003527-0.00039857i,-0.0007059-0.00014227i,-0.00022079-0.00023293i,0.00022035-0.00029144i,0.0007172+0.00018049i,0.00018209+0.00032122i,-0.00056709+0.00075008i
-3.9483e-05-0.0035347i,-0.0010108-0.003848i,-0.0020638-0.0034344i,-0.0022681-0.0018346i,-0.0015972+0.00010647i,-0.00082125+0.0016345i,-0.00072728+0.0016655i,-0.0006373+0.00096753i,-0.001091+0.00038472i,-0.000932+0.00029003i,0.0005433+0.00096802i,0.0015589+0.0010603i,0.0015517+7.5479e-05i,0.001158-0.00076962i,0.00092941-0.00066842i,0.00091635-2.6619e-05i,0.00013449+0.00059572i,0.00022185+0.00018271i,0.00044446-0.00019916i,7.8856e-05-0.0002282i,0.00023179+5.4417e-05i,-7.4362e-05+0.00033284i,-0.00077399-3.2283e-05i
-0.0010239-0.00065477i,-0.00013457+0.00011565i,0.00014825+0.00083695i,-0.0002028+0.0014706i,-0.00033567+0.0017376i,0.00085085+0.0013075i,0.00083607+0.0014612i,-0.00017431+0.0013863i,0.00041434+0.00076966i,0.00049441+0.00074707i,5.6656e-05+0.00058618i,0.00090307-0.00012471i,0.0010332-0.00013533i,0.00097928-0.00027591i,0.0011555-0.00046421i,0.00058723+6.2564e-05i,0.00040656-3.9159e-05i,-4.9472e-05-0.00039949i,-0.00040042-1.5047e-05i,-0.00023094+0.00012844i,0.0005358+0.00011072i,0.00093773+0.00017818i,-0.00050351+0.00022065i
0.0029281-0.00059135i,0.0030531-0.00078658i,0.0021427-0.0015303i,0.00030699-0.0023634i,-0.0010527-0.0013055i,-0.0016299-0.00047673i,-0.0013731-0.00062953i,0.00024949-0.00073067i,0.00079425-0.00048536i,1.8711e-05+0.00034194i,0.00025387+0.00053174i,0.00086855+0.00061854i,0.00058881+0.00072134i,0.00037724+0.0006044i,-0.00017816+0.00086094i,-0.00039839+0.00067261i,0.00033412+0.0010136i,0.0011843+0.0011249i,0.00089426+0.00052351i,0.0004435+0.00010665i,0.00079882+0.00012346i,0.00051624-0.00020352i,-0.00018251-0.00049089i
-0.00089081-0.0016378i,-0.00043389-0.0022318i,0.00032729-0.0018882i,-1.0184e-05-0.00013722i,-0.00058377+0.0010992i,-9.3793e-05+0.0012551i,0.00070421+0.0011049i,0.0010086+0.00084932i,0.00088566+0.00033078i,0.00029171+0.00060291i,0.00051315+0.0014485i,0.00081966+0.0013228i,0.00092826-1.1402e-05i,0.00070485-8.175e-05i,0.00036745+4.8984e-05i,-0.00023159+8.8894e-05i,-0.00044788+0.00041968i,0.00067741+1.6364e-06i,0.0012414+4.9939e-05i,0.0010342+0.00039619i,0.00088344-0.00012626i,-0.00015155-0.0003362i,-0.00032805+4.2682e-05i
-0.00042513+0.0010645i,-0.00077409+0.0012031i,-0.00069254+0.0013708i,-0.00014353+0.001757i,0.00028024+0.0013695i,-0.00030652+0.00072563i,-0.00089878+0.00063315i,-0.00034362+0.00029469i,0.00055811-0.0003287i,0.0011678-6.7203e-05i,0.00082366+0.0005091i,-0.0001875-6.0982e-06i,-0.0005771-0.00061105i,-0.00070782-0.00049718i,-0.00053623+0.00016344i,0.00033858+0.00020001i,0.00047336-0.00050482i,0.00014342-0.00059984i,0.00041839+0.00013755i,0.00058825+0.00051595i,-2.0294e-05+0.00052466i,-4.1969e-05+0.00032217i,6.5769e-05+0.00012012i
