0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
-0.0027912-0.00017966i,-0.013759-0.00059875i,-0.035816+0.037116i,-0.044645+0.10634i,-0.036661+0.10167i,-0.075153-0.017056i,-0.18046-0.088817i,-0.2207-0.016769i,-0.15683+0.044422i,-0.10913+0.02471i,-0.089175+0.018818i,-0.055408+0.037311i,-0.025863+0.052641i,-0.0010068+0.063686i,0.022249+0.055224i,0.038196+0.025217i,0.046217-0.016421i,0.042312-0.056865i,0.027617-0.077685i,0.0050474-0.065211i,-0.016169-0.019219i,-0.01222+0.023667i,0.0052238+0.030417i
0.0015389+0.0089353i,0.0078709+0.0042422i,0.032356-0.039169i,0.059146-0.12655i,0.068632-0.16422i,0.084075-0.10496i,0.11981-0.032996i,0.10656-0.01315i,0.032447-0.015106i,-0.015459-0.023901i,-0.033952-0.045756i,-0.056833-0.043194i,-0.058442-0.020276i,-0.035669-0.016589i,-0.021965-0.022496i,-0.030448-0.014676i,-0.041426+0.0070178i,-0.036148+0.028996i,-0.025087+0.038114i,-0.01992+0.040238i,-0.010017+0.039816i,0.0085241+0.030958i,0.018442+0.013425i
0.003323-0.0012851i,-0.0013184-0.01561i,-0.045595-0.025129i,-0.15143+0.013301i,-0.25777+0.11361i,-0.28394+0.2237i,-0.22322+0.24496i,-0.1304+0.16016i,-0.066898+0.075157i,-0.034955+0.050037i,0.0014954+0.043429i,0.039596+0.015158i,0.049618-0.018022i,0.027358-0.02936i,-0.0089149-0.025532i,-0.043347-0.021416i,-0.07544-0.013802i,-0.099053+0.0064619i,-0.088068+0.033153i,-0.037414+0.040399i,0.015371+0.02102i,0.031581-0.0028579i,0.021479-0.0088429i
-0.0020127+0.0063873i,0.0051064+0.019495i,0.055446+0.033571i,0.15335+0.016534i,0.23318-0.038279i,0.25791-0.10745i,0.2389-0.15247i,0.17932-0.1424i,0.10192-0.096041i,0.028527-0.054724i,-0.031056-0.026648i,-0.047317-0.0064961i,-0.032151-0.017502i,-0.033586-0.044243i,-0.045176-0.040888i,-0.038213-0.011396i,-0.012361+0.016368i,0.024985+0.039007i,0.060795+0.057993i,0.073364+0.049029i,0.050437+0.0062058i,0.010486-0.027965i,-0.011765-0.033579i
-0.00027073-0.0025447i,-0.0040402-0.0060124i,-0.046402-0.011245i,-0.11846-7.2824e-05i,-0.13124+0.028517i,-0.059086+0.063746i,0.0052403+0.080266i,0.0094495+0.04877i,-0.0010214+0.0012878i,0.0068746-0.011668i,0.02437-0.0038326i,0.032768+0.0015256i,0.027363+0.025275i,0.033294+0.060862i,0.04923+0.062993i,0.048099+0.02909i,0.030051-0.013468i,-0.0023325-0.053901i,-0.047128-0.080236i,-0.075331-0.070995i,-0.066335-0.040136i,-0.034191-0.01835i,-0.005229-0.013531i
-0.007372+0.0016275i,-0.014429+0.014326i,0.0068367+0.055672i,0.079794+0.083979i,0.11447-0.0017064i,-0.0039972-0.17142i,-0.19079-0.20995i,-0.26739-0.051184i,-0.24081+0.10229i,-0.19096+0.13178i,-0.12574+0.098787i,-0.075444+0.063243i,-0.061277+0.052798i,-0.051119+0.050502i,-0.022633+0.032018i,0.019893+0.0053866i,0.068046-0.029635i,0.10777-0.077494i,0.10757-0.12416i,0.058871-0.12606i,0.0087401-0.065891i,-0.0041663-0.0048858i,-0.0032366+0.013687i
0.0097066+0.0060511i,0.023986-0.011621i,0.03368-0.070976i,0.011193-0.14299i,-0.0028215-0.10577i,0.059015+0.052692i,0.1702+0.13696i,0.22767+0.066158i,0.21512-0.003074i,0.18504+0.011553i,0.12623+0.043631i,0.050114+0.063352i,0.015055+0.072303i,0.023659+0.062067i,0.041521+0.043361i,0.045436+0.035188i,0.033834+0.056455i,0.016016+0.10046i,-0.0059024+0.1273i,-0.016363+0.11714i,-0.010299+0.083696i,-0.0072842+0.052143i,-0.0061575+0.042685i
-0.0041796-0.0091312i,-0.0078605-0.004577i,-0.0025172+0.025677i,0.024508+0.07002i,0.01351+0.055772i,-0.09003-0.010929i,-0.19711-0.029368i,-0.17529-0.0011615i,-0.074329-0.027232i,-0.024429-0.092436i,-0.0033861-0.1118i,0.030511-0.097598i,0.034241-0.081224i,0.0056851-0.051132i,-0.015803-0.010227i,-0.01927+0.024305i,-0.011589+0.035393i,-0.00028941+0.024619i,0.011814+0.01004i,0.017258-0.0041376i,0.013321-0.016604i,0.0061141-0.021065i,-0.0066265-0.015844i
0.012998+0.014048i,0.03245+0.014765i,0.082578-0.018187i,0.1475-0.10129i,0.22238-0.1664i,0.30552-0.17401i,0.33038-0.16654i,0.2222-0.12758i,0.07679-0.020615i,0.02881+0.062298i,0.024616+0.061294i,-0.0023144+0.045109i,-0.019457+0.038104i,-0.024011+0.017747i,-0.037017-0.0077235i,-0.049697-0.022749i,-0.041375-0.0054923i,0.014504+0.045619i,0.097588+0.076647i,0.12729+0.048676i,0.086242+0.0071787i,0.041874+0.00094753i,0.039546-0.0012759i
-0.0080613-0.0099669i,-0.031486-0.0076576i,-0.093908+0.036583i,-0.17717+0.15137i,-0.23598+0.26558i,-0.271+0.30612i,-0.27617+0.28519i,-0.20124+0.1899i,-0.10174+0.041694i,-0.072661-0.040959i,-0.062517-0.043497i,-0.037784-0.047394i,-0.029961-0.038599i,-0.012132-0.0078084i,0.018114-0.0064734i,0.027815-0.036877i,0.0015643-0.093904i,-0.073369-0.15384i,-0.15395-0.13974i,-0.15409-0.053238i,-0.087124+0.015229i,-0.029868+0.031313i,-0.0041665+0.030923i
0.0022384+0.0046771i,-0.0008753+0.010949i,-0.0010824-0.0052442i,-0.019666-0.059282i,-0.069886-0.12667i,-0.092646-0.19305i,-0.067702-0.23041i,-0.068794-0.15667i,-0.088501-0.011719i,-0.083941+0.050844i,-0.084298+0.031602i,-0.060348+0.022204i,0.0027458-0.0016588i,0.02732-0.046127i,0.00064588-0.052609i,-0.031022-0.030987i,-0.040628-0.0075183i,-0.032227+0.0035765i,-0.024223-0.0051452i,-0.014692-0.017735i,-0.0066767-0.037355i,-0.012979-0.061003i,-0.024741-0.075678i
0.0069441-0.0048984i,0.0066466-0.025824i,-0.0080215-0.050584i,-0.0088324-0.024582i,0.10591+0.083042i,0.29777+0.20242i,0.37055+0.22434i,0.28938+0.13457i,0.21844+0.04042i,0.22435+0.0028752i,0.20181+0.0027233i,0.11611+0.044228i,0.063909+0.10692i,0.069786+0.11227i,0.068278+0.056048i,0.04578+0.0098475i,0.021349+0.0021567i,-0.012192+0.017423i,-0.049514+0.038508i,-0.054434+0.047294i,-0.025287+0.035089i,-0.0089172+0.013511i,-0.0084464+0.011245i
0.0039616+0.003535i,0.019603+0.019448i,0.089432+0.037767i,0.18893-0.012017i,0.13848-0.16141i,-0.12439-0.27008i,-0.31898-0.19939i,-0.253-0.067722i,-0.15383-0.035262i,-0.1731-0.015492i,-0.14329+0.026026i,-0.05571-0.0063457i,-0.053299-0.049179i,-0.084346-0.0078188i,-0.055915+0.07181i,-0.0091925+0.13241i,0.017996+0.15452i,0.052205+0.13061i,0.091958+0.061293i,0.09242-0.015948i,0.061286-0.044528i,0.053193-0.039666i,0.050764-0.045234i
0.018305+0.012826i,0.019501+0.0017859i,-0.027782-0.029296i,-0.15181-0.055864i,-0.25484-0.03781i,-0.1857+0.016453i,0.013362+0.047463i,0.096518+0.086721i,0.024676+0.21907i,-0.018729+0.31827i,-0.01668+0.24777i,-0.031925+0.14533i,-0.02389+0.12424i,0.0090419+0.12232i,0.023172+0.075044i,0.019508-0.012805i,0.027595-0.074612i,0.070788-0.07804i,0.10732-0.060022i,0.071927-0.030161i,0.0026579+0.02728i,-0.013932+0.091322i,0.03118+0.11259i
-0.00047204-0.0041961i,-0.0045634-0.0039281i,0.049948+0.015359i,0.22253+0.013049i,0.39709-0.050483i,0.31046-0.060211i,0.016792+0.096995i,-0.093758+0.17969i,-0.01521-0.037309i,-0.038641-0.26166i,-0.11539-0.22194i,-0.10881-0.065537i,-0.074598+0.031099i,-0.080824+0.045568i,-0.10059+0.031737i,-0.061215+0.023089i,0.028141-0.028761i,0.073257-0.10599i,0.021165-0.12668i,-0.051228-0.06805i,-0.049018+0.016743i,-0.0029493+0.043862i,0.010617+0.023933i
0.00055906-0.0016923i,0.0046914-0.022032i,0.0099307-0.089111i,-0.014961-0.187i,-0.013564-0.23134i,0.05324-0.27249i,0.048154-0.39308i,-0.11159-0.37901i,-0.21529-0.13925i,-0.13657+0.013453i,-0.064284-0.029345i,-0.097099-0.050728i,-0.14332+0.039057i,-0.089166+0.11997i,0.046318+0.083885i,0.12277+0.007533i,0.14098+0.029365i,0.17437+0.096658i,0.19036+0.083971i,0.14549+0.002053i,0.055265-0.074477i,-0.028644-0.089802i,-0.050852-0.052462i
0.019362+0.01012i,0.0098283+0.014278i,-0.023069+0.083328i,-0.045307+0.253i,-0.00072189+0.44224i,0.13144+0.51404i,0.26776+0.41166i,0.2622+0.21297i,0.15354+0.067207i,0.11026+0.0065941i,0.12926-0.0016829i,0.13885-0.016372i,0.080975-0.094093i,-0.048285-0.13454i,-0.12269-0.066381i,-0.090066+0.008231i,-0.04282+0.030605i,-0.029378+0.049608i,-0.019417+0.085914i,0.0063889+0.10536i,0.025205+0.093235i,0.012787+0.071338i,-0.021285+0.062514i
0.028051+0.029976i,0.066904+0.022521i,0.1735-0.0365i,0.26539-0.22791i,0.12835-0.45271i,-0.27197-0.44437i,-0.51121-0.18117i,-0.33077-0.0028404i,-0.10436-0.027716i,-0.073951-0.0024373i,-0.066975+0.084568i,-0.023044+0.073865i,0.0092164+0.0071741i,0.027731-0.037415i,0.01262-0.040185i,-0.04503+0.0067131i,-0.11117+0.073362i,-0.1307+0.13956i,-0.046689+0.18579i,0.072444+0.1394i,0.08557+0.031314i,0.03145-0.014871i,0.0066002-0.0098575i
-1.0584+9.0734i,-0.0021226+9.3594i,3.9286+9.639i,6.1267+5.9848i,5.3585+1.6562i,2.9807-0.9761i,0.86014-1.2783i,0.0091585-0.41442i,0.54721+0.47308i,1.7725+0.32022i,2.0773-0.8961i,1.3546-1.9276i,0.51472-2.2423i,-0.19092-1.937i,-0.55785-1.3547i,-0.60731-0.89648i,-0.56617-0.54353i,-0.37694-0.16377i,-0.0027412+0.043053i,0.35094-0.051972i,0.56353-0.28375i,0.595-0.47278i,0.4426-0.52664i
0.028051-0.044546i,0.033645-0.041795i,0.070278-0.047061i,0.1247-0.10544i,0.06452-0.18104i,-0.11042-0.079455i,-0.14055+0.20362i,0.023592+0.35844i,0.13908+0.31162i,0.1466+0.2675i,0.13113+0.22925i,0.10932+0.12719i,0.10171+0.0036901i,0.068229-0.10029i,-0.046967-0.12355i,-0.18261-0.040148i,-0.26043+0.07313i,-0.28197+0.16805i,-0.22067+0.24269i,-0.07639+0.22717i,0.018288+0.11578i,0.010972+0.015464i,-0.033634-0.034847i
0.0098354-0.010188i,0.017572-0.043564i,-0.005012-0.13045i,-0.10581-0.22119i,-0.24513-0.22012i,-0.34029-0.16557i,-0.32235-0.16325i,-0.14209-0.17969i,0.12382-0.16594i,0.27786-0.13994i,0.24803-0.10972i,0.18147-0.089049i,0.16775-0.094726i,0.16907-0.086707i,0.15715-0.039057i,0.12816+0.0010618i,0.075318-0.0064032i,0.028546-0.021253i,0.055619-0.00013377i,0.11555-0.00078861i,0.098316-0.046647i,0.022112-0.051299i,-0.027584-0.019903i
-0.0042785-0.0085545i,-0.019+0.013046i,-0.042559+0.05707i,-0.1047+0.098654i,-0.20473+0.13505i,-0.16091+0.19545i,0.10594+0.16358i,0.24302-0.046734i,0.11239-0.23992i,0.019916-0.28603i,0.026272-0.25542i,0.0212-0.20803i,0.0046936-0.2231i,-0.048233-0.24231i,-0.077035-0.12724i,-0.012846+0.058613i,0.063995+0.21i,0.10451+0.29639i,0.12864+0.2889i,0.11568+0.19317i,0.056038+0.089922i,-0.0035037+0.046071i,-0.041604+0.039947i
0.008911-0.0020369i,0.020433-0.020203i,0.021267-0.073904i,-0.015924-0.090788i,-0.032647+0.051158i,0.029545+0.26202i,0.036458+0.29159i,-0.053108+0.19233i,-0.055358+0.14191i,0.018014+0.086628i,0.012747+0.011995i,-0.013779-0.035864i,0.0013619-0.095639i,0.016477-0.14269i,0.018452-0.15483i,-0.0054724-0.1737i,-0.05677-0.19015i,-0.10072-0.19551i,-0.11444-0.19384i,-0.11003-0.14938i,-0.08666-0.063996i,-0.051179+0.0071716i,-0.040199+0.044105i
7.5838e-05+0.0043811i,-0.039349+0.021936i,-0.13424+0.090824i,-0.22799+0.20944i,-0.21541+0.20239i,-0.12942-0.04245i,-0.098837-0.25738i,-0.078262-0.21208i,-0.002829-0.11394i,0.012565-0.11596i,-0.032267-0.095402i,-0.060965-0.035094i,-0.083658+0.039027i,-0.066622+0.1159i,0.00037024+0.12585i,0.065361+0.068046i,0.10436-0.00061222i,0.11745-0.030996i,0.11551-0.004351i,0.10518+0.024066i,0.082116+0.0074274i,0.060537-0.010168i,0.075605+0.0064877i
0.011584+0.002545i,0.034535-0.018943i,0.075743-0.094786i,0.097132-0.21333i,0.073081-0.23731i,0.080262-0.068495i,0.17527+0.11804i,0.21869+0.10044i,0.11247-0.020252i,0.0094563-0.04385i,0.0016642+0.0063894i,0.023152+0.035107i,0.058006+0.0023033i,0.070039-0.088246i,0.0051857-0.13839i,-0.087976-0.087818i,-0.14036-0.0014422i,-0.14409+0.053749i,-0.11408+0.069426i,-0.062265+0.064682i,-0.0071926+0.051386i,0.027188+0.026724i,0.023154-0.012872i
0.00022637-0.0087412i,-0.039064-0.0033047i,-0.14799+0.048312i,-0.32078+0.18386i,-0.45313+0.33792i,-0.43232+0.37484i,-0.31243+0.28095i,-0.21039+0.19465i,-0.15604+0.20954i,-0.11866+0.25541i,-0.066983+0.2193i,-0.0078915+0.1097i,0.031797+0.0189i,0.057054-0.0066281i,0.075646-0.020036i,0.062072-0.072377i,0.003542-0.14247i,-0.070838-0.20758i,-0.11838-0.24516i,-0.12584-0.20697i,-0.10282-0.10289i,-0.052126-0.018805i,-0.0046465-0.00080425i
0.010917+0.012418i,0.050183+0.044278i,0.17128+0.10245i,0.3726+0.13655i,0.50821+0.072656i,0.43826-0.083972i,0.24666-0.1972i,0.1171-0.18177i,0.12038-0.1483i,0.15353-0.18927i,0.12833-0.21581i,0.073466-0.1877i,-0.00023924-0.14725i,-0.06917-0.080834i,-0.072097+0.011258i,-0.012459+0.08923i,0.06206+0.13007i,0.11227+0.14469i,0.11908+0.14674i,0.098421+0.10643i,0.069842+0.025098i,0.022695-0.030981i,-0.031283-0.02445i
-0.0036664-0.0051985i,-0.024614-0.033908i,-0.094352-0.09103i,-0.19344-0.13574i,-0.19902-0.10982i,-0.076936-0.020926i,0.054964+0.052452i,0.11667+0.040224i,0.10776-0.035102i,0.064158-0.071744i,0.017502-0.032885i,-0.005723+0.024122i,0.013849+0.035521i,0.040858-0.020291i,0.020238-0.080347i,-0.03852-0.071717i,-0.097218-0.0046916i,-0.13737+0.078918i,-0.12985+0.13974i,-0.06671+0.14805i,0.0023978+0.1063i,0.027984+0.037235i,0.010789-0.015518i
0.0032783+4.1027e-05i,0.0031721+0.029806i,0.025975+0.091835i,0.05932+0.16002i,0.019378+0.162i,-0.11749+0.10451i,-0.20569+0.068211i,-0.16072+0.053365i,-0.10416+0.037016i,-0.10545+0.049491i,-0.090216+0.055061i,-0.059802+0.024204i,-0.03743+0.0051615i,-0.013926-0.00655i,-0.01106-0.043753i,-0.018483-0.096901i,-0.0092365-0.15905i,0.011971-0.22471i,0.022979-0.25905i,-0.0013172-0.22259i,-0.04104-0.13368i,-0.046391-0.046707i,-0.016053+0.00022519i
0.0016484-0.0048173i,0.019088-0.044669i,0.038256-0.15873i,0.019336-0.31853i,-0.011985-0.37193i,0.030177-0.27735i,0.10383-0.20465i,0.065317-0.18659i,-0.038104-0.10045i,-0.048623+0.00069512i,0.0063224+0.022762i,0.043205+0.0060165i,0.031778-0.014754i,-0.021526-0.0088844i,-0.0513+0.036754i,-0.032924+0.076341i,-0.0034251+0.09231i,0.012994+0.10273i,0.016424+0.1066i,0.021919+0.079607i,0.027354+0.031701i,0.01583+0.0056878i,-0.0016077+0.012543i
-0.0032459+0.00059433i,-0.024107+0.034024i,-0.062723+0.12442i,-0.080768+0.25879i,-0.045797+0.32247i,0.026796+0.26436i,0.07255+0.19i,0.075946+0.15308i,0.085419+0.10905i,0.091275+0.065421i,0.058542+0.048974i,0.012153+0.04737i,-0.0053733+0.04657i,0.0050592+0.040108i,0.016679+0.036946i,0.014084+0.039627i,-0.016176+0.043092i,-0.071545+0.055818i,-0.11383+0.080466i,-0.093252+0.10539i,-0.023044+0.097868i,0.019893+0.046892i,0.0067338+0.0014504i
0.0061754-0.0024233i,0.035686-0.018206i,0.10048-0.075139i,0.15037-0.1823i,0.080126-0.24811i,-0.10755-0.17905i,-0.21189-0.038932i,-0.12699+0.040783i,-0.013263+0.034963i,0.0097947-0.0018303i,-0.0090942-0.032237i,-0.016123-0.044134i,0.0068548-0.031894i,0.040961-0.01856i,0.045272-0.029147i,0.024359-0.048473i,0.02017-0.060484i,0.055369-0.082191i,0.097894-0.11523i,0.084132-0.12559i,0.019192-0.096386i,-0.024626-0.045283i,-0.015557-0.0091042i
-0.015791-0.00076181i,-0.067665-0.0068699i,-0.20808+0.0038949i,-0.3844+0.068176i,-0.39421+0.14814i,-0.15693+0.12349i,0.066922-0.03199i,0.082858-0.15331i,0.031125-0.13903i,0.036879-0.084163i,0.05746-0.046771i,0.065359-0.023651i,0.050876-0.030189i,0.012685-0.044386i,-0.016973-0.041064i,-0.029493-0.021631i,-0.026824+0.010287i,-0.0030595+0.042702i,0.032473+0.048038i,0.049192+0.0035182i,0.027279-0.04377i,-0.0010672-0.036982i,-0.0010417-0.0095819i
0.010804+0.0041208i,0.049508+0.023891i,0.15585+0.059877i,0.3113+0.087441i,0.38939+0.090406i,0.32169+0.084746i,0.19788+0.099686i,0.1096+0.097463i,0.078184+0.047188i,0.065763+0.0066773i,0.037726+0.0059818i,0.0067989+0.015333i,-0.0034213+0.010509i,-0.00057123+0.00088921i,9.8525e-05+0.014307i,0.0018016+0.031312i,-0.013295+0.016933i,-0.069495-0.0079282i,-0.14038+0.00042017i,-0.15496+0.045138i,-0.092732+0.076465i,-0.024521+0.059984i,-0.0047515+0.023888i
-0.0038145-0.014484i,-0.022926-0.042467i,-0.084836-0.11536i,-0.20316-0.21355i,-0.32221-0.27156i,-0.37559-0.23252i,-0.3283-0.12025i,-0.20319-0.01431i,-0.11357+0.029295i,-0.10432+0.023325i,-0.099563+0.0049205i,-0.060101-0.010607i,-0.019637-0.0007545i,0.0093868+0.031467i,0.032271+0.042162i,0.042535+0.024636i,0.040236+0.0016122i,0.031316-0.016771i,0.025161-0.017678i,0.023225+0.0093116i,0.028581+0.034534i,0.032277+0.02101i,0.0095959-0.0028366i
0.0039492+0.0083441i,0.0071238+0.058583i,0.03388+0.18682i,0.10532+0.36508i,0.18049+0.44105i,0.20511+0.3176i,0.16656+0.10917i,0.085692-0.020614i,0.022577-0.042347i,0.021762-0.017617i,0.053765-0.0043631i,0.061234-0.0083262i,0.041428-0.01984i,0.022611-0.037796i,0.011918-0.050518i,0.0055447-0.0473i,0.0075095-0.014483i,0.034051+0.036745i,0.082139+0.059477i,0.111+0.027664i,0.091459-0.024264i,0.053641-0.039029i,0.039189-0.026665i
0.0037708-0.014326i,0.01157-0.059857i,0.028235-0.17542i,0.044722-0.31931i,0.072047-0.33719i,0.11747-0.15798i,0.15463+0.024692i,0.14564+0.043333i,0.099535-0.0045267i,0.060338-0.0070786i,0.022277+0.016721i,-0.016086+0.026072i,-0.019729+0.0020835i,-0.0024567-0.039621i,-0.0036997-0.058503i,-0.018607-0.045508i,-0.025239-0.034123i,-0.030777-0.043062i,-0.043312-0.058711i,-0.05391-0.068961i,-0.065887-0.061667i,-0.074399-0.02885i,-0.056315+0.0093557i
-0.018494+0.0061294i,-0.045619+0.031841i,-0.11909+0.093794i,-0.22197+0.16968i,-0.29291+0.1604i,-0.29046+0.023396i,-0.25369-0.082503i,-0.1909-0.045147i,-0.1033+0.012663i,-0.061421+0.0014743i,-0.056896-0.02172i,-0.033753-0.022279i,-0.014741-0.0024482i,-0.01319+0.023882i,-0.011691+0.034337i,-0.0070801+0.032289i,-0.00018246+0.01491i,-0.001195-0.021144i,-0.020277-0.044918i,-0.039723-0.024622i,-0.031029+0.014902i,-0.008144+0.019237i,-0.015077-0.0050078i
0.011674-0.0014564i,0.058308-0.014591i,0.17492-0.055134i,0.32011-0.1315i,0.35301-0.17676i,0.23113-0.13252i,0.11297-0.051999i,0.065769-0.0057059i,0.030006+0.013932i,0.024031+0.021109i,0.052597+0.0047137i,0.063782-0.0090343i,0.04637-0.0024853i,0.018143+0.015713i,0.0078247+0.030215i,0.018751+0.022491i,0.015211+0.014413i,-0.0014892+0.03362i,-0.0058647+0.067729i,0.0077696+0.089474i,0.033035+0.080125i,0.050276+0.050359i,0.050382+0.022449i
-0.015426-0.0052221i,-0.061464-0.0055933i,-0.17675-0.00269i,-0.32612+0.028738i,-0.35833+0.10131i,-0.19101+0.18501i,0.011348+0.18478i,0.093106+0.090567i,0.097389+0.021897i,0.090688+0.020837i,0.059063+0.036159i,0.014683+0.030428i,0.00497+0.0013676i,0.019112-0.033366i,0.014592-0.052943i,-0.010195-0.048811i,-0.033834-0.02619i,-0.042879+0.0071653i,-0.023119+0.027848i,0.012257+0.0074062i,0.016269-0.033289i,-0.013437-0.040963i,-0.028737-0.011893i
0.00032429+0.0067774i,0.027835+0.031766i,0.097073+0.098364i,0.20369+0.17561i,0.2544+0.15705i,0.15863+0.0062335i,-0.012461-0.10661i,-0.098943-0.078084i,-0.071245-0.039454i,-0.041164-0.05865i,-0.037676-0.069637i,-0.018825-0.053054i,0.0045853-0.039219i,0.012004-0.041338i,-0.0033173-0.045514i,-0.028265-0.032339i,-0.024432-0.020544i,0.005477-0.044165i,0.022999-0.087967i,0.013969-0.1023i,-0.0041219-0.077312i,-0.0069336-0.04634i,-0.0025591-0.032104i
-0.0078648-0.0060551i,-0.027637-0.04897i,-0.077406-0.15972i,-0.16408-0.31726i,-0.2253-0.38351i,-0.18602-0.27731i,-0.067641-0.13487i,0.0031046-0.076182i,-0.03617-0.047172i,-0.082142-0.0046858i,-0.062285+0.024741i,-0.02351+0.032091i,-0.018773+0.031345i,-0.036691+0.043151i,-0.025895+0.063531i,0.017695+0.060992i,0.04709+0.028743i,0.040623-0.007256i,0.005455-0.019007i,-0.03032+0.0047267i,-0.030083+0.041873i,-0.0013329+0.05168i,0.018911+0.03395i
-0.0029776+0.0024463i,0.00060512+0.046617i,0.0014637+0.15974i,0.001895+0.33975i,0.0020417+0.48102i,0.025221+0.46788i,0.065132+0.32802i,0.089368+0.16856i,0.095649+0.071334i,0.079931+0.054721i,0.040756+0.060741i,0.0029285+0.044597i,-0.0063023+0.027231i,0.0040461+0.024836i,0.010334+0.027702i,0.0091855+0.028499i,-0.0094989+0.037924i,-0.04297+0.074953i,-0.053477+0.11789i,-0.029142+0.1152i,-0.0024786+0.068001i,0.0016676+0.025592i,-0.0076709+0.0069598i
0.0024666-0.009308i,0.021482-0.03639i,0.086563-0.10589i,0.19677-0.22168i,0.26144-0.32034i,0.17734-0.3107i,0.027195-0.18865i,-0.026979-0.054453i,0.012344-0.0015007i,0.056917-0.029308i,0.069494-0.07177i,0.062662-0.084639i,0.061656-0.077086i,0.067938-0.078354i,0.047643-0.0901i,-0.0054118-0.083042i,-0.040794-0.046704i,-0.032928-0.010723i,0.0017714+0.00068204i,0.030421-0.014907i,0.024768-0.040959i,-0.0028365-0.049346i,-0.023129-0.036713i
-0.014269+0.0055275i,-0.050886+0.025172i,-0.15678+0.067458i,-0.30983+0.12134i,-0.37482+0.12446i,-0.24661+0.0373i,-0.083445-0.074249i,-0.057521-0.10857i,-0.080497-0.069462i,-0.052332-0.028759i,-0.0033567-0.0032801i,0.015131+0.016424i,-0.0035549+0.022743i,-0.024758+0.019424i,-0.019304+0.015165i,0.0056382+0.0043669i,0.033804-0.024607i,0.056292-0.071636i,0.054474-0.10892i,0.023683-0.098434i,-0.0025688-0.047245i,-0.0064462-0.0023819i,-0.0006834+0.018205i
0.002552-0.0087174i,0.037568-0.016704i,0.12578-0.016927i,0.24921+0.0089614i,0.29009+0.079914i,0.18332+0.16372i,0.070239+0.18276i,0.042365+0.10988i,0.017997+0.034294i,-0.029042+0.027709i,-0.065142+0.041986i,-0.074384+0.044241i,-0.055457+0.04564i,-0.037186+0.047846i,-0.020568+0.059487i,0.010006+0.066993i,0.025756+0.048479i,0.0061219+0.021994i,-0.027551+0.01005i,-0.042576+0.019928i,-0.02044+0.03815i,0.016467+0.040092i,0.034678+0.022842i
-0.0081025+0.0018294i,-0.033311-0.013362i,-0.092524-0.070616i,-0.17927-0.17341i,-0.21947-0.24396i,-0.15697-0.2023i,-0.052025-0.10296i,0.021605-0.020884i,0.052097+0.023171i,0.038589+0.01922i,0.0084428-0.0054727i,0.012426-0.027697i,0.043032-0.048814i,0.05637-0.063718i,0.033221-0.071188i,-0.012917-0.061509i,-0.050154-0.02104i,-0.066425+0.036948i,-0.053697+0.083768i,-0.011087+0.08407i,0.022189+0.035937i,0.021496-0.012351i,0.0065991-0.030607i
0.0023233+0.0024084i,0.020684+0.033117i,0.055778+0.12376i,0.11611+0.25091i,0.16805+0.27347i,0.15889+0.11344i,0.080225-0.043952i,-0.0013636-0.061663i,-0.014092-0.045092i,0.023026-0.05234i,0.059176-0.033627i,0.068394-0.0054695i,0.051056-0.0014492i,0.033493-0.012577i,0.020077-0.030331i,0.0033558-0.042073i,0.0030686-0.037701i,0.030073-0.026996i,0.062166-0.023982i,0.063043-0.032959i,0.02423-0.042155i,-0.017617-0.032015i,-0.033417-0.009425i
-0.0074764-0.010841i,-0.018632-0.038579i,-0.027604-0.11375i,-0.038086-0.21987i,-0.074725-0.23739i,-0.12751-0.078062i,-0.11574+0.094609i,-0.049887+0.097198i,-0.033969+0.025575i,-0.046405+0.013116i,-0.038883+0.021385i,-0.043356+0.0175i,-0.062643+0.020854i,-0.071152+0.035446i,-0.045756+0.060446i,0.0081756+0.070702i,0.045402+0.035948i,0.046834-0.025047i,0.01727-0.073451i,-0.026468-0.076758i,-0.046848-0.030206i,-0.031614+0.014781i,-0.010554+0.024607i
-0.00017554+0.0012195i,-0.011703+0.021949i,-0.065274+0.071339i,-0.16678+0.16309i,-0.21866+0.24091i,-0.12534+0.20173i,-0.0055678+0.065171i,0.028931-0.0058339i,0.044496+0.034795i,0.052779+0.061869i,0.025428+0.030197i,0.0010355-0.0081519i,-0.0048021-0.018093i,-0.0045223-0.0036247i,-0.0048484+0.0048718i,-0.015955-0.0005013i,-0.046438-0.0020927i,-0.089718+0.0086913i,-0.11049+0.030607i,-0.077986+0.048987i,-0.016207+0.044441i,0.021355+0.018114i,0.023601-0.0036368i
