-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
-0.0026729+0.0013805i,-0.0034202+0.00059208i,-0.0015121-0.0002006i,-0.0011055-0.00044237i,-0.0021949-4.0123e-05i,-0.0019933+6.2023e-05i,-0.0012266-0.00020943i,-0.00069886+0.00068918i,-0.00010071+0.00034575i,0.00044957-0.00029914i,0.00014405+0.00020269i,-0.00054041+0.00053013i,-0.00013727+0.00019144i,9.1613e-05+0.00040635i,-0.00021587+0.00057111i,-0.00029139+0.00029332i,0.00028215+0.00072452i,0.00087504+0.00071397i,0.00012676+0.00029682i,-0.00049476-4.2651e-05i,0.00058045-0.00017087i,0.0012202+5.7969e-05i,0.00025226-0.00019033i
-0.00067899-0.0019922i,-0.00082817-0.002176i,-0.0011598-0.0014584i,3.1098e-05+0.00023941i,0.0018684+0.00047342i,0.0019213+9.9229e-05i,0.00076962+0.00028857i,-5.1441e-05+0.00055785i,-0.00020978+0.0003967i,-0.00034061+0.00048233i,-0.00014593+0.00062623i,0.00048479-0.00017644i,0.00057066-0.00015946i,0.0005755+0.00047198i,0.00050908+0.00027983i,0.00046405+0.00024669i,-2.4011e-05+6.6038e-05i,-0.00034485-0.00075003i,-2.5235e-05-0.00062818i,0.00044913-0.00015578i,0.00070905+0.00023246i,-0.00012719+0.00042925i,-0.0002489+7.624e-05i
-0.0037779+0.0020566i,-0.0035372+0.0026919i,-0.0021227+0.0016787i,-0.00082569+0.0010412i,0.00066147+0.00066713i,0.0017691+0.0012536i,0.00071824+0.0013767i,-0.0003006+0.00075918i,-0.00019677+0.00053719i,0.00035271+0.00075964i,-1.0285e-05+0.00038448i,-0.00010531+8.8385e-05i,0.00069888+0.00033866i,0.00096294-0.0002119i,0.00047091-0.00045807i,0.00024184-0.00024428i,-0.00068661+0.00060467i,-0.0014508+0.0010024i,-0.0002753+0.00036026i,0.00018531+0.00020326i,-0.00029387+0.0001283i,-0.00051249+0.00016855i,-0.00038325+4.2049e-05i
-0.0021921-0.0019039i,-0.0016245-0.0011193i,-0.00091064-0.00049679i,-0.0002648+4.8004e-07i,-0.00019679+0.00029308i,-0.00030147+0.00036977i,-0.00061143-3.2412e-05i,-0.0012304-0.00054368i,-0.00027286+0.0001078i,-4.8603e-05+0.00057004i,-0.00036888+3.8487e-05i,7.9072e-05+0.0001552i,-0.00030098-3.6254e-05i,-0.00035911-0.00054643i,0.00077464-0.00071861i,0.0010039-0.00033656i,0.00089053+4.148e-05i,0.00071845+0.00041667i,0.00037412+0.00034555i,0.00048367-8.528e-05i,0.00035204-0.00080969i,-6.6508e-05-0.0010745i,-0.00063217-0.00089906i
0.0011458+0.0022208i,0.00093631+0.0027916i,0.00098188+0.0016246i,0.00039265+0.0010742i,-0.00060439+0.00063341i,-0.00066342-0.00054614i,-0.0008939-7.3799e-05i,-0.0010187+0.00013298i,-0.0003767+3.012e-05i,-4.5498e-05-0.00030209i,-1.5698e-05-0.00063008i,0.00047357-0.00024488i,0.00048977+0.00016691i,-0.00048867-0.00020546i,-0.00094497-0.00016585i,-0.00065327-0.00026693i,-0.0005938-0.00021763i,-0.00079167-0.00033635i,-0.00052429-0.00085021i,-0.00078448-0.00010211i,-0.0015585+0.00043589i,-0.00074693-0.00036034i,0.00024728-3.4052e-05i
-0.0032081-0.00032583i,-0.0032948+0.00032483i,-0.0020162+0.00022043i,0.00035775-0.00045236i,0.00052488-0.0002548i,-1.8137e-05-0.00067213i,-6.7314e-06-0.00081285i,-1.1794e-05+4.0687e-05i,-0.00024618+0.00066685i,-0.00031361+0.00070733i,-0.00026936+0.00071144i,-0.00037098+0.0007893i,-0.00052569-3.209e-05i,-0.00064078-0.0011983i,-0.00025021-0.0017188i,0.00021487-0.00073581i,0.00028684+7.6808e-05i,0.00065653-1.1606e-05i,0.00073801+0.0003719i,-0.00024006+0.00019602i,-0.00054701+2.4062e-05i,-0.00063308+0.00020852i,-0.0004675+9.9697e-05i
0.00056224-0.0018113i,0.0009768-0.0012598i,7.0755e-06-0.0004334i,-0.0012393-8.0207e-05i,-0.0017018+0.00061339i,-0.0012848+0.00057169i,-0.00011996-0.00025769i,-8.8453e-05-0.00065366i,-0.00052133-0.00023741i,-0.00021481+0.00026275i,-0.00060895+0.0004345i,-0.0009218-0.0001564i,-6.5666e-05-0.00037477i,0.00022914-0.00017843i,-0.00024374+0.00021076i,-0.00016084+5.436e-05i,0.00073824-0.00041013i,0.00067561-0.00039062i,0.00016776-0.00057536i,-0.0005062-0.00052148i,-0.0007444-0.00067177i,-0.00026466-0.00017464i,0.00055736+0.00011681i
-0.0024812+0.00035158i,-0.0028127+0.0014756i,-0.0030164+0.0010687i,-0.0018075+0.0010666i,-0.00054522+0.0014567i,0.00034291+0.00033816i,-0.00014886-0.0012267i,-0.0013821-0.0013129i,-0.0015419-0.0011449i,-0.0014968-0.00010444i,-0.00099615+0.00030331i,0.00029627-0.00047211i,0.00028588-0.00029969i,0.00016494+0.00028394i,0.00064457-2.5889e-05i,-5.9913e-05-0.00067936i,-0.00082758-0.00070802i,-0.00086389-0.00069917i,-0.00029324-0.00070134i,0.00047145-0.00044866i,0.0012845-0.0003762i,0.00073232-0.00041502i,-0.00059099-0.0007808i
-0.0012203+0.000353i,-0.0013711+0.0001353i,4.2194e-07+0.00031608i,0.0012262+0.00024871i,0.0022883+0.00040628i,0.0017345+0.00020662i,0.00018828-0.00022719i,-0.00060522+0.00028721i,-0.00070319+0.00083204i,-0.00038682+0.00058411i,-0.00022054+0.00019785i,0.00011723-0.00022117i,0.00044886-0.00075037i,0.00013151-0.0010652i,-0.00028512-0.00061685i,-0.00016068+1.187e-05i,0.00032649+0.00022852i,-5.9098e-05-8.9114e-05i,1.0172e-05-0.00038405i,2.7883e-05+0.00043132i,-0.00070432+0.0010654i,-0.00048436+0.00060751i,-0.00050635+0.00013392i
-5.2099e-05-0.00031937i,0.00075361-0.00071275i,0.00030355-0.0013208i,-0.00062727-0.0012624i,0.00011854-0.00069321i,0.0001413-0.00048381i,-0.00073301-0.00029192i,-0.00020392-5.8646e-05i,0.00064529+0.00037392i,0.00055565+0.0003218i,0.00075343-5.396e-05i,0.0007362-0.00035895i,0.00014392-0.00071517i,2.4016e-05-0.00073237i,0.00011962-0.00029109i,0.0007086+0.00046168i,0.00067804+3.8022e-05i,0.00010191-0.00058816i,-0.00017671-0.0010364i,0.00046393-0.00081746i,0.0010327-0.0001913i,0.0011677-0.00023637i,0.00083528+0.00016517i
0.00052979+0.0025205i,0.00037337+0.0023012i,-0.00081186+0.0019416i,-0.0022884+0.0011544i,-0.0023968-0.00043944i,-0.0016671-0.0010552i,-0.0014087-0.00051143i,-0.0010074-0.00073548i,-0.00011415-0.00020006i,0.00010002+0.00048501i,-0.00036581+0.00044827i,0.00020741+0.00054265i,0.00061385+0.0013803i,0.00054508+0.0013931i,0.00089263+0.00067131i,0.00038241+0.00042697i,0.00011526-0.00022921i,0.0007485-0.00080253i,0.00055305-0.00058702i,0.0004116-0.00019155i,0.00048569+3.0018e-05i,-0.00017211+0.00011456i,-0.00087735+0.00078183i
-0.0028218-0.0023797i,-0.002327-0.0027113i,-0.0013862-0.0011034i,-0.0006347+0.00044502i,-0.00046873+0.00039826i,-0.00056252-0.00013439i,-0.00020028-0.00053287i,0.00018244-0.0011654i,0.00033543-0.0011755i,0.00036107-0.0001643i,0.00062886+0.00072574i,0.0012737+0.0005826i,0.001645+0.00024709i,0.00072492+0.00021241i,-0.00054436+4.9322e-05i,-0.00066631+0.00070655i,-0.0001533+0.00047246i,-4.1575e-05-0.00029922i,0.00030772-0.0002161i,0.00015675-0.00031831i,-9.774e-05+4.3305e-05i,-0.00011057+0.00041401i,9.5819e-06+8.0201e-05i
0.00051824+0.00076515i,0.0013079+0.0020961i,0.0023358+0.002121i,0.0024734+0.00093645i,0.0023093-0.00036424i,0.0011795-0.00049858i,9.2331e-05+0.00014854i,0.00073836+0.00069417i,0.00058626+0.00076841i,0.00070646+0.00063811i,0.0013175+0.0009415i,0.0012325+0.00047148i,0.00036364-0.00053714i,-0.00085305-0.00060055i,-0.0009797+4.3878e-05i,-0.00045246+0.00011417i,-0.0002243-8.9572e-05i,-0.00012427+9.1557e-05i,8.4879e-05+5.32e-05i,-0.0002981+5.1225e-05i,0.00016093-0.00044575i,0.00049117-0.0012214i,0.00041938-0.00081482i
-0.0032783+0.0028073i,-0.0035406+0.002597i,-0.0020085+0.0024193i,-0.00085523+0.0017714i,-0.00074973+0.00069153i,-0.0018941+0.00077796i,-0.0023209+0.00053267i,-0.0011795+0.00069178i,0.00015396+0.00090217i,0.00052782-2.8357e-05i,0.00019015-0.00021994i,-0.00011041+0.00040416i,0.0001923-0.00023065i,0.00058106-0.00044738i,0.00077192-0.00038168i,0.00049815-0.00011871i,0.00046323+0.00019837i,0.00067047-0.00063313i,0.0006861-0.00054553i,6.3615e-05+0.00027574i,-0.00031715+0.00022935i,-0.00036085-0.00013703i,-0.00062163+2.2224e-05i
0.00085094+8.8839e-05i,0.00076918+0.00043305i,0.0002344+0.0020107i,4.7754e-05+0.002725i,-0.00060684+0.0016731i,-0.00063448+0.0011519i,-0.00054216+0.0015395i,-0.00049928+0.0015867i,-0.00024815+0.00098903i,-6.8309e-05+6.4498e-05i,0.00048384-4.8249e-06i,0.00086646+0.00024906i,-1.3252e-05+0.00046851i,-0.00036499+0.00056465i,-0.00015795+0.00018303i,-9.3246e-05-0.00017655i,-0.00044968-0.00048863i,-9.697e-05-0.00042927i,0.00047866-0.00019736i,-0.0003556-7.2051e-05i,-0.00093254+0.00017094i,-0.00092349-3.5946e-05i,-0.00065646-0.00037008i
0.00027859+0.0011007i,2.164e-07+0.0010171i,-0.0004583-0.00016952i,0.00010308-0.00041917i,0.00028919+0.0002087i,-6.7203e-05-0.00035033i,-0.00034655-0.00075374i,-0.00041213-0.00012667i,-0.00016918+0.00064124i,0.00053727+0.0010295i,0.0011357+0.0012944i,0.00087036+0.0010498i,-0.00012838-0.00043744i,-0.00043312-0.0011724i,-0.00029729-0.00014954i,-0.00052774+0.00035644i,-9.411e-05+0.00036558i,-0.00019542+0.00047478i,-0.00047946+0.00039294i,-1.8391e-05+0.00054487i,3.6491e-05+6.2538e-05i,-0.00023888-0.00012998i,7.4815e-05+0.00025985i
-0.0045791-0.0001917i,-0.0044453+0.001071i,-0.0028088+0.002301i,-0.0013717+0.001396i,-0.0010626-0.00010201i,-0.00054095-0.000629i,-7.7295e-05-0.00040169i,-0.00032961+2.6258e-05i,-0.0012543-2.7246e-05i,-0.00076285+0.00028824i,0.00067537+0.00072385i,0.00091355+0.00080535i,0.0010726+0.00053078i,0.00059988-0.00040717i,4.148e-05-0.0012862i,0.00053492-0.0014993i,0.00012492-0.0004085i,-0.00021834-0.00019152i,0.00027322-0.00075306i,0.00026004-0.00061391i,0.0002667+8.1541e-05i,0.0003288+0.00063318i,-0.00058823+0.00039774i
0.00061932-0.0017779i,-0.00062482-0.00053593i,-0.00081841-0.00013431i,-0.00040689-0.0004832i,0.00020725-0.00015953i,0.00079631+0.00078232i,0.0010319+0.00059356i,0.0004887+0.00076817i,0.00027162+0.0015767i,0.00030243+0.0014551i,0.00042452+0.00084398i,0.00085129+0.00085655i,0.0010596+0.0010817i,0.00050652+0.00080377i,0.00024701+0.00034334i,0.00038157+0.00026593i,-0.00031244+0.00039482i,-0.00065481+0.00034579i,-2.0701e-05+0.00036143i,0.00085901+0.00049973i,0.00093751+0.00060811i,0.0011814+0.00050943i,0.00082185+6.26e-05i
-0.0022558-0.0014943i,-0.0030505+1.5139e-06i,-0.0036296+0.0014275i,-0.0026423+0.0020404i,-0.0011322+0.0013387i,-0.00075435+4.6319e-05i,-0.0012301-0.0004298i,-0.0012737+0.00017812i,-0.0010147+0.00047477i,-0.00076426+0.00034657i,-0.00025353+0.00046118i,0.00051165-3.9037e-06i,0.0012991-0.00016573i,0.0011665+0.00080809i,0.00064042+0.00078259i,0.00094987+8.8094e-05i,0.000832-0.00023867i,0.00076894+2.9504e-05i,0.0009346+0.00038781i,0.00097535+0.00019793i,0.00092659-0.00039748i,0.00075422-0.00070012i,0.00011901-0.00046768i
-0.0008425+0.00070251i,-0.00072296+0.0013247i,-0.00018224+0.0019882i,-0.00043136+0.00083033i,-0.00078095-0.00059169i,-0.0017837-0.00035145i,-0.0027422+0.00095075i,-0.0016199+0.0019814i,-0.00043898+0.0016245i,-0.00050114+0.00097414i,-6.5323e-05+0.00039237i,0.00014884-0.00046698i,-0.00015886-0.00059898i,-0.00048225+4.915e-05i,-0.001572-0.00046033i,-0.0010711-0.0015928i,-0.00018913-0.0012338i,1.3799e-05-0.00063775i,-0.00011385-0.00026435i,-0.00073991-0.00085625i,-0.00032337-0.0012803i,5.8358e-05-0.0004912i,5.4437e-05-0.00040986i
0.0015626-0.00052308i,0.00071749-0.00021339i,0.0005557+0.00082848i,0.000505+0.00066969i,6.9237e-05+0.00016306i,0.0001546+0.00025905i,0.00048586-0.00033869i,0.000145-0.00033785i,-0.00094559+0.00084332i,-0.00089413+0.0010594i,0.00068203+0.00082845i,0.0011337+0.00052579i,0.00020103+0.0008116i,-7.1648e-05+0.0012067i,0.00060795+0.0010373i,0.00063143+0.00050378i,0.00017835-0.0002456i,0.00021793-0.00072468i,8.6719e-05-0.00073029i,0.00053292-0.00025887i,0.0010927+0.00035353i,0.00054948+0.00029783i,0.00023961+0.00018803i
-0.0050582+0.0016554i,-0.0044413+0.0027957i,-0.0034732+0.0022047i,-0.0022093+0.0016987i,8.4911e-05+0.0012782i,0.0017713+0.00041248i,0.0011553-0.00018101i,-3.35e-05+0.00029528i,-7.2882e-05+0.00065264i,0.00037808+0.00087778i,0.00052507+0.0011059i,0.00072885+9.5325e-05i,0.0013396-0.00048391i,0.0010473-0.00086664i,0.00071992-0.00074978i,0.00066131-0.00031871i,0.00040516-9.298e-05i,-2.4494e-05+0.00019889i,-0.00011124-0.00043568i,1.1173e-05-0.00056318i,3.2293e-06-0.00067876i,0.00019248-0.00046107i,9.3533e-05+0.00012984i
-0.00077642-0.0013892i,-0.0016593-0.0020867i,-0.0017598-0.00015284i,-0.00080363+0.0017629i,0.00023798+0.00081769i,0.00049199+1.4665e-05i,0.00018533+0.00057359i,-0.00015487+0.00031802i,-0.00029593-0.00027516i,0.00014378-0.00054841i,0.00057297-0.00051039i,0.00018129-4.4096e-05i,-0.00033009-3.569e-05i,-0.00035757-0.00097532i,-0.00065368-0.00092804i,-0.00076788-0.00095415i,0.00023114-0.0010998i,0.0013468-0.00046232i,0.0011799-0.00011018i,0.00020399-0.00026861i,-0.00051929-0.00033835i,-0.0004493-0.00024218i,5.7807e-05+0.00023816i
-0.0013005+0.0020936i,-0.0024142+0.0028093i,-0.0020889+0.00279i,-0.00036245+0.0025094i,0.00063531+0.0014355i,0.00078853-0.00021241i,-0.00024261-0.00072098i,-0.0013336-0.00053637i,-0.00074982-0.00015189i,-9.1341e-05+0.00070086i,0.00020644+0.00055288i,0.0012464-0.00023784i,0.00088658-0.00073639i,0.001073-0.00045423i,0.001946-0.00028476i,0.00074908-0.00036511i,-0.00057432+0.00036309i,-0.00072211+0.00051851i,-0.00013046+0.00017539i,-0.00026186+0.00011222i,-0.00084024-0.00012318i,-0.00069293+0.00045656i,-0.0010915+0.0010911i
-0.0019588+0.00037894i,-0.002583+6.2167e-05i,-0.0012333-0.00043745i,-0.0006373-0.00040802i,-0.00071248-0.00044249i,-0.0010819-0.00069668i,-0.0013538-0.00060139i,-0.00086774-0.00019691i,-0.00044056+0.00045348i,-0.00027413+0.00051596i,0.00064593+3.1423e-05i,0.00073463-0.0003418i,0.000148-0.00030338i,-0.00056544+0.00032083i,-0.0006116+0.00032306i,4.6411e-06-0.0001816i,-6.258e-05-0.00031306i,0.00041485-0.00047283i,0.0007195-7.5403e-05i,-0.00016573+0.00013139i,-0.0006994-0.00042261i,-0.00025518-0.00094148i,0.00019449-0.00081913i
0.0015952-0.00092701i,0.001101-0.0013203i,-0.00020743-0.0013967i,-0.00068816-0.0011i,-0.00014497-0.00085584i,-0.00025973-0.0011568i,-0.00022308-0.0012568i,-8.3365e-05-0.00036378i,0.00036094+0.00040082i,-6.8082e-05+0.00046762i,-0.00029122+0.00052633i,-2.672e-05+0.00046313i,-0.00015797+0.00034718i,0.00031757+0.00077511i,0.00013019+0.00057241i,-0.00065615-2.5511e-05i,-0.00058746-3.691e-05i,0.00018612+0.00037319i,0.0010453+0.00051774i,0.0011247+0.00020491i,0.00075628+0.00021258i,0.00092652-1.2594e-06i,0.00060038-0.00042003i
-0.003064+0.00085164i,-0.0030722+0.00081422i,-0.0024136+0.0015672i,-0.0011852+0.0024051i,0.00074192+0.0028777i,0.0018098+0.0022015i,0.00097104+0.00069326i,0.00058889+9.4694e-05i,0.00042155+0.00030117i,-5.3943e-05+0.00041178i,-0.00048209+0.00026752i,-0.00072111+2.6924e-05i,-0.00048117+0.00029422i,-0.00027541+0.00059945i,0.0011811+0.00050522i,0.0020673+0.0004464i,0.0013073+0.00029942i,0.0002755+0.00021479i,8.994e-05-0.00040106i,0.000658-0.0010305i,0.00038538-0.00062279i,-0.00030404-9.3596e-05i,-0.00079621+4.2688e-05i
9.1669e-05-0.0018652i,-0.0015288-0.00034252i,-0.00043486+0.00015535i,0.00035319-0.00016306i,-1.1969e-05+0.0002805i,-0.00074331+0.00020633i,-0.00040594-0.00040064i,0.0011567+0.00015755i,0.0015826+0.0003235i,0.00091067-0.00035612i,0.00094307-0.00065204i,0.00028692-0.00085344i,0.00011565-0.00067635i,0.00095386+0.00043108i,0.00018617+0.00066264i,-0.00023895+0.00047205i,0.00016828+0.00061457i,0.00032018+7.3921e-05i,0.00069899-2.7016e-05i,0.00075717+8.0515e-06i,0.00093356-0.00030207i,0.00099581-0.00031928i,0.00062208-7.8518e-05i
0.0028849+0.00048056i,0.0027237-0.00061187i,0.0014569-0.00050409i,4.2233e-05+1.046e-05i,-0.0012439-0.00044125i,-0.0026468-0.0004738i,-0.0019836+0.0005047i,-0.00065812+0.001094i,0.00017722+0.00053572i,0.00055669-0.00041992i,0.00049077-0.00063585i,0.00045495+0.00017933i,-6.4069e-05+0.00055511i,-0.0007502+0.00034702i,-0.0010889-0.0003868i,-0.0010873-0.00032557i,-0.00081808+0.00044971i,7.0729e-05+0.00087073i,0.00055857+0.00074023i,0.00055496+0.00045118i,-0.00038672+0.00070158i,-0.0006042+0.00016763i,0.00066149-0.00059583i
-0.0018965+0.0027121i,-0.0028867+0.0029885i,-0.0017282+0.00076256i,0.00013896-0.00050015i,0.00050643-0.00026233i,0.00028657-0.00055227i,0.00018018-0.0010824i,-0.0002021-0.00089703i,0.00018543-0.00032308i,0.00049713-0.00033032i,0.00030019-0.00055602i,-0.00027579-0.00073607i,-0.00092523-0.00053661i,-0.0012976-0.00042447i,-0.00065004-0.00024871i,8.4174e-05-0.00026807i,0.00030785-0.00027259i,0.00031299-0.00024269i,-8.2304e-05-0.00067868i,-0.00026665-0.00061477i,-0.00035266-0.00031458i,2.4428e-05-7.0959e-05i,0.00091026+4.744e-05i
-0.00029172-0.0024823i,-0.0018685-0.0020261i,-0.0017386-0.00014492i,-0.0003087+0.0012946i,0.0002957+0.00048261i,-0.00020523-0.000802i,-0.0011202-0.0007207i,-0.0012876+8.3238e-05i,-0.00081411+8.7989e-05i,-0.00038189-0.00010255i,0.00025675+9.6463e-05i,0.00051599+0.00014608i,-0.0001273+0.00018216i,-0.0003621-0.00037414i,-0.00020333-0.00075966i,-0.00017134-0.00097855i,0.00049232-0.0012066i,0.0012063-0.00093312i,0.0012501-0.00090022i,0.00083619-0.00093319i,0.00039428-0.00062297i,0.00030221+0.00011572i,-0.00028601+0.00043732i
0.00081928+0.0028397i,0.001455+0.0022127i,0.00087211+0.0012015i,0.0010399+0.00029118i,0.0015885+0.00018414i,0.00060116+0.000264i,-0.00099769+0.00047873i,-0.00097887+0.00098218i,0.00010259+0.0015927i,0.00021789+0.0013972i,0.00047895+0.00040842i,0.00059237-0.00049294i,-8.8087e-05-4.2731e-05i,-0.00031883+0.0002046i,9.5713e-05-0.00071544i,0.00035244-0.001324i,0.00083085-0.00066085i,0.00029001-3.2405e-05i,-0.000115+0.00014194i,-8.5727e-05+0.00053154i,-0.00064036+2.7958e-05i,-6.9953e-05-0.00040484i,0.00010687-0.00012853i
-0.0014171-0.0024438i,-0.0022523-0.0015321i,-0.0012069-2.1869e-05i,-0.00096269+0.00083624i,-0.001575+0.0010907i,-0.00068297+0.00034891i,0.00011877-0.00036923i,-0.0004506+0.00043957i,-0.00068133+0.00097382i,-0.0010182+0.00011429i,-0.0011853-0.00063555i,-0.00071072-0.0004195i,1.1782e-05+0.00034227i,0.00096421+0.0011496i,0.00073951+0.0013649i,0.00052192+0.0012796i,0.0007376+0.001226i,0.00037396+0.00068567i,0.00022613-0.00029187i,0.00012292+0.00021685i,0.00035179+0.00043308i,0.00070983+0.00054897i,0.00042075+0.00091532i
0.00046566+0.0001281i,-0.0007959+0.00039772i,-0.0013388+0.0013734i,-0.00044618+0.0011681i,-9.2394e-05-6.7723e-05i,-0.00069325-0.00030273i,-0.0012649+8.5196e-05i,-0.0011416+0.00061738i,-0.00066686+0.00094987i,-0.00054984+0.0016006i,-0.00070965+0.0012064i,-0.00065431-5.5416e-05i,-0.00058497-6.3488e-05i,-0.00028365+0.00047372i,6.8574e-05+0.0011403i,7.0095e-05+0.00073372i,-0.00016954-4.2585e-06i,-0.00013635+0.00014907i,0.00010372+0.00015152i,0.00053013-0.00027658i,0.00039501-0.00015816i,0.00027552+0.00051494i,0.00022578-0.00010274i
-0.0026671+0.0014306i,-0.0010135+0.00099231i,-0.00081673+8.2759e-05i,-0.00058136+0.00025597i,0.00078262+0.0011106i,0.0011554+0.000401i,-0.00014848-1.2791e-05i,-0.0011192+0.00042494i,-0.00062027+0.0002258i,0.00016036+0.00017371i,0.0004125+0.00061359i,-0.00029872+0.00049942i,0.00014567-0.0003449i,0.00090896-0.00060862i,0.00087235-0.00045098i,0.0008102-0.00031681i,0.00071519+0.00033395i,0.00064674+0.00017993i,0.00061649-0.00060953i,0.00038591-0.00060162i,0.00020656-0.001189i,4.3493e-05-0.00034482i,-9.5171e-05+0.0010863i
-0.0030316+0.00026566i,-0.0027915+0.00028786i,-0.0010079+0.00036689i,0.00087245-7.8667e-05i,0.0017581+0.00018824i,0.00092963-0.00088839i,-0.00036006-0.0010889i,-0.001125-0.00038484i,-0.0006253+3.6257e-05i,0.00025981+0.00045151i,0.00032456+0.00014622i,0.00029661-0.00029449i,5.6464e-06-0.00028687i,-1.8628e-05-0.00034599i,0.00034908-0.00023084i,0.00021716+0.00019338i,-0.00057921+0.00045046i,-0.0012923-5.5005e-05i,-0.00065048-0.00020053i,0.00015946-0.00043287i,0.00040043-0.00041554i,0.00026316+0.00060494i,-1.1601e-05+0.000492i
0.00038117+0.0015378i,0.00042082+0.0027902i,0.00037029+0.0024424i,0.00061396+0.0014747i,0.0010609+0.00052914i,3.5843e-05-0.00045172i,-0.0011008-0.00064577i,-0.0006529-0.00031834i,-0.00043379+0.00060485i,-0.00079024+0.00069899i,-0.00056342-2.279e-05i,-0.00014936+6.4183e-05i,0.00014291+0.00020551i,0.0001861-0.00086413i,-2.1833e-05-0.00071212i,-9.5702e-05-8.9498e-05i,-0.00032188-0.00019608i,-0.00047035-0.00017978i,3.6689e-05+0.0001868i,0.00010156+0.00024752i,-0.00013521-0.00039553i,0.00013533-1.0336e-05i,0.00064542+0.00077048i
-0.002329+0.0026327i,-0.0028365+0.0023492i,-0.0017867+0.0012282i,-0.00066477+0.00089492i,-0.0006736+0.00057834i,-0.00057319-0.00017058i,-0.00062128-9.957e-05i,-0.00055894+0.00043574i,-0.00049931+0.00059015i,-0.00014616+0.00017497i,0.00023685-0.00022215i,0.00040267-0.00017469i,-0.00018118+0.00036813i,-0.00052474+0.00046799i,-0.00029923+0.00022077i,-4.0025e-05+4.4367e-05i,0.00041058-7.5838e-05i,0.00080041+0.00051058i,0.00033659+0.00033623i,0.00019952-1.1557e-05i,0.00050858-0.00017237i,0.00051105-0.00016871i,0.00012459-9.6699e-05i
-0.0017793-0.0023417i,-0.0015544-0.0024484i,-0.001251-0.0017771i,-0.0015059-0.00037271i,-0.0016593+0.00049903i,-0.0015976-0.00066969i,-0.00181-0.0012415i,-0.0012439-0.00072942i,0.0003952-0.00030972i,0.0018081-6.1922e-05i,0.0016484+0.00053625i,0.00072261+0.00050849i,0.00043085-0.00022044i,0.00049267-0.00051708i,0.00018633-0.00039328i,0.00025536+0.00017151i,0.0003+0.0005393i,-0.0003636+0.00031686i,-0.00045519-7.3781e-05i,0.00020918+0.00030219i,0.00040784+0.00061975i,-0.00021227-0.00043619i,-0.00015119-0.00050886i
0.00094616+0.0023411i,0.0012207+0.0019408i,0.0017498-0.00049189i,0.0010507-0.00094713i,0.0005928-0.001017i,0.00025782-0.0011222i,-0.00024465+0.00019111i,-0.00074595+0.0010631i,-0.00061244+0.00084632i,-0.00017447+0.00073558i,0.00023449+0.00039972i,0.00052063+0.0008672i,7.6686e-05+0.0013603i,-0.00013725+0.00079774i,2.1879e-05+0.00051104i,-0.00024815+0.00028382i,-0.00012281-0.00030739i,0.00052764-0.00043239i,0.00048009+0.0002116i,0.00029797+0.00019815i,8.7662e-05-0.00024616i,4.4364e-05-0.00025411i,0.00037306+0.00019718i
-0.0030509-0.0012858i,-0.0041668+0.00055087i,-0.0035685+0.0023415i,-0.00049275+0.0023651i,0.0012737+0.0013042i,0.0017207-0.00053311i,0.0014419-0.00057433i,-0.0003181+0.00010828i,-0.00067513+0.00059379i,0.00060235+0.00035214i,0.00044206+0.00012891i,-0.00021727+0.00015256i,-0.00057349-0.00026211i,-0.00072225-0.00018284i,-0.00057746-0.00013981i,-0.00051598-0.0005984i,0.0003621-0.00065734i,0.00087062-0.00047252i,0.00045612-0.00088039i,0.00012578-0.0010197i,-0.00029202-0.00077558i,-0.00049226-0.00033226i,-0.00024205-0.00023182i
0.0016399+0.00015597i,0.0014607-0.00040815i,0.0011854-0.00080639i,0.00087096+0.00085805i,0.00088978+0.0014915i,0.00080617+0.00026929i,0.00019337-6.1108e-05i,-0.00018571+0.00081934i,3.1831e-05+0.00096551i,-0.00022899-8.2206e-05i,-0.000584-2.7099e-05i,-0.00054982+0.00026312i,-0.0008689-4.1077e-05i,-0.001122-0.00045502i,-0.00086117+5.7543e-05i,-0.00091241+0.00050056i,-0.00087473+9.1143e-05i,-0.00066322+0.00022598i,-0.0010241-0.00018135i,-0.0013289-0.00052604i,-0.00076254-0.00034886i,-0.00015558-8.1453e-05i,-0.00023917+8.0549e-05i
