-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
0.00059493-0.00011312i,-0.00019633-0.00073541i,-0.00044955+0.00040503i,0.0002777+0.00083048i,0.0010631-3.3017e-06i,0.0010811+0.00043343i,0.00044631+0.0013864i,0.00018552+0.00061277i,-0.00027325-0.0005364i,-0.00060163+0.00010291i,-0.00016157+0.0013732i,0.00054285+0.00042022i,0.00065587-0.00049077i,0.00035379+8.4485e-05i,0.00025441-0.00061848i,0.00024209-0.00074447i,0.00015903+0.00034789i,0.00029947+0.00061237i,0.00013127-0.00024745i,-0.00016306-0.00060304i,-0.00031348-0.00011495i,-0.000303+0.0008361i,-0.0005809+0.0012326i
-0.00049256+0.00031226i,-0.00064035+0.00081087i,0.00026083+0.0022802i,0.00091552+0.002091i,0.00089581+0.0011657i,0.00019556+0.0010951i,-0.00062469+0.00096438i,-0.00027607+0.0006776i,6.6071e-05+0.00048765i,0.00014726+0.00078903i,0.00028057+0.00070428i,0.00080053+0.00028836i,0.0014678-0.00014218i,0.000726-0.0006111i,-0.00022582-0.0012365i,-7.7804e-05-0.00077074i,0.00014965-0.00022708i,-0.00013421-0.00019071i,-0.00054784-0.00038955i,-0.00066889-0.00031091i,-0.00083876+0.00018992i,-0.00030917+0.0003542i,-0.00015155+0.00021528i
0.0028497-0.00081762i,0.003531-0.00022997i,0.0018548-0.0014146i,0.0007829-0.0025502i,0.00086446-0.0016489i,-3.6648e-05-0.0003687i,-0.00087557+0.00059639i,-0.00058311+0.00091046i,-0.00015776+0.00043987i,-0.00014597-0.00029566i,1.4201e-05-0.00067208i,-0.00018604+9.3505e-05i,-0.00052182+0.0010053i,-0.00016965+0.0007869i,7.7077e-05+0.00037429i,-0.00055639+0.00061714i,-0.0005956+0.0005806i,5.3865e-05+0.00016142i,0.00067474+0.0002882i,0.00086201+0.0013947i,0.00073153+0.0015006i,0.00071271+0.0010593i,0.00040243+0.00080136i
0.00025635-0.00062495i,-0.00036813-0.0010377i,-0.00066227-0.00056148i,-0.00045111-0.00039457i,0.00041025-0.00010938i,7.825e-05+0.0007339i,-0.00032606+0.0010225i,0.00025533+0.00038077i,-0.00020125+0.00053419i,-0.00030808+0.0013293i,-9.3582e-05+0.00074028i,0.00037073+0.00017441i,0.0012138+0.00022761i,7.044e-05-9.1199e-05i,-0.00045764-0.0004309i,1.7337e-05-0.00030675i,5.8793e-05-0.00064671i,1.8962e-05-8.8138e-05i,-0.00057557+0.00077797i,-0.00081964+0.00096454i,-0.00055819+0.00046834i,-0.00038783-0.00051669i,-0.00040692-0.0002904i
-0.0018263+0.0011183i,-0.0013762+0.0015522i,-0.00071279+0.0031747i,0.0010885+0.0025218i,0.0023646+0.0015989i,0.0015208+0.00094993i,0.00071227+0.00015545i,-0.00031018+0.00036955i,-0.00073131+0.0006791i,-0.00020546+0.00020605i,0.00061465-0.00015372i,0.00099082-3.0203e-08i,0.00075742-7.9181e-05i,0.0007171-0.00035764i,8.0484e-06-0.00034505i,-0.00046447-0.00010049i,-0.00045766-0.00023006i,9.3334e-05-0.00021305i,0.00073514+0.00042853i,0.00092205+0.00031808i,0.0010032-0.00028762i,0.00038337-0.00066445i,-0.00050972-0.00096309i
-0.00039055-0.0013312i,0.0003419-0.0017132i,0.00011136-0.0017324i,-0.0005279-0.00074598i,0.0001927+0.00031199i,0.0006694-8.1905e-05i,0.00052374-7.8805e-05i,0.00058746+0.0011572i,0.00071703+0.0011762i,-0.00024652+0.00017028i,-0.00036029-0.00059139i,-0.00015925-0.00084599i,-0.00040182-0.00066827i,-0.00048934-0.00054605i,-0.00021101-0.00024518i,0.00051157+0.00023544i,0.00023751+0.00014514i,-0.00014996+2.6606e-05i,-0.00048527-7.2524e-05i,-0.00065934-0.00030969i,-0.00040077+0.00017088i,-9.489e-06+0.0010901i,-3.0136e-05+0.0015229i
-0.0014959+0.0012752i,-0.0015448+0.0012445i,-0.0020359+0.0025017i,-0.0014467+0.0031408i,-4.8623e-06+0.0019235i,0.0011152+0.0007248i,0.001293+0.00053419i,0.00053262+0.0011541i,-0.00022318+0.0012514i,-0.00035647+0.0012529i,0.00017878+0.0015089i,0.00087666+0.00085551i,0.00040986+0.0004484i,-0.00014566-6.2141e-05i,0.00013413-0.00073395i,0.00023773-0.00074277i,-0.00014441-0.0013174i,-0.0001927-0.0011873i,-0.00047123-0.00048837i,-0.00046465-0.00038589i,-0.00037904-0.0006189i,-0.00049424-0.00069851i,-0.00036798-0.00048031i
-0.0011066+0.0027462i,-0.00021256+0.003094i,0.00044336+0.0030461i,0.0020032+0.0018464i,0.0028784+0.00063178i,0.0021468-0.00015384i,0.00052003+0.00010431i,-0.0012934+0.00057537i,-0.0011394+0.00083684i,0.00027345+0.0002813i,0.00093896-0.00024551i,0.00040815-0.00022138i,0.0002872-0.00093922i,0.00085385-0.0015407i,0.00038927-0.0010695i,-7.8193e-06-0.0011792i,-0.00042053-0.0014156i,-0.00076811-0.00091975i,-0.0005549-0.000197i,-7.4793e-05+0.00034199i,0.0002394+8.485e-05i,0.00029495-0.00026865i,0.00069439-0.00012912i
-0.0010174-0.001484i,-0.00061773-0.00080969i,-0.00066864+0.00072931i,-4.555e-05+0.0014917i,0.0012545+0.0014013i,0.0011441+0.0010875i,0.00011269+0.00074074i,-0.00034062+0.00026116i,-0.00024238+0.00014777i,-5.2431e-05+0.00048691i,0.00029448+0.00097917i,0.00099374+0.0012229i,0.00093938+0.00048151i,-0.00046277-0.00056857i,-0.00093522-0.00090013i,-0.00021898-0.00062233i,-0.00044281-0.00055394i,-0.00026581-6.8143e-05i,-6.2413e-06+8.6556e-05i,-0.00034752-0.00020147i,-0.00075161-0.00048959i,-0.0010531-0.00058005i,-0.00073743-0.00073012i
-0.0011371+0.000329i,-0.0017586+0.00013906i,-0.001743+0.00046486i,-0.0011691+0.00089454i,-0.00020006+0.00090412i,-0.00012478+0.00088401i,-0.00052775+0.0011355i,-0.00058408+0.0013299i,-0.00068048+0.0011244i,-0.0010875+0.00090275i,-0.00069285+0.00051522i,0.0005055+0.00031843i,0.00057826+0.00046909i,0.0006614-0.00014206i,0.00079094-0.00057729i,0.00084344-0.00019903i,0.00077568-1.2518e-05i,0.00095652+0.00016456i,0.00060593+0.00031225i,-0.00023105+0.00083118i,-0.00030641+0.00097711i,-0.00016045+0.00061005i,0.00020933+0.0010218i
0.00084324-0.00034688i,0.00011139-0.0010228i,0.00034414-0.0013912i,0.00013361-0.00085916i,-0.00031392+0.00013719i,-0.0010975-0.00023713i,-0.0020774+4.3996e-05i,-0.0016565+0.00090135i,-0.00040448+0.0007291i,0.00025116+0.00020705i,0.00074372+0.00025003i,0.00073187+0.00036051i,0.00045836+0.00037315i,-0.00022014+0.00051121i,-0.0004949+0.00038246i,0.00055986+4.1892e-05i,0.0006751-0.00048341i,-2.4595e-05-0.00091319i,-0.00058042-0.00026437i,-0.0003729-5.2031e-05i,0.00048643+9.4676e-05i,0.00031975-0.00024845i,-0.00024784-0.00070395i
-0.00018396+0.0021267i,0.00065571+0.0012996i,0.0011349+0.001093i,0.001244+0.00083044i,0.0012587+0.000991i,0.00057279+0.00046419i,0.0003666+0.00013726i,0.0002608+0.00083319i,6.7813e-05+0.0010631i,0.00037653+0.0011783i,0.00043533+0.0010456i,0.00087028+0.0005727i,0.00080957-0.00012873i,-4.7475e-05-0.00046597i,-0.00041771+0.00013696i,0.00011131+1.6745e-05i,0.0010205-0.00061895i,0.0010392-0.00057257i,4.9939e-05-0.00041404i,-0.00050011+0.0004693i,-0.00021298+0.00035613i,0.00033556-0.00083151i,6.2037e-05-0.0010587i
-0.0001533+0.00030424i,0.00058417+0.000557i,0.00118+0.00069754i,0.00061208+0.0011044i,0.00026751+0.001053i,0.00019907+0.00095704i,-0.00036813+0.00089443i,-0.0010698+0.00056061i,-0.0010153+0.0006867i,-9.0755e-05+0.0009454i,0.00014696+0.00095151i,-0.00025931+0.00028802i,0.00032685-0.00032703i,0.0010504-0.00048805i,0.0010896-0.00033157i,0.00080157+0.00025323i,0.00064377-0.00024022i,0.00048845-0.00074317i,0.00031099+4.0392e-05i,0.00053277+8.0535e-05i,0.00045345-3.3837e-05i,-0.00043373+0.00011518i,-0.00082528-0.00021435i
-0.0015142-0.00059754i,-0.00033974-0.00012332i,-0.00095187-0.00046611i,-0.0020502+0.00039206i,-0.0016532+0.0009165i,-0.00093341+0.00016901i,-0.00095964+3.6301e-06i,-0.00017853-0.00033091i,0.00074206-0.00013823i,0.00065438+0.00055084i,0.00038429+0.00060359i,-0.00022958-0.0001388i,-0.00014852-0.00090158i,0.00059203-0.0014179i,-0.00026141-0.001587i,-0.0010027-0.0015838i,-0.00074223-0.0017496i,0.00020924-0.0015032i,0.00088738-0.00047998i,0.00074509-0.00011777i,0.00098686-0.00036681i,0.0011471-0.00042959i,0.00091565-0.00059088i
-0.0016114+0.0008263i,-0.0016366+0.0019809i,-0.0014022+0.0029393i,-0.00013347+0.0028151i,0.00056434+0.0018117i,0.00037733+0.00053616i,-1.2012e-05+0.00017575i,-0.00034182+0.0011144i,-9.2301e-05+0.0016642i,0.00051433+0.001699i,0.00034428+0.00047462i,0.00037005-0.00040172i,0.00041182-7.2279e-05i,0.00031576-0.00050806i,0.00075385-0.0010603i,0.00061025-0.00060037i,0.00067976+6.4426e-05i,0.00095228+3.2169e-05i,0.0009951+0.00039087i,0.0013172+0.00076867i,0.0014143+0.0010911i,0.00072462+0.0013348i,-0.00036254+0.00087795i
-0.0013986+0.00059458i,-0.00083116+0.00010927i,-0.00050662+0.00067998i,0.00076682+0.00089892i,0.0015015+0.0012515i,0.0010678+0.0015384i,0.00060425+0.0012097i,0.00082252+0.00099599i,0.00035587+0.00085274i,-0.00029155+0.00053698i,-0.00013585+1.4141e-05i,0.0002451+0.00037553i,0.00066785+0.00085589i,0.00051686-5.4595e-05i,0.00048676-0.00096023i,0.00051674-0.0013907i,0.00015895-0.0012502i,-0.00023155-0.00053203i,-0.0002715+0.0005239i,-0.00033454+0.00074333i,-0.0008072+0.00037915i,-0.00080117+0.00012715i,7.1037e-05+0.00024893i
-0.00036185+0.00011797i,-0.0007476-0.00014344i,-0.0016103-0.00016909i,-0.0017311+0.00052317i,-0.00068083+0.0013308i,-0.00050323+0.0013209i,-0.00058567+0.0010228i,-0.00078725+0.001392i,-0.001302+0.0011806i,-0.00099319+0.0011623i,-9.2516e-05+0.0010606i,0.00083016+0.00021356i,0.00050161-0.00047419i,0.00036955-0.00016963i,0.001325+0.00062035i,0.0015176+0.0011862i,0.0012115+0.0011466i,0.0007317+0.00053293i,0.00030771+0.00015779i,0.0005368+0.00022547i,0.00018418-0.00036025i,-0.00042535-0.00088966i,-0.00045654-0.00018438i
0.00068507+0.00079486i,4.369e-06+0.0016589i,-9.9292e-05+0.00058624i,0.001601+2.697e-05i,0.0018729+0.00064895i,0.0004512+0.00088819i,-0.00083484+0.00096871i,-0.0010616+0.00097823i,-0.00025216+0.0010643i,0.00042941+0.00080381i,0.00014211+0.00030937i,-0.00023392-0.00037979i,-0.00015736-0.00062284i,-0.00025989-0.00070126i,-0.00058658-0.00053516i,-0.00070055+0.000287i,-0.00085322+0.00033172i,-0.0010551+0.00047389i,-0.00035607+0.00069562i,0.00019037+0.00060955i,0.00012849+0.00030037i,-0.00027637-0.00029023i,-9.9572e-05-0.00044277i
0.00058996+0.00024702i,0.0015355+0.00053343i,0.00077673+6.4795e-05i,-0.00085007-0.0004797i,-0.00023307-0.00018534i,-0.00028087+0.00052971i,-0.0012515-5.5417e-05i,-0.00089325-0.00043513i,-0.00057513-0.0005413i,-0.0010605-0.00018317i,-0.0011061+0.00072368i,-0.00034722+0.001457i,-0.00056733+0.0015668i,-0.001528+0.00092887i,-0.0013236+0.00025545i,-0.00032061-0.00012466i,0.00045291+0.00045608i,0.00013361+0.00073547i,0.00011962-9.898e-06i,-0.00033244-0.00053825i,-0.0013078-0.00046489i,-0.00091606-9.7275e-05i,-0.00087562-9.8919e-05i
-0.00030946-0.0013629i,-0.0009295-0.0018524i,-0.0011994-0.00090878i,-0.00053265+0.00066917i,0.00053269+0.00076496i,0.00093571+0.0005183i,0.00080579+0.00081601i,0.0006208+0.00079169i,-6.9961e-05+0.000829i,-0.00053354+0.00084295i,-0.00016553+0.00055859i,0.00052925+0.00027939i,0.0007162+0.00046753i,0.00053872+0.00039601i,0.00017528-1.3526e-05i,-0.00017174-0.00012473i,0.00013183+8.7147e-05i,0.0001765+0.00013926i,0.00033576+0.00018772i,0.00072894+0.00025348i,0.0001475+0.00027761i,-0.00059028+1.8156e-05i,-0.00028546-0.00062369i
-4.4009e-07-0.00050758i,-0.00084532-0.0014i,-0.00099866-0.0022923i,-0.00033322-0.0010965i,-0.00028206+0.00021429i,-0.00048147+0.00016327i,-0.00095499+0.00021654i,-0.0006364+0.00041216i,-0.00034527+0.00088187i,-0.00058294+0.00080628i,-0.00078418+0.00059667i,-0.00091512+0.00036874i,-4.3827e-05-0.00024081i,0.00057403-0.001117i,0.00057634-0.0011456i,0.00059755-0.00058471i,0.00066392-0.0006752i,0.00073155-0.00030679i,0.00034219+0.00030026i,-0.00043826+0.00051864i,-0.00079702+0.00036775i,-0.00099139+0.00018804i,-0.00075476+5.2698e-05i
0.00065212+0.00036141i,0.00051996+0.00054503i,0.00019132-0.00010154i,0.00014365-9.7315e-06i,0.00014213+0.00036659i,-0.0001676+0.00080947i,-0.00028272+0.00067333i,0.00037447+0.00016437i,0.00040448+0.00022124i,0.00012615+0.00055723i,-9.9378e-05+0.00071653i,0.00031761+0.00082307i,0.0010957+0.00083386i,0.00033684+0.00035514i,-0.00067594-0.00011678i,-0.00079747+0.00013051i,-0.00068662+0.00025846i,-0.0010072-0.00026248i,-0.0012055-0.00099235i,-0.00090002-0.00035061i,-0.00027668+0.00080681i,7.3189e-05+0.00034325i,-0.000244-0.00017525i
-0.00058301+0.00040731i,7.6769e-05-0.00022299i,-0.00020131+0.0010354i,0.00052282+0.0017531i,0.0012483+0.00068149i,0.00019067-0.00048356i,-0.0010758+0.00011172i,-0.0012947+0.001149i,-0.0013446+0.0013121i,-0.00088193+0.0009128i,-0.00065899+0.00029647i,-0.0006498-0.00032557i,-0.00017819-0.00038011i,-0.00059479+7.1268e-05i,-0.0012048+0.00016291i,-0.00071915-2.0539e-05i,0.00029265+8.7182e-05i,-3.4372e-05+0.00026257i,-0.00013403+0.00033688i,-0.00017614+0.0001531i,-4.2331e-05-0.00023158i,0.00053948-9.5515e-05i,0.00060843-9.4147e-05i
0.00074287-0.0011834i,-0.00040843-0.00085931i,-0.0011393+0.000468i,-0.00076169+0.00076023i,0.00029397+9.4005e-05i,-6.0422e-06+0.00097003i,-0.0010943+0.0013636i,-0.00079581+0.00098294i,-0.00062888+0.00080386i,-0.00083408+0.0006282i,-0.00060228+0.00033878i,-0.00033732+0.00051704i,-0.00015244+0.00045827i,4.3122e-06-0.00016181i,2.8628e-05-0.00065275i,0.00052934-0.00068311i,0.00076372-0.00094228i,0.00031481-0.00094571i,-1.5096e-05+0.00023107i,-0.00037716+0.00065724i,-0.00038759+0.00012325i,-0.00029482+0.00018042i,-7.5314e-05-0.00015474i
-0.000452+0.0012198i,0.00058936+0.001466i,0.00046864+0.0013297i,2.1711e-05+0.0013492i,6.276e-05+0.0017361i,-0.00024204+0.0015673i,-0.00056792+0.0012103i,-0.0012204+0.00023108i,-0.001171-0.00072845i,5.4307e-05-0.00026619i,0.00068075-0.00014016i,0.0009717-0.00022897i,0.00093261-7.4676e-05i,0.00023008-3.2392e-06i,7.8781e-05-7.6093e-05i,0.00042627+8.2403e-05i,0.0008548-0.00016317i,0.0011386-0.00050527i,0.00022214-0.00076312i,-0.00095846-0.00091818i,-0.00036367-0.00081512i,0.00064804-0.00065472i,0.00057366-0.00083173i
0.00048962-0.00042799i,-0.00011409-0.00068555i,-1.2582e-05-0.00090013i,0.00077157-0.00098569i,0.00068423-0.00079566i,7.1724e-05-0.00020557i,-0.00037399+0.00057052i,-0.0001518+0.0013636i,9.2884e-05+0.0012752i,-0.00056288+0.00082435i,-0.0010841+0.00029542i,-0.00012968+0.00040452i,0.0008412+0.0012295i,0.00047555+0.0010767i,0.00023949+0.0004701i,0.00042834+0.00012586i,0.00030254-0.00020323i,-0.00023995-0.00034916i,0.00032261+0.000427i,0.00073494+0.0012663i,-0.00023812+0.001345i,-0.0011212+0.00021294i,-0.0015852-0.00017163i
-0.0019603+0.00045171i,-0.0015287+0.00020425i,-0.001817+0.0010904i,-0.00037289+0.0014577i,0.0012567+0.00061683i,0.0015071+0.00070949i,0.00014921+0.0012699i,-0.00091364+0.0010029i,-0.0010013+0.00059598i,-0.00030592+0.00065476i,0.00042526+0.0011744i,0.0010859+0.00072515i,0.0015233-2.7205e-05i,0.00079932-0.00011835i,0.0002502+3.2437e-05i,-5.9117e-05+1.1925e-05i,0.00023646-0.0002004i,0.00069743-0.00077768i,0.0002473-0.00048223i,7.4821e-05+0.00020823i,0.00035849+0.00031906i,0.00049483+0.00023848i,0.00056221+2.9931e-05i
-0.0009594+0.00095352i,-0.00054358+0.00083759i,-0.00025581+0.0012072i,0.0011282+0.0013128i,0.0024263+0.0012249i,0.0016235+0.00050176i,-0.00036627+0.00063657i,-0.0013339+0.0015963i,-0.001014+0.0017499i,0.00024755+0.0011512i,0.0011889+0.00094389i,0.0007085+0.00054864i,0.00019676-0.00036728i,-0.00040011-0.0004101i,-0.00099079-0.00087097i,-0.00099415-0.00042932i,-0.00088728+0.0001677i,-0.00032939+0.00012012i,0.00010528+0.0001923i,-0.00021202+0.00061065i,-0.00037489+0.0004615i,0.00026714-0.0006149i,0.00037757-0.00083159i
-0.00019313+0.0015292i,0.00055269+0.0011269i,0.0017384+0.0013099i,0.002428+0.00063392i,0.0021222+0.00040861i,0.00083244-0.00010414i,-0.00056077-0.00035588i,-0.0013622-0.00019991i,-0.0013476+0.00036321i,-0.00082917+0.0012239i,-0.00036363+0.0008917i,-0.00086303+0.00057779i,-0.00111+0.00089163i,-0.00042783-1.5269e-05i,9.812e-05-0.00051319i,-0.00068453-0.0003502i,-0.000918-0.00082709i,-0.00019516-0.00040203i,0.00056032+0.00087572i,0.0004678+0.0013712i,-7.7939e-05+0.001387i,-0.00028589+0.00091651i,9.0618e-05+0.00045449i
0.0015511+0.00060242i,0.0020514+0.00034138i,0.0018472-0.00060859i,0.0021946-0.00043995i,0.0015832-0.00042347i,0.00067292-0.00042966i,0.000343+0.00011329i,-0.000246+0.00081778i,-0.00055981+0.00097519i,-0.00033352+0.0012198i,-9.6791e-07+0.0012068i,-0.0004067+0.00039114i,-0.00092105+8.9418e-05i,-0.00060738-0.0001022i,-0.00057079-0.00052685i,-0.00056347+0.00020012i,-0.00048643+0.0003206i,-0.00088888-0.00020077i,-0.00058533-5.7747e-05i,0.00022413+0.00018201i,0.00064794-0.00031238i,0.00028651-0.00058113i,-0.00013196-0.00067435i
8.4313e-05+0.00084547i,-0.00051464-0.0003746i,-0.0004053+0.00013028i,-0.00063298+0.0011404i,-0.0002916+0.00097971i,-0.00020146+0.00080376i,-0.00061268+0.0011587i,-0.00079145+0.00076489i,-0.00011525+0.00043533i,0.00069956+0.0001473i,0.00045903+0.00013758i,0.00049337+0.00060675i,0.00099975-0.00035915i,0.0016935-0.0015309i,0.0013057-0.0010283i,6.2538e-05+4.525e-05i,-0.0006918-0.00017248i,-0.00087287-0.00069151i,-0.00016511-0.00025587i,-0.00039286+0.00032675i,-0.00090451+0.00037657i,1.1943e-05-3.474e-05i,-0.00022653-5.17e-05i
-0.001427+0.00056771i,-0.0010591+0.00019079i,-0.0014247+0.0011195i,-7.0869e-05+0.0023304i,0.0011096+0.0015793i,0.00060938+8.3213e-05i,-0.00049414+0.00022338i,-0.0015332+0.001445i,-0.0017807+0.001752i,-0.0013218+0.0012136i,-0.00061696+0.00067971i,0.00063546+0.00030422i,0.0014971+0.00037059i,0.0011284-0.00028815i,-0.00020897-0.0010273i,-0.00058484-0.00059204i,4.4187e-05-0.0001725i,8.5492e-06-7.094e-06i,0.0003087+0.00058436i,0.0001636+0.00024481i,-0.00086392-8.8129e-05i,-0.00069237-0.00046637i,-0.00031193-0.00085491i
6.2193e-05+0.00083656i,-0.0001397+0.00068841i,-0.00031991-0.00031898i,0.00053283+0.00031077i,0.00057491+0.00087139i,-0.00028935-4.221e-05i,-0.00018713-0.00047766i,-3.678e-05+0.0007008i,7.0154e-05+0.0010487i,3.5005e-05+0.00022477i,6.8859e-05-0.00034157i,0.00030511+0.00031667i,0.00041068+0.00021216i,0.00060874-0.00048684i,0.00063015+7.3108e-05i,0.00058423+0.00052044i,0.00027025+1.4061e-05i,-0.00081872-0.00032077i,-0.0010885-0.00026009i,-0.0007948-0.00057324i,-0.00048905-0.0003311i,0.00027106-0.00013732i,0.00031231+0.00032841i
0.00088467-0.00050382i,0.00045972-0.00012033i,0.00039901-0.00053977i,-0.00046524-0.0014836i,-0.00026917-0.0011033i,9.7142e-05+0.0001313i,-0.00089725+5.7676e-05i,-0.00090874+0.0001184i,0.00051188+0.00059701i,0.00095758+0.0011729i,0.00030169+0.00081969i,0.00020152-7.8966e-05i,0.00025979-0.00044307i,0.00017371-0.00035191i,7.1346e-05-0.00018938i,0.00065036-0.00027877i,0.00062465-0.00051947i,-3.2837e-05-0.00013639i,-0.00024749+0.00045437i,-0.00044321+0.00033201i,-0.00033217+2.207e-05i,-0.00059916-0.00011901i,-0.00081949-0.00012879i
0.0022579-0.00031745i,0.0019088+0.0004989i,0.002031-0.0007897i,0.0014788-0.00091873i,0.00075448-0.00023854i,0.00037471+0.00056722i,-3.8199e-05+0.0010389i,-0.00042566+0.00056718i,0.00025842+0.00010282i,0.00067888-0.0002624i,0.00030449-0.00039453i,5.7834e-05-8.9433e-05i,0.00035599-0.00014121i,8.5491e-05-0.0003405i,-0.00054298-0.00014804i,0.0001255+0.00053124i,0.00059232+0.00030965i,0.00026718-0.00089727i,-8.4058e-06-0.0010034i,4.6391e-05-0.00095507i,0.00049171-0.0015551i,0.00080382-0.0016894i,0.00066462-0.0011074i
-0.00032519-0.0010356i,0.00090937-0.0012367i,0.0013906-0.0010807i,0.00017883-0.00050594i,-0.00041717-0.00019958i,-0.0012774+0.00052029i,-0.0017932+0.00094073i,-0.0012768+0.0012075i,-0.00086617+0.0014736i,-0.00065503+0.00064348i,3.3493e-05+0.00024416i,0.00070972+7.2185e-05i,0.00045612+0.0001607i,-0.00034411+0.00028916i,-0.00060925-2.6097e-05i,-0.00026522-0.0002603i,0.00077825-0.00068659i,0.00082384-0.00043527i,9.1279e-05+0.00018884i,0.00017252+0.00013341i,0.00025464+0.00012338i,-0.0003219+0.00049547i,-0.00034647+0.00049614i
-0.0020145-0.00054215i,-0.0020347+0.00018399i,-0.0017792-0.00037196i,-0.0010178+0.00056374i,-0.00044928+0.0013451i,-0.00062123+0.00068025i,-0.00084424+0.00045447i,-0.00041024+0.0010238i,-0.00024166+0.00064682i,-0.00033159+0.0004942i,0.00064721+0.00096492i,0.0013122+0.0013186i,0.0010841+0.00037664i,0.00077431-0.00074409i,0.00047386-0.00069224i,0.00040459-0.00078226i,-0.00033248-0.0005469i,-0.00065547-0.00035322i,-0.00044076+0.00011269i,-0.00085923+0.00061492i,-0.00096424+0.00048319i,-0.00046461-0.00022759i,-0.00048094+0.00012279i
0.00053497-0.0015299i,0.0001695-0.00071922i,-0.0006624-0.00016531i,-0.00041178-7.4254e-05i,0.00093329+0.00015836i,0.0013377-0.00024255i,0.0006555-0.00042556i,6.9055e-05+9.4421e-05i,-0.00026572+0.00028223i,-0.00065508+0.00092257i,-0.0010672+0.00087544i,-0.00036459+0.00044684i,0.00031732-0.00023113i,0.00043942-0.00027549i,0.00036308+0.00068245i,0.00071717+0.00087962i,0.00032465+0.00094593i,-0.00084909+0.00069066i,-0.00044745+0.00020917i,0.00044412+0.00035502i,3.4822e-05+0.00073214i,-0.00024286+0.00044786i,-0.00010854-2.378e-05i
-0.0017222-0.0013129i,-0.0016082-0.0015822i,-0.0018728-0.00056588i,-0.0013384+0.00057116i,0.00016448+0.0016111i,0.0007684+0.0022794i,-0.00023108+0.0012604i,-0.00020127+0.00091305i,0.00065285+0.0018919i,0.00033234+0.0025439i,0.00039896+0.0018702i,0.00073125+0.00096388i,0.00082399+0.0002889i,0.0010788-0.00015715i,0.00093938-0.00013716i,0.0012767-0.00024797i,0.0012063+0.00013841i,7.0398e-05+0.00010757i,-0.00051185-0.00032957i,-8.7648e-05+0.00042211i,-0.00028896+0.0010483i,-0.00045201+0.0010642i,0.00012375+0.00029246i
0.0011419-0.0002096i,0.002308+0.00051532i,0.00213+0.00043833i,0.0012528-0.00039265i,0.00051045-0.00038585i,2.3224e-07-0.00049451i,7.8591e-05-0.00091149i,0.00048076+0.00020023i,0.00045555+0.0014871i,-0.0001608+0.0012374i,-0.00085151+0.00023064i,-0.00026094-0.0010864i,0.00069206-0.0012286i,0.0004686-0.00021112i,0.0004112+0.00036792i,0.00013155+9.0482e-05i,-0.00058831-0.00043882i,-0.00075162-1.3122e-05i,-0.00058318+0.00099424i,-0.00020552+0.00082636i,-0.00070301-0.00021285i,-0.00071968-0.00042003i,-0.00048919+0.00064842i
-0.0006424-0.00040952i,-0.0014046-0.00064362i,-0.0009846-0.00066515i,6.2061e-05+4.8391e-07i,0.0010143+0.0012791i,0.00067295+0.001671i,-0.00026743+0.00078758i,-0.00037137+0.0010485i,-0.00038437+0.0020093i,-0.00022676+0.0026105i,-8.8227e-05+0.001881i,9.4707e-05+0.0005338i,0.00046158+7.0572e-05i,0.00074897-0.0005435i,0.00062151-0.0013281i,0.00026244-0.0013904i,0.00034222+1.4853e-05i,-0.00029079+0.0010778i,-0.00049716+0.0005353i,-0.00056286-6.4462e-05i,-0.00058809-0.0003351i,0.00011758-2.2423e-05i,0.00048885+0.00044448i
8.194e-06-0.00034586i,-0.00091486-0.00075768i,-0.0013014+0.00042468i,-0.00061227+0.0015096i,-0.00016457+0.0016055i,-0.00019747+0.0010496i,-0.00065274+0.00075391i,-0.0001733+0.00051647i,0.00029913-5.9505e-05i,0.00032268-0.00020919i,-0.00010794-1.4314e-05i,-2.8389e-05-0.00026998i,0.0011352-0.00045267i,0.0010536-0.00046208i,-0.00013615-0.00094902i,9.6208e-05-0.00073752i,0.00044021-0.00029241i,-0.00012342+8.4046e-06i,0.00052964-8.4274e-05i,0.00054543-0.00022569i,0.00025275-0.00016182i,0.00018839+7.4135e-05i,-0.0011456-6.0902e-05i
0.00020361+4.3688e-05i,0.00062802+0.00085684i,0.00023789+0.0014468i,-0.0006299+0.0018494i,-7.8862e-05+0.0013439i,0.00050635+0.00040306i,-0.00048153-0.00020343i,-0.00094111+8.6496e-05i,-0.00026237+0.00036684i,0.00022306+0.0010239i,-0.00019857+0.0018784i,-0.00040284+0.00099332i,-0.00010983-0.00046957i,0.00044715-0.0006522i,0.00086232+0.00034809i,0.00039841+0.00038793i,-0.00020575-0.00013854i,-0.00035744-0.00019083i,-0.00070322+3.9763e-05i,-0.0013834-0.00013545i,-0.0010276-0.00016895i,0.00047757-0.00021552i,0.00068333-0.00044593i
