-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
0.00062675-5.9693e-05i,-0.00017135-0.00078342i,-0.00085564-0.0011877i,-0.001706-0.00087158i,-0.0026065-6.822e-05i,-0.0019269+0.00051654i,-0.00058197+0.00075336i,-0.00023893+0.00096684i,0.00024933+0.0004932i,0.00075929-0.00064556i,0.00068422-0.00079963i,0.00057346-0.00013022i,0.00011025+0.00030721i,-0.00031942+0.00063873i,0.0002745+0.0010728i,0.00097642+0.00049342i,0.0010485-3.3801e-06i,0.00069516+0.00025346i,0.00037335+0.00073541i,4.5398e-05+0.00043849i,-0.00019881-6.0801e-05i,-0.00044151-0.00030175i,-0.0004365-0.00045038i
0.00025288-0.00029223i,0.00030719+0.0013878i,-0.00024993+0.0023106i,-0.00084564+0.002471i,-0.00069906+0.0028482i,-0.00043062+0.002481i,-0.00034864+0.00137i,-0.00037776+0.00034436i,-9.8707e-05+0.00091518i,-7.9478e-05+0.0015766i,-0.00035333+0.00081029i,-0.00062363+1.4818e-05i,-0.00081092-0.00073958i,-0.00086183-0.00072448i,7.6082e-05-0.00068374i,0.00068973-0.00069435i,0.00029753-0.00020536i,0.00042607+0.00036674i,0.00018479+0.00015118i,-0.00053794-0.00016324i,-8.7038e-05+7.5741e-05i,0.00084068+1.5092e-05i,0.00048914+0.0007351i
-0.00089891-0.00029997i,-0.0010733-0.0010857i,-0.0023189-0.00079812i,-0.0025163+0.00045318i,-0.0018013+0.0015163i,-0.00051999+0.00082873i,0.00057911-0.00025631i,0.00095817+0.00054865i,0.0010335+0.0015814i,0.00085933+0.0017285i,0.0004337+0.0011392i,-0.00039579+0.00050609i,-0.00025648+5.8947e-05i,-3.0483e-05+0.00018374i,-0.00043834+0.00079136i,-0.00046725+0.00082473i,-0.00078742+0.00017521i,-0.00048613-0.0005144i,0.00054298-0.0010406i,0.00027928-0.00074519i,-0.00073127-0.00046168i,-0.0004009-0.0004528i,-0.00044705-4.6017e-05i
0.0012651-0.00061921i,0.00069878-0.00058109i,-0.00049335-0.00035427i,-0.00076973-0.00027106i,0.00017022+7.1968e-05i,7.3921e-05+0.00014141i,-0.00043108+0.00011971i,0.0001707+0.00060063i,0.0014272+0.00077038i,0.0014488+0.00029728i,0.00014254-0.00034958i,-0.00091027-0.00041331i,-0.00092028+0.00059032i,-0.00053487+0.001146i,0.00071779+0.0014383i,0.0011365+0.0011042i,-0.00014118+0.00075873i,-0.00053679+0.00078721i,0.0003042+0.00020729i,0.00074251+0.00039334i,0.00039505+0.00073057i,0.00030465+0.0001767i,0.00049603-0.00056248i
0.0013875-0.001188i,0.0015097-0.001201i,0.00077837-0.0011683i,-0.0013873-0.00097451i,-0.0022635+0.00041613i,-0.0011897+0.0013534i,-0.00045431+0.00012724i,-0.00038678-0.00031064i,-0.00045745+0.00038425i,-0.00029728+0.00032857i,0.00010489-4.4191e-05i,0.0006213-0.00064241i,0.0010361-0.00044895i,0.00060117+3.8725e-05i,-1.3776e-05-0.0005466i,0.0002879-0.00068552i,0.00038528-0.0005736i,8.6886e-05-0.00046657i,-0.00030128+0.00033601i,-0.00048804+0.00083751i,-0.0002479+3.5008e-05i,6.4556e-05-0.00026636i,9.0713e-05+0.00012976i
-0.00080718+0.00012934i,-0.00042483+0.0013304i,-0.00057037+0.0021142i,-0.00057133+0.0024356i,-8.7379e-05+0.0026603i,0.00085478+0.0019153i,0.00081611+0.00071803i,0.0001932+0.00042401i,-0.00024907+0.0016901i,9.1643e-06+0.0013028i,0.00072327+0.00043533i,0.00055375+0.00063899i,-6.6082e-06+0.00067154i,-0.00058525+0.00064438i,-0.00054407+0.00076327i,-0.00039906+0.00024393i,-0.00033435-0.00056748i,-3.9676e-06-0.001049i,0.00046472-0.00062621i,-2.2002e-05+0.00060277i,-0.00071447+0.0011453i,-0.0003831+0.00046897i,3.2171e-06-0.0001604i
-0.00076979+0.00098406i,-0.0010534+0.00096544i,-0.00021642+0.0020613i,-0.00018809+0.0036234i,-0.00046368+0.0039323i,0.0012808+0.0024622i,0.0013305+0.00064912i,0.00013226+0.00050936i,-4.9302e-05+0.0013736i,0.00024734+0.0019669i,0.00026818+0.0021336i,0.00048169+0.0013118i,-0.00015318+0.000663i,-0.00060627+0.0010193i,-0.00081958+0.00098179i,-0.00068917+0.00024687i,-0.00033541+0.00044659i,-0.00023895+0.0013135i,0.00037883+0.00057556i,0.00093302-0.00060445i,-5.5411e-05-0.00069435i,-0.00069712+0.00014217i,1.0666e-05+0.00067785i
-0.00024979+0.0019206i,4.8846e-05+0.0013975i,-0.0001967+0.00011316i,-0.00079118+0.00048783i,-0.0003182+0.00096723i,0.00024676+5.7268e-05i,0.00038433-0.000953i,0.00050191-0.0011478i,0.00035631-0.0004114i,0.00019029+0.00013195i,0.00013307-3.0066e-05i,0.00026597-4.9274e-05i,-1.4949e-05-4.3383e-05i,-0.00028413+0.00044929i,-0.00051887+0.00072081i,-0.0011196+0.00050604i,-0.00050731+0.00063391i,0.00050623+0.00010506i,0.00063278-0.00014348i,0.00087022-3.2268e-05i,0.00055748+0.00040214i,0.00040943+0.00046898i,0.00025864+2.5825e-05i
-0.0010566+0.00083875i,-0.0014272+0.0016354i,-0.0014408+0.0027343i,-0.0022088+0.003385i,-0.0023233+0.0028087i,-0.0011769+0.00092088i,-0.00039765-2.5255e-06i,-0.00096817+0.00089432i,-0.00043192+0.0013471i,0.00079679+0.00070855i,0.0010013+0.0007302i,0.0006716+0.0005864i,0.00022993-0.00048173i,0.00020927-0.00063499i,0.00015264+0.0002755i,-0.00040953+0.00092481i,5.3645e-05+0.0010809i,-7.1008e-05+0.00083558i,-0.00060482+0.00021057i,-2.2792e-05-0.00034285i,0.00069731-0.00018705i,0.00073204+0.00032109i,0.00033164+0.00024124i
-0.0002806-0.0012978i,-0.00068596-0.00075864i,-0.0019538+0.00013729i,-0.0030007+0.0010321i,-0.0023156+0.00092578i,-0.00069687+0.00072762i,0.00051824+0.00024191i,0.00042091+0.00046484i,9.1412e-05+0.00075304i,0.00044317+0.00099108i,0.0011509+0.0013193i,0.0012769+0.00085435i,0.00096663+0.00040744i,7.4398e-05+0.00018617i,-0.00035792-1.7102e-05i,-1.9244e-05-0.0007015i,0.00038904-0.0005676i,0.00026754+8.3944e-05i,-0.00030683-8.1925e-05i,-0.0003584+9.1796e-05i,-4.4371e-05+0.0003129i,0.00013742-3.6747e-05i,0.0005739-0.00024133i
-0.0016094-0.001959i,-0.002092-0.00047007i,-0.0025047+0.0011749i,-0.0027291+0.002807i,-0.00087878+0.0034469i,0.0013306+0.0026679i,0.0013344+0.0017239i,-0.00026851+0.00077225i,-0.00069143+0.00069923i,5.4447e-05+0.0012942i,0.00022328+0.00078494i,0.00013445+0.00041896i,0.00022815+0.00077805i,-0.00013655+0.00084347i,-7.5387e-05+0.00016494i,0.00027125-0.0004426i,0.00037013-0.00034031i,0.00030015-0.00013292i,0.00050522-0.00035841i,0.00052829+0.00054365i,0.00027441+0.00077701i,0.00034933+0.00018903i,0.00049279+1.581e-05i
-0.00071124+0.00029608i,-0.0014001+0.00049724i,-0.0012327+0.00076121i,-0.001498+0.0013391i,-0.0012795+0.0013446i,-0.00086715+0.00040087i,-0.00060718-0.00042226i,-0.0009165+0.0001447i,-0.00097014+0.0015651i,-6.6826e-05+0.0016099i,0.00012413-5.7994e-05i,-0.00045456-0.00025626i,-0.00045861+0.00081675i,-0.00049739+0.00083784i,-0.00084216+0.00043675i,-0.0001622+0.00063208i,0.00039831+0.0007798i,0.00034183+0.00024705i,0.00049209-0.00030592i,0.00038142-0.00063343i,0.00016913+5.5666e-05i,-0.00024367+0.00068875i,-0.00061993+0.00037848i
0.00047169-7.1307e-05i,0.00047167-0.00040337i,-0.00015801-0.00019984i,-0.0011333+7.4078e-05i,-0.0016196+0.00059874i,-0.00092602+0.0010687i,-0.00055659+0.00040471i,-0.00065582+0.0002884i,0.00029028+0.00066602i,0.0007707+0.0007281i,0.00053361+0.00084683i,0.00016682+0.0011591i,-0.00019294+0.00081613i,-0.000306+0.00054706i,-0.00072855+0.001129i,-0.0011388+0.0012283i,-0.0011861+0.00062315i,-0.00061356+4.124e-05i,-0.00048371-0.00015254i,-0.0003689+0.0001828i,0.00010922+0.00073772i,0.00017435+0.00013875i,0.00069107-0.00059662i
-0.00010554-0.00036193i,-0.00099481+0.0001792i,-0.0019604+0.0010414i,-0.0027972+0.0019348i,-0.0029651+0.0017999i,-0.0015065+0.0012953i,-0.00051568+0.00074274i,-0.0003311+0.00078963i,0.0005691+0.0018919i,0.0015773+0.0022302i,0.0011874+0.0016198i,0.00077353+0.00073899i,0.0006543+0.00050596i,0.00012117+0.00089882i,0.00074113+0.00056496i,0.00082615-0.00039877i,0.0003677-0.00093474i,0.0003892-0.00061022i,7.9429e-05-0.00018657i,0.00028295+5.6937e-06i,2.4699e-05-0.00062593i,-9.9858e-05-0.0012038i,0.00076094+0.0001619i
-0.0002317+2.2644e-05i,-0.00076786-0.0004072i,-0.0013193+0.00059913i,-0.0018372+0.0022111i,-0.001448+0.0014814i,-9.615e-06+0.00053264i,0.00071466+0.00066638i,0.001014+0.00099486i,0.00097683+0.0013472i,0.00039656+0.0016325i,-0.00048539+0.00077543i,-9.2411e-05+0.00019647i,0.00037664+0.00032102i,0.00027474+0.0005676i,0.00028365+0.0011845i,0.00081929+0.0011484i,0.00086296-7.6766e-05i,0.00034632-0.00052856i,0.00024024+0.00038307i,9.2403e-05+0.00047359i,-3.0498e-06-0.00013548i,0.00056201+0.00011556i,0.00060741+0.00028412i
-0.00013173-0.0014234i,-0.00039727-0.0005617i,-0.00096395-0.00064648i,-0.0027155+0.00016313i,-0.0027261+0.001513i,-0.00083281+0.0018968i,0.00084105+0.00093438i,0.00046956-0.00037227i,0.00019752-0.00024594i,0.00095717+0.00078258i,0.00043431+0.00056268i,-8.0658e-05+0.00094513i,-0.00043144+0.0010063i,-0.00021462+0.00070036i,0.00064667+0.00060887i,0.00029077+0.00055052i,-0.0007249+5.165e-05i,-0.00098285-0.00059232i,-0.00049586-0.00079341i,-0.00010254-0.0007684i,-0.00029128-0.0004331i,-0.00037415-6.0803e-05i,-5.2206e-05+0.00032254i
0.00033111-0.00013971i,-9.8935e-05-0.00039507i,-0.0012971-4.8651e-05i,-0.0026503+0.00099603i,-0.0025412+0.0006666i,-0.00083607-0.00036652i,0.0003743-0.0010746i,3.8209e-05-0.00034852i,-0.00065181+0.00046827i,-0.00023892+0.00075926i,0.00018976+0.00095026i,-0.00017285+0.0011548i,-0.00013048+0.0013333i,0.00028353+0.00080498i,0.00012299+0.0004383i,-0.00010822+0.00028195i,-0.00030516+0.00014923i,-0.00022407+0.00024205i,0.00022424+0.00028331i,-1.8777e-05+0.00056103i,-0.00014264+0.00079657i,0.00065651+0.00013967i,0.00086276-0.00022588i
-0.00088991-0.00091279i,-0.001752-0.0011336i,-0.0033676+0.00018095i,-0.0039833+0.0014135i,-0.0033177+0.0021165i,-0.0014934+0.0013162i,-0.00072194-4.3298e-05i,-0.00062729-0.00048851i,0.00042247+0.00065206i,0.0010888+0.0023281i,0.0012372+0.0021987i,0.00076709+0.0013066i,0.00060248+0.00064457i,3.7344e-05-3.1257e-05i,3.2257e-06-0.00033656i,8.3784e-05+0.00046685i,-0.00045466+0.00077102i,-0.00029657+0.00026787i,-0.0001797-9.2914e-07i,-0.00052071-0.00044598i,-0.00017015-0.00089217i,0.00032797-0.00062943i,0.0004892-0.0002718i
0.0013743+0.00018073i,0.00010366-0.0005065i,-0.00041727-0.00092259i,-0.00076455-3.068e-06i,-0.00012904+0.0010909i,0.00062872+0.0013324i,0.0014236+0.00074204i,0.001281+0.00090806i,0.001258+0.0015626i,0.0013895+0.00099228i,0.00078548+0.00057612i,0.00017275+0.00046886i,-0.00017635+0.00025371i,-0.00075123+0.0012061i,-0.0010868+0.00088098i,-0.0005681-5.9423e-05i,0.00010061-0.00034813i,-0.00026538-0.00075761i,-0.00085294-0.00063473i,-0.00063778-0.00049086i,-0.00044984-0.00039223i,-6.1785e-05-0.00020662i,0.00042336-0.00018629i
0.00097786-0.00036211i,0.0011912-0.0005213i,0.00064413-1.0198e-05i,-0.00050509+0.00092926i,-0.00082243+0.0010589i,-0.00084475+2.3124e-05i,-0.00087501-0.0010274i,-0.00096254-0.00041899i,-0.00022076+0.00068319i,0.00085684+0.00033203i,0.0014552-0.00010316i,0.00056301+0.00021698i,-0.00070363+0.00055869i,-0.0010693+0.0010251i,-0.00044939+0.00059138i,-0.00015617+4.448e-05i,-0.00050532-5.5347e-05i,-0.00045229-0.00072103i,-0.00013158-0.0011201i,-0.00065979-0.00049347i,-0.0012304+0.00020926i,-0.00014554+0.00050371i,0.00028972+0.00061095i
0.00029685-0.0009049i,0.00010313-0.00073866i,-0.0013922-0.00045053i,-0.0020239+0.00031206i,-0.0010556+0.00069721i,0.00052196+0.00061681i,0.00038521+0.00037164i,-0.00031068+0.00025859i,0.00030786+0.00090326i,0.00056429+0.00088545i,0.00029374+0.00046827i,0.00098873+0.00030472i,0.0010335+8.9671e-05i,-6.5129e-05-7.6449e-05i,-0.00034428+0.00012729i,0.00029736+0.00011707i,0.00030879-0.00011876i,0.00075204-0.00080774i,0.0011889-0.00058554i,0.00052807-0.00016824i,0.00019536-0.00019277i,-0.00031005-0.0002138i,-0.00081425-0.00050055i
0.00097153+3.1174e-05i,0.0013989+0.00014884i,-0.00021844+0.0011442i,-0.0022492+0.0018574i,-0.0020595+0.0016021i,-0.00026823+0.0006123i,0.00088785+0.0003702i,0.00070142+0.00082188i,0.00064391+0.00090393i,0.00071309+0.00060627i,0.00013281+0.00040935i,0.00022443+0.00050652i,0.00063355+0.00023246i,2.3369e-05-0.00015168i,-0.00052929+7.5312e-05i,-0.00025829+0.00042751i,-0.00034048+0.00022508i,-0.00036587+6.9224e-05i,0.00049609+0.00049889i,0.00054839+0.00075363i,-0.00045967+0.00067453i,-0.00051318+0.00040455i,0.00016557-0.000157i
-0.00090375+0.00045844i,-0.00059441+0.00073544i,-0.00064163+0.0011222i,-0.0012152+0.0019058i,-0.0020669+0.0022983i,-0.0011687+0.0010085i,7.0685e-05+0.00034332i,0.00062063+0.00074732i,0.0010958+0.0013996i,0.001652+0.0019196i,0.0017511+0.0017165i,0.0010599+0.00053218i,1.2785e-05-0.00063805i,-0.0002947-0.00072424i,-0.00048584+0.00012915i,-0.00016798+0.00078397i,0.00033186+0.00094789i,-0.00017152+0.00082797i,-0.0006619+0.00057881i,-0.00030287+0.00045072i,-0.00019452+0.00019117i,-0.00044009+0.00040326i,-0.00030774+0.00054166i
-0.00079857-0.00023929i,-0.0005743+0.00048201i,-0.0010758+0.00076168i,-0.0017914+0.001054i,-0.00083119+0.001057i,0.00063489+0.0013404i,0.0012916+0.00080366i,0.00066161+0.00067165i,-6.3409e-05+0.00064041i,0.00037659+0.00071469i,0.00043783+0.00086337i,-0.00022036+0.00058419i,-0.00024166+0.00050592i,-0.0001585+0.00043109i,-0.00059398+0.00052176i,-0.00070605+0.00042368i,-0.0010107-9.3893e-05i,-0.0009491-0.00018332i,-0.00094566-0.00015834i,-0.00066936-0.00042818i,0.0001078-0.00035805i,0.00052269+0.00042152i,0.00076012+0.00049871i
-0.00068485-0.0013841i,-0.00023595-0.00059447i,-0.0010599+0.0012489i,-0.0026667+0.0018969i,-0.002487+0.0020562i,-0.0010142+0.0019612i,-0.00011178+0.0014258i,-0.00041124+0.00087355i,-0.00087138+0.0013482i,6.9016e-05+0.0014364i,0.00048915+0.00096108i,0.00055582+0.00092906i,0.00070779+0.0010985i,0.00016138+0.0013809i,-0.00010192+0.00091344i,0.00077276+0.00048782i,0.00092242+0.00018159i,0.00055501-0.00070856i,0.00037945-0.00025273i,0.00018858+0.00031641i,0.0001025+0.00016451i,0.00036085-2.467e-05i,0.00056254-0.00026395i
-0.0003486+0.0013971i,-0.0002094-0.00010828i,0.00032281-0.00045377i,-1.039e-05+0.00044178i,-5.1027e-05+0.00052006i,0.00054895-0.00089312i,0.00014538-0.001424i,-0.00059225-0.00075917i,-0.00022638+0.00029212i,-3.3046e-06+0.00054837i,-0.00023566+0.0001407i,0.00029573+0.00025116i,0.00041288+0.00055536i,-0.00013221+0.00029245i,-0.00014954-0.00025784i,-0.00070804-0.00028283i,-0.00087474-0.00029564i,0.00021614-0.00044531i,0.00071224+2.4473e-05i,-8.1309e-05+3.6383e-05i,0.00035543-5.2168e-05i,0.00078884+0.00030768i,0.00012442+0.00037747i
-0.00046843-0.0004877i,-0.00067648-9.8782e-05i,-0.0017629+0.001098i,-0.0023179+0.0017972i,-0.0019285+0.0018108i,-0.00069099+0.001643i,0.00013761+0.00098568i,0.00071441+0.0011487i,0.0011609+0.001584i,0.00071682+0.001598i,0.00048776+0.00086285i,0.0006928-0.00050639i,-0.00022541-0.00083129i,-0.00055996-0.00013448i,4.7354e-05+6.3824e-05i,-3.3316e-05-0.00024884i,3.1179e-05+0.0002276i,0.00038076+0.00029418i,0.0010521-0.00059454i,0.0011889-0.00056611i,0.00090021+0.00043735i,0.00055174+0.00050353i,0.00034529+0.0003547i
-0.00030974-0.00088577i,-0.00023485-0.00035865i,-0.00040102+0.00047429i,-0.0014456+0.00019869i,-0.00082333+0.00044121i,0.00066792-5.9303e-05i,0.00055148+5.8334e-05i,0.00040658+0.00085712i,0.00019108+0.0015692i,-0.00041998+0.0012312i,0.00047878+0.00010468i,0.0011671-0.0010312i,0.00071783-0.00045997i,0.00040405+0.00021396i,0.0004819+7.6472e-05i,0.00037886+4.9645e-05i,-0.00022607-0.00037297i,-0.00068968-0.00037864i,-0.00055163-0.0003276i,-0.00092149-0.00011423i,-0.0011967+0.00010051i,-0.00034355-0.00030668i,-0.00016714-0.00018876i
-0.00027026-0.0014678i,-0.00067582-0.00037614i,-0.0021359+0.0018482i,-0.0034131+0.0035054i,-0.0023407+0.0034501i,0.0002394+0.0025445i,0.00084256+0.001012i,-0.00021791+0.00023473i,-0.00062206+0.00040251i,0.00024275+0.00099706i,0.00077413+0.0020298i,0.00061567+0.0018444i,0.0003051+0.00096645i,0.00026435+0.00051457i,3.1458e-05-5.0842e-05i,-0.00018121-0.00024783i,-0.00023859+0.0005209i,9.8813e-05+4.7245e-05i,0.00055678-0.00086143i,0.00053656-0.00043055i,0.00014321-0.00028374i,-0.00087285-0.00061092i,-0.0010818-0.00079224i
-0.00032494+0.00068545i,-0.00063944+0.0015552i,-0.00072292+0.0012769i,-0.0012425+0.00084826i,-0.00077045+0.0010121i,0.0003489+0.00078604i,0.00028884+0.00069214i,9.9297e-05+0.00088987i,8.4332e-05+0.0014297i,0.00044105+0.0013984i,0.0013697+0.00070007i,0.0014269+8.8669e-05i,0.00076421-0.00037169i,-0.00022055-0.00059707i,-8.7302e-05-0.00015217i,0.0010089+0.00043771i,0.00093799+0.00032712i,-0.00015621+0.00015096i,-0.0008292-0.00045995i,-0.00033602-0.0010986i,0.00023857-0.00047162i,2.4608e-05+0.00055524i,0.00021038+0.0009813i
-0.0011303-0.00079853i,-0.0014444-2.4155e-05i,-0.0028268+0.0014322i,-0.0032415+0.0030067i,-0.0021566+0.0035282i,-0.00016545+0.0023048i,0.0008363+0.00094946i,0.00087108+0.0010066i,0.00022902+0.0011601i,0.00016428+0.0015415i,0.00061007+0.0015215i,0.00061847+0.00067369i,-0.00043969+0.00036455i,-0.00088426+0.00026194i,-0.00061008+0.00031043i,-0.0011404+0.00041334i,-0.0011386+0.0010978i,-0.0007332+0.0015457i,-0.00061581+0.0016469i,-0.00026765+0.0012856i,-0.00048619+0.00025373i,-0.00055377-0.00057362i,0.00035923-0.00074029i
-0.00028287+6.7527e-05i,5.3249e-05+0.00019016i,4.1205e-05-0.00040873i,-0.0018055+0.00016257i,-0.0027167+0.0011131i,-0.0014954+0.001244i,0.00016144+0.00075296i,0.00024085+0.00078583i,0.00034543+0.0016641i,0.00068987+0.001827i,7.693e-05+0.00094925i,0.00027343+0.00073946i,0.00046524+0.00081036i,0.00057355+0.00063464i,0.00068609+0.00034876i,0.00018968-0.00041274i,0.00049347-0.00099059i,0.00027832-0.00034012i,-0.00056051+0.00020507i,-2.17e-05-0.0003473i,0.00027013-0.00033186i,-0.00023818+6.031e-05i,-0.00026607-5.637e-05i
-7.3657e-05+0.00081257i,-0.00030841+0.00071442i,-0.0010434+0.0013609i,-0.0015834+0.0021903i,-0.00058373+0.001738i,0.00027464+0.00041919i,0.00035129+0.00027558i,0.0003329+0.0003445i,0.00017558+0.00084909i,-5.0939e-05+0.0015603i,0.00064177+0.0012333i,0.0010899+0.00063122i,0.00088489+0.0001087i,0.0001372+0.00081114i,-0.00034053+0.0019942i,3.2167e-05+0.0012973i,0.00093331-0.00013238i,0.00087679-0.00014753i,-1.3133e-05+0.00035233i,-0.00053085+0.0004827i,-0.00064622-7.3365e-05i,-0.00023708-0.00059775i,0.00046673-0.00035273i
-9.4527e-06-0.00033599i,-0.00027833-0.00040066i,-0.0022541-0.00040354i,-0.0044621+0.0001561i,-0.0035117+0.0014136i,-0.00086925+0.0014881i,0.00060236+0.0009892i,0.00047306+0.00039182i,-2.051e-05-9.0809e-05i,5.411e-05+0.00010214i,-4.6468e-05+0.00042512i,0.00029842-0.00027756i,0.00054822-0.00093896i,-5.0956e-05-0.00053464i,-0.00055324+7.1856e-05i,-0.00015638+0.00045103i,0.00049071+0.00013345i,0.00033366-0.00052341i,0.00014608-0.00059912i,0.00021779+3.8401e-05i,0.00062725-0.00035196i,0.00077406-0.00068539i,0.00053566-0.00039451i
0.0010448+0.00044977i,0.0012265+0.00051941i,0.00073187+0.00066676i,0.00067004+0.00061351i,-0.00027779+0.00076426i,-0.00022397+0.00074251i,0.0006503+0.00023442i,0.0011517-4.6303e-06i,0.0015409+0.00056332i,0.0014155+0.00040819i,0.00051764+2.3289e-06i,-0.00021354+0.00015878i,-0.00029867+0.00045097i,-0.00020141+0.0005222i,-0.00011819-0.00025925i,-0.00012154+9.7067e-05i,-2.7995e-05+0.00050308i,4.1379e-05-7.3433e-05i,5.3435e-05-0.00038971i,0.00069179+1.8852e-05i,0.00083501+0.00068933i,0.00031099+0.00058513i,0.00029295+0.0001628i
0.00012105-0.0013415i,-0.00045301-0.001101i,-0.0011629-0.0014069i,-0.0025045-0.0016435i,-0.0033306-0.00071715i,-0.0022094+0.00071606i,-0.00063658+0.00087981i,0.00034343+0.00040537i,0.0011774-2.9992e-05i,0.0016359-0.0002918i,0.0023197-0.00033949i,0.0021949-0.00053753i,0.00080685-0.00048151i,5.8467e-05+6.9819e-05i,0.00014399+0.00068299i,0.00051894+0.00067981i,0.00042434+0.00035774i,-8.686e-05+0.00021379i,-0.00035117-0.00057021i,-0.00015236-0.0010571i,-8.7602e-05-0.00054407i,-9.1049e-05+5.7377e-05i,-0.00020755+0.00042866i
0.00072848-0.00038642i,0.00021415-0.0005037i,-0.0006109+0.00028068i,-0.0014618+0.0022405i,-0.0013304+0.0031566i,0.00022635+0.0028118i,0.0016441+0.0017223i,0.001854+0.00072446i,0.0014542+0.00048639i,0.0013452+0.00013165i,0.0013125+5.7459e-05i,0.00099275+0.00050756i,-5.4309e-05+0.00053936i,-0.0014144+0.00038225i,-0.001342+0.00025189i,-3.2152e-05-2.7327e-05i,0.00058873-0.00020189i,0.0003822+0.00017465i,-0.00027395+0.00021727i,-0.00019518+0.0002367i,-9.948e-06+0.00043168i,-0.00031357-2.4738e-05i,-0.00029967-0.00062158i
8.7114e-05+0.00061111i,0.00055268+0.00055819i,9.0697e-05-0.00019862i,-0.0013164-0.00018965i,-0.0015605+0.00069281i,0.0006226+0.0017852i,0.0048562+0.0018839i,0.0081974-0.0014395i,0.0083869-0.0053714i,0.0052863-0.0062944i,0.0013762-0.0056216i,-0.0011909-0.0043035i,-0.0025023-0.0027558i,-0.0026476-0.0011504i,-0.0018336+0.00085712i,-0.00061473+0.0016345i,0.00023875+0.0010347i,0.00073376+0.00017687i,0.00088754+8.445e-05i,0.00061058-0.00077642i,0.00021546-0.0013452i,-0.00010352-0.00057741i,-0.00029861+0.00078826i
0.00042194+0.00061191i,6.3646e-05+0.0009942i,-0.0016731+0.001433i,-0.0028679+0.0020067i,-0.0013358+0.0017399i,0.00027493+0.0006799i,-0.00022768+0.00059203i,-0.00082746+0.0016376i,-0.00046714+0.0024436i,0.00011948+0.0020058i,0.00077443+0.0012989i,0.00068593+0.00095808i,0.00081374+0.00086491i,0.00097777+0.00084714i,0.00064568+0.00058224i,0.0004348+0.00077601i,0.00017355+0.00060249i,0.00019163+0.00063066i,7.0954e-05+0.00034122i,-0.0002061-8.3926e-06i,-0.0007353-0.00010498i,-0.00039124-0.00017637i,-1.5181e-05+0.00031814i
0.00024949-0.00090221i,0.0002047-0.00056377i,-0.0006868-0.00039382i,-0.0019287+0.0012068i,-0.002093+0.0024187i,-0.0011876+0.0014195i,-0.001182+0.00056976i,-0.0016983+0.00095549i,-0.0014933+0.0019457i,-0.001385+0.001711i,-0.00045121+0.00072487i,0.00078216+0.00097338i,0.00028543+0.0013612i,-0.00045475+0.0010618i,-0.0003563-7.2341e-05i,-0.00083164-0.00063269i,-0.0013477-4.6867e-05i,-0.00061319-4.1833e-05i,-0.00037557-0.00018888i,-0.00053165-0.00030461i,-0.00029169-0.00068203i,-0.00041042-0.00079305i,-0.00037869-0.0003943i
-0.00012547+0.0018495i,-0.00068809+0.0026652i,-0.0014961+0.0021496i,-0.0012734+0.00081114i,0.00029658+0.00036306i,0.0010923+0.00036242i,0.00083363-0.00074395i,-4.6984e-05-7.2772e-05i,-0.00027193+0.0012891i,0.00058498+0.0013934i,0.00078835+0.0010399i,-6.8998e-06+0.0011397i,-0.00057628+0.00092332i,-0.00019206+0.0005148i,0.00030465+0.00073828i,0.00017842+0.00023675i,-0.00081222-0.00026689i,-0.0013143-0.00052222i,-0.00074225-0.0011134i,-0.00053628-0.00054026i,0.00012375-0.00030987i,0.00012118-0.0008766i,-0.0002203-0.0010038i
-0.0009927-0.00019225i,-0.0009182+7.6649e-05i,-0.00080858+0.0011569i,-0.0012523+0.0023059i,-0.00087872+0.0019449i,0.00069037+0.0010331i,0.0012806+0.00022287i,0.0005777-1.4768e-05i,8.976e-05+0.00096901i,0.00042327+0.0015448i,0.00096165+0.0011515i,0.00069042+0.00044492i,-0.00024627+0.00031592i,-0.00084576+6.5196e-05i,-0.000595-0.00021947i,-0.00037294+0.00061952i,-0.00031677+0.000587i,0.00022547-5.1501e-05i,-0.00023097+0.00017417i,-0.00059718+0.00012425i,1.8045e-05-0.00010504i,-0.00013371-0.00051644i,-0.00043626-0.00019244i
