0.0020752+0.00049486i,0.0013963-0.0002917i,0.00012239-0.0010118i,-0.0010262-0.00015124i,-0.001879+0.0015938i,-0.0021762+0.0022303i,-0.0020213+0.0016446i,-0.00030298+0.0016816i,0.00070241+0.0015901i,0.00040068+0.00038239i,0.00085159-0.0010907i,0.00085903-0.0011318i,-0.00042124-0.00026285i,-0.00056168-8.0078e-05i,-0.00035654-0.00032988i,-6.5676e-05-0.00010578i,0.00042508+0.00023945i,0.00038555+0.0011013i,-4.5118e-05+0.0010737i,-0.00033608+0.00014982i,-0.00022999-1.6223e-06i,0.00025173+0.00013433i,0.00084895-0.00024592i
-0.0021321-0.00012115i,-0.0029132+0.00077323i,-0.0024729+0.00098071i,-0.0018709+0.001031i,-0.0013303+0.00043374i,-0.00090907-0.00042861i,-0.00085983-0.00060026i,-0.00058874-0.00022096i,-0.00058741-0.00010026i,-0.0010543+7.1283e-05i,-0.00062366+4.5872e-05i,0.00017453+0.00013287i,0.00069243-0.00011149i,0.0011122-0.00057816i,0.00078525-0.00051367i,1.5341e-05+0.00021641i,-0.00048021+0.00045934i,-0.00014929+0.00032272i,6.4731e-05+0.00049271i,-0.00057798-0.00018238i,-0.00072412-0.00092075i,-0.00037562-0.0010943i,0.00010286-0.00052004i
0.00010083+0.00085996i,0.00092007+0.00092991i,0.0019129+0.0014045i,0.0023331+0.001449i,0.0032121+0.0017002i,0.0019952+0.00095112i,0.0003505-0.00069799i,-0.00015041-0.00052579i,0.00016309-3.7762e-06i,0.00077863+5.2612e-05i,0.00044214+0.00013906i,-0.00045643-0.00047012i,-8.881e-05-0.0008605i,-0.00013301+0.00029433i,-0.00077918+0.00028362i,-0.00014911-0.0012105i,0.00061677-0.00091213i,0.00085648+0.00016174i,-0.00013065+0.00019807i,-0.00086244-0.00035076i,-0.00038564-0.0005293i,0.00031622-0.00041064i,0.00037537-0.00015203i
0.0012654-0.0016667i,-1.6807e-05-0.0030416i,-0.0012096-0.0026851i,-0.0010255-0.00090588i,-0.00070114-0.00044778i,-0.0007901-0.00062714i,-0.00043231-0.00059857i,8.6109e-05-0.00040865i,0.00010825-0.00044693i,-4.4101e-05-0.00048111i,-0.00022951+0.00069999i,-0.00053937+0.00122i,-0.00071767+0.0015012i,-0.00070702+0.0013475i,0.00040794+0.00041414i,0.0011325+0.00019241i,0.00048926-0.000345i,-0.00023977-0.00058297i,-0.00045135-0.00047617i,-0.00068453-0.00076443i,-0.00046955-0.00056015i,-0.00066111-0.00057441i,-0.00097676-0.0006198i
0.0011146-0.0013208i,0.0010227-0.0005517i,-0.00027394-0.00088721i,-0.0010697-0.001041i,-0.0021951-0.00028972i,-0.0020179+0.0009242i,-0.00069416+0.0012504i,-0.000171+0.0013628i,-4.8854e-05+0.0013485i,-4.3854e-05+0.00038927i,-0.00039725-5.8726e-05i,-0.00021619+0.00037961i,0.00019263+0.00032058i,0.00056517-0.00018972i,0.00083441-0.00045297i,0.00040397-0.00032491i,-4.1346e-05+0.00053216i,-0.00031157+0.00075758i,-0.00067311-0.00024879i,-0.00062391-0.0011943i,-3.6729e-05-0.00083838i,9.4126e-05-0.00049896i,0.00029007-0.00045032i
-0.0023358-0.0019199i,-0.003048-0.001771i,-0.0029702-0.0012357i,-0.0019113+9.8759e-05i,-0.00071126+0.00075051i,0.00059588+0.00095516i,0.00061544+0.00092588i,-0.00023825+0.0013722i,4.4638e-05+0.0011088i,0.00027904+0.00011392i,-4.9793e-06-9.5881e-05i,-0.00065228+4.6736e-05i,-0.0011562-0.00048278i,-0.00067478-0.0011646i,-0.00042538-0.0008251i,-0.00015329-0.00023342i,-0.00029577-2.2718e-05i,-0.00097628+0.00016215i,-6.7972e-05-4.0161e-05i,0.00015173-0.00047953i,-0.00066591-8.5125e-05i,-0.00037124-4.8832e-05i,0.00045979-0.00021127i
-0.0012511-0.00087125i,-0.001816-0.0014608i,-0.0021613-0.00053074i,-0.0011102+0.0015773i,0.00048985+0.0020333i,0.0014347+0.00074402i,0.00049965+0.0001226i,-0.00061113-0.0001993i,-0.00069341-0.00077722i,-0.00011779-0.00057394i,-0.00011924+0.00031277i,-4.5533e-05+0.00032025i,0.00039323-0.00028289i,0.00094242-0.00020732i,0.0013265-1.5498e-05i,0.00098093-0.00087944i,0.00022433-0.00099737i,0.00027427+0.00032658i,4.7134e-05+0.00096202i,-0.00048018+0.0006135i,-0.00013107+0.00025907i,0.00040365-0.00028916i,0.00079467-0.00053984i
0.0025442-0.001029i,0.0028612-0.0010164i,0.0017005-0.00015485i,0.00025266+0.00017053i,2.998e-05-8.3306e-05i,0.0001237+0.00032897i,0.00023169+0.00018807i,0.00024341-0.00026566i,2.9026e-05+0.00031933i,-0.00028833+1.2484e-05i,-0.00023929-0.00038327i,-0.00041893-0.00063536i,-0.00028491-0.00067604i,4.4995e-06-0.00044962i,-8.3225e-05-0.00034126i,-0.00018436-0.00028144i,0.00024966-0.00071964i,0.0011911-0.0014793i,0.0012346-0.0016969i,0.00059213-0.00098215i,0.00010469+0.00013818i,-0.0001699+0.00054802i,-0.0006238+0.0004008i
0.0010566-0.0033489i,0.00013513-0.0042824i,-0.001445-0.0041328i,-0.0021469-0.0025748i,-0.0020297-0.00075705i,-0.0017+0.001057i,-0.001377+0.0021468i,-0.00098552+0.0013437i,-0.00027755-0.00040502i,-0.00023334-0.00062443i,-0.0006431+0.00028339i,-0.0002554+0.00090355i,-1.8417e-05+0.0013441i,0.00023679+0.0015471i,0.0010177+0.00099704i,0.00063727-0.00021674i,-0.00021171-0.00089578i,0.00013121-0.00070789i,0.00084608-0.00024837i,0.00042639+0.00033142i,-0.00044056+2.6203e-05i,-0.00023398-0.00067435i,0.00039749-0.00074431i
0.00014378+0.00024502i,-0.0002179+0.0012983i,-9.1464e-05+0.00073278i,0.0013117+0.00016974i,0.0015935+0.00041965i,0.00063764+0.00052694i,0.00025385+0.00024195i,0.00059118+0.00027477i,0.0006158+0.00090081i,-0.00015404+0.00064082i,0.00013298+0.00024804i,0.00040301+0.00033085i,8.4264e-05-0.00019084i,0.00024275-0.00050894i,0.00063923-0.00042914i,0.00051474-0.0003926i,-0.00055858+1.7828e-05i,-0.00090296+0.00065673i,0.00011527+0.0005963i,0.00026756-2.41e-05i,0.00025865-0.0004367i,0.00086863-0.00042585i,0.00050374-0.00058626i
1.119e-05-8.2107e-05i,-0.0010546+0.00057536i,-0.0010975+0.00065366i,-0.00053618+0.00025401i,0.00023908+0.00024267i,0.00028871-0.00022203i,-0.00025134-0.00086414i,-0.00043115-0.00084778i,-0.00039807+0.00061553i,-0.00021202+0.0010901i,-0.00028273+0.00010891i,-0.00016318+0.00010604i,4.8485e-05+0.00080867i,0.00027243+0.0011545i,0.00015722+0.00092686i,-0.00023985+6.305e-05i,0.0003082-0.00061548i,0.00050818-0.0004745i,8.7251e-05-0.00024748i,-0.00043777-0.00061429i,-0.00051824-0.00023234i,0.00026569+0.00030483i,0.0004544+0.00035778i
-0.0006538-0.00018791i,0.00013656+0.00030319i,0.00044286+0.0016693i,-0.00052621+0.0018692i,-0.00064734+0.0014251i,0.00064196+0.0012285i,-5.096e-06+0.00064787i,-0.0015946+0.00017509i,-0.0016747+0.00036183i,-0.0008535+0.0005492i,0.00025312+0.00056351i,0.00084184+0.00050107i,0.00077782-2.7979e-05i,0.00089-0.00021796i,0.00043332+0.00036795i,6.3243e-05+0.00044573i,0.00056244-6.2049e-05i,0.00024634-4.1646e-05i,-0.00035179+0.00047639i,-0.0005166+0.00022248i,-0.00058177-0.00030388i,-0.00065421-0.00096684i,-0.00024743-0.0006987i
-8.6561e-05-0.0031846i,-0.001198-0.0036377i,-0.0028502-0.0022144i,-0.0026647-0.00015326i,-0.00063504+0.00077955i,0.00044682+0.00081806i,0.00083405+0.00021189i,0.0010636-0.00031711i,0.00078848-0.00033498i,-0.00024926-6.2464e-05i,-0.00051765+0.00019925i,2.1892e-05+0.00033783i,0.00045303+0.00032441i,0.0006087+0.0005438i,0.00032114+0.00050809i,-0.00062272+0.0001592i,-0.0012257-1.0658e-05i,-0.00036565+0.0002793i,3.2569e-05+0.00061352i,6.2246e-06+0.00060005i,0.00035826+0.00055704i,0.00055049+0.00033622i,0.00019983+0.00010534i
-0.00025638+0.0010374i,0.00028978-0.00090166i,0.0020178-0.00084111i,0.0013522+0.00019424i,0.00055921+0.00026538i,0.00075467+0.0002066i,0.00058006+0.00075326i,-0.00020432+0.00033129i,1.0323e-05+0.00011097i,0.0003815+0.00022743i,0.0001893-0.00050803i,0.00070354-7.756e-05i,0.00070836+0.00060134i,0.00025279+0.00086984i,0.00020054+5.9567e-05i,-0.00015861-0.00051275i,-0.00045642-0.00048222i,0.0006068-0.00053841i,0.0012871-9.5583e-05i,0.00090223+0.00024317i,0.00031893+0.00022485i,-0.00033219+0.00030434i,-0.00062444+6.4414e-05i
0.00042413+0.00020615i,0.00051243-0.00071723i,-0.00010534-0.00092898i,-0.00055739-0.00059335i,-0.00092427-0.00044986i,-0.0010639-0.00013911i,-0.00046489+5.4718e-05i,-0.00037462+3.3266e-06i,-0.00047386-0.00018693i,-0.00037449-0.00021041i,-0.00075202-8.4018e-05i,-0.00090052+0.00020595i,-0.00085396+0.00048721i,-0.00075486-1.546e-05i,-6.9573e-05-0.00037009i,0.00099365+0.00018821i,0.00077234+0.00027902i,-0.00016275-0.00018065i,9.8078e-05-0.00036973i,-0.00016563-0.00069821i,-0.00061445-0.00062545i,2.8981e-05-0.00068988i,0.00044764-0.00077729i
-0.0015177-0.00073146i,-0.0015489-0.00086128i,-0.0015212+4.7551e-05i,-0.00050358+0.00076651i,0.0005371+0.0010776i,0.00028066+0.00054383i,-0.00023138+0.0012405i,0.00038685+0.001715i,0.00044139+0.00090559i,0.00039471+0.0006122i,0.00084056+0.00056577i,0.00052921+0.00051231i,0.00044968+0.00079851i,0.0010096+0.00012331i,0.00081608-0.00040708i,0.00075784-0.00010087i,0.00092429+0.0012217i,0.00044432+0.0016666i,-0.00026666+0.00025924i,-8.9405e-05-0.00078398i,0.00044795-0.00041021i,-2.764e-06+0.00021357i,-0.00076138+0.0006465i
0.00011163-0.00074593i,0.00054348-0.00087534i,0.00031374+0.00060007i,0.00053293+0.0013401i,0.00048678+0.0011557i,-0.00022462+0.00081249i,-0.00047969+0.0010156i,-0.0004751+0.00021548i,-0.00040107-0.00057819i,4.1874e-05-5.5549e-05i,0.00024126+0.00036537i,0.00034279-3.9947e-05i,0.00022544+5.9191e-05i,-0.00012485+0.0010072i,0.00019887+0.0011729i,-0.00011292+0.00060942i,-0.00063272+0.00065471i,0.00011912+0.0009732i,0.00035335+0.0010392i,0.00019131+0.0004534i,-9.7161e-05+9.8828e-05i,4.2041e-05+0.00023395i,0.00054896+0.00016652i
9.3059e-05+0.00080951i,-6.4182e-05+0.00089576i,-3.1243e-05+0.00062358i,-0.00035235-0.00024372i,-0.00071369-0.00065068i,-0.0011757-0.00019198i,-0.00096705-0.00012723i,0.0001244+0.00057102i,0.0004009+0.0012688i,-6.8294e-05+0.00077695i,-0.0004569+0.00048847i,-0.00049742+0.00074118i,-0.00074203+0.00087049i,-0.00087501+0.0012603i,-0.00079158+0.0011688i,-0.00067251+5.6994e-05i,0.00015289-0.0002558i,0.00024617+0.00022779i,-0.00014768-9.3159e-05i,-5.8074e-05-0.00013204i,-0.00029674+0.00035722i,-0.0002187+0.00023272i,0.00057922-8.154e-05i
0.0013375-0.00098086i,0.0010942-0.0015968i,0.00016834-0.002598i,-0.00039244-0.0018357i,-0.0013774-0.00071888i,-0.0012599+8.9621e-06i,0.00032717-0.00013253i,0.0010058+0.00031937i,0.00087971+0.00031644i,-0.00024074-0.0007929i,-0.00022647-0.00045663i,0.00060822-0.00018918i,0.00026351-0.00018258i,6.2804e-05-0.00031656i,-0.0001473-0.00079679i,-0.00032686-0.00032263i,-0.00087205-0.00036995i,-0.0011569-0.00033772i,-0.00079456-0.00012145i,-0.00074986-0.00075264i,-0.00060114-0.00046399i,-0.00042471-0.00018583i,-0.00088918-0.00011249i
0.00074744+4.1569e-05i,0.0014742-0.00012113i,0.0010882-0.00043511i,-0.00022407-0.00026748i,0.00033715+0.00010516i,0.00060589+0.0007171i,-0.00063071+0.0013729i,-0.0010935+0.0013331i,-0.00051905+0.00078924i,-5.0538e-05+0.00014747i,0.00030418-8.9228e-05i,0.00066884-0.00021418i,0.00060805-5.1393e-05i,-0.00020542+0.00082663i,-0.00038094+0.00043347i,7.1718e-05-0.0005656i,-0.00016092-0.00085469i,-0.00018054-0.0001852i,0.00051299+0.00011819i,0.0010588+0.00029709i,0.00059188+9.7756e-05i,4.2507e-05-8.6076e-05i,-0.00018425+0.00021882i
0.00081089+0.00090134i,-0.00053711+0.00079608i,-0.00017409+0.00086361i,0.0010081+0.0012516i,0.000239+0.0012211i,-0.00085665+0.00088828i,-0.0010763+0.00022042i,-0.00081162-0.00065273i,-0.00099596-0.00063446i,-0.00075593-0.00040131i,0.00011048-0.00047525i,-0.00030653-0.0001416i,-0.00078373+0.00066374i,-0.00056819+0.00083848i,8.8571e-05+5.6487e-05i,0.00025597-0.00048691i,0.00032104-0.00061725i,0.00026397-0.00019555i,-0.0001803+7.1027e-06i,0.00027022-0.00037718i,0.0006476-0.0006902i,1.6857e-05-0.00070503i,-0.00034032-0.0005106i
-0.0010307+0.0014941i,-0.0010349+0.0013452i,0.00058458+0.0015606i,0.001999+0.00015971i,0.0020591-0.0014067i,0.0013735-0.0015816i,0.00084172-0.0013737i,0.00025939-0.00048361i,-0.00010854+8.967e-05i,0.00068061+1.7336e-05i,0.00085788-0.00011405i,0.00061737-8.5829e-05i,-0.00030458-0.00049017i,-0.00071077-0.0011075i,-0.00016619-0.00073655i,1.259e-05-0.00031509i,0.00032364-0.00055817i,0.00030399-0.00038936i,0.00022204-0.0001804i,0.00035822+0.00030282i,0.00012578+0.0009427i,4.4897e-05+0.00094075i,0.00021252+0.00051735i
0.00055745-0.0026201i,0.00049714-0.0021721i,-0.001148-0.0021288i,-0.001323-0.0017951i,-0.00057041-0.00076134i,8.8443e-05-0.00018627i,0.00058556+0.00038961i,0.00042853+2.071e-05i,1.3429e-05-0.00059553i,-0.00023748+0.00017534i,-0.00036648+0.0011288i,-3.4634e-05+0.00071545i,2.0142e-05+0.00065196i,-0.00062505+0.0014298i,-8.575e-05+0.0015404i,8.0562e-05+0.0010108i,-0.0004821+0.00063022i,-0.00047328+0.00037575i,-0.00045164-0.00018923i,-0.00016497-0.00024212i,4.3864e-05-0.00016754i,6.1905e-05-0.00017301i,1.1517e-05-0.00070774i
0.00049442-0.0005171i,0.0012245-0.00086699i,0.00066148-0.0011105i,-0.00042075-5.7288e-05i,-4.3772e-05+0.0004423i,0.0003661+0.00054718i,-0.00029595+0.00045995i,-0.00078546-0.00040265i,-0.00051867-0.0008266i,0.00025131+2.1504e-06i,0.00052907+0.00084985i,0.00082774+0.001025i,0.00091916+0.00076839i,0.00030606+0.00053359i,0.00039716+3.4587e-05i,0.00038101-0.00083384i,-8.2775e-05-0.00045804i,3.1961e-05+0.00077083i,0.00018134+0.0011597i,9.7682e-06+0.0008356i,0.00017597+0.00055562i,0.00065146+0.00017239i,0.0014227-0.00010254i
-0.00026883-0.0016554i,-0.0015158-0.0014966i,-0.0033779-8.592e-06i,-0.0028649+0.001337i,-0.00079682+0.00096529i,0.00012656+0.00045495i,0.00030848+0.00069067i,-0.00021539+0.00023353i,-0.0007418-0.00017009i,-0.00033543-0.0001101i,0.00041891+0.00018352i,1.0404e-05+0.00082615i,-0.0010539+0.00093007i,-0.00052053+0.00094485i,0.0008788+0.00065657i,0.00099768+0.0006079i,0.00065072+0.00077506i,0.00066393+0.00033577i,0.00078512+0.00024578i,-0.00012457+0.00069897i,-0.00056872+0.00026555i,0.00025522+5.9185e-05i,0.00059386+1.6722e-05i
0.0030872+0.0023251i,0.0034671+0.00046508i,0.003097-0.00088133i,0.0016354-0.0015283i,0.0011142-0.0013453i,0.00068542-0.00078265i,-0.00023882-4.4055e-07i,-0.00020675+0.00027189i,0.00056964+2.7216e-05i,0.00097497+0.00045021i,0.00084659+0.00022947i,-5.6848e-05-0.000311i,-0.00082716-0.00041285i,-0.00083705+6.759e-05i,-0.00045229+0.00085605i,-0.00062224+0.00053203i,-0.00037235-0.00011388i,0.00012671-1.9915e-05i,-0.00015536+0.00030503i,-0.00028011+0.00057059i,-0.00048975+0.00042453i,-0.00065831-0.0001187i,0.0002344-3.4368e-05i
-4.1879e-05+0.00033427i,-0.00025837-8.4698e-05i,0.00046271+5.2229e-05i,0.0015814+0.00051295i,0.00092826+0.00023496i,-0.00032059-0.00055092i,0.00016235-0.00024863i,0.00081275-9.7502e-05i,0.00030071-0.00058335i,-7.0232e-06+4.8973e-05i,0.00015331+0.00083627i,-2.6226e-05+0.00065331i,-0.0005027+0.0003456i,-0.00048858+0.00037754i,0.00014437+0.00073696i,0.00033406+0.0006225i,0.00016033+0.00026789i,0.00064753+0.00031497i,0.00052715+0.00060075i,-4.2225e-05+0.0004954i,-0.00019348-0.00045179i,-0.00054965-0.00077985i,-0.0010059+0.00064527i
-6.6778e-05+0.0018451i,-7.531e-05+0.0016373i,0.00023338+0.0017258i,0.00085979+0.0010912i,0.00053051-0.00026812i,-0.00029175-0.00077989i,-0.00065663-0.0001962i,-0.00018634+0.00037655i,0.00040906+0.00016691i,0.00094022-0.00018547i,0.00084456-0.00054841i,0.00045048-0.00078161i,0.00013062-0.00048057i,-0.00060143-0.00068318i,-0.00057186-0.00054743i,-0.00028987+7.8025e-05i,0.00063451-0.00012435i,0.0010015-0.00060078i,0.00019814-0.00064484i,6.0244e-05+0.00013389i,2.2848e-05+0.0006306i,-8.5536e-05+0.00032013i,0.00013368-0.00014842i
0.0010672-0.0016057i,0.00091793-0.0021265i,0.00091662-0.0013773i,0.00028074-0.00044682i,-0.00012093-0.00051332i,8.4355e-05-0.00029123i,0.00029429+0.00031789i,4.9376e-05+0.0009543i,0.00020876+0.00084931i,0.00076281+0.00055732i,0.00092419+0.00080203i,0.00044064+0.0010366i,5.7885e-05+0.00077508i,-4.6624e-05+0.00045019i,-0.00051073+0.00054553i,-0.00039729+0.00062347i,-0.00056547+0.00031206i,-0.00079319-0.00017232i,-0.00052473-0.00035281i,-0.0005399-7.6967e-05i,0.00011108-0.00024072i,0.00057412+0.00014386i,0.00049994+0.00047398i
0.0011212-2.1408e-05i,0.001037+0.00073061i,0.0010306+6.5344e-05i,0.0010535-0.00032922i,0.00057272+0.00027359i,-3.9175e-05+0.00036733i,-0.00025067-9.975e-05i,-0.00015964-0.00027539i,0.00048445-0.00011936i,0.00090455-3.6014e-05i,0.00074958-0.00074834i,0.00029475-0.00034736i,-0.00017009+0.00041748i,-0.00079496+0.00069887i,-0.0011853+0.00055138i,-0.00081747-8.2426e-05i,-0.0005127-0.0002186i,-0.00052444+0.00060496i,-0.00022242+0.00072532i,-0.00019777-0.00017449i,-0.00029155-0.00066065i,-9.8322e-06-0.00030389i,0.00042533+0.00030863i
0.00053623+0.00015572i,-0.00037271-0.00048203i,0.00059613-0.00086258i,0.0012548-0.0014328i,0.0011645-0.0012775i,0.00019677-0.00080134i,-8.6986e-05-0.00011026i,0.00022115+7.394e-05i,0.00052147-0.00056639i,0.00093381-0.00061208i,0.00018483-0.00038693i,-0.000873-0.00061287i,-0.00078422-0.00039062i,-0.00070659+0.0002528i,-0.001586+0.00022094i,-0.00067793-0.00026928i,0.00033036-0.00045285i,-8.0645e-05-0.00012472i,-0.00019668-3.5335e-05i,-0.00033313-0.00043901i,-0.00041174-0.00095036i,1.2571e-05-0.00076819i,-0.00012062-0.00044494i
0.00094539+0.0020522i,0.00063758+0.0014687i,0.00036911+0.00053485i,0.00079199-0.00050873i,0.0010084-0.0012278i,-1.8682e-05-0.00041236i,-0.00030136+0.00041062i,0.00083307+0.00077045i,0.0014886+0.00069102i,0.0012388+0.00013076i,0.000846-0.00028688i,0.00079742-0.00012244i,0.00029516+0.00021228i,-0.00032187+0.00011815i,-0.00010226-0.00018981i,-7.438e-05-0.0004012i,-0.00019635-0.00015372i,-3.2808e-05-7.5235e-05i,0.0004688-0.00049996i,0.00049125-0.00055572i,0.00030041-7.1561e-06i,-8.8517e-06+0.00022351i,-0.00030542+3.6385e-05i
0.0017261-0.00065305i,0.0010526-0.001246i,-0.00026411-0.001827i,-0.00081309-0.00099216i,-0.00063497+0.00023215i,-0.00015872+0.00044353i,-0.00040865-0.00049719i,-0.00065519-0.00066694i,-0.00043173+3.443e-05i,0.0003432+0.0001112i,0.00066478-0.00024553i,0.00036179-0.0002503i,-2.9856e-05-0.00019269i,0.00011256-4.8804e-05i,1.7074e-05+0.00030157i,-0.00041339-0.00047543i,-3.6336e-05-0.00090315i,-8.3415e-05-0.00033853i,-0.00060506-0.00026267i,-0.00077683-0.00054409i,-0.00036261-0.00019808i,0.0001393+0.00014057i,0.0005097+0.00045199i
-0.00083743-0.00027028i,-0.00079437-0.00029132i,-0.0011713-0.0011755i,-0.00095586-0.0013311i,-0.00075101-0.00045126i,-0.0012559+0.00026053i,-0.00092812+0.00070303i,-0.00044295+0.00039391i,-0.00034099-0.00048375i,-6.1114e-05-0.0010973i,-0.0002283-0.00099822i,-0.00051606-0.00060406i,-0.00064244-0.00098896i,-0.00022047-0.00047145i,-0.00020984+0.00023289i,-0.0001039+0.00010678i,0.00042687-0.00052442i,0.00060924-0.00118i,0.00089338-0.00085148i,0.0004208-0.00017592i,-0.00033074-7.1538e-05i,-0.0003195-0.00067635i,0.00011206-0.00057585i
-0.0020617-0.00010302i,-0.0019431-0.00017361i,-0.001473+0.0008921i,-0.000173+0.0018175i,0.00082574+0.0019174i,0.0011284+0.00042238i,0.00093069-0.00020372i,2.9707e-05-0.00033476i,-0.00022372-0.00089569i,0.00038866-7.1436e-05i,0.00020826+0.00035286i,-0.00042161-0.00014755i,-0.00055328-0.00060323i,-0.00063606-0.0002199i,-0.00015694+0.00041078i,0.00071733+0.00071989i,0.00053185+0.00080912i,7.0247e-05-0.00025218i,0.00032592-0.0013752i,-9.6042e-05-0.0015419i,-0.00020826-0.00086367i,0.00094751+0.00041837i,0.00058951+0.00032569i
0.0020908-0.0013163i,0.0013097-0.0021832i,0.00029853-0.0022257i,-0.00063092-0.002646i,-0.0004124-0.0022036i,-0.00021177-0.00043453i,-0.00043845+0.00054955i,-0.00066792-1.2257e-05i,-0.00048111-0.00038811i,5.9442e-05+0.00073904i,0.00019497+0.0010976i,0.00031809+0.00046662i,0.00016033+0.00089357i,-0.00035573+0.001398i,-0.00087032+0.0003467i,-0.00032286-0.00050476i,0.00028631+0.00041241i,-4.9895e-05+0.00088428i,-3.8348e-05+0.00057679i,-1.4505e-05-0.00023057i,-0.00036128-0.0004751i,-0.00021058-0.00052826i,-0.00015332-8.7598e-05i
-0.00097404-0.0011183i,-0.001082-0.00061863i,-0.0018713+0.0002236i,-0.0019627+0.00041747i,-0.0012435+0.0005081i,-0.0013896+0.00039636i,-0.0016979-0.00029552i,-0.00084489-0.00041216i,-0.00055695+0.00032697i,-0.00071766+4.9539e-05i,-0.00070777-0.00030519i,-0.00048168+0.00032422i,8.5292e-05+0.00032546i,0.0005307-8.6683e-05i,0.00020697+0.00020749i,-0.00052302+0.0006137i,-0.0014619+0.00049503i,-0.0010372-5.0612e-05i,-0.00085053-0.00031254i,-0.0011073-0.00034267i,-0.00088734-0.0001721i,-0.00061727+0.0010078i,-0.00061651+0.0014728i
2.6239e-05+0.00041482i,0.00080917+0.00093551i,0.00095481+0.0010371i,0.0014339-4.6737e-05i,0.0017629-0.00057066i,0.0012527-0.00038511i,0.00025171+5.9862e-06i,-8.3327e-05+0.00031724i,-7.5463e-05+0.00096172i,-0.00049565+0.0019432i,-0.00035846+0.0013064i,0.00055304+0.00019686i,0.00056738-6.0104e-05i,0.00030737-0.00026675i,0.00022438-0.0010342i,-0.00030587-0.001345i,-0.00043771-0.0002956i,-0.00025645+0.00027602i,-0.00055259-0.00047633i,-0.0010904-0.0010287i,-0.001508-0.00030289i,-0.00084129+0.00033427i,-0.00029307+0.00041491i
-0.0016284-0.00044773i,-0.0022233-0.0018191i,-0.0028773-0.0012132i,-0.0023794+0.0006412i,-7.8122e-05+0.00033565i,0.0011071-0.00058555i,0.00029737+7.187e-05i,-0.00040103+0.0006588i,-6.8181e-05+0.00010078i,0.00021798+0.00026591i,0.00021456+0.00054953i,0.00060953-0.00057696i,0.00066972-0.0015437i,-0.00022328-0.0014139i,-0.00098548-0.00054044i,-0.00087529+9.6373e-05i,-0.00036183-0.00012654i,-4.2822e-05-0.00051934i,0.00010301-0.00014608i,-0.00021439+0.00029558i,-0.00040172+6.2712e-05i,-0.00062635-0.00045398i,-0.00030556-0.00063399i
0.001018+0.00036968i,0.00096612-6.0056e-05i,0.0015571+0.00040622i,0.00064358+0.00047401i,7.7425e-05+0.0002262i,-8.4841e-06+0.00029279i,-0.00050116-0.00020794i,-0.0005568+8.1802e-05i,-0.00039696+0.00089878i,-0.00011889+0.0010457i,0.00020485+0.0010215i,0.00056257+0.00069148i,0.00029619+0.00036492i,-0.00013899+0.00027614i,0.00021712-0.00040843i,3.7489e-05-0.0005238i,-0.00026827-0.00012802i,4.8122e-07-0.00018706i,0.00012097-0.00029978i,-7.5885e-05-3.291e-05i,-4.5118e-05-0.00021172i,-7.0708e-06-0.00033126i,-0.00043875-0.00031135i
0.00068099-0.00122i,0.00084549-0.0027217i,0.0011431-0.0030145i,-1.1803e-05-0.0029156i,-0.00037075-0.0030105i,-0.00042854-0.0014607i,-0.00069774-8.0755e-05i,-0.00046989+0.00018456i,0.00049939+0.00031375i,0.00064465+0.00034134i,-2.4649e-05+9.8693e-05i,-0.00073129+0.00034629i,-0.001181+0.00010648i,-0.00065014-0.00018481i,-0.00059493-0.00039061i,-0.00038824-0.00087579i,0.00060787-0.0014362i,0.00071704-0.00091998i,0.00049009-0.00041179i,0.00032036-0.00031939i,-2.2262e-05-0.00060686i,4.2496e-05-0.00041705i,-0.00029705+7.5777e-05i
-0.00090778-0.0013146i,-0.0023098-0.0013453i,-0.0023865+0.00035558i,-0.0015105+0.00066121i,-0.00082665+0.00048576i,-0.00054802+1.7643e-05i,-0.00013523-0.00021569i,0.00016279-4.1945e-05i,0.00014864+0.00038483i,-8.1689e-05+0.00064665i,-1.1306e-05+0.00042696i,2.972e-05+0.0004985i,0.00018991+0.0008389i,0.0012808+0.00046067i,0.0012524+0.00025076i,0.00058631+0.00062038i,0.00077554+0.00093429i,0.00090224+0.00077353i,0.00076346+0.00050896i,0.00083462+0.00032526i,0.00090351+0.00035952i,0.0010925+0.00057014i,0.00063131+0.00039115i
-0.00013361-0.00066941i,0.00030856-0.0024755i,8.0479e-06-0.0016357i,-0.00051907+0.00020851i,0.00018924+0.00038832i,0.00079579-0.00010173i,0.0004416-0.00036413i,-0.00052622-0.0004751i,-0.00037876+7.1856e-05i,-0.00059332+0.00024395i,-0.00098626-0.0001298i,-4.5767e-05-0.00059259i,0.00080005-4.8487e-05i,0.00067633+0.00087385i,-0.00031361+0.00090898i,-0.0007068+0.00067064i,-0.00037781+0.00034374i,0.00030017+0.00082191i,0.0011117+0.00059085i,0.00080531-3.2784e-05i,0.000609+0.00026768i,0.0010656+0.0003465i,0.00067593+0.00094317i
