-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
-0.0003718+0.00065771i,-0.00060227-0.00071071i,-9.0381e-05-0.0011515i,5.1162e-05-0.0019387i,0.00021482-0.0015562i,3.7919e-05-0.0011343i,-8.3701e-05-0.00035396i,0.00025638+7.5424e-05i,0.00050244+0.00037523i,0.00026554+0.0013679i,0.00010107+0.0011637i,-0.0003698-0.00016405i,-0.00061691-0.00015746i,-0.00023613+0.00088946i,-0.00016079+0.00086545i,-0.00059459+0.00026436i,-0.00010858+0.00055905i,-0.00020107+0.00017385i,-0.00057062-0.00089621i,0.00051423-0.00096758i,0.00090077-0.00039216i,0.00098822-0.00022995i,0.00090238-0.00042886i
0.00081206+0.00015608i,0.0017457-5.6865e-05i,0.0014393-0.0014527i,0.00032527-0.0022384i,-0.00068604-0.0022606i,-0.00081422-0.00086527i,-0.00061234+0.0011173i,-0.00089102+0.0011801i,-0.0018761+0.00081968i,-0.0022217+0.00025215i,-0.0016327-0.00045977i,-0.00064896-0.00028213i,0.00014814-0.00020738i,9.1288e-05-0.00052915i,-0.00092736-0.00027628i,-0.0020168-0.00023537i,-0.0013833-0.00051962i,-0.00023892-0.00074689i,0.00044519-0.00048173i,-0.00017623+0.00018236i,-0.00097212+0.00028185i,-0.00085696+0.00015467i,-0.00026862-0.0001047i
-0.00085509+0.00037166i,-0.00022999+0.00067368i,0.00038208+0.00083767i,0.0010148+0.00040367i,0.00099346+0.001425i,0.0010725+0.0017521i,0.001741+0.00053288i,0.0010649-0.0006542i,0.00085632-0.0020771i,0.00118-0.0028861i,0.00095853-0.0015242i,-4.7299e-05+0.00041107i,-0.001137+0.00071608i,-0.0011361+0.0007193i,-0.0014132+0.0011169i,-0.0015791+0.0014611i,-0.0013735+0.0012152i,-0.0011075+0.0010688i,-0.00038423+0.00064033i,2.0878e-05-0.00057828i,0.00020618-0.00097338i,0.00040743+7.2362e-05i,0.00055559+0.00078675i
9.5121e-05-0.0010748i,0.00065339-0.0015971i,0.00089778-0.0021764i,-0.00028433-0.0036447i,-0.0011865-0.0035287i,-0.00045626-0.0018826i,0.00081112-0.00042371i,0.0012288-0.00032404i,0.0017123-0.0007327i,0.0023544-0.00033996i,0.0011104+0.0002162i,-0.00033966-7.2543e-05i,-0.00038081-0.00016924i,-0.00041176+0.00033002i,-0.00079376+0.0006235i,-0.00058708+0.00042075i,0.0001549+0.0007461i,-7.9118e-05+0.0013508i,-0.00026021+0.0008158i,0.00011151-0.00018515i,0.00031287-0.00033018i,4.9925e-05+0.0002408i,-0.00029189+0.00063241i
-0.002035+0.0010273i,-0.0011268+0.0017489i,-0.00072089+0.0014816i,0.00020909+0.0015802i,0.0011395+0.0022965i,6.1128e-05+0.0026151i,-0.00031866+0.0014063i,0.00019688+0.00053074i,-0.00074089+0.001462i,-0.0023342+0.0016066i,-0.0020382+0.00063924i,-0.0005284-8.7366e-05i,-4.3251e-05-0.00075121i,-0.0003128-0.00096718i,-0.0014705-0.00030388i,-0.0022631-3.5216e-06i,-0.0013118-0.00032572i,-0.00032785-0.0017055i,0.00056286-0.0023735i,0.00085846-0.0010637i,-0.00027094-4.1719e-05i,-0.0011306-1.3152e-06i,-0.00073069+4.5043e-05i
0.00029881-0.0016088i,8.3135e-05-0.0012026i,-1.0293e-05-0.0014113i,-0.00042885-0.00174i,0.0001685-0.0013555i,0.0011499-0.00022688i,0.00061769-0.00025849i,-0.00012856-0.0013316i,-0.00087546-0.0021959i,-0.0015116-0.0019066i,-0.0015019-0.00083669i,-0.00087056-0.00011639i,-0.00066075-1.5787e-06i,-0.00086408+0.00042862i,-0.00086085+0.00095844i,-0.0008465+0.0012893i,-0.00058292+0.0019195i,-0.00015646+0.0015614i,-0.00021707+0.0016998i,-0.00071447+0.0016737i,-3.8909e-05+0.00075937i,0.00064147+0.00079315i,0.00039023+0.00039384i
0.00098876-0.00075195i,0.0010226-0.00091678i,0.0022972-0.00031688i,0.0027745-0.00048296i,0.00055595-0.0015776i,-0.00051006-0.0009634i,0.00042523-0.00033276i,0.00072346-0.0011643i,0.0012425-0.0019378i,0.0020784-0.0015461i,0.0014038-2.251e-05i,-0.00025835+0.00086684i,-0.0012759+0.0011368i,-0.00061358+0.0010205i,0.00040696+0.0004341i,0.00079564+0.0005347i,0.00078911+0.00030735i,0.0011428+0.00040775i,0.0011051+0.0001312i,0.00029488-0.00088989i,-0.00021061-0.00096133i,0.00035888-0.00082996i,0.00098902-0.00083159i
0.0023322-0.00074293i,0.0011159-0.0012226i,0.00073683-0.0021996i,0.00010686-0.0038111i,-0.0010363-0.0031957i,-0.0014859-0.0008191i,-0.00084745+0.00041898i,0.00080052+0.00038615i,0.0010077+0.00052244i,5.6612e-05+0.00061092i,-0.0010501-0.00033813i,-0.0015992-0.00039198i,-0.00093918+0.00059633i,-0.0011191+0.00052067i,-0.001711+0.00029234i,-0.0013449+0.0003699i,-0.0010021-0.00017776i,-0.00044622-0.0010875i,0.00035737-0.0006956i,0.00045247+0.00047592i,0.0002326+0.0014574i,-0.00013278+0.0014504i,8.4482e-05+0.0011582i
0.00056432+0.0020488i,0.00095978+0.002611i,0.0012541+0.0038948i,0.0029155+0.0018195i,0.0032121-0.00027219i,0.0031627-0.00026512i,0.0021943-7.263e-05i,0.00058234+0.00057642i,-2.0843e-05+0.00091943i,-0.00069731+0.00026892i,-0.0010515-0.00024041i,-0.0012793-0.00066454i,-0.0017059-0.00047057i,-0.0019454-0.00037121i,-0.001278-0.00093082i,-0.0011353-0.00027266i,-0.0015038+0.00087079i,-0.00065699+0.0021458i,0.00031381+0.0020535i,0.00054577+0.00060054i,0.0006248-0.00027389i,0.00042127+0.00057134i,0.00038632+0.0011014i
3.5917e-05-0.0012164i,0.00033902-0.0013947i,0.00071219-0.0021537i,-0.00057997-0.003098i,-0.0016242-0.0021057i,-0.00092145-0.00051412i,0.00010151+0.00027762i,0.0008217-0.00057686i,0.0003516-0.0019426i,7.0868e-05-0.0021705i,0.00076751-0.001457i,0.0010891-0.0011674i,0.00076982-0.0013183i,0.0002482-0.0010875i,-7.707e-05-0.00047943i,-0.00021563-0.00050097i,0.00026953-0.00099729i,0.0005823-0.00033631i,0.00061957+0.00068175i,0.00025129+0.0010153i,0.00024821+0.00064862i,0.00076617+0.00016833i,0.0011199-0.00049952i
0.0014128-0.0013846i,0.0012842-0.001335i,0.00072445-0.0024924i,-0.00049324-0.0024324i,-0.0011562-0.00097474i,-0.00089232+0.00058223i,-9.8394e-05+0.0012486i,0.00084278+0.00022397i,0.0015912-0.00048727i,0.00066573+0.00048391i,8.8119e-05+0.00055623i,-0.00019387-6.501e-05i,-0.0013935+0.00037303i,-0.0016353+0.0010022i,-0.0010807+0.0010649i,-0.00047196+0.00086276i,-0.00029561+0.00040287i,-0.00048943-0.00069187i,6.723e-05-0.0013435i,0.00047397-0.0012173i,-0.00018989+0.0001746i,-0.0005184+0.0010754i,-0.00014905+0.00051569i
0.00070236+0.00035009i,-5.0768e-05+1.3237e-05i,-1.679e-05+7.9536e-05i,0.000634-0.00067044i,0.0016993-0.0012547i,0.0014799-0.00066307i,0.0010015-4.0199e-05i,0.0015352-0.00028588i,0.0003607+8.8689e-05i,-0.0006799+0.00043152i,-0.00118-0.00026932i,-0.0017327-0.00024432i,-0.0013067+0.00071879i,-0.00083888+0.00049043i,-0.00095663-0.00023386i,-0.00078592-0.00016348i,3.8239e-05+0.00060244i,0.00059355+0.0010581i,0.00017456+0.0011186i,-0.00024025+0.00011533i,-0.00012581-0.00069076i,0.00096889-0.00045443i,0.0015527+7.2341e-05i
0.00061746+0.0013078i,0.0015986+0.0011836i,0.0023699+0.00025526i,0.001704-0.00094105i,0.00071982-0.002112i,0.00067168-0.0017363i,0.00044862-0.0001958i,-1.1915e-05+0.00062608i,-0.00022992-0.00022376i,-0.00011532-0.0012442i,0.0006039-0.0015292i,0.0014357-0.0013248i,0.00085433-0.001059i,-0.00067604+0.0002908i,-0.0019643+0.0010457i,-0.002081+0.00048921i,-0.0012869+0.00016386i,-0.00056603-0.00026645i,-0.0007038-0.00056527i,-0.00082055-0.00025615i,-0.0010134-0.00012308i,-0.00089409-6.4867e-05i,0.00020549+0.00012335i
0.0012951+0.0007029i,0.00057268+0.00045591i,0.00057682+0.00035851i,0.00014742-0.00023814i,-0.00081207-0.00085973i,-0.00095168+0.00017824i,-0.00040746+0.0011388i,-8.5104e-05+0.00021268i,0.00040116-5.9382e-05i,0.00026356+0.00038378i,-0.00010449+0.00049217i,-0.00058877+0.0008551i,-0.0014813+0.0011012i,-0.0020303+0.00092194i,-0.0016502+0.00096174i,-0.00083926+0.00096635i,-0.00072476+0.00035008i,-0.00061534+0.00028018i,0.00042141-5.1955e-05i,0.00024251-0.00063257i,-0.00046269-0.00067627i,-0.00016887-0.00023682i,8.4562e-06+0.0004326i
0.00073756-0.00067427i,0.0008597-0.0011708i,0.001158-0.0018101i,0.00137-0.0015382i,0.0011597-0.00040314i,0.0014709+0.00022311i,0.0021033-0.00010757i,0.0021218-0.0009152i,0.0017604-0.0010457i,0.0014807-0.0005068i,0.00090013+0.00033436i,-0.00035243+0.0002565i,-0.00091151+6.6042e-05i,-0.0011993-0.0005552i,-0.0012379-0.00037457i,-0.00057084+0.00021516i,-0.00063307+0.00053664i,-0.0008435+0.0011642i,-0.00054473+0.00061459i,-0.00027588+0.00045019i,-0.00031518+0.00097695i,-0.0002685+0.00081631i,-0.00037969-0.00035639i
-0.00055873+0.0015934i,-0.000532+0.0022433i,-0.00080745+0.0010595i,-0.0017001-0.00045719i,-0.0013898-0.0014029i,-0.00032755-0.00034475i,0.00024682+0.0004132i,0.00045569-9.988e-05i,-0.00038049-0.0009879i,-0.00095391-0.0014925i,-0.00075224-0.00086598i,-0.00057076-0.00030361i,-0.00072454-7.4471e-05i,-0.00085575-0.00027635i,-0.0010633-0.00011376i,-0.00078013+0.00029162i,-2.9108e-05+0.00015889i,-0.00013563+0.00011049i,-0.00021351+0.00035115i,7.9842e-05+0.00041697i,4.8463e-05+0.00018089i,-0.00031031-0.00012601i,-0.00057281-3.2667e-05i
0.00097977-0.0014332i,0.0014335-0.00059495i,0.0012012-0.0001584i,0.00073941-0.00064775i,0.00095694-0.00039769i,0.0010605-0.00016906i,0.00056949-0.00013157i,0.00047074-0.00082378i,0.00073067-0.001412i,0.0012775-0.00061184i,0.0013991+0.00046102i,0.00060822+0.00054968i,0.00018973+0.00021783i,0.00069991+8.9371e-05i,0.00032048-0.00015099i,-0.00053216+0.00016405i,-0.0013385+0.00051278i,-0.0018987+0.00099602i,-0.0015828+0.00065149i,-0.00049642-0.00080843i,0.0006074-0.0014045i,0.0016887-0.00079231i,0.0015518+0.00016337i
3.2815e-05+0.00075389i,0.0010895-0.00079581i,0.00097346-0.0015919i,-0.00028934-0.0015789i,-0.00046843-0.001072i,-0.00038372-6.9964e-05i,0.00013211+0.00072714i,7.41e-05+0.00048027i,-0.00024961+0.00017261i,0.00035554+0.00023156i,0.00082054+0.00025797i,0.00021642+0.00031385i,-0.00096589+0.00021697i,-0.0013839+0.00042541i,-0.00051462+0.00021852i,0.0001486-0.00050526i,5.738e-05-0.0010741i,-0.00082462-0.00105i,-0.001147-0.00027558i,-3.4442e-05+0.00074466i,0.00066428+0.0011561i,0.00063955+0.00096544i,0.00052505+0.00053568i
0.0017209-0.0025492i,-5.873e-05-0.0030013i,-0.00060447-0.0033502i,2.5954e-05-0.0033358i,-0.00037882-0.0023205i,-0.00061978-0.00085092i,-0.00042519-0.00020895i,-0.00026921-0.00063996i,-0.00048535-0.0013116i,-0.0012651-0.0010151i,-0.0016242-0.0006608i,-0.0021496-0.0004967i,-0.0019733+0.00013187i,-0.0012426+0.00028229i,-0.001342+0.00027671i,-0.0016031-8.4864e-05i,-0.0010238-0.00056743i,-0.00029301+0.00039423i,-0.0003905+0.0012991i,-0.00038702+0.00053203i,7.5095e-05-0.00011726i,-0.00019162+0.00067997i,-0.00056859+0.0010631i
-0.0011636+0.00037495i,-0.00091869+0.00083564i,-0.00078568+0.0015275i,-0.0011028+0.0007045i,-0.00031531+0.00028511i,0.00048209+0.00023756i,0.00034429+0.00028227i,0.00088979+0.00046284i,0.0010766+0.00044031i,0.00041251-5.5864e-05i,0.00046372-0.00076438i,0.00045514-0.0010315i,0.00027367-0.00058116i,0.00013719+0.00031521i,-5.7518e-05+0.00022049i,-0.0001633-0.00018955i,-0.00014414+0.00014959i,-6.5859e-05+0.00073254i,-0.00018992+0.00074599i,8.2272e-06+0.00013802i,0.00031943+1.5806e-06i,0.0005691+0.00033194i,-0.00016584-0.00026764i
0.00042225+0.00031782i,0.00035667-0.00017936i,0.00094535-0.0011627i,0.0011877-0.00070662i,0.001334+0.000781i,0.00086434+0.00056768i,0.00040152-0.00042364i,0.00041986-0.00051868i,0.00034556-0.00085565i,0.00055679-0.0011753i,0.00082012-0.0004169i,-6.428e-05+0.0003999i,-0.0010423+0.00024296i,-0.0010069-0.00024155i,-0.0010191-0.00026857i,-0.00092593-0.00010242i,-6.1552e-05-0.00013424i,0.00030265-0.00020181i,0.0004827-1.4254e-05i,0.00057412+0.00068612i,0.00094944+0.00075458i,0.00055029-0.00020545i,3.5548e-05-0.00011009i
0.00026632-2.2514e-05i,-0.0013411+0.00044312i,-0.00083754+7.7243e-05i,-0.00048776-6.7871e-05i,-0.00088157-0.00073167i,-0.00096918-0.0007941i,-0.0011998+0.00028844i,-0.0011824+0.00054954i,-0.00069503+0.00024142i,-0.00033812+0.00016407i,-0.00052056-0.0001586i,-0.0011117+0.00026125i,-0.0010166+0.00073989i,-0.00062701+0.00070178i,-0.00073119+0.00068797i,-0.0004168+0.00029056i,-5.9893e-05-0.00028969i,-0.00020812-0.00055395i,-0.0003708-0.00030001i,0.00012703-0.00023605i,0.00023568-0.00075839i,0.00087515-0.00052016i,0.0011158-0.0003436i
0.0007046-0.0012804i,0.0015591-0.0012184i,0.0016312-0.0013657i,0.00075876-0.0005943i,0.0010662+0.00054709i,0.0017507+0.0014916i,0.0023533+0.0018041i,0.0016543+0.0006341i,-0.00041713-0.00085549i,-0.0012259-0.0014381i,-0.0010875-0.0010922i,-0.0009918-0.0014492i,-6.6592e-05-0.0012372i,0.00042256-0.00090886i,-0.00022923-0.0012348i,-0.00056995-0.0010798i,-0.00047079-0.00081379i,-0.00034487-0.0002885i,1.2867e-05+0.0002271i,-4.9713e-05+0.00028307i,-4.3351e-05+0.00022428i,1.3343e-05+0.00014833i,0.00011538+0.0002449i
-0.00097675+0.00077359i,-0.00044918+9.1663e-05i,0.00012206+0.00033418i,0.00045234-0.00066526i,0.00082351-0.0014754i,0.0012652+0.00023087i,0.0014355+0.0015386i,0.00080557+0.00084686i,0.00028462-0.00038395i,0.00018644-0.0013414i,0.00011649-0.0016531i,-0.00011732-0.0025833i,-0.00075943-0.0023239i,-0.00079352-0.0013563i,-0.0004517-0.00069174i,-0.0012018-2.174e-05i,-0.0011665+0.00070253i,-0.00047154+0.0010214i,-0.0010872+0.00063806i,-0.0010894+0.0010216i,-0.00039332+0.00096892i,-0.00020136+0.00036697i,-4.1977e-05-6.2931e-06i
0.0004044-0.00059662i,0.00087985+0.00018582i,0.00076992-3.8457e-05i,0.00092757-0.0013136i,0.0012699-0.00068106i,0.00016176+3.1859e-05i,-0.00010814+0.00012365i,-0.00049672+0.00011178i,-0.0013628+0.00050064i,-0.00097909+0.0012725i,-0.00024331+0.0010833i,-0.00038028+0.00064818i,-0.00044699+0.00049041i,6.7412e-05+0.00071021i,-5.4094e-05+0.0010641i,-0.00015548+0.00081522i,-0.00055151+0.00019952i,-0.00048385+8.1089e-05i,0.0011044+0.00017064i,0.0014649-0.00045132i,0.00094979-0.00076496i,0.0012074-0.00029105i,0.0010042+0.00042414i
3.3464e-06+0.00043579i,3.7771e-05+0.00067385i,0.00054352+0.00043375i,0.00048877+0.00042226i,-0.00012803+0.00083533i,-0.00032788+0.001036i,0.00052105+0.0010105i,0.0012749+0.0010729i,0.00045306+0.0011863i,-0.00053838+0.00020538i,-0.0012579-0.00071516i,-0.0014537-0.00080694i,-0.00095837-0.00091238i,-0.00087905-0.001575i,-0.00073249-0.00073836i,-0.00093207-5.4657e-05i,-0.0011411+0.00034501i,-0.0009423+0.00053977i,-0.00030481-9.144e-05i,0.00043847+4.0804e-05i,0.00030418-7.5628e-05i,0.0002829-0.0005478i,4.7871e-05-0.00086778i
0.0015734-0.0029626i,-0.00026538-0.0027516i,-0.0016671-0.0029831i,-0.0015571-0.0028428i,-0.00044191-0.0021492i,0.00028822+1.1843e-05i,0.00032419+0.00098035i,-0.00020115-0.00031767i,-0.0010492-0.0018841i,-0.0013511-0.0021603i,-0.0016266-0.0014725i,-0.0009931-0.00080903i,0.00061556-0.00013508i,0.00104+0.00064174i,-0.00063494+0.0011125i,-0.0014219+0.00032174i,-0.0013294+4.093e-05i,-0.0008458+0.0005646i,-0.00080717+0.00087396i,-0.0013839+0.00093287i,-0.00043321+0.0006965i,0.00064042+0.00064346i,0.00050641+0.00089177i
-0.00064772+0.00047475i,3.1037e-07+0.00036211i,0.00044988+8.2613e-05i,-0.00012979+7.7064e-05i,-0.00071371-0.00074607i,-0.00040043-0.00085101i,0.00090492-0.00011544i,0.0013174-0.00064642i,0.00050554-0.0014789i,0.00046385-0.0014358i,0.00097752-0.00079211i,0.0010466-0.00025398i,0.00012121-0.00059983i,-0.00034154-0.00047256i,-0.00067413+6.357e-05i,-0.0015904+0.00046614i,-0.00087207+0.00083605i,0.00032466+0.0014857i,0.0013025+0.00094846i,0.0020826-0.00042469i,0.0017524-0.00070283i,0.0010241-0.00014854i,0.00037253-5.2207e-05i
0.00018857+0.00060506i,0.00078199+0.00035822i,0.001421-1.8043e-05i,0.0017103-0.0013268i,0.0013175-0.0019232i,0.00094568-0.00023448i,0.00059411+0.00023045i,-0.00031244-0.00036768i,-0.0001154-0.00011719i,0.00047687+0.00048605i,0.00017388+0.00058762i,-0.00019694+0.00022889i,-0.00074698+0.00018242i,-0.0012736+0.00038796i,-0.0012399+0.00030263i,-0.0012574+0.00032364i,-0.00068449+0.00064109i,-0.00043415+0.00079894i,0.00047838+0.00055798i,0.00080076+0.00054931i,-0.0001356+0.00021187i,-4.4773e-06-0.00038335i,0.00072671+3.2915e-06i
-0.00017865-0.0014389i,-0.00081852-0.0011445i,-0.00083811-0.0012025i,-0.0015007-0.001183i,-0.0014336+2.471e-05i,-0.00022137+0.00080061i,0.00060533+0.00018203i,-8.0471e-05-0.00026084i,-0.0013336+0.0001785i,-0.0019461+0.000442i,-0.0012741+0.00060314i,-0.00052312+0.00069646i,-0.00034841+0.00025789i,0.00014286+0.00068075i,0.00019656+0.00057191i,-0.00070815-0.00018322i,-0.0013723-0.00044731i,-0.00098984+0.00010727i,-0.0001033+0.00089744i,-0.00021039+0.0010289i,-0.00040794+0.00030082i,-0.00017945+0.00041863i,0.00049499+0.0007621i
-0.0007968-5.4021e-05i,-0.0002081-0.00030556i,-0.0002933+0.0001786i,-0.00043593+0.00052267i,-0.00057965+0.00090911i,-0.00031039+0.00059018i,-3.1275e-05+0.00020043i,-8.5937e-05-0.0001125i,-0.00082018-0.00013569i,-0.00092087-4.2768e-05i,0.0001144-0.00041767i,0.00056985-0.00061621i,-6.9455e-05-0.00051479i,-0.00043162-0.00059934i,-0.00047455-0.00040218i,-0.00041534-0.00039335i,-0.00013986-0.00042046i,-0.00033706+0.00027477i,-0.00074198+0.00036362i,-0.00079687-0.00034548i,-0.0011004-0.00093278i,-0.00073013-0.00040945i,-0.00024152+0.00042986i
-0.00019813+0.00073147i,-0.00013375+0.0011556i,-0.00036126+0.0008095i,-4.27e-05-0.0005445i,-2.2136e-05-0.0010494i,0.00062014+0.00040543i,0.00083993+0.00060436i,0.00088526-0.00049486i,0.00078469-0.00076545i,0.00090029-0.00078868i,0.0009888-0.00085532i,0.00026502-0.0008157i,0.00029902-0.00018688i,0.00026016+0.00027607i,-0.00017917-0.00014582i,-4.5326e-05-0.00018311i,-0.0005204+0.00047501i,-0.00058832+0.00089131i,0.00038986+0.00089555i,0.0010169+0.00034711i,0.00097387-0.00034114i,0.00031948-0.00071116i,-0.00018137-0.00022448i
-0.00056791-0.00023994i,-7.8441e-05+0.00026897i,0.00054667-0.00018508i,0.00024523-0.0010994i,0.00068372-0.00016089i,0.00089546+0.00028566i,-0.00015707-0.00033624i,-0.0010754-9.9473e-05i,-0.0016706+0.00010866i,-0.00019856+0.00066802i,0.0012202+0.0010586i,0.00031372+5.2891e-05i,-0.00051858-0.00039063i,-0.00078331-1.2015e-05i,-0.00053894+0.00030326i,-0.00087166+0.00073977i,-0.0020105+0.0014509i,-0.0018158+0.0012828i,-0.00063845+0.00092597i,-0.00055549+0.00073111i,-0.00036272+0.00036862i,0.00036807+0.00014112i,0.0005262-0.00039875i
0.0012608+0.001373i,0.0012704+0.00083746i,0.0010543+0.0013378i,0.0012529+0.0013803i,0.0010299+0.00074003i,-0.00018076+0.00042124i,-0.0010216+0.00034323i,-0.00084909+4.7868e-05i,-0.00098214-0.00025353i,-0.00088128+0.00017397i,-0.00036642+0.00023901i,-0.0010106-0.00049498i,-0.0010794-0.00071625i,-0.00098732-0.00050444i,-0.00098862-0.00049573i,-0.0012575-0.00068647i,-0.0014731-8.0453e-05i,-0.00039026+0.00024278i,0.00066643+0.00017818i,0.00065941+0.00031554i,0.000657+0.00020338i,0.00014759-3.1139e-05i,4.4474e-05-0.0001757i
5.4339e-06-0.0015032i,-0.00044547-0.001203i,-0.0014172-0.0013394i,-0.0013574-0.0021418i,-0.00097733-0.0024283i,-0.00089162-0.00088277i,-0.0001627-0.00025141i,0.00034548-0.00062515i,0.00028302-0.0010939i,-6.4391e-05-0.0010381i,3.1824e-05-0.0006705i,0.0010229-0.00067501i,0.0011926-0.00034807i,0.00031208-0.0005074i,-0.00013712-0.00039652i,-0.00030145-0.00046806i,-0.00072891-0.00077031i,-0.00071328-0.00015247i,-0.00062615-5.3997e-05i,0.00012046-0.00046802i,0.00089213-0.00066919i,0.00056599-0.00087206i,0.00040332-0.00093612i
-0.0023314-0.00085113i,-0.0024517+0.00041703i,-0.0021931+0.00084388i,-0.0015248+0.00082558i,-0.000811+0.00089786i,0.00095772+0.0011409i,0.0015269+0.0008722i,0.0007733-0.00075093i,0.00098555-0.0015352i,0.0018239-0.0008289i,0.0014104-0.0006683i,0.00027664-0.00063581i,-0.00042448-0.0008097i,-0.0011002-0.00088035i,-0.0013825-0.00036644i,-0.0008239+0.00029464i,0.00050013+0.00027516i,0.00071978+0.00051645i,0.00018663+0.0012104i,0.00035928+0.00091762i,0.00028261-0.00042402i,-0.00016156-0.0010692i,-3.8322e-06-0.00098926i
-0.0005106+0.00075021i,-0.00091146+0.00070219i,-0.0022743+0.00090979i,-0.0020875+0.00050041i,-0.00041128+0.00041252i,0.00040264+0.00060998i,0.00010358+0.00018879i,-0.00049705-0.0002179i,-0.0006797+3.9265e-06i,-0.00023965-2.8993e-05i,0.00082554-0.00011052i,0.00075802+8.1317e-05i,-0.00052469+0.00032513i,-0.0014085+0.00037838i,-0.0017425+0.00018743i,-0.0013866-0.00022409i,-0.0010706-0.00033673i,-0.00054994+0.000215i,-0.00033903+0.00080619i,-0.0004813+0.0012596i,-0.00016325+0.0011367i,-0.00047841+0.00054111i,-0.00019927+0.00034798i
0.00057662-0.00065818i,0.00039551-0.00086778i,-0.0010567-0.0020785i,-0.0015592-0.0016932i,-0.0016621+0.00051376i,-9.9747e-05+0.0016517i,0.00072229+0.0011783i,7.2482e-05-0.0005629i,-0.0010155-0.0017915i,-0.0011379-0.0011639i,-0.0004208-0.00077387i,-2.4235e-05-0.00026478i,-0.00016049+0.00013321i,-0.00032486-0.00012092i,-0.00065713-0.00017446i,-0.00058711-0.00041099i,-0.00034144-0.00051852i,0.00022766-0.00014306i,0.00072022+0.00050857i,0.00077231+0.00067282i,0.0013308+0.00020505i,0.0012502-0.00032772i,0.00087261-0.00063054i
0.00032551+0.00048885i,0.00031914+8.4731e-05i,0.00087882-0.00082828i,0.00091258-0.0015643i,0.00095937-0.0021013i,0.00077291-0.000908i,0.00060444+0.00084722i,0.00056955-0.00018084i,0.00022744-0.0012775i,-0.00033996-0.0013547i,-0.00050572-0.00084i,9.0628e-05-0.00011476i,7.1929e-05-0.00078934i,-0.00028019-0.002055i,-0.00046502-0.0015646i,-0.00035729-0.00035346i,0.00029761+0.00017608i,0.00038173+0.00032629i,0.00016057-0.00032711i,-0.0002483-0.000782i,-0.00076202-0.00059063i,-0.00057866-0.00011793i,4.179e-05+7.5944e-05i
0.0008602+0.0004062i,0.0014749+0.0012767i,0.001637+0.00073889i,0.0013217-0.0010591i,0.00096774-0.0019461i,0.00036452-0.0011546i,-0.00035906+3.9127e-05i,-0.00037577+0.00050452i,0.00035232+0.00028688i,0.00065855+0.00016157i,0.0009565+8.7988e-05i,0.00074215-0.00032411i,-0.00027018-0.00052807i,-0.0010522-0.00050508i,-0.00063101-0.0002872i,-0.00054722-0.0002334i,-0.0010317+0.00022656i,-0.00060262+0.00090811i,-0.00044297+0.0015417i,7.0222e-05+0.00085091i,0.00064843-0.00010606i,0.00043137-0.00033216i,0.0009489-0.00057029i
0.0010048+0.0010538i,0.00097347+0.00018944i,0.00098378-0.0019166i,0.00064586-0.0027624i,-0.00048565-0.0013414i,-0.00075863-0.00026563i,7.5697e-05+0.00030328i,0.00010287+0.00067686i,0.00041961+0.00048048i,8.8654e-05+7.4487e-05i,-0.001173-2.3225e-05i,-0.0013366-0.00041229i,-0.0012347-0.00025759i,-0.0014479+0.00027098i,-0.00068674+0.00081697i,-0.00035319+0.00092476i,-1.9305e-05+0.000781i,0.00025009+0.0007441i,-0.00040017-2.2622e-05i,6.0051e-05-0.00055829i,0.00080122-0.00023845i,0.0004456-2.6655e-05i,-0.00012725-0.0001982i
0.00060339-6.0845e-05i,0.00017229-0.00041899i,0.00047087-0.0010295i,0.000949-0.0020683i,0.00095605-0.0018498i,0.00010081-0.0004869i,-0.00032333+0.0010187i,0.00094421+0.0012814i,0.001141+0.00040019i,0.00033057-0.00014718i,0.00015944-0.00044991i,0.00022941-0.00086092i,4.1196e-05-0.00083487i,-0.00057517+7.6269e-06i,-0.00070427+0.0003399i,-0.00026711+0.00025175i,0.00018037-0.0004063i,0.00064231-0.00044377i,0.00034884+4.422e-05i,0.00044564-1.4074e-05i,0.00071606-0.00012413i,0.00031186-0.00048817i,0.00035794-0.00061052i
0.0001205-4.44e-05i,0.00063448+0.00082275i,0.00077678+0.0008174i,0.0012419+0.00030307i,0.0013535+0.00064619i,0.00047754+0.0012657i,0.0002121+0.001309i,0.00022009+0.00088914i,-0.00010592+0.00025156i,-0.00021614-0.00015064i,0.0003906-0.00052407i,0.00054607-0.00075014i,0.00019932-0.00029313i,0.00042314+4.5882e-05i,0.00017531-0.00047369i,-8.8877e-05-0.00016133i,4.1632e-05+0.0011795i,1.1203e-06+0.0013173i,0.00042573+0.00024673i,0.00074814-0.0011171i,0.00035201-0.0015055i,0.00058273-0.00082767i,0.00039451-0.00057446i
