-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
-0.0022032-0.00084395i,-0.0034198+0.00014347i,-0.0023063+0.00066005i,-0.00049244+0.0023253i,-1.9695e-05+0.0029649i,5.1601e-05+0.0019098i,-5.5097e-05+0.0003246i,-0.00019177-0.00086885i,0.00035541-0.00020666i,0.0016485+0.00018267i,0.0027155-0.0005517i,0.0030966-0.0015933i,0.0021144-0.0026071i,0.0010933-0.0026501i,0.00028438-0.0023876i,-0.00047116-0.0026668i,-0.00087951-0.002637i,-0.0011-0.001324i,-0.00069312+0.00018926i,-0.00069881+0.00051023i,-0.0008062+0.00034701i,-0.00034804+0.00036069i,0.0004788+6.5741e-05i
-0.0017558+0.00068187i,-0.00068155+0.0012658i,0.00042599+0.0018769i,0.00070859+0.00099668i,0.00076512-0.00056945i,-0.0002916-0.00059001i,-0.0022204+3.5139e-05i,-0.0026495+5.6765e-05i,-0.00025743-3.7786e-05i,0.0020693-0.00059012i,0.0021823-0.0019657i,0.00074543-0.0022841i,-0.00021339-0.0018931i,-0.0012257-0.001426i,-0.0025015-0.00065838i,-0.0015076-0.0010639i,-0.00020051-0.0010263i,0.00049337-0.00025659i,3.5112e-05+0.00057106i,-0.00072539+0.0002811i,-0.00055131-0.00025108i,-0.00049435-0.00013586i,-0.00014151-0.00054428i
-0.00076153+0.00012461i,-0.00084077-0.00019732i,-0.0010129-0.00044287i,-0.0010127+0.0010082i,-0.0013055+0.002023i,-0.0012899+0.0017295i,-0.0016876+0.0021759i,-0.0015359+0.001737i,-0.00010777-0.00028732i,0.0002962-0.002018i,-0.00067529-0.0020399i,-0.0018749-0.00041078i,-0.0019845+0.00026869i,-0.00085369-0.00056651i,-0.00055733-0.0005623i,-0.0013725+2.3093e-05i,-0.0013037+0.00023947i,-0.00084657+0.0013027i,-0.00051033+0.0020005i,-6.4743e-05+0.0021969i,0.00024583+0.0019713i,0.00015886+0.00072713i,-4.2422e-05-0.00026539i
-0.00075675-0.00036954i,-0.0010403-0.00029225i,-0.0017293+0.00036818i,-3.2778e-05+0.0012796i,0.0018135+0.001793i,0.00112+0.0015894i,0.00059381+0.0015674i,0.0005373+0.0022621i,-0.00089055+0.0013279i,-0.002103+5.0669e-05i,-0.0017425+0.00053421i,-0.0011865+0.001445i,-0.0016287+0.0011183i,-0.0017685+0.00025564i,-0.0012577-0.00056397i,-0.00032085-0.0016041i,0.00021092-0.0015103i,-0.0002799-0.00057432i,-0.00045552-0.00054357i,0.00076984-0.00076843i,0.0017348-0.00041327i,0.0016723-0.00016245i,0.0006738+0.00019389i
-0.0023667-0.00010074i,-0.0016937+9.4675e-05i,-0.00059332+0.0012608i,0.00058925+0.0024696i,0.0010192+0.002315i,0.00065218+0.002226i,0.00084587+0.0021794i,0.0015791+0.0015526i,0.00031771+0.0014247i,-0.0017968+0.0014003i,-0.0016243+0.0012631i,-0.00016748+0.00097611i,0.00044593+9.3536e-05i,0.00081232-0.00031227i,0.0012446-0.00048848i,0.0005403-0.00060971i,-0.00059272-0.00066328i,0.00033386-0.00046084i,0.0020146+0.00029879i,0.0017774+0.00084952i,0.00066131+0.00034193i,-9.5003e-06+0.00016288i,-0.00046964+0.00077422i
0.00061442+0.0022267i,0.0013655+0.0023047i,0.002705+0.0016109i,0.0027138+0.00095874i,0.0016017+0.00014172i,0.00098189+0.00027538i,0.0013547+0.00096561i,0.002163+0.00047059i,0.0020819+0.00068773i,0.001873+0.0026546i,0.0024898+0.0030226i,0.0027424+0.0018739i,0.0012622+0.0015048i,-0.00025104+0.0008236i,-0.00064288-0.00050841i,0.00046836-0.0019076i,0.00089527-0.0022022i,-0.00046052-0.0012993i,-0.00051987-0.00066577i,0.00029672-0.00097939i,9.3788e-06-0.0013434i,-0.0010322-0.0015741i,0.00013652-0.00088449i
1.0782e-05-0.00089225i,-0.00045244-0.00013461i,-0.00038827+8.3477e-05i,0.00011751+0.00023235i,0.0002996+1.7317e-06i,-3.9058e-05-0.0010121i,-8.0974e-05-0.001486i,0.00050705-0.0014354i,0.0018604-0.00083397i,0.0032887-0.00064608i,0.0035547-0.0010239i,0.0025529-0.0016678i,0.0014404-0.0031227i,0.0011303-0.0034706i,0.00054308-0.0027111i,-0.00072684-0.0017678i,-0.0015615-0.0015091i,-0.0013649-0.0015955i,-3.309e-05-0.00019366i,0.0006946+0.00021709i,0.000855-0.00086129i,0.0010966-0.00070352i,0.00053027+0.00023993i
0.0011171+0.00228i,0.0012832+0.003306i,0.0027067+0.0025706i,0.0022889+0.00010859i,0.00065325-0.0020767i,-0.00038062-0.001971i,-0.001025-0.0012187i,-9.9899e-05-0.0015468i,0.0018413-0.0023855i,0.0031913-0.0026283i,0.0028885-0.0024017i,0.00097874-0.002057i,-0.00044654-0.0019941i,-0.00085259-0.0015293i,-0.0017515-0.00080335i,-0.0019499-0.0014935i,-0.0015503-0.0014438i,-0.0015062-0.00039312i,-0.0013991-0.00036689i,-0.0016142-0.00085125i,-0.001953-0.0011575i,-0.0014173-0.0012699i,-0.00057774-0.001202i
0.0011059-0.0010137i,0.000286-0.00072744i,0.00014635+0.00028793i,0.0012333+0.0018733i,0.0010044+0.0020355i,-0.0004397+0.0014483i,-0.0019369+0.0010733i,-0.0024245+0.00016624i,-0.001224-0.002267i,-0.00092665-0.0036737i,-0.0018412-0.0028491i,-0.002134-0.0016915i,-0.0023092-0.0013551i,-0.0015522-0.0013595i,-0.00017769-0.00049948i,-0.00022622+0.00032837i,-0.0010551+0.00054007i,-0.0010557+0.00064687i,8.7531e-05+0.00097505i,0.00093951+0.0015557i,0.0005752+0.0013379i,0.00017072+0.00091638i,0.00013018+0.00050765i
0.00092237+0.00098716i,0.0004397+0.0019558i,0.0010837+0.0012158i,0.0028773+8.5446e-05i,0.0029116+0.00016041i,0.00065863+0.00069629i,-0.00055475+0.0017327i,-0.00085526+0.001962i,-0.001918+0.00055934i,-0.0026528-0.0010499i,-0.0023931-0.00072711i,-0.001677+0.00043026i,-0.00158+0.0016653i,-0.0019486+0.0014783i,-0.0016986+0.00067939i,-0.00088658-0.00044949i,-0.00022308-0.00074046i,0.00028482+8.2902e-05i,0.00059875+0.00016823i,7.2814e-05-1.2146e-05i,3.9989e-06+0.00038423i,0.00044403+0.0015792i,-0.00024946+0.0012729i
0.00030942-0.0026828i,-0.00022456-0.002831i,-0.00036441-0.0024667i,-0.00075968-0.0010956i,-0.001177+0.00051188i,-0.00020317+0.0018629i,0.00013443+0.0026772i,-0.0017237+0.0030093i,-0.0030806+0.0034006i,-0.0035313+0.0034866i,-0.0032436+0.0025561i,-0.0012741+0.0017434i,0.00025694+0.0012978i,0.0015305-5.6628e-06i,0.0027852-0.00052466i,0.0026209-6.6845e-05i,0.0015001-0.00031746i,0.00068166-0.00065493i,0.00047218-0.00051624i,0.00077242-0.00069604i,0.0013666+0.00037548i,0.00087748+0.0012448i,0.00029514+0.00063169i
0.00055874+0.0010981i,0.00027144+0.00040823i,-0.0002677-0.00074669i,0.00035047-0.0021226i,0.0013255-0.001961i,0.0012622-0.00037239i,0.00089447+0.0011597i,0.00093404+0.0020772i,0.0010271+0.0029305i,0.00061181+0.0041305i,0.00097585+0.003568i,0.0028404+0.0013349i,0.0030712+0.00043761i,0.0010432+0.00081845i,-0.0006477-0.00053544i,0.00030479-0.0023373i,0.0019548-0.0020427i,0.0018776-0.001409i,0.00081066-0.00094515i,-0.00029117-0.0006748i,-0.00089196+3.178e-05i,-0.00043953+0.00061684i,-2.3161e-05+0.00010377i
-0.00076871-0.000108i,0.00048719+0.00068471i,0.0011852+0.0033289i,0.0031962+0.0032944i,0.0045874+0.0010593i,0.002936-0.00029273i,0.0013759+0.00062109i,0.0022095+0.0024554i,0.0033973+0.0038267i,0.0030107+0.0031243i,0.0024346+0.00036598i,0.0016487-0.0018604i,0.0010839-0.0033852i,0.001599-0.003839i,0.0020211-0.0024795i,0.001605-0.00094975i,7.3971e-05-0.00074532i,-0.0015113-0.0011475i,-0.0011813-0.0002597i,-7.8281e-05+0.00048259i,0.00035899-0.00047235i,3.4133e-05-0.0008906i,-0.00058418+7.8155e-05i
1.7566e-05+0.0012167i,-0.00064355+0.0001931i,-0.001177-0.001206i,-0.0014379-0.0012008i,-0.0020514+0.00046306i,-0.0022932+0.0012269i,-0.0015751+0.00095066i,0.0010727+0.00049051i,0.0036728-0.00067397i,0.0045123-0.0019693i,0.0036531-0.002803i,0.0007433-0.0028885i,-0.0015969-0.0018321i,-0.0022282-0.0008406i,-0.002264-0.00068667i,-0.0017451-0.0014402i,-0.0011335-0.0015356i,-0.00060374+0.00014156i,-0.00072211+0.00075396i,-0.0013794-4.3226e-05i,-0.0010295-0.00035587i,-0.00019126-0.00069367i,0.00071318-0.00061247i
0.00054082-0.0023349i,-0.00014816-0.001871i,-0.0021045-0.0011606i,-0.0013567-0.0001175i,0.00089424+0.0014885i,0.0014929+0.0023748i,0.0012603+0.0012575i,0.0015712-0.0015769i,0.0022601-0.004463i,0.0013272-0.0057123i,-0.00074867-0.0044107i,-0.0021932-0.0023621i,-0.0020449-0.0015014i,-0.00025485-0.0018655i,0.0012281-0.0024136i,0.00090843-0.0008771i,-0.00026295+0.00081906i,-0.0010791+0.0010839i,-0.00086694+0.0010917i,-0.00032023+0.0015283i,4.2737e-05+0.0014999i,-0.00020956+0.00060435i,-0.00067008+0.0010096i
-0.00088582-0.00048129i,-0.00097394-0.00092108i,-0.0002818+0.00086774i,0.00055841+0.0015116i,0.0011468+0.00038335i,0.0011118+0.0008233i,0.0012616+0.00029202i,0.0012961-0.0019541i,-0.00048826-0.0036265i,-0.0022732-0.0029766i,-0.0030124-0.00031465i,-0.0023643+0.0013062i,-0.0017401+0.0016141i,-0.0020229+0.0023546i,-0.0021916+0.0016187i,-0.0022497-0.00023514i,-0.0010492-0.00095653i,0.00065766-0.00037453i,0.0013368+0.00046784i,0.00089008+0.00060275i,0.00012077-0.00027758i,-0.0007287-0.00053321i,-0.0010135-0.00029463i
0.0011256+1.2787e-05i,0.00094241-0.0004688i,0.0011407-0.0010253i,0.0023811-0.0012505i,0.0025946-0.00086763i,0.0009262+0.00018316i,-0.00126+0.00026633i,-0.0029358-0.00087749i,-0.0042983-0.001344i,-0.0048179-0.0004661i,-0.003055+0.00087789i,0.00084444+0.0009595i,0.0037591-2.76e-05i,0.0036321-0.00051179i,0.0026898-0.00012595i,0.0018569+0.00083272i,0.00073916+0.00092999i,-0.00061183+0.0010509i,-0.0015836+0.0014219i,-0.00055519+0.00090971i,0.00034883+0.00069704i,0.0001699+0.00085452i,0.00037223+0.00073937i
-0.00056295-0.00011147i,-0.00055234+0.00019671i,-0.00090942+0.00035621i,-0.0013241+0.00030443i,-0.0015572+0.00037902i,-0.0014232+0.0013909i,-0.0014459+0.0025083i,-0.001584+0.0027485i,-0.0021545+0.0027974i,-0.0019172+0.0036031i,0.00021219+0.0037172i,0.0019996+0.0018439i,0.0014496-0.00010743i,9.3881e-05-0.00038451i,-0.00081278-1.757e-05i,-0.0014932-0.0016226i,-0.0012367-0.0032328i,-0.00047753-0.0030529i,0.00018771-0.0021065i,0.00024791-0.0015538i,-8.3968e-05-0.0011013i,0.00020871-0.0004483i,0.00029759+0.00037386i
-0.00062655-0.0020408i,-0.001282-0.0011921i,-0.00098494-0.00028793i,-0.00039369+0.0010387i,0.00012796+0.002036i,0.00021631+0.0016346i,-0.00028133+0.0016357i,-0.00096792+0.0029741i,-0.00029591+0.0037893i,0.00099095+0.0034052i,0.0014156+0.0011317i,0.0012968-0.0017985i,0.0017463-0.0037832i,0.0028754-0.0045409i,0.0032767-0.0033811i,0.0018965-0.0015694i,0.00017687-0.00035072i,-0.0016038+0.00067748i,-0.0015419+0.001416i,-0.00027111+0.0021946i,-0.00084198+0.0019058i,-0.0003633+0.00088229i,6.1285e-05+0.0004468i
-0.0017353+0.0012057i,-0.0013382+0.0014459i,-0.0010822+0.0017138i,-0.00039815+0.0014157i,0.00045899+0.0011228i,0.00020309+0.00016657i,-0.00037977-0.00069252i,0.00013573+0.00030205i,0.0021985+0.0021589i,0.0041752+0.001777i,0.0025941-0.00018338i,-0.00087681-0.0015754i,-0.0022379-0.001557i,-0.0026986-0.001061i,-0.0031083-0.0014114i,-0.0029303-0.0018756i,-0.0023632-0.0011756i,-0.0011104-0.00049333i,4.8782e-05-0.00070734i,0.00055914-0.00089854i,0.00036186-0.00091319i,0.00037945-0.0010317i,-0.00013906-0.00034814i
0.00066821+0.0013508i,0.00077041+0.0010467i,0.001015+0.0014845i,0.0029857+0.002477i,0.0028839+0.0023737i,0.0012452+0.0014391i,0.00073994+0.0021218i,0.0016002+0.0026474i,0.0030967+0.0011986i,0.0031388-0.00075699i,0.00090706-0.0015889i,-0.0018846-0.0012872i,-0.0015434-0.0011415i,2.4871e-05-0.0013013i,0.0011484-0.00046825i,0.0013881+0.00060466i,0.00044921+0.0011632i,-0.00047954+0.0019425i,-0.00072389+0.0025358i,0.00040186+0.0016582i,0.0013452+0.0003702i,0.0006963-0.00048063i,-0.00031592-0.0011455i
-0.0018261+0.00028188i,-0.001587+0.0004727i,-0.0014149+0.00025986i,0.0004474-0.00051429i,0.0020381-0.00045145i,0.00070117+6.1919e-05i,-0.00097134+0.00014346i,0.00040964-0.00019167i,0.002055-0.0020588i,0.0014391-0.002778i,-0.00042311+0.00041452i,-0.0016134+0.0036164i,-0.0015228+0.0036752i,-0.0019991+0.0022247i,-0.003093+0.00065636i,-0.003489-0.00061789i,-0.0023716-0.00096925i,-0.0008262-0.0017648i,0.00026853-0.0018334i,0.00035361-0.0011441i,-0.00065794-0.00066138i,-0.00038228+7.3087e-05i,0.0002193+0.00056597i
-0.00062951-0.0013362i,-0.0012722+3.0412e-05i,-0.00067378+0.00022513i,5.3796e-05+0.00081055i,0.0002246+0.0020735i,0.0005393+0.0029634i,0.0010694+0.0028609i,0.0013093+0.00027675i,0.00075037-0.0030643i,6.143e-05-0.0025418i,0.00042739+0.00038384i,0.0020427+0.00089272i,0.0020368-0.0012438i,0.0016482-0.0029477i,0.0024966-0.0023735i,0.0025796-0.00051174i,0.0017737+0.00029626i,0.00086458+0.00024761i,0.00071098-1.592e-05i,0.00046086+0.0002073i,0.00025424+0.00036427i,0.00067771+0.00043124i,0.0013597+0.00033484i
-0.0012903-0.00015612i,-0.00045749-0.00070019i,-0.0002852+9.8846e-05i,0.0011648+0.00089865i,0.0014934+0.00074901i,9.9781e-05+0.00042961i,-0.00027082-0.00015089i,-0.00054453-0.0008095i,-0.0016165-0.001298i,-0.0020873+0.00010312i,0.0006484+0.0019496i,0.0034837+0.0017597i,0.0022915+0.0006598i,0.00033246+0.00013082i,-0.0015883-0.00052139i,-0.0029221-0.0017303i,-0.0023193-0.0030755i,-0.0012011-0.0031758i,-0.001266-0.0020146i,-0.0016199-0.00083656i,-0.0012054-0.00055714i,0.00018598-0.00056332i,0.0012619-0.00046071i
0.00071248+0.00036152i,0.00037551+0.00063281i,0.0015271-0.00027166i,0.0018951-0.0020675i,0.00062437-0.00283i,-0.00066236-0.002439i,-0.00032174-0.0011771i,-0.00084419-0.00090301i,-0.0023071-0.00058706i,-0.00065605-0.00035048i,0.0017333-0.0019419i,0.001868-0.003665i,0.00087136-0.0037451i,0.001053-0.0033395i,0.0022377-0.0031189i,0.002425-0.0028725i,0.0011158-0.0020995i,-0.00079789-0.00071166i,-0.00010765+0.00061499i,0.0015286+0.0012454i,0.0016959+0.001075i,0.0016102+0.00099155i,0.00062911+0.00069189i
0.0010597+8.9545e-05i,0.001706+0.00014392i,0.0019221-0.00011827i,0.002257+0.00032635i,0.0023574+0.0018295i,0.0010812+0.0019434i,-0.0012884+0.0010423i,-0.001994+0.00096194i,-0.0012549+0.0014327i,6.261e-05+0.0011623i,0.00051233+6.0812e-05i,-0.00051554-5.8877e-05i,-0.0016725+0.00037683i,-0.0025645+0.00015295i,-0.0033691-0.0010274i,-0.0039904-0.0018848i,-0.0042807-0.0011432i,-0.0036972-0.00090515i,-0.0021477-0.00065495i,-0.0015423-0.00039571i,-0.0013857-0.00096964i,-0.00025927-0.0014577i,3.5103e-06-0.0011852i
-0.0016055-0.00096562i,-0.002232-0.00030569i,-0.0021039+0.00020825i,-0.0010015-2.4867e-05i,-0.00078104-0.00039751i,-0.001505-0.00041216i,-0.002278+0.00064941i,-0.0023745+0.002118i,-0.00072692+0.0020207i,-0.00035515+0.00025497i,-0.0012944-0.0013316i,-0.0019577-0.0010084i,-0.0016797-0.00084993i,0.00084049-0.0017632i,0.0021502-0.0021359i,0.0013305-0.0019355i,0.001324-0.00079559i,0.0013024+0.00091277i,0.00067968+0.0015066i,0.00033985+0.0011499i,0.00026665+0.00066082i,-0.00073819+0.00042749i,-0.0011342+0.00065376i
0.0020366-0.0015267i,0.001713-0.00088644i,0.0017353-2.54e-05i,0.0018583+0.00023519i,0.00051216+0.00091783i,-0.0012917+0.0016529i,-0.0014004+0.001966i,-0.00011237+0.0025492i,0.0016251+0.0025399i,0.00095714+0.0016231i,-0.001075+0.00177i,-0.0020156+0.0029322i,-0.0020044+0.0026218i,-0.0017712+0.0011559i,-0.0026545+0.00088609i,-0.0031071+0.0015717i,-0.0016015+0.0015323i,-0.00020594+0.001173i,4.0487e-06+0.00040253i,-0.00060468-0.00040316i,-0.0017124-0.001169i,-0.0014778-0.00077151i,-0.00037719+0.00043049i
-0.00066633+0.00095025i,-0.00053426+9.8575e-05i,0.00022279-0.0013237i,0.00044124-0.0023932i,-0.00059009-0.0019166i,-0.0019627-0.00026695i,-0.0023428+0.0020164i,-0.0007945+0.0023886i,0.0013896+0.0010284i,0.00185+0.00087743i,0.002026+0.0026504i,0.0024285+0.0027129i,0.0027574+0.0010055i,0.0027902-0.00019446i,0.0030301-0.00057481i,0.0033411-0.00025277i,0.0033282-0.00022893i,0.0028289-0.00014433i,0.0016606+0.00093246i,0.00081375+0.0022864i,0.00043738+0.0026975i,0.00010491+0.0022506i,4.5315e-05+0.0015851i
-0.00010854-0.0017236i,-0.00035501-0.001001i,-0.00019304+0.0015024i,0.0001083+0.0020435i,0.0015318+0.00060377i,0.0016096+0.00063126i,0.0011908+0.002095i,0.0020925+0.0023986i,0.0026359+0.00032708i,0.0022769-0.00074676i,0.0032601+0.0001029i,0.0034257-0.00011814i,0.0003028-0.0007205i,-0.002526-0.00054959i,-0.0023623+3.3578e-05i,-0.00079841+6.6695e-05i,3.8572e-05-0.00062529i,0.00016774-0.0012394i,3.1463e-05-0.00164i,1.0308e-05-0.00058214i,0.00059916+0.00024544i,0.0013441-0.00040645i,0.0011418-0.00049064i
-0.002717-0.001343i,-0.0018208-0.00018642i,-0.0018097+0.00079963i,-0.0014499+0.00043759i,-0.0011226+0.0005552i,0.00020215+0.0017587i,0.0018424+0.0013543i,0.0013495-0.00056177i,0.0012319-0.0014747i,0.0019126-0.0014727i,0.0031644-0.0024226i,0.0037137-0.0033919i,0.0027864-0.0027468i,0.0029696-0.0022873i,0.0032833-0.0033781i,0.0021448-0.0043062i,0.00049515-0.0037303i,-0.0010421-0.0019815i,-0.00064524+0.00022529i,0.0014064+0.0017316i,0.0023457+0.0014055i,0.0023345+0.0010119i,0.0013789+0.00044759i
0.00039833-0.0013912i,-0.0010016-0.00089883i,-0.0017221+0.00026293i,-0.0013754+0.0012752i,-0.00072877+0.001236i,-0.00067592+0.00066154i,0.00020584-0.00054622i,0.00064693-0.0012701i,4.7984e-05-0.002127i,-0.00023898-0.002498i,7.6646e-05-0.0034918i,-0.00082035-0.0040444i,-0.0024415-0.0021219i,-0.0027022-0.00057343i,-0.0027055-0.00064474i,-0.0019215-0.0011972i,-0.0017202-0.0007459i,-0.0021461+7.2291e-05i,-0.0012532-0.0010086i,-1.2821e-05-0.0015992i,0.00033425-0.0013404i,-7.9337e-05-0.0019618i,-0.00082788-0.0019497i
-0.00026202+0.00013783i,0.00012742+0.00065192i,2.7224e-05+0.00079683i,-0.00012044-0.00016576i,0.00052538-0.00047235i,-9.1022e-06-0.00030161i,-0.0015873-0.00061696i,-0.0020023-0.00091948i,-0.0021953-0.0017464i,-0.0022391-0.0024724i,-0.0025801-0.0018883i,-0.0016998-0.00084996i,0.00023908-0.00067103i,0.0018832-0.0012467i,0.0021082-0.0019206i,0.00094069-0.0017964i,0.00027385-0.00049527i,-1.933e-05+0.00079028i,-0.00016088+0.00049678i,0.0004265-0.00068634i,0.0007187-0.00083903i,-0.00045564-0.00049393i,-0.0014363-0.0005105i
-3.1442e-05+0.0018102i,-0.00050089+0.0013246i,-0.00028805+0.0012623i,0.0013431+0.0013682i,0.0017555+0.0007811i,0.00099251-0.0001702i,-0.00057194-0.0012175i,-0.0017083-0.0020082i,-0.0020577-0.0014303i,-0.0029231+0.00027921i,-0.0040516+0.0016927i,-0.0042114+0.0014014i,-0.0043104+0.00035912i,-0.0037934+0.00046698i,-0.002546+0.0017002i,-0.0021067+0.0023674i,-0.0018495+0.0019482i,-0.00096843+0.0015149i,-0.00057915+0.0008855i,-0.0012808-0.00043031i,-0.0020366-0.0012102i,-0.0013755-0.00040535i,-0.00098166+0.00045108i
-0.0024372-0.00057322i,-0.0021604+0.00023554i,-0.00035983+0.002025i,0.0031751+0.00303i,0.0045512+0.0026736i,0.0019485+0.0017605i,-0.0019714+0.0010631i,-0.0038721+0.001058i,-0.0030501+0.0023272i,-0.00095864+0.0043031i,0.00088368+0.0050329i,0.0018001+0.003784i,0.0025935+0.0003632i,0.0023871-0.0019179i,0.001877-0.0018375i,0.0016047-0.0014671i,0.0013538-0.0008396i,0.00044693-0.00022636i,-0.00018316+0.00032309i,-0.00015855+0.0011482i,0.00034742+0.0019884i,0.00086778+0.0023908i,0.00038019+0.0026519i
-0.00029026-0.00059339i,-0.00011158-0.00089348i,-0.0001343-0.00080762i,-0.00092405-0.0014246i,-0.0013283-0.0034784i,-0.0014815-0.0028958i,-0.0023325-2.9367e-05i,-0.0022844+0.0018538i,-0.0010045+0.00273i,0.00066739+0.0031779i,0.0028556+0.0030915i,0.0029317+0.0020371i,0.00059056+0.00066426i,-0.0013402+0.00089603i,-0.0010444+0.0010815i,-1.1122e-05-0.00035627i,-0.00014915-0.0016034i,-0.00071702-0.0012478i,-0.00044379-0.00013671i,-0.00048971+0.0010443i,-0.0012742+0.0015532i,-0.0011586+0.0010778i,-0.00029112+0.00074117i
0.00048905+0.00051957i,0.00029501+0.00043669i,0.0013737+0.0002674i,0.0030301-0.0004655i,0.0022786-0.00031806i,-0.00040406+0.00015904i,-0.0029566+0.0017962i,-0.0026503+0.004159i,0.0013263+0.0040116i,0.004558+0.0015955i,0.0052053-0.0011665i,0.0048689-0.0031229i,0.0034474-0.0040323i,0.00207-0.0038611i,0.0016917-0.0029808i,0.0013835-0.002921i,2.9765e-06-0.0020539i,-0.00061571-0.00073599i,0.00033829-8.2071e-05i,0.0012792+5.5392e-05i,0.001818+0.00022864i,0.0021407+0.00056349i,0.0015361+0.0006027i
-2.8932e-05-0.00047495i,-4.644e-05-1.6945e-05i,-1.6323e-05+0.00099367i,-0.000939+0.0014931i,-0.0019935+0.0014092i,-0.0020525+0.0015845i,-0.00012873+0.0019309i,0.0020595+0.0019284i,0.0034929+0.00038228i,0.0030317-0.0023702i,0.0010016-0.0040611i,-0.00084209-0.0032105i,-0.0022172-0.0010953i,-0.0018153+0.000486i,-0.00057376+0.0002528i,-9.3212e-05-0.00094359i,-0.00093162-0.0013248i,-0.0014341-0.00092758i,-0.00069195+6.5403e-05i,-0.00046925+0.00083429i,-0.00058254+0.00012367i,-0.00031372-0.0010872i,0.00021457-0.0016225i
-0.00056062+0.0010378i,0.00013223-0.0002627i,0.0019124-0.00025361i,0.0045344+0.00069077i,0.0057731+0.0012509i,0.003909+0.0028709i,0.0028474+0.0036212i,0.0042243+0.0018553i,0.0046257-0.00070856i,0.0026174-0.0022691i,0.00065034-0.0027808i,0.00076688-0.0029173i,0.0016612-0.0028526i,0.0014115-0.0028382i,0.00020461-0.0034738i,-0.00071637-0.0031746i,-0.0006395-0.0017163i,8.8866e-05-0.00092013i,-1.2869e-05-0.0011309i,-0.00038319-0.00094604i,0.00028165-0.00013801i,0.00043898+0.00014294i,0.0002428+0.00059929i
0.00052436-0.00072378i,-0.00052828-0.00061585i,-0.00029537+7.2677e-06i,-0.00034518+0.00024956i,-0.0010907-0.00025435i,-0.0013923+0.00011317i,-0.0001863-0.00039082i,0.0012961-0.0020293i,0.0006935-0.0032874i,-0.0016446-0.0027654i,-0.0034295+4.1734e-05i,-0.0034198+0.0015103i,-0.0025725+0.001686i,-0.00097906+0.0016366i,0.00092785+0.0014716i,0.0013406+0.0017834i,0.0014461+0.0012478i,0.00052733+0.00022582i,-0.00092581+0.00024844i,-0.0020991+0.00060245i,-0.0024734+0.00041124i,-0.0021817-0.00028985i,-0.0013437-0.00069634i
-0.00028292+0.0020303i,0.00031707+0.0016964i,0.0012034+0.00081628i,0.0029777-0.00077115i,0.0049017-0.00119i,0.0042559-0.0011267i,0.0017572-0.0023335i,0.00027057-0.0038604i,-0.0010052-0.0039852i,-0.0022187-0.0019892i,-0.0013384+0.00073225i,0.0013335+0.0010452i,0.0021302-0.001453i,0.00084161-0.0025269i,-0.00050336-0.0015162i,-0.0014175-0.001332i,-0.0014463-0.0019184i,-0.00078502-0.001732i,-0.001059-6.3097e-05i,-0.0014645+0.00092623i,-0.00080414+0.00017484i,-0.00057869-0.00043452i,-0.00091634+0.00024976i
3.6797e-05+0.00024112i,0.00052353+0.00069524i,0.00037783+0.0020566i,-0.0004354+0.0034262i,-0.0011866+0.0011826i,-0.00092412-0.0019184i,-0.0014328-0.0034134i,-0.0038224-0.0032746i,-0.0047399-0.0023474i,-0.003192-0.00063743i,-0.00071223+0.001447i,0.00064168+0.0013137i,-0.00052641+0.00042971i,-0.0011979+0.00072454i,2.6219e-05+0.0013879i,0.0017212+0.0011404i,0.00085432-0.00032408i,-0.0008158-0.00078177i,-0.00034595+0.00074963i,-6.599e-05+0.0018292i,0.00025824+0.0017537i,0.00026435+0.001075i,0.00068751+0.00034836i
-0.00022183+0.00022071i,-0.0011217+0.00023387i,-0.0007528-0.0013415i,0.00054779-0.0028417i,-3.1634e-05-0.0030951i,-0.0029672-0.0021661i,-0.0055935-0.0001324i,-0.0059393+0.00068507i,-0.0037429+0.0013092i,-0.00079337+0.0030056i,0.0015124+0.0014007i,0.0022734-0.001856i,0.0012401-0.0021408i,-0.0010065-0.0011605i,-0.0027647-0.0010692i,-0.0031402-0.00082388i,-0.0020056-0.00077507i,-0.00092019-0.0013973i,-2.9207e-05-0.0013896i,0.00018569-0.00091203i,0.00022336-0.00080974i,8.1297e-05-0.00024957i,-0.00011212+0.0012034i
