-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
-0.00013984-0.00023016i,-0.00027186+0.00027295i,-0.00063681+7.4661e-05i,-0.00044176+0.00044975i,0.00083991+0.0012663i,0.0023142+0.0026427i,0.0022866+0.004013i,-5.8058e-05+0.005113i,-0.0020919+0.0048666i,-0.0027821+0.0024579i,-0.003308+0.00044978i,-0.0029525-0.00034095i,-0.0015208+2.0265e-05i,-0.00052595+0.0011501i,-0.00074014+0.0015471i,-0.0020874+0.00022141i,-0.002477-0.0017682i,-0.0019087-0.0025501i,-0.0018808-0.0018916i,-0.0018469-0.0013235i,-0.0016801-0.00088305i,-0.002046-0.0011626i,-0.0022922-0.00080997i
-4.1574e-05-0.00084411i,0.00098639-0.00049513i,0.0017274-0.00044547i,0.0032403-0.00071049i,0.0046313-0.0012291i,0.0051951+0.00048309i,0.0046515+0.0041718i,0.002616+0.0063446i,-0.00063072+0.0068814i,-0.0020464+0.0059213i,-0.0022818+0.0036489i,-0.0025381+0.0017935i,-0.0016597+4.7031e-05i,-4.948e-06-0.0006706i,0.00016146-0.00047561i,-0.00043448-0.00063022i,-0.00070721-0.00050493i,-0.00032368-0.0003807i,0.00063342-0.001818i,0.0016355-0.0029515i,0.00172-0.0019589i,0.00075128-0.00085802i,-8.0295e-05-0.0012214i
-0.0016298+0.00022389i,-0.0010569-3.4396e-05i,-0.0010905+0.00085182i,2.7556e-06+0.0014613i,0.0031502+0.00017663i,0.0049409-0.0021573i,0.0038617-0.0029224i,0.0014052+0.0007355i,0.00043211+0.0063011i,0.00076236+0.0077465i,0.00010581+0.005801i,-0.00054245+0.0026902i,0.00034686+0.00069094i,0.0015923+0.00073059i,0.0013755+0.0016457i,-0.00027912+0.0025296i,-0.0021766+0.0028536i,-0.0026311+0.0019898i,-0.0020696+0.0010065i,-0.002042+0.0013893i,-0.0028217+0.0010764i,-0.0022365-7.3809e-05i,-0.0010151-7.6452e-06i
-0.0018213-0.00026892i,0.00027631+0.00022573i,0.00063906+0.00048926i,0.0018933-0.00064269i,0.003893-0.0046674i,0.0038826-0.0079146i,0.0019317-0.0070949i,0.00015899-0.0035746i,-0.0012344+0.0015284i,-0.00052416+0.0038236i,0.0011726+0.0032269i,0.00047845+0.002326i,-0.00038668+0.0014957i,0.00012437+0.00047556i,0.001103-0.00040618i,0.0024236+0.00053068i,0.0030997+0.0019491i,0.0020965+0.0013763i,0.00091539-0.00026628i,0.00027924-0.0017763i,-5.7603e-05-0.0023102i,-0.00036954-0.0020744i,0.00027235-0.0014315i
0.0038969+0.0035364i,-0.0004611+0.0055792i,0.005331+0.00091632i,0.0068383-0.0069944i,0.0048563-0.012648i,-0.0018632-0.013592i,-0.0060728-0.0083295i,-0.003921-0.0025739i,0.00097284+0.0005712i,0.0043543-0.00012922i,0.0035786-0.0012575i,0.0016125-0.0012244i,0.00070101-0.00012266i,0.00079273+0.0016134i,0.0021855+0.0024173i,0.00404+0.0027452i,0.0048143+0.0026285i,0.0037593+0.0020845i,0.0031555+0.0015782i,0.0035525+0.0015498i,0.0028241+0.0015102i,0.0017853+0.0014423i,0.0016495+0.0013797i
0.00054206+0.0014183i,0.0012849+0.0019076i,0.0039814+0.0010917i,0.0051378+0.00058664i,0.0028502-0.00043635i,-0.0012341-0.0017339i,-0.0042936-0.00077575i,-0.0033285+0.00055739i,0.00049533+0.00089268i,0.0025293+0.00027381i,0.0023725-0.00054618i,0.0014974-0.00053977i,0.00069596+1.6562e-05i,0.00014507+0.00010251i,0.00039343-0.0013208i,0.0016851-0.0026331i,0.0022698-0.0031767i,0.0012862-0.0038649i,2.602e-05-0.004099i,-0.00048924-0.0023578i,-0.0013941-0.0013165i,-0.0020999-0.0017661i,-0.0012575-0.0018134i
0.0002114+0.0013706i,0.00050863+0.0023184i,0.0017991+0.0013772i,0.0019837-0.0013026i,8.4021e-05-0.0025566i,-0.0039478-0.0010709i,-0.0075394+0.0027596i,-0.0077233+0.0051433i,-0.0044092+0.0036282i,-0.00089945+0.00089515i,0.00049588-0.00073661i,0.00031284-0.001126i,0.00038255-0.0011248i,0.00062108-0.00088353i,0.00010629-0.0010155i,0.00056457-0.0022081i,0.0011848-0.0034687i,0.0013973-0.0041385i,0.0015277-0.0040372i,0.0016833-0.0035342i,0.0013142-0.0026589i,0.00046314-0.0016929i,6.8329e-05-0.0013964i
-0.0018882+0.0011542i,-0.00078142+0.00075115i,0.00052274+0.00029963i,0.0016643+0.000363i,0.0019951+0.00090316i,0.00023389+0.0036455i,-0.0026964+0.0065127i,-0.0058445+0.0066666i,-0.005936+0.0053639i,-0.0032+0.0022028i,-0.00080648-0.00015525i,0.00057087-0.00032814i,0.00080976+0.00030507i,0.00014788+0.00047288i,-0.00089754+0.00074061i,-0.002441+0.00023594i,-0.0034579-0.0015759i,-0.0034868-0.0016102i,-0.00356+2.7e-05i,-0.0031049+0.00015988i,-0.0022813-0.00035803i,-0.0014784+9.9137e-05i,-0.0013886-0.00022158i
0.00036764-0.00042252i,-5.4878e-05-0.00017715i,7.7902e-05-0.00037007i,0.0016569-0.0011926i,0.005043-0.0016682i,0.0059741-0.0010546i,0.0046181+0.0020773i,0.0016267+0.0056913i,-0.0015793+0.0057774i,-0.0026815+0.0024703i,-0.0020914-8.6726e-07i,-0.00075956-0.00050573i,2.233e-05-0.0011288i,-0.0010903-0.00081083i,-0.0022685+0.00067414i,-0.0019213+0.001747i,-0.0010144+0.0015734i,-0.00065685+0.00017745i,-0.0020195-0.00067339i,-0.0025795-0.00051895i,-0.0021376-0.00089632i,-0.001548-0.0013031i,-0.0012882-0.00089117i
-9.3314e-05+0.00016942i,7.9708e-05-0.00025183i,0.00077915-0.00095383i,0.0033055-0.0017773i,0.006533-0.0029303i,0.0087282-0.002319i,0.0083031+0.0002861i,0.005232+0.00304i,0.00098642+0.003744i,-0.00068575+0.0026191i,-0.00099364+0.0011966i,-0.0013313+0.00018321i,-0.00090383+5.7803e-05i,0.00056542+0.00091109i,0.0019448+0.0026114i,0.0013243+0.0039075i,5.4689e-05+0.0049178i,-4.8737e-05+0.0054897i,0.0012811+0.0043713i,0.0014031+0.0024343i,0.00023061+0.0015509i,-0.00036164+0.0016088i,-0.00057222+0.0014605i
-4.0029e-05+0.00093057i,0.00040004+0.001026i,0.0021835+0.0010963i,0.0032231+0.00012313i,0.0046477-0.0032i,0.0058621-0.0069887i,0.0058997-0.0069921i,0.0041799-0.0034347i,0.0027861+0.0019443i,0.0018316+0.0047772i,0.00012744+0.0034955i,-0.0010375+0.0019702i,-0.0011784+0.0011398i,-0.00067776+0.00061022i,0.0006919+0.00073957i,0.0029669+0.00022649i,0.0038581-0.00063506i,0.0026969-0.00048714i,0.0019219-0.00027604i,0.0012695+0.00072112i,0.00020054+0.00055878i,-0.0006137-0.00056443i,-0.0010294-0.00043665i
0.00037831+0.0015349i,0.00020512+0.0017677i,0.0011462+0.00090794i,0.0026016-0.0012546i,0.0035309-0.0042095i,0.002401-0.0082019i,-0.00065178-0.010748i,-0.0018233-0.0077531i,-0.00027416-0.00074837i,0.0012734+0.0039887i,0.0014057+0.0041265i,0.00048587+0.0026362i,9.0381e-05+0.0010377i,0.0010178+0.00028004i,0.0033811-0.00046996i,0.0048231-0.00026517i,0.0055259+0.0003963i,0.0060561-0.00035245i,0.0052449-0.0014689i,0.0036526-0.0027954i,0.0026824-0.0029647i,0.0026863-0.0020614i,0.0018829-0.0012021i
0.0010177+0.00085683i,0.00034285+0.001877i,0.00069882+0.0028564i,0.00080146+0.0022632i,-0.0009844+0.00032803i,-0.0052307-0.0013175i,-0.010334-0.0026108i,-0.0098256-0.0025181i,-0.0041057-9.5009e-05i,0.0017883+0.0019927i,0.0041411+0.0020136i,0.0030729+0.0014864i,0.0026369+0.0019016i,0.0024986+0.0014853i,0.0017057-0.00062372i,0.00082336-0.002803i,-0.00060695-0.0039459i,-0.0014404-0.0037968i,-0.0011137-0.0024652i,-0.00034803-0.0016875i,0.0002257-0.0015926i,0.00017434-0.0014241i,-0.00026129-0.0014524i
0.0028235+0.0012291i,0.0014926+0.0010025i,0.002033+0.00012144i,0.0031194-0.0020594i,0.0020446-0.0019767i,-0.004229+0.0016315i,-0.010069+0.005572i,-0.0096754+0.0057835i,-0.0048805+0.0023876i,0.00078652-0.00069154i,0.0035141-0.0016926i,0.0031031-0.0014753i,0.0026185-0.0012292i,0.001217-0.0015956i,-0.0001345-0.0019935i,0.00081185-0.0015116i,0.0020562-0.0018946i,0.00098306-0.0031947i,-0.0011637-0.0036334i,-0.0021369-0.0020998i,-0.0026671-0.00075291i,-0.0019027-0.0013905i,-6.2159e-05-0.0021249i
-3.8146e-05+0.0014125i,-0.00065731+0.00098944i,0.00035216+0.0011653i,0.0021685+0.00024976i,0.0045172+0.00042356i,0.004772+0.0035755i,0.0012137+0.0085712i,-0.0028429+0.010701i,-0.0036551+0.0070903i,-0.001029+0.0012673i,0.00089831-0.0018455i,0.00035623-0.0024155i,0.00097463-0.0023291i,0.0012899-0.0013174i,-0.00078646+0.001084i,-0.0036698+0.0027405i,-0.0043681+0.0029943i,-0.0029528+0.0027675i,-0.0013475+0.0022437i,-0.00083385+0.0010494i,-0.00037774+0.00051568i,-0.00036622+7.1931e-05i,-0.0012641-9.3849e-05i
-1.4362e-05-0.0015266i,0.00053404-0.00065177i,0.0011518+8.7956e-05i,0.0031768+0.0016519i,0.005293+0.0023526i,0.0064948+0.0024996i,0.0068921+0.0044781i,0.0050934+0.007386i,0.0015304+0.0062539i,-0.0011556+0.0021381i,-0.0024253-0.00020245i,-0.0023065-0.001843i,-0.0018701-0.002458i,-0.0025496-0.0016033i,-0.0025205-0.00067928i,-0.001295-0.0010797i,-0.00048436-0.0010595i,-0.0006486+0.00010464i,-0.0010784+0.00057847i,-0.00018583+0.0013601i,0.0013013+0.0018144i,0.00096809+0.0018749i,-0.00036023+0.0014018i
0.00010404+0.0010849i,-0.00037686+0.0011101i,0.0001823+0.00020409i,0.0017043-0.0039262i,0.0043695-0.0080698i,0.0064376-0.0095467i,0.0058484-0.0068301i,0.0034756-0.0011775i,0.00072031+0.0031604i,-0.0015722+0.0038482i,-0.0030102+0.0023682i,-0.0030417+0.00083991i,-0.0022436+0.00050954i,-5.9282e-05+0.00098054i,0.0026512+0.002339i,0.0035208+0.0053347i,0.0043057+0.0065918i,0.0055137+0.0042652i,0.0045603+0.00056391i,0.0027325-0.001318i,0.0017333-0.0002503i,0.0014694+0.00023084i,0.0017765+0.00038178i
-0.00040292+0.00056109i,9.1955e-05+0.00039272i,0.0028193+0.00031809i,0.0043462+7.7521e-05i,0.0051012-0.0020347i,0.006198-0.0044436i,0.0046912-0.0047016i,0.0013633-0.0030991i,0.0010016+0.00092642i,0.0011442+0.0044013i,-0.00056873+0.0051563i,-0.001535+0.0038712i,-0.00081418+0.0021752i,-0.00026381+0.0018386i,0.00035856+0.0009016i,0.0012605-0.0010875i,0.0011532-0.0022383i,0.00054495-0.0021344i,0.00069284-0.0010425i,0.00095891-0.0014405i,0.0010349-0.0029881i,0.001458-0.0027439i,0.0012138-0.001383i
-0.00011156-0.0013288i,9.9151e-05+8.6391e-05i,-0.0011683+0.00037961i,-0.0010753+0.00055264i,0.00069274+0.00073489i,0.00056525-0.00053204i,-0.0020248-0.0041088i,-0.0035712-0.0039735i,-0.0015011+0.0014697i,0.0019313+0.0052461i,0.0034812+0.0056479i,0.002849+0.0041295i,0.0020257+0.0022894i,0.0033085+0.00042872i,0.0051908-0.0015806i,0.0064379-0.0027596i,0.0066526-0.0031128i,0.0043512-0.0036233i,0.0019738-0.0034859i,0.00076678-0.0027883i,-0.00047588-0.0025669i,-0.0013663-0.0022835i,-0.00072307-0.0015104i
-0.0012316-3.9998e-05i,-0.00058175-0.00087428i,0.0020858-0.00096961i,0.0059554-0.0012187i,0.0067297-0.0036014i,0.0025496-0.0055467i,-0.0027303-0.0040475i,-0.0059096-0.001642i,-0.0036054+0.00070686i,0.0016917+0.0015846i,0.0043491+0.00023397i,0.0036794-0.001083i,0.0017995-0.00060358i,0.00070886+0.0010613i,-0.00054591+0.0017239i,-0.0025845+0.00026756i,-0.0029772-0.00087696i,-0.001188-0.0013105i,0.00011384-0.0018743i,-0.00016191-0.0024573i,-0.00061522-0.0020374i,-0.00046872-0.0010961i,-0.00065371-0.00079041i
0.00011235+0.0012891i,-0.00056516+0.00073629i,0.0015308+0.0015858i,0.0035842+3.2137e-05i,0.0048793-0.0024922i,0.0025326-0.0016247i,-0.0027423+0.00085924i,-0.0060196+0.0024119i,-0.0046081+0.002512i,-0.00022502+0.00063612i,0.0024896-0.0024081i,0.0022985-0.0027713i,0.0010189-0.00085524i,0.00013475-0.0014447i,0.00057902-0.0028297i,0.001667-0.0036946i,0.00079048-0.0041381i,-0.0014397-0.0026147i,-0.0022656-0.00052267i,-0.00096077+0.0007127i,0.00053868+0.00080724i,-4.485e-05-0.00041663i,-0.00071221-0.00093204i
0.00038302-0.00078988i,0.0019229-0.00040697i,0.001593-0.00078527i,0.00095237-0.0010054i,0.0010242-0.00052725i,-0.00071075+0.00059575i,-0.0025686+0.0035337i,-0.0035602+0.0072381i,-0.0041049+0.0064631i,-0.0027782+0.0020334i,-0.0013415-0.0013043i,-0.00088231-0.00156i,-0.00018766-9.6506e-05i,-0.000307+0.00096385i,-0.00088384+0.0029681i,-0.0011516+0.005515i,-0.0012787+0.0054609i,-0.00029394+0.0034465i,0.00024202+0.00064017i,-9.2121e-05-0.00022525i,-0.00028362+0.0012844i,-0.00023726+0.0012634i,0.00032251+0.00032612i
-0.0015334+0.00054406i,-0.0011035+0.0014853i,-0.00085833+0.0023588i,0.00021061+0.0022703i,0.002467+0.00066733i,0.0029259+0.00095192i,0.00033918+0.0032466i,-0.00077173+0.0054835i,-0.0011161+0.0070164i,-0.0027385+0.0053691i,-0.0034508+0.0023772i,-0.0027655+0.0014514i,-0.0012636+0.0014309i,-0.001896+0.00074973i,-0.0033917-0.00051098i,-0.002482-0.0021551i,-0.0006274-0.0025106i,0.00074349-0.0014195i,0.0015417-0.00083384i,0.0024682-0.00043758i,0.0027159+0.00020633i,0.001877+2.674e-05i,0.00043129-0.0002996i
0.00044337+0.00073117i,-0.00038938+0.00036005i,0.0016828+0.0011579i,0.0034954+0.0018256i,0.0047528+0.0029431i,0.0037752+0.0042337i,0.0011791+0.0040852i,0.0012785+0.0038897i,0.0018818+0.0042679i,0.00065226+0.0044145i,-0.00016924+0.0043203i,0.0004173+0.0034882i,0.00097905+0.0018126i,0.0017696+0.00051905i,0.0037606+0.0010174i,0.0052797+0.0024791i,0.0047914+0.0025419i,0.0031598+0.00094159i,0.0014365-0.00044797i,0.00043019-0.00078181i,0.001028-0.0010655i,0.00086601-0.001105i,-0.00032387-0.0010481i
-4.8294e-05+0.0011271i,0.00035842+0.0014201i,0.0021822+0.00070324i,0.0047849-0.00016287i,0.0066702-0.0015389i,0.007724-0.0026648i,0.0064796-0.00031433i,0.0024856+0.0015116i,0.0017202+0.0015387i,0.003056+0.0025845i,0.0033916+0.0033435i,0.0030003+0.00082832i,0.001402-0.00052673i,-0.00046788+0.0007161i,-0.00076863+0.0011533i,-0.001792+0.0012302i,-0.0025076+0.00012453i,-0.0016434-0.00057637i,-0.00034446-0.0013808i,0.00065533-0.0026824i,-0.0001567-0.0023232i,-0.0017992-0.0013503i,-0.0015306-0.00049039i
-0.0011874+0.0011773i,-0.0019526+0.0010187i,-0.001444+0.0007711i,0.0015823-0.00066405i,0.0072946-0.0020622i,0.011131-0.0025894i,0.0073646-0.0031599i,0.0013912-0.0017309i,0.00029523+0.0012534i,0.0029014+0.002689i,0.0040984+0.0013688i,0.0027251-0.00078329i,0.0013358-0.001816i,0.001067-0.0016025i,0.0019295-0.0016357i,0.0035611-0.0023306i,0.0037617-0.0023641i,0.0015303-0.001419i,-0.00072045-0.00074279i,-0.0012896-0.00097531i,-0.0015027-0.0017999i,-0.0016244-0.0017016i,-0.00074793-0.0015755i
-0.00081451-0.00029808i,0.00043168+0.00057548i,0.0015092+0.00067439i,0.0021936-0.0012904i,0.002238-0.0043526i,0.00080348-0.0079798i,0.00040002-0.0097935i,-0.0016419-0.0043752i,-0.0034187+0.0012521i,-0.00051513+0.0010668i,0.0017243-0.0014828i,0.00094495-0.002481i,0.00073973-0.00133i,0.0010457+0.00033691i,-0.00030223+0.0021621i,-0.0012152+0.0029848i,-0.00092263+0.0022786i,-0.00082537+0.0013962i,-0.00092868+0.00029625i,-0.0010559-0.0005164i,-0.00027319-0.00057974i,0.001507-9.748e-05i,0.0026835+0.00018575i
-0.00080373-0.00091243i,-0.00021796-0.00096511i,-0.00015769-5.6525e-05i,5.9972e-05-0.0016055i,-0.00058521-0.0060952i,-0.0027561-0.0097064i,-0.0083594-0.0088497i,-0.012231-0.0040229i,-0.0092433+0.0013852i,-0.0042688+0.0019973i,-0.002594-0.00066672i,-0.0028086-0.00098178i,-0.0020371-0.00029975i,-0.0018799-0.0012536i,-0.0014283-0.0021207i,-3.1592e-06-0.0021955i,0.0010106-0.0020535i,0.0020962-0.0014617i,0.0026241-0.00017789i,0.0018431+0.0015833i,-0.00028662+0.0024112i,-0.0017353+0.0018258i,-0.0009883+0.00065549i
0.0013177+0.00045323i,0.0024412+0.00038239i,0.0029142-0.00032202i,0.0032581-0.0020197i,0.00159-0.0017544i,-0.0059162+0.0016915i,-0.011897+0.0035962i,-0.0099417+0.0048955i,-0.004508+0.0074556i,-0.0019854+0.006146i,-0.0025694+0.0025447i,-0.0021737+0.00091261i,0.00015263+0.00090028i,0.0020636+0.00061734i,0.0027884+0.0013214i,0.0027481+0.0029159i,0.0029555+0.0030854i,0.0032345+0.0010039i,0.0028874-0.0013979i,0.0022724-0.0023863i,0.002022-0.0025422i,0.0008306-0.0028445i,-0.00066444-0.0030043i
3.3582e-05+0.00087619i,0.00026265+0.0013396i,0.0018324+0.0016839i,0.0032883+0.0021016i,0.0010787+0.0033354i,-0.0016646+0.0050664i,-0.0014558+0.01082i,-0.00074473+0.014168i,0.00054533+0.0097274i,0.002005+0.0056356i,0.0016742+0.0050758i,0.00071775+0.0042564i,7.5318e-05+0.0022967i,-0.00047792+0.00026715i,-0.00098172-0.0011516i,-0.00066598-0.0024633i,0.00019538-0.0037849i,0.00098989-0.0041655i,0.00067219-0.0040836i,0.000482-0.0026704i,0.0012896+0.00050859i,0.0014189+0.0012448i,0.00016221-0.00013327i
-0.00044301+0.0019213i,-0.00080203+0.0011219i,-0.00035734+0.00073645i,0.0025462-0.00078589i,0.0089375+3.6337e-05i,0.013851+0.0065473i,0.011985+0.011552i,0.0089194+0.0087745i,0.0071084+0.0044483i,0.0041455+0.0033903i,0.0027783+0.0030319i,0.002419+0.0022064i,0.0012959+0.0012235i,0.0016488+0.001342i,0.0027021+0.00076545i,0.0032649+0.00016031i,0.0024958+0.00031798i,-3.1034e-05-0.0012375i,-0.0021137-0.0021824i,-0.0025776-0.0022736i,-0.002579-0.0029421i,-0.0033883-0.0024652i,-0.0031566-0.00067212i
0.00022504+0.0012579i,-0.00073028+0.00087535i,0.0020058+0.0005427i,0.0068065+0.0024198i,0.0096946+0.0047281i,0.010716+0.00076836i,0.013841-0.0048717i,0.01193-0.0053351i,0.0044571-0.0045922i,0.0011779-0.0033539i,0.0022471-0.0013739i,0.003128+0.00038138i,0.002037+0.0016147i,-0.00019751+0.0017388i,-0.0031567+0.0016478i,-0.0052082+0.0017858i,-0.0057836+0.0011513i,-0.0055467+9.9054e-07i,-0.0037542+0.00037452i,-0.00028966+0.0010556i,0.0019469+0.00012349i,0.001974-0.00084819i,0.00068298-0.00064486i
0.0013195+0.00089359i,0.0018948+0.0028448i,0.0015121+0.0024568i,0.00052319-0.0016698i,0.00273-0.011044i,0.0071003-0.017092i,0.0046178-0.014322i,-0.0044976-0.010734i,-0.0085785-0.0063451i,-0.004441-0.0016004i,0.00050089-0.00026035i,0.0016791-0.0015058i,0.0019502-0.0015807i,0.0020691-0.00096351i,0.0024661-0.0012614i,0.0034316-0.0013378i,0.0039322-0.00075613i,0.0034206+0.0016913i,0.0023057+0.004281i,0.00085202+0.0047849i,-0.0011901+0.0036137i,-0.0014488+0.0023371i,8.9927e-05+0.0013438i
0.0009255-0.0005139i,8.8642e-05-0.0014344i,0.00084444-0.0031632i,0.0051039-0.0052464i,0.0099014-0.003602i,0.0031963-0.0023496i,-0.0086363-0.0075557i,-0.013393-0.0075587i,-0.011249+0.00063913i,-0.006567+0.0039356i,-0.0034231+0.00030184i,-0.0015545-0.0016558i,0.00087349-0.00077413i,0.0022216+0.00091271i,0.0016634+0.0032616i,0.0010445+0.0059612i,0.00071125+0.0064612i,0.0018035+0.0037912i,0.0039636+0.00094052i,0.0039993-0.0016415i,0.0017396-0.0023988i,4.3025e-05-0.002281i,0.00054321-0.0019527i
-1.17e-05-0.0012176i,0.0010987+0.00072152i,0.002128+0.0056492i,-9.269e-05+0.010474i,-0.0074798+0.0080273i,-0.011047+0.00022815i,-0.0093858+0.0019452i,-0.0092329+0.011703i,-0.0067307+0.015052i,-0.0024257+0.011366i,-0.001369+0.0052441i,-0.0017874+0.00039141i,-0.00067327-0.0027098i,0.00024292-0.0045472i,4.8129e-06-0.0042457i,0.0008134-0.0034869i,0.0024682-0.0032765i,0.0041527-0.0030097i,0.0043874-0.0021999i,0.0039311-0.00025809i,0.0040998+0.0020021i,0.0035933+0.0017138i,0.0013536-0.00074979i
-0.0024601+0.0010079i,-0.0033417-0.0011018i,-0.0042302-0.0036288i,-0.0017169-0.010088i,0.0064782-0.013055i,0.010159-0.0036661i,0.0008974+0.0084686i,-0.0034992+0.012434i,0.0026515+0.012299i,0.0058212+0.009988i,0.0030419+0.0053115i,-0.00071442+0.0019065i,-0.001661+2.1501e-05i,-7.1059e-05-0.0017651i,0.0033109-0.0012611i,0.005976+0.00058419i,0.0065112-7.7092e-05i,0.0040179-0.0028911i,-2.8583e-05-0.0044934i,-0.0028674-0.0036581i,-0.0037117-0.0025987i,-0.0034073-0.0020631i,-0.0021549-0.0017684i
-0.00021099-0.00027632i,0.0020338+0.00010125i,0.0065386+0.0019165i,0.01137+0.0086786i,0.0072006+0.017503i,-0.0018944+0.014444i,0.00041079+0.0030641i,0.0093506+0.00013702i,0.011726+0.0014585i,0.0090401+0.00076495i,0.0046816+0.00037312i,-4.3647e-05+0.0017013i,-0.0027673+0.0021148i,-0.0036162+0.0010523i,-0.0040104+0.00042264i,-0.0037792-0.0014758i,-0.0035421-0.0032083i,-0.0035805-0.003466i,-0.0030837-0.0035772i,-0.0016119-0.0031417i,-4.7208e-05-0.0033629i,-0.00016056-0.0033216i,-0.0020208-0.0013701i
4.4836e-05+0.00097302i,-0.00081451+0.0021317i,-0.0050969+0.0020575i,-0.013119-0.0031109i,-0.013542-0.014664i,-0.0023127-0.018982i,0.003539-0.0095876i,-0.00031758-0.0037623i,-0.0019633-0.006382i,0.00030554-0.0069726i,0.0022018-0.0034298i,0.001192+0.00083466i,-0.000182+0.0035701i,-0.00032605+0.002935i,-3.7004e-05-3.0417e-05i,0.00020502-0.0023609i,-0.0004621-0.003115i,-0.0018187-0.0012002i,-0.0031215+0.0028427i,-0.002893+0.0046922i,-0.0018442+0.0029791i,-0.0015759+0.0011122i,-0.0016074+0.0002759i
-0.00042406+0.00037941i,-0.00029467+0.00014293i,0.0048473-0.0035414i,0.018512-0.0061729i,0.030477+0.0017159i,0.020415+0.012136i,-0.0022162+0.0063434i,-0.012185-0.0045032i,-0.010138-0.00633i,-0.0063967-0.0041662i,-0.0027329-0.0028245i,0.00077412+2.8678e-05i,0.0023704+0.0032641i,0.0015968+0.0047301i,-0.00033813+0.0047828i,-0.0032236+0.0042684i,-0.0044054+0.0031838i,-0.0028439+0.0022115i,-0.00089051+0.0012581i,-0.00034+3.5643e-05i,-0.0019058-0.00051548i,-0.0021618+0.00013791i,-8.0117e-05+0.001055i
0.00025104+0.00017914i,0.0019621+0.0028654i,0.0021353+0.010474i,-0.005213+0.020614i,-0.019373+0.01877i,-0.020144+0.0047431i,-0.0073325+0.001929i,-0.0050859+0.010015i,-0.010757+0.01247i,-0.010708+0.0082412i,-0.0058976+0.0027859i,-0.00015461-0.00077922i,0.0034758-0.0016697i,0.0047641-0.0014721i,0.0031718-0.00027386i,0.0014922+0.0011422i,0.0014839+0.0019137i,0.0026703+0.0019969i,0.0045432+0.0019737i,0.006257+0.0015436i,0.0067199+0.00067481i,0.004426-9.4171e-05i,0.0011899+0.00030848i
0.0018571+0.00043541i,-0.0016009-0.00061715i,-0.0050877-0.0091618i,-0.0010059-0.0256i,0.017959-0.035299i,0.032669-0.016907i,0.023363+0.0095567i,0.0055382+0.018367i,-0.0022522+0.018047i,-0.0020703+0.015338i,-0.0012785+0.008539i,-0.00029878+0.0014505i,0.0019958-0.0012743i,0.004024-0.0016913i,0.0034142+8.6752e-05i,0.0016288+0.003695i,0.0019199+0.004483i,0.0022664+0.0021398i,0.0013291-0.0010027i,0.00071833-0.0013452i,0.0015056-6.8611e-05i,0.0023867-0.00044125i,0.0015655-0.0020095i
-0.0012676-0.0010726i,0.0025961-0.0022721i,0.012357+0.0041284i,0.022993+0.020573i,0.01868+0.036373i,0.0035368+0.024251i,0.0038151-0.0033533i,0.013856-0.0086738i,0.015206+0.0038714i,0.011251+0.010467i,0.0057202+0.0070994i,-3.7612e-05+0.0017875i,-0.0024524-0.002411i,-0.0016894-0.0051606i,0.0011002-0.005443i,0.004396-0.0036178i,0.0058589-0.0029915i,0.0051935-0.0038831i,0.0036259-0.0050416i,0.0019806-0.0065981i,0.00035251-0.0067322i,-0.00062975-0.004532i,-0.00015004-0.0017433i
-0.0001986-0.00033652i,-0.0023565+0.0029053i,-0.013446+0.0038301i,-0.033474-0.0069394i,-0.038941-0.034537i,-0.016655-0.051377i,0.0049605-0.038179i,0.0077448-0.019349i,0.0062587-0.008177i,0.0084724-0.0012209i,0.008024+0.0015027i,0.0024851+0.0017669i,-0.00082039+0.00039151i,-0.00098735-0.0013487i,3.9028e-05-0.0016564i,0.0035745-9.492e-05i,0.0059898+0.00085296i,0.0048344+0.00021984i,0.0017808+7.8644e-05i,-0.00020651+0.0004979i,-0.00087496+2.2408e-05i,-0.0020068-0.0014384i,-0.0031221-0.0023908i
-0.0020817-0.0023057i,-0.00032847-0.0057733i,0.010198-0.014203i,0.035137-0.01724i,0.053329-0.0010949i,0.028604+0.016687i,-0.016499+0.0089423i,-0.03041-0.0091988i,-0.017296-0.015037i,-0.0034777-0.011248i,0.0018918-0.0054752i,0.001558-0.00014679i,-0.0014379+0.0024269i,-0.0038319+0.0023794i,-0.0043387+0.00011184i,-0.0044579-0.0046029i,-0.0038657-0.0077926i,-0.0033342-0.006141i,-0.0043977-0.0029891i,-0.0063294-0.00072479i,-0.0068626+0.0014186i,-0.0049481+0.0025904i,-0.0021882+0.0010324i
