-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
-0.0016486-0.00085287i,-0.0010623-0.00063316i,-0.00080821-0.00059872i,-0.00038074-3.115e-05i,-0.00024878-0.00037098i,-0.00041369-0.0012999i,-0.00099863-0.00083106i,-0.0016299+0.00089634i,-0.0015473+0.0034544i,-0.0009883+0.0047403i,-0.0012669+0.0036833i,-0.0014148+0.0017037i,-0.00070729-0.00010258i,-0.00024235-0.0010169i,0.00077788-0.00076823i,0.0019677-0.00094198i,0.0022393-0.0013516i,0.0019507-0.0011836i,0.0010658-0.00059716i,-4.0625e-05-0.0001284i,-0.00076491-0.00041219i,-0.0011813-0.00065661i,-0.001576-0.00036405i
0.00013551-0.00067913i,0.00076021+0.00019498i,0.00072434+0.00014192i,0.0014314-0.00064172i,0.0018894-0.0011492i,0.00049553-0.001126i,-0.002142+0.0002609i,-0.0034813+0.0023045i,-0.0024581+0.0036866i,-0.00032011+0.0033475i,0.00086852+0.0026241i,0.0010743+0.00257i,0.0014975+0.0015131i,0.0012632+0.0003308i,0.0012379+0.00013662i,0.0016305-0.00036234i,0.0012367-0.0010695i,0.00096079-0.0016913i,0.00067463-0.0022569i,0.00024833-0.0021432i,4.5953e-05-0.0010029i,9.5315e-05-0.00011896i,0.00022526-0.00047383i
-0.00074421+0.0011595i,-0.0010009+0.00096674i,0.0019211+0.00084952i,0.0036214+0.00074108i,0.0035788+7.0377e-06i,0.0023545-0.0011065i,0.00010728+5.7068e-05i,-0.0011637+0.0030051i,0.000335+0.0036411i,0.0024731+0.0022281i,0.0033783+0.0010599i,0.0021366-0.0001987i,-0.00027513-0.00050939i,-0.00097461+0.00011446i,-0.00026086-6.6788e-06i,0.00015014-0.0012027i,-7.989e-05-0.0018254i,-0.00084912-0.0019121i,-0.0012428-0.0020584i,-0.00093672-0.0010866i,-0.00084833-0.00040487i,-0.00050849-0.00018448i,1.0253e-05+0.00036083i
0.00065305+0.00084575i,0.00079817+0.00065409i,0.001073+0.0010461i,0.0022162+0.00067616i,0.0030884-0.00014538i,0.00302-0.00023797i,0.0017023+0.0015222i,0.00049448+0.0038435i,0.0013707+0.0035127i,0.0025081+0.0012564i,0.0023161-0.00085774i,0.0012949-0.0011793i,0.00034193-0.00043237i,-0.00025241-0.0003154i,-0.00057745-0.0001122i,-0.00032617+7.2897e-05i,-0.00046511-5.6017e-05i,-0.0010736-0.00035265i,-0.00086205-0.00013717i,-0.00031814+0.00033267i,-0.00017648-2.6299e-05i,-0.00026005-4.806e-05i,0.0005489-7.8656e-05i
-0.00072454-0.001829i,-0.00077424-0.0016571i,2.0731e-06-0.0010839i,0.0014416-0.00056139i,0.0023502-0.00057462i,0.0027125-0.0011998i,0.0017555-0.00089548i,-0.00053613+0.0011384i,-0.0012071+0.0014532i,-2.6695e-05-0.00024166i,0.00041084-0.00079081i,-6.3136e-05-0.0010604i,0.00031948-0.0012347i,0.00091704-0.00067446i,0.00039202+0.00039263i,-0.0002424+0.00094278i,-0.00057931+0.00042278i,-4.8225e-05+0.001012i,0.00072642+0.00094023i,0.00090223+0.00024979i,0.0008196+0.0003587i,0.00099618+0.00074653i,0.00041236+0.00061863i
0.0021858+0.00084384i,0.0016047+0.0005942i,0.0012438+6.3623e-05i,0.0008717-0.00088233i,0.0011377-0.0027082i,0.0010963-0.0036936i,0.00020362-0.0024572i,-0.00074601+0.00038001i,-0.0016343+0.0016827i,-0.0019417+0.00048923i,-0.0019262+1.5481e-05i,-0.0015008-1.7126e-05i,-0.00016971+0.00017486i,0.0010457+0.00090714i,0.0017639+0.001089i,0.0028374+0.0012042i,0.0029503+0.0011211i,0.0020334+0.0005473i,0.0013214+0.000648i,0.00040738+0.00061489i,-0.00056853-0.00020932i,-0.0012047-0.0011566i,-0.00038435-0.0013816i
0.0010707+0.00034706i,0.0011918+0.00041141i,0.0018721-0.00068479i,0.0033897-0.001894i,0.0048912-0.0022871i,0.0033863-0.0016824i,0.00082318-0.00021553i,-0.00074365+0.0020376i,-0.0012534+0.0032198i,-0.0013158+0.002581i,-0.0020895+0.0010328i,-0.0016244+0.00023712i,6.0786e-06+0.00010813i,0.0010563+0.00012735i,0.0015275+0.00074669i,0.0012228+0.0012569i,0.0013824+0.00090128i,0.0017684-0.00070809i,0.0011993-0.0018937i,0.0013285-0.0014744i,0.0010784-0.00099681i,-0.00025966-0.00085324i,-0.00079933-0.00073193i
-6.1807e-05-0.0011167i,-0.0004927+0.0002162i,-0.0014763+0.00092883i,-0.0015414+0.0012608i,-0.0012462+0.00024299i,-0.00018243-0.00083125i,-2.7796e-05-0.00052009i,-0.0007037+0.0017755i,-0.00059362+0.0039959i,-0.00039748+0.0052669i,-0.00025367+0.0045322i,-8.0898e-05+0.0027577i,0.00039967+0.0012638i,0.0008717-0.00033797i,0.001131-0.0016783i,0.0017705-0.0020007i,0.0022259-0.0021011i,0.0021028-0.0018217i,0.00096484-0.00071197i,0.00043515-0.00040299i,0.00063938+9.417e-05i,-0.00030502+0.00045259i,-0.0013397+0.00015376i
-2.5479e-05-0.00094408i,-0.00034825-0.00089539i,0.00098309-0.0018341i,0.0025804-0.0028842i,0.002547-0.0038705i,0.0011387-0.0031436i,-0.0013238-0.00060305i,-0.0024733+0.0014781i,-0.00091449+0.0030292i,0.00099671+0.0040873i,0.0016005+0.0035024i,0.0015444+0.0015475i,0.0015815+0.00014635i,0.0012407-0.00018638i,0.00091815+0.00058888i,0.0011704+0.00038315i,0.00034272-0.0010855i,-0.00045064-0.0017764i,-0.00039427-0.002268i,-0.00025385-0.0019239i,1.5554e-05-0.0006255i,0.00013917+0.00026728i,-0.00063023-8.9157e-05i
0.00040792+0.00078565i,7.2264e-05+0.0014008i,-0.00045512+0.0018117i,9.7751e-06+0.0019649i,0.00084752+0.0011735i,0.00072011+0.00020875i,-0.0011371-3.6035e-05i,-0.0024215+0.00019065i,0.00018744+0.00099943i,0.0025701+0.0013845i,0.0026068+0.00011081i,0.0020291-0.00065489i,0.00063581-3.9001e-05i,-0.0007065-7.1193e-05i,-0.00084578-0.00099163i,-0.001256-0.0018394i,-0.0011229-0.0021518i,-0.00097302-0.0022883i,-0.00063332-0.0015104i,-0.00065662-0.0010528i,-0.00068651-0.00091163i,-0.00015588-0.00017908i,0.00016992+0.0002035i
-0.0010113-0.00077705i,-0.00037277-0.0021757i,5.2057e-05-0.0018553i,0.001083-0.0023032i,0.0017115-0.003507i,0.0015018-0.0029952i,-0.00015029-0.00029425i,-0.00087039+0.0027518i,-0.00058209+0.0027913i,5.8011e-05+0.00080178i,0.00050895-0.00019408i,0.0002114+0.00012445i,0.00020644+0.00027668i,-0.00022274-4.9852e-05i,-0.0008833+2.7475e-05i,-7.1823e-05+0.00114i,-3.8854e-05+0.0015649i,-0.0010219+0.00085817i,-0.0014993+0.0010559i,-0.0010621+0.00095626i,-0.0005821-2.4256e-05i,-0.00084871-0.00060662i,-0.00080167-0.0006229i
0.00036915+0.00076605i,0.00033968+0.0012873i,-6.9049e-05+0.0020074i,0.00077004+0.0012556i,0.0025636+7.075e-05i,0.0021878-0.00053027i,0.00039355+0.0004839i,-0.00049049+0.0022075i,-0.00079539+0.0022822i,-0.00088037+0.00052449i,-0.00064711-0.0010505i,-0.00083595-0.00063662i,-0.00045722-9.4281e-05i,0.00012038-0.00043143i,-0.00045041+0.00037771i,-0.00046957+0.0017622i,0.00084647+0.001097i,0.0016072+0.00056274i,0.0010918+0.00036866i,0.0012356+5.5393e-05i,0.0019091-0.00026064i,0.0013484-0.00070887i,0.00072829+5.9706e-05i
-0.00032521+0.001992i,-0.00050156+0.0012184i,0.0011496+0.00017199i,0.0034398-0.0026603i,0.0037476-0.0048173i,0.0026145-0.004829i,0.0010017-0.002618i,-0.00012022+0.00099332i,-6.5307e-05+0.0033218i,-0.00018707+0.0031814i,-0.00031714+0.0026644i,3.6697e-05+0.0019931i,-1.0478e-05+0.00064938i,-0.00016344-0.00024068i,0.00027876-0.00059821i,0.0009187-0.00049213i,0.0020878-0.0004838i,0.0021867-0.00088766i,0.0019724-0.00050487i,0.0018754+0.00042453i,0.00084876+0.00026875i,-0.00030471-0.00057563i,-0.00055396-0.0010875i
0.00020749+0.0011114i,-6.1389e-05+0.0020244i,0.00063268+0.0024886i,0.001928+0.0012538i,0.0027305-0.0014356i,0.0016382-0.002773i,0.00027308-0.0015537i,-0.00040439+0.00088528i,-0.0001696+0.0024947i,0.00079934+0.0028922i,0.0014707+0.0020643i,0.00094057+0.0013524i,-0.00052895+0.00083335i,-0.0013474+0.00056062i,-0.00074798+0.0013172i,-0.00015135+0.0010353i,0.00013455-0.00064838i,0.00016158-0.0017998i,-8.5769e-05-0.0020745i,-0.00026501-0.0023303i,-0.00033518-0.0019174i,0.00027586-0.0011105i,9.9987e-05-0.00076447i
-0.00011235-0.00034857i,0.00066495-0.0017508i,0.00095132-0.001682i,0.0025811-0.00095925i,0.0027877-0.0013917i,0.0019143-0.0025234i,-6.7114e-05-0.0016853i,-0.0027222+0.00064018i,-0.0021448+0.0018906i,-6.0841e-07+0.0020059i,0.0015198+0.0010918i,0.0012387+5.0077e-05i,-1.1835e-05+0.00023219i,-0.00066055+0.0002407i,-0.0008223-0.00024186i,-0.0010549-0.00074051i,-0.00072246-0.00065956i,1.4462e-05-0.00031029i,0.00042476-0.00043506i,0.00057639-0.00046047i,0.00025831-0.00033715i,-0.00018867-0.0002572i,-0.00055766-0.00012449i
0.00021571+0.0022104i,0.00025127+0.001768i,0.00062764+0.0013527i,0.0011837-0.0004813i,0.0025213-0.0031955i,0.0019244-0.0036104i,-0.00063248-0.0024241i,-0.0013327-0.00017418i,7.3395e-05+0.0018274i,0.0019633+0.001061i,0.0019834-0.00023985i,0.00025361-0.00030869i,0.00032198+0.00039494i,0.0011686+0.0015213i,0.0015352+0.0013516i,0.0019416+0.00059011i,0.0016788+8.8757e-05i,0.0002039-0.00045805i,-0.00068803-0.00047369i,-0.0003985+0.00026903i,-0.00072779+0.00042667i,-0.00055857-0.00048207i,-0.00019803-0.00062043i
-0.0010403+0.0010348i,-0.00032067-0.00024471i,0.00087024-0.00024955i,0.0018373-0.00040906i,0.0025834-0.0014432i,0.0015923-0.0025258i,-0.00028787-0.0017262i,-0.00063114+0.0017518i,-7.985e-05+0.0040194i,0.00042572+0.0020875i,-0.00038247-0.00031397i,-0.00080174-0.00075901i,-8.0821e-07-0.00048353i,0.00053569-0.0006419i,0.00075373-0.0010312i,0.00019649-0.00056274i,-0.00075351-7.2247e-05i,-0.00096807-0.00056263i,-0.00092354-0.001104i,3.6552e-05-0.0015064i,0.00034257-0.0012649i,0.00030398-0.0010041i,0.00019174-0.00052747i
0.00034469-0.00024185i,0.00034674-7.4864e-05i,0.0006047+0.00061311i,0.00095024-0.00020569i,0.0011778-0.0015089i,0.00024692-0.0023297i,-0.0017057-0.0010966i,-0.0025823+0.001292i,-0.0019175+0.002542i,-0.0012083+0.0027674i,-0.0011626+0.0017678i,-0.00059881+0.00076016i,0.0008166-0.00030976i,0.0016733-0.001269i,0.0013987-0.0016417i,0.0017099-0.0014326i,0.0026076-0.00099799i,0.0022563-0.00046578i,0.0017515-0.0002613i,0.0013663+9.3702e-05i,0.00053531+0.00011521i,-7.2383e-05+3.9105e-05i,-0.00066024+0.00038211i
-0.00037558-0.00019757i,-0.00037959-0.00061524i,0.00014133-0.0012121i,0.00088576-0.0019682i,0.0018382-0.0031672i,0.0011577-0.0024315i,-0.0011096+0.00050061i,-0.0026778+0.0022162i,-0.0021941+0.0027019i,-0.00026791+0.0030627i,0.00044737+0.003039i,-5.2542e-05+0.0019938i,-0.00039399+0.00048188i,-0.00076488+4.0412e-05i,-0.00093243+0.00082429i,-0.00099962+0.0015263i,-0.00088669+0.00090713i,-0.00086793-0.00037616i,-0.00063012-0.0018494i,-0.00013437-0.0023025i,0.00034838-0.0018505i,-0.0005851-0.0010674i,-0.0016371-0.0001449i
0.0011883+0.00014133i,0.0017623+0.00093842i,0.0017762+0.00092265i,0.0025217+0.00029804i,0.0027426-0.00061866i,0.00095049+0.00045407i,-0.00014511+0.0020157i,-0.00062513+0.0021861i,0.00052042+0.0022727i,0.0019507+0.0025485i,0.0023336+0.001902i,0.0016293+0.00030306i,0.00021315-0.00083919i,-0.00086086-0.0011844i,-0.0011057-0.0010302i,-0.00084086-0.00061701i,-0.00026798-0.00065526i,0.00052806-0.0018684i,0.0011972-0.0026703i,0.001043-0.0016401i,0.0011341-0.0008814i,0.001413-0.00062123i,0.0010868-1.2053e-06i
-0.00027178+0.0015594i,-0.00034148+0.0011769i,0.00060021+5.4831e-05i,0.0018731-0.00084715i,0.0038423-0.00179i,0.0038405-0.0023529i,0.0013711-0.00094368i,8.0584e-05+0.0012197i,0.0011632+0.0013956i,0.0027482+0.00015279i,0.0031517-0.0010314i,0.0014307-0.00093939i,-0.00069489+0.00029193i,-0.0012389+0.0014711i,-0.00031454+0.0019772i,0.00086956+0.002283i,0.0017257+0.0019586i,0.0016312+0.00093578i,0.00031981+0.0002236i,-0.00074874+1.3846e-05i,-0.0017096+0.00020583i,-0.0013638+0.00033656i,1.9196e-05-0.00045901i
-0.00094509-0.00026011i,0.00036571+0.00034843i,0.0022405+0.00020557i,0.0037457+0.00011484i,0.0045172-0.00030469i,0.0046018-0.00080241i,0.0027532+3.9888e-05i,-0.00037668+0.0012421i,-0.0017502+0.0011716i,-0.00052725-0.00026396i,0.00067307-0.0016751i,0.00010636-0.0016034i,-0.00061218-0.000193i,-0.00054685+0.00077964i,-2.1918e-05+0.001103i,0.00049594+0.0013171i,0.00066987+0.00081152i,0.00024364-0.00033209i,-0.00067623-0.00075926i,-0.0011311-0.00062861i,-0.0005815-0.0003929i,0.00060238-0.00089806i,0.00065974-0.00124i
-0.00096833+0.00064293i,-0.0013926+0.00058159i,-0.0012887+0.00014446i,0.00029197-0.0010803i,0.0017982-0.0029382i,0.0025625-0.003373i,0.00095013-0.0010926i,-0.0030053+0.0017667i,-0.004658+0.0024044i,-0.0037437+0.0015363i,-0.0025527-0.00047193i,-0.0014177-0.0011794i,0.00036631-0.00042233i,0.0011263-0.00016309i,0.0016655-0.00033841i,0.0028712-0.00075401i,0.0027554-0.0010449i,0.0022808-2.3057e-05i,0.0020594+0.00083355i,0.0019486+0.0013237i,0.0017723+0.0015756i,0.0010407+0.00093014i,0.00046133-0.00021636i
-0.0015579+0.0013311i,-0.00096563-7.3843e-05i,0.00065701+0.00040447i,0.0024099+0.00043436i,0.0027384-0.0019691i,0.0016364-0.0034425i,-0.00074402-0.0016915i,-0.0025179+0.0024059i,-0.0026223+0.0056514i,-0.0021298+0.0049616i,-0.0020005+0.002337i,-0.0013962+0.001237i,-1.5224e-05+0.0010532i,0.00031637+0.00019951i,0.0001956-0.00097469i,6.4051e-05-0.00038789i,-0.00060983-5.3049e-05i,-0.00038229-0.00047167i,-0.00044024-0.00045714i,-0.0012175-0.00061882i,-0.0010249-0.00084226i,-0.00067913-0.00092456i,-0.00027523-0.00075908i
-0.00051597+0.00013388i,0.0002424+0.00012985i,0.00081878+3.2275e-05i,0.0018143-0.0005289i,0.0022451-0.0018632i,0.0010265-0.0028541i,0.00060563-0.002421i,0.0015071+0.0012012i,0.0020321+0.0049144i,0.0013192+0.0048039i,0.00050259+0.0029136i,-9.006e-08+0.0015049i,0.00049956-7.758e-05i,0.00062419-0.0016002i,-0.0002301-0.0021891i,-0.00091639-0.0024341i,-0.00065393-0.0030299i,-0.00034372-0.0031483i,0.0006824-0.002584i,0.0019988-0.0028236i,0.0019985-0.0020449i,0.0015809-0.00024165i,0.0012396-0.00011697i
0.0012373+0.0013647i,0.0012451+0.00075232i,0.001451-0.00063068i,0.0021587-0.00047977i,0.0022856-0.0010242i,0.00057322-0.0016583i,-0.0012935-0.00039408i,-0.00045361+0.00062707i,0.0024738+0.0022933i,0.0039437+0.0037824i,0.0030584+0.0033639i,0.0019731+0.0020691i,0.0020097+0.0011195i,0.0025192+0.00039516i,0.0014593+0.00018377i,-0.00028622+0.001063i,3.2957e-06+0.00085809i,0.00058994+0.00065628i,-0.00037306+0.0015965i,-0.00098959+0.0016734i,-0.00055988+0.00077129i,-0.00057574+0.0003582i,-0.00066705+7.0299e-05i
-0.00055702+0.0012352i,-0.00050328+0.001103i,-0.0001747+0.0014211i,0.0010956+0.0011051i,0.001884-0.00016944i,0.00055017-0.00079778i,-0.0014547-0.00047896i,-0.0022498-0.00013053i,0.00063976+0.00035514i,0.0037011+0.00084253i,0.0033346+0.00024338i,0.001539-0.0006266i,-0.00013082-0.00051391i,-0.001104-0.00016421i,-0.0010667-0.00021748i,-0.0010774+0.00046878i,-0.0017303+0.0015363i,-0.0023971+0.00097167i,-0.0025445-0.00089845i,-0.0019623-0.0022243i,-0.0017047-0.0027856i,-0.0012788-0.0028102i,-0.00037061-0.0018619i
-0.0013667-0.001406i,-0.00096473-0.00082214i,-0.00060252-0.00011285i,0.0016191+0.0013393i,0.0045552+0.0023512i,0.0053446+0.0022533i,0.0033441+0.002771i,0.00029203+0.0030501i,-0.00052072+0.00063121i,0.001172-0.0011911i,0.0020287-0.0016513i,0.0017642-0.0014809i,0.0007035-0.00098095i,0.00019108-6.4221e-05i,0.00099087+0.0011927i,0.0020978+0.0015466i,0.0024559+0.0012184i,0.0029907+0.0011055i,0.0028919+0.00045116i,0.0019718+7.2986e-05i,0.0005978+0.000329i,-0.00048647+0.00075977i,-9.3196e-05+0.0011492i
0.001947+0.00047273i,0.0014397+0.00069519i,0.0020554+0.00062332i,0.0019351+0.0011633i,0.00048831+0.001094i,-0.00080764+0.00065895i,-0.0020782+0.0016629i,-0.0035588+0.0021399i,-0.0040256+0.00091136i,-0.002663-0.00079974i,-0.00093023-0.0020492i,-0.00055625-0.0017395i,0.00035624-0.00064565i,0.0018591-0.00030632i,0.0017626+0.00050954i,0.0021315+0.0012645i,0.0026108+0.0013938i,0.0018893+0.0014168i,-0.00012152+0.0013407i,-0.0016847+0.0011769i,-0.00228+0.00032626i,-0.002238-0.00024362i,-0.0023164-8.6924e-06i
-0.0011767+0.00010428i,-0.00035984-0.00012834i,0.0010902+9.406e-05i,0.0042217-0.0004463i,0.0067539-0.002331i,0.0062669-0.004228i,0.002209-0.0029888i,-0.0024074+0.0011115i,-0.0046209+0.0032561i,-0.0037129+0.0020824i,-0.001938+0.00035658i,-0.00065148-0.00029755i,0.00033413-0.00018351i,8.1334e-05+0.00050814i,0.00053661+2.828e-05i,0.001905-0.0018419i,0.0015025-0.0033294i,0.00057387-0.0034588i,0.00029047-0.0036788i,0.0014142-0.0032521i,0.0030176-0.0018529i,0.0026913-0.00087146i,0.0016168-0.00056532i
-0.00013956-0.00025221i,0.00055627-0.00027142i,0.0018104-0.00029579i,0.002658-0.00062129i,0.0029699-0.001934i,0.0028794-0.00255i,0.0022251+0.00023532i,-0.00043267+0.0043452i,-0.0027242+0.0074551i,-0.0027348+0.0068358i,-0.0018332+0.0033103i,-0.0012349+0.00038198i,-0.00036557-0.0003899i,0.00067865-0.00097295i,0.00087915-0.0015573i,0.00085516-0.0012008i,0.0017756-0.001592i,0.0021851-0.0015173i,0.0014784+0.00023278i,0.00068512+0.0013774i,5.0639e-05+0.0013566i,-0.00028457+0.00043472i,-0.00041499-0.00021646i
0.00017647-0.00092997i,0.00059729-0.0010806i,0.0011497-0.00081606i,0.00029977-0.0020364i,-0.00053811-0.0038048i,-0.0011359-0.0053761i,-0.0017156-0.0047801i,-8.0001e-05-0.00012231i,0.0014953+0.0046197i,0.0015275+0.0059333i,0.00052967+0.0042652i,-0.00072346+0.0019721i,-0.00062476+0.001207i,0.00052963+0.0012291i,0.0014899+0.00086841i,-1.9247e-05+0.00018283i,-0.0022305+5.4941e-06i,-0.0030102-0.00024281i,-0.0029612-0.0010198i,-0.0018627-0.0017793i,-0.00030695-0.002266i,0.00043169-0.0022153i,0.00019365-0.0016542i
-3.1701e-05-2.6326e-05i,0.00068031+0.00090102i,0.0015418+4.7572e-05i,0.002533-0.0020364i,0.0034599-0.0043082i,0.0029126-0.0063818i,0.0013269-0.0049804i,0.0013583-0.0010997i,0.0039154+0.0027129i,0.0055942+0.0038979i,0.003776+0.0027613i,0.001138+0.0016649i,4.4271e-05+0.00093481i,0.00036856+0.0002909i,0.0006837+0.00055331i,1.491e-05+0.0011001i,-0.00062603+0.00015731i,-0.00040723-0.00088565i,0.00022612-0.00037794i,0.00095045-0.00026767i,0.0013561-0.00012073i,0.0007906+0.00041536i,0.00046826+0.000408i
-0.0012541-0.001953i,0.000129-0.0017284i,0.000179-0.0010639i,0.0003661+0.00064666i,-0.00096382+0.0012602i,-0.0027789+0.00052424i,-0.0035845+0.0003692i,-0.0022293+0.00021383i,0.00036865+0.00047555i,0.0024567+0.000434i,0.0030725+2.3737e-05i,0.0024511+0.00043765i,0.0017567+0.00025014i,0.00078381-7.8822e-05i,0.00059171-0.00011499i,0.00093738+0.0013302i,0.0013341+0.002756i,0.0016745+0.0026004i,0.0006826+0.0013023i,-0.0010726-4.4471e-05i,-0.0022004-0.00084052i,-0.0023384-0.0012732i,-0.0019311-0.0010419i
0.0012539-0.00012714i,0.00074001+0.0003017i,0.0012933-5.8039e-05i,0.001748-0.0014241i,0.00074998-0.0023298i,-0.001286-0.0014218i,-0.0042375-5.726e-05i,-0.0046923+0.00079581i,-0.0025995-0.00011916i,-0.00024371-0.0024981i,0.0015399-0.00264i,0.0022557-0.00071127i,0.0016734+0.00017201i,0.0010105+1.2172e-05i,0.0011677-0.00019858i,0.0017983-6.1127e-05i,0.0023176-0.00038131i,0.0022252-0.0010389i,0.0019208-0.0018271i,0.0010422-0.0018048i,0.00022613-0.0013186i,-9.5929e-05-0.0015319i,-0.00011776-0.0012914i
-0.0010018-0.00086247i,0.00049179-0.00089013i,0.00090681-0.0011166i,0.0022038-0.00098496i,0.004052+0.00047562i,0.0035618+0.0020974i,0.00080119+0.003218i,-0.0024353+0.0034166i,-0.0039819+0.0014614i,-0.0030969-0.00072606i,-0.0010962-0.0016315i,0.000982-0.0021696i,0.00089973-0.0016546i,-0.00018041-0.00052469i,0.00021635-0.0005271i,0.0016129-0.00092496i,0.0022539-0.0010722i,0.0019658-0.00086887i,0.000817-0.00028201i,7.5954e-05+0.00073078i,0.00027629+0.0017144i,0.00012898+0.0018919i,-0.00041056+0.0013272i
4.8202e-05+0.0010962i,0.00033694+0.0010435i,0.00053591+0.00029187i,0.0023541-0.0004587i,0.0050216-0.0010022i,0.0050836+0.00014131i,0.0032317+0.0028832i,-0.00027057+0.0044047i,-0.003855+0.0048422i,-0.0040502+0.0040075i,-0.0025903+0.0013492i,-0.0015175-0.00082036i,-0.0015983-0.00040985i,-0.00083208+0.00044504i,0.00020282+9.6036e-05i,0.00063919-0.0011305i,0.0009547-0.0016938i,-3.7847e-05-0.0010699i,-0.001132-0.00091611i,-0.0010129-0.00084489i,-0.0004073-0.00086841i,-9.0224e-05-0.0015266i,-0.00020057-0.0020376i
-0.00095107+0.0018646i,-0.00095586+0.0014513i,0.00046348+0.00077338i,0.0028902+6.2204e-05i,0.0047249-0.0017491i,0.0049555-0.0037644i,0.0029466-0.0012286i,0.00037144+0.0046701i,-0.001671+0.0080549i,-0.0021472+0.0076163i,-0.0015223+0.0051885i,-0.0015167+0.0020572i,-0.001584+0.00047534i,-0.00097383+0.0010031i,6.624e-05+0.00045116i,0.00017238-0.00044894i,-0.00057954-0.0010039i,-0.00085845-0.0010535i,0.00027169-0.00014105i,0.0018598-0.00029372i,0.0020931-0.00023288i,0.0016593+0.00071423i,0.0011787+0.0011849i
0.00088643-0.0006351i,0.0013541+0.0009436i,0.0013176+0.00080719i,0.0011361+0.0001817i,0.0018182-0.0015502i,0.0027425-0.0022867i,0.0032976-0.0019454i,0.0027241+0.00055273i,0.0019549+0.0049253i,0.0019402+0.0059937i,0.0010504+0.0036043i,-0.00029796+0.0017438i,-0.00016389+0.0010478i,0.0013993+0.00062423i,0.0015202+0.001271i,0.00035619+0.0014069i,-0.00039097+0.00060553i,-0.00038642+0.00078848i,-0.00078524+0.0005517i,-0.0017815-0.00030993i,-0.0018999-0.0010846i,-0.0018271-0.00055775i,-0.002023-0.00034052i
0.00057392+0.00029295i,-0.00023695+0.00064866i,-0.00025095+0.00023293i,0.0011732-0.00023217i,0.0016196-0.0011623i,1.7417e-05-0.003785i,-0.0017024-0.0045829i,-0.00035834-0.0014185i,0.0024952+0.0024222i,0.0035427+0.0037168i,0.00282+0.0037406i,0.001383+0.0029418i,0.0010058+0.0018059i,0.0014141+0.0010907i,0.0017841+0.00040805i,0.0024666+0.00096957i,0.0021163+0.0012961i,0.0016598+0.00049302i,0.0017588-0.00047945i,0.0022887-0.0012214i,0.0021111-0.0016598i,0.0017684-0.0017005i,0.0018111-0.0010906i
-0.00079237-0.0005117i,-6.4637e-06+0.00051976i,0.00033996+0.00094989i,0.0015881+0.00096126i,0.001554+0.00087909i,-0.00090637-0.00060006i,-0.0029501-0.0019439i,-0.0034344-0.0013974i,-0.00033941-0.000288i,0.0030564+0.00049328i,0.0033798+0.00040389i,0.0022694+0.0010413i,0.0017644+0.0011672i,0.0017495-0.00053854i,0.0017815-0.00077002i,0.0015836-6.9043e-05i,0.0011325-0.00010788i,0.00049139-0.00028703i,-0.00029885+0.00013229i,-0.00075646+0.00060565i,-0.0012045+0.00081086i,-0.0011159+0.0013131i,-0.00074779+0.00084148i
0.00015603-0.0016029i,0.00021875-0.0022242i,0.00023884-0.0014563i,0.0005216+0.00086565i,0.0012516+0.00068327i,-0.00016559+0.00044818i,-0.0036051+0.0016425i,-0.0053006+0.0018726i,-0.0032332+0.00039996i,0.00022621-0.001324i,0.0024244-0.00223i,0.0025373-0.0016844i,0.0013246-0.0017274i,0.0005614-0.0022512i,0.0012406-0.0021723i,0.0024913-0.0016512i,0.0041682-0.0014532i,0.0039816-0.00118i,0.0012116-0.0014754i,-0.00059738-0.0019868i,-0.00076-0.0017688i,-0.00079621-0.0018101i,-0.00062671-0.0019378i
0.0001444-0.00045637i,0.00051174-2.2003e-05i,0.0017524-0.0001556i,0.0026731-0.00073835i,0.0022257-0.00044898i,0.00035585+0.0018193i,-0.0022429+0.0041395i,-0.0037073+0.0047319i,-0.0030798+0.0034495i,-0.0018771+0.00063341i,-0.00093635-0.0017582i,0.00018367-0.001726i,2.1022e-05-0.00070856i,-0.00032161-0.00047323i,0.00019303-0.00068263i,9.9603e-05-0.00071274i,0.00084783-0.0011962i,0.0012766-0.0013764i,0.0011985+8.4552e-05i,0.0022659+0.00098534i,0.0025794+0.0010534i,0.0014062+0.00089885i,0.0006589+0.00037543i
