-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
-0.0001752+0.0016626i,0.00082558+0.001177i,0.0029091-0.00010064i,0.0033757+2.0869e-05i,0.0016762+0.00022536i,0.00082758-0.00057311i,0.00043739-0.0012539i,1.1229e-05-0.0014099i,-0.00011271-3.9828e-05i,-0.0001202+0.0016351i,0.00027894+0.0013593i,0.0004623+0.0010017i,-0.00011764+0.0009372i,-0.00024408+0.00080587i,-0.00037115+0.00070949i,-0.00025703+0.00033411i,0.00033719-1.6678e-05i,-0.00013459-0.00015496i,-0.00018714+0.00022276i,0.00046904+0.00096517i,-2.0597e-05+0.0011465i,-0.0004768+0.00017173i,3.0344e-05-0.00067538i
0.0018824-9.6771e-05i,0.0019147+0.00034802i,0.0023212+0.00040398i,0.0018262-0.00035661i,0.00085569-0.00052452i,0.00039217-0.00019567i,1.774e-05-0.00048693i,-0.00057758-9.5231e-05i,-0.00092942+0.00088247i,-0.0012132+0.0010678i,-0.0013528+0.00045729i,-0.00067863+0.00045648i,-0.0001631+0.00054164i,-6.4466e-05+0.00020433i,-1.3695e-05+0.00019106i,6.3448e-05+0.00052297i,0.00045869+0.00054984i,0.00046189+0.0003407i,-0.00035341+0.00015003i,-0.00096326-0.00016682i,-0.00024113+4.6837e-06i,0.00052842-0.00022217i,0.0006803-0.00033331i
1.1828e-05-0.00058208i,0.0011001+0.00053115i,0.0011733-0.00073435i,0.00085586-0.001117i,0.0011199-0.0010647i,0.0011838-0.000592i,0.00020321-2.3382e-06i,-0.0010261-0.00086449i,-0.0010638-0.00071991i,-0.00023649+0.00081515i,0.00021226+0.0010979i,0.00044761+0.00091028i,0.00040699+0.00056966i,-4.6125e-06-8.4767e-05i,-0.00041307+0.0001159i,2.0204e-05+0.00023315i,-9.0152e-05+0.00042667i,-0.0013529+0.00032837i,-0.0018374-7.0709e-05i,-0.0010957+4.2754e-05i,-0.00046921-0.00036819i,-0.00029859-0.00030708i,-0.00010184+4.7701e-06i
9.933e-05-0.0010435i,0.00079875-0.0011043i,0.0018362-4.1242e-05i,0.0017398+0.0006467i,0.001139+0.00043771i,0.0017059+0.00084268i,0.00194+0.0012061i,0.00099281+0.0007707i,-0.00015921+9.7578e-05i,-0.0011496+0.00020786i,-0.0012521+0.00048102i,-0.0010404+0.00022536i,-0.001274+0.00054714i,-0.0010813+0.0011488i,-0.00045321+0.0012209i,0.0003659+0.0012405i,0.00053771+0.0004513i,0.00061154-0.00021571i,0.0010844-0.00056026i,0.0012304-0.00059532i,0.00074833-0.00011327i,5.7855e-05+0.00025769i,0.00030755+0.00043023i
0.00080543+0.00039749i,0.0013484+0.00047312i,0.0031304+0.00090672i,0.0031755+0.00053173i,0.0023284+0.00016347i,0.00095613-3.6689e-05i,0.00021074+0.0003016i,-0.0004826+0.00066779i,-0.0010247+0.001344i,-9.4874e-05+0.00082041i,0.00092608-0.0008869i,0.00036541-0.00072158i,-0.00054721+0.00033816i,-0.00062772+0.000793i,-0.00016927+0.00086637i,0.00044554+0.0007836i,0.00015237+0.00079349i,-0.00017204+0.00021054i,0.00025499-4.3938e-05i,0.00034148+0.0001676i,-5.2719e-05-0.00054411i,-0.00033557-0.0010897i,-0.00025611-0.0010042i
0.00029588+0.00072676i,0.0012593+0.00059859i,0.0024092+0.00049479i,0.0020525+0.0011103i,0.0011257+0.0011905i,0.00099139-0.00014652i,0.00088903-0.00067899i,-0.00031715-0.00034824i,-0.0007047-5.801e-05i,1.5244e-05+0.00068221i,0.00040896+0.0011287i,-0.00033076+0.00052637i,-0.00067398+0.00059648i,-0.00073377+0.0012838i,-0.00012396+0.00076471i,0.00033201+0.00039302i,0.00016761+0.0011957i,0.00013802+0.00099627i,0.00035652+6.2855e-05i,0.00058924-0.00051172i,0.00057402-0.00025702i,0.00078772-0.00012921i,7.0799e-05-0.00061644i
0.0010358+0.001668i,0.0013127+0.00097935i,0.0021909+0.00043819i,0.002611-0.00055195i,0.0020725-0.001313i,0.00079344-0.0015502i,-0.00077545-0.00072587i,-0.0020916-0.00013118i,-0.0016826+0.00013515i,-0.0005674+0.00071291i,-0.00019309+0.00068363i,0.000146-0.00010387i,0.0004386-0.00078408i,0.00053086-0.00014071i,0.00082771+0.00022754i,0.00088621-7.7023e-05i,0.00023654+0.00043951i,-0.00027935+0.0004979i,-0.00088476+0.00030117i,-0.0014992+0.00044084i,-0.0012092+5.7496e-05i,-8.44e-05-0.00071175i,0.00057891-0.00097282i
-0.00060509+0.0012418i,0.00060094+0.00027934i,0.0022386+0.00072394i,0.0028804+0.00089905i,0.0024157-4.5608e-05i,0.00066377-0.0013114i,-0.00017446-0.0013017i,-0.00077938-0.00018837i,-0.0013827+0.00091829i,-0.0011296+0.00086208i,-0.00038453-6.5459e-05i,3.1054e-05-0.00048101i,0.00026753+0.00012453i,0.00020308+0.0010297i,-0.00015233+0.0010574i,0.00010994+0.00037363i,-7.136e-05+0.00022991i,-0.0005928+0.00027088i,-0.00050116+0.00034143i,-0.00010309+0.00055299i,0.00027797+0.00047932i,0.00040559+0.0006307i,3.4557e-05+0.00017513i
0.0003431+0.00039583i,0.00072015-0.0002527i,0.0017889-0.0012542i,0.0027609-0.0010967i,0.0021294-0.00039267i,0.0011979-0.00021682i,0.00073846-0.00061848i,0.00011675-0.00070097i,-0.00051808+2.1315e-05i,-5.338e-05+0.001079i,0.0001096+0.00077591i,-0.00031435+0.00055297i,-0.00072788+0.00076147i,-0.0005766+0.00041524i,-0.00044301+4.4738e-05i,-0.00037189+3.5201e-05i,0.00015594+0.00046351i,0.0003488+0.0006873i,0.00057787+3.3106e-05i,0.00013206-0.00050738i,-0.00020267+0.00044989i,-0.00011436+0.00023202i,0.0005067-0.00053544i
0.00012071+0.00079148i,0.0015853+0.00080513i,0.003843+0.00064713i,0.0037549-0.00011498i,0.0017169-0.00075846i,0.00064725-0.00025261i,-0.00030339+0.00017816i,-0.0011882+0.00052835i,-0.00092684+0.00058248i,-0.00018418+0.00091278i,-7.2517e-05+0.00086402i,0.00033489+0.0008092i,6.5975e-05+0.00072787i,-0.00038382+0.0010713i,5.683e-05+0.0010104i,0.00028981+0.00023671i,8.4081e-05-0.00025112i,-9.3567e-05-0.00083022i,0.00050326-0.00083922i,0.00082275-0.00046267i,-0.00013557-0.0006639i,-0.00066145-0.001011i,-0.00069662-0.00069595i
6.4708e-05+0.00051526i,0.00041958+0.00069122i,0.0010912+0.00092263i,0.0016609+0.00056967i,0.0015401+0.00037368i,0.0011439-0.00036278i,0.00044221-0.0011704i,-0.00074732-0.00084477i,-0.0014593+0.0003928i,-0.00092248+0.0013474i,0.0005029+0.00092938i,0.00025579+0.00032697i,-0.00083109-4.5921e-05i,-0.00046913+0.00020679i,0.0002393+0.00070829i,0.00030961+0.00034271i,-4.5033e-06+0.00075382i,-0.00080165+0.0012105i,-0.0015223+0.00050479i,-0.00084008+0.00017653i,-0.00037718+0.00023315i,-7.334e-05-3.3657e-05i,0.00060288-0.00045467i
0.001057-0.0005955i,0.0014113-0.0004492i,0.0010731+6.3943e-05i,0.00071279+0.00080141i,-0.00028488+0.00035946i,-0.001175-0.00051886i,-0.00096921-0.0014708i,-0.0011396-0.0011494i,-0.0017333-0.00018241i,-0.0021878+0.00061405i,-0.0015277+0.0009152i,-0.00098504+0.00032125i,-0.00077577-2.5912e-06i,0.00021112-0.00016598i,-6.812e-05-0.0006828i,-0.00049027-0.0009872i,-0.0001392-0.00089426i,0.0001426-0.00025749i,-0.00016343-0.00013488i,-0.00014034-0.00094171i,-0.00010071-0.00048365i,0.00029024+5.2427e-05i,0.000536-0.00023242i
0.00061085+0.00049029i,0.0013753+2.4523e-05i,0.0028852-9.8272e-05i,0.0034617+0.00028262i,0.0029573+8.2384e-06i,0.0017871-0.00061643i,0.00030021-0.0013715i,-0.0005274-0.0012457i,-0.00071854-0.00046662i,-0.00078344+0.00050551i,-0.00025031+0.0008839i,-0.00010972+0.00034416i,-0.00055349+0.00016645i,-0.00023246+0.0004396i,0.00033942+0.0002679i,0.00019417+0.00052219i,6.7696e-05+0.00049867i,3.1809e-06-6.827e-06i,-0.0010883-0.00018415i,-0.00093724-0.00037356i,-0.00011095-3.8136e-05i,5.7862e-05+0.00066191i,3.8042e-05+0.000712i
0.00016382+0.00011816i,0.00074908+0.00070468i,0.0017193+0.00010597i,0.001852+5.4155e-05i,0.0011489+7.6227e-05i,0.00030143+0.00038813i,0.00058112-0.00031483i,0.00055192-0.00096865i,-0.00011797-0.00016611i,-5.3588e-05+0.00057655i,-0.00060549+0.00037078i,-0.00083939-0.00010899i,-0.00031044-0.00019432i,-0.00012784+0.00065947i,7.6491e-05+0.0013472i,-4.2462e-05+0.00082053i,0.00012377+0.00024356i,-8.6258e-06+0.00011977i,-0.00043571-0.00025904i,0.00041474-0.00026304i,0.000755-0.00010543i,0.00037519+0.00017404i,0.00035135+0.0004713i
0.00015283-0.00012792i,0.0019485-0.00018307i,0.003011+0.00014976i,0.0027869+0.00028073i,0.0015507+0.00027219i,0.0010258-0.0013363i,0.00082992-0.0011475i,-4.7515e-05+1.5768e-05i,0.00012113+0.00018526i,0.00046179+0.00045611i,0.00041536+0.00099741i,1.98e-06+0.00097488i,-0.00015575+0.00084657i,-2.013e-05+0.0010652i,-0.00016765+0.00061061i,-0.00014512-0.00076105i,-0.00015179-0.00096924i,-0.0006616-0.00087329i,-0.00083327-0.00064126i,0.00010186-4.7231e-05i,0.00049933-0.00025953i,0.00022928-0.00083441i,0.00012845-0.00083715i
0.0014124+0.0013778i,0.0013357+0.0016518i,0.0028572+0.00095147i,0.002318+0.00018755i,0.00095445-0.00057196i,-1.233e-05-0.00035472i,-0.0011849+0.000972i,-0.0023892+0.0010618i,-0.0019191+0.00046137i,-0.00055886+0.00028584i,-0.0003692+0.00032622i,-0.0010322+0.00031763i,-0.00032947-8.1105e-05i,0.00042182+0.00035136i,0.00040346+0.00074309i,0.00035292+0.0011809i,0.00089952+0.0010616i,0.0012444+0.00035499i,0.00029826+4.7461e-05i,-0.00050267+2.4582e-05i,-0.00024311-9.4054e-05i,0.00027702-0.00039007i,0.00023168-0.00016914i
0.0016526+0.0012196i,0.0021359+0.00033707i,0.0036591-0.0007571i,0.0035753-0.0015123i,0.0018581-0.0010741i,0.00030093-0.00025505i,-0.00042212-0.00013383i,-0.00078108-9.7547e-05i,-0.0014392-0.00027442i,-0.0013096-9.9617e-05i,-0.00047012-1.0411e-05i,-0.00033685+0.00027088i,-0.00045436+0.0011136i,-0.00021964+0.00089363i,0.00015049+0.00013608i,0.00037022-0.00026099i,0.00069695+0.00018683i,0.0010772+0.00028029i,0.0010257-0.0006985i,0.00068029-0.00046867i,0.00036551+0.00027686i,-0.00025303-0.00028619i,-0.00045167-0.0012067i
-0.00079635+0.00074818i,0.00016686-0.00025581i,0.0019441+0.00049133i,0.0023434+0.0013925i,0.0016488+0.00056394i,0.00089504-0.0013246i,0.00056858-0.0017038i,-0.00036788-0.00063426i,-0.0010408+0.00039369i,-0.00067618+0.00035766i,-0.00034882-0.00023462i,-0.0010219-0.00027319i,-0.0010202-0.00038923i,-0.00017601-0.00076223i,0.00011462-0.00078846i,1.7456e-05-0.00029272i,-0.00022972+0.0004856i,-0.00037909+0.00060092i,0.00029693+1.5647e-05i,0.000673-0.0008347i,-0.00014031-0.00068084i,-0.00023601-0.0006048i,0.00036935-0.00071169i
0.001784-0.00041114i,0.0029388-0.00061332i,0.0034088-0.0014991i,0.0020921-0.0018394i,0.00053753-0.00078705i,-0.00020563+0.00030242i,-7.5135e-05+0.00035375i,-0.00064183-7.3385e-05i,-0.0016718+4.8793e-05i,-0.0013448+0.0010997i,-0.00048791+0.0012623i,-0.00064757+0.00068105i,-0.00098868+0.00084826i,0.00023096+0.0014656i,0.00038255+0.00095192i,-0.00018944+0.00013961i,3.8187e-05+3.1801e-05i,0.00018625-7.0013e-05i,4.3297e-05-9.5028e-05i,7.9301e-05+2.6167e-05i,0.00044809+0.00021718i,0.00063092-0.00058191i,0.00028917-0.0010477i
-0.00023118-0.00049124i,-0.00064028-0.0012472i,-0.00037843-0.00070159i,0.00052351-5.6516e-05i,0.00096022-0.00074232i,0.00054244-0.00057944i,-0.00052692+3.3421e-06i,-0.0011038-5.1728e-05i,-0.0010665+0.00043958i,-0.00084715+0.0011927i,-9.4034e-05+0.00066774i,0.00061883-0.00017608i,0.00046867-0.00015698i,0.00053853-0.00011014i,0.001155+0.00052772i,0.00081203+0.00072131i,0.0005564+0.00028999i,8.9462e-05+7.4503e-05i,0.00015214-0.00037244i,0.00055072-0.00060474i,0.00063782-0.00075434i,0.00083485-0.00049754i,0.00046601-0.0010574i
0.00085009+0.00054016i,0.0019653+0.00076787i,0.0024274+0.00032518i,0.0026394-9.68e-05i,0.0023854+0.00047935i,0.0017349+0.00042806i,0.00062032-0.00072447i,-0.00086755-0.0012883i,-0.00091188+8.2004e-06i,-0.00044146+0.00074514i,-0.00069796-0.00010011i,-0.00084507-0.00098769i,-0.00099562-0.00086851i,-0.00042472+0.0002284i,0.00044383+0.00061128i,0.00063595+4.249e-05i,1.9738e-05-0.00022675i,-0.00028342+0.00033422i,0.00023281+0.0006698i,0.00019195-0.00033932i,0.00060302-0.0010113i,0.00087387-0.00011113i,8.961e-05+0.00094227i
0.000495-0.0015009i,0.0012809-0.001485i,0.001953-0.00035603i,0.0020438+0.00015386i,0.0011684-0.0004026i,0.0018516-0.00067821i,0.0018245-0.00046998i,0.00028063-0.00023077i,-0.00070135-1.6017e-05i,-0.00025391+3.9624e-05i,0.00076719+0.00014126i,0.00027606-1.3959e-05i,-0.00061518-0.00021749i,-0.00034789+0.00025692i,-0.00022999+0.00069841i,-5.0762e-06+0.0003293i,0.0003202-0.00022791i,1.749e-05+3.6742e-06i,-0.00020277-0.00016191i,-6.639e-05-0.00032058i,4.4474e-07+0.00015712i,-0.00017855+0.00012127i,-7.3439e-05-0.00027421i
-9.8909e-05-2.9266e-05i,0.00038707-0.00064137i,0.0017179+6.8267e-05i,0.0014823-7.2353e-05i,0.001291-5.8385e-05i,0.0010574-0.00020845i,-0.00011696-0.0004392i,-0.00064314-0.00061818i,-0.00011103-0.0003822i,0.00053116+0.00056519i,0.00016844+0.00067868i,-0.00048274+0.00033043i,-0.00049733+0.00046336i,-0.00070705+0.00092001i,-0.00082641+0.0003984i,4.9831e-05-1.7606e-05i,0.00040527+0.00080403i,-0.00066944+0.001029i,-0.00086559+0.0010664i,-0.00066833+0.00065541i,-0.00088826-0.00037489i,-0.00019504-0.00063406i,0.0006792-0.0006756i
-0.00035656+0.0023517i,-0.00010878+0.0018734i,0.0012139+0.0016442i,0.0028298+0.0010779i,0.0027212+0.00020506i,0.0016166-0.00084556i,-5.2521e-06-0.0010879i,-0.00068528-0.0011999i,-0.00028339-0.0013788i,0.00031953-0.0012988i,0.00025638-0.00050644i,-0.00066017+0.00028581i,-0.00075794+0.00057013i,-0.00077529+0.0013176i,-0.0010262+0.001616i,-9.4404e-05+0.00087591i,0.00052229+0.00081105i,8.26e-05+0.00033313i,-0.00032439-0.0010791i,-0.00016185-0.00090015i,0.00011467+0.00010008i,0.00014369-0.00021405i,0.0003882-0.00040435i
0.00086706-0.00078092i,0.0018176+8.4941e-06i,0.0028804+0.00044607i,0.0028239+0.00058009i,0.0024006+0.0011283i,0.0022693+0.00095089i,0.0016633-0.00048505i,-6.1913e-05-0.00083042i,-0.0012667-0.00016603i,-0.00053636-8.2868e-06i,0.00064991+0.00015618i,0.00045021+6.8008e-05i,-0.00012581-0.00093616i,9.4814e-07-0.0011077i,-0.00027723+3.0542e-05i,-0.00011267+0.00044426i,0.0007914+0.00091759i,0.00021728+0.0012803i,-0.00010662+0.00038771i,-0.00027152+4.111e-05i,-0.0012764+0.00013508i,-0.000472-0.00011473i,0.00043012+0.00035502i
-0.0010211+0.0002149i,0.00013396+0.00060082i,0.0018076+0.001192i,0.0020187+0.0012494i,0.00093635+0.00054837i,0.00070545-0.00070796i,0.00018862-0.00075762i,-0.00084103-0.00010126i,-0.00069872+0.0004479i,0.00046587+0.0011601i,0.001124+0.00050477i,0.00066369-0.00056212i,-3.3142e-05-6.5267e-05i,0.00015391+0.00078584i,0.00069026+0.00049306i,0.00030047+0.00023582i,-0.00010254+0.00039193i,0.0001162-2.9607e-05i,-5.7495e-05-0.00069542i,-0.00021173-0.0007065i,-0.0001878-0.00027473i,-0.00090771-0.00012782i,-0.00080347-0.0010577i
6.8713e-05+0.00088787i,0.00035151+0.00041304i,0.002559+0.00032024i,0.003279+0.00041875i,0.0023645+0.00012711i,0.001+0.00082159i,-8.3321e-05+0.00083519i,-0.00045412-0.0002878i,-0.00069882-0.00024655i,-0.0016293+0.0001496i,-0.0014744+0.0010028i,-0.00069414+0.0010405i,-0.00074178+0.00035897i,-0.00019781+0.00058716i,-1.6279e-05+0.00051364i,3.6577e-06+0.00026255i,0.0005803-0.00029341i,0.00065498-0.00057958i,0.0002351-0.00037067i,-0.00021692-0.00026049i,-1.6773e-05-0.0002286i,0.000852+4.4269e-05i,0.0013055-0.00032905i
1.9083e-05+0.0012946i,0.00028265+0.0022581i,0.0024055+0.0022495i,0.0032306+0.0012538i,0.0019002-1.2168e-06i,0.001224-0.00067503i,0.0010162-0.00062954i,0.00044553-0.00091401i,0.00020459-0.0012188i,0.00053779-0.00067788i,0.00051723+0.00012572i,-0.00021633+0.00081998i,-0.00064366+0.00029687i,-0.00067304-0.00089636i,-0.00064181-0.00088988i,2.9941e-05-0.00014176i,-6.9043e-06+4.5367e-05i,-0.00040261+0.00027044i,2.8227e-05+0.00045405i,0.00017491-0.00014057i,5.5869e-05-2.7709e-05i,-0.00028722+1.3506e-05i,-0.00031269-0.00043716i
0.0017442+0.0013566i,0.002268+0.00061218i,0.0024348+8.2921e-05i,0.002294-0.00068356i,0.0021585-0.0011642i,0.0010032-0.00045387i,-0.00076828+7.9852e-05i,-0.0015777+0.00018911i,-0.0012146+0.00032882i,-0.00045884+0.0008451i,-9.6781e-05+0.00043567i,-0.00022051-0.00081452i,0.00014777-0.00010108i,0.00034921+0.00062127i,-0.00043355+0.00041282i,-0.00043451+0.00062944i,-9.5848e-05+0.0008428i,-0.00021669+0.00016511i,-0.00031131-0.00081364i,-0.00019941-0.00047478i,0.00014825-0.00020267i,-9.1149e-05-0.0003199i,0.00032066+4.7458e-06i
0.00041687+0.0023614i,0.00057523+0.0015958i,0.0034159+0.0014035i,0.004253+0.0014043i,0.0018611+0.00069743i,0.00013657-0.00066642i,-0.00023703-0.00088831i,-0.00089919-0.00095737i,-0.00098077+7.2694e-05i,-0.00045952+0.0013525i,0.00026021+0.00078808i,-0.00023894-0.0001361i,-0.0010742+6.9957e-05i,-0.00077191+0.00083327i,-0.00044238+0.0016671i,-0.00047877+0.0016199i,-0.00046931+0.00099545i,-0.00077446+0.00039693i,-0.00094073+0.00030447i,-0.00056435-0.00013925i,0.00050073-0.00036513i,0.0013122-0.00025199i,0.00071492-0.00036622i
0.0001146-0.0004572i,0.00049121-0.0003313i,0.0010557-0.0017533i,0.0013822-0.0017304i,0.0012075-0.0002614i,0.00091116-8.7688e-05i,0.00010063-0.00078433i,-0.0011026-0.00041235i,-0.0017229+0.00074763i,-0.0011541+0.0014667i,-0.00021613+0.00093989i,-5.8302e-05+0.00016766i,-0.00032119+0.00026153i,-0.00065405+0.00064077i,-0.00058652+0.00090802i,-0.00050571+0.00074405i,1.8919e-07+1.4511e-05i,-0.00039195-0.00023547i,-0.0012296+0.00016602i,-0.0010568-7.023e-05i,-0.00081676-0.00018238i,-0.00082562+0.0002707i,-0.0006202+0.00019648i
0.0010194+8.8165e-05i,0.002193+0.00019655i,0.0022428+6.3167e-05i,0.0017541+0.00066914i,0.0007052+0.0020035i,0.00016771+0.0015673i,0.00026372+0.00020448i,-0.00063559-8.477e-06i,-0.001936+0.00048797i,-0.001688+0.00063899i,-0.00019419+0.00035521i,0.00051712+0.00043455i,0.00072264+0.00011784i,0.0005007-0.00032828i,0.00036006-0.00042107i,0.00034278-0.00020329i,-0.00048885-0.00055561i,-0.00028481-0.0002817i,0.00041108+0.00024273i,0.00011129-8.1964e-05i,-0.00035729-1.2684e-05i,0.0002623+0.00027968i,-8.0062e-05-2.6041e-05i
0.0019196-0.0013167i,0.0019844-0.0013148i,0.0011785-0.0022584i,0.000243-0.0030866i,0.00041657-0.0026872i,0.00032606-0.00069097i,-0.00017136+7.0117e-05i,-0.00064066-0.0002906i,-0.000845-0.00053143i,-0.00032645+1.4149e-05i,0.00072364+0.00038285i,0.00040299+0.00032493i,-0.00078344+0.0011738i,-0.0008432+0.001286i,7.4588e-05+0.00038316i,0.00058498+0.00047115i,0.00020605+0.00044668i,-8.5903e-05-0.00019458i,0.00018007+0.0002637i,0.00011429+0.00064472i,-1.8973e-05+0.00010928i,0.00036988-0.00046099i,0.00063759-0.00016094i
0.00096412+0.00069493i,0.0015811+0.00091141i,0.0028316+0.0017523i,0.0036949+0.0014949i,0.0031115+0.00090728i,0.0015368+5.6129e-05i,0.00022952-0.0012528i,-0.00042416-0.001369i,-0.00052574-0.00044566i,-0.00026495+7.4936e-05i,0.0009139-0.00034078i,0.00084444-0.0011063i,-0.00013782-0.0008856i,0.00031594+0.00040702i,0.000638+0.0011794i,0.00025013+0.00094215i,-0.00033352+0.00074152i,-7.2218e-05+0.00043526i,-0.00036876+0.00011215i,-0.00059213+0.00042852i,-0.00033028+0.00035554i,-0.00078822-5.9699e-05i,-0.0004525+0.00020134i
-0.00046861+0.00060392i,6.3164e-05+0.00098956i,0.00021719+0.0010647i,0.00095785+0.00066332i,0.0017047+0.00019877i,0.0010248+3.8776e-05i,0.00016812+4.2039e-05i,-0.0011456-0.00017254i,-0.0018027+0.00030063i,-0.00020743+0.0010034i,0.00071118+0.00092994i,0.00038145+3.8252e-05i,0.00036679-0.00044751i,0.00054044-0.00016046i,0.00034846+0.0011554i,0.0004945+0.0019027i,0.00046919+0.0014532i,4.4295e-05+0.0012891i,-0.00028812+0.0018053i,-8.1105e-05+0.0012984i,0.00019246+0.00012379i,3.0407e-05-0.00074304i,-0.0003234-0.0012419i
0.00055324+0.0015498i,0.00052085+0.0010612i,0.003073+0.001502i,0.0041313+0.0006173i,0.0038846-0.00095265i,0.002657-0.00097707i,0.0005274-0.00075116i,-0.00060152-0.00060731i,-0.00083573+0.00016618i,-0.0002663+0.00056321i,0.00073844-4.4104e-05i,0.00020627-0.00091612i,-0.00082536-0.00053231i,-0.00089339-0.00027563i,-0.00036156+3.6971e-05i,0.00079423+0.00061001i,0.00098076+0.0010564i,0.00070948+0.0011179i,0.00025877+0.00012309i,-0.0004823-0.00049782i,-0.00034878-0.00030486i,0.00010699-7.7048e-05i,-0.000329-0.0009513i
-0.00061817-0.00090792i,-0.00049706-0.00049574i,-7.6208e-05-9.9687e-05i,0.0009-0.00024351i,0.00083998-0.00045791i,0.0004769-0.00045953i,-0.00015898-0.0007369i,-0.00045833-0.00058572i,-0.00085452-0.0001104i,-0.0010135+0.00019549i,-0.00044283+6.0782e-05i,0.00014237-0.00037692i,0.0002643-0.00087386i,-0.00049185-0.00041963i,-0.0012199-1.0527e-05i,-0.00097362+0.00011081i,-0.00041219+0.00051906i,-2.1124e-05+0.0001248i,-0.00035841-0.00047812i,-0.00076676-0.00052601i,-0.00010588-0.00043861i,0.00043669+5.2978e-05i,-0.0001051-0.0001659i
0.0007946+0.0012109i,0.0015916+0.00107i,0.0035827+0.00066587i,0.0039754-0.0001264i,0.0027153-0.0014079i,0.001631-0.0016949i,0.00077307-0.0009061i,-0.00015962-0.00078298i,-0.0010852-0.00070841i,-0.00046421-0.0004621i,0.00066259-4.3326e-05i,0.00015402+0.00025584i,-0.00066004+0.00084128i,-0.00089087+0.00099826i,-0.00088252+0.00078839i,-0.0010993+0.0011562i,-0.00080687+0.0012469i,0.00032971+0.0012278i,0.00045105+0.00078649i,-0.00024089-0.00020171i,-0.00037013-0.0010226i,0.00046714-0.00087567i,0.00038396-0.00056056i
0.00063273+0.00013879i,0.0017995+0.00058976i,0.0023137+0.00044828i,0.0019779+0.00079425i,0.0023278+0.00096195i,0.0024138+0.001251i,0.0014681+0.0011728i,0.00016418+0.00078227i,-0.00035147+0.00038288i,-0.0006114-0.0001067i,-0.00034148-0.00044707i,-0.00031645-0.00031457i,-0.00069161-1.8034e-05i,-0.00045995+0.0004169i,4.5941e-05+0.00068257i,5.1667e-05+6.5619e-05i,0.00032358-0.00066399i,0.00054095-0.0010179i,0.00091165-0.00093082i,0.0015354-0.00074991i,0.0010727-0.00092686i,0.00054651-0.00068324i,0.00018466+0.00037827i
0.00074469-0.0010692i,0.001596-0.0010796i,0.0033076-0.0016711i,0.0032112-0.0019869i,0.0015537-0.0015138i,0.00034331-0.00095267i,-0.00022353-0.00058222i,-0.0012236-0.00012231i,-0.0021148+0.00043216i,-0.0015564+0.0010249i,-0.0011005+0.00057899i,-0.00082828-0.00018223i,-8.1871e-05-7.6227e-05i,0.00046101+0.00010962i,0.00053302-0.00022649i,0.00073136-0.00042631i,0.00021125-0.00012474i,-0.00046828-0.00014628i,-0.00044317+0.00058669i,-0.00042594+0.00067338i,6.6254e-05-0.00046309i,0.00029848-0.001051i,-0.00027357-0.00044644i
0.00036024-0.00069708i,0.00094289-0.00048449i,0.0014316-0.00092119i,0.0016731-0.0012746i,0.0011133-0.0010175i,0.00039026-0.00050354i,0.00036081-0.00051569i,-0.00025551-0.00078258i,-0.00089989-0.00040382i,-0.00086382+0.0006884i,-0.00035917+0.0015075i,-0.00013776+0.0015587i,-0.00028729+0.0012476i,0.00010663+0.0007631i,-5.2047e-06+0.00079705i,-0.00022253+0.00037585i,0.0001673-0.00013391i,-0.00015419+0.00024168i,-2.9503e-05-5.4436e-05i,0.00043344+0.00057738i,-6.4945e-06+0.00065836i,-0.00018706-0.0002905i,-0.00036244-0.00036679i
0.0024274-0.00044624i,0.0019948-0.00047106i,0.0021979-0.0011272i,0.0023105-0.001802i,0.0014164-0.0016697i,0.00032311-0.0011392i,-0.00010307-0.00078882i,-0.00081757+0.00014455i,-0.0012132+0.00086963i,-0.00035429+0.00060312i,0.00020745+0.00058953i,2.6671e-05+0.0010735i,-0.00042151+0.00081151i,-0.00083249+0.00038474i,-0.00073888-7.8249e-05i,-0.0010186-0.00010267i,-0.00078587-0.00010438i,0.0001149-0.00042514i,0.00045452-0.00023836i,0.00037421+0.00046335i,0.00041613+0.00067557i,0.00053238+0.0007778i,-0.00011315+0.00038286i
0.00047074-0.0011722i,0.0014624-0.00036819i,0.0013353+0.00036307i,0.00056011+0.0014765i,0.0002761+0.0020026i,0.00044499+0.0011047i,0.00079991-0.0002166i,0.00016853-0.00011183i,-0.0013484+4.9453e-05i,-0.0017622-0.00012406i,-0.00075174-0.00021624i,0.00034057-7.493e-05i,0.00087595+0.00032728i,0.00063686+0.00065753i,4.8663e-05+0.00071078i,-0.00012199+0.0004337i,0.00046071-0.00020339i,0.0011806-0.00023229i,0.00094151-0.00034411i,-0.00016976-0.0010663i,-0.00079411-0.00086188i,-0.00050066-5.7599e-05i,-0.00014349-0.00014219i
