-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
-0.00078596-0.00062097i,-0.0024214-0.0011486i,-0.0033233-0.0014423i,-0.0026695-0.0002363i,-0.0013196+0.000489i,-0.00069772+0.00060861i,-0.00061192+0.0013236i,-0.00011105+0.00079291i,-0.00033856+6.232e-05i,-0.00061559-0.00021961i,-0.00041368+9.1292e-05i,-0.0006758+0.00074447i,-0.00041402+0.0010063i,-0.00011738+0.0012756i,6.7959e-05+0.00034028i,-0.00033085-0.000665i,-0.000882-0.0005666i,-0.0013835-0.0004766i,-0.0012224-0.00011092i,-0.00044114+0.00023466i,-0.00032527+9.518e-05i,-0.00060581-0.00040401i,-0.00017675-0.00032924i
-0.001139-0.0014888i,-0.0023177-0.0021899i,-0.0032642-0.001555i,-0.0032012+0.00042557i,-0.0019452+0.001129i,-0.0014102+0.00048927i,-0.0012505+0.00013267i,-0.00029633+0.00034629i,0.00028066-0.00042953i,0.00031332-0.0017425i,0.00023598-0.0014596i,-6.4596e-05-0.00033369i,1.8911e-05-0.00031934i,-0.00028629-0.00064965i,-0.00044163-0.00044329i,-0.00034169-0.00018509i,-0.00022655-0.0001478i,0.00010439-0.00067698i,-0.00027382-0.0005838i,-0.00043499-6.3824e-05i,-0.00018295+0.00043306i,0.00011917+0.00058182i,-0.00012771+0.0003383i
-0.0010588+0.00037431i,-0.00075297+0.00046834i,-0.0011447+0.00055754i,-0.0008789+0.00052921i,-0.00071224-0.00060683i,-0.00056624-0.0014053i,-0.00021491-0.00044518i,-1.9827e-05-5.1938e-05i,-8.0475e-05+4.8396e-05i,-0.00025972+0.000206i,-0.00044978+0.00027088i,-0.00030391+0.00028008i,0.00032925+0.00091688i,0.0011416+0.0011886i,0.0012476+0.00019539i,0.00053381-0.00063247i,-0.00032006-0.00034897i,-0.00053599-0.00041551i,0.00060448-0.0010082i,0.00074373-0.00037285i,-0.00031691-0.00032078i,-8.2048e-05-0.00078558i,-0.00011593-0.00080536i
-0.001299-0.00068i,-0.0023839-0.00066777i,-0.0024765-0.00015331i,-0.0023658+0.00092786i,-0.0025272+0.0016968i,-0.0017992+0.001291i,-0.0013579+0.00080886i,-0.001317+0.00071348i,-0.0008119+0.00028483i,-0.00046462-0.00038939i,2.9726e-05-0.00013113i,-0.00037876+0.00069895i,-0.0012106+0.0011491i,-0.00063103+0.0013307i,-7.0604e-05+0.00048597i,0.00035712-0.00044636i,3.8786e-05-0.00061526i,-0.0013198-0.0010421i,-0.0016779-0.00074429i,-0.0013373-0.00061769i,-0.00086093-0.00063513i,-0.00039571-0.00042397i,-0.0003482-0.0002614i
-0.00071114-0.0013523i,-0.001379-0.0017686i,-0.0021226-0.00079181i,-0.0013166-0.00045088i,0.00029698-0.00065188i,-5.3318e-05-0.00082679i,9.0635e-05-0.001325i,0.00087571-0.00096957i,0.00050106-0.0010715i,0.00015777-0.0013641i,-0.00010352-0.00085533i,-0.00098022-0.00062201i,-0.00051065-0.00023715i,0.000221+4.3727e-05i,0.00039458+0.00049212i,-0.00043788+0.00068676i,-0.00047598-0.00019958i,0.00057405-0.00016012i,0.00059497+0.00019996i,0.00030147+0.00028239i,0.00040065+0.00026543i,0.00037278+0.00059953i,-0.00017064+0.00062258i
-0.0010504+0.00039364i,-0.0020207-0.00073717i,-0.0031401-0.0001916i,-0.0024643+0.00064163i,-0.00097189+0.00014046i,-0.00097097+5.6544e-05i,-0.0011726+0.0006681i,-0.00077661+0.00051504i,-0.00046016-0.00020312i,-0.00054872-0.00065748i,-0.000373-0.00051348i,5.138e-05-0.00050233i,4.8016e-05-0.001107i,0.00017647-0.0012945i,-0.00022278-0.00094781i,0.00025595-0.00095104i,0.0011098-0.00051333i,0.00099219+3.1482e-05i,4.1562e-05+0.0004849i,-0.00049954+0.0010365i,9.9527e-05+0.00054359i,0.00030148-0.00041943i,-0.00057915-0.00068539i
1.3522e-05+0.0013061i,-0.00038525+0.00015004i,-0.0010692-0.00097832i,-0.0012414-0.0002339i,-0.00066733+0.00030713i,-0.00074956-0.00044994i,-0.0007408-0.00037216i,-0.00017872+0.00012166i,0.00037601-6.8462e-06i,0.00012256-0.0009099i,-0.00069514-0.0011501i,-0.00037874+1.3053e-05i,-0.0003598+0.0015461i,-0.00018477+0.0019945i,0.00013632+0.0010654i,-9.599e-05+0.00055531i,-0.00035207+0.00037943i,-0.00037242-0.00015517i,-0.00035881+3.3335e-05i,-0.00026878+0.00044846i,-0.0003751+0.00078116i,-0.00085168+0.00023451i,-0.0005644-0.00055213i
-0.0014591+0.00093474i,-0.002805+0.0010485i,-0.0030587+0.00018065i,-0.001207+0.00051563i,-0.00031533+0.0008967i,-0.00040017+0.00050385i,-0.00052313+0.00055452i,-0.00016907-1.133e-05i,0.00090984-0.0008428i,0.0011424-0.00077676i,0.00040985-0.00046408i,0.00021524-0.00037354i,-0.00012938+0.0001424i,-0.00073992+0.00078854i,-2.7384e-06+5.643e-05i,0.00050507+4.1231e-06i,0.00030442-0.00024427i,0.00040456-0.0012255i,-1.3672e-05-0.0010776i,-0.00032885-0.00042342i,0.00045196+0.0003084i,0.00029426+0.00056141i,-7.6277e-06-0.00020826i
-0.00068974-0.0012459i,-0.0024877-0.0024801i,-0.0030461-0.0016045i,-0.0028724+0.00072599i,-0.0015312+0.00070816i,-2.5267e-05-0.00075215i,-0.00020078-0.00088391i,6.7816e-05-3.0934e-05i,0.00039813+0.00041505i,-1.1696e-05+0.00012072i,-0.00079381+0.00015855i,-0.0006338+0.00038245i,-0.00018713+4.4032e-05i,0.000506-0.00056489i,0.00030442-0.00063261i,0.0001085-0.0005483i,0.00017846-0.00029107i,0.00011724+0.0002117i,-3.7035e-06+0.00021702i,-0.00020679-0.00024676i,-0.00057487-0.00028982i,-0.0008914+0.00032551i,-0.00084449+0.00056801i
-0.001068-0.00058637i,-0.0020529-0.0019929i,-0.0025882-0.0028939i,-0.0022922-0.0024749i,-0.0019704-0.0014493i,-0.0018387-0.00063099i,-0.0012308+2.6431e-05i,-0.0005436+0.00050866i,-7.6742e-05-0.00033535i,-0.00059288-0.00145i,-0.0010192-0.0012705i,-0.00069141-0.00018731i,-0.00068232+0.00069074i,-0.0002503+0.00080601i,0.00016991+0.00025112i,0.0002796-0.00028564i,0.00031121-0.00054868i,-3.538e-06-0.00073411i,5.1851e-05-0.00068124i,2.3482e-05-0.00042979i,-0.00067004-0.00021437i,-0.00037342+0.00038044i,0.00012209+0.00034506i
0.00041205+0.0005646i,0.00086879+0.00025027i,0.00083563-0.00041165i,0.00083596-0.00029893i,0.0001858-0.00086894i,-0.00034148-0.0017222i,0.00011528-0.00066066i,0.00046326+0.00039613i,0.00031617+9.2268e-05i,-1.43e-05-0.00052508i,1.3055e-05+5.4039e-05i,0.00025398+0.00035791i,0.00023326-1.3922e-05i,-5.6663e-05+0.00033432i,0.00012067+6.0543e-05i,0.001143-5.6084e-05i,0.00088201+0.00062423i,0.00046426+0.00013631i,0.00023224-0.00058387i,6.6874e-05-0.00092473i,0.00031272-0.0015581i,0.00047899-0.0013756i,-7.9933e-05-0.00017079i
-0.0010358-0.001621i,-0.0015749-0.0025114i,-0.0023825-0.0018597i,-0.0017419+0.00034432i,-0.00078128+0.0015537i,-0.0015193+0.0016714i,-0.00079934+0.0010972i,0.00067038+0.0008398i,0.0003855+0.00079579i,-0.00032144+0.00045952i,-0.00031458-0.00025658i,-8.2815e-05-0.00019121i,0.00026707-0.00022454i,0.00070668-0.00089308i,0.0003469-0.00094897i,6.5063e-05-0.0012247i,0.00013063-0.0013323i,0.00022187-0.0010361i,0.00014017-0.0010999i,-0.00038435-0.00054122i,0.00033211+0.00079029i,0.00029273+0.00079734i,-0.00092057+0.00042277i
-0.00089301-0.00093122i,-0.0025644-0.0019881i,-0.0036171-0.0017393i,-0.0036705-6.8987e-05i,-0.002443-0.0001889i,-0.00067048-0.00062151i,0.00017748-0.00069196i,-0.00031344-0.0010455i,-0.0010931-0.0011024i,-0.00087525-0.00072152i,3.5299e-05+0.00025276i,6.412e-05+0.00075622i,-0.00027998+0.0013178i,-0.00049049+0.0018711i,0.0002648+0.0012746i,0.00043293+0.00083903i,0.00013527+0.00074903i,2.3654e-05-9.0236e-05i,-0.00063331-0.00076208i,-0.00094213-0.0002333i,-0.00054049+0.00047721i,-5.3586e-05+0.00057892i,0.00024934+0.00041707i
0.001329-0.001131i,-0.0006093-0.00081983i,-0.0023682-0.00061773i,-0.0016964-0.0005554i,-0.0011712+0.0001176i,-0.00084112+0.0007269i,-0.0004378+0.00040728i,-0.00020912+0.00049098i,-0.0004038+0.0005574i,-0.0015072+2.5281e-05i,-0.0015949+0.00058487i,-0.00010839+0.00098284i,0.00022247+0.00044238i,0.00035175-0.00032604i,0.00084356-0.00047353i,0.001193-0.0006074i,0.0014331-0.0004777i,0.00080678-0.00064245i,-0.0001702-0.00046761i,0.00028648-0.00020861i,0.00090597-5.8826e-05i,0.0005848-3.4374e-05i,7.3457e-05-0.00052362i
-0.0011666-0.003361i,-0.0030906-0.0028009i,-0.004052-0.0025022i,-0.0028717-0.00091686i,-0.0014279+8.0733e-05i,-0.0013078+0.00033921i,-0.0011743+9.3256e-05i,-0.0004338+4.2169e-05i,-5.4877e-05+0.00023573i,-0.00066187-0.00018183i,-0.00089512-0.0006388i,-0.00028299-0.00046339i,0.00022664-6.1592e-05i,0.00064971-0.00013957i,0.00035011-0.00066683i,-0.00011509-0.0011045i,0.00045781-0.00039961i,0.00032339-5.2101e-05i,-0.00013896+0.00046793i,0.00012522+0.00057279i,0.00020621+2.785e-05i,0.00026157+0.00048724i,0.00011699+0.00061094i
-0.0015065-0.00038259i,-0.0025323-0.0010057i,-0.0041789-0.001024i,-0.0033742+0.0006793i,-0.0017826+0.0016079i,-0.0012145+0.0011451i,-0.00014041+0.00090011i,0.00097863+0.00036435i,0.0005308-0.00090437i,-0.00036564-0.00093114i,0.0001541-0.00024322i,0.00042869-9.7003e-06i,-0.00035303+0.00037114i,-2.8464e-05+0.000168i,0.0013522-0.00060794i,0.00091782-0.00059692i,-0.00051386-0.00025559i,-0.0013142-0.00058771i,-0.0012222-0.00024695i,-0.00029947+0.00065312i,0.00012116+0.00066353i,-0.00038662-0.0001655i,-0.0007072-0.00079413i
0.00012987+0.00068618i,-0.00015913-7.4943e-05i,-0.00067984-0.0003378i,0.00018631-0.00035423i,0.0011625-0.00051007i,0.00046935-0.00037385i,-0.0003414+0.0001977i,0.0002403+0.00049612i,0.00064931+0.00051877i,0.00020641+0.00020509i,-5.8222e-05-0.00065087i,0.00067329-0.0011914i,0.00035012-0.00058626i,-0.00071233+0.00020701i,-0.00018579+3.9508e-05i,0.00093021+7.5116e-05i,0.00081258+0.00017885i,0.00027991-0.00023143i,-0.00023851-0.00067642i,-0.00016843-0.00032246i,0.00051671+0.00012103i,-7.5533e-06-0.00020411i,-0.00027069-0.00063964i
-0.0023729-0.0011324i,-0.0025002-0.0015222i,-0.003777-0.00080526i,-0.0029963+0.0006091i,-0.0013446+0.0015208i,-0.00098439+0.0017841i,-0.0010018+0.00082317i,-0.0012655-0.00034679i,-0.00073279-0.0013001i,-0.00037576-0.00093805i,-0.00073173+0.00030832i,-0.00072766+0.00076891i,-0.00048277+0.0011688i,-0.00036736+0.00086557i,-0.00029636+2.9833e-05i,-0.00090112+0.00015251i,-0.00083938+0.0003469i,0.00040037+0.00081305i,0.00029577+0.0010044i,7.7993e-05+0.00014028i,0.00055235-0.00059465i,0.00012702-0.00024018i,-0.00055136+0.00040316i
-0.0011906+0.00048288i,-0.0020774+0.00092876i,-0.0019347+0.00077135i,-0.00074986+0.00038648i,0.00062577+0.00072415i,0.00084763+0.00061661i,0.00028706+0.0004711i,-3.6053e-05+0.00046312i,0.00023906-6.0057e-05i,0.00018869-0.0012537i,8.798e-05-0.0017729i,0.00051329-0.00081576i,0.00083453+8.0136e-05i,0.00083691-7.8168e-05i,0.0010843-0.00026162i,0.0012109+2.0177e-06i,0.00024167+0.00031408i,-0.0006179+0.00067223i,-0.00030123+0.00041669i,-0.00020369+0.00042147i,-0.00040921+0.0002455i,-0.00043434+0.00039941i,-0.00061495+0.0004337i
-0.00096543-0.0017327i,-0.002337-0.00052121i,-0.0026902-0.0012477i,-0.0022166+3.6577e-05i,-0.0017866+0.0021745i,-0.0017263+0.0019458i,-0.0020901+0.00083632i,-0.0011097+0.00015633i,0.00021306-0.00031031i,-5.9424e-05-0.00034185i,-0.00041637-0.00037596i,0.00023277-0.00063741i,0.00086203-1.6459e-05i,0.001027+0.00071532i,0.00048456+0.00010344i,0.00075888-0.00033184i,0.0010337+0.00020368i,8.3821e-06+0.00018969i,-0.0011353+0.00018525i,-0.0009331+0.00056971i,-8.0089e-05+0.0014202i,0.00036769+0.00088466i,0.00045764+4.3005e-05i
0.00023095-0.0026213i,-0.001205-0.0036501i,-0.003515-0.0031113i,-0.0037572-0.0010436i,-0.0028738+0.00022206i,-0.0020873-0.00018372i,-0.00028887-0.00083335i,0.00028434-0.00048506i,-0.00021885-0.00048579i,-0.00034579-0.00049126i,5.7527e-05+0.00015534i,0.00038754+0.00017894i,0.00070311+7.1135e-05i,0.001172-0.00047623i,0.00091251-0.0012628i,0.00065598-0.00067267i,0.00049506+0.00039255i,0.00031434+0.00042297i,0.00044839+5.3097e-05i,0.00020303+7.5426e-05i,0.00018238-0.00034662i,0.00023934-0.00019067i,0.00021811+0.00020098i
-0.001861-0.00098681i,-0.0029376-0.00024223i,-0.0031841+0.00074987i,-0.002502+0.0013818i,-0.001285+0.00035356i,0.00041971-0.00022594i,-0.0001122+0.00039318i,-0.00045755+7.4461e-05i,0.00047109-0.00030106i,0.0004563-0.00048875i,3.3426e-05-0.00077071i,-9.7797e-05-0.00026554i,-0.00065135+0.0005398i,-0.00065904+0.0004361i,4.8758e-08+0.00047762i,0.00039067+0.00052289i,5.6292e-05+0.00048549i,-7.8355e-05+0.00049865i,-0.00075289-0.00013491i,-0.00098375-0.0015388i,-0.00049298-0.001554i,-0.00029519-0.00049474i,-0.00016793-0.00022244i
-9.7138e-05-0.00040865i,-0.0013631-0.0023221i,-0.0021048-0.0029609i,-0.0018063-0.001859i,-0.00097818-0.00054642i,-0.00096372+0.00018647i,-0.0010834+0.00026673i,-6.0699e-05-0.00028556i,0.00041409-0.0006999i,-0.0003288-0.00057633i,-0.00046714+0.00040818i,0.00014567+0.0011058i,0.00042914+0.0010239i,4.4119e-05+0.0013582i,0.00032226+0.0012839i,0.00035677+0.000541i,-5.6549e-05-0.00066625i,-0.00050562-0.0010197i,-0.00088074-0.0007508i,-0.00066458-0.00024397i,-0.00079482+0.0001716i,-0.00028825+0.00021648i,0.00016179+0.00013165i
-0.0018166+0.00020018i,-0.0028556+0.00035982i,-0.0040923+0.00055993i,-0.0028242+0.00071097i,-0.0011582+0.0011275i,-0.00086261+0.0011123i,-0.00069149+0.00094256i,-0.00049735+0.0010073i,-0.00063594+0.00068791i,-0.00072256-5.7867e-05i,-0.00068119+0.00023966i,-0.00057975+0.00060376i,-0.0009171-0.00017671i,-0.00099161-0.00092415i,-0.00050788-0.0011884i,0.000317-0.00068738i,0.00018138+0.00011297i,-0.0011525+0.00031467i,-0.0017407+0.00044529i,-0.0011677+0.00088773i,0.00021103+0.00050707i,0.00071788+0.00023142i,0.00021818+0.00029425i
-0.0013393-0.0015073i,-0.0016697-0.0013996i,-0.0023564-0.0020053i,-0.0024855-0.001763i,-0.0017786-0.00018013i,-0.0014479-5.4035e-05i,-0.001163-0.000665i,0.00017299-0.0013092i,0.00038255-0.0024204i,3.7485e-05-0.0018839i,0.00046205-0.0012285i,0.0011288-0.0010554i,0.0012498-2.049e-05i,0.0011301+0.0013023i,0.00064921+0.0012978i,0.0005563+5.5915e-05i,0.00073913+6.6297e-05i,0.00057415-1.1501e-05i,0.00025171-0.00023882i,-0.00020785+0.00058177i,-0.00060582+0.00068014i,-0.00059399+0.00033951i,-0.00063566+0.00085457i
0.00014763-0.0016749i,-0.0016377-0.002093i,-0.0031046-0.0015204i,-0.0033633+0.00031013i,-0.0026875+0.0011637i,-0.0016639+0.00098389i,-0.0016726+0.00081985i,-0.00054331+0.00024553i,0.000545+0.0002224i,0.00023981+0.00045705i,0.00036401+0.00021023i,0.00089311+0.00066125i,0.0010403+0.0017414i,0.00093838+0.0014482i,0.00050944+0.00067168i,0.00029462+0.0002234i,0.00029231-0.00070351i,0.00060328-0.0006279i,0.00034193+0.00031634i,-9.6225e-05+0.00083798i,-3.6876e-05+0.00056009i,-0.00020102-0.00034451i,-0.0005724-0.00070726i
-0.00022367+0.00026834i,-0.00057143-0.00062776i,-0.0010405-0.00071094i,-0.00081826+0.00020665i,-0.00065983+2.5768e-05i,-0.0010175-0.00058212i,-0.0011474-0.00062047i,-0.0006628-0.00039192i,2.8155e-05-8.3377e-05i,7.3607e-05-0.00020608i,-0.00015078-0.00057612i,-0.00058646-0.00016196i,-0.0010326+5.79e-05i,-0.00046491-5.0361e-05i,0.0009091-0.00084418i,0.0012323-0.00059024i,0.00050162-0.00018779i,-2.8659e-05-0.00045152i,-0.00057868+0.00032818i,-0.00049514+0.0010824i,0.00040301+0.00089662i,0.00042596+0.00061208i,0.00030691+0.0006136i
-0.0021918+0.00022246i,-0.001858+0.0011563i,-0.0024056+0.0022591i,-0.0014966+0.0020091i,0.001323+0.0015313i,0.0023139-0.0001603i,0.00061019-0.00079529i,-0.00066593+0.00014023i,-0.00034507+0.0011753i,2.8257e-05+0.0010623i,-0.00032309+0.00042091i,-9.0168e-05+2.6704e-05i,0.00029813-0.00087325i,0.00013412-0.0010645i,-0.00070342+7.697e-05i,-0.0013-9.819e-05i,-0.0011461-0.00087138i,-0.00050751-0.00075967i,0.00029145+9.4446e-05i,0.00091106+0.00050139i,0.00069361+0.00075841i,0.00012805+0.00095049i,-0.0003973+0.00055548i
-0.0019166-0.0011026i,-0.0034492-0.0012309i,-0.0038215-0.00064025i,-0.0028229+0.0011804i,-0.0020023+0.0020483i,-0.001897+0.00073265i,-0.0014721-0.00020014i,-0.00056283+2.1538e-05i,0.00042698+0.00016894i,0.00014528-0.00024035i,-0.00050822-5.3032e-05i,-0.00068561+0.00031214i,-0.00091175+0.00017591i,2.9008e-05-0.0002081i,0.0011555-0.00033336i,0.0013627-0.00059574i,0.0012576-0.00051392i,0.00068721-0.00045772i,0.00052174-0.00039924i,-0.00011479+7.8914e-06i,-0.00029089-0.00024357i,0.00046633-0.00057507i,0.00020779-0.00060467i
8.4217e-05+0.00071144i,0.00045265+0.00028348i,0.00014702-0.00066741i,0.00018972-0.0016697i,0.00011799-0.00183i,-0.0012691-0.0014366i,-0.0017021-0.0004649i,-0.0012991-0.0003843i,-0.00078239-0.0011436i,-0.00029975-0.0011659i,-0.00030968-0.00021787i,-0.00036659+0.00056478i,-5.4023e-05+0.0010104i,0.00012437+0.001494i,0.00042506+0.00035285i,9.2818e-05-0.00072994i,-6.4361e-05-0.00036298i,0.00076836+9.7183e-05i,0.00087389+2.6932e-05i,-8.0182e-06-0.00036975i,-0.00030317-3.8339e-07i,-0.00048625+0.00089997i,-0.00050148+0.00083597i
0.000405-0.00060289i,-0.00048465-0.0015439i,-0.00089675-0.0029902i,-0.0012161-0.0026926i,-0.00090459-0.0011189i,-0.00022104-0.00013682i,-0.00019162+0.00019856i,0.0011369-6.7132e-05i,0.0016329-0.00057496i,0.00049606-0.00053923i,-8.4741e-05-0.0005452i,-0.00025084+0.00032741i,-8.7733e-05+0.00092548i,-0.00014964+0.0010745i,0.00018744+0.0006532i,0.00082824+0.00016089i,0.00015678+0.00046626i,-0.00031076-0.00011845i,0.00011287-0.00069904i,0.00024166-0.00064075i,-0.00040023-0.00063023i,-0.00012086+0.00010705i,0.00017818+0.00062133i
-0.0011937-0.0007622i,-0.0023379-0.0014978i,-0.0033481-0.0021523i,-0.0034603-0.001321i,-0.0026034-0.00095627i,-0.0014028-0.0010406i,-0.00054889+0.00027259i,-0.00017327+0.001135i,0.00021765+0.00010338i,-0.00015308-0.00084558i,-0.00073735-0.00016333i,-0.00091544+0.00050161i,-0.00031948-3.512e-05i,0.00094562-0.00064458i,0.0014074-0.00022551i,0.0010316-4.0352e-05i,0.00030973-0.00042713i,-0.00027416-0.00046712i,-0.00075685-0.00076097i,-0.0003003-0.00052963i,0.0005777-0.0001771i,7.198e-05+0.00068634i,-0.0010769+0.0010572i
-0.00049268+0.00010583i,-0.00078716+0.00020667i,-0.0010201+0.00054339i,-0.00074007+0.00089442i,4.1318e-05+0.00067417i,0.00071197-0.0001385i,5.789e-05-0.00029814i,-0.00073306+0.00026495i,-0.0002622+0.00054356i,0.0001206+0.00019585i,-0.00032986+0.00022761i,-0.0010764+0.00082731i,-0.00085235+0.00040509i,-0.00035427-0.00052415i,-0.00025463-0.00027846i,2.9598e-05+0.00040439i,0.00017596+0.00020446i,-4.5977e-05-0.00016706i,-0.00032256+0.00013536i,-0.00054234+0.00010475i,-0.00046043-8.2432e-05i,-0.0001852+0.00031248i,0.00034245-4.6446e-05i
-0.001643-0.0007068i,-0.0022272-0.0010542i,-0.0024496-0.00086787i,-0.001745+0.00078735i,-0.00047691+0.0019606i,7.8523e-05+0.00021299i,-0.00085831-0.00051408i,-0.0010716-0.00056582i,-0.0001358-0.00043164i,8.4711e-05+4.3162e-05i,-0.00033243-0.00020072i,0.00015089-0.00031638i,0.00035245+0.00047663i,-2.251e-05+0.0013553i,-0.00017674+0.0016409i,-0.00024007+0.00099556i,0.00027666+0.00029543i,0.00050153+0.00025192i,-0.00046477+0.00059777i,-0.00035297+0.0010751i,-1.611e-05+0.00077968i,-0.00048423-1.3876e-05i,-0.00077748-0.00055391i
-0.0017558+0.0011784i,-0.0020552+0.00076901i,-0.0016248+3.5686e-05i,-0.00046724+8.395e-05i,-2.0203e-05+8.2155e-05i,-0.00049556-0.00030522i,0.00026039+0.00043799i,0.0011704+0.00045023i,0.00076786-4.4333e-05i,-7.3059e-05+0.00030538i,-0.00024157+0.00063385i,-0.00042109+0.00055152i,-0.0005653+0.00045389i,-0.00048543+0.00052782i,-0.00041171+0.00042679i,-0.00025224+0.00040318i,-0.0001326-0.00030092i,-0.0005603-0.00056173i,-0.00094571-0.00069822i,6.3019e-05-0.0011416i,0.00079672-0.00010153i,0.00010297+0.00060742i,-0.00034222+0.00045284i
-0.00061234-0.00060889i,-0.0017122-0.00095092i,-0.0020838-0.00097958i,-0.0019439-0.00017332i,-0.0017899+0.00079542i,-0.0011045+0.00058786i,-0.00029832+0.00085036i,-6.1448e-05+0.00040148i,-0.00052042-0.00031454i,-0.0010201+0.00012066i,-0.0010129+0.00014069i,-0.00072106+0.00024081i,-0.0003468-3.0123e-05i,6.1499e-05-0.00044259i,0.00072375+0.00036435i,0.0005499+0.00049591i,-0.00012853-0.00017113i,-6.3233e-06-0.00068951i,-2.4163e-05-0.00015315i,-0.00062232+0.00015199i,-0.0011246-0.00021116i,-0.00067863-9.4759e-05i,-0.00025674+0.00018878i
-0.001258-0.0013585i,-0.0019502-0.0024018i,-0.0026349-0.0028646i,-0.0026032-0.0011995i,-0.0011379-7.8481e-05i,-0.00012969-0.00019705i,-0.00017305+0.00045303i,0.00030451+0.00047734i,0.00078514-0.00032117i,6.2988e-05-0.00069131i,-9.8735e-05-0.00081957i,9.1935e-05-0.00066093i,0.00027996-0.00070917i,7.8516e-05-0.00054652i,-0.00019539-0.00036599i,-3.7068e-05-0.00059932i,-0.0003058-0.00032624i,-0.00049727-0.00015326i,-0.00028374-0.00042654i,-0.00035077-0.00024801i,-6.0325e-05+8.91e-06i,0.00036873+8.5746e-05i,0.00011596+0.00029826i
-0.0017359-0.00062161i,-0.0030309-0.00023997i,-0.0039499+0.00032039i,-0.0033003+0.001184i,-0.0025678+0.0011875i,-0.0014178+0.00043353i,-0.00017965-0.00011066i,0.0001636-0.00048463i,-0.00066431-0.0005866i,-0.0013655-0.00026216i,-0.0011251-0.00029347i,-8.8106e-05+5.0977e-05i,0.00090877+0.0006112i,0.00072373+0.00087327i,-0.00026615+0.00042356i,-0.00025714+9.9469e-05i,0.0001021+0.00018013i,-0.00034969+2.0196e-05i,-0.0010678-0.00012339i,-0.0013035-0.00011844i,-0.00086171+0.00023814i,4.8513e-05+0.0013019i,0.00063704+0.0015539i
-0.0010943-0.0010275i,-0.0020576-0.0012736i,-0.0021732-0.00055432i,-0.0007385+0.00033341i,-0.00015409+0.00010888i,0.00015285+3.694e-05i,-5.4866e-05+2.9639e-05i,-0.00078708+0.00026336i,-0.0006761+7.5955e-06i,0.00010721-4.6972e-05i,4.8919e-05+0.00067251i,0.0001738+0.00089248i,0.00036763+0.00062231i,0.00020883+0.00014824i,0.00050546-0.0010135i,0.00060944-0.0015825i,0.00050447-0.0014488i,0.00054469-0.0011629i,0.00053362-0.00065423i,-7.3573e-05-0.00030307i,-0.0001346+0.0001166i,0.00027737+0.00050186i,-0.00032823+0.00089261i
-0.00063317-0.00037917i,-0.0022733-0.0018495i,-0.0026214-0.0026808i,-0.0021728-0.00090303i,-0.001165-9.0804e-05i,-0.0011069+0.00035079i,-0.0012566+0.0012047i,-0.00045037+0.00013314i,0.00057086-0.0011354i,0.00035093-0.00093061i,-0.00075183-0.00014742i,-0.0008875-0.00032074i,-0.00011317-0.00063885i,0.00087324-0.00042299i,0.0012245+0.00031109i,0.00049724+0.00092142i,-0.00014442+0.0012124i,-0.00067492+0.00078598i,-0.00055758-9.0342e-05i,-0.00024627+0.00028431i,-0.00025044+0.00043361i,0.0001753+0.000377i,0.0001322+0.0001822i
-0.0007358-0.00070967i,-0.0016944-0.00019329i,-0.0025101+0.00082963i,-0.0016769+0.0015747i,-6.5881e-05+0.0018412i,0.000182+0.00048817i,-0.0003673+0.00018404i,0.00015694+0.00091462i,0.00049773+0.00026098i,0.00037828-0.00024268i,-0.00026627+0.0001549i,-0.00080516+0.00015007i,-1.9522e-05-0.00010699i,0.00034746-0.00017586i,0.00011429-0.0005524i,0.00046597-0.0007462i,0.00022507-0.00065333i,2.5937e-05-0.0001982i,-0.00058493+0.00044777i,-0.00097397+0.00030184i,0.00012571-4.236e-05i,0.00069572+0.00024675i,0.00024606+0.00055139i
-0.0010254-0.0014616i,-0.0013543-0.0012358i,-0.0014942-0.00020935i,-0.001127+0.0012472i,-0.00039612+0.0016038i,-0.00012253+0.00048814i,6.1924e-05-0.00046009i,0.00055567-0.00082913i,0.00036593-0.00071861i,-1.8541e-05+0.00031639i,-0.00016209+0.00016394i,-0.00017441-0.0011654i,-0.00025514-0.00081429i,-0.00055376+2.3659e-05i,-0.00071379-0.00027754i,-0.00043496-0.0006865i,0.00031818-0.00026973i,0.00010886+0.00025881i,-0.00016913-0.00044155i,7.2223e-05-0.00050561i,-4.351e-05-0.00048234i,-0.0010449-0.00054119i,-0.0012193+0.0001022i
