-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
0.00023056-0.0028774i,-0.00044351-0.0058493i,-0.0015199-0.0073371i,-0.0023817-0.0059069i,-0.0032988-0.0036762i,-0.0025965-0.0014791i,-0.00058666-0.00014634i,0.0016011+0.00033643i,0.0025162+4.1703e-05i,0.0012152-0.00089271i,-0.00053923-0.0018426i,-0.0012138-0.0016542i,-0.0006226-0.0012516i,-0.0001444-0.0011679i,-5.8305e-05-0.00085146i,0.00015985-0.00078213i,0.00085065-0.00090342i,0.00050107-0.00068933i,-0.00023091-3.1208e-05i,-0.00058096+0.00065465i,-8.7543e-05+0.0008048i,0.00044945+2.252e-05i,-0.0010208-0.00052059i
-3.5563e-05-0.00018223i,-0.0003117-0.0011926i,-0.0012102-0.0012185i,-0.0017173-0.00013109i,-0.00053118+0.00091067i,0.00033612-1.4415e-06i,0.00021803-0.0017132i,0.00071637-0.0017448i,0.0015225-0.0010418i,0.0013478+2.1181e-05i,-3.5529e-05+0.00060524i,-0.00079201+0.00043722i,-0.00023232+0.00109i,0.00041251+0.0016142i,0.00054434+0.00074126i,0.00087471+7.99e-05i,0.00033971-0.00034252i,-0.00047214+4.9607e-05i,-0.00058137+0.00062752i,-0.00042158-0.00037452i,0.00048937-0.0012443i,0.00097974-0.00096767i,0.00049444-0.00047471i
0.0014709-0.001106i,0.0027097-0.0032338i,0.0025136-0.0052415i,0.0013788-0.0045241i,-0.0002196-0.0020275i,-0.0011092-0.00066783i,-0.00068-0.001421i,0.00026135-0.0027905i,0.0011538-0.003329i,0.00055948-0.002432i,-0.00064336-0.00083294i,-0.00080667+8.2134e-05i,-0.000471-0.00029318i,-0.00041267-0.0013476i,-0.00054962-0.0018209i,-0.00064412-0.0019538i,-0.00088514-0.0018552i,-0.00086028-0.0017424i,-0.00020298-0.00099162i,-0.00031056-7.1985e-05i,-0.0010632-7.6972e-05i,-0.00070253+0.00016504i,-0.00031458+2.7183e-05i
-0.0018502-0.0010844i,-0.0025801-0.0026367i,-0.0035002-0.0032485i,-0.0038865-0.0012814i,-0.0025751+0.0010903i,0.00024505+0.0011235i,0.00059093-0.0012024i,-0.001053-0.0025761i,-0.0010012-0.0022252i,-0.00051558-0.0017581i,-0.0010544-0.00088495i,-0.0019163+0.00036737i,-0.0025168+0.0010742i,-0.0023594+0.0014062i,-0.0024381+0.0012916i,-0.00229+0.0014031i,-0.0019572+0.0020778i,-0.00097084+0.0022031i,-0.00010615+0.0013025i,-0.00021347+0.00018411i,-0.00027284-0.00050944i,4.5793e-05-0.0004317i,0.00025635+0.00059645i
0.0020257-0.00069635i,0.0027862-0.0012303i,0.0026084-0.0012278i,0.0014341-0.0020756i,0.00053848-0.0035404i,-0.00049183-0.0027902i,-0.0012957-0.0018161i,-0.0016323-0.00080233i,-0.0018245-0.0011325i,-0.0016523-0.0010557i,-0.0011465-0.00011281i,0.00028343-5.6728e-05i,0.0016101-0.00078299i,0.00145-0.00094451i,0.00033984-0.00037323i,-0.00023311-0.0011185i,0.00021588-0.0010023i,0.00084267-0.00021241i,0.00091786-0.00025264i,0.00066747+0.00018468i,-0.00012244+0.0004106i,3.6962e-05+0.00077204i,0.00015858+0.00091515i
-0.001272-0.00014969i,-0.00060361-0.0017288i,-0.0012218-0.0020875i,-0.001589-0.0014031i,-1.1802e-05-0.00076131i,0.00095169-0.00037962i,-0.00083842-0.00048272i,-0.0031441-0.00058649i,-0.0031553+0.00079054i,-0.0017849+0.0011214i,-0.0006287+0.00031392i,-0.0005692+0.00044043i,-0.0017038+0.0014043i,-0.0028335+0.0025443i,-0.0031919+0.0030198i,-0.0028699+0.0034731i,-0.0021716+0.0030947i,-0.0017913+0.001682i,-0.00066461+0.00049443i,0.00063825-0.0002811i,0.00086639+5.7272e-06i,0.00085327-2.9505e-05i,0.00022252-0.00029672i
9.5765e-05+0.0012979i,0.00086111+0.00022538i,0.001098-0.00058288i,0.00037491-0.0016652i,-0.00067257-0.0013308i,-0.0011191-0.00091406i,-0.0013403-0.0001566i,-0.0017331+0.001823i,-0.0019462+0.0030383i,-0.00092952+0.0019601i,0.00026635+0.00012482i,0.0003366+3.3534e-05i,0.00073071+8.7881e-06i,0.0017463+0.00010402i,0.0023659+0.00037673i,0.0022429-9.7649e-05i,0.0024678+0.00020395i,0.0026165+0.00034212i,0.0017359-0.00028598i,0.00057953-0.00042866i,6.1497e-05-0.00022619i,-0.00025231+0.0001587i,-0.00045649-0.00024442i
0.0013377-0.0022908i,0.0012733-0.0037358i,0.0016426-0.0044782i,0.00061602-0.0031534i,-0.00089073-0.00044682i,-0.00068346+0.00039036i,0.00011448+0.00014325i,0.00099926+0.0012346i,0.0020202+0.0019151i,0.0015026+0.0014702i,0.00094078+0.00053295i,0.00022244+0.00034881i,-0.001213+0.00066618i,-0.001797+0.0012904i,-0.0016509+0.0021048i,-0.0012087+0.0025443i,-0.0008877+0.001868i,-0.0010775+0.00043605i,-0.00064508+9.8972e-05i,-0.0001876+0.00034737i,0.00033955-0.00026657i,0.00035788-0.00071531i,-3.5259e-05-0.0001128i
-8.9239e-06-0.00090767i,0.0013556-0.0015438i,0.00079671-0.0034437i,-0.00080198-0.003135i,-0.0006777-0.0007914i,0.0001572-0.00064272i,0.00070308-0.00044501i,0.0014383+0.00070387i,0.0035819+0.0013197i,0.0047311+0.00075079i,0.002842-0.00036061i,0.0015777-0.00071378i,0.002712+3.0515e-06i,0.0039843+0.001561i,0.0039128+0.0018939i,0.0035859+0.0003531i,0.0034712-0.0011159i,0.002546-0.001231i,0.0010791-0.00089696i,0.0006675-0.00056082i,4.4605e-05+7.8284e-05i,-0.00049149+0.00088493i,-0.0001693+0.0013057i
0.0021678-0.0019459i,0.0018141-0.0038081i,0.0010405-0.0050847i,-0.00069209-0.0038349i,-0.0014728-0.0018808i,-0.00058722-0.0014922i,-0.00031236-0.0016655i,0.00058766-0.0015156i,0.0026518-0.0021637i,0.0028408-0.0028169i,0.00089787-0.0023948i,-0.00012509-0.0017543i,-0.00092594-0.0023149i,-0.0020594-0.0033162i,-0.0026405-0.002698i,-0.0028686-0.0014015i,-0.0027497-0.0010263i,-0.0016303-0.0010233i,-0.00098728-0.00093215i,-0.00069829+8.4433e-05i,0.00018532+0.00045537i,-0.00010833+0.00031765i,-0.0010754+0.00028423i
0.00026617-0.0011683i,-0.00072018-0.0026861i,-7.331e-05-0.0048839i,-0.00052915-0.0032798i,-0.0008433-0.0007644i,-0.00036997-0.00020938i,-0.00068314-0.00022536i,-0.00048099-0.00089805i,0.00083297-0.0027063i,0.0010815-0.0039787i,0.00049022-0.0030023i,0.00029556-0.00098327i,0.00010367+0.00086616i,0.00092457+0.0015306i,0.0020232+0.0010488i,0.0028742+0.00084664i,0.0027143+0.00086681i,0.0010701+0.00099982i,0.00033089+0.0016341i,3.1432e-06+0.0010289i,-0.00057642-0.00015523i,-0.0011078-5.9173e-05i,-0.00055955-0.00016081i
0.0022527-0.00038493i,0.0024481-0.001732i,0.0001891-0.0034087i,-0.0016482-0.0037559i,-0.0015069-0.0027821i,-0.0013197-0.0016257i,-0.0012139-0.00072521i,-0.0006046-0.001178i,-0.0001573-0.0023438i,-0.0012242-0.0037908i,-0.0017778-0.004079i,-0.0013884-0.0031882i,-0.0013741-0.0035285i,-0.0011331-0.0042455i,-0.0016313-0.0035765i,-0.0033137-0.001798i,-0.0034544-0.00092887i,-0.0016543-0.0011179i,-6.5643e-05-0.0016791i,0.00086074-0.001414i,0.00070075-0.00096633i,0.0001614-0.00097727i,0.00024004-0.00059766i
-0.00060198-0.0019773i,-0.00081883-0.0035752i,-0.00013781-0.0032873i,-0.0011093-0.0022614i,-0.0016087-0.0016317i,-0.00043055-0.0007917i,-0.00032368-0.00027679i,-0.0016572-0.00042511i,-0.0028984-0.0013669i,-0.0031399-0.0024593i,-0.0027025-0.0023113i,-0.0025435-0.0010264i,-0.0028175+0.00072802i,-0.0023478+0.0025891i,-0.00040088+0.0029929i,0.0011062+0.0018224i,0.0010411+0.0021853i,0.00080204+0.0032205i,0.00057604+0.0021133i,6.8952e-05+0.00047591i,-0.00046434+0.00018001i,-0.00047832+0.00027205i,-0.00043885+0.00036058i
0.0021256+0.00048196i,0.0020341-0.00085604i,0.00086762-0.0024023i,-0.00064122-0.0022584i,-0.0012391-0.00081843i,-0.00060314+0.00035234i,-2.4263e-05+0.0012789i,-0.0010663+0.0018427i,-0.0026167+0.0010761i,-0.0028633+0.00058769i,-0.002433+0.0004122i,-0.0022762-0.00059146i,-0.0015934-0.0018353i,-0.00028679-0.0023975i,-0.0003554-0.0016041i,-0.0021175-0.00024273i,-0.0019555+2.0057e-05i,-4.2796e-06-0.00030545i,0.0011753-0.0013332i,0.0013676-0.0020258i,0.00079846-0.0013943i,9.7267e-05-0.00084436i,-0.00031612-0.00053397i
0.00037301-0.00081282i,0.0021526-0.0025158i,0.0024517-0.0035693i,0.0011291-0.003385i,0.0010726-0.0033976i,0.0013921-0.002897i,0.00089443-0.001038i,0.00045542+0.001501i,-0.00027616+0.0034351i,-0.0013194+0.0036963i,-0.0021062+0.0027879i,-0.0028518+0.0022943i,-0.0034207+0.0022113i,-0.0029323+0.0028137i,-0.0018437+0.0036348i,-0.00024458+0.0037598i,0.0017592+0.0036305i,0.0018283+0.0024354i,0.00024762+0.000659i,-0.0010113-0.0012914i,-0.0014902-0.0013243i,-0.0011402-9.5841e-05i,-0.00019339+0.00066621i
-0.0022108+0.0020484i,-0.00064657+0.0016921i,0.00030263+0.0010162i,0.00016915+0.00074591i,0.00024467+0.00067309i,0.0013358-0.0003932i,0.00095195-0.00086427i,0.00075565+0.0013914i,0.0018764+0.0052384i,0.0020761+0.0066845i,0.00099218+0.0045789i,0.00090553+0.002075i,0.0012655+0.00093561i,0.0011459+0.00055705i,0.00029608+0.00023926i,-0.00044461-0.00055756i,-9.4617e-06-0.0017636i,0.00086817-0.0030034i,0.0014562-0.0021332i,0.0016374+0.00029076i,0.0013304+0.0013259i,0.00030317+0.00077579i,-0.000201-4.5187e-05i
0.0017693-0.003254i,0.0033053-0.0039877i,0.0025583-0.0043694i,-0.00027096-0.0025795i,-0.0020549-0.00065959i,-0.00094643-0.00057865i,0.00025242-0.0013039i,0.0015699-0.00073975i,0.0039704+0.00067739i,0.0052298+0.0020706i,0.0046712+0.0027239i,0.0026902+0.0022208i,-4.8188e-05+0.0019712i,-0.0017777+0.001662i,-0.0015803+0.0023543i,-0.00071436+0.0036368i,-0.00058364+0.0033702i,-0.001327+0.0014637i,-0.0022569+0.00014122i,-0.0026771-0.00031531i,-0.0019923+9.5773e-05i,-0.0013925+0.00095408i,-0.00047722+0.0012685i
-0.00099942+0.00063046i,-0.0013152-0.00047107i,-0.0021961-0.0012655i,-0.0023105-0.00056982i,-0.00029635-0.0008314i,0.0011992-0.0020535i,0.00083533-0.0018526i,0.0018966-0.0016566i,0.0049829-0.001591i,0.0067883-0.00068619i,0.0052202+4.2822e-05i,0.0037216-0.00022903i,0.0044104+0.0006091i,0.0037761+0.0017393i,0.0031479+0.0009646i,0.0023778-0.00038942i,0.00098328-0.0018107i,0.001537-0.0023541i,0.002621-0.0013997i,0.0031921-3.2422e-05i,0.0019918+0.00043971i,0.00075106-5.5423e-05i,0.00060263-0.000281i
0.00062192-0.00095484i,0.0010565-0.0010994i,0.00042783-0.0019694i,-0.00010633-0.0012998i,-0.00044634-7.1142e-05i,1.7077e-05-0.00030574i,0.00046231-0.0018383i,0.00081665-0.0033334i,0.0027679-0.0045379i,0.0046536-0.0053376i,0.0052145-0.0043852i,0.003394-0.0027323i,0.00045217-0.0017529i,-0.0010856-0.0014544i,-0.00041382-0.00076305i,0.00066779+0.00074733i,0.00044014+0.0012639i,-0.00073523+0.0012763i,-0.0018367+0.00078137i,-0.0015597-0.00087889i,-0.0002986-0.0014899i,0.00046056-0.00098494i,0.00052889-0.00017578i
0.00061066-0.001439i,0.00080686-0.0045083i,0.0011738-0.0064929i,-0.00036649-0.0051078i,-0.0016159-0.0028526i,-0.0010297-0.00207i,-0.00091016-0.0017553i,-0.0015106-0.0028695i,-0.00092102-0.0046213i,-0.00022583-0.0067729i,0.00045969-0.0066475i,0.0013145-0.0041889i,0.0021707-0.00080787i,0.002086+0.0013254i,0.0020256+0.0007892i,0.0019393-0.00081717i,0.0017551-0.0014263i,0.0022133-0.0010034i,0.0025052-4.227e-06i,0.0012981+0.00055127i,0.00014133+0.00025442i,0.00074931+4.0643e-07i,0.0013168-0.00027084i
0.0010607-0.00063194i,0.0014259-0.0018976i,8.4394e-05-0.0025541i,-0.0009502-0.0015163i,-0.00047839-0.00036704i,-0.0010384+0.00069553i,-0.0025558+0.00031963i,-0.0037844-0.0005153i,-0.0044744-0.0020237i,-0.004627-0.004562i,-0.0036774-0.0051937i,-0.0023182-0.0038931i,-0.0013892-0.003941i,-0.0010581-0.0044796i,-0.00046961-0.0031536i,0.0002008-0.00080325i,-0.00021382+0.00018702i,-0.0015366-0.000802i,-0.0021403-0.0017395i,-0.0018461-0.0022118i,-0.0013942-0.0020008i,-0.00075114-0.00033698i,-0.00080103+0.00062354i
0.0014833-0.0014824i,0.0028081-0.0028694i,0.002033-0.0035593i,-0.00029224-0.0022043i,-0.0024217-0.001111i,-0.003021-0.0012514i,-0.0030033-0.00089026i,-0.0039655+0.00061028i,-0.0059269+0.001003i,-0.0068701-0.0011133i,-0.0059592-0.0031062i,-0.0036073-0.0026552i,-0.0021879-0.00048582i,-0.0016501+0.00082624i,-0.00028455+0.00036387i,0.00055092-0.00069384i,0.00061574-0.0016603i,0.00088576-0.00062752i,0.001139+0.00099287i,0.0011342+0.0014906i,0.00069565+0.001292i,0.00065276+0.00051552i,0.0005504-0.00068269i
-0.0032533-0.00090272i,-0.0030775-0.0010196i,-0.0028204-0.0010683i,-0.0016895-0.00056685i,7.833e-05+0.0016317i,0.00102+0.0033457i,0.00058266+0.0036088i,-0.0012988+0.004149i,-0.0027021+0.0051156i,-0.0036319+0.0044039i,-0.0041468+0.0022741i,-0.003251+0.000593i,-0.0021758-0.0014116i,-0.001671-0.0033565i,-0.0023062-0.0028311i,-0.0023864-0.00079798i,-0.0015937+0.00030715i,-0.0013183-0.00084767i,-0.0011301-0.0026959i,-0.0011582-0.002244i,-0.0013632-0.00045898i,-0.0013282-0.00017246i,-0.0012605-0.00032415i
0.001904-0.00058726i,0.0026338-0.0020226i,0.00094213-0.0028971i,-0.0020225-0.0021228i,-0.0026364-0.0014236i,-0.00040211-0.0011943i,0.0011131-0.00045257i,0.0012913+0.0017305i,0.00037584+0.0043783i,-0.00052324+0.0051741i,-0.0012163+0.0038408i,-0.0016401+0.002296i,-0.0015164+0.0017908i,-0.0024933+0.0021655i,-0.0032106+0.0024201i,-0.0021075+0.0018629i,-0.00082589+0.00073776i,-0.00033293+0.00034204i,-0.00046519+0.0015507i,-0.00042115+0.0022093i,-1.1851e-05+0.0013509i,9.2126e-05+0.00071242i,4.9363e-05+8.1563e-05i
3.5775e-05-0.00015466i,0.00058201-0.0011542i,0.0013418-0.0027409i,0.0014042-0.0013833i,0.0015538+0.0018799i,0.0018081+0.0022001i,0.0020798+0.00086803i,0.002947+0.0017443i,0.0043163+0.0033854i,0.0043215+0.0047025i,0.0027469+0.0052175i,0.00023247+0.0029297i,-0.0011504+0.00034304i,-0.00065027+4.9631e-05i,-0.00060998+0.00066085i,-0.00064028+0.00097i,-0.00079385+0.0011003i,-0.0014387+8.8667e-05i,-0.0017302-0.0018525i,-0.0006869-0.001415i,0.00013373-0.00055409i,-0.00020143-0.00053533i,-0.00053467-0.00021214i
0.00057393-0.0023483i,0.00050795-0.0023445i,-0.00056024-0.0032119i,-0.0019423-0.0024057i,-0.0021116-0.0015227i,-0.00055408-0.0018699i,0.0010008-0.0022169i,0.0027311-0.0025825i,0.0050407-0.0015652i,0.0054252+0.00016673i,0.0038596+0.001716i,0.0020878+0.0027687i,-3.1496e-05+0.0029683i,-0.0025432+0.0028546i,-0.0034578+0.0027615i,-0.002886+0.0023143i,-0.0022245+0.0016893i,-0.0021398+0.001328i,-0.0013453+0.0018015i,-0.00031629+0.0019515i,-0.00010648+0.00048288i,-7.7618e-05-0.00071492i,0.00046695-0.00052321i
0.00090845-0.0015483i,0.0012298-0.0032575i,0.00065394-0.0041196i,0.00018065-0.0025028i,0.00069627+0.0004202i,0.00089518+0.00052844i,0.00034486-0.0016925i,0.00081315-0.0032758i,0.0033936-0.0037553i,0.0054609-0.0030276i,0.0045159-0.0011928i,0.0033031+0.00077394i,0.0035631+0.0012274i,0.0031108+0.0010478i,0.0022084+0.0021559i,0.0019831+0.0032305i,0.0015409+0.0034459i,0.00099225+0.0018022i,0.00070719-0.0006006i,0.00050088-0.00099025i,2.8415e-05-0.00052983i,-0.0014102-0.00035051i,-0.0017405-5.496e-05i
0.00057883-0.00041252i,0.0021784-0.0014283i,0.0020947-0.0024045i,-0.0006531-0.0031146i,-0.0028736-0.0032867i,-0.0018617-0.0033874i,-0.0015028-0.0036517i,-0.0025531-0.0034962i,-0.0013417-0.0051304i,0.0014073-0.0069344i,0.0027652-0.0054377i,0.002607-0.002448i,0.00078627-0.00080973i,-0.00098694-0.00082573i,-0.00047644-0.00014126i,0.00067534+0.00098067i,0.0015633+0.00080107i,0.0016463+0.00044904i,0.0011647+0.0010064i,0.00057986+0.0011651i,0.00026683+0.00079176i,0.0006016+0.00045914i,0.00047597+0.00029832i
0.00080761-0.00041643i,0.00091609-0.001501i,5.7774e-05-0.0030089i,0.00084414-0.0011641i,0.002512+0.0022659i,0.0021647+0.0022131i,0.00016591-4.9569e-05i,-0.0014673-0.0016834i,-0.0023283-0.0017409i,-0.0020278-0.0024172i,-0.00046633-0.0030865i,0.0014535-0.002387i,0.0025744-0.0012562i,0.0026386+0.00050948i,0.0025173+0.0013394i,0.0026024+0.00060761i,0.002791+0.00047303i,0.0026612+0.00018589i,0.0016111-0.00082382i,0.00019644-0.0014715i,-0.00048672-0.0010937i,-0.00013054-0.00034172i,0.00032617-0.0005026i
0.0011226-0.0018872i,0.0024985-0.0028104i,0.0020552-0.001849i,-0.0016061-0.0014946i,-0.0031575-0.0041195i,-0.0010706-0.0031736i,-0.0019124-0.00033212i,-0.0033624+0.00032501i,-0.0041038+0.00015046i,-0.004425-0.0016927i,-0.0030403-0.0027536i,-0.0014144-0.0023386i,-0.00090347-0.0025958i,-0.00060851-0.0035455i,0.00085661-0.0030914i,0.0024116-0.0031242i,0.0029644-0.0032779i,0.0023602-0.0026298i,0.00094539-0.0017445i,0.00018071-0.0013923i,0.00067488-0.001038i,0.0012556-0.0006319i,0.0015074-9.312e-05i
-0.00081525-0.0020016i,-0.00037903-0.0036459i,5.9597e-06-0.0057346i,0.00010399-0.0031638i,-0.00059462+0.0024944i,8.683e-05+0.0029918i,0.0016806+0.0012985i,0.00011474+0.0024927i,-0.0020878+0.0038625i,-0.0036796+0.0030976i,-0.0041498+0.0010792i,-0.0033771-0.00051144i,-0.0016649-0.000407i,0.00048091-0.00037467i,0.0011388-0.00037521i,-0.00026343+0.00014338i,-0.00067958+4.1857e-05i,0.00060696-0.00017811i,0.00082556-0.00024684i,5.2697e-05-0.0001645i,-0.00056125-0.00031867i,-0.00074145-0.00089597i,-0.00075786-0.00078093i
-0.0011974-0.0014075i,-0.00070401-0.0016477i,-0.0017186-0.00060082i,-0.0040719-0.00024573i,-0.0030528-0.0021651i,-0.00056262-0.0026863i,-0.00024364-0.0010441i,0.00048404+0.0011437i,0.0007366+0.0032379i,-0.00014169+0.0042567i,-0.0012442+0.0034087i,-0.0020388+0.00084829i,-0.002355-0.0013133i,-0.0023887-0.0019506i,-0.0015918-0.0017789i,-0.0005963-0.0021722i,-0.00064153-0.0028994i,-0.00103-0.0026572i,-0.00080842-0.0016509i,-0.00057916-0.00084949i,-0.00088383-0.00037318i,-0.00081004+0.00028734i,-0.00050104+0.00035614i
0.0001629-0.0016014i,0.0012985-0.0037487i,0.0034936-0.0054258i,0.0039857-0.0023996i,0.0015217+0.0022083i,0.00075831+0.0016556i,0.0019527-0.00038974i,0.0028473+0.00062877i,0.0035113+0.0027433i,0.0028473+0.0036595i,0.00090821+0.0030802i,-0.00026498+0.0023676i,-0.00088863+0.0023887i,-0.0015763+0.0024986i,-0.0019788+0.002216i,-0.0031847+0.0017503i,-0.003915+0.0016986i,-0.0036928+0.0017345i,-0.0026063+0.00055132i,-0.0013239-0.00060361i,-0.0013199-0.00071448i,-0.0013505-0.00059941i,-0.0007988-0.00093176i
0.00089784-0.0022158i,-0.00022745-0.0023031i,-0.0035708-0.0025192i,-0.0067076-0.0049852i,-0.004236-0.006784i,0.00024361-0.0047362i,0.0016712-0.0033822i,0.0028442-0.0034962i,0.0046098-0.0017233i,0.0046953-9.4194e-05i,0.0031484+0.00045541i,0.0009703+0.0013605i,-0.00042396+0.00072826i,-0.00037747+7.1939e-06i,0.00027064+0.00050674i,0.00050374+0.00053125i,0.00083604+0.00021001i,0.001233-0.00025841i,0.0012436-0.00028617i,0.0012758+0.00060282i,0.00084009+0.0014796i,0.00048296+0.0017045i,0.00069751+0.0017766i
0.0010125-0.0022696i,0.0012652-0.0042375i,0.0038167-0.0052171i,0.0045727+0.00020739i,0.00066865+0.0053046i,-0.0015894+0.0028933i,-0.00026181-0.00034067i,0.00068611-0.0015392i,0.001948-0.0030986i,0.0030122-0.0036721i,0.0023064-0.0024523i,0.0014663-0.00079859i,0.00062333+0.0011569i,-0.00079759+0.0033274i,-0.0023283+0.0040119i,-0.0028753+0.0039534i,-0.0026982+0.003659i,-0.001982+0.0024637i,-0.00084043+0.00093683i,-8.9783e-05+0.00014459i,-0.00026829-0.00032754i,-0.0004202-0.00047168i,-0.00038931-0.00083112i
0.00096904-0.0014673i,0.0002105-0.00062431i,-0.0046114-0.0016723i,-0.0064295-0.0069231i,-0.0020348-0.0089841i,0.0012175-0.0060684i,-6.0855e-05-0.0047564i,-0.0018287-0.0045952i,-0.0014341-0.0038134i,0.00030368-0.0032255i,0.0016885-0.002324i,0.0017458-0.0010361i,0.0014663-0.00042381i,0.0011715-0.00028576i,0.00098547+0.0008421i,0.0020155+0.001837i,0.0038278+0.0016026i,0.0041791+0.0010928i,0.0028682+0.0011014i,0.0027132+0.0011575i,0.0027145+0.0011562i,0.0014818+0.0015139i,0.00049511+0.0015378i
-0.0011617-0.0024858i,0.0010629-0.0031322i,0.0048485-0.00037508i,0.0046704+0.0061466i,-0.00059194+0.0093671i,-0.002968+0.0051161i,-0.0028529+0.0011103i,-0.0031175-0.00027011i,-0.0028363-0.0014294i,-0.0022109-0.0030713i,-0.0012031-0.0037674i,-0.00014544-0.0023294i,0.00075215-0.0016295i,0.0012445-0.00053055i,0.00092095+0.001204i,-0.00035156+0.0018469i,-0.00076213+0.0016324i,0.00026597+0.00083445i,0.00057189-0.00046086i,0.00019509-0.0013016i,-0.00023344-0.00078761i,-0.00039687-0.0012179i,-0.00051335-0.0018476i
0.0024083+0.00052399i,0.00053203-0.00093874i,-0.0035399-0.0074582i,-0.0038526-0.013449i,0.0011862-0.012431i,0.0014091-0.0057797i,-0.0015101-0.0012925i,-0.0020637+0.00071448i,-0.0031274+0.001803i,-0.0038868+0.00062613i,-0.0028726-0.0011077i,-0.00042648-0.0012017i,0.00046102-0.000641i,4.5074e-05-0.00014727i,0.0013499+0.00039429i,0.0039423+0.00022363i,0.0046514+0.00032965i,0.0036605+8.5211e-06i,0.0027263-0.00085055i,0.0014508-0.0003673i,0.00084+0.00017363i,0.00037232+6.7064e-05i,0.00011978+0.00058206i
0.0010304-0.0030346i,0.0034946-0.0045852i,0.0060151-0.00058171i,0.0033843+0.0082773i,-0.0032765+0.011221i,-0.0037882+0.0055536i,-0.0015107+0.0022637i,-0.00145+0.0034172i,-0.001185+0.0041429i,-0.0014331+0.0029218i,-0.0022038+9.8583e-05i,-0.0023307-0.0013431i,-0.00087866-0.00070118i,0.00016116-0.00024742i,0.00016175-7.6594e-05i,-0.0010268-0.00050902i,-0.0022856-0.0016227i,-0.0013383-0.0028699i,-0.00062723-0.0026831i,-0.00029252-0.0019487i,0.00046547-0.0010361i,0.00083955-0.00053521i,0.00042965-0.00052201i
-0.0014361-0.0011762i,-0.0044039-0.0027733i,-0.0077889-0.0090927i,-0.0046562-0.015362i,0.0030119-0.012252i,0.0050015-0.0039463i,0.00321+0.00019112i,0.0026819+0.0019128i,0.0025227+0.0033141i,0.001177+0.0036233i,-0.0001601+0.002095i,-0.00079404+0.00041465i,-0.0013025-0.0010526i,-0.00094157-0.0012321i,-0.00042732-0.00087691i,0.00098307-0.00055171i,0.0019799+0.00017833i,0.0015798+0.00040799i,0.00058453+0.00068375i,-0.00031438+0.00091855i,-0.00047653+0.00084414i,-0.00027373+0.00073905i,-0.0002253+0.0012738i
0.00074418-0.0019068i,0.0046313-0.0011543i,0.0062619+0.005236i,-5.8951e-05+0.013981i,-0.0086281+0.013276i,-0.0068604+0.0057995i,-0.0020362+0.0029825i,0.00025708+0.0031451i,0.0024231+0.0032701i,0.0026293+0.0025668i,0.00067385+0.0010388i,-0.00075041+0.0006551i,-0.001084+0.00081905i,-0.00068616+0.0001914i,-0.0008976+0.00012253i,-0.0022248-0.00056165i,-0.0028844-0.0020132i,-0.0019181-0.0018026i,-0.00070585-0.0009577i,-0.00044498-0.00085796i,-0.00035626-0.00070873i,0.00069084-0.00063355i,0.0018357-0.00042325i
-0.00096458-0.0027156i,-0.0034916-0.0073939i,-0.0035317-0.01671i,0.0031442-0.021949i,0.010549-0.013299i,0.0086372-0.0036621i,0.0049602-0.0023926i,0.0045145-0.0029387i,0.0048862-0.0016586i,0.0045098-0.00044412i,0.0026174+0.00015658i,0.00042557+0.001495i,-0.00067833+0.0014158i,-0.0020069+0.00023144i,-0.0020789-0.0004279i,-0.00059698+0.00093337i,-5.8382e-05+0.0025085i,0.00022083+0.0023481i,-0.00054135+0.001287i,-0.00088332+0.00048829i,-4.0646e-05+0.00067861i,-0.00012046+0.00073178i,8.1996e-05+0.00027095i
0.0032782+0.0015785i,0.0066765+0.004001i,0.0041275+0.011658i,-0.006468+0.018451i,-0.013544+0.011581i,-0.0078705+0.0021595i,-0.0016436-0.00054764i,-0.00057267-0.0014765i,0.00088776-0.0024991i,0.0017752-0.0029313i,0.0015777-0.0019724i,0.0011008-0.00059293i,7.9501e-05+0.001194i,-0.0007208+0.0022436i,-0.0015478+0.0017479i,-0.0018669+0.00034678i,-0.00099207-0.00065987i,0.00025015-0.00061249i,0.00072589-0.0011517i,0.00071778-0.0016853i,0.00065836-0.0011432i,0.00087732-0.00064273i,0.0007304-0.00038285i
