-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
0.082618+0.58291i,0.20289+0.82692i,0.29085+0.66625i,0.16827+0.22053i,-0.09326-0.095713i,-0.23466-0.15452i,-0.21099-0.10528i,-0.15147-0.06941i,-0.12148-0.057163i,-0.10918-0.025262i,-0.074021+0.011709i,-0.035517+0.01112i,-0.027395-0.0019317i,-0.020959-0.0049755i,-0.0060755-0.008604i,0.0025736-0.011005i,0.0062353-0.011581i,0.0020482-0.010289i,-0.0071929-0.0019251i,-0.007455+0.0066058i,0.00088143+0.0033342i,0.0059411-0.0046673i,0.0072089-0.0070076i
-0.29625-0.2433i,-0.32971-0.29411i,-0.23048-0.22253i,-0.083895-0.13256i,0.018996-0.080457i,0.055-0.032021i,0.050229+0.0051238i,0.034581+0.019348i,0.02709+0.024598i,0.029929+0.013956i,0.024426-0.0085618i,0.014863-0.020441i,0.015936-0.029077i,0.01689-0.03397i,0.010103-0.021931i,0.0036661-0.0058453i,0.00094975+0.0035716i,-0.0017246+0.0044631i,-0.0079228-0.0023217i,-0.010274-0.0056179i,-0.0016504-0.00024309i,0.011116+0.004936i,0.017982+0.0038728i
0.55404+0.07351i,0.6789-0.11417i,0.47375-0.29429i,0.18874-0.15973i,0.13479+0.12191i,0.18264+0.20276i,0.14139+0.14187i,0.099746+0.10264i,0.095527+0.073541i,0.086365+0.039434i,0.067052+0.015382i,0.03884+0.0082633i,0.014103+0.019164i,-0.0024304+0.025162i,-0.013274+0.017812i,-0.016152+0.012397i,-0.015404+0.013165i,-0.01145+0.01384i,-0.0014645+0.0083621i,0.0040512-0.001439i,-0.0014888-0.010146i,-0.013186-0.015384i,-0.026031-0.014331i
-0.50199+0.016593i,-0.66242+0.15305i,-0.53892+0.29917i,-0.30026+0.22847i,-0.20665+0.0058346i,-0.18665-0.1183i,-0.11151-0.12349i,-0.053206-0.096345i,-0.037057-0.0637i,-0.04167-0.040411i,-0.053786-0.018144i,-0.050067+0.0037031i,-0.043232+0.01439i,-0.032602+0.023346i,-0.0086443+0.022653i,0.0085194+0.0070454i,0.010412-0.007829i,0.0062259-0.014036i,0.0018902-0.011357i,0.0024029-0.0039374i,0.0092351+0.0035572i,0.016539+0.0073333i,0.017201+0.0059622i
0.30952-0.22418i,0.24425-0.24251i,0.049079-0.16534i,-0.032414-0.10274i,-0.016766-0.11559i,-0.040179-0.11129i,-0.05723-0.052555i,-0.05348-0.035657i,-0.073798-0.04864i,-0.072218-0.036815i,-0.034962-0.028485i,-0.0045408-0.02906i,0.020415-0.027368i,0.032937-0.023883i,0.022647-0.014288i,0.0092451-0.0060105i,0.0052281-0.0054964i,0.0065054-0.010751i,0.0049747-0.01571i,-0.0018461-0.011172i,-0.0071306+0.0038802i,-0.0058734+0.019883i,0.0012185+0.028838i
-0.23611+0.35083i,-0.027594+0.40134i,0.299+0.24544i,0.36581+0.099353i,0.25176+0.15397i,0.19575+0.22678i,0.13319+0.16015i,0.056444+0.09443i,0.047654+0.079845i,0.053493+0.06802i,0.043938+0.064181i,0.042813+0.052061i,0.037976+0.029298i,0.026945+0.0064227i,0.011185-0.012162i,-0.0050025-0.012698i,-0.01111-0.003094i,-0.0079468+0.0047259i,0.0019196+0.0092636i,0.011681+0.0033574i,0.011366-0.0093373i,0.0049091-0.019209i,-0.0018818-0.02639i
0.1045-0.36144i,0.014337-0.38329i,-0.13927-0.20407i,-0.16604-0.0257i,-0.08145-0.012119i,-0.016884-0.071435i,0.011181-0.080156i,0.011654-0.038832i,0.011226+0.0097963i,0.020311+0.013413i,0.004103-0.014703i,-0.028391-0.021725i,-0.053725-0.010233i,-0.061584+0.0054998i,-0.04016+0.019311i,-0.0097207+0.020657i,0.0072903+0.017303i,0.010373+0.020343i,0.0056147+0.024751i,0.0017788+0.02285i,-0.0020773+0.016728i,-0.0063989+0.011668i,-0.0047915+0.0082293i
-0.012447+0.40162i,-0.069979+0.3018i,-0.14752+0.0053155i,-0.19685-0.19393i,-0.20437-0.2375i,-0.19691-0.21235i,-0.15739-0.12497i,-0.075904-0.075649i,-0.042316-0.096336i,-0.038512-0.082376i,-0.002767-0.051365i,0.01803-0.045577i,0.013689-0.036243i,0.0084499-0.020589i,0.00094297-0.0076155i,-0.00084386-5.3325e-05i,0.001284+0.00026192i,0.00079941-0.001148i,-0.0027377-0.00532i,-0.011418-0.0089032i,-0.01563-0.0042041i,-0.013306+0.0024265i,-0.01244+0.0088058i
-0.036654-0.38383i,0.034415-0.29385i,0.16667-0.02692i,0.24648+0.11225i,0.19618+0.11864i,0.094641+0.14494i,0.047248+0.13632i,0.041057+0.082798i,0.041412+0.037413i,0.019849+0.0088822i,-0.013325+0.016959i,-0.005653+0.041719i,0.029978+0.045835i,0.05103+0.032541i,0.044737+0.0087963i,0.018048-0.010016i,-0.0035759-0.015576i,-0.011401-0.020587i,-0.011072-0.022324i,-0.0044202-0.01464i,0.0032924-0.0049178i,0.0096584+0.001375i,0.013308-0.00093309i
0.2453+0.26049i,0.20382+0.26377i,0.040156+0.19485i,-0.063235+0.20051i,-0.0028731+0.25447i,0.12386+0.21596i,0.15845+0.097106i,0.08918+0.030183i,0.034825+0.045986i,0.035858+0.048059i,0.026181+0.014064i,-0.0087792-0.0038919i,-0.036694-0.0023272i,-0.04795+0.0064167i,-0.038039+0.017453i,-0.018634+0.016077i,-0.011131+0.0077711i,-0.011154+0.0062744i,-0.0057671+0.0098539i,0.0036185+0.0065717i,0.0057884-0.0084249i,-0.0013213-0.020942i,-0.0057231-0.01752i
-0.47408-0.32643i,-0.51287-0.4132i,-0.3683-0.40815i,-0.23515-0.36256i,-0.19423-0.32065i,-0.16935-0.27096i,-0.12093-0.18869i,-0.073652-0.11406i,-0.04988-0.071916i,-0.03479-0.030941i,-0.0043719-0.0018808i,0.017725-0.010284i,0.011444-0.032321i,-0.0062545-0.039008i,-0.01905-0.025736i,-0.013783-0.0048055i,0.0027027+0.0059101i,0.012442+0.0092561i,0.014011+0.012078i,0.00917+0.010178i,0.004+0.0086394i,0.0036457+0.0094293i,-0.0013877+0.0070827i
0.42047+0.23266i,0.47588+0.31698i,0.40731+0.30303i,0.334+0.18778i,0.24725+0.035432i,0.106-0.04852i,-0.018029-0.028461i,-0.039416+0.016354i,-0.0064785+0.018725i,0.001622-0.0028409i,-0.0097649-0.001953i,-0.0046791+0.023548i,0.020475+0.042512i,0.044172+0.034594i,0.044007+0.0085188i,0.022767-0.0078465i,0.012334-0.0059571i,0.019268-0.0058558i,0.017517-0.013561i,0.00076189-0.015314i,-0.01469-0.0084266i,-0.018483+0.00021551i,-0.0097645+0.0052389i
-0.38233+0.15661i,-0.37459+0.23851i,-0.24581+0.25839i,-0.12943+0.24385i,-0.029911+0.26995i,0.057133+0.27948i,0.09464+0.20765i,0.082364+0.1282i,0.059561+0.086675i,0.043487+0.056444i,0.023456+0.023623i,-0.0045802-0.0020147i,-0.027942-0.0089045i,-0.032698+0.00085668i,-0.020457+0.0092082i,-0.0079214+0.0066453i,-0.0090333+0.0027339i,-0.016927+0.002505i,-0.016039+0.001846i,-0.0018798+0.00047166i,0.015878-0.0047367i,0.025518-0.011889i,0.024779-0.012925i
0.52105-0.35418i,0.53976-0.57669i,0.29588-0.63903i,0.016447-0.48763i,-0.12614-0.29029i,-0.1186-0.15988i,-0.035121-0.08278i,0.016262-0.056337i,0.0020508-0.043285i,-0.0063494-0.0094819i,0.016637-0.0011273i,0.029289-0.023372i,0.020595-0.040644i,-0.00075026-0.042424i,-0.019037-0.024587i,-0.019206-0.0018988i,-0.01405+0.0038998i,-0.021063+0.0039172i,-0.028074+0.011312i,-0.023143+0.014363i,-0.01761+0.011511i,-0.016411+0.0097951i,-0.014303+0.0057118i
-0.36038+0.26905i,-0.353+0.3545i,-0.15151+0.32241i,0.027405+0.17968i,0.054694+0.023532i,0.0046756-0.048593i,-0.032502-0.053972i,-0.050889-0.053019i,-0.062259-0.044383i,-0.05907-0.023238i,-0.046876+0.0071257i,-0.028928+0.039578i,-0.0031086+0.052832i,0.023543+0.038335i,0.034545+0.0085562i,0.025527-0.014558i,0.018312-0.01721i,0.025256-0.013081i,0.027926-0.016921i,0.017435-0.020164i,0.0086544-0.016552i,0.0072073-0.013296i,0.0031335-0.011369i
0.0023648-0.32005i,-0.16473-0.20746i,-0.29801+0.072848i,-0.18435+0.25173i,0.02896+0.24073i,0.092464+0.15447i,0.02555+0.078469i,-0.029694+0.051659i,-0.011593+0.043777i,0.0092223+0.0053834i,-0.010168-0.026532i,-0.02475-0.027343i,-0.021183-0.020392i,-0.011691-0.006804i,0.0028963+0.0046253i,0.010018+0.0023539i,0.0061831-0.00058326i,0.0043283-0.0010265i,0.0080612-0.0038263i,0.0099583-0.00023866i,0.0096848+0.013675i,0.010969+0.026264i,0.013598+0.030532i
0.022177+0.50058i,0.19738+0.43389i,0.3231+0.085607i,0.19205-0.16041i,-0.011474-0.11264i,-0.052245-0.014602i,-0.024271+0.0059006i,-0.0014793+0.017693i,0.01545+0.022605i,0.021512+0.026318i,0.042662+0.028578i,0.059037+0.0036251i,0.038129-0.020764i,0.0014828-0.027374i,-0.02689-0.02015i,-0.033245-0.0009155i,-0.025418+0.0056689i,-0.025211+0.00082069i,-0.02707+0.0041015i,-0.018529+0.0041501i,-0.0082001-0.0087462i,-0.0052795-0.019269i,-0.0072728-0.014932i
0.0028342-0.36477i,0.060784-0.32761i,0.10748-0.14291i,0.081542-0.064867i,-0.035166-0.13958i,-0.15091-0.14633i,-0.13238-0.055189i,-0.059418-0.021214i,-0.043863-0.041027i,-0.058553-0.034593i,-0.059906-0.010871i,-0.052404+0.0065227i,-0.034281+0.015709i,-0.0087025+0.019136i,0.011827+0.014176i,0.021253+0.0032389i,0.021975+0.0037306i,0.020933+0.017017i,0.016286+0.022651i,0.006693+0.014757i,0.00011859+0.0090281i,0.002143+0.0086941i,0.0061526-0.0022442i
0.13842+0.29993i,-0.062412+0.22327i,-0.30785+0.11264i,-0.27001+0.13892i,0.0094019+0.16604i,0.19173+0.06251i,0.16259-0.045926i,0.085341-0.060375i,0.056641-0.036317i,0.054276-0.041321i,0.0324-0.054662i,0.0026532-0.034612i,-0.0035585-0.00096837i,0.0040725+0.023202i,0.013505+0.034899i,0.016994+0.026148i,0.012015+0.0096479i,0.011774-0.0049917i,0.016442-0.019588i,0.012509-0.023211i,-0.0011563-0.0149i,-0.014055-0.0045553i,-0.016151+0.0061128i
-0.3394-0.34858i,-0.29568-0.30572i,-0.087409-0.18354i,0.043295-0.1146i,0.036489-0.032389i,0.047185+0.049812i,0.084099+0.036377i,0.070401+0.011655i,0.059516+0.034045i,0.063215+0.043929i,0.054126+0.043285i,0.050778+0.039166i,0.042272+0.019025i,0.018562-0.0049187i,-0.0062299-0.020766i,-0.02169-0.017634i,-0.021806-0.012075i,-0.018097-0.020399i,-0.016848-0.019948i,-0.006535-0.0041547i,0.0099049+0.007368i,0.016925+0.011056i,0.0086833+0.011443i
0.37279+0.23106i,0.44038+0.29271i,0.38306+0.27279i,0.22388+0.13695i,-0.012651-0.054853i,-0.19918-0.12658i,-0.23011-0.074164i,-0.17035-0.027911i,-0.12136-0.010843i,-0.084196+0.0073212i,-0.047453+0.0084585i,-0.024441-0.0082743i,-0.014381-0.017321i,-0.0086087-0.014634i,-0.0043022-0.0093212i,0.0012394-0.0012038i,0.0036235+0.0087562i,-0.006695+0.018298i,-0.022668+0.022732i,-0.030618+0.01503i,-0.030427+0.00076397i,-0.025299-0.0084098i,-0.012001-0.012762i
-0.5369-0.1275i,-0.6222-0.18427i,-0.53671-0.19563i,-0.35146-0.12056i,-0.11341-0.0091579i,0.056381+0.03404i,0.08426+0.021571i,0.042219-0.0018065i,-0.0040492-0.022142i,-0.02439-0.026883i,-0.024287-0.028844i,-0.036603-0.025443i,-0.047363-0.013072i,-0.043951-8.9521e-06i,-0.029392+0.013724i,-0.0081949+0.012977i,0.0059609+0.0051212i,0.021366+0.010367i,0.038457+0.008597i,0.037903-0.0041201i,0.028508-0.0074293i,0.025198-0.0051674i,0.023724-0.0033515i
0.46678-0.086427i,0.45851-0.20965i,0.27848-0.27475i,0.15662-0.1781i,0.17321-0.010345i,0.2194+0.083772i,0.20299+0.082414i,0.15032+0.05141i,0.11848+0.033397i,0.10132+0.014214i,0.074069+0.0011336i,0.050156+0.0022178i,0.034771+0.0052695i,0.023491+0.006506i,0.015767+0.00098047i,0.0027098-0.0084723i,-0.0071119-0.011963i,-0.0045356-0.015693i,0.0049526-0.01737i,0.0097334-0.0078995i,-0.00069183+0.0058324i,-0.016582+0.01751i,-0.025284+0.023543i
-0.30609+0.23677i,-0.22541+0.40221i,-0.020496+0.47437i,0.055599+0.3369i,-0.063955+0.12407i,-0.16276+0.027444i,-0.10382+0.0079446i,-0.023559-0.017144i,-0.011588-0.02135i,-0.01949+0.009507i,-0.0069531+0.039592i,0.021356+0.047909i,0.038618+0.041257i,0.034872+0.028967i,0.018383+0.01503i,0.0026921+0.011388i,-0.005454+0.0079245i,-0.01808-0.0034176i,-0.033936-0.0035875i,-0.027729-0.00055824i,-0.0043827-0.014439i,0.0073433-0.032528i,0.0043642-0.035261i
0.36955-0.41103i,0.27145-0.51205i,0.0039309-0.41226i,-0.14001-0.21959i,-0.10819-0.11155i,-0.077409-0.083443i,-0.080072-0.040261i,-0.062046-0.017478i,-0.058704-0.031594i,-0.064279-0.037989i,-0.060418-0.04203i,-0.062074-0.043235i,-0.052767-0.039832i,-0.04088-0.040925i,-0.03339-0.027317i,-0.014668-0.0061862i,0.0023661+0.0072445i,0.0076199+0.019291i,0.0054053+0.021966i,-0.0015974+0.016438i,-0.0031068+0.015967i,0.0059144+0.016072i,0.016289+0.010926i
-0.2133+0.27331i,-0.096731+0.16612i,0.095782-0.080166i,0.18868-0.17738i,0.22348-0.078401i,0.23757+0.00015543i,0.1595+0.0013751i,0.073573+0.024078i,0.063116+0.046944i,0.070215+0.033085i,0.059622+0.0097929i,0.032936-0.014172i,0.0003533-0.025763i,-0.010247-0.018614i,-0.0039165-0.012135i,-0.0039571-0.012889i,-0.0053832-0.010599i,0.0037837-0.0072077i,0.019943-0.012406i,0.022722-0.02062i,0.0072575-0.017802i,-0.0077408-0.0058191i,-0.012973+0.0052084i
0.073-0.22702i,0.020349-0.048138i,-0.0086584+0.23127i,0.017964+0.28854i,-0.044731+0.14185i,-0.1678+0.045405i,-0.18409+0.055146i,-0.10477+0.072742i,-0.027046+0.058491i,0.00021016+0.035934i,-0.001077+0.040338i,0.010997+0.056496i,0.02357+0.057374i,0.026492+0.048282i,0.025865+0.028664i,0.013809+0.0096839i,0.0027195+0.0017459i,-0.00037138-0.0062634i,-0.0079778-0.0086484i,-0.0129+0.0035905i,-0.0067642+0.017329i,-0.00082512+0.019275i,-0.0027311+0.0081734i
0.02685+0.56147i,0.088425+0.55266i,0.036326+0.28766i,-0.12045+0.072218i,-0.19831+0.032804i,-0.16137+0.021711i,-0.10013-0.018657i,-0.062779-0.050108i,-0.056303-0.052436i,-0.04488-0.034374i,-0.023368-0.029466i,-0.014994-0.023594i,-0.0063674-0.0074778i,-0.0045266-0.0042002i,-0.010298+0.0010079i,0.002016+0.010713i,0.014254+0.0094569i,0.0094069+0.0081076i,0.002303+0.0093341i,-0.0021368+0.0014179i,-0.0022442-0.010768i,0.0032826-0.017905i,0.0086519-0.017478i
0.014825-0.40344i,0.087434-0.48868i,0.17465-0.43819i,0.2154-0.31696i,0.25569-0.16665i,0.33131-0.04709i,0.32753-0.019816i,0.2184-0.034042i,0.11053-0.028334i,0.058271-0.018109i,0.03941-0.021206i,0.021567-0.036429i,-0.0018335-0.050011i,-0.019131-0.048846i,-0.027476-0.034887i,-0.027199-0.023366i,-0.020258-0.018626i,-0.012772-0.0093706i,0.0027329+0.0040816i,0.023145+0.0092595i,0.026756+0.0057837i,0.015823+0.0079935i,0.0072073+0.016556i
0.094191+0.35863i,0.039039+0.40306i,-0.015978+0.34069i,0.02675+0.24821i,0.099797+0.10699i,0.065622-0.050311i,-0.048096-0.10015i,-0.096548-0.024472i,-0.038226+0.045348i,0.016057+0.040789i,0.017868+0.025501i,0.017834+0.021688i,0.025149+0.014639i,0.037002+0.012338i,0.043815-0.0041628i,0.01836-0.025752i,-0.013209-0.021683i,-0.024845-0.012747i,-0.033066-0.012398i,-0.039848-0.0080039i,-0.039119-0.0030466i,-0.033782-0.003044i,-0.025087-0.0062293i
-0.44791-0.27067i,-0.57942-0.12351i,-0.50826+0.11648i,-0.37742+0.17321i,-0.36808+0.10313i,-0.38711+0.076169i,-0.28266+0.060992i,-0.15723+0.015998i,-0.11207-0.0040859i,-0.093508+0.013312i,-0.066842+0.024102i,-0.046425+0.026942i,-0.029195+0.034096i,-0.01278+0.034096i,-0.00071928+0.032807i,0.015349+0.040562i,0.030282+0.044003i,0.029491+0.036386i,0.015336+0.024595i,0.0026132+0.014496i,0.0069434+0.0067545i,0.021929-0.0027194i,0.025079-0.011253i
0.28488+0.17884i,0.38556+0.095177i,0.37176-0.11347i,0.24077-0.23749i,0.097786-0.1748i,0.035623-0.0035188i,0.043287+0.12723i,0.061468+0.1218i,0.040103+0.042788i,0.0049212+0.0037238i,0.0052915-0.0028162i,0.011574-0.024543i,-0.0097693-0.043573i,-0.041387-0.040471i,-0.056287-0.020755i,-0.039148-0.0041653i,-0.012782-0.0051506i,0.0024479-0.0091829i,0.014866-0.011661i,0.018774-0.015993i,0.0098776-0.012469i,-0.00063278-0.0023853i,-0.006239+0.0091685i
-0.39893-0.16444i,-0.40776-0.15777i,-0.18824-0.056757i,0.077948+0.018621i,0.24183+0.014413i,0.3111-0.046865i,0.27126-0.12884i,0.16538-0.14406i,0.10405-0.092554i,0.088269-0.057384i,0.062251-0.035285i,0.037434-0.0028662i,0.029213+0.017554i,0.030491+0.022512i,0.031979+0.010534i,0.015966-0.015505i,-0.0063778-0.032959i,-0.012153-0.036052i,-0.0035117-0.029237i,0.0091573-0.020853i,0.010558-0.015884i,0.0030982-0.0060638i,0.002273+0.0055839i
0.35297+0.008959i,0.17808-0.0037765i,-0.16763+0.066366i,-0.29987+0.19202i,-0.21454+0.22679i,-0.15603+0.16875i,-0.11717+0.12069i,-0.071389+0.092265i,-0.044948+0.07894i,-0.015042+0.053241i,-0.011182+0.0072624i,-0.02416-0.0030736i,-0.0083289+0.015621i,0.015082+0.026782i,0.020638+0.026526i,0.011344+0.02494i,0.0034951+0.030943i,-0.0028898+0.035018i,-0.01938+0.036077i,-0.029961+0.039316i,-0.025045+0.036903i,-0.015086+0.030396i,-0.0053382+0.022675i
-0.23382-0.010509i,-0.17502-0.026871i,-0.022239-0.054729i,0.031092-0.098865i,-0.0087774-0.11899i,-0.010973-0.11937i,0.0040354-0.14032i,-0.033254-0.14362i,-0.083442-0.090381i,-0.097114-0.024333i,-0.078804+0.01079i,-0.048558+0.014131i,-0.027881-0.0054282i,-0.034102-0.02285i,-0.038252-0.0107i,-0.011558+0.010657i,0.015554+0.01378i,0.023061+0.0086175i,0.021825-0.00082313i,0.016792-0.013734i,0.01852-0.022364i,0.024151-0.028692i,0.015321-0.026277i
0.43626-0.23302i,0.49975-0.33636i,0.39766-0.34006i,0.27874-0.28692i,0.19551-0.28493i,0.086036-0.25701i,-0.012862-0.0896i,0.0026569+0.066717i,0.067139+0.060214i,0.069406+0.0017057i,0.05799-0.011756i,0.049226-0.031649i,0.009175-0.050629i,-0.02201-0.042375i,-0.023849-0.037936i,-0.020704-0.042983i,-0.019826-0.044923i,-0.017191-0.047289i,-0.012849-0.048591i,-0.010344-0.04242i,-0.014513-0.028049i,-0.022759-0.011807i,-0.025546-0.0015914i
-0.38776+0.22361i,-0.45441+0.24913i,-0.36572+0.22689i,-0.20122+0.23241i,-0.04388+0.21643i,-0.0032507+0.066222i,-0.090235-0.13007i,-0.14843-0.18252i,-0.099788-0.10879i,-0.024233-0.044888i,0.006825-0.0047365i,0.023366+0.039771i,0.04736+0.059365i,0.058574+0.046356i,0.054697+0.016373i,0.039636-0.010796i,0.016546-0.018099i,0.0017387-0.006852i,2.4387e-05+0.0085017i,0.003398+0.012936i,0.0028427+0.0058616i,-0.00010903-0.003056i,-0.00080433-0.0077728i
0.19788-0.14084i,0.18643-0.14018i,0.019006-0.074758i,-0.17364+0.040667i,-0.28023+0.2326i,-0.22682+0.45324i,-0.0013187+0.50346i,0.15735+0.32373i,0.11681+0.14648i,0.058008+0.085136i,0.040647+0.030221i,-0.001871-0.0037246i,-0.027464+0.026025i,-0.020549+0.06067i,-0.014494+0.076794i,-0.0028371+0.076263i,0.012254+0.061567i,0.019883+0.053649i,0.023659+0.050304i,0.022049+0.044594i,0.01745+0.041223i,0.014687+0.038873i,0.011357+0.031038i
-0.10622+0.31022i,0.056926+0.24643i,0.2815-0.015049i,0.32621-0.25595i,0.28005-0.32866i,0.32202-0.30578i,0.33039-0.27186i,0.21425-0.21656i,0.073519-0.12963i,0.0073479-0.054459i,0.009808-0.03704i,0.011656-0.060477i,-0.011319-0.076464i,-0.038902-0.061249i,-0.047192-0.018244i,-0.037305+0.017682i,-0.027634+0.024359i,-0.020839+0.010762i,-0.012781-0.0098404i,-0.0058061-0.02679i,-0.00097711-0.034948i,0.00040309-0.029879i,-0.0010426-0.011718i
0.046776-0.41267i,-0.043009-0.41691i,-0.11766-0.18391i,-0.046366+0.019724i,0.04521+0.022564i,0.031769-0.017828i,-0.0027308+0.013182i,-0.0074846+0.034907i,-0.00010205+0.0039793i,-0.002435-0.04374i,-0.02333-0.054365i,-0.033874-0.033403i,-0.021685-0.031981i,-0.0064793-0.059386i,-0.010951-0.082743i,-0.030042-0.07139i,-0.0303-0.043678i,-0.020905-0.03169i,-0.025706-0.023382i,-0.024279-0.0062502i,-0.0087114+0.0078608i,0.0057583+0.013418i,0.013159+0.010746i
-0.13797+0.2746i,-0.21059+0.36028i,-0.20489+0.36434i,-0.10146+0.3424i,0.044422+0.29887i,0.10619+0.17668i,0.016707+0.015185i,-0.091528-0.033586i,-0.065561+0.020258i,0.0075129+0.032498i,0.0066875+0.021322i,0.0065436+0.039193i,0.036779+0.038024i,0.038058+0.012117i,0.023018-0.011584i,0.018909-0.029681i,0.017976-0.029986i,0.021492-0.0086167i,0.027198+0.011944i,0.021683+0.019911i,0.0071878+0.023014i,-0.0081437+0.02374i,-0.019112+0.023389i
0.015781-0.3812i,0.10449-0.37488i,0.18626-0.25548i,0.11261-0.1892i,-0.13116-0.14766i,-0.31999-0.048462i,-0.27591+0.070465i,-0.1095+0.11847i,-0.021863+0.087533i,-0.020575+0.087287i,-0.0047668+0.11272i,0.016961+0.091421i,-0.0069642+0.05829i,-0.047473+0.063695i,-0.052378+0.083408i,-0.019863+0.076217i,0.0090968+0.038747i,0.010518+0.0029629i,0.005698-0.014957i,0.0078186-0.02205i,0.016541-0.02067i,0.02311-0.016318i,0.013047-0.013235i
0.17264+0.42465i,0.25317+0.39019i,0.2673+0.144i,0.18632-0.074352i,0.084549-0.16737i,0.045006-0.20736i,0.070526-0.2367i,0.069206-0.23485i,-0.0051562-0.14678i,-0.027885-0.030716i,0.0023615-0.0066061i,-0.024142-0.027215i,-0.06051-0.0076986i,-0.039877+0.0069006i,0.010665-0.0052024i,0.050842-0.014298i,0.050639-0.013331i,0.015945-0.003448i,-0.014778+0.006346i,-0.032294-0.00070848i,-0.048759-0.018531i,-0.058641-0.029801i,-0.055676-0.036157i
-0.039321-0.049391i,-0.068604+0.040729i,-0.06769+0.20122i,0.037632+0.24011i,0.15654+0.11661i,0.11999+0.0095473i,0.0045128+0.070018i,0.015371+0.1699i,0.087481+0.11173i,0.073256+0.015013i,0.053193+0.0091165i,0.069547+0.0029957i,0.054867-0.019174i,0.014926-0.022611i,-0.034485-0.022226i,-0.069277-0.013006i,-0.055515-0.0057025i,-0.014774-0.0045427i,0.028904-0.00063608i,0.064506-0.004906i,0.078731-0.003637i,0.07608+0.017392i,0.066698+0.037623i
-0.53612+7.4415i,1.5679+7.163i,4.0743+5.9049i,4.7366+2.5489i,3.7281-0.46377i,1.5147-1.8455i,-0.54727-1.2481i,-1.1967+0.047083i,-0.37498+0.77392i,0.77925+0.34653i,1.023-0.56159i,0.51288-1.1819i,-0.31055-1.7234i,-1.2263-2.2744i,-1.5483-2.2843i,-1.0441-1.4009i,-0.3858-0.43845i,-0.2951-0.0060787i,-0.63019+0.24392i,-0.62126+0.52144i,-0.12757+0.605i,0.35716+0.32744i,0.41157-0.12038i
-0.054859-0.17829i,0.041619-0.26359i,0.095561-0.30564i,0.0071431-0.29082i,-0.12756-0.19489i,-0.15947-0.047956i,-0.056427+0.065255i,0.068281+0.066431i,0.084143+0.0022667i,0.042046-0.012962i,0.032311-0.0047327i,0.014129-0.0094005i,-0.021097+0.012509i,-0.033974+0.034878i,-0.035783+0.037518i,-0.031316+0.037263i,-0.019267+0.023373i,-0.022715+0.010709i,-0.032643+0.0092234i,-0.034866+0.0024816i,-0.033047-0.010791i,-0.027087-0.02746i,-0.022027-0.037702i
0.15862+0.25432i,0.24332+0.34212i,0.23262+0.24882i,0.14681-0.0022483i,-0.0090468-0.27743i,-0.18405-0.36021i,-0.19008-0.21421i,-0.047595-0.099212i,0.0022843-0.087181i,-0.02628-0.055685i,-0.02017-0.032332i,-0.013913-0.035393i,-0.0069514-0.029969i,0.00084516-0.03182i,-0.00924-0.026964i,-0.0059707-0.017427i,0.0052052-0.024432i,0.012143-0.026669i,0.022073-0.021441i,0.019331-0.025346i,-0.00065122-0.018738i,-0.0088331+0.0074443i,0.0050236+0.018559i
-0.13576-0.19048i,-0.14979-0.12202i,-0.020987+0.053272i,0.098879+0.19461i,0.09783+0.35521i,-0.0095966+0.55781i,-0.080558+0.62448i,-0.0134+0.44534i,0.03587+0.16685i,0.024021+0.038894i,0.079064+0.033926i,0.13309-0.0074055i,0.11039-0.04184i,0.083932-0.035385i,0.061371-0.042178i,0.019005-0.061069i,-0.019676-0.063036i,-0.026827-0.049941i,-0.008677-0.042635i,0.0057488-0.041615i,0.011744-0.041589i,0.012094-0.043257i,0.0065338-0.034761i
0.33785+0.13351i,0.39809-0.01383i,0.22077-0.2085i,-0.00014858-0.21214i,-0.054925-0.080241i,-0.0052568-0.014558i,0.057151-0.012063i,0.10727-0.046191i,0.10192-0.096475i,0.064268-0.10303i,0.03957-0.093204i,0.0061057-0.086449i,-0.018239-0.049867i,-0.0019388-0.0010526i,0.022965+0.030822i,0.03001+0.046716i,0.025127+0.045625i,0.013946+0.030585i,-0.0026346+0.018492i,-0.014461+0.015987i,-0.020045+0.0080809i,-0.028697-0.00074987i,-0.027113+0.0015464i
-0.12142-0.16747i,-0.16015-0.1194i,-0.13151+0.0088474i,-0.13755+0.040244i,-0.20229-0.02785i,-0.1782-0.075059i,-0.053179-0.07295i,0.031576-0.035196i,0.050786-0.00016865i,0.030786-0.0040228i,-0.013941-0.01124i,-0.031815+0.0099851i,-0.015481+0.016595i,-0.017281-0.0054608i,-0.038974-0.0097012i,-0.041502+0.011486i,-0.02217+0.022083i,-0.0052214+0.018091i,0.0046811+0.017937i,0.012576+0.017347i,0.017219+0.015548i,0.022041+0.011823i,0.023043+2.3604e-05i
