-0.0010191+0.00050353i,0.00019468+0.00063599i,0.00054125+0.00040729i,0.00060172+0.00019061i,-0.00010492+0.00020275i,-0.0010233+0.00034151i,-0.00089828+0.00052603i,-0.00051344+0.0010668i,-0.00011851+0.0011373i,-0.00018431+0.0010061i,2.6009e-05+0.00079562i,0.00046634+0.00012836i,-0.00013702-0.00091954i,-0.00047586-0.00093345i,0.00027939-0.00081342i,0.0011194+2.335e-05i,-1.5704e-05+0.00089159i,-0.0013812+5.1059e-06i,-0.00061723-0.00074906i,9.8441e-05-0.0011622i,5.3241e-08-0.00090155i,0.00037799-0.00071631i,0.00049505-0.00038715i
-0.00027179-0.00023174i,-7.0423e-05+0.00022555i,-0.00026211+0.0020573i,-0.00034669+0.0023652i,0.0005153+0.00086399i,0.00034941-0.00063816i,-0.00047345-0.0012929i,-0.00045481-0.0016023i,-0.00041693-0.0014224i,-2.6662e-05-0.00086331i,0.00028679-0.0011321i,0.00046111-0.001086i,0.0005951-0.00081677i,0.00030047-0.00043843i,0.0001964+0.00030556i,-5.2042e-05+0.00022968i,-0.00020446+0.00035732i,-3.5381e-05+0.00027517i,6.3649e-05-0.00052076i,-0.00013227-0.00062588i,6.5909e-05-0.00042658i,0.00012988+0.00019306i,0.00025591+0.00048981i
0.0014408+4.4886e-05i,0.001605-0.00013766i,0.001657+5.021e-06i,0.00098337+0.00046836i,0.00029425+0.00048515i,-0.00048598-0.00018831i,-0.00063569-0.00052267i,0.00031244-0.00072132i,0.0012943-0.0012291i,0.0014622-0.00061435i,0.00090998+0.00019781i,0.00026859-0.00028023i,-0.00042838-0.00026729i,-0.00096066+0.00013604i,-0.00037808+0.00040738i,0.00039595+0.00055481i,0.00036096+0.0006602i,-0.00053577-7.5178e-06i,-0.00090874-0.0008926i,-0.00026635-0.00077068i,0.00029925+7.5964e-05i,-0.00017986+0.00099299i,-0.00048845+0.00046025i
0.00038237-0.00039682i,4.5852e-05+5.479e-05i,-8.2821e-05-4.1988e-05i,0.0014781+0.00015175i,0.0017825-2.3932e-05i,0.00058282-0.00022281i,7.3331e-05-0.00022002i,0.0003641+0.00023118i,6.9958e-05+0.00078481i,-7.9559e-05+0.0010616i,-0.00035783+0.00086786i,-0.00090907+0.00014204i,-0.00072819-0.0004936i,0.00012176-9.8447e-05i,0.0003465+0.0001119i,0.00057106-0.00072037i,0.0013873+5.6417e-05i,0.00090882+0.00056895i,-0.0001844+0.00014477i,-0.00047475+0.00023735i,-0.00060741+0.00039553i,-0.00030414+0.00046688i,0.00017445+0.0011008i
-0.0013683-0.00090463i,-0.00097083-0.00054283i,0.00053725+0.00065311i,0.0014434+0.00080291i,0.0011234+0.00047063i,4.6971e-05+0.00060738i,-0.00071975+0.00017729i,-0.00077465-7.1866e-05i,-0.00017919+0.00048273i,0.0001848+0.0011871i,0.00021357+0.00031133i,0.00010096-0.0011858i,-0.00012153-0.001194i,8.8843e-05-0.00033196i,-8.578e-08+0.00034799i,-0.00057501+0.0004328i,0.00020047+0.00017456i,0.00091479+0.00016653i,0.00071137-0.0002498i,0.0007188-0.00053223i,0.0006712-0.00091617i,6.3115e-05-0.0014087i,-0.00020305-0.000942i
-0.00015199+6.3536e-05i,-8.0862e-05+9.169e-05i,-0.00016011+0.00029473i,0.00063233+0.00020582i,0.00093613-0.00041802i,0.00036716-0.00031602i,0.00034557-0.0001124i,-0.00026007-0.0010211i,-0.0012286-0.001424i,-0.0013867-0.0012591i,-0.0013203-0.00063512i,-0.00057679-0.00017821i,0.00024946-0.00060721i,0.0003278-0.00053781i,0.00049295+0.00041512i,0.00054115+0.00055401i,6.3889e-06+0.00036632i,-0.00010178+0.00061152i,0.00040259+9.3281e-05i,0.00019051-0.00013385i,7.4192e-05-0.00044057i,-1.5857e-05-0.00052261i,0.00029255-0.00060188i
-0.00029192-0.00064886i,-0.0011067+0.00024059i,-0.00076737+0.0003811i,0.00015377+0.0014008i,-0.00021042+0.0016826i,-0.00093876+0.00095685i,-0.00079513+0.00028293i,-4.8398e-05-0.00097123i,-4.973e-06-0.0020554i,-0.00033672-0.001855i,-0.0002071-0.0016839i,5.4332e-06-0.0012593i,0.00067353-0.00040301i,0.0010734+0.00051088i,3.4937e-05+0.00079489i,-0.00035611+0.0011637i,0.00031436+0.0008756i,0.0011081+0.00028415i,0.00076246-9.3836e-05i,0.00017087-0.00089316i,0.00049874-0.00086528i,0.0010468-6.7703e-05i,0.0010682+0.00047236i
-0.001372+0.00080422i,-0.00063541+0.0012789i,0.00085847+0.0014478i,0.0029268+0.00089524i,0.0035102+8.18e-05i,0.0016653-0.0015744i,0.00053644-0.001736i,0.00067999-0.0009943i,0.0010634-0.00083457i,0.00088521-0.00041854i,0.00054474+0.00028131i,-0.00021045+0.00015423i,-0.0007251-0.00013146i,-0.00015625-0.00050753i,-4.7449e-05-0.00049082i,-0.00045472-0.0001948i,1.4155e-05-0.00027083i,0.00034151+0.0002955i,2.3441e-05+0.00074649i,0.00025198+0.00047881i,0.00050728+0.00050417i,-3.0634e-05+0.0005764i,-0.0003754-0.00026143i
0.001801+0.0016557i,0.0024166+0.00071883i,0.0038546+0.0007369i,0.0035028+0.00042621i,0.0013051-0.00095681i,-2.5181e-05-0.0018837i,-0.00022994-0.0011246i,-5.6244e-05-2.5101e-05i,0.00026513+0.00063689i,0.00037404+0.00036696i,-9.1623e-05+0.00015644i,-0.0011093-0.00040526i,-0.0016289-0.00042064i,-0.0011898+0.0006461i,0.00013327+0.00043179i,0.00088913-0.00016193i,0.0012349+0.00036629i,0.0014502+0.00042969i,0.0014238-0.00016555i,0.00083502+7.6845e-05i,-0.00082341+0.0011275i,-0.0016111+0.0014182i,-0.00096944+0.00061906i
-0.00080093+0.0017303i,0.00031999+0.0021876i,0.0013724+0.002916i,0.0020935+0.002429i,0.001507+0.00014414i,-0.00017363-0.0012814i,-0.001658-0.0013032i,-0.0016812-0.00064105i,-0.00082027-0.00044611i,-0.00038054-0.00054897i,8.5926e-06-0.00095019i,6.7202e-05-0.0010135i,-0.00043562-0.00068177i,-0.00031189-0.00037416i,-5.4397e-05+0.00017892i,0.00011269+0.00049521i,0.0005697+0.00035937i,0.00063567+0.00014012i,-7.5488e-05+5.5151e-05i,-0.00065954+0.00022126i,0.00017064-0.00010969i,7.2831e-06-0.0005156i,-0.00062597-0.00055627i
-0.00042005+0.00017854i,-0.00048039+0.00088703i,0.00074659+0.0015281i,0.0022541+0.000889i,0.0026356+0.00025362i,0.00125+0.00090076i,0.00013011+0.0001707i,0.00029826-0.0015454i,0.00025436-0.0021044i,0.00050347-0.001803i,0.0016682-0.0010679i,0.0017229-0.00041706i,0.0008943+0.00011957i,-0.00069136+0.00016402i,-0.001734+0.00052906i,-0.00074796+0.00084039i,0.00025716+0.00069563i,0.00073119+0.00016566i,0.00090143-0.00011567i,0.00097222+7.0051e-05i,0.00080121-0.00051383i,0.00039403-0.00099583i,0.00018402-0.00070237i
-0.00099737+0.0013694i,-0.00048081+0.001515i,0.00044411+0.0025403i,0.00094592+0.0026643i,0.00084017+0.0015741i,4.2834e-05+2.0726e-05i,-2.4509e-05-0.0011722i,0.00018896-0.00091702i,0.00050302-0.00032907i,0.00067108+7.9304e-05i,0.00050311-0.00017147i,0.0006193-6.1408e-05i,0.00033142-0.00035401i,0.0003362-0.00026225i,0.00060859+0.00069454i,0.00023259+0.00087628i,9.4698e-05-0.00028218i,0.00036821-0.00029113i,0.00048737-0.00015237i,0.000118-0.0014727i,1.6823e-05-0.0016025i,1.605e-05-0.00057449i,1.179e-05-0.0004152i
-0.00039872+0.0002308i,-0.00057912+0.00080534i,0.0011691+0.0017226i,0.0024404+0.0017667i,0.0025406-7.6783e-05i,0.0020868-0.0011068i,0.0010144-0.00061411i,0.0002313-0.00024402i,8.1934e-05-0.00022263i,0.00019015-0.00040394i,0.00015451-0.00039648i,-0.0001707-0.00018554i,-3.3055e-05-0.00013553i,0.00074235-0.00038371i,0.0006906-0.00043105i,0.0010659+0.00030378i,0.0013417+0.00089958i,0.0011603+0.0011185i,0.00096196+0.00099687i,0.00048311+0.00139i,-0.00054819+0.00075944i,-0.00091463-0.00049608i,-0.00018123-0.00063372i
-0.00032691-0.00039062i,0.0004612-0.00041343i,0.0017811-0.00028335i,0.00089617-9.9784e-05i,-0.0010207-0.00062168i,-0.0014664-0.0010513i,-0.00061529-0.00036647i,-0.00047169+0.00057583i,-0.00055551+0.00077103i,-0.00061575+0.00011096i,-0.00047433-8.9279e-05i,-0.00073776-6.6954e-06i,-0.00094985-0.00036082i,-0.00056232+1.319e-05i,0.00027202+2.4873e-05i,0.0014333-0.00021175i,0.0018011+0.00037357i,0.0009481+0.0010536i,0.00028482+0.0002836i,-0.00022806-0.00085282i,-0.00096807-0.0005359i,-0.00098879-5.4118e-05i,-0.00018373-0.00024114i
-0.00072088+0.0018709i,-0.0006364+0.0014276i,0.000183+0.0015875i,0.0015669+0.0022517i,0.0020632+0.0014193i,0.0011221-0.000871i,0.00047471-0.0012228i,0.00034207-0.0010854i,-0.00019586-0.0012395i,0.00028304-0.00024038i,0.0014844-9.2261e-05i,0.0011423-0.0013279i,0.00015267-0.0018605i,-0.00045364-0.001065i,-7.9971e-07+0.00069854i,0.00020649+0.0019459i,0.00044572+0.0012286i,0.00061743+0.00027165i,0.00025684-0.00080343i,-0.00037852-0.00132i,-0.00079149-0.00089355i,-0.00088296-0.0011626i,-0.00047861-0.00094572i
0.00022456+0.00012348i,0.00063648+0.00046768i,0.0010389+0.00020024i,0.0017031-0.00038548i,0.0024604-0.00021028i,0.0020272+0.00073561i,0.00087293+0.0010125i,0.0004982-6.9341e-06i,0.00035346-0.0009909i,-0.00026589-0.00088955i,-4.1429e-06-0.00092314i,0.00066179-0.00073065i,0.00086009-0.00048843i,0.001251-0.00024567i,0.0010296-0.00019621i,2.0826e-05+0.0003383i,-0.0003929+0.00086688i,-6.0897e-05+0.00095509i,0.00028796+0.00083028i,0.00078183+0.00081384i,0.00065581+0.00023735i,1.4128e-05-0.0010077i,-4.3186e-05-0.0015813i
0.0013153+0.0013031i,0.00035794+0.00042238i,0.00065212-0.0010477i,0.0012072-0.0018195i,0.0008051-0.0014308i,-0.00038438-0.0012803i,-0.00076328-0.00078738i,-0.00016928+0.00051035i,-0.00011915+0.0016861i,0.00033328+0.0011735i,0.0006973-0.00036634i,-4.881e-05-0.0010549i,-0.0005601-0.00027933i,-0.00063+0.00021452i,-0.00011826-0.00029714i,0.00054135+0.0002398i,0.00082401+0.00092558i,0.001026+0.00074418i,0.00098303+0.00048955i,0.00048605-5.345e-05i,8.0291e-05-0.00013823i,-1.8148e-05+0.00032993i,0.00025335+0.00024973i
-0.0015039-0.00097887i,-0.0015709-0.00025648i,-0.0016232+0.00057359i,-0.00099567+0.0013037i,-0.00014133+0.0012549i,0.00024911+0.00088664i,0.0007284+0.00098755i,0.0010098+0.00040731i,0.00031699-0.00010517i,-0.0005046-0.00059314i,-0.00016821-0.00069132i,-9.919e-05-0.00050589i,3.0656e-05-0.00029857i,0.0010744-0.00072341i,0.00088085-0.00032011i,0.00054148+0.00054975i,0.001112+0.00036213i,0.00091455+0.00026171i,0.0001153+4.5063e-05i,0.00022141+3.4831e-05i,5.2528e-05+0.00045148i,9.4569e-05+0.00016808i,-0.00035875-0.00057129i
-0.00077073-0.00012373i,-0.00016404+0.00069071i,0.00028798+0.0010023i,0.0017811+0.0013163i,0.0026915+0.0018087i,0.0018632+0.0010104i,0.0010053+0.00023606i,0.00044238+0.00016521i,-0.00036572-0.00027389i,-0.00022681+8.8154e-05i,-9.1027e-05+5.5565e-05i,1.1994e-05-0.0002384i,-0.00034568-0.00055645i,-9.5758e-05-0.00055473i,0.00055654-0.00046702i,0.00090874-0.0011513i,0.00063616-0.00082654i,-8.3102e-05-0.00080521i,0.00021272-0.0010891i,0.00051406-0.00098467i,0.00051446-0.0011945i,0.00018735-0.0014529i,-0.00050797-0.0011861i
-0.00063384-0.0009078i,-0.0013973-9.5319e-05i,-0.0011299+0.0012205i,0.00037991+0.0018936i,0.00085957+0.0009401i,0.00018267-0.00030413i,-0.00011456-0.00072449i,0.00034702-0.00019508i,0.00049063+0.00034697i,0.00011187+0.0003861i,0.0003455+9.4167e-06i,0.00040053+8.7716e-05i,0.0001997+0.0008222i,6.3993e-05+0.0011539i,-0.00020357+0.00031904i,-0.00014331-0.00015727i,9.1324e-06-0.00054179i,0.000121-0.00084974i,0.00044082-0.0005155i,0.00091554-0.00013715i,0.00077525-7.8007e-05i,0.00065529+0.0001167i,0.00095393+0.00056519i
0.00065584-0.00029495i,0.0010372-0.0010249i,0.0016369+0.00025571i,0.0024134+0.00084722i,0.0024277+0.00029033i,0.0014124-0.00032081i,0.00025513-0.00057456i,0.00053821-0.00086017i,0.00091857-0.00065553i,1.5932e-07+0.00015628i,-0.00030704-0.00012047i,-4.0627e-05-0.00042239i,0.00070643-0.00017272i,0.00058229-9.1261e-05i,-4.5175e-05-0.00021242i,0.00039363+0.00030155i,0.00074744+0.0010098i,0.0011859+0.00057746i,0.0010899-7.6935e-05i,0.00039562+1.3715e-06i,0.0004906-0.00015598i,0.0011312-0.00089924i,0.00058539-0.00054058i
0.00075331-0.00042218i,0.00046676-0.00057667i,-7.1918e-05-0.00019326i,0.00017026+0.00045593i,0.00046683+0.00078801i,-0.00052467+1.5658e-05i,-0.0008608+0.00010675i,-0.00024959+0.00089167i,8.0879e-05+0.00025296i,0.00035628+2.693e-05i,-8.5479e-05+0.00039543i,-0.00047753-0.00042105i,6.5515e-06-0.0011638i,0.00060467-0.00055561i,0.00085776+7.4516e-05i,0.00099196-0.00010642i,0.0007607-0.00060091i,0.00063444+0.00029182i,0.00051167+0.0011615i,-2.0173e-05+0.00061095i,-0.0004408-4.6236e-05i,-0.000452-0.00016919i,-0.00021299-0.00042487i
0.00057466+0.00019334i,3.2353e-05+0.0020183i,0.00048441+0.0025564i,0.0020929+0.0021133i,0.001628+0.00054279i,-0.00032388-0.00083312i,-0.0012338-0.00078385i,-0.00080538-0.00018954i,-0.00037239+0.00024566i,-0.00012774+0.00081641i,0.00020444+0.0004756i,0.00017901-0.00049289i,-7.8271e-05-0.00073657i,-0.00010453+6.8473e-05i,-6.0503e-05-0.00014719i,-5.6648e-05-0.00037078i,-3.8356e-05+0.00020587i,0.00059137-0.00019689i,0.00051191-0.0011069i,-0.0001913-0.00082553i,0.00014828-0.00056323i,0.00035586-0.00029245i,-0.00026478-0.00048803i
0.00097713-4.1271e-05i,0.0011527+9.2665e-05i,0.0013942+0.00029274i,0.0014842+7.4889e-05i,0.00061541+7.9846e-05i,-0.0004225-5.6116e-05i,-0.0004751-0.00038826i,-0.00014802-0.00078348i,-0.00018936-0.00073699i,-0.00016818+0.00035887i,-3.6188e-05+0.00012634i,-0.00026102-0.00050854i,-0.00069652-0.00055612i,-0.00062038-0.0003418i,-0.00047674+0.00031628i,-0.0001831+0.0010911i,0.00021585+0.0014535i,0.0014172+0.00048595i,0.001408-0.00025546i,-0.00052954-0.00029854i,-0.00098788-0.0010037i,-0.00083312-0.0013014i,-0.00039027-3.2097e-05i
-0.00093283+0.0011062i,-0.00041041+0.0015244i,0.00016915+0.0011722i,0.001621+0.00082988i,0.0014927+0.00036694i,0.0002253-0.00068463i,-0.00052129-0.00092609i,0.00039596-0.0010874i,0.0009732-0.0004502i,0.00057847+0.00024438i,3.1978e-05-0.00042403i,-3.3834e-05-0.00093776i,-0.0002369-0.0012455i,-0.00020716-0.0013483i,0.00063072-0.0010646i,0.0010667-0.00068303i,0.00084602-0.00042386i,0.0012975-0.00060924i,0.0013719-0.0002546i,0.0011451+0.00055137i,0.00091972+0.00059659i,-0.00014149-3.3091e-05i,-0.0010422-7.5364e-05i
-9.025e-05+0.0007727i,-1.5359e-06+0.00014077i,0.0011361-0.00065076i,0.0025407-0.00014749i,0.0020195+0.00066804i,-0.00016122+0.00068043i,-0.00060348+0.00052451i,0.00072059+0.00014276i,0.0018292-0.00082788i,0.0016503-0.0012153i,0.0009257-0.0008537i,0.00068917-0.00095455i,0.00046452-0.0014177i,0.00018146-0.0011279i,0.00012986-0.00047917i,0.00043439-0.00010455i,0.0012024-0.00014845i,0.0017934+5.3575e-05i,0.0011687+0.00042966i,0.0011641+0.00073128i,0.001402+0.00048631i,0.00071418-0.00010747i,-7.3913e-06-0.00065408i
-0.0010281+0.00077513i,0.00033436+0.00062092i,0.0012431+0.0016145i,0.0012545+0.0011538i,0.0010685-2.6667e-05i,-0.00010238-0.00023954i,-0.00112+0.00047274i,-0.00060464+0.00057967i,5.4859e-05+0.00011787i,-4.0764e-05-6.8808e-05i,0.00027524-0.00027687i,0.00078591-0.00096317i,0.00050097-0.0010753i,0.00036904-0.00036474i,0.0014257-0.0007601i,0.0020935-0.00093322i,0.0011674-0.00053442i,-1.2808e-06+6.3565e-05i,-0.00025385+0.00013902i,-1.5864e-06-0.00026907i,-0.00047207+5.6559e-05i,-0.00012423+0.00022376i,0.00035297+0.00038112i
0.00056518+0.0002048i,0.00067455+0.00030383i,0.00075738+3.5543e-05i,0.0012923-0.00022867i,0.0019899-0.00032506i,0.0013937-0.00023793i,0.00049302+0.00013404i,4.2137e-05+5.9462e-05i,0.00010232-9.0961e-05i,-0.00010358+0.00023716i,-0.00040913+9.8127e-05i,-0.00030587-0.00016723i,-0.0004268+0.00022822i,-0.00024927-3.5481e-05i,0.00016776-0.00033804i,0.00045978+0.00022165i,0.00077609+0.0009097i,0.0010692+0.00020478i,0.0012289-0.00057056i,0.00085425-0.00031226i,0.00021435-1.6052e-05i,0.00014759+0.00069989i,0.00020007+0.0012403i
0.00087136+2.0567e-05i,0.0016241+0.000346i,0.0014418+0.00042484i,0.0007331-7.3261e-05i,0.00013261-0.001019i,-0.00083078-0.0014463i,-0.00084052+2.0039e-05i,0.00066191+0.00089981i,0.001438+0.00015413i,0.0010558-0.00086538i,0.0012381-0.0012197i,0.0012028-0.0016313i,0.00038157-0.0011284i,-0.00071935-0.00028127i,-0.00074551-0.00025291i,0.00028751+0.00018687i,0.00067923+8.9854e-05i,0.00071241-0.00027785i,0.00030115-4.0874e-05i,-0.00073802+6.811e-05i,-0.00076675-0.00052793i,0.00010221-0.001027i,0.0010441-0.00047334i
0.00011769+0.0016692i,0.00034059+0.002698i,0.0018873+0.0025545i,0.002498+0.001593i,0.0018989+0.0010659i,-0.0002504+0.0015017i,-0.00081832+0.0039061i,0.0027044+0.0064063i,0.0058084+0.0057608i,0.0063735+0.0027131i,0.0047406-0.00047814i,0.0025658-0.002422i,0.0015665-0.0031204i,0.00085444-0.0029533i,-0.00027193-0.0018071i,-0.00091956-0.00051356i,-0.00030262+0.00033787i,0.00039818+0.00058021i,0.00034718+0.0005306i,-0.00024595+0.00029376i,-0.00037449-0.00019581i,0.000495-0.0015497i,0.00059616-0.0022636i
0.00056518-0.00053475i,0.00093986-0.0017168i,0.00045054-0.0021488i,0.00048752-0.002077i,0.00042654-0.0020535i,-0.0012068-0.0014706i,-0.0022925-0.0016173i,-0.0020433-0.0023604i,-0.0021674-0.0026529i,-0.0023867-0.0020503i,-0.0017491-0.0011561i,-0.0010649-9.7111e-05i,-0.00077694+0.00067369i,-0.00010354+0.0013753i,0.00071755+0.0008801i,0.00092221+6.2965e-06i,0.00084354+1.4039e-05i,0.00035277+0.00045145i,-0.00065604+0.00037163i,-0.00076739-3.5823e-05i,-0.00073709+0.00023843i,-0.00068999+0.00071284i,-0.00053523+0.00079349i
-0.001116+0.0018259i,-0.00092473+0.0011303i,0.00094582+0.0011711i,0.0017394+0.00092232i,0.0013654-0.00033973i,0.00075457-0.001566i,-0.00033023-0.00098705i,-0.00064938-0.00013524i,-0.0011084-9.7162e-05i,-0.00082051-0.00053682i,0.00027321-0.00086173i,0.00068855-0.00093842i,0.00077227-0.00015696i,0.00024857+0.0010214i,0.00025186+0.0016134i,0.0010823+0.0020897i,0.0012947+0.0015733i,0.00085343+0.0007704i,0.00052392-0.00011849i,0.0010147-0.00056383i,0.00066052+0.00015266i,-0.00024753+6.2316e-05i,-0.00053706-0.00073891i
0.00091953+0.00034813i,0.0018664-0.00091599i,0.002552+0.0001978i,0.0025318+0.00010418i,0.0014952-0.0013199i,-3.0857e-05-0.0014093i,-0.00067098-0.00054309i,-0.00034238+0.0001809i,-8.1351e-05+0.00015926i,-0.00031212-0.00014903i,-0.0010798-0.00010487i,-0.00096954+0.00051601i,-0.00031205+0.00082078i,0.00019283+0.0004631i,0.00015365+0.00068499i,0.0004294+0.00064356i,0.0006861-8.7009e-05i,0.00076117-0.00085189i,0.0012154-0.00056039i,0.0012117+0.00050636i,0.00015029+0.00066784i,-0.00058102+0.0005408i,7.2162e-05+0.00020715i
0.00047533+0.00017275i,0.00043756+0.0010156i,0.00066552+0.001492i,0.0012399+0.001202i,0.0016163+0.00086057i,0.00051752+2.3547e-05i,-0.00091686-0.00074596i,-0.00075872-0.00079569i,-0.00056225-0.00026542i,-0.0007993+0.00094827i,-0.00078576+0.00092255i,0.00018642-7.801e-05i,0.00075791+0.00016098i,0.00018385+0.00094904i,0.00022021+0.00037235i,0.00049218-0.00017816i,-0.000345-0.00027408i,-0.00035138-0.00060112i,-4.4855e-05-0.00032445i,-0.00022415-0.00038382i,-0.0001032+9.5922e-05i,-4.6104e-05+0.00054748i,-0.00021994-0.00046304i
-0.0017584-6.2072e-05i,-0.0011956+0.0011057i,-0.00044061+0.0020318i,0.00015443+0.0019022i,0.00075657+0.0010444i,0.00062208-0.00032424i,-0.00026583-0.001188i,-0.00089642-0.00093251i,-0.00086151-0.00046528i,-0.00097381-0.00046874i,-0.0011445-0.00085616i,-0.00051499-0.00089572i,0.00014978-0.00072464i,0.00062596-0.00058656i,0.00054709-0.00059368i,0.00025072-0.00052936i,0.00014913-0.00054852i,0.00024453-0.00025835i,0.00044826+3.7379e-05i,0.0001025+0.00013093i,-0.00031247+4.3669e-05i,-0.00079525+0.00054967i,-0.00033766+0.0006594i
-0.0010727-0.00097029i,-0.001192-0.0003948i,-0.00054033-0.00019105i,-0.00035296+0.00097012i,-0.0010001+0.0010562i,-0.00016802+0.00016434i,0.00022052+0.0001756i,-0.00067102-1.8437e-05i,-0.00098322-0.0003052i,-0.00074472+9.9682e-05i,-0.00015108-0.00038535i,0.00025598-0.00071829i,0.00081354-0.000138i,0.0012469-8.7502e-06i,0.0013846+5.694e-05i,0.00096218+0.00056069i,0.00042629+0.00016957i,0.00051338-0.00094948i,0.00040159-0.001322i,5.7977e-05-0.0013919i,-0.00016126-0.00087656i,0.00063082-0.00029888i,0.00036457-0.00016844i
-0.00044182-0.0017638i,-0.001338-0.0016235i,-0.00043298-0.00070151i,0.00068043+0.00039089i,0.00072817+0.00034002i,-0.00042167-0.00012508i,-0.0018978+0.00014966i,-0.00084772+2.8511e-06i,0.00027709-0.00079968i,0.0002335-0.00059302i,0.00023492-8.9829e-05i,-0.00026036+0.00018524i,5.7258e-05+0.00075605i,0.00042442+0.0013179i,0.00054467+0.00068811i,0.0015818+0.00057161i,0.0018525+0.0011101i,0.001242+0.0006863i,0.00062781+0.00069654i,0.0003209+0.00060385i,0.00037284-0.00026089i,0.00041419-0.00069056i,1.8866e-05-0.00070266i
-0.00087183+0.0007554i,-0.00029136+0.00060091i,0.001018+0.0011262i,0.0023308+0.0014694i,0.0017313+0.00048339i,-0.00019423-0.00045382i,-0.0012707-0.00066337i,-0.00089354-0.00033531i,-0.00017922-0.00046774i,-5.771e-05-0.00018555i,-0.00028692+9.2836e-05i,-0.00021766-0.00012003i,-0.00034437-7.855e-06i,-0.00060291-0.00059647i,-0.00021807-0.00031731i,0.00048782+0.0010065i,0.00033312+0.00094568i,0.00017683+0.0002463i,0.00072111+0.00020219i,0.0010283+0.0002268i,0.00055527+0.00013717i,-0.00029258+0.00071952i,-0.00031996+0.00080023i
0.00070583+0.00058703i,0.00083193+0.00027579i,0.00068841-0.00012067i,0.00072327-0.00085786i,0.00052024-0.001309i,-0.00052708-0.0012214i,-0.0006454-0.0014819i,0.00017573-0.0010004i,0.00036127-0.00057462i,-0.00068366-0.00065177i,-0.00072813-0.00053023i,-0.00041105-0.00085056i,-0.00015291-0.00157i,0.00030375-0.0018701i,0.00039206-0.0013002i,0.00021442-0.00029852i,0.00051628-0.00069244i,0.00084708-0.00087035i,0.00017315-0.00043423i,-0.00022854-0.00066427i,-2.7646e-05-0.00022689i,-0.00079473+0.00019072i,-0.0013616-0.00042218i
-0.00031135+0.00051129i,0.00011962+0.00035973i,0.0011683+0.00091621i,0.0013916+0.0012007i,0.00094679+0.00083404i,0.00020106-0.00018349i,0.00017218-0.0010433i,0.00078897-0.00093613i,0.00060135-0.00044192i,0.00017947+0.00015343i,-8.4814e-05+8.9047e-05i,0.00011326-3.2598e-05i,0.00038176+0.00016238i,0.00077723+0.00046446i,0.00096397+4.7256e-05i,0.00064361-0.00026278i,0.0011573-0.0006605i,0.0010892-0.0010862i,0.00029845-0.0015217i,0.00070811-0.0014146i,0.00091617-0.00031062i,3.2636e-05+0.00052164i,0.00018906-0.00019968i
-0.0012788-0.00054544i,-0.0019079+0.00050189i,-0.0016809+0.00065763i,-0.00024446+0.00083936i,0.00038815+0.0010491i,0.00030718+0.00067775i,0.00027724+0.00030347i,0.00024479-0.00023868i,2.0856e-05-0.00082645i,0.00042244-0.0007093i,0.0010093-0.0002436i,0.00097782+0.00018433i,0.00075502+0.0014319i,0.00064925+0.0014594i,0.00060229+0.0001876i,0.00025919-0.00031155i,0.0002597-0.00040715i,0.00087903-0.00032494i,0.00082916-0.00028796i,0.00022916+8.558e-05i,-0.00039326+0.00079929i,-0.00042891+0.0010271i,0.00022498+0.0011142i
-0.0004375-0.00059175i,-0.0005748-0.0002414i,-0.0009948-0.00021219i,0.00028922+0.00056396i,0.0012565+0.0011429i,0.00088172+0.00031045i,3.9141e-05-0.00067846i,-0.00032842-0.00071813i,7.3246e-05-0.00037603i,-0.00038232-4.1343e-05i,-0.00011248+8.258e-05i,0.00042976+0.00055161i,0.00044079+0.0012687i,0.00086222+0.00091286i,0.0013761+0.00014729i,0.0011844+0.00044333i,0.00092359+0.00079349i,0.0010105+0.00088463i,0.00084501+0.00092482i,0.0003543+0.00074103i,0.00016169-0.00014633i,0.00024738-0.00025684i,0.0001022+0.00034334i
0.00023598+0.0013121i,0.00081022+0.0009456i,0.0013379+0.0015338i,0.001451+0.0020064i,0.00071291+0.0013876i,-0.00091365+0.00071813i,-0.0017589+0.00040325i,-0.0013858+0.00021203i,-0.0011784+6.8549e-05i,-0.00069943+0.00058008i,-0.00034691+0.00073931i,-2.0675e-05+0.00042783i,-0.00061734+0.00026679i,-0.00067034-0.00028763i,0.00061539-0.000228i,0.00062979-1.1301e-05i,7.4885e-05-0.00031291i,-0.00019362-0.00041003i,-0.0004652-0.00017864i,-0.00016337-0.00069676i,0.00035035-0.00094584i,0.00042445-0.0008548i,0.00079002-0.00062848i
0.0017298-0.00071832i,0.0012621-0.001739i,0.001465-0.0014291i,0.0023595-0.0016429i,0.0026335-0.0024042i,0.0013854-0.0019773i,0.00088811-9.6012e-06i,0.00068244+0.00062799i,-0.00011972-1.2724e-05i,-0.00072291-7.3192e-05i,-0.000565-0.00016705i,-0.00022784+0.00024403i,-3.4281e-05+0.00090413i,0.00022567+0.00037421i,-8.905e-05-0.00041443i,-0.0001096+0.00022014i,0.00019112+0.0005329i,-7.2935e-05+8.043e-05i,-0.00019042-2.4607e-05i,0.00014141-0.00057044i,0.00031352-0.00096923i,0.00015142-0.00075641i,0.00070197-0.0012843i
