-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
-0.0013846+0.0005993i,-0.0010407+4.0555e-05i,-0.00052024-3.8273e-05i,0.00025929-0.0010321i,0.0014269-0.0011266i,0.0018024-0.0014587i,0.0015612-0.0018337i,0.00034299-0.0014174i,-0.0014753-0.00062419i,-0.0015893-0.001062i,-1.8996e-05-0.001234i,0.0010241-0.00066672i,0.00077722-0.00010142i,0.00026469-0.00067303i,-0.00026428-0.0012507i,-8.9714e-05-0.00082166i,0.00033975-0.00025338i,-6.9219e-05-0.00052604i,-0.00028231-0.00040781i,-0.00058738+0.0001509i,-0.00031144+5.3047e-05i,-0.00039485+0.00023492i,-0.000258+0.00074059i
-0.0018615+0.0012509i,-0.0018543+0.001054i,-0.00098221+0.0015004i,0.00072813+0.0022438i,0.0019529+0.0015912i,0.0025219-0.00026289i,0.0011024-0.0014347i,-0.00044533-0.00097019i,-0.00040909+0.00028725i,-0.00055792+0.00059793i,-0.00068243-0.00086975i,-2.5965e-05-0.0014335i,5.4747e-05-0.0007217i,-0.00098375+0.00020646i,-0.0011572+0.0003879i,-0.00054563+0.00070299i,-0.00030562+0.0017031i,0.00020907+0.0016686i,0.0010319+0.0012531i,0.001117+0.0013747i,0.00046451+0.0011637i,-4.4314e-05+0.00063418i,-8.4026e-05+0.00042897i
0.0012666+0.00017128i,0.00078957-0.00022529i,0.0011549-0.00086639i,0.0012187-0.0011963i,0.00075027-0.00191i,0.00015969-0.0015411i,-0.00026076-0.00053908i,-0.00013096+0.00031162i,-0.00029606+0.000451i,-0.0012675-0.00018695i,-0.0014998-0.0006787i,-0.00077367-0.00062162i,-0.00027742+0.00039643i,-0.00017695+0.0011043i,2.8319e-05+0.00042855i,0.00054396+0.00015059i,0.00083905+0.00065789i,0.0013017+0.00055423i,0.0013364+0.00025099i,0.00078771+0.00089027i,0.00016731+0.00093063i,-0.00062796-0.00046607i,-0.00084616-0.00054098i
-0.00104-0.000446i,-1.2496e-05+0.00099767i,-2.6697e-05+0.0012926i,-0.00066385+0.0006414i,-0.0011181+0.0008821i,-0.0011001+0.0011441i,-0.00053804+0.0012911i,-0.00021477+0.00099219i,0.00025551+0.00067075i,0.00036841+0.0006797i,-0.00033188+0.00083286i,-0.0012925+0.0016129i,-0.00086924+0.0011734i,0.00027871+0.00060488i,0.00030611+0.00028155i,-0.0001186-0.00022851i,0.00053881-0.00026734i,0.0011327-0.00049716i,0.00077499-0.00067526i,0.00072941-0.00088993i,0.00091691-0.0012514i,0.00086813-0.00076362i,0.00050489-0.00048161i
0.00021627+0.00048919i,0.00090366+0.00018612i,0.0010679-0.00018232i,0.00098631-0.0010363i,0.0012506-0.0015361i,0.0014502-0.00088144i,0.0013271-0.00051242i,0.00076704-0.00029575i,0.00096233+0.00027716i,0.0017803+0.00068221i,0.0013456+0.00061913i,0.00088082+0.00083382i,0.00092494+0.0011698i,0.0010153+0.0004782i,0.001172-0.00063037i,0.00065735-0.0006132i,-0.00014337-0.00031453i,-0.00068309-0.00039725i,-0.00061068-0.00081107i,-0.00058673-0.00069715i,-0.00055273+8.4661e-06i,-0.00052714+0.00060723i,-0.0004676+0.00057212i
-0.00089182-0.00046372i,-0.00034937-0.00032946i,-0.00046762-0.00015884i,0.00086868-9.567e-05i,0.0031522+0.00016132i,0.0031116-1.2149e-05i,0.0015707-0.0010121i,0.00064941-0.0018372i,-0.0005435-0.0014598i,-0.00030272-0.00066326i,0.00063977+0.00030642i,0.00086125+0.00056008i,0.0011177+0.00070957i,0.00093447+0.00094587i,0.00067396+0.00051595i,2.1277e-05-0.00014355i,-0.00016864+6.5236e-06i,-0.00011673+0.00055171i,-0.0003286+0.00065216i,-0.00010251+0.00046791i,0.00025208+0.00078303i,0.00028817+0.00060886i,0.00027496-6.888e-05i
0.00018943+0.0015262i,-0.00029139+0.00044669i,0.00069561-0.00080011i,0.0019552-0.00095838i,0.0016296-0.0013101i,0.00098686-0.0018487i,0.00037862-0.0015139i,-0.00089805-0.0016303i,-0.00099936-0.0009338i,-0.0003612-0.00084857i,7.4663e-06-0.001963i,0.00023078-0.0016902i,-0.00018645-0.0013482i,0.00019765-0.0013527i,0.0011042-0.00050956i,0.00028709+0.00054064i,-0.00042536+0.0013776i,-0.00037704+0.0013883i,-0.00020853+0.0010152i,-0.000213+5.3144e-05i,0.0003999-3.5306e-05i,0.00065099+0.0007781i,-0.00028336+0.001002i
-0.00012715-0.00034301i,-0.00034972+0.00067754i,-0.00011376+0.0011231i,0.00050039-0.00038443i,0.00049081-0.0016248i,0.00043336-0.0018366i,-0.00053217-0.0015511i,-0.0017355-0.001385i,-0.00094506-7.6106e-05i,-0.00053822+0.00079089i,-0.0012542-0.0010226i,-0.00088617-0.0018168i,-0.00034949-0.00061254i,-0.00041769-4.8575e-05i,-0.00055925-0.00020006i,-0.00026462-0.00028826i,0.00026701-9.8937e-06i,0.00044463+0.00012945i,-0.00010013+2.3853e-05i,-5.2192e-05-0.00039977i,0.00043131-0.00014687i,7.1317e-05+0.00064006i,-0.00012354+0.0002525i
0.00093736-0.00051265i,0.00081116-0.00025702i,0.00041634-0.00068718i,-0.00026733-9.3728e-06i,-0.00093956+0.00097392i,-0.0012962+0.0010181i,-2.4424e-05+0.001055i,0.00081044+0.00093277i,0.00071239+0.00050744i,2.7902e-05+0.00024401i,-0.0012252-0.00080735i,-0.0018279-0.0011402i,-0.0014844-0.00026018i,-0.00064409+1.222e-05i,0.0002444-0.00016945i,0.0008721-0.00013457i,0.00023415-0.00041116i,-0.00042028-0.00072608i,0.00019945-0.00079367i,0.00057344-7.2603e-05i,-0.00011795+0.00044778i,-0.00011774+0.00035035i,0.00013615+0.00061199i
0.00070117+0.00018188i,0.0005903+0.00063755i,9.2496e-05+0.00068583i,-0.00050161-0.00086235i,-0.00031814-0.00084286i,0.00018286-0.00011479i,0.00071406-0.0007677i,0.00070915-0.001313i,0.00030842-0.00075473i,0.00018078-0.00012425i,-0.00054114+0.00045593i,-0.0018171+0.0011067i,-0.0011761+0.0010355i,0.0003266+0.00048284i,0.00036229+0.00023988i,-2.0561e-05+0.00046575i,2.5522e-05+0.00035988i,-2.2538e-05-0.00038971i,-9.7638e-05-0.00049441i,-0.00037489-7.28e-05i,-0.00015656+0.0002584i,0.00018507+0.00047806i,-6.8186e-07+0.00039831i
0.00087672-0.00062395i,0.0003972-0.00024398i,0.00098258-7.9347e-05i,0.0029455-0.00023964i,0.003582-0.00059205i,0.0017263-0.00067252i,0.00040364-0.0012999i,0.00094176-0.0020181i,0.0010323-0.0014858i,0.00081201-0.00060255i,0.00060055+0.00040361i,0.00018499+0.0012658i,-0.00033337+0.0016798i,-0.00022972+0.0013174i,0.00084687+0.0003779i,0.0012824-0.00032969i,0.00044472-0.00043971i,0.00028034-0.00015934i,0.00010706-0.00015803i,-0.00042571-0.0003843i,-0.00047499-0.00028475i,-0.00073159+0.0002206i,-0.001098+0.00071853i
-0.00053874-0.0013662i,-3.3347e-05-0.001281i,-0.00057389-0.00083842i,-0.0013957-0.0012345i,-0.0015398-0.0012618i,0.00031608-0.00087661i,0.0014168-0.0009702i,0.00015686-0.0017085i,-0.00096254-0.0018233i,3.4173e-05-0.0018656i,0.00096965-0.0010967i,0.0012326+0.00015327i,0.00078346-7.5849e-05i,0.00027301-0.00027794i,0.00070954-3.6035e-06i,0.0007627-5.8066e-05i,0.00015593-7.6367e-05i,-3.6778e-05+0.00039736i,0.00053938+0.00063284i,3.4855e-05+0.00062906i,4.1787e-05-3.416e-05i,0.00028092-6.4199e-05i,0.00046802+1.2922e-05i
-0.00056406+0.00041956i,0.00046879+5.6472e-05i,0.0011794+0.00012728i,0.0021267+0.00061418i,0.0024626+0.00030262i,0.0021562-0.0010403i,0.00062039-0.0022855i,-0.0007384-0.0018429i,-0.00056881-0.00051962i,-5.4274e-05-0.00048457i,0.00013554-0.00066874i,0.0006523-0.00064649i,0.00095187-0.00067362i,0.00083646-0.00069682i,0.00050259-0.00031997i,-0.00096911+0.00016294i,-0.0010233+0.00020674i,6.6978e-05-0.00049875i,-0.00064897-0.00043499i,-0.00065846+0.00048097i,0.00038411+0.0005985i,0.0007928+0.00040421i,0.00057715+0.00071878i
0.0018453+0.00029358i,0.0011423-9.2336e-05i,0.00035408-0.00018389i,-0.00041727-0.0003529i,-0.00075383-0.00046804i,-0.00092514+0.00059705i,-0.00066493+0.0010665i,-0.00042451+0.0013689i,-0.00038002+0.0019193i,-0.00024601+0.0014176i,-0.00073901+0.00035855i,-0.0015981-0.00025007i,-0.0014964+7.3453e-05i,-0.00057686+0.0005004i,-0.00025167+0.0010371i,0.00012056+0.0010776i,0.00064058+0.00069166i,0.00073741+0.00036619i,0.00096433-2.089e-05i,0.00062366-0.00066741i,0.00047594-0.00049284i,0.00038268-0.00039538i,-0.00039766-0.00084295i
0.0012986+0.00046626i,0.0010585+0.00090785i,0.0012551-0.00037776i,0.0023715-0.0016053i,0.0026286-0.0019664i,0.0011123-0.0015503i,0.00024683-0.0014291i,0.00033161-0.001109i,0.00066315-0.0003031i,0.001294+0.00022692i,0.00020554+0.00065562i,-0.0017772+0.00038547i,-0.0019292+0.00061385i,-0.0010568+0.0012501i,-0.0012167+0.00091493i,-0.0012484+0.00016569i,-0.0006929-0.00022228i,-0.00060949-0.00047109i,-0.00019117-0.00063436i,4.2024e-05-0.00045164i,-0.00089716-0.00064848i,-0.0012393-0.00070171i,-0.00088725-0.0003389i
0.00055026-0.00041534i,0.00012631+0.00024912i,-0.00022484-0.00054012i,-0.0010861-0.00088018i,-0.0010557-0.00018824i,-0.00077197+0.0010005i,-0.00015796+0.00038164i,0.00010881-0.0003719i,-5.4659e-05-0.00026254i,-0.00012344-0.00032989i,-0.00089012+0.00062464i,-0.0018052+0.0016757i,-0.0014599+0.0015968i,-0.0002156+0.00089106i,0.00056262+1.6933e-05i,0.00055704-0.00029175i,6.4652e-05-0.00075805i,-0.0004885-0.00034672i,-0.0010039+0.00049514i,-0.0012585+0.00055409i,-0.0010554+7.9701e-05i,-0.00049297-0.00022741i,7.9965e-05-0.00031824i
-0.00012487+0.00080569i,-0.00058144-0.00065782i,0.00030732-0.00087441i,0.0012584-0.0010806i,0.0010842-0.0020027i,0.00081338-0.00078579i,0.00030673+0.00018706i,-0.00015237-0.00068353i,-0.00033431-0.00036918i,-0.00048578+0.00012974i,-0.00014648-0.00014217i,0.0012156-0.0002938i,0.0020284+0.00026072i,0.0012962+0.00027936i,0.00064283+0.00025212i,0.00029567+0.0004863i,0.0003195+0.00044922i,0.00044957-6.9406e-05i,0.00058489+0.00015664i,0.00048393+0.00066059i,0.00012279+0.00041082i,-0.00023656+0.00028994i,-0.00027122-0.00011761i
-0.00021771+0.00044586i,-0.0003858+0.00029386i,-0.00089332+0.0014978i,-8.7207e-05+0.0023491i,0.0013231+0.0020719i,0.0028012+1.7947e-05i,0.0020971-0.001516i,0.00059888-0.0010354i,0.00045909-0.00013258i,0.00026537+9.4997e-05i,0.00064628+4.1707e-05i,0.001304-0.00018375i,9.6892e-05-0.0012791i,-0.00073809-0.0013741i,2.2833e-05-0.00055807i,-0.00021154-0.00066718i,-0.00049221-0.00056702i,0.000102-4.5978e-05i,0.00048546+0.00026592i,-5.6194e-05+0.00025649i,-0.00043436+0.00027685i,-4.1441e-05+0.00020083i,0.00041129+3.2064e-05i
7.5922e-05+0.00042551i,0.00093946-0.00059603i,0.00086065-0.00065778i,0.001204-0.00044055i,0.0019529-0.00030291i,0.00062287-0.00028904i,-0.00097135-0.00088979i,-0.0016796-0.00036724i,-0.0017259+0.00045504i,-0.0011242-0.00035697i,-0.00039529-0.0007863i,0.00033153-0.00043667i,0.00029854-0.00041986i,0.00017094-0.0003234i,7.3806e-05-9.8806e-05i,0.00025071-0.0003322i,0.00028072-0.00062449i,0.00010524-0.00081975i,0.0002602-0.00084122i,9.2522e-05-0.00069137i,0.00035114-0.00085437i,0.00082866-0.00069554i,0.00066249-0.00045076i
0.0011512-0.00062806i,0.00026267-6.551e-05i,6.8468e-05-0.00068009i,0.00088484-0.0017719i,0.00078678-0.0025625i,0.0002592-0.0030606i,4.1477e-05-0.002343i,-0.00041247-0.0012566i,0.00016975-0.0010887i,0.00088647-0.00106i,0.00038245-0.0011944i,-0.00069824-0.0010057i,-0.0012026-0.00066956i,-0.0007186-0.00030219i,-0.0005885+0.0005024i,-0.00069861+0.00095788i,-0.00028997+0.00035677i,0.00030129-0.00076906i,0.00018575-0.00066398i,-0.00033192-0.00056655i,-0.00069767-0.00081629i,-0.00035538-0.00022367i,0.00037288+1.7902e-05i
0.0016103+0.00050813i,0.00085204+0.00038607i,0.00059967-0.00042052i,0.0008999-0.00092937i,0.00077267-0.00080725i,0.0002264-3.9716e-05i,-0.00064994+9.0658e-05i,-0.00030951-0.00015551i,0.0006077-0.00021391i,0.00073467+0.00011775i,-0.00057588+0.0003869i,-0.0014913+0.00017839i,-0.0015468+0.00041108i,-0.00083707+0.0013777i,0.00034881+0.0019915i,0.00032176+0.00085148i,-0.00023917-0.00054751i,-0.00094104-0.00024739i,-0.001102+5.4305e-05i,-0.00071036-0.00029797i,-0.00045119+3.5358e-05i,0.00046488+0.00042492i,0.00069314-9.722e-05i
0.0010264+0.00030043i,0.00022849+0.00023443i,0.00016738+0.00018264i,-8.6278e-05-0.00058927i,-0.00010204-0.00082796i,-0.00074119-3.7171e-05i,-0.00079444-9.7046e-05i,-0.00030112-0.00031896i,0.00022868-0.0003893i,6.9838e-05-5.1137e-05i,-0.00095392+0.00019296i,-0.00094787+0.00084188i,-0.00042241+0.0014961i,6.9906e-05+0.00095429i,0.00077966+0.0007632i,0.0013887+0.00087392i,0.00085052+0.00056598i,0.00048898+0.00048115i,0.00016241+0.00060637i,-0.00062934+0.00059994i,-0.00023546+0.00087312i,-0.00013479+0.0012263i,-0.00089351+0.00029912i
0.0013478-0.00031272i,0.00032832+0.00038807i,0.00059924+0.0004693i,0.0015464+0.00024728i,0.0025548-0.00019833i,0.0032345+8.2354e-06i,0.0027259-0.00052019i,0.0022182-0.00071253i,0.0020427-0.00039964i,0.00064301-0.00068257i,-0.00023174-0.00042662i,0.00056213-0.00014305i,0.0010692-0.00024936i,0.00085638+7.264e-05i,0.00035945+0.00061193i,0.0003713+0.00048341i,0.00083783+0.0003517i,0.00059653+0.00045539i,9.1556e-05+0.001108i,4.3507e-05+0.0012264i,-0.00042688+0.00041195i,-0.00041221+4.137e-06i,0.00020854-7.965e-05i
1.9332e-05+0.00037617i,-0.00013126+0.0018281i,0.00015749+0.0012976i,0.00054902+0.0003199i,5.7412e-05+0.00021232i,-0.00087428+7.7725e-06i,-0.00097046-0.00033712i,-0.00020047-0.000709i,0.00017735-0.00020172i,0.00039209+0.00016777i,0.0004853+0.00024177i,0.00045275+0.00051283i,0.00037659+7.2702e-05i,0.00027128-0.00022687i,5.8497e-05-0.00054055i,7.5242e-05-0.0011309i,6.6229e-06-0.00091485i,7.6014e-05-0.000234i,0.00025888+0.00049813i,1.7717e-05+9.8462e-05i,-0.00013058-0.00026183i,-0.00067367+0.00016537i,-0.00050873-6.9686e-05i
-0.0010195-0.00011523i,-0.00071672-0.0013062i,0.0001459-0.0012266i,0.0013721-0.00026186i,0.0024728+0.00031326i,0.0021443-0.00071604i,0.00035745-0.0013312i,-0.0009253-0.00035605i,-0.00065061+0.00023661i,0.00011683+1.368e-05i,0.00018681-0.00019815i,-0.00016118-0.00064986i,-0.00079681-0.00067195i,-0.00016817-0.00040802i,0.00010534+0.00022835i,-0.00076671+9.4257e-05i,-0.0009121-0.00049893i,-0.00087757-0.0001328i,0.00025666+0.00019515i,0.00062819-5.3258e-05i,-0.00045046-0.00063985i,-0.0005022-0.00059821i,7.7623e-05+0.00046849i
0.00028462+0.00079861i,0.00038253+0.00040981i,0.00074923+3.546e-05i,0.00019612-0.00036446i,0.00032378-0.00095324i,0.0018064-0.00091868i,0.0015591-0.0012249i,-0.00029509-0.0011319i,6.3686e-05-0.00019239i,0.0014014-0.00049569i,0.00044879-0.00034223i,-0.00081386+0.00029465i,-0.00021491+2.7219e-05i,-7.7685e-05+0.00025408i,-0.00090652+0.00062717i,-0.00079123+0.0003872i,-0.00051883+0.00035963i,-0.00035234-2.7735e-06i,-0.00045449-0.00089331i,-0.00051371-0.00099538i,0.00025157-0.00063659i,0.00024928-0.00088241i,-0.00033153-0.00053085i
0.00047355-1.5539e-05i,0.00022305+0.00021111i,-0.00014311-0.00013945i,-0.00041623-0.00082336i,9.68e-05-0.0014958i,0.00053695-0.0021148i,0.00067802-0.0016591i,0.00093557-0.0015181i,0.00085101-0.001145i,0.00046824+0.00010851i,9.5082e-05+0.0007675i,-0.00040949+0.00082188i,-0.00078527+7.6573e-05i,-0.00056634-1.0194e-05i,-0.00010915+0.0007329i,0.00018978+0.0014781i,-0.00034597+0.0019164i,-0.00038316+0.0010397i,-0.00015882+0.00019883i,-0.00031846+0.00026426i,6.9198e-05+0.00081986i,0.00079493+0.00075114i,0.00085948+0.00032986i
-0.00046701+0.00040863i,0.00056248-7.3281e-05i,0.0013062+0.00050323i,0.0017718+0.000717i,0.0015494-0.00028776i,0.00093393-7.117e-05i,-3.0801e-05+0.00049756i,-0.00064766-0.00017409i,-0.00076789-0.00085148i,-0.00076958-0.00055768i,-0.00023744+5.5946e-05i,0.00061937+0.00015986i,0.00057847+0.0005995i,0.00039977+0.00067254i,0.00057793+0.00071457i,-5.0307e-05+0.00046994i,-0.00035083+0.00021006i,-8.9406e-05+0.00032712i,-0.00030004+0.00067666i,-0.00052205+0.00053957i,-0.00065435-2.5187e-05i,-0.00084919+0.00023986i,-6.91e-06+0.00064733i
0.00063773+0.00082588i,0.00025295+0.0003307i,0.00027431-0.00073955i,0.00044883+0.00014421i,-8.6637e-05+0.0025799i,-0.00066321+0.0029977i,9.8714e-05+0.0011874i,0.00049484-0.00049316i,0.00075159-0.0010261i,0.00059282-0.00087529i,3.5343e-05-0.00012113i,0.00025525+0.00079532i,0.00079353+0.0015456i,0.00089501+0.0015821i,0.00066485+0.00074229i,0.00067203+0.00020982i,0.0017056+0.00020094i,0.0021566+0.00073381i,0.00094315+0.00094576i,-0.0002308+9.3329e-06i,-0.00088027-0.00020737i,-0.00067567+0.00025769i,0.00012271+0.00030845i
0.0014163-0.00020658i,0.0016974+0.00046887i,0.0019356-0.00033695i,0.0014755-0.00098812i,0.0013224-0.0013528i,0.0014452-0.00072491i,0.0016126+0.00067531i,0.0012352+0.00074753i,0.00028927+0.00031539i,0.00042053+0.00049508i,0.0010431+0.00055166i,0.00081174-4.3855e-05i,-0.00051222+5.9453e-05i,-0.0012814+0.00010403i,-0.00063208-0.00035348i,0.00040963-0.00075859i,0.00014783-0.00060447i,-0.00042488-0.00041319i,0.00033902-0.00048731i,0.00076422+0.00041412i,0.00028613+0.0012029i,8.3016e-05+0.00089283i,0.00049712+0.00046053i
0.00097444-0.00032153i,0.00080659-0.00024284i,-2.3204e-05-0.00021921i,0.000414-0.00013291i,0.0025794+0.00013184i,0.004044+0.00058066i,0.0032636+0.00023023i,0.0020381+3.7832e-05i,0.0010099+0.00031858i,0.0009042+0.00081286i,0.00043518+0.00022677i,-0.0014504-0.00012549i,-0.0021824+0.00016409i,-0.00089087+0.00020667i,-0.00030038+0.00056299i,-0.00025433+0.00014345i,-0.00084034-0.0011487i,-0.00047954-0.0012272i,5.582e-05-0.00096313i,-0.00010486-0.00059956i,0.00039898-0.00082953i,0.0008982-0.00080055i,0.00078003-0.00052827i
-0.0010536+0.0011502i,3.6552e-06-0.00082404i,0.0014067+0.00035115i,0.0020433+0.00078957i,0.0017185-0.00019645i,0.00062245-0.0018298i,-0.00040828-0.0025782i,-0.00046979-0.00098338i,-0.00060424+0.0004745i,-0.00074385+0.0004198i,-0.0011711-0.00085162i,-0.0012769-0.00089519i,-0.0010616+0.00035979i,-0.0011522+0.00010106i,-0.0015858+0.00037849i,-0.0014869+0.00060583i,-0.00077466+0.00022787i,0.00010617+0.00036567i,0.00077895-7.6362e-05i,0.00025401-0.00047177i,-0.00030921+4.1394e-05i,-0.00045347+0.00023905i,-0.00077933+2.2283e-05i
-0.00093101+0.00066424i,-0.0016595-7.9526e-05i,-0.00064669+0.0011188i,0.00019907+0.00012944i,0.0009557-0.0025787i,0.00081967-0.0027595i,-0.00034229-0.001208i,-0.00039237-0.00045895i,-0.00016257-0.00021684i,-0.00032574-0.00012246i,-0.0010296-0.00050539i,-0.0010133+0.00023769i,-0.00029869+0.0011663i,0.00048097+0.0010024i,0.00070394+0.0010555i,0.00077976+0.00082497i,0.00022545+0.00068407i,-0.00010719-7.4467e-05i,-0.00049022-0.00086722i,-0.00087945+0.00017544i,-0.00083045+0.0011976i,-0.00085241+0.00037232i,-0.00092075-0.00019705i
0.0017925-0.00045811i,0.0016847-0.0007166i,0.0011413-0.0011358i,0.001379+0.0006367i,0.0011516+0.0029247i,0.00027829+0.0038475i,0.00040545+0.0027885i,0.00055106+0.00089653i,5.5107e-05+0.00027068i,-0.00058204+0.00017695i,-0.00095202+0.00043478i,-0.00080915+0.00079353i,-0.0007424+0.0012797i,-0.00028689+0.0012444i,0.00050748+0.00070246i,0.00084753-4.789e-05i,0.0015914+4.1488e-05i,0.0018218+0.00016935i,0.0012123-0.00019508i,0.0006811+5.0318e-05i,0.00065886+0.00055625i,0.00038719-0.00041645i,-0.00013869-0.00093234i
-0.0006118+0.00011921i,-0.00025107-0.0002943i,4.585e-05-7.6491e-05i,0.00027293-0.00062585i,0.00086541-0.0016296i,0.001026-0.0014774i,0.00052809-0.0012878i,-0.00021341-0.0015896i,-0.00065984-0.0012937i,-0.00059741-0.00053786i,0.0001459-0.00031376i,0.00041967-0.00047691i,0.00059686-0.00068027i,0.00020952-0.0012927i,-0.00065517-0.0015745i,-0.00056389-0.0012515i,-0.00043415-0.00075848i,-0.00047116-0.0001362i,-0.00021828+0.00061139i,0.00015853-1.7387e-05i,-5.679e-05-0.00048405i,-0.00012746+0.00029784i,0.00036649+0.00051457i
-0.0007243+0.0017004i,0.00026636+0.0010049i,0.0017017+0.0011425i,0.0028594+0.00091318i,0.0037318+0.00084237i,0.0032828+0.00037675i,0.0018565+9.0971e-05i,-7.0914e-05+2.6478e-06i,-0.00073743-0.00023171i,0.00021207-9.4676e-05i,0.00085562-0.00042032i,3.0871e-05-0.00077626i,-0.00021621-0.00015702i,-9.8659e-05+0.00077412i,-0.00058023+0.00049i,-0.00078373-0.0001439i,-0.0012132-0.00086013i,-0.0010393-0.0015201i,-0.00095643-0.0014609i,-0.0014893-0.00059128i,-0.0013315-6.8435e-05i,-0.0008465-2.758e-05i,-0.00057156+0.00020161i
0.0010331-0.00087192i,0.0011601-0.00075544i,-9.7077e-06-0.0014615i,-0.00087993-0.0024706i,-0.0014506-0.0025419i,-0.0018386-0.0015856i,-0.0011744-0.00099102i,-0.00072494-0.00010906i,-0.00051148+0.00021844i,2.1828e-05-0.00099977i,-0.00048849-0.0011361i,-0.00068128-7.3945e-05i,-0.00044484+0.00050069i,-0.00089257+0.00030307i,-0.00094283-4.4731e-05i,-0.00085712+0.00016327i,-0.00030572+0.00091342i,0.00069965+0.00089579i,0.0008199+0.00049045i,0.00097234+0.00034324i,0.0011209-0.00023176i,3.895e-05-0.00084505i,-0.00054589-0.00060144i
0.00097169-0.00011036i,0.00045478-0.00041294i,0.00046404-8.3088e-05i,0.0010504+0.00046133i,0.0017578-0.00061922i,0.0021557-0.00085614i,0.0018862-4.6685e-05i,0.00097816+0.0003316i,0.00010316+0.0005223i,-0.0007909-0.00039569i,-0.00075309-0.00068443i,-0.00097061+0.00014043i,-0.00027151+0.00047884i,0.00082153+0.00097863i,0.00052029+0.0011253i,0.00028521+0.00023291i,0.00064167-0.00021059i,0.00064625+0.00072856i,-0.00017744+0.0011197i,-0.00027721+0.00058115i,0.00034297-0.00029533i,-6.2716e-05-0.00012384i,-0.00086819+0.00057487i
5.1736e-05-0.0012676i,-0.0002544-0.00056835i,-0.00031749-0.0008524i,-0.0010802-0.00014717i,-0.0016629+0.0010441i,-0.00095018+0.0010104i,0.00021679+6.4709e-05i,0.00076843-0.0007483i,0.00048629-0.00075632i,9.7272e-05-0.00013017i,-0.00047983-3.6483e-05i,-0.00061442+0.0014872i,-0.00042161+0.001634i,-0.00026269+0.00029148i,0.00043466-0.00045437i,0.0015369-0.00065601i,0.0014709-0.00054589i,0.00075527+1.5998e-05i,0.00045223-2.8382e-05i,0.0002035-0.00044584i,-0.00021181+0.00023984i,-0.00079967+0.00098386i,-0.00040098+0.00058094i
-0.00062739+0.0007342i,-0.0007496+0.00052533i,0.00062739+0.00078731i,0.0032095+0.00019035i,0.0044981-0.00047411i,0.0037648-0.0019425i,0.0014582-0.0028186i,0.00090046-0.0019517i,0.001308-0.00026151i,0.00077998+0.00051914i,0.00050226+0.00010217i,0.00041048-0.00017396i,-0.00020723-0.00072233i,-0.0005329-0.00065057i,-0.00069918+0.00020385i,-0.0010571+0.00029043i,-0.0011878-0.00012237i,-0.00073816+9.9823e-05i,-0.00044191+0.00046856i,-0.00055717+0.00063409i,-0.00069778+0.00071083i,-0.00071572+0.00093582i,-0.00045734+0.00099305i
0.00020187-2.7107e-05i,0.00035922+0.00042095i,0.0010887+0.00068755i,0.00055211+0.00079641i,-0.00065146+0.00082492i,-0.00060563+0.00017692i,8.6256e-05-0.00035743i,-0.0006139-0.00010779i,-0.00049082+0.00017064i,0.0012192+0.0001521i,0.0015078+0.00063214i,0.00014054+0.00096341i,-0.00010766+0.00053044i,0.00056723+0.00023867i,0.00059301+6.6201e-05i,-0.0007537-0.00036152i,-0.0011062-0.0011706i,-0.00056987-0.0021082i,0.00030946-0.0015414i,0.00054138+4.6367e-05i,0.00032437+0.0010317i,0.00017072+0.00059152i,-0.00014114-0.000278i
0.00063642-7.2641e-06i,-0.00013059-0.00054935i,0.0010455-0.00027469i,0.0024564-0.0010894i,0.0016868-0.0023071i,-6.8923e-05-0.0020674i,-9.6117e-05-0.0011288i,0.00051412-0.00082275i,-0.00013695-0.00034028i,-1.2227e-05+0.00024131i,0.00046166+9.63e-05i,-0.00017267-0.00050808i,-0.0012651-0.00061237i,-0.0011823-0.00026644i,-0.0010183+0.00012693i,-0.00063196+0.00057136i,7.2176e-05+0.001053i,-0.00015942+0.0011261i,-0.00026794+0.00127i,0.00049977+0.00012234i,0.00081196-0.00096596i,-0.00015974-0.00092698i,-0.00095552-0.00086559i
-0.00022311-0.00015154i,-0.00018999-0.00037006i,7.7176e-05+0.00012728i,-0.00061156+0.0006258i,-0.0012649+0.00066054i,-4.8465e-05+0.00058588i,0.0016499+2.6268e-05i,0.0017447-9.2733e-05i,0.00021258+0.00034313i,-0.00069121+4.6467e-05i,-0.00034118-0.00042253i,-0.00054474-0.00019206i,-0.0010081+0.00026425i,-0.00085326+0.00054267i,-0.00088893+0.00066331i,-0.00074132+0.00072715i,-0.00011451+8.4688e-05i,0.00013726-0.00040389i,0.00030125-0.00019682i,0.00052855+7.5041e-05i,0.00042789+0.00013695i,-0.00040079+0.00032602i,-0.00067384+0.00023265i
