-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
-0.00061638+0.00022778i,0.00025179+0.00054801i,0.00036379+0.00097652i,0.0016934+0.00053895i,0.0025749+0.00056769i,0.0017817+0.00033139i,0.00048911-0.00058225i,-0.00056802-0.0010995i,-0.00078779-0.0002627i,-0.00073429+0.00087034i,-0.0009156+0.00089072i,-0.00066278+0.00024578i,5.9015e-05+0.00011519i,0.0001921-1.4414e-05i,0.00033431+0.00020383i,7.7011e-05+0.00060388i,0.0005998+0.00083329i,0.0021554+0.0010827i,0.0017467+0.0015912i,0.00024552+0.0010832i,0.00017913-0.00064118i,0.00024402-0.00076485i,-0.00019742+0.00022677i
0.00087893-0.00075453i,0.00064735-0.00060502i,0.0013021-0.00043103i,0.0013233+0.0012103i,0.0015871+0.0015861i,0.0016336-4.687e-05i,0.00089725-0.0014338i,0.0015312-0.0013612i,0.0022987-0.00033502i,0.0016623+0.00063566i,0.00042708+0.00078261i,-0.0009045-3.2587e-05i,-0.00072145-0.00037265i,0.00050516-2.6531e-05i,0.00072633-0.00011719i,0.0002607-0.0001439i,-0.00013828+8.6843e-05i,9.235e-05+4.2488e-05i,0.00032281-0.00028052i,-0.00011977+0.00036225i,-5.3464e-05+0.00098499i,0.00083025+0.0006191i,0.00064984-0.0002358i
-0.0017987-1.7528e-05i,-0.0017288-0.00050024i,-0.00088833-0.00064358i,-0.00034126-0.0016591i,0.00012892-0.0020798i,0.00059202-0.0024936i,0.0004019-0.0024768i,9.3265e-06-0.0022337i,8.9144e-05-0.0015829i,0.00047946-0.00047907i,0.00025557+0.00037971i,-0.00030125+0.0013612i,-0.00036442+0.0017934i,4.866e-05+0.0014765i,-9.9845e-05+0.0003914i,-0.0001783-0.00092865i,7.0275e-05-0.0016168i,0.0003187-0.0018034i,0.00069098-0.0017422i,0.00042837-0.00098158i,5.6891e-06-0.00030567i,0.00012998-0.0001371i,-0.00027682-6.2331e-06i
0.0020178-0.0014238i,0.0013765-0.0007476i,0.0016673-0.0011495i,0.0019626-0.00082802i,0.0007652-0.00038041i,-0.0012819-0.00024161i,-0.00073739-0.00037461i,0.00077982-0.00176i,0.00092536-0.002856i,0.00094625-0.0025381i,0.00055217-0.0015039i,-0.00013413-0.00054314i,-0.00022885+5.5941e-05i,-0.00036365-0.0003129i,-0.0003738-0.0013829i,-0.000226-0.00096598i,-0.00069974+0.00076105i,-0.0020207+0.0014844i,-0.0016563+0.0012252i,-0.00072264+0.0006939i,-0.00036562+0.00053241i,8.1211e-05+0.00081919i,0.000387+0.00054391i
0.0010628-2.5131e-05i,0.0013465+0.0001344i,0.00078488-0.00062023i,0.00032159-0.0012877i,-4.3261e-05-9.6525e-05i,-0.0004489+0.00062942i,-0.0010163+0.00032986i,-0.0022216+7.4287e-05i,-0.0025207-0.00031356i,-0.0015533-0.00061498i,-0.00037307-0.00078436i,0.00048646-0.00031178i,0.00092337+0.00057345i,0.00064215+0.00019032i,-6.9656e-05-0.00073521i,-0.00053533-0.00065583i,-0.00035225-0.00017164i,-0.00048611-0.00027354i,-0.00096942-0.00090012i,-0.00055069-0.00059768i,0.00015378+0.00010008i,2.1586e-05-0.00016146i,-0.0003308-0.00088902i
-0.0010456+0.00013805i,-0.00017876-0.00037i,0.00064396-0.00088771i,0.001757-0.00030258i,0.0022419+0.00039284i,0.0025355+0.00049658i,0.002153+0.00041788i,1.6889e-05+0.00093128i,-0.0010112+0.00093184i,-0.00080561+0.00011556i,-0.00056925-0.00077637i,0.00012397-0.0014835i,0.00038897-0.00095779i,0.00041882+0.00029855i,0.00074899+0.00067444i,0.0015228+0.00058911i,0.0015355+0.0010763i,0.0016357+0.0011437i,0.0018086+0.0004493i,0.0010933-8.0003e-05i,-0.00013967-2.6552e-05i,-0.00098088+6.312e-05i,-0.00040611+0.00085281i
0.0016405-0.00061918i,0.00067877+0.0010256i,0.0011308+0.0013316i,0.0016207+0.0012281i,0.0014737+0.0021232i,0.0012691+0.0023874i,0.0018502+0.0019021i,0.0025726+0.0015397i,0.001868+0.0015782i,0.00098246+0.0017231i,0.00013521+0.000917i,1.5745e-06+0.00051903i,0.00022569+0.00079422i,0.00033501+0.00034911i,0.00051952+3.5453e-05i,0.00056098+0.00021018i,0.00014152+0.00020412i,-0.00043824-0.00053713i,-0.00016225-0.00027924i,1.3103e-05+0.00016705i,-0.00013358+2.5234e-06i,-0.00039289+0.00019459i,-0.00083698+0.00062592i
0.00063409+0.00025294i,-1.1263e-05-0.00012893i,-0.00022449-0.0024231i,1.9428e-05-0.0029739i,0.00088876-0.0022486i,0.00090318-0.0020842i,0.001329-0.0020204i,0.0023476-0.0024157i,0.0023337-0.0018013i,0.0011764+9.4976e-06i,-0.00017925+0.00091232i,-0.00046536+0.00041705i,-0.00021158+6.4634e-05i,0.00018504-0.00023766i,0.001259-0.00066816i,0.0010813-0.00075735i,0.00059916-0.00073274i,0.0010378-0.0018263i,0.0011386-0.002495i,0.00047556-0.00078169i,0.00021681+0.00090876i,6.2456e-05+0.0013081i,0.00010852+0.00074758i
-0.00065085+0.00037912i,-0.00096104-8.7375e-05i,-0.00084539+0.00035624i,-0.00050257+0.00071254i,-0.0010561+1.2798e-05i,-0.00083607-0.0014777i,-0.00085998-0.0024227i,-0.00099636-0.0031377i,0.00025112-0.0028881i,0.0015391-0.0016717i,0.0012627-0.00058455i,-0.00024349-2.77e-05i,-0.00058377-0.00075503i,-0.00019385-0.00088528i,-0.00031528-0.00044564i,-0.00025994+0.0004441i,-0.00082413+0.0011047i,-0.00055942+0.00071249i,0.000167+0.0010734i,2.9278e-06+0.0012512i,6.679e-05+0.0003172i,0.00092637-0.00068742i,0.00097034-0.00066006i
-0.00066981+0.00097226i,-1.3359e-05+0.00020937i,0.00039364-0.00077828i,0.0014302-0.0015982i,0.0026328-0.0020015i,0.0012599-0.0023924i,-0.0012353-0.0025187i,-0.0020303-0.0023007i,-0.0015355-0.0024313i,-4.1678e-05-0.0017593i,0.00052134-0.0013121i,0.00023255-0.00019657i,0.00059974+0.0009896i,0.00037049+0.00047594i,-0.00030513+8.1672e-05i,-0.00094387-0.00040503i,-0.0012928-0.00089985i,-0.00086162-0.00023186i,-0.00032456+0.00012097i,8.5829e-06-0.00010618i,0.00025373-0.00017184i,0.0005549-2.0534e-05i,0.00023-0.00062058i
0.00099385+0.000829i,0.00088898+0.0008894i,0.0018452+0.0018439i,0.0023822+0.0024423i,0.0025953+0.0016302i,0.0014201+0.0004129i,-0.0011166+0.0006183i,-0.0025049+0.0015059i,-0.0028853+0.00088084i,-0.0018151-0.00065444i,-0.00087653-0.00098895i,-0.00049029+9.738e-05i,-0.00012978+0.00054024i,-0.00010736+0.00067931i,7.0424e-05+0.00083478i,0.00043446+0.0012937i,0.0010584+0.0010953i,0.0012808+0.00078734i,0.0010493+0.00075878i,0.00079991+0.00041851i,-0.00022444-0.00014686i,-0.00019758-4.882e-05i,0.0003225+0.00042842i
0.0011724+0.00049849i,0.00043781-4.075e-07i,0.0011873-0.001444i,0.0013644-0.0029202i,0.0014931-0.0021314i,0.0022222-0.00023694i,0.0018373+0.0020181i,0.0013311+0.0032879i,0.0014119+0.0027286i,0.00066374+0.00096044i,0.0004561-0.00084953i,0.00031552-0.0020229i,0.00033025-0.0022376i,0.00039004-0.00078408i,0.00022977+0.00093288i,0.00052643+0.0010593i,0.00064566+0.00016169i,0.00026881-0.00012322i,-7.1649e-07-0.00039323i,-0.00017784-0.00021182i,-0.00053039+0.00095804i,-0.0005786+0.0014712i,-0.00024587+0.00071884i
8.6452e-05-0.0013148i,0.00030596-0.0002952i,-0.0007723+0.001325i,-0.0010295+0.0023083i,-0.00039511+0.0024122i,0.0010392+0.0016089i,0.0023804+0.00090446i,0.0030072+0.00084381i,0.0027106+0.0011021i,0.0017506+0.0012461i,0.00062104+0.00093239i,-0.00012313+0.00064492i,-0.00094013-0.00045863i,-0.00068-0.0011571i,0.00055414-0.0011259i,0.0011919-0.0016462i,0.0012025-0.0020303i,0.00077323-0.0021994i,0.00046224-0.001127i,5.0881e-06+0.00073391i,-9.7503e-05+0.0011847i,-8.3326e-05+0.00086196i,-3.0164e-06+0.00017841i
0.00067892+0.0015601i,7.8185e-05+0.00089204i,0.0011766-0.00036638i,0.0017274-0.0019479i,0.0021708-0.0028856i,0.002959-0.0028655i,0.0037367-0.0029728i,0.0030638-0.0031764i,0.0029176-0.0024729i,0.0030578-0.0012309i,0.0014149-0.00030205i,-0.0002021+0.00028017i,-0.00072083+9.3622e-05i,0.00012031+0.00025609i,0.0011142+0.0012923i,0.00012474+0.0015164i,-0.0010242+0.0012382i,-0.0018202+0.001254i,-0.0017779+0.00096162i,-0.00040889+0.00017886i,0.0002547-0.00084017i,0.0010267-0.0013759i,0.0015331-0.00086906i
0.0015952+0.00072121i,0.002436+0.00095723i,0.0030219+0.0014285i,0.0036087+0.0013978i,0.0030644+5.6416e-05i,0.0017591-0.0010553i,0.0009505-0.0014685i,0.00037229-0.0020251i,0.00024078-0.001662i,0.00048996-0.00053078i,0.00087571+2.2094e-06i,0.00075106+0.00081899i,0.0007367+0.00098675i,0.00033165-9.1957e-06i,-0.00084135-0.0004425i,-0.0011558-8.6354e-05i,-0.0010252+0.00017647i,-0.00091284+4.3886e-05i,-0.00058439-5.1297e-05i,6.4908e-05-0.00035102i,0.00035328-0.00054272i,3.5773e-05-0.00043458i,0.0003464-0.0007848i
-0.00059446+0.0017404i,-0.0012564+0.00057734i,0.00048021-0.00051518i,0.001616-0.0012269i,0.00093504-0.0014615i,-0.00043316-0.002217i,-0.0021879-0.0022133i,-0.0036328-0.0012596i,-0.0030278-0.00076694i,-0.00097084-0.0016503i,0.00081125-0.0015423i,0.00080009+9.3342e-05i,6.7723e-05+0.00075957i,-0.00015927+0.00067512i,-0.0010253+0.00093223i,-0.00088664+0.00095289i,-6.6799e-06+0.00073993i,0.0012108+0.00020133i,0.0012528-0.00045469i,-0.00034506-0.00015584i,-0.001144-0.00036179i,-0.00043318-0.0007275i,0.00049203+0.00032251i
-0.0003683-0.00039049i,-0.00018017+0.00011193i,-0.00077357+0.0015582i,-0.00084793+0.0020818i,0.00014846+0.0015039i,0.00045501+0.00094874i,2.5856e-05+0.00069428i,-0.00022896+0.0011758i,-0.0005043+0.00096313i,-0.00074821-0.00047627i,-0.00031901-0.0016484i,0.00029074-0.0014733i,0.00021021-0.0013411i,-0.00018476-0.00075146i,-0.0010759+0.00058222i,-0.0011508+0.00089243i,-0.00062264+0.0001634i,0.00082918-0.00037096i,0.0013944-0.00034064i,1.998e-05+7.5383e-05i,-0.00012621+0.00020306i,0.00022597+7.3464e-05i,-0.00019671+0.00035896i
0.00063397-0.00043404i,0.001005+0.00035143i,0.0023157-0.00071499i,0.0023937-5.7938e-06i,0.0020003+0.00092499i,0.0019774+0.00083818i,0.0025436+0.0019454i,0.0031965+0.0027833i,0.0019681+0.0023234i,-0.00019855+0.00068306i,-0.00070747-0.00069479i,-0.00047892-0.00062839i,0.00014277-0.00056606i,0.00089221-0.00057206i,0.00079368-0.00049006i,0.00067764-0.0001163i,0.0005978-6.0086e-06i,0.00060014-0.00033381i,0.0005467-0.00016152i,0.00027018-0.00014415i,0.00030234+0.00032719i,0.00017234+0.00032737i,-3.3386e-05-0.00036899i
0.0010007-1.1508e-05i,3.3276e-05-0.00017759i,-0.0007297-0.00048784i,-0.00020268-0.00093952i,0.0013379-0.0012743i,0.0015774-0.0018972i,0.0015328-0.0027977i,0.0013101-0.0020451i,0.0012378-0.00091174i,0.0011704+8.1612e-05i,-0.00026062+0.00021457i,-0.0012396-0.00035315i,-0.00070136+7.4159e-05i,0.0001119+0.00075466i,0.0013304+0.00092279i,0.0018899+0.0013076i,0.0014528+0.00092596i,-0.00011609-0.00032745i,-0.0012473-9.5228e-05i,-0.0011849+0.00067659i,1.3488e-05+9.0625e-05i,0.0005946-0.00032966i,-8.6619e-05+0.00017658i
0.0018296+0.00082545i,0.0021607+0.00018429i,0.0027017+4.789e-05i,0.0020501-0.00063212i,0.0019526-0.0016555i,0.00065592-0.0018032i,-0.00059192-0.0021179i,6.7825e-05-0.0024003i,0.000716-0.0014476i,0.00037821-0.00023512i,-0.00027343+0.00042274i,3.7038e-05+0.0009444i,0.00084926+0.001135i,0.0010708+0.00090285i,0.0008833+0.0010282i,-0.00043528+0.00042094i,-0.0016073-0.00038986i,-0.0012726-7.1283e-05i,-0.00082211+0.00090041i,-0.00010762+0.0015368i,0.00037179+0.0012884i,-0.00037586+0.00041208i,-0.00088805-0.00035974i
-0.00076781-0.0022847i,-0.00011469-0.0014251i,-0.0010968-0.0012908i,-0.00098776-0.00052599i,-0.00029446+0.00124i,4.5372e-06+0.0019925i,-0.00068492+0.0014377i,-0.0018721+7.9497e-05i,-0.0013643-0.0011117i,0.00051077-0.0010796i,0.0016477-9.4744e-05i,0.0012957+0.0006219i,0.00084223+0.00022168i,0.0012711-0.00025538i,0.0012356-0.001018i,0.00038581-0.0012881i,0.00032229-0.00057721i,0.00069357-0.00035408i,0.00085858-0.00016684i,0.00087464-0.00036645i,0.00047517-0.00081836i,0.00027747-0.0013575i,0.00014158-0.00084518i
-0.00054753+0.00025602i,-0.00016368+0.0011105i,0.00068225+0.0014724i,0.001972+0.00085699i,0.0024057+0.0010317i,0.0012197+0.00099544i,6.5897e-05+0.00061669i,-0.00082808+0.00093966i,-0.00079925+0.00046967i,0.00049407-0.00040127i,0.0013214-0.00063992i,0.00071617-0.0008948i,-0.00040672-0.0014636i,-0.00091415-0.0013586i,-0.00094652-0.00047027i,-0.00054506-0.00012723i,0.00045959-0.00018435i,0.00084798-0.0004539i,0.00094235-0.00093948i,0.00035715-0.0014928i,-0.00042445-0.001391i,-0.00031257-0.00050724i,0.00017552+5.7244e-06i
0.00022021-3.7661e-05i,-8.4191e-05+0.00032481i,-0.00055703+0.00048475i,0.00038258-0.00037535i,0.0017519-0.0012739i,0.0020187-0.0022321i,0.0015851-0.0018723i,0.00093031-0.00062243i,7.5295e-05-0.00064795i,-0.00025349-0.0014308i,-0.00049158-0.001859i,-0.00017884-0.0022578i,0.00024097-0.0016496i,-0.00042848+0.00040651i,-0.00079867+0.001276i,-0.0003358+6.7688e-05i,-0.00023482-0.0012679i,-0.00030595-0.0017313i,-0.00071299-0.0017459i,-0.0016512-0.0009914i,-0.0016287+0.00029892i,-0.0016479+0.00062769i,-0.0009427+0.00018942i
0.0005517-0.00045863i,0.0012801-0.00095207i,0.0017911-0.00010206i,0.0024125-9.7874e-05i,0.0016355-0.001138i,0.00056107-0.0014251i,0.00050716-0.0017773i,0.00096256-0.0014367i,0.00094575-0.00077453i,-0.0007598-0.00067351i,-0.0025361-0.00081715i,-0.0019242-0.001251i,-0.0010645-0.00020222i,-0.00077087+0.0013756i,-0.00021331+0.0016312i,9.5415e-05+0.0014988i,0.00018052+0.0010698i,-0.00036544+0.00048158i,-0.00097045-0.00020432i,-0.00091896-0.00043663i,-0.00093367-0.00035016i,-5.6693e-05-0.00014257i,0.00072839+0.00037786i
-0.0015011+0.00094899i,-0.0013844+0.0008203i,-0.00086513-0.00087293i,-0.00096469-0.0013154i,-0.00049031-0.00041731i,-0.00016228+0.00056105i,-0.00010137+0.0013869i,-0.0004437+0.00043932i,-0.00080956-0.00088722i,-0.0015562-0.00016342i,-0.0027148+0.0010131i,-0.0024197+0.00093984i,-0.00095999+0.001035i,0.00017935+0.00073703i,0.00034111+0.00057141i,-4.1425e-05+0.00074534i,-3.8565e-05+0.00089076i,0.00018356+0.0013132i,0.00048072+0.0016542i,0.00042494+0.001105i,0.0006657+0.00024868i,0.00057634-0.00015842i,0.00053454-0.00049793i
-0.00096727+0.0007533i,0.00033155+0.0001809i,0.0017578+0.00052935i,0.002441+0.0014032i,0.0019853+0.0021407i,0.0016888+0.0018573i,0.00034343+0.00049848i,-0.0011937-0.0011247i,-0.0010075-0.0014434i,-0.00062969+0.0010888i,-0.00031625+0.0030362i,-0.00048482+0.0026274i,-0.00019362+0.0016872i,0.00056247+0.00061482i,0.00089443-0.00031047i,0.00088642-0.0008253i,-6.1301e-05-2.7934e-05i,-0.00030542+0.00035085i,4.4116e-05-0.00036598i,-0.00051757-0.00082149i,7.6742e-05-0.00077817i,0.00040969-0.0005841i,-0.00048211-0.00088468i
-0.0012541+0.00074971i,-0.0012362+0.00049127i,-0.0021448-0.00037034i,-0.002486-0.00050097i,-0.00075692-0.00025034i,0.00031438-8.1609e-05i,0.00025896+0.00062796i,-0.00049584+0.00099105i,-0.00062091+0.0010484i,0.00058029+0.0022202i,0.0019192+0.0019067i,0.0023897+0.00089738i,0.00085961+0.00040533i,-0.00055843-0.00062721i,-0.00066288-0.0017288i,-0.00059881-0.0015717i,1.7527e-05-0.00066267i,0.00099656-0.00041641i,0.0017896-0.001107i,0.0014254-0.0017124i,0.00013843-0.0013439i,-6.6928e-05-0.0012327i,-0.00011223-0.0015614i
-0.00059603-0.00024027i,0.00076826-0.0001749i,0.0014193-0.00024767i,0.0032257-0.00032768i,0.0042462-0.00047689i,0.0042589-0.0011512i,0.0036776-0.001552i,0.002132-0.00015287i,0.0021259+0.00080764i,0.0030593-0.00025318i,0.0030766-0.0017587i,0.0017935-0.0020922i,0.0009102-0.0017648i,0.00087806-0.00093534i,-0.00040175+0.00036942i,-0.0012138+0.00055537i,-0.00045073-4.6143e-05i,0.00021384-0.00055361i,-0.00012536-0.00056828i,-0.00084149-0.00074873i,-0.0010773-0.00027166i,-0.0011115-0.00019819i,-0.00030922-0.001496i
5.9687e-05+0.00092703i,-0.00048802+0.00068042i,-0.0011339+0.00057926i,-0.00070577+0.00032704i,0.00020799+2.2994e-05i,0.00043416-0.00028176i,0.00036373-0.00054306i,0.0012937-0.00085017i,0.0024124-0.0011647i,0.0020382-0.0027668i,0.00089851-0.0037429i,-0.00089378-0.0028126i,-0.0014417-0.0010996i,-0.00087535+0.00013144i,-0.0008017+0.00079861i,-0.00046707+0.0012574i,-0.00052693+0.00034691i,-0.0011867-0.0015352i,-0.0016657-0.0027326i,-0.0016045-0.0018989i,-9.7427e-05+3.3542e-05i,0.00051378+0.0010749i,-9.8754e-05+0.00076707i
-0.0022065+0.00038545i,-0.00089281-0.00037427i,0.00069802+0.00024603i,0.002202+0.0002614i,0.001616-0.00043068i,0.00059204-0.0023605i,0.00037814-0.0038454i,-0.00012973-0.0041654i,-0.0012454-0.0042486i,-0.0026536-0.0038201i,-0.003597-0.0020484i,-0.0032632-0.00031204i,-0.0020603+0.00013021i,-0.00091975+0.00041318i,-9.2673e-05+0.0020019i,0.00023747+0.0018221i,0.00028952+0.00048767i,-0.00038913+0.0014322i,-0.00070284+0.0020188i,-0.00051989+0.0014645i,-0.00087759+0.0010579i,-0.00081099+0.0006255i,-0.00049912+0.00043251i
0.00029844-0.00060281i,0.00019516-2.548e-05i,-0.00033547+4.2018e-05i,-9.7256e-05+3.0265e-05i,0.00051246-5.9192e-05i,0.00054136+0.00025647i,-0.0012904+0.00054949i,-0.0026082-3.9509e-05i,-0.0028638-0.00085949i,-0.0031423-2.3814e-05i,-0.0028109+0.0022833i,-0.0019306+0.0031108i,-0.0008395+0.0014241i,6.0515e-06+0.00090177i,0.00089958+0.0010711i,0.0012733+0.00046927i,0.0011832+0.00030915i,0.00039706+0.00084395i,-0.00099207+0.0013322i,-0.0014546+0.00087589i,-0.00043837+0.00028844i,-4.7493e-05+0.00019813i,8.9818e-05+0.00034861i
0.0013436-0.00079234i,0.0020779-0.00094641i,0.0021582-0.0021462i,0.001578-0.0021793i,0.00115-0.00064608i,0.00049748+0.001248i,0.00059057+0.0019421i,0.00012214+0.0020401i,-0.0013781+0.0021161i,-0.001084+0.0031195i,0.00078172+0.0037285i,0.0019219+0.0024788i,0.0018597+0.0015343i,0.001663+2.9792e-05i,0.0018778-0.0020617i,0.0022165-0.0016676i,0.0021262-0.00027745i,0.0028259+0.0002204i,0.003148+0.00046312i,0.0027541-0.00012876i,0.0019021-3.878e-05i,0.00089513+0.00015339i,0.00058922+1.0057e-05i
0.00042732+0.0013635i,-0.00060526+0.001089i,-0.00030927+0.00084261i,0.00084973+0.0015643i,0.0019638+0.0020356i,0.0027639+0.0021175i,0.0026097+0.0022562i,0.0023863+0.0029965i,0.0034457+0.0035782i,0.0045878+0.0023989i,0.0038635+0.001143i,0.0015992+0.0010504i,0.00066718+0.00051883i,0.00013077+0.00032878i,-0.00076243+0.00025198i,-0.0010876+0.00022567i,-0.00032199+8.4794e-05i,-2.2241e-05-0.0010455i,-0.00093859-0.00097223i,-0.00088278-0.00085349i,-0.000849-0.0003965i,-0.00063949-6.9776e-05i,-0.00038092+6.9871e-05i
0.00026083+0.00060216i,0.00018136+0.00061946i,0.00068092+0.00068905i,-6.2182e-05+0.00018182i,0.00053823-0.00066463i,0.0020629-0.00164i,0.0026233-0.0017735i,0.0038097-0.0012414i,0.0047811-0.00091476i,0.0050064-0.002194i,0.0038743-0.0032448i,0.0018461-0.0026251i,-0.00025797-0.0016167i,-0.0013186-0.00071274i,-0.0017284-0.00054156i,-0.0014222-0.00025214i,-0.00076303-0.00052768i,-0.00028702-0.0017472i,0.00036915-0.0019359i,0.00048373-0.001402i,0.0001943-0.00065104i,-0.00025909-0.00031238i,7.6662e-05-0.00060557i
0.00047751-0.0012491i,0.0001539+0.00037632i,0.00077822+0.00054366i,0.0014374-0.0004249i,0.00046742-0.0022545i,0.00012886-0.0045915i,0.001938-0.0054653i,0.0030818-0.0051755i,0.0022192-0.0057916i,0.00026404-0.0063642i,-0.0013287-0.0052503i,-0.0015797-0.002897i,-0.0011612-0.00025615i,-0.00017842+0.00081948i,4.0521e-06+0.0014309i,-0.00021421+0.0022872i,-8.3932e-05+0.0023824i,-0.00025379+0.0018547i,-0.0008143+0.0021877i,-0.00078771+0.0018702i,-0.00015521+0.00064806i,-0.00042551-0.00064723i,-0.00056427-0.0014968i
0.00047882-0.00064953i,0.00025971-0.0010124i,-0.00066364-0.0015827i,-0.00043759-0.0012864i,-0.0003408-0.0014102i,-0.002144-0.0013267i,-0.0044138-0.0020246i,-0.0046026-0.0038469i,-0.0044387-0.0040124i,-0.004849-0.0023895i,-0.005085+2.0493e-06i,-0.004504+0.0013909i,-0.0023676+0.00053511i,-0.00082624+0.00016615i,0.00022587+0.00077377i,0.0011068+0.00056049i,-6.0755e-05+0.00029757i,-0.0017502+0.00062568i,-0.0017054+0.00050083i,-0.00054644-9.089e-06i,9.0235e-06-0.00063127i,0.00043697-0.0010484i,0.00065628-0.0014282i
-0.001459+0.00016316i,-0.00040838+0.00070249i,0.00086751+0.0013314i,0.0019669+0.00083945i,0.0013602+0.00072514i,-0.00016205+0.0014083i,-0.0024528+0.0019417i,-0.0045866+0.0016016i,-0.0052426+0.0015115i,-0.0042123+0.0026163i,-0.0017128+0.002903i,-0.0001141+0.0019938i,0.00056344+0.0014432i,0.0010168+0.0010893i,0.001921+0.00072657i,0.0033384+0.000788i,0.0032071+0.0011984i,0.0016558+0.0018073i,0.0015733+0.0015685i,0.0014064-9.8159e-05i,0.00062934-0.00088931i,-8.0709e-05-0.00023281i,-0.0006065+0.00013571i
-3.9375e-05+0.00023197i,-0.00029827-1.3415e-05i,-0.0017897-0.00017927i,-0.00097116+0.00053521i,0.0018379+0.00092343i,0.0027996+0.0015262i,0.0024676+0.0024856i,0.0012695+0.0042654i,1.3649e-05+0.005907i,0.001354+0.0054632i,0.003003+0.0037052i,0.0030671+0.0017966i,0.0014752+0.00032219i,-0.00022283-0.00051713i,-0.00032642-0.001139i,-0.00039545-0.0016739i,-0.00033391-0.0011594i,0.00041674-0.00049331i,0.00031456-0.0001009i,-0.00056662+0.000223i,-0.0005787+0.00056406i,-0.00022891+0.00089251i,-0.00048567+0.00084513i
0.00034252-0.00027651i,0.0010479-0.0009992i,0.0006933-0.0013824i,0.00073671+5.7131e-06i,0.0013876+0.0012233i,0.002639+0.0014417i,0.004922+0.0020399i,0.0056196+0.0028253i,0.0049308+0.0025378i,0.0046576+0.0011138i,0.0036535-0.0010964i,0.0025654-0.0020496i,0.0010839-0.0017035i,0.00027213-0.0012013i,0.00081522-0.001048i,0.001174-0.00088812i,0.0014764-0.00048981i,0.001604-0.0011735i,0.0015253-0.0022439i,0.0015466-0.0020525i,0.00089858-0.0010503i,0.00014108+0.00031736i,0.00057125+0.0004746i
0.00090496-8.7508e-06i,0.00068098+0.00058891i,9.522e-06+0.00020564i,-0.0011266-0.00071597i,-0.0013201-0.0016979i,-0.00023554-0.0031337i,0.0013317-0.0036938i,0.0024993-0.0035056i,0.0033812-0.0038084i,0.0021364-0.0042074i,-9.143e-05-0.0047825i,-0.0013453-0.0042673i,-0.0011181-0.0021718i,-0.0011876-0.00028794i,-0.0018496+0.00096014i,-0.0027678+0.0015985i,-0.0025954+0.0011531i,-0.0020947+0.00068783i,-0.002015+0.00071281i,-0.0010764+0.0013295i,-5.1117e-05+0.0011493i,0.00045975+6.4719e-05i,0.00054046-0.00066342i
-0.00045856+0.0005418i,0.00067537-6.2614e-05i,0.0015099-9.1028e-06i,0.0017209+0.00042942i,0.00071907-0.00011613i,-0.00054249-0.0021131i,-0.0018227-0.0046688i,-0.0020697-0.0066576i,-0.0015187-0.0067098i,-0.0022607-0.0053543i,-0.003062-0.0035392i,-0.0028961-0.001468i,-0.00152+0.00076844i,0.00030505+0.0012912i,0.0012918+0.00063927i,0.0014643+0.000169i,0.00044535-0.0011978i,-0.00087486-0.0020713i,-0.0017772-0.0017265i,-0.0020594-0.0011727i,-0.0016592-0.00063149i,-0.00086179+0.00030049i,7.7507e-05+0.00067096i
-0.00012744-0.0015388i,0.00028838-0.0010491i,-0.00034443-0.00054892i,-0.00045011-0.00033717i,-0.00024098+0.00037973i,-0.00033315+0.0010246i,-0.0012215+0.0014282i,-0.0028154+0.00019424i,-0.0046681-0.0019945i,-0.0057562-0.00097234i,-0.0044629+0.0013828i,-0.0018664+0.0029476i,-0.00022243+0.0023182i,-0.00019194+0.0017856i,-0.00066739+0.0027376i,-0.00053503+0.0033393i,-0.0006666+0.00329i,-0.00075756+0.002635i,-0.00016459+0.001477i,0.00022482+0.00078756i,0.00058387+0.00027712i,0.00030283+0.00014145i,-0.00042681+0.00029853i
7.2329e-05+2.4523e-05i,4.2884e-05+0.00058724i,0.00018905+5.772e-06i,0.000863+8.8091e-05i,0.0019822+0.00076493i,0.0019182+0.0010423i,-0.00021888+0.0015274i,-0.0028679+0.0025462i,-0.0041408+0.0032809i,-0.0022486+0.0035988i,0.0003724+0.0039444i,0.00097387+0.0023303i,0.00039749-5.1951e-05i,0.00049577-0.0011255i,0.0011156-0.0018806i,0.0007521-0.0035343i,-0.00014388-0.0030696i,-0.00033058-0.00077857i,-0.0002873+9.389e-05i,-0.0010302+0.00047513i,-0.0013703+0.0011023i,-0.00048788+0.00086133i,-2.1483e-05+0.00081775i
