-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
0.001864+0.00022129i,0.0015742+0.00098794i,0.0011487+0.0030962i,0.00076576+0.0028204i,-0.0002135+0.00063237i,-0.00096385-0.00030339i,-0.00048504+0.00038754i,6.4227e-05+0.00032565i,-4.2149e-05-0.00047735i,8.5176e-05-0.00088041i,0.00013256-0.0005484i,0.00026357-8.5112e-06i,0.00025784+0.00086707i,0.00024088+0.0012851i,0.00018428+0.00082481i,-0.00016919+0.00032137i,0.00050411+1.1731e-05i,0.0012152+9.1017e-05i,0.0013686-3.3974e-05i,0.0013086-0.00060269i,0.00036725-0.0010062i,-5.5195e-05-0.00082941i,0.00026877-0.00065186i
0.00081822+0.0001349i,0.00080641+0.0025406i,0.0010849+0.0042334i,0.0017834+0.0032734i,0.0015823+0.0017019i,0.00085819+0.0013187i,0.0003738+0.00069348i,0.00044217-9.1372e-05i,0.00032252+0.0002818i,1.7485e-05+0.0001525i,0.00055393-0.00060474i,0.00096663+0.00027932i,0.00059478+0.00164i,0.000333+0.0010486i,0.00056566+0.00044402i,0.00084148+0.00056079i,0.0007144+0.00026773i,0.00088508+0.00069505i,0.00036483+0.00044277i,-0.00038435-0.00054238i,-0.0010542-0.00024631i,-0.00058521+0.000753i,-7.4664e-06-0.00011133i
0.0020744+5.9605e-05i,0.0014848+0.0017032i,0.0011441+0.0031154i,0.0013234+0.0023682i,0.0011752-0.00047522i,0.00049104-0.00078059i,0.00032496+0.00015247i,0.0004043+0.00046673i,0.00091998+0.00068688i,0.0010625+0.00038884i,0.00046398-0.00016103i,6.5313e-05-0.00013566i,0.00010787-7.8213e-05i,0.00074442-0.00037076i,0.0019177-0.0011011i,0.0014973-0.00099086i,-3.886e-05+0.00021243i,-0.00083926+0.00091921i,-0.00075485+0.00065914i,0.00034447+0.00023002i,0.00085078+0.00030649i,0.00099789+0.00011402i,0.00059482+0.00048992i
0.0015091+0.00080276i,0.002149+0.0023313i,0.0029427+0.0034684i,0.003085+0.0030022i,0.0020365+0.001432i,0.00054931-5.5955e-05i,-0.0011952+2.5537e-05i,-0.0018019+0.00082486i,-0.00094171+0.00088784i,-0.00021548+0.00061907i,-0.00016109-2.87e-05i,-0.00040176-1.9107e-05i,0.00054131+0.00040773i,0.0013256+0.00056842i,0.0012112+0.00013981i,0.00051163-0.00036643i,0.00013897+0.00035212i,-0.00011864+0.00056771i,-0.0010393+0.00032707i,-0.0011241-4.4786e-05i,-1.8692e-05-0.00013186i,0.00045806+0.0005366i,0.00037922+0.0010985i
9.3801e-05+0.001693i,0.0012726+0.0032413i,0.0035748+0.0050263i,0.0039685+0.0033287i,0.0026093+0.00035416i,-0.00023575-0.00064052i,-0.00214-0.00027482i,-0.00083651+3.1753e-05i,0.00045214+1.5975e-05i,0.00066872+0.00080485i,0.00074005+0.0010394i,0.00077694+0.0005605i,0.00016595+0.00077815i,-8.7149e-05+0.00058457i,0.00051227+0.00031082i,0.00057831-0.00012995i,0.00019782-0.00092375i,0.00019926-0.0010878i,0.00010021-0.0009393i,-4.7683e-05-0.00044372i,-0.000314+0.00017256i,-0.00010382+0.00070128i,0.00022563+0.0014164i
0.0011737-3.9254e-06i,0.002177+0.0013257i,0.0030175+0.0023662i,0.0029081+0.001725i,0.001788-0.00015939i,0.00061673-0.00066506i,0.00027923+0.00059544i,-0.00022734+0.00064577i,-0.00054088+0.00089979i,0.00022413+0.00092207i,0.0012293-2.0955e-05i,0.0012599+5.9708e-05i,0.0012061+0.00032782i,0.00091212+0.0002793i,0.00056436+5.1093e-05i,0.00028594-0.00018712i,0.00040508-0.00032131i,0.00028341+0.00024788i,-0.00036519+0.00094371i,-0.00041465+0.00047701i,5.2085e-05+0.00013621i,0.00010824-0.00021445i,-0.00010029-0.00010761i
0.0019869+3.5291e-05i,0.0012146+0.002327i,0.0011114+0.0038567i,0.0006647+0.0035245i,-0.00026976+0.0021554i,-0.00087224+0.0013194i,-0.0010793+0.00076557i,-0.0001762-9.8419e-05i,-0.00023567-0.0012229i,-0.00044742-0.0012657i,-0.00047578-0.0002343i,-2.993e-07+0.00027517i,0.00069696+0.00082905i,0.00053641+0.00079715i,5.9871e-06-0.00022666i,-0.00029739+0.0001168i,0.00022477+0.00016691i,0.0007934-0.00078626i,0.00045677-0.00010757i,4.7679e-05+0.00054521i,-6.6267e-05+0.00014247i,-0.00040165+8.7718e-06i,2.9335e-06-0.00013953i
0.001081-7.4746e-05i,0.0014212+0.0015475i,0.0027455+0.0032209i,0.0033798+0.0017406i,0.0021457-0.00022257i,0.00070204-0.00073958i,0.00014094-6.9084e-05i,-0.00022356+0.00043069i,-0.00014363+0.00016031i,0.0002651+0.00027237i,2.8477e-05+0.00038396i,0.00046232+0.00019809i,0.00093263-0.00057032i,0.00031714-0.00059083i,0.00063752-0.00070932i,0.00083148-0.00086375i,-0.00038413-0.00034423i,-0.00083292-0.00031838i,-0.00080418+5.263e-05i,-0.0018836+0.00010689i,-0.0016912-0.00021934i,-0.00058008-3.1836e-06i,-0.00011987+0.00038354i
0.00079161-0.00069138i,0.00063786+0.0012167i,0.00076508+0.0025523i,0.00030343+0.0024795i,-0.00077343+0.0020735i,-0.0010516+0.00087071i,7.6673e-05-0.00053789i,0.0012501-0.00055316i,0.0010537+0.00014888i,0.00034533+0.00092946i,-0.00022782+0.0010269i,-0.00038329+0.00088416i,0.00039505+0.00080875i,0.001003-0.0001977i,0.00049353-0.0010332i,0.0009312-0.00093478i,0.0012846-0.00064215i,0.00082721-0.00041304i,0.00039695-0.00036723i,7.3068e-05-0.00091152i,-0.00033379-0.00093123i,-0.00047768-0.00069476i,-8.1793e-05-0.00046147i
6.9159e-06+0.0022472i,0.00075526+0.0027691i,0.0030814+0.0037942i,0.0033125+0.0028445i,0.0013546+0.00040658i,-0.00057413-0.00071392i,-0.0019505+0.00014777i,-0.0015288+0.0005355i,-0.00037639+0.00024994i,0.00039298+0.0004603i,0.00080501+8.9007e-05i,0.00073402-0.00031513i,0.0006007+3.5831e-05i,0.00021236+0.00054614i,0.00028678+0.00075442i,0.00018826+0.00022638i,0.0001298-0.00054267i,0.00053654-0.00038752i,0.00023505-9.062e-06i,-0.00016896-0.00010329i,-0.00017876-9.1507e-05i,0.00019471+2.3997e-05i,0.00018421+0.00046173i
0.002304+0.0011014i,0.0017994+0.0023987i,0.0021701+0.0038253i,0.0022144+0.0021884i,0.0010687-0.00048206i,-0.00024519-0.0009046i,-0.00033781-1.6415e-05i,0.00045931+0.00080045i,0.00054101+0.00089804i,-4.5513e-05-1.6029e-05i,6.9906e-05+0.00012026i,0.00014857+0.0011055i,0.00029184+0.00092808i,0.00084093-4.9054e-05i,0.0013807-0.00035932i,0.0010325-0.00032992i,0.00044743-0.00084993i,-3.445e-05-0.00033225i,-0.00044764+0.00059082i,-0.00022645+0.00022427i,-0.00013102-2.5172e-05i,1.0462e-05+0.00032079i,0.000679+0.00021756i
0.00028916+0.00076357i,0.0013281+0.0011911i,0.0019514+0.0021376i,0.0017549+0.0019836i,0.00070158+0.00057841i,0.00047338+0.00048648i,-3.9298e-06+0.0012332i,-0.00079855+0.00073286i,-0.00043939+0.00070635i,0.00014805+0.00059679i,0.00024122+0.00014499i,5.8622e-06+6.6472e-05i,0.00056698-3.3897e-05i,0.0014716-0.00019268i,0.0011757-4.8104e-05i,0.00032755+6.7325e-05i,-0.00052455-0.00014876i,-0.00050726-0.00031291i,9.5223e-05-0.00062215i,0.00051606-0.00060805i,0.00015777+9.1047e-05i,-0.00066664+0.00057401i,-0.00064153+0.00041328i
0.00042617+0.0004838i,0.00081165+0.0022931i,0.00019746+0.0031904i,0.00043678+0.0024997i,0.0013317+0.0019621i,0.0004616+0.0019648i,-0.00053642+0.0019836i,-8.7593e-06+0.0012171i,0.00053134+0.00046153i,0.00062516+0.00052297i,0.00053086-0.00024415i,-0.00042229-0.0007339i,-0.00020027+0.00027244i,0.00036402+0.00012487i,0.00033074-0.0009937i,0.00037647-0.0010714i,0.00036933+0.00028393i,-0.00014353+0.00076725i,-0.0011449-7.9281e-05i,-0.0012224-8.3606e-05i,-0.00028327+0.00040525i,0.00020484+0.00094132i,0.00038527+0.00066198i
-4.3793e-05+0.00035748i,0.00025267+0.0026752i,0.0016278+0.0039482i,0.0027741+0.002211i,0.001761+0.00062472i,0.00016447+0.00052597i,-0.00012335+0.00076963i,8.3927e-05+0.0008134i,4.2666e-05+0.00019864i,0.00035133-0.00024563i,0.00042917+0.00049825i,0.00035411+0.00082335i,0.0010168+0.00075922i,0.0014401+0.00032912i,0.0012536+0.00015435i,0.00075616+0.00011733i,0.00054294-9.8886e-05i,-0.00016773-0.00041451i,-0.00033499-0.00035803i,8.5109e-05-0.00087007i,-0.00010824-0.00058827i,7.4541e-05-3.2586e-05i,0.00027707-0.00056499i
0.00085252+0.00095367i,0.0018388+0.0022606i,0.00082666+0.0037159i,-7.8271e-05+0.0032937i,8.8682e-05+0.0018223i,0.00044348+0.001571i,0.0014818+0.0020338i,0.0016824+0.0011926i,0.00038195+0.00063799i,7.1496e-05+0.00066022i,0.00026284+0.0001939i,0.00061344-0.00013165i,0.00063314+0.00048833i,0.0010691+0.00039002i,0.0021706-0.00036567i,0.0019289+0.00023187i,0.0014269+0.00030989i,0.0010549-0.00037514i,0.00049972-0.00065186i,0.0003037-0.0010193i,0.00040656-0.00074305i,8.0552e-05-0.00053072i,-0.00034182-0.00013678i
0.0006106-0.00074755i,0.00074761+0.00083529i,0.0013399+0.003102i,0.0016632+0.0033161i,0.00051948+0.0011073i,-0.00031397+0.00032444i,-4.6812e-05+0.0011419i,7.3849e-05+0.00078017i,-0.00060767-0.00046067i,-0.00076795+0.00022465i,-0.00059589+0.00056275i,-0.00037496-0.00015315i,6.5055e-05+0.00021627i,0.00077392+0.0013004i,0.0012475+0.0011859i,0.00065189+0.00023144i,8.8489e-05-0.00042244i,3.8813e-05+0.00032283i,0.00029266+0.00068406i,0.0002987+0.00048005i,9.1819e-05+0.00032067i,-4.3652e-05+0.00026144i,-0.00050684+7.9088e-05i
0.00154+0.001694i,0.0013825+0.0024948i,0.0024048+0.0031107i,0.0021079+0.0025964i,0.00151+0.00054023i,-0.00021656+0.00015807i,-0.0021253+0.0010326i,-0.00147+0.00071597i,-0.00010179-0.00025004i,0.00088118-0.00018709i,0.0013947+0.00032517i,0.0015232+0.00050868i,0.00090386+0.00064146i,0.00063073+0.00019529i,0.00099227-0.00027071i,0.00028806-0.00058084i,-0.00011522-9.9619e-05i,-0.00038217+0.00090982i,-2.1299e-05+0.0010369i,0.0003114+0.00050423i,-1.1969e-06+0.00031476i,0.00033925+0.00014407i,0.00018919+0.00016704i
0.00051231-0.001025i,-0.00019053+0.0004351i,1.9904e-05+0.002447i,0.0011425+0.0027328i,0.00042824+0.0018286i,0.00023327+0.00035652i,0.0011691-0.0003301i,0.00095682-0.00063014i,0.00038149-0.00031139i,-8.468e-05-0.00013452i,0.0003376+1.7436e-05i,0.00075542+0.00041422i,0.00059446+0.00081918i,0.00053613+0.00070214i,0.00050408-0.00035993i,0.00068518-0.0010876i,0.00091345-0.00066605i,0.0011389-0.00060642i,0.00044745-0.00047427i,-0.00033299-0.00021711i,0.00031676-0.00024021i,0.00074238-0.00036239i,9.9628e-05-0.00024662i
0.00057869+0.00076502i,0.0012982+0.0016443i,0.0021583+0.0028975i,0.0022591+0.002681i,0.0010874+0.001239i,-0.00033515+0.00077838i,-0.00067368+0.00064139i,-0.00042121+0.00011481i,-8.8036e-06+0.00037181i,0.00035901+0.00078354i,0.00037474+0.00084843i,-0.0001277+0.0010322i,0.00036982+0.0011484i,0.00095089+0.00093702i,0.00064614+0.00036253i,0.0011092+0.00016619i,0.00098382-0.00055936i,-0.00031895-0.00069687i,-0.00075602+0.00016043i,4.8783e-05+0.00062683i,0.00026117+0.00045454i,0.00042504+4.8995e-05i,0.00010779-3.9771e-05i
0.00028321+0.00052167i,0.00047804+0.001882i,0.00081292+0.0025736i,0.00083671+0.0022916i,0.0009221+0.0019349i,0.0010164+0.0016076i,0.00093223+0.0012047i,0.001075+0.0011419i,0.00085105+0.0010822i,0.00021054+0.00028152i,-7.7325e-05+0.00052401i,0.00065954+0.00072447i,0.0013252+0.00043851i,0.0011163+0.00033338i,0.00066278+0.00065753i,0.00013381+0.00067299i,-0.00042436-0.00020802i,-0.00051734-0.00076887i,-0.00023015-0.00027831i,-5.0742e-05-3.8966e-05i,-1.7056e-05-0.00056823i,0.00012854-0.00011772i,3.1425e-06+0.00071891i
0.0010925+0.00047764i,0.0017357+0.0013252i,0.0014539+0.0026774i,0.00061545+0.0026509i,-0.00065501+0.00016257i,-0.0016683-0.00034252i,-0.0010268+0.00034334i,-0.00027407-0.00040761i,-0.0010734-0.00062884i,-0.00071969-0.00033779i,0.00039396-0.00032601i,0.00028771-0.00060527i,0.0006928-0.0001192i,0.00073946+0.00084578i,0.00028508+0.001001i,9.6897e-05+0.00062124i,0.00012713+0.0002296i,0.00046858+0.00052131i,0.00020241+2.0271e-05i,0.00024481-0.00019028i,0.00019726-0.00018052i,-5.3269e-05-0.00050519i,3.6247e-05-0.0001473i
-0.00035283-0.00019934i,0.00026459+0.002618i,0.00070212+0.0044172i,0.0017775+0.0035375i,0.0012923+0.0022181i,-0.00019687+0.0012787i,-0.0004231+0.00071193i,-0.00045587+0.00055395i,-0.00044295+0.00077327i,-0.00058156+0.00095804i,-0.0005854+0.00060301i,0.00017666-9.0349e-05i,0.00050163+0.00038581i,0.00053813+0.00087702i,0.00023794+0.000279i,-0.00033721-0.00062045i,-0.00033183-0.0006394i,-0.00064702-2.6976e-05i,-0.0002343-0.00018118i,0.00017382+0.00024225i,-0.0002539+0.000549i,-0.00011585-2.5938e-05i,0.00043271-0.00050454i
0.0018833+0.0015437i,0.0019196+0.0015227i,0.0022982+0.0011556i,0.001917+0.00010885i,6.6455e-05-0.0011465i,-0.00086298-0.00065394i,-0.0004563+0.00089387i,-0.00010649+0.00075471i,-0.00035607-0.00028313i,0.00037214+0.00011746i,0.00119+0.0013002i,0.00072743+0.001391i,0.00015686+0.00055617i,0.00031623+4.8298e-05i,0.00064974+0.000226i,0.00095421-0.00028521i,0.00090198-0.00056233i,0.00045994+0.00023984i,0.00016671+0.00053693i,-0.00017911-7.8345e-05i,4.0643e-05+0.00050079i,-4.6481e-05+0.0012523i,-0.00050134+0.00091347i
-0.00086548+0.00023841i,0.00033642+0.0021041i,0.0012028+0.0051699i,0.0020166+0.0057909i,0.0024827+0.0035186i,0.0018638+0.0010338i,0.0011818+2.4213e-05i,0.00098253+0.00030254i,4.8258e-06+4.5053e-05i,-0.00041224+0.00030403i,-0.00019818+0.00091723i,-0.0002267+0.00046026i,0.00031354+0.0014371i,0.0011703+0.0020549i,0.0010291+0.00045929i,0.00025425-0.0011603i,-2.5277e-05-0.0011356i,-0.00030702-0.00091563i,-0.00045353-0.00040961i,-0.00027481-0.0001757i,-0.00032863-0.00045135i,-0.00033042-0.00011587i,-0.00035288+0.00034462i
0.00041167+0.00093241i,0.00072306+0.0027554i,0.0012935+0.0034576i,0.0015221+0.0021141i,0.0010058+0.0013604i,-9.6099e-06+0.0011965i,-0.00084897+0.001344i,-0.00057858+0.00090848i,-0.00062649+0.00049577i,-0.00076544+0.00078959i,-0.00058216+0.00080558i,-0.00075679+8.1294e-05i,-0.00050366-0.00076278i,0.00017834-0.00033769i,0.0010818+0.0010911i,0.0010553+0.0011904i,0.00031983+0.0001533i,0.00043851-9.1981e-08i,0.00053+0.00064764i,-0.00037393+0.00035013i,-0.0004962-0.00030847i,2.6689e-05+1.5568e-05i,0.00048146-0.00013288i
0.0011357-0.00085047i,0.0011697+0.00088932i,0.0020278+0.0039528i,0.0018135+0.0036189i,0.00091051+0.0018078i,-0.00080218+0.00098813i,-0.0011809+0.00063089i,-0.00067026+0.00028494i,-0.00068843+0.00031939i,-0.00039541+0.00061112i,-0.0010209-8.1934e-05i,-0.00073539-0.00033028i,0.00038517+0.00050034i,0.00051259+0.00051135i,0.0011152+0.00021891i,0.00098327+0.00010973i,0.00052529-0.00016559i,0.00029399+0.00023147i,-0.0001392+0.00016656i,-0.00019856-0.00024561i,-0.00022588+0.00061917i,0.00015333+0.0010626i,0.0002501+0.0002866i
0.0016208+0.00252i,0.0013191+0.0025069i,0.0016462+0.0021954i,0.00074387+0.00084656i,6.6066e-06-0.0012171i,-0.00017286-0.0013322i,-0.00013118-0.00046775i,5.1288e-06-0.00018577i,0.00062637-1.8518e-05i,0.0008202-0.00066357i,0.0014898+8.6916e-06i,0.0017123+0.00017384i,0.00040016-0.00078248i,-0.00015975-0.00083577i,0.00032999-0.0002861i,-0.00024078+0.00026191i,-0.00061201-0.00023146i,0.0003352+0.0007202i,-7.8512e-05+0.0013436i,-0.00072017+0.0008174i,0.00015442+0.00048711i,0.00029936+0.0001018i,-0.00063817-0.00032137i
0.0011284+0.00072387i,0.0013147+0.0013803i,0.0014876+0.002139i,0.0018046+0.0018891i,0.00077541+0.0010078i,-3.9958e-05+0.00053503i,5.2918e-06+0.00056595i,0.00013547+0.00072568i,0.00022917+0.00036092i,-6.3621e-05-0.00066242i,-0.00034432-0.00080926i,-0.00035647-0.00015237i,0.0002887+0.00050311i,0.0010667+0.00076703i,0.00082759+0.00054398i,0.0005324-7.2768e-05i,0.00054982-0.00040982i,0.00054502-4.0651e-05i,0.0003933+0.00084157i,-7.8635e-05+0.00050666i,-9.176e-05-2.7119e-06i,0.00037209-9.6852e-05i,-4.2566e-05-0.00078773i
0.0017429+6.6586e-05i,0.002553+0.0016166i,0.0022029+0.0030012i,0.0024962+0.0017189i,0.001518+0.00048078i,-0.00023413+0.0014251i,3.3174e-05+0.0014264i,-6.9815e-05+0.00033362i,-0.00075785+3.7212e-05i,-0.00027917+0.00050226i,0.0003491+0.00052181i,-0.00023616+0.00050769i,-0.00014856+0.00082004i,0.00037091+0.00076362i,0.00049665+0.00056395i,0.00085292-0.00041634i,0.00073067-0.00052985i,0.00036898+0.00010248i,4.5934e-05-0.00029004i,0.00027007-0.00043128i,-6.5929e-05-0.00066618i,0.00010604-0.0016862i,0.00027718-0.0014496i
0.00094226+0.001662i,0.0010955+0.0018692i,0.0022147+0.0023866i,0.0015303+0.0019713i,-0.00029125+0.00073713i,-0.0021591+0.00012633i,-0.0018861+0.00061072i,-0.00076447+0.0010878i,-0.00029577+0.00046978i,0.00016122+4.8838e-06i,0.00036854+0.00042203i,-0.00048571+0.00077374i,-0.0013138+5.2078e-05i,-0.00059287+0.00011279i,0.00059567+0.00071417i,0.00022092+0.00070505i,-0.00017933+0.00061189i,-2.2542e-05+0.00018129i,0.00024197-0.00024362i,-0.00056853+0.00045086i,-0.0011129+0.00082538i,-0.0012717+0.00062332i,-0.00079365+0.00069719i
0.0014724-0.00064638i,0.0011617+0.001687i,0.0010928+0.0037154i,0.0014314+0.0023554i,0.00088267-0.00027504i,-5.3453e-06-0.0016541i,0.00015992-0.0014737i,0.00059415-0.00047307i,0.00030292+0.00012805i,-0.00021532+0.00062588i,-0.00039228+0.00081042i,-0.00021667+0.00045938i,0.00034014+7.6061e-05i,0.0017056+0.00062766i,0.0021807+0.00073334i,0.0012358-0.00020175i,2.0358e-05-0.00081556i,-0.00049441-0.00075251i,-0.00065265+0.00060656i,-0.00030669+0.00073111i,-0.0004305+0.00029119i,-0.000115+0.00039063i,0.00041196+0.00018504i
0.00061173-0.0006166i,-0.00042557+0.001506i,-0.0011768+0.0024293i,-0.00076354+0.0018512i,-0.00019464+0.0026128i,-2.5364e-05+0.0033453i,0.00057626+0.0028301i,0.00091105+0.0013051i,0.00051048-0.00014938i,0.00017097-0.00028004i,-0.00020751+0.00045423i,0.00017591+0.0011649i,0.00052568+0.0013357i,0.00060347+0.0015322i,0.00043127+0.0012498i,0.00057882+0.00020612i,0.0013034-0.00061486i,0.0010508-0.00032895i,0.00016262+0.00067134i,-0.00061414+0.00047283i,-0.00064022-0.00051695i,0.00027346-0.00014522i,0.00042712+0.00037016i
0.0012711+0.00029976i,0.0023874+0.001443i,0.0032612+0.0025673i,0.0027178+0.0016665i,0.0019637+0.0009003i,0.0010542+0.00082262i,-0.00028079+0.00076781i,-0.00024269+0.00072076i,4.9726e-05+0.00047745i,4.4322e-05+0.00027773i,0.00048371+0.00093164i,0.00042195+0.0016694i,-1.6301e-05+0.0011631i,-0.00026672-0.00010602i,0.00024055-0.00040208i,9.7769e-05-0.00045596i,-5.3803e-05-0.00098097i,-0.00011692-0.0012248i,-0.00036603-0.0007568i,-0.00071616-0.00024278i,-0.00063318-0.00035295i,1.9235e-05-0.00010775i,-3.6336e-05-0.00033926i
0.00093494+0.0016448i,-5.6495e-05+0.0025551i,0.00038811+0.0032331i,0.00092481+0.0025543i,0.00026098+0.0011326i,-0.00043809+3.3883e-05i,-0.00010093-0.0004018i,-0.00036456-0.00038492i,-0.00051626-0.00013638i,0.00063858+0.00014588i,0.0015987-0.00042569i,0.0014487-0.00035205i,0.00076558+0.00068131i,0.00075597+0.00066465i,0.00092347+0.00015927i,0.00079132+0.00021465i,0.00014891+0.0001544i,-0.00015181-0.00016234i,-0.0002001+0.00039403i,-0.00096178+0.00071269i,-0.001023+3.4997e-05i,0.00014776+0.00017945i,0.00084848+0.0007965i
0.00060364+0.00017368i,0.00047447+0.0018878i,0.0017529+0.0037177i,0.0029887+0.0033463i,0.0028415+0.0016834i,0.0012993+0.00088959i,0.00087575+0.00067233i,0.0012389+0.00043836i,0.00047505+0.00075122i,-0.00026973+0.00094833i,-0.00082683+0.00094011i,-0.00041781+0.00027555i,0.00075726-0.00019725i,0.0010797-5.4899e-05i,0.00058747-6.4866e-05i,0.00022045+1.3736e-05i,-9.5375e-05+0.00032588i,-1.1535e-05+0.0002426i,5.7373e-05-6.1741e-05i,-3.5291e-05-0.00041606i,0.00024321-0.00018744i,0.00037816+0.00019528i,0.00068571-4.5336e-05i
0.00069204+0.0020286i,0.0013473+0.0032705i,0.00098862+0.0036353i,0.00082642+0.0028506i,0.00049278+0.00063565i,-0.00023792-0.00079179i,-9.1551e-06-0.00027774i,0.00064428+0.00039786i,0.0002915+0.00051113i,5.3182e-05+0.00043989i,0.00029506+0.000646i,0.00039875+0.00090124i,0.00023911+0.00051914i,0.00062239+0.0010559i,0.00077599+0.0012766i,0.0005631+0.00045998i,0.000333-7.9558e-05i,-0.00054147-0.00021554i,-0.00025753+0.00034915i,-0.00040458+0.00062794i,-0.00067033-8.4395e-05i,1.3259e-05-0.00029913i,0.00037986+0.0003429i
0.0014189+0.00080238i,0.0013495+0.001299i,0.002128+0.0015634i,0.0017031+0.00086927i,0.00070862+9.7241e-05i,-0.00089065+0.00021552i,-0.0014747+0.00070965i,-0.0010011+0.00052973i,-1.863e-05-0.00013538i,0.00048394-0.0003534i,0.00031356-0.00030034i,0.00037905-0.00028129i,0.00091173+0.00044362i,0.0010813+0.0010553i,0.00058092+0.00035113i,-0.00018621-2.9764e-05i,-0.00032258-0.00015636i,-0.00056204-0.00043281i,-0.00042563-2.4626e-05i,-0.00043292+0.00067736i,-0.0011609+0.00052152i,-0.0011757+9.2214e-05i,-0.00036246+0.00017805i
0.0021483-0.0004141i,0.0014141+0.00091786i,0.0011106+0.0030495i,0.0012016+0.002637i,-0.00012746+0.00048147i,-0.00072151+0.00047875i,3.3135e-05+0.0013497i,-0.00037535+0.00099479i,-2.1517e-06+0.00090177i,0.00058857+0.0008335i,0.00024082+0.00056817i,-5.1022e-05+0.00029352i,-1.2299e-05+0.00035479i,0.00020645+0.00012544i,0.00070612-0.00015094i,0.00039217-0.00016796i,-0.00029395-0.00088729i,-0.0004353-0.0010743i,-0.00029568-0.00069327i,-0.00024455-0.00025922i,-0.00019913+3.4656e-05i,-0.00019951-0.00064128i,-0.00027197-0.0016295i
0.0010704+0.00037647i,0.00030817+0.0020979i,0.00046476+0.0032853i,0.0012852+0.0028589i,0.00083923+0.0013386i,-0.00061461+0.00090737i,-0.00039773+0.00090443i,0.00043209+0.00034774i,2.1498e-05-0.0001039i,0.00026097+0.00013618i,-0.00019618+0.00043308i,-0.00081347+0.00067897i,-0.00028236+0.00046439i,0.00011949+0.0010308i,0.00049328+0.0010638i,0.0010078+0.00014763i,0.00045379+0.00062187i,-0.00011484+0.00073799i,0.00043271+5.4986e-05i,0.00081415-0.00036381i,0.00033105-0.000473i,-0.00022735-0.00036579i,-0.00027889+0.00019121i
0.00099735+0.0021144i,0.0016506+0.0019778i,0.0024958+0.0022741i,0.0027251+0.0020797i,0.00068766+0.00087336i,-0.00037115+0.00047071i,7.9507e-05+0.00062261i,-0.00039782+0.00084492i,-0.00022346+0.00060657i,0.00075663+0.00029648i,0.00092318+0.00049924i,0.0007537+0.0012778i,0.00065542+0.00094188i,0.0010804+0.00022278i,0.0012485-8.6551e-05i,0.00057965-0.00020826i,0.00039917+0.00033216i,-0.00016295+0.00069535i,-6.2767e-05+0.00064753i,0.00089674+0.00043343i,0.00073746+0.00012335i,-0.00026627+0.00023146i,-0.00055202+2.2824e-05i
0.00028015+0.0011267i,0.00041389+0.0019659i,0.00095859+0.0037893i,0.0013142+0.0040944i,0.001556+0.0024543i,0.00036459+0.001033i,-0.001029+0.0006827i,-0.00068564+1.0108e-05i,-0.00044019-0.00062638i,-0.00038162+9.2255e-06i,-0.00043886+0.00051219i,0.00016408+0.00043809i,0.00074529+0.00012294i,0.00025546-0.00032525i,-0.00014291-0.00021805i,0.00013847-0.00020918i,0.00016378-0.00024698i,7.1963e-05-0.00074654i,-4.058e-05-0.0009827i,-0.00018887-0.00062665i,-0.00052991-0.00091724i,-0.00082865-0.0013041i,-0.00017734-0.00088406i
0.0013986-6.4734e-05i,0.0010276+0.0011765i,0.00073624+0.0026807i,-0.0005061+0.0017088i,-0.0018113-2.3674e-05i,-0.0014708+0.00076087i,-0.00049018+0.0016724i,0.00074681+0.00074244i,0.0013972-0.00052781i,0.0010427-0.00074505i,0.00053323-0.00022079i,0.00051163-0.00060673i,0.00057987-0.00024377i,0.00014248+0.00029334i,-0.00029767+0.00034468i,-0.00035281+0.00010712i,0.00012996-0.00045515i,0.00019906-0.00045975i,-0.00020053-0.00016787i,8.7246e-05-0.00056741i,0.00059148-3.7544e-05i,0.00053252+0.00069184i,0.00010557+0.00058003i
0.0013618+0.0006332i,0.001667+0.0016007i,0.0022761+0.0026734i,0.0023761+0.0037496i,0.00088382+0.0025065i,-0.00082142+0.00072237i,-0.00095936+0.00022121i,0.00068712-0.00013884i,0.0010881+0.00039261i,0.00044429+0.00040772i,0.00043152+0.00010445i,1.1371e-05+0.00025766i,-0.00030641-6.0778e-06i,0.00074332-0.00028461i,0.0011476+0.00013573i,0.00064204+0.00025323i,0.0002808+0.00021009i,-0.00022186-7.9967e-06i,-8.7702e-05-0.00084952i,-0.0005316-0.00080392i,-0.00057426-0.0002427i,0.00013426+0.00017904i,0.00058912+0.00080218i
