-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
-0.003332-0.0023665i,-0.0036501-0.0016363i,-0.0023644-0.0016816i,-0.00060633+6.2121e-05i,0.00018419+0.0010617i,9.566e-05+0.0010383i,-0.00018101+0.00071609i,-0.00017083+0.00042455i,-0.00066655+0.00029508i,-0.00097869+0.00037875i,-0.0009042+0.00016905i,-6.2615e-06+0.00011869i,0.00056699+0.00086176i,-0.0002992+0.00060735i,-0.00090531-0.00016634i,-0.0011045-0.00024769i,-0.0011234+0.00019521i,-0.00090666+0.00041874i,-0.00092411-3.5366e-05i,-0.00059573-0.00069302i,0.00073909-0.0007012i,0.00086842-0.00022137i,0.00050681-0.00070107i
0.0010748-0.00019796i,-0.00039396-0.00062842i,-0.0011052+0.00027892i,-0.0011153+0.0019015i,-0.0016807+0.0018298i,-0.0017549+0.0010976i,-0.00095085+6.5315e-05i,-1.1423e-05-7.9811e-05i,0.0003258+0.00031577i,0.00061195+0.00036004i,0.00060624+0.00045517i,-0.00020922+0.00029608i,-0.00037216-2.1958e-05i,-0.00022284+0.00036358i,-0.0006318+0.00102i,-0.00052718+0.0010908i,-0.00024543+0.00026033i,-0.00030247-0.00020752i,-0.00032018-4.9682e-05i,-0.00036332-0.00020938i,-4.4944e-05-0.00038727i,-2.1746e-06-0.0006666i,0.00041078-0.00051328i
0.0020304+0.00020373i,0.0021361+0.00057642i,0.0018706+0.0013778i,0.0013013+0.0011868i,0.00040388+0.00035756i,-0.00050367+0.00042959i,-0.00098687+0.0007307i,-0.00047325-0.00027234i,-0.00039925-0.0011983i,-0.00061877-0.0012185i,-0.00037727-0.00088191i,4.5559e-05-0.0006208i,-2.6436e-06+7.7338e-05i,-0.0010144+0.00072873i,-0.0013+0.00048385i,-0.000516+4.196e-05i,-0.00017217+0.00012968i,0.00010119-0.0002286i,-0.0001101-0.0012079i,-0.0005195-0.001297i,-0.00032186-0.00063608i,0.00019433+0.00031374i,0.00013543+2.3868e-05i
-0.0014705+0.00015752i,-0.0027624+0.0011643i,-0.0037852+0.001473i,-0.0027564+0.0019143i,-0.0019561+0.002318i,-0.0012913+0.0012334i,-0.00092154+0.00030869i,-0.0010315-5.6355e-05i,-0.00066352-0.00074096i,-0.00029053-0.00062058i,-0.00018165-0.00015415i,0.00095856+0.0001695i,0.00075882+0.00062555i,-0.00050304+0.00044118i,-0.00067418-3.252e-05i,-0.00016499+0.00012416i,0.00017677+0.00067537i,0.00017162+0.00028853i,9.7263e-05-0.00053655i,-0.00021202+0.00010889i,8.8182e-05+0.00056205i,0.00024399+0.00035934i,-6.9105e-05-0.0003097i
-0.00084973-0.00086893i,-0.0011962-0.00010984i,-0.0004069-0.00017514i,-0.00058595+0.00010633i,-0.00055216+0.00034817i,-0.00057306+0.00038082i,-0.0015225-0.00040909i,-0.001879-0.00087128i,-0.00098634-0.00074824i,-0.00013739-0.00052759i,-6.1809e-05-0.00019662i,-7.7845e-05+0.00028103i,-0.00019827+0.00049123i,-0.00072833+0.00068452i,-0.00091759+4.3606e-05i,-4.7069e-05+3.892e-05i,0.00030261+0.00071057i,-7.8381e-06+0.0007099i,-0.00019126-0.00011186i,-0.00034607-0.00012922i,-0.00038939+0.0010784i,-0.0001127+0.0009527i,0.00025782+3.6865e-05i
0.0011704-0.00025032i,0.00068711-0.00076671i,0.00051959+0.0011012i,-0.0010024+0.0024692i,-0.0013833+0.0023648i,-0.0010039+0.00079762i,-0.00065802+0.00012186i,0.00023582+7.2879e-05i,0.0003568+1.282e-05i,0.00056463-1.1733e-05i,0.00097952-0.00014123i,0.0011418-0.00016329i,0.00016608-0.00016818i,-0.00079909-0.00045471i,-0.0007175-0.00096803i,-0.00065811-0.00082767i,-0.00026851-0.00051042i,0.00021861+0.00065883i,0.000183+0.0008852i,-4.8397e-05-0.00028181i,-3.9327e-05-9.3122e-06i,0.00044551+0.0011709i,0.00053696+0.0014166i
0.00080779+0.00096214i,0.00035491+0.0016885i,0.0004042+0.0015426i,0.00040483+0.001451i,9.0656e-05+0.0011813i,-0.00088977+0.00030583i,-0.00094727-0.00026275i,-2.4104e-05-0.00045987i,0.00056791-0.00045226i,0.0002382-0.00022686i,-3.6478e-05+0.00047473i,0.00033205+0.00033465i,0.00047829-8.5842e-05i,-0.00014896+0.00011354i,-2.2474e-05+0.00033539i,0.00060433+0.00036283i,0.00085074+0.00010104i,0.00037269-0.00025913i,-0.00020582-0.00024158i,0.00050257-0.00059124i,0.0011237-0.00070459i,0.00084329-0.0005524i,-0.00028722-0.00017503i
-0.0022672+0.00048158i,-0.00251+0.00068249i,-0.002737+0.0013271i,-0.00056709+0.0022852i,0.0015173+0.0022228i,0.00087188+0.0011297i,-1.9639e-05+0.00048353i,-0.00017086+0.00024239i,-0.00082596+6.3323e-05i,-0.0010659+0.00060317i,-0.00024581+0.0012433i,-3.4445e-05+0.0011896i,-0.00083404+0.00088422i,-0.00070547+0.00015876i,3.082e-05+7.5515e-05i,0.00033104+0.00035615i,0.00079534+8.2843e-05i,0.0001029-0.0002314i,-0.00028491-0.00045198i,-0.00023999+0.00059299i,-0.0010426+0.0013462i,-0.0010199+0.00089237i,-0.00015953+0.00054831i
0.0008595+0.0020907i,-3.2851e-05+0.0023415i,0.00068217+0.0015256i,0.0001727+0.00073148i,0.00076337+0.00026289i,0.0011692-0.00038361i,0.00077115-0.00031329i,0.0010764+6.3942e-06i,0.00066271-5.061e-05i,3.4869e-05-7.4729e-05i,2.6101e-06+0.00036229i,-0.00056364+0.00031488i,-0.00058401+0.00060156i,-0.00016938+0.00094766i,-7.8425e-05+0.001012i,-0.00018028+0.0012789i,-3.2666e-05+0.001171i,-0.00039745+0.00080597i,-0.00091578-0.00013747i,-0.00040399-0.00048057i,0.00022454+0.00023787i,2.95e-05+0.00064422i,-0.0002386+0.00010329i
-0.0019603-0.0014533i,-0.002687-0.0013738i,-0.0025167-0.0017131i,-0.0019352-0.0010813i,-0.0018202-0.0007854i,-0.0016445-6.949e-05i,-0.0011912+0.00014312i,5.5173e-05-6.8917e-07i,0.00045744+0.00018083i,-0.00041055-0.0004246i,-0.00045461-0.00033287i,-0.00024167-7.725e-05i,-0.00051215+6.4265e-05i,-0.00018585-1.5731e-05i,0.00065571-0.0002705i,0.00047384+0.00020164i,-0.00032632+0.00069751i,-0.00075483+0.000224i,-0.0015034+9.4744e-05i,-0.0021804+0.00042009i,-0.0010932+0.00031575i,-1.0235e-05-0.00042517i,-0.0001591-0.00054549i
-0.00085971+2.5534e-05i,-0.0016884+0.00080907i,-0.00085699+0.001771i,-0.00019759+0.0016548i,-0.00049424+0.0010736i,-0.00046532+0.000148i,0.00034984-9.9508e-05i,0.00051562-0.00020913i,-3.6826e-05-0.00032706i,-6.1249e-05+0.00054727i,0.00023901+0.00054484i,0.00016975-0.00031978i,0.00024448-0.00021619i,0.00082453+0.00056132i,0.0011068+0.00049673i,0.00029688+0.00029853i,-4.6868e-05+0.0001012i,0.00038855+0.00025033i,2.8097e-05+0.00034554i,-0.00044474-3.365e-05i,-0.0011153-3.1702e-05i,-0.0013825-0.00021848i,-0.00075143-0.00022339i
0.0020519-0.0010597i,0.00066433-0.00085108i,0.00025197-0.00020121i,9.8731e-05+0.00093668i,0.0002659+0.0013254i,0.00043883+0.00062531i,0.00059609+0.00025037i,0.00046366+0.00063492i,0.00041027+0.00054109i,0.00051567+5.2575e-05i,0.00049748+0.00017196i,0.00030436+0.00064419i,0.0001996+0.00065255i,-2.9674e-05-0.00011542i,-0.00033612-0.00096669i,-0.00031251-0.0006974i,-0.00037755-7.6008e-05i,-0.00085184-0.00010289i,-0.0011556+1.8428e-05i,-0.0013363-4.1873e-05i,-0.0010722-0.00026565i,-0.00067213+6.3755e-05i,-9.8886e-05+0.000188i
0.0013374+0.0013967i,4.9295e-05+0.0014191i,0.00073222+0.0019287i,0.00083377+0.0012629i,-0.00062863+4.0389e-05i,-0.00084283-0.0010253i,-0.00021987-0.00034034i,-0.00033165+0.00060394i,-0.00015651-7.8368e-05i,-5.1215e-05-0.0009521i,-0.00031411-0.00055078i,-0.00050999-0.00049894i,0.00012578-0.0013307i,0.00088082-0.00073657i,0.00069897+0.00062507i,0.0002621+0.000655i,0.00052328-0.00020112i,0.00069458-0.00085954i,0.00049126-0.001008i,0.00027922-0.00056086i,-6.8268e-05-0.00010145i,0.00020004+0.00025234i,0.00048255+0.0003536i
0.00022973+0.0019633i,-0.00027666+0.0024536i,-0.0016319+0.0030707i,-0.00085617+0.0030023i,0.00015621+0.0022054i,-0.00028693+0.00046572i,-0.00070819-0.00018953i,-0.00047806+0.00062247i,-0.00031484+0.00067012i,0.00039268+0.00015772i,0.00050339+0.00070619i,-0.00051953+0.00068353i,-0.0016949-0.00015102i,-0.001693+0.00019086i,-0.0003581+0.0013925i,0.00078844+0.0010401i,0.00057924+0.00052182i,-6.7148e-05+0.00042287i,-6.773e-05-6.5942e-05i,-1.4387e-05-0.00047412i,1.3858e-05-0.00084064i,0.00040916-0.00073703i,0.00077577-0.00022726i
-0.0012256-0.0021475i,-0.0015374-0.00099303i,-0.0023093-0.00031797i,-0.0022692+0.00072967i,-0.0017961+0.0017031i,-0.0021836+0.00089888i,-0.0019268+0.00011139i,-0.0011764-0.00022163i,-0.0010298-0.0010124i,-0.0011187-0.00042778i,-0.00059498+0.00044091i,-0.00017658+2.6742e-05i,-0.0001236-0.0001387i,9.7492e-05+0.0003048i,0.0002924+0.00036961i,0.00040497+0.00017597i,0.00025339+0.00078005i,0.00020919+0.0011339i,0.00039053+0.00035375i,0.00033062-0.00062715i,-0.00028984-0.00069091i,-0.00037376-0.00082143i,-1.6871e-05-0.0010216i
0.002027-0.0010372i,0.0014566+0.00077313i,0.0007142+0.0022039i,-0.00014928+0.0022718i,-0.00036486+0.0015996i,-0.0002462+0.0014217i,-0.0002366+0.0011478i,-0.00022554-0.00010379i,0.00073175-0.00069853i,0.000625-0.00053804i,8.4142e-05-0.0001915i,-2.8302e-05+0.00045339i,-9.974e-05+0.00080882i,-0.00024436+0.0001809i,-0.000433-0.0003686i,-0.00031895-0.00086621i,8.9505e-05-0.0012644i,0.00010614-0.00086524i,-0.00035723+0.00014301i,-0.00029585+0.0006616i,8.4535e-05+0.0007654i,-0.00037279+0.00050937i,-0.00073192+0.00013241i
0.0022364-0.0015384i,0.0019126-0.00094473i,0.0013771-0.0013574i,0.0012288-0.00070356i,0.00062957-1.8163e-05i,0.0005498-0.00069547i,3.9375e-05-0.0012292i,-0.00051309-0.00066785i,-7.677e-06-9.9956e-06i,-0.00017122-0.00033448i,-0.0001642-0.00064803i,0.00036036-7.2354e-05i,0.00013107+9.9063e-06i,-0.00038919-0.00072682i,-0.00054898-0.00083673i,-0.00072243-0.00065884i,-0.00040519-0.00072759i,0.00032485-0.00070037i,0.00040208+0.00010366i,0.00044127+6.8685e-05i,-9.778e-05-0.00085527i,-0.0004425-0.00054135i,5.8689e-05-5.3942e-05i
-8.1071e-05-0.00025163i,-0.0014346-0.001141i,-0.002075-0.0020606i,-0.0024051-0.00047093i,-0.0027317+0.00031916i,-0.0018184+6.3033e-05i,-0.0012078+0.00038019i,-0.00046487+0.00022509i,8.2619e-05-0.00041314i,-0.00045985-7.3641e-05i,-0.0012064-0.00011987i,-0.00084025-0.00048326i,0.00034632-0.00022071i,0.00058266+0.00044952i,4.5189e-05+0.00053748i,-9.7781e-05+0.00023325i,-0.0003956-0.00040393i,-0.00045465-0.00095022i,6.3177e-05-0.00032544i,-0.00026429+0.00043299i,-0.00074788-0.00016179i,-0.00070056-0.0001003i,-0.00036023+0.00038894i
-0.00051196-0.0021809i,-0.0012676-0.00042484i,-0.0016148+0.00052788i,-0.00056847+0.00057567i,0.00018226+0.0015344i,0.00043967+0.00154i,0.00041053+0.0011222i,-0.0001453+0.00052834i,-0.00085005-3.9147e-05i,-0.00083046+5.5764e-05i,2.4708e-05+6.9531e-05i,0.00015844-0.00023669i,-0.00076359+0.00010038i,-0.00089614+0.00026338i,-0.00054213-0.00042493i,-0.00015769-0.0004238i,-0.00014133-0.00031494i,-0.00028645-0.00088817i,-3.8754e-05-0.00061577i,0.00043501-7.0898e-06i,-9.0895e-05+0.0002813i,-0.0012676+0.00064579i,-0.0012729+0.00055692i
0.00070471-0.003165i,-0.0005261-0.0028974i,-0.0014585-0.0023916i,-0.0022179-0.00054449i,-0.0027004+0.00044995i,-0.0019041+0.00076741i,-0.00092883+0.00077318i,0.00019294+0.00011825i,0.00053092+0.00025023i,-0.00030801+0.00037393i,-0.0011385+0.0003146i,-0.0011116-0.00039526i,-0.00072809-0.0010241i,-3.4357e-05-0.00060458i,9.2158e-05-3.9175e-05i,-0.00040808+5.0377e-05i,-0.00036569-0.0001055i,-0.00084699-0.00042601i,-0.00065873-0.00047877i,-0.00016994-0.00037353i,-0.00014003-0.00027264i,0.0002838+0.00018265i,-0.00020647+0.00039986i
-0.00060706+0.0011407i,-0.00073765+0.00088266i,0.00049931+0.00097755i,0.0016408+0.0010017i,0.0025734+0.00064796i,0.0013801+0.00042448i,-0.00012957-3.0437e-05i,-0.00015426-4.0645e-05i,-0.0003776-0.00060532i,-0.00020552-0.00083291i,0.00027416+0.00039679i,5.9522e-05+0.00039123i,4.9355e-05-3.6498e-05i,0.00044252+0.00088209i,8.0633e-05+0.0012239i,-0.00036039+0.00088762i,-0.00046521+0.00080086i,-0.00069401+0.00011232i,-0.0007279+0.00020576i,-0.00018738+0.00043977i,0.00022406-1.2921e-05i,-0.00013647-0.00026759i,-0.0001258-0.0003243i
-0.0012832-0.001111i,-0.0021327-0.0011049i,-0.0017812-6.1873e-05i,-0.0021262+0.00090949i,-0.0019174+0.00034135i,-0.00095152-0.00096601i,-0.00085059-0.0011845i,-0.001295-0.00060577i,-0.00095925-0.00019077i,-7.9141e-05+0.00020852i,0.00019597+0.00031362i,0.00054056-0.0001314i,0.0001936+3.0567e-05i,-0.00044132+0.00020217i,1.6128e-05+0.00011419i,0.00048775+2.6925e-05i,0.000973-0.00023589i,0.0014489+5.4377e-05i,0.0013797+0.00021001i,0.00022085-3.3765e-05i,-0.00039063+0.00014124i,1.4473e-05-6.7768e-05i,0.00019102-0.00054331i
-0.0011746-0.0015671i,-0.0014773-0.00041651i,-0.002492+0.0012035i,-0.0019151+0.0016613i,-0.00067457+0.0021265i,0.00054247+0.0023209i,0.00075253+0.0016573i,-5.4411e-05+0.0012072i,-0.00011832+0.00066886i,-0.00030769+0.00065011i,0.00014762+0.0013566i,0.00059543+0.0008847i,0.00031827+0.00032031i,0.00036419+0.00052096i,0.0005433+0.00093023i,0.00027656+0.0010322i,-0.00022689+0.00069717i,-0.00072259+0.00054302i,-0.00073657-4.7647e-05i,-0.00032331-0.00048495i,-0.00059691+0.00029401i,-0.00038105+0.0015654i,0.00011288+0.0011601i
0.0010635-0.00054818i,0.00023645-0.00026789i,0.000589-0.00037035i,-0.0001531+0.00046839i,-0.0010936+0.00080891i,-0.0014671+0.00064091i,-0.0013154+0.00017141i,-0.0012534+4.5227e-05i,-0.0012394+0.0005224i,-0.0010898+0.0004156i,-0.00019097+0.00043803i,0.00053974+0.00067966i,9.6967e-05+0.00073842i,-0.00059223+0.00098592i,-0.00021611+0.0008917i,0.00029894+0.00019659i,0.00079834-1.453e-05i,0.0010173-0.00036361i,0.00063012-0.00055734i,-8.8205e-05+0.00051736i,-0.00063611+0.00083902i,-0.00024567+0.00037303i,0.00010247+0.00025725i
-0.00041028+1.298e-05i,0.00013416+0.00027902i,0.00026703-0.00033736i,1.4402e-05-0.00034789i,-0.00053182+0.0002298i,-0.0009197+0.00014548i,0.00011197+0.00011978i,0.00028907-0.00028522i,-0.00078099-0.00049783i,-0.00084645+0.00032446i,-8.5058e-05+0.00043667i,0.00030545-0.00074768i,0.00037584-0.0015689i,0.00014361-0.0010086i,0.00033028-0.00065811i,0.00033992-0.00019038i,0.0002186+0.00049597i,0.00054061+0.0005061i,0.00039737+0.0002676i,-0.00021008-3.6738e-05i,-0.00052766-0.00020251i,-0.00052629-0.00012151i,-0.00047486+0.00014412i
0.00047428-0.0011305i,-0.00041849-0.0016432i,-0.00058783-0.00032267i,-0.00019832+0.0011966i,0.00021055+0.00057183i,-0.00027268-0.00045647i,-0.00077104-0.001001i,-0.00024671-0.0010893i,0.00037008-2.1625e-05i,0.00039035+0.00023532i,0.00048828+0.00038689i,0.00033809+0.00081673i,0.00037858-0.00027682i,0.00044615-0.001023i,0.00045875-0.00050126i,0.00030515+0.00032146i,0.00015195+0.00098426i,0.00053615+0.00060427i,0.00024296-0.00037768i,-0.00043669-0.001375i,-0.00010095-0.0011531i,-0.00033535-0.00043853i,-0.00098607-0.00070091i
0.0019693+0.00022665i,0.0012341-0.0005968i,0.00037897+0.00066936i,-0.0006898+0.00044224i,-0.0014398-0.00045388i,-0.0014188+0.00013151i,-0.0012425+0.000416i,-0.0010639+0.00014516i,-0.0013034-0.00020012i,-0.0010891-0.00039509i,-0.00010614-0.00079241i,0.00068479-0.00065349i,0.0007321-0.00044897i,0.00075497-2.9721e-05i,-0.00031235+0.00016342i,-0.00067498-8.7346e-05i,0.00031551+0.00067191i,0.0011293+0.00047632i,0.00046175+4.6886e-05i,-0.00013042+2.7593e-05i,-0.00026683-0.0005597i,-0.00047643-0.00099508i,0.00019151-0.0005631i
0.00070703+0.00019967i,0.00027184+0.00088664i,-0.00026172+0.0026564i,-0.00080856+0.0029845i,-0.0002503+0.0016487i,-0.00012878+6.8805e-05i,-0.00016025-0.000494i,-0.00010502-0.00011983i,-2.3418e-05-0.0003959i,0.00046187-0.00053711i,5.9562e-05-0.00037913i,-0.0003763-0.00022204i,-0.00068437-0.00039972i,-0.00073215-0.00078191i,-0.00071362-0.00035359i,-0.00052685+0.00026605i,-6.1897e-05+0.00015119i,-0.00010392-4.0818e-06i,3.3859e-05+3.4122e-05i,0.00044112+0.00023582i,0.00024013+0.00040892i,0.00058375+0.00016558i,0.00074441+6.5508e-05i
-0.00047969+4.6746e-05i,-0.00075577-3.0187e-05i,-0.00038095-5.5119e-05i,0.0002703+0.00022163i,-0.00099489+0.00040859i,-0.0016425-0.00029142i,-0.00043487-0.00022419i,0.00033256+0.00046316i,0.00016814+3.701e-05i,0.000525-0.00029591i,0.00022756+0.00049175i,-0.00055502+0.001005i,-0.0012279+0.0012226i,-0.0016193+0.0012222i,-0.00091382+0.00037239i,-0.00038622-0.00051583i,0.00012044-0.0009613i,0.00017063-0.00035173i,-8.865e-05-0.00043202i,0.00016861-0.00072293i,-0.00025012+0.00067843i,-0.00029024+0.00063373i,9.0556e-05-7.0783e-05i
-0.00044296-0.00020245i,-0.0005418+9.1388e-05i,-0.0005571+0.00084675i,-0.00072756+0.00079371i,-0.00057265+0.0014169i,0.00036766+0.00097334i,0.0011638-0.00044278i,0.00025155-0.00092768i,-0.00055672-0.00065339i,-0.00051446+0.00031336i,-2.6453e-05+0.0010368i,0.00027408+0.00042928i,-0.00026587-0.00013837i,-0.00082146-0.00049054i,-0.00045364+0.00033619i,0.00015676+0.0005673i,0.00057335-0.0003608i,0.00081233-0.00020454i,0.00045142+7.0643e-05i,-0.000574-0.00042449i,-0.00074654-0.00027828i,0.00017481+0.00023366i,0.0005605+0.00054984i
0.0012469-0.0011678i,0.0011322+2.5022e-05i,0.0016843-0.00027816i,0.0001925-0.00080698i,-0.0021116-0.0010973i,-0.0023372-0.00076579i,-0.00085789+0.00025349i,0.00068547+0.0010919i,0.00096155+0.0006001i,-0.00019058+5.2456e-05i,-0.00026749-0.00015092i,0.00063367-7.1866e-05i,-0.00022434-4.133e-06i,-0.0006691-9.2321e-05i,0.00014557+0.00011173i,0.00073141-1.6623e-05i,0.00070327-0.00041701i,0.00083192-0.00070016i,0.00059055-0.0011351i,-0.00038537-0.0012338i,-0.00052484-0.00095988i,-0.00060973-0.00085184i,-0.00077905-0.00046021i
0.0011435+0.00014385i,0.00089855-0.00043453i,0.0012955+0.00023749i,0.00087055+0.0011711i,-0.00016971+0.00040889i,-0.00063376-0.00066844i,-0.00028517-0.00063652i,0.00049315-0.00053158i,-0.00014924-0.00027262i,-0.00029023-0.00012518i,0.00050065-0.00023531i,0.00049653+0.00013877i,0.0006671-3.6805e-05i,0.00061844-0.00038162i,3.333e-05-0.00037365i,0.00044925+1.2237e-05i,0.00015335+0.00077686i,-0.00057247+0.0011445i,-0.00058914+0.00070845i,-0.00026023+0.00080259i,-0.00013782+0.00047855i,0.00018343-0.00068358i,0.00020478-0.00030905i
0.00063832+0.0026912i,-0.00053926+0.0015403i,0.00084287+0.0018556i,0.0016714+0.0021354i,0.00047892+0.00057776i,-0.00077602-0.00078235i,-0.0017958-0.00072894i,-0.0014768-3.0644e-05i,-0.00069155-7.5217e-06i,-0.0007167+0.00017978i,-0.00080544+0.00058818i,-0.00059918-0.00036388i,-1.8262e-05-0.00067081i,0.00013532+0.00010407i,-0.00034665+0.00038806i,-0.00020597+0.0005652i,0.00031737+6.4813e-05i,0.00036804-0.00089992i,0.00057138-0.0010588i,0.00092188-0.00080796i,0.00041651-0.00053996i,-0.00041638-0.00079477i,-0.00055226-0.00067205i
0.00097131-0.00024731i,-0.00024988+0.00014081i,-0.00022703+0.00072953i,-9.044e-05+0.0017509i,-0.0007753+0.0019322i,-0.00041597+0.0016839i,-0.0012442+0.0013092i,-0.0010402-0.00028336i,0.00029548-0.0010995i,0.00086608-0.00048939i,0.0010952+0.00052263i,0.00067167+0.00096178i,0.00031398+0.00046555i,0.0005457-0.00013564i,-0.00030468+0.00022378i,-0.00050933+0.00062298i,0.00057043+0.00022418i,0.00068197+0.00025379i,-0.00032269+0.00018446i,-0.00098644-0.00029991i,-0.00084957-0.00011266i,-0.00033864+0.0003182i,-0.00031484+8.3695e-05i
0.00041404-0.00025705i,-8.0961e-05+0.00010278i,-4.0689e-05+0.0011148i,-7.1574e-05+0.0011683i,0.00018426+0.00043425i,-0.00063205-0.00039539i,-0.00061198-0.00031026i,-7.6069e-05+0.00021348i,0.00021081+0.00012723i,0.00045582+0.00015717i,0.00040584+0.00071903i,0.00025317+0.00024576i,9.9791e-05-0.00057584i,0.00010288-0.00030042i,-0.00016779+0.00016405i,0.00014091+0.00027405i,0.0010962-2.0399e-06i,0.0011191-0.00022754i,0.0010782+0.00011667i,0.0006267+0.00082493i,-3.5868e-05+0.00037376i,-0.0002768-0.00054134i,-0.00044488-0.0001027i
0.00097832-0.0031396i,-2.2077e-06-0.0028423i,0.00023529-0.0021629i,-0.00065367-0.0013928i,-0.0016176+3.1675e-05i,-0.0011814+0.0011847i,-0.00096455+0.00094863i,-0.000319-0.00037241i,0.00063316-0.0012813i,0.00090812-0.00089733i,-1.693e-05+1.1227e-05i,-0.00096181+0.00057806i,-0.00047528+0.000454i,-0.00028669+0.00062079i,-0.00027306+0.0009191i,-0.00022482+0.00063889i,-0.00035029+0.00051819i,-0.00084442-4.3545e-05i,-0.0011801+0.00020129i,-0.00070978+0.001112i,-0.00093268+0.00075238i,-0.00094534+0.0001931i,-0.00031907-4.1389e-05i
0.0010943+0.0012058i,0.00040518+0.0013565i,0.0011348+0.0020427i,0.00086554+0.0015756i,0.00016375-0.0001061i,-0.00053356-0.00038142i,-0.00077331-0.00023149i,-0.0003787-0.00060304i,-7.436e-05-0.0004697i,-0.00019336+0.00010836i,-0.00020267+0.00052698i,3.9531e-05+0.00029195i,0.00031495-0.00021396i,0.00041982-0.00016098i,-1.8453e-05-0.00019462i,-0.00066764-0.00023434i,-0.00074536+0.0001979i,-0.00041118+0.00015305i,0.00042119-0.00062274i,-4.0788e-05-0.0007205i,-0.0004901+0.00041897i,-0.00037401+0.00094842i,-0.00089311-0.00026005i
-0.00027787-0.0012307i,-0.00082842-0.0014776i,-0.0018012-0.00089418i,-0.00144+0.00030236i,-0.0016368+0.00089896i,-0.0022516+0.00044336i,-0.0011878+0.00071597i,-0.0006047+0.00043481i,-0.00082794-0.00083172i,-0.00057469-0.00071762i,-0.00034262-0.00024021i,-0.00020276-0.00056417i,0.00017532-0.00087729i,0.00094153-0.00051403i,0.001087+0.00024043i,0.00053599+0.00062774i,0.00077933+1.258e-05i,0.00081724+1.9891e-05i,0.00053896+8.8539e-05i,0.00036344-0.00026808i,0.00035896-0.00021776i,0.00027249-9.8867e-05i,0.0001513-0.00021382i
-0.00072771-0.00036722i,-0.00047838-0.00065845i,-0.00041742-0.0014416i,-0.00044883-0.00082407i,0.00010799+0.00075979i,3.1425e-05+0.00092915i,-0.0007219+0.0003103i,-0.00070836-0.00059379i,-9.8669e-05-0.00072973i,2.7428e-05-0.00046639i,-0.00010843-0.00036106i,-0.00010965-0.00035234i,-0.0001809-0.00027098i,-0.00062963+6.2766e-05i,-0.00076412+1.2272e-05i,-0.00011667-0.00054557i,0.0011904-0.00069479i,0.0014935-0.0002152i,0.00088561+0.00017736i,0.00024656+0.00040888i,0.00020477+0.00054797i,0.00029734+0.0010966i,0.00025246+0.00021105i
0.0043839-0.0015499i,0.0035254-0.00099263i,0.0010548-0.0011034i,-0.00097956-0.00024371i,-0.0021647+0.00013673i,-0.002578-0.00039317i,-0.0018556-0.00075229i,-0.00058455-0.00072654i,0.0002676-0.00020236i,-0.00065551+0.00034024i,-0.00057786+0.00019748i,5.6761e-05+0.00017523i,-0.00025321+0.00042366i,-0.0011198+0.00047088i,-0.0008595-0.00029847i,-0.000226-0.00097771i,-0.00044546+4.0387e-05i,-0.00048354+0.00067718i,-0.00048983-8.2233e-05i,-0.00060418-0.00067805i,-0.00037977-0.0011282i,0.00020722-0.0011292i,-7.6419e-05-0.00097378i
0.0011515-0.00089214i,0.0001292-0.00013389i,0.00029073-2.1811e-05i,-1.9982e-05-8.444e-05i,-0.0017531-0.00049138i,-0.0020165-0.00085231i,-0.00092101-2.4286e-05i,-9.584e-05+0.00028371i,0.00053611-0.00092087i,0.00040989-0.00092325i,0.00044586+0.0001323i,0.00081449+0.00047572i,0.00057052-0.00017188i,0.00017113-0.00045574i,6.3851e-05-0.00050291i,0.00029408-0.00014565i,0.00046882-6.4881e-05i,0.00039478+0.00010058i,-0.00034828+0.00010375i,-0.00069085-0.00020233i,-0.00046587+8.645e-05i,0.00017147+0.00034372i,0.00060558+0.00040188i
0.00013094+0.00074679i,0.00146-1.5233e-05i,0.00082838+0.00019089i,-0.00016593+0.00029676i,-0.00021511+3.4347e-05i,-0.00077433-0.0006641i,-0.00093915+0.00013559i,-0.00043826+0.0007177i,7.3295e-05-0.00012569i,0.00069956+0.0003084i,0.0012685+0.00041656i,0.00067861-0.00031425i,1.5306e-05-0.00057356i,-0.00012612-0.00026821i,0.0001207+0.00034868i,0.00048572+0.00032648i,0.00095171+6.647e-05i,0.00095685-5.8418e-05i,7.2825e-05-0.00040096i,-0.00054299-0.00070719i,-0.00082475-0.00054231i,-0.00081598-0.00074053i,-0.00046345-0.00087955i
