-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
-0.0013384+0.0020839i,-0.000859+0.0016327i,-0.00080879+0.00057i,-0.00063484+0.00075733i,-0.00015376+0.0013147i,0.00090194+0.00070832i,0.00099019-0.00014132i,-0.00011241-0.00030152i,-0.0010297-0.00049288i,-0.00098849-0.00026322i,-0.00045526+0.00056624i,-0.00026144+0.00032026i,-0.00033522+0.00029692i,-0.00062956+0.00057723i,5.7861e-06-0.00045753i,0.00058471-0.00065426i,0.00034663+0.00010585i,0.00040307+0.00018944i,0.00053795-0.00026932i,6.412e-05+0.00026209i,-0.00054732+0.00054798i,-0.00013941+4.8373e-05i,2.1582e-05-0.0005204i
-0.0017644+0.00085309i,-0.0015132+0.0011812i,-0.0010033+0.0011706i,-0.0005432+0.00085899i,-0.00017467+0.00042136i,-0.00085522-0.00021102i,-0.0012656-0.00041004i,-0.00067668+0.0004028i,-0.00014537+0.000619i,0.00070279+0.00026121i,0.00056056-0.00023246i,0.00053572-0.00031389i,0.00038635-0.00053165i,-0.00025406-0.0013684i,3.3675e-05-0.0011647i,9.6162e-05-0.0004936i,-4.6135e-05+0.00014693i,6.1657e-05+0.00020932i,-0.00025694-0.00015975i,-0.00057283-0.00088111i,-0.00066395-0.00094166i,-0.00049806-0.00036237i,-5.0418e-05+0.00021968i
0.00011914-0.00079856i,-0.00012653-0.00015619i,0.0006548+0.00020479i,0.0017922-0.001029i,0.0013244-0.0020363i,0.00029912-0.0018865i,-0.00020472-0.0003157i,1.6083e-05+0.00044516i,-7.0153e-05+0.00035916i,-0.00021756+0.00082171i,-0.00013688+0.0001518i,-0.00038352-0.00059855i,-0.00014193-0.00022862i,0.00018834+0.00033718i,-9.1029e-05+0.00023477i,-0.00079005-0.00040053i,-0.0008151-6.9645e-05i,-0.00029847+0.00018266i,-0.00035767-0.00039259i,-0.00010242-0.00019753i,0.00017103+0.00068793i,-5.4899e-07+0.001218i,0.0003892+0.0011967i
-0.0016453+0.0011224i,-0.0021221+0.00065654i,-0.0017134+0.00018465i,-0.00039666+0.00058i,0.0010373+0.0012479i,0.00039945+0.00068045i,-0.00060484+0.00014081i,-0.00053193+0.00059315i,0.00014071+0.0005517i,-0.00061411+2.1556e-05i,-0.0011593-0.00088972i,-0.00053207-0.00058973i,0.00031172+0.00057491i,0.00074005+0.00047374i,-0.0001113+0.00056173i,-9.3908e-05+0.00041664i,0.00016276-0.00016054i,-0.00059146+0.0001709i,-0.00064878+0.00059001i,-0.00022201+0.00031562i,-0.00035022-0.00010292i,-0.00065232-0.00020958i,0.00010063+0.00010068i
-0.0015986+0.0033326i,-0.0015315+0.0027969i,-0.00075006+0.0019258i,-0.0001784+0.00082045i,0.00010663-0.00017115i,-0.0003008-0.00040672i,-0.0013805+0.00017749i,-0.0012317+0.00069225i,-0.00042689+0.00081808i,5.9706e-05+0.00034882i,0.0004445+0.00035305i,0.00061027+6.717e-05i,-0.00022807-0.00046441i,-0.00054474-0.00050434i,-0.00034469+0.0002797i,-0.0005386+0.00017253i,0.00019274+3.0662e-05i,0.00054242+0.00014839i,0.00082503-0.00015332i,0.0010727-0.00017541i,0.00067084-0.00041765i,0.0011152-0.00035201i,0.00065165+0.00010439i
-0.00053922+0.00015928i,1.7047e-05+0.00093615i,0.0013003+0.00073861i,0.00080462-1.7606e-05i,-0.00059024-0.00069659i,-0.0010172-0.00076669i,-0.0004585-0.00025356i,0.00033604-0.00047389i,0.0002214-0.00041039i,-0.00029338+0.00035678i,0.00013007+0.00059867i,0.00062457+0.00028861i,0.00023083+5.0406e-05i,-0.0001174+0.00027519i,-0.00017584+0.00048478i,0.0002344+5.8014e-05i,-4.9356e-05-0.00055943i,-8.0287e-05-0.00032625i,0.00064581+0.00019712i,0.00062974+0.00022647i,0.00024656+0.00016349i,1.0925e-05+0.00041879i,6.3922e-05+0.00043665i
-0.00035332+0.0028593i,-1.4221e-05+0.0034588i,0.0005138+0.0032691i,0.0013158+0.0020515i,0.00041799+0.0011547i,-0.0005543+0.00045151i,-0.0008578-0.00014891i,-0.00094937-0.00045457i,-0.00028782+0.00021718i,-0.00018233+0.00023389i,-0.00045419+0.00031024i,0.00011377+0.00016737i,0.00056987-0.00049143i,2.8596e-05-0.00065114i,-0.0002002+6.8446e-06i,-0.00039165+0.00076365i,-0.0005208+0.0010374i,-0.00039657+0.00088231i,-0.00051582+0.00088244i,-0.00033473+0.00087654i,0.00019235+0.00028302i,0.00044033+0.00019561i,4.7944e-05+0.000584i
0.0014358+0.0021993i,0.00064331+0.00056735i,0.0010594-0.00066871i,0.00072459-0.00086402i,-0.00065131-0.0012179i,-0.0014384-0.0011918i,-0.00099449-0.00043198i,-0.00013937+0.00021703i,0.0002132-0.00014518i,0.00043864-0.00051156i,-9.3693e-06+5.2049e-07i,-0.00074579+0.00010359i,-0.0015137-6.042e-05i,-0.001695+0.00035133i,-0.0013647+0.00070709i,-0.00051522+0.00030525i,-0.00017895-4.1083e-05i,-0.00070322-3.9002e-05i,-0.00098273-0.00018692i,-0.00087984-0.00037826i,-0.00063346-1.4241e-05i,-0.00036147-0.00029348i,-0.00014669-0.00079734i
0.00044993-8.8067e-05i,0.0021707-0.00071566i,0.0022917-0.00093056i,0.0012675-0.00069704i,0.00021436-0.00030448i,-0.00080591+0.0006565i,-0.001102+0.0010033i,-0.00028379+0.00048899i,-1.7866e-05+0.0002821i,-0.00081544+0.00038608i,-0.00047948+0.00028071i,-0.00017576-0.00032333i,0.00028666+0.00023502i,0.0011609+0.00060743i,0.001336+4.1145e-05i,0.00093917-6.5008e-05i,-1.8237e-05+0.0004689i,-0.00061168+0.00030651i,-0.00018157-0.00063502i,-0.00018406-0.0010448i,-0.00039249-0.00060704i,4.6175e-05+0.00020945i,-0.00025719+0.00057343i
-0.0010198+0.0015815i,0.00012061+0.0032415i,0.00037063+0.0023102i,-5.163e-05+0.0008854i,-7.5354e-05+0.00024158i,-0.00025727-0.00058096i,-0.00012356-0.00018189i,0.00026162-6.0555e-05i,0.00030063-8.8312e-05i,-0.00031314-2.3619e-05i,-0.00036181-7.1323e-05i,0.00061676+3.2384e-05i,0.0013294-0.00012742i,0.0011051-0.00050439i,7.6919e-05-0.00066349i,-2.9814e-05-0.00062198i,0.00044528-0.00042884i,0.00033662+2.7367e-05i,-0.00036093+0.00072536i,-0.0002144+0.00021366i,-8.0532e-05-0.00063246i,-8.9746e-05-0.00046428i,0.00026887+0.00012214i
-0.00040147-2.6376e-05i,-0.002425+0.00081511i,-0.0026854-0.00066386i,-0.0020477-0.00074943i,-0.0018606+0.00062305i,-0.0018451+0.0012125i,-0.0010635+0.00078122i,-0.00014533-0.00010276i,3.0001e-05+4.749e-05i,0.00042444-1.801e-05i,-0.00022263-9.702e-05i,-0.00068331+0.00017593i,-5.54e-05+0.0009579i,0.00042031+0.0012438i,0.00097569+0.00055716i,0.00059344-3.1471e-05i,0.00040986-0.00050123i,0.00043979-0.0010488i,-0.00031778-0.001339i,-0.00074258-0.00096909i,-0.00040204-0.00098944i,0.00034278-0.00084607i,0.00044592+0.00027398i
0.00055374-0.0017531i,0.00098097-0.0025553i,0.0017774-0.0021061i,0.0007823-0.0010441i,-0.00090047-0.00045156i,-0.00063013-0.00036326i,-6.2397e-05+0.0005423i,-0.00035227+0.0015023i,-0.00012507+0.00066463i,0.00093297+6.5652e-05i,0.0013251+0.00024899i,0.00075271+0.00059973i,0.00019031+0.00038989i,3.3432e-05-0.00021675i,-0.00022029-0.00015049i,-0.00037094-3.8164e-05i,-0.0004064-0.00014136i,-0.00015001-0.00056707i,0.00060165-0.00098997i,0.00050138-0.00014399i,0.00011012+0.0003198i,6.4524e-06+0.00011767i,-0.00064052-0.00053108i
-6.3458e-05+0.0028037i,0.00095648+0.0033631i,0.0021805+0.0040343i,0.0022873+0.0027577i,0.0021216+0.0011712i,0.0013741+0.00010573i,0.00017344-0.00043056i,-0.00028214+0.00017931i,7.1092e-06+0.00058742i,-8.4671e-05-0.00021263i,-0.00022622-0.00019917i,-0.00029352+0.00064871i,-0.00076235+0.00047156i,-0.00043819-0.00042688i,0.00032795-0.0012688i,0.0005169-0.00087502i,0.00048772-9.6944e-06i,0.00016738+0.00097896i,-0.00011118+0.0011113i,0.00010313+0.0008542i,0.00067383+0.00060625i,0.00079676+0.00021715i,-4.4292e-05+0.00054857i
-0.0014442+0.00021217i,-0.00055387+0.0011781i,-0.001077+0.0010163i,-0.0023357+0.00063516i,-0.0020864+0.00076401i,-0.0016024+0.00025761i,-0.00080588-0.00059423i,-0.00036864+7.2434e-05i,5.6445e-05+0.00089295i,0.00014042+0.0013091i,0.00023885+0.00069479i,0.00030944+0.00039313i,-0.00067235-0.00018885i,-0.00065239-0.00090444i,0.00072853-0.00085443i,0.00077778-0.00038406i,-0.00042884-0.00031419i,-0.00039555+6.8168e-05i,-0.00030885+0.00010617i,-0.00017068-0.00045615i,0.00031054-8.8965e-05i,0.00064835+0.00035991i,0.00032369+0.00078629i
-0.00041874-0.00013603i,0.00039062-0.00085818i,0.00087187-0.0020673i,0.00044355-0.0012077i,-0.00065568+0.00010194i,-0.00074616-0.00013021i,-0.00084439-0.00054237i,-0.00089546-0.0004099i,-0.00050008-0.0003333i,-0.00093713+0.00018955i,-0.0011656+0.00053907i,-0.00068264+0.00052635i,-0.00014479+0.00038757i,0.00014425+0.00016103i,-0.00025421+0.00061457i,-0.00089043+0.00070471i,-0.0004039+0.0004926i,0.00011603+0.0002261i,-8.3313e-05+0.00011843i,4.9161e-05+0.00028252i,-0.00024987+0.00033358i,-8.8817e-05+0.00071985i,-9.0589e-05+0.00079483i
-0.0016483+0.00023764i,-0.00063421+0.00096898i,2.4301e-05+0.0011412i,-0.00087551+0.00066168i,-0.001588+0.00076074i,-0.00087881+0.0013368i,-0.0007814+0.0015449i,-0.00061373+0.00057962i,7.8857e-05-0.00019051i,0.00044457-0.00026128i,5.4642e-05-0.00012634i,3.2057e-05-0.00092162i,0.00070703-0.0010823i,0.0013513-0.00050283i,0.00052551+9.3393e-05i,-0.00052619-0.0001561i,-0.00038912-0.00052573i,4.3897e-06-0.00029382i,0.00015758+0.00032209i,0.00022787+0.00060181i,0.00044221+0.0005401i,0.00034759+2.2014e-05i,1.5717e-05-0.00046126i
-0.001439-0.00092256i,-0.00138+0.00031406i,-0.0022397+0.00075143i,-0.00217+0.00047052i,-0.0011681+0.00026552i,-0.0010799+0.00082528i,-6.9622e-05+0.0019659i,0.00071495+0.0018102i,0.00081345+0.00052451i,0.00074827+0.00010756i,3.8491e-05-2.0559e-05i,-1.3114e-05-0.00057759i,-0.00025494-0.00052405i,0.00015517+0.00050389i,0.00069716+0.00070485i,0.00040974+0.00035257i,5.2153e-05+0.00028965i,-0.0005059+7.3463e-05i,-0.00035092-7.17e-05i,-1.0961e-05+6.0468e-05i,0.00026653-0.00013747i,0.00036473-0.00073296i,4.3368e-05-0.00062111i
-0.00098999-0.0013356i,-0.0010452-0.0015561i,-0.0011841-0.0014522i,-0.00026252-0.00010605i,-8.7731e-05+0.0008185i,-0.00048883+0.00055368i,-8.8239e-05-0.00024742i,0.00019638-0.00055359i,0.0002757-0.00023355i,0.00098769-0.00024755i,0.00058661+0.00016408i,-0.00063406+0.00051489i,-0.00076481+0.00028844i,-0.00012207-0.00012385i,0.00015857-0.00065105i,-0.00026183-0.00074934i,-0.00052981-0.00029921i,-0.0011847+0.00023489i,-0.0011631-0.00019934i,-0.0007219-5.8187e-05i,-0.0007284+0.00097483i,-0.00015606+0.0012148i,0.00059016+0.00028119i
0.001098+0.0019627i,0.001244+0.0022297i,0.0015382+0.0020019i,0.0011234+0.0011866i,-2.4053e-05-0.00015718i,-0.00059306-0.0009488i,-0.00048218+2.9887e-05i,-0.0003694+0.0012209i,-0.00045199+0.0010768i,-0.00012433+0.00015976i,0.00030698-0.0002556i,-0.00013144-0.00047738i,-0.00057012-0.00051656i,-0.00035951+0.00044439i,-0.00016191+0.0010003i,-0.00035094+0.00061627i,-0.00031553+1.3419e-06i,0.00013695-0.00067945i,-2.0432e-06-0.00054357i,-0.00030651+0.00051777i,-0.0001731+0.00027806i,-0.00038121-0.00075762i,-0.0011266-0.00038725i
-0.0025494+0.0018341i,-0.0026317+0.0031106i,-0.0027165+0.0031091i,-0.0010534+0.001953i,0.00031999+0.0014413i,0.00039022+0.0013079i,1.2869e-05+0.00052074i,-0.00098526+0.00012001i,-0.0016867-0.00031247i,-0.0010714-0.00011749i,0.00049683+0.00058587i,0.00063366+0.00055947i,-0.00012882-0.00025222i,0.00018466-0.00109i,-0.00017111-0.00089496i,-0.0010204-0.00066673i,-0.00080042-0.00064085i,-0.00028809-0.00024948i,-0.00021254-0.00024661i,0.00022977-0.00030259i,2.9347e-05+0.00035904i,-0.00085773+0.0011601i,-2.544e-05+0.00084194i
-5.2156e-05+0.00034403i,-0.0011733-0.00058978i,-0.0012668-0.001028i,-0.0012245+0.00038274i,-0.0018742+0.00064949i,-0.0015257+0.00042511i,-0.00076164+0.00044477i,-0.00062711-0.00016296i,-0.00025222-0.00044621i,0.00035206+0.00029536i,0.00031154+0.0010376i,0.0004762+0.00083272i,0.00068592+0.00036425i,0.00066729+0.00036034i,0.00035883-0.00029987i,0.00090754-0.00062594i,0.0012143-0.00016682i,0.0012613-0.00075071i,0.0012252-0.00086848i,9.3597e-05-5.203e-05i,-0.00056768-0.00035385i,-0.00028654-0.00074423i,0.00053688-0.00047916i
0.00084209+0.0017336i,0.0025477+0.0012452i,0.0034493+0.00034667i,0.002345-0.00048885i,0.00085702-0.0011849i,-0.00023224-0.00062594i,-0.00061051+0.00049611i,-0.00095303+0.00094798i,-0.00053901+0.00053228i,7.2271e-06+1.2882e-05i,4.6793e-05+0.00043486i,-0.00042282+0.00043661i,-0.0013847+3.0778e-05i,-0.0013048-0.00041926i,3.0895e-05-0.00045573i,0.00052254+0.00033008i,0.00020354+0.00084528i,0.00018608+0.0013382i,0.00038309+0.001244i,0.00052164+0.00044831i,0.00012522+3.0254e-06i,-0.00072268-0.00039595i,-0.00070212+3.8411e-05i
-0.00062636+0.0019465i,-0.00011853+0.0033088i,-0.00023944+0.0022107i,-0.00061194+0.0010111i,-0.00095694+0.0012165i,-0.00056177+0.00071361i,-0.00095021+0.00025627i,-0.0015089+0.0003935i,-0.0011113-4.3897e-05i,-0.00059428-0.00077742i,0.00034247-0.00060458i,0.00095746-0.00012349i,0.00091201-0.00051483i,0.00043698-0.0011356i,0.0004508-0.0010316i,0.00057895-0.00046876i,0.00022148-0.00029183i,-0.00010333-0.00042155i,-0.00022813-0.00046726i,-0.00011684+0.00014363i,-3.2949e-05+0.00023239i,-0.00030765-0.00052179i,-0.00041491-0.0009907i
-0.00080396+0.00060834i,-0.00067188+0.00013429i,-0.00047066+0.00073782i,0.0003041+0.00020329i,-0.0001728-0.00094939i,-0.0012216-0.0011682i,-0.0014642+3.4077e-05i,-0.00094911+0.00064912i,-0.00063147+0.00055424i,-0.00062399+0.00043826i,-0.00059487+4.326e-05i,-0.0005594+9.5059e-05i,-0.00089915+7.7029e-05i,-0.00086964-0.00013501i,-0.00041845-0.00028828i,-0.0006238-0.00043257i,-0.00063041-0.00061001i,0.0002274-0.0010457i,0.00017126-0.00049091i,0.00033065-0.00017524i,0.00087954-0.00031822i,0.00049504-0.00019313i,0.00049827+0.00022466i
0.0015528-0.0010376i,0.001389-0.0014727i,0.00061102-0.0010393i,0.00015143-0.00030177i,1.839e-05-0.00021425i,-0.0005473+0.00054666i,-0.0011446+0.00061612i,-0.00085942+0.001082i,-0.00075363+0.0010852i,-0.0005028+0.00045174i,-0.00011749+0.0010472i,7.3245e-05+0.0010561i,0.00040425+0.00067421i,0.00094063+0.00092844i,0.0010608+0.0015178i,0.00065976+0.0011471i,0.0005006+0.00044868i,-0.00017197+0.00061913i,-0.00047804+0.0010981i,0.00039464+0.00070338i,0.00054597+0.0006748i,0.00025195+0.0011642i,-0.00035677+0.001083i
0.0011349+0.00032826i,0.0010186+0.0014485i,0.00077925+0.00078065i,-0.00041427-7.2124e-05i,-0.0015238-7.3193e-05i,-0.0016657+3.8451e-05i,-0.0011729+0.00041012i,-0.0012624+0.0013331i,-0.0011463+0.0012592i,-0.00065077+0.00045133i,-0.00031492+0.0002194i,7.5502e-05-8.1592e-06i,0.00022354-0.00040212i,-9.0283e-05-9.7887e-05i,0.00010257+0.00013196i,0.00042849+1.0078e-05i,0.00055283-2.6055e-05i,0.00013453+0.00014498i,-0.00026749-0.00030202i,-0.00018098-0.0012279i,-0.00013985-0.0008369i,-0.00014171-3.4606e-05i,-0.00010479+0.00014472i
-0.00097834+0.002695i,-0.0017793+0.0022748i,-0.0014802+0.0010394i,-0.00090831+8.837e-05i,-0.0001903-0.00034251i,-4.1373e-05-0.00096531i,-0.00059588-0.0012681i,-0.00093948-0.0003026i,-0.00068817+0.00082623i,-0.0001786+0.00063658i,0.00022911+0.0002914i,0.00031623-4.2104e-06i,-9.1003e-05-0.00021912i,-1.1313e-05-0.00051471i,0.00085692-0.00047488i,0.00042047-0.00049408i,0.00029884+2.279e-05i,0.00098108+0.00064136i,0.00083774+0.00038116i,0.00016746-0.0003286i,0.00032994-0.00031212i,0.00030312+7.1861e-05i,-0.00021463+3.2653e-05i
-0.0014529-0.0010247i,-0.00095341-0.0012203i,-0.00034195-0.0020724i,-0.00047149-0.0003246i,-0.0009161+0.0015734i,-0.0013758+0.0011715i,-0.0014005+0.00010088i,-0.00083375-0.00093474i,-0.0006296-0.00040237i,-0.00053342+0.00067058i,8.065e-05+0.00054661i,0.00041931+0.00015366i,0.00083709-0.00042966i,0.00089811-0.00032242i,0.00070955-1.6317e-06i,0.00047292+0.00049305i,-7.4829e-05+0.00031294i,0.00038337+0.00023013i,-0.00011777+0.00057261i,-0.00095093+8.0905e-05i,-0.00085319-0.00051965i,-0.00046601+9.7055e-05i,-0.00010874+0.00064256i
0.00075819-0.001714i,0.0013075-0.00073646i,0.00062643+0.00015602i,-0.00018562+0.00037731i,-0.00046032+6.1546e-05i,0.00015308-0.0001376i,-0.00015287+0.00042004i,-0.00089256-1.4558e-05i,-0.00027126+6.3996e-05i,-0.00029611+0.00052696i,0.00026774+0.00080957i,0.00076509+0.00083991i,0.00024466+0.00029474i,-0.00027314+0.00059957i,0.00058515+0.00081137i,0.0010288+0.00032423i,0.00032724+0.00034772i,-0.00042852+3.2353e-05i,-0.00078943-0.00079053i,-0.0002501-0.00098225i,0.00030221-0.0004669i,-0.00019147+0.00024492i,-0.00059174-0.00017791i
0.00071821+0.0017179i,0.00041253+0.0018304i,-0.00058684+4.9122e-06i,-3.1643e-05-0.00056991i,-9.2605e-05+0.000276i,-0.00094134+0.00019099i,-0.00096328-0.0011261i,-0.00073403-0.0014381i,-0.00059208-0.00066033i,-0.00014432-0.00063891i,0.00048304-0.00023098i,0.00083281+0.00050927i,0.0006057+0.0011531i,0.00020834+0.0011756i,-0.00016179+0.00067806i,-0.00038924+7.7855e-06i,-0.00022549+0.00026106i,0.00013794+0.00045107i,0.00045648+0.0002722i,0.00040321+0.00023721i,1.9092e-05+0.00041692i,0.00018385+0.00066131i,0.00025116+0.000674i
-0.0016073+0.0023754i,-0.00095146+0.0018244i,-0.00039835+0.0011994i,0.00015124+0.0015582i,0.00025781+0.0012853i,0.00025796-6.1959e-05i,-7.1793e-05-0.00099306i,-0.00022612-0.00064193i,-0.00081388-0.00034325i,-0.00091921-0.00045583i,0.00013933-0.00066935i,0.00098704-0.0010572i,0.00077045-0.00017143i,0.00061287+3.7445e-05i,0.00068808+0.00031092i,0.00014232+0.0012366i,-0.00027806+0.001339i,-0.00017782+0.0011013i,0.00056484+0.0008909i,0.00048359+0.0008909i,-0.00044089+0.00059117i,-0.00093223-0.00018073i,1.6377e-05+0.00011653i
-0.0014078+0.00098839i,0.00012935+0.0013915i,0.00058077+0.00087003i,0.0010229+8.4565e-05i,0.0018982+0.0002886i,0.0015587-0.00026982i,2.0247e-05-0.0003977i,-0.0011659-0.00048878i,-0.00057809-0.0009626i,0.00061006-0.00027363i,0.00056008+0.0005098i,0.00024385+0.00081767i,-0.00014039+0.00070463i,0.00024629+0.00030598i,0.00082927+7.8386e-05i,0.00045837+0.00020107i,0.00038957+0.0001808i,0.00053287-0.00041209i,-4.2069e-05+0.00017992i,-0.0003983+0.00068727i,-0.00047857+0.00035462i,-0.00065001-2.2662e-06i,-0.00048592+0.00060731i
-0.0015499-0.0019437i,-0.0014194-0.00059747i,-0.0018783+0.0005952i,-0.0013092+0.00057291i,-0.00051445+0.0013757i,-0.00037288+0.0016572i,-0.00052028+0.00094148i,-0.00053507-0.00030277i,-5.1813e-05-0.0011594i,0.00063691-0.00046484i,0.0013105+0.00039385i,0.0016203+0.00023888i,0.0013978-0.00010298i,0.0012617-0.00011131i,0.0013628-0.00013532i,0.001063-0.0005286i,0.00041404-0.00064502i,-7.2479e-05-0.00021779i,0.00028457-6.4349e-06i,0.00083317+0.00026341i,9.845e-05+0.0001671i,-0.00017584+0.00018196i,0.00066669+0.00081515i
0.00146-0.0029293i,0.0017478-0.0014233i,0.00079707-0.00079082i,-0.00071663-0.00113i,-0.0013804-0.00032329i,-0.0014876+0.00062033i,-0.0016509+0.00092768i,-0.0014539+0.00059967i,-0.00059803+6.9688e-05i,-5.4132e-05-0.00037016i,5.9006e-05-0.00025771i,0.00044603-8.0305e-05i,0.00044292+0.00043032i,-0.0002767+0.00020978i,-0.00055941-0.00054954i,-0.00021966-0.00025263i,-9.3144e-05-0.00034165i,3.0886e-06+0.00011068i,5.1443e-05+0.0008072i,3.925e-05+0.00039824i,0.00014153+0.00023976i,0.00023083+0.00015138i,0.00030223+4.247e-05i
-0.00066277+0.0021251i,0.00067+0.0015768i,0.00093946+0.0015529i,1.4404e-06+0.00019049i,-0.00019106+0.00018061i,-0.00017309+0.00045692i,-0.00062583+0.00060589i,-0.00097864+0.00057171i,-0.0010325+0.00010613i,-0.00066315+4.3743e-05i,0.00032028-0.00010887i,0.00078442-0.00049629i,0.00011669-0.00085573i,-0.00067012-0.0006274i,-0.00043037-0.00082128i,5.6512e-05-0.00082153i,-0.00013184-0.00034471i,-0.00018969-6.1952e-05i,-0.00049739-9.3763e-05i,-0.00038825-0.00044862i,0.00039579-0.00095294i,0.00076667-0.0011056i,0.00034524-0.0010679i
-0.0039892+0.00037666i,-0.0031052+0.0019178i,-0.0020203+0.0017941i,-0.00084963+0.00038134i,-0.00063416+0.00019284i,-0.00094616+7.792e-05i,-0.0009026+0.00017504i,-0.00065849+0.00051625i,8.1876e-05+0.00056606i,0.000256-0.00020615i,0.00038901+0.0005304i,-6.9859e-05+0.0010717i,-0.0004163+0.00018712i,0.00076052+5.6772e-05i,0.0010584-0.00047802i,1.2828e-05-0.00094262i,-0.00013707-0.00027502i,0.00081937+0.00066361i,0.00078449+0.00054136i,0.00053836+0.0001974i,0.00058831+0.00061324i,0.00018732+0.00062867i,0.00051668-0.00020204i
-0.0012255-0.0021098i,-0.0023527-0.0027483i,-0.0024397-0.0022913i,-0.0014428-0.0015386i,-0.0006281-0.0011195i,0.00025483-0.00058381i,-0.00023304+0.00024883i,-0.00083887+0.0010791i,-0.00078253+0.00097671i,-0.0010887+0.00034178i,-0.0005154-0.00023806i,0.00019152-0.00066668i,0.00012754-0.00029852i,0.00011481+0.0004189i,7.6539e-05+0.00093114i,-0.00013287+0.0014975i,-0.0007974+0.0016038i,-0.00037519+0.00066488i,-0.00024645-0.00045685i,-0.00046929-0.00029052i,-0.0010574-0.00030617i,-0.0012781-0.00024326i,-0.00071397+0.0003119i
0.00037751-0.0016904i,0.0011627-0.0014895i,0.00097801-0.0014009i,0.00043285-0.00048705i,-0.00099335+0.0014463i,-0.001807+0.0018862i,-0.0016447+0.00037359i,-0.0012154-0.00052703i,-0.0011317-0.0006111i,-0.0010069-0.00022674i,0.00029373+0.00040453i,0.00074303+0.00079734i,0.00024168+0.0009124i,0.001178+0.00066088i,0.0014826+0.00013361i,0.0010451-0.00021319i,0.00027105-0.00043487i,0.00027839-0.00062139i,0.00085915+0.0001338i,0.00080738+0.00043274i,-0.00013301-0.00017323i,-0.00032833-2.3607e-05i,0.00019223+0.00050795i
0.00051691+0.0022398i,-0.00023909+0.0025964i,-0.0007336+0.0023055i,-0.00047929+0.0014825i,-0.0007939+0.00016817i,-0.00098835-0.00015872i,-0.00082019+0.00048603i,-0.00011529+0.00096318i,0.00051454+0.00063863i,0.0006616-3.3796e-05i,0.00055007+0.00013237i,0.0010461+0.00065371i,0.0012468+0.00039866i,0.001052-0.00028807i,0.0011891-0.00029356i,0.00079749+5.4881e-05i,0.00026433+0.00018977i,0.00035143+0.00021116i,5.7344e-05+7.9112e-05i,-0.0010287-3.8049e-05i,-0.0014915+3.2322e-05i,-0.0012945+3.4212e-05i,-0.00094427-0.00047672i
-0.0041251+0.0014292i,-0.0043765+0.0018731i,-0.0028917+0.001914i,-0.001411+0.0012391i,-0.00086235+0.00083418i,-0.00053455+0.00085378i,9.7171e-05+0.00017977i,0.00010992-0.0005613i,-0.00037145-0.00063155i,-0.00064295-0.00041394i,9.4304e-05-0.00080547i,0.0011598-0.0013878i,0.0013222-0.0013047i,0.00099904-0.0016772i,0.0010063-0.0018613i,0.00091724-0.0015139i,0.00063535-0.00082085i,0.00057221+0.00018925i,0.00077582+0.00070025i,0.00028534+0.00073871i,-0.00080384+0.00040623i,-0.0012943+0.00016868i,-0.0006086+0.00066444i
-0.00033662-0.00064304i,0.00033707-0.0016987i,0.0004754-0.0019842i,0.00087281-0.0011094i,0.0011009-0.00092392i,0.00034979-0.0010736i,-9.0505e-05-0.00033769i,-0.00051033+0.00049835i,-0.00091515+0.00078464i,-0.00036785+0.00066865i,0.00045483+3.4505e-05i,0.0007848-1.2452e-05i,0.00086224-7.0658e-05i,0.00079482-0.00050184i,0.0003204-0.00034936i,-0.00024786+0.00016077i,-0.00069261-0.00057583i,-0.00039108-0.0010823i,0.00030664-0.00097125i,0.00059439-0.0005223i,0.00071498-8.4918e-05i,0.0003913-0.0001379i,-0.00033908-0.00023786i
0.0028629+0.0025328i,0.0035549+0.002537i,0.0035369+0.0017891i,0.0020327+0.0011156i,0.00057333+0.00059422i,-0.0006239-3.1775e-05i,-0.00064834+0.00010709i,-0.00035748+0.00095667i,-0.00042209+0.00066566i,-0.00038586-0.00049022i,-0.00028356-0.00094997i,-0.00053929-0.00069498i,-0.00094755+4.9707e-05i,-0.0016307+0.00020651i,-0.0015221-0.00032717i,-0.00040677-0.00020052i,8.6001e-05+3.1986e-05i,-5.5094e-05+0.00040073i,-0.00040614+0.0010446i,0.00017449+0.00073034i,0.0004871+0.00063867i,-0.0003292+0.00076718i,-0.00083796+0.00015104i
