-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
0.00042715-0.00095737i,0.00034298-0.00048945i,-8.0172e-05+0.00059872i,-0.00068856+0.0016174i,-0.00013872+0.0024149i,0.0012512+0.0022701i,0.0012257+0.0011959i,0.00063846-0.00020882i,-2.3556e-05-0.00051954i,-0.00026343-0.00077755i,-0.00038999-0.0008205i,-0.0005293-0.00025625i,-0.00014204+0.0005786i,-0.00021954+0.0010575i,0.00039441+0.0004859i,0.00067071+0.0004625i,0.00025188+0.00075194i,5.487e-05+0.0004532i,-7.0518e-07+0.00014416i,-0.0005247+0.00020467i,-0.00043756+0.0003061i,-0.00045521-0.00052821i,-0.00086355-0.00080002i
-5.602e-05-0.00054689i,-0.00081701-0.00052455i,-0.0015232-0.00017148i,-0.0011194-0.00022306i,-0.001007+0.00030199i,-0.00047635+0.00074656i,7.5324e-06+0.00049973i,-0.00021564-0.00019092i,-0.0004283+5.3769e-06i,-0.00068878+0.00026075i,-0.00035357+0.00051141i,8.2433e-05+0.00081432i,0.00032651+0.00046071i,0.00027432-1.93e-05i,0.00046178+0.00017235i,0.00076694-0.00020478i,0.00082096-0.00042697i,0.00064344+0.00023057i,4.1434e-05+8.9236e-05i,-6.3797e-05+2.7034e-05i,0.00023854+0.00025118i,-6.9127e-05-7.9082e-05i,-0.00070765-0.00027655i
-0.0012342+0.00052932i,-0.00046827+0.00035337i,3.6316e-05-4.9723e-05i,-0.00046794+0.00064317i,-0.00034845+0.00078256i,0.00047189+0.00015207i,0.00022056+2.1642e-05i,-3.9799e-05+0.00023095i,-0.00012205+7.5688e-05i,1.347e-05-0.00021539i,0.00042286-0.00043346i,0.00044645-0.0005979i,-8.7777e-05-0.00023811i,-0.00024149+6.0731e-05i,0.00058535-0.00069683i,0.00078219-0.0006538i,0.00092937-0.00052695i,0.00069308-0.00043117i,2.5939e-05-0.00063036i,3.1052e-05-0.00047888i,0.0002423-0.00015829i,0.00081214+2.6859e-05i,0.0011874+0.00047396i
-0.0031627+0.0018532i,-0.0014956+0.0025652i,-0.00038171+0.0029442i,-0.00057039+0.0022985i,-0.00041848+0.0016295i,0.00066848+0.00091617i,0.0013496-1.9117e-05i,0.00055662-0.00047651i,-0.0006974-0.00079714i,-0.00061789-0.001021i,0.00029571-0.00063582i,0.00046465+0.00052464i,-1.1061e-05+0.001088i,0.00018561+0.0001314i,0.00028772-0.00027272i,0.00041069+0.0001462i,0.0004808+9.3871e-05i,0.00072438-5.2652e-05i,0.00078224-0.00015772i,-0.0001409-1.0998e-05i,-0.00075487+0.00019425i,-0.00057011-0.00024708i,-0.00045403-0.0011632i
0.0028939-0.00038308i,0.0023271-0.00065962i,-0.00043301-0.00068851i,-0.0038985+2.5238e-05i,-0.0048934+0.0015367i,-0.0031864+0.0014286i,-0.0014622+0.00051764i,0.00038746-2.0994e-05i,0.00050883+3.5541e-05i,-0.0003018-0.00032642i,9.1666e-05-0.00031576i,0.00015795+1.9361e-05i,-0.00060439-1.6623e-05i,-0.00073437+0.00063046i,-0.00045535+0.0009432i,-0.00075212-2.1061e-06i,-0.00060586-0.0011191i,3.5258e-05-0.00083617i,0.00067206-0.00017591i,0.0006341-0.00059956i,0.00038885-0.00052575i,0.0007514+0.00035217i,0.0004059+0.00044734i
0.0011103-0.00025347i,0.0013024-0.00016546i,0.00062355-0.00057996i,-6.7873e-05-0.00027911i,-0.00028625+0.0012163i,-0.00063546+0.0014016i,-0.0010828-5.5933e-05i,-0.00090881-0.00043815i,0.00038329-0.00015404i,0.00075944-0.00061785i,-0.00013036-0.00033997i,-0.00024275+0.00029604i,0.00061608-0.00043266i,0.00072537-0.00086592i,0.00077034-0.00081802i,0.00086188-0.00084923i,0.0003046-0.00062846i,0.00026966-0.00078418i,-7.0877e-05-0.00091493i,-0.00021417+0.00014146i,0.00039759+0.00089776i,0.00064021+0.00083687i,0.0006117+0.00033856i
0.00047102+0.002053i,0.00033927+0.00032241i,0.00088039-0.0004603i,-3.4244e-05-0.00038609i,-0.0012354-0.00096754i,-0.0019732-0.00068639i,-0.0016397+0.00021121i,-0.00082638+0.00059295i,-0.00058776+0.00073942i,-0.00080911+0.00023799i,-0.00017602-0.0001961i,0.00037274-0.0012339i,-0.00072973-0.00089851i,-0.00083791+0.00064105i,-0.00058569+0.00040972i,-3.412e-05+5.4155e-05i,-0.00037074+5.0839e-05i,-0.0010992-0.00016105i,-0.00086469+3.6746e-05i,-0.00035298+0.00013867i,0.00048989+0.00020145i,0.00014419+0.00016303i,-0.0003489+2.7991e-05i
-7.1096e-05-0.00012342i,0.0010271+0.0010577i,0.0017442+0.00072267i,0.00068313+1.8663e-05i,-0.00043516+0.00015602i,-0.00052929+0.00050044i,-0.00050477+0.00083853i,-0.00023767+0.00063458i,0.00010266+0.0001095i,-0.00015438-9.5222e-05i,-0.00076188+0.00033369i,-0.00079187+0.00075278i,-0.00027875-0.00043494i,0.00029467-0.00094246i,0.0004704+0.00010577i,3.1518e-05+0.00058915i,-4.1301e-05+0.00019125i,0.00028204+0.00023067i,0.00021046+0.00046126i,1.5983e-05-0.00013675i,0.0002391-0.00023108i,0.00048372-4.7633e-05i,6.4312e-05-1.4449e-05i
0.00010447-0.00070211i,-0.0010501+9.9475e-05i,-0.0020437-0.00085325i,-0.002166-0.00037779i,-0.0018841+0.0007861i,-0.0010424+0.00096273i,-0.0003058+0.00084235i,-0.0001999+0.00074657i,0.00027119+0.00024652i,0.00048281+0.00038189i,0.00064768+0.00096686i,0.0010329+0.00099148i,0.00065234+0.00087584i,0.00058191+0.00025254i,0.00076671-0.00019924i,0.00035279-0.00035925i,-6.2095e-05-0.00039844i,-0.00054619-0.00014108i,-0.00050989-0.00017597i,-3.5765e-05-0.00030561i,0.00013312+0.00016033i,6.9556e-05+0.00049707i,5.7841e-05+0.00068274i
0.00066089-0.0016361i,0.00079587-0.00056771i,-0.00035144+0.0011237i,-0.0020689+0.0018729i,-0.0030028+0.002388i,-0.0024756+0.0034639i,-0.0014754+0.0028527i,-0.00055876+0.0011391i,0.00011891-0.00014191i,-0.00033608-0.00025366i,-0.001161+0.00068194i,-0.00081544+0.00084989i,-0.00041336+0.00071605i,-0.00067654+0.0011637i,0.0002551+0.00095013i,0.0012697-0.00023355i,0.00080073-0.00047056i,0.00047048-0.00030498i,0.00059648-0.00038713i,0.0002588+0.00032097i,9.6977e-05+0.00093348i,-2.3011e-05+0.00043285i,0.0001595-2.5022e-05i
0.00012825+0.00032792i,0.00018017-0.00011653i,0.00045822+0.00029294i,0.0011967+0.0012679i,0.0020092+0.0024125i,0.0020265+0.0026275i,0.00073207+0.0023676i,-0.00028228+0.0013822i,5.7356e-05+0.00046773i,0.0001328+0.00064984i,-2.5136e-05+0.00061878i,0.0005234-3.9657e-05i,0.00060483-0.00041571i,0.00043261+0.00013385i,0.0006396+0.00048958i,0.00063034+0.00042778i,0.00036484-5.6106e-05i,0.00046768+0.00016785i,0.00017453+0.0007312i,3.76e-05+0.00040039i,0.00023806+0.00019816i,0.00064066-7.5362e-06i,0.00063347+0.00019367i
0.0018542-0.0015727i,0.001148-0.0016175i,-0.00063725-0.0020116i,-0.0020329-0.002222i,-0.0024133-0.0024655i,-0.0033836-0.0019985i,-0.0023457-0.0007678i,0.00023847+1.023e-05i,0.0012859-0.00030042i,0.0012508-0.00064129i,0.00045336-0.00065286i,-0.00014853-0.00069388i,-0.00039746-0.0002233i,-1.927e-05+0.00036913i,-0.00053345+0.00065448i,-0.0011012+0.00076314i,0.00020267+0.00033545i,0.0013627+0.00021396i,0.0013623-2.4645e-05i,0.00027128-0.00010403i,-0.000152-5.3044e-06i,-0.00012847+0.00023846i,-0.00069102+6.9073e-05i
0.00085353+0.0020222i,0.00015777+0.0027496i,0.00078436+0.0026298i,-1.7378e-05+0.0024933i,-0.0018584+0.002542i,-0.0019426+0.002597i,-0.00086087+0.001631i,-0.00028131+0.00060506i,8.7102e-05+0.00069525i,0.00054398+4.4186e-05i,0.00054285-0.00028144i,0.00015099-1.1515e-05i,1.2333e-05-4.388e-05i,-0.00027168-0.00038644i,-0.00028741-0.00015963i,0.00039662+0.00020864i,0.00086933-5.7186e-06i,0.00058721-0.00019436i,0.00024704+0.00025896i,0.00045978+0.00022379i,0.00029927+0.00014823i,-9.0148e-05+0.00043347i,-0.00014598+0.00042258i
0.00065717-0.0017818i,-5.3832e-05-0.0017373i,-0.00025918-0.0017428i,0.0004721-0.00065199i,0.0013883+0.001526i,0.001806+0.0018251i,0.00136+0.0012633i,0.00031627+0.00089519i,0.00045657+0.0002037i,0.00026983-0.00097681i,0.00036671-0.00068422i,0.00084897+0.00021239i,0.00092932-0.00037126i,0.0009039-0.00060246i,0.00079811-0.00060921i,0.00027291-0.00070709i,0.00020053-0.00027238i,0.00024988-4.1543e-05i,-3.0714e-05-0.00026362i,0.0004985-0.00032848i,0.00048493-0.00069608i,-0.000174-0.00020199i,-2.4246e-05+0.00055137i
0.0021425-0.00033015i,0.00086827-0.00075476i,0.00043499-0.00037846i,-0.0011615+0.0010942i,-0.0029575+0.001181i,-0.003123+0.00027642i,-0.0025471+8.8503e-05i,-0.00145+0.00015491i,-0.00093688+0.00034415i,-0.0015947+0.00069273i,-0.0014267+0.0007057i,-0.0016867+0.0003012i,-0.0021982-0.00052449i,-0.0013356-0.00092246i,-7.9234e-05-0.00017165i,0.00030212+3.5134e-05i,0.00026577-0.00099663i,0.00020768-0.0012344i,0.00033418-0.00044802i,0.00066511-0.00016546i,0.00081912-0.00012667i,0.00065956+0.00013893i,0.00016829+0.00021811i
0.0016476-0.00045801i,0.0016947-0.0011408i,0.0014412-0.0020154i,0.00096538-0.001434i,-0.00053731+0.00050334i,-0.0011477+0.001613i,0.00024364+0.0011949i,0.00040891+0.0010427i,-0.00051725+0.0010164i,-0.00028762+0.00050272i,-0.00029862+0.00046239i,-0.00023379+0.00041231i,0.00085542+0.00037131i,0.00056621+0.00087287i,-0.00022192+0.0013131i,-6.4699e-06+0.00060132i,0.00010399-0.00070492i,0.00018178-0.0012322i,0.00069341-0.00086882i,0.0006331-9.8894e-05i,0.00042581-0.00015455i,-0.00033864-0.00059925i,-0.00074322-0.00021302i
-0.00034951+0.00041006i,-0.00066453-0.0012161i,-0.0012113-0.0019174i,-0.0017745-0.0012274i,-0.0017005-0.0011154i,-0.0016867-0.0010577i,-0.0012274+4.1543e-05i,-0.00027537+0.00054561i,-0.00019819+0.00035777i,-0.00071618+0.00056681i,-0.00085701+0.00054604i,-0.00046788+7.7895e-05i,-0.00043577+0.00058055i,3.9922e-05+0.001716i,0.00013732+0.0010138i,6.6169e-05-0.00049851i,0.00059862-0.00102i,0.00052562-0.00059293i,-0.00018496-0.0010358i,7.6278e-05-0.0010489i,0.00011664-0.00037577i,3.2843e-05+0.00019316i,0.00043899+0.00062892i
0.00081018+6.7537e-06i,0.00050262-0.00031165i,-0.001056-0.00030061i,-0.0017156+0.0006259i,-0.0014072+0.0011255i,-0.00027406+0.0012343i,-0.00021171+0.00050852i,-0.00061775-0.00021789i,-0.00041315-0.00044818i,-0.00046544-0.00047668i,-0.00049608-0.00037723i,-0.0001822-0.00012665i,0.00051921+0.00072196i,0.0010993+0.0015372i,0.00082523+0.00097936i,3.7043e-05+0.00018566i,-0.00090069-0.00030716i,-0.0010965-0.00028722i,-0.00034877-0.00079983i,0.0002849-0.0012657i,0.00062898-0.000896i,0.0003582-0.00078631i,-0.00012524-0.0011128i
0.0019389-0.0013334i,0.001722-0.0010931i,0.00027392-0.0024347i,-0.00077563-0.0024954i,-0.0010397-0.0017508i,-0.00092901-0.00075774i,-0.00059623+0.00014524i,0.00080972+0.00010591i,0.001673-0.00062221i,0.0011968-0.00079699i,3.3798e-05-0.00035229i,3.5941e-05-0.00020564i,0.00076509-9.1158e-05i,0.00095904+0.00034422i,0.00037979+0.00071388i,-0.00043804+0.00029806i,-0.00058793-4.0143e-05i,-0.00026894-0.00031656i,0.00016357-0.00054557i,0.00050829-0.00040361i,0.00046021-6.2501e-05i,0.00012121+0.00017896i,-0.00045736-0.00010243i
-0.0088853+0.004163i,-0.010768+0.0057239i,-0.0050702+0.012139i,0.0014398+0.01135i,0.0041868+0.0067238i,0.0035593+0.00031745i,0.00067588-0.0020832i,-0.00028817-0.00086521i,-7.6293e-05+0.00092605i,0.0013655+0.0021194i,0.0027638+0.0011062i,0.0021125-0.00058607i,0.00083578-0.0020244i,0.00018177-0.0031764i,-0.0003938-0.0028907i,-0.00014653-0.00037255i,0.00073512+0.0015091i,0.00087669+0.0006212i,0.00073439+0.00026712i,0.00025788+0.0010226i,0.00010601+0.00070024i,0.00019604+0.00037393i,-9.2316e-05+0.00069275i
-0.0021327+0.0001054i,-0.0032345-0.00044709i,-0.0034567+0.00041765i,-0.0016858+0.0022997i,0.00038806+0.0033459i,0.00054881+0.0014354i,-0.00075294-4.5692e-05i,-0.0016262+5.9564e-05i,-0.0012413+0.00068389i,-0.00050362+0.00041028i,0.00021279+0.00020291i,0.0010006-0.0004658i,0.0016009-0.00051416i,0.0013211+5.1577e-05i,0.0011251-0.00027402i,0.00064233-0.00040316i,0.00018959-1.2467e-05i,-9.4581e-05-5.0408e-05i,3.8916e-05+0.00041545i,0.00026489+0.0013103i,-1e-05+0.00098547i,-0.00044738+0.00045006i,4.0784e-05+0.00024121i
-0.0021949+5.514e-05i,-0.0028832+0.00035619i,-0.0019119+0.0018112i,-0.0012427+0.0016955i,-0.00080955+0.00059686i,-6.9276e-05-2.255e-05i,0.0001859+0.00016209i,0.00074067+0.00050829i,0.00021614+0.00066425i,-0.00058744+0.00047979i,-0.00016672+0.00057238i,0.00012155+0.00017298i,2.2373e-05-0.00053694i,0.00015157-0.00053207i,-0.00049789-0.00093804i,-0.00079981-0.0011748i,-0.00047511-0.00096452i,-0.0001463-0.00054675i,0.0007228+1.4382e-05i,0.00087045-5.121e-05i,0.00024394-0.00060665i,0.00041914-0.00059491i,0.00076978-0.00010993i
-0.00077556+0.0011378i,-0.0010643+0.0011489i,-0.00043589+0.0016806i,-0.0001626+0.0015724i,-0.00042748+0.0018857i,-0.00054441+0.00086598i,-0.00032112+0.00035275i,0.00079704+0.00099334i,0.00080192+0.00076055i,0.00029884-0.00032175i,-0.00012356-0.00085901i,-0.00065912-0.00024341i,-0.00026291+0.00079469i,-0.00028463+0.0014357i,0.00042896+0.0010417i,0.00082016-4.9388e-05i,-8.6982e-05-0.00053489i,-0.0005647-0.000686i,-0.00045862-0.00050817i,-0.00018526-0.00015322i,0.00063477-0.00036947i,0.00067858-0.00017897i,9.1344e-05-0.00044708i
0.00034182-0.0022068i,3.1011e-05-0.0024816i,-0.00088601-0.0011356i,-0.0007844+0.00087542i,-0.0010735+0.0013838i,-0.0013543+0.0011653i,-0.00073731+0.00074741i,-0.00019247-4.0778e-05i,-0.00060273-0.00010097i,-0.00094489+0.00011994i,0.00018186+0.00019976i,9.3685e-05+1.8382e-05i,-2.857e-06+0.00036309i,0.00081625+0.00098158i,0.00058422+0.00048996i,0.00012716-0.00066883i,5.3702e-07-0.0010657i,0.00069545-0.00061843i,0.00076386-0.00045583i,-0.00018561+0.00016162i,-0.00048518+0.00041625i,-0.00043534-0.00028856i,-0.0001098-0.00066769i
-0.00068204+0.00085621i,0.00010302+0.0013227i,-0.00075799+0.0022787i,-7.6329e-05+0.0018778i,0.0011566+0.0012631i,0.0015242+0.00056631i,0.00049642+2.8633e-05i,0.00073228+0.00015825i,0.002071+0.00042666i,0.0017174+0.0006921i,0.00081605+0.00075832i,0.00060432+0.00038298i,0.0013131+0.0002897i,0.0013035+0.00062155i,0.00025193+0.00024253i,0.00010986-0.00068285i,0.00044293-0.00045456i,0.00064137+0.00017759i,0.00068732+5.6889e-05i,0.00089199-6.2993e-05i,0.00016423-0.00039058i,-0.00088549-0.0014144i,-0.00061934-0.0016681i
0.001266-0.0001748i,-0.00034981+4.8756e-05i,-0.00081307-0.00027159i,-0.0018782-0.0006976i,-0.0034561-0.00038958i,-0.0027684+0.00042506i,-0.0012573+0.00060681i,-0.00027809+5.1894e-05i,0.00016148+0.00020495i,0.00032533+0.00018874i,0.00078154-4.5383e-05i,0.00069744+0.00021212i,0.00098346+0.00039553i,0.00080479+0.00052156i,1.587e-05+0.00029451i,-0.00057062+0.00021215i,-0.001019-0.00024378i,-1.4891e-05-0.00039162i,0.00066579+0.0004409i,0.00060433+0.00058548i,0.0003484+0.00013452i,-0.00031599+2.973e-05i,-7.8122e-05+0.00041777i
0.00098169+0.0014812i,0.00085488+0.00058156i,0.0014617+0.00048144i,0.001169+0.0019095i,0.00021047+0.0034636i,-0.00056143+0.0028094i,-0.00068369+0.00089228i,-0.00057613-0.00010094i,0.00020902+1.1764e-06i,0.00022599+0.00015525i,-0.00073783-0.00046651i,-0.00077427-0.0014177i,-8.7672e-05-0.0015247i,0.00023523-0.00046035i,0.00043179+7.2806e-05i,0.00059966+4.4573e-05i,0.00074024+0.00013011i,0.00044591-0.00023271i,-0.00034897-0.00055457i,-0.00056697+1.5819e-05i,-0.00021785+0.00040063i,-6.39e-07+0.00077714i,0.00021415+0.0010773i
0.0013187+0.00031682i,0.0012107-8.4455e-05i,0.00046118-0.001282i,-0.00053259-0.0015729i,-0.00024557-0.00084969i,-8.134e-05-0.00025503i,-0.00059341-0.00010578i,-2.2532e-05-0.0003832i,0.00027655-0.00039891i,-0.00080462-0.00076811i,-0.0015305-0.00077226i,-0.0014492-0.00075432i,-0.0011355-0.00098743i,-0.00057031-0.00024919i,0.00039229+0.0005768i,0.00044749+0.00071148i,-0.00011522-0.0001228i,0.00012913-0.00077506i,0.00042011-0.00048561i,0.00038929-0.00058434i,0.00051416-0.00024742i,0.00055825+6.8247e-05i,0.00022059-0.00027085i
0.00083578+0.0014026i,0.00026965+0.00013577i,-1.913e-05-0.00052391i,-0.00027409+0.00019183i,-0.001047+0.0010939i,-0.002067+0.00051759i,-0.0015386+0.00023122i,-0.00065308+0.00056829i,-0.00051638+0.00029837i,-0.00052938+0.00010189i,-0.00017333+7.0599e-05i,-8.8379e-05-0.00018731i,-0.00055858-7.3061e-06i,-0.0010281+0.00053704i,-0.00054912+0.00069195i,3.5066e-05+0.00047693i,-9.0642e-05+0.00011599i,0.00065716+0.000159i,0.0011182+6.6358e-05i,0.00028297-5.8284e-05i,0.00011743+0.00021062i,0.00049892+0.0006158i,5.482e-05+0.00086264i
-0.0013399+0.00031187i,-0.0011634+0.00019072i,-0.0008866+0.00094276i,-3.2282e-05+0.0022412i,0.0014112+0.0034951i,0.0017837+0.0034752i,0.00029234+0.0020135i,-0.00059039-0.00021265i,-0.00046158-0.00049665i,-0.0003925+0.00050615i,-0.0004074+0.00043812i,0.00013441-2.1824e-05i,-0.00017301+7.5283e-05i,-0.0005603+0.00035303i,4.7501e-05+0.0004356i,0.00069846+0.00055127i,0.0010589+0.00076823i,0.00050532-4.3244e-05i,0.00021685-0.0012641i,0.00023459-0.00064954i,-0.0003752+0.00034745i,2.0315e-05+0.0014706i,0.00016627+0.0012348i
-0.0023235-0.0027276i,-0.002914-0.0020763i,-0.0025094-0.00035824i,-0.0016786+0.00053816i,-0.00038516+0.0011807i,0.00015315+0.0016341i,0.00071117+6.8e-05i,0.0004964-0.001116i,-0.00015977-0.00057788i,0.00013331+0.00047636i,0.00063629+0.0007629i,0.00091943+1.5141e-05i,0.00084826+0.00017923i,0.00078846+0.00060767i,0.00083893+0.00060525i,0.00043663+0.00036379i,-0.00069388+1.8893e-05i,-0.00046885-0.00031826i,0.00048118-0.0004147i,0.00086859+6.6706e-06i,0.00060254-0.00027169i,-9.2713e-05-0.00027527i,-0.00027848+0.00068664i
-0.00044306+0.00053993i,-0.00098356-3.4038e-05i,-0.0014079-6.5114e-05i,-0.0011492+0.0010752i,-0.00085695+0.0015942i,-0.00081011+0.0014458i,-0.00078915+0.0013686i,9.0104e-05+0.00089979i,0.00056374+0.00031739i,0.00030332+0.00040229i,0.00054984+0.00026455i,0.00040303-0.00053267i,-0.00027614+0.00022585i,-0.0005006+0.00093892i,-0.0010854+0.00038031i,-0.0014407-0.00062555i,-0.00034468-0.00078179i,0.00075192-7.2555e-05i,0.00048092+0.00031257i,-0.00016959+0.0002694i,-0.00015746-0.00034686i,0.00045633-0.00082165i,0.00023509-0.0011222i
-0.0013177+0.0014051i,-0.0016264+0.0015749i,-0.00059875+0.0019022i,-3.5343e-05+0.001667i,-0.00040682+0.0015551i,-0.0006168+0.00097244i,-0.0006282-0.00057861i,-6.7027e-05-0.0016788i,0.00036299-0.0018383i,5.7588e-05-0.0012916i,6.2591e-05-0.00024821i,-0.00014121+8.383e-05i,-0.00018694-0.00027653i,0.00020982-4.9297e-05i,0.0001494+2.928e-05i,0.0002574-0.00014914i,0.00079358-0.00025071i,0.00061769+0.00024487i,0.00059621+0.00027302i,0.00033226+8.9412e-05i,-4.0908e-05+0.00022309i,0.00034743+0.00039552i,0.00031777+0.00050265i
-0.00055279+3.657e-05i,-0.0010434-0.00033632i,-0.0024293+0.00035961i,-0.0016635+0.001248i,-0.00026273+0.0013744i,0.00027704+0.00075795i,0.00017086-3.0772e-05i,0.00083229-0.00044789i,0.00072052-0.00049483i,0.00032761-0.00014153i,0.00048258+0.00033719i,0.00011719+9.8233e-05i,-0.00035585+8.1053e-05i,-0.00019063+0.00031922i,0.00031808+3.8966e-05i,0.00023001+0.00036772i,-5.1314e-05-0.00011918i,0.00013581-0.00072039i,0.00022255+0.00034303i,0.0001159+0.00076461i,1.7719e-05-0.00027278i,-0.00089054-0.00063294i,-0.0018748-0.00030971i
-0.0009728+0.001128i,-0.00039778+0.00093322i,0.00047902+0.00096628i,-7.9478e-05+0.00088651i,-0.00079028+0.00020792i,-0.00089538-9.5721e-05i,-0.00040143-5.9478e-05i,-0.00016675-0.0002209i,-0.00046577-0.0002264i,-0.00041106-0.00022111i,-0.0002963-0.00025859i,-0.00049877-0.00080165i,-0.00047733-0.00084828i,-0.00042471-6.0204e-05i,-0.00062042+0.00025264i,-0.00034328+0.00010513i,0.00013358-0.00028334i,4.2669e-05-0.00045213i,-0.0003745-0.0004961i,-0.0001653-0.0002176i,0.00039695-0.00021817i,2.9756e-06-7.0318e-05i,-0.00091652+8.7359e-05i
-0.0019246-0.00058181i,-0.002187+0.00088198i,-0.0019876+0.0026202i,-0.0013261+0.0031083i,-0.00046499+0.0028969i,0.00015753+0.0021784i,-0.00045383+0.00099936i,-0.00011019+3.9927e-05i,8.0644e-05-0.0006883i,5.4222e-05-0.00059093i,-0.00013737+8.4821e-06i,-0.00075565-2.4734e-05i,-0.00077365+0.00018161i,6.559e-05+0.00052373i,0.0010241+0.00027221i,0.0013762+0.0002267i,0.00092278-0.0001734i,0.00042654-0.0010237i,0.00045458-0.001193i,0.00075944-0.0013407i,0.00068121-0.00068097i,0.0012797+0.00029721i,0.0014007+0.00045271i
7.7463e-05-0.00071548i,-0.00065318-0.00071849i,-0.00049879+0.00049996i,-0.00099768+0.0012109i,-0.00019851+0.00066919i,0.00031493+2.6901e-05i,-0.00092081-8.2467e-05i,-0.00088766-0.00025094i,-0.00036595-9.4038e-05i,-0.00065806+0.00036778i,-0.00066522+0.00096491i,-0.00062221+0.0012985i,-0.00020258+0.0010631i,0.00084764+0.00052947i,0.00059444+0.00035739i,-0.00044388+0.00014182i,-0.00029051-0.00075671i,0.00038196-0.0011562i,0.0006862-0.0002746i,0.00021526+0.00040988i,-0.000365-0.00039643i,-0.00046169-0.00046217i,-0.00035417+5.4071e-05i
0.00032501+0.0019i,0.00033467+0.0012694i,0.00069531+0.0005555i,0.00025876+0.00081456i,-0.00063549+0.0020433i,-0.0014333+0.0017897i,-0.0010433+0.00081129i,0.00047317+0.0009813i,0.001473+0.0010323i,0.00090734+0.00016851i,0.00011321-0.0002665i,-0.00040837+0.00012875i,3.0081e-05-1.0961e-05i,0.00065408-0.00041179i,0.00066401-0.00020933i,0.00015173-0.00027758i,-0.00031465-4.6971e-05i,-0.00096741+0.00057824i,-0.00079963+0.00030431i,-6.0401e-05+0.00013385i,-0.00049751-2.3009e-05i,-0.00078818-0.00050461i,-0.00025059-0.0010172i
0.00047836+0.0002465i,-0.00053631+0.00013024i,1.0467e-05-0.0001571i,0.0007432+0.00031622i,0.00057875+0.0013896i,-8.4363e-06+0.0015167i,-0.00049726+0.00070342i,-0.00032204+0.00013936i,-4.4404e-05-0.0002478i,-0.00060665-0.00050654i,-0.00024991-0.00054378i,-0.00023144-1.4168e-05i,-0.0013411-0.00013062i,-0.0010674-1.7178e-05i,-1.1908e-05+0.00065822i,0.00017078+0.00019719i,0.00042423-0.00015148i,0.00095011-0.00036311i,-2.7228e-05-0.00062149i,-0.00093762-0.00047538i,-0.00089445-0.00026754i,-0.00052911+0.00033765i,-0.00040745+0.00097847i
0.0026586-0.0010477i,0.0011786-0.0005201i,-0.00063858-0.001241i,-0.0021943-0.0012145i,-0.0027264-8.7618e-05i,-0.0017506+0.0011905i,-0.00046061+0.00080436i,-0.0003792+4.6449e-06i,-0.00040148-0.0002706i,-7.5305e-07-0.00040731i,0.00045387+0.00021796i,0.0002014-0.00020644i,-0.00077745-0.0008503i,-0.00055153-0.0005833i,0.00037876-0.00021478i,0.00026714-0.00037775i,-0.00028008-6.0749e-05i,-5.3639e-06+0.00075508i,0.00068164+0.00041338i,-0.00020622-0.00013001i,-0.00098404+0.00013913i,-0.00053538+0.00045131i,-0.00024692-0.00023486i
0.00020803+1.9504e-05i,0.00029846-1.0218e-05i,0.00064478-0.00031178i,0.00069263+0.00073664i,0.00084688+0.0012258i,-0.0001364+0.0007991i,-0.00046398+0.00084309i,0.00026511+0.0010001i,0.00010332+0.00053613i,0.00053135+0.00018376i,0.00086052+0.00020674i,0.00029638+0.00010295i,0.00015588+2.4631e-05i,0.00028661+0.00071811i,-0.00026475+0.00085561i,-0.00081547+0.00015644i,-0.0011126-0.00027568i,-0.0010298-0.00031077i,-0.00057978+0.00016217i,0.00031837+0.00058217i,0.00076779+0.00066133i,0.00053851+0.00086069i,0.00018017+0.00095273i
-0.0014365+7.6678e-05i,-0.00094777+0.00073846i,-0.0017859+0.0018128i,-0.0022725+0.0019345i,-0.0021781+0.0013293i,-0.0024116+0.00066244i,-0.001424+0.00029179i,-0.00053652-0.00020491i,-0.00079511-0.00059047i,-0.0011765-0.0002506i,-0.0010174+8.7331e-05i,-0.0001722-8.8579e-05i,0.00037346+0.00012647i,0.00012048+0.00046181i,0.00012458+0.00078829i,-0.00017091+0.00036123i,-0.0006601+0.00040818i,-0.00049527+0.00096956i,0.00014931+0.00069774i,0.00088946+4.7059e-05i,0.00032255+5.1019e-05i,-2.5818e-05+0.00036729i,0.00014983+0.00067773i
