-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
0.00029869+0.00023302i,0.00010659+0.00032593i,-3.9617e-06-4.2933e-05i,-0.00078117-0.00047053i,-0.0016769-0.0005979i,-0.0016681-0.00027924i,-0.00060042+0.0005815i,3.6425e-05+0.001566i,-0.00045285+0.00093613i,-0.00067145-0.00060237i,-0.0005766-0.00024347i,-0.00073482+4.6242e-05i,-0.00048532-0.00022579i,-0.00016902-0.00051854i,-0.00046807-0.00041386i,-0.00166-0.00015936i,-0.0015717-0.00055921i,-0.0001083-0.00026261i,0.00056077-2.7192e-05i,0.00044638-0.00060008i,0.00014289-0.00095924i,0.00039728-0.00094669i,0.00088148-0.00050503i
0.00098474-2.5232e-05i,0.0010901-0.0001909i,6.0944e-05-0.00017236i,-0.001482+0.0010809i,-0.0024558+0.0015944i,-0.0016018+0.0011492i,-0.00036579+0.00083984i,-9.8474e-05-2.4134e-05i,0.00094469-0.00054836i,0.0010349-0.0001257i,0.0002181+0.00037435i,0.00035474+0.00015174i,0.00076334+0.00019456i,0.00059852+0.00032186i,0.00010962-3.6179e-05i,-2.7894e-05-0.00039697i,0.00046088-0.0006508i,0.00097963-0.0003877i,0.0010218-0.00063198i,0.00053656-0.00066169i,-0.00066499+0.0004124i,-0.0013508+0.00098579i,-0.00083652+0.00047713i
-0.00015443-0.00073004i,0.00011572-0.00039396i,-0.00039809-0.00057296i,-0.00071411+9.8388e-05i,-0.00059548+0.0017385i,3.9553e-06+0.0020166i,-0.00050091+0.0013692i,-0.00074532+0.00067958i,0.00021667+7.5056e-05i,4.2024e-05-0.00028846i,-0.00064839-0.00047433i,-0.00036399+0.00020025i,0.00024186+0.0012222i,0.00058426+0.0015378i,0.0010536+0.00098712i,0.00082829+0.00054984i,0.00071152+0.00010335i,8.384e-05-0.00020232i,-0.0010281-0.00052112i,-0.0011434-0.00059563i,-0.00073927-0.00038557i,-0.00080579-0.00022681i,-0.00060028+7.9719e-05i
0.00073812-0.003106i,0.00080101-0.0028928i,-0.0011405-0.0025163i,-0.0018299-0.0005949i,-0.0013628+0.0014014i,-0.0015606+0.0011219i,-0.00071085+0.00071389i,-0.000216+0.00079669i,-0.00045885+0.00029936i,0.00035898-0.00050086i,0.00068782-0.00033503i,0.00041642-0.00014749i,0.00064719+0.00035323i,0.00077111+0.00083687i,0.001075+0.00024404i,0.0012291+0.00055214i,0.00070719+0.00063839i,-0.00016916-0.00010153i,-0.0004526+0.00034592i,0.00013856+5.5912e-05i,0.00027197-0.00074741i,0.00017964-0.0010029i,0.00060779-0.00084619i
0.00099772+0.00055678i,0.00067344+0.0016066i,1.1622e-05+0.0010484i,-0.00094636+0.00081705i,-0.0010366+0.00069574i,-0.001148+0.00098064i,-0.0012242+0.00068793i,-0.00094942+0.00031466i,-0.00057598+0.00019641i,-0.00078994-0.00046723i,-0.0013479-0.00071414i,-0.00037304-0.00020204i,0.00090653+0.00014643i,0.00050717-0.00016508i,0.00030206-0.00016871i,0.0010513-0.0003883i,0.00068245-0.00050689i,0.00012717-0.00064737i,0.00012804-0.00097199i,-0.0001091-0.00081424i,0.00016472-0.00036248i,0.00045267+6.9526e-05i,-0.00024027+0.00099543i
-0.00036281-0.001604i,-0.00070584-0.0009812i,-0.0016294+5.181e-05i,-0.00154+0.0007568i,-0.00064942+0.0022952i,-0.0004084+0.0029145i,-0.00028504+0.0018761i,-2.3176e-05+0.00070164i,0.00023228+0.00033i,0.00037139-0.00020348i,-0.00053452-0.00022902i,-0.001361-7.1603e-05i,-0.00054086-0.00036451i,0.0007649-0.00044698i,0.00082935-0.00010007i,0.0002032-8.7582e-05i,-0.00049917-0.00045134i,-8.7636e-05-0.00053936i,3.7423e-05-0.00046507i,-0.00050015-0.00035146i,-0.00031616-0.00048864i,-0.00015346-0.00046434i,-0.00038346+0.0001224i
0.00083508+0.00020562i,-4.9935e-05-2.2244e-05i,-0.00053591+0.00029304i,-0.00097176+0.00010705i,-0.00045621-0.00014089i,-8.7323e-05+0.00034948i,-0.00067183+0.00080722i,-0.00077211+0.00072058i,-0.00052227+0.00064138i,-0.00036726+0.00020361i,-0.00049983-6.7635e-05i,-0.00022931+5.1519e-05i,0.00061075-0.00026314i,0.0011611-0.00053473i,0.00070375-0.00042873i,-1.616e-05-0.00039629i,-6.6254e-05-0.00038471i,0.00028641-0.0007464i,5.3376e-05-0.001017i,-0.00010732-0.00063224i,0.0004333-0.00025425i,-0.00028342-0.00061951i,-0.00048263-0.00099628i
-0.0025116+0.00056109i,-0.0024066+0.00082428i,-0.0029567+0.0021174i,-0.0020135+0.0026861i,0.00017084+0.0021321i,0.00061318+0.0012311i,-0.0001434+0.00012657i,-0.00027718+0.00036793i,0.00013375+0.00049614i,0.00048667+0.00038005i,0.00057829+0.001233i,0.00037244+0.00091744i,-5.74e-05-0.0005897i,-0.00012253-0.00062669i,0.00016579+0.00016028i,0.00019181+0.00046543i,-0.00052484+0.00010371i,-0.00066302-0.00011001i,0.0002891-0.00077822i,0.00062985-0.0010163i,0.00079701-0.00031256i,0.00098406-7.6159e-06i,-0.00021298+6.9153e-06i
-0.0016927+0.0016682i,-0.0010874+0.00084574i,-0.00027698+0.00034499i,7.1687e-05+1.3958e-05i,-0.00023841+0.00049092i,5.7003e-05+0.00085585i,-1.5122e-05+0.00046685i,-0.00027148+0.00014376i,7.4405e-05+6.8476e-05i,0.0010168-0.00017763i,0.0013689-0.00049621i,0.00071174+5.8868e-05i,4.6117e-05-3.1829e-05i,-2.1539e-05-0.00013585i,-0.00030923+0.00061144i,-0.00043515+0.0001202i,7.5876e-05+0.00024545i,0.00026415+0.00066038i,-0.00010202-5.2811e-05i,-0.00020171-0.0004007i,5.8382e-05-9.8039e-05i,0.00037841-9.9817e-06i,0.00050606-0.00011213i
-0.00097205+0.0021474i,-0.0010855+0.0025434i,-0.00042761+0.0024253i,-0.00013619+0.0020914i,-0.000459+0.0016071i,-0.0010101+0.00066546i,-0.00026599+0.0005178i,-4.6264e-05+0.00056549i,-0.00061925+0.00023136i,-0.00028819+0.000156i,0.00042964+0.00034935i,0.0011492+0.00040661i,0.00096601+0.00054972i,6.5585e-05+0.00060975i,-0.00063701+0.00033564i,-0.00079019+0.00034845i,-0.00047567+0.00017973i,-0.00011739+7.923e-05i,1.5647e-05-0.00022797i,1.908e-05-0.00017795i,-0.00011058-0.00067728i,0.00054534-0.0016867i,0.00083282-0.0012017i
0.0011738+0.00028625i,0.00033012+0.00066735i,0.00029082-3.3146e-05i,-0.00012819-0.00025762i,-0.0011417-2.6105e-05i,-0.0011905+0.00037059i,-0.00043779+0.00090706i,-0.00025433+0.00076639i,0.00017218-0.00028545i,2.8351e-05-0.00030828i,-0.00056+0.00056562i,-0.00023251+0.0004272i,0.00027311+0.0002816i,-0.00019929+0.00045768i,-0.00091589+0.00037463i,-0.00038301+0.00016093i,0.00037265-0.00010447i,0.00057204+4.1091e-05i,0.00037866-5.2828e-05i,8.2499e-05+0.00013111i,0.00053451+0.00058533i,0.00076878+0.00015287i,0.00036076-0.00015909i
-0.0010213+0.0019918i,-0.0011378+0.0011579i,-0.00013847+0.00059508i,0.00070966+0.00073991i,0.00085747+0.0010417i,0.00090206+0.00093603i,0.00023267+0.00056858i,4.7326e-05+0.00038619i,0.0002835+7.0058e-06i,0.00023631-0.00053328i,-0.00034189-0.00040626i,-0.00040575-7.3625e-05i,0.00045372-6.8862e-05i,0.00035897+0.00017577i,-0.00038876-0.00053408i,-6.1836e-05-0.00142i,0.00016945-0.00092298i,-0.00017045-0.00036852i,-0.00052375-0.0010423i,-3.9695e-05-0.0010278i,0.00032292-0.00072604i,3.4929e-05-0.00050814i,-0.00013705-0.0002704i
-0.00047216-0.00067967i,-0.00041202-0.00034252i,-0.00057116+0.00039439i,-0.00061003+0.00098422i,-0.00038641+0.0017817i,0.00016207+0.0021265i,-0.00031023+0.0014661i,-0.00062578+0.00040791i,-0.00055423-2.3602e-06i,-0.00036005+0.00049634i,3.2175e-05+0.00044537i,0.00037292+0.00041059i,0.00085423+0.00034894i,0.0011244-0.00014657i,0.0010435-0.00019576i,0.00063277+0.00023048i,3.7227e-05+0.00037519i,-7.5147e-05-0.00047604i,0.00052609-0.0010876i,0.0008843-0.00048634i,0.00057645+0.00019817i,-0.00028988+0.00023829i,-0.00069417+0.00012989i
0.0016639-0.0016704i,0.00050972-0.00088606i,0.00041187-0.00065836i,-0.00037019-0.0011518i,-0.0010808-0.0010305i,-0.0013578+0.00045616i,-0.0013378+0.0016878i,-0.00065743+0.00083253i,-0.00038777-0.00046716i,-0.0012758-0.00079363i,-0.0010683-0.00068851i,7.7669e-05-0.0001704i,0.00079359+0.00017539i,0.00023444+0.00045985i,-0.00055864+0.0010357i,-0.00060783+0.00081926i,-0.00032627+0.00047389i,0.00058496-0.00030121i,0.00083211+0.0001534i,0.00028858+0.0013519i,0.00019047+0.00072895i,0.0001442-0.00023146i,0.00045643-0.00068353i
-0.00028815-0.00044378i,0.00016274-0.00041944i,0.00061549+0.0008493i,0.00015596+0.0021905i,0.00031025+0.0020449i,-6.3477e-05+0.0010836i,-1.7462e-05+0.0010081i,0.00079105+0.00074683i,0.00038713+0.00013221i,9.6215e-06-0.00037755i,4.5993e-05-0.00021583i,-2.1356e-05-3.8673e-05i,-0.0003347-8.5647e-05i,-0.00072444-0.00017394i,-0.0003956+0.00033412i,0.00019084+0.00038329i,9.7245e-05-0.0003922i,-1.5061e-05-0.00013573i,0.00016504+0.00048776i,1.8311e-05+0.00095251i,-0.0002965+0.00065699i,-0.0005996+0.0002865i,-0.0010478+0.0001497i
-6.336e-05-0.00010435i,-0.0003616+0.00050664i,-0.0011573+0.0011876i,-0.0010887+0.0012854i,-0.0010417+0.00076204i,-0.0013956+0.001093i,-0.00069402+0.00035309i,-0.00049378-6.673e-05i,-0.00080977-0.00031273i,-0.0004969-0.00062438i,-0.00011106+0.00023584i,-0.00020737+0.0010161i,-0.00015477+0.0010901i,0.00060517+0.0012451i,0.0010333+0.00088422i,0.00083513+8.0923e-05i,7.542e-05-0.0009501i,-7.9401e-05-0.00097854i,0.00042515-0.00041998i,0.00033417-0.00038858i,0.00012795-0.00032862i,-0.00018857-0.00059928i,-0.00055728-0.0010721i
-0.00076754-0.0018419i,-0.001206-0.0010803i,-0.0021225+0.00038881i,-0.0017945+0.001723i,-0.00030269+0.0021777i,0.00087844+0.0018241i,0.00052807+0.00084573i,-0.0001589+0.00019809i,4.0428e-05+0.00051604i,-9.4504e-06+0.00068643i,7.5416e-05+0.00081788i,0.00089236+0.00076198i,0.0012776+0.00082686i,0.00096482+0.00081846i,0.00069677-0.00021279i,0.00077039-0.0011108i,6.2688e-05-0.00056845i,-0.00094605-0.00023269i,-0.00030479-0.00051809i,-0.00012567-0.00041724i,-0.00031921-5.5358e-05i,-0.0010058+0.00022273i,-0.0015414-0.00015002i
-2.8982e-06+9.6682e-05i,0.00037685-2.4594e-05i,-0.00042185+2.5378e-05i,8.3907e-05+2.9527e-05i,-8.8391e-05+0.0010879i,-0.00090326+0.0012027i,-0.00057433+0.00051864i,0.0002651+0.00048158i,-1.8522e-05+0.00031345i,-0.00047717-0.0003589i,-0.00060881-0.00084117i,-0.00083548-0.00046583i,-0.00038386+6.1232e-05i,0.00057125-0.00024492i,0.00096759-0.00047989i,0.00080952+0.00038742i,0.00034041+0.00047335i,-0.00029162+0.00027604i,-0.00027257+0.00062396i,0.00049591+0.0007918i,0.00087375+0.00063396i,0.0010523+0.00014682i,0.00078609+0.00030593i
-0.0016069+0.00074744i,-0.0026118+0.0012917i,-0.0024709+0.0023357i,-0.0022506+0.0027447i,-0.0014841+0.0022779i,-9.4993e-05+0.0014045i,0.0006703+5.2144e-05i,0.00072803-0.00095083i,8.1893e-05-0.00058623i,-0.00029486+0.00012851i,-0.0001622+0.00028332i,-0.00014142+9.5037e-05i,-0.00027448-5.9029e-05i,-1.9922e-05-0.00035536i,0.0007805-0.000657i,0.00099208-0.00076339i,0.00049023-0.0002293i,-0.00035901+0.00017408i,-0.00050768+0.00031538i,-0.00034216+0.00049715i,-0.00047272+0.00023107i,-0.00019317-6.6822e-05i,0.00034606+8.0308e-05i
0.00096745-0.001999i,0.0003057-0.0022689i,-0.00099479-0.0021565i,-0.001378-0.00067431i,-0.0010995+0.00095463i,-0.00051116+0.0015869i,-0.00028463+0.001631i,-0.0001627+0.0010454i,5.9913e-05+0.00013585i,-0.00052577-0.00053411i,-0.00050342-0.00084987i,-0.00035699-0.00061815i,-0.00097907-0.00044001i,-0.00074852-0.0008577i,6.2547e-05-0.0008507i,0.0001718-0.00029206i,-0.00033762-0.00012635i,-0.0003394-0.00043893i,-3.0239e-05+0.0001105i,-0.00028658-0.00014194i,-8.3612e-05-0.0010857i,7.0406e-05-0.00085577i,0.00037222-0.00043079i
-1.4423e-05-0.00070622i,0.00051195-0.00012941i,0.0011035+0.0012372i,6.5247e-05+0.0021935i,-0.00070075+0.0021915i,-0.0002546+0.00079012i,-0.00017504+6.2712e-06i,0.00060857+1.2836e-05i,0.0017582-0.0002983i,0.0017328+0.00010801i,0.00017115+0.00067988i,-0.00053003+0.00053874i,-0.00012105+0.00026917i,-0.00010681-7.6915e-05i,-0.00048118-6.4904e-05i,-0.0002331-8.4398e-05i,-0.0001093+2.9682e-06i,-3.9724e-05+0.00017077i,-0.00021264+0.00067175i,-0.00018859+0.00069538i,0.00090614+1.7756e-05i,0.0009673-0.00044185i,0.00052528-0.0011562i
-0.00011336+0.00039405i,-0.00037943-0.00012126i,-0.00058298+0.00064437i,-0.00076145+0.0011512i,-8.1032e-05+0.0011895i,0.00027942+0.00078203i,7.5182e-05+0.00054302i,0.0002892+0.001352i,0.00044357+0.0015564i,0.00017047+0.0010622i,8.8035e-05+0.0010078i,0.00035475+0.00077495i,0.00028005+0.00042681i,2.2686e-05+0.00015669i,0.00015301+0.00057624i,-0.00013349+0.00079867i,-0.00074736+0.00057375i,-0.001172+0.00018747i,-0.00027953+0.00021375i,0.00044911+0.00018707i,0.00051726-0.00012682i,0.00029276+0.00022845i,-0.00050611-0.00011041i
0.00032158+0.0019567i,8.4446e-05+0.0029042i,-0.00017879+0.0030383i,-0.00039226+0.0025133i,-0.00088952+0.0020958i,-0.0019508+0.0010496i,-0.001384+7.9285e-06i,-0.00036564+3.6401e-05i,-0.00068172+0.00053598i,-0.00019025-0.00030178i,0.00068169-0.00074846i,0.00027889-0.00059573i,-0.00014691-0.0010666i,0.00027075-0.00085109i,0.0005759-0.00036662i,0.00073708-0.00046149i,0.00054062-0.00025775i,0.00015299+0.00029503i,-0.00064124+0.00051642i,-0.00067609+5.9078e-05i,0.00016469+4.1437e-05i,0.00031762+5.6359e-05i,0.00023233-0.00016987i
-0.00077667-7.8929e-05i,-0.0013352-0.00053003i,-0.0014231-0.00051065i,-0.000623+0.00018983i,-0.00076183+0.001049i,-0.0010935+0.0012371i,-0.00034886+0.0010781i,0.00014648+0.00076782i,0.00060611-0.00020322i,0.00011529-0.00063254i,-6.8188e-05-0.00088246i,0.00020437-0.00095843i,0.00013553-0.00064123i,0.00035689-0.00065691i,0.00083609-0.00024632i,0.0010584+0.00041127i,9.5106e-05+0.00051235i,-0.0006093+0.00058666i,-1.1286e-05+0.00045536i,0.00021985+0.00028897i,0.00014163+4.3506e-05i,0.00025321-0.00010951i,4.2556e-05-0.00011255i
0.00096372+0.0029951i,0.00010069+0.0020959i,-1.4358e-05+0.0013577i,0.00013561+0.00066458i,-0.00066679+0.0002188i,-0.0010636+0.00021583i,-0.00046931+0.00041886i,0.0003087+0.00023929i,0.0009154-0.00029167i,0.00076862-0.00088038i,0.00069313-0.0012839i,0.00078308-0.0010179i,0.00062882-0.00030477i,0.0007155+0.00013563i,0.00056507+0.00029013i,-5.3165e-05-0.00019519i,9.6631e-06-0.00028957i,-2.2169e-05-0.00027778i,0.00043844-0.00045644i,0.00081695-0.00025008i,0.00019974-0.00057071i,0.0002734-0.00069935i,0.00016938-4.4712e-05i
-0.00071737+0.00035113i,-0.0014321-0.00014303i,-0.001323+0.00012065i,-0.00071307+0.0011335i,-0.00013798+0.0016198i,0.00055534+0.0017096i,0.00046342+0.0011553i,0.00016967+0.00062956i,0.00041732+4.1359e-05i,0.00053007+0.00031849i,0.0002804+0.00077601i,0.00033464+5.4293e-05i,-3.8173e-06-0.0003619i,-0.00033115-0.00010491i,-0.00089293+0.00024555i,-0.0010284-3.8882e-05i,-0.00044459-0.00033152i,-0.00013899-8.1604e-05i,0.00018071-6.4104e-05i,0.00061291+0.00053413i,0.00024363+0.00099594i,-0.00034633+0.00023419i,0.00014504-0.00089638i
0.0013611+0.0014202i,0.00084863-0.00025896i,0.00083298-0.0013821i,0.0016913-0.0011554i,0.0013401-0.00063547i,0.00016811-0.00044028i,-0.00067245-3.0834e-05i,-0.00095331+0.00023108i,-0.00090892+0.00011156i,-8.523e-06-2.2649e-05i,0.00024404+0.00022187i,-0.00063547+0.00037627i,-0.0011238+0.00032525i,-0.00053591+0.00060971i,0.00012874+0.00021355i,0.00032744-0.0005837i,5.7012e-05+9.8403e-05i,-0.00082046+0.00055586i,-0.0010457+3.766e-05i,-0.00050778-0.00050373i,-0.00061027-0.00034544i,-0.00073375-0.00024744i,6.4448e-05-0.00026778i
-0.00021959+1.9652e-06i,-0.00080757+0.001236i,-0.00097504+0.0021279i,-0.0010009+0.0018654i,-0.0016917+0.0016597i,-0.0018237+0.0010484i,-0.0010168+0.00058228i,-0.00060008+0.00053321i,-0.0003818+0.00043481i,7.1865e-05-0.00016719i,0.00011458-0.0001488i,0.00035607+0.0003383i,0.001068+0.00063744i,0.00057264+0.0009306i,-0.00054824+0.0010595i,-0.00056423+0.00058947i,0.00020863+0.00022277i,0.00032668-0.00038673i,3.5013e-05-0.00052781i,0.00088781-0.00055398i,0.0012756-0.0005021i,5.1035e-05-0.00060585i,-0.00054234-0.00094855i
0.0014378-0.0011635i,0.00065773-0.0011888i,-0.00050085-0.00028224i,-0.0010368+0.00089433i,-0.000775+0.0018275i,1.0725e-05+0.0023544i,0.0002826+0.0016732i,0.00020902+0.00052851i,-0.00012854-0.00066379i,-0.00068166-0.0009276i,-0.00089358-0.00032736i,9.5385e-05-1.179e-05i,0.00043366+0.00039249i,0.00010428+0.00092474i,-3.4479e-05+0.00029399i,-0.00057776-0.00087818i,-0.0005925-0.0010098i,0.00020757-1.6927e-05i,0.00078841+0.00075332i,0.0004738+0.00036216i,-0.00016106+0.0001015i,-0.00038605-0.00034481i,-0.00039324-0.00030159i
-0.00098747-0.00099146i,-0.00083758-0.00088637i,-0.00089434-0.00088295i,-0.0011669-0.00029692i,-0.0011231+0.0003872i,-0.00059934+0.00066315i,4.5818e-05+0.00061852i,0.00019352+0.00069485i,8.7648e-05+4.6429e-05i,0.00047954-0.00032072i,-0.00013361-0.00083514i,0.00024472-0.0010849i,0.0012252-0.00054741i,0.0010622+0.00034374i,0.0009424+3.4596e-05i,0.0015238-0.0011282i,0.00079781-0.00027621i,-0.00022939+0.00025735i,-0.00035501+7.2839e-05i,-0.00022917+0.00017668i,8.9985e-05+0.00041262i,-0.00013865+0.00038522i,-2.638e-05-0.00024016i
-0.0012433+0.0011206i,-0.00049495+0.00087386i,1.2914e-05+0.002051i,-0.0005342+0.002641i,-0.00048286+0.0023028i,0.00028354+0.0020432i,0.00042546+0.0011914i,0.00018635-0.00026841i,0.00049795-0.00015855i,0.00054222+0.00018681i,0.00032864-0.00014199i,0.00048511-0.00068645i,0.0009472-0.0011352i,0.0014492-0.00037672i,0.00061777-0.00013i,-2.6048e-05-0.00026849i,-6.0063e-05-0.0001929i,-0.00022369-4.6617e-05i,6.9363e-05+0.00020085i,0.00032909+0.0002064i,0.00088634-5.153e-05i,0.0011692-0.00079859i,0.00095906-0.00061339i
-0.00019479-0.00086714i,-0.00042162-0.0015816i,-0.00049721-0.00096196i,-0.00076739+0.00025807i,-0.00099371+0.0010293i,-0.000691+0.00093008i,0.00026971-7.7545e-05i,0.00065024-0.00071877i,7.8787e-05-0.00074918i,-0.0003932-0.00063229i,-0.00039329-0.00029507i,2.4914e-06-0.00038868i,0.00018817-0.00078443i,4.3732e-05-0.0015136i,5.8765e-05-0.0011753i,5.2532e-05-0.00019155i,8.576e-05+0.00030137i,-3.7755e-05+0.00055515i,0.00037994+0.00067724i,5.3917e-05+0.00051986i,-0.00069421+0.00085919i,-0.00075662+0.0011509i,-0.00037501+0.0014321i
-0.00083-0.0016771i,-0.0016586-0.00011984i,-0.0017084+0.00076297i,-0.0018497+0.00080216i,-0.0024898+0.0014818i,-0.0022606+0.0017369i,-0.0013273+0.0013575i,-0.00033149+0.00068322i,0.00041243+0.00042973i,0.00041824+0.00071477i,-0.00022603+0.00038994i,-0.00027292+0.00023007i,0.00043289+0.000318i,0.00040707-3.9942e-05i,-5.0716e-05-0.00024272i,-0.00018013-0.00070603i,1.3616e-05-0.00031034i,0.00014623-0.0002663i,-0.00056424-0.00086316i,-0.00089415-0.00031496i,-0.00069453+5.3478e-05i,-0.00029181-0.0010076i,0.00046221-0.0015486i
0.0020239+0.00040148i,0.0027125+0.00060331i,0.0036714-0.00072193i,0.001819-0.00041111i,0.0003204+0.00053114i,0.00027638+0.0013438i,0.00016314+0.0014362i,0.00046983+0.00050215i,0.0010036-4.1206e-05i,0.00046238-0.00060413i,-0.00029958-0.0010189i,-0.00036954-0.0006296i,-1.6297e-05-0.00028547i,4.6838e-05-0.0004133i,0.00031914+0.00028875i,5.3047e-05+0.00071836i,-0.00062434+0.00028074i,-0.00012417-0.00056324i,0.00048904-0.0010648i,0.0004473-0.00061997i,2.509e-05+0.00029661i,-0.00049699+0.00070456i,-0.00020048+0.00040397i
-0.00043784+8.1988e-05i,-0.0008605+0.00043366i,-0.00012876+0.0013996i,0.00046745+0.0016647i,0.00059361+0.00093535i,0.00067884+0.00082241i,1.6846e-05+0.0010256i,-0.00075996+0.0010524i,-0.00082837+0.00086524i,-0.00043784+0.00070774i,-0.00012075+0.0006262i,6.7358e-05+4.8247e-05i,0.00015021-0.0009154i,0.00086619-0.0010183i,0.0010736-0.00032731i,3.6607e-05-0.00020048i,-0.00054942-0.001099i,2.8258e-05-0.0014997i,0.00042686-0.0005694i,5.7764e-05-5.0476e-05i,-0.00021499-0.00011708i,-0.00029311+0.00019678i,-0.00058112+0.00021253i
0.0025077+0.00049511i,0.0016321+0.00076906i,0.0014179-0.00069714i,0.000352-0.0015277i,-0.00080514-0.00079402i,-0.0013857+0.00013295i,-0.00045157+0.00031729i,0.00032874+0.00058867i,0.0001625+3.7354e-06i,-0.00042585-0.00066803i,-0.00025366-0.00063556i,0.00031045-0.00056761i,2.4127e-05-0.00047893i,-0.00056895+0.00068381i,0.00015876+0.0010373i,0.00068116-0.00017115i,0.00049019-0.00033251i,1.7268e-05+0.00048182i,1.412e-05+4.9165e-05i,0.00055907-0.00020867i,0.00036669-0.00023718i,0.00033922-0.00041724i,0.00021614-0.00035127i
-0.0004184-0.0004406i,-0.00096896-0.00035629i,-0.0014308+0.00053163i,-0.0012915+0.00067533i,-0.00078382+0.0013063i,-0.00056221+0.0016688i,3.2396e-05+0.00084942i,0.00022507+0.000813i,-0.00014869+0.00089372i,-0.00058716+0.00040559i,7.3511e-05+7.0599e-06i,0.0011134-0.00064097i,0.0015236-0.0012138i,0.0011788-0.0011473i,0.00051718-0.00027768i,0.00083714-9.0311e-05i,0.00086343-0.00012935i,0.00022588+0.00010635i,7.0846e-05-0.00052629i,0.00039412-0.00033014i,0.0004009+0.00032282i,-9.1883e-05+8.6744e-05i,-0.00045369-0.00067301i
-0.001117-0.0014876i,-0.001513-0.0016086i,-0.0020047-0.00075676i,-0.0023488+0.0012019i,-0.0016154+0.0027943i,-0.00117+0.0029179i,-0.00026864+0.0014698i,0.00038937+0.0007229i,0.00044011+0.00059043i,0.00048252+0.00070957i,-0.00028497+0.0011973i,-5.9548e-05+0.00089314i,0.00065609+0.00027851i,0.00038305-0.00018864i,-0.00010411-0.00012016i,-0.00028978+0.00020529i,-3.5995e-05+0.00066885i,0.00010196+0.00021574i,-0.00017073-0.00031497i,-0.00027195-0.00018608i,-4.5598e-05-0.00075529i,-9.177e-05-0.0010205i,-0.00038027-0.00050282i
0.0012308+0.00032067i,0.0021229+0.0012115i,0.00101+0.0012092i,0.00023867+0.00084296i,0.00081247+0.00055903i,-0.0001452+0.00041028i,-0.0004735+0.00013136i,0.00043871-0.00086833i,0.00024867-0.00069417i,-0.00021738-0.00032162i,-0.00077875+0.00026104i,-0.00083673+0.00063814i,-0.00060975-0.00024977i,-0.00061502-0.0010142i,-0.00070226-0.00078613i,-0.00036559-0.00092974i,0.00030081-0.00080499i,0.00058484-8.1755e-05i,0.0003261+0.00034054i,-0.00019879+0.00012156i,-0.00031226-5.7573e-05i,-9.2884e-05+0.00020069i,0.00035272+3.7527e-05i
-0.00031097+0.0015013i,0.00013613+0.0012805i,0.00017234+0.0011172i,-6.8848e-05+0.00071488i,0.00053418+0.00042948i,0.00097605+0.00057825i,0.00058569+0.0010184i,0.00037669+0.00099218i,-1.0053e-05+0.00031695i,-0.00016228+6.2536e-05i,0.00072271+0.00013924i,0.00073067+0.00029384i,-0.00036212-0.00014508i,-0.00046062-0.00035946i,-0.00013609+0.00044349i,0.00016013+0.0010934i,0.0011424+0.00064831i,0.0015129-0.00020976i,0.00061063+0.0001479i,0.00017726+0.00042168i,0.0003208+0.00011902i,0.00087868+0.00045288i,0.00097767+0.0011493i
0.0010668+0.0016186i,0.00050604+0.0019788i,0.00046221+0.0010806i,0.0001577+0.00036838i,-8.8007e-05+0.00035054i,-0.00021235-1.7816e-06i,-0.00021665-0.00033646i,-0.00020271-5.7104e-05i,-0.00034388-0.00039559i,-0.00026638-0.0011399i,0.00023545-0.0010627i,0.00038458-0.00078447i,-0.00060988-0.00047781i,-0.00084054-5.2841e-05i,-0.00032234+0.00027603i,9.5059e-06+0.00040307i,0.00024572-0.00029423i,0.00059716-0.00064763i,0.00074475-0.0007602i,0.00033885-0.00063667i,2.8592e-05+0.00016018i,0.00070527+0.0011238i,0.0010796+0.0012766i
-0.0010432+0.0008309i,-0.0015533+0.00051799i,-0.00086049-4.6176e-05i,-0.00040733+0.00032545i,-0.0011+0.00045326i,-0.0013354+0.00043792i,-0.00038801+0.00071975i,-9.4189e-05+0.00042427i,-0.00086407+0.00055799i,-0.00024294+0.00066111i,0.0010922+0.0002298i,0.00087225-0.00054613i,-0.00041086-0.00025456i,-0.00073384-4.4016e-05i,-0.00056913-0.00035974i,-0.00013463-0.0002503i,0.00017715+0.00012316i,0.00018273+0.00075217i,-2.7873e-05+0.00062385i,-0.00056022+0.00026364i,-0.00057302+0.00042961i,0.00013795+0.00086957i,0.00039875+0.00086457i
