-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
0.0014139+0.00069944i,0.00079125+0.00017139i,0.0023507-0.00019164i,0.0030165-0.00033001i,0.0024167-0.00060543i,0.001589-0.00091388i,0.00072084-0.00039103i,0.00089282+0.00021518i,0.0010241+0.00045214i,0.0004039+0.00042239i,-0.00028844+0.00016631i,-0.00040473-0.00038451i,-0.00048769-0.00025396i,-0.00044105-0.00016492i,-0.00010886-0.00022023i,0.00012153+0.00017964i,0.0002058+0.00023439i,0.00012163+0.00068563i,0.00034943+0.0013619i,0.00042817+0.0010374i,-0.00019237+9.9585e-05i,-9.7383e-06-0.00019955i,0.00025007+8.226e-05i
-0.0001742+0.00012065i,0.00057239+0.00032606i,0.00028925-0.00099005i,0.00035645+0.00021524i,0.00019717+0.00030813i,-9.9622e-05-0.0007553i,-0.00025674-0.0010323i,-0.00074262-0.00082604i,-0.00078003-0.0008477i,-0.00032556-0.00018734i,-0.0002053+0.00026293i,0.00028925+0.00037885i,0.00086442+0.0012061i,0.001452+0.0010754i,0.0015537+0.00014776i,0.00042447-1.9995e-05i,-0.00074743+0.00011101i,-0.00065252+0.00040751i,-0.00020708+0.00028868i,-9.3579e-05-0.0006083i,-0.00010288-0.0011372i,-0.00041273-0.00061697i,-0.00086349+0.00015553i
-0.0013664+0.0010943i,-0.0012139+0.0012625i,-0.00037656+0.0014271i,0.0013374+0.0004857i,0.0024347-0.00058895i,0.0020728-0.0011007i,0.0013041-0.00077938i,0.00039602-0.00037331i,0.00011398-0.00031724i,0.00063425-0.00042908i,0.00075323-0.00038616i,0.00028055+0.00010793i,-0.00021766+0.00010162i,-0.00040918+0.00023278i,6.8369e-05-0.00017363i,0.00017454-0.00043063i,-0.00044346-0.00042444i,-0.0011664-0.00052725i,-0.0012149+0.00067135i,-0.00031083+0.0013599i,0.00022211+0.00082421i,0.00039786+0.00037326i,0.00058087+0.00032356i
0.0022869+0.00082971i,0.0016919+0.00077309i,0.0013276-0.00081743i,0.0016942-0.0019484i,0.0020647-0.0027577i,0.00071532-0.0022287i,-0.00018593-0.0012886i,1.2e-05-0.0013808i,-0.00035323-0.001272i,-0.00082754-0.00087493i,-0.00054009-0.0010101i,-0.00032126-0.00077677i,-0.00018476-0.00039121i,0.00030955+0.00010587i,0.00028929+0.00010024i,-0.00015332+2.908e-05i,-6.5004e-05-0.00026582i,-0.00045377-0.0001419i,-0.0004247+0.00047032i,0.00045519-0.00016457i,0.00072592-0.00089356i,0.00033683-0.00064004i,4.118e-05+0.00039356i
-0.0012755+0.0012778i,-0.0014747-0.00055134i,-0.00078224-0.00057316i,0.00027555-0.00055522i,0.00018704-0.0014646i,-0.00061767-0.001841i,-0.00087905-0.0013897i,-0.00086259-0.0008035i,-0.00052304-0.00086475i,-0.00039624-0.00038334i,-0.00017257+9.6081e-05i,0.00010134+0.00018942i,0.00012965+0.00025353i,-0.00030738+3.9693e-05i,-0.00057386-0.00032458i,-6.7163e-05-0.00049661i,-1.8664e-05-0.00029137i,-0.00046333+0.00044288i,-0.00089621+0.00081949i,-0.00024856+0.00050933i,-0.00016194+0.00032151i,-0.00080413+0.0005532i,-0.00035474+4.0788e-05i
0.0014684-0.00014546i,0.0019447-0.00038194i,0.0022929+0.00073775i,0.0025008+0.00065936i,0.0020481-0.00040409i,0.0014447-0.0012083i,0.00080021-0.0015784i,0.0002215-0.00098076i,-9.8106e-05-0.00036638i,-0.00071723-0.00086039i,-0.00067593-0.00057176i,-0.00012374+9.0742e-05i,0.00039298+7.5201e-05i,0.00094435+0.00027442i,0.00091838-3.8012e-05i,0.00068344-0.00077346i,0.00031306+0.00065491i,-1.1365e-05+0.0018387i,-0.00055525+0.00084454i,-0.0005864-0.00019183i,0.0001545-0.00010143i,0.00011903+0.00046505i,-0.00039056+0.00034509i
0.0013186+0.0010797i,0.0012822+0.00066363i,0.001883-0.0017118i,0.0013302-0.0023092i,0.00019554-0.0027438i,-0.00082753-0.0025956i,-0.00056987-0.0016348i,0.00024519-0.00089219i,0.00080887-0.0013075i,0.0007831-0.0016324i,-0.00030535-0.00077604i,-0.00063079+0.00021232i,0.00016352+0.00086045i,0.00061074+0.00058086i,0.00043234-1.3972e-05i,0.00047074+0.00017987i,0.0001144+0.00038872i,0.0003707+0.00021247i,-3.387e-05+0.00014001i,-0.0008377+0.00038715i,-3.6726e-05+0.00052465i,0.00053416+0.00044474i,-0.00045431+9.0069e-05i
-0.0021551-0.0028492i,-0.0014961-0.0017575i,-0.0021066-0.00036118i,-0.0014781-3.4795e-05i,0.00065479+0.00038589i,0.0018023+0.00032563i,0.0014336+0.00076225i,0.0010629+0.00070136i,0.00061597+0.0001098i,-0.00029578+0.00034834i,-0.00021203-7.5433e-05i,0.00025889-0.00013688i,0.00014668-0.00029229i,-0.00017481-0.00058348i,0.00011494-0.00080096i,-8.1891e-06-0.00085175i,-0.00071416-0.0006667i,-0.0010202-0.0001787i,-0.00022282+0.000384i,0.00053609+0.00053895i,3.3545e-05+0.00092621i,-0.00065396+0.00053862i,-0.00025603-0.00027242i
-0.00036146-0.00038543i,-0.00049635-0.00032771i,-0.0014692-0.00036796i,-0.0012279-0.00046653i,-0.00043287-7.1073e-05i,2.5476e-05-0.00022873i,0.00014425-0.00069125i,-0.00030761-0.00064783i,-0.00090141-0.00083965i,-0.0010529-0.00055062i,-0.00021038-0.00026597i,0.00078508-0.00039271i,0.0015173-0.00064326i,0.0010655-0.0015329i,0.00074645-0.0012729i,0.00057226-0.00038207i,0.00040449-0.00065911i,0.00045337-0.00099498i,9.897e-05-0.00097239i,-0.00021574-0.00019037i,-0.00029787+0.00034949i,-5.2583e-05-0.00019803i,0.00045909-0.00022062i
-0.0014172+0.0028326i,-0.00063022+0.0034968i,0.00053928+0.0042479i,0.0019069+0.0023017i,0.0023348-2.5213e-05i,0.0015739-0.0010243i,0.0004136-0.0003061i,-0.00050523+0.00024133i,-0.00020354+4.4275e-05i,-0.00039033-8.1487e-06i,-0.00072626-8.9223e-05i,-0.0010062-0.00016233i,-0.0014508-0.00013629i,-0.0010551-0.00012182i,-0.00014515-0.00032356i,0.00047533-0.00058284i,2.6727e-05+5.5692e-05i,-0.00079834+7.5276e-05i,-0.00092846-0.00035954i,-0.00099431-0.00047309i,-0.00035491-0.00020456i,0.00029662+0.00031122i,0.00029381+0.00038871i
-0.0014559-0.0025757i,-0.0010135-0.0021818i,-0.0015177-0.0025025i,-0.0012453-0.0010565i,-0.00089934-0.00061179i,-0.00082534-0.00032916i,0.00010954+0.00025136i,0.00018767-7.0781e-05i,-0.00010073-0.00033715i,-0.00043913+0.00017223i,-6.2015e-05+0.00090477i,0.00056598+0.00099494i,0.0011413-2.5822e-05i,0.00092521-0.0010578i,-2.9794e-06-0.00081565i,-0.0005308+9.746e-05i,-0.00075266+0.00053737i,-0.00079288+7.826e-05i,-0.00077053-0.00010647i,-0.00035306-0.00010606i,-0.00041038+2.1562e-05i,-0.00028597+0.00060859i,4.8073e-05+0.00071245i
-0.00040961+0.0012183i,-2.3923e-06+0.0022198i,0.00071632+0.0022498i,0.0012956+0.0011398i,0.0010468-0.00049168i,-0.00029969-0.0018i,-0.0011385-0.0019739i,-0.00044807-0.00049256i,0.00048444+0.00039466i,0.00050612+0.00061577i,0.00031182+0.00058461i,0.00028086+0.00012385i,0.00020607-0.00027367i,0.00054954-0.00050231i,0.00020157-0.00010485i,-5.0199e-05+0.00056394i,-8.7854e-05+0.00049205i,-0.0007457-7.1425e-05i,-0.00065277+0.00018351i,0.00023535+0.00078702i,0.00066111+0.00037016i,-8.8351e-05+9.0561e-05i,-0.000754-0.00030621i
-0.0015535-0.0023572i,-0.00065568-0.0011609i,-0.0015215-0.001249i,-0.0014708-0.0015051i,-0.00078744-0.0011885i,-1.2685e-05-0.0013864i,0.00011191-0.00092104i,-0.00059295-0.00025935i,-0.00038562-0.00043422i,0.00031187-0.00079426i,0.00033479-0.0006949i,9.161e-05-0.00038918i,-0.00021028-9.523e-05i,-0.00057461-0.00061996i,-0.00072035-0.0012036i,-0.00016719-0.0013543i,-0.00011805-0.001065i,-0.00050704-1.2251e-05i,-0.00029533+0.00013814i,1.6186e-05-0.00025956i,4.9204e-06+0.00018225i,-0.00044652+0.00033355i,-0.00074671-0.00025076i
0.00081151+0.0011491i,8.6704e-06+0.0018148i,0.0001011+0.0010441i,0.00093677+0.00023144i,0.0011814+0.00016065i,0.0011277+0.00013744i,0.0012228-0.00020356i,0.00099521-0.00056443i,0.00030627-0.00051357i,-0.00055232+6.6681e-05i,-0.00069475+0.00067514i,0.00017713+0.0004929i,0.00060976-0.0007791i,0.00020443-0.0012257i,-0.00017357-0.00059852i,-0.00056978-0.00029151i,-0.00034713-0.00036336i,0.00029289-0.00013564i,3.7615e-05+0.00057922i,-0.00049582+0.00092009i,-0.00019744+0.0011033i,0.00058915+0.000959i,0.00088356+0.00040095i
-0.00027726-0.0014928i,-0.00089487-0.0015371i,-0.00079703-0.0019667i,5.9205e-05-0.0019731i,0.00011334-0.0024352i,0.00028405-0.0023774i,0.00044546-0.001428i,0.00027336-0.00065508i,0.00027048-0.00047884i,-0.00022734-0.00039662i,-0.0005372+1.6507e-05i,-0.00022006-0.0003275i,-9.6366e-05-0.00058305i,-7.0294e-05-5.6773e-05i,-0.00010673-0.00043386i,2.1809e-06-0.00088853i,0.00025928-0.00048893i,-1.1605e-07-0.00041443i,-0.00029483-0.00033305i,9.084e-06+1.3959e-05i,0.00020356-3.6041e-06i,-0.00015502+0.00058155i,-0.00055594+0.00011442i
-9.1769e-05-0.0012385i,-0.00044844-0.0015461i,-0.0005768-0.0007391i,-0.00025502-0.0004112i,5.2788e-05-0.00063857i,0.00019347-0.00016396i,-0.00016263+1.2731e-05i,-0.00072388-0.0004751i,-0.00036799-0.00061745i,-0.00011697-0.00065459i,0.00024-0.00086613i,0.00056487-0.00054799i,6.4981e-05+0.00015024i,-0.00024647-0.00014714i,-0.00034044-0.00056797i,-1.5614e-06-0.00077428i,0.00096588-0.00054198i,0.00016677-0.00038144i,-0.0013474-0.00070899i,-0.0011793+5.2591e-05i,-0.00055827+0.00057963i,-0.00017998+0.00041975i,2.354e-05+0.00067908i
-0.0001088-0.0011872i,-0.0013781-0.0015344i,-0.0014469-0.0014588i,-0.0011442-0.00088382i,-0.00041965-0.001247i,-7.7006e-06-0.0018331i,-0.0001346-0.0012543i,-0.00036259-0.00057375i,-0.00018767-0.00056418i,-4.5572e-05-4.7039e-05i,-3.6916e-05+9.5833e-05i,0.00017771-0.00049656i,0.00052169-0.00044158i,0.00072614+0.00021614i,0.0003768-8.1373e-06i,0.00064896-0.00015671i,0.00069057-0.00024707i,-0.00023489-0.00057709i,-0.0004854-0.00074528i,-0.00043319-0.00023498i,-0.00049974+0.00035791i,0.00030109-0.00032315i,0.00088586-0.00051495i
-0.0020142-0.00079752i,-0.00055289-0.0012262i,9.9e-05-0.00029851i,0.00089448+0.00013279i,0.00087762-0.0013014i,0.0001505-0.0018075i,0.00015633-0.00097967i,0.00078071-0.00045916i,0.00085334-0.0009901i,0.00036802-0.00095583i,0.00057053-0.00045974i,0.0011344-0.0001046i,0.00099734+0.00077554i,0.00045226+0.00089429i,0.00017012+0.00037334i,0.00049558+0.00044596i,-0.0001717-3.8139e-05i,-0.0013054-0.0007802i,-0.0015627-0.00067902i,-0.00082419-0.00030795i,-0.00019878-9.7676e-05i,0.00017452-6.3522e-05i,-0.00027407+0.00024747i
0.0013114-0.0022618i,0.00063609-0.0026469i,-0.00068814-0.0030663i,-0.0019536-0.0023718i,-0.0022406-0.0015224i,-0.00095431-0.00145i,-9.478e-05-0.00063674i,-0.0006263+0.00021278i,-0.00069263+1.1071e-05i,-0.00016322-0.00023149i,-0.00024406+0.00019973i,-8.3601e-05+0.00073535i,0.00061624+0.0010786i,0.0012023+0.001018i,0.0014449+0.00045167i,0.000913-0.00018699i,-3.2888e-05-0.00068581i,-0.00079391-0.00043722i,-0.00085245-0.00028103i,-0.00027685-3.1155e-05i,0.00014578+0.00046504i,8.5216e-05+0.0005846i,0.00033022-0.00033402i
0.0007388+0.00017059i,0.0013542-0.00017983i,0.0014863-0.00048328i,0.0014751-0.00042013i,0.0019514-0.00010341i,0.0013103-0.0005973i,0.00023023-0.00068481i,-8.7398e-05-0.0005933i,0.00037673-0.00078097i,0.00059933-0.00045829i,3.3247e-05+0.00045703i,-0.00050111+0.0012256i,-0.00040653+0.00062916i,3.7045e-05-0.00019139i,0.00063084-0.00015229i,0.00085277+0.000562i,3.6328e-05-0.00019408i,-0.00040961-0.00098344i,-1.8694e-05+0.00024224i,0.00030778+0.00014768i,0.00052925-0.00033607i,0.0001366+0.00010265i,-0.00047862+0.00016317i
6.6154e-05+0.0014832i,-0.00039057+0.0020872i,0.0016155+0.0015578i,0.0027733-0.00031079i,0.0023503-0.0021649i,0.0010452-0.0026107i,-0.00014989-0.0015369i,-0.00058666-0.00093509i,-0.00080508-0.00055333i,-0.00076188+0.0001974i,-0.00046417+0.00052253i,2.4708e-05+0.00070479i,0.00056919+0.00073102i,0.00043181+0.00069769i,-0.00017573+0.00056675i,9.2055e-05-1.2558e-05i,0.00066765+3.4725e-05i,1.1496e-05+0.00045885i,-0.00084196+0.00071247i,-0.00055011+0.0001059i,0.00058035-0.00076497i,0.00078089-0.00083115i,0.00033085-0.0002541i
0.004193+0.0010462i,0.0033348+0.00020218i,0.0026628-0.00085655i,0.0022376-0.0029357i,0.0018377-0.0038074i,0.0013825-0.0031672i,0.0011761-0.0021038i,0.0010285-0.0017644i,5.2145e-05-0.0020448i,-0.00043834-0.0021869i,0.00012775-0.0014572i,8.9674e-05-0.00026356i,-0.00039049+0.0001303i,-0.00062807+0.00030169i,-0.00067748+0.00072158i,-0.00027346+0.0003415i,0.00030543-0.00023349i,0.00058318-8.813e-05i,0.0010756+0.00034596i,0.0013754+0.00053844i,0.00049942+0.00072865i,6.0538e-05+0.0003823i,0.00032144-0.00034664i
-0.0014528-0.00016248i,-0.00074965-0.00039938i,-0.00063069+0.00040441i,-0.00078004+0.0004166i,-0.00025352-0.00014514i,2.0855e-05-0.00054963i,-0.00012694-0.0010775i,0.00062216-0.00084511i,0.0006042-0.00085469i,-0.00049371-0.001192i,3.4611e-05-0.0010234i,0.00037307-0.00033394i,0.00071193-0.00027516i,0.0006567-0.00040722i,-0.00019698-3.5275e-05i,-0.00016113+7.7259e-05i,0.0002871+0.00025979i,-0.00048304+0.00046716i,-0.0010505+0.00049334i,-0.00057307+0.0001978i,3.4993e-05+1.283e-05i,0.0003082-0.00016884i,0.00056341+0.00041579i
-0.0024638+0.00035259i,-0.0019893+0.00099713i,-0.00040328+0.0012365i,0.00074495+0.0015519i,0.00082272+0.00073729i,0.00039957-0.00055241i,-0.00046146-0.00091605i,-0.00053616-0.0010891i,-0.00025694-0.0012426i,0.00012732-0.0014942i,0.00026498-0.0010484i,-3.895e-05-0.0014504i,4.0913e-05-0.001698i,0.00075622-0.00091518i,0.0010142-6.1277e-05i,0.00038179+0.00072459i,-8.001e-05+0.00067084i,0.00064785+2.4979e-05i,9.9048e-05-0.00017539i,-0.00073436-0.00066931i,-0.0003585-0.001227i,0.00046695-0.00064179i,0.00059513-3.9609e-05i
0.0028623+0.0020403i,0.0027459+0.0016159i,0.0031898+0.00051883i,0.0021132-0.0010731i,0.00077187-0.002196i,-7.3524e-05-0.0020014i,-0.00036019-0.0013342i,-0.00019626-0.0010995i,0.00032532-0.0012675i,-0.00035207-0.0012903i,-0.00045737-0.0010557i,-0.00015502-0.00015611i,-0.00033323-9.9632e-05i,-0.00047336+0.00019196i,-5.2424e-05+0.00055185i,-0.00023579+0.00068809i,-0.00055335+0.00070302i,-0.00021989-4.1912e-05i,0.00018536-0.00033896i,0.00059271+9.8871e-05i,0.00052827+0.00066874i,0.0003818+0.0006162i,0.0006642+0.00016234i
-0.00091539-0.00028167i,-0.0012018+0.00041929i,-0.0012746+0.00014063i,-0.00046093+0.00037229i,0.00040571-9.2007e-05i,0.00079244-0.0017148i,0.00093865-0.0013214i,0.00080371-0.00082553i,0.0012569-0.00098474i,0.0010516-0.000393i,-3.1529e-06+0.00021502i,-0.00032422+0.000815i,-0.00021934+0.00049673i,-6.5125e-06+2.6609e-06i,0.00056081-0.00023418i,0.0007474-0.00045744i,0.00053425-0.00067964i,4.7828e-05-0.0003418i,-0.00032072+0.00045416i,0.00015821+1.0152e-05i,0.00064479-0.00033748i,0.0012021-0.0004318i,0.00093874+2.176e-05i
-0.00088753-0.0023496i,-0.00097759-0.0016284i,-0.002093-0.00054486i,-0.0017886+0.0011591i,-0.00090157+0.0012086i,0.00030732-0.00015525i,0.0001792-0.00070848i,-0.00056294-0.00071993i,-0.00027187-0.00068316i,-0.00013145-0.00023345i,0.00048618+0.00041618i,0.0010658+0.00055831i,0.00097737+5.5836e-05i,0.00031076-0.00023139i,-0.00024731-0.00011377i,0.00026267-0.00021098i,0.0010695-0.00035555i,0.00094274-8.9443e-05i,0.00013468+0.00017349i,0.00027947+0.00023788i,0.00050229-0.00012399i,-4.7856e-05-0.00067373i,-0.00033628-0.00037328i
0.0029836-0.00082572i,0.0015907-0.00077033i,0.0015883-0.0024009i,0.0012934-0.0027982i,2.0949e-05-0.0015911i,-0.0013408-0.00055417i,-0.0014489-1.6172e-05i,-2.5876e-05+0.00020657i,0.00061445-0.0002156i,-0.00026961-0.00047345i,-0.00011528-0.00019958i,-0.00048134+0.00046128i,-0.00049235+0.0013619i,0.0004786+0.0011908i,0.00093047+0.00053624i,0.00071934-5.8922e-05i,-0.0004827-0.00044087i,-0.00076492-0.00072745i,-0.00022137-0.0010679i,2.59e-05-0.00074705i,-0.00042008-0.00080615i,-0.00033623-0.00095706i,0.0006602-0.00066219i
-0.00034902+3.7745e-05i,-0.00069424-0.00087923i,-0.0012517-0.00066888i,-0.0005859-0.00080746i,0.00048286-0.0012595i,0.00054361-0.0013305i,0.00025669-0.0013911i,-2.4759e-05-0.0014083i,-0.00050272-0.001718i,-0.00092067-0.0014876i,-0.00092973-0.00043452i,-0.00032414+0.00010999i,0.00010908+0.00039168i,-4.8187e-05+0.0007776i,-0.00025267+0.00067137i,0.00012758+0.00013345i,-3.7187e-05+0.00019159i,-0.00010631+0.00041414i,0.00016752+0.00051113i,-0.00011252+0.00019633i,0.00043739+0.00036065i,0.00015775+0.00046337i,-0.00019399+1.4957e-06i
-0.0012695-0.00087092i,-0.00068303+5.1277e-05i,0.00026377+0.0010273i,0.00049169+0.001349i,0.0011728+7.3545e-05i,0.0016911-0.00090697i,0.00045774-0.00032154i,8.6528e-05+0.00035897i,0.00024276+0.00029484i,0.00014105-1.0846e-05i,0.00027667-7.5161e-06i,-8.1037e-05+0.00015333i,-0.00018892+0.00050935i,-0.00024095+0.00029463i,-0.00036114-0.00040928i,-0.0003384-0.00021872i,-0.00037807+0.00055774i,-2.4346e-05+0.00029986i,0.00037008+0.00042507i,5.2451e-05+0.00052254i,-7.4283e-05-0.0004238i,0.00019106-0.00095621i,0.00045163-0.0007645i
-0.0028163+0.0020334i,-0.0027909+0.00095466i,-0.0015921+0.0020927i,7.6103e-06+0.0021166i,0.00096104+0.0010109i,-0.00035884-0.00023582i,-0.0017729-0.0012344i,-0.00065665-0.00099786i,0.0004695-0.00066119i,0.00099577-0.00044078i,0.001186+0.00011372i,0.0014072+0.0005527i,0.00073165-0.00034951i,-0.00066528-0.0014588i,-0.00091702-0.00074582i,-0.0009493-0.00010919i,-0.00068371+0.00022461i,-0.00042244+0.00073525i,-0.00087857+0.0001655i,-0.00086039-0.00072822i,-6.5345e-05-0.0010487i,0.0004383-0.0011062i,0.00049804-0.0011889i
0.00094279-0.00053128i,0.0016766-0.00033018i,0.0018037-0.0014707i,0.0020928-0.0022787i,0.0013336-0.0029756i,0.00078354-0.0026932i,0.00047225-0.0011637i,-0.00017324-0.00015182i,-0.00088859-0.00057707i,-0.00088235-0.0010089i,-0.00016764-0.00053009i,0.00057181-0.00019062i,0.00090078+0.00029998i,0.00035934+0.0006758i,4.828e-05+0.00050168i,0.00029047+7.5168e-06i,4.0686e-05-1.5647e-05i,-0.00029711+0.00049169i,-0.00095786+0.00041917i,-0.00083313+0.00045823i,-0.00041284+0.00024309i,-0.00026099-0.00036625i,-0.00016053-0.00085478i
0.00082748-0.00051509i,0.0012967-0.00047657i,0.0017464+0.00015603i,0.0021656-0.001406i,0.0016706-0.0023041i,0.00044762-0.0019017i,-0.00037573-0.0019636i,-0.00038403-0.0013822i,0.00034234-0.00099972i,0.00065377-0.0010528i,0.0010016-0.00081284i,0.00092178-0.00028343i,-5.9125e-05-0.00025073i,-0.000171-6.1777e-05i,0.00013349-0.00024919i,-0.00028721-2.0956e-06i,-0.00053001+0.00025638i,-0.00036681-0.00067251i,-0.00073514-0.00024022i,-0.00085035+0.00072058i,-0.00010058+0.00023874i,0.00037925-0.00024014i,0.00057219-0.0001592i
0.0033383-0.00085306i,0.0039365-0.001164i,0.0022503-0.0032174i,0.00075151-0.0033763i,0.00064733-0.0019856i,0.00095109-0.0017527i,0.00060845-0.0021661i,0.00022494-0.0016341i,0.00023365-0.00080733i,-0.0003472-5.8993e-05i,-0.0007115+0.00042708i,-0.00052987+0.0010544i,-0.00026354+0.0012982i,0.00023295+0.00085151i,0.0011277+0.00035771i,0.0011623+0.00087979i,-0.00029372+0.00063213i,-0.00062332-0.00019432i,7.258e-05-0.0012723i,0.00063686-0.0014315i,0.0012666-0.00010042i,0.0013325+0.0003891i,0.00068144-1.4705e-05i
-0.00086597-0.0012153i,-0.0011293-0.00031524i,-0.00028804+0.00049539i,0.0010732+0.00083557i,0.0015421-0.00047165i,0.0012105-0.0017132i,0.00041352-0.0015647i,-0.00081323-0.00058861i,-0.0015345-0.00064328i,-0.0010231-0.0010158i,4.3599e-05-0.00032788i,0.00065763+0.00036559i,0.00039811+0.00069459i,0.00010613+0.0006894i,-0.00028695+9.6691e-05i,-0.00032426-0.0003345i,-0.00081854-0.0003408i,-0.00069214-0.00046953i,-0.00027331-0.00013197i,-0.0012765+2.8033e-05i,-0.0019013-0.00025625i,-0.00070123-0.00040158i,0.00062802+0.00030874i
0.00135-0.00051088i,0.0014154-0.0022668i,6.3154e-05-0.0023139i,-0.0002771-0.0021757i,0.00028937-0.0017642i,0.00029934-0.001778i,0.00011588-0.0010486i,5.9576e-05-0.00056516i,0.00032461-0.00081122i,0.00034689-0.00047389i,-0.00029254+0.00028653i,-0.00027982+0.00049602i,-0.0002721-7.0325e-05i,-0.00014518+0.00030782i,0.00022783+0.0014722i,0.00027194+0.0010189i,0.0001024-0.00026779i,-0.0004545-0.0010839i,-0.00086997-0.00074703i,-0.00076708+2.9009e-05i,-0.00040949+0.00021473i,-7.4106e-06+0.00023157i,-3.628e-05-0.00041129i
-0.00013351+0.0012801i,-0.00085166+0.00073892i,-0.00089091-0.00029809i,6.9746e-05-0.00089961i,0.00083388-0.00056066i,0.0018364-8.442e-05i,0.0012383-0.00036227i,-0.00042011-0.00028275i,-0.0005295-0.00037497i,0.00042419-0.0009829i,0.0012161-0.00075434i,0.0011506-0.00018209i,0.00062754+0.00017911i,0.00032123+0.00040705i,-1.5684e-05-0.00014618i,-0.00073798-0.00056509i,-0.0012003-0.00026021i,-0.00020772-0.00044948i,0.0010558-7.7886e-05i,0.00071931+0.00065629i,-6.9051e-05+0.00043476i,0.00020663-0.00037222i,8.0189e-05-0.00025903i
0.00061349-0.00086779i,-0.00040437-0.00065354i,-0.00071269-6.6749e-05i,0.00091798-0.00092035i,0.0026585-0.0022595i,0.0016879-0.0025022i,0.00027238-0.0014122i,0.00046511-0.00055274i,0.00065292+8.0304e-05i,0.000402+0.00017313i,0.00041475+0.000261i,0.00090883+0.00035565i,0.0011854-0.00026355i,0.0010219-0.00042618i,0.00093622+0.0003472i,0.00086878+0.00084989i,0.00096784+0.0011551i,0.00058716+0.0011778i,-0.00022631+0.00077124i,-0.00035586+0.0010783i,-0.00024214+0.0010775i,-0.00013455+0.00061707i,0.00041248+9.855e-05i
0.00075215+0.0036053i,0.0016209+0.0027952i,0.0022673+0.0031052i,0.0024418+0.0015986i,0.0027469-0.00046182i,0.002113-0.0014127i,0.00085531-0.0016441i,8.0721e-05-0.0008902i,0.00019724-0.00052783i,0.00071108-0.00086796i,0.00015995-0.001081i,-7.452e-06-0.0008856i,8.1377e-05-0.00060994i,-0.00061038+0.00014989i,-0.0011166+0.00058735i,-0.0010497+0.00027608i,-0.00077961-0.00078457i,-0.00071542-0.00078969i,-0.00074906+0.00012478i,-0.00087554-0.00024756i,-0.00076074+0.0001771i,-3.709e-05+0.0012148i,6.647e-05+0.0011777i
-0.0015035-0.0013805i,-0.0018851-0.00070208i,-0.0030318-0.0011337i,-0.0018675-0.0019603i,-0.00057237-0.0014651i,-0.00042902-0.0010614i,-0.00014916-0.0010996i,6.4878e-05-0.00081303i,0.00024469-0.00070469i,-7.0407e-05-0.00053209i,0.00038771+0.00036629i,0.000744+0.00099661i,0.00053166+0.00093959i,0.00091605+0.0013453i,0.00055131+0.00062186i,-0.00011762-0.00020921i,-0.00031273-0.00015294i,-0.00037532-0.00018215i,-0.0006622-0.00050052i,-0.00093613-0.00064889i,-0.00030011+0.00043152i,0.000151+0.00052339i,0.00066843+0.00034845i
0.00057041-0.0024707i,5.3195e-05-0.0029103i,-0.0010034-0.002753i,-0.00011813-0.0016721i,0.0014934-0.0005309i,0.0018758+4.6544e-05i,0.0012775-0.00076971i,0.00065408-0.001222i,5.0223e-05-0.00017206i,-0.0008226+0.00075857i,-0.00044998+0.00064934i,7.9047e-05+0.00031237i,-0.00028468-1.6981e-05i,0.00013795-0.00032069i,0.00071752-0.00047676i,0.00064192-0.00075274i,-0.00020992-0.00027703i,-0.0012135-5.7484e-06i,-0.00084611+4.3831e-05i,5.8076e-05+0.00022391i,-0.00017967-4.3626e-05i,-0.0003403-0.0011588i,-0.00032339-0.00128i
-0.00077569-0.00019094i,-0.00094075-0.00046021i,-0.0011848+6.5108e-05i,-0.00012528+0.00020409i,0.0010716+0.00010211i,0.00073654+0.00038881i,5.2022e-05-0.00025681i,-0.00050529-0.00085751i,-0.00095347-0.00076801i,-0.00070992+5.5657e-05i,-0.00050137+0.00070408i,-9.0984e-06+0.00046639i,0.00089491-0.00020408i,0.00071033-0.0010114i,2.4484e-05-0.0017567i,-0.00022968-0.0015204i,0.00022854-0.0011546i,-0.00057856-0.00057543i,-0.0012326+9.9603e-05i,-0.00017312+0.0002466i,0.00010704-2.6508e-06i,0.00050364-0.00045305i,0.00095636-0.0010418i
