-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
0.001561+0.001304i,0.0015391+0.0011339i,0.0018644+0.00072531i,0.0017884-0.00067648i,0.00099154-0.0018015i,-0.00037631-0.0017099i,-0.00025313-0.00081825i,8.0503e-05+8.0865e-05i,-0.00032787-0.00020924i,-0.00015134-0.00059912i,-0.00015382-0.00084583i,-0.0001803-0.00082097i,0.0005344-0.0004615i,0.00086255+2.1998e-05i,0.00017061-0.00024589i,-0.00015678-0.00062959i,4.3304e-05-0.00040311i,-0.00043081-0.00049069i,-0.00067246+0.00010896i,-0.00020052+0.00084915i,5.0665e-05+0.00060063i,-4.4283e-05+0.00021406i,-0.00046679-0.00049707i
-0.0024169-0.00073327i,-0.0016581-0.0011303i,-0.00178-2.1858e-05i,-0.0018729+0.0013082i,-0.00079523+0.0012535i,0.00045799+0.00064241i,0.00046935-0.00039672i,-0.00013021-0.0007385i,-0.00058674+0.00031229i,-0.0011657+0.00030492i,-0.00049342-0.00034118i,0.00069695+0.00027239i,0.0011767-0.00042664i,0.0012275-0.0013765i,0.00013653-0.00097911i,-0.00083359-0.00069539i,4.2692e-05-0.00028219i,0.0012239-0.00047448i,0.00099874-0.00050152i,0.00050436-4.7648e-05i,-0.00027787-8.3152e-05i,-0.0010514-0.00025019i,-0.0012898-0.00021807i
-0.0013772+0.00031911i,-0.00087603+0.00062733i,-0.0011885+0.0012062i,0.00038513+0.00079684i,0.0018009+0.00056617i,0.0010283+0.00035751i,0.00015722+0.00013721i,-0.00054817+0.00013825i,-0.00082019-0.00021361i,-0.00040739+0.00019191i,5.1352e-05+0.0004986i,0.00026032+0.00022342i,0.00053561-0.0007007i,0.00093986-0.0017428i,0.00030897-0.0015831i,-0.00062642-0.0010575i,-0.0011827-0.00062561i,-0.00082671+0.00020487i,1.603e-05+0.0010651i,0.00052625+9.6658e-05i,-0.00023179-0.0003823i,-8.8594e-05+0.00032663i,-3.8825e-05+0.00011235i
0.00011089-0.0019201i,0.00025417-0.0023967i,-0.00095912-0.0034572i,-0.0020645-0.0032688i,-0.0021912-0.0017731i,-0.0018368-0.00061806i,-0.00077165-0.00037723i,0.00070414-0.0003126i,0.00047259-0.00071241i,-0.0009463-0.0015006i,-0.00063765-0.0010765i,0.00029129+0.00056717i,0.00026319+0.0011827i,0.0011625+0.00061353i,0.00080731-0.0002311i,-0.00028288-0.001183i,-0.00037796-0.00059347i,1.2327e-05+0.0002074i,-0.00029714+0.00041374i,-0.00070279+0.00033148i,-0.00036584+0.00015584i,-0.0005722+0.00049979i,-0.00038164+0.00047039i
-0.00045393-0.0024844i,-0.00040872-0.0016865i,-0.00052544-0.00061612i,-0.0010548-0.00044287i,-0.00016475-0.00094217i,0.00081991-0.0020686i,0.00042443-0.0016171i,-4.6214e-05-0.00017944i,-0.00047278-0.00043186i,-2.852e-05-0.00046057i,0.00017823-0.00045107i,-1.0854e-05-0.00059546i,0.00029868-0.00043149i,0.00072598-0.00017958i,0.00064666+0.00026757i,0.00032387-0.00054739i,0.00022532-0.00041463i,-2.0351e-05+6.9333e-06i,4.6078e-05-0.0002508i,-0.00053433+0.00043246i,-0.001034+0.00078323i,-0.00044677+0.00036113i,6.8352e-05+0.00014741i
0.00048251-0.00071407i,0.00019304+0.00021364i,-1.1911e-05+7.7527e-05i,4.3259e-05-0.00042497i,-0.00027839-0.00099078i,-0.00026798-0.0011863i,2.1637e-05-0.00069982i,0.00015934-0.0003821i,-0.00017952-0.00068931i,-0.00069824-0.00044125i,-0.00024385+8.7105e-05i,-0.00013185+0.00018757i,6.568e-05+3.7371e-05i,0.00051267+3.5835e-05i,0.00088788-8.5656e-05i,0.00065545-0.00062335i,0.00026827-0.00089454i,0.00014807-0.00024065i,-0.00041161+0.0005785i,-0.00061156+0.0012156i,-0.00041755+0.0010056i,0.0001561+0.00055676i,0.00077804+0.00031426i
0.0013855+0.0012521i,0.0011674+0.001001i,0.0016072-2.7664e-05i,0.00097082-0.0019241i,0.00032206-0.0030487i,0.00014231-0.0020642i,0.00011865-0.00059944i,0.00020426-0.00036188i,1.5717e-05-0.00057512i,-0.00011072-0.00035038i,0.00011533+0.00060124i,-0.00048602+0.0013023i,-0.00095641+0.001636i,-0.001076+0.0013205i,-2.7236e-05+0.00041649i,0.00089084-0.00041546i,0.00030195-0.00058281i,-5.4425e-05-0.00031157i,7.7138e-05-0.00013159i,0.00033552-0.00019169i,0.00037062-0.00014483i,0.00023237+0.00034747i,-9.1738e-05+0.0010321i
-0.00040011-0.0032595i,-0.0011984-0.00374i,-0.0022362-0.0035094i,-0.0030237-0.001835i,-0.0025959-0.0010258i,-0.0013407-0.00066876i,-0.00037669-0.00079492i,0.00044785-0.00096106i,2.5876e-05-0.00086547i,-0.00046081-4.3336e-05i,0.00043799+0.0010548i,0.001633+0.00047023i,0.0022396-0.00037101i,0.0016762-0.00072547i,0.00095311-0.00080295i,0.00046148-6.8417e-05i,0.00015996+0.00058712i,-0.00029127+0.00055268i,-0.00042688-6.0465e-05i,0.00012946-0.000449i,-0.00055334-0.00029492i,-0.00066924+6.6694e-05i,0.000223+0.00024928i
0.00078025+0.00085239i,0.00075526+0.00048657i,0.00072902+0.00061348i,0.0012177-0.00023805i,0.0017117-0.0019762i,0.0013756-0.0024892i,0.00060327-0.0018523i,0.00010486-0.00090544i,-0.00012199-0.00073362i,-0.00017421-0.0009285i,-6.1763e-05+0.00017963i,-0.00030657+0.00085659i,-0.00061661-0.00051342i,-0.00011808-0.00066115i,9.5386e-05-0.00037136i,-0.00011668-0.0003058i,-0.00037741+0.00012605i,-0.00036743+0.00019712i,6.1123e-05+0.00041295i,-0.00038361+0.0010533i,-0.0011436+0.0010788i,-0.0011731+0.00094546i,-0.00040206+0.0005177i
-0.0027351-0.0007943i,-0.0025219-0.0014363i,-0.0019465-0.00042976i,-0.00090124+0.00069503i,-0.00029251+0.00070297i,-7.1708e-05-0.00016879i,-0.00027774-0.00094121i,-0.00059516-0.0009229i,-0.00038845-0.00041156i,-0.00057798-0.00011498i,-0.00055624-0.00047556i,-8.2498e-05-0.00071329i,0.00055372-0.00040335i,-1.5719e-05-0.00019952i,-0.0005076-0.00064821i,-0.0010858-0.00072057i,-0.0013164-0.00046504i,-0.00087678-0.00071215i,-0.0004942-0.00060974i,-0.00031634+0.00015635i,-0.00028876+0.00035808i,-4.0267e-06-1.3555e-05i,0.00018831-9.9099e-05i
-0.00088096-0.00077663i,-0.00036383-0.00043767i,-0.00094565+0.00069652i,0.00052278+0.00096979i,0.0015773+0.000178i,0.0014728+4.2909e-05i,0.0014035-4.347e-05i,0.0011917-0.00022354i,0.0011302-0.00055637i,0.00029522-0.00016673i,-0.00077586+0.00068017i,-0.00036101+0.00064513i,0.00010564+0.00030103i,0.00022419-0.00031081i,0.00071208-0.0005429i,1.9043e-05-2.9043e-05i,-0.00053277+5.1371e-05i,-0.00055987+0.00027877i,-0.00055672+0.00045494i,-0.00046081+0.00053938i,-0.000183+0.00028133i,2.4608e-05+0.00035938i,-5.4919e-05+0.00050932i
-0.0028345+0.00354i,-0.0024614+0.0031548i,-0.00086688+0.0032954i,0.00072222+0.0020658i,0.0013342+0.00063644i,0.0011381-0.00041647i,0.00055176-0.001133i,-0.00022413-0.00058625i,-0.00035825+0.00042253i,0.00034326+0.00083526i,-0.00018718+0.00042776i,-0.000238-0.00012394i,-0.00029531-0.00054769i,-0.00071775-0.00084081i,-0.0012775-0.00078074i,-0.0014886-0.00062552i,-0.00083058+0.00013878i,-0.00020981+0.00080282i,0.00038684+0.00022767i,0.00069673+8.5484e-05i,0.00033785+6.3582e-05i,5.0567e-06-1.8867e-05i,0.00078914+9.4562e-05i
-0.00095697+0.0024245i,0.00020772+0.001718i,0.00042241+0.001356i,0.00077976+0.00050296i,0.001164-0.00059777i,0.00089818-0.00087712i,0.0010452+1.8903e-05i,0.0006251-3.4925e-05i,0.00018511-0.0010581i,-0.00027797-0.00048452i,-0.0003536+0.00023629i,-4.8575e-05+0.00025521i,6.2227e-05+0.00034614i,0.00016445+0.00064471i,-0.00010002-0.0003463i,-0.0003281-0.00098483i,0.00017351-0.00068161i,0.00039747-0.00059468i,-0.00038576-0.00099496i,-0.00011055-0.00075327i,0.00023707+0.00023777i,0.00010692+0.0011387i,-0.00065391+0.0010107i
0.001511+0.0026363i,0.0012687+0.0020986i,0.0009441+0.00083295i,0.0016437-0.00063901i,0.0024084-0.00095095i,0.0018692-0.0015707i,0.0011915-0.0013763i,0.00066491-0.00028614i,0.00043097-0.00069213i,0.00052574-0.0013163i,0.00017712-0.00026494i,-0.00049177+0.0005704i,-0.00021767+0.0011876i,-0.00032642+0.001365i,-0.00070837+0.0010139i,9.2587e-06+0.00055461i,0.00037765-0.0003074i,0.00031303-0.00043703i,0.00077196-0.00024741i,0.00055698+0.00013649i,0.00032993+0.00040737i,4.3065e-05+0.00069528i,-0.00021674+5.6884e-05i
0.0021685-3.0369e-05i,0.0020524-0.00070837i,0.0014967-0.00019813i,0.0015056-0.00077261i,0.0009398-0.0019713i,-0.00016593-0.00228i,-0.00034723-0.0016287i,-0.00014953-0.00057927i,0.00026768-0.00037703i,0.00030415-0.00036483i,0.00013737-0.00015584i,0.00067105+0.00021063i,0.0012654+1.0046e-05i,0.0015689-0.00023868i,0.001684-2.5514e-05i,0.00085253+0.00042871i,1.1962e-05+0.0013112i,-9.6065e-05+0.0014304i,-0.00021327+9.4863e-05i,-2.9969e-05-0.00050704i,-0.00011524-0.00014706i,-4.4496e-05-0.00052601i,0.00019189-0.00086958i
0.0011843+2.286e-06i,0.001923-0.00028372i,0.00042021-0.0022001i,-0.00059003-0.0026906i,-0.00071977-0.0017849i,-0.00045441-0.0014196i,-0.00047994-0.00105i,-0.00077686-0.00051943i,-0.00069126-0.00042684i,-0.00055025-8.3566e-05i,-0.00022614+0.00053307i,-0.00078906+0.00022261i,-0.0010383+0.000102i,0.00029211+0.00061378i,0.0010139+0.00086615i,0.00072505+0.0011127i,0.00011627+0.00045327i,-0.00087019-0.00088905i,-0.0012468-0.00094659i,-0.00053354-0.00065328i,0.00088297-0.0004764i,0.00084508+5.095e-05i,-4.5516e-05+2.2689e-05i
0.0023746-0.0018153i,0.0015872-0.0025256i,0.00095958-0.0029425i,0.0009522-0.0024112i,0.00033701-0.0014273i,-8.6562e-05-0.001207i,-0.00014604-0.0011176i,0.00011947-0.001123i,0.00020983-0.0013817i,-0.00031197-0.0015067i,-0.00012456-0.00066833i,0.00054159-0.00019629i,0.00093779-0.00016364i,0.00057401+0.0004878i,-0.00015739+0.00019018i,-0.00061409-0.00055598i,-0.00036911-0.00064153i,-3.8944e-05-0.00030601i,5.7506e-05+0.00023586i,0.00087166+0.00011136i,0.00070225-0.00020821i,-2.7896e-05-0.00010079i,0.00022719+0.0005527i
2.7104e-05-0.00010301i,-0.00013668-0.00087674i,-0.00043147-0.0012901i,-0.00055833-0.0020845i,-5.467e-05-0.0019614i,-0.00014098-0.00144i,-0.00042446-0.00070017i,-0.00036813-8.6444e-05i,-0.00063031+8.1914e-05i,-0.00062982+0.00038982i,0.00013229+4.3395e-05i,0.00095332-5.062e-06i,0.0011491+0.0001114i,0.00077087+0.00010744i,0.0006813+0.00053984i,0.00010562-5.9781e-05i,-0.0004855-0.00085168i,-0.00077374-0.00019142i,-0.00133+0.00043311i,-0.0014563+0.00046565i,-0.00058649+7.7258e-05i,-2.915e-05-0.0005762i,0.00059411-0.0010661i
0.00014127-0.0011531i,0.00016221-0.0015425i,7.5242e-05-0.0021312i,-9.6462e-05-0.0018243i,-0.00016798-0.0018092i,5.8496e-05-0.0015926i,0.00055435-0.00057948i,0.0006914+0.00036885i,0.0001452+0.00048639i,-0.00027768+0.00014782i,-0.00070834-0.00066551i,-0.00033617-0.00050679i,-8.6079e-05+0.00067765i,-0.00023628+0.0011061i,0.00073356+0.00097098i,0.00095638+0.00020588i,0.00022564-0.00051316i,1.4128e-05-0.00066892i,0.00046506-0.0008246i,0.00045391-0.0008809i,0.00025307-0.0011264i,0.00036434-0.0015343i,-2.4371e-05-0.0010945i
-0.002093-0.0011297i,-0.0025121-0.0011854i,-0.0030187-0.00092705i,-0.0023897-0.00019453i,-0.0011723+1.4944e-05i,-0.00094205-0.0010368i,-0.0013626-0.0012228i,-0.00066568-0.00028882i,-0.00074426+9.8086e-05i,-0.0011851-0.00025021i,0.00016969-6.1131e-05i,0.0016522+7.4638e-05i,0.0012648-0.00020521i,0.00019726-0.0003883i,1.8681e-05-0.00093709i,0.00062277-0.0010725i,0.00074745-0.0012837i,-5.7562e-05-0.00096956i,-0.00064141+0.00035414i,-0.00067026+0.00083288i,-0.00042936+0.00054078i,-0.00036885+0.0004564i,-0.00055686-3.2745e-05i
0.001005+0.0016407i,0.0018557+0.0018099i,0.0019746+0.0014526i,0.0017841-0.00013642i,0.0019406-0.0014309i,0.0010124-0.0014441i,-0.00060977-0.00064161i,-0.00062611-0.00018667i,-0.00027816+0.00010216i,-0.00090786-0.00020313i,-0.0013692-0.00013195i,-0.0010885+0.00061929i,-0.00040828+0.00088998i,-0.00025478+0.0002901i,-0.00011384+0.00021948i,0.00076713+0.00065644i,0.0007656+0.00067976i,0.00013424+0.0001266i,-0.00022127-0.00064162i,0.00030122-0.00055772i,0.00051307+0.00018322i,0.00022254+0.00016146i,0.00031178-0.00025259i
-0.0012238-0.00024184i,-0.0021364+6.3376e-05i,-0.0016562+0.00014344i,-0.001116-0.00015402i,-0.00042832-0.0011195i,-0.00028543-0.00141i,-0.00040301-0.00034382i,0.0001744-0.00028117i,0.00022344-0.0011256i,0.0002753-0.00068817i,0.00023663+2.2812e-05i,-0.00019089+0.00036795i,-0.00019655+0.00015639i,2.1828e-05-0.00098687i,-0.00011077-0.00082984i,-0.00093968+0.00025326i,-0.0012411+8.8696e-05i,-0.00092675-0.00010489i,-0.00064157-9.1972e-05i,-0.00031552-0.00025638i,0.0004182-0.00027019i,0.00059387-0.0003817i,0.00043791-0.00049342i
-0.00085444-0.00053185i,4.6648e-05+0.0010354i,0.00013299+0.001588i,5.1044e-05+0.00090954i,-8.582e-05+0.00037066i,-0.00015426-0.00034194i,-8.8395e-05-0.0012961i,0.00039036-0.0013154i,0.00031534-0.0011281i,0.00025265-0.0010974i,-0.00016889-0.00076315i,-0.00012269-6.3045e-05i,0.00064901+0.00051112i,0.00061962+0.00066116i,0.00026878+0.0004397i,-4.3055e-07-0.00038631i,0.00028448-0.0006917i,-0.00012847-0.00027173i,-0.00091876-7.6622e-05i,-0.00065767+1.0018e-05i,0.00028535-0.0002217i,0.00058468-1.7888e-05i,0.00052877+0.0007798i
-0.0013262-1.7771e-05i,-0.0020373-0.0006377i,-0.0020383-0.00016242i,-0.00073602+0.00076399i,0.00049546+2.6761e-05i,0.00070468-0.00038568i,0.0002261-0.00046278i,0.00013435-0.001046i,0.00024509-0.0009651i,0.00019336-0.00023941i,0.00059458-0.00040863i,0.00078197-0.00053744i,0.0012573-0.00031562i,0.0012439-0.00076186i,0.00074851-0.00075441i,5.4681e-05-0.0003448i,-0.00045967+0.00031309i,-0.00052923+0.00066167i,-0.00041542-0.00013473i,0.00021966-0.00035565i,1.9792e-05+0.00050359i,-0.00030799+0.00051442i,-0.00019726+4.9547e-06i
-0.00104-0.00051488i,0.00030827-0.00034364i,0.00024071-0.00055131i,0.00033232-0.001752i,0.0011367-0.0025836i,0.00066163-0.0015854i,-0.00047921-0.00046966i,-0.00087739-0.00049i,-0.0002953-0.00058809i,0.00027058-0.00023913i,2.2233e-05-8.5297e-05i,-0.00058814-0.00021945i,-0.001109-0.00026943i,-0.00070917-0.00066065i,-0.00049732-0.00067595i,-0.00046726-0.00061527i,-0.00012277-0.00073432i,4.5008e-05-0.00066557i,-0.00092904-0.00049516i,-0.0012742-0.00033771i,-0.00022834+0.00025595i,0.00048334+0.00014167i,0.00039274+3.7831e-05i
0.0024292-0.0012432i,0.0018065-0.00036387i,0.0012796-0.00072162i,0.0010352-0.0014056i,0.0011941-0.0014342i,0.00027959-0.0011836i,-0.00062783-0.00027139i,-0.0001715+0.00010177i,0.00051648-0.00099006i,0.00043478-0.00071385i,0.00026758+0.00045634i,-0.00010095+0.00059882i,-0.00032733+0.00069412i,-0.00046071+0.00015652i,-0.00032172-0.00048403i,-0.00050577-0.00031623i,-0.00069385+0.00010601i,-0.00049871+0.00079957i,-0.00016465+0.00080037i,-4.9944e-05+0.00083592i,-0.00034266+0.00053701i,1.3882e-05+0.00027876i,0.0005428+0.00040992i
-0.0025104+0.00084922i,-0.0013213+0.0012877i,-0.001353+0.0016773i,-0.0002409+0.00063681i,0.00083591-0.0011317i,0.00082852-0.0016432i,0.00058618-0.0011526i,0.0003178-0.00076661i,0.00022168-0.00066787i,0.00013618+0.00026959i,-0.00019724+0.00096712i,-0.00013582+0.00030669i,0.00031792-0.00084186i,0.00021239-0.0013313i,-0.0004301-0.00069665i,-0.00082162+0.00017355i,-0.00038653+0.00049024i,-6.4059e-05-0.00022021i,-0.00030637-0.00043609i,-0.00048434-3.5457e-05i,-0.00031048-0.00040688i,-0.00010277-0.00085527i,-0.0003381-0.00011825i
0.0010184+0.00029152i,0.0012585-0.0002339i,0.0023177-0.0011117i,0.0017362-0.0015882i,0.00046601-0.0013839i,-0.00032692-0.0011158i,-0.00044323-0.0006391i,0.0003979-0.0010547i,0.00044419-0.0011661i,-0.00082483-0.00016336i,-0.0008394+6.51e-05i,-0.00013796-2.7643e-05i,-8.3951e-05+0.00012143i,-5.9882e-05+0.00063683i,8.6547e-05+0.00073285i,0.00011742+0.00064355i,-0.00021474-0.00024409i,-0.00031131-0.0011322i,-0.00040088-0.00057686i,-0.00075259-4.5736e-06i,-0.00029454+0.00022428i,0.00037095+0.00039703i,0.00045122+9.6212e-05i
-0.00030868-0.0037187i,-0.00065427-0.0029876i,-0.0014761-0.0026636i,-0.0016277-0.0013638i,-0.0015031-0.0003216i,-0.00067229-4.7108e-05i,0.00016235+0.00066601i,0.00087837+0.00017502i,0.00074738-0.00038448i,-0.0002039+0.00012423i,-0.00039229+0.00052905i,0.00056474+0.0012988i,0.0020787+0.0014914i,0.0017376+0.0012855i,0.00025027+0.00064745i,0.00074735-0.00025133i,0.0011393-0.00060421i,-8.3951e-06-0.00055351i,-0.00018864+0.00061059i,0.00033227+0.0014481i,-0.00016918+0.0011708i,-0.00046339+0.00021627i,0.0001578-0.00080079i
-0.00049291+0.0019277i,-0.00071598+0.0019216i,0.00020022+0.0013379i,0.001772+0.00071766i,0.0023597-0.00026193i,0.0007602-0.001557i,-0.00058057-0.0011855i,0.00010668-0.00058944i,0.00052583-0.0012424i,0.00034717-0.001172i,0.00066628-0.0006499i,0.00066983-0.00064072i,-8.6711e-05-0.00038675i,-0.0007047+7.7768e-05i,-0.00063392+0.00013066i,-0.00013242-0.0002508i,-0.00032921-0.00030364i,-0.00030329-0.00020434i,4.2124e-05+0.00029559i,5.5159e-05+0.00039274i,0.00055453-0.00019534i,0.00030184-0.00014497i,-0.00048457+0.00023133i
7.5485e-05-0.00065823i,0.00023748-0.0010292i,0.00086983-0.0011204i,0.00099774-0.0020767i,0.0012135-0.0023345i,0.00069552-0.0022144i,-0.00010327-0.0018242i,-0.00043909-0.00053756i,-0.00028314-0.00051292i,-0.00024446-0.00046052i,-2.7879e-05+0.00046959i,-0.00018522+0.00080281i,-5.0172e-05+0.00022642i,0.00013969-0.00059274i,-5.5644e-05-0.00094822i,6.8205e-05-0.00064721i,-0.00016727-0.00027621i,-0.00049638-0.00035597i,-0.000606-0.00061536i,3.1542e-05-0.00035279i,0.00074714+0.00010221i,0.00054704+3.8456e-05i,0.00039496-0.00037969i
0.0016129-0.00049768i,0.00093846+8.3411e-05i,0.00099872-0.00030197i,0.0010924-0.0015251i,0.0013194-0.0015282i,0.0010701-0.0010991i,0.00044883-0.0012496i,3.5193e-05-0.00089296i,-0.00019201-0.00072425i,-0.00047152-0.00055734i,-0.0010371-0.00015185i,-0.00016487-0.00052358i,0.00081772-0.00097159i,0.00074071-0.00082448i,7.1409e-05-0.0002976i,-0.00020791-0.00050735i,-5.2154e-05-0.00031693i,-0.00017496-0.00048811i,-0.00031189-0.00060223i,-0.0008088-0.00062484i,-0.001005-0.0012111i,-2.9331e-05-0.0018243i,0.00093606-0.0015501i
0.0028939-0.0018643i,0.0017682-0.0023422i,0.0010136-0.0026733i,0.00053611-0.0035707i,0.00020769-0.0034084i,-0.00049339-0.0013322i,-0.00089555-0.00066635i,-0.00099377-0.0008977i,-0.0014365-0.00065187i,-0.0013831-0.00095865i,-0.00034721-0.0010375i,0.00020638-0.00098029i,0.00073642-0.00026751i,0.0010392+0.0016312i,0.00075082+0.0021575i,0.00052285+0.0014968i,0.00033595+0.00079404i,0.00039775+0.00042027i,0.00051223+0.00045101i,0.00034129+0.00038988i,0.00044985-3.7984e-05i,0.00046049+0.00015508i,0.00056782-0.00021809i
0.0021016+0.0023569i,0.0016818+0.0023388i,0.002421+0.0013141i,0.0028436-0.00062551i,0.0022904-0.001139i,0.00082228-0.0013591i,0.00042148-0.00074393i,0.00093952+0.00063952i,0.0009302+0.00061313i,0.00070073+0.00063611i,0.00027339+0.00088313i,0.00036078+0.0012549i,-9.8624e-05+0.0009513i,-0.00050207+0.00032349i,-0.00040779+0.00037483i,-0.0012365+0.00043536i,-0.0016447+2.6419e-05i,-0.00095294-0.0005143i,-0.00014596-0.0006462i,-7.7725e-05-0.00015724i,-0.00016679-0.00026817i,0.00050261-0.00014472i,0.0002673-0.0004582i
-0.0007043+5.1508e-06i,-0.00093907+0.00017048i,-0.0007008+0.00044836i,0.0001122-1.6692e-05i,0.0013095-0.00076882i,0.0015138-0.0016155i,0.0012786-0.0020554i,0.0010592-0.001659i,0.00035377-0.00092953i,-9.8053e-05-0.00072605i,-2.1185e-05-0.00061125i,0.00033944+1.5515e-05i,-0.00014865+0.00011096i,-0.00040427-0.00034455i,6.333e-06-0.00033176i,-0.00019411-0.00013104i,-0.00019334+0.00034772i,0.00026209+0.00046963i,0.00017516+0.00069834i,-0.00060006+0.00060088i,-0.00039297-0.00098428i,0.00035423-0.0012123i,0.00030948-0.00020725i
-0.00028232+0.0021201i,9.3799e-06+0.0012835i,0.00018426+0.0012238i,0.0007972+0.00059331i,0.00096907-0.00064614i,0.00054085-0.00142i,0.00031837-0.0016331i,0.00045057-0.0012033i,0.0008526-0.00033483i,0.00057701-0.00031291i,0.00011053-0.00054904i,-0.0010233-0.00029056i,-0.0012799+0.00018912i,-0.0010559-0.00014895i,-0.00087149-0.0004924i,0.00036474-9.1471e-05i,0.00099007-0.00012605i,0.00062665-0.00054848i,0.00041721-0.00035273i,0.00081937-1.5954e-05i,0.00083511+1.2577e-05i,0.00067858-0.00046846i,0.00010462-0.00066374i
0.00099813-0.0011053i,0.0015635-0.00065843i,0.00066795-0.00016333i,-0.00051931-0.00057916i,-0.00049456-0.00085903i,0.00010491-0.0013608i,-4.8026e-05-0.00076792i,0.00032205-0.00056332i,0.00056966-0.0009255i,-0.00010146-0.0003658i,0.00014916+0.0002991i,-0.0001164+0.00047876i,-0.00092332-1.1294e-05i,-0.00062938+5.0988e-06i,-0.000559+0.00030884i,-0.00090951-0.00027869i,-0.00092141-0.00016998i,-0.00087826-0.00024434i,-3.3546e-05-0.00080998i,0.00050891-0.00025224i,0.00051674+0.00066583i,0.00049408+0.00061134i,0.00035276-4.6867e-05i
-0.00040105+0.002829i,-6.5618e-05+0.0016475i,0.0010323+0.0016089i,0.002886+0.0015975i,0.0029775-0.00023246i,0.0018192-0.0017617i,0.00072141-0.0012156i,0.00024988-0.00028814i,-0.0003637+0.00043578i,-0.00018458+0.00044799i,0.00010809+0.00020346i,-0.00026559-0.00015603i,4.0579e-05-0.00054186i,0.00058451-0.00041376i,0.00017297-7.5165e-05i,0.00061047+1.1709e-05i,0.00062586+0.00030593i,-0.00023116+7.7969e-05i,-0.00034658-0.00039846i,-5.3198e-05-0.00040462i,0.0004297-0.00027016i,0.0003344-0.00039312i,0.00027494-0.00038823i
-0.00053333+0.0019259i,-0.0010662+0.0012027i,-0.00089496+0.0014921i,-0.00032459+0.0010824i,0.00011768-4.4053e-05i,0.00047489-0.00064778i,0.00063733-0.0010564i,-0.00019221-0.0015754i,-0.00018777-0.0012043i,0.00010592-0.00090074i,-0.00040859-0.00089532i,-0.00033905+8.1862e-05i,-0.00035823+0.00029606i,-0.00059095+0.00010585i,-0.00049812-0.0002575i,-0.00049911-0.00016747i,0.0001687+0.0004515i,0.00075187+0.0010952i,0.0006674+0.0014206i,0.00041093+0.0005555i,-0.00062933-3.3405e-05i,-0.00092174+0.00018317i,-0.00029834-0.00051854i
-0.00075361-0.0017201i,-0.00015569-0.0010468i,0.00027703-4.6294e-05i,-0.00037207+0.00015i,-0.00087871-0.0009389i,-0.00016798-0.0011497i,0.0006671-0.00036711i,0.00067575-0.00024085i,-0.00017651-0.0010189i,-0.00030491-0.0012229i,-0.00013233-0.00069817i,-0.00027275-0.00022838i,0.00029601-0.0002265i,0.00079607-0.00022986i,0.00022811-0.00071277i,9.6371e-05-0.0005346i,1.6942e-05+3.8603e-05i,-9.0111e-06+0.00010821i,0.00077743-0.00021919i,2.3489e-05-0.00065092i,-0.00059358-0.00038594i,0.00030201-0.0005889i,0.00060158-0.00108i
-0.0010514+0.00090019i,-0.0010406+4.3113e-05i,-0.001719+0.00048477i,-0.0013411+0.0015031i,-0.00052286+0.00087697i,0.00043215-0.00027365i,0.00028199-0.00096932i,-0.00019414-0.0010382i,-0.0013082-0.00029604i,-0.0016246+0.00020316i,-0.00074294+0.00068802i,0.00062165+0.00039333i,0.00083674+0.00018755i,0.00019672-0.00029882i,0.00020614-0.00081554i,0.00031371-0.0007955i,0.000285-0.001238i,0.00042358-0.00045555i,0.00044787+0.00033425i,-0.00026883-3.9134e-05i,-0.0014581-0.00045153i,-0.0018358-0.00058804i,-0.00092485-0.0001114i
-0.0022054-0.00035076i,-0.0028505-0.00063892i,-0.0019502-0.00099673i,-0.0005561-0.00064809i,0.00010414-0.00056602i,0.00076181-0.001161i,0.001075-0.0014931i,0.00082802-0.00048224i,-0.00027917+7.2057e-05i,-0.0011289-1.5433e-06i,-0.00075149+0.0002021i,-7.9514e-05+0.00013097i,0.00040879+4.8709e-05i,0.00053101-0.00015398i,6.2536e-05-0.00055605i,-0.0009141-0.0010271i,-0.00074549-0.0011253i,-0.00058504-0.00035703i,-0.0010409+0.00025332i,-0.0004236+0.00044088i,-0.00042069+0.00039712i,0.00024434-0.00063415i,0.00084741-0.0013089i
