0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
0.00097018+3.1749e-05i,0.00065942-0.00038602i,0.00069306+0.00060405i,4.8018e-05+0.00026888i,0.00084593-0.0010472i,0.0012944-0.0012465i,-0.00040793-0.00098197i,-0.0014093-0.00038001i,-0.00081753+0.00031529i,0.00017008-0.00022026i,0.00042637-0.00026792i,0.00014896+0.00021554i,0.00023937+9.3272e-05i,0.00011445-0.00011058i,0.0002585+0.00034665i,0.00028196+0.00023044i,-3.8634e-05-9.4777e-05i,0.00039978+0.00036864i,0.00013578+0.0002509i,-0.00081811-0.00027914i,-0.00045159-0.0005485i,0.00023284-0.00066899i,0.00081236+2.4283e-05i
-0.00018622-0.0023016i,-0.00031387-0.0022719i,-0.0016181-0.0023561i,-0.0015955-0.0014691i,-0.0010775-7.8499e-05i,-0.00089397-0.00011994i,-0.00063219-0.00069715i,-0.00042787-0.0008672i,-0.00043943-0.00089896i,-0.00055727-0.00018943i,-7.4914e-05+0.00022208i,0.00055498-5.3349e-05i,0.00043423-4.3144e-05i,0.00099305+0.00052346i,0.0016033+0.00090252i,0.00067273+0.00046026i,-0.00044519-0.00047188i,-0.00027687-0.00013118i,0.00082193+0.00036858i,0.0009357+4.7836e-05i,0.00025688-0.00031214i,0.00017732-0.00048811i,0.00056537-0.0006544i
0.00023804+0.0010964i,0.00021577+0.00045213i,0.0014024+0.0008486i,0.0026921+0.001115i,0.0026242+0.00013594i,0.0015209-0.00039404i,-0.00024467-0.00097488i,-0.0012915-0.0015182i,-0.0012995-0.00066869i,-0.00013825+0.00012714i,0.00081478+0.00020593i,0.00061923+0.00022589i,0.00038391-3.1367e-06i,-0.00044436-0.00026945i,-0.00080952+1.5043e-05i,-0.00030784-0.00013574i,0.00055534-0.00065954i,0.0015391-0.00042846i,0.0012334+0.00013822i,0.00041213+0.00021694i,0.00020584+7.533e-05i,0.00032314+0.00010214i,0.00092563+0.00035969i
0.00057705+0.0012208i,0.0011904+0.00067055i,0.0011496+0.00026635i,0.00017644+0.00024697i,0.00044275-0.00028467i,0.0015254-0.0019942i,0.00068087-0.0027405i,7.5984e-06-0.0015651i,3.2043e-05-0.00043854i,-9.7064e-05-0.00042369i,5.0634e-05-0.00019008i,0.00098399-0.00029452i,0.0014957-0.00028115i,0.00043523+0.00019807i,-0.00045898+0.00037705i,-0.00019116+0.00035094i,-0.00028872+0.00047629i,-0.00035167+0.0011156i,-0.00039584+0.00095874i,-0.0011816+0.00037976i,-0.00072307+0.00053814i,0.0003006+0.00058518i,0.00047893+0.00016735i
0.0012876-0.001491i,0.00067759-0.0019864i,0.00060948-0.0014408i,0.0012652-0.00099228i,0.0013123-0.00095495i,0.00089256-0.0013637i,0.00082492-0.0013351i,0.00027031-0.00097301i,-0.00040266-0.00046896i,-0.00022692-0.0008769i,0.0005073-0.0017531i,0.00102-0.0014925i,0.00042799-0.00076686i,-0.0003685+1.9163e-05i,-0.00070151+8.8598e-05i,-0.00093762-0.00022937i,-0.0002226-0.00018328i,0.00064616-0.00039319i,0.00040475+7.4376e-05i,-0.00026907+0.00024457i,-0.00048536-0.00025495i,-0.00051902-0.00059598i,-0.0009877-0.00074835i
0.00089762-0.00028813i,0.0013086-0.00028044i,0.0018543-0.00042958i,0.0012963-0.00056507i,0.00031127-0.00053041i,-0.0008888-0.00019306i,-0.0012081+7.4208e-05i,-0.00018562+0.00088912i,0.00050524+0.0011621i,0.00032111+0.00041752i,0.00019863+0.0002454i,-0.00014313+0.00054391i,-0.00046458+0.0005324i,-0.00074416+0.00025304i,-0.00092016+8.9373e-05i,-0.00027751-0.0010167i,-0.00012802-0.0015326i,-0.00033538-0.00083767i,-0.00062909+7.323e-06i,8.757e-05+0.00027991i,0.0012076-5.1809e-05i,0.00051671-0.00026639i,-6.0786e-05-0.0003478i
0.00051485+0.0002429i,0.00054795-0.00061693i,-0.00015396-0.00051085i,-0.00016664-0.00074802i,0.00033596-0.0010858i,0.00014425-0.001168i,-0.0004208-0.0015831i,-0.00063378-0.0014821i,-0.00017614-0.00059375i,-3.6004e-05-0.00023121i,-0.00057947+0.00019478i,-0.0010222+0.00013476i,-0.00066723-0.00034829i,-2.5447e-06-0.00033322i,0.00044966-0.00010455i,0.00047664-0.00016874i,0.00022525-0.00020574i,0.00035807+0.0001457i,0.00027206+0.00025682i,0.00023686-0.00030429i,0.00083298-0.00028164i,0.00040883-9.1084e-05i,-0.0005875+3.383e-05i
-0.00049878-0.00078665i,0.00092976-0.0019016i,0.00085955-0.0021087i,0.00042614-0.00028433i,-0.00071627+0.0010848i,-0.0011591-0.00026807i,-0.00025241-0.0014395i,-0.00063757-0.00080713i,-0.00097204+0.00015163i,-4.7125e-05+0.00021558i,0.00040355-0.00022929i,0.00044161-2.8953e-05i,0.0003174+0.00081956i,-0.00036587+0.0012866i,0.00054734+0.0010649i,0.0009541-1.7905e-05i,0.00038268-0.00039546i,8.2789e-06-1.7342e-05i,0.0003387-0.00031687i,6.6851e-05-0.00082919i,-0.00037565-0.00062616i,-0.0005115-0.00023495i,-0.00035152-0.00016996i
-0.00084343+0.00046825i,-0.001395+0.00040885i,-0.0012517-0.00064729i,0.00011761-0.00098439i,0.0013955-0.00091025i,0.0010756-0.00088668i,0.00042431-0.0011471i,6.8252e-05-0.00069804i,0.00049474-0.00011974i,0.0010254-0.00044273i,0.00055987+0.00011416i,-0.0003021+0.00034061i,-0.00036611+0.00016118i,0.00023515+0.0001655i,0.00098328-8.1508e-05i,0.00090827+2.7337e-05i,0.00029848+6.1809e-05i,2.5283e-05-0.0004135i,0.00020323-0.00095085i,0.00041529-0.00047012i,0.0004522+0.00040226i,0.0003911+0.00068397i,0.0011391+0.00049292i
0.00080398-3.5581e-05i,0.0010604-4.2695e-05i,9.6957e-05+0.00059154i,0.00015828+0.00029599i,0.00058428-0.00046324i,0.00027366-0.0012746i,-0.00035952-0.001696i,-0.0013223-0.001546i,-0.0013194-0.00050851i,-0.00090962+0.00047791i,-0.00023512+0.00062396i,0.00056998+0.0005531i,0.00025126+0.00043767i,0.0004074-8.5819e-05i,0.00089012-0.00047727i,0.00082934-0.00088679i,0.00044554-0.00062817i,0.00010408+0.0004516i,0.0001809+0.0015712i,-0.00017456+0.0015628i,-0.00019268+0.00018298i,-0.00010316-0.0003709i,-9.7117e-05-0.0006425i
0.00069568+0.00015601i,0.0012325-0.00083757i,0.0020672-0.0012256i,0.0017963-0.00077309i,0.00077107-0.00063501i,0.00040544-0.0012758i,-0.00088195-0.0010119i,-0.0015371+3.8359e-05i,-0.0010064+0.00021016i,0.00018572-0.00035954i,0.0010095-0.00041945i,0.0010115-0.00039175i,-0.00046681-0.0003148i,-0.0017613-0.00027251i,-0.00082624-0.00032016i,-0.00030302+2.0336e-05i,-0.00044349+0.00033689i,-0.0004899+0.00014783i,-0.00072063-0.00023146i,-0.00052077+0.00014662i,-0.00015922-0.00094155i,0.00063215-0.0013546i,0.00061703-0.00015711i
0.00048307-0.00052106i,0.00050882-0.00059912i,-8.664e-05-0.00016044i,-0.00048103+0.00060715i,-1.1271e-05+0.00012939i,2.5579e-05-0.00090699i,7.3468e-05-0.0012945i,0.00042397+0.00028857i,0.00020092+0.0011212i,-1.6755e-05-0.00018767i,0.00044642+0.00028002i,0.00034229+0.0011902i,0.00065588+0.0012146i,0.00052857+0.0013368i,-0.00013088+0.00050596i,0.0002863-0.00054189i,0.00076784-0.0006689i,0.0006221-0.00054199i,0.00043282-0.00080769i,-0.00010707-0.0006533i,-0.00035415+0.00011848i,-0.00042974+0.00056711i,-0.00042531+0.0012075i
0.0008209-0.0020448i,-1.5987e-05-0.0023329i,-0.00091407-0.0016044i,-0.00073851-0.0011791i,-7.6077e-05-0.00049595i,0.00029622-0.00045719i,0.0001915-0.001487i,-0.00023418-0.0014683i,3.815e-05-0.0011865i,0.00040669-0.00056086i,0.00014199+0.00044041i,0.00059887+0.000456i,0.0013775+0.00041778i,0.00072734+0.00049785i,-4.0808e-05+0.00071377i,-0.00056239+0.00053056i,-0.00046389-0.00029615i,-6.1323e-06-0.00074261i,0.00024771-0.00049123i,0.00040251-0.00099617i,0.00020279-0.0013482i,4.3497e-05-6.6233e-05i,0.00013203+0.0011682i
-0.0016227+0.00044034i,-0.00078079+0.00070166i,-0.00012495+0.00041472i,-4.5231e-05+0.00018985i,0.00054736-0.00019566i,0.0010128-0.00084325i,0.00013501-0.0013071i,-0.00062258-0.00037261i,-0.00011948+0.00059535i,-0.00011342+0.00017352i,-0.00022449+0.00022882i,0.00035965+0.00040264i,0.00083602-0.00035585i,0.0011301-4.3697e-05i,0.0013013+0.00039031i,0.00081415-0.00028063i,4.2703e-05-0.00082105i,-0.00016427-0.00055492i,-5.1351e-05-0.00034473i,0.00026006-0.00014157i,6.8675e-05-0.00013542i,-0.0010532-8.0025e-05i,-0.0012453+0.00020962i
-0.00028055-0.00087249i,6.6414e-05-0.00032622i,-0.00054674-3.772e-06i,-0.00067595-0.00032363i,-0.00024791-0.0003178i,0.00029038-0.00123i,1.7259e-05-0.0023839i,-0.00083171-0.0018275i,7.9189e-05-0.00066288i,0.00096886+0.00035356i,0.0001913+0.00093768i,-0.0001742+0.0012751i,-0.00019165+0.0010717i,-0.00015719+0.00049439i,0.00011429+0.0002205i,0.00015967-0.00012527i,0.00068346-0.00018194i,0.0011373-0.00043489i,0.00054166-0.00099262i,-0.00038809-0.00022006i,-0.00055006+0.00024711i,-0.00032393+0.00041889i,0.00015159+0.00051394i
0.000798+0.00045671i,0.0007194-0.001309i,0.00078248-0.0023617i,0.0007496-0.0022877i,0.00033438-0.0020915i,0.00030597-0.0018763i,0.00042394-0.00098712i,-0.00014818-0.00015366i,0.000189+0.00065612i,0.00074306+0.00080011i,0.00051117+0.0003272i,3.0694e-05-0.00054425i,-0.00052298-0.00041506i,-0.00034008+0.00017442i,6.3394e-05+0.00067323i,-5.8696e-05+0.001212i,-0.00014005+0.00086199i,0.0002705+0.00021457i,-4.9193e-05+0.00025137i,-0.00062672+0.00021911i,0.00046333-0.00035517i,0.00094954-0.00038012i,9.1908e-05+0.00017063i
-0.00062373+0.00035012i,-0.00070285+0.00059531i,-0.00023806+0.00097049i,0.00071258+0.00016597i,0.0017013-0.0005877i,0.0018886-0.0010116i,0.00090135-0.0019196i,-1.1744e-05-0.0015394i,0.00040683-0.00015382i,0.0010383+0.00049029i,0.0010689+0.00069434i,0.0011433+0.00057344i,0.00077548-0.00035067i,0.00041999-0.0011291i,0.00091135-0.00071698i,0.001085-0.00051264i,0.00078359-0.0010396i,0.00020395-0.001214i,-5.8863e-05-0.00099832i,-3.8907e-05-0.00054931i,0.00014143+0.00042239i,0.00028552+0.00046679i,0.00030487-1.7746e-05i
0.0023829-0.00050061i,0.0011066-0.00055127i,5.7897e-05-0.00060265i,-0.00082041-0.00083747i,-0.00087161-0.00065374i,0.00022812-0.0010705i,0.00033523-0.0013697i,-0.00057404-0.00066774i,-0.00051587-0.00036306i,-0.00036587-9.5586e-05i,-0.0003908+0.0011754i,5.6057e-05+0.0016439i,0.00037114+0.001428i,0.000121+0.0014379i,-0.00021058+0.0018278i,-0.00031544+0.0015636i,0.00025681+0.00021763i,0.00063436+0.00017861i,0.00037257+0.00037013i,0.00055272+0.00025649i,0.00052834+4.2534e-05i,1.6537e-05-0.00038058i,0.00058969-0.00053159i
-0.0018566+0.00019487i,-0.0020847+0.0012i,-0.001488+0.00088534i,-0.00030492+0.00062671i,0.00076969+0.00014322i,0.00046478-0.00084856i,-0.00022045-0.0019144i,-0.00097639-0.0011017i,-0.0012011+0.0002007i,6.9135e-05+9.8988e-05i,0.0010279-2.0719e-06i,0.0012345+0.0001655i,0.00078073+0.00042193i,-1.3649e-05-0.00010278i,-0.00063195-0.00033816i,-0.00044963+6.618e-05i,-3.4619e-05-9.2877e-05i,0.00026762+3.7482e-05i,0.00026962-1.4034e-05i,0.00048707-1.1091e-05i,0.00066736+0.00064114i,-0.0003806+0.001013i,-0.00025498+0.00056725i
0.00067884+0.0024412i,0.00040994+0.0015294i,0.0011736+0.00079976i,0.0019319-0.00033667i,0.00096883-0.0010038i,-0.00041089-0.00074692i,-0.0011799-0.00074158i,-0.00075134-0.00043518i,0.00012662+0.00055634i,0.00039771+0.00059605i,0.0007664+0.00010911i,0.0005843+0.00061529i,0.00038851+0.00063763i,0.00047065+0.0001364i,-0.00036857-0.00048285i,-0.00024712-0.00027938i,-0.00020965+0.0005761i,-0.00045065+0.00099645i,-0.00038895+0.00070888i,-0.00077508+0.00041177i,-0.00045754+3.3467e-05i,-4.8149e-05-0.00089561i,-0.00015681-0.00074292i
0.0017989+0.00076446i,0.0018851+0.00046523i,0.0011419-0.0002399i,0.0010253-0.0014342i,0.00097451-0.0020415i,0.00061424-0.0020689i,-0.00018532-0.0010052i,-0.00081751-0.00013803i,-0.00093288+0.00019022i,-0.00010105+0.00010363i,0.0004184+0.00062492i,-0.0001137+0.00055109i,-0.00044009-0.00051845i,-0.00049347-0.0011742i,-3.2972e-05-0.0006628i,0.00046664+0.00057691i,0.00035399+0.00091211i,-0.00022518+0.0008325i,-0.00049393+0.0011116i,-0.0006265+0.0010166i,-0.00033923+0.00051975i,0.00033922+0.0007447i,0.00041613+0.00023478i
0.00076549-0.0015958i,0.0013189-0.0012342i,0.00029618-0.00095857i,8.1121e-05-0.00028421i,0.00041897+0.00036342i,9.8906e-05+3.3658e-05i,0.00015404-0.00052269i,0.0003462-0.00098812i,0.00065999-0.00095617i,0.001015-0.00054035i,0.00070613+5.7192e-05i,0.00040948-0.00038812i,-0.00010445-0.00020689i,-0.00085239+0.00047927i,-0.00078535+2.5542e-05i,-0.0001579-8.7079e-05i,-3.0456e-05+0.00029137i,0.00010047-2.867e-05i,-0.00010749-0.00037985i,-0.00015163-0.00020601i,0.00051763-8.9455e-05i,0.00058937+0.00034539i,0.00070979+0.00055205i
0.00012212+0.0025747i,8.6846e-05+0.0022396i,0.00049697+0.0025559i,0.0021342+0.0013076i,0.0019987-0.00018341i,0.0010806-0.0017212i,6.4476e-05-0.0025404i,-0.0008102-0.0015505i,-0.00040957-2.7802e-05i,0.00037194+0.0011418i,0.00036656+0.00096523i,0.00047009-0.000298i,0.00034-0.0010689i,-0.00043063-0.0016371i,-0.00023416-0.0017512i,0.00018025-0.0012305i,0.00083516+1.0868e-05i,0.00085182+0.001118i,0.00094736+0.00075119i,0.00042126+0.00012008i,0.0001152-0.00060156i,0.0003936-0.00086486i,0.00028614-0.00027186i
-0.0005103+0.00011943i,-5.5685e-05+0.00029497i,0.00025495+0.00034315i,0.00046617+0.00012212i,0.0011131-0.0003483i,0.00029678-0.00056425i,-0.0011676-0.00058454i,-0.00097508-0.0008808i,-0.0003398-0.00091903i,-1.0168e-06-0.00071544i,0.00014763-0.00022019i,0.00062341+0.00023086i,0.00085088-0.00014536i,0.00042303-0.0008688i,0.00021085-0.00062192i,-0.00037908+0.00039569i,-0.00026201+0.00048795i,0.00056473+0.0001908i,0.00023882-0.00044085i,-0.0010445-0.0002972i,-0.00071954-0.00019514i,-0.00020269-0.00031112i,-0.00037027-4.6052e-05i
-0.00034134-0.00044491i,-0.00024461-0.0010142i,-0.00011842-0.00011029i,0.00014609+0.00055594i,0.00027542+0.00015828i,-0.00017182-0.00025941i,-0.00095606-0.00027117i,-0.0012019-0.00042434i,-0.0010019+5.1329e-05i,-0.00093296+0.00046156i,-0.00041376+0.00034639i,0.00063762+0.0003515i,0.0010287+0.00019779i,0.00059523+0.00020483i,-0.00023558-3.1621e-05i,-0.00011236-7.6219e-05i,-7.7985e-06+1.2771e-05i,-0.00028824+0.00016822i,-0.00047694+0.00012188i,-0.00059447-0.00064558i,-0.00035367-0.0011084i,-0.00026607-0.00069721i,-0.00033742-0.00020212i
-0.00083938-0.00053973i,-0.00023944-0.00032182i,3.5182e-05-0.00038044i,-0.00018428-9.4052e-05i,-0.00043498-0.0007084i,-0.00049423-0.00085863i,-0.00057804-0.00049524i,-0.00026284-0.00048108i,-0.00023474+5.2411e-05i,-0.00040978+0.0003707i,-0.00021044+0.00044682i,0.00059101+0.00043643i,0.0011102+0.00063988i,0.001523+0.00093485i,0.00068755+0.0013168i,-0.00042152+0.001207i,-2.8467e-05+0.00020534i,-0.00030304-0.0001925i,-0.00080426-0.00034185i,-0.00039439-0.00041764i,-0.00057159-9.4386e-05i,-0.00082634+4.7877e-06i,-0.00042462+1.4963e-05i
0.0016077-2.0393e-05i,0.0019458-0.00088217i,0.0013363-0.0015932i,0.00031239-0.0010385i,-0.0001274-0.00069034i,-0.00063751-0.0010943i,-0.001006-0.001703i,-0.00026319-0.0013089i,0.00083579+3.1839e-05i,0.00052768+0.00030846i,-0.00014515-0.00030574i,0.00064989-0.00034552i,0.0014345+0.00034789i,0.00095908+0.001054i,0.00053367+0.00086498i,0.00093644+0.00040379i,0.00068665+0.00040096i,-0.00041393+0.00020508i,-0.0004864-0.00013965i,-6.6361e-06-0.0005657i,-6.8395e-05-0.0013773i,-0.00022806-0.00094703i,0.00025248+1.899e-05i
0.0009986-0.00079964i,0.0010979-0.00020607i,-0.00038726-0.00067396i,-0.00059432-8.9422e-05i,-2.4846e-05+0.00010006i,-0.00019489-0.0013498i,-0.0011476-0.0017909i,-0.0010197-0.00046241i,0.00014437+0.00072909i,0.00024058-0.00025534i,-0.00031269-0.00047567i,-0.00040186+0.0007795i,-0.00023921+0.00078039i,0.00046019+0.00070717i,0.00093802+0.00015938i,0.00062595-0.0004927i,-0.00020144-0.0004373i,-0.00010812-0.00059212i,0.00090362-7.0382e-05i,0.001332+0.00083507i,0.00097073+0.00038189i,0.00020174+7.6994e-05i,-0.00040216+0.00028105i
0.0012223-0.00050538i,0.00076902-0.001149i,0.00061813-0.0014747i,-2.1535e-05-0.000891i,-0.00034574+0.0001892i,-0.00031762+0.00043213i,-0.00036408-0.00078095i,-0.00034766-0.0012425i,-0.00026743-0.00062626i,0.0005062+0.00022501i,0.001032+7.3411e-05i,0.00020884-0.00018266i,-0.00060783-3.3039e-05i,-0.00040937-2.1694e-05i,9.4307e-05-3.2315e-05i,0.00061438+0.00012094i,0.00081524+0.00034225i,0.00024869-0.00012699i,0.00019039-0.00024806i,-0.00023234-8.1697e-05i,-0.00042883-0.00023706i,-0.00061164-0.00048788i,-0.0012373-0.00077749i
2.79e-05-0.0016486i,-0.00039118-0.0021128i,-0.0018888-0.0021583i,-0.0023875-0.0010018i,-0.0013442+0.00041634i,-0.00083391+0.0012483i,9.114e-05+0.00089409i,0.00089318+0.00068795i,0.00059372+0.00047622i,0.00012858-2.0434e-07i,8.33e-05+1.2329e-05i,0.00029367+0.00035723i,0.00033806+0.00072684i,0.00022435+0.00077543i,0.0001638+0.00084162i,-0.00038046+0.00085325i,-0.00024947+0.00038269i,0.00036819-0.00088542i,0.00066579-0.0016115i,0.0011134-0.0012048i,0.00037149-0.0010863i,-0.00039085-0.00065187i,-0.00041242-0.00023716i
-0.00182-0.00040536i,-0.0022126-0.00060582i,-0.0013494-0.00020778i,0.00026301-9.1042e-05i,0.00087609+8.1904e-05i,0.00079993+0.00028127i,0.00031469-0.00027838i,0.00032734-0.0001755i,0.0010337+0.00052554i,0.0012204-3.045e-05i,0.00044558-0.00015634i,0.00032914+0.00025097i,0.00062181+0.00035514i,0.0012343-7.9447e-05i,0.0012435-0.00034134i,0.0011105-0.0006033i,0.0013858-0.00092169i,0.00069204-0.00086714i,-0.00016923-0.00031119i,-0.00016128+0.00037083i,8.4119e-05+0.00067195i,-0.00049988+0.00061327i,-0.00085726+0.0001437i
-0.0012877-0.0024634i,-0.0019514-0.00063014i,-0.0022812+1.6085e-05i,-0.0015653-0.00039303i,3.8023e-05+6.9466e-05i,0.00075112-0.00024744i,0.00054551-0.0020982i,-3.3844e-05-0.0016399i,-0.00024414-0.00084951i,6.3627e-06-0.00030954i,0.00015753+0.00052386i,0.00051924+0.00047897i,0.00026161+0.00038675i,0.00037174+0.00051204i,0.0014184+0.00065142i,0.00093633+0.0012708i,-0.00061789+0.00033721i,-0.00091784-0.00082287i,-0.00043283-0.0010636i,0.0004552-0.0016112i,0.00025931-0.0012914i,-0.00080949-1.924e-05i,-0.0011064+0.00073252i
0.00062625-0.0015112i,0.00086762+0.00026676i,0.00064372+0.00035277i,0.00046176+0.00042685i,0.00044149+0.00082156i,0.00090723-0.00020704i,9.0725e-05-0.0018208i,-0.00086801-0.0019472i,-0.00067733-0.00084829i,-0.00036402+0.00035148i,0.00043546+0.001126i,0.00094851+0.00078518i,0.00054797-0.0001594i,1.3221e-05-0.0006884i,0.00027507-0.00069229i,0.00035048-0.00059649i,0.00012857+0.00015263i,0.00033125+0.00049131i,0.00039951-4.5246e-05i,0.00029956-0.00051242i,0.00044801-0.00065949i,0.0012953-0.0002537i,0.0014919+0.0001376i
0.00053692+0.0021244i,0.00099591+0.0013247i,0.00075849+0.00012972i,0.00025443-0.00082382i,0.00075336+5.9146e-05i,0.0011806+0.00071581i,0.00053928+0.00024319i,0.00017741-0.00023768i,0.00049172-0.00039448i,0.0013652-0.00064922i,0.0015607+0.00022178i,0.00093486+0.00092243i,0.00061591+0.00056632i,0.00030347+0.00026873i,9.9796e-05+4.8224e-05i,-0.00032973+0.00047404i,-0.00011259+0.00023809i,0.00052723-0.00064195i,-0.0005103-0.00035961i,-0.0013434+0.00044641i,-0.00082556+0.00062025i,-0.00021505-0.00013948i,-0.00021997-0.0009093i
0.0012022-0.00063385i,0.0001015-0.00074776i,-0.00048836-0.00086677i,-0.00022314-0.00087702i,-0.00063092-0.0013473i,-0.00073257-0.0010216i,-0.00023328-0.00050433i,0.00017497-0.0006608i,-0.00014312-0.00049786i,5.6962e-05-0.00035472i,0.00046816-0.00021392i,0.00054027-9.3074e-05i,-8.2056e-05-9.9347e-05i,-0.00080438+0.00031611i,-0.00058887+0.00041332i,5.0105e-07-0.0002123i,0.00020298-0.00054595i,0.00014429-0.00033391i,0.0002305-0.00056149i,0.00042212-0.00086799i,0.00054779-0.00011028i,0.00042578+0.00025537i,9.7467e-05-0.00040168i
0.0003161-0.0010632i,0.00052151-0.0019966i,-0.00066895-0.0025503i,-0.00065943-0.0020639i,0.0003143-0.0014148i,0.00028043-0.0015674i,0.00018126-0.0014936i,0.00060253-0.00098025i,0.00042629-8.7716e-05i,-0.00023987+0.00013237i,-0.00064671-3.3559e-05i,-0.00037003+0.0005292i,0.00041947+0.0010716i,1.6542e-05+0.0010825i,-0.00067704+0.00039644i,-0.00024853-0.00018813i,0.00096457-9.8052e-05i,0.0010892+2.599e-05i,0.00036959+0.0002454i,0.00019474+0.00024349i,0.00015334+0.00024639i,-0.00083946+0.00061336i,-0.0011029+0.00064612i
-0.00044301+0.00059417i,-0.00015117+0.00082541i,0.00035333+0.00014791i,0.00015488-1.9356e-05i,-8.0202e-05-0.00015341i,-0.00011522-0.0011497i,-0.00067458-0.0018064i,-0.0010387-0.0012377i,-0.00028214-0.00033253i,0.00012349+0.00040836i,0.00041171+0.00014765i,0.00094755-0.00023488i,0.00079308+0.00018733i,-0.00025522-0.00010153i,-0.0010176-0.00035791i,-0.00069673-0.0004146i,-0.00032895-0.00044737i,-0.00027954-0.00063113i,-0.00033468-0.00082974i,-0.00016102-0.00065399i,-0.00022186-0.00018941i,-0.00025751+0.00013087i,-0.00044062+0.00017793i
0.00036503+0.00011945i,0.0011613-0.00028015i,0.0012175-0.00060665i,0.00144-0.0010083i,0.0020807-0.0015079i,0.0014979-0.0014762i,5.9211e-05-0.00063168i,-0.0013817-0.00031727i,-0.0011866-0.00067037i,0.00010608-0.00025146i,0.0013249+0.00062214i,0.001908+0.00042514i,0.0013309-0.00027093i,0.00058736+7.7962e-05i,1.2528e-05+0.00042048i,-0.00021703-0.00024493i,0.00020408+0.00025191i,0.00059869+0.0011355i,0.00013787+0.00020771i,0.00013433-0.00021329i,0.00077056+0.00017744i,0.00025548-4.5742e-05i,5.7345e-05-0.00021351i
0.00028187+0.0011544i,-0.00055352-0.00037317i,-0.00067483-0.001092i,-4.1236e-05-0.00064193i,0.00045077+0.0003178i,0.00053127-0.00023227i,-2.308e-05-0.001452i,-0.00016951-0.00076775i,0.00025261+3.5198e-06i,0.001117+0.00020667i,0.0014127+0.0002827i,0.00034538+9.0959e-05i,6.1071e-05-0.00056352i,0.00024727-0.0011315i,2.1057e-05-0.00074556i,0.00022802+0.00017443i,0.00015705+0.00017458i,-0.00010154-0.00030907i,3.5508e-05+0.00013387i,8.1083e-05+0.00021117i,-5.8931e-05+0.00028332i,4.9229e-06+0.00033757i,0.00028789+0.0002275i
0.00034924+0.0021775i,0.0011453+0.0021003i,0.0020839+0.00095986i,0.0015761-0.0001314i,0.00078928-0.00074644i,0.00048591-0.0012334i,-0.00037104-0.0011928i,-0.00011424-3.5602e-05i,0.0010555+0.0013833i,0.0014698+0.0012777i,0.00066499+9.7309e-05i,7.1359e-05-0.00026478i,-0.000239-0.0010188i,-0.00067786-0.00065042i,-0.00095663+4.1114e-05i,-0.0013448-0.00022995i,-0.00095311-0.0002115i,-9.8865e-05+0.00034328i,0.00030052-9.9474e-05i,0.00066527-0.0010017i,0.00077666-0.00015696i,0.00069236+0.00044733i,0.00083458-0.00052629i
-0.00097248-0.0018566i,-0.001572-0.0016863i,-0.0020548-0.0010604i,-0.00067161-0.00051287i,0.00088978+4.6571e-05i,0.0011756-0.00018396i,0.00075746-0.0013157i,0.0007732-0.0011569i,0.00041794-0.00057132i,8.8942e-05-0.00044072i,-0.00010479+9.3665e-05i,7.4547e-05-2.3545e-05i,0.00038144-0.00064135i,0.00068927-4.846e-05i,0.0008718+0.0005801i,0.00038924-0.00013781i,-0.00012546-0.00056271i,-0.00024342-0.00067691i,0.0003901-0.00071902i,0.0005006+0.00014465i,-0.00019507+0.0012317i,-0.0004554+0.0013677i,-0.00027539+0.00059256i
-0.0015166-0.0010999i,-0.00087289-0.0011835i,-0.0011148-0.00063773i,-4.1931e-06-9.267e-05i,0.00076339+0.00071325i,0.00041635+0.00025008i,-0.00054542-0.0011102i,-0.00077846-0.0014202i,-0.00012764-0.00030107i,0.00012242+0.00074364i,0.00015986+0.00065834i,0.00032703+0.00013243i,0.00030672-0.00082331i,0.0006911-0.0018408i,0.0012705-0.0013617i,0.001237-0.00055896i,0.0011563-0.00015933i,0.00099237+0.00045067i,0.00062722+0.00024769i,0.00043098-6.655e-05i,-2.792e-05+0.00019881i,-0.00052668-0.00018156i,-0.00077568-0.00030628i
0.0011458+0.00089188i,0.00086139+1.8301e-05i,-8.4269e-05-0.00055739i,-0.0010222-9.1226e-05i,-0.0004928+0.0002563i,0.00090923-0.0002916i,-2.1126e-06-0.00083599i,-0.00074962-0.00062422i,1.0402e-05-0.00068963i,0.00088738-0.00058639i,0.00065834+0.00020485i,2.2693e-05+0.00019536i,0.00017598-0.0011007i,0.00027389-0.0022504i,7.6596e-05-0.0013482i,-0.00025958+0.00018818i,-0.00027848+0.00071566i,0.00083318+0.00036916i,0.0011684-0.00032564i,0.00016476-0.00040351i,-0.00043087+0.00013065i,2.7393e-06-0.00020427i,0.00045957-0.00054672i
