-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
0.0046138-0.00053412i,0.0039384-0.00042133i,0.0037552-0.0014675i,0.0019706-0.0016835i,-0.00018243-0.0017603i,-0.0012841-0.0013554i,-0.0014678-0.00056868i,-0.0010194-0.00036001i,-0.00087232-0.00063414i,-0.0014423-0.00093136i,-0.0012008-0.0011233i,-0.00012195-0.00073585i,-0.00022547-0.00015034i,-0.00043062-3.3534e-06i,0.00025524+0.00024592i,0.00038012-0.00022374i,0.00038448-0.00025671i,0.00085981+0.00022067i,0.00093305+0.00035076i,0.00041964+0.00037018i,0.00015604+0.00093501i,0.00033849+0.0010723i,0.00019311+0.00059383i
-0.0006728-0.00094359i,0.00036565-0.0011764i,0.0010325-0.0013808i,0.0011369-0.00088752i,0.00095416+0.00014713i,0.00032041+0.00044623i,-0.00039704-0.00019094i,-0.00081284-0.00055774i,-0.00063432-0.00069337i,-0.0011496-0.00053537i,-0.0012315+0.0004812i,-0.00050362+0.00073056i,-2.5431e-05-0.00046857i,0.00030324-0.0014688i,0.0001194-0.0010066i,4.0239e-05+0.00033296i,0.00035478+0.00089366i,0.00037146+0.00061054i,0.00025864+8.122e-05i,-0.0001085-0.00058864i,-0.0003982-0.00092021i,0.00030159-0.00061475i,0.0010989+0.00026165i
0.0025052+0.0011589i,0.0018722+0.001501i,0.0025231+0.0022809i,0.0011829+0.0026412i,6.8989e-05+0.0011565i,-0.00025515+0.00013767i,-0.00057053+0.00022806i,-0.00060145-9.3697e-05i,-0.0012302+4.042e-05i,-0.0014096+0.00054199i,-0.00014919+0.0007252i,0.00014409+0.00096189i,-0.00037176+0.00095886i,9.8819e-05+0.00082693i,0.00079038+0.00038791i,0.00042367+0.00029322i,0.00015912+0.00021175i,0.000442-0.00039267i,0.00050669-0.0004846i,0.00075738-0.00013397i,0.0010372+8.9982e-06i,0.00079175+2.0872e-06i,0.00085227-0.00033432i
-0.00134+0.00069024i,-0.0012465+0.0014696i,-0.0015152+0.0013934i,-0.00019233-0.00036876i,0.0012596-0.0014631i,0.0013279-0.0011953i,7.769e-05-0.00027427i,-0.0010144+8.2546e-05i,-0.00087421-0.00044402i,-0.0011367-0.00067021i,-0.0015303-9.3934e-05i,-0.00087664-0.00032241i,0.00016959-0.00058831i,0.00071754-0.0005402i,0.00082508+4.6305e-05i,0.00075899+0.00059933i,0.00074735+6.0432e-05i,0.00034981-0.00013653i,-0.00086853+0.00047429i,-0.0016868+0.00042943i,-0.0014571+8.4851e-05i,-0.00054456-0.00063952i,-0.00075077-0.0010637i
4.2326e-05-0.00024244i,-0.00031214+0.00049896i,-0.0007158+0.00020386i,-0.00052431+0.00028464i,-0.0001374+0.0010057i,0.00083326+0.00054329i,0.00091037-0.00039099i,0.00049716-0.0012981i,-0.0003672-0.0018881i,-0.00093085-0.0013583i,-0.00035505-0.0013477i,0.00017744-0.0012913i,0.00061947+0.00012455i,0.00057777+0.00099836i,0.00024353+0.00037385i,0.000534-0.00015466i,0.00012182-6.387e-05i,0.00038471-6.1934e-05i,0.0008841+8.7929e-05i,0.00032056-0.00031987i,-9.5475e-05-0.0012618i,-4.2567e-05-0.00055031i,0.00041191+0.00026373i
0.001188+0.00094191i,0.0013348+0.0015122i,0.0020484+0.001098i,0.0022225+0.00093515i,0.0011274+0.00011189i,-0.00011602-0.00049325i,-0.001182-0.0008656i,-0.0014081-0.0018004i,-0.0010169-0.0011521i,-0.00098341-0.00024369i,-0.00051486+0.00068109i,0.0002978+0.0012788i,0.00069922+0.00096141i,0.0006957+0.00075471i,0.00029726+0.00065264i,-0.0012567+0.00017616i,-0.0013228+0.00011904i,1.076e-05+0.00025062i,0.00029699+0.00052958i,-0.00037236+0.00074173i,-0.00055432-0.00011658i,-0.00047166-0.00032204i,8.1806e-05-1.6287e-05i
0.00020738-0.00055073i,0.00084274-0.00080274i,0.0010566-0.0010987i,0.0015595-0.0007376i,0.0020654-0.00039018i,0.0015877-0.00045703i,0.00023276-0.00061115i,-0.00061877-0.00076057i,-0.0012221-0.0010931i,-0.0014326-0.00057952i,-0.00046303+0.00077868i,0.00048606+0.00070398i,0.00051531+0.00046311i,7.7528e-05+0.00070619i,-0.00066286+0.00021758i,-0.0002922-5.5775e-05i,0.00050342+0.00022238i,0.00059363+0.00040792i,0.0002076+0.00028084i,3.6376e-07+6.9076e-05i,0.00047071+0.0002121i,0.0010573+0.00043791i,0.00098608-0.00015016i
-0.00057932+0.0017419i,-0.00062963+0.0018165i,-0.0003515+0.0011339i,0.0002089+0.0012325i,0.00014175+0.0011665i,0.00044269-6.9835e-05i,0.00070869-0.00025567i,9.4789e-05+0.00069444i,1.4376e-06+0.00039942i,-0.00070598-0.00036796i,-0.0011786-0.00014851i,-0.00076804-0.00067032i,-0.000431-0.001142i,-0.00056142-0.00011979i,-0.00041179+0.00064136i,-0.00024763+0.00089613i,-0.00048501+0.00059649i,-0.00017551-0.00035117i,0.00083994-0.00037716i,0.00047562-9.6883e-05i,-0.00029513+0.00047706i,-0.00029882+0.00076025i,2.1754e-05+0.00010698i
-0.0015825-0.00054586i,-0.0011424-0.0013454i,-0.0010905-0.0016806i,-0.00044932-0.0010821i,0.00074771-0.00061531i,-0.00042202-0.00099256i,-0.0004295-0.0015289i,4.9919e-05-0.0012597i,-0.0014748-0.0014327i,-0.002468-0.0016222i,-0.0017735-0.0010831i,-0.00051687-0.00041475i,0.00069575+6.9836e-05i,0.00084217+0.00037413i,0.00030736+0.00017675i,0.00020989+0.00026734i,0.00025251+0.0004407i,0.00060916+4.9245e-05i,0.0010048-2.1856e-05i,6.4249e-05-0.00022563i,-0.00020698-0.00028466i,0.00077148-6.1794e-05i,0.00069256-8.0379e-06i
-0.0012321+0.0020736i,-0.00071343+0.0012809i,0.00033032+0.0010774i,0.00023329+0.0011239i,0.00047928+0.0013644i,0.0012149+0.00093301i,0.001213-0.00075611i,0.00028745-0.00074633i,-0.001082+0.00020992i,-0.0014477-0.00056346i,-0.00056029-0.00078881i,0.00011843+9.7986e-05i,-2.1923e-06+0.0013156i,-0.00011702+0.001688i,0.0011081+0.0013645i,0.0014158+0.00096691i,7.7861e-05+0.00073063i,-0.00012776+0.00016881i,0.00068761-2.1721e-05i,0.00045902+0.00040078i,-9.4883e-05+0.0010632i,-0.00079613+0.0013327i,-0.0015108+0.0002335i
-0.0012512-0.00043662i,-0.0009419-0.0010859i,-0.00095418-0.00014651i,-0.0010564+0.00029039i,-0.00023485+0.00069663i,0.00098216+0.0010778i,0.00048255+0.00026196i,-5.8625e-05-5.509e-05i,-0.0008464-0.00067044i,-0.0019113-0.00076662i,-0.0016241+0.00046005i,-0.00086252+0.00078624i,-3.8908e-05+0.00053919i,0.0002588+0.00057629i,-3.43e-05+0.00013403i,-0.00053016-0.00021382i,-0.0003306+0.00033354i,0.0005372+0.000308i,0.00073599-0.00010798i,0.00028397+7.0153e-05i,0.00014868-0.00016106i,0.00017376-0.00025547i,-0.00011752+0.00012972i
-0.0002799-0.0015313i,-0.00079958-0.0024109i,-0.0014451-0.0020031i,-0.0016209-0.00076739i,-0.0010491-0.00014815i,-0.00049895-1.3284e-05i,-0.00084387-0.00054576i,-0.001013-0.00091525i,-0.00080168-0.0005908i,-0.0017386+7.7338e-05i,-0.0021438+0.00085228i,-0.0013855+0.0010123i,-0.00074361+0.00037538i,-0.0003221-0.00033354i,0.00044603-0.00013083i,0.00090356+0.00080688i,0.00064686+0.00094209i,0.00078677+0.00079342i,0.00081047+0.00073464i,0.00058216+0.00075602i,0.00064849+0.00057995i,0.0011891+0.00058481i,0.00083629+0.00068323i
-0.00084613-0.00082699i,-0.00062958-0.0012212i,-0.0009763-0.0015441i,-0.00146-0.0014228i,-0.00099916-0.00074994i,-0.00028415+0.0001807i,-0.00022199+0.00071597i,-0.00057422+9.3927e-05i,-0.0012254-0.00083587i,-0.0014505-0.00063614i,-0.00071421-0.00046371i,-8.2739e-06-0.00091938i,0.00017584-0.00076855i,-7.7668e-06-0.00028449i,-0.00053923+4.7874e-05i,-0.0011001-1.3872e-05i,-0.00073862-0.00058637i,5.4574e-05-0.00071599i,0.00044175-0.00076212i,0.00032904-0.00091974i,0.00015592+0.00048008i,0.0006752+0.0014516i,0.0010009+0.00062065i
0.0011155+0.0020398i,0.00079623+0.0020447i,0.00056032+0.0029109i,0.00098442+0.0026234i,0.00073368+0.0013086i,0.00038693+0.00047209i,0.00061551+7.0477e-05i,0.00052099-2.4202e-05i,-0.00083929-0.00078203i,-0.0011458-0.0012521i,3.4e-06-0.00053165i,0.00076754-0.00021079i,0.00086322-0.00087238i,0.00077776-0.00069071i,0.00058138-0.00077538i,0.00069941-0.00075072i,0.0016903+0.00038528i,0.0013718+0.00091019i,0.00017045-6.9244e-05i,7.4155e-05-0.0011528i,0.00066978-2.4727e-05i,0.0010962+0.0015214i,0.00086863+0.000993i
0.0012567+0.0017435i,0.00078933+0.0015268i,0.0026873+0.0019993i,0.0032675+0.0011525i,0.0022358-0.0004622i,0.00084577-0.001695i,0.0001618-0.0016116i,7.2027e-05-0.0010214i,-0.00015095-0.00051561i,-0.00065512-0.00061358i,-0.00067864-0.00039258i,-0.00047576+0.00013574i,-0.00032779+1.7267e-05i,-0.00013194+0.00037891i,-0.00031629+1.3081e-05i,-0.00054263-0.00027235i,4.6959e-05+0.00040304i,0.00088896+0.0001275i,0.00058169-0.00037961i,0.00016861-0.00043956i,0.00031539+0.00041915i,0.00048986+0.0016294i,0.00053603+0.00050631i
0.001589-0.0031794i,0.00052472-0.0035885i,-0.00040737-0.0046571i,-0.001362-0.0021447i,-0.002066-0.00024867i,-0.0013356+0.00042612i,-0.00060997+0.000729i,-0.00066087-0.00010962i,-0.0013057-0.0016607i,-0.001206-0.0015998i,-0.0010291-0.00078341i,-0.0012866-0.0006624i,-0.00066729-0.00039322i,0.0001915-0.00017491i,4.7324e-06-5.4629e-05i,-0.0005058-0.00042349i,-0.00010201+0.00013342i,0.00063154+0.00077675i,0.00054955+2.7339e-05i,0.00041724-0.00071528i,7.5642e-05-0.00037434i,-0.00010597+3.4067e-05i,0.00016024-0.00011483i
0.001985-0.00014457i,0.0031622-0.00042075i,0.0025879-0.0011366i,0.00095316-0.0010647i,-0.0012433-0.00080661i,-0.0014239-0.00022758i,-0.00011032+0.0001134i,-0.00025551-0.00056661i,-0.00057214-0.0012198i,-0.00029591-0.0007633i,-0.00021605-1.8345e-05i,-2.952e-05+0.00013786i,7.3215e-05-0.00010302i,-0.00060831-0.00012303i,-0.0002861+0.0001397i,0.00019816+0.00010327i,0.00028964-9.5351e-05i,-5.3428e-05-5.3677e-05i,-0.00057707-4.821e-05i,-0.00013515-7.7377e-05i,0.00081909-7.214e-05i,0.0012697-0.00022092i,0.00096923+5.0434e-05i
0.00077067+0.0034501i,0.00082127+0.0045592i,0.00040417+0.0050968i,0.0010743+0.0025083i,0.0014232-0.00032079i,0.00062451-0.00095696i,-0.00025188-0.0007891i,-0.00068592-0.0015194i,-0.001324-0.0014595i,-0.001223-0.00028341i,-0.00062715+0.00066357i,-0.00011654+0.0007971i,-0.00068155+0.00063231i,-0.00086993+0.00082652i,3.8111e-05+0.00023777i,0.00035599-0.00036125i,0.00031+0.00030361i,2.2001e-05+0.00063068i,-0.00062744-0.0002344i,-0.00078131-0.00060506i,-0.00052617-0.00035759i,-0.00020081-1.7455e-05i,0.00058471+0.00020566i
-0.00026737+0.00090052i,-1.5012e-05+0.00011846i,0.00049266-0.00023543i,0.0011587-0.00013635i,0.0012132-0.00050618i,0.0003953-0.001845i,-0.00037249-0.0015833i,-0.00096256-0.001107i,-0.00086566-0.00077109i,-0.00063158+0.00037633i,-0.00076198+0.00058145i,-0.0006516-3.5086e-05i,-0.00015254+0.00044397i,1.3179e-05+0.0011499i,6.2712e-05+0.00058309i,0.00044968-0.00037614i,0.00024964-0.00059878i,0.00031022-0.00050197i,6.6371e-05-8.6372e-05i,-0.0002062+0.00034911i,-0.00017506+0.00060764i,-0.00024015+0.0010451i,-0.00077581+0.0012141i
0.0025756+0.00055505i,0.0030844+2.2117e-05i,0.0024917-0.00016668i,0.0014309-0.00041527i,0.00084768-0.00044752i,0.00012384-0.00042662i,-0.00056484-0.00085779i,-0.00017554-0.0010026i,4.2406e-05-0.00031498i,-0.00087405+0.00028562i,-0.0011024+0.00011054i,-6.3369e-05-0.00040257i,0.00090019-0.0012732i,0.0010401-0.0015361i,9.673e-05-0.0011489i,-0.00083008-0.00040553i,-0.00063305-6.666e-05i,0.00090839-0.00013127i,0.0012439-0.00015299i,-0.00030748-0.00039621i,-0.00028607-0.00025503i,0.00097052+5.0166e-05i,0.0013007-0.00020399i
-0.0017237+0.0015488i,-0.0018525+0.0025576i,-0.0029197+0.002206i,-0.0017661+0.0021137i,-0.00017169+0.0020966i,0.00027163+0.001307i,-0.00017844+5.3915e-06i,-0.00052817-0.00016502i,-0.00086473-0.00017751i,-0.0010106-0.00016536i,-0.00059209+0.00078115i,0.00026713+0.0012926i,0.00082947+0.0011013i,0.0010204+0.002274i,0.00070098+0.0022599i,0.00019215+0.00055004i,-4.8486e-05+0.00043046i,-0.00015043+0.00077782i,-0.00036467+0.00062232i,0.00021593+0.00052647i,0.0010882-5.5083e-05i,0.00088781-0.00031853i,0.00068866+0.00021212i
-0.0017802-0.0021489i,-0.0015557-0.0028471i,-0.0021481-0.0021979i,-0.0016391-0.0012082i,0.00056365-0.0014517i,0.0011058-0.00063633i,-0.0005018-1.8981e-05i,-0.0014726-0.00082068i,-0.0018887-0.0017123i,-0.0015221-0.001312i,-0.00065554+0.000476i,-0.0001926+0.00092631i,0.0004537+6.3122e-05i,0.00034643-0.00012461i,0.00010797-1.1444e-05i,5.7608e-05+0.0003524i,0.00037562+0.0003719i,0.00067867-8.8596e-05i,0.00070871-0.00039562i,0.00046752+0.00012795i,-0.00046181+0.00073138i,-0.00021172+0.00070183i,0.00013703+0.0011152i
-0.001285+0.0002894i,-0.00056475+0.0013021i,0.00021636+0.0023483i,0.00020143+0.0020418i,0.00068987+0.00027841i,0.00097857-0.0007401i,0.00060604+0.0002358i,-0.00033761+0.00087329i,-0.0011764+0.00064381i,-0.00096074+0.00040527i,-0.00066053+7.3979e-05i,-0.00093966+6.3017e-05i,-0.00075638+0.0003261i,-8.4224e-05+0.00052375i,0.00075055+0.00073203i,0.00088658+0.00080517i,0.00036933+0.00036678i,0.00020161+0.0003209i,0.00077899+0.0002739i,0.00083932-0.00064465i,0.00040351-0.00070009i,0.00097132+6.1248e-05i,0.0013395+0.00030832i
-7.9501e-05+0.00035481i,-0.0004551+7.3455e-05i,-0.00031861+1.2888e-05i,0.00056442+0.0001294i,0.00076983+0.00018186i,0.00052135-0.00077303i,0.000127-0.0013751i,-0.00020204-0.0011268i,-0.00065916-0.00098809i,-0.0010559-0.00043742i,-0.00038733+0.00062653i,0.00015669+0.00079443i,-0.00049575-0.00044858i,-0.00090926-0.00025696i,-0.00067603+0.0002945i,0.00016458-6.7137e-05i,0.00067349+8.4695e-05i,-0.00011861+0.00029205i,-0.00056679+0.00041263i,-0.00066825+0.00086275i,-0.00073626+0.00088284i,-0.00070106+0.00018927i,-0.0004575-0.00020116i
-5.5682e-05+0.00042024i,-0.0005418+0.00069809i,-0.00046785+0.00031665i,-0.00024549-0.00024724i,2.9991e-05+0.00049076i,-0.00051347+0.0011012i,-0.00035929+0.0003903i,-0.00055437-0.00038864i,-0.0015506-0.0013034i,-0.0017017-0.0012865i,-0.00089001-0.00067065i,-0.00044038-0.00099832i,-0.0010098+7.0289e-05i,-0.0012194+0.00073934i,-0.00029397-0.00055974i,0.00039917-0.00066584i,3.9899e-05-0.00010121i,5.0118e-05+0.0001855i,0.00066893-6.9315e-05i,0.00073272+6.0805e-05i,0.00081639+0.00104i,0.00065108+0.0008219i,0.00035998-0.00039217i
-0.0012114+0.0017637i,0.00029721+0.002478i,0.0016952+0.0024926i,0.0013711+0.0013946i,0.00098963+0.0014068i,0.001532+0.0009531i,0.00076731-0.00011243i,-4.4455e-05-0.00073549i,-0.00019157-0.00062331i,-0.00078113-0.00035949i,-0.0011945-0.00012623i,-0.00074398+0.00044527i,-0.00011301+0.00044313i,0.00044874+0.00052061i,0.00053898+0.00042684i,0.00029946-0.00018215i,0.00096645-0.00015326i,0.0018089+8.6738e-05i,0.001143-3.9009e-06i,0.0003515+0.00042969i,-0.00017538+0.00092817i,-0.0006265+0.00075895i,-0.00080012+0.00031366i
0.00067726-0.0013671i,6.4557e-05-0.0010574i,-0.00010017-0.0011867i,0.00082366-0.0006178i,0.0012513-0.00021967i,0.00081633-0.0005274i,0.00033414-0.00070476i,5.425e-05-0.00063659i,-0.00019758-0.00089195i,-0.00056793-0.00083209i,-0.00096072-0.00045823i,-0.00069153+5.0316e-05i,-0.0007242-8.2552e-05i,-0.00058996-0.00032106i,-0.00041129-0.0004014i,-0.0003397-0.00020017i,-3.7715e-05+0.00023793i,4.4274e-05-1.9244e-05i,0.00033498-1.5702e-06i,0.00074309+0.00075238i,0.00069722+0.0014619i,0.00057371+0.0011474i,0.00039311+0.00015791i
-0.00017652-0.0017282i,0.00033635-0.00045141i,-0.00014041+0.00057498i,-0.00027226+0.0003741i,0.00045543-5.141e-05i,0.00029929-6.1161e-05i,-0.00090732+5.8048e-05i,-0.0013724-0.00053007i,-0.0010497-0.00024053i,-0.00078243-0.00014707i,-0.0014651-0.00031664i,-0.0016123+7.8032e-05i,-0.0003857-0.00026307i,-0.00011045-0.00010865i,-0.00032471+0.00072443i,-0.00017583+0.00067546i,-0.00027943+0.00025473i,-0.00034272-0.0002099i,-0.00015134-0.00065705i,-0.00030027-0.00096262i,-0.00010046-0.0007718i,0.00013004+0.00024236i,-0.00025769+0.00073596i
0.00053652-0.00027556i,0.0014744-0.0011028i,0.00090523-0.00066603i,0.00058625+0.00045762i,0.0011863+0.00095219i,0.0008543+0.0012506i,0.00021932+0.00074653i,-0.00027502-0.00016738i,-0.0011042-0.00042786i,-0.0018634-0.00047765i,-0.0017655-0.00062439i,-0.00082422-0.00019552i,-0.0002033+4.5163e-05i,-0.00048767-0.00035469i,-0.00076225-0.00085196i,-0.00089321-0.000716i,-0.00060951+0.00044461i,0.00011382+0.00032552i,0.00021225-0.00066916i,-0.00040116-0.00081826i,-0.00040411-0.0005898i,-0.00015203-0.00035137i,-0.00056773-1.5936e-05i
2.2476e-05-0.00023433i,-0.00053427-0.00024028i,0.00044627-0.00063936i,0.0015673-0.0011705i,0.0010622-0.0011404i,0.00031282-0.0015301i,-0.00010884-0.0011612i,-0.00048148-0.00058379i,-0.00070724-0.00063619i,-0.00065918-0.00053864i,-0.00025233-0.00023141i,-0.00013887+1.893e-06i,-0.00055804-0.000329i,-0.00064718-0.00017417i,-0.00028491+0.00054688i,-0.0003735+0.00013373i,-0.00043216-0.00010718i,-0.00025921+0.00027061i,-0.00067987+0.00073088i,-0.0006392+0.00055182i,-0.0002886+0.00051843i,-0.00032908+0.0011037i,9.0015e-05+0.00069161i
0.00041576+0.00017676i,0.00062132+0.00062814i,6.7357e-05+0.00063003i,3.8654e-05+0.0011517i,-8.3303e-05+0.001296i,0.00076809+0.0010411i,0.0010119+0.0003958i,0.00032016-0.00074164i,-0.00041365-0.0011699i,-0.0011749-0.00094746i,-0.0015092-0.00013471i,-0.00086395+0.00076998i,-0.00032884+0.00083987i,-0.00021026+0.00055076i,0.00014798+0.00068173i,0.00010311+0.00012351i,-0.00027056-5.6555e-05i,-0.00026283+0.0001154i,0.00058919+0.00011293i,0.00054043-4.6451e-05i,0.00014079+0.0002561i,-6.4924e-05+0.00089859i,-0.00031235+0.001193i
-0.000583+0.00045483i,0.0013567+0.00071181i,0.0015843+0.00064075i,-0.00019288+0.001186i,-0.0009196+0.00074764i,-0.00084397+0.00034128i,-0.00012492+0.00075157i,0.00013101+0.00076254i,-0.00094219-0.00079561i,-0.0010931-0.0010785i,-1.9439e-05-0.0003726i,0.00059159-0.00024951i,0.00078665+0.00011984i,8.6342e-05-0.0003005i,-0.00043061-0.00089051i,-0.00056932-0.00071133i,-0.00043606-0.00095074i,0.00041655-0.0010112i,0.00065958+5.3555e-05i,0.00023713+0.00032584i,0.00018294+0.00028343i,-5.1212e-05+0.00042604i,-0.00052945+5.2775e-05i
-0.00024442-0.00068869i,0.00041306-0.00122i,0.00059819-0.0022026i,0.00054582-0.0014246i,0.00045691-0.00062349i,0.00023302-0.00040844i,0.00011612-0.00045036i,-0.00042534-0.0013837i,-0.00042069-0.0020501i,-0.00039742-0.0020318i,-0.00031889-0.0011486i,0.00053026-0.00030808i,-0.00010664+0.00018035i,-0.00065149+0.0007429i,-0.00016731+0.0010449i,2.8947e-05+6.7673e-05i,-0.00011796-0.0012645i,-0.0001704-0.0010256i,-7.7515e-05-5.9486e-05i,0.00020711+0.00010779i,0.00055236-0.00021076i,-0.00011512+0.00018455i,-0.00054509+0.00071255i
-0.00021041+0.00076587i,-0.00036142+0.0017186i,-0.0013128+0.0016128i,-0.00044448+0.00099226i,0.00093617+0.00019755i,0.0013321-0.0008159i,0.0013516-0.00093443i,0.00032365-0.00046121i,-0.00099685-0.0009187i,-0.0012802-0.00076567i,-0.0010607+0.00018498i,-0.00079358+3.1827e-05i,-0.00075623+8.4322e-05i,-0.00048519+0.00052663i,-0.00019611+0.00046884i,-0.00033244-1.5799e-05i,-0.00018557-0.00015747i,0.0002394-0.00034778i,0.00047567-0.00080827i,0.00016451-0.00021892i,5.4098e-05+1.1207e-06i,-0.00046315+0.0001227i,-0.0008156+0.00093858i
-0.0010613+0.0027577i,-0.00012368+0.002597i,0.00053836+0.002528i,0.0014266+0.0018507i,0.0015715+0.00059448i,0.001027-0.00047227i,-4.478e-05-0.00039841i,-0.00024503-0.00019011i,-0.000174-0.00066551i,-0.00051251-0.00076428i,-0.00043645-0.00041947i,-0.00021563-0.00011311i,-6.5263e-05+0.00010454i,0.0002413+0.00025315i,0.0010569+0.00045425i,0.00080335+0.00055219i,0.00010807+0.00029858i,0.00069672+0.00024587i,0.00094279+0.00027582i,0.00070643+0.00097147i,0.00056094+0.0011069i,-0.00045626+0.00028183i,-0.00080959-0.00046721i
-0.00098146+0.00074853i,-0.0013745-0.00016995i,-0.00032003+0.00062719i,0.001133+0.0015537i,0.0013149+0.0019798i,0.00039248+0.00094918i,-0.00029462-0.00057201i,-0.00071216-0.00094742i,-0.0011242-0.0007304i,-0.0010788-0.00050811i,-0.00087256-0.00040795i,-0.0013254+3.8472e-05i,-0.00096321+0.00052597i,-3.1423e-05-3.7352e-05i,0.00028269-0.00089058i,0.00027169-0.00046642i,4.7734e-05+0.00051836i,-0.00012871+0.00074346i,0.00026849+0.00016823i,0.00016538+0.00031004i,-0.00030988+0.00084201i,8.9894e-05+0.00044476i,-0.00012026-0.00027327i
-0.001293-0.0026686i,-0.0014452-0.0018973i,-0.0025656-0.00046539i,-0.0015813+0.00014464i,0.00034876+0.0010816i,0.0013987+0.0020667i,0.00086487+0.0007494i,-1.6931e-05-0.00078784i,-0.00061521-0.001146i,-0.001075-0.0013718i,-0.0010824-0.0012322i,-0.00070897-0.00036931i,-0.00076212+0.00036657i,-0.00039845+0.00044352i,2.3916e-05-0.00032928i,0.00041559-0.0005239i,-0.00014472+2.2242e-05i,-0.00052423+6.3387e-06i,1.7384e-05-0.00027606i,0.00029089-0.00053383i,-0.00024199+0.00026025i,-0.00091987+0.0011656i,-0.0006745+0.0010791i
0.00053926+0.0030649i,0.0016109+0.0033146i,0.0028359+0.0035838i,0.003976+0.0027654i,0.0028523-0.00023829i,0.00080661-0.002155i,3.4277e-05-0.0013527i,0.00047758-0.00049049i,0.00016156-0.0007057i,-0.00071828-0.00092453i,-0.0010768-0.00037627i,-0.00028715-0.00010268i,0.00031549+2.2648e-05i,0.00015197-0.0005081i,0.00052213-0.00059652i,0.00043272+0.00033177i,0.00046847+0.00018636i,0.00025019-0.00064674i,-4.3388e-05+9.1214e-05i,2.7817e-05+0.0010571i,6.7651e-05+0.00093846i,0.00057695+0.00095226i,0.00067267+0.00061839i
-0.00011965-0.00053943i,-0.00064212-0.00015097i,-0.00078388+0.0011181i,-4.4375e-05+0.00078845i,0.00053392+0.00028619i,0.00058505+0.00020057i,0.00034802-0.00026483i,0.00040091-0.0006202i,-0.00092361-0.00074854i,-0.0017848-0.00084965i,-0.00066522-0.00011656i,-0.00012805+0.00064097i,0.00020531+0.0006676i,0.00014932+0.00080516i,0.00010805+0.00044133i,0.00048052-8.0881e-06i,0.00076444-0.00014722i,0.00056174-0.00037375i,0.00032986+8.3497e-06i,0.00019834+0.00040905i,4.919e-05+0.00047784i,0.00014578+0.00061657i,-2.1682e-05+0.00050765i
0.00047901-0.00095366i,0.00074304-0.0014023i,0.00027958-0.002206i,0.0010112-0.0015599i,0.00080423+6.035e-05i,0.0001666+0.00089037i,0.00027523+0.00033339i,-0.00028408-0.00059643i,-0.0010128-0.0012662i,-0.0009957-0.00086525i,-0.00077834+3.5981e-06i,5.0459e-05+4.9099e-05i,0.00070435+0.00015445i,0.0003869+0.00043165i,0.00018972+0.00010495i,-0.0004356-0.00053297i,-0.00053545-0.00080456i,0.00079632-0.00050864i,0.001075+0.00044805i,0.0004623+0.00065216i,2.5416e-05+0.00029454i,-7.0481e-05+0.0005822i,-0.00026249+0.00038699i
0.00016658+0.0023227i,0.00023368+0.0029004i,0.00028983+0.0038119i,0.00011142+0.0024245i,0.0012495+0.00070645i,0.0019284+0.00057369i,0.0010511+0.00016138i,0.00038042-0.00030579i,-0.00072043-0.00022657i,-0.00085393-0.00049871i,-0.00069719-0.00048187i,-0.00029256-0.00019658i,0.00065418+0.00053584i,0.00085943+0.00099206i,0.00099469+0.00090369i,0.00070759+0.00056513i,0.00042311+0.00021576i,0.00016208+0.00061862i,5.924e-05+0.00027639i,8.4262e-05+0.00062222i,0.00023838+0.00097161i,0.00070296+2.5345e-05i,0.00081045+0.00018507i
0.0025866+0.0019128i,0.0029327+0.0021814i,0.0042271+0.0026213i,0.0039424+0.00089451i,0.0021517-0.0015646i,0.00050239-0.0028039i,-0.00077712-0.0022913i,-0.0010966-0.0011844i,-0.0006325-0.0010521i,-0.00061739-0.001195i,-0.00060895-0.00059457i,-0.00046681-0.00060068i,-0.00038384-0.00051202i,-0.00030621+0.00045966i,7.8707e-05+0.0005955i,0.0003555+5.1397e-05i,0.00015704-5.1617e-05i,0.00083444+0.00062287i,0.001686+0.00085305i,0.0014033+0.00066975i,0.00097358+0.00036137i,0.00048882+2.1703e-05i,-0.00062821-0.00018126i
