-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
0.0011764-0.00044442i,0.001259-0.0010243i,0.00029169-0.001909i,0.00012255-0.00095166i,0.00026436+0.00015951i,0.00012592+0.00062887i,0.00044764+0.00030825i,0.00073538-0.00052472i,0.00010028-0.00085462i,-0.00051357-0.00018084i,-0.00031481+0.0013272i,-0.00037416+0.0016678i,-0.00079375+0.0012166i,-0.00067681+0.00072581i,-0.00045799-0.00042581i,0.00037973-0.00086611i,0.00089376-0.00044416i,0.00047401-0.00015365i,0.00099313+0.00045123i,0.0014281+0.0011536i,0.0011416+0.00013621i,0.00066724-0.00020135i,-0.00011537+0.0003579i
0.0012799+0.00061286i,0.00066181+0.00019033i,0.00037034-0.0010484i,-0.00018939-0.0013253i,0.00063567+8.7182e-05i,0.0025611+0.00099275i,0.0051854-0.0012941i,0.0056812-0.0046755i,0.0035238-0.0069758i,0.00056884-0.0074069i,-0.0016369-0.0058915i,-0.0023822-0.0039696i,-0.0024806-0.0019135i,-0.0025793+0.00047449i,-0.0021374+0.0018741i,-0.00030862+0.0019106i,0.0010588+0.0010686i,0.00078786+0.00039927i,0.00011379-0.0001619i,0.00018517-0.00071227i,0.00065937-0.0008285i,0.00072118-0.00032671i,0.00071837+0.00042818i
-0.00065428+0.0008337i,-0.0016105+0.0010634i,-0.001296+0.0014639i,-0.00098803+0.0023823i,-0.00024538+0.0025513i,0.00079685+0.0024156i,-0.00049589+0.0015492i,-0.0017377+0.00071497i,-0.001044+0.0016235i,0.00015988+0.0029451i,0.00082333+0.0028446i,0.0005594+0.0022775i,0.00012537+0.0019289i,0.00046587+0.0011037i,0.00021182-5.799e-05i,-0.00015149-0.00031532i,5.6633e-05-0.00043253i,0.0002877-8.5431e-05i,0.00010365-0.00022921i,-2.1028e-05-0.0012448i,4.9809e-05-0.00085687i,0.00014168-0.00021512i,-7.7435e-05-6.2908e-05i
-0.001061+0.00038408i,0.00016148+0.0011541i,0.00042371+0.0015678i,0.00019795+0.0017814i,0.0014488+0.0011768i,0.0023205+0.00061963i,0.00064896+0.00075074i,-0.00083348+0.00058224i,-0.00070065+0.00029726i,-0.00029779+0.00063786i,0.00010801+0.001273i,0.00034406+0.0016728i,0.00013926+0.00079011i,0.00015216-0.00074998i,-0.00061453-0.00050228i,-0.0012981+0.00041334i,-0.00092906+0.00054116i,-0.00056391+2.6745e-05i,-0.00043853-0.0010717i,-0.00019296-0.00094087i,0.00019407-0.00010374i,-0.00028607+0.00068408i,-0.0012653+0.00035812i
-0.0003462+0.0025875i,8.2993e-05+0.0020295i,0.0015097+0.001498i,0.0016659+0.00097917i,0.00071852+0.00039512i,0.00041226+0.00015344i,0.00021177+2.5252e-05i,-0.00059349+0.00045241i,-0.0008103+0.00058563i,0.00011324-5.0858e-05i,0.0011726+0.00038809i,0.0012358+0.00079428i,0.00044522+0.00091961i,0.00019422+0.0012298i,0.00073126+0.001202i,-0.00011109+0.0011451i,-0.00041426+0.0012131i,0.00076674+0.0010657i,0.00074808+0.00037599i,-0.00031566+8.7243e-07i,-0.00065491-2e-05i,-0.00061898+8.9099e-05i,-0.00095696-4.466e-05i
0.00066739-0.00011671i,0.00027678+0.00028297i,-0.0010027-0.00021447i,-0.0015959+0.00028098i,-7.4475e-06+0.00058746i,0.0012216+0.00047034i,0.00068274+0.00045854i,-0.00026232+0.00023915i,-0.00067412+0.00073817i,-0.0010152+0.00090652i,-0.00076997+0.00054559i,-0.00017368+0.00050476i,-6.273e-05+0.0003094i,0.00047062-0.00055687i,0.00037442-0.00073417i,-0.00059399-0.00031395i,-0.00066035+1.7686e-06i,-0.00051818+0.0006424i,1.3426e-05+0.00078978i,0.00015472+0.00028492i,-0.00037406-0.00016505i,-0.00061196-0.00036219i,-0.00020928-0.00034143i
-0.00042556+0.0023405i,-0.0011304+0.0020913i,-0.00027183+0.0014158i,0.00099091+0.0019482i,0.0013645+0.0016334i,0.0017482+7.999e-05i,0.00015489-0.00050356i,-0.0015857-6.6831e-05i,-0.00095344+0.00014191i,-0.00031672+0.00040242i,0.00014274+0.00047066i,0.0001748+0.00020295i,-0.00012254+0.0002691i,0.00070955+6.5398e-05i,0.00087805-0.00018382i,7.4612e-05+0.00035108i,0.00049623+0.00086406i,0.00080688+0.00090852i,9.8057e-05+0.00051563i,-0.00010954+0.00033285i,-0.00019851+0.00022638i,-0.00062111+0.00059508i,-0.0005402+0.00063523i
0.00053622+0.00084747i,0.0014042-0.00039027i,0.00081056-3.296e-05i,0.00072055+0.0012411i,0.0014822+0.0018305i,0.0015215+0.0012986i,0.00052435+0.00044471i,-0.00096044+0.00011981i,-0.0013229+7.1814e-05i,8.233e-05+0.00029947i,2.7196e-05+0.00043521i,-0.0010071+0.00041015i,-0.00053942+0.00046897i,0.00037123-0.00043775i,8.3069e-05-0.00017446i,-0.00033061+0.00086225i,0.000493+0.0010772i,0.00084261+0.0010441i,0.00049761+0.00036528i,0.00020447-0.00015531i,0.00025585-0.00052728i,0.0002567-0.00012451i,-0.00013643+0.00030132i
-0.00098156+0.00087833i,-0.00087397+0.0014614i,-0.00021923+0.0018879i,0.00073587+0.0025796i,0.0020048+0.0021666i,0.0026229+0.00060361i,0.0017515-0.0001407i,0.00053941-0.00047246i,-0.00034945-0.00017332i,-0.00072066+0.00032901i,-0.0002552+2.4521e-05i,9.7242e-05+3.1673e-05i,0.00036661+0.0005741i,-4.3976e-05+0.0010393i,-0.0010069+0.00090939i,-0.0013108+0.0013127i,-0.00073108+0.0011942i,0.00022853+0.00069855i,-0.00016111+5.7734e-05i,-0.00060389-0.00036689i,-8.1653e-05-0.00012072i,0.00040849-0.00028937i,0.00070129-0.00011608i
-0.00243-0.0031683i,-0.0020247-0.00224i,-0.0018008+9.1031e-05i,-0.0012356+0.0016687i,-0.00037865+0.0022761i,0.0011569+0.0013819i,0.001126-0.00064692i,8.2985e-05-0.0015653i,-0.00018654-0.0011965i,-0.00039737-0.00032998i,-0.00027194+0.00073734i,0.00093395+0.0015384i,0.0011982+0.0016207i,1.2931e-05+0.0010512i,-0.00026183+0.00018065i,0.00040089-6.3362e-05i,-0.0001807+0.00050291i,-0.00049035+0.0013558i,-4.1385e-05+0.00036763i,-0.00029852-0.00062889i,-0.0006136-0.00045133i,-0.00065944-0.00019968i,-0.00061906+0.00019012i
0.0028125+0.0010381i,0.0025943+0.00016295i,0.0014136-0.0010889i,0.00041367-0.00036885i,0.00051288+0.00035483i,0.0010933+0.00034264i,0.00058167+0.00036774i,-0.00037286+0.00051213i,-0.00079352+0.00012512i,-0.00065008-0.00025843i,1.159e-05+0.00038669i,0.00056311+0.00099247i,2.4764e-05+0.00054818i,-0.00068418+0.0004405i,-0.00040303-0.00013189i,0.00056668+2.2428e-05i,0.0010574+0.00066911i,0.00062102+0.0004355i,-0.00020074+0.0003579i,-0.00010714-0.00048173i,-0.00021684-0.0013581i,-0.00083733-0.00074327i,-0.00041876-7.5426e-05i
-0.0015007-0.001578i,-0.0020033-0.001312i,-0.0028232-0.0011007i,-0.0031468+0.00012614i,-0.0017284+0.0012473i,-0.00050503+0.0012102i,-0.00041744-0.00028339i,-0.00048112-0.00047546i,-0.00031729+0.00070177i,0.00015493+0.0011747i,0.00062026+0.00077477i,5.8622e-05+0.0010612i,-0.0002261+0.0012885i,0.00082827+0.00030428i,0.001135-0.00040669i,0.00082525+0.00039728i,0.00060764+0.00035927i,0.00045109-3.2278e-05i,0.00096333+0.0002043i,0.0016647+4.1956e-05i,0.001095-0.0004279i,-0.00012274-0.00029878i,-0.00041828-0.00051467i
-0.00057921-0.0015899i,-0.00069589-0.0014373i,-0.00092053-0.0011718i,-0.00088015+0.00031122i,-0.00041534+0.0018363i,0.00034136+0.0014972i,0.00052041+0.0006803i,0.00026272-0.00044122i,-0.00086659-0.00048104i,-0.00098375+0.00029255i,0.00012184+0.00082194i,0.00011013+0.00089507i,-0.00033431+0.00049524i,-0.0006931+6.5195e-05i,-0.00010904-0.00081197i,0.00010386-0.00034205i,-0.00035544+0.0003437i,-0.00033084+0.00018644i,-0.00038037-0.00041796i,-0.00010386-0.00095492i,0.0005015-0.00068199i,0.00060663-0.00028136i,0.00064913-0.0003785i
-0.00037714+0.001448i,-0.001466+0.0027234i,-0.00056542+0.0021102i,0.0015884+0.0017609i,0.0015674+0.0015241i,0.0012346-0.00049975i,0.0015514-0.0010701i,0.00075394-6.7278e-05i,-0.00011002+0.00018773i,-0.00025463+0.00043797i,-0.00019288+0.001106i,7.9266e-05+0.0012932i,-0.00028079+0.0013169i,-0.00097379+0.0005933i,-0.00097184-0.00021152i,-0.00047363+0.00017161i,-0.00023364+0.00063293i,-0.00027756+0.00054105i,-0.00035942+0.00041374i,0.00058788+0.00093521i,0.0010972+0.00066898i,0.00038972-0.00036449i,-0.00071382-0.00031444i
0.00017437-0.0013894i,2.7396e-05-0.00086683i,-0.00023929+0.00022014i,-0.00025305+0.0010337i,0.00027672+0.001743i,0.00086081+0.0015765i,0.00029138+0.00011767i,1.1062e-05-0.00057307i,0.00020727-0.00072447i,-3.5568e-05-0.00056227i,2.0899e-05-0.00010143i,-0.00029809+0.00054568i,-0.00022963+0.00096889i,3.3346e-05+0.0011644i,-0.0001056+0.00079352i,-1.931e-05+0.00032804i,-0.00043204+7.6615e-05i,-0.00025812-8.0867e-05i,0.00044402+3.4142e-05i,7.4246e-05-0.00042832i,-0.00078983-0.00071774i,-0.00077974-0.00043023i,-0.00060049-0.00039371i
0.0013813-0.00065269i,0.0012608-0.00087595i,-0.00042041-0.0010325i,-0.00079779-0.00081386i,-0.00015844+1.2771e-05i,0.00088348+0.00043689i,0.00075609-0.00015286i,-0.00085405-0.001092i,-0.00090451-0.00065458i,-0.00063704+0.00041852i,-0.00074337+0.001285i,-0.00084163+0.0015168i,-0.00089046+0.00029674i,-0.00048115-0.00063267i,0.00025621-0.00068122i,0.00074831-0.00062369i,0.00038031-0.00036307i,-6.5924e-05-0.00053512i,8.4048e-05-0.00061002i,0.0002465+7.0895e-05i,0.00012814+0.00017258i,-0.00055499-0.00030817i,-2.6585e-05+0.00039371i
0.00081086-1.8356e-05i,4.2524e-05-0.00060609i,-0.00044292-0.00037117i,-0.0010313-0.00045103i,-0.00054129-0.00026057i,-0.00071992+0.0002447i,-0.00143+0.00015114i,-0.00039344-0.00022773i,0.00087718-0.00057256i,-0.00016343-0.00056734i,-0.0012509-0.00029777i,-0.00064703+0.00085744i,0.0004118+0.0009223i,0.00056852+0.00051822i,0.00016579+0.00092582i,0.0001913+0.0016066i,5.0543e-05+0.0015229i,-0.00025159+0.00050189i,-0.00099939-0.00012414i,-0.00097047-0.00036675i,5.0224e-05-9.1666e-05i,0.0002169+0.00047653i,-0.00021724+0.00082048i
0.00011446-0.0010489i,0.00017102-8.7106e-06i,0.00078443+0.0012515i,0.00026043+0.0014591i,-0.00059525+0.0010487i,-7.4958e-05+0.0011275i,8.9403e-05+0.00057803i,-0.00055836-0.000285i,-0.00095253-0.0001396i,-0.00085261+0.00010788i,-0.00061286+1.7193e-05i,2.1815e-09+0.00030954i,0.00060015+0.00055092i,0.00063301-5.9841e-05i,0.00050402+5.2874e-05i,0.00010107+0.00049119i,2.0136e-05+0.00044387i,0.00054684+0.00013656i,0.00079881+0.00016832i,0.00040804+0.00045983i,1.7111e-05+0.00025355i,0.00024455-0.00050975i,0.00076758-0.00035637i
0.0021883+0.00097411i,0.0021202+0.0011491i,0.0027692+0.00084388i,0.0022651+0.00058905i,0.00057859+0.00014873i,0.00081905-0.00047861i,0.00071658-0.00051844i,-0.00023966-0.00027309i,-0.00069564+0.00037605i,-0.00088288+0.00096336i,-0.00084186+0.00042216i,-0.00050362+0.00030559i,-0.00019636+0.00088908i,-7.5449e-05+0.0012197i,7.2066e-05+0.00080564i,0.00064292+0.0010076i,0.00073244+0.0011759i,0.00046945+0.00056759i,-9.1111e-05-8.2115e-05i,-0.00024035-0.00027365i,-0.00064831-1.098e-05i,-0.00052334+0.0003436i,-0.00027373+0.0002019i
-0.00046583+0.0016319i,0.00081594+0.0023278i,0.0019153+0.0012389i,0.001575+7.8447e-05i,0.0014424-4.5757e-05i,0.0015297-0.00045376i,0.00095906-0.0003367i,1.8402e-06+0.00052774i,0.00013085+0.00075703i,0.0005515+0.00076892i,0.00085391+0.00027912i,0.0009844+0.00055105i,0.00037789+0.0013845i,-5.546e-05+0.0005428i,-0.00031333-0.0003521i,-0.00097546+0.00024982i,-0.00054629+2.6759e-05i,0.00017118-0.00051668i,0.00035889-7.2126e-06i,-0.00021034+0.00042494i,-0.0013514-0.00040888i,-0.0014755-0.0013547i,-0.00046077-0.00036987i
-1.3283e-05+0.0016392i,0.00057676+0.0017553i,0.0010666+0.0020524i,0.0019062+0.0017548i,0.0024141+0.0011483i,0.001749+0.00029115i,0.00048736-0.00079983i,-0.0001471-0.00084785i,-0.00034178+0.00043848i,-0.00080467+0.0010059i,-0.00077659+0.00045295i,0.0001315+0.00042179i,0.00024074+0.00027897i,-8.2671e-05-0.00035196i,-0.00042454-7.8754e-05i,-8.1818e-05+0.00030404i,0.0006638+0.0007187i,0.00063613+0.0010702i,-0.00010606+0.00039395i,-0.00030988-8.5178e-06i,0.00014166-0.00050329i,0.00018246-0.00073837i,-1.4056e-07-0.00011503i
0.00069462+0.0016763i,0.0013511+0.00085263i,0.0012067+0.0001067i,0.0012618-0.00023001i,0.0011792+0.00010492i,0.00016626+0.00087902i,-0.00029095+0.00073613i,-0.00016249+0.00046359i,-0.00050151-4.4757e-05i,-0.00049684-0.00019506i,-0.00034309+0.00069106i,-0.00026918+0.0013577i,-0.0003139+0.001161i,-0.00043904+0.0012354i,-0.00022452+0.0014605i,-0.00024393+0.0008895i,-0.00057683+0.00065413i,-0.0007849+0.0003852i,5.7811e-05+9.0187e-05i,0.00050247+0.00016712i,-0.00028966-0.00047436i,-0.00015796-8.9444e-05i,0.0001324+0.00029895i
0.0011127-0.0016688i,0.0014403-0.0013885i,0.0011415-0.0017522i,0.00096985-0.0015126i,0.0010283-0.00065457i,0.0011552-7.8809e-05i,0.0012431+0.00038295i,0.00025461+0.00019086i,-0.00066844-2.0694e-05i,-0.00072213+0.0004071i,-0.00054094+0.0004617i,-0.000473+0.00095161i,-0.00041914+0.0014303i,-9.9591e-05+0.00077725i,-0.00061474+0.00023538i,-0.00079486+0.00081091i,-0.00031992+0.0012435i,0.00033198+0.00075794i,0.00039309+0.00063353i,-0.00019161+0.00041369i,0.00024291+0.00040254i,0.00015946+5.1877e-06i,7.7274e-05-0.00018088i
0.00031857-0.0012937i,-0.00020129-0.00061773i,-0.00082633-0.00044332i,-0.0018312-0.00047277i,-0.0018152+0.00034416i,-0.00049697+0.0008791i,-0.00016078+0.0003083i,-0.00062045+7.2956e-05i,-0.00088041-0.00040747i,-0.001018+2.3643e-05i,-0.00073589+0.00075057i,-0.00047649+0.00091898i,-0.00025594+0.0013392i,-1.226e-05+0.00080964i,-0.0001321+2.7945e-05i,-6.4795e-05+0.00021146i,-0.00036295-0.00034954i,-0.00079847-0.0012565i,-0.0008606-0.0010319i,-0.00023442-0.00054616i,-2.8204e-05-0.00052825i,-0.00014603-0.00042723i,0.00045684-0.0003314i
-0.00012293+0.00062821i,-0.0012928+8.8503e-05i,-0.0015334+0.00031505i,-0.00034868+0.00056177i,0.00046125+0.00065172i,-0.00029937+0.0011013i,-0.00084806+0.00082247i,-0.00079878-7.9794e-05i,-0.00072195+0.00014006i,-0.00032581+0.00073718i,-0.00013109+0.00093269i,0.0001842+0.0010998i,0.00095636+0.0011207i,0.00048253+0.00094213i,-0.00016479+0.00025078i,-0.000507+0.00052141i,-0.00011318+0.00065927i,0.00088311+4.7685e-05i,0.00080555+2.5001e-05i,7.9658e-05+0.00017083i,-0.00027904-0.00020835i,-0.00036394-0.00064596i,-0.00046088-0.00051436i
0.00063014+3.7894e-05i,0.00086422+0.00042022i,0.000345+0.0014847i,-4.0221e-05+0.0020373i,0.00011495+0.0015628i,0.0012642+0.00044695i,0.0015422-0.00053894i,-2.5387e-05-0.00060935i,-0.0015521+0.00014957i,-0.0014586+0.00063737i,-0.00061316+0.00042995i,-0.00035307+0.00023325i,-0.00081012+0.00052266i,-0.00079827+0.00063169i,-0.00020928+0.0008015i,0.00026634+0.00049451i,0.00065851+0.00039419i,0.0012262+0.00010414i,0.0012636-0.00091904i,-0.00022726-0.0014172i,-0.0010737-0.0011612i,-0.00039107-0.00042026i,-0.0001126-6.1871e-05i
-5.4634e-05+0.0013651i,-0.00080406+0.00012603i,-0.0010316-0.00049899i,-0.0011817+0.00021138i,0.00010979+0.0003806i,0.0013878-5.401e-06i,0.0010374-0.00090479i,0.00048941-0.0010566i,0.00016382+0.00010603i,0.00022206+0.0004577i,0.00026403+0.00058481i,-3.8446e-05+0.00089638i,0.00012347+0.00095049i,0.00060267+0.0007481i,0.00097705+0.00042277i,0.00084205+0.00099487i,0.00016921+0.0011624i,-8.11e-05+0.00031494i,0.00043923-0.00064714i,0.00041092-0.0012209i,-0.00014336-0.00064069i,-0.00037742-0.00063771i,-0.0002863-0.001076i
0.001214-0.0033002i,0.00046144-0.0029195i,-0.0013439-0.0024088i,-0.0016278-0.00075261i,-0.0013188+0.0016692i,-0.0010059+0.0024964i,-0.00086318+0.0019537i,-0.001101+0.00040456i,-0.0018946-0.0009921i,-0.0023014-0.00098301i,-0.0014432+8.5377e-05i,-0.00049232+0.0011344i,-0.00043793+0.0014731i,-2.5664e-05+0.0011688i,0.0001523+0.00038233i,0.00040663-4.1555e-05i,-7.2971e-05-0.00025237i,-0.00060171-0.00086689i,0.00065103-0.00087387i,0.00077679-0.0006241i,0.00018267-0.0010607i,0.00033675-0.00090296i,0.00041338-0.00069122i
0.0020257+0.0012568i,0.00088867-0.00062407i,0.00039511-0.00099389i,0.00035449-0.00034075i,-0.00032655-0.00032588i,-0.00056678-0.00068447i,-0.00077891-0.0010927i,-0.0016247-0.00058158i,-0.0015984+0.00021622i,-0.00073218+0.00051775i,-0.00019885+0.00059342i,9.919e-05+0.00059287i,0.00039485+0.00032346i,7.6823e-05+0.00068265i,-0.00063559+0.001115i,-0.00067434+0.00027502i,4.8475e-05+0.00048649i,3.0327e-05+0.00084935i,-0.00029449-0.00030325i,-0.0003978-0.00080621i,-0.00015087-5.694e-07i,-0.00010901+0.0010189i,0.00028673+0.0015083i
-0.0011446+0.0010619i,-0.0004765+0.00096028i,0.00066862+0.00021602i,0.0010584+0.00073577i,0.0010873+0.001483i,0.00064832+0.00066589i,0.00052481-0.00050633i,-5.7118e-05-0.00056449i,-0.00090316-0.00019863i,-0.0010095+0.00061792i,-7.4395e-05+0.0012941i,0.00037127+0.0011987i,-0.0001983+0.00091173i,-0.00036274+0.001025i,-0.00028046+0.0009333i,-0.00016585+0.0007154i,0.00050207+0.00015927i,0.00076614-0.00015332i,0.00075477+0.00015005i,0.0004226+0.00016444i,4.0898e-05+0.00038615i,0.0001673+0.00040466i,8.5708e-05+3.6177e-05i
0.000438+0.0019516i,0.00093522+0.0014556i,0.0014666+0.0010133i,0.0011934+0.0011689i,0.00085246+0.00074029i,0.00075655-0.0002324i,0.00051251-0.0007185i,0.0004086-0.0006757i,0.00041914-0.00048279i,0.00035304-6.2321e-05i,0.00032439-1.237e-05i,0.00019906+0.0003291i,-0.00018026+0.00099281i,-6.8271e-05+0.0010088i,-0.00056227+0.00046769i,-0.0010903-0.0002631i,-0.00029889+4.2653e-05i,0.00022555+0.00014602i,-7.0969e-05-0.001i,0.0006973-0.0019746i,0.00096837-0.0018237i,0.00048107-0.0014859i,0.0001404-0.0011105i
0.00022816-0.00063519i,-0.00012648-0.0016336i,-0.00061744-0.0018224i,-0.0018734-0.0010766i,-0.002075-0.00036812i,-0.00031087-0.00037387i,0.00073539-9.9234e-05i,-9.8734e-05+0.00050627i,-0.0013901-0.00011402i,-0.0010344-0.00083169i,-0.00024198-0.0002225i,-0.00039062+0.0010599i,-0.00059264+0.00083687i,-0.00010772+0.0001994i,-0.00023115+1.9787e-05i,-0.0003132-0.00030937i,0.00050354+0.00030587i,0.0006794+0.00043944i,-0.00087253-0.00031264i,-0.0018726-0.00025331i,-0.0010012-0.00026954i,-0.0002447-0.00041768i,-0.00057083-0.00016187i
0.00043981-0.00075892i,0.00028699-0.00094825i,-0.00086321-0.00056875i,-0.001411+0.00019024i,-0.00081447+0.00052697i,0.00071998+0.0001371i,0.0013865-0.00021856i,0.00014094+0.0003031i,-0.00048844+0.00057936i,-0.00056707-0.00025652i,-0.00098175+9.5599e-06i,-0.00081704+0.00093953i,-0.00037143+0.00091661i,-0.0002087+0.00036133i,0.00024359+0.00014702i,0.00050684+0.00060387i,0.00062207+0.00030893i,0.00045425-0.00032453i,-0.00065602-0.00066011i,-0.0010846+0.00026209i,-0.00022308+0.0010475i,0.00023762+0.00068586i,0.00058174+0.00051218i
-0.00029485-0.0006248i,-0.00072152-0.00040581i,-0.00083141-0.00071695i,-0.0013899-2.675e-05i,-0.0010291+0.00082141i,0.0010431+0.0012436i,0.0013699+0.00049155i,0.00051112-5.5872e-05i,0.00040557-0.00080513i,0.00073052-0.0011318i,-0.0001696-0.00020505i,2.4325e-05+0.0011544i,0.00033114+0.00061085i,4.1443e-05-0.00090982i,4.4975e-05-0.00090848i,0.00067532-0.00010654i,0.00079552+0.00088152i,0.00014645+0.00089537i,-0.00027801-0.00019288i,-9.048e-06-0.00099052i,0.00011302-0.00039106i,0.00016059+0.00071674i,0.00071729+0.000613i
0.00078609-0.0016441i,0.00036702-0.0020222i,-0.00053588-0.0015578i,-0.00036368-0.0005232i,-6.1017e-05+0.00096429i,0.00011074+0.0013219i,0.00080779+0.00079889i,0.00089719+0.00018739i,-3.0541e-05-0.00073929i,4.5931e-06-0.00044394i,0.00059454+0.00087306i,0.00079075+0.0011202i,0.00039738+0.0009854i,0.0004317+0.00052997i,0.00098036-0.00052177i,0.0010203-0.00030438i,0.00070041+6.6414e-05i,0.00050882-0.00013711i,0.00084924+0.00029271i,0.0011171+0.00026899i,0.0003577-0.00042983i,-0.00030949-0.00035608i,-0.00045809-0.00014998i
0.0019647+0.00093735i,0.0025391+0.00070446i,0.0017522+0.00022854i,0.001026+0.00056326i,0.0007976+0.00088135i,0.0011081+0.0001587i,0.0007718-0.0002827i,-0.00070414-0.00065725i,-0.0010324-0.00050377i,-0.00023928+0.00030204i,0.00076905-3.165e-05i,0.0002355-0.00046751i,-0.00045469+0.00057818i,-0.00026626+0.0017492i,-0.00024038+0.0016997i,-0.00023241+0.0014601i,0.0001605+0.0010162i,0.00090594+0.00075906i,0.0002662+0.00057233i,-0.00055801+5.863e-05i,-0.00097123-4.1613e-06i,-0.0007663+8.8836e-05i,0.00021059-0.00015837i
-0.00038378+0.00083363i,-0.00066676+0.00094005i,-0.00076724+0.00060371i,-0.00036718+0.00035443i,7.2785e-05+0.00020467i,0.0002803+0.0002512i,0.00027442+2.4467e-05i,-0.00032243-0.00016889i,-0.0010054-6.6513e-05i,-0.0011374+0.00044959i,-0.00018605+0.00073402i,-0.00019385+0.00078415i,-0.00065332+0.00081512i,1.5471e-05+0.00017181i,-3.7816e-05-0.00022021i,0.00011087+0.0002475i,0.00047683+0.00097796i,0.00057308+0.0013889i,0.00087223+0.0010005i,0.00035297+5.8588e-05i,-0.0005217-0.00049018i,-0.00055707-0.0010221i,-0.00021124-0.00089385i
0.00027308+0.001164i,0.00067141+0.00043112i,0.0010972+2.0434e-05i,0.00051629+0.00012895i,0.000158+0.00060167i,8.4705e-05+0.00098967i,4.8787e-05+0.00051625i,6.115e-05+0.00015126i,-0.00024129+8.7858e-05i,0.00023515-1.6192e-05i,0.00032515+0.00075136i,-0.00023789+0.0011721i,0.00054671+0.0012268i,0.00085529+0.0012141i,-0.00025199+0.0011516i,-0.00060787+0.00048878i,-0.00021254-0.000197i,6.3204e-05-0.00031769i,0.0003621-6.2059e-05i,0.00069008+0.00023092i,0.00032477+6.7822e-05i,0.0001856-0.00046324i,0.00017622-0.00010941i
-0.00039847-0.0009818i,-0.00036806-0.0012427i,-0.00085521-0.0012928i,-0.00064805-0.00020852i,-0.00071053+0.00093283i,-0.00027401+0.00072584i,-9.5127e-05-3.4737e-05i,-0.00032946-0.00017816i,-0.00041303+0.00030177i,-0.00038653+0.00023233i,-0.00027562+0.0005184i,-0.00026907+0.00040533i,-0.00013675+0.00058087i,6.9935e-05+0.00063994i,-0.00041257+0.00024624i,-0.00020334+0.00031548i,0.00054073+0.00025376i,0.00028489+0.00017905i,0.00059158+0.00044724i,0.0011384+0.00051708i,0.0001926+0.00032582i,-0.00033145+0.00046721i,-0.00042455+3.6821e-05i
0.00096967-0.00094808i,0.00079646-0.0010306i,0.00033053-0.0010912i,-0.00057008-0.00051609i,-0.00090532+0.00043178i,3.8321e-05+0.0006271i,0.00013686+0.00027769i,-0.0013508-0.00043049i,-0.0016528-0.0010823i,-0.001116-0.0010839i,-0.00052125+8.1005e-05i,-0.00016126+0.00091853i,-0.00017164+0.00069462i,0.00033065-0.00012651i,0.00098531-0.00057499i,0.0006814-0.00012789i,0.00017043+0.00079834i,-0.00036364+0.00074312i,-0.00092898-3.2568e-05i,-0.00050581-0.00085447i,-3.5493e-06-0.00099688i,-0.00017982-0.00032016i,9.2878e-05+4.3879e-05i
-0.0016851-1.7487e-05i,-0.0021438+0.00081364i,-0.0019737+0.0015676i,-0.00035158+0.0017766i,0.0010584+0.0014706i,0.0013487+0.00012509i,0.0010453-0.000564i,-7.6032e-05-0.00020575i,-0.00073575+0.00019338i,-0.00066574+0.00093299i,-0.00078417+0.0012305i,-0.00013641+0.0012224i,0.0003191+0.000829i,0.00042935-7.2725e-05i,-0.00019081-0.0001708i,-0.0011146+4.2282e-05i,-0.00083388+0.00043786i,-6.6128e-05+0.00076348i,-8.3922e-05+0.00060173i,1.1559e-05-0.000131i,0.00062649-0.0010278i,0.00031152-0.00074359i,-0.00082097-0.00054127i
-0.00067608+0.00089339i,-0.0013137-3.4491e-05i,-0.001795-0.00059988i,-0.00081058+0.00034559i,0.00082542+0.0015096i,0.0019974+0.0013358i,0.0021923+0.00031794i,0.00095446-0.00074258i,-0.00034217-0.00034247i,-0.00051205+0.0011646i,-0.0007089+0.0015638i,-0.00083494+0.001666i,-0.00089126+0.0019235i,-0.00075772+0.00064524i,-0.00078667-0.00032596i,-0.00040612-0.00061885i,-2.6433e-05-0.00054166i,-0.00012038-0.00067873i,-0.00028062-4.9601e-05i,-7.5313e-05+0.00018073i,0.00053013-0.00044983i,0.00046243-0.00018566i,0.00026276+0.00031846i
