-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
-0.019202+0.007534i,-0.024532+0.014179i,-0.021797+0.010964i,-0.013401+0.0038912i,-0.0064557+0.0015458i,-0.0027645+0.0015774i,-0.0010893+0.00056791i,-0.00052317-0.0022045i,5.142e-05-0.0037837i,-0.0006643-0.0020547i,-0.0015746+0.00019456i,-0.00053554+0.0011738i,-2.3474e-05+0.0013656i,0.00045939+0.0014415i,0.0014056+0.0015967i,0.0014951+0.0015824i,0.00084741+0.0014438i,-3.2225e-05+0.00040781i,-0.00044527-0.0011712i,-0.00052634-0.001535i,-0.00039439-0.001279i,-0.00035541-0.0013821i,-0.00043599-0.0015977i
0.0022259+0.022119i,0.0076608+0.029281i,0.0071477+0.026166i,0.0033057+0.016437i,0.0017096+0.0075288i,0.0015647+0.0028706i,-0.000135+0.00047522i,-0.00054944-0.00081057i,-0.0009259-0.00069259i,-0.0020779-0.00025303i,-0.0010203+0.00041667i,0.0011969+0.0010508i,0.0011727+0.0013057i,-0.00067079+0.0013706i,-0.00092303+0.0014167i,0.00051371+0.00045052i,0.00093989-0.00077097i,0.00026648-0.0010769i,2.9139e-05-0.0007483i,-0.00023326-0.00079344i,-0.00015316-0.0010066i,-0.00021933-0.0010757i,-0.00016881-0.0011923i
0.020053+0.0067619i,0.028788+0.0055405i,0.027077+0.0068729i,0.016536+0.007312i,0.0078996+0.0043718i,0.0041993+0.0018109i,0.0022415+0.0014307i,0.00049903+0.0017734i,-0.00059946+0.0018991i,-0.00055187+0.0016331i,0.00074942+0.00014274i,0.0016081-0.0014937i,0.00091111-0.0016132i,0.0006177-0.0013651i,0.00051983-0.0015137i,-8.567e-05-0.0014665i,-0.00019013-0.0009828i,-0.0003369-8.1749e-05i,-0.00021541+0.00091679i,-0.00014347+0.0012474i,-0.0002803+0.00065915i,-0.0004657+1.1658e-05i,-0.00043401-0.00043197i
0.015423-0.016838i,0.015568-0.02615i,0.014161-0.024349i,0.010772-0.014308i,0.0061524-0.0064663i,0.0029015-0.0028333i,0.0015228-0.00095114i,0.0010122+0.00028011i,0.00089317+0.0012818i,0.0016763+0.00051905i,0.0016478-0.00082053i,-0.000107-0.0012569i,-0.000315-0.0011077i,0.00070335-0.0012477i,0.00028239-0.0018991i,-0.00025774-0.001954i,0.00025037-0.0012208i,0.00080516-0.00013998i,0.00083363+0.00043005i,0.0005772+0.00058943i,-0.00028678+0.00079746i,-0.00054765-0.00019954i,0.0002897-0.0002874i
-0.011281-0.01993i,-0.019755-0.024325i,-0.018035-0.022186i,-0.0099762-0.012817i,-0.0043025-0.0045983i,-0.0010988-0.0022953i,0.00069408-0.0022291i,0.0012465-0.0011185i,0.00079225-2.2463e-05i,-0.00014717+0.00016844i,-0.00024466+0.00033684i,-0.00021324+0.00059424i,0.00024828+0.00049797i,-0.00016827-3.2539e-05i,-0.0016646-0.00050005i,-0.0013761-0.00051208i,-1.349e-05-0.00035851i,4.0834e-05-0.00088419i,-0.0003828-0.00062332i,9.0291e-05-0.00036543i,0.00050509-0.00033753i,0.00024485+0.00014287i,0.00023896+0.0008074i
-0.021644+0.001423i,-0.030179+0.0097514i,-0.028517+0.010872i,-0.017991+0.0065965i,-0.0081465+0.0043335i,-0.0030471+0.0026704i,-0.0011708-0.00034637i,-0.00024979-0.0015343i,0.0001194-0.0007112i,-0.0010008+5.1456e-05i,-0.0015906+0.0014059i,-0.00099763+0.0022067i,-0.00077895+0.0012461i,-0.00029353+0.00063286i,-2.2683e-05+0.0018443i,-7.2037e-05+0.0024524i,-0.00053449+0.001331i,-0.00050241-0.00011695i,-0.00044116-0.00096715i,-0.0012024-0.00058551i,-0.001684+0.0002419i,-0.0013717+0.00013552i,-0.00038443-0.00033588i
-0.0072405+0.020149i,-0.0023974+0.03125i,-0.0013793+0.029877i,-0.0019852+0.019615i,-0.00033867+0.010919i,0.00020823+0.0055835i,-0.00064558+0.0012478i,-0.0010171-0.0012711i,-0.00081285-0.0013354i,-0.00050022+0.00067093i,0.00038949+0.0021678i,0.0013307+0.0015044i,0.0010666+0.00077768i,0.00067308+0.00061632i,0.0014974+0.00080634i,0.0018412+0.0010869i,0.00076146+0.00074953i,-6.7279e-05-8.4902e-05i,-0.00043322-0.00050426i,-0.0006337+0.00040475i,-0.00060636+0.000733i,-0.00073433-0.0002117i,-0.00040465-0.00087852i
0.016532+0.012319i,0.028294+0.012786i,0.027722+0.01046i,0.017681+0.00792i,0.0095079+0.0049499i,0.0058003+0.0030693i,0.0029363+0.0022415i,9.9028e-05+0.00077233i,-0.00045501-0.00035147i,0.00081729-0.00084944i,0.0017284-0.0014092i,0.0021235-0.0011094i,0.0027199-0.00062883i,0.0026034-0.00033981i,0.0013321-0.00047149i,0.00062914-0.0011464i,0.00071289-0.00093377i,0.00090317-0.00011786i,0.00094693+0.00073865i,0.00075367+0.001025i,0.00033706+0.001036i,0.00013874+0.00059797i,0.00039745-0.00037556i
0.019146-0.010207i,0.023187-0.021544i,0.020732-0.021529i,0.015097-0.012146i,0.0086693-0.0059897i,0.0046811-0.0040169i,0.0030856-0.0015626i,0.0015487+0.000161i,-0.00032261+0.00044864i,-0.00074911-0.00049013i,-0.0005086-0.0023661i,-0.00075012-0.0028516i,-0.001339-0.001878i,-0.0016237-0.00083156i,-0.0007779-0.00023843i,-1.1056e-05-0.00040117i,-0.00014647-0.00033544i,0.0006143+0.00024488i,0.0010955-0.00027067i,0.0011076-0.00055046i,0.00084993-0.00016263i,0.00050632+0.0001767i,0.00049473+0.0004271i
-0.0017944-0.019873i,-0.0099714-0.029346i,-0.011505-0.027607i,-0.0054136-0.018439i,-0.001734-0.0099021i,-0.00050106-0.0055637i,0.0010701-0.0035232i,0.0017656-0.0012791i,0.0020018-0.00017519i,0.0014011-0.00064283i,7.3384e-05-0.0012774i,-0.0014137-0.00070133i,-0.0018058+0.00032041i,-0.0012538+9.8824e-05i,-0.001133-0.00020174i,-0.0012843+9.6727e-05i,-0.00022803-0.00033944i,0.0004633-0.0017401i,-0.0004124-0.0020941i,-7.4162e-05-0.001491i,0.00016211-0.00073427i,0.00043241-0.00075689i,0.0011239-0.0015062i
-0.019878-0.0062235i,-0.031719+0.00049649i,-0.031348+0.0042746i,-0.020697+0.0030933i,-0.010951+0.0017127i,-0.0051661+0.00061272i,-0.0013703-0.00064821i,0.00062959-0.0012486i,0.00032691-0.00072381i,-0.0010048+0.00070071i,-0.0014654+0.0019352i,-0.00046407+0.0024752i,-0.00028943+0.0015362i,-0.00034688+0.0009079i,0.00033005+0.0012058i,0.00052474+0.00039581i,-3.2201e-05-0.00071263i,-0.00075596-0.001107i,-0.0013297-0.0010794i,-0.001121-0.0011212i,-0.00050937-0.0010396i,-0.00030477-0.00033634i,-0.00077709-4.605e-06i
-0.012292+0.016219i,-0.010106+0.02941i,-0.0068113+0.031522i,-0.0056432+0.021946i,-0.0035861+0.012516i,-0.0011088+0.0080152i,-0.00037364+0.0032072i,-0.00073066-0.00070319i,-7.3351e-05-0.0015878i,0.00062245-0.00091136i,0.00035813+0.00075578i,0.00035259+0.0016348i,0.001216+0.00091292i,0.0016426-0.00010789i,0.0013806+0.00040908i,0.0011831+0.00077986i,0.0008001+0.0004893i,-0.00051915+0.00044288i,-0.00161+0.00035105i,-0.0015556+0.00046601i,-0.00049165-0.0002769i,0.00022998-0.0010244i,9.3462e-05-0.0006911i
0.011459+0.016994i,0.02463+0.01963i,0.028189+0.015478i,0.020109+0.010763i,0.010716+0.0066997i,0.0047009+0.003422i,0.00093063+0.0010625i,-0.0013095-0.00013487i,-0.0015293-0.00069965i,-0.0006366+3.5663e-06i,0.0012295+0.0010828i,0.0026644+0.0002776i,0.0024871-0.00012477i,0.0017548+0.0004601i,0.0013242-0.00014463i,0.0017186-0.00011193i,0.0016144+0.00077217i,0.00057144+0.0010348i,0.00024384+0.0015007i,0.00037794+0.0013881i,-0.00013202+0.00079997i,-6.1574e-05-2.7588e-06i,0.00015969-0.00013529i
0.020718-0.0015233i,0.027568-0.013681i,0.026938-0.017908i,0.019296-0.01257i,0.011868-0.0066942i,0.0067929-0.0029565i,0.0025963+0.00010561i,0.0012444+0.0015594i,0.00095982+0.0015054i,0.00022073+0.00060251i,0.00032821-0.0011483i,0.00055808-0.0015336i,-0.00055161-0.0016544i,-0.00093549-0.0016953i,-0.00044262-0.0007788i,0.00035984-0.00049266i,0.00089854-0.00033759i,0.0010077+0.00015548i,0.001822+9.1375e-05i,0.0021265+0.00047796i,0.00092181+0.00022291i,0.0010367-0.00065211i,0.0013802-0.00066068i
0.0051022-0.018019i,-0.0033784-0.0301i,-0.0089554-0.031575i,-0.0054762-0.022578i,-0.00047251-0.013347i,0.00069313-0.0078627i,0.00092869-0.0033198i,0.0015618-0.00026662i,0.00086063+4.8335e-05i,0.00033724-0.0006684i,-0.00043949-0.0012775i,-0.0014673-0.0016293i,-0.0016714-0.00021618i,-0.00092819+0.00010349i,-0.00027723+0.00037375i,8.4632e-05+0.00061663i,0.00056156-0.00103i,0.0008983-0.0019492i,0.00062773-0.00212i,0.00079703-0.0021035i,0.00041661-0.0008052i,-0.00028669+0.00070945i,-0.00037642+0.0011784i
-0.014915-0.012049i,-0.029631-0.0075116i,-0.033335-0.0026085i,-0.023025-0.0005092i,-0.012717-0.00046043i,-0.0067037-0.0011607i,-0.0019092-0.0017969i,0.0010529-0.0021762i,0.00081263-0.0019908i,-0.0011259-0.0012123i,-0.0019074-1.2741e-05i,-0.001723+0.0021264i,-0.0012252+0.0014435i,-0.00018983-0.00026272i,0.00011156+0.0004845i,-0.0011671+0.0011372i,-0.0016135+0.00030857i,-0.00079595-0.00047548i,-0.00037144-0.00012216i,-0.00072905+0.00011978i,-0.0011531-0.00076978i,-0.00062043-0.001121i,0.00036578-0.00056726i
-0.015412+0.0097208i,-0.017169+0.025873i,-0.013224+0.032435i,-0.0079669+0.02307i,-0.0041457+0.012738i,-0.0015941+0.0059849i,-0.00039199+0.00060015i,-0.00021946-0.0016954i,-9.1965e-05-0.001749i,-9.3195e-05-0.00051341i,-3.6928e-06+0.0013691i,0.0006814+0.0028851i,0.00069265+0.0025619i,0.00022371+0.00096409i,0.00013684+0.00033457i,-3.546e-05+0.00066369i,-0.00010856+0.0004697i,-0.00061416+3.6859e-05i,-0.00088137+0.00037855i,-0.00081948+0.0001936i,-0.00045212-0.000212i,0.00014724-0.00039227i,0.00082029+1.1273e-05i
0.0014919+0.016874i,0.017114+0.023997i,0.025363+0.023901i,0.018722+0.01808i,0.0094314+0.011682i,0.0054618+0.0070708i,0.00198+0.00326i,-0.00067477+0.00096232i,-0.0011769+0.00053202i,-0.0010764+0.00099765i,-5.3671e-05+0.0011009i,0.001812+0.00095966i,0.0017187+0.00062018i,0.0004006-0.00045745i,9.6863e-05-0.0011642i,0.00044091+0.00010396i,0.0011238+0.0015953i,0.0011655+0.001351i,0.00050799+0.00062027i,6.1077e-05+0.00056637i,0.00063343-7.9285e-05i,0.0010392-4.2109e-06i,-0.00025645-0.00022087i
0.015556+0.004402i,0.027242-0.0078375i,0.030448-0.014795i,0.022534-0.01128i,0.013637-0.0042873i,0.0079002-0.00050641i,0.003483+0.0011261i,0.00050905+0.0019643i,-0.00035907+0.0013471i,0.00014488+0.00052343i,0.0011216-0.00058776i,0.0016284-0.0012674i,0.00063858-0.00084346i,-0.00050841+0.00014745i,-0.00083795+0.00015029i,0.00089374-3.9732e-05i,0.0027551+0.0002417i,0.0028401-0.00025115i,0.0019396-0.00054635i,0.00095859+0.00033834i,0.000673+0.00068473i,0.00079322+0.00020835i,-0.00023432+0.00014008i
0.011006-0.013296i,0.0035998-0.028438i,-0.0034758-0.035669i,-0.0026538-0.026753i,0.00011274-0.014517i,0.00071073-0.0071887i,0.00041715-0.0024587i,-0.00018901-0.00013383i,-0.00016921-6.5944e-06i,0.00018132-0.0011037i,-0.00066791-0.0022985i,-0.0012665-0.0024639i,-0.00050738-0.0014335i,-0.00033689-0.00012661i,-5.8925e-05+0.00035441i,0.00031572-0.00067729i,0.00037555-0.0017771i,0.00046336-0.0017381i,-7.7737e-05-0.0013727i,-0.00063218-0.00079088i,-0.00011692-0.00079136i,0.00016408-0.0014886i,-0.00010026-0.0011293i
-0.0072085-0.014979i,-0.024514-0.012639i,-0.0326-0.0071912i,-0.024021-0.0049025i,-0.01195-0.0044518i,-0.004889-0.0032291i,-0.00038364-0.001834i,0.0013786-0.00074077i,0.0015141-0.00086703i,0.00026162-0.0016325i,-0.0013905-0.0015357i,-0.0018488-0.00049016i,-0.0012776+0.00072061i,-0.00093883+0.00035509i,-0.00047022-3.8233e-05i,-0.00017678+0.00073528i,-0.00075284+0.0007291i,-0.0012172+9.7854e-05i,-0.0015086-0.00023806i,-0.0012916-0.00079182i,-0.00038055-0.00086884i,0.00021794+0.0002451i,0.00069136+0.00074283i
-0.01452+0.00044204i,-0.019742+0.019052i,-0.018839+0.028858i,-0.012989+0.021767i,-0.0077876+0.011498i,-0.0046079+0.0053106i,-0.0022974+0.0010002i,-0.00015388-0.0015584i,0.00031856-0.001377i,-0.00069673-0.00039848i,-0.0015447+0.001687i,-0.00091929+0.0029995i,-3.4307e-06+0.0016647i,7.0564e-05+0.00026364i,3.6279e-05-0.00026064i,-0.00027391+2.4524e-05i,-0.00040272+0.00064493i,-0.00018768+0.00061786i,-0.00071353+0.00060986i,-0.0016012+0.0012526i,-0.0012372+0.0014529i,-0.00015818+0.00090267i,0.00020609+0.00022901i
-0.0036819+0.012365i,0.0098474+0.023515i,0.019698+0.02655i,0.016186+0.019893i,0.0081377+0.013254i,0.0039221+0.0088141i,0.0016286+0.0037646i,-0.00064244-0.0006137i,-0.0015674-0.0017994i,-0.0017567-0.00030631i,-4.7656e-05+0.00079535i,0.0016006+0.0011094i,0.0016365+0.00091993i,0.0010736-0.00028982i,6.7094e-05-0.00074008i,-0.00019144+0.00051016i,4.1792e-05+0.0015437i,-5.4464e-05+0.0013857i,-0.00014055+0.00081303i,0.00032561-0.00043492i,0.00086141-0.00047115i,0.00055263+0.00020828i,0.00017577-0.00011353i
0.0096901+0.0083983i,0.025309-0.00098371i,0.032925-0.010138i,0.026222-0.0083123i,0.015953-0.001383i,0.010185+0.0015777i,0.0047781+0.00094669i,-0.00020418+0.0006624i,-0.00094305+0.00083838i,0.00051275+0.00067732i,0.001957+0.00045015i,0.0019074-0.00098845i,0.00037322-0.0022886i,-0.000686-0.0018743i,-0.0008942-0.00072652i,0.00022954-0.00062457i,0.0017039-0.00090919i,0.0013231+0.0003194i,5.353e-05+0.00090552i,-0.00038446+0.00018983i,0.00020457-0.00041218i,0.00054582-0.00050938i,0.00010894-0.00022304i
0.012533-0.0036506i,0.0087568-0.022577i,0.0029316-0.034208i,0.00089004-0.028129i,0.0034614-0.015682i,0.0045119-0.0078847i,0.0020824-0.0027669i,0.00064665+0.00049597i,0.00088967+0.00032862i,0.0010853-0.00074781i,0.00076333-0.0018865i,-0.00019178-0.0021297i,-0.00071488-0.00091031i,-0.00077587+0.00037607i,0.00046104+0.00013059i,0.0007043-0.00079449i,0.00098811-0.00088302i,0.0013503-0.0012684i,0.00036352-0.001336i,-0.00068154+0.00020509i,-0.00086922+0.00043598i,-0.00061581-0.00042515i,-0.00044355+0.00031876i
0.0016114-0.011891i,-0.017393-0.014777i,-0.030687-0.011864i,-0.024869-0.0077335i,-0.012076-0.0059705i,-0.0053202-0.0042161i,-0.0011669-0.0012162i,0.0017513+0.0006581i,0.0018874+0.00041398i,0.0012743-0.00049772i,-9.1131e-05-0.00063727i,-0.0010131+0.00042213i,-0.00088048+0.0013282i,-0.00075348+0.00089827i,-0.0003788-0.0002535i,0.00033696-0.0010315i,0.00037062-0.00058177i,-0.00034098+0.00037612i,-0.00049583+0.00035506i,-0.00021221+0.00033314i,-0.00029405+0.00062563i,-0.00013638+0.00016225i,0.00072067-3.5111e-05i
-0.006854-0.0072763i,-0.018528+0.011297i,-0.023192+0.025845i,-0.017639+0.022319i,-0.011534+0.010947i,-0.0067945+0.0050694i,-0.0020307+0.0027751i,0.00050768-0.00012938i,0.00068154-0.0017253i,-0.00066917-0.0014948i,-0.0016989-0.00013559i,-0.00050111+0.0011339i,0.00038529+0.0011628i,0.00063617+0.00066254i,0.00096279-0.00010412i,0.00028723-0.00046145i,-0.00025647+0.00010334i,-0.00059117+0.00072309i,-0.00056077+0.0015148i,-5.1402e-05+0.00122i,0.00076448+0.00039245i,0.00066272+4.6634e-05i,0.00040616+7.5543e-06i
-0.0080229+0.0046242i,0.0045181+0.02103i,0.017074+0.030488i,0.017052+0.024696i,0.0086923+0.015367i,0.0033274+0.0082531i,0.0017904+0.0021645i,0.00079914-0.0010695i,0.00030362-0.0015832i,-0.00033956-0.0011898i,-0.0010482-0.00047518i,9.0427e-06+9.0769e-05i,0.00019641+0.0001112i,-0.001012-0.00093594i,-0.0019565-0.001427i,-0.0019317-0.00022486i,-0.0011245+0.0010948i,-0.00061093+0.00085887i,-0.00034-2.4019e-06i,-0.00055954-0.00079712i,-0.00059762-0.0010589i,-0.0001931-0.0011246i,7.6458e-05-0.0016387i
-0.00097097+0.0067484i,0.020335+0.00069269i,0.034332-0.0066058i,0.029535-0.0058187i,0.018056+0.001605i,0.010478+0.003606i,0.004279+0.00046855i,-0.00020619-0.00095483i,-0.001324-0.00013348i,-0.0003669+0.0018887i,0.0010744+0.0024016i,0.0017893+0.00057829i,0.00027833-0.00070542i,-0.0017916-0.00064406i,-0.0026336+0.000262i,-0.0012129+0.00016255i,0.00093769+7.4429e-05i,0.0010499-0.00058302i,0.00083233-0.0015722i,0.00087121-0.00090856i,0.00056591-0.00070103i,0.00063413-0.0011416i,0.00046962-0.00092229i
0.0070998+0.0052209i,0.0070478-0.017888i,0.0044101-0.033645i,0.0026677-0.028197i,0.005207-0.015221i,0.0057405-0.0080172i,0.0021856-0.0037229i,-0.00073926-4.9917e-05i,-0.001154+0.0010488i,0.00047337+0.0012044i,0.0012615+0.00081004i,0.00056957+0.00069265i,-0.00025577+0.00074991i,-0.00019652+0.00097236i,0.00052976+0.0013757i,0.00063764+0.0011329i,0.00089937+0.00025981i,0.0013-0.00067i,0.0004654-0.00015208i,-0.0010653+5.184e-05i,-0.0013329+0.00011611i,-0.001198+0.00052238i,-0.0017587+0.00075662i
0.0055826-0.0041804i,-0.014427-0.011386i,-0.030782-0.013649i,-0.027522-0.0085424i,-0.013584-0.0050741i,-0.0042135-0.0046858i,-0.0012104-0.0019956i,0.00020137+8.2971e-05i,0.0010263-5.1038e-05i,0.00096334-0.00010205i,0.0008786+0.00044817i,0.00066761+0.00051414i,0.00062032+8.7919e-05i,0.0013519-0.00026126i,0.0020361+0.00016758i,0.0014432-0.00047897i,0.00055709-0.0014364i,-0.00055293-0.00043611i,-0.0011399+0.00030227i,-0.00032356+0.00076021i,9.6136e-06+0.00098813i,-0.00025892+0.0007195i,0.00021946+0.0007486i
0.0036213-0.0060372i,-0.011434+0.0097425i,-0.019443+0.024609i,-0.014521+0.023715i,-0.0085622+0.010175i,-0.0059988+0.0015406i,-0.0029722+0.0011644i,0.0010963+0.00091021i,0.0030212-0.00075843i,0.001747-0.002601i,7.6144e-05-0.001855i,-6.0597e-05+2.1461e-05i,0.00067573+0.0004972i,0.0013228-7.472e-06i,0.0014948-1.2014e-06i,0.00073076-0.00019456i,0.00019995-0.00062852i,0.00027372-0.00097391i,-8.0007e-05-0.0011213i,0.00024336-0.0007519i,0.00069952-0.00036756i,0.0011365+0.00066619i,0.0013942+0.0014118i
-0.0052806-0.006772i,0.003994+0.013622i,0.014299+0.027711i,0.015023+0.024762i,0.0057831+0.015648i,-0.00016374+0.009544i,-0.0001259+0.0034604i,0.00086335-0.0012943i,0.0006292-0.0021711i,-0.0016243-0.0020101i,-0.0023246-0.0012097i,-0.00066669-1.9242e-05i,-0.00057815-0.0003236i,-0.00082272-0.001774i,-0.00071092-0.0020064i,-0.00075802-0.001034i,-0.00049079+8.0692e-05i,-0.00060217-6.2129e-05i,-0.00063887-0.0011485i,-0.00026344-0.0019226i,0.00024787-0.0014787i,0.00034012-0.00052915i,0.00018253-0.00031815i
-0.0085538-0.0020402i,0.013715-0.0040629i,0.030823-0.0071449i,0.028442-0.00818i,0.016563-0.0017968i,0.0083908+0.0038691i,0.0040182+0.0019995i,0.00073335-0.0010972i,-0.0011634-0.0014616i,-0.0020201+0.0010217i,-0.0017589+0.0024423i,-0.0010454+0.00087636i,-0.0010035-0.0007339i,-0.0015967-0.00055736i,-0.0019975+0.0004074i,-0.0016396+0.00068866i,-0.00079255+0.00021868i,-0.00034117-0.00045143i,-0.00083839-0.0011755i,-0.00095478-0.0012025i,-0.00089971-0.0010809i,-9.0998e-05-0.00088029i,0.00021128-0.00083816i
-0.0046929+0.0067306i,0.00077164-0.014739i,0.0027258-0.032096i,-0.0004429-0.028209i,0.00087023-0.013637i,0.0043956-0.0046363i,0.002919-0.00078562i,-0.00046702+0.0013633i,-0.0021036+0.0019713i,-0.0011449+0.00233i,0.00037211+0.0021497i,0.00037205+0.0013528i,-0.00051951+0.00066976i,-0.00028352+0.00074509i,0.00059239+0.0013374i,0.00112+0.00099417i,0.00064114-0.00029648i,-4.6998e-06-0.00075414i,-0.00047105-0.0004877i,-0.00091543-0.00036963i,-0.0010024+0.000326i,-0.0012958+0.00061276i,-0.0013725+6.1041e-05i
0.0034635+0.0098787i,-0.014635-0.0036693i,-0.029314-0.011034i,-0.027148-0.0056699i,-0.012738-0.0024403i,-0.0019854-0.0041052i,0.00056087-0.0022484i,-0.00015331+0.0008959i,0.00034412+0.0021409i,0.0024978+0.0019755i,0.0030624+0.00097435i,0.00168+0.00064326i,0.00017288+0.00055191i,-9.0941e-05+0.00073847i,0.00078034+0.00096035i,0.0014443+0.00063961i,0.00076324-7.5421e-05i,0.00070708-4.1555e-06i,0.00077456+0.0014168i,0.00048773+0.0018306i,-0.00011289+0.0012827i,-0.00073467+0.0011259i,-0.00083563+0.0014807i
0.014843+0.0010149i,-0.0056983+0.01244i,-0.019335+0.022633i,-0.015193+0.023843i,-0.0074253+0.013465i,-0.0044994+0.0025347i,-0.0025949-0.00074801i,0.00038183-0.00022202i,0.0024312-0.00051767i,0.0020854-0.002109i,0.0015353-0.0021945i,0.00061327-0.00087186i,0.00014161-9.4094e-05i,0.0011433+0.0004429i,0.0014179-0.0001657i,0.0012164-0.001438i,0.0010894-0.0010738i,0.00051344-0.0001391i,0.00075636+0.00057996i,0.00101+0.00021456i,0.001092-0.00066378i,0.0012038-0.00033613i,0.00051685+0.00028776i
0.0087323-0.01265i,0.012235+0.011691i,0.016792+0.028342i,0.0182+0.023974i,0.010647+0.012574i,0.0026983+0.0066792i,0.00071088+0.0031141i,0.00059088-0.00049298i,0.00051203-0.002545i,-0.0010577-0.0026915i,-0.0020555-0.0022447i,-0.00031528-0.001712i,0.0010512-0.0014926i,0.0010868-0.0017835i,0.0001564-0.002032i,-0.00035374-0.001692i,-0.00012173-0.00088278i,0.00027172-0.0011121i,0.00052803-0.0018831i,0.00011329-0.00086623i,-6.9821e-05-0.00062601i,-0.00015817-0.00123i,0.00065712-0.00065528i
-0.0098256-0.015525i,0.013182-0.010117i,0.030732-0.0065022i,0.02824-0.0089824i,0.015332-0.0055172i,0.0064537-0.00015721i,0.0024484+0.0002859i,-0.00024362-0.0018419i,-0.0020189-0.0020743i,-0.0025829+0.00041681i,-0.0021923+0.0011622i,-0.0015152+0.00042251i,-0.0016034-0.00050635i,-0.0016086-0.0011851i,-0.0013934-0.0012151i,-0.0015232-0.00079527i,-0.00092421-0.00071504i,-0.0004794-0.0013139i,-0.00077315-0.0010853i,-0.0015884-0.00076017i,-0.001732-0.00081123i,-0.00074963-0.0011232i,0.00018775-0.00097912i
-0.016602+0.0023931i,-0.0036288-0.017123i,0.0049601-0.032522i,0.0014386-0.032424i,2.4144e-05-0.018484i,0.0024619-0.0063911i,0.0015971-0.0017796i,-0.00060767-0.00032316i,-0.0013418+0.00053104i,-0.0018895+0.0019149i,-0.0011831+0.0025238i,-0.0012221+0.0015682i,-0.0019022+0.00025872i,-0.0013539+0.00034271i,-0.00062671+0.0010838i,-0.00023755+0.0011141i,-0.00032281+0.00042093i,-0.00074643+0.00068317i,-0.0011009+0.001544i,-0.0013455+0.0012718i,-0.0019886+0.00045349i,-0.0023392-0.00038847i,-0.0010822-0.00069777i
-0.0070027+0.019971i,-0.021248+0.00056481i,-0.030358-0.012086i,-0.02852-0.0068223i,-0.015091-0.0009589i,-0.0032366-0.0012576i,0.00031985-0.0010307i,0.00060366+0.00079599i,0.0012556+0.0025116i,0.0023701+0.0022966i,0.0030697+0.0018238i,0.0022396+0.0012581i,0.00084981+0.0012427i,0.00038884+0.0021818i,0.00074225+0.0017823i,0.0015956+0.0011102i,0.001047+0.00096527i,-7.5015e-05+0.0010767i,1.1949e-05+0.0010886i,0.00015113+0.00064012i,-5.7857e-05+0.00039196i,-0.00026195+0.0010322i,-0.00087002+0.0010322i
0.017054+0.016063i,-0.0045939+0.021236i,-0.019792+0.026747i,-0.015634+0.028606i,-0.0059726+0.017916i,-0.0020547+0.0052126i,-0.00092045+0.00086341i,0.00078484+0.00046218i,0.0020128-0.00025274i,0.0019362-0.0006604i,0.0013328-0.00033349i,0.00092906-9.14e-05i,0.0010693-9.6848e-06i,0.0010974-0.00024085i,0.0010932-0.00026411i,0.00083994+0.0002803i,0.00055765+0.0006897i,0.00048634+0.00071442i,0.00075992+0.00061339i,0.0013195+0.00033737i,0.0015406-0.00023307i,0.00064012-2.7413e-05i,-5.9274e-06+8.7184e-05i
0.024549-0.0086058i,0.020568+0.014042i,0.02028+0.029793i,0.022736+0.026644i,0.015621+0.014009i,0.0047645+0.0055252i,0.00038876+0.0023339i,0.00089733-6.0384e-05i,0.0019013-0.0020937i,0.0010954-0.0028249i,-0.00060731-0.0024068i,-0.00091138-0.0018177i,0.0003286-0.0010277i,0.00060188-0.001236i,0.0001511-0.001512i,0.00059823-0.00084517i,0.0013327-0.00085912i,0.000729-0.001546i,0.00052335-0.002296i,0.00090061-0.001874i,0.0012156-0.00085528i,0.0012701-0.0002709i,0.0010874-0.00017593i
0.0023633-0.030164i,0.021843-0.019042i,0.034146-0.010163i,0.030578-0.013066i,0.016509-0.010955i,0.005909-0.002762i,0.0019939+0.00047063i,0.00025164-0.00083288i,-0.00081342-0.0021252i,-0.002798-0.0016175i,-0.004276-0.00096537i,-0.0030517-0.00047766i,-0.0016225-0.00051007i,-0.0014234-0.00058507i,-0.0011424-0.00060652i,-7.559e-05-0.00050973i,0.00051826-0.00049481i,-0.00048043-0.00040489i,-0.0014811+0.00026106i,-0.0011767+0.00026253i,-0.00045863-0.0004997i,0.0003279-0.00080415i,0.0005744-0.00045929i
