-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
-0.0055221+0.0029124i,-0.0059834+0.00055484i,-0.0049101-0.0012505i,-0.0034638-2.5652e-05i,-0.0021925+0.0021429i,-0.00052063+0.0024174i,0.00018505+0.0010946i,-0.0002867-0.00056655i,0.00011291-0.0017096i,0.00053211-0.0022158i,-0.00049986-0.0017615i,-0.00054923-0.0003174i,-3.2186e-05+0.0009757i,-0.00050568+0.0010262i,-0.0010131+0.0001869i,-0.000846+0.00068681i,0.00010268+0.0012297i,0.00017438+0.0011584i,-0.0003688+0.00046259i,-0.00059262-0.00016837i,-0.00055475-0.00024928i,-0.00057923-0.00026647i,-0.00024287-0.0001139i
0.001315+0.0069824i,-0.00040168+0.0063229i,-0.002326+0.0041783i,-0.0018998+0.0026585i,0.00039752+0.0027783i,0.0013856+0.0021935i,0.00076981+0.00048476i,-0.00018694-0.00075099i,-0.0012065-0.00099016i,-0.0023291-0.00091647i,-0.002066+0.00061554i,-0.00094884+0.0019693i,0.00081478+0.0013519i,0.00070187+0.00046894i,0.00016533+0.00048037i,0.00058071-9.1039e-05i,0.00036891-0.0010248i,0.00013132-0.0011757i,0.00018495-0.00078281i,0.00045437-0.00024639i,0.00081114+9.3848e-05i,0.00033835-0.00015816i,-0.00020861-0.00039975i
0.0088784-0.0012614i,0.0068664-8.739e-05i,0.0031274-0.0010655i,0.00088697-0.0015173i,4.6451e-05-0.0012065i,0.00031832-0.00054894i,0.00097474+0.000427i,-0.00052663+0.0010842i,-0.0020092+0.00059982i,-0.0021571+0.00085971i,-0.0012602+0.0023946i,0.00065652+0.0019977i,0.0014341-0.00014096i,0.0016791-0.00066243i,0.0022871-0.00025627i,0.0021442-9.7611e-05i,0.0014055+0.00022996i,-8.6612e-06+0.00035118i,-4.3142e-05+0.00036634i,0.00026397+0.00059139i,-0.00037511+0.00023209i,-0.00071079-0.00032198i,-0.00075079-0.00058186i
0.0050506-0.0070281i,0.006252-0.0045081i,0.0050805-0.00036313i,0.0030994+0.00080211i,0.0027345-0.00026099i,0.0028132-0.00070552i,0.0014834-0.00085965i,-0.00026095-0.00027943i,-0.00076181+0.0016297i,-0.00019994+0.0028411i,0.00021066+0.0021408i,0.00065936+0.00053209i,0.00043584-0.00061293i,-8.0691e-05-0.00043253i,-0.00083284-0.00083218i,-0.0012515-0.0013863i,-0.0002559-0.0010755i,0.00029191-0.00051055i,-2.6475e-05+0.00034443i,0.00041492+0.00046603i,0.00043721-0.00058955i,-0.00068206-0.0012101i,-0.001534-0.0010063i
-0.0057951-0.0073933i,-0.0034475-0.0072594i,0.00040601-0.0037434i,0.0024111-0.00061294i,0.0026919+0.00058378i,0.0018876-0.0008683i,0.00089326-0.0022238i,0.00057116-0.001129i,0.0011539+0.00042066i,0.0017414+0.0010145i,0.0018595+0.00060989i,0.00034835+0.00042702i,-0.0013075-0.00020313i,-0.00092916-0.00038163i,-0.00040829+0.00022463i,-4.7879e-05+0.00028391i,-9.2082e-05+0.00027534i,-0.0001014-0.00013632i,-4.1326e-06-0.00085002i,-0.0005306-0.00088317i,-0.0012234-0.0010939i,-0.00080291-0.0014446i,-0.00029074-0.00096949i
-0.0074414+0.001123i,-0.0069179-0.0025288i,-0.003171-0.0051756i,-0.0009577-0.0035341i,-0.0010703-0.001655i,-0.0019479-0.00107i,-0.0016319-0.00087879i,-7.9896e-05-0.0011398i,0.0014527-0.0023733i,0.0014785-0.0036109i,-7.1668e-05-0.0029304i,-0.00064921-0.00083344i,-2.7266e-05+0.00022666i,-0.00052887+0.00030649i,-0.0012753-4.4402e-05i,-0.0006867-0.00026213i,0.00029129-0.0003096i,0.0012273+0.00028662i,0.00085567+0.00038735i,0.00054885-0.00033923i,-9.831e-05-0.00050953i,-0.00086832-0.00087336i,-0.00025238-0.00073631i
-0.0027498+0.0079608i,-0.0054995+0.0058847i,-0.0059737+0.0012343i,-0.0026585-0.00040527i,-0.00049927+0.00077925i,-0.0009643+0.0019497i,-0.00064145+0.0017033i,0.00021845-0.00061598i,-0.00048375-0.0019493i,-0.0021558-0.001621i,-0.0028172-0.00076908i,-0.0016993+0.0011121i,-0.00018637+0.0016729i,0.00062607+0.0010416i,0.00052475+0.00066951i,0.00038976-5.9099e-06i,0.00028786-0.00029893i,5.3133e-06-0.00033485i,-0.00013029-0.00086454i,-0.00038146-0.00096768i,-0.00069338-0.00023773i,-0.0009188-0.00014257i,-0.0008637-0.00085311i
0.0083635+0.0043861i,0.005239+0.0063879i,0.001209+0.0045831i,-0.00041872+0.002646i,8.2658e-05+0.0031743i,0.0015262+0.00295i,0.0013824+0.00099128i,-0.00073266+0.00057374i,-0.0027743+0.00053164i,-0.002827+0.0011118i,-0.0010124+0.0022104i,0.001054+0.0018944i,0.0018452+0.00062563i,0.0014586+0.00026098i,0.00080699+0.0001416i,-0.0001676-0.00090456i,-0.00049665-0.0013347i,-0.00021824-0.00082998i,-0.00021552-0.00043354i,-0.00025803-6.1471e-05i,6.0277e-05+0.00033295i,0.0002557+0.00044082i,5.8928e-05+8.7412e-05i
0.0088643-0.0058913i,0.0092949-0.0026056i,0.005564+0.00063199i,0.0030478+0.0021435i,0.0035651+0.0017062i,0.0037652+0.0011051i,0.0027044+0.0014554i,0.00084244+0.0016095i,0.00019453+0.002335i,-7.427e-05+0.0030723i,0.00082845+0.0019453i,0.0017349-0.00012785i,0.00074381-0.0015417i,0.0003421-0.0015706i,0.00074087-0.00050396i,0.00065734-0.0003344i,-0.00010149-0.00076743i,-0.00022708-7.5047e-05i,-2.2477e-05+0.00035632i,8.5329e-06+0.00021507i,-0.00037275-0.00051189i,-0.00039431-0.00069689i,-0.0001655+0.00057214i
-0.0015038-0.012567i,0.0008736-0.0099884i,0.0020475-0.0049466i,0.0013216-0.00014894i,0.0011063+0.0010593i,0.0014533-0.00064217i,0.0011396-0.0018509i,0.0012894-0.00091309i,0.0017449+0.00050907i,0.0021337+0.00077807i,0.0016725+0.00061092i,9.7989e-05-0.00012313i,-0.00087921-0.0009646i,-0.00066327-0.00095309i,-0.00063175-0.00049767i,-0.00077011-6.9941e-06i,4.0455e-05-0.0003977i,-0.00019928-0.00036673i,-0.0001019+0.00016141i,0.00095784-0.00033976i,0.00078821-0.00074798i,0.00017687-0.0004403i,0.00014354-0.00032098i
-0.010616-0.0038585i,-0.0084263-0.0062882i,-0.003365-0.0058414i,-0.0001414-0.0029938i,0.0015347-0.0010148i,0.0012774-0.0012918i,0.00019422-0.0017516i,0.00081226-0.0013868i,0.0023191-0.0016798i,0.0024855-0.0023783i,0.00097214-0.0025141i,2.2638e-05-0.0015911i,-0.00075578-0.00029734i,-0.0012555+0.00026975i,-0.00078996+9.0388e-05i,-0.00010748-4.8122e-08i,7.1068e-07-0.00032828i,0.00036012+0.00010695i,0.00071818+0.00077355i,0.00044803+0.00089295i,0.00015862-0.00013304i,0.00020362-0.00063555i,0.00024878-0.00069099i
-0.0086396+0.010118i,-0.010167+0.0077744i,-0.0073087+0.0033582i,-0.002439+0.0006344i,-0.0018438-0.00018028i,-0.0019869-0.00040058i,-0.00079045-0.00079574i,-0.00031465-0.0016796i,-0.00022055-0.0025652i,-0.00068873-0.0023009i,-0.0021552-0.00076865i,-0.0024396+0.00029732i,-0.0017262+0.00022794i,-0.00061168+0.00011248i,0.00055547+0.00064023i,0.0013887+0.00084606i,0.0013265+0.00058808i,0.00062941-0.00013188i,8.4582e-05-0.00065885i,-0.00051881-0.00022562i,-0.00072197-0.00027207i,-0.00072011-0.00096146i,-0.00054412-0.00074149i
0.0052317+0.0099377i,0.0020698+0.010236i,-0.0013547+0.0074834i,-0.0021726+0.0048451i,-0.0018359+0.0038177i,3.4731e-05+0.0031208i,0.00076452+0.002044i,-0.0004943+0.00053593i,-0.0019185-0.00047434i,-0.002878+0.00041515i,-0.0022315+0.0017296i,-0.0004129+0.001664i,0.00056336+0.00092143i,0.00079517+0.00074385i,0.00052288+0.00085771i,-0.00020722+0.00036175i,-3.4845e-05-0.00054922i,0.00052974-0.00045726i,0.00052669+0.00018311i,-0.00029829-0.00028131i,-0.0011904-0.0015284i,-0.00048622-0.001237i,0.00028557-0.0001932i
0.011979-0.0014398i,0.011951+0.0017905i,0.0075349+0.0043666i,0.0030904+0.0043728i,0.0018209+0.0039834i,0.0026892+0.0032743i,0.0024308+0.0017683i,0.0013994+0.0014177i,-0.00027306+0.0014243i,-0.0012099+0.0017368i,9.3741e-05+0.0023678i,0.0018069+0.0011924i,0.0019504+0.00041632i,0.00073195+0.00021513i,6.2329e-05-0.00079178i,-0.00013451-0.0010522i,-0.00025681-0.00044152i,3.6016e-05+3.4248e-05i,-0.0001093+0.00049426i,7.3004e-05+0.00022742i,0.00088593-0.000635i,0.00082895-0.00035821i,0.00045333+0.00054817i
0.0054234-0.013453i,0.0076487-0.010271i,0.0068303-0.0033745i,0.0048296+0.00049608i,0.00415+0.00098984i,0.0038394+0.00011463i,0.0021949-0.00035009i,0.00072207+0.00034044i,0.00065196+0.00080353i,0.0016063+0.0016864i,0.0022335+0.00069971i,0.0015067-0.0012789i,0.00043733-0.00098932i,-0.00034762+0.00017821i,-0.00039564+0.00015747i,-8.915e-05-0.00011612i,-0.00025892+0.00057188i,-0.00069634+0.00064103i,-0.00052523+4.0769e-07i,0.00050475-0.00014914i,0.00086909-0.00027502i,0.00066991-0.00035557i,0.00095497-9.8826e-05i
-0.0096807-0.0088607i,-0.007178-0.010323i,-0.0017552-0.0080577i,0.0013218-0.0038718i,0.0018189-0.00051355i,0.0021138-0.00117i,0.0017427-0.0029934i,0.0014034-0.0023401i,0.0027593-0.0016661i,0.0033839-0.0017893i,0.0018847-0.0014267i,0.00011545-0.0012776i,-0.00081002-0.00069466i,-0.0012494+0.00052255i,-0.00096155+0.00090484i,-0.00073541+0.00096828i,-0.00034112+0.00044247i,-0.00016209+0.00070554i,4.7046e-05+0.00096457i,4.4576e-05+0.00046066i,0.00019078+0.00026841i,0.00065116-0.00023158i,0.00021768-0.00084652i
-0.012668+0.0045548i,-0.012524+0.0018765i,-0.0074003-0.001798i,-0.001545-0.0026739i,0.0011472-0.0019184i,0.0010318-0.0011501i,-0.00014177-0.00049666i,-7.8559e-05-0.00086539i,0.00035369-0.002588i,8.9712e-05-0.0035127i,-0.0016161-0.0027779i,-0.0016011-0.0015258i,-0.00049301-0.0001627i,-0.00020538+0.00037708i,8.3755e-05+0.0010856i,0.00067804+0.0012512i,0.00054891+0.00076691i,-0.00014986+0.00040799i,5.9894e-05-0.0005701i,6.6858e-05-0.00086195i,-0.00091576-0.00043879i,-0.001183-0.00031301i,-0.00055984-0.00010609i
0.0028575+0.014001i,-0.00096843+0.012375i,-0.0027033+0.0047745i,-0.0016042-0.0018246i,-0.0013062-0.0031196i,-0.0027282-0.00065915i,-0.002445+0.0009813i,-0.0022817+0.00013145i,-0.0027833-0.0018507i,-0.0033417-0.0017669i,-0.0030037+0.00095258i,-0.001549+0.0027312i,-0.0011057+0.0022651i,-0.00064932+0.0012811i,0.00033812+0.00050449i,0.00047732-0.00040004i,3.8857e-05-0.00075897i,0.00026551-0.00054093i,0.00054625-0.00038537i,0.00028825-0.00033039i,0.00034475+0.00027619i,-0.00020243+0.00034212i,-0.00060699+5.4912e-05i
0.013772+0.0057384i,0.012843+0.0079229i,0.0076161+0.0068558i,0.0028525+0.0038615i,0.00031334+0.001712i,-0.00076423+0.00030355i,-0.00083378+0.00070113i,-0.00087553+0.001626i,-0.0021494+0.0014419i,-0.0023702+0.0018607i,-0.000867+0.0023249i,0.0003115+0.001757i,0.00052634+0.0005739i,0.00061819-0.00022572i,0.00053126+0.00033483i,0.00015255+0.00039259i,-0.00021616-0.00089214i,-0.00036405-0.0017237i,-0.00023915-0.0016579i,0.0003253-0.00080924i,-0.0003769+0.00041318i,-0.00059982+0.00039716i,0.00020691+0.00035948i
0.011702-0.011564i,0.012218-0.0088514i,0.0078402-0.0022638i,0.0033299+0.0026672i,0.0020444+0.0036297i,0.002702+0.0023227i,0.0027334+0.00093117i,0.0016372+0.00049591i,0.0010656+0.0017473i,0.0011583+0.003074i,0.0016517+0.0022788i,0.0019219+0.00050933i,0.00097523-0.00011504i,0.00040841+2.9517e-05i,-0.00014467+0.00021055i,-0.0010724+0.00034499i,-0.0011551+0.00025558i,-0.0012523-0.00022956i,-0.0012372-0.00041011i,-0.0013167+0.00030686i,-0.0011641+0.00055732i,-0.00059987+0.00065455i,-0.00043624+0.00016205i
-0.0047194-0.015022i,-0.001441-0.015023i,0.003077-0.0090016i,0.0052131-0.0028565i,0.0048861-0.00022294i,0.0041916+0.0003921i,0.0032066-0.00043123i,0.0031152-0.0011691i,0.0035061-0.00096593i,0.0037788-0.0011585i,0.0025577-0.0019761i,0.00057785-0.0021408i,9.2315e-05-0.0017901i,-0.0003389-0.0010577i,-0.00055336-1.9694e-05i,8.664e-05+0.0010686i,-5.8434e-05+0.0014844i,-0.00069609+0.0014813i,-0.00078224+0.00055038i,-1.8876e-05-0.00046129i,0.00027954+8.7235e-06i,0.00016443+7.6553e-05i,-0.0003669-0.00018395i
-0.016174-0.0014534i,-0.015517-0.0045204i,-0.0081248-0.0069755i,-0.0011106-0.0058242i,0.0021686-0.0032778i,0.0019948-0.0031022i,-0.00015484-0.0031588i,-0.0011469-0.0024666i,0.00025035-0.0029996i,0.0010315-0.0033415i,-0.00044892-0.0027701i,-0.001098-0.00066602i,-3.5301e-05+0.0011678i,0.00094587+0.00063656i,0.001011+0.00029487i,0.00072519+0.00084139i,0.00087376+0.00040457i,0.0010528+0.00030879i,0.00080911+0.0008372i,0.00031897+0.00045459i,0.00036679-1.7908e-05i,0.00069067-0.0004768i,0.00041871-0.00071286i
-0.0090201+0.014873i,-0.011916+0.013871i,-0.010267+0.0065746i,-0.0044279+2.2099e-06i,-0.00094887-0.0016236i,-0.0017316-0.00098615i,-0.0032865-0.00079411i,-0.003404-0.00083555i,-0.0026221-0.0017059i,-0.0027162-0.002193i,-0.0025791-0.00046861i,-0.0012438+0.0011105i,-0.00056662+0.0012058i,3.7515e-07+0.00060648i,0.00099047-0.00047321i,0.00052693-0.001401i,0.00010238-0.0016899i,0.00043121-0.00069914i,-4.2744e-05+0.00010691i,-0.00075229+0.00014772i,-0.00088426-0.00055257i,-0.00066579-0.00068319i,-0.0002456-0.00043834i
0.0098497+0.012368i,0.0074947+0.013977i,0.0018125+0.012089i,-0.0012173+0.0069885i,-0.0015125+0.0029646i,-0.0012294+0.0015734i,-0.00099632+0.0019596i,-0.0015228+0.001894i,-0.0022191+0.0012011i,-0.0025853+0.0019854i,-0.0019825+0.0027866i,-4.3425e-05+0.0014939i,0.00076973-0.00016012i,-6.5977e-05-0.00070487i,-0.00046879-0.00021131i,-4.8044e-07+0.00017709i,0.00010477-0.00048126i,-0.00058924-0.00078138i,-0.0015672-0.00031471i,-0.0014734+0.00027033i,-0.0010678+0.00062531i,-0.0010549+0.0001725i,-0.00081488+0.00018429i
0.01952-0.0082316i,0.020156-0.0048701i,0.013014-2.3259e-05i,0.0041418+0.0019316i,0.00053061+0.002356i,0.00087346+0.0028019i,0.0018329+0.0025667i,0.0016743+0.0026684i,0.00076638+0.0035206i,-2.0615e-06+0.0037142i,0.00095574+0.0029626i,0.0014847+0.0016573i,0.00043243+0.00050779i,-0.00020843+0.00019095i,-0.00012002+0.00020885i,0.00013654+1.6809e-05i,-0.000356+8.5898e-05i,-0.001508-0.00036498i,-0.001458-0.00082695i,-0.00084838-0.00024692i,-0.00041743+0.00029275i,-0.0003467-0.00029898i,7.5418e-05-0.00041332i
0.0014646-0.017452i,0.003654-0.018332i,0.0059465-0.011532i,0.0052202-0.0025019i,0.0037634+0.0020158i,0.0044907+0.0021718i,0.0037301+0.00041603i,0.0021455+0.00017135i,0.0019167+0.00080486i,0.0022884+0.00028045i,0.0016374-0.00030813i,-0.00016977-0.00065027i,-0.00081467-0.00054376i,0.00025588+0.00050135i,0.0002911+0.00087311i,6.3113e-05+0.00085839i,0.00030173+0.00087168i,-0.00033932+0.0008962i,-0.00041883+0.0008332i,0.00030528+0.00024812i,0.00086531-0.00010028i,0.001242-0.00028499i,0.0011531-0.00071046i
-0.016109-0.0099623i,-0.01559-0.012278i,-0.0084273-0.011708i,-0.00072803-0.0059869i,0.0024417-0.0013875i,0.0031722-0.0016172i,0.0017839-0.0023629i,0.0003851-0.0019924i,0.0012965-0.0021947i,0.0012242-0.0030408i,-0.00016595-0.0025444i,-0.0010568-0.0010391i,-0.00065768-0.00052245i,-0.0003301+1.1468e-05i,-0.00034234+0.00019024i,0.00030551+0.00034273i,0.00058367+0.00052799i,0.00035968+0.00087593i,5.0076e-05+0.00081186i,-0.00029522+0.00034364i,0.00017909-0.00010585i,0.00070827-0.0005978i,0.00042538+0.00026919i
-0.015345+0.011528i,-0.017335+0.011627i,-0.012784+0.006699i,-0.0043522+0.0010901i,0.00025033-0.0018699i,0.00063605-0.0026343i,-0.00040607-0.002559i,-0.0010544-0.0027475i,-0.0013364-0.0027818i,-0.0022652-0.0023797i,-0.0026062-0.0005808i,-0.0020353+0.00085638i,-0.00098243+0.00049401i,-0.00035213+5.4427e-05i,-0.00017387-0.00031224i,0.00028388-0.00064724i,0.0010265-0.00035045i,0.0018517-0.00035504i,0.0016939-0.00037336i,0.00040661-0.00040969i,-0.00033674-6.7625e-05i,-0.00060449-0.00017192i,-0.0011045-0.0002427i
0.0035214+0.018469i,0.0018365+0.019839i,-0.0020989+0.013572i,-0.0022264+0.0060136i,-0.00052619+0.001429i,-0.00065364-0.0002725i,-0.0019007-6.442e-05i,-0.0023505+0.00033465i,-0.0031461+0.00074389i,-0.003624+0.0015398i,-0.00241+0.0024426i,-0.00024821+0.0018646i,0.00090062+0.00080016i,-3.0344e-05+0.00066804i,-0.00063092-0.00024381i,0.00043543-0.0014387i,0.00076353-0.0017008i,0.00028411-0.0015679i,-6.1004e-05-0.001243i,-0.00021803-0.00079412i,-0.0002274-0.00055242i,-0.00021823+0.00011562i,-0.00045075+0.0004812i
0.020834+0.0033641i,0.021868+0.0058897i,0.014486+0.006843i,0.0059998+0.0047159i,0.0015419+0.0024727i,-0.00011852+0.0018738i,-0.00018275+0.0018734i,-0.00071567+0.001748i,-0.0017696+0.0022568i,-0.00077168+0.0031182i,0.00070264+0.003141i,0.001007+0.0019865i,0.0011483+0.00091717i,0.0012156+0.00086702i,0.00016151+0.0010546i,-0.0011741+0.00037021i,-0.00097415+0.00011627i,-0.00068544+0.00039718i,-0.0010069+0.0001427i,-0.0010551-0.00037227i,-0.001458-7.8735e-05i,-0.0010773+0.00036578i,-0.00027731+0.00013642i
0.013209-0.01706i,0.015313-0.018623i,0.013715-0.011696i,0.0076988-0.0044647i,0.0025752-6.2193e-05i,0.0018423+0.0015834i,0.001887+0.0011652i,0.0012532+0.0012178i,0.0016071+0.0018127i,0.0021677+0.001528i,0.0016441+0.0007289i,0.00077591+4.2864e-05i,0.00012788+0.00014665i,-1.6406e-05+0.00070868i,5.0255e-05+0.00088953i,0.00035853+0.00058215i,0.00023591+0.00014492i,-0.00045112+4.8557e-05i,-0.00054208+3.4633e-05i,-0.00032033+0.00031035i,7.3426e-06+0.00069649i,4.8907e-05+0.00063939i,0.00023846+0.00028074i
-0.0098596-0.017559i,-0.0097224-0.021244i,-0.0041919-0.016592i,0.00098093-0.0070168i,0.0022532-0.00065362i,0.0026153-0.00014871i,0.0017965-0.003666i,0.00049141-0.0050434i,0.00050899-0.003609i,6.4543e-05-0.0027927i,-0.0012023-0.0013282i,-0.00086474+0.00022475i,0.00055952+0.00070488i,0.00099457+0.00032715i,0.00061816-0.00038119i,-0.00052958-0.00027642i,-0.00083153+0.00042975i,4.0961e-05+0.0011141i,0.00061774+0.0006823i,0.00052249+0.00047112i,0.00041319+0.0011875i,0.00092907+0.0013042i,0.0011727+0.00024354i
-0.020921+0.0042073i,-0.02293+0.0056036i,-0.016751+0.0022399i,-0.0059596-0.00012326i,0.001543+0.0009716i,0.0033253+0.00055783i,0.0018029+0.0006137i,0.0022499-0.00011058i,0.0033532-0.0020267i,0.0028781-0.0028699i,0.0014657-0.0020411i,0.00035265-0.00094672i,-0.00010657-0.0013072i,-0.0005082-0.0017193i,-0.00049025-0.00091736i,0.00076125-0.00030946i,0.0015272+1.5467e-05i,0.0013058+0.00025393i,0.0012909-0.00015316i,0.0012172-0.0003289i,0.00051551-0.0001832i,0.00014944-0.00076195i,0.00087783-0.00088777i
-0.0049841+0.018312i,-0.0058823+0.021788i,-0.0066995+0.015358i,-0.0045355+0.0060064i,-0.0011094+0.0014806i,-0.00051495+0.00011551i,-0.0014706+0.0001571i,-0.0016103-0.00058214i,-0.0014618-0.0019303i,-0.0021775-0.0016358i,-0.0023014-0.00043547i,-0.00066048-0.00018342i,1.882e-05-0.00048364i,-0.00091617+4.1681e-05i,-0.0015569+0.001107i,-0.0012034+0.00039342i,-0.00041069-0.00040281i,-0.00021381-0.00053888i,-0.00042705-0.001044i,0.00029651-0.00092413i,0.0003708-0.00046679i,-3.3119e-05+5.6623e-05i,-0.0001505-1.6033e-05i
0.017257+0.01245i,0.02015+0.014861i,0.014371+0.01483i,0.0062841+0.0099624i,0.0027721+0.0053852i,0.00096027+0.0030845i,-2.6081e-05+0.002875i,-0.00085051+0.0029196i,-0.0015482+0.0026863i,-0.00066323+0.0028922i,0.00060637+0.0025744i,0.00088438+0.0014939i,-0.00046414+0.00046981i,-0.0013736+0.00033134i,-0.0011791+0.0010841i,-0.00048627+0.0008768i,0.00020252-0.00034571i,-5.3652e-05-0.0011452i,-0.00034231-0.0012165i,-0.00060691-0.00039613i,-0.00097106+0.00030665i,-0.00082517+0.00038902i,-0.00058573+0.00066229i
0.018528-0.010062i,0.02159-0.01178i,0.018541-0.0070757i,0.011178-0.0012601i,0.0059477+0.00085251i,0.0031918+0.001076i,0.0019406+0.0019305i,0.001774+0.0028869i,0.0011821+0.0033051i,0.0014076+0.0027062i,0.0020561+0.0012287i,0.0011289+0.00016673i,0.00022676+0.00086567i,9.6891e-05+0.0012238i,-0.00026879+0.00016018i,-0.00064839+0.00027894i,-0.001161+5.439e-05i,-0.0016916-0.0011684i,-0.0015181-0.001381i,-0.0010154-0.00036815i,-0.00057378+0.00038825i,-2.3083e-05+0.00043258i,0.00056268+0.00068938i
-0.00049226-0.022538i,-0.0019634-0.027208i,0.0013703-0.022239i,0.0030879-0.011578i,0.0018621-0.004616i,0.00055729-0.0024465i,0.0012279-0.001093i,0.0027879+0.00043833i,0.0037278+0.00042883i,0.0032764-0.00054458i,0.0014801-0.0012937i,0.0008314-0.00063252i,0.00071932-0.00037367i,0.0014346-0.00044737i,0.0012689-5.1997e-05i,0.00040264+0.00031062i,-7.4523e-05+0.0010715i,-0.00054359+0.0017771i,-0.00057663+0.0021723i,-0.00017291+0.001259i,0.00064625+2.5681e-05i,0.001488-0.00029636i,0.0015072-0.0004809i
-0.021608-0.0057528i,-0.025467-0.0067601i,-0.019699-0.0067933i,-0.0094464-0.0038385i,-0.0017914+8.3416e-05i,0.0014192+0.00071481i,0.0017304-0.0016676i,0.0017306-0.0025534i,0.0012846-0.0029444i,0.00073187-0.0026997i,0.0001621-0.0014822i,1.488e-05-0.00073708i,0.0004136-0.00067983i,5.5e-05-0.00093568i,-0.00048416-0.00096165i,-0.00016057-0.00072463i,-5.6576e-05+0.0001914i,0.00017134+0.00085736i,0.0012569+0.0010982i,0.0011439+0.0015028i,0.00090308+0.0010734i,0.00074106+0.00056805i,-0.00016467+0.00022721i
-0.014375+0.015623i,-0.016147+0.020275i,-0.014864+0.016883i,-0.0088728+0.0088445i,-0.0021+0.0029608i,0.00035882+0.00045137i,-0.00040375-0.0012976i,-0.0012946-0.0024666i,-0.0014814-0.0024663i,-0.0018947-0.0017842i,-0.0015921-0.00058782i,-0.00033442+2.7413e-05i,0.00053624-8.4981e-05i,1.3921e-05-0.00023024i,-0.00040898-0.00033294i,-0.00015575-0.00020732i,3.5697e-05-0.00038014i,0.00015374-0.00096943i,0.00077456-0.00086847i,0.00079108-0.00062201i,0.00078469-0.00027327i,0.00061126-0.00037243i,0.00010825-0.00086648i
0.011746+0.018523i,0.01579+0.022681i,0.011901+0.020068i,0.0055602+0.011196i,0.0019821+0.0044013i,0.00063629+0.0019989i,-0.00075575+0.0014198i,-0.0015583+0.0011586i,-0.0017926+0.0012113i,-0.0017415+0.0016269i,-0.00085346+0.0014003i,5.7533e-05-0.00024151i,0.00020834-0.00028664i,-0.00038848+0.00070233i,9.402e-06+0.00052817i,0.00090624+0.00026128i,0.00078207+9.109e-05i,0.00030352-0.00089235i,0.00029311-0.0011883i,0.00036399-0.00018487i,-0.00026512-1.0543e-05i,-0.00081655-0.0002104i,-9.1854e-05-7.2495e-05i
0.021799-0.0014206i,0.026595-0.0042367i,0.022934-0.0015646i,0.014405+0.001794i,0.0067935+0.0016175i,0.0033198+0.00034226i,0.0019809+0.00097171i,0.0004003+0.0021836i,-0.00049938+0.0023243i,-0.00012073+0.0025349i,0.00039488+0.001338i,0.00022384-0.00091015i,-0.00022451-0.00085467i,-0.00027964+0.00061114i,0.00017507+0.00084961i,0.00045552-8.1169e-05i,-0.00012135-0.0010556i,-0.0012215-0.001289i,-0.001788-0.00064892i,-0.00162+0.0005317i,-0.0013334+0.0013098i,-0.00040302+0.0012022i,0.0004039+0.00043588i
0.0066225-0.021356i,0.0064332-0.027572i,0.0079691-0.022321i,0.0071729-0.011231i,0.004193-0.0033745i,0.0031947-0.0010617i,0.0034662-0.00046506i,0.0026355-0.00016476i,0.0016727+0.00061802i,0.0017024+0.0010075i,0.0010064+0.00034718i,-0.00019182-0.0004617i,-0.00024606-0.00047119i,9.9071e-05-8.845e-05i,-9.7159e-05-0.00017494i,-0.00015452-0.00027018i,0.00027177-0.00039899i,0.0001523-0.00046688i,-0.0011288-0.00017903i,-0.0016353+7.2672e-05i,-0.00084145+0.00068226i,-0.00038839+0.00037247i,-0.00021697-0.0010294i
-0.016751-0.014181i,-0.023538-0.015657i,-0.018683-0.013643i,-0.0086252-0.0083267i,-0.0029571-0.0028316i,7.4967e-06-0.0008757i,0.0015872-0.00099471i,0.0022201-0.00059051i,0.0029065-0.0008571i,0.0019141-0.0011018i,-0.00037203-0.0012092i,-0.0017165-0.00097761i,-0.0022469-0.00019864i,-0.0017604+0.00045275i,-0.0014304+0.00050348i,-0.0016242+0.00018606i,-0.00052455+3.4731e-05i,0.00018668+1.9951e-05i,0.00058247-0.0002049i,0.00096061+0.00017326i,0.00088123+7.7827e-05i,0.0011271-0.00029801i,0.00099883-0.00022012i
