-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
0.0021517+0.00025736i,0.0029539+0.00052936i,0.0029997+0.0013535i,0.0021186+0.0010642i,0.0013718-0.000763i,0.00086062-0.0015513i,0.00091243-0.0003354i,0.0008708+0.00026091i,1.2877e-05-0.00043291i,-0.00050722+4.2251e-05i,-0.0006165+0.00078698i,-0.0005489+0.00071006i,-0.00035784+0.0004174i,1.9541e-05+0.00084319i,-0.00019963+0.00035357i,7.9114e-05+5.8479e-05i,5.8586e-05+0.0010587i,-0.00042453+0.0013808i,-0.0001722+0.00050109i,0.00029233-0.00035562i,0.00045039+9.7298e-05i,0.00073687+0.00047276i,0.00041352+0.00017999i
-0.00092061+0.0015733i,-0.0013675+0.00061205i,-0.0012985+0.00024323i,-0.00030299-0.00010454i,0.00053737-0.0010277i,0.00061595-0.0015026i,0.00032066-0.00091555i,-9.8896e-05-0.00024916i,-0.00016936-0.00031725i,0.00014413-0.00083414i,0.00020967-0.00071192i,0.00046182-0.00026628i,0.00036075-3.9983e-05i,-0.00021013+0.00012527i,-0.00057574+0.00029215i,-0.00057224+0.00015899i,-0.00042394-0.00024658i,-0.00026376-0.00068347i,-0.00033837-0.00047381i,-0.00015256+0.00017575i,0.00018518+0.00013044i,8.1502e-05-0.00028157i,-7.2511e-05-0.00041343i
-0.00062108-3.0272e-05i,-9.3531e-05-0.00026324i,0.0013956+0.00032955i,0.0016028-0.00070694i,0.0015829-0.0014686i,0.0010897-0.0012122i,0.00053991-0.00033499i,0.00026123+0.00026351i,0.00014336+0.00015819i,0.00024825-0.00041069i,0.00012748-0.0010516i,-1.9972e-06-0.0011057i,-0.00089504-0.00030953i,-0.0013449-0.00033732i,-0.00078525+5.6203e-05i,-0.0002429+0.00059841i,-0.00012592+0.00092682i,-0.00059294+0.0005406i,0.00021387-0.0003462i,0.00067632-0.00028754i,0.00049103-0.0002029i,0.00039337-0.00019211i,-0.00027387-4.1525e-05i
-0.0010526-0.00047759i,-0.00051069-0.0010359i,-0.0006806-0.00094065i,-0.00075643-0.00013885i,-0.00081588-0.0002681i,-0.0011446-0.00067697i,-0.00091161-0.00020279i,0.00035372+0.00021116i,0.00088018-0.00056812i,0.00018664-0.00091404i,-0.00010877+8.0509e-05i,4.9416e-05+0.00040752i,0.00044303-0.00021179i,0.00053828-0.00064891i,0.00057075-0.0004686i,-0.00012326-0.00056891i,-0.0011004-0.00066982i,-0.00090578-0.00089023i,-0.00045112-0.00050854i,-0.00045795+0.00016389i,0.00034911+0.00017687i,0.00039848+0.00076124i,-0.00066621+0.0012302i
0.00025725-0.00036526i,0.00066632-0.00038411i,0.00075456-0.00028979i,0.0014837-0.0017475i,0.0018163-0.0019083i,0.0012836-0.00088139i,0.00017127-0.00098528i,-2.3322e-05-0.00068292i,-0.00028081-0.00055879i,-0.0008324-0.00078527i,-0.00013601-0.00057714i,0.00018053+3.0173e-05i,-0.00027859-0.00019463i,0.00027629-0.00019315i,0.00049348-0.00045973i,-0.00027406-0.0010688i,-0.00061478-0.00067939i,-0.00062916-7.2868e-05i,0.00018586+7.5362e-05i,0.00061343+0.00010907i,8.1805e-05-0.00020545i,-0.0007294-0.00071676i,-0.0013891-0.00060886i
0.0025136-0.00059156i,0.0023343+7.0505e-07i,0.0012295+0.00011015i,0.00052122-0.0005533i,-0.00041732-0.0010161i,-0.00092392-0.0015669i,-0.00031891-0.001441i,0.00052761-0.0015444i,0.00066243-0.0016571i,-0.00044748-0.00090047i,-0.0012925-0.0004301i,-0.0010057-0.00018457i,-0.0009757+5.5447e-05i,-0.0013067-0.00014493i,-0.00091767-0.00037943i,0.00011621-0.000385i,2.0938e-06-9.5739e-05i,-0.00035988-0.00019062i,-0.00041563-3.4835e-06i,-0.00018017+0.0002525i,6.216e-05-0.00020805i,0.00049889-0.0013804i,0.00074527-0.0016625i
0.00042564+8.0983e-05i,-5.018e-05-0.00034514i,0.00038518-0.00090589i,0.0011752-0.0016626i,0.0011666-0.0015302i,-0.00015766-0.0004674i,-0.0006595+0.00028407i,-0.00010121-8.7341e-05i,-0.00025986-2.7194e-05i,-0.00046987-0.00011673i,5.5423e-05-0.0002996i,0.00055123+0.00093869i,3.8159e-05+0.0014994i,-0.0009149+0.0009122i,-0.00096801+0.00028796i,-0.0005113-3.8542e-05i,-0.00057157+0.00014534i,-0.00033939-6.1922e-05i,-4.0265e-05-0.00084539i,1.979e-06-0.00043481i,-0.00048308+0.00022447i,-0.0008983+0.00017006i,-0.00054645-0.00015583i
-0.00026879-0.00011801i,0.0013029-3.3286e-05i,2.8877e-05+8.9375e-05i,-0.00038991-0.0015393i,0.00021139-0.0019907i,0.00035332-0.002016i,0.00030541-0.0015904i,0.00038945-0.00061982i,-0.00018249-0.00069398i,-0.00097298-0.00046782i,-0.00020043+0.00029786i,0.00097269+0.00030576i,0.00019412-0.00031951i,-0.00070294-0.00037711i,-0.00054134+1.1844e-05i,-0.00046266+0.00027227i,-0.00011235+0.0011705i,0.00027206+0.0019668i,-0.00012419+0.0015134i,-0.00049341+0.0010683i,-0.00033539+0.00078314i,0.00019875-0.00013683i,0.00012569-0.00075423i
-4.4798e-05+0.0015701i,0.00014442+0.0019763i,0.0013947+0.0017235i,0.0022973+0.0010022i,0.0023696-8.7618e-05i,0.0020102-0.00028974i,0.0011229+2.414e-05i,0.00061765+0.00012202i,0.00029073+0.00050163i,-0.00065291-1.8898e-05i,-0.0014238-9.8643e-05i,-0.00094143+3.7609e-05i,-0.00029939-0.00018048i,-0.00032696+0.00063257i,-0.00071425+0.0010548i,-0.00063785+0.00033367i,2.652e-05+0.00050841i,0.00074066+0.0006099i,0.00077011+0.00055153i,0.00011988+0.00027783i,-5.9784e-05-0.00029612i,0.00047663-1.7912e-05i,0.00070386+0.00014483i
0.00033556+0.00042133i,-0.00090719-0.00057291i,-0.00054509-0.0022142i,0.00024581-0.0018801i,0.00041183-0.0011729i,0.00047944-0.0010472i,0.00016209-0.00035881i,0.00034173+0.00017631i,0.0011045-0.00031418i,0.00052581-0.00062807i,-0.00027026-1.0587e-05i,-0.00046317+1.9085e-05i,-0.00086139-0.00024124i,-0.00062266-6.7942e-05i,-0.00040665-0.00020581i,-8.8012e-05-0.00069866i,0.0011335-0.00033745i,0.0011976+2.2832e-05i,0.00016399-0.0001936i,0.00019657-0.0004376i,0.00011881+0.00039705i,0.00017293+0.000542i,0.0005614-0.00024303i
0.0016718-0.00025258i,0.0014488+0.00024348i,0.0016515-0.00042265i,0.00078654-0.0018043i,0.00049551-0.0017148i,0.0005444-0.00012525i,0.00017097+0.0003223i,0.00027879-0.00038913i,0.00016403-0.00081565i,-0.00080042-0.00057849i,-0.00075415-0.000906i,-0.00022272-0.00070264i,-5.4151e-05-0.00026453i,0.0005987-0.00026336i,0.0011019-0.0010845i,0.00032495-0.0011013i,-0.00044506+0.00016682i,-0.0003143+0.00053861i,-0.00027173+0.0001446i,0.00019655-0.00046335i,0.0011413-0.00045578i,0.00091285-0.00043957i,0.00014902-0.00060999i
0.0015471+0.0014137i,0.0017864+0.00046301i,0.0020566-0.001931i,0.0021166-0.0031762i,0.0014202-0.0035699i,-0.00027863-0.0032178i,-0.0011475-0.0019288i,-0.00017874-0.00042081i,0.00014655-0.00015567i,-0.00063561-0.00078775i,-0.00088942-0.00017806i,-0.00094486+0.0013394i,-0.00073316+0.0015984i,-0.00041225+0.00092937i,-0.00058775+0.00010091i,-0.00078359+0.00037247i,-7.5314e-05+0.00056217i,7.4317e-05-0.00023805i,7.1269e-05-0.00063626i,0.0005369+5.4715e-05i,0.00051765+0.00024436i,0.00012179+0.00013843i,-0.0001527+9.0541e-05i
-0.0025108+0.0010797i,-0.0015752+0.0012126i,-0.0015148+0.0012083i,-0.00046938+0.000331i,0.0015927+0.00012879i,0.0025428+0.0004345i,0.0020443+0.00076938i,0.00040104+0.00090808i,-0.00049528+0.00057952i,0.00019337+0.00052375i,1.6589e-05+3.7216e-05i,-0.00096437-0.00032213i,-0.001293-8.817e-05i,-0.00052689-0.00045877i,-2.2064e-05-0.0010132i,0.0005318-0.00072181i,0.0004022-0.00010834i,-0.00014288-0.0002962i,-2.3381e-05-0.00036478i,6.8772e-05-0.00012103i,-6.8566e-05-0.00021628i,0.00057613-0.00051346i,0.00058778-0.00035853i
0.002625-0.00064768i,0.0028506-0.00031262i,0.0032188-0.00032824i,0.0022063-0.0015733i,0.00079208-0.0026277i,-0.00061867-0.0016779i,-0.00076365-0.00055135i,-0.00029406-2.5554e-05i,0.00033879+0.00021982i,0.00053888-5.1197e-05i,-2.3533e-05-0.00010209i,-5.1575e-05+0.00024179i,0.00034606+8.4149e-05i,-8.3634e-05-4.2799e-05i,-0.00028984+0.0002121i,-0.0003363+0.00059341i,-0.0011693+0.00076274i,-0.0011999+0.0007687i,-0.00027266+0.00076169i,0.00043814+0.00081079i,3.2307e-05+0.00086026i,-0.00028737+0.00035053i,0.00019579-0.00043832i
-0.0012818+0.00035092i,-0.00071323-0.00029695i,-0.00044241-0.00035006i,-0.0012398-0.0015401i,-0.00054511-0.0026672i,0.00021613-0.0023364i,0.00039952-0.0018937i,0.00085788-0.0012983i,0.0013428-0.00056797i,0.0012507+7.5253e-05i,0.00039213+0.00058507i,-0.0008025+0.00071023i,-0.001651+0.00027712i,-0.0015151-0.000224i,-0.00058526-0.00018191i,-0.0002964+0.00016287i,-0.00043325+0.00015254i,-0.00029489+0.00042324i,-5.1152e-05+0.00067734i,-0.0001881+0.00051239i,-7.803e-05-0.00033943i,0.00033726-0.00044205i,-0.00021131+0.00062209i
-0.0012253-0.00034143i,0.00061229+0.00017571i,0.00051131+0.0014199i,0.00024987+0.0016824i,0.0011232+0.00078578i,0.00077312-7.5117e-05i,-0.00051702+0.00016446i,-0.00039066+0.00041835i,0.00037797+0.00067723i,-4.9527e-05-0.00012921i,-0.00047917-0.0011214i,-0.00026517-0.0010116i,-0.00065995-0.00013793i,-0.00067609+0.00013269i,-0.0003477-0.00022499i,-0.00064892-0.00027109i,-0.00093733-0.00028066i,-0.00036463-0.00028275i,-7.9754e-05+0.00017088i,-5.6741e-05+0.00040784i,0.00049331+0.00012935i,0.00043492-8.3414e-05i,0.00045499+0.00070884i
-7.0351e-05+0.001023i,-0.00066719+0.00017007i,-0.00057952-0.00060508i,0.00048795-0.00080997i,0.00046246-0.00092104i,-0.00037225-0.0005037i,-0.00076389+0.00058447i,-0.00058935+0.0010143i,-6.2976e-05+0.00029829i,-0.00021435-0.00089989i,-0.00096447-0.0012911i,-0.00087987-0.0008463i,-0.0003481-0.00028647i,-5.1386e-05+9.3288e-05i,-0.00025345-0.00022364i,-0.00028611-0.00069385i,-0.00046043-0.00062473i,-0.00088141-0.00060929i,-0.00039687+5.3556e-05i,0.00045044+0.00055244i,0.0010371+0.0005574i,0.00057505+0.00075313i,-0.00050817+8.0521e-05i
0.00023789+0.00026503i,0.00052242-0.00036651i,0.00023711-0.00037725i,0.00088773-0.00089976i,0.0013095-0.00084618i,0.00098113-0.0002518i,0.00097131+0.00065211i,0.00050381+3.5048e-05i,0.00058287-0.0012589i,0.00078243-0.00069353i,0.0009376-0.00057225i,0.00081114-0.00067423i,5.5579e-05-0.00011505i,-0.00085386+1.2206e-05i,-0.0013959-0.00055847i,-0.0010985-0.00048087i,-0.00091226+0.00042368i,-0.000717-0.00015701i,-0.00040189-0.00047397i,-0.00041445+0.00025907i,-1.7514e-05+0.00017388i,0.00019842+0.00060635i,0.00012023+0.00071209i
-0.00081428+0.0029095i,8.5178e-05+0.0037488i,0.00081446+0.0022162i,0.00090123+0.00057891i,0.0011419-0.0009588i,0.00060083-0.0011311i,0.00078117-0.00010714i,0.0010574+0.0007502i,0.0005387+0.0010951i,-9.0546e-05+0.00017502i,-8.1326e-05-0.00052615i,0.00020461+0.00012749i,-0.00055879+0.00052694i,-0.00080249-5.1515e-05i,-0.0004406-0.000369i,0.00029779+3.5873e-05i,0.00055766+0.00080964i,-7.3533e-05+0.00048434i,-0.00028785-0.00050187i,0.00015945-0.00063361i,0.00052329-0.00031687i,0.00073751-0.00016739i,3.8948e-05-0.00010375i
-0.0024189-0.00031237i,-0.0029208-7.9577e-05i,-0.0014465+0.00023094i,0.00034127+0.00015947i,0.00069094-7.8298e-06i,0.00060372-0.00049456i,0.00044208-0.00042804i,0.00054155-0.00034983i,0.00085341-0.00057588i,0.00042919-0.00051795i,5.0258e-05-0.00058931i,-0.0011348-0.00038219i,-0.0018366-0.00019243i,-0.0010011+0.0004153i,1.3495e-05+0.00089189i,0.00011755+4.0624e-05i,6.1698e-05-0.00049526i,0.00035509+0.00010417i,0.00067668+0.0010472i,0.00058605+0.0011853i,0.00032865+0.00098339i,-0.00041574+0.00072409i,-0.00050005-0.00027296i
0.0030173+0.00015472i,0.0030502-0.00051766i,0.0018242-0.00074531i,0.00056972-0.0014265i,0.00023194-0.0023627i,0.00036399-0.0012889i,0.00028209+0.0002066i,0.00043736+0.00066836i,0.00063004+0.00056799i,-0.00022862-0.00010838i,-0.0011154-2.5981e-05i,-0.0014771+0.00020149i,-0.0012513+0.00011289i,-0.00073936+4.5955e-05i,-0.0004377+0.0001428i,-0.00047227+2.3572e-05i,-0.00035316-0.00015772i,-8.6969e-05+3.3924e-05i,-2.9407e-05+8.4633e-05i,0.00010028-0.00035921i,0.00021723-0.00034882i,0.00071911+4.0827e-05i,0.00042723+0.00029573i
0.0012542+0.001887i,0.0016054+0.0019015i,0.0016657+0.00072024i,0.0009464-0.0015666i,0.0010737-0.0028631i,0.00083827-0.002977i,-0.00056354-0.0015913i,-0.0009099+7.3859e-05i,0.00015488+0.00016627i,0.00039396-0.00058028i,-0.00077458-0.0009175i,-0.0013742-0.00057113i,-0.00075872+0.0003584i,-0.0012528+0.00066149i,-0.0018361+5.3549e-05i,-0.00088019+0.00034977i,0.00061597+0.00064965i,0.00068101+0.00060746i,0.00033146+0.00081565i,0.00033489+0.00021114i,0.00019852-4.2621e-05i,0.00052798+0.00061093i,0.00059735+0.00077343i
0.00032377+0.0014266i,0.0020527+0.00047641i,0.0038054+0.0002775i,0.0038083-0.00014758i,0.002886-0.0014735i,0.0015023-0.0019915i,0.00026425-0.00090493i,0.00011984-0.00012844i,0.00022004-0.00073882i,-0.00013109-0.0014162i,-0.00044917-0.00094754i,-0.0011633+1.5341e-05i,-0.0012459-1.667e-05i,-0.00023579-0.00049438i,3.7425e-06-0.00092635i,-7.2464e-05-0.0014693i,-0.00060119-0.0014492i,-0.00038002-0.0002925i,0.00043548-0.00012765i,0.00059149-0.0011325i,0.00065084-0.00076989i,0.00057214+4.6094e-07i,0.00080252+0.00046254i
0.0013885+0.0024962i,0.0023462+0.0029107i,0.0028098+0.0024025i,0.0020901+0.000743i,0.00088399-0.0012625i,-9.2855e-05-0.0013254i,-0.00071293-0.00030617i,-0.00018882+0.00016056i,0.00014186+0.0001783i,-0.00069542-0.00019499i,-0.0013951-0.00089699i,-0.00084743-0.00064479i,-0.00049674+0.00095911i,-0.00092806+0.0012299i,-0.00087655+0.00046408i,-0.0006931+7.8825e-05i,-0.00044542-0.00031433i,0.00051442-0.0003973i,0.00018736-0.00020465i,-0.00024194+4.7928e-05i,-0.00030938+0.00014636i,-0.000234-0.00038887i,9.2034e-05-0.0010362i
-0.0012632+0.0025884i,-0.00078072+0.0017603i,0.0011064+0.0014502i,0.0029748-2.0295e-05i,0.0034919-0.0021875i,0.0019695-0.0030387i,0.0012714-0.0014584i,0.001073-0.00063031i,0.00037782-0.00059228i,-0.00013251-0.00016195i,-0.00041237+1.752e-05i,-0.00068122+0.00028058i,-0.00082581+0.00056597i,-0.00055142+0.001001i,-0.00051812+0.00077539i,-0.0010176-0.00039247i,-0.00087135-0.001161i,-0.00016967-0.0011793i,0.00010259-0.0010874i,-0.00030969-0.00040425i,-0.0004711+0.00025508i,-0.00020053+0.00025108i,0.00016864+0.00065513i
0.0022079-0.00074219i,0.002687-0.00027577i,0.0025011-0.00084373i,0.0013175-0.0018108i,5.5008e-05-0.0017868i,-0.00031912-0.0016265i,2.9587e-05-0.0014398i,0.00075525-0.00086036i,0.0011066-0.00011971i,8.9062e-05-0.00085377i,-0.0011053-0.0009976i,-0.00064077+8.2058e-05i,0.00054627+0.00061086i,0.00016174+0.00070404i,-0.00033472-0.00049151i,-0.00018532-0.00085439i,-0.00043318-0.00050396i,-0.00053971-0.00079288i,-0.00010001-0.00078899i,0.00062345-0.00012385i,0.00095562-0.00014616i,0.00075277-0.00064041i,-0.0004242-9.083e-05i
-0.0011631+0.0015244i,-0.00119+0.0013944i,0.00029902+0.00033357i,0.0017211-0.00074553i,0.0012438-0.0013268i,0.00041023-0.0013174i,0.00030108-0.00069789i,8.8054e-05-0.00053295i,-0.00010302-0.000982i,0.00045937-0.00093504i,-0.00017313+0.00059315i,-0.0010979+0.00089429i,-0.00084476-0.00019475i,-0.00054881+0.00013561i,-0.00049678+0.00042989i,-0.00076555-0.00055148i,-0.0012698-0.00096059i,-0.0015788-0.00046234i,-0.0012228-0.00059181i,-0.000389-0.00071825i,0.00032457-0.00043832i,0.00047472-0.0007749i,0.00054452-0.00031394i
-0.00042794-1.9108e-05i,0.001106-6.76e-05i,0.001803-0.00030579i,0.0015019-0.00062283i,0.00096315-0.00071478i,0.00029982-0.00091969i,4.0589e-05-0.0001227i,0.0003232+0.00019907i,0.00018194-0.00078693i,0.00018726-0.00085974i,0.00020384-0.00035661i,-0.00019029-0.00034756i,-0.00097104-0.00055515i,-0.0010786-0.00074701i,-0.00080713-0.00053708i,-0.00044994-0.00063163i,-0.00045624-0.00048079i,-0.00017773-5.9614e-05i,0.00076539+0.00065886i,0.00095297+0.00045373i,0.00070238-0.0002791i,0.00061921+6.5846e-05i,0.0005331+0.00035486i
0.0014275+0.0017105i,0.0018725+0.0018674i,0.0024417+0.0010327i,0.0023325-0.0007242i,0.0015433-0.0011541i,0.00087829-0.0013877i,0.00073528-0.00073487i,0.00099655+0.00044036i,0.00025744-2.5838e-05i,-0.00026483-0.00021515i,-0.00042879-0.00055219i,-0.00027177-0.0004037i,-0.00024183+0.00014295i,-0.00084348-0.00044249i,-0.00072495-0.0006482i,0.00016092-0.00033797i,0.00056208-0.0005436i,0.00012045-0.00026461i,0.00022321+9.78e-05i,0.00088656-3.8534e-05i,0.00051429-8.9803e-05i,0.0002113+5.5985e-05i,0.00050816+1.7535e-07i
-0.0011686-0.00067152i,-0.0018872-0.0013249i,-0.001026-0.00047059i,0.00068773-4.2606e-05i,0.0014439-0.00066379i,0.0012977-0.0013169i,0.00068794-0.00027557i,0.00014085-0.00011534i,0.00027738-0.0012747i,-0.00016162-0.0011999i,-0.00070923-4.0348e-05i,-0.00059098+0.00052487i,-0.00083365+0.00022512i,-0.00044259-7.8477e-05i,0.00016953+0.00028178i,-0.00042207+0.00041477i,-0.00077655-7.8494e-05i,0.00011437+0.00096765i,0.00067124+0.0015183i,0.0005199+0.00028913i,-8.1062e-05-5.9896e-05i,-0.00041022+0.00057346i,-0.0001011+0.0012053i
-0.00013863-0.0015492i,-0.0002299-0.00072197i,-0.00037153-0.00088181i,-0.0010082-0.0017921i,-0.001133-0.0021348i,-0.00073078-0.0010731i,-0.00067035-0.00027613i,-0.00021631+8.7284e-05i,4.2649e-05+0.00019969i,-0.0004981-0.00030679i,-0.00071566-9.2439e-05i,-0.00056469+0.00068736i,-0.00013898+0.00019378i,0.00048334-0.00011368i,0.0012456+8.2152e-05i,0.00024149-0.00012906i,-0.00082977-0.00063643i,-0.00049676-0.00082621i,-0.00066805-0.00034602i,-0.00077395-0.00029949i,-0.00079712-0.00039614i,-0.0001378-0.00054352i,0.00014216-0.00071731i
-0.00037751+0.0019415i,-0.00037033+0.0017911i,0.0016081+0.0007643i,0.003162-0.00069494i,0.0024662-0.0021725i,0.00066835-0.0021007i,-0.00093123-0.00068562i,-0.00075682+0.00051128i,0.00059911-6.2548e-05i,0.00084741-0.0010224i,-0.00042404-0.0010084i,-0.0010145-1.0048e-05i,-0.00127+0.00058316i,-0.00073424+0.00013589i,0.0003352+9.895e-06i,1.9907e-06+0.00014875i,-0.00047396+4.247e-05i,0.00030995-9.5149e-05i,0.00015094-3.3356e-05i,-0.00055352-0.00025646i,-0.00018454-0.00013502i,0.00016374+0.00038634i,-8.7592e-05-0.00013649i
0.00053708-0.0036963i,0.0013771-0.0034392i,-0.00025642-0.0030896i,-0.0010572-0.0031195i,-0.00088433-0.0015669i,-0.0010555-8.0845e-05i,-0.00036541+0.00036311i,-0.00019424-4.9665e-05i,-0.00039019-0.0010884i,-0.00069642-0.00134i,-0.00015089-0.00053847i,0.00021891+0.00038031i,-0.00015514+0.00075002i,-0.0002753+0.00067018i,-0.00038983+0.00012902i,-0.00051422-0.00015262i,-0.00066764+3.1824e-05i,-0.001546-0.0004051i,-0.001485-0.00074453i,-0.00076404-0.00084004i,-0.00013828-0.00049966i,-1.6662e-06+0.0003871i,0.00032493+0.0002664i
0.00036122+0.00038591i,-0.00023776+0.00076418i,6.3922e-05-0.0004047i,0.00088081-0.0017293i,0.00078906-0.0012944i,-0.00075221-0.00069298i,-0.0013256-5.3597e-05i,-0.0003233+0.00050059i,0.00075581+0.00041583i,0.00029703-0.00044996i,-0.00057484-0.00012788i,-0.00036749+0.00093874i,-0.00012259+0.00096597i,5.4373e-05+0.00093763i,0.00027871+6.2069e-05i,0.00029803-0.00069749i,0.00017327-0.00031736i,0.0001062-0.00037784i,-0.00018118-0.00080043i,-0.00039919-0.0011488i,0.00023536-0.0011911i,0.00021111-0.00082574i,-2.7135e-05-0.0007974i
-0.0017113-0.0013595i,-0.0018915-0.001162i,-0.0027107-0.0008793i,-0.0022624-0.00014572i,-0.00069388-0.00021814i,0.00020577-0.00060302i,0.00042977-3.7418e-05i,0.00034275+0.00012186i,-0.00033854-0.00095045i,-0.0010563-0.0011852i,-0.0010045+0.00033211i,-0.00094526+0.0014576i,-0.00099437+0.00082255i,-0.0010266-0.00031579i,-0.00051059-0.00058176i,-0.00081988-0.0007566i,-0.00074901-0.00047442i,-0.00067626-7.4209e-05i,-0.0012461-3.4599e-05i,-0.0003522+0.00020271i,0.00029742+0.00010938i,-0.00017109-0.00036668i,0.00045616-0.00057203i
0.0014567+0.00084837i,0.0029029+0.00073883i,0.0031238-0.00024422i,0.0023353-0.0012876i,0.0015149-0.0018447i,0.00093734-0.0017539i,0.00080231-0.00032553i,0.00026657+0.00027831i,4.973e-05-0.00038925i,0.0006296-0.00026272i,0.00084071-0.00042907i,-0.0002235-0.00075492i,-0.00036836-0.00011622i,0.00017978+0.00017278i,-0.00014794-4.9397e-06i,-0.00070852-0.00026137i,-0.00061084-0.00013142i,-0.00024736+0.00060375i,-0.00035231+0.00078375i,-0.00037277+0.0003572i,-0.0003027+0.00052237i,-8.5475e-05+0.00046133i,0.0010535+0.00021653i
-5.0398e-05+0.0035568i,-0.00061882+0.0028272i,0.0010206+0.002354i,0.0018489+0.00079809i,0.0010551-0.0011566i,-4.7551e-05-0.0013411i,-0.0004269-0.0002059i,-0.00018765+6.7796e-05i,0.00055653-0.00039071i,0.00024984-0.00082673i,-0.00052076-0.0012399i,-0.00085577-0.00091971i,-0.00098219-0.00033587i,-0.00060912-6.5694e-05i,6.7867e-05-0.00047035i,0.00094258-0.00031593i,0.00079443+0.000252i,0.00035041-1.0498e-06i,0.00022072+0.00013728i,5.615e-05+0.00060544i,0.0001501+0.00092556i,0.0003704+0.0011484i,0.00044573+0.0010774i
0.0011639-0.0012414i,0.0010483-0.001561i,0.00063598-0.0021272i,0.0006737-0.0032676i,0.00061345-0.0032409i,0.000138-0.0015492i,0.00013948-0.00032009i,0.00060635-0.0004934i,0.00092616-0.00061455i,0.00023753-0.0006622i,-0.0005581-0.0003193i,-0.00067357+0.00034983i,-0.00033365+0.0005556i,-0.00034582-9.5809e-05i,-3.4729e-05-0.00071665i,0.00032369-0.00027715i,7.3215e-05-0.00039764i,-7.6327e-05-0.00092596i,7.5757e-05-0.00063123i,0.0001961-0.00074994i,0.00099139-0.00063657i,0.0010758+0.00020502i,0.0008259+0.00020667i
0.00079875+0.00033228i,0.00063017+0.00027369i,0.00061944+0.00040733i,0.00052794-0.00017748i,0.00043935-0.00097317i,0.00044153-0.00053521i,0.00023777-0.00088248i,0.00060704-0.0011677i,0.00079772-0.00073605i,-2.8592e-05-0.001131i,-0.00078255-0.0010167i,-0.0011354-0.00037993i,-0.00052641-0.00027766i,0.0003811-0.00078579i,0.00027761-0.00053866i,-0.00019131+8.2288e-05i,0.00040605-0.0001337i,0.00037478-0.00039173i,-0.00013012-0.00031592i,1.0027e-05-0.00019985i,-0.00015936-0.00023946i,0.00019792-0.00013211i,0.00073641+0.00024415i
0.00057484+0.0021297i,0.001707+0.0011355i,0.0018668-0.0004155i,0.001715-0.0017845i,0.0016562-0.0024959i,0.0014739-0.0023573i,5.0161e-05-0.00061298i,-0.00048384+0.00035364i,0.00023303-0.00072107i,-0.00015495-0.0010762i,-0.00089671+2.1023e-05i,-0.0004953+0.00053308i,-0.00049449+0.00039247i,-0.00057036+0.00089153i,0.00022225+0.0015099i,0.0012025+0.001196i,0.00076434+0.0010518i,0.00046601+0.0010045i,0.0003501+5.0331e-05i,-0.00025605-6.5875e-05i,-0.0001005+0.00011363i,0.00038315-0.00023088i,0.00061773+0.00031164i
0.00051002-0.00082301i,0.00049166-0.00052239i,0.00010042-0.0004148i,0.0001383-0.00070051i,0.00015462-0.00052754i,-0.00086033-0.00045255i,-0.00021932-0.00012235i,0.0013147+0.00026913i,0.0012537+0.00030298i,0.00035862+0.00032512i,-0.00086606-0.00010625i,-0.0009129+0.00021898i,-0.0002893+0.00067365i,-0.0001261+6.8393e-05i,0.00012397-0.00037539i,0.00032556-0.00028523i,-0.00024187-0.0007836i,-0.00047038-0.00070907i,-0.00032058-0.00035333i,-0.00047185-1.2968e-05i,-0.00040453+0.00034929i,-0.00027303+0.00021368i,-9.1126e-05+0.00051657i
-0.00066558+0.001358i,-0.00039918+0.00035421i,0.00079298+0.001113i,0.0020552+0.00036695i,0.0021143-0.0013002i,0.000864-0.0017776i,0.00011253-0.0015855i,0.0001957-0.0010793i,-6.3971e-05-0.00035259i,-5.772e-05-0.00018926i,-6.3725e-05-0.00046488i,-0.00027218-0.00042153i,-0.00017643+2.7985e-05i,0.00010938+0.00016917i,0.00029253-0.00024374i,-0.00020215-0.00044413i,-3.7138e-05-3.782e-05i,0.0001166+0.00032822i,0.00036238-0.00015899i,0.0010879-0.00043246i,0.00090016-0.00037228i,0.00058042-0.00050182i,0.00046972-0.00079704i
