-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
0.00057708-0.0034423i,0.00059792-0.0036758i,0.00013622-0.0043521i,8.4357e-05-0.0040655i,-0.00013171-0.0026537i,-0.00010918-0.0010923i,0.00026653-0.00017015i,0.00060525+0.00011529i,0.00045638-0.00044294i,-0.00013923-0.00058173i,-0.00085286+0.00013179i,-0.00023919+0.0007443i,0.00072653+0.0012413i,0.00020438+0.0010886i,-0.00041092+0.000318i,-0.00039185-0.00023633i,-0.00024224-0.00035511i,-0.00015644-0.0011872i,-0.00026882-0.0010521i,-0.00034553-0.00012455i,-0.00068732-0.00050511i,-0.00078223-0.00060068i,-0.00047397-0.0001049i
0.00031985-0.00057709i,-0.00044694-0.00012219i,-0.00022647-0.00034224i,-0.00027667-0.0018081i,-0.00058492-0.0022842i,-1.3599e-05-0.0009314i,0.00094742+1.0591e-05i,0.0010168+1.6998e-05i,0.00060847-0.0010445i,0.00031861-0.0012237i,-0.00020833-0.00010367i,-0.00075862+0.0003269i,0.00016404+0.00010721i,1.9496e-05+0.0002465i,-0.0010085-9.6118e-05i,-0.00079115-0.00018942i,-0.00053989-0.00030221i,-0.00075564-0.00023234i,-0.00078517+0.00027636i,-0.00058497+0.00028661i,0.00042673+0.00049312i,0.00059824+0.00033744i,0.00021316-0.0001991i
0.0013915-0.0024091i,0.00043465-0.0031117i,0.00031319-0.0036398i,7.6075e-05-0.0034965i,-4.3977e-05-0.002672i,0.00011214-0.0013907i,0.00026233-0.00034292i,0.0002762+5.9477e-05i,-1.2691e-05+0.00040753i,-0.00015671+0.00015018i,-0.00045025+0.00017257i,-0.00098229+0.00085032i,-0.00076428+0.00043812i,0.00041359+0.00042932i,0.0011853+0.00051196i,0.00073368-0.00051484i,0.00042876-0.00060971i,-5.5409e-06-9.2036e-05i,-0.0010647-0.00046771i,-0.00061002-0.001478i,0.00062635-0.00128i,0.00017628-0.00054317i,-0.00020101+0.0001871i
0.0016233+0.00016678i,0.0014675+0.0010521i,0.0017564+0.00069583i,0.00092237-0.00085053i,-0.00013791-0.0014749i,-0.00023422-0.00048983i,1.0574e-05-2.4764e-05i,-0.00020546+0.00019617i,-0.00069472+0.00041812i,-0.00073783-5.7941e-05i,-0.00090281-0.00018014i,-0.00080656-0.00076937i,-0.00049729-0.001296i,-0.0001701-0.001221i,-0.00016311-0.00073357i,-0.00038188-0.0003036i,-0.00010905-0.0002346i,0.00021899+0.00068111i,-0.00012944+0.0015256i,-0.00028029+0.00077931i,-0.00042551+0.00035674i,-0.00022213+0.0008302i,0.00048493+0.0007105i
-0.00081137+0.00032702i,-0.0012846+0.00067358i,-0.00077895+0.00034859i,-0.00014973-0.00044046i,0.00031043-0.0017587i,0.0010563-0.0013581i,0.001158+0.00038094i,0.00064309+0.00076993i,0.00026691-0.000197i,-6.1727e-05-0.00078911i,-0.00018987+6.0875e-05i,0.00058904+0.00053639i,0.00076343+0.00051648i,-0.00025047+0.00090842i,1.4632e-06-0.00043245i,0.00056254-0.0016359i,0.00022862-0.0014606i,0.00045164-0.001259i,0.00096986-0.0010746i,0.0003814-0.00048149i,-0.00039296-8.5074e-05i,-0.00062136-0.00042805i,-0.00036881+0.00011788i
0.00076738-0.001643i,0.0010272-0.002033i,7.974e-05-0.0019875i,-0.00020772-0.0014421i,0.00055296-0.001212i,0.00029397-0.00029762i,0.00069884+0.00011669i,0.0011272+0.00037805i,0.00045332+2.5384e-05i,-0.00015057-0.00077011i,-0.00017884-0.00022144i,0.00019363+0.00057373i,3.7778e-05+0.00053533i,0.00016319+0.0005308i,0.00028607+0.00052366i,0.00022534-9.0396e-05i,8.8905e-05-0.0010509i,-1.4286e-05-0.00035666i,-1.9567e-05+0.0011182i,-0.00036229+0.00083019i,-0.00051608-0.00032283i,-0.00063045-5.8698e-06i,-0.0007141+0.0005331i
0.00097927-0.00052224i,0.0014861-0.00030838i,0.0009411-0.001383i,0.00022451-0.0025287i,0.00063762-0.0025873i,0.00038772-0.0012873i,0.00024636+0.00011083i,0.00052199+0.00020558i,-0.00013445-0.00065805i,-0.00081659-0.00068476i,-0.0011701-0.00010923i,-0.0016385+0.00047609i,-0.00078927+0.00053202i,0.00018499+7.8904e-05i,0.00038355-0.00045662i,0.00020101-0.00035504i,7.6733e-05+0.00030639i,-0.00025818+0.00036169i,-0.00061369+0.00056795i,-0.00077479+0.00053723i,-0.00018538+0.00023947i,0.00024189-0.00063523i,0.00031342-0.00084045i
0.0013124+0.0013247i,0.0002313+0.00052844i,0.00077932+8.7684e-05i,0.0024926-0.00053262i,0.0025446-0.0012934i,0.00069992-0.0012923i,-0.00086925-0.00015183i,-0.00057671+0.00082714i,0.00035361+0.00046009i,-0.00056387-0.00034043i,-0.0013861-0.00068457i,-0.0013332-0.00020436i,-0.0017161+0.00069247i,-0.0014043+0.00076414i,-0.00063538+0.00014773i,-0.00035874+0.00010537i,0.00038274-9.2943e-05i,0.0010361-0.00017097i,0.00077525-0.00018602i,0.00056075-0.00052891i,0.0008422-0.00078801i,0.00070643-0.00058361i,0.00063465-0.00040672i
-0.0023697+0.0010548i,-0.0011586+0.0013102i,-0.0011944+0.00088953i,-0.0006885+0.0011785i,-0.00046631+0.00049791i,2.1407e-05-9.2733e-05i,0.00025045+0.00066717i,0.00044541+0.00059137i,0.00081374-5.3014e-05i,0.00056623+0.00018173i,0.00020177+0.0005401i,-0.00018579+0.00010069i,-0.00029087-0.0013016i,-0.00019235-0.0018794i,-0.00019257-0.00084391i,-0.00040934+0.00011627i,-0.0004194+0.00023881i,-0.00033529+2.3402e-05i,-8.3677e-05-0.0003665i,0.00056189-6.1099e-06i,0.00063429+0.00050854i,-0.00045566+1.9255e-05i,-0.0011992-0.00010959i
0.00031206-0.00010487i,-0.001251-0.00025028i,0.00094182-0.00057951i,0.0023595-0.00074484i,0.0019517-0.00092335i,0.00069791-0.00030228i,-0.00054303+0.00025954i,-3.5446e-05+0.00015648i,0.00035299-0.00017533i,0.00025645-0.00032126i,-0.00055017-0.00035905i,-0.0016591+0.00027657i,-0.0012113+0.00013476i,0.0002512-0.00025519i,0.00044734-0.00025781i,0.00035211-0.00056891i,0.00074727-0.0012428i,0.000717-0.00071442i,0.00015499-0.00015389i,-6.1098e-05-0.00033762i,0.00015458-0.00058355i,0.00046192-0.00040944i,0.00037161-6.4298e-05i
-6.5812e-05-0.00096495i,7.8599e-05-0.0012396i,-0.00029382-0.0013168i,-0.00048181-0.0025506i,-0.00044432-0.002942i,-0.00089666-0.0020451i,-0.00062763-0.00053804i,0.00017092+0.00069407i,5.4198e-05+0.0005108i,-0.00045999-0.00034049i,-0.00041197-0.0012154i,6.9022e-05-0.00079693i,0.00066505+0.00019167i,0.0007275-0.00027296i,0.00065367-0.00030635i,0.00033491+0.0001845i,-0.00065274-0.00055i,-0.0011459-0.00045031i,-0.00079084+0.00016333i,-0.00018814-0.00016427i,0.00010744-0.00046721i,0.00013512-0.00057563i,0.00050832-7.8442e-06i
0.00056669+0.0015812i,0.0003169+0.0016669i,0.001775+0.00090051i,0.0022038-0.00031407i,0.0015677-0.00087631i,0.00044501-0.00075627i,0.00040953-0.00031998i,0.00030368-5.3678e-05i,-0.00022058-0.00049011i,-0.00038061-0.00068188i,-0.00035813-0.00041446i,-0.00043948-9.0339e-05i,0.00021432+0.00022072i,0.00027696+4.8271e-05i,-0.00055844-0.00037659i,-0.00038023-0.00054222i,-0.00013102-0.00059253i,-0.00039691-0.00035635i,-0.00037728+0.00012637i,2.9294e-07+0.00053991i,-7.5971e-05+0.00065683i,-1.3135e-05+0.00092039i,0.00018683+0.00042629i
0.0020851-0.0035412i,0.0022047-0.003765i,0.0029771-0.0048523i,0.0024272-0.0050295i,0.00048489-0.0030656i,-0.00020802-0.00092563i,0.00051884-0.00030631i,0.00084038-0.00017057i,1.9376e-06+0.00011696i,-0.00087166+0.00023385i,-0.0014831+0.00037583i,-0.0013198+0.00090458i,-0.00064509+0.00092585i,-0.00054152+7.6263e-05i,-0.00047661+0.00018843i,-0.00026231+0.00056846i,-0.00020811-7.4366e-05i,-3.0649e-05-0.00032555i,0.00035216+7.6686e-06i,0.0003407+8.0859e-05i,0.00016127-0.00010397i,0.00037682-0.00034056i,0.000679+6.7317e-06i
0.0008767+0.002316i,0.00054455+0.0022073i,0.0001982+0.0010868i,-0.00017536-0.0011531i,0.00023854-0.0026787i,0.00086544-0.0021007i,0.00039892-0.00041855i,0.00027816+0.00012546i,0.00060989-0.00069601i,0.00024258-0.0010494i,-3.4306e-05-0.00064648i,0.00039176-9.6268e-05i,9.8826e-05+0.00034875i,-0.00021458+0.00026579i,0.00011653-1.779e-05i,-0.00014522-6.1883e-05i,-4.7988e-05-0.00053316i,0.00066924-0.00023373i,0.00083953-0.00019488i,0.00067993-0.00040247i,0.00047749-0.00022927i,-0.00028575-0.00039751i,-0.00062281-0.0001669i
0.00042615+0.00073075i,0.00042631+6.4016e-05i,0.0010251-0.00018016i,0.0008013-0.00050844i,-9.4342e-05-0.0013971i,-0.00065136-0.0020925i,-0.0004885-0.0011403i,-0.00017453+0.00015074i,5.029e-05-3.952e-05i,5.2838e-05-0.00086066i,-0.00024996-0.00085611i,-0.00082036-5.5725e-05i,-0.00080566+0.00093035i,-0.00019831+0.00078359i,1.9971e-05-0.00022468i,0.00023878-0.00046294i,0.00028198-3.1949e-05i,4.4722e-05-0.00014887i,-0.00057652+1.3207e-06i,-0.0001269+0.00028939i,0.00049559+0.00033996i,0.00020204-0.00011633i,6.0133e-05-0.00063987i
0.0014804+0.00039284i,0.0020904-0.00096392i,0.0024838-0.0020665i,0.0014704-0.0029347i,-7.8571e-05-0.0018556i,-0.00081984-0.00046624i,-0.00076867+0.00060446i,-0.00043151+0.0014118i,0.00012404+0.001068i,0.00035573+7.1735e-05i,0.00010114-7.9795e-06i,-0.00062204+0.00083431i,-0.00069577+0.00046558i,0.00013093-0.00038582i,0.00047923-4.4246e-05i,-0.00052264+0.00011217i,-0.0010002+0.00042497i,-0.00055657+0.00037856i,0.00018394-0.00045952i,0.00073859-0.00062303i,0.00088186-6.8529e-05i,0.00062913-0.00010412i,0.00075982-0.00027446i
0.0012213-0.0001345i,0.00036301+0.00030319i,0.00025801+0.00018146i,0.0010341-0.00086078i,0.00087351-0.0015033i,0.00052118-0.0013392i,0.00085198-0.00061541i,0.00087459-0.0004827i,0.00075107-0.0013578i,0.00028586-0.0013431i,-0.00045867-9.594e-05i,-0.00081276+0.00078502i,-0.00065285+0.0009763i,-0.00011995+0.0010539i,0.00015674+0.00079228i,0.00051307+0.0010826i,0.00063769+0.00063896i,0.00033446-0.00025558i,0.00038505-0.00042745i,0.00051165-0.00049309i,4.5703e-05-7.6499e-07i,-0.0009313+0.00044601i,-0.00094272+0.00025156i
0.00038536-0.001757i,0.0012321-0.0027569i,0.0014457-0.0028381i,0.00026909-0.0019361i,-0.00078083-0.0022495i,-0.00030333-0.0014334i,-2.0436e-05-0.00041421i,-0.00067286-0.00026979i,-0.0010499-0.0004704i,-0.00044097-0.00060905i,-0.00040832-0.00015003i,-0.00075765+1.4598e-05i,-0.00064939-0.00027602i,-0.00032748-0.00076401i,4.0039e-05-0.00083507i,0.00015631+0.00021883i,7.5457e-05+0.00096264i,0.00053972+0.00087556i,0.00029027+0.00081459i,-0.00088541+0.00085492i,-0.0013346+0.00087489i,-0.00012589+0.00034501i,0.00085733-7.2863e-06i
0.002348-0.00079071i,0.0025953-0.00012446i,0.0022256-0.0020561i,0.0018326-0.0030017i,0.0007776-0.0021755i,0.00026203-0.0011819i,0.00043384-0.00081954i,0.0008432-0.00051045i,-9.4366e-05+0.00016089i,-0.0012497+0.00020578i,-0.0012856-0.00016553i,-0.0004334-0.00041785i,0.00015194-0.00032366i,8.9786e-05+3.78e-05i,-0.00012164-0.00018965i,2.8674e-05-0.00041903i,0.00016397-0.00052844i,-0.00013439-0.00063448i,9.5358e-05-0.00032697i,0.00057384-9.943e-05i,0.00053375-9.3461e-06i,0.00086753-2.5841e-05i,0.00054517-0.00069492i
-0.0034518+0.00070422i,-0.004266-3.1961e-05i,-0.0033373+0.00043461i,-0.0014816+0.00024736i,-0.0006676-0.00041228i,-0.00019167+0.00010607i,-0.00012872+0.00058305i,-0.00018253+0.00013211i,5.9613e-05-7.562e-05i,0.00028751-3.6791e-05i,0.00045252-0.0001815i,0.0006176+6.1919e-05i,0.0004949-0.00010936i,-0.00057154-0.00088911i,-0.0013751-0.0012422i,-0.0013494-0.0011685i,-0.00068568-0.00049999i,-0.00040732+0.00044601i,-0.00046092+0.00097809i,-0.00049643+0.00074724i,-0.00010265-0.00028607i,0.00041195-0.00085124i,0.00036351-0.00071837i
-0.0019979-0.0010559i,-0.0016252-0.0022774i,-0.0014646-0.0016824i,-0.00097121-3.3713e-05i,-1.2477e-05+0.00059959i,0.00043079+0.00055129i,0.00017068+0.00041036i,-0.00053618-6.7879e-05i,-0.00051926-0.00019957i,0.00022415+0.00034878i,0.00037689+0.00021282i,-0.00041747+6.4319e-05i,-0.00086963+0.00015888i,-0.00058453-0.00040207i,-0.00041352-0.0009437i,-0.00048813-0.00065978i,-0.00063218+0.00014023i,-0.00039301+0.00063543i,-0.00070186+0.0010434i,-0.0013674+0.00088486i,-0.00088828+0.00048857i,-0.00014913+0.00026128i,0.00011969-2.0966e-05i
6.7067e-05+0.001191i,0.00109+0.0022299i,0.0018239+0.001585i,0.0013073+0.00074107i,0.00038639+0.0001013i,7.9367e-05-0.00060607i,-0.00015746-0.00039991i,9.2298e-05-0.00029524i,0.00023452-0.00028971i,-0.00047984-0.00031669i,-0.00085277+0.00035493i,-0.0003036+0.0012959i,2.9741e-05+0.00096447i,-0.00013159-1.6021e-05i,-0.00034979-3.2886e-05i,-0.000332-3.9853e-05i,-0.00045702-0.00026509i,-0.00049836-0.00021158i,-0.00025477-0.00016054i,-0.00021066+0.00034427i,-0.0002349+0.00035343i,-0.00018414+4.8947e-05i,-0.00036705-0.00016415i
-0.0011619+0.0011279i,-0.0018142+0.00064087i,-0.0020824+0.0015348i,-0.00079439+0.0014292i,0.0012229+0.00054738i,0.0010954-5.6949e-05i,0.00010547-0.00012157i,0.00015054+6.1429e-06i,0.00025071-0.00056312i,0.00060122+4.5614e-05i,0.00046412+0.00084066i,-0.00037381+0.00015253i,-0.00095848-0.00063513i,-0.00086783-0.00047514i,-0.00033083-0.00075434i,0.00033332-0.0011006i,0.00037727-0.00043799i,-4.6899e-05-0.00051308i,7.2505e-05-0.0010101i,0.00056501-0.00071157i,0.00037591-0.00011224i,0.00017976+0.00010429i,0.00053624+6.1119e-05i
0.00078948+0.0005727i,0.00077463+0.00012466i,0.00095771-0.00044029i,1.6787e-05-0.00033229i,-0.00095892-0.00026054i,-0.00080444-0.00035054i,4.7154e-06-0.0003366i,0.000335-0.00053287i,0.0007695-0.00050811i,0.001243-0.0004504i,0.00047787-0.00030306i,-0.00040656-0.00047733i,-0.0006087-1.9128e-05i,-0.00068792+0.00081507i,-0.00053478+9.7571e-05i,-0.00052068-0.0011479i,-0.0005021-0.001044i,-0.00038207-4.1432e-06i,0.00049448+2.5765e-05i,0.0010338-0.00023191i,0.00069827-0.00030466i,0.0002199+0.00020659i,-0.00026227+0.0010096i
-0.00026282+0.00088439i,0.00028627+0.0010755i,0.00020615+0.0010426i,0.0010671-0.0007466i,0.0015423-0.0021781i,0.0005901-0.0022112i,0.00032098-0.0014011i,0.0010744-0.00088143i,0.00058477-0.0007722i,-0.00018829-0.0012219i,-0.00088352-0.00036896i,-0.0012591+0.00081202i,-0.00042434+0.00089516i,4.2413e-05+0.00047507i,-0.00011588+0.00029688i,-0.00057163+5.777e-05i,-0.00011501+0.0001318i,0.00093674-8.6623e-05i,0.00056669-0.00015907i,-0.00055905+0.0001554i,-0.0007167+0.00042113i,-0.00010826+0.00062933i,0.0003943+0.00097186i
0.00017349-0.0011772i,0.0010164-0.00071467i,0.00067333-0.00010328i,0.0010131-0.00044455i,0.0020299-0.00097793i,0.001842-0.0014416i,0.0012374-0.0015691i,0.0012536-0.00084835i,0.00074816-0.00057954i,-0.00047514-0.00066408i,-0.00056055-7.2394e-05i,0.00011583+0.00075549i,1.6002e-05+0.0011716i,-0.00045939+0.00053136i,-0.00012608-0.00069054i,0.0002705-0.0012537i,0.00038052-0.00063364i,0.00017378-2.4305e-05i,-0.00024828-0.00060326i,-0.00010092-0.0010131i,-2.7432e-05-0.00034526i,-0.00027255+0.00065089i,-0.00024889+0.00045009i
0.001328-0.0017193i,4.7813e-05-0.0017555i,-0.001059-0.0034175i,-0.0011775-0.0035584i,-0.0011284-0.0016606i,-0.00021753-8.1637e-05i,-0.00013229+0.00015886i,-0.00024026-4.5627e-05i,4.3929e-05-0.00080956i,-0.00057851-0.0016501i,-0.0016132-0.0009189i,-0.0014567+0.00070992i,-0.00045612+0.0015978i,0.00027233+0.0010308i,0.00044792+0.00030953i,-0.00010234-0.00033159i,-0.0008358-0.0010969i,-0.00079892-0.00080446i,-0.00056203+0.00048825i,-0.00040859+0.00093335i,4.6714e-05-4.5359e-05i,0.00081729-0.00059089i,0.00082581-0.0004809i
0.00019627-0.00064677i,0.00053937-0.0027341i,0.0013778-0.0019742i,0.0014958-0.0011233i,0.001486-0.0016976i,0.0012775-0.0012983i,0.00039231+2.1474e-05i,9.7373e-06+0.00093864i,0.00017626+0.00084148i,8.5126e-05+0.00022589i,0.00032303-0.00020224i,-8.8485e-05-0.00017225i,-7.2298e-05-0.00021178i,0.00038768-0.0004915i,5.9149e-05-0.00022212i,-0.00063185+0.00020656i,-0.00058738-3.7024e-05i,0.00064488-0.00058509i,0.00086671-0.00052479i,0.0007904+0.00035581i,0.0010602+0.00041424i,0.0010016+0.00029426i,0.00058175+0.000542i
0.0028163-0.00020797i,0.0030131+0.00074323i,0.0024515-0.0010984i,0.0023623-0.0029856i,0.00086976-0.002951i,0.00037562-0.0012897i,0.00058518-0.00032498i,0.00019201-0.00070356i,0.00051171-0.0013446i,0.00016997-0.0011995i,-0.00027154-0.0002164i,-0.00061027+0.00078319i,-0.00068508+0.00013803i,-0.00035707-0.00058825i,-0.00064996-0.00012671i,-0.00084536-0.00027236i,-0.00058936-0.0003153i,-0.00039434+0.0005744i,-0.00026155+0.00049493i,0.0003012-0.00053809i,0.00044545-0.00072064i,0.00070219-0.0004765i,0.00059428+0.00033365i
-0.0032676-0.0014316i,-0.0031701-0.00054436i,-0.0032767-0.0007662i,-0.0023648+0.00036844i,-0.00072481+0.00053525i,0.00056443-0.00019328i,0.00079707-0.00015454i,-0.00011617-0.00035444i,-0.00079938-0.00041268i,-0.00078122+0.00018144i,-0.00090513+0.0011349i,-0.0014192+0.0013462i,-0.0011583+0.00082497i,3.548e-06-0.00018358i,0.0010259-0.00072533i,0.00055985-0.00072535i,-0.00051248-0.00081711i,-0.0005972-0.00021637i,-0.00032682-7.4748e-05i,0.00013273-6.2114e-05i,7.1405e-05-6.6975e-05i,-0.00055543-2.2026e-05i,-0.00061137+3.8235e-05i
0.0023425-0.0040325i,0.0014854-0.0052664i,0.00089546-0.006392i,-0.00024771-0.0049615i,-0.00096472-0.0028232i,-0.00036816-0.0013761i,-0.00033529-0.00028876i,-0.00031129+0.00067221i,2.0194e-05+0.00058589i,-0.00015772-0.00056184i,-0.00036418-0.00051883i,-0.00023584+0.00055045i,0.00052336+0.00075336i,0.0013019-1.0023e-05i,0.0010406-0.00011828i,0.00079551+0.00021666i,0.00050788+0.00030689i,0.00045536+0.00024632i,0.00034913+0.00037212i,8.1843e-05+0.00047702i,-1.6042e-05+0.00028288i,0.00052124+0.00031025i,0.0011199+0.00062884i
0.00041396-0.0005084i,0.0015917-0.00050255i,0.0013498-0.0013774i,0.00048147-0.0013317i,0.00026858-0.001315i,0.0001597-0.00012612i,0.00050126+0.00066809i,0.00071383+0.00030419i,-6.2533e-05-0.00027596i,-0.00087426-0.00034648i,-0.00054768-0.0002499i,2.2506e-05-0.00070183i,-0.00045838-0.00094293i,-0.00029841-0.00073557i,0.00018125-0.00064458i,0.00022666-0.00078124i,-0.00038214+1.4706e-05i,-0.00084814+0.00056868i,-0.0003938+0.00033255i,-0.00047567-0.00037278i,-0.00093164-0.00065597i,-0.00072487-0.00033609i,-0.00032744-0.0005802i
-0.00057506+0.00209i,-0.00014511+0.001493i,0.0015746+0.0014697i,0.0022333+0.00051436i,0.0017021-0.0011188i,0.0012006-0.0010991i,0.00065018-0.00012995i,0.000201+0.0002182i,0.0008235-0.00016568i,0.00078859-0.00071514i,-4.8444e-05-0.00094241i,-0.00032741-0.0004504i,-0.00011351-2.257e-05i,-0.00060904+0.00024105i,-0.00043806+0.00062589i,0.00015439+0.00037241i,0.00037145+0.00014814i,0.00024091-0.00016121i,-1.6746e-05-0.00052882i,0.00024636-0.0011838i,0.00068173-0.0011327i,0.00040324+0.00033863i,-0.00013992+0.00068993i
-0.00020067+0.00054187i,-0.00088002+0.00054957i,-0.00090362+0.00041539i,0.00045311+0.00011571i,0.001843-0.00050349i,0.0016871-0.00052433i,0.0012541+0.00082024i,0.0010356+0.0014331i,0.0008784+0.00024835i,0.00025574-0.00048143i,-0.00048357-0.00031699i,-0.00089155-0.0003991i,-0.00082221-0.00011241i,6.1426e-05-7.6597e-05i,-0.00058483-1.9766e-05i,-0.0012166+0.00043858i,-0.00031639+0.0003365i,0.00028826-0.00015555i,2.8526e-05-0.00024371i,-0.00044379-7.4854e-05i,-0.00019848+0.00010361i,0.00075943+0.00011491i,0.0010289+0.00030471i
-0.002478+0.0012129i,-0.0022023+0.0012386i,-0.0020898+0.00085855i,-0.00097168+0.00091763i,0.00064442+0.00048112i,0.00062708-0.00051084i,0.00061117-0.00081119i,8.7949e-05-0.00012141i,-0.00075465+0.00012519i,-0.00057381-0.0001186i,-0.00018182+4.6231e-05i,-0.00015741+0.00070538i,-0.00046441+0.00095871i,-0.00080138+0.00048464i,-0.0012367-3.1488e-05i,-0.0015624+0.00010397i,-0.00076213-0.00043088i,3.6892e-05-0.00083149i,0.0002208+0.00022952i,0.00016976+0.00067393i,0.0005673+7.0132e-05i,0.00067521+0.00027984i,0.00033398+5.8147e-06i
-0.00015827-0.0017021i,-5.3197e-05-0.0011118i,-0.00073621-0.0004058i,-0.0004873+0.0001961i,0.00026328+0.00098363i,8.4779e-05+0.000588i,3.0985e-05-4.0652e-05i,0.00028564+0.00023965i,8.0782e-05+0.00080211i,3.5882e-05+0.0013985i,8.9914e-05+0.001004i,-2.7567e-05+2.4367e-05i,0.00018207-0.000448i,0.00027645+5.449e-05i,-0.00016801-0.0004584i,1.2055e-05-0.0011288i,0.0004181-0.00037923i,9.5631e-05-0.00010329i,-0.00016089+0.0001201i,0.00011812+0.00049538i,-0.00022045+0.0004029i,-0.000658-0.00014264i,1.7739e-05-0.00024626i
-0.0024518+0.00047453i,-0.0038753+0.0013688i,-0.0035395+0.0015996i,-0.0018981+0.00014661i,-0.00076632-0.0012529i,-8.1239e-06-0.00079858i,0.00073865-8.9998e-05i,0.00065506-0.00013935i,0.00079383+8.0632e-05i,0.00052709-2.0047e-05i,-0.00034159+3.147e-06i,-0.0010927+0.00021745i,-0.00099253+0.00017821i,-0.0009819-0.00011512i,-0.00093206-0.00056182i,-0.00026892-0.00053637i,-0.00013234-0.00038259i,-0.00010883-8.7725e-05i,2.2393e-05-0.00043432i,0.00040341-0.00064645i,0.0010549+1.9061e-05i,0.0006125+0.00015191i,0.00026221+0.00027002i
8.3428e-05-0.0025053i,0.00046518-0.0027365i,0.00013475-0.0026576i,-0.00022709-0.002436i,0.00044803-0.0013424i,0.00012387-0.00066098i,0.00010334+0.0002942i,0.00064031+0.0013146i,0.00042995+0.00051699i,0.00036457-0.00075041i,-0.00060657-0.00024231i,-0.0013419+0.00046699i,-0.00067042+0.00042089i,0.00049649-7.1826e-06i,0.00083466-1.3716e-05i,0.00050003+0.00011557i,-0.00016035+0.00025406i,-0.00058104+1.2102e-05i,-0.00069141-0.00065132i,-0.00060821-0.00099848i,0.00013979-0.00095177i,0.00046219-0.0011696i,0.00016854-0.00058134i
0.0024121+0.00068621i,0.0017281+0.0014045i,0.0021002+3.6206e-05i,0.0022324-0.0014701i,0.0010172-0.0016479i,5.3486e-05-0.00032782i,-0.00027975+0.00062163i,0.00081081+0.00056722i,0.0011926-0.00028822i,-9.194e-05-0.00068685i,-0.0014679-0.00047328i,-0.0011259-0.0001462i,-0.00036092-0.00015809i,0.00064096-0.00034765i,0.00086171-0.00014112i,0.00024846+0.00014016i,-0.0011165+0.00030991i,-0.0012255-0.00014844i,0.00013905+6.9556e-06i,0.00025565+0.00080547i,-0.00052108+0.0004587i,-0.00024455-0.00045234i,0.00014723-0.00050274i
-0.0031804-0.00023584i,-0.0034232-9.4762e-05i,-0.0027613-0.00019357i,-0.00066408+0.00013615i,0.00083377+0.00066432i,0.00091167+3.739e-05i,0.0010857-0.00026096i,0.00057142+0.00045877i,-6.6997e-05+0.00056985i,7.7692e-05+0.00011095i,-0.00071312-0.00040641i,-0.0010196-0.0006981i,-0.00077478+6.3083e-05i,-0.00047723+0.00044449i,-0.0007045+3.298e-05i,-0.0010443-0.00067374i,-0.00071062-0.00045813i,0.00011678+0.00049431i,0.00037251+0.00086448i,-0.00052253+0.00034707i,-0.00087114-0.00034781i,-0.00054166+0.00032497i,0.00061457+0.0011094i
0.00072366-0.0023771i,0.0021463-0.0022243i,0.0032532-0.0013468i,0.0025555-0.00081631i,0.0011827-5.996e-05i,-5.2118e-06+0.00067195i,-0.00052308+0.00075409i,-0.00012154+0.00053885i,-0.00026148+0.0005269i,-0.00057126+5.4275e-05i,-0.00058816+0.00059896i,0.00033246+0.0016562i,0.00025529+0.0012773i,-0.00028429+0.00037211i,7.7877e-05+0.00020737i,0.00040532+0.00024725i,0.00079404+3.808e-05i,0.00063785+9.5991e-05i,0.00024915+0.00064242i,0.00011521+0.00049826i,-3.3065e-05+0.00010363i,0.00013163+0.00045113i,0.00026802+0.00050562i
0.00032948+0.0010776i,0.0002503+0.0015602i,0.00096295+0.00097272i,0.0013569+0.00013785i,0.00025199-0.0010631i,-0.00067299-0.0013382i,-0.00057373-0.00078249i,-0.00065017-0.0002283i,-0.00094031+0.00015171i,-0.00097057-0.0006065i,-0.0015944-0.0012046i,-0.0017123-0.0012709i,-0.0010449-0.00068267i,-0.00030385-3.2164e-05i,-4.8414e-05-0.00013401i,-0.00012512-0.00090918i,-0.00012227-0.00086663i,-0.00020262+7.1039e-05i,0.00022711+0.00023911i,0.00051913+0.00065433i,0.00038823+0.00025221i,4.3728e-05+5.1619e-05i,-0.00022989+0.00077511i
