-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
-0.0011467+0.00029636i,-0.0010284+0.0006644i,-0.00095627+0.0014074i,9.0823e-05+0.00065931i,0.0003359-0.00059623i,0.00016803-0.00074243i,0.00098827+0.00037539i,0.0015441+0.0011099i,0.0015731+0.00048015i,0.001041-0.00017198i,-0.00018083-0.00048792i,-0.00066982-0.00027313i,-6.5117e-05-0.00023929i,0.00036101+0.00032864i,6.5787e-05+0.0011107i,-0.00013446+0.00047469i,-0.00055549+0.00017272i,-0.00093034+0.00019752i,-0.00070284+2.5419e-05i,-0.00040598+0.0002757i,-0.00011235+8.8913e-05i,-1.6594e-05-0.00060749i,-0.00056076-0.0004689i
-0.0013739-2.5735e-05i,-0.0028557-0.00056279i,-0.0032815-0.00092803i,-0.0017549-0.0013409i,-0.00056706-0.00049221i,0.00036667-0.00066891i,0.00011684-0.0010702i,-6.369e-05-0.0011192i,0.00036325-0.00081792i,0.00079546-0.00051132i,0.00066925+0.00049893i,-3.2245e-05+0.0015969i,-0.00038484+0.0013826i,0.00017302+0.00041397i,0.00087567+0.00031293i,0.00075+0.00097463i,-2.0201e-05+0.00076726i,-0.00038944-0.00034845i,-0.00073338-0.00013125i,-0.00057127+0.00023106i,0.00010882+0.00015247i,0.00036819+0.00056344i,0.00025951+0.0013268i
0.00013142+0.0021362i,0.00081932+0.0026594i,0.00028114+0.0019637i,0.00067826+0.00091856i,0.0010236+0.00039449i,0.00056836-0.00049039i,0.00048566-0.00077801i,0.0010245+5.9206e-05i,0.0011439+0.00066644i,0.00043484+0.00028364i,-0.00027356-0.00015081i,-0.0001718-0.00025907i,0.0002145-0.00059136i,0.00083368-0.00054799i,0.0011881-0.000124i,0.0010695-0.00022204i,0.00071091-0.00023322i,0.00065938-0.00027763i,0.00014011-0.0011256i,9.5041e-05-0.0014935i,0.00053872-0.00054986i,0.00064543+0.00038177i,0.000731+0.00040066i
-0.0017666-0.0014457i,-0.0022628-0.0013529i,-0.0020391-0.0014175i,-0.0012746-0.0010701i,-0.00018301-0.00036858i,0.0011224-6.6267e-05i,0.0011715-0.00014764i,0.00062172+0.00056015i,0.00097349+0.0011465i,0.0015032+0.00057531i,0.0011181-0.0004854i,8.7904e-05-0.00063064i,-0.00083656+0.00029942i,-0.0010369+0.00078541i,-0.00016339-7.5787e-05i,0.00031834-0.00053853i,0.00027768-3.9241e-05i,0.00024798+0.00040117i,-4.8567e-05+0.00031595i,-3.392e-06+0.00047013i,0.00074988+0.0006183i,0.0008602+0.00025237i,0.00022116-0.0006195i
0.0015567-0.0010573i,0.0024245-0.0017999i,0.0013656-0.0026514i,-0.00071067-0.0031674i,-0.0012615-0.0025023i,-0.00058328-0.0011167i,0.00089979+0.00011486i,0.0013398+0.00097737i,0.00065882-0.00023427i,0.00067484-0.0011682i,0.00015448-5.9639e-05i,-4.8472e-06-6.6919e-06i,4.4406e-05-0.00082521i,-0.00029157-0.00090034i,9.9076e-05-0.00021103i,0.00089203+0.00071498i,0.000425+0.00071919i,-3.7206e-05+0.00019064i,0.00013693-8.5523e-05i,0.00036402+6.3057e-05i,9.9627e-05+0.00053287i,1.6692e-05-6.2126e-05i,0.00029941-0.0006196i
0.001403-0.00084864i,0.00035877-0.00010217i,-0.00036125-0.00080225i,-0.00049467-0.0016057i,-0.00034834-0.0018515i,-0.00034261-0.00068108i,-0.00021597+0.00047859i,6.9336e-05-7.4947e-05i,0.001121-0.00047594i,0.0010509+0.00022115i,0.00029277+0.00021134i,0.00022812-0.00021884i,0.00020105+0.00017886i,0.00022781+6.5745e-05i,6.8283e-05-0.00062903i,-0.00030787-0.0012345i,-0.00067088-0.0010882i,-0.0006818+5.2671e-05i,0.00013+0.00048334i,0.00071713+0.00077532i,0.00047901+0.00058522i,1.5314e-05+0.0004363i,4.2883e-05+0.0004008i
-0.0026229-0.0020872i,-0.0015498-0.0023915i,-0.0023754-0.0026868i,-0.0013923-0.001838i,-0.00016882-0.00068468i,-9.0164e-05+0.00047675i,-1.0987e-05+0.0010205i,9.2131e-05+0.00026416i,0.00050126+0.00026366i,0.00027171+0.00014591i,-0.00022773-0.00053781i,-0.00069716-0.00065681i,-0.0011568-0.00024276i,-0.0010426-0.00030073i,-0.00053319-0.00028366i,-0.00037537+2.5907e-05i,-0.0001258+0.00023049i,6.2484e-05+0.0001178i,-4.9406e-05-5.9586e-05i,-0.00056831+3.7371e-05i,-0.00051325+0.00037852i,0.00039106+0.0006846i,0.00084032+0.000609i
-0.0007776+0.00091085i,-0.0013319+0.00057426i,-0.0020478+0.00013312i,-0.0022329-0.00032122i,-0.0019616-0.00064688i,-0.00082725-0.00062327i,3.7476e-05-0.0011749i,0.00032359-0.00072752i,0.00085589+3.3033e-05i,0.00097568+0.00018209i,0.00010817+0.00066753i,-0.00048534+0.00072925i,-0.00025668+0.00042216i,6.2604e-05+0.00038707i,4.7082e-05+0.00045826i,-3.1172e-06+0.00083411i,-0.0002834+0.0010855i,0.00051087+0.00041879i,0.00107+0.00017516i,0.00014678+6.58e-05i,3.1638e-05+0.00038915i,0.00033965+0.001529i,0.0006002+0.0015886i
0.00030654+0.00057109i,-4.2928e-05+0.00066011i,-5.8675e-05+0.00074433i,0.00050996-0.00039407i,0.00079424-0.0011194i,-9.0497e-05-0.00082722i,-0.00043668-0.00047154i,0.00036413+3.6552e-05i,0.00054035+0.00065639i,0.00024867+0.00051008i,-0.00014644-0.00015167i,5.2158e-05-0.000284i,0.001233-2.8129e-05i,0.001008+0.00054573i,-0.00010808+0.0006268i,0.00034467+6.2947e-05i,0.0005912+5.3668e-05i,0.00050065+0.00028873i,0.00085402+0.00010959i,0.00069328+0.00017134i,0.00031562+0.00020297i,0.00016861+9.9111e-05i,0.00045649+3.1629e-05i
5.5219e-05+0.0013378i,0.0012759+0.00082216i,0.001469+0.00053284i,0.00063224-0.00049075i,0.00034018-0.0016785i,0.00038643-0.0013357i,0.00019513+7.6857e-07i,0.00024585+0.00031999i,0.0011956-0.00015788i,0.0010539-0.00086481i,-0.00026819-7.9103e-05i,-0.00034968+0.0011766i,-0.00077392+0.00062299i,-0.00090829+0.00014995i,-8.0529e-05+0.00020096i,1.833e-05+0.00093556i,-0.00085013+0.0010426i,-0.00044032+0.00052175i,0.00021762+0.00021151i,-0.00034016-2.6194e-05i,-0.00075383+0.00011952i,-0.000956-0.00029704i,-0.0011975-0.00076289i
0.0020875+3.5381e-05i,0.0021351+0.00023471i,0.0020755-0.00054384i,0.00077116-0.0018762i,-0.00065642-0.002566i,-0.0002041-0.0012202i,0.00051021+0.00019742i,0.0001908+0.00015546i,4.9773e-05+8.1378e-05i,-0.00014179+0.00037576i,-0.00064572-0.00030525i,-0.00046414-0.0015992i,0.00046214-0.0016267i,0.00068002-0.00083932i,5.0662e-05-1.5234e-05i,-0.00023265-0.00021844i,-0.00017754-0.00039854i,-0.00052287-0.00038186i,-0.00022782-6.1139e-05i,0.00026104+0.00019546i,0.00016788-0.0004066i,-0.00058758-0.00013174i,-0.00049367+0.00033016i
4.2758e-05-0.0031094i,-0.00027638-0.0029766i,-0.00019784-0.0028258i,-0.00046438-0.0023729i,-0.00035509-0.0015902i,-0.00023807-0.00067957i,-0.00047445-0.00080066i,0.00022342-0.001291i,0.0011282-0.0011325i,0.00076403-0.0010777i,0.00033987-0.0011418i,0.00020605-0.001239i,-0.00013319-0.00031076i,-0.00020457+0.00071157i,-0.00050602+0.00026882i,-0.0008929-0.0001413i,-0.0004271+0.00019081i,-0.00020302+3.4414e-05i,-0.00026327-0.00019319i,0.00025365+0.00026261i,0.00037257-0.00034614i,0.00023943-0.00035638i,9.2588e-05+0.00052112i
-0.0022829-0.0031073i,-0.0022854-0.003208i,-0.0027731-0.0037207i,-0.0022675-0.0023353i,-0.0014419-5.7352e-05i,-0.00086443+0.00020627i,-0.0003834+3.2634e-05i,9.3949e-05+0.00038021i,-0.00016427+2.6306e-05i,-0.00058609+0.00017649i,-0.00038919+0.00054004i,8.8381e-05+0.00032514i,-0.00044067+0.00080532i,-0.0011827+0.00056638i,-0.00062293+0.00066033i,0.00031188+0.0013763i,0.00086448+0.0010081i,0.00054647+0.00018172i,4.5477e-05+0.00024329i,-0.00029889+0.00038276i,-0.00078985+1.3812e-05i,-0.0015202+0.00026082i,-0.0016458+0.00060779i
-0.0010982-0.0012854i,-0.0012115-0.00062857i,-0.00084184-0.00026896i,-0.00097607-0.00038008i,-0.0012505-0.00053808i,-9.8965e-05-0.00041589i,0.00080223-0.00062911i,0.00057578-0.0006249i,0.00053172+0.00041412i,0.00066683+0.0006855i,0.00010867+0.00015454i,-0.00073722-0.00018074i,-0.00048872-0.00022705i,-4.7965e-05-0.00011719i,-0.00043991-0.00015108i,0.00024921-1.8334e-05i,0.00035446+0.00030124i,-8.3321e-05+0.00014416i,7.7297e-05-0.00015113i,0.00019045-0.00024993i,1.6514e-05+0.00035794i,-3.4084e-05+0.00083932i,0.00051087+0.00067211i
-0.0001091-0.0013362i,5.9968e-05-0.0013413i,-0.0014172-0.0016263i,-0.0013645-0.001927i,-0.00063041-0.0011323i,-0.00019756-0.00078776i,-0.00032047-0.00087976i,-0.000657-0.00020014i,-0.00046539+0.00029299i,-0.00022985+0.00018136i,0.00015949-0.00030561i,0.0002569-8.1147e-05i,0.00013065+0.00056863i,0.00041212+0.00021715i,0.00075312-0.00017706i,-9.7447e-06+5.4436e-05i,-0.00071609-0.00013338i,-0.00066012+2.0544e-05i,-0.00041062+0.00058952i,-0.00012311+0.00045662i,-0.00045886-5.8793e-05i,-0.00026361+0.00021414i,0.00037789+0.00098037i
-0.00032893-0.0011462i,-5.8799e-05-0.0013749i,-0.001586-0.0010367i,-0.002046-0.00011878i,-0.00074507+0.00011706i,-1.6209e-05+0.00044991i,0.00029565+0.00074708i,0.00069481+0.00054585i,0.00062346+0.00098857i,0.00059708+0.00090953i,0.00016672+0.00018398i,-0.00028047+0.00029519i,-0.00050672+0.00032952i,-0.0001543-0.00039325i,0.00042776-0.00068615i,0.00075932-0.00035465i,0.00088404-0.00074654i,0.00026581-0.0010647i,-0.00040827-0.00076741i,-0.0003488+0.00021016i,-0.00011306+0.00041018i,2.1119e-05-0.00052239i,-0.00045772-5.7583e-05i
-0.0017344-0.00066477i,-0.0007063-9.2961e-05i,-0.00024776+0.00023216i,-0.00089565-0.00095789i,-0.00018707-0.0010041i,0.00082296+0.00072882i,0.001327+0.0012043i,0.00092077+0.00035802i,-8.1957e-06-0.0003587i,9.3316e-05-0.00084121i,0.00063434-0.0012429i,0.00089951-0.0006932i,0.00029821-0.00046278i,0.00021927-0.00034386i,0.00021444-0.00025887i,-0.00017409-0.00084321i,0.00014682+8.2313e-05i,3.888e-05+0.00096592i,-3.0115e-06+0.00021732i,0.00062383+0.00026254i,0.00017703+0.00058077i,-0.00062718-0.00017515i,-0.00086068-0.0003521i
-0.00091865-0.0013324i,-0.0009367-0.0021097i,-0.0005196-0.0025775i,-0.00031009-0.0014741i,-0.00061572-0.0012226i,-0.00020721-0.0011391i,-0.00011248-0.00050919i,-1.2693e-05-0.00055474i,0.00032318-0.00053785i,-0.00012261-0.00013512i,-0.00037767-0.00022507i,-0.00054691-1.4306e-05i,-0.00064429-8.8246e-05i,-0.00087474-0.00015783i,-0.0010342-3.5842e-05i,-0.00079795-0.00062251i,-0.00036541-0.00080113i,-0.0006747-0.0005052i,-0.0010372-0.00030484i,-0.00090568-0.00034988i,-0.00053782-0.00043431i,-0.00021145-0.00048674i,-0.00061773-4.5435e-05i
-0.0023892-5.525e-05i,-0.001366-0.0011006i,-0.0015399-0.0015424i,-0.0022504-0.00054994i,-0.0018779+0.00087543i,-0.0012435+0.0011787i,-0.0012843+0.00062641i,-0.00094124+0.00038743i,0.00024382+0.00054354i,0.00073656+0.00034747i,0.00013187-0.00031942i,-0.00012218-0.00038251i,0.00022522+6.5649e-06i,-0.0002814+6.2157e-05i,-0.0003518+0.00030472i,-0.00046734+0.00028049i,-0.00061703+0.00048479i,-0.00048768+0.00028326i,-0.00028616-0.00054653i,8.0442e-05-0.00079146i,-0.00062709+0.0001472i,-0.00093144+0.001035i,-0.00054828-0.00034235i
-0.0014733-0.0010178i,-0.0013777-0.00056307i,-0.00087824-0.00060756i,-0.0001515-0.0011765i,0.00028009-0.00067428i,0.00078392-5.8962e-05i,0.0011121+2.3651e-05i,0.00075932+3.0497e-05i,0.00069814-9.8504e-05i,0.0010668-0.00022344i,0.00071301-0.00046589i,-0.00065182+0.00021746i,-0.00060598+0.00025684i,0.00049816-0.00017752i,0.00072019+0.00033368i,0.00022926+0.0010817i,-0.0002958+0.0018895i,-0.00055717+0.001003i,-0.00013701-2.7635e-05i,0.00015405-8.675e-06i,-0.0004179-0.00036215i,-0.0010477-0.00048611i,-0.00014012+8.494e-05i
0.00094595-0.0014291i,-0.00051315-0.0014808i,-0.00077319-0.0026533i,2.6978e-05-0.0027608i,0.00033575-0.0015054i,6.927e-05-0.000116i,-0.00022058-4.5727e-05i,0.00029408-0.00036803i,0.00052585+0.00023782i,9.5959e-05-9.2802e-05i,-0.00030362-0.00060391i,7.2995e-06-0.00060082i,0.0003566-0.00014553i,0.00016327+0.00020946i,-0.00015265-0.00050506i,-0.00065007-0.00043902i,-0.00046595-0.00033637i,-0.00060054+5.0062e-05i,-0.00090129+0.00074981i,-0.00032762+0.00029493i,5.1948e-05+0.00068004i,4.9065e-05+0.00061452i,-0.00051984-0.00019898i
-0.0015175+0.00012019i,-0.0013793-0.00012374i,-0.00070351+0.00054814i,0.00013293+0.00067762i,-0.0002268+0.0002985i,-0.00034605+0.00043611i,-0.00058523+0.00038262i,-0.00048715-0.00018476i,0.0004252-0.00014284i,0.0011762+3.3924e-05i,0.00041099-0.00026619i,-0.00046483-0.00083909i,-8.856e-05-0.00091344i,-0.00032449-0.00042146i,-0.0010253-0.00015943i,-0.00040542-0.0004365i,0.0002168-0.00042749i,-0.00018683-0.00053371i,-0.00085156-0.00051154i,-0.00096581-0.00026948i,-0.00047107-0.00043527i,-0.0004969-0.00047036i,-0.00010528-0.00022727i
-0.0015274-0.00090819i,-0.00088099-0.0013756i,-0.0010987-0.0010817i,-0.001556-0.00071765i,-0.00087916-0.0001148i,-0.00030428+0.00027313i,-0.00018897+0.00026819i,0.00047752+0.00028521i,0.00053899+0.00028808i,0.00026116+0.00021189i,0.00048488+0.00035842i,0.00024727+0.00078369i,7.6557e-05+0.00065075i,0.00059923+0.00067572i,0.0001958+0.0005061i,-0.00043839+0.00015429i,-0.00076764+0.00037874i,-0.00073638-0.0004338i,-0.00038414-0.00058649i,-0.00084002+0.00032003i,-0.0003462-0.00020191i,9.9274e-05+6.4417e-05i,-0.00050759+0.00033029i
0.0024613+0.00045545i,0.0023496-0.00044953i,0.0019621-0.0013435i,0.0013514-0.0024706i,0.0004101-0.0024962i,-0.00053742-0.0012654i,-0.00029115-0.00085486i,0.00012191-0.00056393i,0.00047592-0.00043005i,0.00040595-0.00017514i,3.8193e-05-0.00010539i,2.6049e-05+9.9378e-05i,0.00025941+0.00035141i,0.00017487+0.00072856i,-0.00045916+0.0012639i,-0.00028199+0.0011944i,0.00025906+0.00051233i,-0.00017969+0.00041603i,-0.00063425+0.0010513i,-0.00018102+0.0012804i,-0.00010276+0.0012634i,-0.00036494+0.00076161i,0.00035566+0.00042136i
0.00064847-0.0015961i,0.00040742-0.0015978i,0.0013122-0.0009322i,0.00058009-0.0018596i,-0.00021464-0.0021812i,8.3497e-05-0.0010909i,0.00044488+0.00012428i,0.0008432+0.0006877i,0.00072827+0.00037167i,0.00035629-0.00033576i,-0.00051333-0.0004891i,-0.00047956+0.00046926i,0.0004714+0.00098193i,0.0010091+0.00091426i,0.0011041+0.00027925i,0.00084904+0.00017136i,-6.3525e-05+0.00034073i,-0.00087806-8.3192e-05i,-0.00080192-0.00072135i,-0.00084194-0.00040837i,-0.00071558+8.9944e-05i,-0.00010039+8.5071e-05i,0.00053649-6.6395e-05i
-0.00073682+0.00099503i,-0.0012786+0.00093206i,-0.00072122+0.0011348i,0.00021082+0.0013415i,9.968e-05-2.519e-06i,0.00035924-0.0010368i,0.00050983-0.0010231i,0.00072652-0.0014144i,0.00097641-0.00086361i,0.0010195-8.45e-05i,0.00064009-0.00023819i,-0.0001114-0.00036772i,-0.00010991-3.8724e-05i,0.00019765+0.00031299i,0.00030858+0.00067061i,0.00040543+0.0008662i,0.00019468+0.00031044i,-0.00026226-9.9899e-05i,-0.00066381+0.00029482i,-0.0002843-0.00026592i,0.00056135-0.00093736i,0.00065321-2.5989e-05i,0.00027919+0.00096678i
-5.0404e-05+0.001908i,0.0012029+0.0014549i,-0.00020252+0.0013009i,-0.0010479+0.00051784i,7.2716e-05+0.0001954i,0.00033606-4.5044e-05i,-0.00018986-0.0010663i,0.0002311-0.0007561i,0.0010478+0.00033146i,0.0015338+0.00024611i,0.0016484+3.5357e-05i,0.0013088-0.00022138i,0.00091832-0.00014615i,0.00036529+0.00033795i,-4.326e-07+0.00047947i,-8.3499e-05+0.00036772i,-0.00010691+0.00042434i,0.00041474+0.00027583i,0.00032667-0.00054794i,-0.00033126-0.0010668i,0.00031577-0.00027463i,0.00020952+0.00015878i,-0.00061212-0.00021298i
-0.00022335-0.00036314i,0.00012485-0.0017798i,0.00024653-0.001401i,-0.00012158-0.0010815i,-0.00081719-0.0014736i,-0.0010872-0.001208i,-0.00036538-0.00055337i,0.00019735-0.00064201i,0.00047526-0.0007143i,0.00051817-0.00058688i,0.00044059-0.00080004i,3.227e-05-0.00051656i,0.00018635-0.00043775i,0.00034254-0.0004456i,-0.00012609+9.8504e-05i,-0.00049476-0.00038821i,-0.00019948-0.00060463i,-0.00035311-6.2288e-05i,-0.00093334+0.00056721i,-0.0010414+0.00069478i,-0.00050351+0.00036668i,0.00027391+0.00096343i,0.00067865+0.001194i
0.00061182+0.0004553i,0.0011171+0.00068038i,0.00084473+0.00046164i,0.00032644-0.00024732i,0.00065979-0.00073664i,0.00014791-0.00042844i,-0.00015402+7.625e-05i,0.00072743+0.00027686i,0.0013902+0.00029756i,0.001332+0.0001017i,0.0010833+0.00032589i,0.0007717+0.00026343i,0.00075261-0.00013875i,-0.00018776+3.8811e-05i,-0.00067386+7.6432e-05i,-0.00087986-6.3787e-05i,-0.000719-0.00027075i,0.00013162-0.0005973i,-0.00024319-0.00048505i,-0.00080431+0.00058083i,-0.00047697+0.00081762i,-0.00028688+0.00053835i,-0.00021279+0.00061329i
0.00030476-0.00032241i,0.0011697-0.00048432i,0.0019607-0.0016886i,0.0014997-0.0025837i,0.001179-0.0023871i,0.001182-0.0014032i,0.00072487-0.001372i,0.00030644-0.0014005i,0.00023012-0.0011854i,-7.1469e-05-0.0013993i,4.5064e-05-0.00061674i,1.0821e-05-0.00011985i,0.000537-0.00018567i,0.00077568+0.00066344i,-3.0002e-05+0.00090358i,-0.00023916+0.00026875i,0.00010086+6.4023e-05i,0.00044386-0.00061526i,-2.5104e-06-0.0013324i,-0.00052345-0.0010264i,-0.00066004-0.00046461i,-0.00024226+0.0002578i,0.00015691+0.00054597i
-0.0006116-0.00057677i,-0.0010126-0.00070206i,-0.0010508-0.00074337i,-0.0012222-0.00039586i,-0.00068535-0.00088292i,-0.00016503-0.0015968i,-0.00021285-0.0012862i,-0.00014416-0.0007833i,0.00059618-0.0010489i,0.00052889-0.00079413i,-0.00043422+0.00010575i,-0.00029465+0.00027884i,0.00038008-0.00081595i,0.00020972-0.0011411i,7.3115e-05-0.00059201i,-0.00023335-0.00020967i,-0.00067114-0.00038027i,-0.00029727-0.00082489i,-0.00043809-0.0010298i,-0.00011519-0.00038944i,0.00011145-0.00050057i,-6.2099e-05-0.00017048i,0.00042734+0.00028616i
-0.00096987+0.0016166i,-0.00082667+0.0012638i,-0.00014974+0.0010043i,0.00039487+0.00067126i,8.8417e-05-0.00049901i,0.00031473-0.0012365i,0.00029017-0.00036169i,0.00076101+0.00051588i,0.0017866+7.9004e-05i,0.001458-0.00047953i,0.0011709-0.0004606i,0.0013173-0.00019909i,0.0010531-0.00034104i,0.00058581-0.00086122i,0.00047175-0.00068931i,0.00082841-0.00028119i,0.00050499+9.3535e-05i,-0.00023164+0.0004536i,-0.00070648+0.00086458i,-0.0008045+0.0010172i,-0.00080826+0.00063726i,-0.0010336+0.00051156i,-0.0005222+0.00082932i
0.00046452-0.00021216i,-0.00016077-0.0004729i,-0.00061013-0.0012232i,0.00026151-0.0017061i,0.00060247-0.00029083i,0.00052202+0.00034777i,0.0011758-0.00015039i,0.0012187+0.00033243i,0.00069316-9.4019e-05i,0.00052794-0.00094149i,0.00031559-0.00053949i,0.00039662+0.00022915i,0.00037624+0.00025987i,0.00022078+0.00010334i,0.00016257-0.0001291i,-0.00019981+0.00032773i,-0.00089825+0.000705i,-0.00091891+0.00011463i,-0.00044322-0.00034749i,-6.4838e-05+0.00023605i,0.00026649+0.00069641i,0.00084682+0.00079605i,0.001076+0.00045753i
-0.0013167-0.0016524i,-0.00069278-0.002179i,-0.00090891-0.0014781i,-0.0012428-0.00080554i,-0.00080159-0.00075865i,-0.00039102-0.00010439i,-0.00034511-7.0658e-05i,0.00030347-0.00051691i,0.00076392-0.00012007i,0.0005462+0.00027331i,0.00017251+0.00064389i,-8.9727e-05+0.00085681i,-0.0001128+0.0005849i,2.0103e-06+0.00048672i,-0.00045097+0.00088553i,-0.00018721+0.00089195i,0.00035799+0.0003064i,0.00025758+0.0002578i,-8.835e-05+0.00050096i,-0.00018631+0.00049774i,0.00031985+0.00070902i,0.00021468+0.00087453i,0.00061399+0.0002581i
0.00055098-0.00018383i,0.0011003-0.0012095i,0.00090506-0.0024584i,0.00072706-0.0023014i,-0.00015807-0.0017595i,-0.00031352-0.00044909i,0.0010043+0.00042822i,0.00092867+0.00061571i,0.00043122+0.00018849i,0.00045622-7.8674e-05i,0.00023227-0.00027831i,4.9459e-05-0.0010321i,-0.00019559-0.00017583i,-0.00062758+0.00042986i,-0.00065918-0.00019609i,-0.00056496-0.00016444i,0.00015773-0.00053463i,0.00061942-0.00031494i,0.00011796+2.6961e-05i,-0.00010963-0.0001505i,0.00036306-0.00017668i,0.00052624-6.5252e-05i,-0.00019263+0.00018901i
-0.00099209-0.00034569i,-0.00019977-0.00094475i,-0.00075418-0.00020145i,-0.00076927-0.0019716i,-0.000334-0.0028749i,4.795e-05-0.0010114i,0.00037267+0.00063842i,0.00094677+0.00028061i,0.001499-0.000195i,0.00049988+0.00035139i,-0.00033277-0.00045367i,-0.00019746-0.00065597i,-0.00054289+0.00011905i,-0.00027844+0.00057906i,0.00039292-0.00012115i,0.00094239-0.00068567i,0.00086254+0.00015933i,0.00030322+0.00061389i,0.00041463+0.00022929i,-0.00028995+0.00070004i,-0.00081771+0.0011519i,-0.0005664+0.00080741i,9.2464e-05+0.00098893i
0.0011576-0.0025128i,0.0011141-0.0027979i,0.00026214-0.0030887i,-0.00088685-0.0025824i,-0.0015322-0.001395i,-0.0016243+6.4423e-05i,-0.00026872+0.00057786i,0.00098023+0.00078453i,0.00087221+0.00099922i,0.00079725+0.00054586i,0.00022672+6.6333e-05i,-0.00037424-0.00090637i,-0.00021139-0.0007323i,1.6365e-05-0.00023316i,-0.00017178-0.00022084i,-0.0010153-0.00012647i,-0.001113-0.00010797i,-0.00036963-0.00017359i,-0.00028568-0.00031367i,-0.00044248-0.00012753i,7.9324e-05+0.00041358i,0.00025692+0.00037218i,0.00045002-0.0003105i
-0.0029586-0.001709i,-0.0033684-0.0020849i,-0.0035122-0.0020089i,-0.0020444-0.0012218i,-0.00036852-0.00037665i,0.00017954-4.3416e-05i,-0.00024384+0.00011977i,-0.00017601+0.00068948i,-0.00030717+0.0010297i,-0.00053056+0.00085872i,-0.00010237+0.0011638i,0.00012496+0.0011264i,-9.0445e-05+0.00091874i,2.2949e-05+0.00082918i,0.00013656+0.0011435i,-0.00027604+0.0010452i,-0.00040439+0.00020208i,9.836e-05+0.00014007i,-0.00039056+0.00057294i,-0.0012537+0.00031868i,-0.00092075+0.00058034i,-0.00037549+0.00073893i,-3.0272e-05-0.00022126i
7.9947e-05+0.0013578i,-0.00064662+0.00036139i,-0.00074702-0.00016518i,-0.0002137-0.0010672i,3.0796e-05-0.0015165i,5.0714e-05-0.00042329i,0.00022382-1.3988e-05i,0.00053877-0.00013715i,0.00060056+0.0004386i,0.0003034+0.00078582i,-0.00025337+0.00043156i,-0.00065177-0.00025527i,-0.00090006-0.00012581i,-0.00014395+4.1789e-05i,0.00017811+0.00016774i,-0.0001501+0.00025549i,5.9976e-06+2.9192e-05i,0.000457+0.00019647i,0.00024762+0.00046994i,4.8491e-05+0.00045053i,0.00022412-0.00021672i,0.00015658-0.00025435i,-0.00010986-0.00043213i
0.001955-0.00048126i,0.0016765-0.0010219i,0.00053882-0.0018721i,-5.4679e-05-0.0025609i,-0.00061325-0.0030092i,-0.00076288-0.0017961i,-0.00023063-0.00062166i,-0.00029789-0.00039565i,0.00046565-0.00027372i,0.00060634-0.00013258i,-0.00055203-0.00029655i,-0.00055964-0.00084169i,4.2682e-05-0.00082432i,0.00027408-0.0003881i,-1.833e-05-2.1155e-05i,-0.00023427+0.00012532i,-0.00081602+0.00017005i,-0.0011838+9.0774e-05i,-0.00098877-4.0902e-05i,-0.00056185-6.0859e-05i,-0.00032108-5.5903e-05i,-0.00037269+0.00036177i,-0.00050694+0.00026373i
0.0012448-4.4011e-05i,0.0010562-0.000776i,1.3959e-05-0.00031493i,0.00060605+0.00030524i,0.0007586+0.00026073i,0.00014395-2.0821e-05i,0.00027882+0.00044386i,0.00030686+0.00081499i,-1.2118e-06+0.0004259i,-0.00018299+0.00022444i,-0.00011625+0.00037483i,-0.00032239+0.00020967i,-0.00075509+0.00015727i,-0.0011072+0.00025422i,-0.00080232+0.00060819i,-0.00056029+0.00095696i,-0.00078047+0.00052579i,-0.00094919-0.00077981i,-0.00054429-0.0011217i,-0.00018738-0.00050086i,-0.00038148-0.00023535i,-0.00021491-0.00025795i,-0.00013255-0.00032897i
-0.0032926-2.5079e-05i,-0.0032212+0.00012261i,-0.0023515-0.00057196i,-0.0022914-0.0022966i,-0.0018706-0.0024061i,-0.00045971-0.00041542i,0.00068471+0.000802i,0.00082153+0.00030324i,-6.1496e-05+0.00039119i,0.00017778-1.9604e-05i,0.00069651-0.00011575i,0.00055695+0.00041249i,0.00059485+0.00013424i,0.00044933+0.00060919i,-2.5565e-05+0.0007783i,4.7674e-05+0.0003961i,-0.0002334-5.1396e-05i,-0.00068589-0.00044703i,-0.00068741-0.00031697i,5.5782e-06-0.00047556i,0.00075988-0.0002756i,0.00073273+0.00063672i,0.00030513+0.0012919i
