-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
-0.28044+0.09515i,-0.42219+0.15157i,-0.35532+0.13498i,-0.14112+0.056388i,-0.0086531+0.0039542i,0.012699-0.0014959i,0.017198-0.020739i,0.017603-0.045626i,0.013377-0.033915i,0.019632-0.01762i,0.020712-0.021144i,0.013171-0.02681i,0.0076317-0.024978i,0.00634-0.020577i,0.0066883-0.027757i,0.0085358-0.046693i,0.01349-0.057871i,0.0157-0.051075i,0.010615-0.03358i,-0.00026559-0.019392i,-0.012287-0.0094365i,-0.014053+0.0043653i,-0.0020584+0.016547i
0.10039-0.25652i,0.12905-0.42514i,0.081948-0.43096i,0.014351-0.25079i,-0.016188-0.059088i,-0.047865+0.034544i,-0.097772+0.068829i,-0.096924+0.079981i,-0.044402+0.059899i,-0.019001+0.025712i,-0.027457+0.022939i,-0.021461+0.039302i,-0.0057626+0.040626i,-0.00516+0.038508i,-0.014777+0.040734i,-0.029542+0.034066i,-0.047276+0.015287i,-0.058218-0.0021814i,-0.053412-0.0024436i,-0.033616+0.0077793i,-0.012235+0.010387i,-0.00093787+0.0021169i,0.0010348-0.0079451i
0.0516+0.2919i,0.10526+0.46039i,0.1114+0.40599i,0.036547+0.17669i,-0.041527+0.023981i,-0.04746+0.011025i,-0.020376+0.034513i,-0.015663+0.035716i,-0.018208+0.016005i,-0.013333+0.00027257i,-0.0038849-0.00551i,-6.2958e-05-0.0108i,-0.0068754-0.014485i,-0.012045-0.015484i,-0.0071547-0.0041582i,0.0095542+0.0281i,0.031168+0.062019i,0.047148+0.068991i,0.051054+0.045872i,0.037735+0.019643i,0.018494+0.01149i,0.0037862+0.013115i,-0.0085056+0.012694i
-0.15939-0.16438i,-0.26516-0.22055i,-0.26083-0.13463i,-0.14193-0.0079907i,-0.021859+0.021671i,0.032873+0.008956i,0.069772+0.019975i,0.089224+0.017178i,0.052352+0.0014144i,0.012986+0.0075352i,0.01169+0.0079192i,0.010749-0.010976i,0.0058066-0.017026i,0.015244-0.018086i,0.023843-0.042457i,0.020463-0.078807i,0.016743-0.096291i,0.016956-0.086437i,0.01267-0.062278i,0.0070045-0.036336i,0.0094971-0.017105i,0.020363-0.0081701i,0.029319-0.0073732i
0.28784-0.00088391i,0.43845-0.055659i,0.37363-0.08727i,0.17275-0.0058803i,0.083468+0.09964i,0.10594+0.070398i,0.091109-0.0305i,0.033705-0.057618i,0.0017444-0.020985i,0.0016644+0.0050991i,0.0020764+0.011162i,-0.00076574+0.018665i,-0.0014627+0.02241i,-0.0096526+0.023639i,-0.024867+0.039296i,-0.04077+0.056547i,-0.055527+0.054804i,-0.064268+0.04123i,-0.059866+0.031292i,-0.043232+0.019961i,-0.029049+0.0017993i,-0.026885-0.012036i,-0.029352-0.013339i
-0.29609+0.12772i,-0.43878+0.21617i,-0.35257+0.21312i,-0.1288+0.09783i,-0.024275-0.022408i,-0.036532-0.048058i,-0.050524-0.032509i,-0.054045-0.028356i,-0.038621-0.012211i,-0.0060185-0.0082077i,0.0039175-0.024807i,-0.00035942-0.028076i,-0.001171-0.021663i,-0.0017355-0.015181i,0.010597-0.0017726i,0.038845+0.016102i,0.061419+0.02891i,0.064746+0.029761i,0.055543+0.019078i,0.040863+0.0073869i,0.023758+0.0037975i,0.0098088+0.0074258i,0.0050545+0.01355i
0.069308-0.26546i,0.086695-0.36833i,0.083241-0.28106i,0.12366-0.12906i,0.14323-0.093445i,0.033544-0.095476i,-0.083511-0.018556i,-0.067106+0.055609i,-0.0060252+0.048845i,0.0015991+0.022066i,-0.012635+0.019809i,-0.013747+0.020398i,-0.0027983+0.019085i,0.01327+0.010481i,0.014955-0.026283i,-0.0061173-0.075467i,-0.021389-0.10027i,-0.017152-0.093121i,-0.0090046-0.071617i,-0.0067101-0.048943i,-0.0054113-0.027849i,0.00014776-0.014974i,0.004123-0.015122i
0.17347+0.34982i,0.31446+0.52067i,0.32191+0.41507i,0.14453+0.1642i,-0.024386+0.067022i,-0.013192+0.074192i,0.056825+0.049196i,0.048551+0.02536i,0.014489+0.018256i,-0.0034212+0.017155i,-0.0033257+0.029183i,0.0062895+0.033321i,0.00044557+0.019435i,-0.018146+0.012694i,-0.03518+0.036839i,-0.04061+0.076004i,-0.035865+0.093348i,-0.028752+0.083277i,-0.023903+0.063199i,-0.024566+0.045128i,-0.027453+0.029907i,-0.02748+0.019463i,-0.023956+0.014192i
-0.2966-0.16245i,-0.44164-0.25773i,-0.40383-0.26548i,-0.26601-0.2075i,-0.17377-0.13023i,-0.10496-0.028926i,-0.0058302+0.02268i,0.049804-0.0086731i,0.02547-0.027819i,0.014801-0.014595i,0.033645-0.031247i,0.03187-0.058622i,0.020239-0.054193i,0.022183-0.035371i,0.038055-0.024703i,0.058075-0.021769i,0.061411-0.019624i,0.044642-0.016972i,0.02939-0.013491i,0.026271-0.0077987i,0.025855-0.0031114i,0.022032-0.0011302i,0.018832+0.0016214i
0.32491-0.22186i,0.45619-0.38253i,0.34152-0.35341i,0.15806-0.10589i,0.14017+0.082353i,0.14333+0.053551i,0.051194-0.031926i,-0.007365-0.04695i,-0.00030467-0.025319i,0.0047418-0.0079447i,-0.0083371+0.0029492i,-0.022229+0.017064i,-0.017369+0.026594i,-0.0069997+0.012679i,-0.013777-0.017119i,-0.034999-0.04161i,-0.046869-0.049011i,-0.038911-0.04243i,-0.026056-0.033162i,-0.018815-0.025275i,-0.01491-0.016248i,-0.011554-0.0074633i,-0.012307-0.0023358i
-0.17354+0.34053i,-0.26204+0.53442i,-0.22452+0.49797i,-0.11921+0.2796i,-0.072638+0.090715i,-0.042013-0.00012i,-0.027264-0.018097i,-0.059384+0.01018i,-0.057652+0.034668i,-0.029038+0.023543i,-0.022655+0.017415i,-0.013027+0.025708i,-0.005857+0.016332i,-0.017612+0.0072527i,-0.022969+0.023323i,-0.011385+0.044735i,0.0015595+0.049317i,0.012511+0.042022i,0.018658+0.031007i,0.010947+0.021496i,0.00011853+0.015758i,-0.00081134+0.0087839i,0.0049192+0.00010724i
-0.21611-0.22767i,-0.35073-0.24268i,-0.30683-0.09554i,-0.090167+0.0055426i,0.018828-0.055032i,-0.083618-0.064566i,-0.13707+0.037648i,-0.061287+0.092282i,-0.01219+0.066242i,-0.0065812+0.032352i,0.0056588-0.00052003i,0.0083598-0.035973i,0.00018051-0.038263i,0.0066414-0.012725i,0.024807-0.0077707i,0.033082-0.024603i,0.027217-0.031847i,0.015745-0.02634i,0.0064389-0.018059i,0.0048058-0.013116i,0.0037028-0.011596i,-0.003718-0.0070674i,-0.0067292-0.0016836i
0.3865+0.078061i,0.61275+0.11446i,0.58576+0.08929i,0.32848+0.079648i,0.15415+0.14763i,0.1617+0.16179i,0.18059+0.063749i,0.13494-0.033968i,0.074424-0.061017i,0.028845-0.033277i,0.0069131+0.0029661i,-0.0053486+0.024337i,-0.013373+0.03053i,-0.01697+0.018664i,-0.032436+0.0096179i,-0.041788+0.021246i,-0.025745+0.030372i,-0.009657+0.020329i,-0.011542+0.007422i,-0.015983+0.0040731i,-0.010982+0.0043644i,-0.00027303+0.0049827i,0.0061853+0.0037107i
-0.099114+0.0938i,-0.052193+0.022269i,0.062308-0.17594i,0.054617-0.33379i,-0.051674-0.3032i,-0.044133-0.16251i,0.02633-0.077855i,0.024108-0.045039i,-0.0018517-0.012731i,0.0010645-0.0018121i,0.0079916-0.0038364i,0.019576-0.00084736i,0.031326-0.005431i,0.025685-0.012686i,0.014108-0.00934i,0.0073213-0.0083953i,-0.0048964-0.013681i,-0.01552-0.010645i,-0.0058039-0.0039955i,0.010787-0.0057444i,0.014969-0.013403i,0.0072972-0.023472i,-0.0048269-0.030056i
-0.089686-0.24015i,-0.20532-0.3296i,-0.2669-0.23224i,-0.14702-0.040355i,0.0036371+0.026827i,-0.044822-0.032562i,-0.16214-0.045215i,-0.14857+0.005082i,-0.070465+0.039586i,-0.020138+0.038784i,-0.0017039+0.01224i,-0.011707-0.010961i,-0.02124-0.0089202i,-0.0070526+0.0026325i,0.01596+0.0013035i,0.020959-0.010766i,0.008373-0.013954i,0.00027026-0.0062476i,-0.0018417-0.0044086i,-0.0089938-0.0059997i,-0.022633+0.0041992i,-0.032456+0.024325i,-0.029047+0.041404i
0.011136+0.11368i,-0.11299+0.22432i,-0.27955+0.34183i,-0.29639+0.40821i,-0.13007+0.35989i,0.055112+0.23057i,0.10179+0.12255i,0.034532+0.058446i,-0.013097+0.027661i,-0.011578+0.01655i,-0.010447+0.011752i,-0.012828+0.016308i,-0.0054633+0.014187i,-0.0023349-0.0021683i,-0.0061726-0.0091282i,0.0055775+0.0022011i,0.033321+0.014558i,0.050027+0.022049i,0.042081+0.031664i,0.025702+0.037054i,0.023819+0.028273i,0.031413+0.0055171i,0.031125-0.015369i
-0.026262+0.074163i,0.1112+0.072071i,0.29766-0.045463i,0.32219-0.22693i,0.16721-0.2919i,0.03012-0.18751i,0.024498-0.046572i,0.067088+0.033404i,0.056821+0.032592i,0.018261+0.0058243i,0.015179-0.003406i,0.034637-0.017995i,0.032792-0.028698i,0.015731-0.018553i,-0.00011286-0.0087631i,-0.017351-0.016212i,-0.028024-0.030926i,-0.02113-0.049115i,-0.0097774-0.071902i,-0.012937-0.084089i,-0.0245-0.074505i,-0.031161-0.049003i,-0.029634-0.023229i
0.072325-0.0392i,0.13084+0.0083838i,0.17779+0.051549i,0.17415+0.045097i,0.1081+0.019541i,0.0038269-0.0090077i,-0.06069-0.048596i,-0.034325-0.075579i,0.01059-0.059158i,0.0073685-0.02208i,-0.016374-0.0019288i,-0.037584+0.0046992i,-0.050996+0.011432i,-0.04654+0.01471i,-0.030885+0.016837i,-0.021412+0.027018i,-0.020505+0.033951i,-0.02343+0.03192i,-0.025997+0.034711i,-0.021482+0.047414i,-0.013797+0.057744i,-0.00431+0.060769i,0.01164+0.056279i
0.04916-0.03282i,-0.014741-0.095429i,-0.14748-0.069676i,-0.23444+0.025851i,-0.19136+0.033018i,-0.060126-0.018117i,0.025668-0.027694i,-0.0038272-0.027333i,-0.036598-0.026202i,-0.0046234-0.018205i,0.013966-0.016708i,0.0058875-0.0026404i,0.014076+0.009591i,0.024823+0.00016641i,0.028753-0.015906i,0.03711-0.030327i,0.038051-0.036927i,0.02725-0.027802i,0.022594-0.0055118i,0.032857+0.009548i,0.042922+0.001605i,0.036937-0.025179i,0.016298-0.048825i
-0.060291-0.016439i,-0.00025424-0.088875i,0.10905-0.18192i,0.16597-0.15861i,0.093746-0.0036509i,-0.053926+0.10518i,-0.11633+0.1264i,-0.060365+0.14985i,-0.01102+0.15254i,0.0035065+0.11454i,0.024359+0.067278i,0.038004+0.02394i,0.028853-0.0016864i,0.0071661-0.0086982i,-0.019275-0.0098331i,-0.044839-0.0081997i,-0.055799-0.002258i,-0.046453+0.00020322i,-0.034315-0.016654i,-0.038883-0.037929i,-0.050734-0.034959i,-0.051782-0.012972i,-0.042544+0.0086913i
-0.10735-0.03161i,-0.29711+0.037448i,-0.42798+0.1325i,-0.34511+0.16656i,-0.10579+0.18279i,0.094509+0.20671i,0.12145+0.12673i,0.041111-0.028264i,-0.015006-0.08925i,-0.029699-0.062656i,-0.032027-0.037299i,-0.03152-0.025481i,-0.029237-0.0080378i,-0.016709+0.017065i,0.0019114+0.039721i,0.018331+0.05897i,0.035443+0.067101i,0.049444+0.056565i,0.04352+0.041361i,0.021811+0.035226i,0.014558+0.032357i,0.026782+0.018339i,0.033028-0.0051086i
0.16316+0.11993i,0.34829+0.18773i,0.46354+0.22181i,0.43523+0.10805i,0.34798-0.15133i,0.28944-0.30125i,0.23426-0.19375i,0.14421-0.0057841i,0.081405+0.054781i,0.05475+0.0092268i,0.016915-0.02169i,-0.0063325-0.010592i,0.00371-0.0042121i,0.017069-0.01459i,0.025342-0.029621i,0.02399-0.049371i,0.004891-0.059395i,-0.018659-0.048249i,-0.02188-0.028852i,-0.0041494-0.023577i,-0.0011039-0.030122i,-0.021727-0.024001i,-0.036121-0.0019744i
-0.055875-0.0026564i,0.055444-0.094534i,0.24011-0.27618i,0.25322-0.35979i,0.0059073-0.27419i,-0.24261-0.22367i,-0.26665-0.24323i,-0.13392-0.20819i,-0.061594-0.12119i,-0.060224-0.014848i,-0.016298+0.060718i,0.021853+0.057332i,0.0090202+0.030185i,-0.0065048+0.015816i,-0.011827+0.0054092i,-0.0099669+0.0031575i,0.002381+0.00078519i,0.016205-0.0021466i,0.024414+0.00096239i,0.022427+0.0066134i,0.016811+0.015515i,0.017591+0.025385i,0.025155+0.029897i
-0.069824-0.13837i,-0.42367-0.17449i,-0.88707-0.030456i,-1.0022+0.22655i,-0.67729+0.41663i,-0.35121+0.46158i,-0.24761+0.36308i,-0.20184+0.20195i,-0.083304+0.10579i,0.028231+0.045636i,0.039966-0.026171i,0.019316-0.056812i,0.018849-0.058661i,0.0023195-0.059167i,-0.020685-0.044692i,-0.020879-0.021197i,-0.0001425-0.0033975i,0.01918-0.0047603i,0.0082436-0.016753i,-0.019126-0.013294i,-0.027716-0.0045625i,-0.020232-0.014574i,-0.021275-0.031697i
0.13447+0.1766i,0.42252+0.37118i,0.74725+0.48912i,0.87042+0.39363i,0.76518+0.15578i,0.60236+0.050794i,0.44193+0.13183i,0.22101+0.20716i,0.011935+0.1767i,-0.05829+0.10659i,-0.038545+0.059267i,-0.032742+0.045125i,-0.027334+0.062138i,0.008002+0.076939i,0.028571+0.065207i,0.0097658+0.0436i,-0.019055+0.026652i,-0.021117+0.014083i,0.0050681-0.00024354i,0.020586-0.01774i,0.007343-0.024666i,-0.0096654-0.015899i,-0.013406-0.0037674i
-0.090345-0.21786i,-0.060245-0.47974i,0.068521-0.76376i,0.079003-0.81439i,-0.067975-0.58564i,-0.11216-0.4089i,0.0067105-0.39596i,0.17171-0.33449i,0.25996-0.1938i,0.20818-0.089747i,0.11055-0.047722i,0.048851-0.044732i,0.0061094-0.053402i,-0.032041-0.057396i,-0.048885-0.054377i,-0.038482-0.044268i,-0.027917-0.026228i,-0.038582+0.0030175i,-0.048196+0.033217i,-0.033307+0.04638i,-0.005847+0.040424i,0.013321+0.025025i,0.01928+0.0065302i
-0.017087+0.027184i,-0.27306+0.078116i,-0.65939+0.25236i,-0.71037+0.39617i,-0.45994+0.28594i,-0.431+0.13498i,-0.55398+0.17502i,-0.53056+0.19065i,-0.41975+0.10702i,-0.27892+0.063508i,-0.14057+0.037448i,-0.06361+0.0082781i,-0.016646-0.00092304i,0.019148-0.00032731i,0.039178+0.0027518i,0.049276-0.016779i,0.046115-0.051512i,0.041994-0.071235i,0.032133-0.082655i,-0.0019155-0.083416i,-0.037137-0.060013i,-0.047492-0.025089i,-0.036793+0.0074901i
-0.06369+0.24956i,0.10786+0.53815i,0.48147+0.67009i,0.7179+0.53314i,0.65798+0.39504i,0.57639+0.36874i,0.53434+0.28045i,0.39948+0.16887i,0.275+0.1026i,0.18774+0.0081742i,0.073458-0.037044i,-0.0019116+0.0013013i,-0.031703+0.021344i,-0.059634+0.021089i,-0.068356+0.040401i,-0.048869+0.081399i,-0.0056996+0.11496i,0.03166+0.10106i,0.029525+0.061329i,0.015709+0.039617i,0.01712+0.027115i,0.019759+0.013993i,0.015098+0.0052353i
0.12705-0.25723i,0.18466-0.55005i,0.057266-0.8069i,-0.18428-0.82176i,-0.23957-0.6359i,-0.063883-0.47115i,0.080132-0.39336i,0.068868-0.31578i,-0.024381-0.19562i,-0.081632-0.043045i,-0.048719+0.057642i,0.0048246+0.070991i,0.041354+0.056542i,0.077456+0.02601i,0.086894-0.026735i,0.057631-0.078462i,0.0040476-0.1115i,-0.038865-0.105i,-0.028597-0.060304i,0.017749-0.018891i,0.044422-0.0068741i,0.029638-0.012206i,-0.0028326-0.010014i
0.053631+0.11484i,0.053494+0.16175i,-0.0008608+0.24972i,-0.023987+0.33401i,-0.059121+0.21976i,-0.21526-0.022117i,-0.35447-0.11649i,-0.31579-0.047039i,-0.1913+0.022325i,-0.094188+0.036652i,-0.02473+0.028767i,0.012572+0.003309i,-0.0033992-0.0048153i,-0.026419+0.032643i,-0.033439+0.056142i,-0.058751+0.053175i,-0.069225+0.056232i,-0.040863+0.048914i,-0.030802+0.025545i,-0.063644+0.013853i,-0.086271+0.034422i,-0.056246+0.052761i,-0.0096148+0.031431i
-0.1318-0.051115i,-0.24895-0.034281i,-0.14412+0.031283i,0.060335+0.053292i,0.10576+0.1443i,0.051321+0.35285i,0.069824+0.4556i,0.13685+0.34682i,0.17854+0.2007i,0.17335+0.10904i,0.11787+0.014829i,0.033933-0.057207i,-0.020503-0.078215i,-0.041459-0.083274i,-0.042683-0.069604i,-0.0030656-0.054034i,0.041526-0.065545i,0.053065-0.066282i,0.045107-0.04756i,0.022008-0.03657i,-0.0073205-0.047566i,-0.036237-0.070495i,-0.056562-0.077195i
0.14051-0.079086i,0.24163-0.041571i,0.17255-0.020299i,0.0077291-0.029991i,-0.092911-0.13989i,-0.14905-0.2207i,-0.18997-0.077515i,-0.22139+0.16088i,-0.24017+0.27621i,-0.17772+0.257i,-0.048763+0.13975i,0.017864+0.013834i,0.019689-0.025468i,0.025305-0.025733i,0.022909-0.041336i,0.009667-0.04665i,0.017596-0.019905i,0.043771+0.012458i,0.045417+0.0038066i,-0.0015874-0.025547i,-0.050393-0.024287i,-0.048905-0.0084262i,-0.023708-0.0026061i
-0.090459+0.12092i,0.044959+0.19598i,0.33759+0.19737i,0.55132+0.21267i,0.50021+0.26351i,0.30908+0.20364i,0.1225+0.032214i,-0.038323-0.026049i,-0.10311+0.088934i,-0.048238+0.16087i,-0.0070949+0.09747i,-0.014971+0.040398i,0.011067+0.021516i,0.029857-0.024912i,0.010609-0.046752i,0.017841-0.025001i,0.04923+0.0025053i,0.077703+0.027324i,0.097829+0.013284i,0.081287-0.045277i,0.033395-0.088327i,0.00062732-0.087126i,-0.0037212-0.067176i
-0.10607-0.16454i,-0.38218-0.35859i,-0.73533-0.24955i,-0.6665-0.0074604i,-0.21675-0.028487i,0.056542-0.24677i,-0.043464-0.32618i,-0.2254-0.24539i,-0.25845-0.1833i,-0.19989-0.1625i,-0.15727-0.10076i,-0.10442-0.0096913i,-0.041766+0.022785i,-0.015525+0.0193i,-0.0094879+0.029372i,0.0012215+0.03357i,0.0081081+0.024475i,0.0085416-0.00038509i,0.011892-0.044642i,0.01956-0.093656i,0.0088557-0.11284i,-0.017451-0.078638i,-0.023632-0.011344i
0.93121+9.2226i,1.1055+9.7955i,3.1421+9.8332i,4.1626+5.86i,4.0572+1.6329i,2.7008-1.052i,0.88637-1.1833i,0.34278-0.13146i,0.76289+0.36003i,1.2084+0.23445i,1.2311-0.036292i,1.1111-0.15641i,1.1735-0.21473i,1.1629-0.22088i,1.05-0.26871i,0.78076-0.31421i,0.38583-0.17874i,0.10764-0.0041962i,-0.028563+0.10292i,0.038402+0.26906i,0.30042+0.37697i,0.48809+0.26491i,0.40887+0.10357i
-0.12011-0.039483i,-0.20457-0.2521i,-0.31797-0.34333i,-0.2858-0.25779i,-0.015361-0.068182i,0.33352+0.021015i,0.46464-0.15188i,0.37662-0.4274i,0.26681-0.57516i,0.14407-0.5215i,0.031129-0.30597i,0.02287-0.11075i,0.04638-0.053167i,0.039322-0.038219i,0.046455-0.030132i,0.050204-0.049513i,0.019155-0.064132i,-0.03373-0.072654i,-0.06194-0.057359i,-0.014788-0.012457i,0.053341+0.013957i,0.074915+0.019134i,0.07217+0.014139i
0.045016+0.039837i,-0.018118-0.029389i,-0.13-0.080041i,-0.16855-0.20417i,-0.20017-0.34711i,-0.24508-0.28196i,-0.15605-0.048941i,0.019553+0.052231i,0.10459-0.023368i,0.10617-0.11353i,0.076379-0.14202i,0.032588-0.10929i,0.0060015-0.069329i,-0.0035342-0.049977i,0.0033564-0.025273i,0.03065+0.0071675i,0.051997+0.027037i,0.032257+0.022538i,-0.0074651+0.0085995i,-0.017177+0.0070492i,0.0047142+0.015493i,0.02678+0.021591i,0.031947+0.021323i
-0.049382+0.038685i,-0.032954+0.17398i,0.15528+0.15714i,0.24857+0.047707i,0.21927+0.085345i,0.27402+0.18365i,0.34528+0.078629i,0.24442-0.14459i,0.035266-0.22203i,-0.092898-0.14748i,-0.097623-0.065979i,-0.071888-0.021878i,-0.050947+0.010969i,-0.018833+0.025202i,0.018789+0.0081513i,0.039222-0.031525i,0.023763-0.063857i,-0.0043557-0.04849i,0.0060195+0.0072984i,0.055473+0.040076i,0.087452+0.020296i,0.072017-0.014066i,0.031629-0.032083i
0.08989-0.038984i,0.12225-0.091416i,0.054647-0.097268i,0.038016-0.15987i,0.15478-0.32894i,0.23638-0.4639i,0.11582-0.46698i,-0.10358-0.3683i,-0.22211-0.26661i,-0.22532-0.18825i,-0.19207-0.078061i,-0.13307+0.015033i,-0.082806+0.031987i,-0.0705+0.021042i,-0.073867+0.012975i,-0.089881+0.011181i,-0.095281+0.027931i,-0.067063+0.038519i,-0.041187+0.028111i,-0.031257+0.02422i,-0.014205+0.032341i,0.01131+0.033677i,0.025427+0.022082i
-0.0035213+0.091362i,0.066642+0.017549i,0.10892-0.21829i,-0.025296-0.39167i,-0.27501-0.30087i,-0.38699-0.09071i,-0.25464+0.033403i,-0.037905+0.07028i,0.078798+0.083543i,0.086036+0.070008i,0.061978+0.047997i,0.052157+0.035028i,0.037896+0.019802i,0.011991+0.020831i,-0.0020634+0.040295i,-0.00099775+0.055459i,0.011357+0.055392i,0.018126+0.032423i,0.012082-0.0077613i,0.0071524-0.042253i,-0.001017-0.053022i,-0.016662-0.03148i,-0.015516+0.0071391i
-0.065016-0.18689i,-0.24247-0.23285i,-0.42942-0.14785i,-0.51398+0.041014i,-0.368+0.22088i,-0.049429+0.29028i,0.16521+0.17229i,0.16758-0.0096886i,0.13317-0.075819i,0.12845-0.07328i,0.08534-0.068977i,0.034892-0.039068i,0.030664-0.0016082i,0.048334+0.012677i,0.06319+0.018029i,0.077422+0.023391i,0.072988+0.0060309i,0.034078-0.018135i,-0.012693-0.0058095i,-0.01995+0.033349i,0.011052+0.055895i,0.041456+0.046161i,0.050077+0.023739i
0.086138+0.14165i,0.20353+0.1672i,0.28858+0.10483i,0.36928-0.042838i,0.41227-0.22344i,0.32642-0.38385i,0.10344-0.41413i,-0.090527-0.29265i,-0.1427-0.18861i,-0.12851-0.1442i,-0.093529-0.070332i,-0.03325-0.0074062i,0.0036901+0.0014483i,0.018885-0.004564i,0.035776-0.022352i,0.032802-0.050518i,0.0084941-0.051318i,-0.012606-0.019001i,0.00062423+0.017494i,0.038553+0.021349i,0.048697-0.0038649i,0.027586-0.021522i,0.0079142-0.027787i
-0.1773-0.034959i,-0.31425-0.039225i,-0.40248-0.036944i,-0.41984-0.010544i,-0.34689+0.021575i,-0.2555+0.019907i,-0.19829+0.025977i,-0.13512+0.031218i,-0.09529+0.013027i,-0.10142+0.010996i,-0.086639+0.019307i,-0.050897+0.0046349i,-0.03906-0.021i,-0.055004-0.035027i,-0.082424-0.033351i,-0.099911-0.016535i,-0.082362+0.0081274i,-0.038646+0.021954i,-0.0052861+0.0051217i,-0.00088367-0.026475i,-0.0039488-0.035796i,0.002751-0.021596i,0.0082986-0.0048782i
0.15476-0.040678i,0.17579-0.053869i,0.099173+0.0045028i,-0.020183+0.045724i,-0.13379-0.002211i,-0.17478-0.012197i,-0.11558+0.053361i,-0.051119+0.11522i,-0.0095191+0.1323i,0.031412+0.088927i,0.036679+0.034016i,0.017562+0.015991i,0.0042799+0.016739i,-0.001886+0.025445i,0.006175+0.049948i,0.029655+0.074002i,0.051283+0.065692i,0.053713+0.024357i,0.024148-0.01158i,-0.012123-0.014259i,-0.022037-0.0028393i,-0.014701+0.00086026i,-0.0033462+0.0038198i
-0.10446+0.15848i,-0.096844+0.22697i,-0.024903+0.1749i,0.042938+0.086394i,0.07326+0.09311i,0.090994+0.094402i,0.083131+0.021372i,0.080471-0.057525i,0.066509-0.098768i,0.010356-0.072954i,-0.015345-0.010952i,-0.0067573+0.020586i,-0.0043791+0.028525i,0.0096102+0.030566i,0.034703+0.016561i,0.043369-0.013154i,0.019704-0.040634i,-0.02283-0.04826i,-0.044185-0.026536i,-0.028815+0.0060083i,-0.0028516+0.020726i,0.012518+0.019327i,0.018578+0.0081027i
0.044898-0.13537i,0.011891-0.15225i,-0.045631-0.037324i,-0.060009+0.070471i,0.012507+0.037036i,0.062943-0.032194i,0.034153-0.039051i,-0.020822-0.02726i,-0.042229-0.033801i,-0.02701-0.041255i,-0.014445-0.033908i,-0.0040505-0.014991i,0.0095554+0.0038441i,0.01293+0.0087997i,0.0042935-0.0052281i,-0.012616-0.012067i,-0.027081+0.0090636i,-0.034925+0.044691i,-0.021095+0.069454i,0.015524+0.05987i,0.035566+0.026323i,0.026004-0.00041123i,0.0062418-0.013065i
0.089532+0.090378i,0.18376+0.045734i,0.22636-0.099868i,0.16988-0.21566i,0.031507-0.20929i,-0.095394-0.12389i,-0.11237-0.02803i,-0.034099+0.0328i,0.021628+0.039966i,0.023212+0.021423i,0.023416+0.010184i,0.035708+0.00070265i,0.036815-0.013413i,0.021005-0.014882i,0.0044998-0.0057494i,0.0036022-0.0059448i,0.017429-0.018802i,0.032746-0.033248i,0.032079-0.044768i,0.013316-0.049091i,-0.0045023-0.043784i,-0.011209-0.027538i,-0.0095014-0.0028999i
-0.1878-0.08615i,-0.31349-0.035335i,-0.33403+0.089775i,-0.24993+0.16679i,-0.14863+0.14069i,-0.028215+0.096295i,0.070091+0.058409i,0.061987+0.00070752i,0.0069403-0.019168i,-0.016783+0.00094806i,-0.02407+0.0098693i,-0.033743+0.008012i,-0.033448+0.0013619i,-0.027278-0.0060209i,-0.026684+0.0072295i,-0.030072+0.03482i,-0.034914+0.046079i,-0.036518+0.037186i,-0.037422+0.030188i,-0.037782+0.037329i,-0.027615+0.047589i,-0.00652+0.044529i,0.013412+0.027181i
0.16416+0.010467i,0.25214-0.05712i,0.25136-0.175i,0.1516-0.25298i,0.016277-0.21137i,-0.070143-0.10518i,-0.059093-0.036335i,-0.010053-0.0096606i,0.011223-0.0062841i,0.0084131-0.014729i,0.0024912-0.015137i,-0.00015789-0.011763i,-0.006544-0.0065754i,-0.0031044+0.0091833i,0.021962+0.012999i,0.042171-0.0051763i,0.032782-0.013179i,0.0079751-0.0024136i,0.0023784+0.0081206i,0.023617+0.0088256i,0.04113+0.0020833i,0.033963-0.0060072i,0.011983-0.011043i
-0.15366+0.097419i,-0.19769+0.18937i,-0.17364+0.23511i,-0.10429+0.24408i,-0.010944+0.25696i,0.081104+0.22259i,0.098282+0.10621i,0.051985+0.0015922i,0.016787-0.020238i,0.0093998+0.0039372i,0.0076782+0.024295i,0.0037555+0.039051i,0.0068819+0.047997i,0.011987+0.030137i,0.0024599-0.0032773i,-0.014064-0.015175i,-0.01646-0.0029906i,-0.0041234+0.01409i,0.011354+0.016497i,0.017775-0.0058421i,0.011981-0.028487i,0.0076602-0.029266i,0.0084877-0.015939i
