-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
0.0013752-0.00080999i,0.0020741-0.00060191i,0.002817-0.001446i,0.00078897-0.0025679i,-0.0013778-0.0016644i,-0.0014957-0.00050107i,-0.00019489-0.00062523i,0.00014932-0.00047199i,7.8047e-05-0.00021889i,0.00048958-0.00022653i,0.00026705-0.00010917i,0.00011785-0.00012313i,0.00047573+0.00042152i,0.00051105+0.0011542i,7.6653e-05+0.00072301i,-0.00011736+0.00018993i,8.0733e-05-0.00022334i,0.00081255-0.00048373i,0.00034103-1.0091e-05i,-0.00027514-0.00052156i,-0.00036252-0.00098601i,-0.000384-0.0006469i,0.00026207-0.00078067i
0.00026186+0.00078286i,0.0016764+0.0013122i,0.0010029+0.0012963i,-0.00028962+0.0018546i,-0.0012918+0.0012534i,-0.00093364+0.00033241i,7.0591e-06+0.00015622i,-0.00010698-0.00040467i,-7.8606e-05-0.00066441i,0.00079869-0.00045629i,0.001405-5.5175e-05i,0.00083946+0.00076638i,-7.5338e-05+0.00029641i,0.00018718-0.00012198i,0.00041288+0.00052491i,0.00045957+0.00028953i,0.0002719+0.00017517i,2.6488e-05+0.00042863i,0.0003774+0.00082669i,0.00019412+0.0011661i,-0.00015159+0.00074539i,-0.00043618+0.00024245i,-0.00034149+0.00019198i
0.00083465+0.0004334i,0.00069088+0.000387i,-0.00062142+0.00091861i,-0.0019661+0.00072692i,-0.0018406+0.00099943i,-0.0010075+0.001228i,-1.8159e-05+0.000381i,7.0536e-06-0.00017523i,-0.00016369+0.00012821i,-0.00033657+0.00060691i,-0.00069063+0.00044365i,-4.0543e-05-0.00029288i,0.00039868-0.00027999i,0.00045154-0.00023459i,0.00096798-0.00040758i,0.0010934-0.00010648i,0.00088504-6.1788e-05i,0.001184+7.1498e-06i,0.0011807-0.00015683i,0.00080695-0.0011569i,0.0005141-0.0012568i,0.00024701-0.00032925i,0.00054514+0.00016818i
-0.0020703-0.00044303i,-0.0042402+0.0014224i,-0.0027595+0.00057904i,-0.0015422-9.2666e-05i,-0.00041935+0.00023911i,0.0010042+0.00067267i,0.00056356+0.00015673i,-0.00047051-0.00016971i,-0.0008434+4.238e-05i,-0.00080793-3.3717e-05i,-0.00046545+0.00061458i,4.7861e-05+0.00093134i,4.6351e-05+0.0001473i,0.00020175-0.00022775i,0.00028111-0.00093431i,-0.00017483-0.00022841i,-0.0003215+0.00081888i,0.00010745+0.00018877i,0.000466+0.00029045i,-0.00027844+0.00062441i,-0.0005613-0.00014378i,4.5176e-05-0.00065066i,0.0008333-0.00034053i
-0.0012738-0.0022661i,-0.0021143-0.001669i,-0.0029498-0.0017931i,-0.0035136-0.00066791i,-0.0032354+0.0011688i,-0.0014125+0.0018012i,-0.0003458+0.00041197i,-0.00060137-3.5122e-05i,-0.00086153-0.00012071i,-0.0010248+0.0002907i,-0.00019533+0.0010801i,0.0010454+0.00086379i,0.0013904+0.00055615i,0.00038797+6.0414e-05i,-0.0003939-0.00092903i,-0.00016979-0.0010352i,-0.00038749-0.00028609i,-7.3884e-05+0.00041098i,0.00013471+0.00036695i,-0.00050426-0.00044948i,-0.00051403-0.00081717i,-0.00048698-0.00038681i,-0.00067587-0.00027146i
-0.00048646+0.00086896i,-0.00048676+0.0011375i,0.00060276+0.001725i,-0.00019036+0.0018223i,-0.00086095+0.0010768i,-0.00032694+0.00064088i,0.00040094-0.00066856i,-0.00029774-0.0011608i,-0.0010906-0.00053666i,-0.0011607-0.00036157i,-0.00077025-0.00021145i,0.00041184-0.00011701i,-0.00011214-0.00022995i,-0.0012573-0.00022181i,-0.0011256-0.00014437i,-0.00028414-0.00012975i,-0.00027689+0.00029039i,-0.00032309+0.0014721i,-0.00031058+0.00094266i,-0.00020131-0.00033433i,0.00040897-0.00081537i,0.00055397-0.00068846i,0.00027641-0.00073047i
-0.0005428+0.0016019i,-0.0003173+0.0011073i,-0.00013512+0.00085324i,-0.00059321+0.00033919i,-0.0010312+0.00041737i,-0.00067728+0.00021495i,-8.3908e-05-0.00069951i,-0.00011052-0.0011806i,-0.00074734-0.00050865i,-0.00034681+0.00012204i,0.00073435+0.00030199i,0.001115+0.00038713i,0.00067142-2.7659e-05i,0.00033661-0.00086444i,0.00027735-0.00090152i,-0.00022352-0.00096032i,-0.00014619-0.00011387i,0.00050228+0.00053369i,0.0009389-0.00013952i,0.00043551-0.0007174i,-0.0002519-0.00045823i,-0.00030952+0.00014592i,0.00054211+0.00028646i
-0.00021215-0.0021397i,-0.00018294-0.0015359i,-0.00039947-0.00087839i,-0.0014135+0.00015962i,-0.0018895+0.00066632i,-0.0013361+0.0014953i,-0.00052861+0.00086527i,-0.00012686-0.00092494i,-0.00029145-0.00143i,9.4449e-06-0.00090612i,0.00070642-1.0967e-05i,0.00087668+0.00015263i,0.00097884-0.00010411i,0.00056783-0.00046889i,0.00027624-0.00066775i,0.00072366-0.00041345i,-0.00012286-0.00043439i,-0.00073755-0.00031224i,-0.0003166+0.0001179i,-0.00088413-4.3231e-05i,-0.00074451-0.0010001i,-2.1406e-05-0.0011761i,-0.0004834-0.00061157i
0.00052641-6.6881e-05i,-0.00088177-0.00042309i,-0.0014373+8.05e-06i,-0.0013444+0.00071341i,-0.0013104+0.00057084i,-0.00063619+0.00087046i,-0.00070519-7.8019e-05i,-0.0011863-0.0011841i,-0.0011778-0.00085529i,-0.00037206-0.00034257i,0.00032993+8.7493e-05i,-0.00020146+9.4617e-05i,7.7142e-05-0.00037667i,0.00024378-0.00047626i,9.397e-05-0.00053642i,0.0003942-0.00027233i,0.00041598-0.00019984i,0.00046094+0.00041048i,0.00032064+0.00057995i,-0.00049041-0.00044378i,-0.00063735-0.00096684i,5.0217e-05-0.00077742i,0.00026435-2.0389e-05i
0.00087916-0.0014679i,-0.00010618-0.00091794i,-0.0018583-0.0011159i,-0.002503-0.0011009i,-0.0029473-0.00015307i,-0.0027048+0.0011572i,-0.0010601+0.001421i,-0.00021182+0.0013761i,-0.00047293+0.00083825i,-0.00046159+0.00070106i,-0.00035207+0.00090562i,0.00039939+0.0010036i,0.0011953+0.0012595i,0.0013889+0.0013725i,0.00073623+0.00027695i,0.00023438-0.00069028i,-0.00015222-0.00074128i,-5.8001e-05-0.00056235i,0.00025874-0.00034373i,0.00030044-0.0003498i,0.00019394-0.00087312i,4.9797e-05-0.00090472i,0.0003011-0.00075027i
0.0010756-0.00041272i,0.0005394-0.00096802i,0.00051842-0.00082733i,-0.00063915-0.0010473i,-0.0017289-0.00026446i,-0.00075822+0.00077932i,0.00075082+0.00076916i,0.00038344+0.00043061i,-0.00036016+0.00063731i,0.00036034+0.00059032i,0.00059697+0.00066114i,0.00012834+0.00082759i,0.0010985+0.00079838i,0.0012645+0.00098267i,0.00055773+0.00044067i,-3.8742e-05-0.00024214i,-0.00076226-1.0854e-05i,-0.001427+0.00026714i,-0.0011015-9.4324e-05i,-0.00050486-0.00071606i,2.5856e-06-0.001145i,0.0001282-0.00056628i,0.00020505-0.00045745i
0.0004059-0.0011168i,-0.00058181-0.0016511i,-0.0021233-0.001496i,-0.0031632-0.0011812i,-0.0032246-0.00018482i,-0.0015978+0.0006952i,-0.00055553+0.00074421i,-0.0010606-0.0002145i,-0.00094813-0.00069625i,0.00048806+0.00012072i,0.00074316+0.00097134i,3.098e-05+0.00076819i,0.00051689+0.00043854i,0.0011143+6.8578e-05i,0.00098556-0.00021168i,0.00026592-0.00018611i,-0.00084349-0.00045809i,-0.00067377-0.00074538i,-0.00017146-0.00034232i,-0.00041219+8.3517e-05i,-0.00040572+0.00052641i,-0.00028821+0.0011991i,-4.6245e-05+0.0009406i
0.0020281+0.0025516i,0.0032076+0.0021848i,0.0042679+0.0019673i,0.0029614+0.0017771i,0.0014985-0.00063798i,0.00086009-0.0011676i,0.00024963-0.00030244i,0.00028258-0.00044551i,0.00075902-0.00058291i,-8.8993e-05+0.00010804i,-0.00067953+0.00056473i,-6.3838e-06+0.00015234i,0.00030609+5.4595e-05i,-0.00050288+0.00074471i,-0.00067426+0.00066127i,0.00044961-0.00026434i,0.00052108-0.00060236i,0.00011334-4.6307e-05i,0.00067475+0.00031196i,0.0012509+0.00054024i,0.0005649+0.00059401i,0.00025102+0.0001929i,-8.9333e-05-0.0004765i
-0.0017763-0.00023432i,-0.0014441+0.00047386i,-0.0014064+0.0012514i,-0.0010098+0.0015088i,-8.002e-05+0.001714i,0.00040017+0.0015995i,0.00029883+0.0012572i,0.00072653+0.00059847i,0.0010313-0.00023132i,0.0011609+0.00034333i,0.0010965+0.0011975i,0.0013226+0.00067191i,0.0015112+0.00021306i,0.00089886+0.0002588i,0.00043811+0.00016314i,0.00083782+0.00046814i,0.00085302+0.00023365i,2.9037e-05+0.00036834i,-0.00056091+0.00060306i,-0.0005612+0.0003237i,-6.5331e-05-0.00047861i,0.00071289-0.00079249i,0.00020362-0.00014469i
-0.00038064-0.00095726i,0.00034258+3.3179e-05i,0.00037426-0.00020238i,-0.00098624-0.00073212i,-0.0014555-0.00044486i,-0.00079306-0.00021153i,-2.8009e-05-0.00017355i,0.00019511-0.00028314i,8.3509e-06-0.00017431i,-0.00020686+0.00027314i,-7.6195e-05+0.0010459i,0.00061431+0.0013328i,0.0008833+0.00075116i,0.00089286+3.8346e-05i,0.00077801+7.4709e-06i,0.00030078+0.00033286i,0.00010924+0.00093839i,-0.00051166+0.0011068i,-0.00046064+0.0010991i,-0.00014705+0.001236i,-4.4289e-05-2.142e-05i,7.8697e-05-0.0013935i,0.00033526-0.0010721i
-0.00010655+0.0012i,0.00055839+0.00034074i,0.00042166+0.00050277i,-0.00047044+0.0016071i,-0.0006656+0.0021106i,-0.00013723+0.0016196i,0.0002141+0.00036511i,0.00042859-0.00075732i,-0.00032091-0.00082755i,-0.0006689+0.0006471i,0.0003154+0.0014874i,0.0012933+0.0010986i,0.0013739+0.00085932i,0.00076557+0.00064675i,0.00091938+0.00015422i,0.0011885+7.1601e-06i,0.0012391-0.00041383i,0.0010545-0.00039337i,-5.0217e-06+0.00026327i,-0.00055803+0.00078325i,-0.00067926+0.00048868i,-0.00048397-0.00018566i,0.00010002+3.2624e-05i
0.0012066+0.0008612i,0.0012019-9.6837e-05i,0.0015323-0.001403i,0.00074681-0.0017604i,-0.00059172-0.00078863i,-0.00071393-0.00058519i,-0.00045258-0.00081328i,-0.00031345-0.00037472i,-0.00038401+8.1655e-05i,-0.00036182-0.00032381i,0.00032535-0.0011429i,8.2237e-05-0.0006249i,-0.00017543+0.00075328i,0.00052774+0.0013677i,0.0013628+0.00086805i,0.001484+0.00022694i,0.00078722+0.00015699i,-0.0002033-6.3818e-05i,0.00037482-0.00035995i,0.0014533+7.1921e-05i,0.0014623+0.00043495i,0.00061066+0.00030704i,-0.00023553+0.00059693i
0.0010349-0.00088621i,0.0011202-0.00043724i,0.0015021-0.00034893i,0.0010015-0.00054938i,-0.00013195-0.00035339i,-0.00081972-0.00047991i,-0.00067553-0.00096936i,-0.00039804-0.00042835i,0.00024894+0.00060184i,-8.5459e-05+0.00074284i,0.00013691+0.0008202i,0.00052334+0.0013627i,6.5839e-05+0.0013789i,-0.00018835+0.0011432i,-0.00010526+0.00040351i,0.00046918-0.00021311i,0.0005608-0.00061673i,0.0008905-0.00092446i,0.0012895-0.0010961i,0.0005302-0.0015803i,-0.00014624-0.0010218i,-5.9417e-05-5.9237e-05i,0.00047655+0.00069211i
0.00057504-0.00023053i,0.00014528-0.00086058i,-0.00058951-0.0004922i,-0.0012016-0.00017383i,-0.0010664-0.00029301i,-0.00061312+0.00015938i,-0.00051015+0.0004075i,-0.0007342+0.00011509i,-0.00058042+0.00031696i,-0.00018639+0.00069022i,0.00070366+0.00036233i,0.0010563+0.0010806i,0.0011052+0.00096982i,0.0013369-0.00034992i,0.00079023+1.0612e-06i,0.00030904+0.0004364i,0.00077092+6.8849e-05i,0.00050528-0.00017733i,-0.00027201-4.013e-05i,-0.00068981-9.9181e-05i,-2.8936e-05+1.5023e-05i,-0.0002036+0.00012765i,-0.00094932+8.5648e-05i
0.0026647-0.00039239i,0.0016243+0.00014083i,0.0011361-0.0012286i,0.00017643-0.0014024i,-0.0014708-0.00065019i,-0.0015417+0.00072055i,0.00014152+0.001433i,0.00088801-4.3892e-05i,0.00068299-0.00091477i,0.00026093-0.00048278i,0.00068053-0.00062381i,0.001591-0.00010653i,0.0023407+0.00046978i,0.0020673+0.00073366i,0.00098827+0.00085745i,0.00045288+0.00036608i,-6.8744e-05-0.0005842i,-0.00029777-0.00066959i,0.00069079+5.9697e-06i,0.0012187+0.00014325i,0.0011402-0.0002358i,0.00090172-0.00024641i,0.00021056+8.2007e-05i
-0.0011674-7.4821e-05i,-0.00055133-0.00071678i,-0.00043414-0.00094333i,-0.0010326+0.00010445i,-0.001687+0.00055177i,-0.0015945+0.00066324i,-0.0013823+0.00064746i,-0.00146+0.00018755i,-0.00084411-1.9358e-05i,-0.00024548+0.00025828i,-0.00021232+0.00059758i,-0.00053998-6.0849e-05i,-6.5488e-05-0.00054797i,0.00097626+0.00018719i,0.0012235+0.00052897i,0.0010026-0.00064887i,0.00062488-0.0010836i,-7.8085e-05-0.00076347i,-2.4247e-05-0.00020521i,0.00018904-0.00023412i,4.052e-05-0.00078144i,6.4615e-05-0.00080489i,0.00025644-0.00011422i
0.00024292-0.0012516i,0.00041-0.001096i,-0.00019169-0.00081995i,-0.0012596-0.00030577i,-0.00082766+0.0012075i,0.00043718+0.0011509i,0.00046322+0.0003009i,5.3831e-05+0.00042905i,-0.0002172+0.00040554i,-0.00071934+0.00041266i,-0.00037308+0.00020228i,0.00063498-0.00039966i,0.00015288-6.5904e-05i,-0.00081395+0.0002854i,-0.0003731-0.0003069i,0.00010599-0.00020095i,-0.00043141+0.00011325i,-9.334e-05-0.00037396i,0.00015647-0.0011203i,-0.00068348-0.00068893i,-0.00063186+2.4048e-05i,-0.00085157+0.00047648i,-0.0011652+0.00087672i
-0.0010145+0.0018774i,-0.0013664+0.00085757i,-0.0024359+0.00067919i,-0.00168+0.0016506i,-0.00081936+0.0016699i,-0.0011304+0.0010728i,-0.0011296+0.00072469i,-0.00097389-0.00029537i,-0.00058683+6.7977e-05i,-0.00020653+0.0011587i,0.00034258+0.00059351i,0.0003584-1.5294e-05i,0.00043334+0.00010543i,0.00067528+0.00036704i,0.0001229-7.6885e-05i,-0.00037985+0.00010443i,2.0969e-05+0.00064026i,0.00046767+0.00029733i,0.00021777-0.00049431i,-0.00028628-0.00054329i,-4.3372e-05-0.00045385i,-0.00013926+1.3285e-05i,-1.9397e-05+0.00031164i
-0.0029621+0.0014318i,-0.0030529+0.001193i,-0.0020823+0.001711i,-0.00098305+0.0020675i,-0.00062255+0.0011374i,7.9042e-05-7.0721e-05i,0.00046655-0.0010303i,0.00025066-0.00080137i,-0.00087447+0.0005111i,-0.0010028+0.00044527i,0.00017361+8.4004e-06i,0.0012712-0.0009203i,0.0017932-0.0014652i,0.00074798-0.00097377i,-0.00097102-0.00071832i,-0.0015553-0.00049212i,-0.0012592+0.0007353i,-0.00026178+0.00090125i,0.00020183-0.00010441i,0.00043445-0.00070855i,0.00021166-0.00010737i,-0.00039748+0.00071311i,0.00012103+0.000697i
0.0023391-0.00064002i,0.0012005-2.391e-05i,0.00043566+0.00097147i,0.001151+0.0005367i,0.00011754-0.00039087i,-0.0011578-0.00055492i,-0.00085223-0.00036232i,-0.0011198-0.00048912i,-0.0011226-2.3722e-05i,0.00011967+0.00036305i,0.0011173+0.00011403i,0.0010087-5.3206e-05i,0.0010571-0.00021927i,0.00074774-0.00015751i,0.00076483+0.00036527i,0.0010131+0.00055441i,0.0012724+0.00022924i,0.0012374+0.00019184i,-8.5705e-06-6.9394e-05i,-0.00050781-7.4658e-05i,-0.00020879+0.00026834i,-0.00042205+0.00026107i,-0.00024317-3.2094e-05i
-0.00021987-0.0021385i,-0.00097254-0.0015401i,-0.0013727-0.001443i,-0.0018084-0.00081566i,-0.0015096+0.0010369i,-0.00073796+0.0013869i,-1.4782e-05+0.0001425i,0.00024454-0.00069944i,-0.0002123-0.00037935i,-0.00085714+0.00096221i,-0.0004115+0.0010503i,0.00059616+0.00055747i,0.001165+0.00035703i,0.00093143-0.00045682i,5.0907e-05-0.00067668i,-7.4924e-06+0.00019774i,0.00019669+0.00029061i,0.00040921+0.00044161i,0.00033517+0.0002566i,8.3214e-05-0.0011571i,3.5846e-05-0.0016534i,-0.00032766-0.00094663i,-0.000517-0.00023228i
-0.00091312+0.0013733i,-0.00063801+0.0010423i,-0.00016293+0.0006688i,0.00020234+0.00071389i,0.00011724+0.00071737i,-0.00022377+0.00090049i,-0.00042971+0.00028465i,-0.0003182-0.00062233i,-0.00043392-0.00055153i,-0.00063052-0.00035423i,8.6902e-06-0.00030205i,0.00063067-0.00015484i,0.00023695-0.00036643i,-0.00043135-0.00053014i,-0.00018994-0.00096823i,4.3132e-05-0.0011666i,-0.0006254-0.00087723i,-0.00072266-0.00022953i,-0.0006636+0.000432i,-0.00041365+0.00030248i,-0.00042707+0.00025191i,-0.00094041-7.9222e-06i,-0.00052842+0.0002656i
-0.00031157+0.00037688i,-0.0013619+0.000118i,-0.0013225+0.00088748i,-0.0012752+0.0009878i,-0.00090655+0.0010121i,-0.00033844+0.001845i,-0.00077547+0.001684i,-0.00088915+0.00020576i,0.0002873-8.7978e-05i,0.00097416+0.00044174i,0.00038908+0.00071165i,9.2246e-05+0.0010229i,0.00070956+0.00042617i,0.00094637-0.00053715i,0.00055957-0.00076656i,-1.0889e-06-0.0006347i,0.00027139-0.00074856i,0.00034253-0.0004762i,0.00021236-0.00021129i,0.00025597-0.00056889i,0.00039527-6.8829e-05i,0.00029917+0.00083851i,0.0001411+0.00053054i
-0.00069898-0.00089022i,-0.00030529-0.0010273i,-0.0010876+0.00047068i,-0.0016997+0.0016885i,-0.0016716+0.0013378i,-0.00092239+0.0010639i,-8.383e-05+0.00053558i,-0.00035527-9.5836e-05i,-0.00052895-0.00040576i,0.00074069+0.00032376i,0.00083455+0.00086635i,0.00010764+0.00061275i,-5.631e-05+2.8969e-05i,-1.1223e-05+5.042e-05i,0.00046968+0.00028763i,0.00093691+0.00064651i,0.00085484+0.00054941i,0.00093661+0.00026861i,0.00035957+0.00022654i,-0.00038413+1.5752e-05i,-0.00056812-0.00025978i,-0.00049024-3.933e-05i,-4.5989e-05+0.00012026i
-0.0013543-2.4977e-05i,-0.0012858+0.0011432i,-0.0016095+0.0029091i,-0.0011813+0.0034682i,-0.00083845+0.0026926i,-0.00084718+0.0010047i,-0.0010234-0.00047563i,-0.00067228-0.0009201i,-0.00073146-0.00080079i,-0.00086803+0.00031897i,-0.00077503+0.0010392i,-0.00015893+0.00061886i,0.00054873+0.00022584i,0.00054746-0.00027567i,0.00077485+0.00020976i,0.0011711+0.00010119i,0.001063+0.00020039i,0.00081101+0.0005894i,0.00010831+0.00086818i,-0.00036006+0.0011594i,-0.00034316+0.0010668i,-0.00029838+0.00087444i,9.6145e-05+0.00081273i
-5.7053e-06-0.00020292i,-0.00068843+0.00012038i,-0.0015951-0.00053893i,-0.0017472-0.00052375i,-0.0015708-0.00045382i,-0.00095333+2.204e-05i,-0.00068967-0.00011416i,-0.00059295-0.00067439i,-0.00019336-0.00077745i,-0.00019242+0.00056265i,-0.00024989+0.0010932i,0.00015965+0.0007811i,0.0011489+2.2949e-05i,0.0016013-2.2001e-05i,0.0011262+0.00033515i,0.00045441+0.00058542i,0.0006148+0.00084143i,0.00059112+0.00065653i,0.0004632+0.00044819i,0.0003604-0.00026436i,-0.00039062-0.0008307i,-0.00057865-0.0002288i,-1.986e-05-7.4973e-05i
-0.0020754-0.0010089i,-0.0022788-0.0010136i,-0.0021052-0.00011362i,-0.0025214+0.0010031i,-0.0023746+0.001045i,-0.0014715+0.0013297i,-0.0005352+0.00092978i,-4.8006e-05+7.8608e-05i,0.0006005+0.00023305i,0.00069457+0.00094876i,0.00063803+0.0014583i,0.00045069+0.0010125i,0.00011344-1.8142e-05i,8.2885e-05-0.0008369i,0.0001814-0.0010392i,-1.687e-05-0.00043734i,-0.00048939+0.0003692i,3.3965e-05+0.00044927i,0.00052145+0.00030683i,0.00055734+0.0010951i,0.00085363+0.0010023i,0.00095155-5.6434e-05i,-8.9468e-05-0.00031684i
0.00089475-0.00069124i,-0.0001538-0.00046675i,-0.001654-5.4879e-06i,-0.0020622+6.6448e-05i,-0.0019409+0.00033054i,-0.0020126+0.00071992i,-0.0011192+0.00042925i,-0.0002081-0.00058986i,-0.00049727-0.00042082i,9.821e-05+4.792e-05i,0.00088863+0.00034063i,0.00038842+0.00079522i,-0.00014967+0.0010192i,0.0001474+0.00065997i,0.00045412+0.00027789i,0.00039245+0.00039883i,0.0004155+0.00013365i,0.001004-0.00031041i,0.0013038-0.00042882i,0.00063233-0.00038303i,0.00024759-0.00012895i,0.00043223+0.00027385i,0.00026973+0.00044328i
-0.0026384+7.5773e-05i,-0.0027519+0.0014943i,-0.0032036+0.0016032i,-0.0026475+0.0014085i,-0.0019917+0.00083697i,-0.0010379+0.00027108i,-0.00016904-0.00027393i,-0.00033772-0.00053759i,-0.00033289-0.00032831i,-0.00013261+0.00015802i,3.8584e-05+0.0001909i,-5.6287e-05-0.00034774i,0.00025931-0.00028597i,0.00046145+0.00060854i,0.0006417+0.00036364i,0.00060717-0.0007833i,0.00028155-0.00031542i,-0.00047659+0.00037314i,-0.00074641+9.3108e-05i,-0.00072922+0.00017381i,-0.00050767-0.00016808i,0.00042949-0.00026291i,0.00041377+0.00015157i
-0.00059383-0.0016801i,-0.0010413-0.00041949i,-0.00089998+2.1905e-05i,-0.00077892+0.00024973i,-0.00093848+0.00044463i,-0.0010335-4.5798e-06i,-0.00047381-0.00073768i,-0.0002299-0.0013006i,-0.001132-0.00042977i,-0.0014734+0.0013078i,-0.00020682+0.0021767i,0.00082426+0.0016594i,0.0010515+0.00090248i,0.00025089+0.00059144i,-0.00064524+0.00019028i,-0.00029725+3.9811e-05i,0.00034157-0.00029247i,0.00018764-2.6972e-05i,-8.8853e-06+0.00032143i,0.00011863+0.00056465i,-3.2372e-06+0.00067668i,0.00016281-5.2486e-05i,0.00036437-0.00027146i
0.00025717-0.00030403i,-0.0004327-0.00037836i,-0.00071006+0.00035494i,-0.0016705+0.00037188i,-0.0023168+0.00023422i,-0.0016263+0.00039338i,-0.0010682+5.7822e-05i,-0.00033259-0.0001209i,0.00050083-0.00013292i,0.0010141-0.00055141i,0.001032-0.00036184i,0.00068519-0.00056252i,0.00023926-0.00067314i,-5.4241e-05+0.00027736i,0.00035857+0.00077862i,0.00039312+0.00018672i,0.00052215-0.0001078i,0.00041641-0.0005204i,0.00047731-0.0010532i,-0.0001133-0.00055138i,-9.6386e-05-0.00037825i,0.00070101-0.0013763i,0.00034363-0.0015827i
-0.00099978-0.0014935i,-0.00077125-0.00043098i,-0.0013694-0.00071735i,-0.0017226+0.00015441i,-0.0020102+0.00079856i,-0.0012776+0.0014871i,-0.00014182+0.0013135i,-0.00025367+0.00041604i,-0.00041783-0.0002809i,0.00013064-0.00081188i,0.00020165-0.0004413i,0.00028537+0.00041664i,0.00071831+0.00047075i,0.00052964+0.00056499i,1.6457e-05+0.00012255i,-4.8777e-05-0.00016628i,0.00036033+0.00022792i,0.0005336+0.00069266i,-0.00058933+0.00072972i,-0.00049715+1.5582e-05i,-3.2701e-05-0.00037341i,-0.000511-0.00044853i,0.00040245+0.00010249i
0.0011045-0.0017972i,0.0016711-0.0011735i,0.0011406-0.0010342i,-0.00033061-0.00033995i,-0.0016204+0.00038774i,-0.0012477-0.00046044i,-0.00027982-0.00085442i,-0.00024009-0.00013039i,-0.0010272+0.00028013i,-0.0016049+0.00015395i,-0.00094635+0.00040739i,1.2386e-05+0.00089127i,-7.3151e-05+0.001282i,8.7163e-05+0.00083011i,0.00056226-4.2824e-05i,0.00063797-3.4812e-05i,0.00018554-0.00021641i,0.00032196-0.0010389i,0.0002704-0.00094913i,0.00017473+0.00044814i,-8.7212e-05+0.00082098i,-0.00017042+7.5669e-05i,6.7808e-05+0.00032934i
-0.0010462-0.00056789i,-0.0013236-0.00033441i,-0.0016555+0.00028007i,-0.0017013+0.00038284i,-0.0013979-2.7025e-05i,-0.0013242-0.00038163i,-0.00076019-0.0004838i,-0.00085354-0.00041812i,-0.0015866-0.00024241i,-0.0014302+0.00064061i,-0.00038475+0.00099935i,-0.00016002+0.00057481i,0.00034188+0.00031057i,0.0010053+0.00022171i,0.00075613+0.00055271i,0.00028826+0.00049137i,0.00066131+9.9057e-05i,0.00048181+0.00042363i,-0.00027634+0.0002392i,-0.00055418-0.00080416i,-0.00045849-0.00081304i,-0.00056331-0.0003195i,-0.0006488-0.0001572i
-0.0008378-0.00081754i,-0.00093999-0.00139i,-0.00089588-0.00087921i,-0.0011628+0.00049677i,-0.0013568+0.0016635i,-0.0011731+0.0016689i,-9.4246e-05+0.00086392i,8.656e-05+0.00039102i,-0.00020902+0.00049213i,0.00040277+0.00088577i,0.0011918+0.00070348i,0.00084351+0.00056468i,0.0010082+4.2522e-05i,0.0012394-1.4327e-05i,0.00082288-0.00021452i,0.00021102-0.00011753i,0.00026521+0.00052849i,0.00090792-0.00042674i,0.00030806-0.00080771i,-0.00042629+0.00039872i,-0.00080537+0.00093754i,-0.0005095+0.00068944i,-0.00027455+0.00025929i
-0.0003853+0.00091537i,-0.00051336+0.00093924i,-0.00015282+0.00059883i,-0.00094553+0.00055936i,-0.0021104+0.00022567i,-0.0017708+0.00036083i,-0.00060064+0.00018078i,0.00020894-0.00049384i,0.00044655-0.0005247i,0.00048118-0.00040205i,0.0011375-6.038e-05i,0.0011703+0.00060295i,0.00037735+0.00034684i,0.00011164+0.00024207i,0.00014074+0.00014237i,0.00028742-0.00083349i,0.00071897-0.0011053i,0.0005875-0.000806i,-2.227e-05-0.00084132i,0.00026449-0.00023879i,0.00026674-6.7017e-07i,1.5839e-05-0.00042341i,-0.00011472+0.00028565i
0.0020286+0.00088866i,0.0023934+0.00050811i,0.0023006-0.00037275i,0.00034119-0.00072756i,-0.0007994-0.00085322i,-0.00088282-0.00096512i,-0.00030937-0.0009567i,-0.00022784-0.0008123i,2.37e-06-0.00028781i,-0.00022763+0.00052509i,-0.00048949+0.00055167i,0.00017543+0.00037794i,0.00063279+0.00075225i,0.00027275+0.00079532i,0.0001172+0.00095185i,0.0003549+0.00082296i,0.00011215-4.402e-05i,-0.00023987-0.0003137i,0.0001544+2.6822e-05i,0.00071259-0.00015864i,0.0010072-0.00054425i,0.00019388-0.00034181i,-0.00017502+0.00015422i
