-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
-0.0071078-0.0085536i,-0.0096314-0.0088863i,-0.014601-0.0029377i,-0.012283+0.0029245i,-0.005852+0.005442i,3.3089e-05+0.0034422i,0.0015598+0.00050811i,0.0006058+0.00043543i,-0.00045087+0.00063433i,-0.00053086+0.0016969i,0.00049182+0.0028582i,0.001144+0.0019272i,0.00091925+0.00087769i,0.0012336+9.0083e-05i,0.0017003-0.00024178i,-9.9391e-05-0.00015789i,-0.0013258+0.00033356i,-0.00069072+0.00058751i,-0.00030155+0.00043449i,-0.00090813+0.00067501i,-0.0007472+0.00069853i,7.4106e-05-0.00029529i,-5.7528e-05-0.00071569i
0.0045173+0.0060396i,0.0068185+0.0051048i,0.010182+0.0017056i,0.0089101-0.0021814i,0.0049289-0.0049598i,0.00066796-0.0030976i,-0.00026131-8.334e-05i,0.0013058+0.00029005i,0.0014754-0.00013891i,0.00095802-0.00080178i,0.00062169-0.00078269i,-6.3012e-05-0.00055357i,-0.00042769-0.0004754i,-0.0010455+0.00071227i,-0.0014792+0.0011907i,-0.00055782+0.0010386i,0.0008865+0.00061201i,0.0011694-0.0001933i,0.0012349+5.7012e-05i,0.00042055+0.00047087i,-0.00030797+0.00093677i,0.0001576+0.0012498i,0.00016563+0.00068342i
0.0017374+0.00024214i,0.0021025+4.9543e-05i,0.0017759-0.0023715i,0.00073769-0.0043572i,0.00056313-0.0041418i,0.00050405-0.0033572i,0.00088386-0.0017213i,0.00084371-0.00069865i,0.00086673-0.0011215i,0.00074526-0.00083427i,0.00018877-0.00077286i,-0.0003132-0.00080215i,-0.00078949-0.00091271i,-0.0010046-8.9685e-05i,-0.00091225+0.0010314i,-0.00050023+0.00032002i,-0.00011007-0.0006482i,0.00035858-0.00063012i,0.00034087+0.00028874i,2.4942e-05+0.00047158i,0.00012181-0.000143i,0.00021386-0.00023819i,0.00049263+0.00035901i
0.00055173+0.00090078i,0.00045007+0.0015409i,0.00068977+0.0011944i,0.0010459-1.5738e-05i,0.0010056-0.0017465i,0.00051412-0.0022128i,0.00081805-0.0012588i,0.00055077-0.00053334i,0.00017968+3.963e-05i,0.00055238+0.00045002i,0.00057606+0.00021758i,7.1242e-06+0.00040571i,-0.00061845+0.00070819i,-0.00025932+0.00062677i,-5.6995e-05+0.00034658i,-5.4716e-05-0.00015616i,0.00012241-0.00099038i,-5.7262e-05-0.0012795i,-0.00068103-0.0007527i,-0.0006897-0.0005612i,-0.00062487-0.00017247i,3.2904e-05+0.0002933i,0.00040765+0.00064674i
0.0017655+0.002036i,0.0029125+0.0017232i,0.0038061-9.3823e-05i,0.0028022-0.0015292i,0.0012463-0.002665i,0.00059108-0.0025738i,0.00015909-0.0018437i,0.00015293-0.001569i,5.1873e-05-0.00064324i,7.9813e-05-0.00029269i,0.00012519-0.00069823i,-0.00045396+6.7956e-06i,-0.00067484+0.00028012i,-0.00062533+0.00025146i,-0.00039983+0.00062363i,0.00019723+0.00068769i,0.00030279+0.00052015i,-0.00070071+4.6587e-05i,-0.00076358-7.8783e-05i,0.0001437-1.4202e-05i,5.5491e-05+1.6776e-05i,-0.00069798+0.00044075i,-0.00062989+0.00023624i
-0.00029008-0.001921i,-0.00056476-0.0010627i,-0.00074283-0.00067278i,-0.00093866-0.0015364i,-0.0011508-0.0011337i,-0.00060403-0.00070122i,0.00044806-0.0016559i,0.00037184-0.0012156i,0.00013528+0.00057286i,0.00026054+0.00099656i,-0.00013344+9.2201e-05i,-0.00017516-0.00025277i,-0.00011273+0.0004637i,-0.00020409+0.00019483i,0.00047847-0.00031543i,0.00038666+0.00022849i,0.00030846+0.00026675i,0.0005833+0.0006139i,0.00028396+0.00050642i,0.00076214-0.00030491i,0.0010641-0.00046301i,0.00059898-0.00021943i,0.00064788-0.00011106i
0.0019993+0.00078932i,0.0021288+0.00052234i,0.0023483-0.00044928i,0.0017111-0.0012734i,0.00029894-0.0013542i,-0.00095236-0.0011362i,-0.0022733-0.00077195i,-0.0022334-0.00086253i,-0.00053329-0.00091302i,0.00025118-0.00067586i,-0.00025471-0.00086084i,-0.00017976-0.00097372i,-0.00010905-0.0009122i,-0.00017687-0.00042428i,-8.0125e-05-0.00021093i,8.5584e-06-0.00062881i,0.00012556-0.00033235i,0.00038166+0.00045472i,0.00093184+0.00055682i,0.00078542-3.8384e-06i,-0.00016401+0.00019629i,-0.001008+0.00030228i,-0.0011017-0.00025202i
-0.0003731+0.00049282i,-0.00043926+0.0014406i,-0.00091787+0.0015396i,-0.0010803+0.00071318i,-0.00083485-0.00090645i,9.2658e-05-0.0013894i,0.00082752-0.00095215i,0.00083559-0.00012942i,0.00028955+0.00040316i,0.00027133+0.00042644i,0.00064219+0.00063378i,0.00036675+0.00014275i,-0.00054254-0.00052349i,-0.00049331-7.4796e-05i,-0.00038556+1.7596e-05i,-0.00033255-0.00069382i,1.9491e-05-0.00059931i,-0.00036225-4.5352e-05i,-0.00017438+0.00052439i,1.997e-05+0.00025331i,0.00010751-0.00030932i,0.00052198-5.0548e-05i,0.00017418+0.00019091i
-0.0009998+5.5749e-05i,0.00021512-0.00041054i,0.0017668-0.00090851i,0.0014499-0.0010696i,0.0004476-0.0019065i,0.00040558-0.0021396i,0.00055883-0.0014548i,0.00050389-0.0013486i,0.0002683-0.0009359i,0.00047274-2.1335e-05i,-0.00023202+0.00041666i,-0.0013759+0.00019131i,-0.0010769-0.00030935i,0.00014423-5.0095e-08i,0.00014496+0.0005282i,6.1096e-05+0.00074513i,-9.4189e-05+0.00098554i,-0.00095729+0.00029556i,-0.00088062-0.00055827i,-0.00010555-0.0004053i,-0.00014188+0.00096233i,-0.00019968+0.0013606i,0.00053046+0.00053394i
0.0023471+0.0012381i,0.0008098+0.0011511i,-0.0003957+0.0007477i,-0.00068641-0.00043138i,-7.1751e-05-0.0018744i,7.0804e-05-0.001744i,-0.00017509-0.0011172i,-7.8161e-05-0.00086911i,-0.00046692-0.0006288i,-1.874e-05-0.00083767i,-0.00025856-0.00012816i,-0.0009865+0.00090734i,-0.0003873+0.0011554i,0.00016387+0.00059328i,0.00021266-0.00020087i,-0.00011637-0.00042023i,-0.00036691-0.00024194i,0.00035109-0.00038118i,0.00059542-0.0003302i,0.00011837-0.00032426i,-0.00011678-0.0001981i,-0.00016359+0.00037719i,-0.00033535+0.00079784i
-0.0013534+0.00048308i,-0.00089626-7.3598e-05i,0.00040199+0.0012815i,0.001154+0.00068235i,0.0017657-0.0014295i,0.0017592-0.0021976i,0.00049282-0.0013564i,-0.00028086-0.00080562i,-0.00060791-0.00092321i,-0.00013748-0.00062521i,0.0010746-0.00010615i,0.001229-0.00059373i,0.0011308-0.00071984i,0.00068045-0.00034598i,-0.00036337-0.00030894i,9.188e-05-0.00092957i,0.00078278-0.00027849i,0.00047428+0.0003931i,-0.00018212-8.9768e-05i,-0.00057095-0.00013789i,-0.00090066-5.4391e-06i,-0.0012907+4.32e-07i,-0.00081494-0.00025546i
0.0018841-0.00022993i,0.0019384+0.00030695i,0.0012021+0.00022003i,0.00013362-0.00094568i,-0.00031978-0.0018426i,-0.00044818-0.0015539i,-0.00055887-0.00086063i,-0.00042454-0.00056377i,2.1909e-06-0.00070043i,0.00051249-0.00028963i,0.00025825+0.00010937i,-0.00012399-0.00052533i,-0.00036495-0.00076932i,-0.00029415-0.00053165i,-0.00030801+0.00010005i,-0.00055162+0.00076103i,-0.00062359+5.3353e-05i,-0.00035944-0.0009938i,-0.00054108-0.00085298i,-0.0011287+0.00021484i,-0.0011919+0.00062245i,-0.0007423+0.00087249i,-0.00015774+0.0014209i
0.00013257-0.00026766i,0.00073082-0.000284i,0.0012863-0.00054256i,0.00099854-0.00097444i,0.00056221-0.0012613i,0.00014761-0.0015507i,0.00021968-0.0011985i,0.00078831-0.00081541i,0.00026666-0.0006957i,-0.00059456-0.00025863i,-0.00071405-3.4139e-05i,-0.00010738-0.00065781i,0.00066874-0.00043279i,0.00046033+0.000241i,-0.00018701+0.00020535i,-5.7157e-05-0.00069892i,2.9703e-05-0.0009274i,-0.00030244-0.00011756i,0.00010593+0.00069938i,0.00051343+0.00047345i,0.00032757+0.00041746i,-0.00027392+0.00076384i,3.2716e-05+0.00069809i
0.0011224+0.000585i,0.00021104+0.00052573i,0.00067056-0.00037723i,0.0010286-0.00077042i,0.00021409-0.0010279i,-0.00040122-0.0015975i,2.1354e-05-0.00087193i,0.00052644+0.00024981i,4.1312e-05+0.00050863i,-0.0002836+0.00030149i,-0.00039414-0.00067224i,-0.00025472-0.00091433i,-0.00033862-0.00021798i,-0.00026358+9.4292e-05i,0.00067827-0.00055459i,0.0012474-0.00067813i,0.00053691-0.00038078i,-0.00045351-0.00082089i,-0.00052129-0.00065149i,-0.00044847-0.00023253i,0.00011453-0.00034091i,0.00055693-0.00048133i,0.00019553-0.00015431i
-0.00086085+0.00058995i,-0.00052661+0.0011346i,-0.00046772+0.00068576i,0.00048811+5.9097e-05i,0.00015532-0.00077557i,0.00012659-0.00062239i,0.00052941-0.00052494i,0.00080037-0.00051432i,0.00060418+0.00039724i,-0.00035322+0.00081941i,-0.00033707+0.00024075i,-0.00027399+0.00019117i,-0.00025292+0.00036124i,-0.00023756+0.00013485i,-0.00049317+0.00057i,-1.7711e-05+0.00097295i,0.00040735+0.001166i,-0.00025876+0.00048889i,-0.0001749+0.00020154i,0.00028251+0.0010095i,0.00047595+0.00059548i,0.0003105-0.00014277i,-0.00024651-0.00019404i
0.0018173-0.00081244i,0.0022111-0.0013267i,0.0028475-0.0014649i,0.0021266-0.0018946i,7.7573e-06-0.001807i,-0.0010424-0.0012909i,-0.00024896-0.00092308i,-0.00041015-0.00096336i,-0.00098331-0.0007809i,-0.00088135-0.00058165i,1.5821e-05-0.00090939i,0.00015694-0.000828i,0.00025017+0.00068497i,0.00084887+0.0013366i,0.00029259+0.00039629i,-0.00032276-7.7787e-05i,0.0002737-0.00075835i,0.00051039-0.00088798i,0.00039948-0.00018457i,0.00019249+0.00057749i,-0.00021485+0.00040717i,-0.00040125-0.00021655i,-0.00010382-0.00037512i
-0.002639+0.00034285i,-0.0025596+0.00065639i,-0.0020924+0.0014487i,-0.00073205+0.001366i,-0.00017541+0.00076793i,-0.0002599-0.00033127i,-5.6457e-05-0.0010644i,0.00036185-0.00046142i,0.00064618+0.00028376i,0.0004047+0.0003907i,4.0507e-05-0.00065528i,-0.00013418-0.0013487i,-0.00056459-0.00070401i,-0.00039402-0.00038403i,0.00010451-0.00012624i,9.2292e-05+0.00010301i,7.8342e-05+0.00028398i,0.00026769-0.00014549i,0.00057588-0.00041552i,0.00011062-1.2001e-06i,0.00025228+0.00020483i,0.00053375+0.00078609i,0.0002579+0.0002968i
0.0010439+0.00099959i,0.0010204+0.00092131i,0.001204-8.5198e-05i,0.00068845-0.00087757i,-0.00015697-0.0017506i,-0.0010988-0.0021646i,-0.00080581-0.0017483i,-9.6423e-05-0.00081058i,0.00038452-0.00034381i,0.00036757-0.00044036i,6.8497e-05-0.00035335i,-0.00066844-5.1198e-05i,-0.0013144-0.00050861i,-0.0010208-0.00015982i,-0.00023336+0.00098371i,-0.00049929+0.0007481i,-0.00091217-0.00013447i,-0.00060937-0.00046597i,0.00019751-0.00019722i,0.0013139+0.00035203i,0.0010323+0.00023321i,8.4274e-05-0.00026456i,-0.00056759-0.00026841i
0.0014588+0.00088805i,0.0018844-4.2695e-05i,0.0016192-0.0011817i,0.0002012-0.0017988i,-0.0010457-0.0025714i,-0.00096756-0.0027967i,-0.00045623-0.0022246i,-0.00072925-0.0014046i,-0.0013939-0.0014854i,-0.0013542-0.0016762i,-0.001334-0.00088708i,-0.00071608-0.00019595i,-0.00028811-0.00097153i,-0.00023433-0.00081867i,-0.00053948+0.00061159i,-0.00080763+0.00085675i,-0.00045592+0.00067305i,6.627e-05+0.00037273i,0.00016081+0.00074556i,-0.00068783+0.0011437i,-0.0010443+0.0013471i,-0.0007157+0.0016203i,-4.1323e-05+0.00090497i
0.0010933+0.00042641i,0.0003506+0.00032964i,0.00059702+0.000256i,0.0010545-0.00029685i,0.00060665-0.00096509i,0.00050207-0.0012736i,0.00053113-0.0011343i,0.00083596-0.00071506i,0.00037603-0.00017164i,-0.00041612+3.3085e-06i,-0.00058189-0.00073657i,-0.00035348-0.00080926i,-7.933e-05+9.4093e-05i,-5.8357e-05+0.00081996i,-3.7627e-05-7.089e-05i,-0.0002377-0.0009334i,-0.00026696-0.00065211i,6.0737e-05-0.0010644i,0.0001985-0.00068861i,0.00019045+0.00045343i,0.00037592+0.00087284i,0.00021424+0.0010475i,-0.00026606+0.00093908i
-0.0021884-0.00092694i,-0.0012321-0.00097355i,-0.0021356-0.00016528i,-0.0021834+1.5157e-06i,-0.0010288-0.00072727i,-0.00047524-0.0015251i,-0.00033964-0.0015688i,-0.00034767-0.00044898i,-0.00069443-0.00062886i,-0.00033006-0.00040907i,0.00045001+0.001107i,0.00026077+0.00084333i,1.1737e-06-9.5078e-05i,-0.00017751+0.00011645i,2.8057e-05+6.0493e-05i,0.00039598-0.00076785i,0.0001147-0.00066374i,-0.00012971-0.00069147i,-0.00063705-0.00073679i,-0.00056448-0.00038869i,0.00047164-0.00037999i,0.00024372-0.0005409i,-0.00013134-0.00066131i
-0.0018573-0.0018532i,-0.0019962-0.0010088i,-0.0018258+0.001342i,-0.0011554+0.0021543i,0.00010583+0.0012698i,0.0010097+0.00028078i,0.00091521-0.00014978i,0.00078522-0.0005989i,0.00081666-0.00036425i,0.00053275+0.00058112i,7.6031e-05+0.00084176i,-8.1886e-05+0.00057625i,0.0003556+0.00013736i,0.00059251-0.00053371i,0.00067283-0.00057026i,7.9599e-05-0.00015357i,6.4544e-05-0.00023198i,0.00083282-0.0003502i,8.6658e-05-0.00040066i,-0.00033983-0.00078032i,-0.00029639-0.00068452i,-0.0006008-0.00044563i,-0.00079398-0.00053194i
0.0024502+0.00098269i,0.002608-0.00067557i,0.0017522-0.0020958i,0.0014952-0.0031571i,0.0006297-0.0037567i,-0.00096491-0.0026357i,-0.0012774-0.00094956i,-0.00035993-3.0601e-05i,-0.00023258-5.1561e-05i,-0.00036624-8.1002e-05i,-0.00050776-0.00028491i,-0.00037147-0.00071382i,-0.00068745-8.5625e-05i,-0.00068322+0.00045321i,-0.00040653+2.0168e-05i,-0.00017275-0.00045579i,6.7486e-05-0.00046182i,4.8395e-05+4.072e-05i,-0.00070263+0.00051364i,-0.0011357+0.00086569i,-0.0008129+0.00065358i,-8.2642e-05-0.00013121i,0.00096194-0.00051422i
0.0011729+0.00034942i,0.00012996+0.00041957i,4.149e-05-0.00015964i,8.8417e-05-0.00046193i,-3.1721e-05-0.00045522i,-1.5505e-05-0.00095949i,-0.00029662-0.00087637i,-4.2987e-05-0.00035615i,5.1377e-05-0.00028204i,-0.00047379-0.00067279i,-0.00048503-0.0013218i,-0.00011084-0.00034664i,-0.00015984+0.0010094i,-0.00052505+0.00093415i,-0.0012046-0.00015015i,-0.00132-0.00044944i,-0.00085091-0.00031762i,-0.00030746-0.00027957i,-0.00019491-0.0002209i,0.0002272-0.00054786i,0.00027349-0.00033453i,-0.00022984+7.8861e-05i,-0.00073434+0.00021969i
0.001978-0.0011777i,0.0022766-0.00083158i,0.0022711-0.00064047i,0.0017585-0.00063126i,0.00089844-0.0007034i,0.00046358-0.0011367i,0.00022033-0.00089627i,-0.0004913+0.00045491i,-0.00070979+0.00012312i,-0.00030262-0.00051296i,-0.00055601-0.00016364i,-0.0010496-0.00031907i,-0.00047693-0.00057321i,-0.00042076-0.00056381i,-0.0007935-0.0005929i,-8.7415e-05-0.00040218i,0.00085288-5.6537e-05i,0.00057768+0.00079252i,0.00063876+0.00034041i,0.00069129-0.00076826i,8.6376e-05-0.0016119i,-5.0361e-05-0.0011433i,-6.8263e-05-0.0001187i
0.00073963-0.00016116i,0.00089301+0.00013699i,0.00010952-0.00039462i,-0.0002055-0.00093965i,-0.0004549-0.00081937i,-0.0010755-0.00099212i,-0.00060845-0.00043894i,-0.0003364+0.00048057i,-0.00070763-1.8874e-05i,-0.0009472-0.00059473i,-0.001074-0.00040059i,-0.00073771-4.8528e-05i,-0.00018523+2.4394e-05i,0.00023976+0.00035075i,7.0567e-05+0.00082693i,-0.00043102+0.00011892i,-0.00015746-0.00032885i,-5.5102e-05-0.00015025i,-0.00080363-2.5397e-05i,-0.00064662-0.000209i,-0.00036629-0.00011721i,-4.0956e-05-0.00013697i,0.00053792-4.4976e-05i
5.1455e-05+0.00087159i,0.00031702+0.00025626i,0.001458+0.00085736i,0.0019878+0.00094154i,0.0017517-0.00049133i,0.00096425-0.0014528i,-0.00026135-0.0011827i,-0.00028803-0.00094674i,0.00054388-0.00041507i,0.0010091-0.00027292i,0.0013262-0.00069856i,0.00099816-0.00077538i,-7.4574e-05+4.3425e-06i,-0.0007474+0.00084918i,-0.00065256+0.0006366i,0.00015081+0.00021712i,0.00068017+0.00031214i,0.00098115+0.00018943i,0.00080169-0.00032174i,0.00013599-0.00025352i,-0.00026293-0.00022035i,-0.00041951-0.00039916i,-0.00057247-0.0002996i
-0.00014014+0.0011213i,0.00079154+0.00095411i,0.0013007+0.0010958i,0.00066278+0.00068907i,0.00057085+0.00037655i,0.0012074-0.00055512i,0.00062508-0.0013019i,-0.00031369-0.0012793i,-0.0013807-0.0012018i,-0.0011746-0.0011769i,5.0728e-05-0.00054642i,-0.00020883-0.00068252i,-0.00054323-0.00054136i,0.00040131+0.00025559i,0.0010166+0.0002053i,0.0010167-0.00017541i,0.00082026+0.00038796i,-1.0385e-05+0.00077807i,-0.00031569-0.00020491i,0.00073921-0.00048951i,0.00086595+0.00033038i,0.00030055+0.00067612i,-9.1755e-05+0.00047907i
-0.0018272+0.00056122i,-0.002331+0.0012581i,-0.00084684+0.0018983i,0.00043924+0.00032817i,0.00015419-0.0010888i,0.00071435-0.0015648i,0.00087901-0.0017132i,0.00024093-0.0010593i,0.00085204-0.00013193i,0.0014833+0.0011403i,4.2368e-05+0.0008576i,-0.00079034-0.00017016i,-0.00023206+0.00010886i,0.00083417+0.00029964i,0.0010029+0.00048515i,5.7997e-05+0.00082701i,-0.00036061+8.5257e-05i,-0.00020451-0.00018084i,2.5358e-05+0.00061819i,0.00054674+0.00079001i,0.00083735+0.00075714i,9.6364e-05+0.00066459i,-0.00018682+0.00016386i
0.0029434+0.0014376i,0.0032288+0.00012264i,0.0026334-0.0011681i,0.0012266-0.0012942i,0.00041051-0.0013064i,0.00013981-0.0020702i,0.0007656-0.001524i,0.00080206-0.00048049i,6.4086e-05-0.00013338i,2.6519e-05+0.00043152i,-5.4006e-05+0.00047828i,-0.00079226+0.00027882i,-0.00054966+0.00049468i,-0.00017562+0.00015914i,-0.00081833-2.2683e-05i,-0.00076676-0.00066007i,-0.00061499-0.0008524i,-0.0011006-0.00027006i,-0.00069816-0.00091703i,-0.00014102-0.00071229i,0.00042139+0.00018488i,0.00028808+0.00039912i,-0.00042336-5.9942e-05i
-0.0011653-9.3377e-06i,-0.0011006+0.00078285i,-0.000678+0.00080831i,-0.00079321-0.00082956i,-0.00027216-0.0020864i,0.00044193-0.0013385i,0.00055269+5.9234e-05i,0.00016262-0.00019806i,-0.00017485-0.0002167i,-0.00018864+0.00056354i,-0.00012457+0.00033793i,7.0531e-05-0.00032646i,0.00093479+0.00050091i,0.00087409+0.00072095i,-0.00010521-0.00011144i,0.00013988-7.2232e-05i,0.00065098+0.00031565i,0.00090362+0.00045292i,0.0012169+0.00024535i,0.00051213+0.00042972i,-0.0001592+0.00083897i,3.5013e-05+0.00071929i,-0.00027591+0.00032026i
-0.00035421-0.00064242i,-1.9624e-05-0.0010044i,0.00028346-0.00057078i,0.00015622-0.00040233i,-0.0013826-0.0010675i,-0.0015052-0.0016821i,-0.00093798-0.0015123i,-0.00082766-0.00086234i,-0.00033071-0.00087541i,0.00027779-0.00036907i,0.0005772+0.0005105i,0.00024198+0.00032514i,0.00010206-0.00046577i,-8.9268e-05-0.00063544i,-9.0612e-05-0.00011884i,0.00011009+0.0002839i,0.00015431-9.011e-05i,-0.00066569-0.00051138i,-0.00041852-0.00097796i,0.00018356-0.00041805i,-0.0009709+0.00016924i,-0.0012772-0.00020081i,-0.00096005+0.00037844i
-0.00056484+0.0013344i,9.8543e-05+0.0017605i,1.7783e-05+0.0010592i,0.00037699+0.00030499i,0.00060521-0.00087486i,0.00036768-0.0018342i,0.00056284-0.001033i,0.00062251-0.00049263i,0.0001564-0.00033322i,3.8866e-05+0.00027424i,0.00022384+0.00020329i,0.00032212-7.9163e-05i,0.00027577+1.6781e-05i,0.00041889+0.00024997i,0.00020184+0.00068152i,-0.00012743+0.00039519i,-0.00022651-0.00012704i,0.00042449-0.00014611i,0.00054384+1.566e-05i,0.00011139-5.9394e-06i,-0.00022748-0.00019006i,-0.00079221+0.00024454i,-0.00083359-0.0001299i
-0.00064872+0.00068713i,-0.00092684+0.00015935i,3.2556e-05+0.00019606i,0.00079541-6.9516e-05i,0.0012212-0.0010608i,0.00068009-0.0019915i,-0.00043463-0.001158i,0.00036625-0.00061586i,0.0017325-0.00089243i,0.0017259-0.00071664i,0.0010988-0.00055267i,0.00013312-0.00016764i,-0.00037525-0.00022445i,-0.00036222-0.00044591i,-0.00019968-0.00013766i,7.4489e-05+0.00010922i,-0.00022266-0.00013451i,-0.00026859-0.00034282i,-6.5054e-05-0.00036122i,-0.0001135-0.00073989i,4.5496e-05-0.00063946i,0.00014571+2.5993e-05i,9.7139e-05+0.00021193i
0.00072446+0.001211i,0.001706+0.00059606i,0.0026955+5.3235e-06i,0.0019934-0.00015565i,0.0010553-0.0013438i,0.00064475-0.0015931i,0.00023567-0.00042083i,0.00051827+0.00028897i,0.00092192+0.00060867i,0.00013278+0.00019516i,-0.00058226-7.4209e-05i,-0.00019608+7.9178e-06i,-5.4353e-05+0.00048564i,0.00016404+0.00077898i,0.00083247+0.00072558i,0.0013486+0.00020972i,0.00071661-0.00017668i,5.333e-05-0.00052807i,-0.00025414+7.3273e-05i,-0.00043861+0.00061338i,-0.00020385-7.2411e-05i,9.7788e-05-8.758e-05i,-0.00013741-0.00031503i
-0.00041425+0.0012957i,-4.8124e-06+0.00098255i,0.00082873+0.00035676i,0.00030863+0.00015001i,0.00035525-0.0004408i,0.0011576-0.00092156i,0.00022396-0.00070552i,-0.00028714-0.00035605i,0.00068738-0.00042927i,0.0010621-0.00022397i,0.000508-0.00015596i,0.00010521-0.00037139i,0.0005207-0.00035792i,6.3125e-05+2.0044e-05i,8.9851e-05+0.0002485i,0.00033812-0.00045804i,0.00013946-0.00029087i,0.00064597+0.00035355i,0.00099319-3.7383e-05i,5.2855e-05-7.2282e-05i,-0.0011285+0.00039733i,-0.00076935+0.00030464i,-0.00045076-0.00053864i
-0.00025306+9.137e-05i,6.5121e-05+0.001326i,-2.0685e-06+0.001043i,-0.00023137-0.00052735i,0.00045555-0.00095258i,0.00048627-0.00098441i,0.00015907-0.0015806i,0.00020435-0.0015002i,-0.00024937-0.0007613i,-0.00049531-0.00022494i,-0.00062991+0.00029073i,-0.00061201+0.000277i,-0.00025235+0.00031284i,-4.3106e-05+0.00027239i,-2.6571e-05-3.5609e-05i,8.5236e-05+0.00026801i,0.00029655+5.0598e-05i,0.00027938-0.00054504i,0.0005561-0.00092806i,0.00077442-0.00046906i,0.00082721+0.0002565i,0.00072821+0.00038452i,0.00083806+0.0004241i
-0.00081532+0.00067945i,-0.00077535+0.00048163i,-0.00085768-2.756e-05i,-0.00067807-0.00019231i,-0.00077182-0.00053456i,-0.00047527-0.00043529i,-0.00049197-0.00073761i,-0.00066868-0.0012743i,-4.2102e-05-0.00049896i,0.00035232+0.00014242i,0.00015446+0.00028905i,-0.00029961+0.00018884i,-0.00033249-0.00033632i,6.5681e-05-0.00041307i,-0.00032056-6.6538e-05i,-0.00058911+0.00011387i,-0.00070717+0.00036957i,-0.00099752+0.00054184i,-0.00093278+0.00011262i,-0.00052494-0.0005838i,0.00058831-0.00084258i,4.5613e-05-9.947e-05i,-0.00024452+0.00028285i
0.00092173+0.0020948i,0.0012462+0.001571i,0.0018597+0.00055542i,0.0025817-0.00065826i,0.002164-0.0023738i,0.0010131-0.0032977i,0.00086593-0.0023651i,0.0010279-0.00095572i,7.7411e-05-0.00015108i,-0.00064118-0.0010406i,-0.00084781-0.0017415i,-0.0010163-0.001249i,0.00015989-0.00062111i,0.00058749+0.00032103i,-0.00012926-1.0969e-05i,5.3433e-05-0.00016554i,0.00043687+0.00036865i,0.00031579+9.829e-05i,0.00011685-0.00043159i,-0.00040687-0.00083597i,-0.00055175-0.0013304i,-0.00032856-0.0012185i,-0.00046009-8.6664e-05i
0.00088238+0.0014061i,0.00064903+0.00048115i,0.0006863+0.00029789i,5.8298e-05-0.00031025i,-0.0006701-0.0016371i,-0.00086793-0.0017952i,-0.00075138-0.00091666i,-0.00042318-0.00018179i,0.00010013+0.00014797i,0.0006999+0.00020931i,0.0010416-0.00034614i,0.00065269-0.00058408i,-2.3834e-05-0.00012672i,-0.00031582-9.8867e-05i,-0.00025272+0.00038728i,2.1517e-05+0.0010588i,-0.00025665+0.00039398i,-0.00063201-0.00019757i,-0.00070915-4.809e-05i,-1.5808e-07+0.00046505i,0.00024251+0.00048145i,0.0001733+0.00057568i,0.0005315+0.00090126i
0.00017672+0.0009601i,-9.8691e-05+0.00062899i,0.00057451+0.00021732i,0.00090727-0.00097357i,0.00090287-0.0013812i,0.00065453-0.00067754i,0.00047877-0.00029887i,0.00020859-0.00064538i,0.00060352-0.0012372i,0.00038712-0.00073465i,-0.00048514-0.00028938i,-0.00014619-0.00083136i,0.00065795-0.00064292i,0.00016536+0.00020979i,6.6285e-05+8.363e-05i,0.00020988-0.00027035i,7.7431e-05-0.00042684i,0.00014334-0.00050044i,2.4854e-05-0.00073736i,0.00010042-0.00082294i,0.00040406-0.00018802i,8.3325e-05+0.00080768i,-0.00063273+0.0013397i
0.00019861+0.00035707i,-0.0006811+0.00042398i,-0.00070628-0.00064945i,-0.0004879-0.0013177i,-0.00067695-0.0018185i,-0.00093062-0.0020212i,-0.00028031-0.0015211i,0.00030048-0.001322i,-3.0145e-05-0.00043832i,7.4212e-05+0.0005719i,0.0007533+0.00015724i,0.00091357+2.6501e-05i,0.00043699+0.00041189i,0.00035664+7.4219e-07i,0.0009199-0.00030246i,0.00060372-9.0782e-05i,0.00025427-4.009e-05i,-0.00014875-4.4716e-05i,-0.00074725+4.1666e-06i,-0.0011463+0.00020427i,-0.00080639-0.00038194i,4.7836e-05-0.00049821i,0.00031866+0.00015848i
