0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
0.00091165-0.0016458i,0.0041718-0.00075917i,0.0046207+0.0039547i,0.00027538+0.011036i,-0.0060393+0.01002i,-0.0075281+0.0034679i,-0.0043526+0.00072093i,-0.0025529-0.00023427i,-0.0016625-0.0010264i,0.00038134-0.0014316i,0.0013975-0.0028496i,0.0011824-0.0040254i,0.00055177-0.0028145i,3.5677e-05+6.9736e-05i,-0.0015622+0.0030914i,-0.0024765+0.0044584i,-0.0028912+0.0042424i,-0.0034034+0.0026295i,-0.0024313+5.044e-05i,-0.0021121-0.00238i,-0.0041982-0.0031812i,-0.008365-0.0014716i,-0.011061+0.0014722i
-0.0011288-0.0014884i,-0.0032495-0.0020505i,-0.0046189-0.0062238i,-0.0028879-0.013905i,0.0010799-0.014712i,0.0026781-0.0073517i,0.00060615-0.0010206i,-0.0012659+0.00088491i,-0.0013955+0.0010392i,-0.0014051+0.0020614i,-0.0015879+0.0031485i,-0.0020157+0.0038258i,-0.0029785+0.003274i,-0.0024801+0.00057594i,-0.0015785-0.0021012i,-0.0016663-0.0027082i,-0.0012072-0.0017488i,-0.00017258-0.0010354i,-0.00070009+9.3821e-05i,-0.00020708+0.0021939i,0.003129+0.0027486i,0.0079388+0.00083361i,0.012351-0.0025925i
-0.00083889-0.0041003i,0.00086524-0.0041517i,0.0032481+0.0004102i,0.0041366+0.0097117i,0.00064005+0.01378i,-0.0023496+0.0087921i,-0.0017481+0.0037419i,-0.00071144+0.0028996i,0.00060553+0.0022585i,0.00093366-0.00013591i,-0.0011126-0.0027958i,-0.0029931-0.0038749i,-0.0020302-0.0023526i,0.00071698+0.00053071i,0.0026365+0.0027358i,0.0034077+0.0028214i,0.0031453+0.0029916i,0.0021222+0.0032042i,0.00051128+0.0023534i,-0.0013894+0.00093993i,-0.0043924+4.9332e-05i,-0.0084724+0.001093i,-0.010298+0.0039018i
-0.0019596+0.0017584i,-0.001824+0.0011975i,-0.0035783-0.0023669i,-0.0032816-0.0091978i,-7.8369e-05-0.013213i,0.0038548-0.0087948i,0.0040549-0.0029091i,0.002994-0.00061272i,0.0033721+0.00043395i,0.0038517+0.002167i,0.0040139+0.0023672i,0.0033218+0.0026208i,0.0025556+0.0028091i,0.0004486+0.00038845i,-0.0020428-0.0023207i,-0.0025445-0.0029762i,-0.0017915-0.002107i,-0.00073305-0.0011662i,0.00011755-3.3167e-05i,0.0019253+0.0011721i,0.0048958+0.00073758i,0.0085016-0.0023853i,0.0096597-0.0062824i
-0.0014985+0.00071442i,-0.0010995+0.00086104i,0.0018603+0.0012032i,0.004585+0.0030783i,0.0030137+0.0062597i,-0.00088424+0.0058549i,-0.0016999+0.0034885i,0.0008076+0.0013134i,0.0017768-0.00048659i,-0.00015983-0.0010325i,-0.0020036-0.00088803i,-0.0025354-0.00059758i,-0.0012936+0.00041888i,0.0010162+0.0012513i,0.0033643+0.0011157i,0.003704+0.00098583i,0.0022716+0.00046886i,0.0018414-0.00046781i,0.0017794-0.0018178i,-0.00018479-0.0027209i,-0.0034343-0.001448i,-0.0069362+0.002471i,-0.0089341+0.0073253i
0.00055357+0.00032582i,0.00031943-0.00012002i,-0.0031532-0.0015885i,-0.0075505-0.003121i,-0.0081288-0.0059351i,-0.0035513-0.0050405i,0.00011913-0.0021599i,0.0019305-0.0019623i,0.0037811-0.0018243i,0.0052764-0.0012927i,0.0053489-0.0021048i,0.0035992-0.0026162i,0.0011409-0.00274i,-0.0011702-0.0036255i,-0.0025502-0.0036229i,-0.0040749-0.0016938i,-0.0048136-0.00017851i,-0.0031953-0.00071551i,-0.0010127-0.00055948i,0.00177+3.0529e-05i,0.0047919-0.0012005i,0.0068142-0.0045605i,0.0075622-0.0073202i
-0.0012667-0.0013741i,0.0010821-0.0015221i,0.0049506-0.0023524i,0.0086959+2.4471e-05i,0.0080911+0.003083i,0.0036848+0.0031652i,0.00068334+0.00067686i,-0.0007954-3.7357e-06i,-0.0013089+0.0007933i,-0.001031+0.00084773i,-0.0021051+0.00092284i,-0.0019627+0.0010621i,0.00010363-8.4718e-05i,0.0015905-0.0015871i,0.0012505-0.0016656i,0.00061717-0.0012599i,0.00033028-0.0011705i,0.00053684-0.0015819i,2.0492e-05-0.0029949i,-0.0025604-0.0034103i,-0.0058499-0.00030347i,-0.0082389+0.0040942i,-0.0064146+0.0076848i
-0.0033222-0.0060105i,-0.0044194-0.0082686i,-0.0075485-0.0085807i,-0.0084226-0.0054043i,-0.008305-0.0046626i,-0.0061312-0.0041772i,-0.0031926-0.0026526i,-0.0023077-0.0020247i,-0.0026431-0.0014006i,-0.0018249-0.0014365i,-0.00066775-0.0022029i,-0.0012888-0.001943i,-0.0020863-6.4236e-05i,-0.0028189+0.001395i,-0.0036218+0.0024306i,-0.0037804+0.0035642i,-0.0035534+0.0031155i,-0.0024012+0.0024997i,-0.00080572+0.0024627i,0.0010493+0.0013773i,0.003436-0.00066615i,0.0056847-0.0038639i,0.0055043-0.0083527i
-0.017873-0.0086541i,-0.017993-0.014956i,-0.022811-0.014668i,-0.013412-0.0060007i,-0.0018726+0.0042476i,0.0055267+0.0095895i,0.0058819+0.0058244i,0.0013741+0.0028049i,-0.0015707+0.0032324i,-0.0027768+0.0037892i,-0.0022481+0.0048685i,-0.0016808+0.005925i,-0.0017564+0.0058263i,-0.00078754+0.0048074i,0.0004661+0.0029328i,0.00136+0.00085258i,0.001421+0.00033035i,0.001116+0.00029453i,-3.35e-05+0.00021694i,-0.0025644+0.00062822i,-0.0044956+0.0032054i,-0.0056957+0.0069756i,-0.0049102+0.009214i
0.0050395+0.0043296i,0.005648+0.0063568i,0.0092753+0.0068511i,0.0059383+0.0035906i,-5.7414e-05-0.0020758i,-0.0044247-0.0054135i,-0.0046041-0.0031142i,-0.0021267-0.00060697i,0.00017351-0.00036086i,0.0011136-0.0012916i,0.00070924-0.0034097i,-0.00061979-0.0043484i,-0.0016654-0.0031901i,-0.001703-0.0012891i,-0.0015745+0.00060576i,-0.0010506+0.002064i,-0.00042314+0.0019223i,0.00099585+0.0010224i,0.0022787+0.00093534i,0.0028751+0.0010854i,0.0043284-0.00069833i,0.0049676-0.0056051i,0.0029966-0.0090505i
0.0022104-0.002252i,0.0021065-0.0029521i,0.0010355-0.0066608i,0.00075043-0.0096873i,0.0022879-0.0080209i,0.0019474-0.0030776i,0.00091372+0.00038163i,0.0013457+0.00048434i,0.0014152+0.00054936i,0.0018596+0.0014769i,0.0026238+0.0011251i,0.002827+0.00071145i,0.0032988+0.00028049i,0.003469-0.0012955i,0.0023996-0.002766i,0.00027988-0.002802i,-0.0012765-0.0020769i,-0.0011476-0.00092294i,-0.0007025-0.00031573i,-0.0015608+0.00010922i,-0.0026346+0.001853i,-0.0030009+0.0055033i,-0.0021749+0.0086414i
1.1406e-05-0.0035243i,0.0007258-0.0016375i,0.00090545-0.00059199i,-0.0012441+0.0030335i,-0.0037385+0.0058914i,-0.0039968+0.0044727i,-0.00084268+0.0016841i,0.00077572-7.4024e-05i,0.00097109-0.00032435i,0.00053173+0.00086452i,-0.0013197+0.0014283i,-0.0019493+0.00083317i,-0.0018088+0.0019517i,-0.0016592+0.0027379i,-0.00045112+0.0018835i,0.00087+0.00087544i,0.0012055-0.00091058i,0.0012043-0.0015921i,0.0018406-0.00067148i,0.0030606-0.00064427i,0.0035058-0.0029255i,0.0022853-0.0066536i,-0.00020218-0.0087198i
0.00023052+0.0011388i,0.0001645+0.00083724i,0.0014079-0.00070545i,0.0026603-0.0031016i,0.0033346-0.0042844i,0.002741-0.0028951i,0.0017616-0.0009372i,0.0016405-0.00067304i,0.0019197-0.001242i,0.0022705-0.0016206i,0.0023497-0.0020779i,0.001367-0.0024922i,-2.5271e-05-0.0032462i,-0.0011822-0.0036557i,-0.0020214-0.0031195i,-0.002427-0.0019709i,-0.0024748-0.00038548i,-0.0021873+0.00054323i,-0.0022697+0.0001107i,-0.002776+0.00074353i,-0.0036657+0.003558i,-0.0033286+0.0075961i,-0.00079744+0.0087369i
0.002156-7.2646e-05i,0.0024146-0.00087894i,0.0022179-0.00036425i,0.00087439+0.00019616i,-0.0010115+0.0021087i,-0.0028075+0.0032054i,-0.0032925+0.00198i,-0.0020324+0.0008661i,-0.00041154+0.0010692i,0.0008564+0.0013621i,0.00092259+0.0015463i,-0.00021581+0.0015398i,-0.00014473+0.00041878i,-0.00015426-0.00011842i,-0.00025739+0.00074613i,-9.4539e-05+0.00061701i,-0.00042854-0.00085013i,-0.00087838-0.0015776i,6.3905e-05-0.0015903i,0.0015756-0.0021033i,0.0021988-0.0045884i,0.0011843-0.0071975i,-0.00081821-0.0070284i
0.00029548-0.0017221i,-0.0005703-0.001364i,-0.0013659-0.0019836i,-0.0019935-0.0029154i,-0.00024219-0.0028104i,0.0025352-0.0019082i,0.0015768-0.00086331i,-0.00098419-9.114e-05i,-0.00076415-0.00048574i,0.00025862-0.0019122i,0.00036332-0.0029948i,-0.00079392-0.0020578i,-0.0014875-0.00019154i,-0.0014588+0.00016987i,-0.0014366+0.00039455i,-0.0014597+0.00137i,-0.00065049+0.001629i,-0.00015168+0.001938i,-0.0006424+0.0010993i,-0.00088976+0.0007699i,-0.000824+0.0031418i,0.00077876+0.0062065i,0.0023601+0.0071776i
-0.00056672-4.2099e-05i,-0.00022341-0.00010237i,0.0015787-6.6891e-06i,0.0036398+0.0011594i,0.0041404+0.0013479i,0.0022844+0.00023882i,0.0004035-0.0003181i,0.0010328-0.00068357i,0.00128+0.00036803i,0.0011572+0.0016578i,0.00187+0.0018414i,0.0013374+0.002324i,0.00024505+0.002693i,0.00010137+0.0023982i,0.0009125+0.0022985i,0.0010566+0.0012232i,0.00052613-0.00043303i,0.00013578-0.0011227i,-0.0002733-0.00076031i,-0.00011128-0.00080485i,-0.00020547-0.0032706i,-0.00083001-0.0063686i,-0.0020787-0.0068991i
0.0019783+0.0013052i,0.0027728+0.0010726i,0.0032461-0.0013606i,0.0014638-0.0047491i,-0.00052083-0.0059239i,-0.0019506-0.0040863i,-0.0018645-0.00058165i,-0.0011016+0.0013119i,-0.00041399+0.0013022i,-0.00033179+0.00046226i,-0.0015083-0.0010987i,-0.0026771-0.001679i,-0.0016736-0.0013769i,-0.00043656-0.0011225i,-0.00071581-0.00041221i,-0.00079918-0.00024833i,0.00074615-0.00046611i,0.0016176+0.00073603i,0.00098563+0.0021045i,-3.6338e-05+0.0025712i,-0.00062415+0.0039815i,0.0010429+0.0052865i,0.0030136+0.0053857i
0.0011944-8.9764e-05i,0.0011279-0.00019028i,0.0023674-0.00045664i,0.0025711-0.0008347i,0.00062293+0.00019086i,-0.0012277+0.0026567i,-0.00060281+0.003216i,0.00052593+0.0015451i,0.0017867-6.5206e-05i,0.003836-0.00105i,0.0040407-0.0016888i,0.0023393-0.0013245i,0.0022791-0.0008344i,0.0033086-0.00075986i,0.0020043-0.00096791i,0.00040923-0.001222i,-0.00049177-0.0010156i,-0.0010529-0.0008289i,0.00038064-0.0020068i,0.0010982-0.0027412i,0.00063341-0.0037114i,-0.00084405-0.0052837i,-0.0026529-0.0054048i
0.00065424+0.00041564i,0.0004365+0.00038647i,0.0017558+0.001048i,0.00039183+0.00084445i,-0.00070396-0.0015044i,-0.00062858-0.0037139i,0.00030657-0.0025606i,0.0015837+0.00012794i,0.0015731+0.00094045i,0.00094263+0.0015468i,-8.6293e-05+0.001569i,-0.00088969+3.434e-05i,-0.00083932-0.00072242i,-0.00027613-0.0005667i,0.00067321-0.00017176i,0.00021238-0.0008487i,0.00049654-0.0018755i,0.0013306-0.00087106i,0.0008703+0.00089776i,0.00020543+0.0014321i,0.00049537+0.0025418i,0.0026066+0.0040652i,0.0039493+0.0046114i
0.0022832-0.002757i,0.0035759-0.002903i,0.0049619-0.0047275i,0.0041666-0.004944i,0.0017069-0.0026387i,-0.00071343+0.00014401i,-0.00099128+0.00026161i,-0.00055899-0.00044666i,-0.00044002-0.00013495i,-0.00033766-9.6975e-05i,-5.7768e-05-0.0011388i,-0.0002276-0.0018979i,-0.00019959-0.0022952i,-0.00012049-0.0020656i,-0.00033676-0.00080255i,-0.00039878+0.00053401i,-0.0010827+0.0011655i,-0.0015758+0.0007708i,-0.001129-0.00030351i,-0.00057969-0.0016206i,-0.00070165-0.0027624i,-0.0021643-0.0036157i,-0.0032953-0.0036692i
-0.0043273-0.0029078i,-0.0046313-0.0020299i,-0.0053066-0.0013651i,-0.0045294-0.0010879i,-0.003632-0.0013588i,-0.0022043-0.0020577i,-0.00052446-0.0013104i,-3.6339e-05-0.0005917i,-0.00017296-0.0011306i,-0.00027861-0.00066763i,-0.00072649+0.00050426i,-0.0012228+0.0013184i,-0.0020277+0.0013981i,-0.0024331+0.00048986i,-0.0022289-0.00065413i,-0.0022169-0.0014007i,-0.0016008-0.0015431i,-0.00095154-0.00085037i,-0.0014631+5.416e-05i,-0.0014654+0.0010485i,-6.831e-05+0.0016865i,0.0021591+0.0025391i,0.0033608+0.0030729i
-0.0016428-0.001372i,-0.00091124-0.0013958i,-0.00041158+1.1682e-05i,-0.00025668+0.00087533i,0.00031087+6.6122e-05i,0.00027844+8.3072e-05i,0.00058027+0.0014321i,0.0017855+0.0015489i,0.0023455+0.0003531i,0.0024178-0.0014323i,0.00096488-0.0032425i,-0.00075916-0.0039517i,-0.00022597-0.0019272i,0.00085509-0.00010623i,0.001341-0.00043681i,0.00056715-6.3837e-05i,-0.00025317+0.00052728i,-0.00030911+0.00035178i,-9.3148e-05-0.0010552i,0.00042643-0.0024745i,-0.00053289-0.0026498i,-0.0019166-0.0031522i,-0.0026073-0.0036563i
-0.0015042-0.00090217i,-0.0016199+0.00047089i,-0.00059752-0.0011455i,-0.0003896-0.0032618i,-0.001684-0.0028996i,-0.0023549-0.0013055i,-0.0010011-0.0002251i,-0.00078343+0.0006315i,-0.00070863+0.0018174i,0.0011964+0.0026135i,0.0028306+0.0023234i,0.0023431+0.0018211i,0.00099782+0.0013177i,-0.00011679+0.0014368i,-0.00051746+0.0017685i,-0.00080731+0.0015313i,-0.00066288+0.00055289i,-0.00039224-0.00028128i,-0.0005721-7.2446e-05i,-0.0003721+0.00136i,0.00072151+0.0028532i,0.0019357+0.0037471i,0.0033103+0.0036759i
-0.00061184-0.0016313i,-0.0014102-0.0028912i,-0.00055005-0.0024996i,-0.00055294-0.0022151i,-0.00081513-0.0028185i,-0.00032646-0.0013895i,-9.0058e-05+0.00030242i,-0.0003845+0.00019739i,-0.0012851+0.0011711i,-0.0022377+0.0016596i,-0.0024479+0.0011669i,-0.001718+0.001293i,0.00057078+0.00053762i,0.0023545-0.00045488i,0.0020626-0.00015049i,0.0018674-3.4595e-05i,0.0013196-0.00040657i,6.1366e-05-0.00029373i,-0.00048638-0.00076131i,7.7912e-05-0.0014956i,0.00018528-0.0019184i,-0.0021907-0.0021118i,-0.0043184-0.0028266i
0.00061089-0.0022941i,0.0031104-0.0018934i,0.0025502-0.0014354i,0.0018674+2.2396e-05i,0.0013458+0.0014766i,0.00034358+0.00053057i,-0.00012119+8.0064e-06i,-0.00030139+0.00093236i,0.00017829+0.00057664i,0.00057039-0.0009304i,0.00051981-0.0021956i,-0.00013536-0.0024557i,-0.00072114-0.00025534i,-0.0014086+0.002065i,-0.0019727+0.0015662i,-0.0021605+0.00059123i,-0.0015228+0.0015088i,-0.0002548+0.0017939i,0.00023279+0.0015832i,6.2275e-05+0.0017956i,0.0012164+0.0015825i,0.0032087+0.0017634i,0.0041567+0.0031051i
-0.0033867+0.0016489i,-0.0035845+0.0012762i,-0.0010213+0.00059844i,0.0019473-0.0009507i,0.0025636-0.0020404i,0.0014996-0.0016211i,0.00086285+0.00044125i,0.0019399+0.0016834i,0.0032832+0.00065548i,0.0035894+4.448e-06i,0.002953+0.0005006i,0.0010214-0.00052625i,0.00013261-0.0020699i,0.00046788-0.0031287i,0.00092799-0.0037242i,0.00081892-0.0037002i,-0.00055374-0.0031671i,-0.0010466-0.0023922i,0.00011616-0.0025684i,0.00023173-0.0030828i,-0.0011329-0.0024202i,-0.0032538-0.0013368i,-0.0049378-0.00090637i
0.00089916-0.0012438i,0.0015393-0.0027155i,0.00053037-0.0035558i,-0.00059082-0.0045507i,7.2591e-05-0.0047082i,3.6926e-05-0.0028967i,-0.001141-0.00074325i,-0.00074992+1.4927e-05i,0.00057464+0.00083758i,0.001461+0.0014921i,0.0019068+0.00084739i,0.0019201+0.00050587i,0.0013399+0.001077i,0.0004553+0.0019291i,-0.00030605+0.0031382i,-0.00062737+0.0041909i,3.3885e-05+0.0035155i,0.0010345+0.0023048i,0.0013511+0.0020394i,0.00049495+0.0017958i,0.00026145+0.0015853i,0.0020591+0.0019643i,0.0049491+0.002993i
0.0030478+0.0033422i,0.0035776+0.0034025i,0.0026299+0.0023777i,-0.00059201+0.0012342i,-0.0034225+0.0005864i,-0.0041681+0.0014873i,-0.0021156+0.0015599i,-0.00018027+0.00029433i,-0.00014115-0.00010927i,7.744e-05+0.00020173i,0.00058464+0.00028849i,2.4443e-05+9.776e-06i,-0.0011477-0.00057538i,-0.0022133-0.0022748i,-0.002247-0.0027781i,-0.0014797-0.0024455i,-0.0010682-0.0026552i,-0.0009654-0.0033452i,-0.0010575-0.0042514i,-0.000737-0.0040954i,-0.0013673-0.0032803i,-0.0032579-0.0019525i,-0.0049658-0.0019909i
-0.0015294+0.00033554i,-0.0034756+0.0017224i,-0.0031488+0.0034056i,-0.0001066+0.003638i,0.0028281+0.0024052i,0.0031248+0.00044i,0.0023939-0.0011528i,0.0015218-0.00169i,0.00063739-0.0017736i,-0.00059812-0.0018633i,-0.0011839-0.0018718i,-0.00098451-0.0011515i,-0.00048161+0.00053471i,0.00077888+0.0016086i,0.0013809+0.0021394i,0.0013556+0.0030832i,0.0020329+0.0035567i,0.0025227+0.0028591i,0.0017716+0.0014966i,0.00069236+0.0012953i,0.00079352+0.0015665i,0.0032876+0.00093496i,0.0064082+0.00089551i
0.001181-0.00039719i,0.0022526-0.001472i,0.0017086-0.0019076i,0.0016915-0.0013584i,0.0021517-2.7704e-05i,0.0018056+0.00050354i,0.00066283+0.00091231i,0.0011306+0.0014368i,0.0030028+0.001085i,0.0047492-6.8986e-05i,0.0046599-0.0019984i,0.0024292-0.0032325i,0.00026047-0.0023125i,-0.001141-0.0012418i,-0.0020843-0.0019607i,-0.0030422-0.0031612i,-0.0038424-0.0030715i,-0.003409-0.0016707i,-0.0024549-0.00055723i,-0.0021282-0.00052233i,-0.0015926-0.00027036i,-0.0027065+0.00050191i,-0.0058106+0.00060872i
-0.0024388+0.0007184i,-0.002341+0.00176i,-0.0021737+0.0011688i,-0.00083693-0.0014156i,-0.00015505-0.0032544i,-0.00033086-0.0028244i,-0.00058152-0.00072759i,-0.0011203+0.00042988i,-0.0015701+0.001421i,-0.0013651+0.003144i,-0.00056878+0.0030576i,0.00066478+0.0024085i,0.0024723+0.0018785i,0.0033161+0.0012185i,0.0027897+0.0010707i,0.0026266+0.001619i,0.0028841+0.00085197i,0.0032999-0.00044166i,0.00241-0.00026673i,0.0011266+0.00025888i,0.0019624+0.00021076i,0.0032285+1.0084e-06i,0.0045245-0.0011989i
0.00039965-0.00080539i,4.8442e-05-0.0017939i,-0.0010564-0.0013445i,-0.0018961-0.0006309i,-0.0026507-0.0008316i,-0.0020413-0.00067514i,-0.00022179+0.00025282i,0.00023802+0.00067622i,-0.00038517+0.00043956i,-0.0012194-0.00091103i,-0.0018008-0.0026414i,-0.0020385-0.0020382i,-0.0017645-0.00067634i,-0.0021531-0.00013508i,-0.0031113-0.00054953i,-0.0041752-0.00053452i,-0.0044949+0.00071793i,-0.0032682+0.001179i,-0.0025917+0.00059202i,-0.0027195-0.00024238i,-0.0023954-0.00031047i,-0.003263+0.0013139i,-0.0046194+0.003257i
0.00078811-0.00087443i,0.0019577-0.0010448i,0.0021576-0.0013755i,0.0014379-0.0015404i,0.00071633-0.00096707i,0.0012667+0.00033034i,0.0021728+0.00040291i,0.0024236+0.00038972i,0.0018784+7.7344e-05i,0.0015518-0.0005095i,0.0014683-0.00043643i,0.00080384-0.00024079i,0.00017576-0.00047036i,2.522e-06-0.00064674i,0.00042908-0.00081956i,0.0015934-0.0010452i,0.002527-0.0015286i,0.002924-0.0015453i,0.0024798-0.00084625i,0.0020296-0.00027959i,0.0016819-0.00017348i,0.0023989-0.0016929i,0.0042988-0.0031932i
-0.0013143+0.001286i,-0.0019234+0.0017535i,0.00015568+0.0019237i,0.001664+0.00091248i,0.0014072-0.00054261i,0.00025536-0.00048414i,-0.0003359+0.00031069i,0.00032226+0.00093315i,0.0023939+0.0010222i,0.0038033+0.00071258i,0.0022726-0.00033994i,-0.0003018-0.0013031i,-0.0025359-0.00047154i,-0.0030017+0.00038533i,-0.0022654+0.00068769i,-0.0022125+0.0014636i,-0.0026277+0.0021113i,-0.002253+0.0021117i,-0.0017133+0.0008841i,-0.00092034+1.5023e-05i,-0.0013976+3.4749e-05i,-0.0034887+0.00094622i,-0.0040469+0.0025112i
0.00059869-0.0015391i,0.00095325-0.0029353i,0.00063141-0.0041416i,-0.00017854-0.0049494i,-0.00014778-0.0034596i,-0.00013354-0.0012973i,-0.00078645+0.00025493i,-0.00076317+0.0013782i,0.0002709+0.0017792i,0.0016639+0.0020012i,0.0025521+0.0016425i,0.0027056+0.00033548i,0.0021485-0.00064292i,0.0010554-0.0014449i,0.00069953-0.0017533i,0.0016066-0.0017875i,0.0023754-0.0023114i,0.001739-0.001965i,0.0010141-0.0011017i,0.001088-0.00072198i,0.0015718-0.00093205i,0.0022111-0.0020627i,0.0027977-0.0044245i
9.1707e-05+0.0026233i,-0.00035943+0.0040903i,0.00068618+0.004113i,0.00082883+0.0022099i,4.1962e-05+0.00051518i,-0.00014393+0.00011515i,-0.00090682-0.00026467i,-0.0018861-0.0006828i,-0.0016534-0.00025078i,-0.0019367+0.00027359i,-0.0030483+0.00023372i,-0.0034948+0.0011188i,-0.0021067+0.0017198i,1.4329e-05+0.0018022i,0.00036464+0.0019432i,-0.0007716+0.0025783i,-0.0012806+0.0032766i,-0.0010793+0.0023597i,-0.0015099+0.00035895i,-0.0017141+0.00010792i,-0.0010979+0.0014344i,-0.0013196+0.0030695i,-0.002502+0.0047204i
-0.0018455+6.5292e-05i,-0.0026028+9.7626e-05i,-0.0028756+0.0010451i,-0.0011876+0.0014121i,0.0014729-0.00017413i,0.00229-0.0020944i,0.001585-0.0019178i,0.0017719-0.00099565i,0.0021021-0.00096425i,0.0018579-0.0023995i,0.0018454-0.0039482i,0.0019149-0.0038081i,0.00079422-0.0024427i,-0.00048615-0.0010151i,-0.00047451-0.0012396i,8.1439e-05-0.0025243i,8.8401e-05-0.0025639i,-0.00014879-0.0011179i,0.00034469+0.00014675i,0.00027999+0.00049103i,0.00032035-8.8267e-05i,0.00063352-0.0027979i,0.0004057-0.0052155i
-0.00031445-0.0023848i,0.0016064-0.0014741i,0.0020535-0.0019922i,0.0018476-0.0026653i,0.00058607-0.0010305i,-0.00058265-9.2642e-05i,-0.00019346+3.5095e-05i,0.00059771+0.00047036i,0.0013947+0.0016702i,0.002101+0.00244i,0.0021037+0.0028439i,0.00081465+0.003423i,0.00031705+0.0024591i,7.3821e-05+0.00091949i,5.039e-06+0.00079674i,0.00027812+0.001653i,0.00028263+0.0018751i,0.00034773+0.0012851i,-1.9309e-05+0.00055656i,-0.00090676+0.0003942i,-0.0011459+0.0013654i,-0.00051103+0.0030134i,0.00029671+0.004748i
-6.866e-05-0.00052672i,-0.00051983+0.00082783i,-0.0011285+0.00087744i,0.0001263-0.0018058i,0.0010301-0.0030752i,-0.0017897-0.0011857i,-0.003071+0.00069081i,-0.0015054+0.0012108i,-0.00053587+0.0014199i,-0.00043543+0.00042158i,-0.00047315-0.0019173i,-0.00088882-0.0025989i,-0.00091544-0.0018043i,-0.00079961-0.0013934i,-0.00091855-0.0015315i,-0.001953-0.00093348i,-0.0020931-0.0013472i,-0.0010096-0.0010715i,0.00024019+0.00025291i,0.0006846+0.00035109i,0.0010121-0.00039763i,0.00010103-0.0010739i,-0.0010098-0.0022647i
0.0016331+0.00098893i,0.0035683-1.2266e-05i,0.003863-0.00075662i,0.0021225-0.00033674i,0.00040656+0.00025458i,-0.00049595+5.4712e-05i,-0.00027547-5.0018e-05i,0.00021066+0.00026303i,0.00043291+0.00057944i,0.00019087+0.00063532i,2.0694e-05+0.00085957i,0.00095826+0.0015544i,0.0015954+0.001462i,0.0014768+0.00069137i,0.0013602+0.00041502i,0.0013509+0.00057993i,0.00083339+0.00061752i,0.00022994-0.00040669i,-0.00011141-0.0016823i,-0.00064471-0.0011452i,-0.00048802+0.00015301i,0.00042088+0.0012706i,0.00069443+0.002544i
0.00074416+0.00096767i,0.0011486+0.0037925i,0.0022119+0.0037453i,0.0018833+0.0003538i,0.001069-0.0018525i,0.0014052-0.0020497i,0.0017064-0.0013113i,0.0013059-0.00094754i,0.0014198-0.0012866i,0.0017041-0.0020642i,-0.00032739-0.0031431i,-0.0022929-0.0028091i,-0.0023186-0.0010231i,-0.0018981+0.00015622i,-0.0014744+0.00086448i,-0.0015891+0.00088161i,-0.0013046+0.00046831i,0.00016174-0.00040172i,0.0013789-0.0010133i,0.0013258-0.00062353i,0.00093743-0.00043304i,0.00065896-0.00088897i,-0.00060289-0.0017625i
-0.00033536-0.0032176i,-0.0014053-0.0048814i,-0.0017358-0.0045073i,-0.0013464-0.0016166i,-0.00023507-0.00047039i,-0.00042428+4.4623e-05i,-0.0012249+0.00094732i,-6.5398e-05+0.00058528i,0.0023077+0.00049685i,0.0035533+0.0013422i,0.0034422+0.00092052i,0.0022705-0.00067607i,7.8474e-05-0.00084228i,-0.00043389-0.00038957i,0.00094763-0.00088234i,0.0015931-0.00091381i,0.00077465-0.00057842i,-0.00041114-0.0011018i,-0.00084668-0.0011418i,-0.0012626-0.00071637i,-0.0011465-0.00094579i,-0.00015908-0.00043587i,0.00036278+0.00058488i
0.0018245-0.00062482i,0.003937-0.00085988i,0.0052604-0.0030605i,0.0034915-0.0038052i,0.0010546-0.002761i,-0.00012522-0.00051088i,-0.0006575+0.00076726i,-0.001476+0.0015136i,-0.0009579+0.0019907i,0.00026868+0.0018252i,-0.00036916+0.0012491i,-0.0016221+0.00096767i,-0.0012831+0.00031561i,-0.00074277-0.00036047i,-0.0013105+3.8873e-05i,-0.0022199+0.00049505i,-0.002329+0.00018213i,-0.0011914-0.0005914i,0.00016879-0.00097119i,0.00090787-0.00033277i,0.00087149+0.00027487i,-0.00056353-2.4203e-05i,-0.0010257+5.1553e-05i
