-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
0.0026041-0.00058499i,0.0011473+0.00037733i,-0.00037163+0.00092882i,-0.0001237+0.00082551i,0.00085561+0.0008137i,0.0018227+0.0013251i,0.0019387+0.00096651i,0.0014996-2.4496e-05i,0.0012697-0.00064629i,0.00056985-8.1703e-05i,0.00010467+0.00066872i,-0.00039444+0.00090844i,5.0852e-05+0.00080551i,0.0011239+0.00039129i,0.0010948-0.00015204i,0.00021728-0.00092512i,0.00013066-0.0010884i,0.00054873-0.00061818i,6.9544e-05-0.00060482i,-0.0007564-0.00065257i,-0.00072088-0.00072782i,-0.00083721-0.00076113i,-0.00042437-0.0012415i
0.00049315+0.0012119i,0.00026623+0.0017484i,-0.001147-0.00031002i,-0.0015949-0.001296i,-0.00013918-0.00065422i,0.0014002+0.00015934i,0.0026942+0.00032189i,0.0026695+0.00062003i,0.00059556+0.00040013i,-0.00082396+4.5379e-05i,-0.00059889+0.00030481i,-0.00047873+0.00089686i,-5.2048e-05+0.0013415i,0.00062377+0.0010142i,0.00058253+0.00010718i,0.00020117-0.00020969i,0.00021601-0.00014458i,1.7435e-05-0.00040153i,0.00015114-0.00076321i,0.0001947-0.00057551i,-0.00034088+0.00035689i,-0.00046866+0.0010906i,2.8401e-05+0.00080465i
-0.0023298-0.0015572i,-0.0031913-0.001147i,-0.0033049-0.00053271i,-0.0032141+0.00072638i,-0.0024707+0.0019798i,-0.00051674+0.0023284i,0.00086337+0.0019755i,0.00088411+0.0016891i,-4.7818e-05+0.00090306i,-0.0007751+0.00044045i,-0.00082998+0.00063601i,-0.00088595+0.00035962i,-0.00086482+0.00023589i,0.00020464+0.0012371i,0.0010027+0.0023098i,0.00066378+0.0015282i,-0.00013469+0.00020443i,-0.00011304+1.7881e-05i,0.00055996+0.00029245i,0.00084627+0.00032391i,-0.0001742+0.00032185i,-0.00071279+3.4704e-05i,1.5966e-05-0.00036705i
0.001347-0.00014249i,0.0029207-0.00023841i,0.0028711-0.00052606i,0.0023342-0.00084071i,0.0021978+0.00056304i,0.0018807+0.0020761i,0.0014016+0.002115i,0.0010801+0.00073001i,0.00052941+0.00014311i,-0.00080134+0.00063755i,-0.001756-0.00042725i,-0.0011864-0.0012944i,-0.00081168-0.001169i,-0.0015499+0.00011709i,-0.0023894+0.0010699i,-0.0018244+0.00098768i,-0.00050261+0.00048959i,-0.00017454+0.0003352i,-0.00058657+0.00060907i,-0.00020606+0.00043768i,2.0055e-05+0.00065259i,-0.00097634+0.00080174i,-0.0010627+0.00014491i
0.0023816+0.00093461i,0.0024328+0.002225i,0.0017184+0.0019093i,0.0016117+0.0012794i,0.0010644+0.0015325i,0.0013698+0.0020446i,0.0023456+0.0022474i,0.0027685+0.0017322i,0.0010726+0.00059817i,-0.00025507+0.00012906i,-0.0003204+0.00049594i,-0.00063737+0.00038558i,6.0812e-05-3.379e-05i,0.00055535-0.00064858i,0.00048467-0.00078734i,0.00067253-0.00063691i,0.00033989-0.0011883i,-0.00018839-0.0015798i,0.00010314-0.00089005i,0.0003095-0.00043159i,-8.1732e-05-0.0002173i,-0.0008291+0.00056006i,-0.0012096+0.00084373i
-3.3872e-05+0.0017942i,-0.00067958+0.0013328i,-0.00059047+0.00057707i,-0.00050693-0.00049128i,-0.00086769-0.0009638i,-0.00065311+0.00058909i,0.0013469+0.0013096i,0.0022559+0.00073768i,0.00054067-0.00021299i,-0.00073032+0.00025354i,-0.000522+0.001151i,-0.00065151+0.00035005i,-0.00062926-0.00035435i,0.00044379-0.00050033i,0.001091-0.00051094i,0.00047059-0.00046869i,-0.00063725-0.00011936i,-0.00078576-0.00023287i,-0.00032307-0.0012052i,-0.00038816-0.0011943i,-0.00054687-0.00077024i,-4.385e-05-0.00070315i,0.00067685-0.00037176i
-0.0026075+0.00030575i,-0.002037-0.00092658i,-0.0018273+7.0768e-05i,-0.0019542+0.0018178i,-0.00053152+0.0022209i,0.0016049+0.0014638i,0.0021379+0.001501i,0.0019796+0.0013546i,0.00143+0.00085211i,0.00013428+0.00053311i,-0.00058369+0.00071399i,-0.00081853+0.00011912i,-0.00061937-0.0008105i,0.00034156-4.0591e-05i,0.00081166+0.00057977i,0.00049912+0.00079539i,0.00018674+0.0010961i,-0.00025762+0.0010727i,-0.00070839+0.00049702i,-0.00015885+0.00012685i,0.00040137+0.00026621i,0.00056772+0.00032103i,0.00051894+0.00052502i
-0.00073748+0.00057385i,0.0005519+0.0006926i,0.00040439+0.00072043i,-0.00024635+0.0011691i,0.00048049+0.002176i,0.00075054+0.0019762i,0.00046642+0.0012672i,0.00034669+0.00038149i,-0.00035236-0.00054963i,-0.00063547-3.2091e-05i,-0.00080736+0.00049278i,-0.0011599-8.9591e-06i,-6.082e-05-0.00016978i,0.00014534-0.00011691i,-0.00057462-0.00015856i,-0.0002481+0.00061752i,-0.00014389+0.0011052i,-0.00055863+0.0012737i,-0.0011895+0.0013221i,-0.0012024+0.0012649i,-0.00098132-9.3314e-05i,-0.00037244-0.0012393i,-0.00011693-0.00057411i
0.0019907+0.0032667i,0.0013844+0.002471i,0.0014131+0.00096421i,0.00071728+0.00050175i,-6.6907e-05+6.1217e-05i,0.00022103+0.00075434i,0.0017322+0.0013728i,0.0015912+0.00038918i,0.00036603-0.00031832i,7.7099e-05+0.00010431i,4.0644e-06-0.00012642i,-0.00070758-0.00065706i,-0.0014147+8.8064e-05i,-0.0016934+0.00011024i,-0.0016158-0.0004128i,-0.0011686-2.1836e-05i,-0.00042247+0.00026319i,-0.00012992+0.00029431i,-0.00058289+0.00026972i,-0.00060352+0.00077672i,-0.00048293+0.00043044i,-0.00021558-0.00034017i,0.00036093-0.00095399i
-0.00072381+0.0017485i,-0.00075119+0.0012122i,0.0010126+0.00068754i,0.0016168+5.3354e-05i,0.0007625-0.00071239i,0.00059879-0.00014417i,0.0013342+0.00062932i,0.0016816-0.00045998i,0.0005203-0.00053065i,-0.00037457-0.00062871i,-0.00050883-0.0015031i,-0.00075256-0.00048445i,-0.00071495+0.0010815i,-0.0004442+0.0009403i,-0.00037342+0.00052735i,-0.00094431+0.00074794i,-0.00060004+0.00067589i,-0.00034363-3.6768e-05i,-7.9478e-05-0.00079309i,-0.00016033-0.00028879i,-0.0009179-0.00016299i,-0.00041719-0.00039848i,0.00013725+0.0002068i
0.00090773-0.00035457i,0.00074982-0.0014722i,0.0009737-0.0015204i,0.00046264+7.5845e-05i,0.00070478+0.0022322i,0.0014824+0.0031058i,0.0016631+0.0027573i,0.0018362+0.0014348i,0.0017692+0.00036279i,0.0008378+0.00021717i,-0.00021238+0.00058703i,-0.001035+0.00069131i,-0.0015941+0.00066503i,-0.0020889+0.00021827i,-0.0017137-2.2584e-05i,-0.00093293+0.00056634i,-0.00095581+0.00043136i,-0.00091012+9.8678e-06i,7.6791e-06+6.3007e-06i,0.00078447+8.9046e-05i,0.00080732-9.519e-05i,0.00042934+0.00039724i,0.00021325+0.00079098i
0.00047206-0.0011409i,6.9747e-05-0.00038835i,-0.00092609+0.00013338i,-0.0017008+0.0015809i,-0.0010086+0.0026569i,0.0012289+0.0025907i,0.0025237+0.0023014i,0.0023478+0.0014033i,0.0024838+0.00050114i,0.0014791+0.00053304i,-0.00015639+0.0011943i,-9.26e-05+0.0013954i,0.0008202+0.00082652i,0.00073037+0.0001452i,7.9259e-05+0.00047294i,-0.00068915+0.00046892i,-0.0007843-0.00034557i,2.6676e-05-0.00030318i,0.00015789+0.00033948i,-0.00024267+8.7227e-05i,0.00020157-0.00042339i,0.00069778-0.00011919i,0.0010016+0.00010336i
-0.0011168+0.00099503i,-0.0012566+0.0016617i,-0.0011518+0.0019125i,-0.0011348+0.0020344i,-0.00088454+0.0025161i,-2.151e-05+0.0026616i,0.0011291+0.0018775i,0.0017049+0.0010867i,0.00065225+0.001107i,-0.00039174+0.00074752i,-0.00026232+0.0002879i,0.00015223+0.00097482i,0.00042607+0.00080232i,0.00039489-0.00033456i,-2.902e-05-0.00039358i,-0.0005958-3.6898e-05i,-0.00061335+0.00043785i,-0.00077973-4.5066e-05i,-0.00077972-0.00013882i,3.5889e-06+0.00029384i,0.00041583+0.00036675i,0.00040562+0.00014997i,6.663e-05-0.0001768i
-0.00042186-4.8391e-05i,-0.00024809-0.00026538i,0.00038884-0.0012652i,0.00022633-0.0015238i,-0.0011301-0.00060394i,-0.0014717+0.00079101i,0.00014771+0.0011889i,0.0011277-0.0003777i,0.00049453-0.0014803i,2.8102e-05-0.0013988i,0.00010139-0.00046769i,-0.00010752-2.275e-05i,-0.00022197+0.00013787i,-0.00037553+0.0001941i,-0.00042557+3.7874e-05i,0.00053505+0.00039852i,0.00085814+0.00013834i,-0.00027341-0.00057887i,-0.00057023-0.00094218i,2.4655e-05-0.0011457i,0.00038429-0.00042115i,8.7524e-05+5.8304e-05i,-0.00041558+0.00019793i
0.0016932-0.0029684i,0.0032469-0.0019159i,0.002304+0.00020269i,0.00039278+0.00075595i,3.6368e-05+0.001638i,0.0010845+0.0027457i,0.0020493+0.0020645i,0.0017116+0.00038635i,-6.5086e-05-0.0015521i,-0.0015209-0.0018268i,-0.001449-0.00053705i,-0.00046722+6.0619e-06i,-0.00029211+1.9847e-05i,-0.00029052+0.00074763i,-0.00011571+0.001381i,-0.0003746+0.0010833i,-0.00019633+0.00081766i,0.00067247+0.00033029i,0.0006684-1.4384e-05i,0.00064289-0.00024581i,0.00054427-0.001228i,-0.0004002-0.00084342i,-0.00071287-0.00055394i
0.0028639+0.00091969i,0.0020522+0.00040858i,0.0012215-0.00021154i,-0.00043459-0.0011836i,-0.00068423-0.00032876i,3.6033e-05+0.0018214i,0.0015655+0.0028903i,0.0027673+0.0023341i,0.002265+0.00072413i,0.00098376+0.00038644i,-0.00026264+0.00010296i,-0.00059955-0.00075483i,-4.9321e-05-0.00085549i,-0.00063343+0.00035936i,-0.0015185+0.00099079i,-0.00081955+0.00063758i,-0.00038059-9.8956e-05i,-0.00027511+4.391e-05i,6.0707e-05+0.00051821i,0.00036063+0.00022669i,0.0001598+0.00090529i,-0.00037226+0.00098512i,-0.0010104-0.00042001i
-0.0024331+0.0034545i,-0.0013471+0.0034666i,-0.00096658+0.0033413i,8.3414e-05+0.0025559i,0.0013069+0.0017055i,0.0014356+0.0020384i,0.00018695+0.003344i,-0.00053448+0.0032297i,0.00062106+0.0025065i,0.00057416+0.0015413i,-0.00071081-4.0374e-05i,-0.00083993-0.00047849i,0.00032042-2.7312e-05i,-3.9969e-05-0.00050171i,-0.0014399-0.0015496i,-0.00094805-0.0011493i,-3.7233e-05-0.00025739i,0.00017859-0.00018739i,-0.00024579+0.00045365i,-3.8654e-05+0.00091682i,8.8733e-05+0.00035687i,0.0004707-0.00034993i,0.0016046-0.00071854i
0.001062-0.00069012i,0.00098436-0.001543i,0.00097338-0.0016115i,-0.000208-0.0010925i,-0.0013107-0.0002461i,-0.0018674+0.00083762i,-0.00083791+0.00072131i,0.00013792+0.00029534i,-0.00033057+6.175e-05i,-0.00073029+0.0002039i,-0.00038631+0.00031597i,3.006e-05+0.00070992i,0.00017464+0.0012097i,0.00052693+0.0014347i,-0.00013871+0.0016539i,-0.00079544+0.00094677i,-0.00042346+0.0001327i,-0.00023634-0.00060411i,0.00014055-0.0010958i,0.00024371-0.00083118i,0.00014565-0.0007502i,0.00072911-0.00061096i,0.0013642+0.00040895i
0.0029633-0.0012162i,0.0028449-0.001889i,0.0010397-0.0024903i,-0.00025888-0.0019291i,-0.00059755-6.5264e-05i,0.00066132+0.0010318i,0.0029897+0.0003117i,0.0027553-0.00068274i,0.00031616-0.00073996i,-0.00056392-0.00051447i,-0.000675-0.00063181i,-0.0013984+0.00015972i,-0.0022762+0.0013235i,-0.0021684+0.0016312i,-0.001605+0.0010385i,-0.0010115+0.00050219i,-0.00089834+0.00059168i,-0.0011604+0.00043663i,-0.00029493-0.00042229i,0.00066763-0.00064174i,7.019e-06+0.0003538i,-0.0010023+0.00070633i,-0.00057187+0.00031882i
-0.00038672+4.4711e-05i,-0.00081462+0.00058542i,-0.0014281+0.00012012i,-0.0018434+3.0754e-05i,-0.0010302+0.00086447i,6.8041e-05+0.0021344i,0.0015987+0.0022932i,0.0031523+0.00093287i,0.0019174-0.00046944i,-0.00058592-0.0013311i,-0.0011542-0.0011564i,-0.00079617-0.0008624i,-0.00045767-0.0015115i,-0.00055957-0.0009768i,-0.0011163+0.00042295i,-0.00062159+0.00037034i,0.00054673-0.00010519i,0.00098984-0.00033517i,0.00041287-0.00019085i,0.00058463-0.00025959i,4.8249e-05-0.00022046i,-0.00065382+0.00028896i,-3.8246e-05+0.0006873i
-0.00062231+0.0014152i,-0.00019645+0.0013971i,0.00041834+0.0013233i,0.0007599+0.00054438i,0.00085121+0.00060797i,0.001238+0.0016414i,0.0012988+0.0017691i,0.0012875+0.0012246i,0.0021858+0.00044653i,0.0023616+8.1685e-05i,0.0010997-4.5827e-05i,-1.6543e-05-0.00015086i,-5.3781e-05-0.00038663i,0.00014785-0.00074208i,-0.00022591-0.00062695i,0.00012765-6.4733e-05i,0.00027647+0.000432i,-0.00024439+0.00073402i,-0.00032903+0.00044247i,-0.00046371-0.00014608i,-0.00037724+1.4165e-05i,0.00013629+0.00033216i,-0.00021928-0.00067063i
0.00090617+0.00041946i,0.00060256+0.00041327i,-6.1576e-05+9.9432e-05i,-0.0011334+0.00028163i,-0.0011117+0.00049593i,-0.00018433+0.0014523i,0.00083925+0.001938i,0.00067312+0.001266i,-0.00059762+0.00086479i,-0.0011121+0.0012925i,-0.00079913+0.00083464i,-2.2698e-05-0.0010965i,0.00041876-0.0010281i,-5.8572e-05+0.00044951i,-0.0001014+0.00080311i,0.00022286+0.00015756i,0.00013152-4.1619e-05i,-0.00034201+0.00031041i,-0.00015871+0.00045582i,5.9691e-05+0.001092i,-9.4625e-05+0.0013203i,-0.00036394+0.00062899i,2.2072e-05-0.00026416i
0.0012004+0.001236i,0.0020063+0.00075794i,0.0012557+0.00038548i,-8.3621e-05+0.00033982i,-0.00070151+0.00054414i,-0.00089466+0.00089134i,-0.00063839+0.00097971i,-0.0010679+0.00094114i,-0.001005+0.0005216i,-0.00011664+0.00041647i,-0.00024907+1.754e-05i,-0.001201-0.0004223i,-0.0015385+6.4822e-05i,-0.00090594+0.0010352i,-0.00072399+0.00076671i,-0.0006325+0.00022721i,-0.00028938-0.00040373i,-0.00031109-0.0012426i,0.00015239-0.00075326i,0.00053194-0.00028449i,-3.9721e-05-9.0384e-05i,-0.00080764+0.00058471i,-0.00030271+0.00013787i
0.0033871-0.00091062i,0.0016707-0.00099873i,0.00038178-0.0014966i,-4.2803e-05-0.00052093i,-0.00094648+0.0010921i,-1.4361e-05+0.001235i,0.0018263+0.00085558i,0.0017163+7.693e-05i,0.00053792-0.00092256i,-0.00073597-0.0011524i,-0.0012302-0.00015608i,-0.001824+0.00061094i,-0.0021986+0.00023207i,-0.0017158-0.00024969i,-0.00099478-0.0001438i,-0.00056863+0.00073574i,-0.00043057+0.00064937i,-0.00017302+8.8505e-05i,-0.00039135+8.9901e-05i,-0.00021539-0.00051711i,0.00046489-0.00088163i,0.00016639-0.00062167i,-0.00043767+1.7711e-05i
0.0010342+0.002012i,0.00035214+0.0018102i,-9.1673e-05-0.00021142i,-0.00076346-0.00098806i,-0.0008847-7.7148e-05i,0.00013942+0.00085359i,0.00098652+0.0019653i,0.0014436+0.0020779i,0.0013523+0.00097294i,0.00047254-0.00024568i,-0.00022093-0.00094278i,0.0001726-0.00068889i,0.00048118-0.0012813i,-8.5849e-05-0.0015706i,-0.00082519-0.00055442i,-0.00089838+0.00036139i,-0.0008189+0.00082805i,-0.00026779+0.00024197i,0.00025438-0.00034226i,-0.00027988-0.00030857i,-0.00042877-0.00072148i,-0.00021866-0.001005i,0.00013095-0.0011157i
-0.0018525+0.00049071i,-0.002099+0.001725i,-0.00088668+0.0011817i,0.00076569-1.4262e-05i,0.0013674+0.0011959i,0.00099638+0.0028323i,0.0012185+0.0026385i,0.00078225+0.0012751i,0.00065941-0.00020307i,0.00090569+0.00018232i,0.00019511+0.00074721i,0.00014987+0.00059341i,0.00077518+0.00013083i,0.00066092-8.592e-05i,-6.491e-05+0.0003012i,3.9777e-05+0.00021121i,0.00055123-0.0002427i,9.1361e-05-0.00070548i,0.00022942-0.00021453i,-4.2741e-05+0.0003841i,-0.00019004+0.00059921i,0.00039656+0.00064876i,0.00053353+0.00013442i
0.0011861-0.00090085i,0.0013435-0.0007499i,-0.00037312-0.00062529i,-0.0025455-0.00069712i,-0.0023855+0.00026796i,-0.0012696+0.0012718i,0.00059023+0.00041293i,0.0011198+0.00014984i,0.00026058+0.00088736i,-0.0002847+0.0010833i,-0.00048895+0.00021371i,0.0002341-0.0006673i,0.00060351-0.00054534i,-3.9119e-05+0.00029351i,1.4829e-05+2.8535e-05i,0.00034457-0.00056433i,0.00050808-0.00011271i,0.0010547+0.00030205i,0.0012923+0.00065444i,0.00027227+0.0010281i,-0.0003787+0.0010747i,-0.00017228+0.00093089i,-0.00012591+0.0010136i
-0.0015449-0.00095483i,-0.0012196-0.0011065i,-0.0010984+0.0005583i,-8.4925e-05+0.0026232i,0.0015444+0.0038461i,0.0024438+0.0035068i,0.0025691+0.0021782i,0.0021942+9.653e-05i,0.00071158-0.0010594i,-0.00057541-0.00042216i,-0.0010299+0.00034623i,-0.00034113+0.00026739i,-0.00022807-0.00014344i,-0.0010259-0.00015596i,-0.0014018-0.00076486i,-0.0013434-0.00047728i,-0.00037276+0.00014006i,0.00026212-0.00010162i,-5.5327e-05+3.1661e-05i,-0.0003459+0.00027389i,-1.8701e-05+0.00023143i,0.00021432+0.00034092i,0.00013073+1.3999e-05i
0.00061739+0.0007212i,0.0020501+0.0014658i,0.0019035+0.0012573i,0.00092821+0.0010967i,0.00067516+0.0014647i,0.0007869+0.0022599i,0.001231+0.00084617i,0.0023449-0.0011217i,0.0018792-0.001477i,0.00086952-0.0013944i,0.00058026-0.0011513i,0.00017253-0.00021478i,-6.6138e-05+0.00029938i,0.00022293-0.00015328i,0.0005104-0.00065087i,0.00060122-0.00063494i,0.00067269-0.00083598i,0.0010261-0.00054897i,0.00080461-3.1708e-05i,5.6551e-06-0.00014639i,-0.00011889-0.00087388i,-0.00021995-0.00085658i,-8.1147e-05-0.00032822i
0.00073428+0.0011404i,0.00065682+0.00088153i,-0.00041749+4.0808e-05i,-0.00095135-0.00092514i,-0.00092957-0.00072342i,-0.00021081+0.00098631i,0.00046484+0.0016887i,0.00088749+0.0010851i,0.0011284+0.0010385i,0.0010589+0.0015359i,0.00083518+0.0010653i,0.00014154+4.393e-05i,-0.00056085-0.00012398i,-0.000496-0.00031207i,0.00025333-0.00058525i,0.00083542-0.00021118i,0.00081485+0.00059429i,0.0001728+0.00061872i,-0.00037721-0.00014723i,-0.00060041-0.0011082i,-0.00036921-0.0011178i,-0.00017447-3.1009e-05i,0.00014703+0.00068365i
0.00077843+0.0001865i,-4.4652e-05+0.00022259i,-9.4019e-05+0.00062817i,-0.00081082+0.0010835i,-0.0012955+0.0010076i,-8.4139e-05+0.0010945i,0.00078692+0.0011787i,-3.5776e-05+0.0015358i,-0.00093557+0.0013223i,-0.00077271+0.0010537i,-0.00071589+0.0010374i,-0.00076105+0.000478i,-0.0010752+0.00018928i,-0.0018977-0.00054385i,-0.0014191-0.00014834i,-0.00015572+0.00058323i,0.00081277+0.00058174i,0.00055276+0.00034336i,-0.00085251+0.00046715i,-0.0012803+0.00044788i,-0.00023808+0.0008769i,0.00057981+0.0011126i,0.00098466+0.00070727i
0.0025054+0.00051985i,0.0022279-0.00068416i,0.0013954-0.0019768i,0.00098611-0.0010809i,0.0013531+0.00098744i,0.0020806+0.0017277i,0.0023072+0.0012818i,0.0017367+0.00025772i,0.00050534-0.00080501i,-0.0010003-0.00081569i,-0.0012876-0.00065506i,-0.00092563-0.0001274i,-0.0003267-5.2996e-05i,-0.00057632-0.00018916i,-0.00077977-0.00020175i,-0.00018438-0.00012386i,0.00022383+0.00047552i,0.0001567+0.0010413i,0.00014464+0.0011052i,0.00037954+0.00067481i,0.00022339+1.5993e-05i,-2.788e-05-0.00016585i,-0.00015548+0.00028751i
0.00011614+0.00078541i,0.00030248+0.00079972i,0.00011282-0.00024606i,0.00044123-0.00023507i,0.00023931+0.00054488i,0.00037087+0.0012681i,0.0013749+0.0014087i,0.0022436+0.00073099i,0.0016948+7.4057e-05i,0.00028087+0.00020049i,-0.00034981+4.9184e-05i,-0.00077233-0.00026552i,-0.0011178+0.00015871i,-0.0009634-8.5804e-05i,-0.00062637-0.00030641i,-0.00086695+0.00024256i,-0.00077531+0.00066474i,-0.00067867+0.00054366i,-0.00093608+0.00047915i,-0.00062373+0.00019363i,-0.00022303+0.00010901i,-0.00039288+0.00032536i,-0.00014035+0.000274i
0.00038688+0.00034286i,-0.00018956+0.0017856i,3.8161e-06+0.0026117i,-0.00098941+0.0021636i,-0.0018397+0.0011978i,-0.0010056+0.0014231i,0.0008491+0.001423i,0.0015342+0.00075389i,0.00036724-0.00012462i,0.00041923-0.00044975i,0.00097642-0.00055463i,0.00042358-0.00068608i,-0.00064304-4.0046e-05i,-0.0010129+0.00079257i,-0.00048268+0.00052276i,-0.00032379+0.00013162i,-0.00085945+4.9056e-05i,-0.0010242-0.00019199i,-0.00051931-0.00047169i,-0.00039708-0.00041299i,0.00040823-0.0005787i,0.0010782-0.00082218i,0.00076771-0.00060346i
0.0010262+0.00083469i,0.00039687-0.00011415i,0.00032815-0.00096395i,0.00021269-0.00066298i,0.00036957+0.00059403i,0.00083454+0.0010834i,0.0011521+0.0010209i,0.00088267+0.0011557i,5.0699e-05+0.00094419i,-0.00018918+0.00088686i,-5.4491e-05+0.001033i,-3.8487e-05+0.00023933i,-0.00061338-0.00095396i,-0.0010001-0.00066151i,-0.00079917+0.0006474i,-0.0010253+0.00064364i,-0.000518+0.00012927i,0.00038006+8.1452e-05i,0.00048529+0.00080831i,0.00024514+0.0012198i,0.00027411+0.00096316i,-7.1915e-05+0.00081946i,-0.00034735+0.00049351i
0.001449-0.00032477i,0.0011646-0.0004609i,0.00086404-0.00014511i,0.00055106-0.00020046i,-3.869e-05-2.0568e-05i,-0.00021884+0.0011883i,0.00067226+0.0022649i,0.0015103+0.0012139i,0.00083532-4.0208e-05i,-0.00015682-0.00064008i,-0.00073442-0.00050709i,-0.00056529-4.1196e-06i,-0.00037505+5.828e-05i,-0.0003438+0.00037751i,-0.00028169+0.00072568i,-0.0004929+0.00020204i,6.6492e-06-0.00020285i,0.00037427-3.5776e-05i,0.00029661+0.00066206i,0.00024377+0.00056176i,-0.00025474+0.00067938i,-0.00057326+0.001204i,-0.00048381+0.00083006i
0.0011777+0.00074287i,0.0009409+0.00083172i,0.00063465+9.8983e-05i,-0.00024865-0.0001808i,-0.0006236+0.00010436i,0.00041009+0.00098427i,0.0017629+0.0013881i,0.0015519+0.00079182i,-5.8261e-05-8.0343e-06i,-0.001141-0.00046733i,-0.0010132+6.2076e-05i,-0.00097622+0.0010069i,-0.00051204+0.0010665i,0.00012739+0.0014001i,0.00015808+0.0016399i,-0.00010864+0.00085685i,-0.00048623+0.00045907i,-0.00065378+0.00077316i,-9.0027e-05+0.0010476i,0.00021938+0.00077619i,-0.00061988+0.00012067i,-0.0011748-0.00031805i,-0.00044711-0.00054426i
-0.00054545-0.0010656i,-0.00014869-0.0008484i,6.1386e-05-0.00070274i,-0.00059576+0.000307i,-0.0021373+0.0018592i,-0.0018555+0.0028763i,0.00049255+0.0022444i,0.0014531+0.00066128i,0.0011717-0.00011113i,0.00097873-0.00041618i,0.00034048-0.00033684i,-0.00053347+1.3597e-05i,-0.00092028+0.00060472i,-0.00017377+0.0011549i,0.00027938+0.0011806i,-0.00064931+0.00056294i,-0.0013802+0.00094085i,-0.00081478+0.00084142i,-0.00026974+0.00057422i,0.00010767+0.00022435i,0.00067665-0.00111i,0.00033621-0.00096788i,0.00049319-0.00025878i
-0.00019437+0.00164i,0.00016104+0.00048589i,0.00034033+0.00022758i,0.00043283-0.00026571i,0.00029625-0.0010276i,0.00016493-0.00073423i,0.000815-0.0002516i,0.00090453+0.00033663i,0.00027172+0.00059468i,0.00046421+0.00071597i,0.00075646+0.00048853i,0.00028118+2.5818e-05i,-0.00043633+0.00042101i,-0.0012278+0.00064428i,-0.00093282+0.00078635i,-0.00043638+0.0011537i,-0.0011792+0.00041055i,-0.0011943-0.00050693i,0.00047203-0.00045717i,0.00073167-0.00015527i,-0.00026943-0.00082322i,-0.00069974-0.0003658i,-0.00061992+0.00028276i
-0.00083322+0.00070845i,-0.0009703+0.00078115i,-0.0011974+0.0010328i,-0.001327+0.0015213i,-0.00049734+0.0015695i,0.0013028+0.001745i,0.0013383+0.0018485i,0.00082656+0.0011892i,0.0012746+0.00099604i,0.00074207+0.001121i,-0.00076322+0.001178i,-0.00065164+0.00072536i,0.00024496-0.00029085i,2.1589e-05-0.00087223i,-9.1508e-05-0.0011984i,8.9349e-05-0.00080359i,-0.00043125-5.051e-05i,-0.00058438-0.00038663i,7.0629e-05-0.00079754i,0.00028595-9.8719e-05i,0.00028672+0.00098919i,0.0002217+0.0011857i,6.1102e-05+0.0011099i
-0.0012995+0.0016215i,-0.0016804+0.0028477i,-0.0015679+0.0023391i,-0.00033785+0.0020845i,0.00091546+0.0020169i,0.0018283+0.0023347i,0.0021784+0.0013724i,0.0014745-0.00061589i,0.00067107-0.0010176i,-0.00013955-0.00042631i,-0.00049129-0.0010226i,-0.00076989-0.0016343i,-0.00026346-0.0012515i,0.00038371-0.00025862i,0.00022241+0.00075562i,-0.0002994+0.00092499i,-0.00074199+0.00061361i,-0.00068363+0.00050528i,-0.00039528+0.00017294i,-0.00025275+0.00058867i,-0.00069574+0.00027233i,-0.00081837-0.00073904i,-0.0010089-0.00065031i
0.00077568-0.00037438i,0.00085715-0.00078975i,0.00058079-0.00088501i,-9.672e-06-0.00034273i,-0.00076237+0.0012737i,-0.00079044+0.0031773i,0.00068821+0.0031475i,0.0015165+0.0013381i,0.00045339+7.9004e-05i,-0.00012402-0.00047685i,-0.00086046-0.00094112i,-0.0010121-0.0013192i,-6.5607e-05-0.00042993i,-0.00029503+0.0011691i,-0.00024551+0.0018719i,0.00029908+0.0014156i,0.00046296+0.0012284i,0.00027966+0.001352i,0.00016159+0.001238i,4.5759e-05+0.00054656i,-0.00064723+0.00021991i,-0.00046864+0.00018353i,0.00017074+3.3738e-05i
0.00063178-0.0021832i,0.0003476-0.002165i,-0.0010576-0.0024523i,-0.0015501-0.0015041i,-0.00089524+0.00013834i,-0.00036861+0.00057288i,0.00026508+0.0010196i,0.00067662+0.0012011i,0.0007996+0.00020265i,0.0013822+4.074e-05i,0.00088306+0.00039905i,-0.00021468-8.6901e-05i,-0.00032163+2.4134e-05i,8.7608e-05+0.0011053i,-0.00026393+0.0013836i,-0.00076446+0.00032541i,-6.2021e-05+0.00020335i,0.00077844+0.00036477i,0.00025087+0.00046067i,-0.00010698+0.00076073i,-0.00010494+0.00056516i,-0.00012+0.00051094i,0.00028692+0.00095197i
