-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
-2.1703e-05+6.9396e-05i,-6.1794e-06-0.00047767i,0.00094319-0.0011395i,0.00021634-0.00080215i,-0.0008077+0.00063219i,-0.00071253+0.0016276i,0.00025877+0.0016345i,0.00069372+0.0013069i,0.00043267+0.00088963i,-0.00013548+0.00054151i,-0.0006526+0.00015906i,-0.0006968-0.00014725i,-0.00069011-7.766e-05i,-0.0011318+0.00027716i,-0.0012998+0.0010181i,-0.001+0.00075106i,-0.00072872-0.00038919i,-0.00044473-0.00025659i,0.0004896+0.00020928i,0.00062808+0.00025617i,-7.1281e-05+0.00043625i,-6.1509e-05+0.00034874i,0.00033718-6.6802e-05i
-0.00093213+0.0010691i,-0.00012953+0.00097519i,0.00050065+0.00016582i,-0.00033762-4.3347e-05i,-5.6074e-05+0.00021458i,0.0003138+0.00091269i,-0.00031077+0.0012297i,-0.00032206+0.0011669i,0.00036647+0.0010043i,0.0011004+0.00042456i,0.00058783-0.0004882i,-0.0003239-0.00036324i,-0.00050734+9.1585e-06i,-0.00087988-0.00038591i,-0.0010701-0.00095305i,-0.00045474-0.0006747i,0.00026628-0.00040383i,0.00031844-0.00081748i,9.3446e-05-0.00073472i,-0.00010875-0.00015472i,0.00024404-0.00038108i,0.00026266-0.0011097i,0.00021122-0.00077113i
0.0011731+0.0011621i,0.0017322+0.001401i,0.001127+0.0010714i,0.00035049+0.00075051i,-0.0003103+0.00047553i,-0.00084636+0.0011942i,-7.9935e-05+0.0018728i,0.0010095+0.00099253i,0.00051761-0.00011432i,0.00048166-0.00056254i,-0.0002844-2.5796e-05i,-0.0013713+0.00016701i,-0.00066746-0.00021483i,-6.5125e-06-0.00031015i,-0.00018224-0.00032961i,-0.00038124-0.00062992i,-0.00026155-0.00037936i,-0.00014221+0.0004121i,-7.5031e-05+0.00024364i,0.00011163-0.00043833i,0.00031348-0.00073779i,0.0004963-2.7346e-05i,-0.00012943+0.00028771i
0.00081261+0.00046922i,0.00048881-0.00010657i,0.0010809-0.00063001i,0.00021072+0.00022706i,-0.0013996+0.00090793i,-0.0015266+0.00096682i,-0.00054973+0.000862i,0.00043028+0.00019116i,-0.00013575-0.00044502i,-0.0011727-0.00094487i,-0.00096857-0.00095415i,-0.00097104-0.00080767i,-0.00061369-0.00037542i,0.0001485+0.00088209i,1.0828e-05+0.0012455i,-0.00021155+0.00055577i,-0.00026046+0.00043659i,0.00014308+0.00060638i,-0.00014558-4.5915e-05i,-0.0011258-0.00024985i,-0.0012913+0.00036804i,-0.00053583-5.8203e-05i,4.7127e-05-1.16e-05i
-2.3963e-05-0.000253i,0.0002179-0.00028243i,-0.00053736-1.9732e-05i,-0.0013451-0.00039133i,-0.0011487-0.00010684i,-0.0014685+0.0011889i,-0.0012018+0.0017694i,-0.00028612+0.0014242i,5.8259e-05+4.4835e-05i,0.00038496-0.00083962i,0.00074616-6.4929e-05i,0.00045581+0.00021603i,-9.52e-06-0.00013409i,-0.00081147-0.00024196i,-0.0014282-0.00071741i,-0.0003242-2.8141e-05i,0.00019555+0.00056098i,-0.00039293+4.347e-07i,-0.00063566-0.00045485i,-0.0002275-0.00013761i,0.00038989+0.0007155i,0.00048459+0.0011894i,-0.0003625+0.001113i
-0.0015471+0.00048542i,-0.0020975+0.00096955i,-0.0027694+0.001277i,-0.0016991+0.0018133i,-0.00044609+0.0021992i,-1.1549e-05+0.002146i,4.1821e-05+0.0018965i,-9.0883e-05+0.0015966i,-0.00030984+0.00098152i,-0.00033346+0.00037236i,-0.00021878-0.00034874i,0.00010542-0.00064283i,0.00033066-0.00080422i,0.00024975-0.00086259i,-0.00062212-0.00055379i,-0.00070135-0.0004502i,-0.00027831-0.00084123i,-0.00011353-0.00093882i,-7.2158e-06+0.00023551i,-5.1887e-05+0.00086428i,-0.00019021+0.0002714i,4.3323e-05-0.00039153i,0.00053406-4.6076e-05i
0.00021965-0.0004031i,0.00044347+8.2338e-05i,-4.813e-05+0.00045867i,-0.00036843+0.00010682i,-0.00073367+9.4984e-05i,-0.00067427+0.00033983i,0.00011621+0.0009884i,0.00023057+0.0011381i,0.00010985+2.4555e-05i,0.00011023-0.00051791i,0.00011025-0.00011017i,-0.0005469-0.00012842i,-0.00088897-0.00039783i,0.00012277-1.3196e-05i,0.00038413-9.0675e-05i,0.00018509+9.5804e-05i,-0.00038348+0.0003542i,-0.00013996-0.00017731i,0.00072719-0.00036083i,0.00042287-0.00033644i,0.0001043-0.00047406i,-0.00013571-0.00032037i,-0.0008302+0.00018027i
0.00035198+0.00043038i,0.00043429+0.0009079i,0.00046966+0.00071401i,0.00067751+0.00046472i,0.00020044+0.00092903i,-0.00042254+0.0011596i,-0.00013729+0.00084677i,0.00033822+0.00038224i,0.00011866-0.00020005i,-0.00018384-0.00030213i,-0.00063275+0.00023561i,-0.00012773+0.00016043i,-0.00011917-0.00016864i,5.793e-05-0.0001918i,0.00070788+0.00015352i,0.0004479+0.00029093i,-7.2394e-06+4.4776e-05i,-0.00026325-0.00028149i,-0.000258-0.00029704i,-1.36e-05+0.00075422i,0.00013739+0.0011061i,6.47e-05+0.00060197i,-0.00029994+0.00039295i
0.0016122-0.00035191i,0.00083291-0.0013002i,-0.00032115-0.0018787i,-0.0010918-0.00098482i,-0.0017614+0.00054809i,-0.0013252+0.0016944i,-0.0005092+0.0022505i,-0.00054322+0.001779i,-0.00055096+0.00090274i,-0.00056249+0.00037674i,4.3386e-05-0.00043506i,0.00021907-0.00090673i,-0.00067903-0.00068562i,-0.00075864-0.00022728i,-0.00059229+0.00044798i,5.2095e-05+5.6806e-07i,0.00055156-0.00027653i,0.00036121-0.00027131i,6.6699e-05-1.7662e-05i,-0.00062581-0.0004239i,-0.00085446-0.00092086i,0.00013579-0.00040498i,0.00030682+6.5118e-05i
0.00068506-0.00089594i,0.00081624-0.0015263i,0.00016237-0.0017571i,-0.00054257-0.00057574i,-0.00066979+0.00095004i,-0.0003466+0.00129i,-0.00018364+0.0019314i,0.00021992+0.0014462i,6.235e-05-0.00023191i,-0.00019031-0.00078514i,-0.00028592-0.00039968i,-0.0010424-3.0939e-05i,-0.0011962+0.00079185i,-0.0012824+0.00049573i,-0.0015925-0.00073939i,-0.0018952-0.0007238i,-0.0008189-0.00035136i,0.00018536+0.00012506i,7.8418e-05-0.00013277i,-3.9082e-05-0.00019841i,-0.00022965+0.00053693i,-9.4639e-06+0.00056654i,0.0005546+0.0002743i
0.0010143+0.0018971i,0.00016611+0.0013981i,-0.00071361+0.0019274i,-0.0010599+0.0013093i,-0.0012551+0.00077033i,-0.0010524+0.0012823i,-0.00031448+0.0014614i,8.4867e-05+0.00098932i,5.7686e-05+3.6164e-05i,-3.187e-05-0.00067546i,0.00013724-0.00040919i,1.867e-05+0.000383i,-0.00060342+0.0010874i,-0.001581+0.0010935i,-0.0021081+0.00051851i,-0.0017467+0.00043737i,-0.00099402+0.00043508i,-0.00070339+0.00079119i,-0.00067797+0.0015473i,-0.00018329+0.0010506i,0.00051127+0.00045401i,0.00056362+0.00040534i,0.00071782+0.00011903i
-0.00098768+0.0011134i,-0.0009887+0.00080994i,-1.7261e-05-0.00029733i,0.00070407-0.00084451i,-7.7712e-05-0.00094224i,-0.00061031-0.00012344i,-0.0002921+0.001851i,0.00017835+0.002371i,0.00029067+0.001477i,1.6122e-05+0.00096338i,0.00024334+1.4335e-05i,-0.00021743-0.0002646i,-0.00034765-0.0004091i,-0.00016163-0.0003889i,-0.00055854-0.00042348i,-0.00088582-0.00035232i,-0.00064599-1.394e-05i,0.00019789+9.6326e-05i,0.00075912+0.00066146i,0.00041451+0.00042245i,-0.00023313-0.00037991i,-0.000813-0.00036812i,-0.0012693+2.6619e-06i
-7.1098e-05-0.00046436i,0.00037062+0.00017353i,-0.00048646+0.0013262i,-0.00079494+0.0013061i,-7.7803e-05+0.00099514i,-0.00046198+0.0012521i,-0.00075095+0.002298i,5.6787e-05+0.0022213i,0.00021132+0.00056715i,0.00019562-0.00067051i,0.0003714-0.00063251i,7.5451e-05-0.00063291i,-0.00029451-0.00094409i,-0.00026118-0.00070921i,8.7866e-05-0.00055464i,3.2528e-05-0.00064175i,-0.00050094+0.00025731i,-0.00031207+0.0011439i,0.00035976+0.0010017i,2.1251e-05+0.00019302i,-0.00068083-0.00059165i,-0.00052879-0.00076218i,5.8969e-05-0.00012568i
-0.00046793+0.0021758i,0.00052228+0.0019513i,0.0017024+0.00092413i,0.0010802+0.00023894i,-9.3522e-05+8.4641e-06i,-0.00035898+0.00061276i,-0.00013624+0.0012388i,-0.00032992+0.00078102i,-0.0010557-0.00014445i,-0.0011325-0.00071946i,-0.00087986-0.00013251i,-0.00037369+0.00053831i,0.00044915-4.4709e-05i,0.00040238-0.00061644i,-0.00084445-0.00042841i,-0.0016236-3.8036e-05i,-0.0011162-0.00042809i,-0.00051042-0.00088509i,-0.00040556-0.00056124i,0.00010519-0.0004457i,0.00074982-0.00032304i,0.00033582-0.00017676i,-0.00034657-4.7484e-05i
0.00011734+0.00079769i,-0.0001685+0.00043635i,0.000307+0.00073039i,0.00021258+0.00082375i,-0.00050289+0.00092866i,-0.00054589+0.0014026i,0.00026444+0.0013574i,0.00052566+0.0007135i,-0.00043102-0.00015516i,-0.001115-0.00089158i,-0.00095906-0.00066603i,7.4575e-07-0.00016908i,-0.00025563-0.00029356i,-0.00090668-0.00049616i,-0.00044653-0.00030959i,-9.5629e-05+0.00074292i,0.0002128+0.00097602i,0.00099113+0.00025082i,0.00094084+7.745e-06i,0.00066567-3.3889e-06i,0.00077567+0.0004306i,-0.00041169+0.00068141i,-0.0012898+0.00056645i
0.00070334+0.0023594i,0.0015962+0.0022955i,0.0016362+0.0014111i,0.0010871-0.0003538i,-0.00036827-2.0857e-05i,-0.0010363+0.0019256i,-0.00056769+0.002315i,-0.00011403+0.0013805i,-9.6104e-06+9.3517e-05i,0.00021289-0.00069577i,0.00031027-0.00058542i,-0.00049049-0.00090895i,-0.00097329-0.00092325i,-0.0008688-0.00059291i,-0.00098422-0.00058449i,-0.00068004-0.00065388i,-0.00021507-5.1725e-06i,-0.00028767+0.0006099i,-0.00079814+0.00079375i,-0.00054553+0.00018742i,0.00027504-0.00013645i,0.00029556-0.00022713i,-0.00045048-0.00052903i
-0.00041957+0.00024989i,-0.0009196-0.0010438i,-0.00080097-0.0023588i,-0.00041498-0.0010463i,-0.00037977+0.001471i,-0.00045625+0.00251i,-0.00024478+0.0024112i,-0.00034012+0.001427i,-0.00062506+0.0002579i,-0.00028291-0.00077903i,0.00036879-0.00074755i,0.00080995-1.521e-05i,0.0004959+0.00012076i,0.00045974+0.0002632i,0.00044916+0.00035705i,-1.9871e-05-3.5107e-05i,-0.0002825-0.00022857i,-0.00026036+0.00027501i,7.722e-05+0.00081967i,0.00024459+0.00054758i,0.00025118-0.00052418i,-0.00045997-0.00044623i,-0.000981+0.00071744i
0.00095862+0.00010317i,-0.00011812+0.00061207i,-0.0011931-0.0001119i,-0.0013467-0.00036547i,-0.0012912+9.1934e-05i,-0.0011155+0.0012123i,-0.00015896+0.0015083i,0.00038229+0.0014505i,0.00079349+0.00068081i,0.00041659+3.645e-06i,-0.00013624+0.00049427i,-0.0002579+0.00046002i,-0.00042945+0.00020358i,-0.00046605+0.00021895i,-0.0009221+0.00090558i,-0.00085188+0.0013963i,0.00022083+0.0011597i,0.00074012+0.0010091i,0.00064452+0.0002266i,0.00050305+0.00030181i,0.00011316+0.00051155i,-0.00045887+0.00039532i,-0.00071207+0.00090643i
-0.00054751+0.0012278i,-0.00054788+0.0012764i,-0.00060268+0.0015224i,-0.00060803+0.0017569i,-0.0005753+0.0016499i,-4.7946e-05+0.001933i,0.00035968+0.0018721i,0.0003081+0.0011027i,-5.1383e-05+0.00061747i,-0.00040946+0.00027541i,-0.00030749+4.868e-05i,8.1328e-06+0.0001727i,-0.0001677-0.00016385i,-0.00017257-0.00019406i,-0.00055395-1.6631e-05i,-0.00079899-0.0001913i,-0.00043367-0.00025938i,-0.00020496-0.00057752i,-0.00065516-0.00059775i,-0.0011942-0.00085569i,-0.00051595-0.0013595i,0.00012639-0.0009124i,0.00027608-0.00054189i
-0.00057949-0.00017153i,-0.00030675+0.0008423i,-0.00017861+0.00064549i,-0.00057441+0.00072482i,-0.0013476+0.00048943i,-0.00067308+0.00054519i,0.00034376+0.00069021i,0.00022514+0.00082307i,-0.00087335+0.00056767i,-0.00070788-0.00072887i,-0.0003397-0.00090152i,-0.00042559-0.001258i,0.0001344-0.0016901i,0.00026874-0.0014471i,8.4033e-05-0.00061035i,-0.00032963-0.00015563i,0.00020688-0.00061041i,0.001067-0.00023543i,0.00063566+0.00035625i,7.9973e-05+0.00053263i,-0.00011778+4.8232e-05i,-0.00035238-0.00058958i,-9.978e-05+6.6908e-05i
-0.0013166+0.0014405i,8.6591e-05+0.0019356i,0.001142+0.0013533i,0.00091047+5.5436e-05i,0.00051576-6.4496e-05i,0.00057427+0.00070842i,0.00035079+0.0014417i,0.00033236+0.001469i,0.00069718+0.00011671i,0.00075029-0.00034004i,0.00050118-0.00039002i,-0.00052804-0.00086045i,-0.00043553-0.0016369i,0.00067149-0.0013652i,0.00055276-0.0011006i,-4.497e-05-0.00059945i,-0.00030895+0.00090042i,-0.00046182+0.0010881i,-0.00054751+0.00064534i,-0.00025119-2.5468e-05i,-0.00043783-0.00046917i,-0.00045436+0.00019824i,-0.00028616+0.00018807i
-0.0010191+7.2523e-05i,-0.00072861+0.00051744i,-0.00053871+0.00064376i,-0.00026426+0.0002953i,-4.664e-05+0.00095362i,1.8229e-07+0.0013737i,0.00032857+0.00093284i,-0.00049158+0.0009858i,-0.00089925+0.00067887i,-0.00067974-0.00064759i,9.2778e-05-0.00032427i,-4.3281e-05+0.00083835i,-0.00067586+0.00031639i,-0.00025497-4.14e-05i,0.00051297+0.00022296i,0.00037488+0.0001872i,9.9959e-05-0.00032229i,2.8227e-06-0.00095355i,-0.00042571-0.00072543i,-0.00067138-0.00030778i,-0.00015526+0.00022641i,9.7605e-06+0.00031596i,-0.00010888-0.00033639i
-0.00070526-0.00098169i,-0.0015298-0.00035141i,-0.0012431+0.00062404i,-0.00080469+0.00077375i,-0.00062871+0.0011589i,-0.00029038+0.0021222i,-0.00011154+0.0020947i,-0.00032261+0.0012125i,-0.00072825+0.00022294i,-0.00058951+0.00031315i,-0.0008208+0.00062005i,-0.00042615+0.00018223i,0.00025053+0.00021422i,0.0002534+0.00037403i,0.00056548+7.4438e-05i,0.00074385+0.00030807i,0.00037487+0.00010797i,0.00010282+3.4921e-05i,-0.00013238+5.5786e-05i,-0.00015279-0.00025982i,0.0001048+9.256e-05i,0.00036534+8.8643e-05i,0.00018832+7.6905e-05i
-0.00043456+0.00061298i,-0.00037782+0.00058268i,-0.00051922+4.2928e-05i,-0.00075792+0.0001274i,-0.0010639-0.00013317i,-0.00076006+0.00047094i,0.00026129+0.0021075i,0.0010731+0.0019373i,0.0010594+0.00065178i,0.00071359+0.00030707i,5.6348e-05+0.00029459i,-0.00022842-0.00040329i,0.00034923-0.00026133i,0.00064062-0.00012215i,0.00070712-0.00068604i,0.00038814-0.0006022i,0.00033935+0.00049256i,0.00023494+0.0005865i,-0.00025626+0.00016245i,0.00024585+0.00011782i,-1.3613e-05-9.9935e-06i,-0.00047707-0.00030249i,-0.00015368-0.00057377i
0.00029349+0.0013517i,0.0010798+0.0017753i,0.0011333+0.00173i,0.00016586+0.00040585i,-0.0004073+1.2364e-05i,-0.0003351+0.0013498i,-0.00027792+0.0025942i,-0.00031428+0.0021381i,9.7051e-05+0.00085124i,9.4416e-05-0.00015131i,0.00023491-0.00038802i,-3.9973e-05-3.5421e-05i,-0.0010627-0.00010537i,-0.001071-0.00030206i,-0.00030341-0.00048314i,0.00024613-0.00022373i,0.00028339+0.00049822i,-0.00018918+0.00090803i,-0.00070627+0.00062365i,-0.000861-0.00026335i,3.5377e-05-4.5953e-05i,0.0007563+0.00036503i,0.0006473+0.00084242i
-0.0010966+0.0010907i,9.427e-07+0.00049545i,0.0008047-0.00032365i,0.00050967-0.0007005i,-0.00039012+0.00011319i,-0.00069407+0.0013524i,-0.00028291+0.0020123i,0.00054568+0.0018858i,0.00028428+0.00078694i,-0.0011532-0.00027085i,-0.0011566-0.00035698i,0.00027936-3.7402e-05i,0.00081406-0.00015175i,4.0004e-05-0.00041489i,-0.00053322-0.00013828i,-0.00042301+0.00022438i,-0.00080136-0.00055348i,-0.00079206-0.0012222i,-0.00057186-0.0003821i,-3.3573e-05-6.2668e-05i,0.0008195-0.00014783i,0.00059173+0.00017067i,6.4973e-05+0.00010416i
0.0012914-0.00082246i,0.0013387-0.00041926i,-5.0348e-05-0.00028099i,-0.00011327+0.0003075i,-3.4492e-05+0.00083325i,-0.00014645+0.0010072i,-7.0932e-06+0.0013713i,-3.1473e-05+0.00082958i,0.00016327+0.00047411i,0.00048056+0.00024178i,0.00085282-0.00011665i,0.00021422-2.4702e-05i,-0.00093657-0.0001501i,-0.00024679-0.00030389i,0.0007204+9.4349e-05i,0.00014705+0.00076559i,-0.00045989+0.00087857i,-0.00025929+0.00043856i,-2.2696e-06-0.00051004i,0.00022496-0.00074145i,-7.0103e-05-0.00030244i,1.0205e-05+5.079e-05i,0.00011825+1.1533e-06i
0.00019777+0.0014926i,-0.00010681+0.00030677i,-0.00070674-0.0010596i,-0.0011148-0.0014685i,-0.0008031-0.00069178i,0.0002541+0.00045983i,0.0005293+0.0011994i,0.00013282+0.001446i,0.00043264+0.0010487i,0.00069835+0.00066993i,0.00056355+0.00012792i,-0.00024551-0.00045552i,-0.00088881+0.00026293i,-0.00091435+0.00038765i,4.3337e-05+8.2476e-05i,4.7469e-05+0.0010877i,-0.00061493+0.0016757i,-0.00080369+0.0013613i,-0.00090621+0.00085861i,-0.00036722+0.00023731i,-4.6877e-05+0.00010372i,-0.00086631+0.00031505i,-0.0013176+0.00024211i
0.0019301+0.00070193i,0.0013479-4.5717e-05i,-0.00024528-0.001306i,-0.00088737-0.0012624i,-0.0017416-2.95e-05i,-0.0013197+0.0015001i,-0.00048808+0.0026188i,-0.0003182+0.0015851i,-0.00055881-0.00057862i,-0.00091764-0.00097702i,-0.0013907-0.00039114i,-0.0013596+0.00017241i,-0.0010824+0.00074836i,-0.0004055+0.00030046i,-0.00028833-0.00025677i,-0.00064946-0.00014829i,-0.00070829-0.00026964i,-0.00011293-0.00079052i,-9.7138e-05-0.00043726i,-0.0010598-0.00010455i,-0.0010815-0.00052511i,-0.00070676-0.00079067i,-0.00037532-0.0003871i
-0.0015793-0.00058619i,-0.001985+0.00080941i,-0.0015646+0.00084883i,-0.00097634+0.00054287i,-0.0012002+0.0011091i,-0.0012535+0.0020683i,-0.00066592+0.002205i,-0.00022556+0.0010353i,0.00013144+0.00016678i,-1.5146e-05-0.00040195i,-0.00032259-0.00069158i,6.472e-05-0.00034039i,0.00019592-5.7336e-05i,0.00013601+2.6548e-05i,8.9962e-05+2.727e-05i,-0.0005274+0.00010542i,-0.00020475+0.00031414i,0.00025037+5.6691e-05i,-0.00020253-0.00040169i,-0.00035663+0.00029194i,-0.00047713+0.00034135i,-0.00042482-0.00069147i,-0.00033989-0.00061889i
0.00083298+0.0019774i,0.0014871+0.0018661i,0.0011379-0.0001733i,0.00067513-0.00097694i,0.00026569-0.0011907i,-0.00066394-0.00010072i,-0.00034955+0.00079886i,0.00089955+0.00035294i,0.00093928-0.00043808i,0.00048153-0.00050971i,-0.00016155-0.00045818i,-1.382e-05-0.00044905i,-7.1668e-05-0.0010019i,4.025e-05-0.00092789i,-0.00029363+7.9765e-05i,-0.0011181+0.00063437i,-0.00059583+0.00062409i,0.00030846+0.00055931i,0.00038892+0.00046252i,-3.4987e-05-0.00021367i,-0.00011864-0.00035423i,-0.00012369-8.9022e-05i,-0.00036312-9.9149e-05i
-0.0019294+0.00036576i,-0.0015859+0.00042033i,-0.0014987+0.0010804i,-0.00087514+0.0013837i,-0.00093728+0.0013902i,-0.0015322+0.00097832i,-0.0010061+0.00062805i,-5.238e-05+0.0013656i,-4.1431e-06+0.0011921i,-0.00075468+0.0010957i,-0.00029307+0.00072156i,0.0007175-0.00033585i,0.00051596-0.00040762i,-4.5368e-05+0.00030626i,-0.00059172-0.00013168i,-0.0002418-0.0010605i,0.00011905-0.00090994i,-0.00028806-0.00073298i,-0.00021761-0.00070866i,0.00047104+1.5992e-06i,0.00037075+0.00013861i,-0.0005452-0.00032626i,-0.00028238+3.9798e-05i
-0.0015549-0.00051824i,-0.0013501-0.00037382i,-0.00037507-7.77e-05i,-0.00094059+0.00044069i,-0.0018076+0.0012263i,-0.0014732+0.0018918i,-0.0001065+0.0015297i,0.00035144+0.00081811i,-0.00018943+0.00042694i,0.000309+0.00060513i,0.00091782+0.0008059i,0.00058896+0.00038539i,0.00040567+0.00014107i,0.00021663-0.00051255i,0.0003366-0.00076142i,0.00013187-0.0008136i,-2.0795e-05-0.0008297i,-8.0126e-05-1.1735e-05i,-0.00043753+0.00062262i,-0.00056661+0.00063324i,-0.00017836+0.00021208i,0.0003055+0.00067563i,3.904e-05+0.0011916i
-0.00022042+0.0001647i,5.589e-05-0.00013585i,5.4949e-06+0.00017343i,-0.00010184+0.0011868i,-3.2251e-05+0.0011608i,-0.00020512+0.00045978i,-3.0214e-05+0.00084407i,0.00083453+0.0011543i,0.0014251+0.00076863i,0.00079516+0.00041069i,-0.00038496-0.00041762i,-0.00035847-0.00064198i,0.0002177-6.6598e-06i,-0.0002353+0.00011345i,-0.00063445-0.00037036i,-0.00026189-0.00047249i,-0.0006213+0.00023536i,-0.0012859+0.00048661i,-0.00062571+8.739e-05i,-8.8544e-05+0.00016337i,-0.00042262-0.00020823i,-0.00018139-0.00058864i,-0.00013432-0.00043849i
-0.0011177-0.00028302i,-0.0019904+0.00051406i,-0.002423+0.00076671i,-0.0012028+0.00073773i,-0.00076881+0.001351i,-0.00092738+0.0015686i,-0.00061127+0.0018996i,0.00011716+0.0014013i,0.00010647+0.00054692i,-4.8196e-05+0.00030401i,4.4179e-06-0.00013689i,-0.00014383-0.0006249i,0.00011925-0.00040013i,0.00063633-0.00013963i,0.0007382-0.0005812i,0.0007128-0.00028477i,0.00059861+0.00035853i,0.00044972+0.00040591i,0.00032688-3.7729e-05i,0.00035989-0.0008941i,0.00065879-0.00040043i,0.00038521+0.00039679i,-0.00015552-9.6394e-05i
-0.00024556+0.00051278i,-0.00023655-0.0001106i,-0.00074137+0.00010199i,-8.1231e-05+0.00085072i,0.00059166+0.00099868i,0.00028067+0.001337i,2.0056e-05+0.0023582i,0.00019104+0.0021072i,0.00083766+0.00099623i,0.00075946-0.00017663i,0.00068656-0.00038515i,0.0010055-1.2098e-05i,0.00060496-0.00022899i,2.6721e-05-5.3214e-05i,-0.0003966-0.00030493i,-0.00059004-0.00073667i,-0.00083206-0.00053064i,-0.00076156-0.00025794i,-0.00061557-0.00046073i,-0.00086165-0.0010469i,-0.00026828-0.00070295i,0.00036553-0.00025287i,0.00010848-0.00014979i
-0.00042283-0.0025098i,-0.00013571-0.0025563i,-0.00019536-0.0018295i,-0.0010274-0.00078694i,-0.0016016+0.00057393i,-0.0010438+0.001514i,0.00023362+0.00068082i,0.0004063-9.7677e-06i,-0.00017278-0.0001631i,-0.00051199-0.00051962i,-0.00058829-0.00088726i,-0.00060025-0.00080277i,0.00014985-9.7754e-05i,0.00017211+0.00079759i,-0.00049825+0.00088446i,-0.00085733+0.00033582i,-0.0014729-0.00039937i,-0.0012733-0.00015841i,-0.00065916+0.00097612i,-0.00034938+0.00082191i,8.2732e-05+0.00029233i,8.7855e-05+0.00046965i,-0.00040489+0.00072719i
-0.0011055+0.0017039i,-0.0018037+0.00040971i,-0.0019896-0.00039552i,-0.0021127-0.00060282i,-0.001165+0.00061628i,0.0005815+0.0021324i,0.00077638+0.0022954i,0.001222+0.0018331i,0.0010836+0.0017364i,0.00030473+0.0012191i,0.00037923-0.0001689i,0.00022104-0.0014158i,-0.00031207-0.001505i,-0.00057967-0.00076792i,-0.00058916-0.00058802i,3.325e-05-0.00022767i,-2.3345e-05+0.0001107i,-0.00025762+0.00058026i,-0.00031772+0.00087483i,-0.00087557+0.00036636i,-0.0014327-0.0001068i,-0.00068471-0.00029691i,-0.00021306-0.0004034i
-0.00073548+0.0017043i,-4.847e-05+0.0016602i,-0.00058115+0.0017451i,-0.00016485+0.0021294i,0.00015583+0.0013435i,-0.00041442+0.00092682i,-0.00049907+0.001263i,0.00047127+0.0011376i,0.0012088+0.00048563i,0.0012907+1.4519e-05i,0.00028809-0.00045331i,-0.00019904-0.0004704i,0.00056793-0.00016407i,-0.00030503+0.00023266i,-0.00084308-0.00010114i,-0.00061993-0.00030809i,2.8271e-06-5.8654e-05i,0.0014032+0.00053627i,0.00048555+0.00095911i,-0.00058822+0.00048575i,0.00051439-0.00039174i,0.001146-1.9705e-05i,0.00065901+0.00038813i
0.0014477+8.2056e-05i,0.0017522-0.00036579i,0.002641-0.00074006i,0.0018195-0.0011238i,-5.5789e-05-0.0013439i,-0.0011935-7.7063e-05i,-0.00079693+0.0013601i,0.00027005+0.00073521i,0.00054333-0.00027807i,1.1578e-05-0.00065851i,-0.00078164-0.0010688i,-0.0005913-0.00082896i,-0.00068038-0.00029288i,-0.0012762+0.00017405i,-0.0010671+0.0010264i,-0.00048598+0.0016271i,-9.1891e-05+0.0010008i,-0.00033982+0.00016563i,-0.00090359+0.00052009i,-0.00080425+0.00042358i,0.00018354-0.00029865i,0.0006346-9.6715e-05i,0.00059407+0.00013734i
0.00047415-0.0008573i,0.00036323-0.0014075i,-0.00079153-0.0016256i,-0.0014506-0.00084417i,-0.00058341+0.00053753i,-0.00037653+0.0017827i,-0.00010814+0.0016549i,0.00050164+0.0012194i,-4.2963e-06+0.00049713i,-0.00028977+9.3173e-05i,-0.00027342+0.00024977i,-0.0004928+3.2e-05i,-0.00051592-0.00036621i,-0.00026823-1.7534e-05i,-0.00034237-0.00022066i,-0.00043763-0.00040386i,-0.00055069-0.0002888i,-0.0005025-0.00026721i,-0.00023698+0.00036029i,4.429e-06+0.00019973i,0.00011864-0.00018052i,0.00022126+0.00068719i,-0.00048657+0.0010865i
-0.00077032+4.5219e-06i,-0.0024722-0.00044318i,-0.0033523-8.819e-05i,-0.0030774-3.8693e-05i,-0.0027113+0.00087272i,-0.0010425+0.0022995i,0.00036874+0.0022398i,0.00068626+0.0011849i,0.00098845+0.00049313i,-0.00012941+0.0011041i,-0.001227+0.001108i,-0.00031204+0.00087914i,0.00031037+0.00090096i,4.7137e-05+0.00064243i,0.00037484+0.00072116i,0.00044537+0.00093718i,0.00010959+0.00082635i,8.6485e-05+0.00026691i,8.3728e-05+0.00034618i,7.1118e-05+0.00099124i,-0.00014559+0.0003851i,-0.00036202-0.00013248i,-0.00090957-9.9318e-05i
