-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
-4.5683e-05-0.00017965i,-8.3516e-05-0.00040828i,0.00070189+1.5083e-05i,0.00012272-0.00032849i,-0.00048852-0.00049803i,-5.4777e-05-0.00034512i,0.00082218-0.00048089i,0.0005536-0.00037809i,0.00044288+0.00029413i,0.00074643+4.3962e-05i,0.00082447-0.00076045i,0.00015687-0.00083765i,6.8949e-05-0.0013294i,0.0004598-0.0012046i,-0.00029571+0.00019337i,-0.00058599+0.00071506i,-0.00043195+0.00050767i,-0.00024152+0.00085012i,-0.00027403+0.00046436i,-0.00042651+0.00021177i,-3.436e-05+0.00032504i,0.00022672+0.00023052i,0.00051559+7.059e-06i
0.0023507+0.0011453i,0.0012562+0.00074932i,0.0012458-0.0002886i,0.0012141-9.4255e-05i,0.00053894+0.00077808i,-0.00023197+0.00035218i,-0.0010664+0.00017345i,-0.00082089+0.00085048i,-4.3423e-05+0.00093494i,-0.00028576-0.00054233i,-0.00027955-0.0014997i,0.0003065-0.0011911i,0.00047742-0.00064792i,0.00012791-9.7709e-05i,-0.00019651+0.00064519i,-9.2899e-05+0.00092402i,0.00012993+0.00040795i,0.0001635+5.511e-05i,6.8607e-05+0.00025475i,-0.00023676+0.00085609i,-0.00054281+0.00043277i,-9.3936e-05+0.00032842i,0.00037839+0.0006184i
-4.4121e-05-0.00011693i,0.00098283-0.00054825i,0.00067853-0.0006121i,5.8267e-05+0.00025172i,0.00049642+0.00080575i,0.00060748+0.00084318i,0.00066622+0.00035222i,0.00065789+0.00092073i,0.00031408+0.0020748i,0.00044177+0.0017616i,0.0010703+0.00033278i,0.00095979-0.00026839i,0.00012184-0.00012218i,-2.6861e-05-1.1981e-05i,1.6334e-05-0.00010214i,0.00011765-0.0002242i,0.00075015+1.0256e-05i,0.00080902+0.0003635i,0.00047851+0.00038599i,0.00084223+0.00011741i,0.00058808+2.7313e-05i,0.00038331+0.0003201i,-0.00033924+0.00025127i
0.00042883+0.00044707i,6.8166e-05+0.00044047i,0.00037285+0.00033863i,0.00076766+0.00070684i,0.0001531+0.0011454i,-0.00029448+0.00085295i,-0.00063596+0.00030425i,-0.00033632-0.00030702i,0.00097439-0.00044328i,0.00099078-0.00056615i,0.00029302-0.0010133i,0.00043504-0.00081341i,-0.00024988-0.00079069i,-0.00055466-0.00048778i,-0.00014098-0.00057978i,-0.0001459-6.7025e-05i,0.00012535+0.00081446i,0.00015361+0.00056864i,4.7631e-05+0.00023767i,-3.0034e-05+0.00034543i,-0.00018529+0.00073604i,9.8698e-05+0.00090261i,0.00014453+0.00064788i
-2.4029e-05-0.00027148i,0.00025585+0.00019546i,0.00080569-0.00021322i,-0.00029746+0.00024129i,-0.0015487+0.0016595i,-0.00088698+0.002441i,0.00036257+0.0011004i,0.00053058+0.00022453i,-7.8194e-05+0.00070489i,-0.00017609+0.00050776i,4.3771e-06-6.8205e-05i,0.00014039+2.9406e-05i,0.00013181-0.00080424i,0.00026463-0.001344i,0.00057093-0.00078681i,0.0011881+4.9522e-05i,0.0014981+0.00067773i,0.00074112+0.00069634i,-2.24e-05+0.00018896i,2.3849e-05-0.0001105i,-0.00012729+0.00015493i,-0.00056488+0.00047115i,-0.00049654+0.00076456i
3.9153e-05-0.0006263i,0.00015881-9.1032e-05i,7.836e-05-0.00037411i,0.00062447-0.00023038i,0.0006561+0.00036942i,0.00049279+0.001261i,0.00012033+0.0012333i,2.0054e-05+0.00075928i,0.00042071+0.00048657i,0.00081213+0.00016416i,0.00062746+0.00011642i,0.00018558-0.00010384i,-0.00035455-0.00061231i,-0.00097376-0.00084021i,-0.0012287-0.00034948i,-0.00049858+0.0003171i,0.00020393+0.00013174i,3.4605e-05-8.9824e-05i,-0.00040622-0.00013171i,-0.00036-0.00010811i,-2.6578e-05-0.00031819i,-4.1171e-05-0.00086697i,-0.00063261-0.0008667i
8.8643e-05-0.00094527i,0.00024329-0.000495i,-0.0010287-0.00032459i,-0.00091219+0.00030237i,0.0011844+0.00071082i,0.0012209+0.00044763i,8.7584e-05-0.00018867i,-0.00047559+8.9427e-05i,-0.0002063+0.0009608i,0.0004203+0.00095002i,0.00058627+6.41e-05i,0.00025801-7.0559e-05i,0.00016364-0.00028817i,0.00084835-0.00013129i,0.00031743+0.00043296i,-0.0013212-8.9343e-06i,-0.00047216-2.9705e-05i,0.00059219+0.00018073i,-2.8655e-05+0.00022434i,-0.00085822-4.3872e-05i,-0.001305+0.00027175i,-0.00085839+0.00055891i,-0.0004542-0.00021477i
0.00052129+0.00041529i,0.0012109+0.0009681i,0.0011461+0.0010114i,0.0010061+0.00018359i,0.0010498-0.00010162i,0.0012278-0.00045842i,-1.5835e-05-0.00051142i,-0.0012681-0.00028642i,-0.00067738-0.0004162i,0.00074306-0.0003492i,0.00084046-0.00017214i,0.00023986-0.00031684i,0.00016705-0.0007931i,-8.2689e-05-0.00070176i,1.5252e-05+0.00013379i,0.00068579+0.00058377i,0.00049804+0.00050997i,-0.00021944-0.00010476i,-0.00017605-0.0007564i,-1.6933e-05-0.00062934i,-0.00062512-0.00019397i,-0.00038995-0.00057987i,0.00070034-0.00028801i
0.0020156+0.00046473i,0.0021431+0.00020001i,0.0014894-1.126e-05i,0.0011389-0.0003709i,0.00078726-0.0012646i,-0.00034091-0.0012256i,-0.0012676-0.00055073i,-0.00080912-0.00015338i,-0.00024783+0.00095586i,-3.2359e-05+0.00080512i,-0.00028226-0.00047299i,-4.3771e-06-5.6681e-05i,0.00026026+0.00040553i,5.9116e-05+4.9217e-05i,0.00010045-0.00022842i,0.00050745-0.00022424i,0.00055994-0.00010611i,-0.00041602-0.0005407i,-0.0010389-0.00020832i,-0.00054577+0.00040838i,1.6755e-05+0.00041686i,0.00033709-0.00035852i,-0.00010846-0.00050969i
-0.00019535-0.0013355i,0.00037456-0.00039146i,0.0002752-5.4525e-05i,0.00032111+0.0003979i,0.00069257+0.0010662i,0.0010042+0.00049105i,0.00084146+0.00022914i,0.00062458+0.00016284i,3.9617e-05-0.00020918i,-0.00040282-5.9407e-05i,0.00019431-0.00017315i,0.00074807-0.00053323i,0.00022612-0.00030392i,5.4043e-05+4.9724e-05i,0.00010451+0.00046453i,5.1288e-05+0.0003057i,0.00065279-0.00041073i,0.00052603-0.00037095i,-1.8466e-05+0.00043097i,0.00026141+0.00090034i,0.00045179+0.00036037i,0.00024567-1.2808e-05i,0.00034814+0.00017254i
-0.00017253-0.00012665i,0.00033258-0.00062217i,0.00094235+8.7701e-05i,0.00088196-5.2157e-05i,0.0012939-0.00097227i,0.00042383-0.0012962i,-0.0012722-0.00097327i,-0.001425+0.00041231i,-0.00085151+0.001371i,0.00019458+0.00094481i,0.00060099-1.8244e-05i,-9.4782e-05+0.00032648i,-0.00069435+0.00086234i,-0.00036247+0.0009219i,0.00067037+0.0010297i,0.0010681+0.00040471i,0.0012766-0.00039294i,0.0010953-0.00075709i,0.00030979-0.00063262i,-0.00016912-0.00012653i,1.9126e-05+8.1734e-05i,0.00024781-0.00036788i,-0.00044229-0.0006556i
0.00048492+0.00014331i,0.0007259-0.0004794i,0.00036182+4.2647e-06i,0.00080133+0.001355i,0.0015457+0.0022771i,0.0014917+0.0016619i,0.00074737+0.00058541i,0.00039979+0.00041815i,0.00083543+0.00033671i,0.00095009+5.3206e-05i,0.00059462-0.00013089i,-0.00035412-0.0003065i,-0.00062879-0.00016007i,-0.00025334+0.00011836i,-0.00070349+0.00032984i,-0.00084315+3.7237e-05i,9.1827e-05+0.00019647i,0.0011446+0.0008427i,0.00093687+0.00072171i,-0.00022753-0.00016517i,-0.001114-0.00030014i,-0.00033556-7.8233e-06i,0.00011212-0.00048652i
-0.00030439+0.0013766i,0.00091533+0.0013681i,0.00079209+0.00096854i,4.43e-05+0.00028378i,0.00044392+0.00029921i,0.00079492-0.00071296i,0.00013709-0.0010257i,-0.00045283+0.00032676i,-0.00016319+0.00083917i,0.00053938+0.00034018i,0.00057777+0.00021148i,0.00019177-0.00012072i,-0.00076435-0.00024746i,-0.00070453-0.0011945i,-0.00026685-0.000725i,-0.00011527+0.00030903i,-0.00058129+0.00015942i,-0.00069414+0.00020001i,-0.00026838-3.0047e-06i,-0.0004189+0.00045102i,0.00012375+0.00075742i,0.00069266+0.00048313i,2.5784e-05-0.00018155i
-0.00013333-0.0015075i,-0.00011533-0.0019229i,-0.0003545-0.0014129i,-0.00039272-0.0011136i,0.00038137-0.0003669i,0.00025496+0.00038092i,-0.00057212+0.00030652i,0.00033296+0.00067975i,0.0013004+0.0014759i,0.0011263+0.00059012i,0.00085194-0.00052852i,0.00060878-0.00059621i,0.00010778-0.00020867i,-0.00038073-0.00020675i,-0.00036978-0.00041186i,-0.00023909-9.9376e-05i,0.00016498+0.00033724i,0.00084388-0.00020999i,0.00078415-0.00052393i,0.00014267-0.00036776i,0.00017087+0.00025415i,0.00057945+0.00045296i,0.00017537-0.00054876i
0.0014785+0.0017981i,0.00040393+0.00042917i,-0.00056924+0.00020495i,-0.00051648+0.00066502i,-0.00034814+0.00027928i,-0.0004817-0.00048717i,-0.00026407-0.00065857i,0.00046429-0.00063934i,0.00095515-0.00065093i,0.00056525-0.00054336i,0.00048449-0.00045456i,0.00083875-0.00016844i,0.0014853+3.9138e-05i,0.00063161-6.4775e-05i,-6.0231e-05+4.3171e-05i,0.00046144+0.00041657i,0.00031908+0.00036469i,-0.00014226-0.0001249i,-0.00023451-0.00052274i,-0.00011175-0.00070662i,0.00030852-0.0010282i,0.00061169-0.00064384i,0.00028319+0.00017728i
-2.4118e-05-0.00052339i,3.7593e-05-0.00078767i,0.00058863-0.0011843i,0.00032592-0.00047772i,-0.00037014+0.00081429i,9.0534e-05+0.0007668i,-6.1602e-05+0.00036037i,-1.7853e-05+0.00050718i,0.00072164+0.00052671i,0.00070083+0.0002344i,0.00045885-0.00011524i,0.00060704-0.00032979i,-0.00016565-0.00020782i,-0.001088-0.00088207i,-0.00096027-0.00087911i,-0.00074501+4.17e-05i,-0.0010146+7.9485e-05i,-0.00080732-0.00054094i,-0.00029016+0.00018102i,3.8516e-05+0.00088897i,0.00022299+0.0004902i,-0.0001118+0.00052608i,-0.00042035+0.00048449i
-0.00028728-6.7692e-05i,0.00063516-0.0011691i,0.00054189-0.00033192i,-0.00038751+0.0012861i,-3.538e-05+0.002128i,0.00072291+0.0010236i,0.00090345-0.00032501i,0.0011876+0.00021729i,0.00063077+0.00084904i,0.00037535+9.8293e-05i,0.00042463-0.00058766i,0.00023797-0.00067539i,-0.00040787-0.00019851i,-0.0010709+0.00035294i,-0.00067732+0.00045022i,-8.5753e-05+0.0004763i,0.00037757+0.00061931i,0.0011546+0.00042601i,0.00031986+8.9784e-06i,-0.00097518-4.608e-06i,-0.00053933-0.00010967i,0.00037306-0.00091663i,0.00028736-0.00028255i
0.0010286-0.00028741i,-0.00011171+4.1391e-05i,-0.00013558-6.5488e-05i,0.00060354-7.276e-05i,0.0012517+0.00043694i,0.0013808+0.000306i,0.00067897-0.00055874i,0.00031378-0.00092336i,0.00074722-0.00091637i,0.0013743-0.00060532i,0.00054379-0.00083864i,0.00029764-0.0013826i,0.0003344-0.0011275i,0.00014752-0.00042808i,0.00063285-0.0002707i,-4.0004e-05-0.00017446i,-0.00076975+5.0326e-06i,-0.00044198-6.1139e-05i,-5.877e-05-0.00018972i,-0.00051384-0.00036594i,-0.00074833-0.00026174i,-0.00018788-3.4165e-05i,0.00021473+0.00034274i
0.0011076+0.00039365i,0.0015861-2.7783e-05i,0.002451-0.0003565i,0.0022231-0.0004624i,0.0019566-0.00029286i,0.0011009-0.00027869i,0.00032802+0.00041198i,-0.00032827+0.0007045i,7.3081e-05+0.00074443i,0.00054847+0.00057136i,0.00040822-3.0651e-06i,0.00027571-7.1281e-05i,-0.00048811+0.00048823i,-0.0013626+0.0006108i,-0.00096961+0.00095545i,-5.9687e-05+0.0011616i,1.2578e-07+0.00068721i,-2.9611e-05+0.00016669i,3.6088e-05-0.00060628i,-0.00040132-0.00067594i,-0.00054912-0.00010546i,-0.00055502-0.00024618i,-0.00070826+0.00011894i
0.00041623-0.0001298i,0.00061556+0.00058427i,0.001077+0.00053852i,0.00041393-4.3017e-05i,-0.00071221+0.00032457i,-0.00044472+3.7584e-05i,0.00029539-0.0005116i,-6.7597e-05+0.00019109i,-0.0003825+0.00041352i,-0.00010417-0.00016297i,-7.254e-05+8.5589e-05i,-0.00022011+0.00067275i,-0.00027314+0.00069856i,-0.00038386+0.00037096i,-0.00015177+0.00040564i,0.00010523+0.00037299i,5.3605e-06+0.00011539i,-0.00036587-0.00022397i,-0.00088229-0.00025542i,-0.0013578-0.0001957i,-0.00050648-0.00081889i,0.00053156-0.00096217i,0.00014557-0.00010683i
0.001326+0.00096494i,0.0010163-0.0001104i,0.0010051-0.00045678i,0.0012119-0.00067021i,0.0013043-0.00034193i,0.0010396+0.00051697i,0.00032692+0.0011414i,0.00056555+0.00030418i,0.001075-0.00047143i,0.00092654+0.00013162i,0.00020957+0.00053087i,-0.00060451+0.00054213i,-0.00082031+0.00017722i,-0.00063672+0.00021055i,-0.00012118+0.00024918i,6.1721e-05+0.0004188i,-7.7738e-05+0.00013756i,-0.00054701-0.0006791i,-0.00051255-0.00064761i,8.7639e-05-0.00043806i,0.00027266-0.00050327i,-0.00049462-4.8439e-05i,-0.0010073+0.00043817i
0.0006126+0.0002161i,0.00097177-0.00030234i,0.0013942-0.00062918i,0.0011172-0.00016108i,0.0012706+4.3495e-06i,0.00066588-0.00068623i,-0.00017386-0.00075841i,4.2602e-05-0.00033959i,0.00094566+0.00026594i,0.0010975+0.00058731i,0.00022329+0.00035012i,0.00020447+0.00021201i,0.00068205-4.117e-05i,0.00057789-0.00045974i,8.6566e-05+2.2208e-05i,-0.0001831+0.00055733i,-0.00025646-0.00010846i,-0.00010643-3.1821e-05i,-0.00013866+0.00010026i,-0.00093921-3.7121e-05i,-0.001458-0.00011041i,-0.00029973-0.00078883i,-5.7539e-05-0.00093304i
-5.5651e-05-0.0011089i,-0.00021833-0.00096046i,-6.258e-05-0.00077947i,-7.2079e-05+0.00016353i,-0.00046826+0.00095605i,-0.00021117+0.00050139i,0.00029599+0.00073618i,7.8901e-05+0.0011893i,0.00065497+0.00077444i,0.00096042+0.00097201i,0.0010269+0.0011261i,0.0011545+0.00061387i,0.0010654+3.0965e-05i,0.0011992-0.00072292i,0.00095607-0.00083415i,8.8153e-05-0.00092841i,-0.00018087-0.00076219i,0.00030272-0.00051072i,0.00037656-0.0010635i,0.0002364-0.00038903i,-0.00013337+0.00054553i,-0.00070876+0.00029927i,-0.00046091-0.00067714i
-0.0010765+0.0013346i,8.5252e-06+0.0011412i,0.0016479+0.0010361i,0.0016143+0.00081473i,0.0011317+0.00014633i,0.00015552-0.00050205i,-0.00099522-0.00042998i,-0.00081762+2.5928e-05i,5.1964e-06+0.0009899i,5.9428e-05+0.0013051i,3.7539e-05+0.00060265i,0.00011738+0.00015093i,-0.00042591+0.0002879i,0.00010538+0.00041474i,0.00053018+0.00070439i,0.00045966+0.00069146i,0.0006398+0.00053884i,0.00070621+0.00059346i,0.00027979+0.00028492i,-6.0043e-05+0.00013944i,0.00011246-5.8731e-05i,0.00021183-0.00020143i,-0.00012246-0.00025638i
0.001479-0.00063933i,0.0013286-8.6676e-05i,0.0015825-0.0003802i,0.0010787-0.00065542i,0.00019309-0.00044089i,-0.00065946-0.00029819i,-0.00054671-0.00030882i,-2.3903e-05+0.00015278i,0.00078819+0.00082694i,0.001277+0.00069635i,0.0005402+0.00022807i,-0.00042235-0.00031059i,-0.00059723-0.00073342i,-3.5183e-05+3.7401e-05i,0.00061856+7.2971e-05i,0.00048621-0.00046766i,-0.00041943-8.2651e-05i,-0.00099314+0.00016984i,-0.001083-6.543e-05i,-0.00086207+0.00042187i,-0.00096713+0.0011301i,-0.00055565+0.0009334i,-0.00021446+0.00017472i
0.0015543-0.00050514i,0.00036653-0.00038305i,-0.00058301-0.00066598i,-0.00071486+1.6006e-05i,-0.00031382+0.00055173i,0.00043243+0.00056945i,0.00071855+0.00069693i,0.00062297+0.00057677i,0.00057674+6.0154e-05i,0.00058366+0.00017584i,0.00032781+0.00038324i,0.000197+0.00012357i,0.0003201-0.0007185i,7.0195e-05-0.00068509i,-0.00056916-0.00036721i,-0.00068412+0.00032661i,-0.00070918+0.0008558i,-0.00073612+0.00056804i,-0.000919+0.00069383i,-0.00041317+0.00065714i,0.00013184+0.00032206i,-8.0881e-05+0.00049184i,-0.00015365+0.0008095i
0.00065335+0.00045765i,0.00096326-0.00048657i,0.0013248-0.00083517i,0.00054245-0.00051705i,-0.0001254-0.00013315i,0.00028881-5.6348e-06i,-6.2812e-05+0.00011279i,2.1442e-05+0.00034488i,0.00032038+0.00033003i,0.00021074+0.00013283i,0.00089028-0.00014986i,0.0016243-0.00072586i,0.0013855-0.00072774i,0.0008758+0.00026621i,0.0004525+0.00049398i,0.00035686-9.6409e-05i,0.000623+0.00021255i,0.00042317+0.00068186i,0.00014071+0.00099505i,-0.00033957+0.0009499i,-0.00071438-0.00010078i,-0.00047177-0.00037544i,-1.2986e-05-0.00040212i
0.00089745-0.0014089i,0.0010619-0.00096649i,0.0013898-0.00043736i,0.00044398+0.0002818i,-0.00039118+0.0012634i,-0.00048883+0.0013083i,-0.00048604+0.00045547i,-0.00021632+0.00012626i,0.00046528+0.00037587i,0.0012325+0.000317i,0.0010361-0.0001128i,0.00017034+6.0576e-05i,-7.8915e-05+0.00071271i,-0.00027597+0.0011873i,-6.2013e-06+0.0009154i,0.0002858+0.0011328i,-0.00014789+0.0012521i,-0.00026067+0.00041063i,8.3283e-05-0.00048605i,-0.00047458-0.0005753i,-0.0011523+0.00023471i,-0.0011316+0.00083276i,-0.00089706+0.0007285i
0.0010588-0.00057484i,0.0011326-0.0004356i,0.00086165-0.00017745i,0.0011092+0.00073506i,0.0016234+0.00072577i,0.0012983-0.00016841i,0.00053197-0.0005947i,0.0003009-0.00029312i,0.00068867+0.00064029i,0.00032311+0.00081682i,0.00021238-0.00026134i,0.00043326-0.0003177i,-0.00013237-0.00033278i,-0.00032714-0.00042046i,-0.00032612-0.00021754i,-0.00048056-0.00022996i,-0.00053383-0.00038351i,-0.0002577-0.0005976i,-0.00024756-0.00043831i,-0.00078247-0.00034473i,-0.00082111-0.0007623i,-0.00074405-0.00045181i,-0.00047168-0.00031755i
-0.00093045+0.0011071i,-0.00063746+0.00041304i,0.00054192+0.00028322i,0.00023961-0.00049331i,-0.000705-0.00052013i,-0.00085569-0.00037722i,-0.00088782-0.0011051i,-0.00086235-0.00056345i,0.00014731+0.00011564i,0.0010905+0.00020638i,0.00077036+0.00037139i,-0.0004323+2.0226e-05i,5.3044e-05-0.00069631i,0.00055505-0.00054339i,0.00037212+9.249e-05i,-2.6797e-06+0.00035862i,-0.00045775-3.5714e-05i,-0.00018554-0.00047183i,-0.00015313-0.00012234i,-0.00057874-0.00042128i,-0.0011879-0.00051504i,-0.00027955-0.0002673i,0.00027974-0.00029702i
0.00076308+0.00010207i,0.00096303-0.00074577i,0.0010989-0.00073353i,0.001462-0.00057799i,0.0012565-0.00093299i,-1.2855e-05-0.00036337i,-0.00046534+0.00071084i,-0.00056737+0.0010926i,-0.00022994+0.00031182i,-6.2964e-05-0.00074581i,-2.491e-05-0.00092213i,-0.00024116-0.00047623i,9.9996e-05-0.00026354i,0.0010642+1.5693e-05i,0.00055487-0.00046894i,7.5121e-05-0.00046506i,0.00086544+0.00062013i,0.0010139+0.00063134i,0.00014148+0.00031317i,-0.00063227+0.00059561i,-0.00073292+0.00059787i,0.00027221-0.00039922i,0.0007627-0.0010366i
0.0018446+0.0002249i,0.0020324+0.00029081i,0.0007326-0.00010053i,-0.00082756-0.00011009i,-0.0011936+0.00020047i,-0.00069272+0.0008162i,0.00016663+0.00078687i,8.9829e-05+0.00019501i,-8.9326e-05-0.00020985i,-0.00028752-0.00019911i,-0.00081287+0.00021263i,-0.000902+0.00063113i,-0.00026714+0.00065262i,0.00030548+0.00024387i,0.00019442-0.00027492i,-0.00049462-0.00078985i,-0.00068096-0.00068433i,-0.00032541+7.2162e-05i,-0.00084677+0.00024481i,-0.0016537+1.5759e-05i,-0.0014815+0.00012199i,-0.00057466+5.2878e-06i,0.00045749+0.00053239i
-0.00012424+0.00020946i,4.0824e-05+0.00043938i,-0.0006337+5.2575e-05i,-0.00064101+0.0004949i,0.00026595+0.0012029i,0.0011575+0.00024284i,0.0014932-0.00040253i,0.00059519+0.00026848i,-6.7714e-05+0.00076811i,0.00021565+0.00022511i,0.00066282+0.00023601i,0.00066911+0.0010347i,0.00035245+0.00047985i,0.0001819-0.00017334i,0.0001429-0.00027983i,-2.3997e-05-0.00026572i,0.00017917-6.4938e-05i,-2.022e-05+0.00023509i,-0.00046563-8.552e-05i,-0.00020956-0.00071245i,-0.00066081-0.00054892i,-0.00094132-0.00015359i,-8.8134e-05-0.00032601i
0.00030619-0.0010969i,0.001125-0.00012849i,0.001055+0.00023807i,-0.00030783+0.00060774i,-0.0010526+0.00048845i,-0.00033062+0.00086316i,-0.0002046+0.0014664i,-0.00030068+0.0014725i,-0.00049621+0.00096372i,-0.00074683+0.00020252i,-0.00081033-0.00049964i,-0.00031398-0.0010557i,0.00025027-0.0008122i,0.00058445-0.00019032i,0.00020182-0.00060558i,0.00024633-0.00020064i,0.00047156+0.00033454i,0.00018771+0.00023293i,-6.4062e-05+3.884e-08i,-0.00048748+0.0003876i,-0.00089612+0.00032277i,-0.0010964-0.00018983i,-0.0010145-0.00048495i
0.0008192+0.00075979i,0.0010438-1.6835e-06i,-0.00017679-0.00048887i,-0.00065018-0.00055356i,-0.00026181-1.4874e-05i,-0.00022142-7.3147e-05i,-0.00045757-0.00039412i,-0.0002622+5.6563e-06i,0.0001983+0.00019151i,0.0001941+0.00060947i,4.9754e-05+0.00044581i,5.5661e-05+3.0912e-05i,-6.1897e-05-2.6948e-06i,-0.00038368-0.00077623i,-0.00028702-0.00082894i,-3.5376e-05+0.00016357i,0.00068735+0.00027099i,0.0012059+0.00035091i,0.0012004+0.00092406i,0.00076594+0.00026096i,0.00088266-0.00048762i,0.00092476+0.00016473i,0.00036172+0.00046838i
0.0013247+0.00079957i,0.0016696+0.00031734i,0.0017698-0.00041351i,0.00077473-0.00026306i,-5.9702e-05-0.00015758i,-0.00013552-0.00053858i,0.00025978-0.00074817i,0.00034091-0.00034782i,0.00084672+0.00026262i,0.0011471+0.00038545i,0.00046592-0.00040762i,-0.00040288-0.00058949i,-0.00051123-0.00022299i,-0.00031768-0.00027992i,0.00048085-0.00061758i,0.00057204-0.00014389i,2.7795e-06+0.00042566i,-0.00010734+8.4399e-07i,-0.00013426-9.5308e-05i,-7.7526e-05-0.00015761i,0.00020955-4.6082e-05i,0.00034191+0.0002836i,7.1082e-05+8.8386e-06i
0.00050007+0.00046985i,0.00045688+0.0010458i,0.00030088+0.0011189i,0.00077823+0.00078242i,0.00097038+0.0006548i,0.00040512-0.00016646i,-8.787e-05-0.00012481i,-0.00017556+8.7349e-05i,0.00024232+0.00019613i,0.00071999-0.00032954i,0.00042261-0.00022673i,-4.4587e-05+0.00070904i,-2.4464e-05+6.8845e-05i,-0.00035397-0.00040545i,-0.00029811-0.00023349i,0.00046922-0.00024619i,0.0011489-0.00017306i,0.00093305-0.000273i,0.00046031-0.00060312i,0.0002839-0.00036683i,7.8378e-05+0.00016022i,-0.00030919+0.00029015i,-0.00045866+0.00033878i
0.0009101-0.0010959i,1.7267e-05-0.0019653i,-0.00037158-0.001732i,-0.00045659+0.00025398i,-0.00091429+0.001359i,-0.00078017+0.00088873i,-0.00029052+0.00075558i,-2.6051e-05+0.0014541i,0.00048334+0.0014977i,0.00067921+0.00052723i,0.00022332-2.964e-05i,0.00015459+7.3876e-05i,0.00023258+0.00058802i,0.00053386+0.0006461i,0.0010778-0.00051356i,0.0010081-0.0009152i,0.00026452-9.8155e-05i,-0.00044794+0.00067104i,-0.00052343+0.00069447i,-0.00053367+0.00049677i,-0.00087385+0.00096479i,-0.00042796+0.0012511i,0.00038142+0.0010568i
-0.00024386-0.0012532i,0.00030214-0.00064314i,-2.2943e-05+0.00043284i,-0.0010359+0.0014937i,-0.00077895+0.0018547i,0.00036451+0.0010527i,-1.3797e-05+0.00062167i,-0.00036755+0.00073776i,0.00028366+0.00033991i,0.00049846+0.00033833i,-0.00054928+0.00060034i,-0.0010015+0.00047671i,-0.00052185+0.00064115i,-0.00047484+0.000139i,-0.00041733-0.00074794i,-4.6801e-05-0.00059938i,0.00037184-0.00055434i,-0.00043383-0.0011991i,-0.0009185-0.0014724i,-0.00082931-0.00036943i,-0.00026967+0.0005046i,0.00033346-0.00025104i,0.00052741-0.0010471i
0.0014381+9.1293e-05i,0.0021123-0.0006278i,0.00060752-0.0013264i,-0.00031172-0.0005507i,-0.00024403+0.00114i,0.00042134+0.001983i,0.00079027+0.0012446i,0.00024622+0.00056877i,0.00012028+0.00072838i,0.00029213+0.00058019i,0.0011435+0.00019854i,0.0016646+2.6162e-05i,0.0009319-7.8046e-05i,-0.00039975-0.00023703i,-0.00096595-0.00056276i,0.00022264-0.00067819i,0.0010785-0.0002465i,0.0006204+0.00049855i,0.00054207+0.00037011i,0.00064532+0.00013844i,0.00031929+0.00015338i,-6.425e-05-0.00023633i,-5.4974e-05+0.00018179i
-0.00047989-0.0011828i,-0.0005976+0.0001588i,0.00014036-0.00051441i,0.00030792-8.7208e-05i,-3.7003e-05+0.0012291i,0.00039232+0.000543i,7.5853e-05+0.00033657i,0.00011169-0.00016766i,0.00045322-0.0013161i,0.00030804-0.0014332i,6.2243e-05-0.00092399i,2.0184e-05-0.0007059i,7.2021e-05-0.00052763i,-0.00010121-0.00040607i,0.00016857-0.00041727i,0.00088379-0.00026528i,0.00077537+0.00026128i,3.322e-05+0.00051845i,0.00048949-0.00024524i,0.0010519-0.00035016i,0.00045511+0.00022587i,-0.00031887-0.00014656i,-0.00078534+2.6025e-06i
0.0014173-0.0021363i,0.00061422-0.0013579i,-0.0002458-0.00051547i,-0.0011062+1.2315e-05i,-0.0018735+0.00071328i,-0.0017438+0.0010049i,-0.00080021+0.0010317i,-0.00048467+0.00052502i,-4.5132e-05+0.00010954i,0.0003819-0.00030506i,-0.00050599-0.0009424i,-0.00061206-0.00054917i,0.00019234-0.000171i,0.00052246-0.00043394i,0.00024551-0.00052436i,0.00027024-0.00031356i,0.00029411-0.00024483i,0.00020997+5.3014e-05i,0.00016618+0.00059867i,-0.00017736-0.00010996i,-2.6345e-06-0.00028147i,3.1548e-05+0.00031801i,-4.0731e-06+0.00059932i
