-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
0.00083719+0.00016186i,0.0012236+0.0021166i,0.00055494+0.0019186i,0.00046319+0.00098701i,0.00086697+0.00061204i,0.00070423-0.00010215i,-0.00015848-0.00035909i,-0.0014926+0.00033909i,-0.0026365+0.0017952i,-0.0025343+0.0026428i,-0.0018457+0.0023479i,-0.0017972+0.0011793i,-0.0017174-0.00016508i,-0.00095839-0.0012338i,-0.00025191-0.0024585i,-0.00079552-0.002198i,-0.00089965-0.0018602i,-7.005e-06-0.0020696i,0.0006171-0.0019121i,0.00078014-0.0012737i,0.00058832-0.00039679i,0.00042726+5.1996e-05i,0.00033205+0.00028299i
-0.0024475+0.00081141i,-0.0040199+0.0030449i,-0.0026602+0.0043512i,-0.00099324+0.0025677i,-0.00028276-0.00029877i,-1.9256e-05-0.0005498i,-0.00012259-0.0007745i,0.00052312-0.0002827i,0.0023196+0.0016039i,0.0036059+0.0019367i,0.0031233+0.00059595i,0.0014708-0.00079464i,0.00041859-0.0018161i,0.00066661-0.0020582i,0.0010672-0.0018173i,0.00058165-0.0015525i,0.00019793-0.001268i,0.00020479-0.0010411i,0.00037753-0.00074841i,3.8356e-05-0.00028848i,2.1343e-05-0.00011313i,0.0003058-0.00035962i,0.00010402-0.000551i
0.0022644-0.001026i,0.00090616-0.0027437i,0.0012832-0.0036108i,0.00083046-0.0033904i,0.00038468-0.0037848i,-0.00040224-0.0029957i,-0.00018264-0.0012483i,0.0024662-0.0018159i,0.0043201-0.0042314i,0.0041921-0.0043661i,0.0019683-0.0024338i,0.00092798-0.0010337i,0.0015037+0.00053823i,0.00066902+0.0012038i,-0.00048952+0.00090243i,-0.00026969+0.0006878i,-0.00050341+0.00067366i,-0.00066147+0.00032336i,-0.00024809+7.7797e-05i,-0.00035192+0.00025554i,-0.00012299+0.00063254i,0.00078112+0.00023978i,0.00095955+3.2518e-05i
0.0017898+0.0016922i,0.0024197+0.0025078i,0.0019885+0.00085158i,0.00021625-0.0013805i,-0.00066993-0.0022919i,-0.00037561-0.0022876i,-0.00087377-0.001988i,-0.0024287-0.002023i,-0.0040049-0.0036749i,-0.0029259-0.0041118i,-0.0016268-0.0017207i,-0.00075635+0.00059445i,-0.00045826+0.0017029i,-0.0010329+0.0011307i,-0.00064685+0.00051465i,-0.001161+0.00096047i,-0.0015291+0.00093055i,-0.00051431+0.0002378i,0.00047603-9.2121e-05i,0.00020668+0.00047739i,0.00035184+0.00030579i,0.0010775+0.00027345i,0.00047501+0.000318i
-0.0031959-0.0010011i,-0.003658+0.0018856i,-0.0021967+0.003567i,-0.00012471+0.0026751i,-0.00025903+0.00090235i,-0.0013005+0.00033815i,-0.0020985+0.00077342i,-0.0035028+0.0014283i,-0.0049262+0.0019159i,-0.0041902+0.0015684i,-0.0024473+0.00032412i,-0.0015867-0.00088333i,-0.0010534-0.0016142i,-5.0855e-05-0.0016674i,0.0006611-0.0011407i,0.00080262-0.00069484i,0.00078449-0.00047151i,0.00072437-4.9647e-05i,0.0004508+0.00017369i,0.00050111-7.697e-06i,0.00037074+0.00025915i,-0.00022648+6.2064e-06i,-0.00078814+0.00020251i
0.0017057-0.0018331i,-0.0002042-0.0029204i,-0.0012361-0.0029221i,-0.00031296-0.0017308i,0.0011903-0.001074i,0.001545-0.00091436i,0.0006187-0.00023449i,0.0002635+0.0019041i,0.00039401+0.0041642i,0.00019985+0.0039591i,0.00032324+0.0022296i,0.0018651+0.0006548i,0.0031655+4.9472e-05i,0.0020326-0.00016333i,0.00080224-0.0006115i,0.0013623-0.0006388i,0.0015956-0.00044106i,0.00062683-1.6723e-05i,-0.00050449+8.9432e-05i,-0.00071913-0.00054587i,-0.00035618-0.00096455i,9.8367e-05-0.0007221i,-0.00032921-0.00015882i
-0.0017639+0.0024464i,0.0011809+0.003807i,0.0025769+0.0032204i,0.0028739+0.00084071i,0.0024134-0.00073118i,0.0021192-0.00083422i,0.0022115-0.00037953i,0.0029553+0.00055335i,0.0042171+0.0022279i,0.004774+0.0031527i,0.0044766+0.0020893i,0.002053+0.001567i,0.00034267+0.0016626i,0.00089158+0.0017978i,0.0002756+0.0013476i,-0.00062688+0.00084311i,-0.00075827-0.00014527i,-0.00085164-0.00084178i,-0.00089693-0.00036833i,-0.00075313+0.00038208i,-0.00049747+0.0010717i,-6.5428e-05+0.0016128i,0.00042687+0.00079433i
-0.0037426-0.0020846i,-0.0033275-0.00099478i,-0.0010507-0.00010725i,-0.00022322-0.0011618i,-0.00055893-0.0023618i,-0.00099788-0.0027183i,-0.00065293-0.002253i,0.0010487-0.0033368i,0.0031307-0.0050242i,0.0035517-0.0050865i,0.0023277-0.0031795i,0.00025633-0.0010402i,-0.0018824-0.00063141i,-0.0024997-0.00064101i,-0.0016392-0.00029158i,4.0144e-05-0.00054143i,0.00072707-0.0011023i,0.00015827-0.0010747i,0.00034635-0.00049901i,0.00053927-0.00029748i,-0.00012664-0.00014904i,-1.3927e-05+0.00077187i,0.00037031+0.0009731i
-0.00075736-0.002227i,-0.00063329-0.00094997i,-0.0019919+0.0013035i,-0.0022174+0.0029899i,-0.0010304+0.0022817i,-0.00092675+0.00055379i,-0.0022272-0.0011129i,-0.0040077-0.002838i,-0.0053321-0.0042097i,-0.0049424-0.0036538i,-0.0023327-0.002335i,0.00063584-0.0017637i,0.0015992-0.0017071i,0.0017016-0.0010972i,0.0011415+0.00045074i,0.00044893+0.00083667i,0.00028122+0.00021548i,0.00020736+7.6739e-05i,0.00060431+0.00013864i,0.001098+8.8784e-05i,0.00046954-0.0003835i,0.00012127-0.00060134i,-0.00026665+0.00054832i
-0.003198+0.0017995i,-0.0035438+0.0025684i,-0.0020524+0.0039779i,0.00084185+0.0034493i,0.0034336+0.0014098i,0.0034878+0.00026046i,0.00044925+0.00037055i,-0.0022881+0.00071531i,-0.0044806+0.0024525i,-0.0046324+0.0040077i,-0.0022741+0.0035423i,-0.0002039+0.0028843i,0.00091593+0.0015691i,0.0011286+0.0009642i,0.00056578+0.0016078i,-0.00028378+0.0013445i,-0.00036189+0.00090349i,-0.00029756+0.00010282i,-0.00015282-0.00077411i,0.00033135-0.000181i,0.00054435+0.00051578i,0.00018086+0.0006227i,-0.00014316+0.0002096i
-0.00031663-0.0003729i,-0.0010199-0.00051483i,0.00035945-0.0018986i,0.0010361-0.0033053i,0.0010177-0.0045018i,0.00089203-0.0035432i,0.00022275-0.0011548i,0.00012587+0.00096599i,0.0011906+0.0028322i,0.0018227+0.0043452i,0.0018444+0.0039515i,0.00034681+0.0020852i,-0.0013453+0.001192i,-0.0016074+0.00067444i,-0.0009186+0.00023828i,-0.0001281+0.00058637i,-3.8645e-05+1.4035e-05i,0.00043015-0.00076157i,0.00083311-0.00066996i,0.00012093-0.00054336i,-0.00059816-0.00065237i,-0.00018624-0.00032486i,-1.8027e-05-0.00065999i
0.0007035+0.0024176i,0.0017688+0.0026896i,0.0024458+0.0028383i,0.0023051+0.00074279i,0.00042284-0.0027931i,-0.0013559-0.0035567i,-0.00058456-0.0011459i,0.00090155+0.0014429i,0.0022997+0.0025606i,0.0035657+0.0017391i,0.0036435-0.00010508i,0.0025433-0.0015884i,0.0014215-0.0019182i,0.0011886-0.0013481i,0.0008494-0.00047328i,0.0011257-0.00083094i,0.00089346-0.0012602i,-0.00036788-0.00095761i,-0.00031886-0.00052899i,-4.0695e-05-0.00049192i,0.00030675-0.00036834i,0.00046075-0.00041511i,0.00059397-0.00056651i
-0.00065775+0.0035021i,-0.00056373+0.0029371i,3.7783e-05+0.00093672i,-8.4002e-05-0.00088057i,-0.00057379-0.00041083i,0.00031902-0.00057368i,0.00088619-0.0022792i,0.0010494-0.0037221i,0.0019322-0.0043463i,0.0025752-0.0043203i,0.00098699-0.0036408i,0.0001439-0.0019492i,0.0016437+0.0001022i,0.00207+0.00056493i,0.001913+0.0001701i,0.0011781+0.00025269i,-0.00026449+0.00038437i,-0.00069887+8.8731e-05i,-0.00033911-0.00025741i,0.00036348+0.00022571i,0.0010552+0.00075102i,0.00075056+0.00046432i,0.00044419-0.00026214i
-0.0023328-0.0024679i,-0.0043484-0.0014761i,-0.0040378+0.00027767i,-0.0012975+0.00044034i,0.0011366-0.00017501i,0.00092332-0.00078541i,-0.0010807-0.0019662i,-0.0026395-0.0034948i,-0.0039003-0.0046752i,-0.0052634-0.0028367i,-0.0044927-0.0004352i,-0.0028484+0.00034191i,-0.0017863+0.0011003i,-0.00062424+0.0019348i,-0.00020436+0.0020917i,-0.0008682+0.0013566i,-0.0013471+0.00042274i,-0.00094116+0.00078953i,-0.00049138+0.0011826i,-0.00012975+8.1928e-05i,-0.00024509+0.00020617i,-0.00087431+0.00079026i,-0.00076547+0.00018302i
0.0012485+0.0038966i,0.0021962+0.0032116i,0.0048736+0.0029996i,0.0056346-0.00066917i,0.0036749-0.0050053i,0.00060524-0.005325i,-0.001283-0.0024774i,-0.0026113+0.0012198i,-0.0031818+0.0044504i,-0.0020134+0.0048029i,-0.00097682+0.0026252i,-0.00047715+0.00018245i,-0.00050939-0.0012389i,-0.00078447-0.0020688i,-0.00054589-0.0019927i,-0.0003617-0.00059045i,0.00019454-0.00010632i,-3.4515e-05-0.00017962i,9.3735e-06+0.00024791i,0.00025823+0.00047184i,0.00053833+5.109e-05i,0.0012206+2.902e-05i,0.0014651+0.00067505i
-0.0024671+0.0025994i,-0.0011678+0.0029205i,0.00017044+0.0025501i,0.00096054+0.001308i,0.0003262-0.00050286i,-0.00032253-0.0014491i,-0.0013843-0.00073805i,-0.0028656+0.0014253i,-0.001911+0.0040743i,0.00064539+0.0046542i,0.0017912+0.0031911i,0.0019562+0.0013492i,0.0023383-0.00028736i,0.0020113-0.0010674i,0.0005637-0.00093744i,-0.0001459+0.00031004i,0.00012772+0.00081824i,0.00039989-0.00020052i,0.00019001-0.00070159i,0.00041316-0.0011657i,0.0013946-0.0007422i,0.0019105-0.00028541i,0.00203-0.0006293i
-0.0019511-0.0021375i,-0.0028557-0.00075858i,-0.0029592+0.00022656i,-0.0016596+0.00093501i,-0.0013751+0.0015382i,-0.0017273+0.0012384i,-0.00011288+0.0010586i,0.0015339+0.00081944i,0.0024627-2.5478e-05i,0.00259-0.0019385i,0.0011664-0.0028817i,-8.2459e-05-0.0010752i,0.00026019+0.0010231i,0.00091687+0.0014152i,0.0010264+0.00088245i,0.00071112+0.00098794i,0.00060358+0.0012771i,0.00037768+0.00075232i,0.00022598+8.0541e-05i,-0.00042569-0.00031736i,-0.0010739+0.00020345i,-0.0007598+0.00072385i,-0.0014238+0.00091538i
-0.0001516+0.0034667i,0.00075244+0.0017708i,0.0030577+0.0013962i,0.0045241-0.00028118i,0.004091-0.0023797i,0.0029723-0.0038701i,0.0022633-0.0033953i,0.0031179-0.0026981i,0.0034555-0.0035566i,0.0018843-0.0042482i,5.3418e-05-0.0036645i,-0.00037604-0.002893i,-0.0010296-0.0019588i,-0.0016606-0.00011104i,-0.0012238+0.00085357i,-0.0006613+0.00010629i,-0.00027306-0.0010186i,-0.00013257-0.00073164i,0.00028662-0.00015442i,0.00085146+0.0002595i,0.00047443+0.0004623i,-1.5365e-05-0.00052117i,-0.00015435-0.0012052i
-0.0033229+0.0012194i,-0.0045069+0.0043445i,-0.0044175+0.0058181i,-0.0025624+0.0034469i,-0.00016729-0.0010248i,0.0011823-0.002651i,0.0005556-0.0021244i,-0.0015616-0.00139i,-0.0046388-0.00027082i,-0.0057524+0.0022208i,-0.0035174+0.0032707i,-0.00062186+0.0020261i,0.0011238+0.00066361i,0.0008753-0.00064268i,0.00025749-0.00094813i,0.00040744-0.00063065i,0.00012773-0.0006556i,-4.6968e-05-0.00052276i,-0.00011675-1.9859e-05i,3.8226e-05+0.0001158i,0.00032578-2.2385e-05i,0.00099741-5.6261e-05i,0.00094243-0.0003262i
-0.0029465-0.0001665i,-0.00081848+0.00066275i,0.0023168+0.0012895i,0.0028789+0.0009348i,-0.00050481-0.00010164i,-0.0017471-0.0016658i,-0.00067973-0.0027015i,-0.0013617-0.00088962i,-0.0022719+0.0027062i,-0.0010009+0.0045085i,0.00023075+0.0034266i,0.00067946+0.0024042i,0.0013316+0.0016052i,0.0016476-0.00041743i,0.001054-0.0018189i,-0.00050543-0.00034859i,-0.0012666+0.0010306i,-0.00081797+0.00014005i,-0.00056757-0.0011158i,-0.00080633-0.00050402i,-0.0012533+0.00077128i,-0.00049274+0.0016019i,0.00032294+0.0012143i
-0.0048014+0.0017699i,-0.0041431+0.0020495i,-0.0035501+0.0038712i,0.00099843+0.0050172i,0.0051314+0.0024792i,0.0051875-0.0017616i,0.00091513-0.0026688i,-0.0019686-0.001179i,-0.00011729-0.00015253i,0.0026389-0.00038129i,0.0038113-0.0011061i,0.0030609-0.0014899i,0.0010395-0.00019671i,-0.00024419+0.0019954i,9.4295e-05+0.0022844i,0.00037047+0.0010522i,-0.00031796-0.00023173i,-0.00031731-0.00023826i,0.00034863+0.00023307i,0.00062502+0.00029524i,-8.5643e-05-0.00029521i,-5.3089e-05-0.00013051i,0.00032014+0.00020314i
-0.004062+0.0027698i,-0.0021209+0.0065175i,-0.0005449+0.0069493i,0.00049007+0.0020744i,0.00035787-0.0027766i,-0.00020387-0.0031483i,-0.00071627-0.0019686i,-0.00023562-0.00085306i,0.00051399-0.00058204i,0.0016879-0.00029347i,0.0021791-0.00057234i,0.0011187-0.0016625i,-0.00021034-0.0019356i,-0.00092353-0.0012009i,-0.00043841+3.7745e-05i,0.00033423-2.2056e-05i,0.00035991-0.00064619i,0.00018352-0.0010501i,0.00041122-0.0010466i,0.00083935-0.00053631i,0.00061967-6.9044e-06i,-0.0002953-7.2594e-06i,-0.00055284-0.00018129i
-0.00037208-0.00064205i,0.00044957-0.0017567i,0.00082366-0.0019406i,0.0018376-0.0015988i,0.0017861-0.00091042i,0.0011948-0.00097645i,0.0011148-0.0023835i,-0.00046831-0.003514i,-0.0025335-0.0029185i,-0.0043101-0.001383i,-0.0032498-0.00017481i,0.00023392+0.00037655i,0.0026232+0.00015017i,0.0032233+0.00034426i,0.002384+0.00016029i,0.0016243-0.00019563i,0.0013916-0.00058097i,0.00043586-0.0011655i,2.3475e-05-0.00056276i,-6.525e-05+0.00040383i,0.00049869+2.2487e-05i,0.0011298-0.00046354i,0.00063886-0.00027994i
-0.0041245+0.002812i,-0.0021771+0.0038086i,-0.0012694+0.0055838i,0.00072163+0.005577i,0.0024423+0.0043898i,0.0024078+0.0022134i,-0.00042669+0.0010646i,-0.0037226+0.0011513i,-0.0063181+0.0026297i,-0.0056696+0.003533i,-0.0028905+0.001935i,-0.0016752+0.00091748i,-0.00091271+0.0014905i,0.0014245+0.0017497i,0.0029605+0.00062772i,0.0019471-0.00080914i,0.00025678-0.00068552i,-0.00066169-4.8103e-05i,-0.00096054-0.00016732i,-0.0011513+0.0002163i,-0.0012011+0.00048587i,-0.00076501+0.00025302i,-0.00024354+0.00019877i
-0.010688+0.0063188i,-0.0077941+0.0077804i,-0.0039122+0.011641i,0.0017687+0.0097912i,0.0044544+0.0040576i,0.0036391-0.001607i,0.00099235-0.002456i,0.00049054+7.296e-06i,0.003366+0.0029089i,0.0072643+0.0044089i,0.0093877+0.0030474i,0.0072204-0.0001934i,0.0032308-0.0021589i,0.00047697-0.00094499i,0.00011635+0.00074011i,0.00066114+0.00062151i,-0.00043872-0.00059718i,-0.0014498-0.00048945i,-0.00078121+7.2439e-05i,-1.0474e-05-0.00059258i,0.00031096-0.0012024i,0.0011173-0.00090863i,0.0017274-0.0006347i
0.028247-0.0078795i,0.017568-0.0085909i,0.010621-0.021028i,-0.0037206-0.0255i,-0.018069-0.022568i,-0.020932-0.010502i,-0.0097688-0.0021269i,0.00056577-0.0021006i,0.0060952-0.0043321i,0.0043299-0.0074706i,-0.0023597-0.0059512i,-0.0049647-0.00072207i,-0.0039328+0.00062334i,-0.0036554-0.0024231i,-0.004535-0.0039942i,-0.0030023-0.0018163i,0.00076831+0.00098464i,0.0019393+0.001003i,0.0011149+0.00027362i,0.001223+1.7326e-05i,0.00091997-0.00043125i,-0.00016842-0.00031314i,-0.0011012+0.0006929i
0.0050622+0.00040683i,0.0044465-0.00061443i,0.0034045-0.0039365i,0.0015914-0.0050713i,-0.00077259-0.0037799i,-0.0024514-0.0014914i,-0.0010142-0.00090187i,0.00069908-0.0021233i,0.00055707-0.0037634i,-0.0014638-0.0060387i,-0.0035531-0.0057768i,-0.0040486-0.0025817i,-0.0022783-0.00017244i,-0.00019808-4.3761e-05i,-0.00031097-0.00089848i,-0.0019047-0.00019628i,-0.0019871+0.0015712i,-0.00064242+0.0022684i,-9.4266e-06+0.0017797i,-0.00041755+0.0018421i,-0.00039771+0.0016167i,0.00048199+0.0010376i,7.5536e-05+0.00043702i
0.002206-0.00075344i,-0.00039448-2.7386e-06i,-0.00084748-0.0010878i,-0.0013967-0.0021097i,-0.0034831-0.0025666i,-0.0053011-0.0026493i,-0.0048899-0.0019029i,-0.0036525-0.0015092i,-0.003398-0.0029366i,-0.0047873-0.0043179i,-0.0049437-0.0038641i,-0.0037857-0.0028147i,-0.0037297-0.0012178i,-0.0030851-5.1237e-05i,-0.0014802-0.00057982i,-0.00022333-0.0018341i,-0.00010511-0.0019496i,-0.0011781-0.00039667i,-0.0015922+0.00053458i,-0.001412+0.00059875i,-0.0016627+0.00057696i,-0.001288+0.00057963i,-0.00062105+6.9429e-05i
0.0023232+0.00044984i,0.001737+0.0004734i,0.0011206-1.0966e-05i,-0.00016478-0.0021046i,-0.0008988-0.0030703i,-0.00062416-0.00044205i,0.00067794+0.0016109i,0.0010415+0.0026993i,-2.9009e-05+0.0039016i,-0.00033239+0.005102i,4.9606e-05+0.004534i,0.00073262+0.0015724i,0.00015157-0.0013442i,-0.0015055-0.002262i,-0.0011444-0.001467i,0.00086214-0.00069662i,0.0017654-0.0013613i,0.0014896-0.0025223i,0.00058332-0.0021986i,5.5364e-05-0.0012807i,9.2089e-05-0.00098689i,0.00055572-0.00048432i,0.00020548-0.00031146i
0.0021215+0.00099179i,-0.00022833+0.00032947i,-0.00026937-0.00049565i,-0.0007317-0.0010727i,-0.0015432-0.0022452i,-0.00099974-0.0029011i,0.0011759-0.0020295i,0.0013574+0.00024273i,0.00077708+0.0033659i,0.0016027+0.004629i,0.00062871+0.0034123i,-0.00055777+0.0026474i,0.00027754+0.0021406i,0.0014518+0.00044382i,0.00039464-0.0002834i,-0.00073062+0.00073279i,0.00042331+0.0011502i,0.0013817+0.00098347i,0.0012971+0.00069751i,0.0011979+0.0013227i,0.0013726+0.001936i,0.00075863+0.0012455i,-0.0002769+0.0008647i
0.0016167-0.0016697i,-0.00099151-0.0020081i,-0.00069481-0.00291i,0.00080774-0.0023801i,0.00016295-0.0016382i,-0.0019802-0.00066612i,-0.0017409-0.001146i,0.0009246-0.0021514i,0.0038919-0.0023732i,0.0044499-0.0037065i,0.0025249-0.0040868i,-4.6349e-05-0.001827i,-0.00092897+0.00052573i,-0.00094401+0.00098942i,-0.00075853+0.00025697i,-0.0011125-0.00020511i,-0.0017885+0.00028778i,-0.0013544+0.0013352i,-0.00038368+0.00094335i,0.00017163-0.00013393i,-0.00010193+0.00029023i,2.2977e-05+0.00082651i,0.00051751+0.0010068i
0.00097215-0.0016282i,-2.7389e-05+0.001183i,-0.00085239+0.0026105i,-0.0011365+0.0028313i,-0.0010014+0.00192i,-0.0012919+0.00071766i,-6.0739e-05-0.00031816i,0.0017145-0.0011934i,0.0017609-0.0038554i,-0.00022563-0.0051207i,-0.0013978-0.0034791i,-0.00071989-0.0019846i,-0.0012095-0.0012971i,-0.0024923-0.00075058i,-0.0018563+0.00035232i,-0.00036231-9.8044e-07i,0.00022412-0.0015358i,-0.00019774-0.0014981i,-0.00098092-0.00073765i,-0.00071094-0.00093526i,-0.00027037-0.00037717i,-0.00038579+0.00010084i,-0.00098388+0.0002079i
0.00021647+0.00028898i,-0.0008311+0.00050111i,0.00029978-9.48e-05i,0.00021772-0.0030551i,-0.00035968-0.0049886i,-0.00077169-0.0028311i,-0.00072343-0.00065248i,-0.0013614-0.0006897i,-0.0031353-0.0010939i,-0.0043429-0.00019273i,-0.0032199+0.00070416i,-0.0011631+0.00047526i,0.00070051+0.0001818i,0.00083641+0.00046127i,-0.00034035+0.0010394i,0.00026137+0.0010672i,0.0016888+0.00044593i,0.0021295-0.00047132i,0.00096688-0.00094349i,-0.00021367-0.00089692i,-0.00030041-0.00099739i,-3.0943e-05-0.0011702i,0.00023247-0.0013472i
0.001371-0.0020053i,-0.0013975-0.0018711i,-0.0018803-0.0024908i,-0.001388-0.0024223i,-0.0010452-0.0026245i,-0.00091254-0.0029691i,-0.0013774-0.0027056i,-0.0022847-0.0024328i,-0.0027879-0.0015567i,-0.0019593+0.00055257i,-0.0006565+0.0013202i,-0.00081231+0.00093768i,-0.00086349+0.002489i,-8.1894e-05+0.0031675i,2.6463e-05+0.0011148i,-0.00064084-0.00025836i,9.129e-05-3.8246e-05i,0.00097598+0.00043176i,0.00084282-3.4259e-05i,0.0013356-0.00030058i,0.0011872-2.2872e-05i,0.00080319+0.00021436i,0.00079419+8.1148e-05i
0.0029178+0.00012802i,0.003366+0.00047209i,0.002914-0.00046766i,0.0022425-0.0025714i,0.00098841-0.0034022i,-0.0010073-0.0027733i,-0.001244-0.0017814i,8.4409e-05-0.0005621i,0.0011611+0.0011005i,0.0018965+0.0019973i,0.0014969+0.0006182i,8.4959e-05-0.0015818i,-0.0011984-0.0024815i,-0.001055-0.0023814i,0.00063757-0.0023992i,0.0002549-0.0020211i,-0.0015649-0.0020518i,-0.0011134-0.0015973i,0.00020884-9.5397e-05i,0.00062817+0.00049204i,0.00092328+0.0011487i,0.00097157+0.0019614i,0.00056476+0.0014806i
-0.00069844+0.0030125i,-0.00082185+0.0026622i,0.00054459+0.003136i,0.0012366+0.0019984i,0.00065889+0.00024595i,-0.00033266-0.00067986i,-0.00040294-0.00074199i,6.6162e-05+0.00080863i,0.00122+0.0014495i,0.0012437-9.6161e-05i,-0.0006243-0.00080396i,-0.0012846-0.00030144i,-0.00061565-0.0015486i,-0.00024725-0.0022778i,-3.9549e-05-0.0010236i,3.0266e-06+6.3028e-05i,-0.00018675+0.00044893i,0.0007606+0.00024688i,0.001201-3.3086e-05i,0.0007723-0.00040902i,-9.1279e-05-0.00036073i,-0.00095641-0.00040088i,-0.0010737-0.00057875i
-0.0041039+0.00065193i,-0.0040016+0.0028035i,-0.003885+0.0038342i,-0.0023794+0.00089526i,-0.00055075-0.0026559i,-0.00013765-0.0027767i,-0.00095828-0.0011033i,-0.0020926-0.00017396i,-0.0012456+2.5833e-05i,0.00045607+0.00012055i,0.00090115-0.00067894i,0.001157-0.00064276i,0.0010237+0.00075371i,0.00055986+0.0019422i,0.00024592+0.0021523i,-0.00057236+0.0020667i,-0.0011245+0.0020985i,-0.0010575+0.0018838i,-0.0008409+0.0017088i,-0.00038084+0.00063335i,0.00049642-0.00038576i,0.001078-0.00021591i,0.0016328-9.3984e-05i
0.00045067-0.00018934i,-0.00022771-0.00089809i,0.00056913-0.0033917i,0.0014368-0.0036103i,0.0014667-0.002436i,0.00032358-0.0015508i,-0.00044181-0.0024825i,0.00040419-0.0031548i,0.0020277-0.0014304i,0.0024315-1.8916e-05i,0.0017758+0.00025055i,0.0015338+0.0010193i,0.00036337+0.0013187i,-0.0015812+0.0012415i,-0.0013881+0.00078878i,-0.0008573+0.00011939i,-0.00039364+0.00026473i,0.00020986+0.00023885i,5.2725e-05-0.00052654i,-0.0002747-0.0011646i,-0.00056649-0.00099431i,-0.0005342-0.0011203i,6.8074e-05-0.001002i
-0.0012035+0.0024121i,0.00025405+0.0030061i,0.001288+0.0044679i,0.0022365+0.004141i,0.0022772+0.0014325i,0.00089947-0.0019728i,0.00019041-0.0030496i,0.00082416-0.002072i,0.00099848-0.0010613i,0.00057201+0.00039506i,0.00066551+0.0013967i,0.00037843+0.00053844i,0.00030047-0.0014205i,0.00087063-0.0022969i,0.0013931-0.0021354i,0.0020962-0.0014317i,0.0024714-0.0016343i,0.0022482-0.0021156i,0.0017361-0.00065879i,0.0015912+0.00025635i,0.0017034+0.00027111i,0.0007374-0.00025227i,-0.00013445-0.00080092i
-0.001473+0.0013112i,-0.0035362+0.0038027i,-0.0033905+0.0040702i,-0.0014651+0.0023185i,0.00043203+0.0011006i,0.001302+0.00063304i,0.0014151-0.00017955i,0.00064155-0.00029675i,-0.00058472+6.6457e-05i,-0.00086644-0.0002736i,-0.00049098-0.0012408i,0.000409-0.0019742i,0.0015266-0.00082779i,0.0021571+3.9449e-06i,0.0014943-0.00040949i,0.0013635-0.00041864i,0.00086588+6.5799e-05i,-4.7699e-05+0.00043669i,-0.00014614+0.0011252i,-0.00043006+0.0013333i,-0.00083567+0.00050522i,-0.00039216-0.00048339i,0.00053215-0.001023i
0.00031145+0.00095419i,-0.00069098-3.4966e-05i,-0.00034158-0.0017384i,2.5623e-06-0.0040591i,0.00013137-0.0045562i,-0.00097956-0.0032677i,-0.0022084-0.0030116i,-0.0038692-0.003029i,-0.0053802-0.002367i,-0.004093-0.002057i,-0.0014902-0.0013983i,-0.00050321-0.00058877i,-0.0022957+0.00047974i,-0.0030838+0.0012201i,-0.0019757-0.00026525i,-0.001629-0.00080743i,-0.0028244+0.00016743i,-0.0031914-0.00036608i,-0.0018133-0.00080806i,-0.00078483-0.0005763i,-0.00076361-0.0006685i,-0.00036978-0.00047274i,0.00033603+0.00021563i
-0.0015413-0.00037347i,-0.00042693+0.00037213i,0.0014239+0.00051586i,0.0034282+0.00051991i,0.0031257-0.00076165i,0.0013106-0.0023957i,-0.00051607-0.0021557i,-0.0014805-0.00055847i,-0.0010755+0.002694i,-0.00038383+0.0051556i,9.8711e-06+0.0039776i,0.00020391+0.0015908i,-0.00029608-0.00066532i,-0.001771-0.0018092i,-0.0023751-0.0013246i,-0.0021917-0.00078629i,-0.0016074-0.00081888i,-6.2707e-05-0.0011082i,0.00096667-0.001455i,0.00080374-0.0014519i,0.0007165-0.0011219i,0.00088645-0.00056641i,0.00024374-0.00035285i
0.00044266+0.0023088i,3.3e-05+0.0034274i,0.00076743+0.0046822i,0.00093097+0.0033566i,-0.00037119+3.0217e-05i,-0.00054615-0.0018955i,0.00049141-0.00079681i,0.0021128+0.0019769i,0.0031971+0.004185i,0.0027152+0.0037268i,0.0018974+0.0015837i,0.0020658+0.00044033i,0.0030697+0.00040432i,0.0028856+0.00053222i,0.0017926+0.00032439i,0.0014115+0.00070826i,0.0014843+0.00087788i,0.0017431+0.001268i,0.0017547+0.0016763i,0.0015484+0.0011334i,0.00073503+0.0010537i,-0.00046986+0.00065791i,-0.0001563+0.00028864i
