-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
-0.000122-0.0018295i,-0.00058513-0.00049283i,-0.00021219+0.00012529i,-1.0261e-05-0.00070445i,-0.0001964-0.0011834i,-0.00025609-0.0012257i,-7.7594e-05-0.0015132i,0.00048085-0.0011372i,0.0011828-0.00059674i,0.0011159+0.00014524i,0.00062957+0.00070023i,0.00032203+0.00067641i,5.8394e-05+1.3363e-05i,-0.00022144+0.00027985i,-0.0005591+0.0011206i,-0.00046424+0.00069233i,-0.00046371+0.00052124i,-0.0010094+0.00040967i,-0.00094769+0.00015998i,-0.00067528+0.00031682i,-0.0004634+6.5378e-05i,-0.00026884-0.00014028i,-4.3876e-05-0.00030998i
0.0014917-0.00034143i,-0.00023394+0.0009642i,-0.00051024+0.0011547i,-0.00029225+1.9989e-05i,-3.8362e-05-0.00055738i,0.0002385+0.00014943i,2.3394e-05+2.9994e-05i,0.00074921-0.00023485i,0.0011238+0.00026876i,0.0004247+0.00045445i,3.0508e-05-0.00028363i,0.00036832-0.00078958i,0.00067517-0.00056113i,0.00038944-0.00086642i,0.00034898-0.0010618i,-3.9642e-05-0.00083982i,0.00022017-0.00086264i,0.00068836-0.00099543i,0.00030196-0.00035736i,0.00027957+0.00020755i,0.00053885-7.421e-07i,0.00026316-0.00020867i,-0.00045065+0.00076621i
-0.0014777+0.0013129i,-0.0012757+0.0011299i,-0.00019992+0.0017837i,0.0002308+0.00066819i,-0.00038201-0.00083543i,-0.0010259-0.0018053i,-0.00062009-0.0021918i,-0.00036237-0.0017735i,-0.00083622-0.00038709i,-0.00050899+0.00065394i,0.00041903+0.0002162i,0.0014607-0.00071391i,0.0015029-0.0013886i,0.0014858-0.00054041i,0.0017019+1.6887e-05i,0.00080071+8.5145e-05i,2.5427e-05-0.00031018i,0.0002015-0.0012234i,0.00022711-0.0011741i,5.0815e-05-0.00018927i,-4.604e-05+0.0002846i,7.7951e-05+0.00062437i,0.0006754+0.0010983i
0.0022933+0.00050638i,0.002213+0.00013856i,0.0023168-0.0014505i,0.0018522-0.002105i,0.0017594-0.0022879i,0.0010146-0.0014312i,-0.0002587-0.00066964i,-0.0013947-0.00084688i,-0.0014898-0.00071656i,-0.00059546-0.00081231i,-8.814e-05-0.00069106i,-0.00031208+0.00022869i,-0.00039406+0.00089702i,-0.00030497+0.00082058i,-0.00010866+0.00018427i,-0.00032595-0.00078602i,-0.00062813-0.00087519i,-8.0657e-05-0.00054679i,0.00057272-0.00039361i,0.00013769-0.0003128i,-0.001045-0.00087019i,-0.00094737-0.0008745i,-0.00055819-0.00063305i
-0.0024424-0.00028501i,-0.0019285+0.0010943i,-0.0020638+0.0023102i,-0.0013101+0.0023936i,-0.00056607+0.0012778i,-0.00059434+0.00096843i,-0.0010372+0.00051185i,-0.0012764+0.00011683i,-0.001322+0.00080022i,-0.00075565+0.00083416i,0.00011927+0.00058425i,-2.3804e-05+0.001167i,-0.00085845+0.0012753i,-0.0012405+0.0008967i,-0.00070554+0.00037891i,0.00030404-0.00018395i,0.00036797-0.00060576i,-0.00079704-0.00035717i,-0.00087229+0.00023792i,-0.00018103+4.3929e-06i,0.00060766-0.0005698i,0.0010911-0.00076181i,0.0015248-0.00079208i
-0.001193+1.1407e-05i,-3.4977e-05+0.00094808i,0.0013185+0.00063433i,0.0008851-0.0010184i,-0.00046673-0.002188i,-0.0013512-0.0026607i,-0.0013318-0.0022212i,-0.00040679-0.00078122i,0.00038494+0.00039464i,0.00083316+0.00096942i,0.00061409+0.001003i,-0.00026782+0.00048448i,-0.00047268-0.00083113i,3.5114e-05-0.0015943i,0.00072738-0.00085095i,0.0012595+0.00012493i,0.0013708+0.00047504i,0.00083562+0.00023575i,-6.1616e-05+0.00021046i,-0.00015137+0.00066021i,0.00018161+0.00098879i,-5.4469e-05+0.0010153i,-5.9356e-05+0.00070971i
0.00058437-0.0011533i,0.0006245-7.5653e-05i,0.00055314-0.00032012i,0.0005781-0.00057591i,0.00025-0.0012945i,0.000573-0.0012259i,0.0012738-0.0004274i,0.0010327-0.00049367i,0.0002384-0.00029381i,-5.9088e-06+0.00037876i,0.0007456+0.00051507i,0.001136+0.00038653i,0.0010368-0.00013785i,0.0010494+0.00013088i,0.0012753+0.00059522i,0.0010251+0.00098863i,0.00063243+0.0015482i,6.8881e-05+0.0016185i,-0.00019179+0.00087202i,9.2134e-05-0.00019395i,0.00021859-4.3731e-05i,-8.1991e-05+0.00041124i,-0.00045948+8.743e-05i
-0.0025853+0.0026321i,-0.0021035+0.0026987i,-0.00035374+0.0027873i,0.0018455+0.00075692i,0.0026247-0.00086817i,0.0016157-0.00060561i,-3.3514e-05-0.00029526i,-0.0010474-0.00027528i,-0.00072535-0.00087412i,-0.00013641-0.0016986i,0.00056798-0.0015259i,0.0010336-0.00045599i,0.00014108+0.00066908i,-0.00064814+0.0011214i,-0.00052416+0.00061272i,-0.00032748-0.00062215i,-0.00012747-0.0010005i,2.5447e-05-3.0781e-05i,-4.4289e-05+0.00049751i,0.0001912-0.00022556i,0.00065157-0.00091698i,0.00052426-0.0010954i,0.00034801-0.00047414i
-0.00038282+0.00062699i,-0.00021255+0.001188i,3.159e-05+0.001444i,0.0002563+0.00014695i,-0.00056506-0.0024147i,-0.001723-0.0034907i,-0.0024088-0.0020019i,-0.0023205-0.00037808i,-0.0017518-0.00043407i,-0.00078259-0.0012781i,-0.00018424-0.00079282i,-5.4642e-06-0.0004992i,0.00019102-0.00038449i,-0.00051538-0.0002615i,-0.00034111-0.0002258i,-2.6691e-05-0.00025646i,-0.00057594-0.00095451i,-0.00068238-0.0011517i,0.00069797-0.0005927i,0.0015506-2.6907e-05i,0.0010256+0.00056435i,0.0010299+0.00062417i,0.0013143-0.00030877i
-0.00055233-0.00081864i,-0.00095921+0.0013856i,-0.0017941+0.00011518i,-0.0021013-0.00089489i,-0.0014415-0.0010068i,-0.00045897-0.000505i,-0.001129-0.00028629i,-0.0020611-0.00057653i,-0.0017678-0.00075806i,-0.0009307-0.00039725i,-0.0004126+0.00042743i,-0.00033476+0.00053095i,-0.00038618+0.00029987i,-0.00027612-9.0744e-06i,0.00044006+4.931e-05i,0.0003862+0.00013578i,-0.00019585-4.3077e-05i,-0.00024154-0.00024411i,-4.7927e-05-8.8854e-05i,-0.00021483+0.00054571i,-0.00079578+0.0012692i,-0.00075642+0.0013613i,-5.1097e-05+0.00023605i
-0.0010839+0.0018873i,0.00015381+0.0014907i,0.0017807+0.0025651i,0.0014921+0.0021961i,0.0014636-0.0004419i,0.001827-0.0019842i,0.00086325-0.0012189i,-0.00024786+0.00050541i,-0.00068164+0.0021447i,-0.00075664+0.0026365i,-0.00048462+0.001641i,0.00049956+0.00086475i,0.0013193+0.00059603i,0.00070504+0.0003789i,-0.00014812+0.0010179i,5.6766e-05+0.0012841i,-0.00048593+0.0011755i,-0.00092675+0.001104i,-0.00069827+0.00071949i,-0.00091031-7.7897e-05i,-0.00066745-0.0010297i,-0.00016309-0.00049541i,0.00014952-0.0006775i
0.0026555+0.0017746i,0.001528+0.0018144i,0.0007608+0.00082546i,0.00046809-0.0027344i,-0.00052205-0.0041532i,-0.0016792-0.0028404i,-0.0015743-0.00081981i,-0.00034157+0.0011579i,0.0011371+0.0012355i,0.0019842-0.00028229i,0.0013928-0.0010506i,-0.00014507-0.00073971i,-0.0013509-7.6274e-05i,-0.0023417+0.00017609i,-0.0024675-0.00025998i,-0.0014768-0.00102i,-0.00031814-0.0013251i,0.00052164-0.0010003i,0.00081265-0.00068964i,0.00054344-0.00042861i,0.00059173-9.2944e-05i,0.00082478-0.00016059i,0.00054077-0.00019555i
0.0014009+0.0015233i,0.0014196+0.00088081i,0.0020535-7.0281e-05i,0.0011769-0.0014505i,0.00045035-0.0023247i,3.6535e-05-0.0022634i,-0.00042369-0.0015548i,-0.00031591-0.00046345i,-8.5852e-05-0.00021065i,6.3103e-05-0.00044502i,0.00053289-0.00058174i,0.00091539-0.00063616i,0.00045669-0.00087494i,0.00019264-0.0012751i,0.0005153-0.0015421i,0.00073872-0.00085585i,0.0002739+0.00037008i,0.00011165+0.00082303i,0.00025811+0.00072774i,0.00037125+0.00098945i,9.2015e-05+0.00042236i,-7.3185e-05-0.00033217i,-0.00016774+4.5402e-05i
-0.0028435-0.0011009i,-0.0023678+0.0004357i,-0.0011771+0.0020059i,-0.00014158+0.0022107i,-6.042e-05+0.001102i,0.00033282-0.00029086i,0.00043778-0.00090672i,-0.00033136-0.0013907i,-0.00079528-0.001456i,-0.00035803-0.000769i,5.3574e-05-0.00042622i,0.00035853-0.00062502i,0.00071237-0.00098906i,0.00096979-0.0002236i,0.00074473+0.00023358i,9.4038e-05-0.00039649i,-0.00052071+5.7441e-05i,-0.00026056+0.00053926i,0.00038049+0.00032924i,4.2061e-06+0.00031501i,-0.0007041+0.00050057i,-0.00040575+0.0006223i,0.00053001+0.00020214i
0.0010816+0.00092239i,0.00014039+0.0014294i,-0.0011897+0.00019222i,-0.00051081-0.0018903i,-0.00032955-0.0027792i,-0.0015016-0.0023799i,-0.0014738-0.00093134i,-0.00084654+0.00010278i,-0.00054761+0.00033197i,-0.00031229-0.00030212i,-0.00067258-0.00020381i,-0.00098136+0.0007346i,-0.0008406+0.00084438i,-0.0011523+2.353e-05i,-0.0011869-0.0005967i,-0.00078169-0.00011472i,-0.00036264-0.00038448i,-3.1274e-06-0.00048145i,-0.00012123-0.00016504i,-0.00061278+0.00062671i,-0.00038407+0.0018704i,-0.00012394+0.0019521i,-0.00084727+0.00084885i
-0.0014981-8.7447e-05i,-0.00062417+0.0004485i,0.00087012-0.00021065i,0.00095356-0.00037915i,0.00077034-0.00072033i,0.00088856-0.0011947i,0.0011623-0.0016399i,-3.6417e-05-0.0012641i,-0.0010124-3.466e-05i,-0.00050593+0.001206i,0.00033476+0.0021084i,6.8323e-05+0.0011498i,-0.00016577-0.00051048i,9.5027e-05-0.0015992i,0.0004675-0.0016268i,0.00091101-0.00075774i,0.0013176-0.00040209i,0.00070975-0.00036452i,0.0001863-0.00089289i,-0.00019837-0.0005055i,-0.00014919+0.0002201i,0.00050145+0.00036967i,0.00021367+0.00013197i
0.00026539-0.0019992i,0.00066063-0.00044397i,3.1878e-05+4.7804e-06i,-0.00030661-0.00014221i,-0.00047582-0.00014114i,-0.00076628-0.00012102i,-0.00079664-0.000668i,-0.00047049-0.00089026i,0.00048237-0.00027227i,0.001341+0.0005228i,0.001363+0.0011664i,0.001247+0.0016273i,0.0014765+0.00098642i,0.0019495-3.6754e-06i,0.0019112+0.00047831i,0.0013854+0.00085383i,0.00042439+0.00061543i,0.00030356+0.00011053i,0.00038559+0.00047594i,-6.3306e-05+0.0013413i,9.1991e-05+0.00081824i,0.00035444-9.5791e-05i,-3.0023e-05+0.00071488i
-0.0015464+0.00080166i,-0.0013655+0.0025499i,-0.00084978+0.0039316i,0.00084595+0.0030135i,0.0016927+0.00043112i,0.00031243-0.0022017i,-0.0012897-0.002383i,-0.0012724-0.0012881i,6.7667e-05-0.00084133i,0.0020908-0.00059206i,0.0028401-0.0009161i,0.0016321-0.0005583i,-0.00018023+4.1953e-05i,-0.00062548+0.00045753i,-5.7951e-05+0.00050976i,-0.00034196-0.00048584i,-0.00088377-0.00069693i,-0.001251+0.00019299i,-0.00093488+0.000597i,-0.00033655+0.00037911i,-0.00022822-1.2496e-05i,-0.00030628+5.7654e-05i,0.00025505+0.00076061i
-0.0002947+0.0012441i,-0.0006794-0.00042614i,0.00095777-0.00096289i,0.0021511-0.001587i,0.002089-0.0019257i,0.0003501-0.0005611i,-0.0011551+0.00021057i,-0.00095593+0.00033805i,-0.0005627-0.00068747i,-0.00092263-0.0018207i,-0.00062232-0.0018182i,1.9545e-05-0.0015006i,0.00026256-0.00098879i,0.00018795-0.00053399i,-0.00043837-0.00055341i,-0.0005009-0.00054926i,0.00011976-0.00057478i,0.00057843-0.0014538i,0.00096929-0.0024465i,0.00093032-0.0012627i,0.0003387-0.00022589i,-8.8686e-05-0.00059679i,-0.00015154-0.00039255i
-0.0014445+0.0008771i,0.00097157+0.0017847i,0.0023318+0.0034778i,0.0028378+0.0034506i,0.0020616+0.0012409i,0.0014609-0.00017174i,0.00046979+0.00021063i,-0.0013823+0.0014872i,-0.002427+0.002043i,-0.0016789+0.0012315i,-0.0012804-0.00013172i,-0.00050535-0.00051401i,0.00071429-2.631e-05i,0.0010494-0.00077685i,0.00084855-0.00095709i,0.0014686-0.00018086i,0.0017264+0.00033786i,0.0014786+0.00059208i,0.00093242+0.00044903i,-4.3164e-05-0.00022339i,1.3593e-05-0.00043378i,0.00051984-0.00027268i,0.00027215-0.0002862i
-0.001485-0.00059981i,-0.0021994+0.001065i,-0.0032142+0.0020119i,-0.0027812+0.0016879i,-0.0023322+5.289e-05i,-0.0017003-0.00067299i,-0.0012665-0.00075306i,-0.00072133-0.00074696i,-0.00055327+0.00035959i,-0.0013228+0.0013156i,-0.001697+0.0015779i,-0.0014388+0.0018559i,-0.0011081+0.0016357i,-0.00061215+0.0014047i,-0.00039069+0.0015786i,-0.00020052+0.0015682i,-0.00024082+0.0014373i,-0.00034983+0.0010156i,-0.00025136+0.00048754i,2.5819e-05+0.00013661i,3.9132e-05+1.7775e-05i,-0.00077707-0.00021569i,-0.00040602-0.00046251i
-0.001706-0.0023469i,-0.002602-0.0026536i,-0.001928-0.0035046i,-9.8325e-05-0.0026912i,0.00049114-0.0020058i,-0.00049708-0.0017178i,-0.00083198-0.0007559i,-0.00016363-0.00018728i,0.00064832+1.3735e-05i,0.00081482+0.0010613i,0.00071077+0.0017996i,0.00017657+0.0012713i,-0.0004661+0.00027818i,-0.00077994-0.00026328i,-0.00091783-0.00031625i,-0.0011754-0.00045595i,-0.00056829-0.0008826i,-0.00038914-0.00081895i,-0.00061861-0.00038267i,-0.00023836-0.00028738i,0.00049252-0.00078072i,0.00023532-0.00060312i,6.3893e-06-0.00018474i
0.0012816+0.0022919i,0.0036696+0.0027494i,0.0053575+0.002794i,0.0037859+0.0001909i,0.0016968-0.0023381i,0.00025003-0.0025189i,-0.00093784-0.0014107i,-0.00078204-0.00016963i,0.00050121-7.8343e-05i,0.001869-0.00081281i,0.002253-0.0012914i,0.0018038-0.0013144i,0.0014618-0.00090014i,0.0015135-0.00078102i,0.0018754-0.00085831i,0.0016839-0.0005406i,0.00095339-0.00049151i,0.00065991-0.00094132i,0.00068195-0.0009507i,0.00048494-0.0004351i,-9.9282e-05-0.00019361i,-0.00050666-0.00032461i,-0.00059433-0.00015172i
0.00016345+0.00086165i,-0.0013102+0.0025437i,-0.0020169+0.0029228i,-0.0011269+0.0016035i,-0.00086062-0.00038221i,-0.0007583-0.0013689i,-0.00040577-0.00095353i,-0.00081515-0.00062408i,-0.0010345-0.00030889i,-0.00078521-0.00088175i,-0.00061746-0.0017435i,-0.00036854-0.0013352i,0.00014098-0.00078712i,0.00037411-0.0012232i,0.00089913-0.0013086i,0.0010741+8.8045e-05i,0.00070231+0.00036662i,4.4858e-05-5.5613e-05i,-5.5398e-05-6.1594e-05i,0.00093369-0.00041913i,0.0013598-8.2282e-05i,0.00036549+0.00037542i,-3.5841e-05+0.00017608i
-0.0012919-0.00042499i,-0.002913-0.0011496i,-0.0028611-0.001647i,-0.0016786-0.0014065i,-4.0129e-05-0.0016522i,0.0003554-0.0017353i,-0.00020392-0.0013635i,-0.00027719+5.1216e-05i,-0.0010899+0.00072915i,-0.0028246+0.00036405i,-0.0035017-0.00030901i,-0.0028982-0.00056495i,-0.0012061+0.00012999i,-0.0010774+0.00075188i,-0.0018312+0.0005782i,-0.0015262-0.00026373i,-0.0016764-0.0007136i,-0.0018713-0.00016109i,-0.00095746-0.00027896i,-0.00020113-6.6199e-05i,0.00028041+0.00068061i,0.00082948-0.00025023i,-0.0001206-0.00065177i
0.0027234+0.00062379i,0.0031518-5.1477e-05i,0.0043964-0.00077638i,0.004002-0.0026541i,0.0012911-0.0036188i,-0.00082683-0.0028758i,-0.001158-0.0017788i,7.8243e-05-8.6863e-05i,0.0010521+0.0019027i,0.00074401+0.002509i,0.00013957+0.0015339i,9.5664e-05+0.00091322i,-0.00024694+0.00054033i,-0.0010074-0.00092381i,-0.00065026-0.00063946i,-0.00031994+9.1073e-05i,0.00013778-0.00058721i,0.00050873-0.0010239i,-0.00020461-0.0016744i,-6.8206e-05-0.0018919i,0.0004285-0.0013509i,0.00048382-0.00052686i,9.5962e-05+0.00038223i
-0.00042247-0.00075802i,-0.0014662+0.0020801i,-0.0028311+0.002074i,-0.0026763+0.00065016i,-0.0018421-0.00080562i,-0.0013618-0.0017587i,-0.00044905-0.0016998i,0.0010859-0.0013794i,0.0012707-0.0010492i,0.00070985+0.00072853i,0.0015425+0.0020796i,0.0014031+0.0024179i,0.00050685+0.0020622i,0.00059345+0.0015768i,0.00054313+0.0015189i,0.00026864+0.0014483i,0.00036064+0.0010333i,0.0009151+0.00072803i,0.00057714+0.00045314i,0.00057126+0.00041155i,0.00041761+0.00059028i,0.00023348+0.00093679i,6.9705e-05+0.00062217i
-0.0025624-0.00072564i,-0.0030511-0.00015968i,-0.0027487-0.00014633i,-0.0014709+0.00033846i,-0.00046241+0.00045705i,-0.00052752-9.653e-05i,-0.0012742-0.00056824i,-0.0018069-0.00085923i,-0.00061814-0.00022377i,0.0013917-0.00052249i,0.0019375-0.0010063i,0.00079216-0.00088403i,-0.00038646-0.00045945i,-0.00017014-0.0002717i,0.00039312-0.00026593i,6.8153e-05-0.000153i,-0.00036041-0.00046293i,-0.0002529+0.00030697i,-0.00023509+0.0017673i,-2.3472e-05+0.0014852i,-0.00020363+0.00099595i,-0.00069089+0.00047597i,-0.00074639+0.00025905i
0.0023793+0.0012889i,0.0021519+0.0011264i,0.002363+0.00054262i,0.0023262-0.00095528i,0.0012114-0.0025612i,0.00037385-0.0028128i,-0.0010719-0.0018294i,-0.0021783-0.0010112i,-0.0017189-0.00062668i,-0.00078152-0.0017534i,-0.00032547-0.0034375i,-0.00013116-0.0031549i,-0.00035933-0.0013001i,-0.00047884-0.0004768i,-0.00021924-0.00075102i,0.00032473-0.0014491i,0.00017677-0.00083789i,-0.00047246+0.00019453i,-0.00023122+0.00021219i,-4.8897e-06+0.00067394i,-0.00031175+0.00096455i,-0.00068995+0.001056i,-9.6037e-06+0.00028243i
5.2957e-05+0.002289i,0.0008178+0.0034833i,0.0018718+0.0037696i,0.0022472+0.0017493i,0.0011549-0.00093274i,0.0002506-0.0013428i,0.00093372-0.0010424i,0.00073146+0.00023986i,-0.00090509+0.0013087i,-0.0018819+0.00097974i,-0.0020894-5.1094e-05i,-0.0014239-0.00051901i,-0.00038511-0.00019796i,-0.00025442-0.00050852i,-0.00033417-0.0010288i,0.00048208-0.0011092i,0.0010667-0.00023898i,0.00071725+0.00090639i,-5.4584e-05+0.00053033i,-5.8756e-05-0.00035201i,0.00067391+1.8861e-05i,0.001856+0.00022552i,0.0014825-0.00037681i
-0.0028031-0.00053428i,-0.0032463+0.00011131i,-0.0030243+0.00072762i,-0.00086744+0.00011795i,-7.1763e-05-0.0016823i,-0.00097316-0.0027983i,-0.0010611-0.0017726i,-0.00025376-0.00044143i,0.00099696+0.00077797i,0.00099387+0.0022411i,-0.00044127+0.0029763i,-0.001415+0.0022748i,-0.0013205+0.00015048i,-0.00084047-0.00087109i,-0.00017644-2.2653e-05i,-0.0001757+0.00036441i,-0.00083658+0.00014793i,-0.00032925-0.00016795i,0.0010965-0.00010964i,0.0014516+0.00040785i,0.00076667+0.00034662i,0.00053179+0.00020885i,0.00095272-4.7485e-05i
0.00037646-0.0034206i,6.0055e-05-0.0020896i,-0.00056494-0.0015356i,-0.0014691-0.0019775i,-0.0019844-0.00077254i,-0.0016453+0.00064021i,-0.0013879-0.0003136i,-0.00056375-0.0014905i,0.00069081-0.0015506i,0.0013355-0.00039148i,0.00093097+0.0010822i,-0.00030792+0.0014136i,-0.00087876+0.00066747i,-0.00020683+0.0010031i,-7.9743e-05+0.0014565i,0.00044151+0.0010026i,0.00038517+0.00062539i,-0.00029737+0.00035923i,-0.00050248+0.00048476i,-0.00016948+0.00031089i,-6.7942e-05+0.00026016i,-0.00039591+0.00069869i,-0.0004447+0.0011498i
4.1175e-06+0.0018106i,0.00070682+0.0018878i,0.0013039+0.0021619i,0.0013265+0.0011625i,0.00073485-1.5649e-05i,-0.00010206-0.00081478i,-0.00065242-0.0015439i,-0.0012018-0.001392i,-0.0009987-0.0011851i,0.00053093-0.001254i,0.0021474-0.0014405i,0.0020003-0.0010873i,0.00091727-0.0005446i,0.0003162-0.00017023i,0.0001903+0.0001707i,5.4686e-05+6.7702e-05i,0.00048093-6.1723e-05i,0.0003315+1.3174e-05i,-0.00035669-0.00034268i,6.777e-05-0.00082041i,0.00073356-0.0012842i,0.0010339-0.00081302i,0.00030935-0.0004328i
0.001378+9.2015e-05i,6.6734e-05+0.0005643i,0.00016038+0.00087804i,0.00078875+0.00012466i,0.00019329-0.00052849i,-0.00079485-0.0012884i,-0.0011329-0.001609i,-0.0016953-0.00015829i,-0.0016492+0.0011765i,-0.00081424+0.0010095i,-0.00045459-0.00036723i,-0.00074945-0.00050302i,-0.001447-0.00017132i,-0.0014415-0.0014928i,-0.0011181-0.0022349i,-0.0011495-0.001622i,-0.00086109-0.0012155i,-0.00036032-0.0011139i,6.6177e-05-0.0001126i,0.00031986+0.00059289i,0.00023638+0.00044902i,0.00046355+0.00027159i,-0.0001623-0.00020144i
0.00016491-0.0011911i,1.7201e-05-0.0011338i,-0.0006291-0.00039619i,-9.3036e-05-0.0012404i,-0.00015229-0.0027741i,-0.00094156-0.0021949i,-0.0014414-0.00094943i,-0.0011658-0.0004119i,-0.00049168-7.5736e-05i,-0.00081659-0.00021385i,-0.0014537-0.00036914i,-0.0013822+9.836e-06i,-0.00070016+0.00029339i,0.00013729-4.4374e-05i,-0.00013275-0.00036546i,-0.00040234-0.00081033i,-0.00054327-0.0009322i,-0.00014646-0.00035916i,0.00025976-0.00027844i,0.00034579-0.0004035i,0.00019294-0.00043618i,1.5186e-05+8.4372e-05i,0.0003506+0.0012712i
-0.00048466+0.0045513i,-0.0007505+0.0042492i,-0.00028714+0.0031502i,0.0014493+0.00085701i,0.0014983-0.00096759i,0.00017212-0.0018119i,-0.0011787-0.001754i,-0.0010553-0.0003185i,0.00011538+0.0011994i,0.0011424+0.0012926i,0.0012368-3.9538e-06i,0.00070341-0.0001784i,0.00069198+0.00076628i,0.00078593+0.0004528i,-7.0086e-05-5.2183e-05i,-0.00091762-0.00044698i,-0.0012782+0.00022372i,-0.0010966+0.00075422i,-0.00081614-1.7827e-05i,-0.00025649+2.5349e-05i,0.00010668+0.00059917i,-1.7007e-06+0.00060832i,0.00037378+8.0427e-05i
-0.0024992-0.0026383i,-0.0020182-0.0014201i,-0.0016511-0.00031312i,-0.0012782-0.00071375i,-0.00076043-0.00063618i,-0.0012012-0.00014158i,-0.00095283-0.00069569i,-0.00010079-0.0011932i,0.00049256-0.0012871i,0.00066017-0.00052747i,0.00060899+0.00052971i,0.00082311+0.0011913i,0.0008472+0.0014904i,0.00050461+0.0012304i,0.00030696+0.00093782i,-0.00015653+0.00096671i,-0.00115+0.0005838i,-0.001193-0.00054517i,-0.00039058-0.00098955i,-4.1961e-05+1.5825e-05i,-2.8727e-05-0.00019639i,-9.3015e-05-0.0012059i,-0.00011457-0.0011966i
0.0016472+0.0013244i,0.0019471+0.0012701i,0.0028577+0.0012223i,0.0031391+0.00021951i,0.00136-0.00096585i,0.00014269-0.0017761i,-0.00010861-0.0016873i,-0.001162-0.001572i,-0.0013651-0.0012307i,-0.0011257-0.0009573i,-0.00034795-0.00056754i,-0.0001702-0.00080636i,7.5711e-05-0.00058006i,0.00059227-0.00048917i,0.0010905-0.00043658i,0.0014683+0.00020842i,0.0012526-0.00027887i,0.00090118-0.00072396i,7.6031e-05+0.00054103i,-0.00030729+0.00045675i,7.4557e-05-0.00046833i,0.00021906-0.00050817i,0.00055157-0.00018035i
0.00014775+0.0027748i,-0.00067734+0.002746i,0.00035009+0.0011455i,0.00098728-0.0016318i,0.00059024-0.0036625i,-0.00058754-0.003519i,-0.0012944-0.0020483i,-0.0014548-0.00057405i,-0.0015471+0.00015148i,-0.00061421+0.0006953i,0.00010685-0.00067413i,-8.5777e-05-0.0023427i,0.0002374-0.0019445i,0.0006195-0.0012034i,0.00027728-0.00012967i,-0.00014916-3.7357e-05i,-0.00042719-0.0010827i,-0.00017644-0.00095367i,0.00011592-0.00015056i,0.00015648+0.00010023i,-0.00058912+0.00075104i,-0.00057204+0.00010428i,0.00015441-0.00066575i
0.00046559+0.001813i,0.00018099+0.001825i,0.0004235+0.00060053i,0.0012041-0.0012116i,0.00037306-0.0020285i,-0.00058173-0.0012429i,-0.00022777+0.00014241i,0.00027883+0.0008879i,0.0014284+0.0016764i,0.0029852+0.0022344i,0.002976+0.001512i,0.0020575+0.00049144i,0.0006787+0.00043905i,-0.00055029+0.00017987i,-0.00080896-0.00034663i,-0.00069019-5.2789e-05i,-0.0011341-0.00031986i,-0.0013853-0.00023033i,-0.0010092+7.1846e-05i,-0.00085653-0.00054546i,-0.00015283-0.00071421i,0.00045129+0.00041658i,-9.5855e-05+0.00085889i
0.00029972+0.001575i,5.1806e-05+0.0021445i,0.00057077+0.0017594i,0.00085191+0.00015075i,-0.00014156-0.00037676i,-0.00024266-0.00023289i,-0.00052707-0.00088355i,-0.00019858-0.0017541i,0.0013071-0.001957i,0.0016781-0.0014483i,0.0005021-0.00037499i,-0.0010582-0.00023233i,-0.0017142-0.0004002i,-0.0012224-0.00012886i,-0.00073269-1.9277e-05i,-0.00075929-0.00054794i,-0.00079024-0.001284i,-0.00018291-0.00074391i,0.00065484-0.00045303i,0.00043436-0.001046i,0.00034275-0.0010512i,0.00065435-0.00013756i,0.00025198+0.00085242i
-0.00078142+0.0016684i,-0.0027699+0.0028943i,-0.0035087+0.0034199i,-0.0010079+0.0013289i,0.000525-0.0010736i,-0.00059842-0.0012095i,-0.0012288-0.0013056i,-0.0005583-0.0021355i,-8.5463e-05-0.0029217i,-4.5548e-05-0.0029915i,0.00040518-0.0016886i,0.0015689-0.00090177i,0.0023523-0.00074629i,0.0014586+0.0008668i,0.00049331+0.0023026i,0.00066912+0.0020944i,0.0014634+0.00091982i,0.0018284+0.001057i,0.0015726+0.0013741i,0.0010142+0.0010163i,0.00036235+0.0008262i,0.00041022+0.00090138i,0.0011831+0.00083075i
0.0015227-0.0030111i,0.00084947-0.0040517i,0.00050234-0.0041189i,9.7896e-05-0.0034335i,-0.00053541-0.0024277i,-0.0014018-0.001176i,-0.0015208-0.00028387i,-0.0014087+4.287e-05i,-0.0026769+0.00043009i,-0.0034419+0.00014415i,-0.00211+0.00014162i,0.00022161+0.0012322i,0.001738+0.0015886i,0.0016492+0.0014027i,0.0010228+0.0010979i,0.0014851+0.001609i,0.0023908+0.0021802i,0.0016586+0.0016954i,0.00041458+0.0007249i,-0.00021331-0.00034141i,-0.0003135-0.0011473i,0.00062684-0.00019308i,0.00017601+0.00066418i
