-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
0.00024895+0.0013177i,0.00066503+0.0022442i,0.0013497+0.0013192i,0.0019455-0.00058672i,0.0013913-0.001548i,0.00072306-0.0012942i,-0.00035076-0.0009829i,-0.00077523-0.00064302i,0.00022856-0.0001516i,0.0011874-0.00031133i,0.0008396-0.00059355i,0.00038429-0.00074226i,0.00059613-0.0012868i,0.0014126-0.0012424i,0.0014815-0.00047875i,0.00088073-0.00046078i,0.0012656-0.00024949i,0.00097856+0.00045504i,7.0555e-05-0.00026582i,-0.00035641-0.00088544i,-0.00026443+0.0004256i,-0.00072624+0.00099134i,-0.001629+0.00076162i
-0.00018402-0.00096453i,8.6287e-05-0.0010555i,0.00049465-0.0014497i,0.00034671-0.0016245i,-0.00069835-0.00065528i,-0.0016006-0.00039978i,-0.001014-0.00084112i,-0.00087426-0.00096115i,-0.00042829-0.00046116i,0.00042344+3.6636e-05i,0.00078187-0.00081559i,0.00041304-0.0010414i,-8.6945e-05-8.9439e-05i,-0.00043629+0.0004267i,-0.00013594+0.0004206i,0.00027257-0.00024781i,0.00017041-0.00044175i,0.00043385-0.00041311i,0.00032754-0.00010517i,-6.0878e-05+0.00071284i,0.0004296+0.00047313i,0.00055623-0.00017703i,8.7741e-05+0.00019656i
0.0023641+0.00029942i,0.0013444+0.00039047i,0.0013273-0.00095513i,0.00038386-0.0023547i,-0.0011918-0.0031746i,-0.0014129-0.0024758i,-0.0013318-0.0007359i,-0.00071962+0.00047913i,0.00019306+0.00042321i,0.00023845-0.00045573i,-0.00053922-0.00156i,-0.0010698-0.0013497i,-0.0011454-0.0005367i,-0.00069202+0.00012651i,-0.00035623+0.0004188i,-9.1464e-05-0.00027679i,-1.1997e-05-0.00045489i,-0.00023858-0.00031571i,-0.00036074+0.00029386i,-0.00045178+0.00044361i,-0.0003921+0.00036918i,-0.00014292+0.00014624i,0.00090262-0.00055357i
0.00053876-0.00068724i,-0.00030606-0.0015343i,-0.00056803-0.0022212i,-0.0015146-0.0011483i,-0.0029469+0.00021411i,-0.0028551+0.00045862i,-0.0014811+0.00054413i,-0.00043723+0.00065718i,-5.7724e-05+0.00026491i,-0.00012529-0.00080742i,0.00033412-0.0011254i,0.00049254-0.00083716i,0.000835-0.00050121i,0.00056696+0.00012614i,-0.00023507+0.00021727i,-0.00060462-0.00026934i,7.7601e-05-0.00084099i,-4.5011e-05-0.00070245i,-0.0007934-0.00017862i,-0.00076017+0.00090615i,-0.00051267+0.0017515i,-0.00029511+0.0014002i,-0.00063207+0.00036468i
-0.0030063+0.0022322i,-0.0014636+0.0022896i,0.00056303+0.002732i,0.002581+0.0012259i,0.0036401-0.0006422i,0.0024814-0.0014649i,0.000806-0.00046789i,0.00015478+0.0007907i,7.8986e-05+0.00058623i,0.00018114+8.1067e-05i,0.00031444-0.0008226i,-0.00010313-0.00097078i,-0.00065474+4.3881e-05i,-0.00061261+9.1691e-05i,-0.00028867-0.00043621i,-1.1472e-05+0.00012617i,4.8998e-05+0.00034852i,0.00054432+3.1507e-05i,0.00019546-0.00024238i,-0.00059306-0.00020881i,-0.00036319+0.00031587i,-0.00018381+0.0013064i,0.00031022+0.00082497i
0.00049715+0.00033003i,-0.00017838+0.0016008i,0.00018016+0.0023372i,-0.00012928+0.0018012i,-0.0010647+0.00027457i,-0.0016005-0.00017226i,-0.0021732-8.8557e-05i,-0.0012873-0.00016182i,0.00026245-0.00025286i,0.00056807-0.0004092i,-0.00017453-0.00023213i,0.00027583-0.00027374i,0.0013553-0.00022653i,0.00058821+0.00027045i,-0.00052391+0.00049377i,-0.000631+0.0004546i,-0.00039111+0.0009998i,-0.00011442+0.0015453i,0.00026237+0.00228i,0.00029703+0.0015072i,6.8029e-05+0.00014274i,0.00036363+5.8422e-05i,0.00062099-0.00018306i
-0.0024917-0.0011686i,-0.002761+0.00078233i,-0.0017796+0.001046i,-0.0009063-0.00062597i,-0.00019648-0.0012339i,0.00036-8.9917e-05i,-0.0003043-0.00060723i,-0.00049494-0.0003833i,-0.00016223+0.00072404i,-0.00016434-0.00014202i,-0.00023732-0.0010514i,0.00060076-0.0013007i,0.00091694-0.00141i,0.00017639-0.0017006i,0.00012693-0.0018835i,0.00063548-0.00099523i,0.00032738+0.00039196i,-0.00044166+0.00062991i,-0.00090197+0.00031091i,-0.00050812+0.00097096i,5.8493e-05+0.0012669i,-0.00017256+0.00058745i,0.00046743-0.00017815i
-0.0014038-0.00072809i,-0.0026833-0.0011886i,-0.0020037-0.00089628i,-0.0014184-0.00085882i,-0.0015757-0.00050191i,-0.0011064+1.8947e-05i,2.9952e-05+0.00052367i,6.3984e-05+0.0011494i,-0.00054109+0.00045117i,0.00014246-0.00019472i,0.00048191-0.00067838i,0.00089113-0.00055845i,0.0014229-0.0010141i,0.00082052-0.0015005i,-4.1806e-05-0.00077752i,-0.00025039-0.0006758i,0.00042402-0.0010192i,0.00051422+9.2546e-05i,-0.00025619+0.0011709i,0.00026413+0.00084574i,0.00084564+2.4269e-05i,0.00093582+2.2758e-05i,0.00078103+0.00031774i
-0.00032042+0.0012824i,0.0017608+0.001443i,0.0021766+0.00071153i,0.0011864-0.00069184i,0.00098362-0.0026239i,8.063e-05-0.0027005i,-0.0014678-0.001004i,-0.00065036-0.00057558i,0.00059256-0.00062698i,0.00073801-0.00040718i,0.00072857-0.00057282i,-0.00020693-7.2184e-05i,-0.00093213+0.00050012i,-0.00096345+0.00029796i,-0.00060584+0.0005003i,-0.0001271+0.00032949i,-0.00012373+0.00014568i,-0.00010996+5.0495e-05i,3.3665e-05-0.00023736i,-0.00013325+0.00063826i,-0.00037426+0.00063469i,-4.9737e-06-0.00068376i,-2.6986e-05-0.00052704i
0.00057598+0.0012573i,0.0001041+0.00026529i,0.00045259+0.00054699i,0.001044+0.00024735i,0.00051953-0.0013881i,-0.0012265-0.0011358i,-0.0016342+0.00014882i,-0.0004285+0.00076381i,0.0010108-0.00014821i,0.00076144-0.0010883i,-3.3995e-05+0.00017283i,0.00026096+0.00064012i,0.00055323+0.00011398i,0.00014079+0.00056261i,-0.000609+0.00072119i,-0.00058073-0.00053685i,0.00038199-0.0012566i,0.00059523+0.00011196i,-0.00050908+0.00038235i,-0.00085077-0.00029378i,-0.00054617-9.9393e-05i,-0.0006187+5.616e-05i,-0.00058727+0.00018689i
-0.00014378-0.0010643i,-0.00049977-0.00027017i,0.00042851-0.0015403i,0.00018448-0.001662i,-0.0020873-0.0013021i,-0.0021707-0.0013388i,-0.0014795-0.00041543i,-0.00085129-0.00015154i,0.00019921-0.00052885i,0.00027252-0.00030199i,-0.00023772-0.00052216i,0.00017013-0.00078028i,0.00067176-0.00099594i,0.0010771-0.000667i,0.00041727-0.00033524i,-0.0008074+0.00020251i,-0.00096862-5.6841e-05i,-0.0012466-0.0012161i,-0.0018496-0.0014953i,-0.0013239-0.00091018i,-0.00043839+3.6729e-06i,-0.00049318+0.0004819i,-0.00021063+0.00041447i
-0.0018259-0.0023368i,-0.002963-0.0011909i,-0.0027944-0.00024727i,-0.0015562-0.0005448i,-0.0017001-0.00031859i,-0.0022072+0.00023517i,-0.0019175-0.00027044i,-0.0010437-0.0006028i,-0.00012744-0.001075i,6.2956e-06-0.0011535i,-0.00022021-9.0417e-05i,-0.00037668-1.9005e-05i,0.00045333-0.00074977i,0.00053854-0.00098974i,3.8682e-05+0.00012041i,0.00043871+0.00040357i,0.00053302-0.00057763i,-0.00038414-0.00084106i,-0.0010508-0.00039735i,-0.0014805+5.7838e-05i,-0.0010823+4.7744e-06i,0.00090067-0.00058937i,0.0011508-0.00055007i
0.00026392+0.00026491i,0.0013148-0.00079385i,0.00085802-0.0023197i,-0.00041662-0.0022342i,-0.0012637-0.001347i,-0.0015165-0.001119i,-0.00074457-0.00050342i,-0.00068894+0.00018571i,-0.00018616-4.2019e-05i,0.00070411-0.00090289i,-0.00027993-0.00066869i,-0.00051088-0.00012022i,0.00028822-5.2923e-06i,0.00019428-0.0004384i,-5.3136e-05-0.00028222i,-0.00015251-0.00019691i,-0.00022624-0.00075003i,0.00021046-0.00068651i,0.00072694-0.00034225i,3.3858e-05-0.0004818i,-0.00098858-0.00033631i,-0.00070521+0.00065856i,0.00023674+0.0006494i
-0.0010657+0.0026806i,0.00095256+0.0027997i,0.00083025+0.0026417i,0.00018738+0.00095997i,0.0011975-0.0016276i,0.00034883-0.0015574i,-0.0010143-0.00053072i,-0.00098865-0.00086896i,-0.00013644-0.0010071i,4.1069e-05-0.00066671i,-0.00025172-0.00037625i,0.00019554-0.00065805i,0.00016483-0.0010953i,-0.00019632-0.0012857i,-0.00047317-0.00060595i,-0.00036644-0.001147i,0.00023681-0.0013649i,7.2688e-05-0.00020401i,-0.00053823-9.9165e-05i,-0.00061478-0.00038993i,-0.00063882-0.00027642i,-0.00079498-0.00038105i,-0.0010142-0.00039206i
-0.00080281-0.00077359i,9.2739e-06-0.00078735i,0.00051126-0.00074412i,0.00059861-0.00025494i,-0.00081507+0.00035046i,-0.0012948+0.0008084i,-0.00049849+0.0008041i,0.00017877+0.00054802i,0.00049147+5.8e-05i,-0.00010107+0.00028641i,-0.00047821+0.00015242i,-0.00032203-0.00019186i,-0.00028117-0.00074668i,-0.00013624-0.0015195i,-0.00033019-0.00076393i,9.2285e-05-8.1973e-05i,0.0004678-9.989e-05i,0.00022643-6.004e-05i,-0.00053499-3.7262e-05i,-0.0015832-0.00030173i,-0.00082246-0.00043622i,7.6997e-05-0.00049458i,0.00036338-0.00084546i
-0.00059292+0.00068486i,-0.00081737+0.0016052i,4.9252e-05+0.0024467i,0.0012288+0.00079555i,0.00046705-0.00096751i,6.3792e-05-0.0012163i,0.00032784-0.00070552i,0.00014623+0.00019326i,0.00075517+0.00085124i,0.00056342+0.00022945i,-0.00034494-0.00041067i,-0.00085361-0.00049206i,-0.0009191-0.00053327i,-0.00073967-0.00058286i,-0.0012187-0.00011171i,-0.00099804-0.00071331i,8.188e-05-0.001327i,-0.00038851-0.00052799i,-0.0013823-0.0004122i,-0.00071378-0.00033425i,-0.00017224+3.5972e-05i,9.3622e-05+0.00010299i,0.00073981+0.00051739i
0.00021627-0.0023361i,0.0009448-0.0023821i,0.0014613-0.0021411i,0.0013669-0.0023488i,-5.4033e-05-0.0013462i,-0.0013117-0.00032743i,-0.0011046-0.00082318i,-0.00053276-0.00061698i,-0.00032944-0.00040605i,-0.00041675-0.00041564i,-0.00051113-0.00030595i,-0.0002722-0.00028845i,9.5875e-05-0.00032178i,7.7522e-05-0.00042081i,-8.9973e-05-0.00072511i,0.00019208-0.0011157i,4.9487e-05-0.00074308i,2.363e-05-7.7112e-05i,0.00078655+0.00072701i,0.00058778+0.0010127i,0.00029983+0.00078539i,-0.00025438+0.0010947i,-0.00075762+0.00054113i
-0.0021543-0.00085974i,-0.0018738+0.00095484i,-0.0011564+0.00011551i,-0.001645-0.00097625i,-0.0023563-5.3057e-05i,-0.0021223+0.0014687i,-0.0012772+0.0016663i,-0.0010562+0.00038792i,-0.0008581-0.00083142i,-0.00029807-0.00068921i,0.00021161-0.00040772i,0.0003073-0.00011837i,0.00061537-0.00038104i,0.0007922-0.0010415i,0.00036216-0.00056925i,-5.2919e-05-0.00085862i,0.00063584-0.0014357i,0.0009876-0.00099055i,0.00041401-0.00026352i,0.00035444+0.00066604i,0.00033702+6.4796e-05i,-0.00014601-0.001111i,-0.00027069-0.0011123i
0.00014778-0.00036566i,0.00082944-0.0013218i,0.0011934-0.0017117i,0.00094617-0.00186i,0.00022933-0.0020102i,-0.00052527-0.0017467i,-0.0012706-0.00085569i,-0.00078813-0.00013142i,0.00028225-0.0003124i,0.00024742-0.0010495i,-8.0831e-05-0.00066767i,-0.00045455-0.00066592i,-0.00092024-0.0011272i,-0.0004907-0.00068739i,-0.00024476+1.9541e-05i,-0.00089359+0.00034998i,-0.0011877-3.503e-05i,-0.00091639-2.9393e-05i,-0.00067294+8.2811e-05i,0.00027238+0.00029089i,0.00085198+0.00030247i,0.00044959-0.00011086i,0.00051362+9.4729e-05i
-0.0011801+0.00070479i,-0.00033794+0.0013645i,-0.0011667+0.0025023i,-0.0014175+0.0028441i,-0.00061068+0.0012779i,-0.00029056-0.00027859i,-0.00034067-0.00047006i,4.4259e-05+0.00016256i,0.00058911+0.00036234i,0.00054021-0.00022998i,0.0004626-0.0012773i,0.00059082-0.0011277i,0.00091222-0.00081236i,0.00062909-0.00086889i,6.2973e-05+4.2178e-05i,0.00015646+0.00040162i,0.00018072+3.9047e-05i,0.00052766-0.00054702i,0.00073134-0.0003982i,-0.00036595-0.00023695i,-0.00081851-0.00050397i,-0.00026271-0.00013238i,-0.00014335-0.00015089i
-0.00073763-0.0027513i,-0.0029561-0.0031395i,-0.003052-0.0026289i,-0.0013813-0.0017834i,-0.0013785-0.00076722i,-0.0015921+0.00062162i,-0.0001645+0.00025473i,0.00044621+7.5025e-05i,-0.0001011+0.00025583i,-0.00050728-0.00018092i,-0.00050938-0.00072055i,-0.00016205-0.00066733i,0.00011655-0.00048964i,0.00056985-0.00079586i,0.00075707-0.0012218i,0.00054296-0.00062555i,-0.00010977-8.0951e-05i,0.00010042-0.00040226i,0.00036247-3.7214e-05i,0.00013661+0.00074792i,0.00064893+0.000644i,0.00050688-9.3612e-05i,-1.256e-06-0.00037321i
0.00024064-0.00074088i,-0.00026542-0.00060391i,0.00040503-0.0011229i,0.00069772-0.0016933i,0.00085611-0.0012002i,0.00045229-0.0014721i,-0.00013942-0.0012439i,3.5791e-05-0.00091757i,-8.2267e-05-0.00086403i,-7.312e-05+2.1801e-05i,-0.00016454+0.00031175i,3.0378e-05-0.00012726i,-4.5259e-05-0.00059744i,-0.00035456-0.00048204i,-0.00040216+0.0004129i,-0.00082012-4.2019e-05i,-0.0011315-0.001118i,8.2305e-05-0.0010482i,0.00097238-0.00035655i,0.00046665+7.6763e-05i,0.0002514-3.2283e-05i,0.00045763-0.00010941i,0.00036375+0.00010938i
0.0020831+0.00083533i,0.0018171+0.00066726i,0.002164-0.00056761i,0.0017076-0.0024812i,0.00022843-0.0025782i,-0.0017523-0.0013879i,-0.0019493-0.00044278i,-0.0011491-0.00032737i,-0.00035446-0.000309i,0.00020362-0.00034359i,0.00021884-0.00078775i,3.5091e-05-0.0004537i,-0.00024269-6.4598e-05i,-0.00028131+0.00051083i,-0.00023639+0.00012583i,3.9561e-05-0.0003476i,0.00016986-7.0026e-06i,0.00039277-4.4356e-05i,0.00078582-0.00011132i,0.00065724+0.00027973i,0.00022827+0.00082273i,5.3626e-05+0.00037663i,8.5937e-05-0.00025786i
0.0010373+2.332e-06i,0.0019497+0.00020739i,0.0025733+6.5981e-05i,0.0020477-0.0014603i,0.0013045-0.002907i,0.00025141-0.0023615i,-0.00085457-0.00073174i,-0.00041925-0.00017973i,0.00052509-0.00092077i,0.00059635-0.00087078i,0.00015987+2.8664e-05i,-0.00016268+0.00026923i,-9.6682e-05-0.00023777i,-0.00057292-0.00076268i,-0.00060271-0.00035348i,0.00026501-1.8656e-05i,0.0005709-0.00049783i,-0.00061745-0.00036779i,-0.0015748+0.00011285i,-0.0013033-0.00020187i,-0.00054964+0.00010599i,0.00019888+0.0011354i,0.00062491+0.0014731i
0.0030397-0.0010881i,0.0019595-0.0023407i,0.00069721-0.0036823i,-0.00096663-0.0041502i,-0.0023634-0.0038828i,-0.0028659-0.0014222i,-0.0016514+0.00036423i,-0.00069098-3.6221e-05i,-0.00015987-0.00083856i,-5.1998e-05-0.00085486i,-0.00049091-0.00078895i,-0.00016439-0.0011834i,0.00030239-0.00056382i,0.00080924+0.00074155i,0.0006437+0.00044083i,0.00024441-0.00047594i,0.00069381-0.0010513i,0.00079568-0.0011172i,0.00014255-0.00080897i,-0.00037424-0.00067194i,-0.00044461-0.00050201i,-0.0008286-0.00029398i,-0.0010073-0.00031338i
-0.00089986-0.00098069i,-0.00217-0.0012216i,-0.0024283-0.0023507i,-0.0010529-0.0018771i,-0.00085454-1.7281e-05i,-0.0010906+0.00066115i,-0.0008637-5.2936e-05i,-0.00071524-0.00040454i,-0.00048038-0.00064227i,-0.00011602-0.0010637i,-0.00028712-0.0011147i,-0.00018058-0.0008431i,5.6565e-05-0.00099803i,0.00037491-0.0012152i,-0.00015199-0.00049197i,-5.6426e-05+0.00027379i,-0.00018249+0.00042591i,-0.00086305+0.00027078i,-0.0012242+0.00022602i,-0.00050418-0.00015329i,0.00020258-0.0003292i,-0.00020716-1.0042e-05i,-0.00029938-0.00012957i
0.0020144-0.0012067i,0.00082316-0.0012071i,0.00067441-0.0018055i,0.0001896-0.0023323i,-0.00068928-0.0020815i,-0.0015006-0.0012876i,-0.0014437-0.0011975i,-0.0004706-0.00094124i,0.00018644-0.00038249i,2.5512e-05+5.0122e-05i,-0.00033194-0.0003799i,0.00022129-0.00071158i,-0.00012212-9.8884e-05i,-0.00098687+4.7383e-05i,-0.0006914+2.5601e-05i,-6.1951e-05-7.13e-05i,-0.00012305-0.0001764i,-0.00057204-0.0008071i,-0.00039083-0.00074612i,0.00016955-0.00012355i,0.00030344+0.00028548i,0.00045668+1.6746e-05i,0.0010039-4.4757e-05i
0.00046901+0.0018933i,0.0014555+0.0006549i,0.0019852-0.00010498i,0.0017558-0.001656i,0.00068263-0.0029491i,-0.00091678-0.0025694i,-0.0013108-0.0012319i,-0.0007597-0.00034763i,-0.00024239-0.00012548i,0.00044592-0.00021159i,-8.8119e-05-0.00067256i,-0.00080659-0.00079436i,-0.00046169-0.00069549i,-0.00018825+0.0002809i,8.2272e-05+0.0010801i,0.00016192+0.00080348i,-3.5572e-05+0.0005376i,0.00052425+0.00035773i,0.00063255+0.00060692i,-3.8687e-05+0.00081422i,-0.00019107+0.0007514i,-0.00035675+0.00059171i,-4.9983e-05+0.0009448i
0.0021337+0.00039349i,0.0026968+0.00028189i,0.0023536+0.00018543i,0.0007066-0.001726i,-0.00051944-0.0034937i,-0.00080969-0.0025598i,-0.0010014-0.00076035i,-0.00095667+0.00014815i,-5.7592e-05+0.00054471i,0.0003563-0.00047136i,-0.00029033-0.0013002i,-0.0009053-0.00059388i,-0.00074621+8.2477e-05i,-0.00014056+0.00045364i,0.0004528+0.00029967i,0.00073917-0.0010371i,0.00057077-0.0012159i,0.0003174-0.00067669i,0.00043926-0.00065073i,0.00071804-0.00045041i,0.0010134-0.00069693i,0.0007133-0.00078565i,-7.6357e-05-0.00011293i
-0.0003435+0.00015614i,0.00034388+0.00021829i,0.00021507+0.00074109i,0.00030915+8.3655e-05i,0.00030455-0.00026553i,-0.00057762-0.00080299i,-0.00097508-0.001212i,-0.00058842-0.00019287i,-0.00034556+0.00031483i,-0.00069616+0.00033587i,-0.0010089+9.1287e-05i,-0.00043319-0.00033604i,0.00043518-0.00090786i,0.00083827-0.00084898i,0.00015099+9.2285e-05i,-0.00037482+0.00045773i,5.982e-05+0.00020132i,5.7838e-05-0.00067686i,-0.00026806-0.00069536i,-0.00018482-3.8254e-05i,-0.00014866-0.00023355i,-0.00028638-7.1544e-05i,-0.00011334-0.00057832i
-7.9403e-05+0.00059106i,-0.00093164+0.00066471i,-0.00088619+0.00045292i,-1.5938e-05-0.00015868i,3.2924e-05-0.0010199i,8.4296e-05-0.001361i,-0.00012208-0.00056809i,0.00045258+0.00045882i,0.0017346+0.00032131i,0.0015574-0.00044273i,0.00070273-0.0012096i,0.00089854-0.00089381i,0.00066129-0.00043467i,-0.00013293-0.0002601i,-0.00042714-0.00086607i,7.8883e-05-0.00031751i,-1.4925e-05+0.00099608i,-0.00084915+0.000353i,-0.0014107+0.00018546i,-0.001449+0.00043054i,-0.00081494-3.6969e-05i,-0.00017008+0.00014102i,3.3123e-05+0.00069015i
-0.00086831-0.00017783i,-0.0016397+0.00013712i,-0.0012241-0.00069109i,0.00025083-0.0013962i,0.00032627-0.0010804i,0.0001476-0.0010523i,0.00031274-0.0011298i,0.00013248-0.0010357i,-0.00048266-0.0009515i,-0.00047207-0.0010461i,6.9475e-05-0.00079139i,-0.00020654-0.00038963i,-0.00090401-0.00077364i,-0.00068782-0.0010575i,-0.00016703-0.00083919i,5.2156e-05-0.00077145i,0.00052915+7.1759e-05i,0.00067068+0.0011582i,0.00049151+0.00087987i,0.00039316-0.00034179i,-0.00025748-0.00010685i,-0.00097648+0.00067031i,-0.00046635+0.0011901i
-0.00097683-0.001545i,-0.00078211-0.00058153i,-0.00092132-3.2576e-05i,-0.00079014-0.00038608i,-0.0011464-0.00073498i,-0.0013278-0.0010959i,-0.0013866-0.00054461i,-0.0013026+7.8668e-05i,-0.0014198-1.1516e-05i,-0.0008131-0.00012986i,0.00010665-0.0004542i,-5.4962e-05-0.00050675i,-0.00069161+1.092e-05i,-0.00092148+3.1536e-05i,-0.00035072-0.00078029i,0.00021263-0.0010681i,0.00016338-0.00070239i,4.922e-06-0.0005407i,-0.00056172-0.00058887i,-0.00088675-0.00077434i,-0.00051507-0.00092617i,-0.00019222-0.00080023i,-0.0005865-0.00045333i
0.00037515+0.00016559i,0.00088273-0.0010637i,0.0010062-0.001145i,0.00023996-0.00085065i,-0.00026122-0.0011177i,-0.00086723-0.00085434i,-0.0012194-0.0007899i,-0.00051495-0.00089498i,0.0004012-0.0007684i,0.00067425-0.0006119i,0.00029362-0.00099328i,-0.00058156-0.00071801i,-0.00028402+0.00020579i,0.00036306+4.9706e-05i,0.00024618-9.4601e-07i,0.00030563+0.00037003i,0.00044404-5.3134e-05i,0.00030687-0.00095147i,0.00075673-0.001051i,0.0010804-2.5433e-05i,0.00086887+0.00070016i,0.00055134+0.00057996i,-0.00023544+0.00028037i
0.00087661-0.001872i,0.0013993-0.003124i,0.00041817-0.0031654i,-0.0012601-0.0028178i,-0.0021899-0.0031497i,-0.0019395-0.0016441i,-0.0011829+0.00047262i,-2.6122e-06+0.00057684i,0.00046445+0.00072077i,0.00027104+0.00085964i,-0.00020078+0.000573i,-0.00044245+2.7981e-05i,0.00028202-0.00069747i,0.00019094-0.00048129i,-0.00037734-0.00051099i,-0.00036086-0.00070589i,-0.00026765-0.00041944i,-0.00029773-0.00061504i,-0.00055062-0.00027679i,-0.00052577+0.00052341i,-0.00045194+0.00052972i,-0.00057902+0.00010643i,-0.00082512-1.0384e-05i
-0.00069228+0.00097229i,-0.0011814-0.00049354i,-0.00044341-0.00025509i,-0.00010533+0.00037639i,-0.00043657-0.0004814i,-0.00051116-0.00098824i,-0.00060345-0.00058821i,-0.00032884-5.4146e-05i,-0.00050719+0.00037091i,-0.00029716+0.00024494i,-0.00016281-0.00039866i,1.676e-05-0.0011646i,0.00018127-0.0016942i,-0.00011017-0.0011829i,-0.00041838-0.00051347i,-0.00036102-0.00042753i,-0.00046255-0.000487i,-0.00070351-0.00047592i,-0.00064849-0.00019277i,-0.00046596-2.9857e-05i,1.6686e-05-0.00090296i,0.00064716-0.00085969i,0.00097007+3.8985e-05i
-0.001337-0.00049459i,-0.00062465-0.00026292i,7.2904e-05-0.00059773i,-0.00044607-0.00037254i,-0.0009907-0.00046282i,-0.001147-0.00047328i,-0.0011929-0.00075295i,-0.0010357-0.00052864i,-0.00036221+0.00020642i,0.00033437+0.00025484i,-0.00014629+1.6954e-05i,-0.0003732-0.00016631i,0.00012175-0.00034161i,0.00045925-0.00068807i,0.00087613-0.00047425i,0.00076866+0.00030858i,0.00034883-0.00027479i,-0.00014323-0.00080237i,-0.00062235-0.00082239i,-0.00075585-0.00023781i,-0.00022829+0.00050708i,0.00043948+0.00061824i,0.00013431+0.0011833i
-0.0008685+0.0017185i,0.00046312+0.0025407i,0.0017905+0.0012943i,0.0033705+0.00025853i,0.0035802-0.00072393i,0.0019227-0.0019698i,0.00056788-0.0017218i,0.00065914-0.00041503i,0.0008321+0.00020182i,0.00055682-6.3323e-05i,0.00071942-0.00029468i,0.00048346-0.0014475i,0.0002294-0.0015581i,-0.00031747-8.2383e-05i,-0.00093017+0.0006797i,-0.00073316+0.0002669i,-0.00017908-0.0011716i,0.00017807-0.0016391i,-0.00033653-0.00092676i,-0.00056108-0.00014557i,-0.00043508+2.1644e-05i,-4.7345e-06-0.0001304i,-2.7387e-05-0.00017697i
-0.00039741-0.00027383i,-0.00018871-0.00086351i,0.00023613-0.0016906i,0.0010092-0.0012657i,0.00011586-0.00071252i,-0.00087254-0.0011225i,-0.0005331-0.0010053i,0.00037076-0.0011647i,0.00078891-0.000979i,0.0011064-0.0008404i,0.00085498-0.00099886i,0.00098273-0.00078945i,0.00090565-0.00049481i,-0.00015961-0.00074462i,-0.00096311-0.00089741i,-0.00095525-0.00081081i,-0.00044284-0.00060819i,-0.00059831-0.0005632i,-0.00011765-0.0002297i,-4.6698e-05-0.00021245i,-0.00064065-0.00033339i,-0.00047624-0.00037866i,-0.00053283-0.00014824i
-0.00059752+7.9176e-05i,-8.3469e-05-7.4134e-05i,-0.00033956-0.00044137i,-0.0001233-0.00085145i,-6.8105e-05-0.00065314i,-0.00052986-0.00010022i,-0.00042416-0.00024694i,-7.4271e-05-0.00084152i,0.00017304-0.00081294i,0.00053231-0.00029749i,-4.6063e-05+0.0001723i,-0.00034567+0.00019331i,0.00051518-0.00036288i,0.0002393+0.00013795i,-0.00083355+0.00014534i,-0.00047115-0.00072009i,7.2593e-05-0.00091701i,0.00053102-0.0007572i,0.00074893-0.00064921i,0.00025577-0.00074646i,-0.00032807-0.00017439i,-0.0001443+0.00039993i,0.00038021+0.00010409i
-0.00062634-3.9823e-05i,-0.0011657-0.0017i,-0.0011161-0.001362i,-0.00044481-0.0008704i,-0.00023009-0.0015905i,-0.0011877-0.0010687i,-0.0015121-0.00010652i,-0.00092292+0.00021186i,-0.00044869+0.00036466i,-0.00014045-0.00026329i,0.00012661-0.00031919i,-1.2471e-05-1.4569e-06i,-0.000892-0.00037009i,-0.001237+8.8337e-05i,-0.00041857+0.00077449i,0.00044003+0.00076081i,-0.00012217-0.00051535i,-0.00070865-0.00138i,-0.00060355-0.00082437i,-0.00064832-0.00035496i,-0.0003675-0.00061236i,7.8209e-05-0.00040639i,9.7492e-05+0.00058082i
0.00014503+0.00039205i,-0.00015284-0.00040689i,0.0013341+0.00015796i,0.0023292-0.00011903i,0.00080372-0.0013868i,-0.00074231-0.002753i,-0.0011327-0.0023002i,-0.00022679-0.0005161i,0.0008219-0.00022034i,0.00068267-0.0014027i,0.00029456-0.0015497i,0.00032268-0.00128i,0.00041939-0.00098561i,0.00057821-0.00026301i,0.00023045-0.00010442i,0.00013435+0.00015082i,0.00029142+0.00057888i,5.4055e-05-7.0005e-05i,-0.0003959-0.00047606i,-0.00030366-9.7879e-05i,0.00028522+5.0085e-05i,0.00038159+0.00024749i,0.00053085+0.00021109i
