0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-0.03707+0.058575i,-0.09672+0.17434i,-0.1405+0.34682i,-0.10518+0.45401i,-0.027354+0.38329i,0.019415+0.22071i,0.034459+0.11035i,0.035127+0.05169i,0.022529+0.013362i,0.011601-0.0024761i,0.014132-0.0063803i,0.022083-0.0017868i,0.027179+0.0078085i,0.021316+0.0094369i,0.0069359+0.0055264i,-0.0032613+0.007206i,-0.0036234+0.01289i,0.0013336+0.016282i,0.0073189+0.014662i,0.011561+0.0064633i,0.010613-0.00081918i,0.0088774-0.0011091i,0.011183-0.00028927i
-0.0014068-0.072796i,-0.014677-0.20983i,-0.065077-0.39035i,-0.14627-0.46573i,-0.18067-0.35416i,-0.14855-0.17725i,-0.10712-0.063892i,-0.067697-0.0077607i,-0.028523+0.013862i,-0.0095068+0.013878i,-0.0084049+0.016045i,-0.011843+0.016711i,-0.016896+0.011276i,-0.014939+0.0079333i,-0.0051722+0.0050884i,0.0012423-0.0027493i,0.00024391-0.012076i,-0.0064856-0.015929i,-0.013943-0.0096366i,-0.014003+0.0014004i,-0.007777+0.0071174i,-0.0048452+0.0065218i,-0.0058127+0.0051463i
0.04296+0.059224i,0.12939+0.17857i,0.25723+0.32448i,0.34758+0.3646i,0.31285+0.25141i,0.1999+0.095758i,0.11003+0.0013497i,0.051958-0.029768i,0.011166-0.024926i,-0.0055691-0.013754i,-0.008408-0.013728i,-0.0027303-0.015629i,0.010381-0.015909i,0.015562-0.013783i,0.010319-0.0065541i,0.0060773+0.0012499i,0.007326+0.0054624i,0.012315+0.0048111i,0.015616-0.0022243i,0.010868-0.01027i,0.0020183-0.013289i,-0.0018894-0.011924i,-0.00088473-0.010045i
-0.076385-0.026642i,-0.21879-0.077503i,-0.40285-0.13439i,-0.47782-0.12251i,-0.36189-0.042078i,-0.17961+0.033055i,-0.068484+0.063983i,-0.019059+0.055182i,0.0031721+0.028069i,0.0078029+0.012279i,0.0098616+0.011989i,0.0071108+0.014759i,-0.0028118+0.01824i,-0.0071705+0.01594i,-0.0060365+0.0060771i,-0.0071293-0.0016262i,-0.013184-0.002777i,-0.017394+0.0018198i,-0.012073+0.0081669i,-0.0018442+0.010528i,0.004217+0.0085477i,0.0046013+0.006139i,0.0028372+0.0070716i
0.071931-0.027938i,0.22194-0.062382i,0.41857-0.10408i,0.49427-0.13783i,0.36375-0.13936i,0.16423-0.11448i,0.039302-0.087799i,-0.0070143-0.057537i,-0.012271-0.026247i,-0.0085096-0.0087765i,-0.011438-0.0038254i,-0.014137-0.0073022i,-0.013234-0.017797i,-0.0094969-0.020984i,-0.0043637-0.013852i,0.0014139-0.0066156i,0.0076947-0.0045346i,0.0090321-0.0085488i,0.0030531-0.014135i,-0.0054222-0.01302i,-0.0091277-0.0063316i,-0.0070855-0.002246i,-0.00547-0.0029787i
-0.043705+0.066723i,-0.14937+0.18022i,-0.28883+0.31205i,-0.3313+0.35292i,-0.21852+0.26212i,-0.065859+0.14052i,0.02078+0.075487i,0.043633+0.045095i,0.035296+0.021859i,0.023376+0.0072719i,0.019869-0.001013i,0.019954-0.0015041i,0.02096+0.0069518i,0.016611+0.01198i,0.0076449+0.0090211i,0.0011446+0.0075063i,-0.0019899+0.0094682i,-0.0010754+0.012362i,0.0036289+0.012678i,0.0085151+0.0073974i,0.010051+0.0010691i,0.0089069-0.00098161i,0.0083238+5.2717e-05i
-0.0085906-0.077802i,0.012272-0.22912i,0.060641-0.41575i,0.084648-0.47582i,0.04351-0.34432i,-0.027282-0.16101i,-0.072424-0.052196i,-0.07266-0.0085936i,-0.047722+0.0067977i,-0.023636+0.010467i,-0.011264+0.012018i,-0.0093671+0.011748i,-0.013838+0.0082783i,-0.014963+0.0039484i,-0.0093239+0.0017612i,-0.0028157-0.00025704i,0.00012817-0.0054537i,-0.0030146-0.0097933i,-0.0088244-0.0069049i,-0.01028+0.00032457i,-0.0072403+0.0040821i,-0.0046215+0.0036702i,-0.0049971+0.0036306i
0.04771+0.058265i,0.11523+0.19206i,0.16766+0.37383i,0.15993+0.43971i,0.11418+0.30655i,0.08187+0.1137i,0.073269-0.0024708i,0.05847-0.041529i,0.031475-0.039261i,0.01109-0.024991i,0.0014304-0.017305i,-0.00019026-0.015569i,0.0075514-0.013803i,0.013581-0.0090215i,0.011283-0.0046542i,0.0060813-0.0011787i,0.0054087+0.0025581i,0.0093511+0.0041151i,0.011995-0.000534i,0.0098229-0.0067464i,0.0038767-0.0086253i,-0.00042507-0.0079198i,-0.00052743-0.0074158i
-0.074939-0.012461i,-0.1993-0.077688i,-0.33549-0.19407i,-0.35523-0.25255i,-0.23613-0.16895i,-0.10316-0.032627i,-0.035619+0.049136i,-0.0086507+0.063739i,0.0023899+0.041671i,0.0017444+0.019282i,0.0012498+0.011328i,0.0028096+0.0095248i,-0.0011263+0.011274i,-0.0061004+0.012455i,-0.0051757+0.0081294i,-0.0035396+0.0022453i,-0.0059412-0.0017974i,-0.008475-0.00079601i,-0.0069595+0.0038771i,-0.0014818+0.0074419i,0.0029668+0.0086407i,0.0040342+0.0075199i,0.003065+0.0063049i
0.062175-0.03282i,0.19359-0.046393i,0.3693-0.019391i,0.42761+0.031331i,0.29695+0.037944i,0.11979-0.0046366i,0.017346-0.041491i,-0.01462-0.042516i,-0.012702-0.026375i,-0.005521-0.015091i,-0.0050046-0.0084801i,-0.0064347-0.0051033i,-0.0048521-0.0099781i,-0.0028633-0.015121i,-0.0024632-0.012103i,-0.00083661-0.0068394i,0.0028491-0.0052209i,0.0047196-0.0060557i,0.001592-0.0069903i,-0.0032069-0.0067479i,-0.0051733-0.0047808i,-0.0046008-0.0026076i,-0.0041789-0.0029034i
-0.028332+0.056842i,-0.12197+0.13855i,-0.26851+0.20811i,-0.33036+0.18786i,-0.22227+0.10152i,-0.067662+0.042187i,0.014389+0.030642i,0.031134+0.031397i,0.021821+0.027613i,0.013032+0.021001i,0.010912+0.013127i,0.010464+0.008098i,0.011934+0.0098982i,0.012476+0.010112i,0.0082081+0.0051345i,0.0024106+0.0023923i,-0.0018052+0.0033355i,-0.0033249+0.0052182i,-0.00067751+0.0056182i,0.0035821+0.0036309i,0.0059732+0.0010433i,0.0056818-0.0010427i,0.0053338-0.001267i
-0.015343-0.058243i,0.012568-0.16995i,0.093232-0.30075i,0.16525-0.3221i,0.1352-0.21116i,0.037361-0.090541i,-0.03488-0.032414i,-0.054227-0.015158i,-0.042483-0.0087885i,-0.025837-0.0034373i,-0.015406+0.00054005i,-0.012201+0.0027669i,-0.013312+0.0027i,-0.01315+0.0017075i,-0.0081064+0.0012697i,-0.0025798+0.00018906i,-2.1088e-05-0.0017905i,-0.0007956-0.00324i,-0.0029435-0.0027568i,-0.0044511-0.00064982i,-0.005333+0.00070372i,-0.0050138+0.0018626i,-0.0049834+0.0035129i
0.034559+0.034846i,0.072848+0.13444i,0.075033+0.2767i,0.022324+0.32598i,-0.017214+0.21663i,-0.00033825+0.070607i,0.036447-0.0068037i,0.051153-0.027082i,0.041635-0.023916i,0.02557-0.0149i,0.015355-0.0099887i,0.009433-0.0090513i,0.0077227-0.0095127i,0.0077882-0.0081713i,0.0046945-0.0044599i,0.001922-0.00036124i,0.002162+0.0031579i,0.0041427+0.0039005i,0.0057398+0.001562i,0.0048418-0.001161i,0.0022197-0.0029525i,0.00031932-0.0042146i,-0.00028847-0.0057582i
-0.048576-0.003746i,-0.13095-0.055083i,-0.20623-0.15999i,-0.18984-0.22612i,-0.10291-0.16188i,-0.037506-0.040825i,-0.016859+0.036427i,-0.011195+0.054618i,-0.0058671+0.039712i,-0.004206+0.021174i,-0.0041422+0.011535i,-0.0018325+0.0073402i,-0.00024801+0.00709i,-0.00015469+0.0076106i,-0.00020558+0.0047351i,-0.0014561+0.00065368i,-0.002906-0.0018886i,-0.0036119-0.0021266i,-0.0036789-0.00036622i,-0.0024989+0.0014161i,-0.00018328+0.0031565i,0.0020348+0.0048672i,0.0031788+0.0060666i
0.031351-0.018752i,0.1156-0.020313i,0.22823+0.026796i,0.25809+0.096039i,0.16547+0.09921i,0.057235+0.037944i,0.0026329-0.016601i,-0.012006-0.03215i,-0.0098653-0.026177i,-0.0053242-0.018307i,-0.0027923-0.012393i,-0.0007612-0.008275i,-0.001141-0.0073918i,-0.0023565-0.0074479i,-0.0017165-0.0055787i,0.0006001-0.0031552i,0.0029766-0.0031121i,0.0029517-0.0035238i,0.00060727-0.0033314i,-0.00088929-0.003351i,-0.0012722-0.0034638i,-0.0012387-0.0026078i,-0.002737-0.0018586i
-0.01152+0.036183i,-0.071417+0.080495i,-0.1745+0.10472i,-0.22102+0.067584i,-0.14268+0.011204i,-0.034692-0.0042726i,0.017638+0.0085768i,0.023012+0.017056i,0.013787+0.015552i,0.0079731+0.012667i,0.0055907+0.010806i,0.0040096+0.0092102i,0.0046384+0.007751i,0.0046616+0.005148i,0.0021713+0.002585i,-0.00051278+0.002548i,-0.002232+0.0022223i,-0.0025491+0.0018183i,-6.5499e-05+0.0022353i,0.0031474+0.0012626i,0.0041415+0.00044392i,0.0036838+0.0001783i,0.0047083-0.00072566i
-0.0077479-0.03055i,0.014242-0.094461i,0.082007-0.165i,0.14465-0.16374i,0.12477-0.091889i,0.04808-0.032942i,-0.0093885-0.014748i,-0.026486-0.013564i,-0.023693-0.00995i,-0.017796-0.0041364i,-0.013017-0.0021236i,-0.0099929-0.0024719i,-0.0085124-0.001984i,-0.0061733-0.00037082i,-0.0019715-0.00064128i,0.00032336-0.002042i,0.00034469-0.0023117i,-0.0005294-0.0023099i,-0.0014452-0.0021722i,-0.00136-0.00086733i,-0.001897+0.00034545i,-0.0020763+0.0018189i,-0.0023826+0.0031914i
0.023567+0.01882i,0.039502+0.077276i,0.025622+0.15747i,-0.023443+0.17687i,-0.047127+0.10495i,-0.021286+0.024813i,0.013483-0.006535i,0.02909-0.0073927i,0.026486-0.0034134i,0.017097-0.0026671i,0.011662-0.0034473i,0.0091787-0.0029332i,0.0062382-0.0025116i,0.0024169-0.0016125i,0.00039221+0.0019069i,0.0020393+0.0034664i,0.0024003+0.0030141i,0.0020694+0.0027578i,0.0022929+0.0011341i,0.00070087-0.0011125i,-0.00056016-0.0026181i,-0.00068689-0.0036139i,-0.00031528-0.0048113i
-0.02441-0.0028059i,-0.067544-0.034744i,-0.099181-0.10133i,-0.074666-0.14603i,-0.026025-0.10765i,-0.0067886-0.032683i,-0.014743+0.015187i,-0.019894+0.028738i,-0.012748+0.024209i,-0.0055599+0.016457i,-0.0037541+0.011986i,-0.004051+0.0096401i,-0.0034388+0.0078872i,-0.0022683+0.0056508i,-0.0024827+0.0020578i,-0.0035193-0.0001713i,-0.0035759-0.0011066i,-0.002926-0.0017841i,-0.0028835+0.00026649i,-0.0022953+0.0023113i,-0.00053493+0.001734i,0.00161+0.00041494i,0.0024335+0.0012456i
0.014176-0.010888i,0.056036-0.0092818i,0.11047+0.028166i,0.11774+0.078986i,0.064556+0.077676i,0.012712+0.031557i,-0.0055146-0.0088232i,-0.0046025-0.022626i,-0.0020286-0.019816i,-0.0022833-0.014498i,-0.001644-0.010168i,0.00061948-0.0060996i,0.00061115-0.0045124i,0.00011854-0.0029719i,0.001415-0.0017185i,0.0013232-0.0030217i,0.00057091-0.0035974i,0.0012915-0.0016369i,0.0014932-0.00054382i,0.00091537-0.001229i,-0.00015453-0.00050194i,-0.0020831+2.3752e-05i,-0.0036861-0.00061362i
-0.0066438+0.012766i,-0.038692+0.031865i,-0.094995+0.036961i,-0.11982+0.010299i,-0.073865-0.014654i,-0.013214-0.0088257i,0.014911+0.0071062i,0.017811+0.010623i,0.013061+0.0046782i,0.0089804+0.0010725i,0.0062371+0.0025962i,0.0033084+0.0048699i,0.0023694+0.0052927i,0.0016401+0.0029982i,-0.00043782+0.00073259i,-0.001004+0.0016162i,-0.00087722+0.0020439i,-0.0006932+0.00094732i,0.0014975+0.0012307i,0.0032774+0.0011779i,0.0021564+0.00067245i,0.00082895+0.00039375i,0.0015648-3.4806e-05i
-0.0038842-0.013182i,0.0090651-0.040839i,0.048805-0.067822i,0.087672-0.057545i,0.079125-0.019109i,0.036077+0.0024627i,0.0032111+0.0025973i,-0.0064061-0.0022223i,-0.0065418-0.00279i,-0.0055004+0.00026613i,-0.0041062-0.0010766i,-0.0034187-0.0051547i,-0.0038865-0.0054188i,-0.0025887-0.0030836i,-0.0013299-0.0023212i,-0.0025447-0.0020236i,-0.002144-0.001666i,-0.00070104-0.0028151i,-0.00075084-0.0028673i,-0.00038703-0.0011512i,0.00072901+0.00050069i,8.2491e-05+0.0021129i,-0.00050363+0.00398i
0.0062269+0.0099446i,0.010862+0.037335i,-0.00080055+0.074389i,-0.026408+0.078825i,-0.032325+0.040949i,-0.012026+0.0045856i,0.0050419-0.0047i,0.0079277+0.00051151i,0.0035145+0.0032937i,-7.1313e-05+0.0018666i,0.0017763+0.0016897i,0.0056312+0.0026412i,0.0069816+0.0013669i,0.004921+0.00061267i,0.0030728+0.0016456i,0.0035536+0.0009076i,0.0027261-0.00064227i,0.00037217-0.00060257i,0.00070874-0.0013447i,0.0014292-0.0024446i,0.0010907-0.0024267i,0.00076813-0.0026828i,9.3187e-05-0.0030889i
-0.012518+0.0019485i,-0.029524-0.015637i,-0.037357-0.048424i,-0.016015-0.071509i,0.0084512-0.055611i,0.0074182-0.022749i,-0.0077529-0.0016909i,-0.015889+0.0064307i,-0.011761+0.007076i,-0.0051386+0.0049407i,-0.0049613+0.0043372i,-0.007855+0.0058538i,-0.0073754+0.0064324i,-0.0041657+0.0044987i,-0.0024876+0.0019459i,-0.001976+0.00081798i,-0.00034599+0.00018242i,6.1011e-05-0.00065826i,-0.00085531-0.00037043i,-0.0010879+2.2728e-05i,-0.0002296-0.00067303i,0.00095114-0.00094451i,0.0021558-0.00033862i
0.008206-0.0048141i,0.027156-0.0024638i,0.04605+0.01693i,0.04157+0.042488i,0.015356+0.038891i,-0.0020876+0.012453i,-0.0024882-0.0078604i,0.0028311-0.012966i,0.0051081-0.0096453i,0.0028636-0.0058998i,0.0013011-0.0045687i,0.001775-0.004762i,0.0016945-0.0052336i,0.00024614-0.0041007i,-0.0008036-0.0030548i,-0.0017692-0.0031474i,-0.0014635-0.0016769i,0.0002521+0.0010174i,0.00034466+0.0011621i,-0.0013204-0.00023907i,-0.0020365-8.7335e-05i,-0.0017249+4.7822e-05i,-0.0027432-0.0007716i
-0.003483+0.0074505i,-0.01652+0.015946i,-0.039438+0.013579i,-0.048911-0.0045832i,-0.028217-0.015777i,-0.0036633-0.006827i,0.0080802+0.0071453i,0.011222+0.010539i,0.0096941+0.0052307i,0.0064928-9.2121e-05i,0.0041762-0.00039595i,0.0023118+0.0027166i,0.0020773+0.0054598i,0.0016586+0.0041785i,-0.00022485+0.0017899i,-0.00095023+0.0017554i,-0.00030389+0.00098707i,0.00041166+3.8476e-05i,0.0013375+0.0012064i,0.0016201+0.0021066i,0.00090808+0.001743i,-0.00046706+0.0008474i,-0.0006273-0.00041573i
-0.001384-0.0069105i,0.0046637-0.016703i,0.023232-0.023274i,0.041179-0.013648i,0.036464+0.0044462i,0.014977+0.010843i,-0.0010129+0.0064969i,-0.0033723+0.0013816i,-0.0011297-0.00023676i,-0.00042534+0.00078938i,0.00073837-0.0010036i,1.0219e-05-0.0053225i,-0.0036146-0.0055056i,-0.0044907-0.0016222i,-0.0017411-6.3778e-05i,-0.00047121-0.00027076i,0.00048303+0.0001712i,0.0020427-0.00083688i,0.0020712-0.0015433i,0.001344-0.00085107i,0.00071739-0.00050669i,9.9836e-05+0.00049606i,0.00013128+0.0020911i
0.0062401+0.0060085i,0.0053015+0.014636i,-0.0019348+0.025653i,-0.013602+0.024871i,-0.013929+0.010262i,-0.0044036-0.0014714i,0.0018997-0.0028043i,0.00042548+0.00038718i,-0.0047235+0.0016323i,-0.0070959+0.0012395i,-0.0034668+0.0018837i,0.0030317+0.0022492i,0.0065592+0.00078679i,0.0051951-0.0011128i,0.0027945-0.0016734i,0.0017104-0.0026611i,0.00023775-0.0038711i,-0.0011668-0.0025842i,-0.0003202-0.0013339i,0.0015561-0.00078995i,0.0018515-0.00027938i,0.0015595+0.00017126i,0.00045727-0.0001984i
-0.0053461-0.00076939i,-0.0095201-0.0077451i,-0.0085519-0.018865i,0.0043267-0.026961i,0.016208-0.021614i,0.013545-0.011173i,0.0029333-0.0061531i,-0.0041789-0.0047336i,-0.0048333-0.0041075i,-0.0030622-0.0030901i,-0.004287-0.0005808i,-0.0071146+0.0030403i,-0.0068723+0.0061785i,-0.0033843+0.0063772i,0.00037566+0.0043308i,0.001974+0.0025385i,0.0022221+4.7926e-05i,0.0013649-0.0011473i,-0.00058901-0.0010408i,-0.001258-0.00063376i,-0.0004582-2.284e-05i,1.2679e-05-0.00033712i,0.0007753+0.0002183i
0.0024013-0.0044588i,0.0077366-0.0012523i,0.012194+0.0094457i,0.0079997+0.020048i,-0.00077927+0.015967i,-0.0028543+0.0033733i,0.00036809-0.0038157i,0.0033422-0.0024691i,0.0043666+0.0015962i,0.0036958+0.0032015i,0.0027315+0.001798i,0.0017821-0.0010414i,0.000257-0.0040954i,-0.0018619-0.0048944i,-0.0041669-0.0025396i,-0.0050279+0.00054347i,-0.003593+0.0032966i,-0.0019782+0.0042526i,-0.0012837+0.0024909i,-0.00099397+0.00014655i,-0.0001356-0.00087047i,0.00061521-0.0010828i,-0.00044208-0.0012138i
-0.0019697+0.0043013i,-0.0078074+0.005304i,-0.014596+0.0011634i,-0.014956-0.0077689i,-0.0067632-0.012037i,-0.000271-0.0063371i,0.0017522+0.003068i,0.0023039+0.0073741i,0.0026312+0.0061731i,0.0022038+0.0033697i,0.0015574+0.0032314i,0.0018498+0.005302i,0.0036739+0.0051981i,0.0048102+0.0025386i,0.0026617-0.0012815i,0.00058354-0.0039231i,0.00020929-0.0037781i,0.00040654-0.0018227i,0.00063356+0.0004109i,2.2291e-05+0.0013993i,-0.00043786+0.00093283i,0.00043654+0.0002731i,0.0014247-0.0012499i
-0.0038892+0.0010112i,-0.0025153-0.0017915i,0.0061715-0.00047383i,0.015006+0.0049855i,0.012961+0.0086335i,0.0030217+0.0073274i,-0.0038315+0.0033847i,-0.0029019-0.00049337i,-0.00016494-0.001893i,0.0016047-0.00074608i,0.0028807-0.0017466i,0.00083473-0.0040495i,-0.0033645-0.0038603i,-0.0047364+0.00013501i,-0.0023018+0.0036527i,0.001046+0.0034709i,0.0026663+0.0015682i,0.0027376-0.00015397i,0.0023624-0.001652i,0.00086425-0.0014107i,-0.00068834-0.00047451i,-0.00076625+0.00035754i,9.801e-05+0.0018079i
0.0036053-0.00023922i,0.002348+0.0019745i,-0.0024345+0.0056572i,-0.0068276+0.0061394i,-0.0046579+0.0024724i,0.00055288-0.0016397i,0.0029205-0.0031091i,0.0027666-0.0028206i,4.7393e-05-0.0030031i,-0.0034392-0.0021973i,-0.0022872-3.6917e-05i,0.0025624-0.00047953i,0.0047356-0.0028183i,0.0021464-0.0048016i,-0.0016641-0.0048403i,-0.0029821-0.0036089i,-0.0027597-0.0037288i,-0.0028415-0.0042082i,-0.0016472-0.0026848i,0.0014583-0.00028228i,0.0032777+0.00046729i,0.0023378+0.00060263i,0.00053985-0.00022051i
-0.0049624+0.0061366i,-0.0045679+0.0038825i,0.0011099-0.00045215i,0.0099498-0.0040011i,0.01521-0.0029433i,0.012274-0.0010583i,0.0047663-0.0004369i,0.00043815-0.00080263i,1.9723e-05-0.0023235i,-7.6587e-05-0.0040054i,-0.0016323-0.0040049i,-0.0037354-0.0012766i,-0.0030197+0.0022866i,0.00061877+0.0045292i,0.0035307+0.0045385i,0.0047848+0.0029004i,0.0038817+0.0011769i,0.0019031-0.00061466i,0.0005944-0.0014156i,-6.8391e-05-0.0011764i,-0.00059006-0.0001802i,-0.00023669+0.0010516i,0.00045987+0.0018841i
-0.00089058-0.0027977i,-0.001415-5.5703e-05i,-0.00094199+0.0045522i,0.00069252+0.0074777i,0.0016434+0.0051823i,0.0020791+0.0016806i,0.0026936+0.0016205i,0.0013124+0.0039461i,-3.2074e-06+0.0058475i,5.1618e-05+0.0057712i,7.065e-05+0.0041072i,-0.00080079+0.0015576i,-0.0030065-0.00049659i,-0.0048316-0.00050179i,-0.0062334+0.0013242i,-0.0057298+0.0026588i,-0.0041612+0.0039342i,-0.0024113+0.0041283i,-0.00032398+0.0021228i,-0.00012117-0.00074961i,0.00021563-0.0025702i,0.0010934-0.0028705i,0.00058501-0.0024103i
-0.0004757+0.00024767i,-0.0039799-0.0019811i,-0.0062823-0.004237i,-0.0043678-0.0061006i,-0.00023528-0.0069681i,0.0012897-0.0034831i,-0.0016375+0.001737i,-0.0037679+0.0034412i,-0.0042157+0.0033026i,-0.0043854+0.0026302i,-0.0035528+0.0018529i,-0.00061981+0.0023701i,0.0030564+0.0025041i,0.004689+1.1539e-05i,0.0047799-0.0034241i,0.0033488-0.0043471i,0.0012836-0.0036642i,0.0015264-0.0019014i,0.0015281-5.6949e-05i,0.00083492+0.0013915i,0.00071874+0.002166i,0.00064201+0.0014639i,0.00045991+0.00036579i
0.0034599-0.0012042i,0.0061464-0.0015196i,0.0075036-0.00090113i,0.0067592+0.0015974i,0.0033129+0.0013179i,-0.0015111-0.001288i,-0.0036675-0.0036478i,-0.00057662-0.0045215i,0.0031783-0.004464i,0.0043173-0.0034736i,0.0034827-0.0013675i,0.00054525+0.00046171i,-0.0025059+0.0017748i,-0.0034558+0.0038762i,-0.0019815+0.0052163i,0.00033922+0.0044751i,0.0016486+0.0024978i,0.0019029+0.00078758i,0.00092223-9.0031e-05i,-0.00029778-0.00060032i,-0.00112-0.00054447i,-0.0014192+2.4561e-05i,-0.00093744+0.0013289i
-0.0049352-0.00096012i,-0.0075609+0.00077589i,-0.0091783+0.004381i,-0.0068845+0.0057197i,-0.00097742+0.004371i,0.0026289+0.0014263i,0.003389+0.0004527i,0.0045764+0.0011151i,0.0039107+0.0003609i,0.0016655+0.00021113i,0.0006903+0.0010871i,0.0022991-0.00027711i,0.0039094-0.0037373i,0.0012626-0.0065648i,-0.0027532-0.0062567i,-0.0039146-0.0043894i,-0.0031219-0.0040196i,-0.0023111-0.0042725i,-0.0015553-0.0028019i,0.00056158-0.00079438i,0.0025076-0.00058115i,0.0019601-0.00065875i,0.0008006+0.00038585i
-0.0015222-6.7362e-05i,-0.00019803-0.0016679i,0.0025197-0.0025463i,0.0060288-0.0027336i,0.0079302-0.00032802i,0.0065862+0.0022313i,0.0039097+0.0023096i,0.002342+0.0020367i,0.0021112+0.00042366i,0.0020006-0.002244i,0.0011921-0.0042035i,0.00090759-0.0033108i,0.0010984+0.00070489i,0.0023283+0.003087i,0.0035978+0.0020162i,0.0031118+0.00035592i,0.0017381-0.00033271i,0.0014852-1.166e-05i,0.0010511+4.9523e-05i,-0.00022719-0.00027639i,-0.0008433-0.00015722i,-0.00081567-2.8817e-05i,-0.00051015-0.00065481i
-0.002964-0.00073794i,-0.0028734+0.00070797i,-0.0027328+0.0033452i,-0.00060092+0.0045373i,0.00189+0.0030539i,0.0023186+0.0012388i,0.00047257+0.0021109i,-0.0019547+0.0035679i,-0.0028003+0.0045727i,-0.0017433+0.0053044i,-0.00072499+0.0046673i,-0.00091176+0.0025306i,-0.0033038+0.0007102i,-0.0045089+0.00080263i,-0.0040377+0.0019254i,-0.0033544+0.0019253i,-0.0034898+0.0013262i,-0.0025826+0.0011981i,-0.00057705+0.00050118i,0.00050083-0.0012447i,0.00043271-0.0029384i,0.00024046-0.0030928i,0.00060718-0.0020748i
-0.00185-0.00080827i,-0.0028423-0.0017803i,-0.0016731-0.00092816i,0.00099523-0.0017617i,0.003826-0.0034428i,0.0027427-0.0025088i,-0.00090756-0.00099826i,-0.0023552-0.00092487i,-0.0032949-0.00097706i,-0.0057916-0.00045624i,-0.0062216+5.5214e-05i,-0.0040749+0.0010168i,-0.00052599+0.00069214i,0.0025242-0.00090459i,0.0022955-0.0013576i,0.0015713-0.00090184i,0.0024571-0.00051332i,0.0025578-0.00014637i,0.0011727+0.00067717i,0.00053302+0.0015223i,0.00064546+0.0019855i,0.0003486+0.0011166i,0.00014911+0.00053067i
0.0027183+0.0030479i,0.004386+0.0030852i,0.0039035+0.0020663i,0.003529+0.00098319i,0.0038502-0.00091606i,0.0015419-0.0040234i,-0.00045413-0.0051131i,0.0001655-0.0036153i,0.0023393-0.0027789i,0.0036682-0.0029215i,0.0035699-0.0018591i,0.0015642+3.8654e-06i,-0.00061835+0.0017843i,-0.00091384+0.0029614i,0.00039859+0.0032762i,0.0012032+0.0032449i,0.0014727+0.0024921i,0.00051393+0.0018494i,-0.00037135+0.0013362i,-0.00059282+0.0010457i,-0.0020013+0.0012571i,-0.0023528+0.00069786i,-0.0013531+0.00012615i
-0.0024652+0.0046296i,-0.002925+0.0059856i,-0.00034318+0.0052362i,0.0039433+0.0017417i,0.0065236-0.00030768i,0.0059103-0.0010782i,0.0051602-0.0004224i,0.0053741+0.0012635i,0.0056306+0.0019286i,0.0047467+0.0030498i,0.0018785+0.0033533i,0.0015551+0.0012764i,0.0023114-0.00095129i,-7.2525e-05-0.0024227i,-0.0027419-0.0027068i,-0.0028288-0.0013901i,-0.00099776-0.0015565i,2.3639e-06-0.0033161i,0.00062299-0.0030469i,0.0014881-0.0011173i,0.0015056+0.00030676i,0.00078103+0.00037079i,0.00050194+0.00035728i
-0.0015889-0.001752i,-0.0014123-0.0027968i,7.8444e-05-0.0018957i,0.0024284+0.00011477i,0.0035354+0.0020231i,0.0028214+0.0018825i,0.00011539+0.0022486i,-0.0013605+0.0024209i,-0.0012992+0.00098569i,-0.0011265-0.00084074i,-5.3055e-05-0.0012811i,0.00094293-0.00048986i,0.00010286+0.00043608i,-0.00027053+0.00021413i,0.00062816-0.00095437i,0.0010764-0.0013301i,0.00080288+0.00026697i,0.0010322+0.0019434i,0.0012127+0.00057018i,0.00045123-0.00068099i,0.00038148-0.00033689i,0.00045724-0.00050378i,4.1167e-05-0.0009245i
0.0034539+0.00027879i,0.0024556+0.0002864i,0.0010454+0.0006168i,0.0013868+0.0019792i,0.0015546+0.0021485i,0.0010842+0.0012297i,-0.00011619+0.00093979i,-0.0015762+0.0012057i,-0.00059084+0.00066476i,0.00053942+7.6374e-05i,0.0010777+0.00070272i,0.00050149+0.00095208i,-0.00069359-7.3013e-05i,-0.0009864+0.00017692i,-0.00065892+0.0015303i,-0.00060026+0.00054857i,-0.0019362-0.0019464i,-0.0029376-0.002588i,-0.0017134-0.0018036i,0.00018563-0.0021593i,0.00086422-0.0027499i,0.00058508-0.0024247i,0.00012111-0.0011484i
