-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
-0.00028163+0.00033108i,0.00046561+0.0015008i,0.0010239+0.00092763i,0.0010078+0.00044307i,0.0010269-0.00031931i,0.0015387-0.0013758i,0.00065257-0.0011437i,-0.00031473+6.2645e-05i,-0.00056526+0.00067406i,-0.0011632+0.00042269i,-0.0016516+0.00019389i,-0.0012507+0.0007521i,-0.00070857+0.00061507i,-0.00022596+0.00022361i,-0.00016241-3.9754e-06i,7.709e-05-0.0010951i,0.00034632-0.00095774i,0.00036602-0.00044066i,0.00081961-4.1066e-05i,0.00072358+0.00073739i,0.00026411+0.00059487i,-0.00015827+0.00016428i,0.00056415-1.9792e-05i
0.00078492+0.00072969i,0.0010794+0.00050691i,0.0031041+0.00026811i,0.0032957+3.6206e-06i,0.0026653-0.0012962i,0.0013477-0.0026548i,-0.00035236-0.0021494i,-0.0005096-0.00048799i,-0.00039106-0.00032775i,-0.00085757-0.0014033i,-0.00072456-0.0011185i,-0.0002838-0.00038017i,-0.00046338+0.00055045i,-0.00068241+0.0012655i,0.00052453+0.00072721i,0.00097208+0.00037866i,0.00053898+0.00025609i,0.0010705+0.00047489i,0.0016417+0.00027543i,0.0020054+0.00017268i,0.0016826+0.00054397i,0.00049739+0.00044877i,-0.00015723+0.00034643i
-0.00076827+0.002292i,0.00033775+0.0022406i,0.0018746+0.0023109i,0.0032377+0.0017351i,0.0035084+3.6026e-05i,0.0033167-0.0015461i,0.001467-0.0013806i,0.00016468-0.00049585i,0.00065088-0.00060846i,0.00029239-0.00063696i,-0.00054375-0.00039984i,-0.00095372+3.8033e-05i,-0.00080621+2.139e-05i,-0.00072308-5.7615e-05i,-0.00057255+8.4796e-05i,1.566e-05-1.699e-05i,0.00040305-0.00013345i,0.000295+1.2313e-05i,1.6821e-05-6.8409e-05i,-0.00057322-0.00010903i,-0.0010144-0.00019136i,-0.00036975-0.00014582i,-3.5221e-05+0.00021333i
0.00094171-0.00044678i,-0.0004331-0.00050786i,-0.0002487+0.00050899i,0.0012679-0.00012041i,0.0022429-0.0013727i,0.0018409-0.0019704i,0.0010556-0.0019345i,0.00050023-0.0013247i,0.00032237-0.00058747i,2.8533e-05-9.1263e-05i,8.856e-05-3.1131e-05i,0.00041129+0.00035051i,-5.4993e-05+0.00050035i,-0.00028648+0.00052072i,-8.6325e-05+0.00051378i,0.00046482+0.0003478i,0.00071134-7.6863e-05i,0.00016474+0.00019119i,0.0003488+0.00012782i,0.00058493+3.7416e-06i,0.00060457+0.00041159i,0.00050915+0.0002081i,0.00068639-0.00082849i
0.00055952-3.4757e-05i,0.00010511-0.00051346i,0.00012325-0.001541i,0.00058942-0.0014919i,0.00096596-0.0010957i,0.00068399-0.00049151i,0.00064198-0.00034566i,0.00061751-0.00088235i,2.1617e-05-0.0006676i,-0.0005778-0.00018965i,-0.0011187+0.00049731i,-0.0018098+0.00097953i,-0.0010544+0.00025697i,0.00033276+5.0584e-05i,0.00076477-7.3869e-05i,0.00070751-5.1019e-05i,0.0014233+0.00039673i,0.0013818-0.00027578i,0.0003401-0.00084229i,0.00059155-0.00054836i,0.00073813-0.00032944i,2.2746e-06-0.00018026i,-0.00035469-0.00017464i
-0.00091716+0.0018352i,0.00069896+0.0016172i,0.0015764+0.00046042i,0.0019308-0.00090474i,0.002776-0.0015291i,0.0012454-0.0020797i,-0.00075116-0.0020887i,-0.00046166-0.00108i,0.00051331-0.00061559i,-0.00020062-0.00058344i,-0.0016272-3.4689e-05i,-0.0019431-1.9061e-06i,-0.00096359+0.00052972i,0.00028739+0.00080361i,0.00062766-4.9332e-05i,0.00025381-0.00020785i,-0.0002198-0.00020908i,1.253e-05-0.00037076i,0.0010071-0.00038318i,0.0011674-0.0002803i,8.7113e-05+0.00019474i,-0.00018472+0.00033486i,-0.00054191-0.00019032i
-0.0007614-0.00072363i,-0.00070124-0.00066518i,-0.00022977+0.00013643i,0.0015008+0.00061051i,0.0020269-0.00049369i,0.0017004-0.0011386i,0.00064414-0.00028145i,-0.00017448-0.00035257i,-0.00048365-0.0010689i,-0.00016435-0.0010092i,0.0005339-0.0005515i,-0.000109-0.0001485i,-0.0010375+0.00011799i,-0.0005766-0.00018634i,0.00091224-0.0004523i,0.0013328+0.00029424i,0.00080857+0.00077123i,0.00058661+3.1108e-05i,0.00051125-0.0006239i,0.00013187-0.00077409i,-0.00050095-0.00057245i,4.9177e-05+6.4517e-05i,0.00019491+0.0004713i
0.00086865+0.0022288i,0.0026476+0.0012833i,0.0032654+0.00065831i,0.002186-0.00019543i,0.0016673-0.0020109i,0.00078077-0.0024065i,-0.00029453-0.0014265i,-0.00036685-9.1365e-05i,-0.00035151+4.4313e-05i,-0.00061586-0.00085751i,-0.00061867-0.0010829i,-0.001016-8.3026e-05i,-0.00078349+0.0010306i,-0.00024939+0.00096386i,-0.00052569+6.5055e-05i,-0.00017982-0.00094259i,-5.5817e-05+8.6064e-05i,0.00022894+0.00099601i,9.9407e-05+0.00013031i,0.00019751-0.00012767i,0.001028+4.4931e-05i,0.0014204-0.00027367i,0.00070135-2.2925e-05i
-0.00099051-0.00014117i,-0.00032882-0.00021408i,0.00080626-0.0013833i,0.0011267-0.00181i,0.0011043-0.002634i,0.00073026-0.0026451i,0.00066727-0.0015542i,0.0004789+0.00011607i,-0.00037203+0.00027355i,-0.0010026-0.00070207i,-0.0012185-0.00034335i,-0.0011423+0.00066121i,-0.00031123+0.00092558i,0.00060552+0.00057943i,0.0009574+3.4476e-05i,0.001241-0.00048854i,0.0012612-0.00033096i,0.00084205-0.00010146i,0.00044256+4.9478e-05i,0.00074112-8.8083e-05i,0.0011143+2.2182e-05i,0.00068088+0.00054678i,-1.8638e-05+0.00057316i
0.0024865-0.0014326i,0.0028624-0.0013783i,0.0027762-0.00028153i,0.0017624+0.00011449i,0.0012753-0.00078036i,0.00071642-0.0018111i,-0.00014466-0.00089462i,3.6128e-05+0.00062558i,0.0010981+0.0002994i,0.0010261-0.00037816i,-0.00047472-0.0001045i,-0.0013891+0.00020765i,-0.00069214+0.00035137i,0.00018224+0.00028894i,4.8937e-05-2.0323e-06i,-0.00016015+0.00015157i,0.0004698+6.6536e-06i,0.0010837-0.00024749i,0.00054797+0.000184i,0.00012677+0.00071139i,0.00073701+0.00063346i,0.00033286+0.00052961i,-0.00031449+0.00029428i
0.0013012+0.0021492i,0.00084863+0.001059i,0.00061593+0.00034605i,0.0021781-0.00061112i,0.0033723-0.0023163i,0.0023288-0.0020545i,0.00052616-0.0007583i,0.00010284-0.00039148i,0.00015219-0.00050769i,0.00025207-0.00086418i,-6.3382e-05-0.00055917i,-6.1237e-05-0.00012836i,-3.6374e-07+0.00062066i,0.00018765+0.001011i,0.00021938+0.00060474i,0.00035121+0.00014941i,0.000556-2.2131e-05i,0.00040252-0.00053329i,0.00044028-0.00062856i,0.00065406-0.00019261i,5.084e-05+4.0524e-05i,-0.00051459+0.00041002i,0.0003876+0.00065255i
0.00010949-0.0013689i,0.00063772-0.001107i,0.00019207-0.00064883i,-0.00040682-3.4172e-05i,-1.3658e-05-0.00045988i,0.00030311-0.00061063i,2.2713e-05+6.5251e-05i,0.0003213+0.00038116i,-0.00010552+1.425e-05i,-0.0012371-0.00018664i,-0.0017516+0.00030772i,-0.0015285+0.001096i,-0.00074881+0.00075244i,0.00033799+0.00047031i,0.00078588+0.00035446i,0.00036973-0.00049713i,0.00090259-0.0012189i,0.00081579-0.0013804i,4.2745e-05-0.0013252i,0.00023262-0.00057104i,0.00010841-7.2472e-06i,-0.0004074-0.00059884i,0.00021444-0.00061744i
0.0010722-0.00011295i,0.001979-0.00017633i,0.0025659-0.00013424i,0.0026794-0.0015944i,0.0024498-0.0028346i,0.0010645-0.0029375i,-0.00027219-0.0023605i,-0.00052787-0.0012453i,-7.6649e-05-0.001238i,4.618e-05-0.0010087i,-0.00045208+0.00025637i,-0.00047976+0.00026446i,-0.00093661-0.00015246i,-0.0010175-0.00024069i,6.3511e-05-0.00029521i,0.00026175-0.00039567i,-0.00011198-0.00035697i,0.00041361-0.00040099i,0.0010401-0.00098122i,0.0002868-0.001049i,0.00032388-0.00042253i,0.00069429-0.00022488i,0.00042277-0.00051719i
3.6288e-05+0.0021419i,-2.713e-05+0.0016906i,0.0014366+0.0010006i,0.0030799+0.00014659i,0.0029179-0.0014864i,0.0011105-0.001996i,-0.0004659-0.00080371i,-0.0005835-0.00050537i,-0.000543-0.00085549i,-0.00086773-0.0010279i,-0.00046166-0.00098899i,-0.00025083-0.00032312i,-6.6194e-05+0.00039027i,-7.5908e-05+0.00082654i,-0.00014895+0.00019117i,0.00031625-0.00052078i,0.00077631-0.00049822i,0.00091487-0.00045794i,0.00076419-0.00050627i,0.00096268-0.00026524i,0.0010396+0.00015565i,0.00050754-9.8184e-05i,-8.7555e-05-0.00010865i
-7.7902e-05-0.0019567i,0.00066461-0.0018723i,0.0011727-0.0023919i,0.0010268-0.0026861i,0.00072667-0.0026483i,0.00024581-0.0026014i,-0.00050528-0.0018014i,-0.00063934-0.0012335i,-0.00045196-0.0013636i,-0.00093041-0.0011185i,-0.00096608-0.0002216i,-0.00083792+0.0011214i,-0.00014861+0.0019486i,-4.1245e-05+0.0017194i,-0.00060029+0.00070385i,-0.00018659-0.00089378i,0.00033914-0.0016681i,0.00058966-0.0012011i,0.001142-0.0004402i,0.0016423-9.6764e-05i,0.0012026-0.00028117i,0.00034727-0.00036685i,2.7499e-05-0.00023857i
0.0028623-0.0029101i,0.0026599-0.0023883i,0.0032165-0.0031929i,0.0027483-0.003641i,0.0012698-0.0026505i,-0.00062156-0.0013098i,-0.00072261-4.0499e-06i,-0.00095246-0.00025971i,-0.001718-0.0011713i,-0.0016118-0.00060989i,-0.0010398+0.00012117i,-0.0006925+0.0010519i,-0.00037978+0.0012676i,0.000244+0.00125i,0.0012643+0.00089443i,0.0017883+0.00032832i,0.0014315-0.00019102i,0.00072363-0.00048286i,0.00021125-0.00010715i,0.00025904-0.00019208i,0.00014653-0.0006365i,0.00018912-0.00046112i,0.00034567-0.00036296i
-0.0019037+0.00043585i,-0.00071045-0.00015362i,-0.0002983+0.00035779i,-9.4786e-05-0.00042045i,0.00089448-0.0011525i,0.0004718-0.0011255i,0.00033366-0.0013504i,0.00056599-0.00146i,-7.2309e-05-0.00085657i,-0.0014493-0.00063811i,-0.0019141-0.00049181i,-0.0011357-0.00021987i,-0.0005064+0.00010001i,-0.00016742+0.00086553i,0.00055608+0.0014879i,0.00084818+0.00062369i,0.00037138-0.00054345i,2.3503e-05-0.00097502i,-0.00021298-0.00090025i,-0.0009785-0.0010769i,-0.00017705-0.0010255i,0.00052943+0.00035829i,-0.00029725+0.0010617i
0.00051749-0.0028242i,0.0006309-0.002377i,-0.00094504-0.0019619i,-0.0007817-0.00168i,0.00060865-0.0014675i,0.00087353-0.0013651i,0.00070682-0.00091277i,0.00016464-0.00088765i,-0.00017258-0.0012101i,-0.00041861-0.00023229i,-0.00048716+0.0011217i,-2.9573e-05+0.0012994i,-0.0001453+0.0011261i,-0.00034766+0.00067656i,6.0448e-05-8.0263e-05i,0.00014733-0.00063359i,0.00062867-2.0904e-05i,0.0012358+0.00031037i,0.00054478-9.1459e-05i,-0.00040339-0.00050896i,1.267e-05+0.00026257i,0.00050355+0.0007045i,0.00037627+0.00041125i
-0.0014851+0.0014853i,-0.0017394+0.001234i,-0.0013032+0.002127i,0.00019958+0.0016283i,0.00068275-0.00014426i,0.001363-0.0014238i,0.00081522-0.0013838i,-0.00031616-0.00072749i,0.00016645-0.00032132i,-0.00039552-0.00082484i,-0.0012998-0.0010812i,-0.0010809-0.0003624i,-0.00049789+2.7253e-05i,-0.00074802+0.00034571i,-0.0011035+0.00055782i,-0.00042428+3.1626e-05i,0.00079165-0.00010439i,0.001077-0.00035804i,0.00063507-0.00096261i,0.00044952-0.00024092i,-0.00028959+0.00081483i,-0.00069083+0.00082274i,0.00027708+0.00096551i
0.00047716-0.00055367i,0.00097392-0.001412i,0.001227-0.001534i,0.0010067-0.0019043i,0.00081158-0.0012997i,0.00089056-0.00035421i,0.00034598+0.00020097i,-0.00060104+0.00043245i,-0.00058035+9.3277e-05i,-0.000289-0.00053695i,-0.0010647-0.0006052i,-0.0012855+0.00017079i,-0.00073191+0.00089657i,-1.2846e-05+0.00047752i,0.00058089-0.0003779i,0.00052411-0.00049517i,0.00037334-0.00023264i,0.00044464-3.1503e-05i,0.00016687+3.2e-05i,3.4928e-05-0.00044193i,0.00079865-0.0012347i,0.0011153-0.0012083i,-0.00010611-0.00033766i
-8.6928e-05-0.0019153i,0.0010495-0.00097336i,5.1932e-05-0.0012642i,-0.0010649-0.0020283i,-0.00099611-0.0029239i,-0.00036305-0.0022507i,-0.00027602-0.0012365i,-0.0013112-0.0012134i,-0.0015459-0.0012147i,-0.00076296-0.00069917i,-0.00014326+0.00040194i,1.8778e-05+0.00066052i,0.00044376+0.00080892i,0.00097815+0.00053972i,0.001327-0.00012154i,0.00080972-0.0004735i,0.00012893-0.00037644i,0.0004113-0.00059985i,9.2771e-05-5.151e-05i,-0.00041315+0.00026923i,-0.0002414-0.0001539i,0.00028618+0.00021238i,0.00016246+0.00090792i
0.0019468-0.0010725i,0.0012817-0.0017263i,0.00070033-0.0018745i,0.00043705-0.0022363i,0.0014656-0.0025131i,0.0015373-0.0021976i,0.00042415-0.0013077i,-0.00072714-0.00051686i,-0.0016398-0.00065146i,-0.0018483-0.00092641i,-0.0013889-0.00074898i,-0.000731-0.00012101i,-0.00046075+0.00063877i,-0.00022505+0.00092771i,0.00051484+0.00070083i,0.00083322-0.00030372i,0.00084536-0.0009155i,7.145e-05-0.00044073i,-0.00048515-6.7469e-05i,-0.0004468+0.00038241i,7.6397e-05+0.00015748i,0.00056544+9.422e-05i,0.00015331-0.00016082i
-0.0017262-0.00010491i,-0.0014106-0.00060581i,-0.0013034-0.00065015i,-0.00040616+0.00017625i,0.0004322+0.00047748i,0.00039902+0.00011092i,0.00011543+0.00059873i,2.2354e-05+0.00021527i,-0.00022172-0.00029281i,-0.00045085+0.00051429i,-0.00057179+0.00031036i,-0.00017607-0.00019609i,0.0001304+4.4132e-05i,0.0004139+0.00050497i,0.00080361+0.00020011i,0.00070181+0.00010827i,0.00011926-0.00022964i,-7.099e-05-0.0012511i,-0.00010756-0.0012679i,7.199e-05-0.00082399i,0.00053086-0.00031561i,0.00055581+0.00033654i,-9.7335e-06+0.00044239i
0.0011821+0.00053075i,0.00057673+0.0012952i,0.0015336-4.9909e-05i,0.0019842-0.0018002i,0.0020321-0.0019928i,0.0018709-0.0018739i,0.0011229-0.0016193i,0.00062677-0.00029245i,0.00069384+0.00053892i,0.00019899-5.0286e-05i,-0.00023264-0.00057281i,-0.0002286-0.00058072i,-0.00064302+8.4197e-05i,-0.00087379+0.00084484i,-0.0006191+0.00043031i,-0.00049841-0.00024388i,4.1946e-05+0.00049504i,0.00067685+0.00094929i,0.0007368+0.00042685i,0.00071194-0.00022696i,0.00076423-0.00054896i,0.00012591-0.00013019i,-0.00032471+0.00019668i
0.0011666-0.0012088i,0.0006223-0.0016147i,0.0017744-0.0013534i,0.0021049-0.0007023i,0.0016397-0.00074515i,0.0010082-0.001235i,-0.00022137-0.00080387i,-0.00084913-0.00018373i,-0.0010101-0.00027887i,-0.00098953-0.00045019i,-0.00062916-0.0001028i,0.00017584+0.00093639i,0.00085326+0.0010516i,0.00093696-7.3478e-06i,0.0015743-0.00073518i,0.0012156-0.00045315i,0.00027901-0.00028872i,0.00015959-0.00029202i,0.00027667+0.0001258i,0.00063176+0.00072865i,0.00056126+0.00075041i,3.275e-05+0.0010238i,-0.00062567+0.0012184i
0.00042638+0.0011531i,0.00054681+0.00065169i,0.0019543-0.00077104i,0.0025955-0.0013148i,0.0026808-0.002075i,0.0018951-0.0022542i,0.00035511-0.0014321i,-0.00017395-0.00050089i,-0.00074162+1.1266e-05i,-0.0010835-0.00055366i,-0.00078539-0.0010247i,-0.0010779-0.00053261i,-0.0010046+0.00027998i,-0.00059427+0.00059496i,-0.00022625+0.00098043i,0.00033292+0.00030366i,7.1897e-05-0.00056561i,-0.0002074-0.00064141i,0.00051318-0.00098825i,0.00049953-0.0014652i,0.00033757-0.0010779i,6.3962e-05+5.9594e-05i,-0.00061633+0.00081339i
0.00031926-0.0018032i,-0.00096235-0.0013351i,-0.0014113-0.0011335i,-0.001386-0.00070656i,-0.0013786-0.00078014i,-0.00063357-0.00078293i,-0.00055212-0.00049955i,-0.00066023+0.00027392i,-0.00063607+0.0012411i,-0.0012154+0.00077577i,-0.00072902-0.00022964i,3.2049e-05-2.5898e-05i,0.00029715+0.00055303i,0.00040176+0.00020089i,0.00031653-0.00098471i,0.00082316-0.0012001i,0.0010654-0.00053021i,0.0010339-0.00067087i,0.00081126-0.00097311i,0.00056444-0.0004847i,0.0002751+2.5569e-05i,0.00045072-0.0001433i,0.00048465-8.0434e-06i
0.00087643+0.0014289i,0.00037276+0.00016134i,-0.00035769-0.0002651i,-0.00092311+0.00047824i,-0.0010358+0.00034796i,-0.00049129-0.00042896i,5.813e-05-0.00081686i,0.00035627-0.00040565i,-1.8364e-05-0.00036789i,-0.0002167-0.00067772i,-0.00043491-6.0952e-05i,-0.00060591+0.00094499i,-0.00021802+0.00086939i,0.00096646+0.00048199i,0.00094467+0.00049362i,-0.00021033+0.000196i,-0.00036365+0.00025514i,0.00027693+4.1029e-05i,0.00083634-0.00018135i,0.00052543-0.00012918i,-0.00016482-0.00034011i,-0.00031003-4.6423e-05i,0.00018999+0.0002765i
-0.0021716+0.00097907i,-0.00057129+0.00094895i,0.00031927+0.0012486i,0.0016845+0.00043093i,0.0021756-0.00080819i,0.0015029-0.00188i,0.00061126-0.0016745i,7.641e-05-0.0010023i,0.00039144+6.5852e-06i,0.00021824+0.00048828i,3.0122e-05+0.00014447i,0.00024322+0.00010764i,-0.00027876+0.00097862i,-0.00072132+0.0010499i,-0.00045348+0.00064633i,-0.00047606+1.0979e-05i,-0.00074608-0.0011046i,-0.00010813-0.0013051i,0.00045707-0.000967i,0.00080372-0.00088357i,0.0016485-0.0003723i,0.0016122+0.00067828i,0.00064326+0.00059031i
0.0015466+9.9446e-05i,0.00095459-0.00013878i,0.00081538-0.00053901i,0.00074753-0.0008576i,0.00070052-0.0011039i,0.0017603-0.00058167i,0.0017366-0.00051098i,0.00071763-0.00062999i,4.9847e-05-0.00042743i,-5.7625e-05-0.00070082i,-0.00025747-0.00035881i,-0.00082353-2.1497e-05i,-0.00055932-0.00036651i,-0.00015249-0.00080014i,0.00048758-0.00085462i,0.00082716-0.00027357i,0.00027939-0.00027683i,0.00066609-0.00081144i,0.000262-0.00041536i,-0.00023097-0.00028604i,0.00018949-0.00035723i,8.845e-05-0.00025759i,0.00061431-0.00015099i
-7.5333e-05-2.4599e-05i,0.00014409-0.00074591i,0.00045764-0.00061996i,0.00088911-0.0004762i,0.0011467-0.00025862i,0.00084992-0.00066762i,0.00062503-0.0012334i,2.9336e-05-0.00088453i,-0.00049063-0.0007601i,-0.00030073-0.00065323i,-0.00029162-0.00028872i,-0.00024372-0.00026544i,3.9909e-05+0.00031196i,-1.3886e-05+0.0012924i,-0.00044024+0.00087926i,-8.7562e-05+2.9324e-05i,0.00032749-0.00027902i,0.00039354-0.00086979i,0.0011709-0.00084882i,0.00093025-0.00044107i,-0.00041887-0.0006593i,-0.00079041-0.00071363i,-0.0001721+0.00015325i
-0.0013462-0.0016385i,-0.0020114-0.0017796i,-0.0019437-0.0019455i,-0.0011603-0.0016877i,-0.00064236-0.0012529i,-0.00040664-0.00067678i,-0.00059613-0.00041046i,-0.00099488-0.00063855i,-0.00095494-0.00084312i,-0.00083793-0.00054553i,-0.00058391+0.00028414i,-5.6272e-05+0.00058554i,0.00016867+0.00070968i,3.8229e-05+0.00067762i,0.00047587-0.00012163i,0.00054975-0.00042672i,-0.0004063+0.00078761i,-0.00037576+0.0013431i,0.00045681+0.00098307i,0.00073761+0.00029933i,0.00036461-0.00018298i,0.00031464-0.00035919i,0.00014785-8.2981e-05i
0.0017459-0.00041457i,0.0014872-4.4036e-05i,0.0011451-0.00061629i,0.0013041-0.00064025i,0.0012611-0.00036603i,0.0016077-0.00097545i,0.0012799-0.0011507i,0.00076797-0.0011614i,0.00025441-0.0011106i,-0.00044819-0.00063557i,-0.00036772+0.00020743i,-0.00043607+0.00039976i,-0.00062378+0.0002947i,-0.00035085+0.00041427i,0.00011579+0.00064831i,0.00028044+0.00046876i,3.1397e-05-0.00055999i,0.00025955-0.00129i,0.00030442-0.00092917i,1.2955e-05+1.4482e-05i,-0.00057468+5.5884e-05i,-0.00028424-0.0003915i,0.00045478-0.00018606i
-0.0023627+0.0025765i,-0.001493+0.0036343i,-0.0013406+0.0041907i,-0.00080466+0.0032702i,0.00019892+0.001398i,0.00058836+3.5846e-05i,0.00038985-0.00077295i,0.00013371-0.00085788i,-0.00011943-0.00061691i,-0.00021673-0.00067339i,4.3278e-05-0.00038373i,-0.000387-3.448e-06i,-0.0012067-0.00015295i,-0.0013819-0.00069376i,-0.0010281-0.00059042i,-0.0010624-0.0006368i,-0.00064412-0.00087986i,0.00072369-0.00080278i,0.001345-1.7136e-05i,0.00047944+0.00037695i,-0.00041548+0.00060615i,-0.00072123+0.00086484i,-0.00056918+0.00078121i
-0.00041176-0.0023882i,-0.00052145-0.0010148i,0.00014297-0.00034306i,0.0011507-0.00025523i,0.0012656-0.00028856i,0.00071296-0.0011666i,0.00068832-0.0011666i,0.0016894-0.00030999i,0.0015714-0.00026932i,0.00090454-0.0012992i,4.1799e-05-0.0011986i,-0.00081746-0.0001914i,-0.00051279-0.00013267i,0.00041108-0.00025982i,0.00087706+0.00013276i,7.7677e-05-0.00027138i,-4.3305e-08-0.00081215i,0.00039-0.00047173i,0.00016135-0.00035391i,8.8048e-06-0.00059033i,-4.9293e-05-0.0011015i,-0.00037761-0.00080335i,-0.00038539-0.00017372i
-0.00094779+0.0025773i,-0.0014098+0.0023054i,-0.0007235+0.0024651i,0.0012673+0.0023362i,0.0027236+0.001428i,0.0018779+6.862e-05i,-1.1262e-05-0.00043446i,-0.00047854+0.00056871i,-0.00015687+0.00065376i,-0.0003512-0.00017725i,-0.0001606-0.00065363i,-0.00015961+6.6736e-05i,-0.00028682+0.00062535i,-0.00012191+0.00037553i,-0.00013514-0.00030443i,-5.7475e-06-9.326e-05i,0.00056686+0.00021869i,0.0010178-0.0010693i,0.00081959-0.00077924i,0.00024541+0.00062088i,-0.00044528+0.00066846i,-0.00089324-0.00053143i,-0.00094526-0.0011006i
2.7355e-05+0.002996i,0.0012045+0.0011247i,0.0016346-9.8701e-05i,0.0014205-0.001285i,0.0022517-0.0024166i,0.002028-0.0015976i,0.0012771-0.00076864i,0.00049963-0.00083255i,-0.00053384-0.0012194i,-0.00023748-0.0014695i,0.00024602-0.00096138i,-0.00038439+0.00021951i,-0.00046753+0.0010285i,-0.00041898+0.00057391i,-0.00059755-7.35e-05i,3.6981e-05-0.00043973i,-0.00014757-0.00066939i,-0.00073176-0.00058142i,0.00051306-0.00049736i,0.001342+0.00029416i,0.00079425+0.00023114i,0.00022833-0.00023201i,6.7493e-05+0.00031496i
-0.0025799-0.0011683i,-0.0013566-0.00059315i,-0.0019211+0.00080012i,-0.0014624+0.0011253i,0.00056163+0.0010257i,0.0010858+0.00065228i,0.00032122-0.00018049i,-0.00012062-0.00027317i,-0.00038687-0.00083338i,-0.00080155-0.00068609i,-0.00093641-9.2039e-05i,-0.00021481+0.00021115i,-0.00056692+0.00084457i,-0.00089734+0.00081975i,5.1736e-05+0.0002547i,0.0010177+0.00039136i,0.0013593+0.00049838i,0.0010222-1.9078e-06i,0.00057845-0.00016888i,-6.441e-05-9.4074e-05i,-7.9842e-05-0.00029359i,8.9347e-05-0.00073865i,-0.0001862-0.00045281i
-0.0017484-0.0012731i,-0.0012739-0.0012821i,-0.0024357-0.00041432i,-0.0016056+0.00036415i,0.00118+0.00038103i,0.0021307-0.00026379i,0.0011086-0.0013775i,0.00060282-0.0018652i,0.00044093-0.0011752i,-2.7246e-05-0.00018344i,-0.00019487+0.00037081i,0.00015891+0.00011285i,-0.00024491-0.00018821i,-0.00067226-0.00044781i,0.00041699+8.8309e-05i,0.0011477+0.000588i,0.0011952+5.1458e-05i,0.0010858-0.00034484i,0.00076237+4.6383e-06i,-1.7637e-05+0.00060884i,-0.00056855+0.00042073i,-0.00019741+0.00050813i,-0.00037769+0.00087778i
-0.00094664+0.00088853i,-0.00062901+0.00027304i,-0.00041183+6.413e-05i,-1.3999e-05+0.00054842i,0.0010972+0.0012411i,0.0009364+0.00093187i,0.00025366-0.0005099i,-0.00084083-0.0009117i,-0.0014363-0.00079061i,-0.0007499-0.0011446i,-0.0004683-0.00073689i,-0.00077665+0.00028528i,-0.00079141+0.0011769i,-0.00028924+0.00046139i,0.00030184-0.0008521i,0.00076279-0.0011688i,0.00061156-0.0011339i,-3.3711e-05-0.00077412i,-0.00077096-0.00046747i,-0.00068885-0.00027023i,-0.00035023-5.7396e-05i,-8.3777e-05-0.00013202i,-0.00028127-0.00045697i
0.00042809+0.0023739i,0.00080637+0.0024282i,0.0022716+0.0022418i,0.0041168+0.0013233i,0.0042403-0.00012363i,0.0025062-0.0012644i,0.00023313-0.0013461i,-0.00061683-0.0011829i,0.00046871-0.00057393i,0.0012267+0.00011296i,0.00025782+0.00010602i,-0.001415-2.8794e-05i,-0.0022182+0.0011792i,-0.0019875+0.0018873i,-0.0010943+0.00084236i,-0.00033149+3.2571e-06i,0.00030506-8.7192e-05i,0.0012104+5.8919e-05i,0.0016504+0.00078202i,0.0013163+0.00094737i,0.0013116+0.00047302i,0.0010653+0.0003275i,0.00033307+0.00029696i
0.00045883+0.0021564i,0.00059421+0.0023308i,0.001378+0.0016067i,0.0015444+0.0004883i,0.001089-0.00022612i,0.00038791-0.00069778i,0.00019409-0.0010254i,0.00063804-5.7577e-05i,-0.00021618+0.00029936i,-0.0007783-0.00010535i,0.00010117-4.1513e-05i,5.1246e-05+4.7089e-05i,-0.0004072-0.00015439i,-0.00064357+0.00031638i,-0.00065575+0.00051003i,0.00022837+0.00025289i,0.0011419+0.00018449i,0.00087468-6.1277e-07i,0.00040915-0.00020629i,0.00023711-0.00012143i,-0.00042402+0.00023002i,1.0243e-05+0.00022007i,0.00017591+1.6236e-05i
-0.001585+0.0010032i,-0.00099618+8.038e-05i,-0.00062165-0.00022188i,0.0011249+0.00089033i,0.0021628+0.0010985i,0.0016102-0.00064145i,-1.1646e-05-0.0016416i,-0.00070611-0.00082146i,-0.00017558-0.000526i,0.00035454-0.00054084i,0.00019782+4.5303e-05i,0.00025363+0.00040495i,-4.3438e-05+0.00019461i,0.0003849+0.00012152i,0.00086622+0.0005068i,1.3213e-06+0.00080454i,6.2202e-05+3.5247e-05i,0.00089222-0.00039821i,0.00069858+0.00022246i,0.00068984+0.00063685i,0.00068461+0.00065524i,0.00044559+0.00073645i,0.00039687+0.00064185i
