-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
0.0028053-0.00043133i,0.0020634-0.0012384i,0.0010748-0.0021861i,-0.00087536-0.0018072i,-0.0016468-0.00075649i,-0.00085218+0.00028584i,-0.00062363+0.00067798i,-0.00084155+0.00025306i,-0.00042631-0.00012708i,-0.0003177-6.6596e-05i,-0.0003252-0.00058508i,-0.00055404-0.00060797i,-0.00068771-5.8091e-05i,0.00013246+0.00075228i,0.00019276+0.0018307i,-0.00025181+0.0016191i,-0.00021871+0.00062568i,0.0001307-0.00035722i,0.00045589-0.00028081i,0.00027273-0.00047731i,0.00054945-0.0009729i,0.00057636-0.00028893i,0.00011811+0.00033761i
-0.0019753+0.0012113i,-0.0012957+0.0014754i,-0.00085781+0.0022427i,0.0007646+0.0021266i,0.0018815+0.00084941i,0.0013549-0.00043357i,0.00048621-0.00043834i,-0.00033628+0.0006063i,-0.0010397+0.00055086i,-0.0010464+0.00026091i,-0.0007668+9.4098e-05i,-0.00037031-0.00030096i,0.00053625-0.00033921i,0.0015301-0.00034694i,0.0019279-0.00074256i,0.0013985-0.0007325i,0.0009146-0.00054449i,0.00019913-5.7834e-05i,-0.00068143+0.00024122i,-0.0011878+0.00023388i,-0.00072353+0.00067475i,0.00044851+0.00078311i,0.00078528+0.00043393i
0.00079817+0.00035948i,0.00072892+0.00042637i,0.00048009+0.00078632i,7.6306e-05-0.00023037i,2.6969e-05-0.00089039i,-3.9706e-05-0.00056122i,-0.00048103-0.00054864i,0.00037091-0.0002166i,0.00078832-0.00028894i,0.00032294-0.00018027i,-4.5365e-05+0.00072715i,-0.00047971+0.00063064i,-0.00083026+3.1045e-05i,-0.00033124-1.4967e-05i,0.00033478-0.00099205i,0.00066309-0.0015888i,0.00044142-0.00069142i,0.00035884-1.2533e-05i,0.00028833+0.00013267i,-0.00021867+9.9981e-05i,0.00013478+0.00043766i,0.00080067+0.00023935i,-7.6564e-06-0.00037773i
0.00045332+0.0018324i,0.00081168+0.0017308i,0.00048959+0.0012209i,0.00078608+0.00081515i,0.00054073+0.00068742i,-0.00054149+0.00048804i,-0.0011567+0.00058152i,-0.0011351+0.00019067i,-0.00095595+0.00044567i,-0.00041219+0.00063536i,-0.0001356+0.00052287i,-0.00042148-4.6927e-05i,-0.0005417-0.00040528i,-0.00035059-0.00058127i,-9.4526e-05-0.00087936i,-0.00049734-0.00094186i,-0.0011089-4.8461e-05i,-0.00051938+0.00061812i,0.00045788+0.00065623i,0.00036207+0.000496i,-1.711e-05+1.887e-06i,-0.00020619-0.00012659i,-0.00056778+0.00089389i
-0.00055356+0.00072305i,-0.00084755+0.0015559i,-0.00054188+0.0017146i,-0.0007557+0.0010057i,-0.0011361+0.00042853i,-0.0010224-0.0003011i,-0.00032866-4.5045e-05i,9.2576e-05+0.00048346i,-9.9857e-05+7.1531e-05i,0.00022643-0.00040522i,0.00032939-0.00026853i,5.045e-05+6.53e-06i,-4.1195e-05+0.00052093i,-5.3566e-05+0.00069557i,0.00013738+0.00030417i,-0.00010214-9.9314e-05i,-0.00027537-0.001366i,-0.00026138-0.0011166i,0.00018956-0.00037299i,0.00042665-0.0005074i,-3.5957e-05+0.00019102i,0.0001725+0.00081084i,0.00028592+0.00035992i
0.00043725-0.00030238i,-0.00060163-0.00019792i,-0.0010211-0.00040634i,-0.00060414-0.00072682i,-0.00034769-0.0010625i,-0.00047839-0.00077603i,-0.00075403+0.00029642i,-0.0012382+0.00098826i,-0.0010257+0.00010809i,-0.00052136-6.6439e-05i,-0.00067843+0.00034332i,-0.00076039+0.0004198i,-7.3002e-05-0.00031257i,0.00033116-0.00037234i,2.5317e-05-0.0001067i,0.00023651-0.00066047i,0.00031247-0.0011448i,0.00025017-0.00044373i,0.0003969+0.0001355i,0.00074572+1.2159e-05i,0.0010227+0.00013996i,0.00029413-7.84e-05i,-8.3352e-06-0.00048945i
-0.00013982-0.00074569i,-2.775e-05+0.00015809i,-0.00018206+0.00061767i,-0.0002813+0.00010697i,-7.5168e-05+0.0007618i,0.00049601+0.0016925i,0.00077564+0.001127i,0.0001162+0.000114i,-0.00061529-0.00015071i,1.6937e-05-0.00038582i,0.00051463-0.00029265i,-7.7619e-07-0.00043262i,0.00027888-0.00046025i,0.00014452+0.00014566i,-0.00039736-0.00019629i,0.00070069-0.00035005i,0.001058+3.6994e-05i,0.00049974-0.00028085i,0.00061257+0.00013959i,-0.00039625+0.0004907i,-0.0005906+0.0002243i,0.0003884+0.0010173i,0.0001957+0.0012745i
-0.0015366+0.00043943i,-0.0029634+0.00065732i,-0.0031511+0.00077569i,-0.0016663+0.0016346i,-0.00057042+0.0016795i,0.00023295+0.00060479i,0.00069232-0.00020244i,0.00081788-0.00021199i,0.0011341+0.00015047i,-9.2613e-05+9.666e-07i,-0.0015071-6.0615e-05i,-0.0015915+0.00020557i,-0.0010293-0.00014086i,-0.00017467-0.0009922i,0.00031788-0.0014761i,1.7995e-05-0.0010938i,-0.00010569+0.00037327i,-0.00022516+0.0011444i,-0.0003181+0.00038029i,-0.00035943+0.0003688i,-0.00036187+0.00081723i,0.00053669+0.00090799i,0.00063907+0.00058363i
-0.00030891+0.00048603i,-0.00071499+0.0002629i,-0.00096582-0.00040899i,-0.00047565+0.00069938i,4.6071e-06+0.00073379i,0.00017325-0.00020611i,6.8888e-05-0.00025703i,7.2887e-06+0.00034262i,0.00012954-1.9587e-05i,0.0001573-0.00027172i,-4.7959e-06+0.00078359i,0.00060758+0.0011648i,0.00071264+0.00087106i,0.00036359+0.0007966i,-0.00028701+0.00072833i,-0.00065892+0.00032515i,0.00021898-0.00017437i,0.00070511-0.00029443i,0.00018529+0.00024358i,-0.00027861+0.0010755i,-0.00048431+0.00088921i,-0.00025029+0.00025318i,-2.3688e-05+0.00038861i
-0.001992+2.3811e-05i,-0.0013722-0.00015423i,-0.0013272-0.00044327i,-0.00066943+6.4126e-05i,-0.00016013+0.00034292i,-0.00012527+0.0004878i,0.00033502+0.00030611i,0.00027342-9.137e-05i,0.00042939+5.2799e-05i,0.00092463+0.0006229i,0.00066038+0.0011233i,0.00013355+0.00052635i,-9.3406e-05-1.7066e-05i,-2.7302e-05-0.00063132i,-0.00017745-0.00095003i,-0.00031946-0.00061146i,-0.00015261-0.00041239i,-3.7036e-05+0.00012126i,0.00060261+0.00090871i,0.00042949+0.0012889i,-0.00057878+0.0010265i,-0.00057888+0.00036041i,-0.00016977+0.00061167i
0.001713+0.00052077i,0.0018542+0.00070744i,0.00095134+0.00080201i,0.0003777+0.00057914i,1.6094e-05-0.00047385i,-5.1708e-06-0.00077845i,-0.00085572+0.00042015i,-0.0012294+0.00087392i,-0.00098328-0.00029052i,-0.00043438-0.0015261i,-0.00073532-0.0011666i,-0.0011795+0.00032903i,-0.00014506+0.0007234i,0.0009946+0.00052831i,0.00084686+0.00062598i,0.00089781-6.5229e-05i,0.00076994-7.0155e-05i,-0.00010232+0.00058518i,-0.00036296+0.0010436i,0.00020849+0.0009705i,0.00021158-0.00012523i,-0.0002163-0.0006497i,-0.00060839+4.9396e-05i
0.0011661+0.0009146i,0.0010509+0.0015935i,0.00035401+0.0016345i,-0.00059836+0.0010425i,-0.0013508+0.00080113i,-0.0019332+0.0011651i,-0.001992+0.0012973i,-0.0010197+0.0010002i,-0.0003593+0.0007866i,-9.2056e-05+0.00039863i,-0.00012503+0.00037071i,-4.9563e-05+5.5216e-05i,-0.00035114-0.00029681i,-0.00061561-0.00071138i,-0.00039137-0.00035135i,-0.00057627+4.018e-05i,-0.00065703+0.00037969i,-0.00058826+0.00027952i,-0.00071269-0.00060651i,-0.00015524-0.00055078i,0.00027217+7.391e-05i,0.00041134-0.00012168i,0.00040192-0.00055318i
-0.00042354+0.001622i,0.00027089+0.0030347i,0.00079774+0.0030419i,0.00072737+0.00079635i,0.00073317-0.0012106i,1.2637e-05-0.00099761i,-0.0012689-0.00028581i,-0.0015879-0.00040304i,-0.00089338-0.00080193i,-0.00019465-0.00035245i,0.0002987+0.00022768i,0.00057655-0.00023124i,0.00013115-0.00081563i,-0.00013902-0.00086095i,-7.9052e-05-0.00066794i,-0.00016622-0.00093781i,-0.00087153-0.001296i,-0.0010684-0.00054652i,-0.00072204+0.00059051i,-0.00063569+0.0013339i,-0.00039596+0.00092065i,-0.00013311-0.00026993i,-0.00023939-0.00054288i
-1.8505e-05-0.00021174i,0.0011291+0.00015271i,0.00043739+0.00022802i,0.00038591+0.00025257i,0.0005412+0.0012843i,9.1555e-05+0.001273i,-0.00097548+0.00042873i,-0.00168-4.2254e-05i,-0.0010054-0.00059738i,-0.00013592-0.00099531i,0.0002553-0.00016926i,-0.00011274-2.4109e-05i,-0.00017525+0.00016538i,-0.00021936+0.0001562i,2.8076e-05-0.00013133i,-0.00012432+0.00015515i,-0.00032922-0.00020186i,-0.00042294-0.00093169i,-1.423e-05-0.0010096i,0.00082323-7.3339e-05i,0.00080107+0.0010848i,0.00044406+0.00073629i,0.00017901-0.00043863i
-0.001025+0.0013461i,-0.0010648+0.0017882i,-0.001764+0.0013438i,-0.0008196+0.0010238i,0.00035084+0.00031193i,-0.00021254-0.00030744i,-0.00085075-0.00072768i,-0.0012565-0.001293i,-0.00076809-0.0013146i,-0.00019194-0.0010373i,-0.00034184-0.00029036i,-0.00063504-0.00017624i,-0.00042381-0.00053552i,0.00056048-0.00089552i,0.00027056-0.00031304i,-0.0005072+0.00069116i,-0.00075896+0.00066166i,-0.0011016+0.00047996i,-0.00021594+0.0002065i,0.00063341+8.4037e-05i,0.00075848+5.8217e-05i,0.00045783-0.00027517i,-0.00029411-0.0010145i
0.0012953+0.0013221i,0.00044064+0.0018268i,0.00065706+0.0010639i,0.0014724+0.00075471i,-0.00014111-0.00033652i,-0.0019711-0.0014253i,-0.0018253-0.0011217i,-0.0011018-5.3387e-05i,-0.0012557+0.0005752i,-0.0010426+0.00052502i,-0.00037144+0.00021319i,-0.00029637+0.00029611i,-0.00054793+0.0010877i,-0.00030093+0.0011214i,6.4583e-05+0.00024782i,-3.814e-05+0.00021136i,0.00039113+0.00036252i,0.00057727-0.0005673i,0.00017748-0.00055605i,-0.00020952+0.00042088i,-9.9131e-05+0.0010644i,0.00044032+0.00081567i,0.00032215-0.00034346i
-0.0002042+0.0030744i,0.0005873+0.002211i,0.00043475+0.00098444i,-0.00019234-1.108e-05i,-0.00050059-0.00044174i,-0.00078502+3.2542e-05i,-0.0018642+0.00061558i,-0.0020012-6.1893e-05i,-0.00097168-0.00048347i,-4.5101e-05-9.2224e-05i,0.00029937-0.00073803i,0.00021037-0.0010288i,0.00025143-0.0007783i,-4.2361e-05-0.0010837i,-0.00073254-0.0007439i,-0.00056156-0.00013491i,-0.00038822-0.0001608i,-0.00067268-0.0002075i,-0.00066818+0.00018134i,-5.3816e-05+4.4535e-05i,0.00091265-0.00059704i,0.00086282-0.00068349i,0.00015652+0.00022052i
-0.0022833-0.00016744i,-0.0025653-0.00017896i,-0.001242+0.00089433i,0.00081166+0.00056139i,0.0012666+0.00014955i,0.00013066+0.00035516i,-0.00074961-0.00011746i,-0.0014018-0.00069355i,-0.001122-0.00025129i,-8.7353e-05+0.00022102i,0.00082919+0.00032941i,0.00045236-0.00012993i,0.00046483-0.00055826i,-0.00037358-0.0002173i,-0.00077237-0.0010468i,0.00099589-0.0017021i,0.00097961-0.0011806i,0.00043044+9.2677e-05i,0.00055189+0.00078064i,6.988e-05-6.5607e-05i,0.00028497-0.00055503i,0.00028623+0.00015793i,0.00016156-7.7219e-06i
-0.00092492-0.00092571i,-0.0013372-1.8389e-05i,-0.00037453+0.00088857i,-0.0002312+0.00014573i,-0.0010962-0.00019257i,-0.00082087+0.00023886i,6.2132e-05-0.00024506i,4.6346e-06-0.0004737i,-0.00040246-0.00020783i,-6.1118e-05+6.5099e-05i,0.00020496+0.00030417i,0.00021858+0.00043678i,0.00074182+0.00031023i,0.00065626-0.00014678i,-1.2845e-05-0.00054994i,0.00016861-0.000601i,8.9253e-05+3.9962e-05i,-0.00050399+0.00020743i,-0.00018067+4.8135e-07i,-0.00051698-0.00035825i,-0.00071284-0.000789i,0.00044824-0.00016666i,0.00029537+0.0010807i
0.0011113+0.00075347i,0.0017053+0.00079021i,0.0014333+0.00068197i,0.00018253+0.00090303i,-0.00031315+0.00045279i,-0.00052917-0.00067735i,-0.0001183-0.00090207i,-0.00014504-0.00063727i,-0.00035872-0.00083478i,-0.00053388-0.00107i,-8.8472e-05-0.00097405i,0.00011102-0.00096198i,-0.0002326-0.0010084i,-0.00096402-0.00069991i,-0.0021902-0.00043714i,-0.0015918+0.00010319i,-0.00052668+0.00039325i,-0.00075471+0.00011201i,-0.00057413+0.0002211i,-0.00041016+0.00060877i,-0.00048427+0.00068156i,-5.4984e-05-1.0536e-05i,0.00020043-0.00098549i
-0.0013938+0.00038006i,-0.0019641+0.00077624i,-0.00026303+0.0016552i,0.00026717+0.0021014i,-0.00075721+0.0012098i,-0.00085845+0.00030671i,-0.00037386+0.00020516i,-0.00047867+0.00030751i,-0.00070238+9.8776e-05i,-0.00088906-0.00034553i,-0.00093261-0.00060911i,-0.00066165-0.00023905i,-0.0004452+0.00039113i,-9.3706e-05+0.00019994i,5.7547e-05-0.00060641i,0.00026118-0.00087947i,0.0007256-0.00075548i,0.00034518+0.00028621i,6.5435e-05+0.00091961i,-0.00016914-6.338e-06i,-0.00032888-0.00083107i,-0.00014624-0.00082647i,0.00024737-0.00046591i
-0.0024171-0.00033561i,-0.0026463+0.00046094i,-0.0011149+0.0012355i,0.00091915+0.0014173i,0.001101+0.000709i,0.0012617-0.00024934i,0.0015613-0.00013664i,0.00034578-0.00048578i,-0.00041769-0.0012812i,1.4436e-05-0.00044803i,0.00059146+0.00082069i,0.00045433+0.0010752i,0.00054564+0.00032979i,0.0010587-0.00061281i,0.00029433-0.0011607i,-1.054e-05-0.0011519i,0.00058536-6.7158e-06i,0.00056328+0.00037891i,0.00053801-0.00030349i,0.00027293-0.00072553i,-0.00056221-4.5712e-05i,0.00016576+0.00044053i,0.0012303+0.00016897i
0.0014313+0.00046419i,0.00069057+0.0009326i,-0.00044381+2.0519e-05i,-0.00079753-0.0011136i,-0.00049453-0.0014645i,-0.00029793-0.00079313i,-0.00048528-0.0001337i,-0.00044827-0.00026886i,-1.4579e-05-0.00028567i,0.00036738+2.1066e-05i,0.0001042-0.00038156i,-0.0011375-0.00069364i,-0.0012043-0.0002253i,-0.00010829-0.00021858i,0.00092455-0.00039948i,0.00045845-0.0004837i,-0.00016202-0.00025892i,-0.00029974+0.00043453i,-0.00040954+0.00057745i,-0.00011505+0.00019404i,4.8168e-05+0.00011711i,0.00022158-8.9277e-05i,0.00031123+0.00014075i
0.00073278+0.00081811i,0.0012718-0.00030544i,0.0014808-0.0010598i,0.00071392-0.000194i,0.00020565+0.00091712i,-3.9976e-05+0.0015547i,-0.00096936+0.0016707i,-0.0010989+0.001116i,-0.00087965+0.00025603i,-0.00077015-0.00031933i,-0.00054736-8.4973e-05i,-0.00023348+0.00022888i,-8.0769e-05+0.00020978i,-0.00060313+4.2919e-05i,-0.00081433+0.00014523i,-0.00016808+8.8051e-05i,0.00022056-2.6846e-05i,-8.9472e-05-0.0002294i,-0.00046557+0.00021298i,-0.00058913-0.00010011i,-0.00022496-0.00076719i,0.00010613-0.0001404i,0.00032935+0.00034847i
0.0013214+0.00050481i,0.00040654+0.00068747i,0.00023289+0.0012101i,0.0010739+0.00095904i,0.0015332-4.1954e-06i,0.00082294-0.00081982i,4.0896e-05+0.00024304i,-0.00042215+0.0012975i,-0.00032247+0.0010257i,-0.00025264+0.00028199i,-0.00080956-0.00015408i,-0.00053566+0.00020935i,-0.00079463+7.1268e-05i,-0.00070595-0.00058098i,0.00037679-0.00072839i,0.00088251-0.00049909i,0.00014608-0.00021171i,-0.00078848-0.00023374i,-0.00063781-0.00033987i,3.6423e-05+0.00014838i,0.0001296+0.00064463i,-5.0399e-05+0.00058778i,-0.00026992+4.6564e-05i
-0.0015355-0.001227i,-0.0017943-0.00060947i,-0.0019097+0.0001207i,-0.00065364-1.9954e-05i,0.00041068-0.00023531i,0.0003637+0.00013565i,0.00010233+0.00010257i,0.00019109+0.00029417i,-0.00010784+4.5951e-05i,-0.0003458-0.00010695i,-0.00060869-6.5133e-05i,-0.0011079-0.00059209i,-0.00084812-0.00069162i,0.00011668-0.00044805i,0.00084358-0.0008297i,0.00045733-0.00097362i,0.00025841-0.00060905i,0.001012+0.00010611i,0.00066429+9.9924e-05i,0.00042602+4.6435e-05i,0.000438+0.0007403i,-8.0604e-05+0.00053193i,-0.00032534-0.00068747i
0.00080947+0.00019064i,8.6682e-05-5.3124e-05i,-0.00086499+6.9481e-05i,-0.0013631+0.00095677i,-0.0010776+0.00086506i,-0.0004067+0.00033351i,0.00017768+9.2598e-05i,-0.0004007+0.00010742i,-0.0015193-0.00037403i,-0.0017264-0.00047466i,-0.00068837+0.00040051i,0.00020473+0.00050687i,0.00060178-0.00010086i,-8.1625e-05+0.00032153i,-0.0011787+0.00078195i,-0.00035629+0.00035294i,0.00058469+0.0001351i,0.00055584-0.00011995i,-0.00056685+0.00013364i,-0.00086699+0.00030017i,0.00013512-0.00026892i,0.00069775-0.0010155i,0.00078562-0.00056352i
-0.0017035-0.00015745i,-0.0025847+0.00034852i,-0.0018135+0.00065154i,-0.00031184+0.00048998i,-7.4448e-05+0.00094518i,-0.0004866+0.0015065i,-0.00068975+0.00069862i,-0.00060393-0.00051591i,-3.1107e-05-0.00048329i,8.037e-06+0.00011236i,-0.00026635+0.00032321i,-0.00055138+0.00049124i,-0.00049691+0.00081796i,4.0226e-05+0.00083899i,0.00058306+6.833e-05i,0.00010836-0.00028172i,-0.00050761+4.3625e-05i,-0.00055505+0.00010093i,-0.00043725+3.9342e-05i,0.00030735+1.8448e-05i,0.0010073+0.0004461i,0.0005094+0.00087437i,-0.00020144+0.0010335i
0.00033953-0.0018535i,0.00054515-0.0011821i,-0.00016571-0.00036122i,-0.00077123+0.00010119i,-0.00023825+0.00058407i,-0.00049857+0.00039496i,-0.00091361-1.6068e-05i,-0.00022746+0.00020726i,-0.00013105+0.0009646i,0.0001453+0.00096143i,0.00012257+0.00018202i,-0.00081741-0.00016178i,-0.00053402+9.3312e-05i,0.00011464+0.00035448i,7.3726e-06+0.00014687i,0.00018805+0.00012729i,5.891e-06+9.7521e-05i,0.00027518+6.3106e-05i,0.00033415+0.00031941i,0.00065571-5.4129e-05i,0.0011066-0.00071262i,0.00060918-0.00059492i,0.0006435-0.00041235i
0.000379-0.00071093i,0.00022449+0.0008101i,-0.00040733+0.001407i,-0.00073516+0.0012743i,-0.0012967+0.0001996i,-0.00088985+0.00016703i,-0.0010165+0.00031851i,-0.0013883-0.00033504i,-0.0012546-0.00037291i,-0.00087158+0.00033296i,-7.6556e-05+0.00011596i,-4.2143e-05-0.00028115i,-0.00053177-0.00022384i,-0.00029846-0.00025238i,-0.00059402+0.00031507i,-0.00074117+0.00064663i,-0.0002956+0.00052623i,-0.00025127-0.00035075i,-0.00035475-0.00023323i,-0.00021025+0.00039071i,-0.00023208+0.00022745i,-0.0007739-6.0613e-05i,-0.00096367+0.00047983i
-0.0016926+0.00061617i,-0.0020565+0.00016038i,-0.0025849+0.001685i,-0.001647+0.0020327i,-0.0010888+0.001346i,-0.0013394+0.0014609i,-0.0011947+0.00067459i,-0.00097887-0.0005842i,-0.00035072-0.00095283i,0.00036316-0.00025903i,0.0001544+5.7435e-05i,0.00034326+0.00016931i,0.0011915-0.00062611i,0.0011757-0.0011297i,0.00022591-0.00086185i,-0.00020816-0.00066469i,0.00013426-3.8172e-05i,0.00057771+4.9635e-05i,0.0010183-0.00016408i,0.00062556+0.00014065i,-2.6207e-05+3.2586e-05i,-0.00068021-0.00101i,-0.00081864-0.00070695i
-0.0017504-0.00044572i,-0.0015715-0.00044053i,-0.00060853+0.00051746i,-0.000852+0.0011631i,-0.00055283+0.0004617i,-2.8017e-05+3.615e-05i,-2.6039e-05+9.0039e-05i,-0.0010243+0.00015064i,-0.0016391-0.00046465i,-0.00077765-0.00077848i,0.00016071-0.00066484i,0.00058753-0.00047313i,0.00047145-0.00022471i,-9.8323e-07-0.00018958i,0.00033174-0.0011387i,0.00095097-0.00089589i,6.2768e-05-0.00010771i,-0.00045166-0.00017223i,-0.00013076+6.3233e-06i,-0.00013019+4.9119e-06i,0.0005304-0.00032932i,0.00054946+0.00012274i,0.0003449+0.001066i
0.001694-0.00032674i,0.0015396-0.00054239i,0.00016419-0.0008422i,-0.00090574-2.2818e-05i,-0.0012328+0.00092377i,-0.0012609+0.0013024i,-0.0006467+0.00095444i,-0.00041117+0.00041642i,-0.00050915+0.00010875i,-0.0010346-0.00021438i,-0.001312-0.0002342i,-0.0013287+0.00025721i,-0.00098283+0.00028152i,-0.00036582+0.00025106i,-0.0006652+0.00026866i,-0.00099495+0.0001379i,-0.00077676-0.00015071i,-9.4953e-05-0.00016923i,0.00027786-0.00029678i,-0.00067443-0.00079189i,-0.0012969-0.00082276i,-0.0013581-0.00056361i,-0.00061374-6.9803e-05i
-0.00021547+0.0015397i,0.00020077+0.001672i,0.0012376+0.0021943i,0.0012294+0.001826i,0.0013591+0.00059552i,0.00025555+2.7214e-05i,-0.0010999-0.00025742i,-0.00084459-0.00015734i,-0.00053586+0.00011403i,-0.00061505-5.8055e-05i,-0.0013137-0.00030812i,-0.0014095-0.00010984i,-0.00096515+0.00011318i,-0.00015317+0.00016524i,0.00010398-0.00064577i,-0.00026385-0.00091132i,-0.00053267-0.0005249i,0.00025777-0.00024574i,0.00079736+0.00073516i,5.742e-05+0.0008726i,-0.00024559+0.00015559i,0.00051429+8.8929e-05i,0.00061805+0.00055002i
-0.0002908-0.00072544i,0.000105-8.9075e-05i,0.00037676+7.728e-05i,-0.00015548-0.00059404i,-0.00046868-0.00094391i,5.5608e-06-0.00028587i,-0.0005445+0.00010179i,-0.001074+0.00013446i,-0.00063773-0.00012637i,-0.00064452-0.00024552i,-0.00041522-0.00034953i,-4.4926e-05-0.00041763i,0.00023504-0.0003946i,0.00077296-0.0005742i,0.00064058-0.00054174i,0.00041622-0.00050596i,-0.00012905-0.00016764i,-0.00077483-0.00037648i,-0.00037534-0.00075405i,-0.00018658-0.00070881i,-2.8897e-05-0.0010957i,0.00019697-0.00094942i,-0.00029189+0.00019553i
0.00055193+0.0010871i,0.00089786+0.0010467i,0.0012112-0.00011611i,0.00074693-0.00073296i,0.00046896-0.00013002i,0.00014175+0.00039156i,-0.00045004-0.00015379i,-0.00038651-0.00029692i,-0.00077394+0.00026625i,-0.00069082-0.00014541i,-0.00031846-0.00022982i,-0.00033232-0.00033905i,-0.00039777-0.00056345i,-0.0005823-0.00061093i,-0.00070513-0.0011082i,-0.00044753-0.0010268i,-0.00060043-0.0010199i,0.00010445-0.00026692i,0.00095228+0.00063729i,4.3694e-05+0.00017185i,-0.00096144-0.00082593i,-0.00079819-0.00037066i,-0.00021406-0.00065668i
0.00057525+0.00087586i,0.00081689+0.00053395i,0.00013799+0.00031431i,-0.00024543+0.00043495i,-0.00019855-0.0002099i,-0.00095617-0.00054441i,-0.0015535+0.0004841i,-0.0010758+0.00090568i,-0.00022677+0.0005164i,0.00027405+0.00035204i,-0.00021436+0.00022997i,-0.00089222+0.00023489i,-0.00073107+0.00037285i,-0.00015646+0.00033452i,5.4384e-05+7.4193e-05i,0.00045889+0.00024572i,0.00060155+0.00077333i,0.00039062+0.00073747i,0.00014294+0.00022085i,-0.00015884-0.00074779i,8.281e-05-0.00035075i,0.00027521+0.00055073i,-0.00013709+0.00042385i
0.0017036+0.0013511i,0.00092827+0.00090037i,0.00068527+0.0011341i,0.0010551+0.00090664i,0.00036064+0.00014106i,-0.0010082+0.00065405i,-0.0014505+0.00086771i,-0.00035807+0.00080664i,0.0010172+0.00060607i,0.0012659-0.00054337i,0.00033103-0.0004805i,-0.00029495-0.00023301i,-0.00042194-0.00027826i,-0.0010735+0.00027944i,-0.0015579-0.00013711i,-0.00099558-0.0004064i,-0.00010796+0.00056979i,-0.00036462+0.00061283i,-0.00039721+0.00042594i,-1.0255e-05+0.00078518i,5.6366e-05+0.00029783i,-0.00015154+1.2628e-05i,-0.00015422+0.00038501i
0.0025259+0.0013123i,0.0024393+0.00051483i,0.0011739-0.00047468i,0.00037651-0.00044374i,-0.00022211+0.00050361i,-0.0011322+0.00080007i,-0.00061582+0.00084991i,-3.4303e-05+0.00054464i,0.00016003-0.00030409i,0.00040656+3.0436e-05i,0.00056783-0.00019178i,0.00016781-0.00040829i,-0.0003564+0.00048155i,-0.00052545+0.00041329i,0.00027417+0.00017885i,0.00073393+0.00037305i,0.00042367+0.00092847i,6.3779e-06+0.00113i,-0.00021297+0.00068092i,-0.00033024+0.0010208i,-0.00089012+0.0010075i,-0.00075623+1.2336e-05i,-4.4189e-05+7.5434e-05i
-0.00033226+0.00066215i,-0.00057488+0.00015205i,-0.0004036+0.00060148i,-0.00034935+0.00022525i,-0.00010274-0.00073028i,-4.7921e-05-0.00071145i,-3.671e-05-0.00047711i,-0.00084059-0.00051683i,-0.0010304-0.00052125i,-0.00055755-0.00042745i,-0.00041927+0.0003544i,-0.00024683+0.00034074i,0.00021096-4.0407e-05i,2.5832e-05-0.00057126i,9.126e-05-0.00077122i,0.00024421-0.00067305i,6.1974e-05-0.00018914i,0.00036357-0.00033212i,0.00058839-0.0003089i,0.00069319+0.00038998i,-0.00028667+0.00020991i,-0.00062245-0.00019447i,-0.00040327+0.00019137i
-0.00024766-0.00052298i,-0.00051929-0.00033793i,-0.00055061+2.2568e-05i,-0.0007932-0.0010688i,-0.0010426-0.00098746i,-0.00021398+0.00020468i,-7.4852e-05-0.00017704i,-0.00076346-0.00051947i,-0.00095337-0.00014856i,-0.00013024+0.00083162i,0.001235+0.0014837i,0.00059034+0.00047488i,-0.00078991-0.0008821i,-0.00047729-0.00076686i,7.6662e-05+0.00043617i,-0.0003089+0.00057502i,-0.0009254+2.4415e-05i,-0.00061818+0.00027842i,0.00042185+0.00054556i,0.00053528+0.00060521i,-5.9677e-05+0.00098406i,-8.6096e-05+0.00083231i,0.00010343+3.9597e-05i
0.00094745+0.0014385i,0.0006704+0.00069596i,0.00093737+0.00011233i,0.00064714-0.00043899i,-0.00067008-0.00018173i,-0.0021771+0.00017157i,-0.001172-0.00082329i,0.00043142-0.00097625i,0.00049274-2.82e-05i,0.00043973+0.00022913i,0.00017764-0.00027977i,0.0001562-0.00034802i,-0.00051145+0.00033854i,-0.0013627+0.00085789i,-0.0005274+0.00065382i,-0.00042728+0.00080704i,-0.0013039+0.00036239i,-0.00072198-0.00025258i,-0.00015777+0.00019765i,-0.00020613+0.00060187i,-5.838e-05+4.6727e-05i,0.00017365-1.8605e-05i,-0.00042208+0.00063936i
