0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
0.0017281+0.0018594i,0.0016192+0.0023063i,0.0015516+0.0019848i,0.0004739+0.00034769i,-0.00023511-0.00062651i,-0.00016676-0.00059382i,0.00030309-0.0001488i,0.00045455+0.00024949i,0.00016777+0.00033297i,0.00038584+1.9363e-06i,0.00098572-1.6215e-05i,2.8639e-05-0.00012708i,-0.00012742-0.0008015i,0.0011242-0.0011242i,0.00030259-0.00023058i,-0.00080643+0.00073415i,-0.00066943+0.00063474i,-0.00041806+5.1319e-05i,-1.5435e-06+0.00046185i,0.0001125+0.00078372i,-0.00023955+0.00017265i,0.00025575+9.5553e-05i,-0.00016355+0.00091875i
0.00072634-0.0013238i,0.0005459-0.0016801i,0.00051463-0.0020599i,0.00038339-0.0022547i,-0.00032554-0.0017134i,-0.00072487-0.00047796i,-3.2653e-05+0.00037112i,9.7315e-06+0.00059232i,-0.00073239+0.00045603i,-0.00042285+0.0004139i,0.00030058+0.00052807i,0.0002648+0.00050288i,-0.00038075-3.9718e-05i,-0.00055135-0.00047675i,-0.00071149-0.00059762i,-0.000749+0.00042529i,3.2547e-05+0.00046279i,0.00023459-0.00037883i,-3.3972e-05-0.00063262i,0.00042406-0.00032523i,0.00031603+0.00069305i,0.00016812+0.00099666i,-0.00032744+0.0011062i
0.00092499-0.00074277i,0.0016282-0.0014575i,0.0015076-0.0022286i,0.00069237-0.0020848i,-0.00052278-0.001665i,-0.00074265-0.00076764i,-0.00035113+0.00016198i,-0.00011343+0.00060728i,-0.00029375+0.0006321i,-0.00049805+0.00023178i,-0.00087995-0.00050224i,-0.00013009-0.00061899i,0.00014027-0.00049568i,-0.00099099-0.00066683i,-0.0011041-0.00055022i,-0.00051504-0.00010979i,-0.00058282+0.0005637i,-0.0011432+0.00070171i,-0.0013102-0.00038875i,-0.00048945-0.00081146i,0.00067683-0.00029795i,0.00075431-0.000239i,0.00029116-0.0003094i
0.0002183+8.4963e-05i,0.00056762-0.00026723i,0.0011462-0.00041152i,0.00066179-0.00027275i,-3.4684e-05+0.00096187i,8.0394e-05+0.0012816i,-0.00027864+0.00011276i,-0.00035832+0.00016099i,0.00031754+0.0003923i,0.00031194+7.7226e-05i,-3.4991e-05+0.0003405i,-0.00038748+0.00057203i,-0.00061808+0.00055541i,-0.0008125+0.00046782i,-0.00087835-6.3537e-05i,-0.00083158-0.00091371i,-0.00049756-0.0012281i,-0.00017572-0.00064106i,4.9791e-05-0.00018515i,-0.00029578-0.00022755i,-0.00064008-0.00033764i,-0.00021439-0.00060662i,-0.00022739-0.00058558i
0.0013081-0.0010863i,0.0021617-0.0023664i,0.0027772-0.0024943i,0.0016149-0.0020991i,0.00013364-0.0020333i,-0.00029309-0.0011753i,-0.0003334+0.00013233i,0.00031402+0.00029956i,0.00075279-6.2828e-05i,8.7387e-05-0.0003322i,-0.00055532-0.00033527i,-0.00022938-0.00065188i,0.00051144-0.0016047i,0.00057443-0.001678i,-1.8716e-05-0.00040184i,-0.00015591+0.00069513i,0.00042693+8.7934e-05i,0.00043911-0.00031127i,1.9765e-05+1.4337e-05i,-0.00046758-8.6124e-06i,-0.00019273+0.00055155i,-0.00012445+0.00082496i,-0.00033574+0.00050408i
-0.0010943-0.00033816i,-0.00089864-0.00052451i,4.6699e-05+5.1526e-06i,-0.00015779+0.00053479i,-0.0003526+0.0011253i,-0.00056498+0.0010728i,-0.00019871+0.00082651i,0.00075828+0.00025287i,0.00084075-2.7646e-05i,0.00035134-3.1563e-05i,0.00058409+0.00017762i,0.00048712+0.00029363i,-0.00022721+0.00064211i,-0.0005852+0.0012095i,0.00043554+0.00084253i,0.001398-0.00042836i,0.0013691-0.00072418i,0.00052259+0.00042909i,-0.00081383+0.00095866i,-0.00064439-0.00014594i,-0.00015492-0.00089172i,-0.00010531-0.0010857i,0.000523-0.00041055i
-0.00050455+0.00062684i,0.0007288+0.00051063i,0.0011343+0.0001106i,-0.00014864-0.00039643i,9.3494e-05-0.00076889i,0.00036271-0.00050759i,-0.0010473+0.00015176i,-0.00096272+0.00084175i,0.00028056+0.00090557i,0.00018467+0.00047987i,2.1014e-05-0.00013741i,-5.3079e-05-0.00035762i,0.00029327-3.0886e-05i,-6.9143e-05+0.00019444i,-0.00045631+0.0003178i,-0.00018428-0.00016249i,-0.00055148-0.00054762i,-0.00080786-0.0001326i,-0.00053172+0.00010874i,0.00021096+8.553e-05i,0.00072929+0.00016998i,0.0003652+0.00011084i,-0.0002581+4.809e-08i
0.0007599-0.0012018i,0.0013889-0.0013605i,0.0015596-0.0023541i,0.00155-0.001872i,0.0011912-0.001004i,0.00041656-0.00033275i,0.00015642+0.00039407i,0.00015962+0.00087918i,0.00020696+0.00079935i,-3.2566e-05+0.00062699i,1.0671e-05+0.00021633i,0.00056924-0.00013084i,0.00056734-0.00021264i,0.00014837-0.00051739i,-0.00046203-0.00049119i,-0.00037977-0.00041574i,0.00019145-0.00039321i,0.0005761-0.00059676i,0.00055902-0.00091727i,-0.00022861-0.00084217i,4.323e-05-0.00067463i,0.00048996-0.00086996i,0.00042981-0.00029331i
-0.0013033-0.0015874i,-0.00091865-0.0017882i,-0.00016841-0.0027214i,-0.00010344-0.0022772i,0.00017442-0.00013653i,0.00047589+0.00085379i,0.00012694+1.9885e-06i,0.00029164-0.00021422i,0.00054698+3.0487e-05i,-2.4413e-05+5.3912e-07i,-0.00026161-0.00014725i,-0.00011977-0.00016228i,-6.8559e-05-0.00018609i,-0.00036995+0.00024547i,-0.00077056+0.0010567i,-0.00050612+0.0011027i,-0.00010339+0.00084147i,-6.3449e-05+0.00083333i,-0.00014454+0.00032285i,-9.1648e-05-5.4731e-05i,-9.7454e-05+0.00057411i,9.8405e-05+0.00059633i,-0.00010942-9.0758e-05i
-0.0023272-0.00058313i,-0.0036117-0.00089516i,-0.0043783-0.00090969i,-0.0021451-0.0011988i,0.00016462-0.0004417i,0.00077094+0.00072686i,0.00059028+0.00083494i,0.00019886+0.0010032i,0.00051149+0.0016551i,0.00098424+0.001609i,0.00042307+0.00082988i,-0.00035601+0.0001335i,-0.00034028+1.0741e-05i,0.00055135+0.00041226i,0.00061675+0.00061302i,-0.00025826+0.0002718i,-0.0001392-5.7182e-05i,0.00035294-1.1815e-05i,0.00027019-0.00040892i,-1.6681e-05-0.00019333i,-0.00031336+0.00065676i,-3.2688e-05+0.0011054i,0.00049921+0.00045713i
-0.00022292-0.00017058i,1.0198e-05-0.0011046i,-0.00070985-0.002016i,-0.00056769-0.0016229i,-0.00017445+4.5241e-05i,0.00020011+0.00059161i,-0.00043101-3.7365e-05i,-0.0006-0.00025799i,-0.0005687-0.00059802i,-2.4435e-05-0.00088114i,0.00042966+2.2812e-05i,7.1114e-05+0.00069603i,0.00019209+0.00069739i,-0.0002596+0.00098797i,-0.00099098+0.00053904i,-0.00023672-0.00054543i,0.0005252-0.00027932i,0.0010022+0.00048353i,0.00087026+0.0004213i,0.00027142+0.00023973i,0.0008681+0.00089961i,0.00071813+0.0010923i,0.00022457-0.00010951i
-0.0012517+0.00038588i,-0.001541+0.00051357i,-0.0016002+0.0007837i,-0.0012087+0.00040888i,-0.00064313+0.00025024i,0.00036394+0.00035203i,0.00023709+0.00066087i,-0.00039629+0.0010489i,-0.0002764+0.0014434i,-0.00015611+0.0011759i,-0.00034097-0.00013363i,-0.00054463-0.00031562i,-3.8101e-05+0.00019326i,0.00039347+0.0004825i,0.00017525+0.00013955i,0.00022771-0.00043001i,0.00045641-0.00078227i,0.0004782-0.00023745i,-0.00012898+0.00057523i,-8.5079e-05+0.00035404i,0.00022771+0.00034597i,0.00040959+0.00034402i,-0.00036241+7.7339e-05i
-0.0014139-0.0022852i,-0.0012897-0.0020452i,-0.0017315-0.0015139i,-0.0011879-0.00077381i,-0.00025693+0.00053197i,-0.00026657+0.00092583i,-0.00062804+0.00048575i,-0.00087726+0.00038613i,-0.00080401+0.00070727i,-0.00070599+0.00024864i,-0.00040551-0.00044428i,-0.00066157-0.00018622i,-0.00050311-0.00025095i,-0.000149-0.00026431i,-0.00034037-4.5646e-05i,3.5505e-05-9.571e-05i,0.0009452+5.9888e-05i,0.00034163+3.1374e-05i,-0.00036214-0.0006216i,-0.00045667-0.00017635i,-0.00087828-5.0326e-05i,-0.00060492-0.00085421i,0.00047894-0.00043663i
0.0024727+0.00094998i,0.0030419+0.0011004i,0.0022147-0.0014928i,0.0014128-0.0025887i,0.0012434-0.001609i,0.00057624-0.0002217i,-4.2906e-05+0.00043995i,0.00048616+0.00050425i,0.0010042+0.0006604i,0.00052822+0.00053063i,-0.00017033-0.00021719i,0.00075091-0.00087824i,0.0011524-0.00019243i,0.00040024+0.00045003i,-5.8523e-05+5.1656e-05i,-0.00023788-0.00019825i,-0.00050121-7.9439e-05i,-0.00012297-0.00046633i,-5.9763e-06-0.000129i,-0.00058712+0.00063841i,-0.00044171+0.0010733i,-0.00018098+0.00094509i,-0.00073435+0.00061361i
0.00069043-0.00085079i,0.00065601-0.00048578i,-0.00041124-0.0013064i,-0.0010109-0.0015223i,-0.0010836-0.00061431i,-0.0011876-0.00013449i,-0.00075504-0.00045196i,-0.00024604-0.00021163i,-0.00012429+0.00034797i,-0.00070032-6.9366e-05i,-0.00052747-6.5846e-05i,-0.00046475+0.00081545i,-0.00018445+0.0005975i,0.00022372+0.0002049i,-0.00053383+0.00030706i,-0.00053066+0.00041821i,0.00022928+4.3093e-05i,-0.00027868-0.00021595i,-0.00090003-0.00039528i,-0.00020739-0.00083642i,0.00010611-0.00050673i,-0.00032834+0.00010201i,-0.00085796+8.143e-05i
-0.0010203+0.0018055i,-0.0007799+0.0023629i,6.5563e-05+0.0023822i,0.00057126+0.00037651i,0.0006912-0.00019185i,0.00072784+2.7283e-05i,0.00071896+0.00061123i,0.0006217+0.001394i,0.00059357+0.0012032i,0.0007062+0.0010588i,0.00044434+0.0002986i,-0.00029965-0.00088746i,-0.00039048-0.00070778i,-0.00022413-2.34e-05i,0.00010636+0.00061684i,0.00013802+0.001066i,0.00023419+0.0004417i,0.00083668-0.00033997i,0.00085784-0.00046905i,0.00069487+0.00059565i,0.00026249+0.0013685i,-9.3946e-05+0.0011567i,0.00020219+0.00042714i
-0.00025453-0.00037221i,-0.00025665-0.00075164i,-1.6618e-05-0.00057479i,-2.2105e-05+0.0001669i,-0.00023374+0.00055147i,-0.00086709+0.0010377i,-0.0011135+0.001326i,-0.00071441+0.0008244i,-0.00034564+0.00054415i,-0.00023687+0.00052025i,-0.00020202+0.0005895i,0.00031986+0.0007432i,-0.00038537+0.0012027i,-0.00070264+0.0012774i,3.8014e-06+0.00094334i,0.00056643+0.00020606i,0.00017915-0.00062171i,-0.00011386-0.00088245i,-0.00017571-0.00028727i,0.00012959+1.7177e-05i,0.00058966+0.00045515i,0.00024986+0.00062548i,0.00031877+0.00023849i
0.0014958-0.00032127i,0.0019429-0.00093094i,0.0023302-0.0015812i,0.0015722-0.0020933i,0.00035099-0.00173i,-0.00024675+6.6836e-07i,-0.00096948+0.00099655i,-0.0011396+0.00027982i,0.00021423-0.00027743i,0.00031296-0.00056769i,-0.00029088-0.00095326i,-0.00029963-0.001242i,-0.00064489-0.0010755i,-0.00023722-0.00073888i,0.00059457-0.0010718i,0.0005348-0.0011863i,0.00021766+1.7886e-05i,0.00026567+0.00069193i,0.00038311+0.00033078i,0.00019922+3.5935e-05i,-0.0004003+6.732e-05i,-0.00068654+4.4979e-05i,-0.00057877+0.00013661i
-0.0019406-0.00052892i,-0.0015109-0.00075908i,-0.0015619-0.0005726i,-0.00077816-0.00073146i,-0.00028027+7.7134e-05i,-4.354e-06+0.001166i,0.00086663+0.00075103i,0.0010257+0.00050511i,0.00052906+0.00079352i,0.00092089+0.0010142i,0.0015732+0.00057304i,0.00087426-0.00045897i,-0.00027788-0.00017608i,-0.00079023+0.0007129i,-0.00091084+0.00095131i,-7.2226e-05+0.0010394i,0.00022253+0.0010752i,-0.00059304+0.00086003i,-0.00066021+0.00053045i,-0.00015699+6.6739e-05i,-0.00019862+0.00041033i,-9.0201e-06+0.00068225i,0.00055548-0.00035584i
0.00019381+0.0003855i,-0.00035256-0.00060664i,0.00063391-0.0025436i,0.00099641-0.0022794i,-0.00011731-0.00093361i,-0.00085535+0.00032992i,-0.00094302+0.0012612i,-0.00067046+0.0013519i,1.6998e-05+0.001065i,0.0010547+0.00047768i,0.00089696-0.00036799i,0.00019831-0.00018698i,0.00038991-0.00029686i,0.00088347-0.00070726i,0.00061093-0.0002881i,0.00039897-8.6525e-05i,0.00066538-0.00016844i,0.00050972+5.0591e-05i,-0.0001236+7.4719e-05i,-0.00022304-0.00032954i,-0.0005317-0.0006903i,-0.00067128-0.00067974i,-0.00044462+9.0536e-05i
0.00082066+0.00013744i,0.00055905-0.00065047i,0.00026206-0.0015067i,-0.00028226-0.0017232i,-0.00060513-0.0011023i,-0.0013668+0.00059019i,-0.0018497+0.00044303i,-0.0012856-0.00048335i,-0.00050768-0.00068663i,0.00020272-4.3002e-05i,0.00026907+0.00044596i,0.00029029+1.4882e-05i,0.00026663+0.0002719i,-8.4683e-05+0.00079424i,8.7959e-05+0.0010395i,0.0006692+0.00090768i,0.0011167+0.00041196i,0.00043355+0.00031106i,-0.00041647-0.00016565i,-0.00044636-0.00032426i,-0.00046602-0.00017927i,-0.00056013-0.00065168i,-0.00053603-0.0002763i
-0.00050605-0.00013523i,-0.00030282-0.0011392i,6.8589e-05-0.0027575i,0.00056917-0.0019471i,0.00017811-0.00066923i,0.00063885-0.00045723i,0.00033258-0.00012326i,-0.00077175+0.00050084i,-0.00075703+0.00057135i,-0.00022682+0.00031234i,3.3032e-05+0.00043801i,2.7456e-05+0.00065689i,-3.3083e-05+0.00025984i,4.6584e-05-0.00038209i,0.0003915+3.8631e-05i,-0.00052751+0.00062183i,-0.00056592+0.00070794i,-0.00018848+0.00054222i,-0.00049191-0.00018951i,-0.00033937-0.00016534i,-0.00024406+0.00056203i,-0.00016304+0.00025531i,7.6084e-05-0.0003233i
0.0020476-0.00076967i,0.0019561-0.00041825i,0.002227-0.0015134i,0.00092752-0.0024902i,-0.00063855-0.0026372i,-0.00042089-0.00093236i,-3.2443e-05+0.00042823i,0.00013573+0.00056153i,0.00052293+0.00079493i,0.00076014+0.00095705i,0.00025271+0.00064274i,-0.00014151+0.00021485i,2.2538e-05+0.00017472i,-0.00031105+1.144e-05i,-0.00047772-0.00039255i,7.2084e-05-0.00028816i,0.00034762-0.00030325i,0.00016304-2.4681e-05i,-0.0003195+0.00060286i,-0.00047433+0.00025608i,-1.999e-07+6.5465e-05i,0.00028733+0.00062028i,0.00016979+0.00055118i
-0.00079555-0.0027051i,-0.0013261-0.0025989i,-0.001357-0.0028491i,-7.9388e-05-0.0016267i,-0.00014228+7.0002e-05i,1.3969e-06+0.00078432i,0.00017743+0.00062115i,-0.001299+0.00050702i,-0.0013541+0.00080638i,-0.00030344+0.0003109i,0.00045742-0.00020855i,0.0006638-0.0004637i,0.00037741+0.00017848i,0.00041187+0.00089799i,0.00044934+0.0005533i,0.00036526-0.00011745i,0.0007073-0.00018694i,0.00094633-2.0782e-05i,0.00040322+0.00026689i,-0.00057173+0.00045615i,-0.00064877+0.00032022i,-0.00014603-0.00014513i,7.4942e-05-0.00056536i
0.00058872+2.1104e-05i,0.00066215-0.00027796i,0.00070433-0.00035054i,0.0010758-0.00028433i,0.00080623+0.00016311i,0.00024914+9.6841e-05i,0.00014023-0.00072649i,-0.00021508-4.4624e-05i,0.00012076+0.0010153i,0.00022108+0.00053237i,-0.00029221-0.00047973i,-2.5193e-05-0.00047359i,0.00042109-0.00028348i,0.0008228-0.00018867i,0.0010658+0.0002315i,0.00037967+0.00060598i,-0.00028654+0.00056384i,-0.00052135+0.00021845i,-0.00016682-0.0007281i,0.00020885-0.00082895i,0.00019132+0.00020235i,6.0988e-05+4.8904e-05i,-0.00044541-2.3902e-05i
0.0012254+0.0019034i,0.00043985+0.0013414i,0.00075525+0.00077079i,0.00099327+0.00034229i,0.00035276+0.00096652i,-2.191e-05+0.0012466i,-0.00061934+0.00056144i,-0.00039284+0.00040925i,0.00067996+0.00068023i,0.0014188+0.00059451i,0.0011974+2.92e-05i,0.00018406-0.00058102i,0.00020184-0.00023679i,0.00012253+0.0002508i,-0.0002487-0.00044232i,-0.00037576-0.0014622i,-0.00037275-0.0014897i,-0.00028029-0.00028394i,-0.00062594+0.00065912i,-0.00035034+0.0008419i,5.402e-05+0.0004568i,-0.00057919+0.00027865i,-0.00051252-0.00046148i
0.00097785-0.00053683i,0.0018714-0.00021133i,0.0014369+0.00087273i,0.0010641+0.0016257i,0.00086277+0.00087049i,-0.00016123-5.1199e-05i,-0.00065022+0.00037499i,-0.00044442+0.00039718i,0.00027747-0.00012936i,0.0011791-0.00027214i,0.00074229-0.00026964i,9.2975e-05-0.00068026i,0.00035668-0.00069966i,0.00035431-3.0075e-05i,8.1593e-05-1.0956e-07i,-0.00029367-0.00041714i,-0.00036038-0.00040347i,0.00015075-6.7076e-05i,0.00042668+0.00028359i,-3.5082e-06+0.00048318i,-0.00012244+0.00061496i,0.00054493+0.0004183i,0.00042291-0.00010284i
0.0023515-0.0016641i,0.002312-0.0017095i,0.0025437-0.0020925i,0.0023529-0.0015123i,0.00047462+0.00042867i,-0.00067242+0.0012996i,-0.00043286+0.0010908i,-1.8024e-05+0.001079i,0.0001796+0.0010275i,0.00016735+0.00092467i,0.00080407+0.00033954i,0.00077937+0.00021361i,0.00045057+0.00010326i,-0.00013021-0.00057693i,-0.00032067-0.00074893i,9.5585e-05-0.00023593i,-0.00013938-0.00054919i,-0.00024366-0.0011992i,-7.2833e-05-0.00071344i,-0.00044594-0.00065646i,-0.0001091-0.00041762i,0.00037084+0.00038132i,8.0692e-05-4.0371e-07i
0.0016138-0.00017781i,0.00093223-0.0002059i,0.00028143-0.00061292i,0.001249-0.0010008i,0.0012792-0.00020144i,0.00019062+0.00096191i,-0.00021773+0.0010591i,-5.5984e-06+0.00048875i,-2.6968e-05+0.00021314i,-7.7736e-05+0.00025151i,0.00036372+0.00018962i,0.00033233-0.00046544i,0.00020458-0.00084097i,0.00033807-0.00068804i,0.00033134-0.0006799i,0.00090671-0.00030457i,0.00032414+0.00019274i,-0.00023659+0.00027277i,0.00042285+8.3259e-05i,0.00064115-6.6548e-05i,-6.8156e-05+0.00022888i,-0.00044163+0.00031897i,-0.00019361+0.0005513i
0.0017316-0.0029262i,0.0027843-0.0028065i,0.0025132-0.0026763i,0.0011802-0.0029188i,0.00080437-0.0015162i,0.0004359-0.00019938i,-0.00042313+0.00023628i,-0.00089535+9.0378e-05i,-0.00064225-0.00019345i,0.00057397-0.00019086i,0.0012027-0.00068826i,0.00038361-0.0010803i,-0.00045985-0.00081754i,-0.0007541-0.00056145i,-0.0001539-0.00090718i,-0.00019433-0.0015446i,-0.00066106-0.0012476i,-0.00036228-0.00010297i,5.9481e-05+0.00073587i,-7.4255e-05+0.00033153i,-0.00017028-0.00058444i,0.00082607-0.0003259i,0.0012762+3.6405e-05i
-0.0013095+0.00014928i,-0.0019895-0.0003261i,-0.0023438-0.0004851i,-0.0018171-0.0001114i,-0.0015427+0.00058707i,-0.00058496+0.00092164i,-0.00020314+0.001213i,-0.00050111+0.00099571i,-0.00029239+0.00010379i,1.7617e-05-9.8174e-05i,0.00033185-0.00017029i,0.0006804-0.00070266i,0.00035213-0.00012158i,-8.4912e-05+0.00081825i,-0.00034657+0.00051552i,-0.00054149-4.5077e-05i,-0.00046602-0.00014379i,-0.00025136+0.00033684i,-0.00014961+0.0004436i,-0.00026418-9.3724e-05i,-0.00045723+0.00020151i,-0.00058739+0.00059481i,-0.00036038+0.00042363i
0.0022447+0.00182i,0.0020153+0.0012655i,0.0034647+0.0005292i,0.0035923-0.00030561i,0.0027737-0.00098619i,0.0017728-0.00078552i,0.0003447-7.7628e-05i,-7.8337e-06-0.00015054i,0.0009689-0.00018967i,0.0019436-0.00062929i,0.001408-0.0014315i,0.00037935-0.00011864i,0.0002431+0.00095479i,0.00090032+0.0012736i,0.00098571+0.0014467i,0.00096115+0.00098649i,0.00079846+0.00068468i,0.00028052+0.00014734i,0.00054773-0.00031049i,0.00043374-0.00017795i,-0.00022973+2.4564e-05i,-0.00066021+0.00011356i,-0.00045385-0.00022013i
0.00080196+0.00030781i,0.00044403-0.00061586i,-1.3036e-05-0.00051818i,0.00021917+0.00019137i,0.00080942+0.00049396i,0.00055915+0.00028113i,-8.0241e-05+0.0002412i,5.8708e-05+0.00063218i,0.00019995+0.0010021i,-0.00058263+0.00085361i,-0.00068835+6.1032e-05i,-0.00025703-0.00044268i,-1.6489e-05-0.00028664i,0.00051462-4.7193e-05i,0.0002486+0.0002989i,2.0452e-06+0.00012125i,0.00081465+0.00019621i,0.00055577+0.00039546i,-1.8547e-05+0.00086042i,-0.00013324+0.00087716i,0.00025381+0.00023879i,0.00042449-0.00031528i,7.0513e-05-0.00045229i
0.00023317+0.00076876i,5.0736e-05+0.00040874i,0.00019665-0.0002942i,0.0004649-0.00082253i,0.00024556+0.00037256i,-5.2867e-05+0.001244i,-8.1066e-05+0.00082802i,1.6463e-05+0.00078822i,0.00036113+0.00035247i,0.00079598-0.0002805i,0.00091545-0.0004723i,0.00077881-0.00042147i,0.00010769-0.00011141i,7.5852e-05-0.00025171i,0.00045667+0.00038056i,0.0005899+0.0004848i,0.001233-0.00025658i,0.0010797-0.00034369i,0.00026374-9.1385e-05i,-0.00015977+0.00016141i,-0.00022307+0.00022415i,0.00016764-1.6646e-05i,6.2925e-06+0.00022299i
-0.0012141+0.00032331i,0.00016173+4.6376e-06i,0.00023191+9.1554e-05i,-0.00014695-0.00044099i,0.00040568-0.00049713i,0.00052798+6.6667e-05i,0.00022499-0.00074499i,0.00024032-0.0011336i,0.0009137+0.00052652i,0.00092817+0.00090344i,0.00040585+4.5576e-05i,0.00026202+0.00025291i,0.00017478+7.6589e-05i,0.00042625-0.00069722i,0.0007067-0.00052207i,0.00067626-0.00051516i,0.00048032-9.5724e-05i,-1.995e-05-7.7383e-06i,-0.00018497-0.00020689i,0.00027821-0.00019371i,0.00049143-0.0003579i,0.00033398-0.00085988i,0.00024911-0.00042887i
7.0723e-05+0.00027603i,-0.00043111+0.0010368i,-0.00037069+0.00091566i,0.00030408+5.7274e-05i,0.0001161-0.00022587i,-0.00048675+0.00024394i,-0.00061014+0.0005526i,-0.00055201+0.0005684i,-0.00022585+0.00058045i,0.0011291+0.00053214i,0.0012953+0.00047805i,2.5987e-07+0.00037179i,-0.00026371+0.00017809i,0.00062712-0.00042879i,0.0012609-0.00090441i,0.0006011-0.0006153i,-0.00014107-0.00012651i,0.0005978-8.7687e-05i,0.00095374+1.8915e-05i,0.00043119+0.00017428i,-0.00025314+0.00060287i,-0.0007333+0.00098875i,-0.00027186+0.00046918i
-0.0022817+0.00033512i,-0.0026216+0.00053683i,-0.0029081+0.0013345i,-0.0016673+0.0012581i,0.00018375+0.0010269i,0.0015597+0.0015457i,0.0018547+0.0015208i,0.001063+0.0014294i,0.00019596+0.0015841i,0.00015614+0.0013408i,0.00040723+0.0002627i,-0.00017828+5.3008e-06i,-0.00012639+0.00019456i,0.00060431-0.00026091i,0.00073231-0.00015792i,0.0010015-0.00043138i,0.00081001-0.00046473i,0.00015066-3.0485e-05i,-5.0468e-05+0.00037621i,-0.00068039+5.231e-05i,-0.0010401+0.00020421i,-0.00029708+0.00065476i,-0.00056664+0.00068845i
-0.0004335+0.00036996i,-0.0011362-0.00040965i,-0.0013349+5.7681e-05i,0.00041968+0.0006539i,0.0020207+0.00031616i,0.0014325-0.00063958i,0.00039008-0.00031488i,-0.00015057+0.0010112i,-0.00039911+0.00109i,0.00031534+0.00060001i,0.00034765+0.00047132i,-0.00050505+0.00040341i,-0.00034197+0.00074689i,0.00017486+0.00076919i,0.00038863-7.0661e-07i,0.00073522-0.00058222i,0.00089075-0.00039714i,0.00071413-0.00012368i,0.00072726-0.00083067i,0.00056192-0.0010182i,-7.2888e-05+0.0001896i,-0.00034357+0.0010704i,-0.00048731+0.00041046i
0.00034589+0.0005449i,0.0015452+6.4285e-05i,0.0014135-0.0010809i,0.00091667-0.0017396i,0.00033328-0.00071663i,-0.00015715+0.00043972i,0.00025694+0.00016195i,0.00053366+0.00010658i,-0.00014039+0.0012125i,-4.4125e-05+0.00084353i,0.00034655-0.00030704i,0.00036607-0.00037598i,-0.00016623+0.00059945i,-0.00091972+0.00092663i,-0.00089234+0.00033508i,-0.00034802+0.00016858i,0.00034814+0.00044015i,0.00021058+0.00021611i,0.00026311-7.9336e-05i,0.00023521-0.00064784i,-0.00041388-0.00017992i,-6.6114e-06+0.00072291i,0.00051606+0.0007724i
-0.002302-0.00040558i,-0.0019024+0.00029988i,-0.0013536+0.0012258i,-0.00064778+0.00063325i,0.00063112+0.00051732i,0.0009491+0.00062112i,0.00041001+0.00072628i,9.4928e-06+0.00094146i,1.7441e-05+0.001033i,0.00031017+0.00079012i,-9.7336e-05-3.8279e-05i,-0.00065394-0.00011339i,-0.00049001+0.00033498i,-0.00060082+0.00046062i,-0.00081361-5.5943e-05i,-0.00018145-0.00049218i,-0.00029563-0.00047656i,-0.00037149-0.0005514i,0.00041902-6.727e-05i,0.00075095+9.8518e-05i,-0.00026612-0.0003546i,-0.00089158-0.00061768i,6.0531e-05-0.00078805i
0.0015739+0.001732i,0.0011877+0.0012292i,0.00078561+0.0014798i,0.00010182+0.00067236i,-0.00013006-0.00010546i,0.00016796+0.00045215i,0.00024962+0.0003395i,-4.8115e-05+0.00025059i,0.00015583+0.00017943i,0.0008934-0.00015376i,0.00086112-0.00022052i,0.00048165+8.2872e-05i,1.8449e-05+0.00028083i,-0.00028901-0.00024568i,-0.00025098-0.00062788i,-8.5846e-05-0.00066099i,0.00039388-9.1032e-05i,0.00060091-0.00042313i,9.4659e-05-0.00043573i,7.9082e-05+7.6903e-05i,0.00010232-7.5475e-05i,0.00028444+8.8417e-05i,0.0008182+0.00027267i
-0.00087654+0.0010315i,-0.0012797-4.9814e-05i,-0.0013045-0.00060259i,-0.0011865-0.0001667i,-0.0013243+0.0003689i,-0.00097012+0.00086191i,-0.00020832+0.00083156i,0.00030121+0.00095885i,0.00023893+0.001576i,0.00026035+0.0011234i,-0.00010055+0.00069485i,-0.00020054+0.00059137i,0.00050426+0.00022544i,0.00018331-0.00012999i,-0.00052017-0.00043552i,-0.0004833-9.8126e-05i,-0.00081452+0.00018141i,-0.00063432+6.1663e-05i,-0.00024213-1.7781e-05i,-0.00014179-0.00031256i,0.000191+0.00039123i,0.00043957+0.00066608i,0.00057321+0.00014356i
