-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
-0.0012431-0.0026431i,-0.001037-0.0026136i,-0.0015509-0.00099968i,-0.0016623+0.00045843i,-0.00073455+0.0013601i,-0.00047019+0.0011572i,-0.00050064+0.00016217i,1.554e-05-4.8743e-05i,0.00040772+0.00034397i,0.00020869+0.00047682i,0.00015309-1.8866e-05i,-0.00043492-0.00051955i,-0.00081191-0.00015686i,-0.00041648+5.9622e-05i,-0.00016568+9.5233e-05i,9.2534e-06+0.00016324i,-0.00046976+7.3613e-05i,-0.00047915-0.00010901i,0.0004974+9.2779e-05i,0.00089712+0.00040834i,0.00081818+0.00011544i,0.00066551+8.7307e-05i,-2.4432e-05-0.00013453i
0.0021095+0.0012664i,0.0025414+0.00041573i,0.00074854-0.00059687i,-0.00073556-0.0019524i,-0.0012079-0.0020702i,-0.0015429-0.00037571i,-0.0012642+0.00044249i,2.9355e-06-0.0004148i,0.00086945-0.001197i,0.00058102-0.00092946i,4.8941e-05-0.00016568i,-0.00055948+0.00072012i,-0.00020712+0.00097257i,0.00036358+0.00019889i,0.00027689-0.00058028i,5.3855e-05-0.0004953i,-1.364e-05-0.00063925i,0.00018262-0.00095421i,-0.00018312-0.00061398i,-0.00026864+0.00014299i,5.0279e-05+0.00065307i,-0.00032103+0.0004083i,-0.00041614-0.0002872i
0.00025149+1.2745e-05i,-0.00019261+0.00023467i,-0.00047083+0.00054512i,-0.00068306+0.00034846i,-0.00073161+2.3543e-05i,-0.00041355-0.00028702i,-0.00050457+9.5003e-05i,-0.00064519+0.00033243i,0.00026467-0.00019946i,0.00050571-0.00039088i,6.0612e-05-0.00050982i,-0.00014395+0.00038151i,-0.00024534+0.00035714i,-0.00015596-0.00018985i,-0.00049971+5.5786e-05i,-0.00034186+0.00015834i,-1.4821e-05+0.00033202i,0.00018995+0.00051398i,-0.00034153-0.00024687i,-0.00059952-0.00057346i,0.0002492+0.00016381i,0.00031534+0.00053023i,0.0001081+0.00021931i
0.0030554+0.00048181i,0.0033211-0.00055145i,0.0024016-0.0015575i,-2.4152e-05-0.001781i,-0.0011493-0.0010989i,-0.00062927+0.00020241i,0.00010489+0.000493i,0.00055281+0.0012014i,0.00079815+0.001356i,0.00096312+0.00033447i,-0.00014825-0.00039691i,-0.0015346-0.00071368i,-0.0014986+0.0001173i,-0.00062213+0.00084201i,0.00060337+0.0012111i,0.00054679+0.001171i,0.00029583+0.0012124i,0.00037937+0.0014428i,-0.00011944+0.00065525i,-0.00052104-0.00024399i,0.00017509-0.00019753i,0.00051138-0.00042688i,0.00052009-0.00066015i
-0.0011786+0.0032579i,-0.0004218+0.0022895i,0.00085237+0.0019359i,0.00075015+0.0011581i,0.0003773-0.00040949i,0.00095823-0.0013166i,0.0011891+0.00022475i,0.00073356+0.00098669i,0.0013813+0.00082355i,0.0015382+0.00060095i,-0.00011974+0.00020287i,-0.00078042+0.00063299i,-0.00025739+0.00031473i,8.4036e-05-0.0001037i,0.00022955+0.00045119i,-0.0002583+0.0010828i,-5.2318e-05+0.00067818i,-0.00034752-0.00019463i,-0.0006495-0.00024012i,-0.00048861+0.00049915i,-0.00022388+0.00098858i,-0.00016245+0.00026011i,-7.0692e-05-0.00020955i
-0.00019418-0.00078789i,-0.00012146-0.002259i,-0.0009005-0.0018149i,-0.00071038-0.0004865i,0.00028936-0.00070322i,0.00012522-0.00073527i,0.00032161-0.00061262i,0.0005506-0.00016893i,0.00081233+0.00058595i,0.00091087+0.00088258i,-0.00042719+0.00062205i,-0.0011308+0.00054878i,-0.001493-0.00020828i,-0.00060979-0.00092886i,0.00022141-0.00094065i,0.00023423-0.00011074i,0.00038813+0.00033513i,0.00026422-0.00035995i,0.00053015+5.6635e-06i,0.00040209+0.00094313i,-1.4827e-05+0.00079868i,2.044e-05+0.0005572i,0.00031032+0.000444i
0.0011815+0.0017689i,0.0010401+0.0023558i,0.00022932+0.00042108i,-3.0031e-05-0.0013559i,-2.3851e-05-0.00046653i,0.0003388+0.0012986i,0.001014+0.0018928i,0.0010851+0.0012804i,0.0004968+0.00064963i,-0.00026785-0.00030016i,-0.0004996-0.00053473i,-0.00012695-0.00062932i,0.00028072-0.00032564i,1.207e-06+0.00015552i,2.2602e-05+0.00025051i,0.00026431+0.00077062i,0.00028566+0.0015037i,-0.00034543+0.0012149i,-0.00097976+0.00038826i,-0.00043783+0.00035347i,0.00045374+0.00040894i,0.0006681+0.00026872i,0.00062216+0.00053715i
-0.0016625-0.0016123i,-0.0019058-0.0025081i,-0.001245-0.0013716i,-0.0010084+0.00052451i,-0.0013579+0.0012041i,-0.00039637+0.0011107i,0.00039812+0.00047928i,0.00061452-0.00028137i,0.0006296-3.2388e-05i,0.00031078+0.00085937i,-1.4888e-05+0.0012621i,-0.0001883+0.00040674i,-0.0001255+9.6843e-05i,-0.00036554+0.00042804i,-0.00060141+0.00040124i,0.00016135+0.00060604i,0.0006672+9.5303e-05i,0.00038424-0.00052904i,0.0005579-0.00059009i,0.0010237-0.00083343i,0.00043825-0.00069457i,-0.00038538-0.0005133i,0.00015897+2.7179e-05i
0.0015439+0.00065531i,0.0027579+0.001025i,0.0013951+0.00035628i,-0.00048717+9.3747e-05i,-0.00057777+7.8535e-05i,0.00049971+0.0002332i,0.0012717+0.0010271i,0.0017105+0.0010116i,0.0011123+0.00079242i,0.00038422+0.00053141i,-6.5343e-05-2.1622e-05i,-0.00079741+0.00019218i,-0.0004592-0.00013497i,-0.00013779-0.00050944i,-0.00092501+0.00015694i,-0.0010723+3.074e-05i,-4.1203e-05-0.00097804i,0.00083349-0.0011872i,0.00082144-0.00020114i,0.00032518+0.00071709i,-0.00013406+0.00072621i,-0.00036927+0.00013479i,-5.3604e-05-0.00058i
2.1492e-05+0.00040172i,-0.0019329+0.00095602i,-0.0021094+0.0013604i,-0.0010722+0.00028889i,-0.00073775-0.001073i,-0.0015131-0.0005768i,-0.0012822+0.00036596i,-5.5792e-05+0.00013174i,0.00084508+0.00035607i,0.0011652-0.00035074i,0.00025593-0.0014348i,-0.00038235-0.00060493i,-4.0262e-05+0.0010395i,0.00012429+0.0015479i,0.00045161+0.0010701i,0.00022967+0.00064765i,-0.00032938+0.00012782i,-2.4408e-05-0.00011294i,-8.0642e-05+0.00033287i,-0.000787+0.0006091i,-0.0010413+0.00047425i,0.00014443-2.0297e-05i,0.00034805+0.00085114i
0.0018516-0.0013905i,0.00078288-0.0013404i,0.00036911-0.00091103i,1.063e-05-6.2034e-05i,-0.0004445+0.00056914i,-0.00021027+0.00038328i,-0.00034254+0.00014641i,-0.00041407-8.8564e-05i,0.00011867-0.00010372i,0.00021927-0.00014135i,0.00013843+0.00015532i,-0.00022882-0.00018426i,-0.00051853-0.00064432i,-0.0003409-8.8162e-05i,-0.00048574-0.00010747i,-0.0007046-0.00046895i,-0.00072752-0.0001401i,-0.00060385+0.00026042i,-0.00067086+0.00080881i,3.5081e-05+0.0011983i,0.00061434+0.0010899i,7.2196e-05+0.00067767i,-0.00077351+0.00030697i
-0.00062411+0.00065916i,-0.00057819+0.0023073i,-0.0014263+0.0026615i,-0.00067043+0.0018073i,-0.00022118+0.0012656i,-0.0006546+0.0018627i,-0.00067641+0.0016727i,-0.00012412+0.001015i,-0.00035081+0.0007904i,-0.00038995+0.00047274i,-0.00077221+0.0010165i,-0.0012044+0.0016858i,-0.0006986+0.00071102i,-0.00053369-0.00020694i,-5.8373e-05-0.00030663i,-3.6769e-05-0.00010141i,6.865e-05+0.00059089i,-0.00025201+0.0010808i,-0.00019058+0.00053004i,-9.5531e-05-0.00057097i,-0.0001918-0.00066699i,-0.00022329-0.0001688i,-0.0011366+0.00020706i
-0.0014839-0.0031575i,-0.0031118-0.0037224i,-0.0023576-0.0026815i,-0.0017636-0.0013263i,-0.0017992-0.00077751i,-0.0019096+4.8359e-05i,-0.00057455+0.0012232i,0.0012874+0.0012293i,0.0010554+0.00053912i,-0.00024141+0.00092622i,-0.0006351+0.00068062i,-0.00059939-0.00017937i,-0.00082651-0.00051498i,-0.00058221-0.00043104i,0.00019808-5.4056e-05i,0.00089297-0.00063008i,0.0006844-0.00061506i,-0.00055838+0.00056637i,-0.00097191+0.00087467i,-2.4664e-06+0.00048284i,8.6248e-05-0.00044594i,-0.00052883-0.00079361i,3.0527e-05-4.5731e-05i
0.0027042+0.0020605i,0.0031568+0.0017368i,0.0011898+0.00079436i,-3.2969e-05-7.3605e-05i,0.00094301-0.00012252i,0.00099003+0.00022887i,0.00050583-0.00025103i,0.00026381-0.00096211i,0.00081541-0.0007283i,0.0014252-0.0002876i,0.00061413-0.00028371i,-0.00020871+0.00011724i,-0.00027066+0.0005808i,0.00014838+0.00022089i,0.00023215-0.00052763i,6.9538e-05-0.0012926i,0.00018448-0.00050391i,0.00043888+0.0010035i,0.0005462+0.0012882i,0.00024392+0.00060636i,-0.0001406-0.00017539i,-0.00014729+0.0001915i,-0.00055885+0.00074031i
-0.002867+0.0014012i,-0.0025699+0.0012552i,-0.0017999+0.0019636i,-0.0011324+0.0016371i,-0.00054051+0.0012568i,0.00057987+0.00099089i,4.5386e-05+0.00037825i,-0.00016953-9.5957e-05i,0.00030576+0.00048502i,-0.00051494+0.00074274i,-0.000608+0.00035533i,0.0003499+0.00021416i,0.00022103-0.00030518i,0.00046284-0.00016423i,0.00067805-3.7732e-05i,0.00014665-0.00020532i,-0.00077015-0.00024614i,-0.00074355-0.00033482i,0.00027122-0.0005125i,0.00061495-0.00040438i,0.00018356+0.00017676i,0.00025856+8.6424e-05i,0.00090818-0.00039491i
0.0010112-0.0042202i,0.00075336-0.0052887i,-0.00012138-0.0034768i,-0.00070971-0.00079651i,-0.0015571-0.00073018i,-0.0015613-0.00057693i,0.00020383+0.00075944i,0.00141+0.0015442i,0.0011178+0.0018482i,-0.00030253+0.00086974i,-0.0013854-0.0002432i,-0.0011064-0.00019675i,-0.00011765-0.00045551i,4.898e-06-0.0004899i,-0.0002958-0.00011648i,-0.000581-0.00037636i,-0.00063063-2.4125e-05i,-0.00033699+0.00078361i,-0.00011124+0.00081736i,-0.00039647+0.00051652i,0.00024243+0.00077238i,0.00036108+0.00056625i,-0.00011104+5.9002e-05i
0.0014767+0.0023615i,0.0022022+0.0029091i,0.0022087+0.0018468i,0.0013775+0.00038411i,0.00025905-0.000466i,0.00020739-0.00048185i,0.00026819-0.00010223i,0.00029771+0.00037747i,0.00058062+0.0010616i,0.000448+0.0010767i,8.995e-05+0.00065648i,-0.00034505+1.4596e-05i,-0.00049841-1.5899e-05i,1.0806e-05-0.00038513i,0.00022981-0.00067017i,0.00014369-0.00041578i,0.00016271-0.00040034i,2.9759e-05-0.0010807i,8.7297e-05-0.0016691i,0.00027694-0.00087253i,-1.6236e-05+0.00023762i,-0.00022442+0.0007469i,2.3395e-05+0.0007789i
-0.00075622-0.00046448i,-0.001153-0.0015086i,-0.0010329-0.0022038i,-0.00051837-0.0018331i,-0.0011322-0.0009879i,-0.0016061+0.00053589i,-0.0010937+0.00092778i,0.00014262+0.00021013i,0.0015201+9.1812e-05i,0.00084875+0.00040742i,-0.00024074+0.00030031i,-0.00052261-4.5922e-06i,-0.00058766-0.00060972i,-0.00049979-0.00028586i,-0.00052404-0.00021852i,0.0002449-0.00084192i,0.00051079-0.00018795i,0.00038033+0.000397i,0.00040342+0.00040006i,-0.00010962+7.6856e-05i,-0.00076035-3.6802e-05i,-0.00067916+0.00012401i,-0.00047066+0.00048257i
2.793e-05-0.00036483i,0.00016433+0.00064804i,-0.0003173+0.0010393i,-0.00057819+0.001577i,0.00052659+0.0015765i,0.00070943+0.00077178i,0.00066729-3.8621e-05i,0.00041614+0.0003296i,-0.0003464+0.0012929i,-0.00064144+0.0020481i,-0.00080022+0.0015017i,-0.00036152+0.0002603i,0.00057364-0.00013419i,0.00016522-0.00058534i,6.1263e-06-0.0010027i,0.00064284-0.00083906i,0.00059233-0.00062174i,0.00016305-0.00046337i,5.0405e-05-0.00045431i,-0.00035109+5.5338e-05i,-0.00067622+0.00068057i,-0.00090327+9.7222e-05i,-0.0004846-0.00056623i
0.0004089-0.00052166i,0.00017171-0.00049155i,0.0001647-0.0002941i,-9.9968e-06-0.00085216i,-0.001077-0.00086435i,-0.0010362-0.00026129i,-0.00015737+0.00031006i,0.00044711+0.00012041i,0.00099875-0.00014279i,0.00042678-1.7411e-05i,-0.00054072+0.00025589i,-0.00077598+0.00030567i,-0.00070481+0.00026717i,-0.00015268+0.00014173i,-3.8709e-05+2.0532e-05i,-0.00053856+0.00025137i,-0.00080295-0.00012257i,-0.00028166-0.00079081i,-8.8012e-05-0.00038031i,-0.00011289+0.00056549i,-0.00035793+0.00046774i,-0.00039392-0.00048433i,-0.00056878-0.00032372i
-0.0016343+8.9415e-05i,-0.0001803+0.0011641i,0.00025558+0.0017217i,-0.0007286+0.00043987i,-0.00059098-0.00028368i,-0.00048286+0.0009317i,-0.0011003+0.0015447i,-0.0012281+0.0013261i,-0.00058966+0.0013969i,-0.00030747+0.0011394i,-0.00013577+0.00048968i,0.00029565+0.00028494i,0.00048807+0.00054591i,5.5419e-05-0.00012124i,0.00044675-0.00062421i,0.00067608-0.00017568i,0.00010669-0.00012602i,-7.4168e-05-0.00088676i,0.00033139-0.00082653i,-0.00072999+0.00028805i,-0.0012255-5.2159e-05i,-8.0196e-05-0.00075208i,0.00024355-0.00038608i
4.8031e-05+0.0014802i,0.00016931+0.0012289i,0.00034429+0.00042466i,7.4206e-05-7.5068e-05i,0.00065946-0.00022123i,0.0011635-0.001006i,0.00043234-0.00052982i,-0.00050605+0.00023792i,-0.00075286-0.00036964i,-0.00012625-0.00041249i,0.00024888+0.00051746i,0.00035661+0.00094749i,0.00039206+0.00070883i,0.00041602+0.00053055i,-0.00012202+0.0005541i,7.0503e-05+0.00084301i,-0.00010534+0.0013507i,-0.0012332+0.00077221i,-0.00085095+0.00031272i,-0.00025559+0.00018787i,-0.00058517-7.3146e-05i,-0.0005983-0.00093773i,-0.0002321-0.0013205i
0.00034893+0.00063034i,0.00027667+0.00010269i,0.00094118-0.00062859i,0.0016541-0.0018947i,0.0010571-0.0018083i,-0.00029169-0.00062865i,-0.00053547+0.00018609i,0.00032713+0.00093066i,0.00028252+0.00087513i,-0.00068886+0.0003484i,-0.00095017+7.8541e-05i,-0.00032423+0.00037656i,-0.00044223+0.00059629i,0.00019349+0.00055705i,0.00092807+5.346e-05i,0.0005267+1.4518e-05i,-0.00014185+0.00065252i,-8.2234e-05+2.6256e-05i,9.3634e-05-0.00072228i,0.00029847+4.1856e-05i,0.00026804+0.00085609i,0.00065738+9.0681e-05i,0.00076725-0.00044827i
-0.0015525+9.2741e-05i,-0.00019514+0.0015553i,0.00095878+0.0015198i,0.0018562+0.0010276i,0.0016121+0.0010465i,0.00064188+3.9416e-06i,0.00043707-0.00069602i,0.0011418+0.00035916i,0.0010135+0.0016422i,-0.00048977+0.0018713i,-0.0010519+0.0019926i,-0.00072454+0.0009935i,-0.00036495-0.00027104i,-0.00060448-0.00065224i,-0.0011468-0.00016438i,-0.0014652-0.00033113i,-0.0010333-0.00030768i,-0.0011765+4.9943e-05i,-0.0010528+0.00035491i,-1.3266e-05+0.00081826i,0.00042303+0.00051581i,0.00010452-0.00022649i,0.00038227+0.00035304i
0.00035448+0.0018211i,0.0001024+0.00090884i,0.00054204+2.2781e-05i,0.00057221-0.00090132i,-0.00017337-0.0010766i,-0.00062334-0.0011487i,-0.0001221-0.0006624i,0.00075017+0.00064061i,0.00041269+0.0011452i,-0.00037021+0.00046888i,-0.00044902-0.00021984i,-0.00047373-0.00045051i,-0.00064013-0.00020598i,-0.00045447+0.00060668i,-7.3111e-05+0.00076875i,-7.5449e-05+0.00050443i,-0.00075794+0.0003357i,-0.00078671+0.00031455i,0.00018462+0.00038579i,0.00040582+3.3631e-05i,-9.5696e-05-0.00039948i,-0.00023347+0.00016701i,-0.00028566+0.00039694i
-0.00038573-0.00073676i,-0.00024436-0.00070588i,-0.0010849-0.00025724i,-1.046e-05+0.00032415i,0.001192+0.00083211i,0.00081575+0.0006535i,0.00062096+0.00052085i,0.00034096+0.00062259i,0.00012608+0.00061262i,0.00037838+0.00015193i,-0.00032195-6.9325e-06i,-0.0011285-0.00037229i,-0.00094015-0.0013693i,-0.00072203-0.0010533i,-0.00031464+0.00027084i,-0.00010011+0.00061256i,0.00022633+0.00013328i,0.00057401+4.3993e-05i,0.00021373+0.00039621i,-0.00049557+0.00039356i,-0.00073771+0.00018921i,-0.0011035-0.00037733i,-0.00089554-0.00077833i
0.00042398-0.0003953i,-0.00031207+0.00065312i,-0.0019139+0.0005807i,-0.0023474-0.00083767i,-0.0014889+0.00019599i,-0.0012789+0.0014418i,-0.00059802+0.00079913i,-0.00029084+0.0005693i,-0.00037205+0.00010836i,-0.00069524-0.0005157i,-0.00064663-0.00039328i,-0.00043529+0.00037655i,-0.00049857+0.00022041i,-0.00024839-0.00034252i,-4.088e-07+7.8134e-05i,6.0075e-05+0.00061511i,-5.389e-06+0.00078876i,0.00057564+0.0010239i,0.00058158+0.00050137i,0.00052992-0.00037626i,0.00046531+0.00023776i,-7.0387e-05+0.00074463i,-0.0003142+4.0598e-05i
-0.0015939+0.0013314i,-0.00072249-0.00016076i,0.0013371+0.00023132i,0.0025387+0.00034017i,0.0019542-0.0011917i,0.00059221-0.0022252i,-7.6813e-05-0.0014026i,-0.00055072-7.7449e-05i,-0.00043492+0.00065466i,0.0003065+0.00034078i,0.00058612-0.00064317i,0.00013812-0.00091176i,-0.00048362-0.00035266i,-0.00040335+0.0001112i,7.0163e-05-0.00015008i,0.00060527-0.00042501i,0.00026182+9.791e-05i,-0.00023873+1.1322e-05i,6.2664e-05-0.00043369i,0.00051432-0.00018048i,0.00035371+0.00027871i,0.00023558+0.00044412i,-0.00038941+0.00067984i
0.00072768-0.00099524i,0.00082293-0.0013101i,2.2306e-05-0.00098022i,-0.0010328-0.00056118i,-0.0017981+0.0002215i,-0.0013673+0.00065847i,-7.356e-07+0.00019303i,0.00035332-1.5022e-05i,-0.00062685+0.00043572i,-0.0013617+0.00036192i,-0.00072522-0.00024752i,1.7082e-05+0.00031103i,0.00067401+0.00098922i,0.00064896+0.00052755i,-0.00013479-0.00012481i,-0.0010626-0.00029611i,-0.0011648-0.00047952i,-0.00038986-9.2794e-05i,4.0312e-05+0.00067797i,0.00012471-6.5667e-05i,0.00018587-0.00045293i,0.00040198-0.00028278i,0.00054714-0.0004811i
-0.00075108+0.0024018i,-0.00024208+0.0029153i,0.00047573+0.002062i,0.0013759+0.00088471i,0.0016388-0.00022861i,0.00087861-0.00072025i,-0.00028153-0.00049121i,-0.00022533-0.00030875i,0.00055157-0.00052963i,0.0005507-0.00022419i,0.00014096+1.016e-05i,-0.00041156-0.00056751i,-0.00044148-0.0004014i,-0.00032216-2.0334e-05i,-6.1846e-05+8.3619e-05i,0.0001779+0.00074981i,8.7434e-05+0.0008124i,-0.00029174+0.00050449i,-0.00083581+0.00030501i,-0.00050053+4.6074e-05i,6.6049e-05+0.00029228i,-8.1083e-05+0.00030947i,-0.00070966-0.00023405i
-0.0014057-0.00067441i,-0.0013708-0.00031905i,-0.0018254+0.00059888i,-0.0017408+0.0013902i,-0.00061373+0.0014201i,-0.00015474+0.0011546i,-0.00010286+0.00050002i,-0.00061695-0.00027207i,-0.0014203-1.8207e-05i,-0.0010444+0.00048608i,-0.00020163+6.2631e-05i,0.00064919+0.00022213i,0.00082867+0.00052133i,0.00019239+0.00030701i,-0.00011726+0.00011801i,0.00027305+0.00020948i,-0.00013116+0.00043895i,-0.00083437+1.1617e-05i,-0.0010221+0.00017317i,-0.0012436+0.00022816i,-0.00067266-0.00017753i,0.00020857-0.00023332i,0.00026108+0.00026312i
0.0024029-0.00181i,0.0019231-0.0025281i,0.00057467-0.0026942i,-0.0012729-0.0013802i,-0.0016506+0.0006681i,-0.00086213+0.0014715i,-0.00034195+0.00064871i,-5.275e-05+5.8156e-05i,1.7306e-05+0.00024709i,-8.1295e-05+0.0004118i,-0.00012134+0.00062838i,-0.00058735+0.0010104i,-0.0012287+0.00063192i,-0.00088793+0.00046995i,1.364e-06-0.00022787i,0.00012387-0.000547i,9.1266e-05-0.00041276i,0.00066667-0.00040895i,0.00033571-0.00025854i,0.00017972-0.00028596i,-0.00021993+0.000191i,-0.00076948+0.00051206i,-0.00024079+0.00024162i
-0.0020994-0.0012854i,-0.0026915-0.001836i,-0.0024585-0.0019186i,-0.003206-0.00010095i,-0.0030997+0.0010369i,-0.0011786+0.00094622i,-0.00030994+0.00047894i,-0.00020948-9.7377e-05i,-0.00017243-0.00044968i,9.0772e-05-0.00063245i,0.00016998-0.00057527i,-5.0017e-05-0.00022742i,-0.00016667-0.00050816i,0.00020405-0.0010332i,0.00079508-8.6312e-05i,0.00055686+0.00082052i,-0.00053526+0.00049437i,-0.0008096+0.00015086i,-0.00044467+0.0001925i,0.00015262+0.00011646i,0.00065229-0.00034058i,0.00073118-0.00035225i,0.00023919+3.576e-05i
0.00021816-0.0016116i,0.00039512-0.0022179i,0.00026752-0.0029718i,-0.00045853-0.002983i,4.2601e-05-0.00096193i,0.00036107+0.00069396i,3.9521e-05+0.0012602i,-0.0003761+0.0010139i,-0.00048609+0.00039835i,-0.00052484+0.00065666i,-0.0011855+0.00073344i,-0.001087+0.00032134i,-0.00065759+0.0001076i,-7.387e-05+0.00054824i,0.00015412+0.0004515i,-0.0002064-0.00031684i,0.00018267-0.00029794i,0.00017599+7.631e-05i,-9.2411e-05+5.336e-05i,0.00013481+0.00036468i,-0.00027673+0.00089876i,-0.00030828+0.00060629i,0.00028462+0.00016523i
-0.0033214-0.00024928i,-0.0038125+0.0019967i,-0.0040994+0.002241i,-0.0032703+0.0019384i,-0.0018026+0.0022609i,-0.00041463+0.0028302i,0.00030871+0.0023485i,0.00027332+0.0013739i,-1.2721e-05+0.00071429i,3.6402e-05-0.00019314i,0.00054426+9.8847e-05i,0.00043633+0.0011638i,-0.00039371+0.0010979i,-0.00077953+0.00054486i,-0.00017862+3.0241e-05i,0.0001058-0.00012125i,-0.0007099+3.9751e-06i,-0.0010477-0.00046908i,-0.00065509-0.0013268i,-0.00014734-0.00090562i,-0.00017615+0.00020365i,-0.0004784+0.00017638i,-8.9216e-05+8.0746e-05i
-0.00061335-0.0015328i,-0.0010723-0.003114i,-0.00010851-0.003611i,7.7789e-05-0.0010791i,-0.00067544+0.00073116i,-0.0007952+0.0004568i,-0.00033306+4.9095e-05i,0.00027027+0.00021524i,0.00027469+0.00054416i,-4.1995e-05+0.0004421i,-0.00058749+0.00012053i,-0.0009856+4.6382e-05i,-0.00099944-0.00046185i,-0.0001399-0.00038399i,0.00079448-0.00039856i,0.00076466-0.00066233i,0.0008369-0.00035799i,0.00033642-0.00065119i,0.00042743-0.00095346i,0.00083817+2.2217e-05i,0.00036329+0.00034233i,0.00011061-0.00018789i,-0.00020596-0.00069615i
0.00087295+0.0017087i,0.00084899+0.0017646i,0.00068185+0.0014554i,0.0013451-5.7348e-05i,0.00023365-0.0008603i,-0.00043235-0.00079709i,-7.8037e-05-0.00057788i,-0.00011537+0.00039838i,0.00017591+0.00094815i,0.00068367+0.0003436i,-0.0004513+4.2629e-05i,-0.0016764+0.00018775i,-0.0018648-2.2439e-05i,-0.0018104-0.00049819i,-0.0014221+0.0002034i,-0.0010128+0.00083202i,-0.0012479+0.0010088i,-0.0012294+0.0012555i,-0.00037908+0.00051869i,-0.00028067-0.0004323i,-0.00015355-0.00059149i,0.00029166+0.00029089i,-5.8476e-05+0.00073333i
-0.00081229+7.7596e-06i,-0.0017282-0.00056563i,-0.0027088-0.00083729i,-0.0022985-0.00028131i,-0.0012819+8.0111e-05i,-9.6646e-05+0.00035593i,0.00040975+0.00054228i,0.00019099+0.00033179i,-0.00038836+0.001009i,-0.00020001+0.0010126i,8.5934e-05+0.00018434i,2.1001e-05-0.00016072i,-0.00022614-4.5074e-06i,-0.00088346+4.3459e-05i,-3.155e-05-0.00045097i,0.00015739-0.00029206i,-0.00053944+0.0001952i,-0.00032047+0.00052322i,-0.00064223+0.00028393i,-0.00069151+0.00042906i,0.00059181+0.00049234i,0.000959-0.00021357i,-0.00017833-0.00034055i
0.00088805-0.00043497i,0.0032733-0.00037385i,0.002572-2.812e-05i,0.00038192+5.5872e-05i,-0.00040433-6.3312e-06i,-0.00012293-0.0010317i,-0.00010736-0.00080319i,-0.00012667+0.00067216i,0.0002086+0.0011055i,0.00029494+0.00085268i,-0.00050664+0.00043818i,-0.00072507+0.00014025i,-0.00046111-0.00022053i,-0.00051295-3.4637e-05i,-0.00049967+0.00052975i,-0.00057447+0.00052126i,-0.00085111+0.00050372i,-0.00091541+0.00043966i,-0.0011235+0.000321i,-0.00018589+0.00032095i,0.00066189+0.00022227i,0.00017139+0.00012312i,-0.00077423-0.00012363i
-0.0008298+0.0011896i,-0.0014806+0.0012376i,-0.0014876+0.00060529i,-0.0015219+0.00015355i,-0.0012657+0.00059285i,-0.0011634+0.00073499i,-0.00072438+0.00068534i,-0.00027159+0.00038705i,-0.00033629+0.00032116i,-0.00023007+0.00081651i,-0.00056434+0.00029674i,-0.001451-8.9717e-05i,-0.0016382-0.0004855i,-0.00046213-0.00051799i,-0.00021923-0.00016068i,-0.00035212-0.00035995i,4.2416e-06+7.5335e-05i,-6.9642e-06+0.00064837i,-0.00012591+3.8089e-06i,-6.0578e-05-0.00097258i,8.6413e-05-0.00021943i,0.00021025+0.00098215i,0.00012814+0.0010756i
0.00026603-0.0021299i,-0.00019587-0.0024608i,-0.00013467-0.0020547i,-0.00027165-0.0011591i,-0.0010374-0.0002421i,-0.00075136-0.00070806i,0.00066321-0.00096485i,0.00139+0.00037246i,0.00078849+0.00054931i,-0.00024324+4.0059e-05i,-0.00010731+0.00010439i,2.8539e-05+0.00040425i,-0.00093167+0.00092972i,-0.0011182+0.0011202i,-0.00018975+0.0011214i,-0.00059594+0.00060772i,-0.001586+0.00015454i,-0.00070823-6.6893e-05i,-0.0001867-0.00061489i,-0.00017271-0.00050081i,0.00061933+3.6519e-06i,0.00023698-0.00037972i,-0.00027444-0.001302i
0.00051089-0.00019826i,0.0012841+0.00088414i,0.00044051+0.001441i,-0.00086543+0.00029217i,-0.00064412-0.00067003i,0.00024199-0.00032612i,0.00094575+0.00029246i,0.0006643-8.4645e-05i,0.00064292-0.00030056i,0.0011533-0.0005955i,0.00059495-0.0010699i,-0.0009572-0.00060237i,-0.0011407+9.4618e-05i,-0.00029357+0.00017235i,6.669e-05-0.00010102i,4.4658e-05+6.4335e-05i,-0.00068762-4.1609e-05i,-0.00080931-0.00044979i,-0.00020336+6.5348e-05i,7.4209e-05-0.00034587i,-4.4143e-05-0.00052164i,0.00010576+0.00024393i,0.00050672+0.00040426i
