-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
0.054633-0.53129i,-0.091519-0.64259i,-0.20654-0.57489i,-0.14202-0.52571i,0.05448-0.51856i,0.20108-0.39318i,0.20521-0.19796i,0.094384-0.070615i,-0.020041+0.025881i,-0.0013494+0.069115i,0.090656-0.014088i,0.093649-0.11022i,0.037391-0.082865i,0.019195+0.0076332i,0.015959+0.050712i,0.0061355+0.049654i,0.02332+0.044543i,0.055942+0.041424i,0.061318+0.036772i,0.04502+0.045906i,0.046197+0.059661i,0.067907+0.0388i,0.073637-0.0081283i
0.076995+0.53705i,0.083721+0.61736i,-0.076229+0.53335i,-0.31798+0.41366i,-0.50609+0.24317i,-0.56385+0.043686i,-0.48417-0.023012i,-0.34333+0.072973i,-0.20985+0.22371i,-0.10407+0.27754i,-0.042259+0.19577i,-0.0241+0.087068i,-0.016685+0.020215i,-0.0047835-0.006996i,0.027472-0.021327i,0.064212-0.050524i,0.062136-0.092533i,0.024887-0.12749i,-0.014603-0.1337i,-0.038675-0.1099i,-0.053028-0.066128i,-0.048947-0.0048029i,-0.017681+0.039253i
0.9259+6.9663i,3.7631+6.1967i,7.0214+5.1177i,7.597+1.9673i,6.0287-1.1642i,3.1988-2.6982i,0.55949-1.7586i,-0.33178+0.16881i,0.43351+1.2074i,1.2898+0.76979i,1.01-0.13599i,0.15781-0.49656i,-0.58745-0.32139i,-1.0728+0.22063i,-0.99803+0.76467i,-0.48477+0.92588i,0.00014904+0.68258i,0.13921+0.23003i,-0.061181-0.10498i,-0.32543-0.16343i,-0.43667-0.11067i,-0.38427-0.035248i,-0.21238+0.023299i
0.42718+0.29464i,0.50837+0.20738i,0.34028+0.033537i,0.21689-0.042485i,0.38195-0.094763i,0.54381-0.28005i,0.4246-0.43312i,0.15624-0.34427i,-0.056272-0.055633i,-0.069229+0.21237i,0.070075+0.29412i,0.1619+0.2428i,0.16198+0.17035i,0.12554+0.079897i,0.083816+0.023563i,0.08922+0.038754i,0.11628+0.057781i,0.099669+0.052697i,0.050151+0.025691i,-0.012134-0.041321i,-0.082592-0.092476i,-0.11312-0.05876i,-0.070393+0.015024i
-0.4532-0.15626i,-0.4458-0.1095i,-0.2059-0.071081i,-0.050344-0.11253i,-0.13386-0.17651i,-0.26299-0.18288i,-0.32852-0.1648i,-0.33024-0.1523i,-0.23228-0.17607i,-0.13501-0.19856i,-0.10559-0.11193i,-0.060173+0.019364i,-0.0092589+0.032678i,-0.020103-0.039344i,-0.046406-0.073975i,-0.042763-0.065171i,-0.026137-0.047344i,0.0027184-0.031477i,0.040542-0.019764i,0.044413-0.0031028i,0.011575+0.012997i,-0.012233+0.022048i,-0.016223+0.032227i
0.45512-0.11224i,0.42727-0.27725i,0.19443-0.37614i,0.031974-0.33376i,-0.00051305-0.19687i,-0.037744-0.071296i,-0.10705+0.001749i,-0.15946+0.0062189i,-0.16905-0.068642i,-0.13169-0.11103i,-0.046663-0.057854i,0.050672-0.01341i,0.071584-0.027089i,0.0063305-0.027243i,-0.06175+0.025704i,-0.078793+0.089036i,-0.059213+0.12292i,-0.017851+0.11497i,0.034715+0.054115i,0.061989-0.023889i,0.042295-0.055464i,0.0058387-0.033056i,-0.014176+0.017878i
-0.47926+0.23466i,-0.52017+0.34466i,-0.39714+0.31076i,-0.27467+0.16483i,-0.18436-0.0026816i,-0.11345-0.11311i,-0.089132-0.097066i,-0.10658+0.0029789i,-0.16526+0.099751i,-0.18417+0.15333i,-0.11762+0.16119i,-0.058773+0.14555i,-0.042952+0.1288i,-0.020395+0.10915i,0.018391+0.092608i,0.050106+0.082408i,0.061873+0.056411i,0.040767+0.010494i,-0.0049573-0.030468i,-0.034427-0.050843i,-0.032658-0.059106i,-0.021275-0.055364i,-0.0033275-0.028069i
0.33861-0.33304i,0.30807-0.38464i,0.1817-0.26911i,0.075756-0.14677i,-0.029902-0.067584i,-0.090699+0.055671i,-0.01336+0.12759i,0.11827+0.085024i,0.20739+0.022273i,0.20522-0.025126i,0.13334-0.05715i,0.084338-0.061094i,0.07594-0.055161i,0.061565-0.050013i,0.043192-0.037538i,0.029192-0.014746i,0.0068217+0.020251i,-0.013605+0.060921i,-0.019798+0.084142i,-0.023824+0.073175i,-0.03357+0.049274i,-0.034747+0.037355i,-0.016495+0.023672i
-0.18821+0.45963i,-0.14421+0.50757i,-0.099898+0.30641i,-0.11425+0.095064i,-0.043745+0.01247i,0.11937-0.078364i,0.14972-0.17905i,0.070228-0.22548i,0.039601-0.27079i,0.037356-0.29114i,0.00058073-0.23964i,-0.037111-0.179i,-0.048069-0.1557i,-0.050167-0.13622i,-0.039465-0.10539i,-0.0047791-0.082477i,0.043469-0.06661i,0.089202-0.051731i,0.10834-0.041949i,0.089702-0.029792i,0.059674-0.015579i,0.03894-0.0084367i,0.018926-0.0033137i
0.063371-0.46027i,0.048527-0.44786i,0.06514-0.20126i,0.097041-0.014212i,0.060449-0.036108i,-0.054958-0.13878i,-0.16394-0.17504i,-0.22867-0.10677i,-0.22122-0.025034i,-0.15047-0.0037422i,-0.076099+0.010013i,-0.024651+0.035183i,-0.0068693+0.030371i,-0.021522+0.01072i,-0.042622+0.011191i,-0.055521+0.012666i,-0.064887-0.0052801i,-0.073596-0.032344i,-0.070417-0.049281i,-0.048651-0.044793i,-0.029152-0.029945i,-0.023353-0.016202i,-0.01497-0.0041097i
0.13532+0.41539i,0.23224+0.32516i,0.20735+0.036322i,0.12235-0.12022i,0.079756-0.074097i,0.02497+0.024869i,-0.053264+0.12422i,-0.066918+0.18682i,-0.057329+0.16481i,-0.079357+0.10776i,-0.080938+0.070658i,-0.059239+0.045349i,-0.04982+0.03084i,-0.044704+0.030751i,-0.029254+0.041923i,-0.010886+0.065243i,0.0037784+0.086258i,0.01069+0.087979i,0.006802+0.063748i,-0.0023633+0.021216i,-0.012833-0.011694i,-0.02018-0.01915i,-0.01587-0.011887i
-0.30697-0.40913i,-0.45313-0.38118i,-0.4355-0.1721i,-0.3189-0.04759i,-0.22756-0.086175i,-0.14331-0.1119i,-0.043532-0.065897i,0.046546-0.018182i,0.09794-0.0046243i,0.094304-0.014525i,0.066774-0.035318i,0.052298-0.044343i,0.046032-0.031931i,0.035783-0.0086306i,0.035997+0.014302i,0.052944+0.022951i,0.060578+0.013243i,0.046466+0.0015477i,0.026956+0.0048078i,0.013256+0.019416i,0.0039898+0.032598i,-0.0032642+0.041386i,-0.00087483+0.039173i
0.37428+0.29277i,0.43656+0.25357i,0.31206+0.10882i,0.14517+0.026961i,0.010971+0.045844i,-0.085861+0.066978i,-0.086483+0.041959i,-0.039136-0.035074i,-0.027875-0.093722i,-0.031745-0.07997i,-0.027471-0.03822i,-0.017301-0.010537i,-0.00055196+0.0033485i,0.024253+0.0039168i,0.048626-0.018013i,0.052441-0.047008i,0.040872-0.048875i,0.035296-0.025753i,0.036084-0.0088315i,0.025827-0.010473i,0.0054627-0.013987i,-0.0035559-0.0062288i,-0.0036895-1.0505e-06i
-0.47681-0.14377i,-0.56678-0.064609i,-0.44504+0.0050487i,-0.28329-0.01891i,-0.12545-0.042372i,0.058512-0.018146i,0.15471-0.017401i,0.10808-0.033742i,0.014089-0.04451i,-0.044706-0.039472i,-0.058414-0.013585i,-0.050971+0.00013105i,-0.038411-0.0053861i,-0.032752-0.020148i,-0.043695-0.037956i,-0.054479-0.041326i,-0.045779-0.036987i,-0.027442-0.044277i,-0.015827-0.056152i,-0.010343-0.048789i,-0.0009249-0.023467i,0.0163-0.007269i,0.025355-0.0040089i
0.5121+0.043047i,0.57433+0.026992i,0.40091+0.084486i,0.18733+0.14469i,0.0068378+0.075522i,-0.1565-0.044888i,-0.21945-0.085452i,-0.18477-0.051404i,-0.12744+0.008342i,-0.075463+0.042556i,-0.031991+0.052588i,0.01119+0.053143i,0.037995+0.024301i,0.029937-0.0048675i,0.0087425-7.6545e-05i,-0.0070937+0.013397i,-0.017053+0.016641i,-0.024121+0.019814i,-0.033784+0.023145i,-0.037846+0.016296i,-0.031285+0.002593i,-0.025321-0.0083438i,-0.02002-0.012775i
-0.44977+0.12671i,-0.39995+0.16893i,-0.15861+0.066546i,-0.014775-0.016542i,0.0009806+0.072773i,0.022388+0.17241i,0.0061339+0.17037i,-0.018757+0.1456i,0.017567+0.10129i,0.048365+0.037692i,0.045983+0.0021337i,0.031982-0.018475i,-0.0024712-0.032147i,-0.038334-0.026777i,-0.046818-0.0093957i,-0.030461+0.010717i,-0.0097847+0.020837i,-6.3182e-06+0.020191i,0.0038445+0.024285i,0.0083986+0.032219i,0.012604+0.03027i,0.011333+0.018863i,0.0021897+0.0097296i
0.40877-0.29758i,0.3527-0.38941i,0.12178-0.25215i,0.0081867-0.07562i,0.046986-0.080433i,0.069542-0.13112i,0.087692-0.074289i,0.11425-0.0074379i,0.084718+0.0033644i,0.028501+0.0095849i,0.011961+0.019244i,0.019326+0.015492i,0.018261+0.013036i,0.013682+0.025669i,0.019051+0.036296i,0.028489+0.026767i,0.026619+0.012457i,0.017767+0.013331i,0.018906+0.018249i,0.022715+0.011217i,0.011514-0.0010149i,-0.0059847-0.0019248i,-0.0097289+0.0072874i
-0.31593+0.37656i,-0.23463+0.43195i,-0.02845+0.25334i,0.056814+0.081395i,-0.023954+0.082667i,-0.10126+0.11241i,-0.092936+0.069682i,-0.033293-0.00067222i,0.012463-0.056758i,0.023638-0.075162i,0.010916-0.074022i,-0.01227-0.067696i,-0.024204-0.046024i,-0.01478-0.024645i,-0.0019768-0.019783i,-0.0030663-0.019803i,-0.0097182-0.0097485i,-0.004597+0.0018652i,0.0085636-0.0028059i,0.015128-0.015882i,0.015469-0.015772i,0.01809-0.0044312i,0.01889-0.0026911i
0.15424-0.49509i,0.00049816-0.5721i,-0.16336-0.38933i,-0.12868-0.19029i,0.039634-0.11123i,0.14904-0.064182i,0.14888-0.050513i,0.073062-0.077824i,-0.015604-0.082647i,-0.057392-0.054909i,-0.059887-0.019517i,-0.042249+0.0070626i,-0.011623+0.015974i,0.010135+0.011059i,0.0090271+0.0017648i,-0.0025734-0.00080175i,-0.0053677+0.0057734i,0.0030887+0.0091749i,0.0073201+0.00040746i,-0.0017596-0.011859i,-0.012814-0.012166i,-0.014812-0.0045726i,-0.011155+0.0055799i
-0.038389+0.57285i,0.08331+0.67807i,0.1735+0.49602i,0.14014+0.2181i,0.037558+0.00019501i,-0.054421-0.13004i,-0.099721-0.14863i,-0.10611-0.10251i,-0.090336-0.038975i,-0.050911+0.011974i,-0.015173+0.034033i,0.00058018+0.039253i,0.0084785+0.021139i,0.0074697-0.0071617i,0.0023945-0.0079913i,0.0067345+0.0097671i,0.017408+0.013766i,0.02222+0.0035337i,0.0099463-0.00022657i,-0.0051366+0.0089854i,0.0032551+0.013372i,0.022019+0.0009852i,0.028064-0.013935i
-0.1066-0.53293i,-0.1903-0.56816i,-0.17039-0.40728i,-0.12604-0.24873i,-0.1323-0.08728i,-0.10679+0.091735i,-0.05955+0.15815i,-0.048077+0.13987i,-0.027737+0.10961i,-0.002273+0.062242i,0.0038688+0.02769i,0.0064303+0.012307i,0.0005998-0.0016155i,-0.0088931-0.0086604i,-0.010779-0.014973i,-0.010304-0.019521i,-0.01187-0.010563i,-0.009377+0.0032239i,0.0054149+0.011674i,0.01762+0.0091626i,0.0041611-0.0029619i,-0.024872-0.006569i,-0.040774+0.0037331i
0.273+0.4954i,0.38295+0.48986i,0.26225+0.31965i,0.093935+0.1962i,0.087342+0.076189i,0.11695-0.077349i,0.078654-0.11671i,0.050101-0.053266i,0.049558-0.01777i,0.042976-0.019021i,0.038935-0.017417i,0.038327-0.012848i,0.024288-0.013064i,-0.0017671-0.009877i,-0.015973+0.0048364i,-0.0080671+0.015427i,0.0067775+0.0088128i,0.0098837-0.0098229i,0.00093823-0.02734i,-0.0027757-0.028862i,0.003155-0.017097i,0.011924-0.006055i,0.018811-0.0036739i
-0.37675-0.43345i,-0.43373-0.42228i,-0.2381-0.2907i,-0.088599-0.1902i,-0.15884-0.066208i,-0.19784+0.067588i,-0.11314+0.081376i,-0.032296+0.021128i,0.0047482-0.022912i,0.012769-0.041399i,0.0090156-0.045924i,0.0057928-0.047874i,-0.0020402-0.036448i,-0.0041277-0.013677i,0.002346-0.0045882i,0.0007961-0.0067431i,-0.0072422-0.002046i,-0.0095756+0.011344i,-0.0023284+0.019067i,0.0041312+0.011458i,-0.0010519+0.0034271i,-0.0073364+0.0082469i,-0.0069224+0.014176i
0.46526+0.25265i,0.46058+0.13608i,0.16143+0.0036022i,-0.02254+0.037783i,0.098998+0.082122i,0.20484+0.015941i,0.14636-0.027348i,0.069964-0.023325i,0.014923-0.03439i,-0.031073-0.037282i,-0.050605-0.024327i,-0.049905-0.0080427i,-0.031491+0.0093395i,-0.012066+0.015466i,-0.006541+0.014865i,-6.993e-06+0.017062i,0.015544+0.012298i,0.025351-0.0008172i,0.013727-0.010985i,-0.0085039-0.0094807i,-0.015134-0.0014893i,-0.004913-0.0009849i,0.0014845-0.0037455i
-0.58685-0.11901i,-0.62617+0.040766i,-0.33611+0.16035i,-0.080034+0.077897i,-0.075117-0.067888i,-0.14579-0.11863i,-0.14088-0.1034i,-0.10383-0.075708i,-0.075214-0.030742i,-0.045259+0.0083035i,-0.023512+0.017591i,-0.016191+0.0089981i,-0.013225+0.0010506i,-0.0061311+0.0024848i,0.0082478+0.0064793i,0.014427+0.0027138i,0.0015811-0.0046654i,-0.013191-0.0038117i,-0.0095823+0.0077428i,0.0096368+0.015273i,0.022397+0.0072269i,0.01795-0.0045588i,0.010415-0.00823i
0.57958-0.016393i,0.56972-0.1535i,0.26201-0.19288i,0.02656-0.084651i,0.0037434+0.040258i,0.02283+0.10679i,0.0086449+0.11957i,-0.0084312+0.090912i,-0.013047+0.050068i,-0.011058+0.022997i,-0.015567+0.022505i,-0.012666+0.0355i,0.0076568+0.028632i,0.020301+0.0042767i,0.012627-0.016248i,0.0018477-0.02226i,0.00077669-0.015194i,0.0060927-0.0098057i,0.011315-0.01512i,0.0072928-0.023338i,-0.007719-0.022713i,-0.019887-0.014056i,-0.022481-0.0056494i
-0.58397+0.23112i,-0.55597+0.43344i,-0.26106+0.46842i,-0.030308+0.28893i,0.023208+0.051761i,0.019296-0.081742i,0.010246-0.084264i,0.0035849-0.022837i,0.011683+0.015576i,0.017302+0.015258i,0.021987+0.010965i,0.025061+0.0056125i,0.012264-0.0063276i,-0.0052953-0.013308i,-0.012665-0.0077409i,-0.011517+0.0014967i,-0.012348+0.0070169i,-0.018363+0.0091949i,-0.020969+0.0052542i,-0.015487+0.0009014i,-0.0041678+0.0043309i,0.0064099+0.011728i,0.013766+0.016209i
0.57978-0.34457i,0.60654-0.50773i,0.41557-0.47902i,0.17828-0.32369i,-0.035083-0.13739i,-0.13709+0.020634i,-0.093737+0.082464i,-0.024248+0.055812i,-0.00086256+0.0233i,0.0020408+0.0085008i,0.0037712-0.0024194i,0.011841-0.0083101i,0.014247-0.012171i,0.0078401-0.013507i,0.005179-0.014369i,0.0052247-0.018238i,0.010698-0.014151i,0.019324-0.0024467i,0.015003+0.0019348i,-0.0055767-0.0037995i,-0.026166-0.010303i,-0.031776-0.012498i,-0.026242-0.01174i
-0.45584+0.45503i,-0.42914+0.55644i,-0.27802+0.42818i,-0.14967+0.29003i,0.0031553+0.23381i,0.13756+0.13699i,0.14558+0.029635i,0.10621-0.0028325i,0.082083-0.016568i,0.046188-0.024135i,0.019104-0.0085773i,0.0086101-0.00093938i,-0.0067956+0.00096735i,-0.026795+0.0080399i,-0.045898+0.016759i,-0.053771+0.025414i,-0.044391+0.023808i,-0.031304+0.012968i,-0.023972+0.010609i,-0.012932+0.025098i,0.0086228+0.039233i,0.023668+0.03656i,0.024046+0.024527i
0.35291-0.59423i,0.32596-0.70789i,0.23809-0.54096i,0.18559-0.34225i,0.079396-0.25228i,-0.059531-0.16497i,-0.08386-0.081199i,-0.040916-0.07009i,-0.024324-0.067019i,-0.018673-0.040347i,-0.0096168-0.028009i,-0.00010711-0.028771i,0.010751-0.02361i,0.024037-0.0073052i,0.03835+0.0097925i,0.042826+0.015348i,0.031981+0.012404i,0.019894+0.011653i,0.019179+0.016729i,0.023676+0.012993i,0.019406-0.0019928i,0.006334-0.010089i,-0.0030419-0.0087619i
-0.23043+0.61612i,-0.22856+0.64743i,-0.22945+0.39183i,-0.2227+0.21208i,-0.091122+0.21966i,0.074396+0.18843i,0.085119+0.079267i,0.0093526+0.014911i,-0.028674-0.0065122i,-0.027664-0.01233i,-0.018173-0.006238i,-0.020608-0.00073372i,-0.022188+0.0037632i,-0.013934+0.0019755i,-0.008974-0.0013531i,-0.0073328+0.0038703i,-0.0027089+0.0089445i,0.0016423+0.0029323i,0.006877-0.010287i,0.012892-0.01755i,0.01407-0.014894i,0.012085-0.0078496i,0.0097931-0.0032286i
0.016183-0.64286i,-0.063478-0.61838i,-0.032833-0.28409i,0.11722-0.10206i,0.1634-0.2028i,0.063959-0.24423i,0.0028502-0.13947i,-0.0078111-0.057512i,-0.026299-0.019681i,-0.028164+0.0040946i,-0.012793+0.0098126i,0.0025274+0.0074551i,0.010537-0.00077758i,0.010822-0.0083386i,0.016936-0.0055964i,0.031119+0.00096417i,0.03737+0.0057707i,0.027344+0.013506i,0.015511+0.018147i,0.0099457+0.0064252i,0.0036926-0.010642i,-0.0046501-0.012376i,-0.0098593-0.0029006i
0.13543+0.6611i,0.23734+0.6547i,0.18232+0.29033i,-0.026614+0.00086188i,-0.16659+0.0027622i,-0.13571+0.051173i,-0.08557+0.032791i,-0.06776+0.030279i,-0.033971+0.041322i,-0.0015587+0.028516i,0.00052045+0.008862i,-0.014849+0.0059107i,-0.020247+0.0085022i,-0.013488-0.0018904i,-0.0063576-0.023607i,-0.0055938-0.043399i,-0.0094695-0.045528i,-0.0043792-0.034507i,0.00016374-0.029637i,-0.010907-0.029117i,-0.020545-0.019162i,-0.010314-0.0092875i,0.0044242-0.010683i
-0.28087-0.59241i,-0.39061-0.5409i,-0.30539-0.17509i,-0.098237+0.067586i,0.032493+0.025748i,0.040493-0.049474i,0.03251-0.050671i,0.033085-0.027562i,0.031239-0.010309i,0.024261-0.011456i,0.013838-0.010614i,0.017379-0.0012747i,0.020721-0.0022063i,0.0048189-0.0058708i,-0.016563-9.4867e-06i,-0.027795+0.0072182i,-0.027326+0.0086549i,-0.020868+0.0071447i,-0.015332+0.0088834i,-0.013846+0.017383i,-0.013051+0.024067i,-0.014291+0.021853i,-0.01791+0.01915i
0.45633+0.52351i,0.64386+0.45723i,0.55095+0.091736i,0.23513-0.15687i,-0.040359-0.12275i,-0.13798-0.030643i,-0.12626+0.010478i,-0.071857+0.017879i,-0.024463-0.0042018i,-0.012994-0.020062i,-0.010119-0.01227i,-0.0010835-0.0041304i,0.0038819+0.0015998i,0.005634+0.0099946i,0.0082862+0.010516i,0.0091706+0.0061837i,0.012404+0.0056011i,0.018723+0.0027639i,0.019074-0.0012844i,0.016613-0.0012535i,0.015955-0.0029211i,0.014447-0.0085028i,0.01356-0.011268i
-0.55937-0.47342i,-0.7642-0.46412i,-0.69369-0.1815i,-0.43947+0.10066i,-0.19133+0.20447i,-0.036822+0.18989i,0.020706+0.12372i,0.017388+0.0662i,0.0083275+0.036116i,3.8439e-05+0.015683i,-0.011386+0.0085872i,-0.012304+0.0042747i,-0.010099-0.0077775i,-0.014057-0.014259i,-0.023284-0.0061255i,-0.031298+0.0093098i,-0.033898+0.016067i,-0.034154+0.012944i,-0.027253+0.010951i,-0.010846+0.014932i,0.00021734+0.020666i,-0.0026829+0.02355i,-0.0096119+0.022558i
0.63022+0.3508i,0.81158+0.32037i,0.69317+0.12916i,0.46072-0.022014i,0.28228-0.077999i,0.1356-0.095128i,0.036261-0.059065i,0.018606-0.024205i,0.011321-0.02952i,-0.0064026-0.027022i,0.00017885-0.016435i,0.01126-0.015499i,0.0091661-0.01112i,0.010325+0.0029338i,0.023089+0.016271i,0.039608+0.019294i,0.045282+0.01365i,0.038819+0.0057241i,0.030525-0.0034414i,0.025274-0.020984i,0.022279-0.037269i,0.020667-0.036196i,0.021489-0.024479i
-0.72863-0.2315i,-0.94843-0.20427i,-0.83068-0.074966i,-0.55268+0.033985i,-0.30605+0.10023i,-0.099728+0.13009i,0.030314+0.087595i,0.044883+0.029258i,0.018108+0.016851i,0.010502+0.023488i,0.0059044+0.019105i,-0.0069865+0.011896i,-0.01316+0.0072316i,-0.01136-0.0046792i,-0.011092-0.020253i,-0.012964-0.028006i,-0.016118-0.027576i,-0.01856-0.018034i,-0.01667-0.0081041i,-0.020665-0.0069952i,-0.031775-0.0030772i,-0.032081+0.0061515i,-0.023348+0.0068603i
0.71584+0.13443i,0.88867+0.1702i,0.74972+0.19441i,0.55425+0.16593i,0.42066+0.031912i,0.24044-0.10146i,0.080996-0.10771i,0.027445-0.064798i,0.012841-0.052303i,-0.0055392-0.045333i,-0.011506-0.026527i,-0.0006869-0.0070259i,0.0093433+0.0012703i,0.0078514+0.006825i,0.0048445+0.017852i,0.0088367+0.026752i,0.015286+0.032222i,0.01961+0.030934i,0.014483+0.021941i,0.0017947+0.015135i,-0.001681+0.0096256i,0.0027452+0.0013629i,0.0021193-1.8819e-05i
-0.68696+0.027364i,-0.7936+0.036242i,-0.5615-0.055018i,-0.3393-0.18116i,-0.28502-0.17368i,-0.20255-0.064117i,-0.091746-0.029018i,-0.061408-0.04153i,-0.059882-0.013341i,-0.035346+0.017037i,-0.017424+0.01432i,-0.018891+0.00060413i,-0.017879-0.0040185i,-0.0071782-0.0065319i,0.0016194-0.020095i,0.00045048-0.039719i,-0.0060103-0.047846i,-0.0069047-0.039254i,-0.0037284-0.024079i,-0.0059963-0.0051741i,-0.012676+0.014185i,-0.012664+0.02062i,-0.0037124+0.013575i
0.67684-0.13876i,0.7934-0.14962i,0.57002-0.0096917i,0.32776+0.1419i,0.22961+0.12811i,0.12437+0.019632i,0.017336-0.019922i,-0.012738-0.0011234i,0.0019496+0.0039015i,0.012741-0.0045373i,0.016131+0.0016839i,0.026551+0.014073i,0.030584+0.007371i,0.012996-0.0039662i,-0.010735+0.0043187i,-0.022313+0.023835i,-0.017762+0.031365i,-0.0090747+0.022097i,-0.0034806+0.011688i,0.0092711+0.011082i,0.023971+0.011291i,0.021038+0.0053939i,0.003501+0.00024093i
-0.58221+0.2516i,-0.59859+0.25078i,-0.30599+0.0051431i,-0.10674-0.24904i,-0.13073-0.23345i,-0.12522-0.06352i,-0.071037+0.027534i,-0.048043+0.040829i,-0.031586+0.036939i,-0.013032+0.028396i,-0.0030123+0.016196i,-0.0079322-0.00017117i,-0.016922-0.002259i,-0.0087286+0.008933i,0.011106+0.010866i,0.022723-0.00033355i,0.017703-0.010298i,0.006507-0.0096024i,0.0023221-0.0045588i,0.0069155-0.0062458i,0.011931-0.011504i,0.013258-0.0068292i,0.016872+0.0036966i
0.50637-0.39857i,0.47402-0.49586i,0.1303-0.29319i,-0.11082+0.01413i,-0.074458+0.12173i,-0.0035288+0.06408i,0.0093705+0.030317i,0.016759+0.034641i,0.025982+0.022068i,0.027433-0.0084358i,0.018117-0.025542i,0.013884-0.019893i,0.016248-0.019453i,0.006391-0.028178i,-0.012063-0.025305i,-0.025448-0.0077885i,-0.029054+0.011643i,-0.025736+0.019831i,-0.018083+0.016124i,-0.008718+0.004857i,-0.0046119-0.0084646i,-0.0042137-0.016538i,-0.0084017-0.019069i
-0.43268+0.47624i,-0.40309+0.57012i,-0.1195+0.34231i,0.076859+0.046855i,0.068733-0.04008i,0.041895-0.0062725i,0.046995+0.0025532i,0.053076-0.0094134i,0.04553-0.024401i,0.018555-0.027536i,0.0017609-0.017871i,-0.0053044-0.013398i,-0.014219-0.0018483i,-0.011032+0.017359i,0.007725+0.025718i,0.030614+0.020369i,0.041485+0.013147i,0.039902+0.013379i,0.033633+0.01103i,0.018645-0.0007344i,0.0011662-0.0080073i,-0.0048834-0.0014368i,0.0015685+0.011124i
0.30692-0.56517i,0.18354-0.69724i,-0.14103-0.46604i,-0.29542-0.13331i,-0.19354-0.014749i,-0.072755-0.032005i,-0.011548-0.03048i,0.0091833-0.024538i,-0.0039389-0.018591i,-0.016519-0.0058571i,-0.022698+0.001183i,-0.019914+0.0075124i,-0.0035007+0.0002381i,0.003507-0.021763i,-0.0069652-0.037432i,-0.020045-0.038952i,-0.019488-0.031346i,-0.0098464-0.023357i,-0.0043998-0.017319i,-0.0060479-0.009341i,-0.011296-0.0023841i,-0.011359-0.0047892i,-0.0083399-0.014381i
-0.21733+0.64481i,-0.12171+0.85257i,0.12947+0.71109i,0.25376+0.40322i,0.16843+0.19238i,0.049312+0.077392i,-0.014192-0.0076272i,-0.024965-0.042658i,-0.0072747-0.047819i,-0.0040198-0.040297i,-0.0061756-0.017924i,-0.0049639-6.5793e-05i,-0.013263+0.015366i,-0.018286+0.033713i,-0.010244+0.044052i,0.00089185+0.041412i,0.006761+0.030648i,0.012075+0.017299i,0.013056+0.0041714i,0.0059391-0.0016018i,0.0011886+0.0046235i,-0.001059+0.01237i,-0.002431+0.01784i
0.12803-0.64088i,0.052621-0.81685i,-0.10223-0.65366i,-0.15082-0.37302i,-0.080353-0.20369i,-0.030938-0.1055i,-0.022865-0.030768i,-0.037898-0.011122i,-0.062632-0.0010745i,-0.052387+0.017488i,-0.025496+0.017302i,-0.0055098+0.0080369i,0.012432-0.0063036i,0.016359-0.023748i,0.0066977-0.031144i,-0.0013917-0.029635i,-0.0040473-0.03056i,-0.010154-0.033228i,-0.01889-0.026962i,-0.015726-0.012863i,-0.0066333-0.0025042i,2.6125e-05-0.0015719i,0.0062169-0.0086731i
-0.021016+0.66292i,0.081918+0.88269i,0.22407+0.76811i,0.23338+0.48021i,0.10387+0.25975i,0.0048628+0.13358i,-0.028421+0.05784i,-0.026198+0.041718i,0.00742+0.037355i,0.027823+0.01789i,0.026588+0.012085i,0.022429+0.014659i,0.011274+0.018861i,0.0018544+0.027167i,-0.00011459+0.033007i,-0.0047966+0.0349i,-0.012931+0.035097i,-0.012804+0.034058i,-0.0064846+0.027796i,-0.0045382+0.017115i,-0.0036691+0.0092888i,-0.0048785+0.0073441i,-0.010819+0.01034i
-0.026261-0.64893i,-0.048864-0.89918i,-0.068945-0.839i,-0.039879-0.56852i,0.028221-0.29797i,0.049144-0.099438i,0.029715+0.014888i,0.00060593+0.035265i,-0.034089+0.024629i,-0.04403+0.022265i,-0.031327+0.0080683i,-0.016526-0.014976i,-0.0032121-0.031223i,0.0038315-0.035135i,0.0083726-0.029227i,0.018186-0.021753i,0.024781-0.016558i,0.016504-0.014099i,0.0043978-0.006744i,0.0048334+0.0033434i,0.011649+0.0044879i,0.016199+0.0031312i,0.018483+0.0017742i
