-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
-0.00010134+8.0824e-05i,0.00076191-0.00015778i,0.0026501-0.00062746i,0.0046773-0.0015175i,0.0052679-0.001651i,0.004456-0.0017897i,0.0027233-0.0012256i,0.0020308+0.00023192i,0.0013293+0.00033385i,-0.00014641-0.0014005i,-0.00067372-0.0022879i,-0.00084554-0.0019134i,-0.0011822-0.0012323i,-0.00039875-0.00092279i,6.082e-06-0.00059227i,-0.00030401-0.00053588i,-1.291e-05-0.0011379i,-0.00042062-0.0013337i,-0.00083792-0.0014757i,-0.00014903-0.00061851i,0.00037826-1.972e-05i,0.00057802+3.9124e-05i,-1.3412e-05+0.0007152i
0.0022538-0.00010584i,0.0024343+0.00033566i,0.0027881-0.00010297i,0.0017494-0.00094351i,-0.00070488-0.0021309i,-0.00099635-0.0011173i,-3.1522e-05-0.00018544i,0.00093059-0.00046138i,0.000441-0.00081078i,-0.001271-0.00069821i,-0.0022878-0.00010764i,-0.0019101+0.00090078i,-0.0012327+0.0011946i,-0.00089456+0.0011118i,-0.00059776+0.00096079i,7.6748e-06+0.00035367i,0.00019936-0.00070791i,0.00028209-0.00068816i,0.00061051+5.0078e-06i,0.00026873+0.00055445i,-0.00020207+0.0004511i,-0.00062885+0.00032363i,-0.00083979+0.00073049i
-0.00066587+0.00059461i,-0.00075978+0.00063337i,-0.00027399+0.0028415i,-2.835e-05+0.0047308i,0.00062892+0.0047391i,0.0014364+0.0032725i,0.0016561+0.00070877i,0.0014175-0.00060738i,0.00097372-0.00048874i,-0.00016684+0.00047288i,-0.0013432+0.0019176i,-0.00075427+0.0011641i,-1.4833e-05+0.00011704i,-0.00028281+0.00058843i,-0.00032236+0.00086214i,-0.000249+0.00059198i,-0.00082135+0.00069903i,-0.00069924+0.0011176i,0.00017367+0.00079401i,0.00059739-0.00031638i,6.2776e-05-0.00090569i,-0.00012419-0.0010992i,-7.8241e-05-0.00080145i
0.00033043-0.00039195i,0.00046949-0.0010495i,5.0992e-05-0.0011816i,0.00095892+4.8503e-05i,0.0025815+0.00019058i,0.0032042-0.00099885i,0.0016262-0.0010374i,-0.00024712+4.37e-05i,-0.00010013+0.0010384i,0.00023391+0.001471i,0.00024862+0.0012485i,0.00070287+0.00073038i,0.0004726+0.00017007i,-0.00018914-0.00015192i,-0.00030092+0.00017893i,-0.00061726+0.0010932i,-0.0013883+0.0018813i,-0.0012966+0.0012644i,-0.00027289+0.00029493i,0.00012215+0.00048418i,0.00028041+0.00046307i,4.1565e-05-0.00012226i,0.00012186-0.00039463i
0.0029493+0.0014016i,0.0026232-3.6044e-05i,0.0036102-0.0017147i,0.0042809-0.003215i,0.0022863-0.0042049i,-0.00018895-0.0037402i,-7.8125e-06-0.0015529i,0.0012339-0.00021274i,0.0010185-0.00026763i,0.00067592-0.0004053i,0.00087838-0.00051618i,0.00065332-0.00062454i,-0.00035192-0.00075696i,-0.00050134-0.00033122i,-0.00017279-0.00036227i,-0.00065887-0.00074952i,-0.0013686-0.00049513i,-0.0012357-0.00061081i,-0.0010546+3.3286e-05i,-0.0006826+6.4363e-05i,8.6838e-05-0.00026746i,5.9334e-05+0.00020346i,1.017e-05+0.00052871i
0.00090408-0.00019251i,0.0022215+6.4478e-05i,0.0018941-1.2475e-05i,-0.00070838+9.7522e-05i,-0.0022793+0.0011526i,-0.00091339+0.0023989i,0.0016072+0.0019025i,0.0014722+0.00053615i,0.00090619-0.00022864i,0.00059718-0.00071241i,-0.00046527-0.00096063i,-0.0009204-0.0009618i,-0.00061052-0.00056317i,-0.00048213-0.00016228i,-0.00058782+3.8658e-05i,-2.1286e-05-0.00042367i,0.00040431-0.00056012i,0.0002032-0.00078295i,-0.00050673-0.0010322i,-0.0012794-0.00091968i,-0.00068469+0.0001653i,-0.00020685+0.0013586i,-0.00031285+0.0011124i
0.00055697-8.3005e-05i,-0.00047224+9.022e-05i,-0.00078806+4.2623e-05i,0.00034953+0.00034767i,0.0013545+0.00046123i,0.0020098-9.8409e-06i,0.002035-0.00025272i,0.0014092-0.0002803i,0.00071994-0.00025075i,-0.00010168-0.00025137i,-0.0012712+5.8054e-05i,-0.0012634+0.00083765i,-0.0011225+0.00066219i,-0.00091873+0.00068028i,-0.0011369+0.0013625i,-0.00099419+0.00064692i,-0.0002555+0.00043455i,0.00014713+0.0014363i,0.00051129+0.0010971i,0.00049018+1.7998e-05i,0.00041987-0.00028752i,-0.00015472-6.4092e-05i,-0.00095501+0.0001433i
-0.00081838+0.0009536i,-0.00043997-0.0015666i,3.6528e-05-0.001207i,0.00082672-0.00021611i,0.0015239-7.6148e-05i,0.0017689-0.0017181i,0.0011845-0.0016245i,0.00045377+0.00014401i,0.00013795-5.4371e-05i,-0.00029258-0.00040175i,-0.00040491-3.7619e-07i,0.00027296+5.3034e-05i,0.0001344+0.0004045i,-0.00085752+2.4217e-05i,-0.00010221-0.00061074i,0.00055292-1.4705e-05i,-3.0029e-05+0.00065518i,-0.00032362+0.0010654i,0.00015696+0.00076272i,0.00031986-0.00081246i,6.115e-05-0.0010928i,0.00052163+3.3862e-05i,0.00049181+0.00024954i
0.00083023+1.8378e-05i,0.00097248-0.0012809i,0.001303-0.0025991i,0.00077922-0.0024577i,0.00021567-0.0019073i,0.00048105-0.0010492i,0.00096947-0.00056087i,0.00063949-0.00077305i,-0.00040994-0.00051616i,-0.00020814-0.00032572i,0.00055801-0.00011173i,0.0010723+4.7646e-05i,0.0010575-6.4004e-05i,0.00061896-0.00042661i,0.00082893-0.0010856i,0.0010885-0.00090307i,0.0002564-0.00063722i,-6.9465e-05-0.00055144i,4.3664e-05+0.00012076i,0.00042559+0.0004139i,0.00079352-0.00019981i,0.00019343-0.00042999i,-0.00027272-0.00024709i
0.0023308+0.00028742i,0.0032122+0.0013612i,0.0031269+0.0017748i,0.0027625+0.0018399i,0.0026073+0.0019025i,0.0023085+0.0017338i,0.0020909+0.00022097i,0.001973-0.00021601i,0.0016154+0.000418i,0.00077515-5.4774e-05i,0.00077688-0.0007692i,8.0723e-05-0.0015502i,-0.00085846-0.0012511i,-0.00060169+6.4098e-05i,-0.000219-0.00027593i,-0.00012451-0.0014294i,-0.00070959-0.0015954i,-0.0010382-0.0013698i,-0.0010561-0.00085246i,-0.00047524+0.00015553i,0.00027052+0.00036307i,-2.9515e-05-4.1363e-05i,-0.00078547-7.2053e-05i
0.00049182-0.002108i,-0.00057733-0.0010101i,-0.0011201-0.00025472i,-0.001049+0.0011789i,-0.00015742+0.0017651i,0.00174+0.00091611i,0.0017349-7.1253e-05i,0.00062901-0.00081447i,0.00010695-0.0012558i,-0.00050497-0.0014744i,-0.00089219-0.00092704i,-0.0012359+0.00010542i,-0.00070192+0.00019024i,-0.00061811+0.00064306i,-0.00098272+0.0011832i,-0.00058219+0.00072693i,-0.00044747+9.2149e-05i,-0.00040374-0.0009053i,0.00064985-0.0017182i,0.00045803-0.0017617i,-0.00073746-0.0011334i,-4.0653e-06-0.00085487i,0.00074698-2.0754e-05i
-0.001707-0.0007497i,-0.0034895-0.0028523i,-0.0044056-0.0028906i,-0.0027237-0.00032769i,-0.00052014+0.0014547i,0.0013384+0.00051041i,0.0014828-0.00035018i,0.00069809-0.00045555i,-5.4137e-05-0.00050568i,-0.0012876-0.00079192i,-0.0016355-0.00034889i,-0.0017434+0.0011602i,-0.0013019+0.0014416i,-0.00083598+0.00094656i,-0.00066589+0.00035942i,-0.00076215+0.00012528i,-0.0011829+8.7256e-05i,-0.00073491+0.00032806i,-0.00045457+0.00062589i,-0.00044071-0.00051582i,0.00030168-0.0014654i,0.00046865+0.00013566i,0.00032212+0.00075952i
0.001839-0.0011851i,0.0022796-0.0022195i,0.001916-0.0022455i,0.00072195-0.00099126i,-0.00034381+0.00051426i,-0.00072359+0.0016154i,-0.0001752+0.0014352i,0.00035347+0.0004499i,-5.72e-05+0.00013218i,-0.00087704+4.927e-05i,-0.0010303+0.0012256i,-0.00042909+0.0023668i,0.00045082+0.002771i,0.00048759+0.0029777i,0.00041124+0.0015379i,0.0010363+0.00034256i,0.0011906+0.00046906i,0.00037665+0.00024417i,-0.00015391+7.1359e-05i,3.3392e-05-0.00024937i,0.00011949-0.00064378i,7.4707e-05-0.00076145i,0.00035709-0.00087292i
0.00076067-0.00020294i,0.0028333+0.0003179i,0.0033292-0.00045991i,0.0024887-0.00050701i,0.0028705+0.00026433i,0.002588+0.00056526i,0.0016468-0.00059957i,0.0016099-0.00088974i,0.0014667-0.00028419i,0.00050415-0.00057106i,-0.00047728-7.3498e-05i,-0.0006918-0.00010474i,8.4361e-05-0.00068008i,0.00037022-0.00045525i,0.00074671-0.00030734i,0.0019358-0.00047575i,0.0013751-0.00078451i,0.00061333-0.0013092i,0.0009467-0.0012382i,0.00088946-0.00059721i,0.00050018+0.00036116i,0.00036408+5.0905e-05i,0.00086659-1.579e-05i
-0.0014342-0.00019521i,-0.0017133+6.604e-05i,-0.0012656+0.0010642i,-0.0001633+0.00085946i,0.00073716-0.0002934i,0.0010256-0.0020993i,0.00020574-0.002916i,-4.1364e-05-0.0020081i,0.0008611-0.0017114i,0.0014997-0.0017394i,0.0010756-0.0014068i,-0.00012164-0.0015686i,-0.00099102-0.0019689i,-0.001405-0.0018214i,-0.00098089-0.0017854i,-0.00014665-0.0014708i,0.00039786-0.00024875i,0.0011164-0.000151i,0.00087355-0.00052547i,-0.00073264-0.00054318i,-0.0015835-7.4634e-05i,-0.00081362+0.0003643i,-0.00029628+0.00098692i
0.0017818+0.0011698i,0.0018263-0.0012866i,0.00041367-0.0010852i,-0.00059951+0.00013318i,2.2526e-05+5.7764e-05i,0.00046639-0.00032253i,-5.7929e-06+0.0001439i,0.00051069+0.00044744i,0.00059209+0.00018535i,0.00012978-0.00017393i,-0.0008534-0.0010695i,-0.0012039-0.00075817i,-0.00081813-0.00083526i,-0.0019423-0.00091622i,-0.0030469+0.00039483i,-0.0032241+0.001547i,-0.0023504+0.0020534i,-0.0013069+0.0019688i,-0.001288+0.0014741i,-0.00066763+0.0007753i,-9.1555e-05+0.00028693i,-6.7628e-05-0.00020161i,-0.00041589-0.00012474i
0.0013248+4.9132e-05i,0.0030797-0.00096348i,0.0038723-0.00075983i,0.0039982+0.0011991i,0.0041847+0.0027866i,0.0040826+0.0027645i,0.0036505+0.0022762i,0.0026678+0.0014453i,0.001544+0.00043599i,0.00028014+2.0038e-05i,-0.0014024-0.00034648i,-0.0016185+0.00013534i,-0.0008972+0.00073406i,-0.00024294+0.00076214i,-0.00010848+0.0018927i,-0.00045108+0.0025379i,-0.00056142+0.0021003i,-0.00018202+0.0022266i,-0.00013815+0.0015628i,0.00064828+0.00051601i,0.0011057-0.00035777i,0.00075486-0.00041255i,1.3869e-05+0.00010568i
-0.0011848-0.00072685i,0.00073926+0.0011193i,0.0021017+0.0018113i,0.0027564+0.0018515i,0.0027739+0.00093116i,0.0028497-0.00056613i,0.0027481-0.0019848i,0.0018996-0.0019264i,0.00033278-0.00062426i,-0.0006423-0.00024639i,-0.00070693+0.00037954i,-0.00050646+0.00076874i,0.0005256-4.6684e-05i,0.0021061-0.00063547i,0.0023056-0.0010373i,0.00061152-0.0013428i,-0.00049329-0.001814i,0.00052703-0.0027519i,0.0010394-0.0026136i,0.0011276-0.0026392i,0.0014954-0.00213i,0.00046961-0.00064728i,-0.0007246+0.00048253i
0.00020727+0.0019095i,-0.00044547+0.0014636i,-0.00050154+0.00086411i,-0.00076359-0.00020423i,-0.00086009-0.00072765i,-0.00034963-0.00043199i,0.00062928+4.7421e-05i,0.00082286+0.0003287i,0.00046704-0.00028784i,0.00030725-0.0012393i,-0.00024004-0.00074988i,-0.0003637-0.00048063i,-0.0006339-0.0012712i,-0.0006952-0.001149i,-0.00023121-0.00098184i,0.00051589-0.0014758i,0.0014099-0.0016947i,0.001798-0.0017764i,0.0020455-0.0023396i,0.0017935-0.0020232i,0.00093713-0.0013843i,-0.00014873-0.00065288i,0.00014702-1.9093e-05i
-0.0020583-0.0032107i,-0.0041021-0.0032036i,-0.0053668-0.00035783i,-0.0039706+0.0028118i,-0.00077982+0.0036738i,0.0012652+0.002886i,0.0016468+0.0014544i,0.0012211+0.00069949i,0.00022993-0.00023101i,0.00020092-7.1484e-05i,0.00085545-0.00012764i,0.0014207-0.00078714i,0.0018164-0.00058346i,0.00097119+0.00042712i,0.00035031+0.0011184i,0.0007417+0.0018084i,0.00040761+0.0021883i,4.9291e-05+0.00096535i,2.0032e-06-0.0003078i,-0.00018301+0.00025166i,8.5165e-05+0.0006605i,0.00036555+0.0004887i,0.00053091+9.7399e-05i
0.000173-0.0013592i,0.0019379-0.0012885i,0.0030368-0.0012129i,0.0036674-0.00092545i,0.0039781-0.00038877i,0.0041655-0.0013577i,0.0030159-0.002158i,0.0010572-0.0023584i,0.00084037-0.0028412i,0.00079153-0.0014182i,0.00076942-0.00013822i,0.00022847+0.00046268i,-0.00030296+0.0012156i,0.00021457+0.0016082i,-0.0001383+0.0019092i,-0.0017382+0.0017941i,-0.0019573+0.0021034i,-0.0012188+0.0032058i,-0.00087622+0.0027555i,-0.0010852+0.0013275i,-0.00088807+0.00087546i,-0.00044959+0.00052647i,-0.00010737+0.00044732i
0.00080717+0.0039572i,0.0019722+0.0039202i,0.0033367+0.0024031i,0.003401+0.00020939i,0.0016636-0.0016326i,0.00026876-0.0024235i,-0.00019009-0.0016091i,-0.00084957-0.00018291i,-0.00054589+0.0012969i,-4.5437e-05+0.0012776i,5.6514e-05-0.00023136i,2.7014e-07+6.4056e-06i,-7.4653e-05+0.0010244i,-0.00020549+0.00057088i,-0.0010119-0.00034818i,-0.0012204-0.0013129i,-0.00087096-0.0011831i,-0.0011188-9.7421e-05i,-0.00072483-5.7559e-05i,0.00058413-0.00033869i,0.0013409+0.00019041i,0.0010812+0.00065733i,0.00022296-0.00020244i
-0.0015731+0.00055789i,-0.0025709-0.00065033i,-0.0030723-0.0011712i,-0.0023467+0.00031805i,-0.00011002+0.0021189i,0.0008944+0.0028053i,0.00099203+0.0022947i,0.0011146+0.0012465i,0.00035647+0.00072851i,-3.1955e-05+0.00019363i,-0.00042472+0.00013882i,-0.0014526-8.4858e-05i,-0.0013018-0.0013286i,-0.00032844-0.0011602i,-0.00033754-0.00046877i,-0.00053898-0.0011871i,-0.00043212-0.0020154i,-0.00059666-0.0024938i,-0.00034874-0.0028506i,3.5065e-05-0.0021726i,0.00012591-0.0015399i,1.1905e-05-0.0011155i,-0.00020858-0.00087824i
-0.0020085+0.0020893i,-0.0019666+0.0015795i,0.00039026+0.0016589i,0.0033126+0.0016089i,0.0053312+0.00090753i,0.0061862+0.00019526i,0.0046675-0.00076315i,0.003035-0.0010335i,0.0014422-0.00072807i,0.00053546-0.00094074i,0.00060511-0.00076791i,-0.00016672-0.001718i,0.00017601-0.002784i,0.00029362-0.0016828i,-8.4804e-05-0.00091126i,0.00055386-0.00060468i,0.0017485-0.0006185i,0.0021284-0.0013115i,0.0013406-0.00057498i,0.0011287-5.8175e-05i,0.0015117-0.0011025i,0.001274-0.0010492i,0.0010285+1.7293e-05i
2.0213e-05-0.00083257i,0.00073985-0.00064446i,0.00092815-0.0020455i,0.00099302-0.0022081i,0.00042924-0.00098376i,0.00033078-0.00085215i,0.00078338-0.0014678i,0.00080296-0.0014264i,0.00076238-0.0012122i,0.0011231+2.6357e-05i,0.00099091+0.00064802i,0.00038626-0.00045234i,1.6739e-05-0.00069225i,-0.00020348-2.365e-05i,0.00026976+0.00046795i,0.00080082+0.0018043i,0.0013829+0.0023212i,0.0015822+0.0015122i,0.0014531+0.00057127i,0.001593+0.0001005i,0.0010116-0.00016448i,0.00076824+0.00023895i,0.00054523+0.0013347i
9.4548e-05-0.0025468i,-0.0002486-0.0015005i,-0.00056143-0.00029004i,-0.00068418+0.0010205i,-0.00032118+0.0028158i,8.4657e-05+0.0033505i,-3.8335e-05+0.0015941i,-0.00014636+0.00036903i,-0.00055573+0.00051948i,-0.0010153+0.00053136i,-0.0012264+0.00067727i,-0.0014077+0.0010033i,-0.00053806+0.0017723i,0.00038718+0.00257i,-0.00032625+0.0020813i,-0.0010594+0.0011731i,-0.00094275+0.00072363i,-0.0010141+0.00052994i,-0.0016568-0.00034095i,-0.0016449-0.0001609i,-0.00072986+0.00017262i,0.00027688+0.00034845i,0.00060665+0.00015407i
0.00034526+0.0003372i,-0.00035191+0.00013111i,-0.0006679+0.00060124i,0.00016845+0.0013898i,0.0035905+0.0013894i,0.0050943+0.00036094i,0.0031834-0.00061455i,0.0011727-0.00071606i,0.00036148-0.0014547i,-0.00022029-0.0021188i,-0.00086218-0.0018631i,-0.0012821-0.00058484i,-0.0016606+0.00019827i,-0.0015238-9.9955e-05i,-0.0011849-0.00039257i,-0.0017791-0.00072493i,-0.002229-0.00089851i,-0.002601-0.0011175i,-0.0020229-0.00062755i,-0.0006819+8.8076e-05i,-0.0001221+0.00010149i,-0.0005468+0.0004255i,-0.001082-6.601e-05i
0.0002047+0.0003115i,0.0007795-0.00032224i,0.001285-0.00067254i,0.00083554-0.0011054i,0.00059566-0.0016659i,0.0010878-0.0023329i,0.0015983-0.0027731i,0.0018755-0.0011853i,0.0005897-9.6971e-05i,-0.00025725-0.00024622i,0.00017521-0.00028269i,-0.00045688-0.00033744i,-0.00065173-0.00072323i,-0.0005681-0.001092i,1.4557e-05-0.0008586i,0.00059776-0.00076486i,0.0014646-0.00065565i,0.0021849-0.00042025i,0.0014929-0.00061218i,0.000595-0.00094575i,-0.00028851-0.00082723i,-0.00063754-0.00061418i,8.4051e-06-0.00051135i
0.00085402+0.0003945i,0.001255+0.0011485i,0.0007936+0.00053741i,-0.0007171+0.0006818i,-0.0019079+0.0024233i,-0.00062479+0.0039079i,0.0010271+0.0029576i,0.00093147+0.00061371i,0.0015152+0.00048169i,0.0021946+0.00098842i,0.001733+0.00035039i,0.00094572-0.00069984i,0.00023143-0.0010876i,-0.00010193-0.0008732i,0.00036879-0.00015443i,0.0010053+0.00054978i,0.0012207+0.00056319i,0.0012239+0.00056128i,0.001208+0.00055589i,0.00061771-0.00032757i,-7.6258e-05-0.0010692i,0.00017352-0.0012803i,0.00096866-0.00080372i
0.0014925-0.0010564i,0.00062084-0.0014328i,-0.00079607-0.00075751i,-0.00085717+0.00071359i,0.0013701+0.00027101i,0.0025048-0.00025922i,0.002017-0.00037724i,0.0016713-0.00099568i,0.0018417-0.0014512i,0.0015227-0.0019912i,0.0007617-0.0017125i,5.001e-05-0.00049706i,-0.00037191+0.0010235i,-0.00028088+0.001748i,0.00032909+0.0018298i,0.00084366+0.0016295i,0.00035675+0.00070274i,-0.00095423+0.00066099i,-0.0014712+0.0010497i,-0.00052391+0.0010694i,-0.00013989+0.001325i,-0.00031543+0.0009373i,0.00039274+0.00091703i
-0.0010135+1.3582e-05i,0.00045887-2.2645e-05i,0.0010589+0.00052768i,0.0014539+0.00015538i,0.0013786-0.00153i,0.00097522-0.0029461i,0.00070266-0.0025921i,0.0008276-0.0018435i,0.00012175-0.0023617i,-0.00044755-0.0025587i,-0.00028822-0.00089467i,-0.00042371+0.00053175i,-0.00034303+0.00081732i,0.00017533+0.00079613i,0.0006803+0.00084183i,-0.00041326+0.00096699i,-0.0015558+0.000462i,-0.002112-0.00051033i,-0.0023714-0.00083669i,-0.0021232+0.00033714i,-0.0016848+0.0017566i,-0.00054191+0.0020446i,0.00015425+0.0014638i
-0.00093681+0.00071259i,-0.0013341+0.00024125i,-0.0013081+6.8949e-05i,-0.00018895+0.0010558i,0.0010568+0.0027061i,0.00182+0.003709i,0.001505+0.0024951i,0.00012546+0.0001623i,-0.0013158-0.001097i,-0.0025543-0.00066308i,-0.0026987-0.00031511i,-0.0020066-0.00051353i,-0.001211-0.00075564i,-0.00013073-0.00094777i,8.2585e-05-0.0011978i,-0.001055-0.00085761i,-0.00093598-0.00076781i,0.00062055-0.0012497i,0.00082603-0.0015504i,0.00055122-0.00095293i,0.00013333+7.0704e-05i,0.0001647+3.6103e-05i,0.00047276+0.00035225i
0.00060372+0.0014759i,0.0015915+0.0011497i,0.0022169+0.0016079i,0.0012212+0.0013769i,0.0021322+0.00093852i,0.0041872-6.3456e-05i,0.0031291-0.00048894i,0.00090821+0.0011724i,-5.3136e-05+0.0021338i,-0.00077336+0.0016243i,-0.0010703+0.00098822i,-0.0010041-0.00014779i,-0.0011763-0.00079809i,-0.0013716-0.00089487i,-0.0015366-0.0013452i,-0.0008243-0.0012194i,0.00063446-0.00056575i,0.0013314+0.00027758i,0.0016797+6.5535e-05i,0.0012858-0.00067721i,0.00061416-0.00077008i,0.00065902-0.00066917i,0.00016212-0.00054231i
0.0010664+5.6102e-05i,0.0022705+0.00054927i,0.0031342+0.0016171i,0.0024136+0.00098363i,0.00032862-0.00091195i,-0.00070989-0.0012766i,-0.00034891-0.00046432i,0.00094234-0.00019391i,0.0022835+0.00030485i,0.0026131-2.6603e-05i,0.0022405-3.4127e-05i,0.0014973-0.00049639i,0.00079516-0.00088058i,0.00019123-0.00050084i,-9.996e-05-0.00024566i,-0.0003636+8.0847e-05i,-0.00033726-3.4033e-05i,-0.00028072-0.0001214i,0.00036567+0.0001628i,0.0013058-0.00049076i,0.0012116-0.0009827i,0.00088598-0.00089281i,-5.8214e-05-0.0010414i
-0.0032296-0.00069652i,-0.0038884-4.2465e-05i,-0.0037709-0.00019333i,-0.0019362+0.0012306i,0.00059728+0.0033179i,0.0027076+0.0027773i,0.0025892-0.000466i,0.0013202-0.0024785i,0.00082605-0.0017252i,0.00064661-0.0010709i,0.00058405-0.0010399i,0.0013305+5.5897e-06i,0.001585+0.00063447i,0.0012238+0.00080352i,0.00099378+0.0013143i,0.00075385+0.00076428i,0.00037317-0.00059171i,-0.0004444-0.00097758i,-0.00048619-0.00016917i,0.00044227+0.00096423i,0.00053499+0.0010329i,0.00045137+0.00090565i,0.00093812+0.0012971i
0.00059257+0.0026482i,0.00091765+0.0026379i,0.0018596+0.0022846i,0.0023051+0.001345i,0.0032362-0.000602i,0.003999-0.0029778i,0.0020809-0.0032009i,0.00031244-0.0018782i,0.00032036-0.00085219i,-0.00044563-0.0010361i,-0.0016476-0.0014581i,-0.0021564-0.00048317i,-0.0022459-2.6054e-05i,-0.0013644+5.7327e-05i,8.3518e-06+0.00013552i,0.00023386-0.00050041i,-8.1443e-05-0.0011321i,-7.6957e-05-0.001146i,0.00023245-0.0010191i,0.00031483-0.00071983i,0.0011093+0.00018348i,0.001269+0.0015589i,0.0010692+0.001635i
0.0055227-0.0023067i,0.0045715-0.0037568i,0.0037591-0.0046398i,0.0026611-0.0038237i,0.0002697-0.0021595i,-0.0015758-0.00043091i,-0.00041947+0.00077698i,0.0010998+0.00013311i,9.0114e-05-0.00083326i,-0.0022337-0.0015858i,-0.0031878-0.0018305i,-0.002601-0.00049413i,-0.0016915+0.00012172i,-0.001438+0.00023553i,-0.001439+0.00025162i,-0.00050573+0.00047127i,0.00072617+0.00078791i,0.0013786+0.00063227i,0.00089466+0.0002827i,1.6797e-05-0.00034651i,9.8526e-05-0.00078494i,2.3824e-05-0.0016952i,-0.00040409-0.0022239i
-0.0010292-0.0024452i,-0.00081821-0.0015299i,-0.0015024-0.0019966i,-0.0016483-0.00051126i,0.00061247+0.0020442i,0.0035456+0.0019987i,0.0033593-0.0002335i,0.0013019-0.00058385i,-0.00017528+0.00053399i,-0.0014895+0.00091261i,-0.0017197+0.00041732i,-0.00028221-0.00049501i,0.00090793-0.0011202i,0.0013109-0.0018628i,0.00079532-0.0020613i,-0.00017033-0.000761i,-0.00077676+0.00043219i,-0.00044142+0.00037335i,-6.5721e-05+4.625e-06i,-0.00090833-0.0006118i,-0.0013875-0.0016355i,-0.00087207-0.0014075i,-0.00080346-0.00071295i
-0.00021715+0.0012718i,-0.00064604+0.0025348i,-0.0010229+0.0029068i,-0.00027509+0.0018089i,0.0013331+0.0010107i,0.0017093+0.00050806i,-4.5885e-05+0.00063927i,-0.00077921+0.0018059i,0.00052729+0.0019272i,0.0018075+0.0012782i,0.0018964+0.0012191i,0.0015631+0.0016392i,0.0021055+0.0016036i,0.0018617+0.00054282i,0.00010876+9.7873e-05i,-0.0010296-0.00017397i,-0.0011169-0.0010127i,-0.00043654-0.0010994i,0.00046335+0.00029552i,0.00096803+0.00037067i,0.00092681+0.00034344i,0.00032453+0.0014848i,0.00021143+0.002393i
-0.00182-0.00099653i,-0.0022176-0.00038748i,-0.0010086+0.00080234i,0.00064569+0.0018554i,0.0013502+0.002623i,0.00083654+0.0031918i,0.0011544+0.0027309i,0.002081+0.00022295i,0.0018405-0.0010033i,0.00097716-0.00011394i,0.00050297+0.0010053i,-0.00016145+0.00087221i,-0.00080348+0.00035326i,-0.0013403+0.001435i,0.00019465+0.0019423i,0.0020674+0.0005279i,0.0011836-0.0015812i,0.00027402-0.0027042i,0.00038889-0.0022289i,0.00033002-0.0017384i,-9.3005e-05-0.0019054i,-0.00039915-0.00085076i,4.4115e-06+0.00089221i
-0.00095504-0.0010342i,-0.00067356-0.0026624i,7.6863e-05-0.0027294i,0.00078356-0.0015282i,0.001716-0.00062823i,0.0032574-0.0022005i,0.0037891-0.0031214i,0.0021014-0.0030333i,0.00036724-0.002999i,-0.00077257-0.0021972i,-0.0014085-0.001789i,-0.0018756-0.0017019i,-0.0026305-0.0013392i,-0.0021903-0.00085445i,-0.00023294-0.00020367i,0.0012312+0.00032111i,0.0014392+1.1298e-05i,0.0012885-0.00073524i,0.00019418-0.00097494i,-0.00093799-0.00021611i,-0.0003648+4.2008e-05i,0.00033916-0.0014049i,4.7106e-05-0.0015017i
0.0026311-0.00076576i,0.0021196-0.00052737i,-8.6783e-05-0.0027884i,-0.0017066-0.0034356i,-0.0015279-0.0027407i,0.00031828-0.0027238i,0.002023-0.003112i,0.0019795-0.0030491i,0.00021596-0.0028275i,-0.0012265-0.0020509i,-0.0015007-0.00095026i,-0.00041827-0.0013014i,0.00052474-0.00091641i,0.00037625+8.6651e-05i,-0.00069086+0.00060087i,-0.0011706+0.001123i,-0.00030315+0.0025137i,0.00072237+0.0029468i,0.0013798+0.0027623i,0.0011984+0.0026427i,0.0010022+0.0013891i,0.00071312+0.0003214i,-0.00029106+0.00025297i
-0.00080312+0.0027909i,0.00093745+0.0032822i,0.0022936+0.0037642i,0.0023413+0.0028095i,0.002483+0.0019651i,0.0028606+0.0015309i,0.0019439+0.00094608i,0.00098129+0.00039624i,-5.6791e-05-0.00049803i,-0.00084968-0.00025406i,-0.00031667+0.0009499i,0.00049375+0.0013384i,0.00056791+0.00083477i,0.00067248-0.00034875i,-0.00014402-0.001434i,-0.00166-0.00054805i,-0.0017107+0.00075114i,-0.0013017+0.00083894i,-0.00026665+0.00084071i,0.00083608+0.00097612i,0.00085456+0.00060135i,0.0009325+0.00030853i,0.00082567+0.00010406i
