-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
-0.0026982+0.0017385i,-0.002477+0.0010161i,-0.0012828+0.00067674i,0.00037236+0.0012537i,0.0028879+0.0018588i,0.0036727+0.00087673i,0.00063031+9.6916e-05i,-0.0018948+0.00093925i,-0.00068601+0.002251i,0.0010442+0.0031912i,0.0011949+0.0033498i,0.0001679+0.002359i,-0.00022693+0.0007038i,-0.00018529-4.6181e-05i,-0.00012745-0.00036992i,-0.00052257-0.0011261i,-0.0014183-0.0020354i,-0.0019853-0.0025257i,-0.0020857-0.0015879i,-0.0015039-0.00074341i,-0.0010135-0.00039505i,-0.00084112+0.00037199i,-0.00013875+0.00060752i
0.0015721-0.0023682i,0.00084723-0.0041502i,0.0014368-0.0017832i,0.0022695+0.0011654i,0.0020492+0.0005885i,-0.00035953-0.0013582i,-0.0021821-0.0010671i,-0.0011919+0.0005578i,0.00050444+0.0015452i,0.00069313+0.0012316i,-0.00033516-0.00045809i,-0.0013099-0.00026133i,-0.00238+0.0012208i,-0.0030493+0.00070292i,-0.0014694+0.00071343i,0.00056656-0.00043289i,0.00094571-0.0029588i,0.00041754-0.0033365i,-9.0489e-05-0.0019551i,-0.00075722-0.0013396i,-0.0013863-0.0010111i,-0.0015624+0.00027719i,-0.00094682+0.0010349i
0.0014997-0.0011557i,0.0023502-0.0010135i,0.0025886-0.0011251i,0.0031065-0.0010256i,0.0040612+1.8939e-05i,0.0056895+0.0004296i,0.0074754-0.0023953i,0.0078417-0.0048293i,0.0054902-0.0041798i,0.0026453-0.0026871i,0.00027378-0.0015126i,-0.00080293-0.0018095i,-0.00042994-0.0028607i,-0.00010853-0.0022378i,0.00071844-0.0012672i,0.0013633-0.00059128i,0.0017444+0.00046403i,0.0022538+0.00071762i,0.0028257-0.00031009i,0.0019813-0.00038698i,0.00077252-0.00037947i,0.00020483+0.00031221i,-0.00014347+0.0013611i
-0.0038915+0.0025948i,-0.0034324+0.0039749i,-0.0024015+0.0043017i,0.0001741+0.0025015i,0.0038975-0.00024906i,0.0067512-0.003827i,0.0064619-0.0054345i,0.0038947-0.0044383i,0.0017372-0.0021901i,0.0005558-0.0011351i,0.00018681-0.00070645i,0.00015302-0.00088227i,0.0015329-0.0011568i,0.0026612-0.0014742i,0.001554-0.00087746i,-0.00018506+0.0011412i,0.00013663+0.0024738i,0.00088777+0.0025456i,0.00033266+0.0012034i,-2.3319e-06-7.1079e-05i,0.00045727-0.00024364i,0.00086501-0.00072067i,0.0008236-0.0011332i
0.028413+0.0024969i,0.029047-0.0063013i,0.027953-0.021019i,0.01255-0.022046i,-0.0043585-0.014958i,-0.014267-0.0024161i,-0.010301+0.0063722i,-0.0033446+0.0054888i,0.00080487+0.00040287i,-6.641e-05-0.0049326i,-0.0046931-0.0042097i,-0.0060937+0.0010029i,-0.006506+0.0060236i,-0.0088062+0.0093198i,-0.011318+0.0093253i,-0.0093334+0.0066366i,-0.0043407+0.0020655i,-0.0020564-7.316e-05i,-0.0010408+0.0022101i,0.0003484+0.00271i,0.0016136-0.00045867i,0.0015357-0.0034383i,-0.00016795-0.0041504i
0.0034973-0.0015986i,0.0030188-0.0019268i,0.00082168-0.0017611i,-0.00045882-0.00041145i,0.00044933+0.00040692i,0.00013421+0.00071354i,-0.00082616+0.0016752i,-0.0020648+0.0023924i,-0.0032129+0.0019682i,-0.0041946+0.00095424i,-0.0047886+0.00015758i,-0.0037334+0.00067178i,-0.0023692+0.0021262i,-0.0015309+0.0028512i,-0.00089698+0.0015003i,-9.2992e-05-0.0010362i,-0.00098737-0.0025701i,-0.0016064-0.0018685i,-0.00069253+0.00027807i,-0.00066365+0.0017813i,-0.00073949+0.001284i,-0.00019904+0.00024629i,0.0010266-5.2423e-06i
0.0019596+0.0036736i,0.0028831+0.0034941i,0.0031631+0.0016669i,0.0022944+0.00051253i,0.00054829-0.00050485i,0.00013617-0.001578i,0.00037026-0.0024124i,0.00015744-0.0017191i,0.00072671+7.9518e-05i,0.0015253+0.0012956i,0.00032915+0.0012921i,-0.0013952+0.00025111i,-0.0030565-0.00055099i,-0.0040257-0.0011091i,-0.0031163-0.0013294i,-0.0012217-0.0019251i,0.00043384-0.0017806i,0.0011963-0.00043755i,0.0011154+0.00099572i,0.00047126+0.0010706i,-2.7986e-06+0.00058446i,0.00047444+0.0012317i,0.0021267+0.0020128i
-0.0036727+0.0011839i,-0.0030848+0.00087699i,-0.002151+9.4429e-05i,-0.0012864+0.00023417i,0.0010272+4.5935e-05i,0.0038536-0.0017525i,0.0056238-0.0030218i,0.0062699-0.0024546i,0.0050756-0.0025396i,0.0029845-0.0027735i,0.0024167-0.0019809i,0.0018311-0.0017032i,0.00097753-0.0017153i,0.00081878-0.0010193i,0.00066145+3.3702e-05i,0.00024246+0.0016728i,0.0002992+0.0018386i,0.0011246+0.0010457i,0.0013742+0.00020925i,0.00074783-0.00068291i,0.00024849-0.00095012i,-0.000606-0.00090213i,-0.00083575-0.00058347i
0.00075786+7.4161e-05i,0.00020795-0.00040621i,0.00076058-0.0003041i,0.0013116+0.00011016i,0.0011552+0.00038195i,0.0019225+0.00055361i,0.0050072+3.453e-05i,0.007366-0.0010551i,0.0050805-0.0019883i,0.0015742-0.0020127i,0.0012966-0.0012916i,0.0027595-0.0010096i,0.0032786-0.00050331i,0.0028466+0.00043584i,0.0014725+0.00085272i,-0.000155+0.00069021i,-0.00051915+0.00095686i,-0.00065983+0.00082878i,-0.0010156+0.00044916i,-0.00077416+0.00054917i,-0.0008356+0.00030632i,-0.0009297-0.00010647i,-0.00078343+0.00028057i
-0.0016106+0.00037329i,0.00060389+0.0014203i,0.0019457+0.0040336i,0.0022733+0.0050399i,0.0032464+0.0041882i,0.0033481+0.0033444i,-8.5585e-05+0.0019811i,-0.0044258+5.7624e-05i,-0.0055559-0.0010193i,-0.003835-0.0016171i,-0.0020382-0.00093362i,-0.00068452+0.00086386i,0.00010443+0.001629i,0.00029006+0.00057528i,-0.0005253-0.00090988i,-0.00085315-0.0011567i,-0.00081819-0.0014277i,-0.0010942-0.001936i,-0.00067019-0.0011096i,-0.00017442+6.7941e-06i,-0.0010625+0.00057874i,-0.0011822+0.00045635i,0.00025372+0.00071006i
0.00085845+0.00053475i,0.0017074+0.00089292i,0.0035228+0.00045467i,0.0024719+0.00098143i,0.00034264+0.00087866i,-0.0021101+0.0014452i,-0.0048644+0.0027526i,-0.0055949+0.0035073i,-0.003899+0.0036459i,-0.0030017+0.0032844i,-0.0043468+0.0023043i,-0.005315+0.00078132i,-0.0051834+2.6179e-05i,-0.0052446+0.00055348i,-0.0037463+0.00078398i,-0.0011093+5.7262e-05i,-0.00025884-0.00050458i,0.00023027-0.00041512i,0.00092787-0.00019811i,0.00092887-0.0008622i,0.0012166-0.0012599i,0.0019273-0.00099449i,0.0018037-0.00043872i
9.5718e-05-0.0013778i,-0.00079055-0.0016396i,-0.0017487-0.00058693i,-0.0018666+0.0012172i,-0.00039086+0.0017692i,0.0016313+0.00068469i,0.0020971-9.4831e-05i,0.001755+5.0091e-05i,0.0016016+0.00073707i,0.0019867+0.0012939i,0.0017396+0.0009191i,0.00071811+0.00061269i,-0.00041753+0.00080859i,-0.00087312+0.0014385i,-0.00065818+0.0014196i,-0.00012557+0.00071796i,0.00042122+0.00057691i,0.00068637+0.00050689i,0.00057699+0.0002651i,-0.00030288+0.00057508i,-0.00050015+0.00072453i,-3.3967e-05+0.00038977i,0.00020957+0.00022289i
0.0025452+0.00018576i,0.0032956-0.0013799i,0.0022906-0.0018142i,0.0012485-0.0018099i,0.0023599-0.0027878i,0.0039413-0.0040619i,0.0071175-0.0058751i,0.0095516-0.0064857i,0.0080469-0.0053163i,0.0044471-0.0040624i,0.0025549-0.0029539i,0.0030438-0.0017334i,0.0034813-0.0014038i,0.0039291-0.0020143i,0.00315-0.0021142i,0.00070197-0.0014051i,-0.00048571-0.00089013i,-0.00016405-0.0010075i,-0.00055574-0.00038997i,-0.0010343+0.00084054i,-0.00088315+0.0017i,-0.00056306+0.0020012i,-0.00020593+0.0015117i
0.0011099+0.00174i,0.001236+0.0017798i,0.0013652+0.00093461i,0.0015266+0.0005736i,0.0022253+0.00039917i,0.0032669+0.00064929i,0.0038307+0.0005985i,0.003526-0.00096992i,0.0021134-0.0022423i,-0.00061183-0.0016166i,-0.0021385-0.00080657i,-0.00070924-0.00050683i,0.00040504+0.00011492i,0.00041603+0.00026232i,-0.0002196-0.001321i,-0.00085285-0.0019955i,-0.0010014-0.0018663i,-0.0016922-0.0021959i,-0.0016482-0.001594i,-0.00039408-0.0007863i,0.00020631-0.00010751i,0.00032876+0.00058557i,0.0010848+0.0009806i
0.00030573-0.0025575i,-0.00094402-0.0031379i,-0.0012182-0.0033176i,-0.0011995-0.0014759i,-0.0016021+0.0021517i,-0.0015989+0.0051602i,-0.00384+0.006629i,-0.0064545+0.0058635i,-0.0055215+0.0038033i,-0.0035947+0.0022033i,-0.0035293+0.0019248i,-0.0043996+0.0019347i,-0.0044981+0.0020003i,-0.0037796+0.0029115i,-0.0030477+0.0042555i,-0.003006+0.0029141i,-0.0024306+0.001223i,-0.0011389+0.00053124i,-2.3742e-05-0.00030114i,0.00039619-0.0016614i,0.00031872-0.0025841i,0.0001981-0.001599i,0.00048564-0.00040553i
6.9716e-05-0.0014318i,0.00049431-0.0016362i,0.0014454+0.00024146i,0.001837+0.0014818i,0.0010277+0.00029691i,-0.0010726-0.0013807i,-0.0045798-0.00085279i,-0.0075131+0.001843i,-0.0061801+0.0037251i,-0.0025036+0.0031457i,-0.001694+0.0012801i,-0.0014979+0.00058156i,-0.00087993+0.00080273i,-0.0012645+0.001711i,-0.00090588+0.0023555i,-0.00061049+0.0025932i,-0.0009927+0.0027628i,-0.00047409+0.0026817i,0.00088343+0.0015537i,0.001358+0.00024154i,0.0011926-0.00021462i,0.0010556-6.2548e-05i,0.00067681+0.00042342i
0.0018016+0.0015697i,0.002787+0.0023661i,0.0024933+0.0023044i,0.0018733+0.00099666i,0.0013376+0.00068942i,0.0013426-0.00022097i,0.0033779-0.0034634i,0.0057233-0.0039549i,0.0052558-0.0030229i,0.0030537-0.0029935i,0.0020569-0.0025659i,0.0019743-0.0021565i,0.0024006-0.0023856i,0.001953-0.003466i,0.00034634-0.0038731i,-0.00039415-0.0027032i,-0.001161-0.00092218i,-0.0011521+0.00038517i,-0.00064926+0.00044793i,-8.92e-05+0.00038986i,0.0015149+0.00085872i,0.0018436+0.0008825i,0.0003802+0.00067734i
0.00013642+0.00053769i,-0.00036373+0.0009486i,0.00075207+0.00081533i,0.0024815-0.00023344i,0.0044611-0.0011837i,0.0073719-0.0023776i,0.010355-0.0042363i,0.011164-0.005981i,0.0083192-0.0054006i,0.0030895-0.0032679i,0.00058235-0.0016564i,0.00057006-0.0007453i,0.000525-0.0009036i,0.00090239-0.0021971i,0.00028219-0.0034599i,-0.00033701-0.00398i,-0.00030562-0.0038467i,-0.00045084-0.0032799i,-0.00057777-0.0019715i,-0.00051271-0.0012447i,-0.00091583-0.0013497i,-0.0017433-0.0011276i,-0.0017038-0.00040349i
0.0024484-0.00059463i,0.0033865-0.0030241i,0.0029252-0.0038768i,0.001949-0.0027411i,0.0020073-0.00027629i,0.0023341+0.0021625i,0.0018819+0.0029944i,0.00062342+0.00090055i,0.00056441-0.0007069i,0.00075649+8.5913e-05i,-0.00016211+0.00083383i,-0.0016071+0.0014597i,-0.0018806+0.0033245i,-0.0016481+0.0046634i,-0.0013684+0.004558i,-0.00043441+0.0030367i,0.00040172-0.00017226i,0.0020156-0.0019479i,0.0020592-0.0012993i,-6.5665e-05-0.00084566i,-0.00089414-0.00064058i,-0.00023508-0.00049003i,0.00045508-0.00057149i
0.00086612-0.00027421i,0.0017369+0.0010307i,0.0017835+0.00065613i,0.00095005+0.00082983i,-0.00031827+0.0032489i,-0.0023872+0.005899i,-0.0053522+0.007257i,-0.0079387+0.0081145i,-0.0070339+0.0063785i,-0.0034004+0.0025844i,-0.0016926+0.00097682i,-0.0024364+0.00071383i,-0.0021222+0.00079191i,1.0584e-05+0.001712i,0.0012672+0.0031931i,0.0012739+0.0039072i,0.001157+0.0035882i,0.0010649+0.0027948i,0.00078756+0.0015066i,0.0003543+6.9605e-05i,0.00017537-0.00040367i,0.0002211-0.00065681i,0.00074645-0.0013245i
3.6528e-05+0.0015922i,-0.00070916+0.00073786i,-0.0003501+0.0013404i,-0.00017464+0.0020195i,-0.0016124+0.0022068i,-0.0024942+0.0021432i,-0.0030178+0.0024019i,-0.0037182+0.0034438i,-0.002909+0.0035231i,-0.00098407+0.0012771i,-0.00054917-0.00077159i,-0.00036971-0.0016939i,-0.00021799-0.0024251i,-0.0023475-0.0032343i,-0.0039851-0.0027384i,-0.003275-0.00065584i,-0.0026434+0.0014994i,-0.0024228+0.0024859i,-0.0011761+0.0022141i,0.00021461+0.0010661i,0.0008319+0.00012631i,0.0006223-3.7781e-05i,1.044e-06+0.00039375i
0.0021196-0.0013314i,0.0027695-0.00093681i,0.0022654-0.0015175i,0.0011792-0.0021181i,0.0017673-0.0035498i,0.0043613-0.0065272i,0.0067323-0.0091552i,0.0081941-0.0091809i,0.0065822-0.0059393i,0.0030334-0.0030185i,0.0014334-0.0015968i,0.00078935-0.00085503i,0.00022103-0.00077542i,-2.7117e-05-0.0015804i,-0.0015905-0.0025514i,-0.0036034-0.0035126i,-0.0034814-0.0039735i,-0.0020139-0.0030455i,-0.0017455-0.0018748i,-0.0012993-0.00093397i,-0.00076669-0.00024582i,-0.0011368-0.0001504i,-0.0012361-0.00017625i
-0.00095138-0.00048289i,0.0005563+3.9155e-05i,-0.00020052+0.00015582i,0.00029614+0.00075245i,0.0031662+0.0014075i,0.0080407-0.00027015i,0.011386-0.0047552i,0.011417-0.0091272i,0.0074608-0.0084618i,0.0027616-0.0031797i,0.0022481+0.00051817i,0.0023426+0.0015733i,0.0016386+0.0031654i,0.0023751+0.0041858i,0.0032862+0.0026546i,0.0035566-0.00050997i,0.0037569-0.0033219i,0.0029199-0.0040923i,0.0011794-0.0027373i,-0.00055859-0.00075157i,-0.0016565+2.3654e-05i,-0.0011727-0.00026712i,0.00015228+0.00019491i
-0.0017588-0.00042481i,-0.0022706+0.00021948i,-0.0012451-0.00027263i,-0.0011101+0.00023167i,-0.0026622+0.002516i,-0.0034152+0.0060583i,-0.0038728+0.0069592i,-0.0041981+0.0046865i,-0.0039767+0.001648i,-0.0030612+0.00070099i,-0.0020004+0.0011817i,-0.0015885+0.0012732i,-0.00090298+0.0017697i,0.0013997+0.0016794i,0.0038206+0.0017086i,0.0042683+0.0022909i,0.0039978+0.0017758i,0.0030356+0.00075487i,0.0026728-0.0008753i,0.0020562-0.0012319i,0.0018456+7.7523e-06i,0.0021845-0.00027393i,0.0015219-0.0011522i
0.00017592-0.0025318i,-0.00090056-0.00321i,0.00032724-0.0015987i,0.0020615+0.0012753i,0.001279+0.002808i,-0.0018984+0.0042002i,-0.0072256+0.0076363i,-0.010921+0.01085i,-0.0089293+0.0093096i,-0.0050103+0.0032888i,-0.0033776-0.00098021i,-0.0025902-0.001947i,-0.0017287-0.0031527i,-0.0024483-0.003642i,-0.0037787-0.0025775i,-0.0028914-0.00010029i,-0.0012778+0.0031116i,-0.00041136+0.0040599i,0.00088521+0.0027116i,0.0017806+0.00067564i,0.0012567-0.0010568i,0.0005137-0.0011561i,0.00035693-0.0010573i
0.00056807-0.0010789i,0.0021041-0.00016244i,0.0019488+0.00054891i,0.0014071+0.0014643i,0.0013919+0.0015938i,0.0024923-0.00050282i,0.0028557-0.0021204i,0.0015677-8.7973e-05i,0.00062796+0.0028336i,0.00073114+0.0030041i,-9.6784e-05+0.0025428i,-0.00084276+0.0016756i,-0.000372-0.00038453i,-0.0010689-0.0014922i,-0.0028251-4.9107e-05i,-0.00397+0.0012348i,-0.0042577+0.0005146i,-0.0035699-9.9313e-06i,-0.0018638-0.00015036i,-0.0008953+0.00064922i,-0.0013123+0.001423i,-0.0017803+0.0011617i,-0.0014792+0.0011423i
1.2479e-05+0.0030182i,-0.00123+0.0030333i,-0.0018254+0.0033118i,-0.0022951+0.0018517i,-0.000439-0.00064074i,0.0049335-0.0038186i,0.011614-0.0086945i,0.014764-0.011529i,0.011323-0.0087786i,0.0059615-0.0038807i,0.0038179-0.00086221i,0.0025345+0.00059349i,0.0011829+0.002306i,0.0020317+0.0033707i,0.0027085+0.0031208i,0.0015333+0.00080597i,-0.00025767-0.0020177i,-0.00062761-0.0030632i,-0.00097591-0.0023804i,-0.001655-0.00039454i,-0.001062+0.00025296i,-0.0011218-0.00033207i,-0.001051-0.00020674i
0.0042293+0.00079634i,0.0025916-0.0016425i,0.0019683-0.0030215i,0.0017102-0.0032415i,0.0022249-0.0020367i,0.0038429-0.00026597i,0.0058879-0.0018893i,0.00811-0.0065453i,0.0072478-0.0089084i,0.0023433-0.0066203i,-0.0002341-0.0040336i,-0.0005296-0.002535i,-0.00072409-1.4152e-05i,0.0008572+0.0022006i,0.0025623+0.0010645i,0.0028267-0.0011903i,0.002942-0.0016817i,0.0021416-0.0012444i,0.00089739-0.00082894i,0.0014595-0.00026548i,0.0023101-0.00042892i,0.0014983-0.0013508i,-0.00013777-0.0015152i
0.0011536+0.00021596i,0.0035515-0.0015422i,0.00502-0.0016713i,0.0053851-0.00015941i,0.0043286+0.0024263i,0.0018229+0.0046253i,-0.0036248+0.0070331i,-0.008474+0.0079166i,-0.007875+0.0046515i,-0.0055251+0.0013446i,-0.0042812-0.00045714i,-0.0026498-0.0017016i,-0.0021355-0.0027294i,-0.0034557-0.003595i,-0.0036721-0.0030493i,-0.002313-0.00054696i,-0.0005627+0.0021216i,0.00068784+0.0031131i,0.0015076+0.0024361i,0.0019397+0.0011874i,0.001673-0.00066574i,0.0011049-0.0015865i,0.00109-0.00051614i
-0.0001371+0.0045227i,0.0011044+0.0044615i,0.0039403+0.0026593i,0.0046283-0.00013086i,0.0016812-0.00020154i,-0.0042889+0.0016164i,-0.0094373+0.006297i,-0.011089+0.011635i,-0.0082867+0.011941i,-0.0034077+0.0072261i,-0.0018294+0.003193i,-0.0021662+0.0013278i,-0.0021932+0.00024135i,-0.0042128-0.00051583i,-0.0057375+0.00024937i,-0.0042271+0.0016281i,-0.0028245+0.0022657i,-0.0020966+0.0026205i,-0.00094251+0.0023712i,-0.00067729+0.0017225i,-0.00053717+0.001923i,0.0004405+0.0020096i,0.001198+0.00075068i
-0.0020199-0.00093536i,-0.0018547-0.0018979i,-0.0013917+0.00063006i,-0.00082797+0.0035502i,-0.00012119+0.0024i,0.0021663-0.0018673i,0.0053819-0.0048654i,0.0070344-0.0037562i,0.0069761-2.7757e-05i,0.0052347+0.0013277i,0.0031237+0.0012392i,0.002901+0.0019396i,0.0034715+0.0012308i,0.0036322+0.0005344i,0.0034564+6.0905e-05i,0.0021529-0.001291i,0.00078457-0.0027467i,-0.00044025-0.0032572i,-0.0023976-0.0022075i,-0.0033542-0.00083337i,-0.0019897+0.00059956i,-0.00055624+0.0018735i,-0.00011847+0.0011773i
0.0025275-0.0013561i,0.0032831-0.00061524i,0.0020909+0.0014346i,0.00013246+0.0027926i,0.0022539+0.0015635i,0.0088799-0.0027378i,0.014919-0.0083845i,0.016121-0.013986i,0.01098-0.014251i,0.0050552-0.0089963i,0.002057-0.0046203i,0.0005096-0.0026579i,0.00041145-0.0005176i,0.001709+0.0015099i,0.002484+0.00082341i,0.002488-0.00074082i,0.0023266-0.0013659i,0.0012876-0.0023047i,-9.608e-05-0.0028217i,-0.0001176-0.0031771i,0.00052706-0.00239i,-0.00013266-0.0010384i,-0.00020568+1.9115e-05i
0.00046552+0.00091368i,1.3908e-05+0.001116i,-0.00098264-0.00041635i,0.0001716-0.0017914i,0.0027682-0.0010952i,0.0041994+0.00060369i,0.0034779-0.00016936i,0.00045562-0.0046663i,-0.0030358-0.0077193i,-0.0039671-0.0057527i,-0.0030239-0.0027568i,-0.0025247-0.0027948i,-0.0040611-0.0026669i,-0.0053412-0.00078248i,-0.003856+0.00072944i,-0.0022439+0.0023599i,-0.0013539+0.0033987i,-4.7312e-05+0.0026515i,0.0021788+0.0013662i,0.0035258+0.00010707i,0.0025544-0.0011531i,0.0010717-0.000914i,1.9285e-06+0.00010053i
-0.00089132-0.0014443i,-0.0018474-0.0021899i,-0.0021721-0.0030279i,-0.0003426-0.0017963i,-0.0015021+0.0010836i,-0.0068031+0.004114i,-0.012195+0.0089985i,-0.013312+0.013743i,-0.0096768+0.013087i,-0.0055557+0.0076952i,-0.0033482+0.0037489i,-0.0022391+0.00207i,-0.0025971-0.0009236i,-0.0022388-0.0026945i,-0.00094001-0.0011475i,-0.0018297+0.0014171i,-0.0032352+0.0028222i,-0.001388+0.0029451i,0.0013892+0.0025909i,0.001916+0.0016646i,0.001344+0.00034334i,0.00095939-0.00030186i,-7.3649e-05-0.00063912i
-0.00032076-0.00089125i,0.00044432-0.0022021i,0.0022408-0.0023908i,0.0043071+0.00075076i,0.0041925+0.0036582i,0.0021508+0.0038584i,-0.0011849+0.0038001i,-0.0038782+0.0080263i,-0.0018246+0.011641i,0.0016676+0.0089055i,0.0015569+0.0045818i,0.0019392+0.0025647i,0.0041724+0.0011869i,0.0052907-0.00063298i,0.0045839-0.0019001i,0.0029265-0.0015173i,0.00070757-0.001253i,-0.0009462-0.0011756i,-0.0020027+0.00013087i,-0.0027825+0.0013467i,-0.0013369+0.0021409i,7.0644e-05+0.0010294i,-9.5559e-05-0.0012039i
-0.0035871+0.0013061i,-0.0020718+0.0034509i,0.00087792+0.0071551i,0.0030355+0.0082555i,0.0044264+0.0042167i,0.0076513-0.0028965i,0.012364-0.0084788i,0.013299-0.0098675i,0.0096318-0.0075918i,0.005663-0.0045831i,0.0034684-0.0030503i,0.0030347-0.0011895i,0.0038805+0.0013587i,0.0043952+0.0024193i,0.0036082+0.00036341i,0.0014957-0.0023998i,0.00057479-0.0036334i,0.00019726-0.0037385i,-0.0018549-0.0029338i,-0.0038135-0.0014338i,-0.003504+0.00012663i,-0.0015653+0.0012945i,0.0005188+0.0013587i
0.00089277-1.0628e-05i,0.00038116-0.00051952i,-0.0021682-0.00113i,-0.004984-0.0012754i,-0.0039341-0.001211i,0.0022374-0.0022408i,0.009856-0.0065742i,0.011153-0.012391i,0.0053652-0.014048i,0.00036996-0.0097669i,-0.00061762-0.0050329i,-0.0022233-0.00348i,-0.0043867-0.0011935i,-0.0052752+0.0037483i,-0.004702+0.0059111i,-0.0030095+0.0049292i,-0.0008149+0.0036684i,0.0012428+0.0011224i,0.002111-0.0015781i,0.0019757-0.0018752i,0.00052708-0.00094951i,-0.0004199+0.00018312i,-0.00015457+0.0015099i
-0.0008826-0.0029406i,-0.0010081-0.0020153i,-0.002257-0.0021509i,-0.0023029-0.0021701i,-0.0015256+0.0013814i,-0.00095394+0.0068824i,-0.0016059+0.0087693i,-0.003898+0.0061894i,-0.0052907+0.00343i,-0.0040148+0.0025613i,-0.0015992+0.0026937i,-0.0012416+0.00087602i,-0.0028933-0.0020773i,-0.0037958-0.0024114i,-0.003416-0.00038589i,-0.0026169+0.0021057i,-0.0017785+0.0033894i,-0.0010852+0.0020626i,0.00021198-0.00054099i,0.0016108-0.0016565i,0.0017995-0.0010435i,0.0015114-0.00094637i,0.00082831-0.0013613i
-0.0012885-0.00047584i,-0.002548+2.0022e-05i,-0.00082716-0.00024096i,0.0039026+0.00069256i,0.0041357+0.0023205i,-0.0011782+0.0035694i,-0.0078104+0.0074475i,-0.0089866+0.013201i,-0.0039119+0.013505i,0.00063124+0.0091443i,0.0014539+0.0059414i,0.0017054+0.0041192i,0.0039247+0.0010497i,0.0051748-0.0029902i,0.0038943-0.0047147i,0.0018896-0.0030202i,0.0009033-0.0014215i,0.00083539-0.00049555i,0.00083344+0.0006696i,0.00048269+0.0011117i,-0.00038583+0.00056068i,-0.0011197+5.4986e-05i,-0.00082261-0.00020816i
0.0018023-0.0028395i,0.0039547-0.0047384i,0.0071325-0.0045464i,0.0079942-0.0009766i,0.0068471+0.00027541i,0.005087-0.0033038i,0.0042878-0.0045569i,0.0038342-0.0011426i,0.0040116+0.0012532i,0.002606+0.0004683i,-7.5989e-05+0.00030122i,0.00051389+0.0018268i,0.0040562+0.0031136i,0.0059723+0.002541i,0.0049054+0.000404i,0.0026708-0.0016601i,0.0010699-0.0020067i,5.0996e-05-0.0010253i,-0.00077297+0.00011021i,-0.00089652+0.00066453i,-0.0012762+0.00043353i,-0.0011072+0.00025703i,-0.00012846+0.00082308i
0.0018121+0.0011304i,0.0042146+0.0025874i,0.0042884+0.006644i,0.0018592+0.0090258i,0.0020925+0.0049706i,0.0067249-0.0026964i,0.011934-0.010074i,0.011267-0.013999i,0.0037288-0.012453i,-0.002782-0.0071952i,-0.0042935-0.0031788i,-0.0032305-0.0010004i,-0.0029219+0.0027166i,-0.0024454+0.0060335i,-0.001132+0.0057466i,-0.0002573+0.0044017i,7.4585e-05+0.0032702i,-0.00029758+0.0010768i,-0.0010552-0.0014279i,-0.00081526-0.0010053i,0.0001658+0.00083204i,0.00073327+0.00074305i,0.0016315+0.00031577i
0.00086721-0.00062883i,-0.0014977+0.0022842i,-0.0064365+0.0048121i,-0.0096438+0.0060291i,-0.0060651+0.0073997i,0.0016074+0.0078962i,0.0052395+0.003251i,0.0034673-0.0041822i,-0.00072048-0.0066032i,-0.0031759-0.0028708i,-0.0021158-0.00090768i,-0.0026917-0.0018023i,-0.0059084-0.0010338i,-0.007726+0.00071409i,-0.0059822+0.0021108i,-0.003447+0.0020273i,-0.0029128+0.00098367i,-0.001936-0.00025805i,-5.0072e-05-0.0014451i,0.0010841-0.0011805i,0.0012174-5.9933e-05i,0.0010649-1.1443e-05i,0.00071338-0.00015709i
-0.00056618+0.00079091i,-0.0037119-0.00013642i,-0.0061412-0.0037599i,-0.0055475-0.0069627i,-0.0037243-0.0040894i,-0.0054074+0.0033612i,-0.0093653+0.01042i,-0.0085707+0.012322i,-0.0025113+0.0094793i,0.0017975+0.0053282i,0.0024014+0.0011293i,0.0015347-0.0028562i,-0.00032092-0.0065262i,-0.0026989-0.0083535i,-0.0035872-0.0073132i,-0.0026308-0.0040826i,-0.0022675-0.001603i,-0.0018919-0.0010702i,-0.00056664-0.0010264i,-0.00057811-0.00044116i,-0.00092287-0.00052474i,-0.0010494-0.0014443i,-0.0018327-0.0022243i
-0.0013712-0.00084989i,-0.0019554-0.0053661i,0.0012331-0.0095046i,0.0058853-0.0093106i,0.0060757-0.0067268i,0.0010164-0.0046781i,-0.003967-0.00082971i,-0.0027674+0.0054793i,0.0037382+0.007038i,0.006709+0.0023456i,0.0040898-0.00035901i,0.0023821+0.0012153i,0.0036492+0.0014131i,0.0049109-0.0010761i,0.004205-0.0023218i,0.0030559-0.0025487i,0.0018252-0.0031638i,8.8303e-05-0.001842i,-0.0010079-0.00019244i,-0.0012821+7.3606e-05i,-0.00083228+0.00027448i,0.00014343+0.00023914i,8.1391e-05-0.0001444i
