0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
-0.002089+0.0002889i,-0.0010815+0.00079926i,-0.00022649+0.00013573i,0.00031273-0.00018954i,-0.00010959-0.00030506i,-0.00068497-0.00039147i,-0.0005223-0.00038704i,-0.00012064-0.00065608i,-0.00059583-0.00054342i,-0.00099163+0.00029611i,-0.00037303+0.00034881i,0.00059963+0.00050325i,0.00063766+0.0006941i,0.00034052+0.00060796i,0.00038562+0.00040636i,0.00045313-0.00016201i,0.00020812-0.00068646i,0.00010572-0.00019265i,0.00068846+0.0003685i,0.00068414+0.00032119i,0.00030004-5.2835e-05i,-0.00065083-6.8746e-05i,-0.00105-1.037e-05i
-0.0023782+0.00089843i,-0.0016536+0.00067018i,-0.0010909+0.0017637i,-0.00088429+0.0020724i,-0.00048652+0.0014233i,-2.8136e-06+0.000769i,7.63e-05+0.00082973i,-5.9668e-05+0.001142i,0.0001985+0.001102i,0.00059008+0.00092194i,0.00057298+0.00014792i,0.00089602-0.00082267i,0.00076452-0.00096048i,0.00026697+5.6934e-06i,-0.00019262+5.5485e-05i,-0.00042777-0.00041145i,-8.6149e-05-8.3548e-06i,0.00027572+0.00011871i,0.00052982+0.00012417i,0.00066794+0.00075927i,0.00030462+0.00036612i,-0.00053852-0.00035505i,-0.00053602-0.00041202i
-0.00021133-0.00015874i,-0.0010573-0.00024522i,-0.0013764-0.0003707i,-0.00073522-0.0006395i,-0.00063101-0.00074899i,-0.00065291+1.0884e-05i,-0.00045619+0.00081081i,-0.00094959+7.7379e-05i,-0.0011506-0.00077572i,-0.0005865-0.00066675i,-0.00045508-0.000755i,-0.0007166-0.0010965i,-0.00026553-0.0012576i,8.9362e-05-0.0002408i,0.00018473+0.00054133i,-0.00032821+0.00010039i,-0.00028543+0.00023967i,0.00046978+0.00088091i,0.00037941+0.0010916i,-0.00030046+0.00079827i,-0.00050113-0.00019144i,-0.0003686-0.00073036i,0.00039695-0.00018923i
-0.0021659+0.0019193i,-0.00089204+0.001884i,-4.1008e-05+0.0022159i,-0.00059135+0.0026836i,-0.00048053+0.002219i,-0.00016652+0.0012645i,-0.00016408+0.00079926i,-0.0002124+0.00055023i,-0.00045541+0.00086965i,-0.00020862+0.0011695i,0.00061418+0.00013649i,0.00065942-0.00094636i,0.00041523-0.00055729i,0.00084707+8.8559e-05i,0.00054144+0.00038492i,-0.00031088+0.00032778i,-0.0006581-0.00023539i,-0.00034012-0.00033998i,0.00030693-0.00032035i,-0.0004049-7.9142e-05i,-0.00064136+8.8515e-05i,-0.00035943-0.0001971i,-0.00017208-0.00020347i
0.00075757-0.00072478i,0.00057052-0.0011039i,-0.00034826-0.0017647i,-0.00075803-0.0023478i,-0.0010983-0.0017653i,-0.0013103-0.00043854i,7.0371e-05+0.00035564i,0.0012773+8.0995e-05i,0.00039248-0.00019364i,-0.00034684-0.00041478i,-0.00015267-0.00042055i,-0.00055856-9.7825e-05i,-0.0010985+2.701e-05i,-0.00098789+0.00018952i,-0.00098891-1.5272e-06i,-0.0014129+0.00035464i,-0.0011757+7.8109e-05i,-0.00066372-0.00037389i,0.00025139+5.1976e-05i,0.00037244+0.00042558i,-0.00036948+7.878e-05i,-0.00032066-0.0002103i,-0.00042153+0.00024642i
0.00038074+0.001234i,-0.00094501+0.0015907i,-0.0017835+0.0016483i,-0.0021868+0.0015769i,-0.0016676+0.00050609i,-0.0021612+0.00037781i,-0.0019013+0.001033i,-0.00085408+0.00073243i,-0.00040293+0.00013401i,-3.4512e-05-7.2933e-05i,0.00036638-0.00051965i,0.00015974-0.00074639i,-0.0004086-7.5125e-05i,-0.0005486+8.9051e-05i,-0.00013114-0.00030883i,0.00022576+0.00022762i,-0.0003033-8.3091e-05i,-0.0012919-0.00037465i,-0.0010895+0.00022914i,-0.00033015+0.0001228i,-0.00012264-0.00032916i,0.00027498-0.00013437i,0.00090787+0.00026571i
0.0010584-0.0008902i,-0.0008947-0.0010769i,-0.0016969-0.0021229i,-0.0015601-0.0019572i,-0.0022516-0.0011996i,-0.0026634+0.00019543i,-0.0014627+0.00086691i,-3.2172e-05+0.00032679i,0.00040619-0.00016906i,0.00010211-0.00046561i,-0.00065127-0.0006843i,-0.00095918-0.00047273i,-0.00090161-0.00045434i,-0.00072271-0.00075285i,-0.00066586-0.00084362i,-0.00028269-0.0005307i,3.2744e-05-0.00022814i,9.4294e-05-4.7744e-05i,0.00011851+0.00048167i,-0.00015734+0.00067494i,-0.000267-0.00018189i,-0.00052087-6.5161e-05i,-0.00079623+0.00053427i
-0.001587+0.0016683i,-0.001148+0.001001i,4.5592e-05+0.001451i,0.0012256+0.001653i,0.0012293+0.0013246i,0.00028205+0.0013237i,-0.00052807+0.00093517i,-1.1533e-06+7.0052e-05i,0.00034912-0.00045771i,0.00016331+0.00020581i,0.00029752+0.00081609i,0.00029028+4.5468e-05i,0.00044621-0.0017774i,0.00045055-0.0018536i,6.7834e-05-0.00058547i,0.00049451-1.2472e-05i,0.00024025-0.00041289i,-0.00034491-0.00050474i,0.00012165+0.00028737i,0.00010087+0.00045598i,0.00019414-4.5138e-05i,0.00039439-0.00021945i,0.00057097-0.00069805i
-0.00012555+0.00070038i,-0.0011002-0.00010596i,-0.00072195-0.00036984i,-0.00069095+0.00016957i,-0.0015616+0.00031615i,-0.0022003-4.0509e-05i,-0.0018947+0.00066693i,-0.00059609+0.0011297i,-8.7697e-05+0.00076336i,-0.00035019-0.00077086i,-0.00031099-0.0012722i,-0.00016184-0.00045016i,0.00030989+0.00018187i,0.00012122-0.00045162i,-0.00028343-0.001244i,-0.00035376-0.00099543i,-0.00018763-0.00035697i,0.00024156-8.6318e-05i,0.00014004-0.0002208i,-0.00057408+0.00037359i,-0.00089658+0.00063994i,-0.00035109+0.00050419i,-0.00038246+0.00016313i
-0.00010799-0.0011979i,-0.00021252-0.0013998i,-0.00090735-0.0013816i,-0.00025434-0.00041382i,-0.0013387+6.603e-05i,-0.0023934+0.00011304i,-0.001181-0.00010056i,0.00066173-0.0003577i,0.00068805-0.00020459i,5.6774e-05-0.00081099i,-0.00018566-0.00085441i,-0.00041453-0.00032056i,-0.00057635-0.00041933i,-0.00091031+5.5363e-05i,-0.00070782+0.0012136i,-4.2941e-05+0.0012555i,-0.00043692+0.00025425i,-0.00058563-0.0005902i,0.00033343-2.2692e-05i,0.00017011-2.2956e-05i,-0.00081582-0.00033711i,-0.0004445-0.00020245i,0.00020862-1.357e-05i
-0.002036+0.0011704i,-0.0019884+0.00063091i,-0.0019096+0.001237i,-0.0012628+0.0016618i,-0.00076244+0.00098616i,-0.00063863+2.3094e-05i,-0.0002669+0.00022361i,-0.00060689+0.00055842i,-0.0011459+0.00072273i,-0.00066739+0.00083765i,-7.7613e-05+6.0375e-06i,0.00043632-0.00072725i,0.00060121-0.00038138i,0.0003996+0.00017859i,-0.00013111+0.00010624i,-0.00091181-0.00023962i,-0.00049189-0.00038163i,0.00074661-0.00059935i,0.00093659-0.00087165i,0.00026439-0.00088627i,0.00026913-0.00026009i,-5.7506e-05-0.0001302i,-0.00033535-0.0011278i
-0.00094722-0.0008358i,-0.00057835-0.00049035i,-0.00172-2.716e-05i,-0.0017347-7.549e-05i,-0.0010471+0.0004602i,-0.0012134+0.00070873i,-0.0010372+0.00084077i,0.00030873+0.0005809i,0.00011495+9.6333e-05i,-0.00051044+0.00018092i,-0.0001559+0.00045393i,-2.7031e-05+0.00056298i,-0.00022406+0.00056801i,-0.00025437+0.00020823i,-0.00010626+5.0027e-05i,-0.00021454-0.00022229i,-0.00022196-0.00093028i,-0.0005503-0.000981i,-0.00088741-0.00045799i,-0.00095165-0.00014381i,-0.00072013-0.00072095i,-0.00055611-0.00095337i,-0.00049907-0.00037378i
-0.0024095+0.0015594i,-0.0018702+0.00052777i,-0.0011327+0.00072051i,-0.00017904+0.0010763i,-0.00047104+0.00053992i,-0.00046099-0.0004179i,-0.00037454-0.00019608i,-0.00037848+0.00039455i,0.00030809+0.00090391i,0.00051043+0.0010808i,0.0013464+0.0011979i,0.0019837+0.00011409i,0.00049084-0.00079366i,-0.0010668-0.00059424i,-0.0011427-0.00030322i,-0.00032114-0.00030875i,0.00021194-8.817e-07i,0.00050153+0.0003521i,0.00062275+0.00023111i,0.00037184+0.00038504i,0.00044882+0.00083075i,0.0003849+0.0013007i,0.00012743+0.0016347i
-0.0011522-0.0016148i,-0.0013949-0.00082304i,-0.0014642-0.00084361i,-0.0015985-0.00041717i,-0.0015787-0.00031899i,-0.0011879+0.00020548i,-0.0007946+0.0010687i,-0.00057506+0.00060583i,-0.0004791-0.00010159i,-0.00068389-0.00014918i,-0.00023754-0.00034764i,-4.1139e-05-0.00039754i,-0.00038695-0.00025947i,-0.00013261+8.8837e-05i,-0.0001796+0.00054407i,-0.0002807+0.00047033i,0.0001314+0.00030899i,0.00043219+2.6301e-07i,0.00049937-0.00046902i,-0.00028321-0.00042542i,-0.00065836+0.00014257i,-0.00019251+0.00044979i,0.0010668+0.0011073i
0.00022811-0.0025963i,-0.0007841-0.0022473i,-0.0019715-0.00047595i,-0.002504+0.00062227i,-0.0017223+0.00056725i,-0.00072768+0.0012288i,-0.00048924+0.0012007i,-8.6745e-06+0.00015744i,0.00065067-0.00050721i,0.00088228-0.00030331i,0.0012316-0.00060167i,0.00096536-0.00055931i,0.00031186-8.3642e-05i,0.00019818-0.00070278i,0.00029714-0.00029016i,3.0232e-05+0.00043269i,-0.00043231-0.00013874i,-0.00070826-0.00089938i,-0.00061666-0.00038027i,-0.00069386-8.7274e-05i,-0.00041561-0.00060127i,0.00033808-7.9405e-05i,0.00040751+0.00073675i
-0.0010664-0.00039392i,-0.00052449+0.00045803i,-0.0002398+0.00069587i,-0.0015431-0.00026147i,-0.0019531-0.00058124i,-0.0014424-0.00039369i,-0.00026765-0.00012606i,0.0008883+0.0006047i,0.00044503+0.0010656i,-0.00033034+0.00080794i,-0.00041689+0.00019509i,0.00016967-0.00041345i,0.00014487-0.00059492i,-0.00032159-0.00062535i,-0.00026942-0.00090704i,0.00015464-0.00022228i,-0.00016913+0.00072017i,-0.00080203+0.00060624i,-0.00038759+5.0977e-06i,4.0725e-05-0.00098911i,-0.00043595-0.00042638i,-0.00087414+0.00043599i,-0.00017857+1.5885e-05i
0.00044068+0.0013259i,0.00097763+0.00021282i,0.0010212+0.00035078i,0.00027831+0.00039308i,8.3651e-05-0.00018778i,0.00015424-9.7418e-05i,0.00032945+0.00064747i,0.00068147+0.001243i,0.00068784+0.00074375i,0.00047508+2.7136e-05i,0.00067282-0.00027342i,0.00022504-0.00045083i,-0.0011532-0.0014842i,-0.0011894-0.0013331i,-0.0001825-0.00028284i,-3.5249e-05-0.0005866i,-0.00047375-4.0475e-05i,-0.00074098+0.00069083i,-0.00083215+0.00029221i,-0.0002575-1.1862e-05i,0.00047806-0.00052954i,0.00071756-0.00096035i,0.00077004-0.00016276i
-0.0010233+0.0012064i,-0.0015733+0.00071218i,-0.0010899+0.00098568i,-0.00014321+0.00028056i,-0.00049734-0.00072264i,-0.00057878-9.8614e-05i,-0.00058396+0.00070944i,-0.00047426+0.00087773i,-0.00030641+0.00071012i,-0.0002427+0.00066106i,0.00020921+3.4514e-05i,0.00050226-0.00069007i,-0.00017412-0.00088255i,-0.00032308-0.00076665i,-0.000115-0.00013816i,-0.00020392-2.8578e-05i,-2.2688e-05-0.0003507i,-0.00039893-0.00081844i,-0.00021655-0.00083207i,0.00054001-0.00046062i,0.0002915-0.00045362i,-0.00019468-0.00029206i,-0.00035371+0.00032872i
-0.00036664-0.0019313i,2.2697e-06-0.0025717i,-0.00094771-0.0014579i,-0.0017461+0.00017096i,-0.0013661+0.0009809i,-0.0014089+0.0013316i,-0.00057028+0.0013734i,0.00055539+0.0007129i,0.00027194+0.00026067i,0.00043501+0.00081089i,0.00072049+0.00031416i,0.00061001-0.00035055i,0.00032605-0.00041583i,-6.0415e-05-0.00058508i,-6.6943e-05-0.00068952i,-9.6969e-06-0.00020758i,0.00017769-0.00027179i,0.0002906-0.00063848i,1.9242e-05-0.00052687i,-0.00042678-0.00044994i,-0.00025949-1.4293e-05i,-0.00012791+0.0006846i,-0.00014945+0.00041478i
-0.0014604-0.00089804i,-0.0014282+0.00082367i,-0.00054666+0.0020436i,0.00047374+0.0015336i,0.00064326+4.3593e-05i,0.00056561-0.0004641i,0.00062484+9.0463e-05i,9.3051e-05-1.8019e-06i,9.6785e-05-0.00019934i,0.00059591+0.00083484i,0.00039897+0.00083766i,0.00047613-0.00081784i,0.00061385-0.001451i,0.00013016-0.0010469i,-0.00011947-0.00026947i,-0.00021198-0.00025243i,-0.00030302-9.9162e-05i,-0.00026807+0.00053108i,-0.00080845+0.00050304i,-0.00061676+0.00017538i,0.00031086-0.00042732i,0.00029014-0.00072855i,0.00023982-0.00041355i
0.0005022-0.00076257i,0.00025297-0.0012718i,-0.00012601-0.0013706i,-0.0009775-0.0011226i,-0.001674-0.00059608i,-0.0017068+0.00024872i,-0.00088463+0.0004679i,0.00030431+2.8521e-05i,0.00055428-9.158e-05i,0.00015278-0.00048212i,-0.00022746-0.00089127i,-0.00057531-0.0013716i,-0.00068781-0.0013717i,1.867e-05-0.0011014i,0.00038221-0.00028173i,0.00028813+0.00027455i,-2.5915e-05+0.00048446i,-0.00058859+0.00044368i,-0.00046513+0.00023789i,4.5281e-05+0.00044566i,-1.9412e-05+0.0006614i,-0.0006094+7.5981e-05i,-0.00045752-0.00024098i
0.00047289+0.00052426i,-0.0013215+0.0016218i,-0.0014442+0.0021047i,-0.00021233+0.0013927i,-0.00038084+0.00089071i,-0.00045686+0.0010051i,-0.00029857+0.0012524i,0.00022762+0.00064283i,0.00056305+5.9414e-05i,0.00047451+0.00043971i,0.0011295+0.00091308i,0.0010151+0.00028961i,0.00068404-0.00050348i,0.00071771-0.00030557i,0.00082987+0.00028177i,0.00048418+0.00036468i,-0.0002966-0.0001892i,-0.00029193-0.00073976i,-0.00066396-0.00040534i,-0.0011752-0.00017334i,-0.00089298+1.836e-05i,-0.00014626+0.0001583i,0.0010799-0.00056346i
-0.0017059+0.0001553i,-0.0020596-0.00052586i,-0.0023689-0.00095402i,-0.0010901-0.00043547i,-0.00019148+0.00028102i,-9.1609e-05+0.00044179i,0.00036005+0.00025166i,-0.00015686+0.00019868i,-0.00075581-9.7026e-05i,-7.1833e-05-0.00042564i,0.00086516-0.00045737i,0.0013833-0.00028825i,0.00073723+0.00017242i,-7.5059e-05-0.00020861i,-0.0003473-0.00097401i,-0.00038882-0.00063333i,-0.00074695-0.00043164i,-0.00052088-0.00037482i,0.00055597+2.532e-06i,0.00049556+3.0073e-05i,-0.00045584-0.00024811i,-0.00033882-0.00046829i,0.00010914-0.00063856i
-0.00064255+0.00049724i,0.00033286-0.00062538i,0.00049766+0.00044059i,0.001459+0.00092944i,0.0010164+6.6484e-05i,-0.00035032+0.00013835i,-0.0012979+0.00066846i,-0.0016699+0.00092004i,-0.00076059+0.00046862i,0.00095965+0.00034227i,0.00183-0.00011109i,0.0013798-0.00085772i,0.0012714-0.0011326i,0.0012944-0.00085973i,0.00078433-0.00054996i,0.00052528-0.00047515i,0.0003344-0.00056566i,0.00010902-4.4208e-05i,0.00014737-1.5504e-05i,0.00071752-0.00015584i,0.00060686+0.00029098i,-0.00012417+0.0002852i,-0.00048713+0.00022088i
-0.00023615-0.00027416i,-0.0020996-0.0010498i,-0.0021541-0.0012238i,-0.00186-0.0004782i,-0.002198-0.00012991i,-0.0017664+0.00035892i,-0.00077554+0.00097805i,0.0004623+0.0004936i,-9.1087e-05-0.00042837i,-0.0011848-0.0011331i,-0.00054025-0.0012549i,0.00044512-0.00030466i,0.00047148-8.9958e-05i,-0.00010048-0.00059812i,-0.00042184-0.00034711i,0.0003765+4.1308e-06i,0.00096607+0.00012566i,0.00046151+0.00027037i,-0.00011856-0.00013361i,-0.00043321-0.00036053i,-0.0007531-0.00051776i,-0.00033324-0.00043947i,0.00046091+4.6354e-05i
-0.0010203+0.00020238i,-0.0017708-0.00049771i,-0.0020431-0.00014755i,-0.0016437+0.00080003i,-0.0017811+0.00083787i,-0.0016032+0.00037179i,-0.000752+0.00075042i,-0.00088846+0.00056583i,-0.0010218+0.00039961i,-0.00020363+0.00051896i,-1.5838e-05+0.00043019i,0.00020164-0.00026026i,0.001201+0.00010797i,0.00096859+0.00028547i,9.8405e-05-0.00023652i,-6.1037e-06-0.00049168i,0.00032214-0.00036376i,3.0582e-05-0.00035496i,-0.00013652-0.00048036i,5.3349e-05-0.0002916i,0.0002494+4.4538e-05i,0.00028579+0.00034432i,-5.4841e-05+0.00011094i
-0.00016708+0.00045594i,-0.00056461+6.8294e-05i,-0.0011825-0.00038688i,-0.0005823-0.00027017i,-0.00016468+9.8069e-07i,-0.00044102+0.00023477i,-0.00058355+0.0011223i,-0.00013102+0.0010836i,-0.00017831-0.00047317i,-0.00059723-0.0015081i,-0.00056124-0.0015451i,-0.00078997-0.0013737i,-0.00095751-0.00079855i,-0.0010165-1.4429e-05i,-0.00054611+0.00018168i,-7.8571e-05+0.00043285i,0.0002345+0.0010016i,0.00047565+0.0014949i,0.00097089+0.00092091i,0.00062726+4.9215e-05i,0.00032958-0.00054189i,0.0005692-0.00068813i,0.00036034-0.00081623i
-0.00032855-0.00081628i,-0.00076868-0.0003733i,-0.000742-0.00028669i,-0.00076568-0.001338i,-0.00078846-0.0011063i,-0.0013906+0.00071827i,-0.00063015+0.0007737i,5.449e-05+0.00042312i,-0.00037507+0.00049655i,0.00051839+0.00016402i,0.00039612+0.00028831i,-0.00014145+0.00055453i,-9.9813e-05+0.00033212i,1.6735e-05-0.0002195i,0.0002734+9.8231e-06i,0.0009324+0.00068232i,0.00084299+0.00076185i,0.00016939+0.0003631i,-5.2133e-05+0.00023645i,-8.7543e-05-0.0002622i,0.00026413+2.3042e-05i,0.00034914+0.00033976i,4.1347e-05+2.6436e-06i
-0.0003427+0.00016336i,-0.00088311+5.8821e-05i,-0.0014892+0.00018955i,-0.00087503+0.00049655i,-0.00052692+0.00050191i,-0.0013474-0.00043991i,-0.0011021-0.00063424i,-0.00045244+0.00024068i,-0.00021992+8.5104e-05i,0.00039328-0.00073622i,0.00041369-0.0013061i,-8.4795e-05-0.0010352i,0.00074126-5.2132e-05i,0.0013859+0.00050389i,0.00070251-0.00072437i,0.00094073-0.0016156i,0.0012272-0.00084128i,0.00060816+0.0003415i,-0.00015189+0.00053467i,-0.00035531+0.00029466i,0.00011913+0.00030794i,0.00019055-0.00021644i,-0.00052058-0.00036655i
-0.0012114-0.00027792i,-0.0012228-0.00033917i,-0.00088455-0.00087034i,-0.0013457-0.00092901i,-0.00219-0.00017499i,-0.0020232+0.00091069i,-0.0016914+0.0012955i,-0.0018459+0.00041378i,-0.0018295-0.00052544i,-0.00098301-0.00059314i,0.00029241-5.0564e-05i,0.00022679-0.00017612i,-0.00055422-0.00013158i,-9.3591e-05+1.386e-05i,0.00023359-0.00022536i,7.546e-05+0.00020688i,-0.0003026+0.000583i,-0.00052117+7.9185e-05i,-0.00026362-0.00027326i,-0.00048297+0.00020048i,-0.00032022+0.0004609i,-0.00043684+0.0003639i,-0.00090339+0.00051973i
-0.00052229-8.7499e-05i,0.00013322-0.00073975i,0.00065913-0.00040304i,2.3431e-05+0.00040815i,-0.0013018-0.00019525i,-0.0015174-0.000113i,-0.00057037+0.00065749i,0.00034398+0.00068921i,0.00078144+0.00034922i,0.00013357-0.00046578i,-0.00040557-0.00097494i,-0.00056111-0.0005882i,-0.00046917-0.00055541i,0.00027289-0.00090546i,0.0005004-0.00080943i,-4.3229e-05-0.00038339i,8.5653e-05+8.0511e-05i,0.00060541+0.00069505i,0.00097572+0.0009188i,0.00047531+0.00062286i,-0.00020747+0.00036812i,0.000354+0.00038441i,0.00064508+0.00048639i
-0.0010127-0.0025913i,-0.0021639-0.0019126i,-0.0033918-0.0016425i,-0.0031979-0.00013765i,-0.0023075+0.00092048i,-0.00075553+0.0010476i,-0.00022835+0.00059831i,-0.0006079-0.00029791i,-0.00019538-0.00089913i,-0.00038177-0.00045733i,-0.0010894-4.3673e-05i,-0.00082695+3.3835e-05i,-0.00020376+6.2632e-05i,-0.00021191-0.00053624i,-0.00025666-0.00057311i,0.00030637+0.00014146i,-0.0003233+0.00062387i,-0.00081552+0.00060429i,-0.00033991+0.00021834i,-0.00036124-0.00028302i,-0.00049035-0.00017416i,-0.00082773+0.00056293i,-0.0013904+0.00078331i
-0.00043537-0.0019423i,-0.00042503-0.0015886i,-0.00092435-0.001696i,-0.00096176-0.0011223i,-0.00091802-4.1131e-05i,-0.0010487+0.00072816i,-0.00029765+0.0010037i,5.8154e-05+0.00078544i,-0.00082338+0.00031592i,-0.0015798-0.00051209i,-0.0011518-0.00025021i,-7.9024e-05-0.00010051i,0.00033424+0.00061143i,0.00014741+0.00075183i,0.00017285-0.00026533i,-0.00019962-0.00013436i,-0.00025301-0.00024875i,8.3235e-05-0.00078049i,0.00022106-0.0010327i,-0.00043357-0.00041261i,-0.00065407+7.3045e-05i,-0.00023059+0.00012882i,-0.00013985+0.00058564i
-0.00015173+0.00086764i,-0.00029976+0.00068141i,-0.00020336-0.0002534i,-0.00054072-0.0014513i,-0.0015552-0.0010561i,-0.0016378-0.0002048i,-0.00075036+0.00068246i,-0.00015159+0.00081613i,0.0009843+0.00018286i,0.0010526-0.000301i,0.0001561-0.00028722i,0.00042822-0.00019136i,0.00015967-0.0003722i,-0.00074305-0.00041066i,-0.00064811-3.536e-05i,8.9109e-05-5.0276e-05i,0.0002702-0.0005703i,0.0010692-8.5735e-05i,0.0010134+0.00011764i,-0.00033559-0.00015364i,-0.00039064-0.00077375i,0.00011206-0.00086709i,9.4914e-05-0.00059209i
-0.0003264+0.0015i,-0.00066103+0.00045133i,-0.00078682+0.00028343i,-0.00080351-0.00077112i,-0.00062529-0.0014485i,-0.0010048-0.00040346i,-0.00064413+0.00087194i,5.2289e-05+0.0011261i,0.0006464+0.00069105i,0.00084946-0.00010108i,0.00048119-0.00050461i,-8.7629e-05-0.00055769i,0.00038425-0.00033563i,0.00028236-0.00068445i,-0.00027458-0.00080264i,0.00039567-0.00035653i,0.00086711-0.0002902i,0.00031337-0.00011011i,-0.00028681+0.00051975i,-0.00016638+0.00057785i,0.00026846+0.0005787i,0.00014363+0.00080858i,-0.00058496+0.00050831i
0.0011956-0.0006829i,0.00014031-0.00088977i,0.00011775-0.0016875i,-0.00039396-0.0025557i,-0.0013661-0.0023523i,-0.0014673-0.0010952i,-0.00069807+0.00037985i,6.9277e-05+0.001825i,0.00025922+0.0010917i,-5.7708e-05-0.0001476i,2.7912e-07-0.00035456i,1.9708e-06-0.00018091i,-0.00043803+0.00022242i,-0.00028237-0.00027563i,-0.00028536-0.00035411i,-0.00068958+4.7315e-05i,-0.00048554-9.186e-05i,-0.00018275-0.00072468i,-0.00044864-0.00072825i,-0.00037542+8.498e-05i,8.6219e-05+0.00017057i,0.00037413-0.00049921i,0.00022096-0.00032345i
0.00015641-0.001504i,-0.00060647-0.00086917i,-0.00071555-8.2248e-05i,-0.00083034-6.7039e-05i,-0.00084404+0.00084537i,-0.0012905+0.0022763i,-0.0012552+0.0020679i,-0.00048976+0.0010791i,-0.00067503+0.00050967i,-0.0010019+0.00042413i,-0.00080861+0.00028224i,-5.7556e-05-0.00056003i,9.5921e-05-0.00083828i,0.0002285-0.00015998i,0.00020201+0.00030968i,-4.7534e-05-0.00040764i,0.00024705-0.00034524i,0.00018102-0.00020355i,0.00013953-0.00021554i,0.00086997-8.8258e-05i,0.00060764-0.00013302i,0.00013606+0.00017907i,6.8178e-05+0.00018818i
-0.00019375+0.0018801i,-0.0006666+0.00077214i,-0.00053947+0.00031195i,0.00071787-0.00040464i,0.0004118-0.00060408i,-0.00075806-0.00075257i,-0.00042903-0.0002214i,0.00017018+0.00037202i,0.00053241-0.00020351i,0.00098438-0.00013183i,0.0011234+0.00053583i,0.00037402-0.0001458i,-0.00033784-0.00084468i,4.8063e-05-0.00057122i,0.00052388-0.0006565i,0.00037409-0.00018992i,0.00047157+0.00052311i,0.00033114+0.00054038i,-0.00023447+0.00060971i,-0.00031021+0.00092462i,-0.00024367+0.0011483i,0.00033523+0.0014004i,0.0007797+0.00076467i
-0.00033127+0.00052799i,-0.00081631+0.00064803i,-0.0013359+0.0010539i,-0.00052461+0.00034709i,-0.00027188-0.00017494i,-0.0013701+0.00030102i,-0.0011865+0.00063212i,5.0167e-05+0.00023656i,0.00094907-0.0002077i,0.0011585-1.2317e-05i,0.00028221+0.00048805i,0.00020083+0.00012881i,0.00054423-0.00037043i,0.00027641-0.00031307i,-1.4481e-05-0.00050944i,-6.1645e-05-0.00043375i,-6.1142e-05-0.0007188i,0.00016241-0.00083258i,0.00055171+4.368e-05i,0.00093001+0.00067407i,0.0013929+0.00046709i,0.00079456+0.00073106i,-0.00070693+0.00085206i
-0.00044657-0.00077984i,-0.0010314-0.00057022i,-0.00069257-0.00058832i,-0.00096343-0.00068491i,-0.0018824-0.0001156i,-0.0017547+0.00046161i,-6.0977e-05+0.0012356i,0.00077042+0.0010307i,0.00048284+0.00011993i,0.00031744+0.00025008i,6.8144e-06+0.00021035i,-0.00059568-0.00021352i,-0.00077022-0.00063219i,-0.00069553-0.00081228i,-0.00099226-0.00033789i,-0.00063317+0.00010698i,-7.1956e-05+8.5789e-05i,-0.00014521-0.00060979i,0.00050915-0.0006967i,0.00084159+3.6682e-05i,0.00021792+0.00071402i,8.1017e-05+0.00083642i,0.00018659+0.00020974i
-7.2444e-05-0.00023338i,-7.8043e-05+0.00077802i,-0.00083513-8.9591e-05i,-0.0012811-0.00013264i,-0.0012894+0.00046762i,-0.0013812+0.0006513i,-0.0010476+0.00089625i,-0.00036224+0.0010141i,-0.00023453+0.00051098i,-0.00058028+0.00012621i,-0.00043338-6.4073e-05i,-0.00043364-0.00040583i,-0.00069638-0.00094384i,-0.00028573-0.00088081i,-0.00018793+0.00025113i,-0.00027823+0.00083729i,-0.00020644+0.00049906i,1.8434e-05-0.00048984i,0.00022076-0.0011036i,-0.00031357-0.00046211i,-0.00075741+0.00013792i,-0.00073285-9.5099e-05i,-0.00033625-0.00031947i
-0.00082922-0.0011637i,0.00025239-0.00011326i,-0.00027166+0.0010094i,-0.00094667+0.00069037i,-0.0011901+0.00017096i,-0.0010187+0.0011217i,0.00020764+0.0012819i,0.00068114+0.0005349i,0.00022836+0.00045739i,-0.00040192+0.00032834i,-9.5555e-06-0.00010554i,0.0010151+0.00016432i,0.0012736+0.00043007i,0.00073571-0.00034996i,0.00026208-0.0006789i,0.00058215-0.00021504i,-4.9777e-05-0.00038176i,-0.00085243-0.0004871i,-0.00016923+2.3116e-05i,6.0842e-05+0.00027895i,0.00024001+0.00021439i,0.00033281-0.0002536i,0.00014718-0.00034292i
