-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
0.0010865+0.00039023i,1.8034e-05+0.0010349i,-0.00045972+0.00078809i,0.0007664-0.00070349i,0.0012127-0.0015631i,0.0012287-0.00066046i,0.00050946+0.00023768i,-0.00065187-0.00045266i,-0.0011004-0.00067304i,-0.00072023-0.00077652i,-0.00028894-0.00083464i,-0.00068641-0.00022619i,-0.00041725+0.00019401i,0.00076903-0.00021146i,0.00062287-0.00030733i,-0.00065919-4.5506e-05i,-0.0009796-5.5714e-05i,-0.00020957-0.00042896i,0.00042397-0.0010862i,0.00031023-0.00041798i,-3.556e-06+0.00033447i,0.00017065-0.00031999i,-0.00011151-0.00063581i
-9.4896e-05+0.00034171i,-0.00068235+0.00023966i,0.00090743+0.00045323i,0.0010349-0.00023208i,0.00029679-0.00044047i,6.9583e-06+4.1813e-05i,0.0002659-0.0004093i,0.00020148-0.0012452i,-0.00021526-0.0012259i,-0.00037867-0.00059847i,-5.4701e-05-0.00089484i,0.00050206-0.0011946i,-5.1264e-05-0.0012563i,-0.00032439-0.0014035i,0.00012193-0.0015612i,-0.00052718-0.0013281i,-0.001063-0.00060948i,-0.00026683-7.379e-05i,0.00051411+0.00012647i,6.0873e-05-0.0001332i,-0.0006606+0.00018234i,-0.00072648+5.0193e-05i,3.5564e-05-0.0002912i
0.00061594+0.00071i,-0.00023695+0.00011251i,0.00023261-0.00032461i,0.00072421-9.7788e-05i,0.00021363-0.0001483i,0.00069162-1.1472e-05i,0.00078368+0.0011194i,7.3889e-05+0.00015443i,0.00013209-0.0011031i,0.00043775-0.00073813i,7.105e-05-0.00032743i,-0.00025917+0.00024276i,-4.6377e-05+0.00053143i,0.00074088+0.00040881i,0.00019025+0.00078472i,3.9038e-05+0.00082904i,0.00024462+0.00020209i,8.5509e-05+0.0002275i,0.00018716+0.00040036i,-0.0002002+0.00050756i,-5.0144e-05+0.00098993i,0.00028575+0.00062862i,-0.00035441+0.00022767i
0.00031596+0.0010435i,0.00089191+0.0010014i,0.0016103-0.00063699i,0.0013757-0.0020522i,0.00044686-0.0023414i,0.00039474-0.001656i,0.0012223-0.00089105i,0.00090855-0.00052352i,-0.00013554+0.00025129i,-0.00080649-0.00010487i,-0.00081514-0.0004824i,-0.00059648+0.00032709i,-0.00044996+0.00050777i,-0.00033813+2.9237e-05i,-0.00035415-0.0010289i,-0.00061419-0.0011768i,-0.00015373-0.00080055i,0.00060598-0.00050868i,0.00057213-0.00043352i,0.00029302-0.00051165i,0.00043586-0.00063869i,0.00035716-0.00028824i,3.2476e-05-2.435e-05i
-0.00069017+0.0020205i,-0.00085704+0.001779i,-0.0002793+0.0018468i,0.001135+0.0013802i,0.0019344+0.0010719i,0.0010373+0.00035244i,0.00018773-0.00041689i,3.2443e-05-0.00061784i,-8.4262e-05-0.00077226i,-9.1941e-06-0.00068141i,-0.00046932-0.00049464i,-0.00082951-0.00088673i,-0.00025234-0.000496i,0.00069817+0.000229i,0.0004799+0.0004301i,-0.00035914+0.00013181i,0.00021019-0.00065982i,0.00091445-0.00071573i,0.00037646-0.00042099i,2.7901e-05-0.00048075i,-0.00018018-0.00031193i,0.00035788+0.00037289i,0.00065753+0.00035014i
-0.00045062-0.00071633i,0.0006795-0.00066728i,0.00090399-0.0010528i,0.00090945-0.0019742i,0.00045993-0.0016117i,6.5338e-05-0.0013983i,0.00010702-0.0013867i,0.00031934-0.00094531i,9.6396e-05-0.0006591i,-0.00015825-0.00063913i,-0.00041227-0.00051406i,-0.00045959-6.4262e-05i,-0.00030634+6.0972e-05i,0.0002368+9.71e-06i,0.00068507+0.00012011i,-0.00022833-0.00032498i,-0.00040142-0.0005141i,2.8483e-05-8.0915e-05i,-0.00044982+8.9347e-05i,-0.00076042-1.8723e-05i,-0.00033907+0.0001379i,8.44e-05+0.00029164i,0.00055024-0.00020922i
0.0032398-0.00069504i,0.0042743-0.00042986i,0.0034624-0.0012i,0.0020524-0.0023156i,0.0009341-0.0024299i,-0.00038337-0.0013693i,-0.00029409-0.00069267i,0.000693-0.0013392i,0.00069535-0.0017051i,2.6222e-05-0.00058242i,-0.00079136+0.00016384i,-0.00048783-3.9856e-05i,0.00042172-0.00023916i,0.00015958-0.00046933i,-0.00022926-0.00052347i,-0.0001326-0.0001274i,-0.00054199-5.9574e-05i,-0.00069171+4.2228e-06i,-0.00049579+8.2666e-05i,-0.00057974-0.000401i,-9.8049e-05+0.00015425i,4.565e-05+0.000619i,-0.00017436+0.0004093i
-0.0017244-0.00052616i,-0.0022629+0.00040078i,-0.0019138+0.00075479i,6.7088e-05+0.00032326i,0.00081241-0.00013757i,0.00036614-0.00018589i,0.00047243-0.00034458i,0.00011108-0.00031581i,-0.00024114-0.00054862i,-0.00037939-0.0012723i,-0.00017587-0.0010743i,-0.00044282+0.00020263i,-0.00058923+0.00059085i,-0.00044951+0.00039151i,-4.1071e-05+0.00013339i,0.00024875-0.00066424i,5.872e-05-0.00048587i,-0.00043645-4.2222e-05i,-0.0006924+8.5108e-05i,-0.00044309+0.00033982i,-0.00048248+0.00037425i,-0.00035419+0.00025984i,-0.0002832-0.00028636i
0.00084112+0.00059419i,0.00072795-0.0005776i,0.0022802-0.00068874i,0.0023155-0.0012491i,0.001444-0.001164i,0.0012046-0.00045684i,0.0013597-0.00081615i,0.00044949-0.0012934i,-0.0011668-0.00097064i,-0.0015683-0.00043566i,-0.0012908-0.00079108i,-0.0006418-0.00058276i,2.795e-05+0.00057078i,0.00045985+0.00031809i,8.9897e-05-0.00066447i,-5.1529e-05-0.0012515i,0.00048191-0.00066624i,-7.3541e-05-0.00015341i,-0.00080179-0.00049013i,-0.00059001-0.00054531i,-0.00051818+0.00012076i,-0.00023018+0.00025075i,-0.00028597-0.00020917i
0.00046509-0.00014648i,0.0010716+0.00089889i,0.0015859+0.00088851i,0.001041-0.00081308i,-5.7648e-05-0.0016538i,-0.00017809-0.00061927i,0.00022315-0.00024196i,8.7053e-05-0.00059311i,-0.00019008-0.0010657i,-0.00040945-0.0006574i,-0.00048992-0.00020742i,-0.00021664-0.00028194i,-0.00037368-0.00072806i,-0.0013996-0.0016443i,-0.0013397-0.0017586i,-0.00058411-0.00045799i,-8.5564e-05+0.00085803i,5.0106e-05+0.00038573i,-0.00025518-0.0005968i,-0.00030001-0.00075837i,1.6142e-05-0.00023662i,-0.00029803+0.00039881i,-9.8018e-05-2.1908e-05i
-0.0010118-0.00043649i,-0.0016434-0.00065025i,-0.0010304-0.0013397i,-0.00014408-0.0013636i,0.00017382-0.00085718i,0.00035516-5.9719e-05i,0.00030205+0.000631i,-0.00089291-0.00052393i,-0.001214-0.0010452i,-0.00086364-0.0010846i,-0.00057531-0.00098385i,-0.00036746-0.00019788i,-0.00029187+0.00013139i,-0.00088994-2.5692e-05i,-0.0012411-4.4734e-05i,-0.00069972-0.00042937i,-0.00057294-0.00088476i,-0.00054486-0.00043082i,-5.7853e-05+6.8049e-05i,6.6838e-05-3.0212e-05i,-0.0003022+0.00055264i,-0.0002714+0.00053623i,0.00044095-0.00016037i
0.00098211-0.0016665i,0.0010192-0.00040122i,0.0025158-1.4885e-05i,0.0022182-3.7454e-05i,0.00037335-0.00072692i,-0.00025809-0.001165i,-1.636e-05-0.00078323i,-0.00026608-0.00059714i,-0.00055851-0.000561i,-0.00077098-0.0002296i,-0.00076237-9.0263e-06i,-0.00035086+0.00023577i,2.9923e-05+0.00010405i,0.0005654-0.00093842i,0.00012587-0.00099932i,-0.00075791-0.00028035i,-0.00087865-0.00025015i,-0.00016978-0.00035968i,0.00031276-5.5293e-05i,4.6391e-05-0.00033948i,-0.00027717-0.001166i,-0.00036763-0.00065299i,-0.00060215+0.00059044i
0.0003871-0.00050542i,0.00015747-0.00077665i,0.0006759-0.00063567i,0.0023215-0.0012862i,0.0036556-0.0011982i,0.0030726-0.00053554i,0.0016152-0.00034623i,0.00011758-0.00099544i,-0.0010923-0.0011718i,-0.00039893-0.00031493i,0.00080542+0.00031642i,0.001119+0.0011882i,0.00075714+0.0011362i,0.0002996+9.2717e-05i,-0.00024412-0.00015557i,-0.00084264-0.00017389i,-0.00012555-5.2541e-05i,0.00022151-0.00041772i,-0.00015191-0.00097182i,4.1422e-05-0.0012292i,0.00025695-0.00040438i,-0.0001734+0.0008692i,-0.00030703+0.00079444i
0.0010283-0.001126i,0.0019983-0.001311i,0.0033019-0.0024445i,0.002307-0.002575i,0.00019814-0.0016224i,-0.001507-0.00055753i,-0.0010658+6.6212e-05i,0.00026934+0.00017488i,-2.2277e-05+3.544e-05i,-0.00040873+0.00029396i,-5.3974e-05+0.00028466i,-0.00048811+0.00019366i,-0.00070398+0.00014044i,-0.00017726+0.00021951i,-0.00037257+0.0002423i,-0.00024076+0.00056685i,0.00031638+0.001132i,0.0003891+0.00088389i,-0.00020698+0.00044614i,-0.00079753+0.0003387i,-7.9461e-05+6.9804e-05i,0.00025363-0.00064872i,0.00010981-0.00066551i
-0.00016256+0.00087577i,0.00039658+0.00020618i,0.00097896+0.00064493i,0.00039939+0.00010336i,0.00098374-0.0015784i,0.00081449-0.0014491i,-0.00025957-0.00081532i,-0.00054313-0.0012284i,-0.00083853-0.00045328i,-0.0006034-0.00044427i,0.00019133-0.0010238i,0.00034691-0.00085563i,0.00013207-0.0009796i,4.5363e-06-0.0006751i,0.00021664+5.4562e-05i,0.00067795-0.00016964i,0.00035114-0.00083085i,-0.0001167-0.0011256i,-0.00013383-0.00092131i,0.00015528+6.6571e-05i,7.5821e-05+0.00014616i,0.00029217-0.00097955i,0.000961-0.0014206i
-0.00015276+0.0026189i,0.00040982+0.0021948i,0.0013109+0.0016868i,0.0019118+0.0011458i,0.0015178-1.5058e-05i,0.00073267-0.00073526i,0.00063511-0.00037125i,0.00071246-0.0010103i,0.00011856-0.0012173i,-0.00016442+0.00015245i,-7.0187e-05+0.00044844i,-0.00045342+0.00045145i,-0.00054288+0.00011944i,-2.3054e-05-0.00035386i,-0.00023064-0.00021034i,-0.00056429+0.00019105i,-0.00032956+0.00023374i,-0.00056892-0.00059067i,-0.0010909-0.00070147i,-0.00038458-0.00025342i,0.0006037-0.00017024i,0.00072066-0.00030416i,0.00089527-0.0010524i
-0.0018275+0.0021231i,-0.0022735+0.0014966i,-0.0015438+0.0017414i,0.00018533+0.0011142i,0.0011436-0.00016382i,0.00087479-0.00016124i,0.00086928+0.00017486i,0.00074681-0.00079783i,0.00024794-0.0016681i,0.00024578-0.0012698i,-0.00011424-0.00063464i,-0.00044576-0.00022625i,-0.00067529-0.00031723i,-0.00077033-0.00043013i,-0.0003037+8.8784e-05i,0.0005512-7.7793e-05i,0.0012445-0.00077876i,0.00062693-0.00079332i,-0.00053544-4.4144e-05i,-0.00041237+5.298e-05i,0.00019586-0.00017598i,-2.5843e-05-6.1999e-05i,-0.00084358+6.5676e-05i
0.00065228+0.00037601i,0.001646+0.00065714i,0.0026589-0.00042162i,0.0018964-0.00034014i,0.0009624+0.00025462i,0.0013386-0.0010402i,0.00091578-0.001561i,0.00025192-0.00087439i,-0.00021625-0.00082587i,-0.00014005-0.0010292i,0.00025288-0.00077782i,0.00011809-0.0007964i,-9.066e-06-0.0008548i,0.00038849+4.1737e-05i,-0.00026443+0.00011047i,-0.00080398-0.00065844i,-0.00023582-0.00042678i,0.00010208-0.00038365i,2.1284e-05-0.00056088i,0.00037279-0.00061357i,0.00075297+0.00010934i,0.00047716+0.00082806i,4.6005e-05+0.00072892i
-0.00032043+0.0014453i,6.1504e-06+0.0011685i,0.0015141+0.0011738i,0.0016415+0.00030845i,0.0011153-0.0011232i,0.0005014-0.0010074i,0.00020571-7.5649e-05i,0.00067308-0.00024423i,0.00062205-0.00082002i,0.00013409-0.00028002i,-0.0002265+0.0002893i,-0.00037306+5.6769e-05i,-0.00084009-0.00031082i,-0.00053794-0.0002629i,0.00019848-6.792e-05i,-0.00018836-0.00040125i,0.00030412+5.9454e-05i,0.00040222+0.00020215i,-3.1137e-05-0.00053766i,0.00046338-0.00089288i,0.00094167-0.00099705i,0.00081651-0.00080712i,0.0008547-0.00023206i
0.0010897-0.0011978i,0.00070684-0.00086729i,0.0017869-0.0018641i,0.0014465-0.0015498i,-0.0002422-0.00066377i,-0.00112+0.00013714i,-0.00093722+0.00059105i,-0.00063218-0.00047783i,-0.00062081-0.0013019i,-0.0006299-0.0012107i,-0.00098137-0.00053339i,-0.00077729+0.00056699i,-0.0008621+0.00056724i,-0.00075669-1.9337e-05i,-0.00047592-0.00043627i,-0.00042692-0.00062208i,7.4602e-06+0.00042102i,0.00024752+0.00027836i,0.00022647+0.00042232i,-1.4686e-05+0.0011218i,4.3503e-05+0.00094231i,-6.7967e-05+0.00040366i,-0.00049034-0.00025604i
0.0023701+0.001535i,0.0023722+0.0019375i,0.0026025+0.00060054i,0.0020834+7.9724e-05i,0.001278-0.00013236i,0.0007087-0.00079338i,0.00088955-0.0010159i,0.00082217-0.0014177i,0.00043576-0.0018312i,0.0005634-0.0013877i,0.00033383-0.0011697i,-0.00014935-0.00045579i,-0.00035103-0.00024553i,3.4819e-05-0.0008752i,-0.00017335-0.00084693i,-7.2188e-05-0.0010257i,4.223e-05-0.0007948i,0.00017262-2.749e-05i,0.00045784-0.00021029i,8.8507e-05-0.00048068i,-0.00055193-0.00036615i,-0.0008859+2.5933e-05i,-0.00033302+0.00037664i
-0.00027327-0.0011103i,-0.00025513-0.0012115i,0.00050772-0.00024737i,0.00067269+1.5015e-05i,-0.00023236-0.00042304i,-0.00017108-0.00081575i,0.0010206-0.0012471i,0.0012861-0.0014463i,0.00021038-0.0010833i,-0.00048809-0.00071033i,-0.0003654-0.00092131i,-0.00049203-0.00036835i,-0.00022263+0.0004062i,-0.00045626+0.00078943i,-0.00096566+0.00079394i,-0.00067822+2.483e-05i,-0.00037446-0.00056199i,-0.00052822-0.00059855i,-0.00066825-0.00064966i,-0.0001436-0.00094228i,-7.3012e-05-0.0010981i,6.9632e-05-0.00060068i,0.00031474-0.00043105i
-0.00097364-0.0025237i,-0.0008587-0.0034403i,-0.00017325-0.0029784i,0.00034498-0.0015909i,-0.00055403-0.0011491i,-0.0006846+1.2568e-06i,-0.00037837+0.0012579i,-0.000218+0.00010537i,-0.00066925-0.0010691i,-0.0013285-0.00074396i,-0.0013293-0.00055243i,-0.0009197-0.00014121i,-3.2199e-05+0.00044974i,0.00010991+0.00032418i,-0.00013608+7.2152e-05i,0.00020449-0.00055693i,-7.1445e-05-0.00077356i,-0.00072771-0.00040476i,-0.00088082+3.9143e-05i,-0.00048711-0.00011329i,0.00021993-0.00050914i,0.00075161-0.00073524i,9.6958e-06-0.00037852i
0.001799-0.00035993i,0.0010745-0.00078667i,0.00055437-0.00067207i,0.00081956-0.00099715i,0.0013919-0.0014964i,0.00082433-0.00025241i,-2.4082e-05-0.00025695i,0.00043424-0.00074391i,0.00077683-0.00015305i,-0.00011765+0.00018156i,-0.0009273+0.00028474i,-0.00040137+0.00055159i,0.00018595+0.00077854i,-0.0007496+0.000549i,-0.0011808+0.00067451i,-0.00054831+0.00048325i,-0.00029565+0.00017116i,-0.00065951-6.6128e-05i,-0.00083961-0.00024707i,-0.00067331-0.00020906i,-0.00062646-0.00024744i,-0.00033387-7.5666e-05i,-0.00040172+0.00085439i
0.00078001-0.00035389i,-5.3454e-05-0.00052501i,-0.00021805-0.0015741i,-0.00058869-0.0018362i,-0.0014112-0.0016631i,-0.0016787-0.00081486i,-0.00093701-0.00028821i,-0.00074561-0.00083774i,-0.00072384-0.0010295i,-0.00012974-0.0012003i,8.7394e-05-0.0011081i,-5.664e-06+0.00034687i,0.00019969+0.00073056i,0.00011681-0.00033261i,5.0573e-05-0.00051707i,-1.3741e-05-0.00020043i,-0.00059858+0.0003648i,-0.00023012+0.00045765i,-0.00010244-0.00042175i,-0.0003935-0.001258i,0.00012278-0.0013063i,0.00018092-0.00088469i,0.00061574-0.00068449i
-0.00044524-0.00045289i,-0.00065911-0.0010438i,0.00072846+0.00067238i,0.0020359+0.0014547i,0.0015176+0.00040457i,0.00071183+1.1458e-05i,0.00082919-0.00028834i,0.0011251-0.00055166i,0.00064009-0.00090265i,1.8626e-05-0.00060754i,0.00023538+0.00010671i,0.00027941+0.00085067i,-1.7638e-05+0.00089366i,-0.00040585-2.4194e-05i,-0.00022905-0.00033502i,-0.00027842-0.00029135i,-0.00046326+2.6037e-06i,-0.00022622+0.00062531i,-0.00085829-0.00011015i,-0.0010361-0.0010034i,-0.00070372-0.00060327i,-0.00047832-0.00054838i,-0.00010081-0.00035319i
-0.0012329+0.0008683i,-0.0012821+0.00073455i,-0.0011703+0.0017901i,3.2425e-05+0.0010207i,0.0008767+0.00014334i,0.00068575+0.0001497i,0.00095938-0.00016762i,0.00051151-0.0011029i,-0.00037278-0.001446i,5.2484e-05-0.0011652i,0.00031769-2.0039e-05i,-8.8458e-05+0.000962i,-8.3733e-05+0.00053827i,0.00028715+0.00056449i,0.0006974+0.0013316i,0.0005115+0.0018176i,0.00090111+0.0010554i,0.00043988+5.485e-05i,-0.00041875-0.00037693i,-0.00030267+2.9609e-05i,-0.00025417+0.0010201i,-0.00052433+0.001025i,0.0001376+0.00076462i
0.00095647-0.0010127i,0.00039011-0.0011411i,0.0010508-0.0012625i,0.0013595-0.0010365i,-9.1029e-05-0.00053579i,-0.0014067+0.00032134i,-0.00064258-6.0667e-05i,-0.00017841-0.00067428i,-8.3278e-05-0.00024499i,-0.00071659-6.4832e-05i,-0.0011861-0.00076959i,6.57e-05-0.00040736i,0.00075369+0.00011543i,0.00024568+4.3893e-05i,0.0001212-0.00053331i,0.00018399-0.00048724i,-0.00026983+0.00030155i,-0.00043353+0.0002158i,-0.00031721+7.9324e-05i,-0.00057379-1.7685e-05i,-0.0007564-0.00055029i,-0.0010928-0.00098155i,-0.0010975-0.00067352i
8.661e-05+0.0006071i,-3.0119e-05+0.001021i,0.00022053+0.00089618i,0.00087433+0.00021795i,0.00066871-1.4981e-05i,0.00013485-0.00050144i,0.0007181-0.00047609i,0.00094016-9.9341e-05i,0.00021241-0.00025928i,-0.00078501-0.00052328i,-0.00067575-0.00040439i,0.00046566-2.6661e-05i,0.00070461+0.00062477i,0.00049434+0.00013033i,0.00010374-0.00071444i,-0.00038994-9.156e-05i,-0.00091309+0.00011935i,-0.0013659-0.00051196i,-0.0010828-0.00079474i,-0.00068217-5.2676e-05i,-0.0003706-5.5733e-05i,0.00016283+8.4146e-06i,6.0879e-05-0.00016632i
0.00070873-0.0024156i,0.0012665-0.0020107i,0.0015031-0.0017982i,0.0017058-0.0016045i,0.0014834-0.001421i,0.00019593-0.0011127i,0.00027943-0.00063802i,0.00066549-0.00058461i,0.00054171-0.0011088i,-6.8216e-05-0.0013655i,-0.00060556-0.0014182i,-0.0012758-0.0011268i,-0.0012861-9.5228e-05i,-0.00060942+8.9407e-05i,0.00010905-0.0001227i,0.00054049-0.00029297i,0.00045999-0.0002988i,-3.989e-05-0.00069578i,-0.00055747-0.0012289i,-0.0001739-0.00099052i,0.00016549-0.00093022i,-0.00052726-0.00021082i,-0.0011161+0.00011386i
-0.00084004-0.0016946i,-0.0011358-0.0017648i,-0.0019212-0.00018087i,-0.00082995+0.0019525i,-0.0002433+0.0016926i,0.00028079+0.00058894i,0.0011028+0.00051866i,0.00074237+0.00083931i,0.00031905+0.00068057i,0.00017792+0.00070504i,-0.00072977+7.316e-05i,-0.0011697-0.00074852i,-0.00039074-0.00063408i,0.00026-0.00037361i,0.00023327+5.087e-05i,0.00013749+0.00011032i,-0.00027502-0.00023102i,-0.00032624-9.1158e-05i,0.00040614-0.00017131i,0.00021178+3.2407e-05i,-0.00015459+0.00063359i,-0.00014924+0.00051635i,0.00043764+0.00029938i
0.00075682+0.0018363i,0.00080642+0.0021708i,0.0013219+0.0015477i,0.0020902-0.00031833i,0.0021956-0.0014291i,0.0011099-0.001166i,0.001047-0.00087722i,0.0010559-0.0010481i,-4.2899e-05-0.0013197i,-0.00033378-0.0012964i,-0.000547-0.00065464i,-0.00031862-0.00085931i,0.00033565-0.001282i,0.00062042-0.00069319i,0.00057596+0.00022013i,-0.00014328+0.0001061i,-0.00058353-0.00026168i,0.00036457-0.00068105i,0.0010827-0.00068739i,0.0006941-0.00067161i,-3.1971e-05+0.00053455i,-0.00086087+0.00088959i,-0.00041243-0.0004806i
-0.00086833+0.0030079i,0.00012593+0.0029062i,0.00078562+0.0025339i,0.0010925+0.00091447i,0.00085081-0.00071478i,0.00076078-0.00076841i,0.00054905+0.00012223i,0.0003293-4.1935e-06i,0.00056263-0.00043678i,0.00031468-1.4955e-05i,0.0004775+0.00042105i,0.00010784+0.00049833i,-0.00033589+0.00022963i,0.00021982+0.0002145i,0.00016305-0.00024913i,0.00012902-0.0013465i,0.001248-0.0018623i,0.0014391-0.0012001i,0.00078994-0.00069802i,0.0002451-0.00099119i,-0.00011316-0.00010783i,0.00026855+0.00068505i,0.00032638+0.00075143i
-0.0020342+0.00028552i,-0.0011767+0.00054297i,-0.00063948+0.0017671i,-0.00023255+0.0015678i,-2.696e-05+0.00029147i,0.00030917-0.00039568i,0.00080814-0.00056374i,0.0012365-0.0011575i,0.00024422-0.0013231i,-0.0011101-0.0010401i,-0.00053718-0.00052544i,0.00024-6.2062e-06i,0.0011422-0.0004139i,0.00053208-0.00024478i,0.00033069+0.00056427i,0.0012051+0.00095357i,0.00032216+0.00031391i,-0.00065145+3.5711e-05i,-0.00022078+0.00016388i,0.00054795+0.00023745i,0.00070257+4.3719e-05i,0.00053286+1.7731e-05i,0.0003886+0.00026697i
0.00022559+0.00070541i,0.0017216+0.00069675i,0.0028183+0.00083138i,0.00257+0.00033687i,0.0011258-0.00044341i,0.00091473-0.00052533i,0.0012478-0.00058047i,0.00060504-0.0007697i,-9.6534e-05-0.00023536i,0.00020051-0.00031096i,0.00054649-0.00096334i,0.00080735-0.00043918i,0.00045765+0.00039415i,0.00079524+0.00044067i,0.0014452+0.00050216i,0.00080984+5.7008e-05i,1.8071e-05-0.00047183i,-0.00049728-0.00045527i,-0.00084977-0.00055287i,-0.0012764-0.00065649i,-0.0007998-0.0010938i,-1.5697e-05-0.00079961i,-0.00027932-0.00035577i
-0.0027169+0.00029347i,-0.0016503+0.00074672i,-0.0012074+0.0012135i,-0.0012853+0.00037361i,-0.00023558-0.00040875i,0.00054051-3.6391e-05i,0.0010153-1.4921e-05i,0.0002734-0.00056801i,-0.0014712-0.00071521i,-0.0020463-0.00080196i,-0.0014071-0.0007436i,-0.00075541-0.00032174i,0.00027205+0.00023997i,0.00056444+0.00023013i,-7.2241e-05+0.00012747i,-0.00022174-5.8616e-05i,-0.00026079-0.00092566i,-7.7423e-05-0.0010573i,5.39e-05-0.00056024i,0.0003186-0.00012755i,0.00020903+0.00041458i,-0.00018967+0.0010731i,0.00018657+0.0010148i
-0.0010437+1.9226e-05i,-0.0012954-0.00036516i,0.00031878+0.0006168i,0.0015042+0.00036597i,0.0010158-0.00076033i,0.00049196-0.00036134i,-0.00016089+0.00032581i,-0.00042528-0.00032623i,-0.00037048-0.00098755i,-5.8073e-05-0.00078574i,-0.00016511-0.00074151i,-0.00018833-0.00085997i,0.0002794-0.0004183i,0.00048105-0.00023987i,-0.00047615-0.00051852i,-0.00024085-0.00083862i,0.0009443-0.00099307i,0.00065753-0.00027561i,-0.00011955+0.00036661i,-0.0006602+0.00027244i,-0.00056783-0.0001605i,-0.00040349+0.00026821i,7.8448e-05+0.00055056i
0.00060132+0.0010394i,0.00013538+0.00070141i,0.0006967+0.0010244i,0.001227+0.0005274i,0.0014175-0.00059023i,0.00069422-0.0010935i,3.7371e-05-0.00093281i,-6.284e-05-0.00086941i,-0.00029895-0.00040896i,0.00020381-0.00080869i,0.00073719-0.00022264i,0.00040199+0.0008668i,0.00052431+0.0008529i,-3.3196e-05+1.3333e-06i,-0.0008791-0.00089438i,-0.00053705-0.00053538i,-0.00075598-6.8204e-06i,-0.0008253-0.00018671i,-0.00044867-0.00090456i,-0.00045573-0.00085786i,5.0992e-05-0.00045922i,-0.00045144+0.0003467i,-0.00031956+0.00030495i
0.00067439-0.0011061i,-0.00022738+0.0009801i,-0.00062538+0.00073727i,-0.00065427-0.00037412i,-0.0010606-7.2495e-05i,-0.0010451-0.00017849i,-0.00052775-0.00032526i,-0.00035291-0.00049245i,-0.00041091-0.00079511i,-0.00040233-0.00055412i,-0.00021813-0.00018848i,-0.00016505-0.00043519i,-0.00019364-0.00094631i,-4.4938e-05-0.00086628i,0.00030814-6.3373e-05i,0.00081702-9.5258e-05i,0.00093973-0.00043763i,0.00031751+0.00018534i,5.9424e-05+0.00059841i,-0.00048878+0.00047035i,-0.00095308-0.00024998i,-0.00041616-0.00044009i,0.00033263-0.00044892i
0.0012705+0.0017971i,0.0011685+0.0021669i,0.0035041+0.0018181i,0.0033087+0.00012027i,0.0011846-0.0012824i,0.0011741-0.0012665i,0.0014856-0.0010593i,0.0012-0.00088477i,0.00022699-0.0010054i,-0.00028337-0.0011465i,0.00025084-0.00049363i,0.00061598+0.00012139i,0.00099946-0.00017613i,0.0010728-0.00039509i,0.0007243-0.00032021i,-3.2419e-06-5.3736e-05i,-0.00067586-3.4909e-05i,-0.0002626-0.00011112i,0.00016913-3.3202e-06i,-0.00044527-0.00011339i,-0.00074669+0.00012964i,-0.00029949+0.00047511i,0.00024856-0.0003102i
-1.8934e-05+0.00054337i,0.0014653-0.00012109i,0.0014885-0.00025486i,0.00096841+9.2144e-05i,0.00082759-4.6626e-05i,0.00090289-0.00032166i,0.00095408-0.00080505i,0.00048721-0.0017727i,-0.00055244-0.0019592i,-0.00099191-0.0012724i,-0.00090241-0.00044295i,-0.00072767-0.0002946i,-0.00050725-0.00062707i,-0.000268-0.00013199i,0.00015034+0.00030579i,0.00047631-0.00019043i,6.1735e-05-0.00048884i,0.00022368-0.00042773i,0.00044832-0.00075514i,0.00033019-0.00072063i,-0.00018758-0.0006483i,0.00028075-0.00050411i,0.00079199-0.00044011i
-0.00042601+0.001293i,9.0683e-05+0.0007433i,0.00028475+0.00076059i,0.00022264+0.00057224i,-3.3635e-05-0.00025261i,5.2025e-05-0.00015339i,-7.8828e-06+1.7771e-05i,-0.00042996-0.00058941i,-0.00045442-0.00078561i,-0.0008233-0.00011712i,-0.00072034+0.00014871i,-0.00070827+2.3655e-05i,-0.00069158+0.00015523i,-0.00033283-0.00034646i,0.00024695-0.0011637i,0.00014464-0.0010245i,-0.00074519-0.00054619i,-0.0014251-0.00027362i,-0.0011215+0.00022418i,-0.00054824-4.1624e-06i,-0.00026552-0.00033717i,0.00037197-0.00062908i,0.00028069+1.9032e-05i
