0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
0.0015392-0.00063598i,0.0018305-0.0010777i,0.0014687-0.0017602i,0.0004821-0.00195i,0.00052529-0.0014995i,0.0013135-0.0015688i,0.0019643-0.0018221i,0.000993-0.0016472i,0.00045107-0.00071184i,0.00067117-0.00027372i,0.00045431-0.00066015i,5.2833e-08-0.0006172i,-0.00033258-0.0001102i,-0.00073886+0.00010246i,-0.0011156-0.00026352i,-0.00093297-0.0004558i,-1.0565e-06-0.00034008i,0.00019923-0.00028875i,-0.00010418-0.00020156i,-0.00025915+0.00026414i,-0.00017926+0.00013021i,0.00014644-0.00034525i,9.1983e-05-0.00016664i
-0.00025554+0.0002676i,0.00036015+0.00060424i,0.00049974+0.0016601i,0.00029827+0.0014576i,0.0011135+0.0008277i,0.0023505+0.00028929i,0.0028165-0.00043763i,0.0015056-0.00067837i,-8.8264e-05-0.00058077i,-0.00027301-0.0010867i,-0.00056614-0.0010214i,-0.0007964+0.00040442i,-0.00088458+0.00027851i,-0.0016025+0.0001426i,-0.0018552+0.00048557i,-0.00092745-4.8442e-05i,0.00024781+0.00016857i,0.00026985+0.00051378i,-0.00026347+0.00044984i,-0.00046859+0.0002074i,-0.00052613-0.00039418i,-0.0004047-0.00032653i,-0.00080244+0.00036255i
-0.001067+0.00023492i,-0.0017322+0.0011805i,-0.00068353+0.00078856i,-0.00028425+0.00065018i,-0.00041259+0.00054272i,0.0015842-0.00052029i,0.0016449-0.0011719i,-0.00061276-0.00095108i,-0.00073543-0.00022736i,5.1814e-05-9.0015e-05i,0.00057995-0.0002537i,0.00063782-0.00023875i,0.00046042+4.8081e-06i,-8.541e-05+0.00032185i,-0.00049182+0.00014981i,-0.00016274-0.0006457i,0.00011259-0.0003732i,2.2538e-05+0.00071016i,0.00053441+0.00052529i,0.00094501+0.00053979i,0.00041049+0.00078523i,0.0001893+0.00096571i,-0.00010585+0.00036466i
-0.0015635+0.00034468i,-0.0017488-0.0010508i,-0.0012028-0.0010684i,0.00011366+0.00017857i,0.0010638+0.00025733i,0.0011851-0.00084589i,0.0011514-0.001106i,0.00064735-0.00027782i,1.7245e-05+0.00084511i,0.00019287+0.00059008i,0.00044387-0.00050128i,-8.5396e-05-0.00047933i,-0.00038628-2.1249e-05i,-0.00027801+0.00040358i,-0.00042498-3.3466e-05i,-0.00098016+2.3782e-05i,-0.0011663+0.00063505i,-0.00095326+0.00070427i,-0.00071474-9.6359e-05i,0.00019789+0.00018979i,0.0013626+0.00071875i,0.0016846+0.00020199i,0.00098856-0.00021756i
-0.0015763+0.0015426i,0.0002107+0.0021432i,0.0013977+0.0028427i,0.0020012+0.0024099i,0.0032429+0.00034926i,0.0031-0.0016672i,0.001582-0.0020816i,0.00027187-0.0015745i,-0.00012021-0.00091085i,-0.00082672+2.0431e-06i,-0.00085613+0.00019775i,1.4868e-06+0.00053798i,-5.5452e-05+0.00024227i,0.0005371-0.0011389i,0.00068305-0.0017646i,-0.00032198-0.0014678i,-0.00089546-0.001155i,-0.0010191-0.0010231i,-0.00084704-0.00072633i,-0.00085034-0.00036542i,-0.00077207+0.00013614i,-9.7012e-05+0.0010702i,0.00033075+0.00078068i
0.0016239-0.00065887i,0.00060041-0.0011363i,0.00046385-0.0014134i,0.00059537-0.00096901i,0.00088915-0.0011502i,0.001976-0.0016299i,0.0021467-0.0014739i,0.0016663-0.001362i,0.0015265-0.00069007i,0.00059834+0.00030993i,-0.00022899+3.3142e-05i,-0.00064067-0.00068497i,-0.0005985-0.00062697i,-0.00050604-0.00012598i,-0.00087889+5.0336e-05i,-0.00083663+0.00042127i,0.00059465+0.00073731i,0.0014205+0.0011878i,0.00030276+0.0012571i,-0.00039811+0.00090012i,-6.2949e-05+0.00042331i,-0.00022121-0.00027617i,0.00027671-0.00031549i
-0.00040421+0.00014232i,-0.00078452-0.00063097i,-0.0017441-0.00054805i,-0.0012234-0.00040909i,0.0003428-0.00010639i,0.00063435-0.001211i,0.00096576-0.0024939i,0.0012365-0.0017977i,0.0005505-0.0003365i,7.1182e-05-0.00032675i,-0.00059456-0.0007185i,-0.00037456-0.00069855i,0.00057028-0.00040663i,-2.6272e-05+0.00061482i,0.00024373+0.0005933i,0.00077197+0.00044087i,-0.00025777+0.00043628i,-0.00054245+0.00041515i,-0.00061382-2.174e-05i,-0.00052518-0.00080481i,0.0001031-0.00070324i,0.00028859+0.00025107i,0.00024823-0.00022864i
0.00032028-0.0012374i,0.00078968-0.00195i,0.0016477-0.0021464i,0.0017209-0.0018981i,0.0016548-0.0019768i,0.0017649-0.0017787i,0.0017123-0.0016209i,0.0010427-0.0010111i,0.00010671-0.00018715i,-0.00055847-0.00030336i,-0.0007863-0.00075709i,-0.00053898-0.00084332i,-0.00043883-0.00042544i,-0.0007438+0.00024114i,-0.00078233-0.00013231i,-0.00090571-0.00076335i,-0.00066491-0.00042424i,4.1809e-05-0.00017614i,0.00063946-0.00073657i,0.00081966-0.00036554i,0.00076346+0.00020646i,9.3002e-06-0.00063106i,-0.00057781-0.00089i
-0.0014173+0.0019742i,5.4129e-05+0.0021753i,0.00077046+0.0021707i,0.00088265+0.0014832i,0.0022717+0.00052686i,0.0032626-0.00023361i,0.0014581-0.00096663i,-0.00055791-0.001345i,-0.00070418-0.00096028i,-0.00043893-0.00062706i,-0.00039273-0.00046098i,0.00022208-6.6765e-05i,0.00017436-8.9671e-05i,-0.00035729-0.00016603i,5.9309e-05+5.4137e-06i,-0.00047563+0.00041841i,-0.00080853+0.00075799i,3.232e-05+9.6223e-05i,0.00048329-0.00034062i,-0.00045728+0.00022971i,-0.00093615+0.0006102i,4.4581e-05+0.00065497i,-0.00035291-0.00025797i
-0.00032065+0.00040201i,0.00032701-1.4824e-05i,0.0007605+0.00041513i,0.00028135-0.0002333i,-9.2558e-05-0.0010608i,0.001343-0.00058818i,0.0023267-0.00067083i,0.0011029-0.0012609i,0.00010311-0.000853i,-0.00020376-0.0005311i,-0.00065811-0.00071176i,-0.00071592-0.00075606i,-0.00046022-0.0008124i,-0.00088463-0.00082636i,-0.00050573-0.00058506i,6.3422e-05-5.1172e-05i,0.00013378+0.00047109i,0.00018363+0.00034988i,-0.0008071+0.00026966i,-0.0013277+7.6952e-05i,-0.0011377-0.00026142i,-0.00041179-0.00018622i,-0.0002046+0.00023605i
-0.00025498-0.0015573i,-0.0018231-0.0017586i,-0.0038261-0.0016417i,-0.0027754-0.00096425i,-2.6655e-05+3.6539e-05i,0.0019236-2.3734e-05i,0.0024522-0.00088599i,0.0016166-0.0011246i,0.00040269-0.00085092i,-0.00015154-0.00062535i,-1.3804e-05-0.00050976i,-0.00038511-0.00021925i,-0.00032634+9.6237e-05i,0.00036042+0.00012844i,0.00030917+0.00078954i,0.00011188+0.00029006i,-0.00018699-0.00011556i,-0.00092075+0.00059386i,-0.00076042+0.00015119i,7.0739e-05-0.00065235i,0.00011812-0.00096949i,0.00015548-0.0008897i,0.00030721-0.00019949i
0.00015384-0.001522i,0.0003255-0.00047324i,0.00087527-0.00072556i,0.00096412-0.00072117i,0.0012037+0.00042464i,0.0020651+0.00060614i,0.001779-0.00033069i,0.00047001-0.0005334i,-0.00025284+0.00048617i,-0.00024587+0.00027088i,-0.00015379-0.0010021i,-0.00011602-0.0011439i,-8.6925e-05-0.00085718i,0.0004529-0.00028988i,0.00044749+0.00010694i,0.00060037+0.00023208i,0.00043168+0.00027323i,-0.00033215-8.5541e-05i,-0.00017697-0.00054003i,0.00022674-0.00061145i,0.0002127-0.00037145i,-0.0002403-0.0002096i,-0.0004119-0.00046997i
0.00040289-0.0016493i,-9.2006e-05-0.00027209i,0.00049718+0.00088525i,0.00085263-0.00060679i,0.00092283-0.0018431i,0.0014988-0.0014455i,0.001599-0.0013924i,0.00036477-0.00104i,-0.00068388-0.00073367i,-0.0012573-0.00055259i,-0.00095784-0.00056501i,-0.00033379+0.00021612i,-0.00014289+0.00075426i,-0.00029188+0.0006413i,-0.00016021+0.0012533i,0.00015473+0.0014581i,0.00051734+0.00040288i,0.0011535-0.00069748i,0.0012393-0.00050006i,0.0009662+0.00029871i,-7.3228e-05+0.00032076i,-0.00058761-2.6082e-05i,0.00040305-0.00013515i
-0.00013515-0.00039959i,-0.00051333+0.0011372i,-0.0015778+0.0018201i,-0.00040928+0.0010024i,0.0013017-0.00040225i,0.0024514-0.0012338i,0.0028566-0.00048267i,0.0016545+0.00023981i,0.00044789+0.00045805i,0.00020378+7.7607e-05i,-1.7448e-05+0.00014721i,-0.00056468+0.0004935i,-0.00034454-0.00026408i,0.0004905-0.0014489i,0.00054024-0.00099301i,0.00048491+0.00011682i,0.00034059+0.00078595i,-0.00036605+0.00091842i,-0.00039788+0.00047924i,-0.00018596-0.00033433i,-8.3147e-07-0.00012412i,2.7108e-06+0.00040043i,0.00012973+0.00043941i
0.0018702-0.0010448i,0.0014838-0.0016819i,0.001174-0.0026838i,0.00057468-0.0015012i,0.00032136-0.00021169i,0.0019356+0.00018516i,0.0029016-0.00058655i,0.0013806-0.0009279i,0.00041901-0.0013303i,-3.2471e-06-0.0012376i,-0.00046469-0.00093341i,-0.0001958-0.00047511i,0.00021216+0.00097153i,0.00014091+0.0015095i,-7.7191e-05+0.00074651i,-0.00014463+0.00059941i,-4.0549e-05+0.0002661i,-0.00026857+6.042e-05i,-1.5143e-05-0.00036241i,0.00058764-0.00067839i,0.0008716-0.00020266i,0.0013114+5.3542e-05i,0.0010258+0.00082856i
-0.00059749-0.00043652i,-0.0011064-0.0010124i,-0.00069724-0.0013556i,-0.00027045-0.0015488i,0.00022829-0.00054664i,0.0019208-0.00028577i,0.0026651-0.00044876i,0.0014033-0.00047939i,0.00011024-9.8429e-05i,-0.00011153+0.00048368i,-0.00013426+0.00040201i,-0.00086991+0.0001559i,-0.0010934+6.7469e-05i,-0.00055692+6.8684e-05i,-0.0001519-4.3523e-05i,-0.0002762+2.2068e-05i,-0.00040095+0.00017523i,-0.00051749+7.4468e-05i,-0.00070857-0.00044678i,-0.00080699-0.00066125i,-0.00083633-0.00042988i,-0.00073232+0.00024656i,-0.00016032+0.00014389i
-0.00080648-0.00094865i,0.00070185+0.00061648i,0.0016817+0.0017117i,0.00114+0.001397i,0.0007737+0.00024971i,0.0016901-0.00043779i,0.0025001-0.00084859i,0.0016091-0.0014702i,5.7074e-05-0.00067619i,-0.00086664-1.6483e-05i,-0.0011676-0.00025383i,-0.00075031+0.00030378i,-0.00014347+0.00052926i,0.00010795+0.00040255i,-0.0002154+0.00049419i,-0.00075232+0.00058214i,-0.00091289-0.00032523i,-0.00046191-0.0011858i,0.00040837-0.00092289i,0.00082656-0.000289i,8.4472e-05+0.00034776i,-0.00085155+0.00020919i,-0.00084307-0.00054622i
-0.00043706+0.00021511i,-0.0010166-0.001076i,-0.0016767-0.0013183i,-0.0013139-0.0005616i,0.00033159-1.8281e-05i,0.0018808+0.0003605i,0.0028504-0.00038044i,0.0015535-0.000965i,-0.0003068-0.0011182i,-0.0002517-0.00080672i,0.00061079-0.00031839i,0.0010201+0.00060966i,0.00034897+0.00054571i,-0.00060555-4.3171e-06i,-0.0010936+0.00026038i,-0.00073369+6.3421e-05i,-0.00013444+4.859e-05i,8.399e-05+0.00054969i,4.0133e-05+0.00045235i,-0.00010501-7.5653e-05i,-0.00015519-0.00086404i,0.00016278-0.0012931i,-2.0052e-05-0.0011398i
0.00059642+0.00097704i,0.00043093-0.00078154i,0.0012813-0.00075275i,0.0029629-0.0014805i,0.0029914-0.0029449i,0.0027731-0.0025923i,0.0026689-0.0013858i,0.0012448-0.0010661i,0.00022435-0.00025724i,2.2136e-05+1.9103e-05i,0.00017479-0.00024272i,0.0003745+0.00017006i,0.00033575+0.00039778i,0.00011121+0.00046468i,-0.00020221-0.00024401i,-0.00050371-0.00047327i,-0.00069945-0.00031508i,-0.00044038-0.00036056i,2.744e-05-8.1241e-05i,-8.2568e-05-1.4794e-05i,9.8383e-05-5.0475e-05i,0.00093101-6.3837e-05i,0.0017444-0.00049384i
0.00075897+0.00096887i,0.00018802+0.0012361i,0.00031011+0.0015879i,0.00051073+0.0013274i,0.00093898+0.00084623i,0.0018674+0.00021998i,0.0019539-0.0005942i,0.0011679-0.00061008i,0.00056554-0.00020705i,-0.00020456-0.0002257i,-0.00094842-0.0003295i,-0.00080391-5.179e-06i,-0.00033787+0.00045672i,-0.00063453+0.00068673i,-0.0011193+0.0003769i,-0.00034964+0.00028235i,0.00036382+0.0005719i,0.00055365+0.00081726i,0.00069132+0.0007737i,0.00038112+0.00025111i,-0.00063283+0.00015423i,-0.0005178-4.0007e-05i,-0.0001232-0.0005479i
0.00026179-0.00076221i,5.9501e-05-0.00032597i,-0.0012563+7.4214e-05i,-0.0023064+0.00086697i,-0.0010921+0.00072017i,0.00093642-9.6362e-05i,0.0022437-0.0012076i,0.0019654-0.001124i,0.00086333+0.00032644i,-0.00043416+0.00064976i,-0.0010352+9.9101e-05i,-0.00067595+0.00010588i,0.0003738+1.9497e-05i,0.0015154+1.2602e-06i,0.0014505+0.00083048i,0.00038413+0.0016943i,-0.00045113+0.0014104i,-0.00058299+0.00064686i,-3.4281e-05+3.9347e-05i,-0.00047564-0.00037728i,-0.00081943-0.00092286i,-0.00012269-0.00053539i,-0.00025746+0.00015012i
0.00093928+0.0025654i,4.3445e-05+0.0014576i,2.4866e-05+0.0014697i,0.0015427+0.00072289i,0.0018926+0.00056914i,0.0015091+0.00085551i,0.0014979-8.1746e-05i,0.00070266-0.00066465i,-0.00025488-0.00025475i,-0.00049861+0.00019698i,-6.7131e-05+0.00037216i,0.0002295-0.00037602i,-0.00024194-0.0012628i,-0.00081932-0.0015034i,-0.00052806-0.0013484i,-0.00032242-0.00094795i,-0.00021596-0.0005779i,-0.00021396-3.5252e-05i,-0.00027506+0.0006057i,-0.00057937+0.00036656i,-0.00019406-8.5119e-05i,0.0011008-1.1096e-05i,0.0013509+0.00026279i
-0.00082389-0.00051898i,-0.0015431-0.00017577i,-0.00063278-0.00052281i,0.00032074-0.00080018i,0.00021572-0.00069417i,0.0010312-0.00091444i,0.0016407-0.0009246i,0.00024484-0.00093063i,-0.00082122-0.00038876i,-0.00095263+0.00030438i,-0.00052747+0.00061743i,0.00017143+0.00034709i,0.00029582-0.00049117i,-0.00038324-0.00015102i,-0.0002813+0.00032527i,0.00029696-0.00017448i,0.00024515-0.0004302i,-0.00017701-0.00034276i,-0.00044176-0.00020024i,3.9594e-05-8.1766e-05i,0.00081366+0.00032549i,0.0006189+0.00025485i,0.00038911+9.8821e-05i
0.0017848+0.0023074i,0.0031762+0.0007617i,0.0031751+0.00053534i,0.0029953+0.00038166i,0.0021614-0.00092951i,0.0016021-0.0023211i,0.0018725-0.0023775i,0.0012512-0.0012588i,0.00070266-0.00043601i,0.00021783-0.00033144i,-0.00078478-0.00095415i,-0.0010113-0.00059444i,-0.0011003-0.00017074i,-0.00088151-0.00096434i,-0.00012633-0.0013056i,0.00012576-0.00023544i,0.00067221+0.00079736i,0.0011356+0.00081066i,0.00066546+9.5354e-06i,0.00012576-0.00084962i,0.00046305-0.0002618i,0.00029981+0.00023757i,0.00023387-1.0308e-05i
-0.0010831-0.0020077i,-0.0015788-0.0017407i,-0.0015655-0.0010671i,-0.0019195+0.00013357i,-0.0007601+0.00058523i,0.0016397-0.00018683i,0.0025915-0.0021302i,0.0013769-0.0022744i,0.00038893-0.00061893i,-0.0005123+0.000454i,-0.0011495+0.00079267i,-0.00096232+0.00019827i,-0.00082254-0.00054987i,-0.00080902-0.00043188i,-0.0010282+0.0005228i,-0.00095153+0.00061635i,-0.00046998-0.00030643i,7.8553e-05-0.00081231i,-9.95e-05-0.00082289i,-0.00030476-0.00078801i,-0.0003525-0.00078092i,1.493e-05-0.0003848i,0.00062644+0.0003925i
0.00071044+0.0022777i,-0.00061672+0.0016659i,-6.9028e-05+0.001391i,0.0016521+0.0013063i,0.0025959+0.0006815i,0.0028316-0.00060255i,0.0021551-0.0012965i,0.00086093-0.00041816i,0.0002708+0.00043071i,-0.00015299-0.0004343i,-0.0012665-0.00057744i,-0.0015427-0.00034844i,-0.00050465-0.00091916i,0.00011242-0.001302i,-0.0007406-0.00083463i,-0.0014439-3.9814e-05i,-0.00098169-0.00022803i,2.3124e-05-0.00016813i,-7.1353e-05+0.00056351i,-0.00072164+0.0007116i,-0.00063952+0.00031675i,-0.00029215+0.00067877i,4.7328e-05+0.0011361i
0.00093193-0.00097777i,0.00056252-0.0012939i,0.00033101-0.00088396i,-0.00062438-0.00072182i,-0.00032576-0.0010238i,0.0010852-0.00076794i,0.0017054-0.00062673i,0.0015963-0.00059411i,0.0011021-0.00081192i,0.00079054-0.00046861i,-9.6697e-05+0.0004814i,-0.0014065+0.00075794i,-0.0013168+0.00047182i,-0.0011519+0.00091112i,-0.0011891+0.0011436i,-0.00018714+0.00083732i,-9.569e-05+0.00057667i,-0.0007959-0.00032057i,-0.00055094-0.00099214i,0.00011924-0.00051823i,0.00029861-0.00010814i,-0.00025759+0.00015236i,-0.0010024-6.3972e-05i
-0.00012689-0.0027585i,-0.0015147-0.0022656i,-0.0022057-0.00099182i,-0.0013888+0.00022746i,-6.127e-05+0.00027503i,0.00098589-0.00063608i,0.001848-0.0016446i,0.0011032-0.00232i,-0.00050269-0.0020374i,-0.0010394-0.0009353i,-0.00070563-5.5272e-05i,-9.9109e-05+0.00055038i,0.00020602+0.00046413i,0.00080694-0.00017246i,0.00051125-0.00034422i,-1.9895e-05-6.3829e-05i,-0.00023377+0.00051257i,-0.0010729+3.6223e-06i,-0.0011013-8.122e-05i,-0.0008238+0.00060328i,-0.00028856+0.00012132i,9.2456e-05-0.00031029i,-0.000287+0.00028217i
0.0020512+0.00096859i,0.0019871+0.0010274i,0.0016174+0.00097118i,0.0018486+1.4422e-05i,0.0020367-0.00079854i,0.0017287-0.0009815i,0.0019755-0.0011964i,0.0010251-0.00083626i,1.5157e-05-0.00028905i,-0.00052384-0.00025255i,-0.00098446-0.00028665i,-0.00037235-3.0115e-05i,0.00082799-0.00019522i,0.0012456-4.967e-05i,0.00030059-3.964e-05i,-0.00029909-0.00062411i,-0.00033696-0.00023488i,-0.00086936+0.00059865i,-0.0014365+0.00062375i,-0.0012053+0.00041352i,-0.00070311+0.00017978i,-0.00018036-6.3053e-05i,-0.00047003+0.00022796i
0.0011246-0.00047292i,-0.00025436-0.0021009i,-0.00062511-0.0021899i,-0.00017662-0.00083314i,0.00045712-2.5471e-05i,0.0010823+0.00060677i,0.0010118+0.00041329i,0.00099002-0.00015994i,0.00096895-0.00015938i,0.00044575-0.00016223i,-0.00018504-0.0011132i,-0.00012011-0.00073413i,-5.4145e-05+0.00077069i,-1.3942e-05+0.0017236i,-0.00038314+0.00078627i,-0.00015761-0.00046927i,0.00022646-0.00028351i,-8.9987e-05+2.6418e-05i,-5.284e-05+0.00022739i,-0.00011811+0.00031516i,-0.00060072+0.00037748i,-0.00045245+0.00051536i,-0.00035067+0.00021227i
0.00019836-0.0008168i,-0.0011163-0.00062766i,-0.001627-0.0004979i,-0.0010179-0.00082087i,0.00034053-0.0011323i,0.0019154-0.00085657i,0.0028321-0.0010837i,0.0024653-0.0013966i,0.0012609-0.00067625i,0.00078565-0.00049629i,0.00057287-0.00080191i,-0.00064427-0.00053951i,-6.2441e-05-0.00032079i,0.00093275-0.00058533i,0.00060068-0.0007221i,0.00056087-0.00017635i,-2.7507e-05+0.00028511i,-0.00061543-6.7277e-05i,0.00043799-0.00014266i,0.00093466+9.8946e-05i,0.00064934-0.00027463i,0.00058101-0.00073219i,0.0001825-0.0006241i
0.0027092+9.3738e-05i,0.0029732-0.00034039i,0.0027034-0.00088607i,0.0017561-0.0013108i,0.0009999-0.0025753i,0.00039544-0.0023767i,0.00070992-0.00094182i,0.00089642-0.00022418i,0.00077588-0.00028912i,0.00066491-0.00034002i,-0.00015698-0.00035363i,-0.00071566+0.00058169i,-0.0011464+0.0013888i,-0.00096995+0.00087562i,-0.00089685+0.00013037i,-0.001353+8.2521e-05i,-0.0016399+0.00034211i,-0.0014685+0.00045953i,-0.00035696+0.00031475i,0.00014391+0.00023884i,0.00055001-0.00017746i,0.00060077-0.00026199i,0.00012092+0.0001892i
0.00010517+0.0014255i,-4.7842e-05+0.0012895i,0.00075296+0.001303i,0.00091371+0.0016848i,0.0014298+0.0011957i,0.0026662+0.00052394i,0.002133+0.00016134i,0.00065785-0.00055772i,-0.00073534-0.00018696i,-0.00080734+9.1678e-05i,-0.00059143-0.00018543i,-0.0011106+9.8847e-05i,-0.00070914+0.00024886i,-5.2794e-05+0.00017134i,-0.00026229-0.0003453i,-0.0005253-0.00077581i,-0.00053675-0.00061325i,-0.00037003-0.00015092i,-0.00053461+2.0777e-05i,-0.00014123+0.00042967i,0.00016108+0.00040426i,0.00021571+0.00016254i,-2.3489e-05+0.0006558i
-0.00039949-0.0013467i,-0.00046499-0.00092266i,-6.2379e-05-0.00072029i,-0.0002508-0.00038511i,0.00053729-0.00053896i,0.0023729-0.00057964i,0.0026007-0.0012525i,0.00077928-0.0010287i,-0.00063379-3.4637e-05i,-0.00020229-0.00043193i,0.00034995-0.00065827i,0.00059074-0.00075172i,0.00084082-0.00043724i,0.00052301+0.0003913i,0.00036484+0.0010318i,0.00037284+0.0010068i,-0.00070168+0.00054137i,-0.001467-0.00017111i,-0.00096457-0.0003469i,-0.00035902-0.00040062i,-0.00036484-5.4852e-05i,-0.00024503+0.0010395i,0.00033165+0.00097826i
-0.0012392-0.0017048i,-0.00050976-0.0016383i,-0.00070163-0.0013129i,-0.00083158-0.00048938i,0.0003411-0.00022171i,0.0020045-0.00076157i,0.0023477-0.0014957i,0.00095871-0.0010454i,-0.00020975-0.00036669i,-0.00024452-0.00020942i,0.00021128+0.00049699i,0.00037395+0.0010474i,0.00041277+0.0007778i,-0.0002005+0.00044732i,-0.00023147+0.00038622i,-0.00028476-8.8827e-05i,-0.00064191-0.00066622i,-0.00037875-0.00091882i,-1.4549e-05-0.00060177i,-0.00039657+0.00025493i,-0.00051994+0.00025671i,-0.00019228-0.00039322i,-0.000325-0.00084065i
0.0016043-0.0014217i,0.00202-0.0011267i,0.0014344-0.001226i,0.0013616-0.00086019i,0.00097229+0.00033617i,0.00087951+0.00060417i,0.0016125-0.0003187i,0.0018691-0.00082539i,0.0011429-0.00026609i,-2.7542e-05+0.00015018i,-0.00038176-0.00036748i,-0.00041524-0.00078553i,-0.0010125+0.0001071i,-0.0018019+0.00052068i,-0.001185+0.00041203i,-1.939e-05+0.00094989i,-0.00019542+0.00060258i,-0.00060761+3.3665e-05i,-0.00038689-0.00025668i,0.00038308-0.0010048i,0.00097985-0.0010161i,0.00056695+8.1385e-05i,0.00056374+0.00075069i
-0.00069633-8.7718e-05i,-0.0017323-8.2859e-05i,-0.0021574-3.8445e-06i,-0.0015819+0.00088446i,-0.0002822+0.0013414i,0.0018989+0.00098349i,0.0028638+0.00029027i,0.0016952-0.00048506i,0.00067587-0.00029468i,0.0002933+0.00045403i,-0.00020094+0.00058675i,-0.00055317+0.00024204i,-0.00029661+0.00017553i,0.00054185+0.00022298i,0.00092203+0.00080628i,-0.00019067+0.0011487i,-0.00064358+0.0011615i,-0.00089015+0.0011921i,-0.00038318+0.00026879i,-3.5729e-05-0.00041651i,-0.00077885-0.00041462i,-0.0012337-0.00041225i,-0.00074081-0.00020789i
-0.00077663-0.00093014i,-0.00091345-0.00013613i,-0.00072894-0.00030027i,-0.0001868-0.0015478i,0.00019825-0.0016983i,-4.4444e-05-0.0017374i,0.00016473-0.0018091i,3.1737e-05-0.0011236i,-0.00032258-0.00076655i,-3.0379e-05-0.00029039i,0.00016116+0.000159i,-0.00018083+0.00079551i,-0.00070274+0.0011597i,-0.0001934+0.0008437i,-0.00013346+0.00022013i,-0.00023349+0.00016488i,0.00049795+0.0001804i,0.00082127-0.00027312i,0.00047977-3.9929e-05i,-0.00029578+0.00017042i,4.9665e-05-0.00047866i,0.00052283-0.00087546i,0.00020333-0.00062648i
0.00029072-0.00068088i,0.00056925-0.00031326i,-0.00042503-0.0008527i,-0.00011857-0.0011707i,0.001421-0.00063877i,0.0022571-0.00091052i,0.0018322-0.0008991i,0.0015587-0.0010957i,0.0013303-0.001021i,0.00080432-0.0002575i,0.00074924+0.0001379i,0.0008962-0.00014965i,0.00032306-0.00015589i,-0.000418-0.00034808i,-0.00036319-0.00062945i,0.0002386-0.0004443i,7.7846e-05-0.00022819i,-0.00090266+0.00043708i,-0.00089903+0.00020554i,0.00022235-0.00070519i,0.0009128-0.00077204i,0.00085224-0.00019923i,0.00055053-0.00031097i
-0.0027274-0.0012316i,-0.0023845+0.00056879i,-0.0023812+0.0020918i,-0.0014972+0.0017923i,0.00023709+0.0014184i,0.0019974+0.00055045i,0.0023319-0.0007083i,0.00049616-0.00088101i,-0.00061567-0.00049782i,8.942e-05+0.00050837i,0.0011285+0.0010243i,0.00080813+0.00024159i,7.6828e-05+3.7718e-05i,0.00020491+3.4955e-05i,9.347e-05+0.00023026i,0.00027276+0.00033941i,0.00052022-0.00033544i,-0.00024373-0.00072982i,1.121e-05-0.00055195i,0.00069398+5.018e-05i,0.0006359-4.5785e-05i,-0.00021585-0.00039993i,-0.00016003-0.00047362i
-0.0021112-0.00090915i,-0.0015675-0.00073147i,-0.00085213+0.00097596i,0.00016499+0.0016799i,0.00093526+0.001046i,0.0013726-0.00052187i,0.0017599-0.0011484i,0.00063025-0.00036812i,-0.0001159-0.00011673i,-0.00025995-0.00041416i,-0.00044968-0.00056326i,7.3506e-05-4.9232e-05i,0.00021397+6.3677e-05i,-0.00028077-0.00078451i,-3.7638e-05-0.0012096i,0.00035234-0.00026651i,-0.00015419+0.00053266i,-0.00066646-5.4555e-06i,-0.00031607-7.9084e-06i,-0.00014392+6.5613e-05i,-0.00056968-3.4568e-05i,-0.00068087+0.00015322i,-0.00056862-9.8264e-05i
-0.0011015-0.00064465i,-0.00077238-0.00066058i,0.00045354-0.00063803i,0.0010851-0.0003779i,0.0013339-0.00093846i,0.0029055-0.001548i,0.0032825-0.0018954i,0.0011859-0.0017288i,-0.00070873-0.00043955i,-0.0011947+0.00084615i,-0.00082217+0.0011389i,-0.00048815+0.00084953i,-0.00041089+0.00070429i,-4.0998e-05+0.00023673i,0.00016245-4.425e-05i,0.00080157-0.00013748i,0.00083857-0.00034908i,0.00044279-7.9635e-05i,-6.052e-05-1.0949e-05i,-0.0006056-0.00055497i,-0.0003612-5.4749e-05i,0.00024859+0.00058613i,0.00052229-7.9148e-05i
0.0015727-0.00038333i,0.0009511-3.1972e-05i,0.00077579+0.00039902i,0.0010279-1.8803e-05i,0.0013556-0.00056548i,0.0017854-0.00083099i,0.0019228-0.00088863i,0.0012076-0.00031373i,0.00030898-0.00030721i,0.00024683-0.00052397i,0.00047694-0.00040189i,-0.00013588-9.7808e-05i,-3.6457e-05-0.00027914i,-6.0499e-05-0.00039378i,-0.00034588-0.00017132i,-0.00054325+0.00061535i,-0.0012441+9.2009e-05i,-0.00060009-0.0006676i,1.7107e-05-0.0011835i,-0.00039019-0.00083667i,-0.00068314+0.00046725i,-0.00066787+0.00097708i,-0.00082869+0.00059636i
