0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
-2.903e-05-0.001285i,0.00031695-0.0012362i,0.00076977-0.00082598i,0.0013536-0.00092405i,0.0014106-0.00088746i,0.0021964-0.0013061i,0.0019908-0.0026752i,0.0001492-0.0027315i,-0.0010819-0.001173i,-0.0014496-0.0003506i,-0.00063815+0.00051239i,7.3355e-05+0.0010896i,0.00055275+0.00011287i,0.00064876-0.00025512i,0.00050608+0.0007344i,-0.00026299+0.0010179i,-0.00083008+2.7421e-05i,-0.00049411+8.7319e-05i,7.3929e-05+0.00049733i,0.00077019-0.00021988i,0.00078605-0.00057334i,0.00016414+0.0001011i,0.00043992+0.00069083i
0.00010971+0.0011144i,5.1756e-05+0.0017661i,0.00031202+0.0015117i,-0.00024599+0.0016343i,-0.00031775+0.00096223i,0.0010498-0.00072403i,0.00093607-0.0024268i,3.5511e-05-0.0021283i,-0.00012262-0.00040844i,2.2766e-05+0.00034689i,-0.00049103+0.00017206i,-0.00072082+0.00017039i,0.0001298+0.00036533i,2.5383e-05+2.502e-05i,-0.00039306+0.00071752i,0.00010181+0.00099035i,0.00011709+0.00036485i,-0.00053048+0.00053815i,-0.0004962+0.00026805i,0.00041237+0.00021016i,-6.8523e-05+0.00049693i,-0.00082262-2.0124e-05i,-0.00072905-0.00051308i
-0.00073968+0.00064783i,-0.001835-0.00010286i,-0.0029354+0.00014512i,-0.002058-0.00075889i,0.00014203-0.0024662i,0.0011738-0.0025443i,0.00069718-0.0019467i,-0.00057518-0.00082874i,-0.0010553-0.00020369i,-0.001158-0.00066549i,-0.0015697-0.00074667i,-0.001019-0.00013383i,-0.00097209+0.0003885i,-0.0014291+0.000872i,-0.001292+0.001178i,-0.00036911+0.0010445i,0.00027287+0.00014966i,0.00020166-0.00090352i,0.00025854-0.0012493i,0.00022834-0.00066482i,0.00054134-0.0005136i,0.0015169-0.00026453i,0.0016505-0.00021903i
-5.3424e-06-0.00092009i,0.00015443-0.0017656i,0.00048851-0.0029365i,0.00036425-0.0020182i,0.00060308-0.0013897i,0.00089743-0.0016198i,0.00076976-0.0019101i,0.00039654-0.0012398i,0.00018209+1.2078e-05i,-0.00018155+0.00026709i,-0.00042035+0.00028215i,-0.0003075+7.3558e-05i,-0.00018337+8.8956e-05i,0.00023016-0.00030718i,0.00083885-0.00014344i,0.001062+0.00043465i,0.00089085+2.9821e-05i,0.00091844-0.00049226i,0.00085446-0.00037725i,0.00028178-0.00086502i,-0.00014591-0.001125i,-0.0003381+5.1801e-05i,-0.00043693+0.00029514i
-0.0001362-0.0014398i,0.00056453-0.00057911i,0.00091756+0.00051029i,0.00023824+0.00087788i,-6.0665e-05-9.9084e-05i,0.00044348-0.001612i,0.00022945-0.0022651i,-0.00044962-0.0015605i,0.00010291-0.00036987i,0.00057384+2.1801e-05i,-0.0005363+0.00015031i,-0.0010306+0.00028769i,-0.00084396+0.00027397i,-0.00044916+0.00015378i,-0.00012355-6.1695e-06i,-0.00020047-8.7452e-05i,0.00029512+0.00010106i,0.00048164+0.00048312i,0.0002158+0.00038165i,0.00053088+0.00023109i,0.00038263+0.00015395i,0.00012419+0.00034453i,0.00053585+0.00020701i
-0.00010188+0.0018018i,0.00047148+0.0029158i,0.0015603+0.0031589i,0.0017499+0.0016024i,0.0012565-0.00014264i,0.0011654-0.0014031i,0.00064911-0.0020416i,-0.00044557-0.0019559i,-0.00064192-0.00091555i,-0.00058968-4.9656e-05i,8.1326e-06-0.00036846i,0.00061797-0.00026043i,4.7715e-05+0.00041846i,-0.00051815+0.00044746i,-0.00061887+0.00035449i,-0.00067896+0.0003341i,-0.00074486+0.0002265i,-0.00083853-0.00040744i,-0.00050149-0.00068812i,-0.00015258-0.00013852i,0.00070359+0.00020111i,0.00054686+1.3321e-05i,1.105e-05+0.0001074i
-0.00302-0.00080926i,-0.0038954-0.00051966i,-0.0037927-0.00063117i,-0.0018255-0.0007989i,-0.00064551-0.00033669i,-0.00025455-0.0006984i,-0.00045024-0.0010743i,-0.0011019-0.00012334i,-0.00083456+0.0007219i,-0.00031543+0.00071746i,-0.00051972+0.00042868i,-9.8568e-05+0.00013882i,0.00012706+8.5253e-05i,0.00057728+0.00026731i,0.00075159+0.00079996i,-0.00049533+0.00088901i,-0.00028673+0.00017608i,0.00010364-0.00050564i,-0.00032806-0.00075647i,0.00013245-0.00097963i,0.00010653-0.00091732i,-0.00023785-0.00014613i,2.9905e-05+0.00064752i
-0.0022662+0.00075217i,-0.001918+0.00080386i,-0.0013104+0.0016698i,-0.0011777+0.0017443i,5.215e-05+1.2523e-06i,0.002064-0.0020113i,0.0023552-0.0025644i,0.00097722-0.0017952i,0.00037984-0.0012349i,1.8532e-05-0.00085906i,-0.00094965-0.00014509i,-0.00066954-0.00033285i,-2.0466e-05-0.00073497i,1.6301e-05-0.00063089i,0.00016516-0.00081451i,0.00057401-0.00066785i,0.00017999-4.1301e-05i,-9.4942e-05+6.7282e-05i,-0.00012108-6.3083e-05i,-6.3386e-05+0.00038195i,7.3626e-05-0.00027228i,0.00040243-0.00087196i,0.00022764+4.6075e-05i
-0.0021053+0.00097877i,-0.001031+0.0011214i,0.00042222+0.0013835i,0.0013294+0.00035031i,0.0019653-0.0013322i,0.0024278-0.002545i,0.0011641-0.0023845i,0.0002199-0.0016878i,0.00033264-0.00074697i,0.00040413-0.00051586i,-7.5846e-05-0.00055964i,-0.00062945-0.00027136i,8.8967e-05-0.00017215i,0.00038096-1.7096e-05i,-0.00015534+0.0004346i,0.00023756+0.00065477i,0.00035417+0.00020328i,4.8472e-05-0.00021643i,-0.0001638+0.00032465i,0.00022458+0.0006889i,0.00051804+0.00048142i,0.00011608-0.00011381i,-0.00039826-0.00036429i
-0.00049837-0.00032787i,8.2108e-05+0.00042083i,0.00034795+0.0012955i,0.00077385+0.0010647i,0.0017939-0.00023887i,0.0017029-0.0021167i,0.00092617-0.0027613i,0.00077952-0.0012744i,0.00035239+0.00013086i,-0.0001381+0.00039788i,0.00011019+0.00015567i,0.00037544-8.3315e-05i,0.00050708-0.00018952i,0.00048445-0.00067566i,4.7577e-05-0.0012214i,-3.3982e-05-0.0013929i,7.3885e-06-0.0011253i,-0.00025313-0.00065749i,-0.00038086-0.00050446i,-0.00061329-7.2655e-05i,-0.000548-0.00017063i,0.00061369-0.00054134i,0.0011737-0.00032167i
-0.002057+0.0029589i,-0.0004513+0.0032179i,0.001185+0.0037673i,0.0023981+0.0025398i,0.0036174+9.8826e-05i,0.0032772-0.0026311i,0.0017599-0.0033987i,0.00025346-0.001403i,-0.00069262-0.00018244i,-0.00065789-0.00063883i,-0.00026466-0.00033089i,-8.7471e-05-0.00023477i,-0.00066953-0.00029884i,-0.0012621-0.00051542i,-0.00097378-0.0003908i,-0.00054215+0.00047549i,-0.00058484+0.0013527i,-0.00027697+0.0013398i,0.00061474+0.0011723i,0.00087988+0.001006i,0.0003639+0.00073623i,0.00039647+0.00024548i,0.00034539+0.00019156i
-0.00032844-0.0010528i,-0.00072377-0.00081203i,-0.00043713-0.00035956i,0.00044188-0.001085i,0.00083455-0.0022603i,0.00079298-0.0030912i,-5.8e-05-0.0036133i,-0.00030399-0.0026205i,-7.0991e-05-0.0008901i,-0.00085358-0.0001957i,-0.00056126-0.00017609i,0.00030151+0.00032084i,0.00028988+0.00057069i,-0.00028043+0.00096766i,-0.00081603+0.0011139i,-0.00051043+0.0005496i,5.7996e-05+0.00056129i,0.00045979+0.00026967i,0.0011432+0.00031041i,0.00089251+0.00035259i,0.00042013-3.9622e-05i,0.00082048-0.0003849i,0.00077447-0.00022762i
-0.00034179-0.00035964i,-0.0010746-0.0013982i,-0.0011391-0.0007748i,-0.00061479-0.00075993i,0.00073117-0.0010106i,0.0011113-0.0019417i,0.0011162-0.0028128i,0.00027868-0.0013399i,-0.0005107-0.00043574i,-8.5498e-05-0.00065236i,0.00013185-0.00095647i,4.3876e-05-0.0013449i,0.00030941-0.00098955i,-0.00026226-0.00020648i,-0.001154+0.00030204i,-0.0011812+0.0003068i,0.00010947-0.00050021i,0.0009427-0.00062692i,-4.133e-05-0.00029958i,-0.00077471-0.00010557i,-0.00069402+0.00017502i,-0.00025021+0.00030242i,-0.0002243+0.0003243i
0.000982+0.00013445i,0.001316+0.0015568i,0.0012572+0.0014896i,0.000911+0.00036827i,0.00054649+0.00022526i,0.00016813-0.00060297i,-0.0002308-0.0020211i,-0.00013857-0.0020028i,0.00042675-0.00064552i,0.0011518+0.00061794i,0.00025608+0.0013635i,-0.0010868+0.0014534i,-0.00058715+0.00090509i,-0.00077954+0.00040341i,-0.00095297+3.883e-05i,-0.00056365+0.00012997i,-0.0010583-0.00019923i,-0.00075563-0.00057701i,0.00053619+2.7852e-05i,0.00060498+0.00032545i,0.00041846+0.00019753i,0.00042426+0.0010175i,0.00025704+0.00085428i
-0.0011793-0.00016452i,-0.0014691+0.00038479i,-0.00202+0.00044355i,-0.0011944-0.00045575i,0.00057092-0.0016i,0.0019967-0.002087i,0.0014417-0.0023355i,-0.00076913-0.0021342i,-0.0016274-0.00089329i,-0.0011598-0.00011135i,-0.00028355+0.00036697i,0.00024226+0.0010895i,0.00074162+0.00037797i,0.0010266+0.00033359i,0.00035523+0.0010072i,1.1191e-05+0.00036133i,0.00030628-0.00045594i,0.00075716-0.00042744i,0.00023516-0.0004278i,-0.00032117-0.00057697i,0.00020782-0.000402i,0.00024734-0.0005631i,-0.00045507-0.0002779i
-0.0025578-0.0008683i,-0.0025881+0.00038632i,-0.0020558+0.0007639i,-0.00071403+0.00048812i,0.0013063-0.00093479i,0.0020419-0.0022818i,0.00090656-0.0033959i,4.6516e-06-0.0030767i,3.748e-05-0.0007933i,-0.00011666+0.00077613i,-0.00041459+0.0014571i,-0.00024734+0.00077261i,-0.00033593-0.00039847i,-0.00034326-0.00028865i,-0.00043572+0.00048102i,-0.00081903+0.0004364i,-0.00068771+0.00030472i,9.4176e-05+0.00062052i,0.00015877+0.00030434i,-0.00010193+0.00020093i,-8.11e-05+0.00024976i,-0.00024592-2.6824e-05i,-0.00040234-0.0006497i
0.00045431+0.00033336i,0.00044287-0.00068619i,0.00068512-0.00084911i,0.0010331-0.00073064i,0.0017275-0.0018371i,0.0015858-0.0032322i,0.00072694-0.0031644i,0.0004823-0.0020597i,4.4486e-05-0.00034117i,0.00028498+0.00043502i,0.00056687-2.8995e-05i,0.00070376-0.00019849i,0.00083206-0.00014286i,0.00032984-0.00019654i,0.00020108+4.0513e-05i,0.00011194+0.000258i,1.1859e-05-0.00044475i,-4.7279e-05-0.00065478i,0.0001245-8.152e-05i,0.0003108+0.00019085i,0.00018291+0.00035434i,6.1929e-05+0.00045177i,-9.1055e-05+6.0271e-05i
0.00085935-0.00026031i,-0.0003407+0.00046332i,-0.001195+0.00051246i,-0.0012203+0.00043561i,0.00034331+0.00011609i,0.0014248-0.00065399i,0.0012781-0.0014577i,0.00044274-0.0010025i,-0.00055308-0.00026957i,-0.00068323-0.00041824i,-0.00024256+3.683e-05i,-0.0001553+0.00038815i,-0.00014761+7.5816e-05i,-0.00024813+0.00034212i,-0.00036863+0.00051338i,-0.00034113-5.532e-05i,-5.3934e-05-0.00051528i,-0.00021848-0.00066072i,0.00039852-0.00082413i,0.0005544-0.00062147i,-0.00011676+0.00026352i,-3.7532e-06+0.00078756i,-0.00045047+0.00060284i
-0.00012246+0.00032742i,-7.1055e-05-0.00086503i,0.00059455-0.00065279i,0.0012375-0.00089876i,0.0009801-0.0019091i,0.00051738-0.002771i,0.00047024-0.0023299i,-0.00013934-0.0012676i,0.0001251-0.00058279i,0.00044476-0.0002045i,2.8082e-05+0.00043065i,-0.00056604+0.00079569i,-0.00064747+0.00013296i,-9.9543e-05+7.6969e-05i,0.00032718+0.00017485i,0.00039373+0.00097927i,-3.5394e-05+0.0015348i,-0.00040299+0.00096265i,-0.00030299+0.00034716i,-9.7853e-05+0.00026258i,-4.0693e-05+0.00096777i,-0.00022193+0.0013537i,0.00023919+0.0012547i
-6.1795e-05+0.0020489i,-0.00066257+0.0016345i,-0.00035131+0.0012134i,7.1244e-06+0.00052628i,0.00048597-0.0012084i,0.001364-0.0027831i,0.0013807-0.0031065i,0.00051015-0.0018058i,-0.00037467-0.00078336i,-0.00072649-0.00074055i,-0.00065269+0.00010799i,-0.00047489+0.00090119i,-0.00031122+0.0002414i,3.0917e-05-0.00092945i,6.6317e-05-0.0014075i,0.00025915-0.00075181i,0.00043506-0.00016411i,0.00036572-0.0008393i,0.00025635-0.00095035i,-0.00022258-0.00010139i,-0.00011588+0.00021847i,-0.00014717-5.3079e-05i,-0.00043608-0.00069917i
-0.001491+0.0028665i,-0.00014066+0.0036426i,0.00090295+0.0037238i,0.0021414+0.0012511i,0.0026933-0.0015821i,0.0018609-0.0038001i,0.00020865-0.0036303i,-0.00067522-0.0011856i,0.00014864+0.00040718i,0.00082124+0.00027717i,3.5466e-05-0.00063622i,0.00017669-0.00076613i,0.0006184-0.00074576i,0.00016463-0.0013972i,2.5535e-05-0.0012877i,0.00028184-0.0004424i,3.5218e-05-0.00052641i,-0.00025651-0.00051078i,-0.00045938+0.00012115i,-0.00066586+0.00048439i,-0.00037919+0.00052447i,-0.00025578+0.00048369i,-2.1623e-05+0.00046458i
-9.9788e-05+0.00080299i,-0.00059431+0.00076265i,-0.00020553+0.00090743i,0.00027025-0.00045848i,0.0010192-0.0014881i,0.0019221-0.0022942i,0.0017221-0.0025003i,0.00051053-0.00084294i,0.00013417-0.00013554i,0.00035206-5.3223e-05i,0.00052703-0.00013655i,0.00017749-0.00066064i,0.00041424-0.00030408i,0.00045053-0.00035983i,-0.00044354-0.00075116i,-0.00043135+2.867e-05i,0.00030655+0.001192i,0.00078349+0.0010663i,0.00050365+0.00065665i,0.00081665+0.00028901i,0.00096136+0.00036777i,-0.00035839+0.00049351i,-0.0010716+5.1213e-05i
0.0010344+0.0011591i,0.0011369+0.0015085i,0.00093928+0.00062832i,0.00094622-0.00078667i,0.00077579-0.0012222i,0.0010346-0.0013858i,0.0012298-0.0010996i,0.00054671-0.0005373i,-0.00031145-4.4271e-05i,-0.0011869-0.00029896i,-0.0015819-0.00063259i,-0.0012168-0.00025938i,-0.00015199+0.00011267i,0.00075366+0.00021528i,0.00071507+0.00087063i,-9.676e-05+0.0010319i,1.8341e-05+0.0005959i,-2.4894e-05+3.9279e-06i,0.00022211-0.00072121i,0.00059457-0.00063693i,0.0005095-0.0013822i,0.00047568-0.0012888i,0.00024412-0.00066347i
0.0014868+0.001172i,0.00078909+0.0016524i,0.000886+0.0017379i,0.00098462+0.00056395i,0.00094852-0.00094746i,0.0012459-0.0020541i,0.0008345-0.0026534i,0.00081479-0.00095426i,0.00070413+0.0001521i,-0.00044778-0.00044939i,-0.00087235-3.9586e-05i,-0.00093863+0.00083915i,-0.00084463+0.00046917i,-0.001193-0.00037956i,-0.0020135-0.00026792i,-0.00099084+0.00074825i,0.00047295+0.0014156i,0.00013622+0.0014463i,-4.1793e-05+0.00036931i,2.965e-05-3.5936e-05i,0.00049686+0.00049275i,0.00057267+0.00042345i,-0.00013353+0.00041938i
-0.0021104-0.00080134i,-0.0027173-0.00086347i,-0.0027465-0.00017099i,-0.0012089-0.00052263i,0.001306-0.0011771i,0.0021436-0.0017297i,0.00094977-0.0023701i,-0.00052281-0.0014516i,-0.0013195-0.00050687i,-0.0012071+2.4737e-05i,-0.00052644-5.549e-05i,4.9932e-05-0.00067149i,0.00062355-0.00012431i,0.00084967+0.00058871i,0.00044274+0.00074457i,0.00060237+0.00058263i,0.00060254+0.00029113i,4.1546e-05-3.1262e-05i,-0.00054218-0.00040366i,-0.00076171-0.00024169i,-0.00033531+0.00022917i,0.0002562-8.9411e-05i,0.00035641-0.0004475i
0.00061244+4.2329e-05i,-0.00016047-0.00040554i,-0.00038821-0.00011624i,6.6655e-05-0.00034057i,0.00064109-0.0011171i,0.0008978-0.0022348i,0.00067081-0.0024165i,0.00017776-0.00097679i,-0.00057093+0.00014174i,-0.00088019-0.00087802i,-0.00013965-0.0011734i,0.00026543-0.00033591i,0.00018986+0.00077606i,-0.00035834+0.0016823i,-0.00093296+0.0013453i,-0.00049119+0.00055815i,0.00011057-9.9328e-05i,3.3154e-05-0.00030331i,-0.00033334-0.00034886i,-0.00046891-5.2635e-05i,-0.00073819-0.00016459i,-0.00088903-2.4034e-05i,-0.00032072+0.00037232i
-0.0012668+7.7906e-05i,-0.00068283+7.151e-05i,-5.2676e-05-0.00024909i,-0.00010302-0.00048174i,-0.00030706-0.0010246i,0.00079054-0.0018815i,0.0017424-0.001797i,0.001125-0.0011973i,0.00028571-0.00060634i,-0.0001892+9.6212e-05i,-0.00053538-2.9921e-05i,-0.00055587-0.00015434i,-0.00089434-0.00031561i,-0.00042063-4.5304e-05i,5.9266e-05+0.00058288i,-0.00010045+0.00043501i,-0.00026403-0.0001835i,-0.00023392-0.0010224i,-0.00035253-0.001141i,-0.00057483-0.00055085i,-5.8879e-05-3.4294e-05i,9.9469e-05+0.00024048i,-8.1345e-05+0.00037982i
0.00036016+0.0012384i,-0.00023297+0.0018658i,-1.8229e-06+0.0016767i,0.00042484+0.00032768i,0.0011452-0.0013392i,0.0018818-0.001548i,0.0011607-0.0018224i,0.0003056-0.0019602i,-0.00038061-0.00073083i,-0.00072464-0.00067003i,-0.00056913-0.00065006i,-0.00036736+0.00043284i,-0.00040455+0.00065768i,-0.0012509+0.00059482i,-0.0010318+0.00098155i,-0.00050025+0.0010776i,-0.00020123+0.0008502i,0.00022054+0.00091939i,-0.0001515+0.00070884i,7.2732e-05-0.0001707i,0.00076362-0.00067619i,0.00080199-0.00051108i,0.00029001+9.9944e-06i
-0.0017939-0.0022194i,-0.0027041-0.0025609i,-0.0025233-0.0015556i,-0.001427-0.0008095i,-0.00094534-5.0462e-05i,-0.00056487-0.0012148i,-0.00074319-0.00226i,-0.00096545-0.0010046i,-0.00051341+0.00038751i,0.00011208+0.00011184i,0.00048223-0.00022661i,0.00019208+3.4233e-06i,0.00057698+0.00073703i,0.00062147+0.00056612i,-0.00022605+6.0389e-05i,-0.00041777+0.00010129i,-0.00042141+0.00019534i,-0.00050437+0.00084142i,-0.00079507+0.00144i,-0.00071314+0.0012823i,-8.053e-05+0.00077156i,-4.2935e-05+0.0003092i,-0.00017319+0.00023831i
0.0009971+0.00055297i,0.0012501+0.0013802i,0.0014126+0.0026375i,0.0017107+0.0022256i,0.0025187-0.00035639i,0.0033949-0.0025185i,0.0017878-0.0032381i,-0.00079923-0.0022998i,-0.0013047+0.00036094i,-0.0013486+0.0012532i,-0.0010144+0.00050317i,-0.00063466+0.00020934i,-0.00053654+0.0001512i,0.00048674+0.00025341i,0.000816+0.00011461i,-0.00014638-0.00041726i,-0.00058852-0.0002893i,-0.00057704-0.0004979i,-5.6419e-05-0.00060775i,0.00030136+0.00014292i,0.0004379+0.00071985i,0.00067429+0.00056662i,0.0009061+2.1823e-05i
-0.00032019+0.00087858i,0.00090104+0.00010417i,0.0018968-0.0011598i,0.0012756-0.0015126i,6.6764e-06-0.00088423i,2.5783e-05-0.001357i,9.2087e-05-0.0024544i,-0.00044594-0.0023366i,-0.00052811-0.00099838i,-5.3555e-05-0.00014216i,0.00029457-0.00011382i,-0.00058439-2.7778e-05i,0.00012307-0.00027306i,0.001302-0.00064106i,0.0007565+2.2682e-05i,0.00027315+0.00052359i,-6.9374e-05+3.4586e-05i,-0.00079261-0.00010517i,-0.00072246-0.0001014i,0.00019581-0.00061687i,0.00046154-0.0004246i,0.00062103+0.00010069i,0.0013553-0.0001538i
-0.0028951+0.0023468i,-0.0023783+0.0037053i,-0.0014835+0.0044559i,-0.00054655+0.0026826i,0.0012468-0.00051i,0.0015817-0.0027496i,0.0011759-0.0027897i,0.00053011-0.0017172i,-2.6599e-05-0.00046154i,-0.00038918+0.00016808i,-0.00095106-9.4945e-05i,-0.0011477-0.00028651i,-0.0006074-0.00011486i,-0.00062991-0.00050303i,-0.00052511-0.00093131i,7.8255e-06-0.0011494i,0.00059105-0.00059308i,-0.00023451+1.9577e-05i,-0.00093815+0.00010967i,-0.00052683+0.00053902i,-7.5962e-05+0.00045648i,0.00068478+0.00025418i,0.0011276+0.00047566i
0.00033019-1.0818e-05i,0.002121-0.00083423i,0.0029462-0.00048545i,0.0011031-0.00059421i,0.00047146-0.0017101i,0.0013248-0.0023259i,0.00085049-0.0023949i,-0.00037854-0.0018787i,-0.00027792-0.001605i,-0.00028207-0.0010834i,-0.0005752-0.00051934i,-0.00053254-0.0001767i,-0.00042578-0.00013086i,-0.00066657+6.359e-05i,-0.0013029+0.00017345i,-0.0015441-0.00018287i,-0.00027006-0.00063045i,0.00053326-0.00045091i,-0.00011819+6.3491e-05i,-0.00053038+0.00051104i,-0.00018997+0.00035414i,0.00020612-4.1549e-06i,0.00049378+0.0001045i
-0.0017836+0.001298i,-0.0010421+0.0019182i,0.00052936+0.0026848i,0.0018981+0.0026243i,0.0026954+0.00075434i,0.0026615-0.0025542i,0.0016942-0.0043287i,3.4911e-05-0.0033008i,-0.00076584-0.0014327i,-0.00016462-0.0010273i,-7.0671e-05-0.00082276i,-0.00033116-0.00056665i,-0.0002889-0.001035i,-0.00039466-0.0014469i,-0.00050189-0.00088255i,-8.6859e-05-0.0003213i,-0.00010638-0.00012041i,-0.00021781-0.0005195i,-0.00063436-0.00049477i,-0.0010834+5.7897e-05i,-0.00067907+0.00069315i,-0.0010607+0.00056682i,-0.001833-0.00011398i
-0.00343+0.0073711i,-0.0020313+0.0094767i,0.0018265+0.011776i,0.0048361+0.0083446i,0.0072189+0.0016991i,0.0064811-0.0045325i,0.0029877-0.0058468i,-4.7993e-05-0.002808i,-0.00086514+0.000396i,0.00055978+0.0012284i,0.00059409+0.00047562i,-0.00010378-0.00012422i,-6.9038e-05-0.0010986i,-0.0002454-0.0034741i,-0.0011988-0.0043117i,-0.0013409-0.0019085i,-0.00057083-0.00043599i,-0.0004739-0.00034697i,-0.0012294-0.00020802i,-0.0013381-7.9139e-05i,-0.00048691+0.00081426i,0.00046469+0.001277i,0.0013938+0.00060694i
0.0029056-0.0018528i,0.0020797-0.0025894i,0.00072071-0.0042113i,-0.0015-0.0043769i,-0.0027423-0.0034274i,-0.0018567-0.0026581i,0.0001971-0.0027592i,2.3312e-05-0.0017989i,-0.00021678-0.00060431i,-0.0005087-0.00020822i,-0.0012459+0.00050935i,-0.00077785+0.0013938i,-1.4867e-05+0.0017552i,8.0861e-05+0.0020429i,0.00028076+0.0019127i,0.00058604+0.0010286i,-2.6017e-05+0.00024552i,-0.00057695+0.00011084i,-4.3594e-05+0.00013775i,0.00051926-0.00014667i,0.00046516-0.00034247i,0.00022005-0.00068131i,-0.00049237-0.00076937i
-0.0012064-0.00037104i,-0.0020299-0.00021093i,-0.002472-0.00035047i,-0.0017785-0.0011496i,-0.00019947-0.0022974i,0.0010328-0.0025269i,0.001757-0.0022432i,0.0016507-0.00098294i,0.0010065+0.0010597i,0.00019082+0.0011343i,-0.00035021+0.00072229i,-0.00045968+0.0016485i,-0.00066913+0.001813i,-0.00051486+0.0011229i,-0.00010787+0.0014074i,-2.4758e-05+0.0016073i,0.00044697+0.00049412i,7.6024e-05-0.00041158i,-0.00035948-0.00033418i,0.00031958-0.00077172i,-0.00039385-0.0012505i,-0.00061334-0.00074845i,0.00026104+0.00062094i
0.0028351-0.0024342i,0.0026378-0.0030521i,0.0022379-0.0029207i,0.0016579-0.0031887i,0.00063383-0.0031884i,-0.00047285-0.002244i,-0.00021302-0.0031337i,0.00053072-0.0028362i,0.00057911-0.00078677i,-0.00012359-0.00082832i,-0.0012471-0.00035722i,-0.0012238+0.001097i,-0.00037374+0.0014595i,-0.00064356+0.0012163i,-0.00098554+0.00084381i,-0.00059649+0.00040636i,-0.00021441+0.00037765i,-0.00040751+0.00059753i,-0.00016626+0.00028264i,0.00048196-0.00019278i,0.00030573-0.00015527i,0.00011299+4.2639e-05i,0.00031318-0.00046494i
0.0011919+0.00061916i,0.00068763+0.00080033i,4.4693e-05+0.00059856i,-0.00021401+2.0278e-05i,3.998e-05-0.00086663i,3.1119e-05-0.0021326i,-0.00056452-0.002323i,-0.00061213-0.0016462i,-0.00014439-0.0010735i,-0.00033448-0.00023756i,-0.00058489+0.00064528i,-0.00046117+0.0010255i,-0.00082584+0.0003341i,-0.00016482-0.00021908i,0.00067058+0.00077697i,-0.00024459+0.0015021i,-0.0011679+0.0010766i,-0.00093051+0.00056419i,-0.00042243+0.00061389i,-0.00030222+0.00053635i,-0.00014972+0.00077335i,-0.00028636+0.0006235i,-0.00021427+0.00063269i
0.0011804+0.001208i,-0.00038521+0.0012516i,-0.00019881+0.00087607i,0.0019402-0.00014874i,0.0027857-0.0023263i,0.0013234-0.0037007i,0.00069616-0.0032608i,0.00076904-0.0014228i,0.00070555-0.00056531i,0.00039669-0.00086656i,8.4908e-05-0.0010046i,-0.00014671+0.00011504i,-0.00022403+0.00082705i,-0.00050206+0.0011763i,-0.0011993+0.0006932i,-0.0007417-0.00013924i,8.0498e-05-0.00012205i,8.2841e-05+0.00027869i,-9.0614e-05+0.00043415i,-0.00025085+0.00017917i,-3.9299e-05+0.00021997i,0.00036742+0.00038864i,-2.184e-05+0.00044681i
-0.00077411-8.8164e-05i,-0.00094634-9.368e-05i,-0.00076775+0.00058759i,2.0052e-05-0.00022253i,0.00079889-0.001183i,0.0014451-0.0025058i,0.0010848-0.0031302i,-0.00027093-0.0021253i,-0.000287-0.00091419i,-0.00039429-0.00023802i,-0.00031473-7.6286e-05i,0.00020459+0.00022865i,-0.00020629+0.00027494i,-0.00078496+0.00054346i,-0.00081332+0.0006399i,-0.00094219+0.00051301i,-0.00084745+7.6069e-05i,8.816e-05-0.00030367i,0.00018668-0.00013751i,0.00028765-0.00012875i,0.00038113-0.00018927i,0.00068096+0.00060172i,0.0011925+0.0008271i
-0.0011933+0.00044513i,0.00045005-0.00032902i,0.0015699-0.0012423i,0.0012986-0.0011346i,0.00087765-0.0011606i,0.00056889-0.0020195i,4.8843e-05-0.0018504i,-0.00025255-0.0014841i,-0.00019326-0.00097175i,9.8101e-06-0.00039242i,3.0222e-05-4.1549e-05i,-0.0002257+0.00041193i,-0.00055698+0.00028541i,-0.00072716+0.00042239i,-3.4713e-05+0.00065003i,0.00052483-1.7343e-05i,0.00019083-0.00060309i,-0.00032937-0.00061925i,-0.00029222+7.8989e-05i,-0.0003167+0.00094975i,-0.00075735+0.0009521i,-0.0011617+0.0002801i,-0.00079721-0.00026195i
0.00068193+0.00046772i,0.00014802+0.0013661i,2.697e-05+0.001144i,0.00064316+0.00071152i,0.00055886-0.00023795i,0.0013552-0.0012187i,0.0015849-0.0022342i,0.00055314-0.0021039i,-0.00069198-0.0013415i,-0.0012994-0.00099572i,-0.00062046-0.00049423i,-0.00063155+0.00032896i,-0.00071364+0.00013368i,-0.00017913-0.00052225i,0.00031258+7.6178e-06i,0.00062893-2.3971e-05i,0.00079873-0.0005053i,0.00038927-0.00040869i,-0.00035281-0.00061166i,-0.00036517-0.00069881i,-0.00031969-0.00096935i,-0.00028151-0.00083011i,-0.00013912-0.00061731i
