0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
0.00038809-0.00023607i,0.0008095+3.967e-05i,0.00022537-0.00035837i,-0.00091402-0.0012437i,-0.0012123-0.00016171i,-0.00045592-0.00034736i,-0.00023889-0.0012079i,-0.00022398-0.0013199i,-6.9621e-05-0.0011698i,-0.00028717-0.00032361i,-0.00065055-9.0849e-05i,-0.00022087-3.2991e-05i,-0.00038985+0.00049918i,-0.00075175+0.0011474i,-0.00081906+0.0013985i,-0.0010015+0.00072947i,-0.00085935+0.00040771i,7.697e-05+0.00029588i,0.00073492+0.00036828i,0.0010248+0.00064565i,0.00059126+0.00017492i,0.00029511-0.00045253i,-0.00013879-0.00053147i
-3.5171e-05+0.002507i,0.00090225+0.0013261i,0.00077766+7.0177e-05i,0.00041523-0.00036556i,-0.00067208-0.00058929i,-0.0020442-0.0011226i,-0.0010835-0.00036492i,-0.00020822+0.0011922i,-0.00070173+0.00089322i,-0.00033535-0.00013501i,0.00015429-4.6618e-05i,-0.0001696+0.00036929i,-0.00051437+0.00019976i,-0.00054706-0.00034042i,-0.00037715-0.0001441i,-8.8795e-06+9.8523e-05i,0.00020162-0.00022799i,0.00018945-0.00074693i,7.9369e-05-1.2198e-06i,0.00023427+0.00017128i,0.00068385-0.00038927i,0.00073031-0.0006551i,0.00037777-0.00055457i
0.00019051+0.0015421i,-0.00056403+0.0015873i,2.0448e-05+0.001898i,-0.00027988+0.00057816i,-0.00073727-0.00044791i,-0.00012964-0.0007609i,-0.00034664-0.0010013i,-0.00051818-0.00086152i,-0.00010698-5.3065e-05i,-0.00025283+0.00052534i,0.00024281+0.00034084i,0.00046837+0.00030029i,-0.00057091+0.0004202i,-0.0010903+0.00041961i,-0.0010442+5.1077e-05i,-0.00079758-3.7031e-05i,9.5462e-05-0.00021052i,0.00014442-0.00080722i,0.00010952-0.0002258i,2.4361e-05+0.00072846i,-0.00045274+5.1906e-05i,-0.00064842-0.00036997i,-0.00068097+0.00011765i
-0.0029804+0.00015587i,-0.0036176-1.7297e-05i,-0.0041229-0.00013137i,-0.0034136+0.00056889i,-0.0012178+0.00050551i,-0.00029834-0.00064698i,-0.00016573-0.0013198i,-0.00054172-0.00092075i,-0.00044873-0.00087388i,0.00029749-0.00014205i,2.6747e-05+0.00020059i,-0.00013216-0.00027509i,-2.9773e-06+0.00015809i,0.00067808+0.0006273i,0.00080863+0.00021266i,0.0002765-5.6914e-05i,0.00044677+0.00046959i,0.00053475+9.4246e-05i,-0.00024224-0.00077743i,-0.00069653-0.0010817i,-0.00059087-0.00023263i,-0.00037549+0.00036526i,0.00022495+9.2978e-05i
0.00030036+0.00045319i,0.00032382+0.00041467i,-0.00022506-0.00021525i,8.9081e-05-0.0018305i,0.00051349-0.0019397i,0.00039233-0.0010784i,-5.7055e-05+1.5297e-05i,-5.5027e-05+0.00040465i,0.00098485-0.00043596i,0.0012239-0.00060003i,-6.9898e-07-8.6318e-05i,-0.00074705+0.000548i,-0.00082661+0.00041721i,-0.00053227+8.7259e-05i,-0.00059635+5.6346e-05i,-0.00053881-5.359e-05i,-0.00032639-0.0005321i,3.3493e-05-0.00090643i,-0.00022985-0.00055366i,-0.0010387+0.00021773i,-0.00094371+0.00027448i,-0.00025331+0.00030774i,0.0003947+0.0003671i
0.00051794-0.0012662i,0.00050983-0.0011743i,-1.5925e-07-0.00065768i,-0.00040015-0.00084688i,-0.00064552-0.00084426i,-0.00075508-0.00062595i,6.3065e-05-0.00066588i,3.887e-05-0.00029818i,-0.00063488+0.00025551i,-0.00017226+0.0003454i,0.00024052+0.00033399i,-0.0010466-0.00042755i,-0.00090803-0.001022i,-0.00055871-9.3223e-05i,-0.00032794+0.00084761i,0.00036882+0.0001109i,0.00021199-0.00035395i,-0.00033232+0.0001425i,-0.00016249-7.0933e-05i,-0.00032615-0.0010337i,-0.00043319-0.00080456i,7.5731e-05-0.00048559i,0.00023529-0.0011406i
0.0014112+0.0013603i,0.0026151+0.00056438i,0.0027402-9.9132e-05i,0.00096797-0.0011896i,-0.00012696-0.0017299i,-0.00060213-0.001094i,-0.0010225+0.00024992i,-0.0011787+0.00063627i,-1.8472e-05+0.00016696i,0.00087856+0.00012827i,0.00025592-6.2452e-05i,-0.00033597+0.00049924i,-0.001019+0.0011031i,-0.0012799+0.00014395i,-0.00085476-1.2359e-05i,-0.00027294-0.000189i,-0.00024079-0.00075969i,-0.0002192-0.00038115i,-0.00018394-0.00021204i,0.00022092-0.00030529i,6.3807e-05-0.00034704i,-0.0007808+6.0996e-06i,-0.0010747+0.00015856i
-0.00031145+0.00049562i,-0.0013503+0.0023387i,-0.0013469+0.002067i,-0.0017608+0.00095699i,-0.0014748+0.00035654i,3.8453e-05-0.00022305i,0.00097202-0.00077345i,0.00052594-0.0012295i,0.00039785-0.0012147i,0.00078164-0.00071527i,0.00051518-0.00017959i,0.00029477+0.00015768i,4.0369e-05-0.00024528i,-4.8085e-05-0.00050121i,-0.0003886-0.00066543i,-0.00072923-0.00027145i,9.9293e-05+0.00020885i,0.00019115+0.00036206i,-5.8372e-05+0.00018115i,-0.00018613-6.3065e-06i,-0.00042692+9.4901e-05i,-0.0006096-8.1939e-05i,-0.00075336+3.3564e-05i
-0.00066147+0.0007558i,-0.0019975+0.0012062i,-0.0017121+0.00090885i,-0.0012296-0.00042374i,-0.0012371-0.0011316i,-0.00090438-0.0011318i,-0.00036598-0.00080175i,-0.0003407-3.9794e-05i,0.00020729-0.00052146i,0.0004343-0.0011111i,0.00034424-0.00094704i,0.00049186-0.00086494i,0.00085179-3.9359e-05i,0.00088977+0.00063533i,0.00023726+4.7432e-05i,-0.00062561-0.00048026i,-0.00087793-0.00032807i,-0.00072426-0.00013086i,-0.00028694-0.00027303i,0.00016961-0.00023629i,7.7212e-05-0.00022479i,0.00011908-0.00040191i,0.00052875-0.00058007i
0.00078174-0.00070535i,8.4598e-05-0.0015599i,0.00011712-0.0024549i,0.00089416-0.0023382i,-0.0004448-0.0012164i,-0.0017717-0.00056315i,-0.0016077-0.00087606i,-0.0011179-0.000586i,-0.00063343+7.0999e-05i,-0.00038902+0.00035227i,0.00019383-5.3008e-05i,0.00028321-8.9331e-05i,-0.00048129+0.00044401i,-0.00098053+0.00039033i,-0.00075824+0.00017605i,-0.00084868-0.00017186i,-0.00067181-0.0003579i,-6.8704e-05-0.00035915i,-0.00017162-0.00024783i,-0.00035259-4.2723e-05i,-7.4317e-05-0.00044829i,-0.00037053-0.00080394i,-0.00073984-3.6748e-05i
-0.00019572-0.0003122i,-0.00086715-0.00016291i,-0.00065512-0.00019334i,0.00026192-9.6918e-05i,-0.00035323+0.00037105i,-0.00072211-2.0755e-05i,-0.00017284-0.0014575i,-3.9219e-05-0.0019623i,-0.00019383-0.00093333i,-0.00068619+0.00026327i,-0.00032325+0.00053441i,-2.1758e-05+0.000326i,2.7904e-05+0.00041836i,0.00047629+0.00031444i,0.00068477+0.00072222i,0.00021571+0.00074973i,4.3772e-05-8.1065e-05i,3.5372e-05-0.00043653i,-0.00016257+0.00013539i,-0.00037276+2.2134e-05i,-0.00028108-0.00054267i,-0.00074211+6.2398e-05i,-0.0011807+0.00064008i
0.00084659+0.0010616i,0.00056702+0.00054477i,0.00081572+3.1073e-05i,0.00047162-0.00023668i,0.00011227-0.0007636i,-7.9861e-05-0.0013965i,-0.00015223-0.00071226i,0.0002116+0.00044122i,0.00039976+0.00017849i,0.00029861-0.00025767i,4.6724e-05-7.0892e-05i,-0.00072142+0.00013487i,-0.00033403-0.00016025i,0.00011397-0.0007354i,-0.00058019-0.0010426i,-0.00091379-0.00022675i,-0.00049578+0.00083057i,-0.0001438+0.00016597i,-0.0006609-0.00042797i,-0.0013238-0.00010102i,-0.00069096-0.00013616i,0.00014008+5.017e-05i,0.00066764+0.0001041i
-0.00072999+0.00096614i,-0.00035696+0.00089959i,0.00053756+0.0014681i,0.00065445+0.00081992i,0.0012502-7.7925e-05i,0.00075632-0.00072052i,-0.00074829-0.0012893i,-0.00037993-0.0013324i,0.00029636-0.0012498i,0.0007353-0.0010521i,0.00041706-0.00095319i,-0.00021254-0.00092482i,0.00014367-0.00060425i,0.00030401-0.00051409i,-8.4526e-05-0.00081469i,-0.00015474-0.00051047i,4.622e-05+0.00042381i,-0.00024571+0.00075121i,-0.0009383+0.00026976i,-0.00046536+5.4293e-05i,0.00011621+0.00022814i,-0.0001666-0.00016209i,-0.00045265-0.00034974i
0.0012635-0.00056188i,0.0014984+0.00038887i,0.00013461+6.1122e-05i,-0.0011521-0.00081997i,-0.00076506-0.0012164i,-0.0010201-0.0012797i,-0.0016361-0.00044202i,-0.0010934+0.00052972i,-0.0010641+0.00038494i,-0.001536-8.5967e-05i,-0.0010717+0.00033762i,-0.0011398+0.00091342i,-0.00082152+0.001418i,2.5761e-06+0.0018601i,0.00049308+0.00091056i,0.00048444-0.00043403i,3.4718e-06+0.00013996i,-0.00045721+0.00077254i,4.5652e-05+0.0002003i,0.00071981-0.00024332i,0.00047541-0.00035566i,0.00048289-0.00051384i,9.9868e-06-0.00019202i
-0.00019599-0.00010422i,-0.0011779+0.00052821i,-0.00031961+0.0001346i,-5.2889e-05+0.00098375i,-0.00014431+0.0012663i,0.00025752+0.00073306i,1.8781e-05-0.00013718i,-0.00052954-0.00021691i,-0.00042016+8.3963e-05i,-0.0005235+0.00011055i,-0.00042001-0.00077173i,0.00034122-0.0013685i,0.0012856-0.00033309i,0.0011039+0.00019588i,0.0004128-0.00053152i,0.00029969-0.000984i,5.7364e-05-0.0007851i,-4.265e-05-0.00022205i,-0.0004919-0.00036845i,-0.0011495+0.00029974i,-0.00045795+0.00053246i,0.00038111-4.7267e-06i,-0.00034081-0.00028019i
0.00011547+0.0011312i,-0.00014268+0.0018197i,-0.00042087+0.0012173i,-0.00081289+8.7785e-05i,-0.0008224-0.00027244i,-0.00014686-0.00024586i,4.2655e-05+0.00010605i,-0.00039262-0.00012621i,-0.00062416-0.00066069i,-0.00096318-0.00081315i,-0.00053823-0.00064484i,0.00013292+2.5136e-05i,0.00041167+0.00026115i,-0.00010792+5.7511e-05i,-0.00081529+0.00033219i,-0.00041575-1.2954e-05i,2.4392e-05-0.00010547i,0.00018457+0.00074111i,-7.401e-05+0.00083566i,0.00025332-9.4789e-05i,1.6558e-05-0.00038886i,-0.00044235-0.00036928i,0.00020977-0.00023545i
-0.0026419+0.00076682i,-0.0030147+0.00087432i,-0.0020417+0.0010157i,-0.00048227+0.0010875i,-0.00038174-0.00019503i,-0.00089117-0.0018716i,-0.00058474-0.0017721i,-0.00038169-0.00090225i,-0.00081483-0.00052903i,-0.00063436-8.3435e-05i,0.00017851+0.00044364i,0.00025999+5.7592e-05i,0.00053489-0.00046189i,0.0010604-0.00042141i,0.00090216-0.00079811i,0.0004262-0.00087719i,-0.00018217+4.0845e-05i,-0.00095913-0.00043464i,-0.00060166-0.00063276i,0.00019626+0.00054507i,0.00046035+0.00031629i,0.00043121-0.00028604i,-0.0002978-0.00010127i
-0.0036052+0.00061529i,-0.0034722+0.00059549i,-0.002893+0.0018214i,-0.0011493+0.0019172i,0.00025909+0.0010752i,-0.00019405-0.00039242i,-0.0011207-0.0010354i,-0.00099251-0.0009949i,-8.4252e-05-0.0010216i,0.00030685-0.00051137i,0.00026287-0.00063352i,-0.00038413+9.6526e-05i,-0.00080133+0.00090852i,-0.00017731+0.00010283i,-0.00023696-0.00059207i,-0.00048157-0.00033462i,-0.00036703+0.00016191i,0.0003941+0.00011432i,0.0012347-0.00044425i,0.00078031-0.00068521i,8.3453e-05-8.5373e-05i,-0.00027416+0.0004926i,0.00019678+0.00020474i
0.00057782-0.00035148i,0.00021735-0.00045413i,-0.0010498-0.0014429i,-0.0021299-0.0019642i,-0.0024262-0.0011234i,-0.0022786+1.989e-05i,-0.0015448-0.00059862i,-0.00066519-0.00063639i,-8.6506e-06+5.8598e-05i,0.00042785-0.00026011i,6.1825e-06-0.00077685i,-0.00039367-0.00022803i,-0.00016633+0.00091682i,0.0001002+0.0014396i,-0.00051666+0.00069269i,-0.0010531+7.5013e-05i,-0.00082037+0.00011655i,-0.00079396+0.00035524i,-0.00033614+0.00053724i,0.00042558+0.00023942i,0.001021-0.00045276i,0.0010682-0.00074267i,0.00087851-0.00035276i
-0.00040882-0.00084637i,0.0010215-0.0010103i,0.00059476-0.0016939i,0.00089731-0.001195i,0.0009122-0.00059851i,0.0007888-0.0011531i,0.00091308-0.00076734i,0.00035307+0.00019057i,0.0001204+0.0005086i,-1.8694e-05+0.00063565i,-0.00019788+0.00013271i,0.0006641-0.0001781i,0.00038246+0.00050659i,-0.00096032+2.2698e-05i,-0.00060185-6.8517e-05i,0.00013658+0.000324i,0.00023781-0.00018004i,0.00020738-0.00058661i,-0.00034943-0.00022798i,-0.00064567+0.00038793i,-0.00051364+9.2848e-05i,-2.8032e-05-0.00057408i,0.00044137-0.00013247i
0.00055528+0.0017689i,0.0013024+0.0028817i,0.0011+0.0022038i,0.0012021+0.00064046i,0.0011249+9.6408e-05i,0.00046088-0.00062162i,-0.00077651-0.00067693i,-0.00048805+0.00010039i,-8.4012e-05+0.00012696i,-0.00024379-0.00037898i,-6.1175e-05-0.00019178i,-0.0001284+0.0005382i,-0.00042417+9.6584e-05i,-0.00074255-0.00090504i,0.00014106-0.00061759i,0.00078452-9.4759e-05i,5.6538e-05+0.0003233i,-0.00080468+0.00042006i,-0.0016004-0.0002715i,-0.001021-0.00079514i,-0.00031323-0.0008223i,-0.0010072-0.00072148i,-0.0014172-0.00082078i
-0.00056844+0.0025703i,0.00084627+0.001673i,0.00079114+0.00016963i,-0.0001457-0.00031814i,0.00014287+0.00024013i,0.00049815-0.00025196i,-0.00015651-0.0013481i,-0.00096375-0.00090886i,-0.00076543-8.8827e-05i,0.00012014+0.00026883i,0.00074771+0.00083384i,0.00087718+0.0010321i,0.0011652+0.001072i,0.00034092+0.00092692i,-0.00060515+0.0004414i,-0.00047766-4.699e-05i,-0.00045272+0.00014352i,-0.00092911+0.00079273i,-0.0008544+0.00026616i,-0.00020809-1.5456e-05i,1.2082e-05+0.00072853i,-0.0002597+0.00032614i,-0.00028051-0.00037198i
0.00057301+0.0010219i,0.00048404+0.001843i,0.0012949+0.0020511i,0.00033051+0.0011895i,-0.00098738-0.00063325i,-0.00067071-0.0022739i,-0.00056259-0.0024626i,-0.00017146-0.00091659i,-9.2021e-05+0.0007379i,-4.6237e-05+0.00046746i,0.00044468+0.00013525i,0.00015909-0.00022293i,0.00015449-0.00034961i,0.00016422-7.1441e-05i,-0.00087258-0.00056554i,-0.00067636-0.00055684i,-0.00014367+6.1467e-05i,-0.00038027-0.00034277i,-0.0002407-9.4434e-05i,-0.00061475+0.0001317i,-0.0011197-0.00023566i,-0.00081055-0.00025665i,-0.00067493-2.2107e-05i
5.2213e-05+0.0023604i,0.0010746+0.0025089i,0.0016013+0.00045432i,0.00061195-0.00046737i,-0.0002009-0.00041165i,-0.00028961-0.00027066i,0.00037541-0.00073735i,0.00039557-0.00079892i,-0.00011579-0.00016985i,-0.00016845+1.6103e-05i,-0.00030917+7.3547e-05i,-0.00031208+0.00042857i,0.00029078+0.00054041i,0.0010092-9.2419e-05i,0.0008695-0.00044255i,-7.4333e-05+0.0003354i,-0.00019115+0.00018585i,0.00016745+0.00018922i,-0.00016675+0.00043652i,-0.00017515-0.00036521i,-0.00028589-0.00075063i,7.645e-05-9.7675e-05i,0.00065565+0.00047334i
0.00011808-0.00026885i,-0.0017025-0.0007089i,-0.0015174-0.00079827i,-0.0011395-0.00051615i,-0.0010881-0.00077654i,-0.00072606-0.0011132i,6.2553e-05-0.0012192i,0.00051821-0.0001352i,0.00014448+0.00050613i,-0.00022211+8.0819e-06i,-0.00041879-0.00038514i,-0.00025944-5.2348e-05i,0.00023626+0.00048019i,0.0001983+0.0009842i,-0.00014101+0.0008353i,-0.00065054+0.00023822i,-0.00085188-0.00052238i,6.2704e-05-0.00099433i,-0.00012848-0.00027176i,-0.00081545-0.00011086i,-0.00057772+4.0546e-05i,-0.00012584+5.94e-05i,-0.0001135+1.8296e-05i
0.00069284+0.00018026i,0.00016579+0.00051863i,0.00024369-0.00028932i,-0.0003732-0.0010632i,-0.00054599-0.00049446i,-0.00022414-0.00021451i,-0.00051208-0.00032134i,-0.0016027-0.00067706i,-0.0014192-0.00087159i,6.5327e-06-0.00047305i,0.00082401+0.00072657i,0.00022367+0.0015681i,-0.00024233+0.00054341i,-0.00013174+0.00010951i,5.7547e-05+0.00022485i,-0.00072919-0.0001372i,-0.0011703+4.2456e-05i,-0.00064392+0.00070244i,9.7409e-05+0.00054369i,0.00055554-9.5323e-05i,0.00022038+0.00018517i,-0.00031917+0.00032301i,-0.00024721+0.00044616i
-0.00038017+0.00046342i,-0.00032737+0.00097856i,-0.00024589+0.00062744i,-4.7033e-05-0.00060535i,0.0003605-0.00045891i,0.00052378+0.00032025i,-0.00011076+0.00052142i,-0.0010526-0.00038973i,-7.0604e-05-0.00050882i,0.0012743+0.00048993i,0.00049403+0.00064093i,-0.00050754+0.00070635i,-0.00022135+0.00051123i,-0.00021452-0.00021662i,-0.00071048-0.0004948i,-0.00056341-0.00035626i,-0.00035855-0.00033018i,-0.00077548-0.00068527i,-0.00012756-0.0012922i,0.00075173-0.00060762i,0.00066664+0.0003084i,-0.00036475+0.00010212i,-0.0011405+0.00018896i
-0.0006279+0.00075159i,-0.00027278+0.0011758i,0.00083984+0.00076941i,0.00062201-0.00036866i,-0.0010017-0.00050896i,-0.0010307-0.0010192i,-0.00046761-0.0014289i,-0.00096436-5.3476e-05i,-0.0014277+0.0010761i,-0.0009057+0.0011192i,-4.8267e-05+0.00065535i,0.00072108+0.00020198i,0.00058703+8.2999e-05i,-3.1808e-05+0.00024883i,4.4349e-05+0.00015693i,9.6642e-05-0.00020449i,-0.00026314-0.00027784i,-0.00072505+4.3528e-06i,-0.00070307-0.0010948i,-0.00061474-0.0018189i,-0.00028606-0.00074415i,0.00017886+0.00072406i,-0.00045887+0.00013377i
0.0008782+0.00094819i,0.00023813+0.0027719i,0.00072754+0.0029439i,0.00050161+0.0016187i,0.00053961+0.00028874i,0.00038905+0.00037174i,-7.8664e-06-6.793e-05i,2.8789e-06-0.00040556i,0.00029305-0.00044844i,0.00032139-0.00070861i,-0.00016837-0.00091555i,-0.0002555-0.00097948i,-0.00042837-0.00041044i,-0.00055174+0.00021611i,-0.00059307+0.0010742i,-0.00025437+0.001083i,0.00012868+0.00013952i,-0.00019548-5.6436e-05i,-0.00061522-1.6727e-05i,-0.00059762+0.0002238i,-0.00018092+3.946e-05i,-0.00055203-0.00049523i,-0.00046431-0.00062834i
-0.0017645+0.0022912i,-0.00086882+0.0015801i,0.0004025+0.0010372i,0.00036877+0.00063984i,0.00066969-0.00079996i,0.00044819-0.0015504i,-0.00040933-0.0014437i,-0.0003259-0.00082039i,4.8444e-05+0.00019402i,0.00019136+0.0010468i,0.00011642+0.0010164i,-3.4272e-05+0.00033883i,-0.00024111-0.00016512i,0.00054622-0.00051348i,0.00051405-0.0002212i,-0.00072427-1.5182e-05i,-0.00053501+0.00037408i,-0.00028932+0.0005156i,-0.00013335-0.00026622i,-4.143e-05-0.00079256i,0.0001203-0.00043825i,-0.00046073-0.00022057i,-0.001199-0.00047302i
-0.00094295+0.00090107i,-0.0018724+0.0011732i,-0.0017101+0.00062348i,-0.00070086-0.00020527i,-0.00043252-0.0007666i,-0.00041254-0.00083387i,-0.00056778-0.00083425i,-0.0010204-0.00052134i,-0.00023379+0.00057045i,0.00015366+0.00083069i,9.2673e-05+0.00068647i,0.00047903+0.00051369i,0.00081279-0.00010761i,0.00077757-0.00036568i,1.8405e-05-0.00021252i,-0.00019641+0.00040365i,0.00013143+0.001158i,0.00046949+0.00083117i,0.00024558+9.361e-05i,-0.00094977-0.00030797i,-0.0012481-0.00071531i,3.0307e-05-5.0313e-05i,0.00083345+0.00014443i
-0.00057478-0.0014336i,-0.0021813-0.00091636i,-0.0023399-0.00075429i,-0.0023812-0.00011063i,-0.002018+0.00023524i,-0.00016062+0.00072421i,0.00065362+0.00033122i,-0.00022349-0.00062362i,-0.00082253-0.0013145i,-0.00085111-0.0011934i,-0.00095422+0.00044413i,-0.00042225+0.0010143i,0.00032681-0.00018281i,0.00069173-0.00086746i,-0.00021968-4.7106e-06i,-0.0010856+0.00012578i,-0.00071372-0.00068626i,-0.00018544-0.0009361i,1.7087e-05-0.0005127i,-0.00047682-0.00050779i,-0.0014345-0.00037543i,-0.00093411-0.0002157i,-2.6829e-07-0.00035116i
-0.00032791+0.00046912i,-8.6054e-05+0.00056467i,0.00054583+0.00024049i,0.00037728-0.00051732i,0.0001447-0.00050036i,-0.00021709+0.0001415i,-0.00047031-0.00036439i,-0.00030713-0.0012849i,0.00023821-0.00076621i,0.00044486-0.00021918i,-5.8635e-05-0.00033077i,-1.2564e-05-5.3992e-06i,-0.00027127+0.00097044i,-0.00051385+0.00093772i,-0.00061525-0.00012187i,-0.00076065-5.4297e-05i,-0.00053382+0.00050404i,-0.00056387+0.00064223i,-0.00073641+0.00017611i,-0.00072204-0.00031837i,6.1937e-05-0.00010631i,0.0001316+0.00056011i,-0.00028177+0.00080461i
-0.0008317+7.2228e-05i,-0.00034662-0.00029036i,-0.000522-0.00029289i,-0.00040926-0.00031276i,-0.00028389+5.5866e-05i,-0.00032013+5.4087e-05i,-0.00023177-0.00063594i,1.9393e-05-0.00033307i,0.00061722+5.3435e-05i,0.0011951+8.2988e-05i,0.0012151+0.00045336i,0.00024283+0.00051485i,-0.00025049+0.00024179i,-0.00043442+5.4942e-05i,0.00010019-4.8382e-05i,0.00061034-0.00031185i,0.00044995-0.00094255i,0.0004474-0.00096602i,0.00028736-0.00035307i,-0.00050012-0.00031302i,-0.00037488-0.00038324i,8.7451e-05+3.9436e-05i,6.8783e-05+0.00029409i
0.00065239+0.00033537i,0.0014614+0.00035454i,0.0014445-6.074e-05i,0.0004954-0.00049642i,-0.00056913-0.00016403i,-0.00021171+0.00022642i,0.00090844-0.00023154i,0.00090679-0.00067005i,0.00059492-0.00045314i,0.00018364+0.00010589i,-0.00043873+0.00023596i,-0.00054801+0.00063312i,-0.000638+5.3065e-05i,-0.00035536-0.00062714i,-0.00028157+0.00011775i,-0.00015475+0.00021915i,0.00053499-0.00066761i,0.00050336-0.0003541i,9.765e-05+0.00029643i,0.00053904+0.00062408i,0.00055556+0.00042779i,-0.00019832-0.00013687i,-0.00026822-0.00010752i
0.00023567+0.001687i,-0.00061993+0.0014241i,-0.001698+0.00045172i,-0.0012025-0.00020034i,9.2351e-05-0.0004154i,-0.00017695-0.00022113i,-0.00090772-0.00037431i,-0.00075063-0.00032515i,-0.00051413-5.4576e-05i,-0.00031608-0.00053968i,0.00021247+3.5854e-06i,0.00017849+0.00045815i,-0.00015567-0.00016013i,-0.00022012-8.2139e-05i,-0.00094287+7.2559e-05i,-0.0010207-0.00018815i,-0.0004802-0.00090138i,-0.00020414-0.0010179i,3.6894e-05-0.00010799i,0.00013198+0.0002799i,5.7122e-05+0.00028i,-0.00036625+0.00042626i,-0.0007792+0.00026052i
-0.00033573+0.00050272i,-0.00047127+0.00098237i,0.00020859+0.00092321i,-0.00034406+0.00029074i,-0.00083545-0.00048221i,-0.00026325-0.00078852i,0.00012293-0.0012573i,-9.5566e-06-0.00089997i,-0.00024615-7.2606e-06i,-0.00042544-1.8725e-05i,-0.00017066-0.00074179i,-0.00038883-0.00044747i,3.1319e-05-0.00018615i,0.00059481-0.00050626i,2.158e-05-0.00056798i,0.00035089-0.00034927i,0.00072764+0.00019088i,-5.9899e-05+0.00028401i,-0.0003211+0.00045917i,-2.1499e-05+0.00013678i,-0.00035055-0.00048176i,-9.4638e-05-0.00024742i,0.00029442+0.0002167i
0.0014367+0.0010235i,0.00079392+0.00050208i,0.0012647+0.00011463i,0.0013116-0.00080432i,0.00074664-0.0014483i,0.00012508-0.0011244i,-0.0006365-0.00071821i,-0.0012968-0.00035799i,-0.00093968-0.000255i,0.00013735-0.00019344i,0.00081482-0.00021506i,0.00054748-0.00020189i,-4.1537e-07-0.00026736i,-0.00031464+0.00011928i,-0.00038435+0.00020787i,-0.00040928-2.7979e-05i,-0.00013892+0.00048968i,-0.00021291+0.00024924i,-0.00065928-0.00046031i,-0.00025258-0.00070228i,0.00012653-0.00045595i,-0.00022769-0.00027506i,-0.00015696+1.0649e-05i
-0.0015308+0.0023181i,-0.00036813+0.0022697i,0.00090929+0.0019012i,0.00081041+0.0009121i,0.0003776+0.00055072i,0.00052854+6.9074e-05i,0.00051736-0.0013571i,-6.5365e-06-0.0012237i,-0.00016517-0.00012555i,0.0003722-0.00049904i,0.00070754+0.00022159i,0.00023+0.00083257i,-9.8767e-05-0.00051237i,-0.00032424-0.00094084i,-0.00010318-0.00066774i,0.00077729-0.00049002i,0.00050473+0.00013583i,0.00037867+0.00063178i,0.00047453+0.0006221i,-2.8717e-05+0.00027146i,-0.00010043-0.00017155i,-0.00032973-0.00048377i,-0.00068962-0.00015264i
-0.0007627+0.00041834i,-0.0011065+0.0018408i,-0.00062091+0.0023081i,-0.0010414+0.0011401i,-0.0016945-3.2933e-05i,-0.00070117-0.00048584i,-9.3884e-05-0.00072458i,-0.00029916-0.0010739i,6.6214e-05-0.00086789i,-5.9348e-05+0.00025461i,-0.00021357+0.00038231i,0.00030245-5.8902e-05i,0.00016954+0.00032693i,6.0256e-05+0.00042295i,0.00086105+0.00099239i,0.00072212+0.0011143i,-0.00066258+0.00059143i,-0.0015795-0.00018701i,-0.0011567-0.0012347i,-0.00040896-0.0011954i,-0.00061586-0.00011483i,-0.00039957+0.00075147i,-0.0004555+0.00045865i
-0.0018178+0.0010955i,-0.0012785+0.0023677i,-0.00045914+0.0023137i,0.00065698+0.0013661i,0.00081145+0.0010145i,-8.183e-05-1.7949e-05i,-0.00043702-0.0011353i,-0.00039694-0.00076616i,-0.00035801-0.00034856i,-0.00014648-0.00035234i,6.2437e-07-0.00073117i,6.1392e-05-0.00074871i,0.00046844-0.00041741i,0.00088087-0.00085796i,0.00072747-0.00075896i,0.0002026-0.00010145i,-5.5701e-05+0.00047017i,-7.1394e-05+0.00045413i,0.0001983+0.00015131i,0.00023026-0.00011153i,-2.7567e-05-0.00027998i,-0.00013345-0.00033205i,-0.0003854-0.00052741i
-0.0012197-0.00062017i,-0.0009812-0.00030116i,-0.00087391-0.00075521i,-0.00096472-0.0006548i,-0.001122+0.00048087i,-0.00085248+0.0006445i,-0.00076422-0.00029408i,-0.00052867-0.00050226i,0.00026219-0.00018978i,0.00091263+7.7592e-05i,0.0005669+0.00062045i,-0.00027874+0.00078048i,-0.0006292+0.00047145i,-0.00052447+0.00029724i,-0.00074289+2.1868e-05i,-0.00099378+2.9719e-05i,-0.0002425+0.00043733i,-0.00010513-0.00012542i,-0.00021887-0.00075621i,2.0633e-05-0.00062796i,-0.00034062-0.00021935i,-0.00083077+0.00055515i,-0.00080638+0.00073864i
