-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
-0.44633+0.03924i,-0.49922+0.15922i,-0.25658+0.095475i,0.04301-0.19178i,0.13384-0.41759i,0.11572-0.40492i,0.11596-0.35755i,0.016993-0.37995i,-0.19491-0.28914i,-0.28256-0.049155i,-0.13862+0.15241i,0.047934+0.21317i,0.08739+0.17923i,0.01635+0.1412i,-0.034043+0.1162i,-0.01891+0.079889i,0.0098236+0.022956i,0.021332-0.028646i,0.055717-0.035193i,0.10441-0.03758i,0.097415-0.065023i,0.031715-0.078446i,-0.029152-0.046261i
-0.33444+8.9621i,0.77246+8.7435i,4.3864+8.6926i,6.3643+5.272i,5.7186+1.2015i,3.4151-1.3369i,1.1563-1.3385i,0.24911-0.20291i,0.6387+0.3218i,1.124-0.39479i,0.5395-1.4761i,-0.6129-1.7328i,-1.473-1.1195i,-1.8657-0.12602i,-1.7316+0.6012i,-1.1855+0.74284i,-0.50912+0.5255i,0.015756+0.30712i,0.31179+0.27764i,0.4073+0.37415i,0.39563+0.50161i,0.36404+0.61146i,0.30793+0.57923i
0.31663+0.36534i,0.49043+0.34328i,0.49686+0.19106i,0.41699+0.035049i,0.35998-0.12691i,0.24548-0.31775i,0.08553-0.40694i,-0.011122-0.36928i,-0.081218-0.26015i,-0.1316-0.079009i,-0.047019+0.052483i,0.087781+0.027234i,0.12248-0.030411i,0.089753-0.013979i,0.036544+0.012275i,-0.0099031+0.0024745i,-0.049055-0.022799i,-0.10806-0.036944i,-0.14175-0.029208i,-0.10562-0.0026108i,-0.014085+0.016263i,0.054947-0.0070696i,0.042581-0.037929i
-0.31988+0.19908i,-0.35179+0.30036i,-0.22988+0.23738i,-0.14813+0.096096i,-0.18189+0.085599i,-0.2771+0.12344i,-0.38869+0.13561i,-0.41692+0.16255i,-0.2958+0.12304i,-0.1446+0.0042103i,-0.086429-0.074813i,-0.066623-0.06246i,-0.03256-0.0062581i,-0.0044158+0.042304i,0.00088713+0.0617i,-0.015749+0.049537i,-0.037905+0.0046906i,-0.06774-0.042301i,-0.093111-0.041151i,-0.063328-0.0073812i,-0.005061+0.0041731i,0.02242-0.0024375i,0.030252+0.00059466i
-0.03185-0.36937i,-0.14719-0.43112i,-0.21155-0.24434i,-0.15078-0.04494i,-0.049751-0.024923i,0.018546+0.0010567i,0.072633+0.14755i,0.13131+0.27491i,0.1288+0.27783i,0.037048+0.20485i,-0.033123+0.15654i,-0.026085+0.13754i,0.012548+0.11063i,0.04883+0.087089i,0.068669+0.069848i,0.057338+0.058323i,0.013933+0.062397i,-0.035964+0.072118i,-0.06597+0.075947i,-0.073908+0.069622i,-0.063975+0.034215i,-0.055718-0.010506i,-0.052318-0.016354i
0.33519+0.1736i,0.47034+0.13996i,0.43014+0.066195i,0.29995+0.0071953i,0.12723-0.064204i,-0.064136-0.136i,-0.12591-0.17362i,-0.12615-0.24891i,-0.20958-0.26189i,-0.2172-0.094976i,-0.066136+0.022336i,0.034516-0.029697i,0.018951-0.078003i,0.0199-0.063145i,0.048221-0.056325i,0.046097-0.063128i,0.034937-0.051306i,0.032488-0.01394i,0.035638+0.020534i,0.040059+0.013963i,0.023395-0.017868i,-0.010106-0.015695i,-0.020565+0.0081113i
-0.27752+0.24453i,-0.2673+0.33318i,-0.13529+0.18369i,-0.076333-0.067617i,-0.083199-0.11416i,-0.022195+0.0044612i,0.045348+0.057025i,0.048218+0.098456i,0.092884+0.20937i,0.18083+0.20803i,0.16607+0.093438i,0.10564+0.063271i,0.11489+0.072755i,0.10859+0.011644i,0.047476-0.038487i,0.0042671-0.026085i,-0.0038978-0.0059621i,0.010723-0.0089989i,0.032138-0.026659i,0.024491-0.036452i,-0.002631-0.022839i,-0.0058217-0.01029i,0.00096485-0.014838i
-0.092418-0.35551i,-0.21638-0.40455i,-0.24435-0.23178i,-0.15151-0.035268i,-0.058216-0.0045281i,-0.011484-0.046722i,0.0056566-0.034252i,0.0057507-0.047961i,-0.039256-0.14255i,-0.11758-0.15879i,-0.10887-0.075953i,-0.042094-0.055257i,-0.023621-0.07231i,-0.015456-0.031528i,0.022888+0.019014i,0.058378+0.024156i,0.055052+0.010796i,0.019287+0.014306i,-0.0094875+0.037644i,-0.011586+0.063373i,0.0015834+0.071681i,0.0072088+0.059331i,0.0060201+0.03758i
0.35732+0.098693i,0.44598+0.018088i,0.30913-0.06734i,0.090205-0.082739i,-0.060985-0.031821i,-0.15146+0.084642i,-0.13134+0.19494i,-0.053442+0.19552i,-0.046225+0.14639i,-0.051214+0.12307i,-0.02326+0.095692i,-0.013729+0.070291i,-0.011967+0.063174i,-0.00030833+0.048087i,-0.0029921+0.027612i,-0.015507+0.021673i,-0.013609+0.024213i,-0.00013041+0.027162i,0.019503+0.015916i,0.043937-0.025012i,0.051415-0.072772i,0.026113-0.085511i,-0.0091208-0.051702i
-0.21716+0.29987i,-0.19183+0.43928i,-0.072028+0.40508i,0.014368+0.309i,0.079703+0.25944i,0.16896+0.14716i,0.17666-0.029138i,0.11005-0.087859i,0.12378-0.020526i,0.17092-0.0032671i,0.12791-0.042463i,0.066751-0.036973i,0.049233-0.011562i,0.022485-0.016585i,-0.024404-0.027424i,-0.056276-0.023395i,-0.062991-0.026786i,-0.05462-0.055799i,-0.055123-0.088316i,-0.072304-0.076374i,-0.079064-0.011946i,-0.048121+0.040144i,-0.00026179+0.029628i
-0.15496-0.33384i,-0.25294-0.36982i,-0.19391-0.24878i,-0.040265-0.15118i,0.012989-0.14284i,-0.045675-0.11205i,-0.10462-0.02098i,-0.10731+0.064945i,-0.076071+0.063929i,-0.06486+0.0070698i,-0.060549-0.013428i,-0.038172-0.020019i,-0.025253-0.02439i,-0.0079573+0.010716i,0.037437+0.056861i,0.071634+0.071942i,0.060896+0.081394i,0.021653+0.11887i,-0.0053863+0.1661i,0.0041365+0.16991i,0.037203+0.10631i,0.05275+0.025847i,0.029688-0.0098949i
0.36511+0.021331i,0.44541-0.079185i,0.29363-0.12672i,0.095666-0.049907i,0.022107+0.051624i,0.01679+0.08723i,0.017313+0.038855i,0.00059811-0.061147i,-0.048371-0.11058i,-0.066278-0.0657i,-0.024761-0.00426i,0.0096511+0.032578i,0.015376+0.05637i,0.012496+0.03902i,-0.0052116-0.016845i,-0.019444-0.052419i,-0.002707-0.067094i,0.016665-0.087873i,0.016163-0.095533i,0.0091121-0.078632i,-0.011502-0.058427i,-0.045629-0.038261i,-0.052156-0.0086569i
-0.17946+0.33952i,-0.14846+0.44772i,-0.080639+0.33951i,-0.076735+0.1654i,-0.050281+0.097465i,0.044366+0.052569i,0.078431-0.0015647i,0.01895+0.042228i,-0.0058143+0.13609i,0.021604+0.13288i,0.023287+0.058115i,0.022853+0.0071266i,0.040049-0.023517i,0.024472-0.03679i,-0.016914-0.019223i,-0.042414-0.0058358i,-0.049907-0.015997i,-0.035039-0.024011i,0.0026612-0.020322i,0.031282-0.014553i,0.02726+0.0015254i,0.021384+0.0256i,0.034252+0.022697i
-0.21053-0.31465i,-0.32826-0.30039i,-0.25454-0.10356i,-0.039682+0.059182i,0.07333+0.056676i,0.019809+0.010359i,-0.036356+0.028523i,0.013564+0.02658i,0.06889-0.03113i,0.049035-0.031457i,0.030605+0.015526i,0.022191+0.0093779i,-0.012951-0.0093903i,-0.019179+0.020013i,0.015114+0.056392i,0.031334+0.067973i,-0.0017522+0.072846i,-0.065158+0.079631i,-0.10963+0.079413i,-0.099604+0.061008i,-0.045207+0.026126i,-0.0054869-0.0062173i,-0.009839-0.013703i
0.38138-0.020212i,0.46043-0.12781i,0.33978-0.18881i,0.16577-0.19797i,0.045591-0.20253i,-0.036835-0.15315i,-0.083478-0.07009i,-0.12942-0.029023i,-0.17054+0.0024825i,-0.12747+0.026664i,-0.058283+0.013337i,-0.04312+0.025465i,-0.022821+0.061547i,0.020915+0.030172i,0.03208-0.04328i,0.017007-0.073342i,0.030797-0.063038i,0.06644-0.055721i,0.074334-0.058215i,0.046242-0.052238i,0.0036782-0.041144i,-0.024327-0.028996i,-0.026292-0.0095255i
-0.15534+0.3512i,-0.084913+0.44795i,0.013581+0.30996i,0.013666+0.10321i,-0.041634+0.035794i,-0.038131+0.064227i,0.040214+0.091061i,0.11808+0.091464i,0.12541+0.065321i,0.076749+0.037159i,0.051732+0.020379i,0.077435-0.002413i,0.09732-0.036408i,0.058353-0.045562i,0.0011097-0.017316i,-0.017211+0.012105i,-0.01252+0.016861i,-0.0059392+0.018408i,0.0065007+0.028495i,0.012554+0.030419i,0.0015439+0.030861i,-0.007366+0.038817i,0.0034203+0.035728i
-0.26098-0.30663i,-0.39526-0.32063i,-0.38888-0.21151i,-0.31692-0.11221i,-0.28131-0.031377i,-0.22033+0.039664i,-0.13039+0.0046339i,-0.090217-0.090237i,-0.075733-0.11061i,-0.057228-0.076905i,-0.054202-0.048696i,-0.059299-0.041811i,-0.071143-0.043709i,-0.065157-0.014805i,-0.025142+0.025297i,0.0025465+0.032141i,-0.015059+0.015689i,-0.053327-0.0050431i,-0.074093-0.01839i,-0.05287-0.010939i,0.0055058+0.0012754i,0.048303-0.013523i,0.036946-0.037863i
0.38959-0.057877i,0.43366-0.14302i,0.27535-0.09929i,0.13951+0.066351i,0.15236+0.13678i,0.17082+0.062613i,0.089548+0.014944i,-0.015589+0.04938i,-0.058808+0.078554i,-0.037007+0.072848i,-0.0070114+0.057255i,-0.0041633+0.063933i,0.0094946+0.090934i,0.049298+0.077974i,0.075998+0.021819i,0.079062-0.02212i,0.084482-0.02913i,0.091999-0.013026i,0.079703-0.00036564i,0.042228-0.0033025i,-0.0083757-0.01524i,-0.043679-0.013767i,-0.04296+0.0035809i
-0.13257+0.37509i,-0.065268+0.48504i,0.030663+0.37468i,0.052309+0.1907i,0.030758+0.095382i,0.023467+0.055022i,0.030805+0.045968i,0.062179+0.097833i,0.10036+0.14016i,0.098302+0.10991i,0.07131+0.054464i,0.062597+0.020026i,0.062801-0.0031545i,0.031346-0.020369i,-0.022259-0.018721i,-0.052754-0.00088708i,-0.049326+0.0065981i,-0.033672+0.0044597i,-0.018798+0.010379i,-0.0011036+0.014577i,0.0090657+0.0088074i,0.0039924+0.004921i,-0.0022507+0.0072589i
-0.26806-0.28876i,-0.35751-0.27988i,-0.22409-0.14147i,0.02753-0.056267i,0.15575-0.067634i,0.11319-0.075891i,0.054661-0.085952i,0.036905-0.16287i,0.004663-0.23361i,-0.036876-0.19512i,-0.036872-0.10373i,-0.0096374-0.065841i,-0.0053-0.063663i,-0.014193-0.03941i,-0.013016-0.0069082i,-0.0127+0.0038912i,-0.032666-0.0048021i,-0.058297-0.021697i,-0.059307-0.027504i,-0.036299-0.013177i,-0.0020837+0.0091367i,0.032217+0.020591i,0.049153+0.012969i
0.40355-0.097687i,0.45236-0.22089i,0.27288-0.27885i,0.038988-0.24034i,-0.087887-0.17356i,-0.12959-0.087372i,-0.1468+0.024534i,-0.14859+0.10798i,-0.12668+0.13387i,-0.077303+0.11229i,-0.039565+0.076347i,-0.034045+0.062299i,-0.029707+0.064588i,-0.007106+0.05553i,0.012198+0.036231i,0.011721+0.029184i,0.014016+0.049587i,0.027243+0.076733i,0.035209+0.072659i,0.025239+0.034234i,-0.0039265-0.013731i,-0.036954-0.03969i,-0.053907-0.037477i
-0.13006+0.39864i,-0.082615+0.49895i,-0.0066203+0.37399i,0.0077771+0.17574i,-0.00014986+0.07063i,0.042942+0.015199i,0.092317-0.051278i,0.10244-0.084761i,0.084389-0.070013i,0.062527-0.042117i,0.051888-0.035964i,0.038979-0.036584i,0.023336-0.023553i,0.0060104-0.020263i,-0.015034-0.023477i,-0.018251-0.016641i,-0.0059787-0.017688i,-0.0071233-0.023635i,-0.022207-0.017068i,-0.026208+0.00031918i,-0.016233+0.019403i,-0.0068729+0.031838i,-0.00068467+0.032767i
-0.28851-0.3005i,-0.41978-0.29787i,-0.39305-0.13922i,-0.27986+0.016484i,-0.19578+0.090739i,-0.14359+0.12918i,-0.098968+0.15025i,-0.077329+0.15017i,-0.057023+0.12704i,-0.039523+0.076331i,-0.042862+0.036275i,-0.034629+0.020242i,-0.010319+0.0021143i,0.0031802-0.0060541i,0.014788+0.0042022i,0.025208+0.0038029i,0.022116-0.01477i,0.020853-0.034914i,0.027143-0.039273i,0.026171-0.027228i,0.021943-0.014232i,0.022777-0.0057243i,0.02657+0.0028962i
0.41029-0.098333i,0.49808-0.17788i,0.38867-0.1653i,0.2598-0.068419i,0.19851-0.025402i,0.11683-0.061147i,0.048996-0.070366i,0.051462-0.051707i,0.050941-0.029191i,0.027653+0.012687i,0.024372+0.045293i,0.029004+0.04832i,0.022245+0.046792i,0.020771+0.050964i,0.030676+0.043629i,0.033141+0.023929i,0.015888+0.015479i,-0.014625+0.025081i,-0.036037+0.031115i,-0.035156+0.019769i,-0.023451-0.00062224i,-0.015446-0.017853i,-0.013925-0.026796i
-0.13092+0.40256i,-0.090985+0.51044i,-0.0072168+0.37065i,-0.0060187+0.15573i,-0.053886+0.086031i,-0.027127+0.10115i,0.00021902+0.062549i,-0.04473+0.013386i,-0.076462+0.0049313i,-0.045361+0.001796i,-0.0070191-0.014664i,0.00078764-0.025825i,-0.0040709-0.028098i,-0.010163-0.040339i,-0.026248-0.054697i,-0.045657-0.043791i,-0.044019-0.017365i,-0.024276-0.005773i,-0.011741-0.0070721i,-0.0070099-0.00037869i,-0.0018577+0.010827i,-0.0033195+0.014307i,-0.012073+0.013108i
-0.27301-0.32434i,-0.39147-0.36737i,-0.31677-0.2513i,-0.1244-0.14999i,-0.01423-0.13602i,-0.014189-0.10572i,-0.015514-0.061195i,-0.0045158-0.048644i,-0.001352-0.039429i,0.00084284-0.025434i,0.0078709-0.018842i,0.026982-0.017186i,0.050853-0.016941i,0.057793-0.010528i,0.049978-0.0028289i,0.045991-0.0095552i,0.043759-0.028258i,0.034741-0.034115i,0.027022-0.016549i,0.025924+0.00045446i,0.026227+0.00099941i,0.026474-0.0018633i,0.028093-0.00027726i
0.42209-0.088662i,0.49632-0.17353i,0.28358-0.18163i,0.010802-0.055316i,-0.05821+0.062956i,-0.010822+0.054866i,0.010514+0.032239i,0.028326+0.057616i,0.04566+0.058352i,0.025206+0.026577i,-0.01286+0.015468i,-0.035721+0.024027i,-0.041147+0.03302i,-0.031633+0.037162i,-0.022816+0.038717i,-0.026654+0.042805i,-0.033273+0.043651i,-0.033386+0.030735i,-0.027157+0.0057988i,-0.024673-0.017943i,-0.032104-0.027546i,-0.040158-0.022753i,-0.035522-0.015117i
-0.15338+0.40214i,-0.12203+0.54879i,0.022043+0.43811i,0.1256+0.18792i,0.10728+0.027581i,0.044387-0.014863i,-0.010174-0.03041i,-0.043804-0.065529i,-0.063069-0.088188i,-0.060333-0.051939i,-0.024505-0.0079058i,0.0034446-0.0087112i,-0.0029423-0.027153i,-0.019494-0.036285i,-0.02447-0.034051i,-0.018739-0.024422i,-0.013172-0.010117i,-0.010588+0.005901i,-0.0055414+0.016038i,0.0019836+0.020459i,0.010035+0.024075i,0.018135+0.023126i,0.015178+0.013763i
-0.26025-0.34696i,-0.3936-0.40092i,-0.34522-0.22695i,-0.17284-0.039811i,-0.07888-0.0030875i,-0.072743+0.011466i,-0.038032+0.067107i,0.01336+0.11205i,0.031309+0.11759i,0.024252+0.079475i,0.012224+0.038554i,0.0079311+0.02928i,0.013962+0.03641i,0.020906+0.041433i,0.024719+0.042681i,0.028977+0.044213i,0.035683+0.042069i,0.037331+0.032112i,0.026927+0.01956i,0.015787+0.013378i,0.013618+0.010198i,0.012504+0.0057015i,0.012778+0.010561i
0.44902-0.023933i,0.59396-0.12881i,0.45885-0.23299i,0.21263-0.25089i,0.081099-0.19391i,0.031341-0.12655i,0.010432-0.084846i,-0.0025149-0.086542i,-0.016765-0.073407i,-0.0042641-0.030396i,0.012627-0.011757i,0.0094284-0.0056676i,0.0011971+0.01262i,-0.0012335+0.028362i,0.0049198+0.023908i,0.011664-0.0050698i,0.0049726-0.03554i,-0.0084467-0.042113i,-0.012319-0.029221i,-0.00658-0.01799i,-0.0065136-0.019167i,-0.015221-0.022193i,-0.017709-0.023021i
-0.21082+0.39446i,-0.22495+0.55969i,-0.14132+0.46733i,-0.11306+0.27573i,-0.1264+0.21404i,-0.064328+0.18733i,-0.011781+0.11127i,-0.01702+0.075026i,-0.012974+0.06479i,-0.0063852+0.030065i,-0.012388+0.0077268i,-0.00459-0.0010348i,0.016769-0.018473i,0.032632-0.038441i,0.028084-0.047876i,0.0099641-0.035482i,0.001069-0.014019i,-0.0016384-0.0048281i,-0.0079887-0.003209i,-0.01479+0.0017902i,-0.016628+0.0077162i,-0.014532+0.011486i,-0.011142+0.012871i
-0.21793-0.40418i,-0.37087-0.49416i,-0.35699-0.32958i,-0.18817-0.12827i,-0.060925-0.071995i,-0.024842-0.062902i,-0.0073798-0.052918i,0.00088684-0.054901i,0.003011-0.042985i,0.011925-0.021848i,0.015409-0.010609i,0.014334-0.0021465i,0.015555+0.0054892i,0.01616+0.0074553i,0.01457+0.0013189i,0.0046346-0.010214i,-0.013079-0.018564i,-0.023747-0.0117i,-0.019127+0.0047637i,-0.0043265+0.01245i,0.01298+0.0098699i,0.02649+0.0036872i,0.027032-0.0017378i
0.45969+0.043894i,0.62024-0.011975i,0.47972-0.024919i,0.25481+0.079234i,0.18768+0.14609i,0.14409+0.08589i,0.048621+0.05118i,0.0088549+0.077016i,0.0097831+0.06688i,-0.011275+0.034825i,-0.027022+0.023986i,-0.026488+0.017126i,-0.033799+0.0061565i,-0.048852+0.0035099i,-0.057118+0.015848i,-0.046248+0.037766i,-0.018878+0.048661i,0.003661+0.034306i,0.0090753+0.010038i,0.0044316-0.006816i,-0.0036599-0.017567i,-0.016258-0.021723i,-0.023743-0.016249i
-0.27583+0.37092i,-0.27959+0.53688i,-0.10384+0.39831i,0.031665+0.065493i,0.012838-0.12256i,-0.024521-0.11631i,-0.015319-0.093457i,-0.017283-0.10415i,-0.029038-0.082653i,-0.011527-0.032092i,0.022566-0.0081846i,0.035421-0.013982i,0.029182-0.015453i,0.024627-0.0099695i,0.021083-0.0090551i,0.010618-0.013956i,-0.0036992-0.014693i,-0.012178-0.0055405i,-0.011843+0.0025633i,-0.0062624+0.0022555i,0.00010774+0.0011624i,0.0076432+0.0027098i,0.013042+0.00048089i
-0.14721-0.44712i,-0.28412-0.563i,-0.27824-0.38927i,-0.12642-0.14909i,-0.030463-0.060452i,-0.033031-0.016603i,-0.012312+0.056929i,0.02957+0.083171i,0.025822+0.058568i,0.0018522+0.034016i,-0.0080173+0.020222i,-0.010066+0.01519i,-0.004487+0.017925i,0.0060369+0.022165i,0.018069+0.02751i,0.035441+0.029341i,0.047188+0.018888i,0.041506+0.0039678i,0.025322+0.0007134i,0.010907+0.0090996i,0.0032285+0.018608i,-0.00058389+0.023293i,-0.00016449+0.025662i
0.45323+0.12842i,0.61461+0.054765i,0.42917-0.089654i,0.063263-0.14568i,-0.12717-0.083025i,-0.11541-0.026232i,-0.090279-0.031501i,-0.10397-0.043355i,-0.091266-0.031466i,-0.048351-0.024599i,-0.031069-0.027056i,-0.03428-0.010117i,-0.027346+0.013686i,-0.014115+0.02009i,-0.0070268+0.0068975i,-0.014754-0.011956i,-0.026935-0.018201i,-0.026704-0.013674i,-0.017366-0.010786i,-0.0089187-0.013679i,-0.0069279-0.019191i,-0.0090876-0.023088i,-0.012157-0.023812i
-0.35838+0.31822i,-0.41661+0.51045i,-0.25489+0.50633i,-0.054517+0.35882i,0.029507+0.24227i,0.052916+0.16866i,0.079053+0.10159i,0.094462+0.066657i,0.081167+0.052286i,0.041716+0.040396i,0.019704+0.038834i,0.030495+0.028681i,0.039312+0.0044373i,0.032241-0.013853i,0.021926-0.017365i,0.018399-0.011546i,0.01659-0.008339i,0.00745-0.0079606i,-0.002365-0.0046429i,-0.0039405+0.00056026i,-0.00056104+0.0081569i,0.005057+0.016579i,0.012037+0.015817i
-0.046155-0.47786i,-0.16287-0.62472i,-0.22733-0.46258i,-0.16918-0.17756i,-0.067911-0.04097i,-0.026641-0.027733i,-0.03825-0.025439i,-0.05047-0.02275i,-0.037456-0.023825i,-0.014653-0.02124i,-0.0010511-0.0098122i,0.012028-0.001779i,0.025079-1.6593e-05i,0.031205+0.001403i,0.023828-0.0039748i,0.00117-0.0087988i,-0.017134-0.0030217i,-0.020579+0.0049874i,-0.018029+0.0092777i,-0.011807+0.010074i,-0.0042204+0.0039484i,-0.0015773-0.0059909i,-0.0046464-0.0052274i
0.43455+0.23261i,0.64174+0.24025i,0.60986+0.11986i,0.43405+0.0052283i,0.29361-0.035276i,0.18186-0.053696i,0.089286-0.037513i,0.067832+0.0016487i,0.065163+0.016835i,0.043244+0.020156i,0.024253+0.0088576i,-0.0040159-0.012285i,-0.035929-0.019526i,-0.050795-0.013009i,-0.046526+0.0023157i,-0.023822+0.015211i,0.0017595+0.014625i,0.016617+0.009951i,0.024287+0.0081059i,0.025681+0.0034662i,0.017927-0.0062675i,0.003852-0.014062i,-0.0047604-0.015401i
-0.43969+0.21909i,-0.56084+0.35504i,-0.43073+0.31972i,-0.24385+0.12455i,-0.17779-0.019785i,-0.13421-0.033891i,-0.082462-0.032854i,-0.085195-0.046689i,-0.089602-0.041507i,-0.056995-0.031987i,-0.023888-0.026605i,-0.0059078-0.018683i,0.0031856-0.0089805i,0.0067483-0.0048865i,0.0030382-0.0078653i,-0.0078687-0.0075696i,-0.020481-0.0018946i,-0.028298+0.0011691i,-0.02797-0.001178i,-0.021233-0.0035195i,-0.013769-0.001521i,-0.0087412+0.0046047i,-0.0029679+0.01103i
0.073099-0.47105i,0.033628-0.66146i,-0.033988-0.55139i,-0.03213-0.29607i,0.0022777-0.14863i,-0.016733-0.067724i,-0.0073426+0.014107i,0.036446+0.034968i,0.034345+0.020193i,0.010337+0.016228i,-0.0044464+0.018021i,-0.01009+0.027841i,-0.0023682+0.037793i,0.0082946+0.041179i,0.018786+0.042554i,0.034937+0.033217i,0.04644+0.012142i,0.03952-0.0069133i,0.020963-0.012715i,0.0050322-0.0063403i,0.00065055+0.0019082i,0.0050189+0.0020935i,0.0047682-0.0049234i
0.3374+0.34434i,0.49425+0.42456i,0.3835+0.30795i,0.083176+0.18507i,-0.080502+0.17892i,-0.05113+0.13617i,-0.043631+0.047794i,-0.082116+0.032361i,-0.075264+0.049195i,-0.045253+0.03736i,-0.023734+0.019732i,-0.0049685+0.0072645i,0.0069935-0.00044716i,0.0099487-0.0057073i,0.0045326-0.014699i,-0.0099176-0.016717i,-0.023242-0.0031654i,-0.027021+0.014837i,-0.024228+0.024842i,-0.017463+0.023077i,-0.0089925+0.014417i,-0.0037844+0.0032336i,-0.0018711-0.0035518i
-0.47539+0.077043i,-0.63283+0.18286i,-0.44409+0.2251i,-0.10213+0.13166i,0.045899+0.0242i,0.054328+0.023465i,0.092603+0.033595i,0.12234-0.0067201i,0.097629-0.023233i,0.058477-0.00085107i,0.03723+0.017575i,0.027814+0.018007i,0.017722+0.009075i,0.012588+0.0021899i,0.016554-0.0038938i,0.020165-0.016538i,0.016773-0.03211i,0.01128-0.042449i,0.0098934-0.044473i,0.010281-0.036303i,0.0084276-0.021481i,0.004178-0.004381i,0.0036153+0.0074847i
0.21429-0.42602i,0.23221-0.61722i,0.099364-0.48404i,-0.00021109-0.14263i,0.037515+0.032696i,0.041805+0.0014371i,-0.031858-0.0087773i,-0.059401+0.031178i,-0.032095+0.027205i,-0.01251-0.00067141i,-0.0068927-0.0093531i,-0.00024942-0.0088793i,0.0091355-0.0073062i,0.012439-0.0068887i,-0.0023262-0.003962i,-0.021286+0.012176i,-0.022651+0.032418i,-0.012173+0.042213i,-0.0034082+0.041762i,-0.00054229+0.03224i,-0.00018889+0.020263i,0.0012938+0.011912i,0.0021668+0.0063104i
0.2196+0.43091i,0.38853+0.55613i,0.41915+0.341i,0.25986-0.013141i,0.080078-0.14422i,0.015797-0.096223i,0.019939-0.078098i,0.0098938-0.092557i,-0.0073728-0.075406i,-0.0019004-0.046124i,0.0065117-0.038133i,-0.0027342-0.038015i,-0.018865-0.031417i,-0.028413-0.019542i,-0.023796-0.0084122i,-0.01248-0.0082413i,-0.010311-0.015177i,-0.015039-0.020416i,-0.016873-0.020057i,-0.011259-0.014981i,-0.0062383-0.013782i,-0.0067555-0.017526i,-0.0069561-0.017483i
-0.47035-0.083201i,-0.69105-0.036881i,-0.58809+0.094775i,-0.27417+0.16427i,-0.085921+0.10083i,-0.0638+0.038183i,-0.06083+0.049945i,-0.041872+0.069213i,-0.036303+0.053936i,-0.040528+0.031554i,-0.031364+0.027985i,-0.010877+0.027143i,0.0052261+0.014292i,0.011067-0.00076753i,0.0085629-0.002117i,0.010306+0.011194i,0.021256+0.022873i,0.029311+0.025265i,0.030399+0.022004i,0.028187+0.015057i,0.021363+0.0072674i,0.0090288+0.0019333i,-0.0027422+0.0021299i
0.34595-0.32453i,0.44688-0.5359i,0.27663-0.55216i,-0.00047089-0.35556i,-0.10618-0.13833i,-0.063486-0.026206i,-0.020854-0.0072793i,-0.0099592-0.013483i,-0.0016348+0.0022306i,0.011088+0.01464i,0.0048426+0.010292i,-0.012836+0.018387i,-0.018263+0.041465i,-0.0084284+0.055873i,0.0081983+0.044705i,0.014758+0.013034i,0.004949-0.015137i,-0.012077-0.026063i,-0.026195-0.025369i,-0.03304-0.018153i,-0.030054-0.0069729i,-0.020234+0.0042915i,-0.0095191+0.010464i
0.035481+0.48006i,0.12778+0.71315i,0.22755+0.64763i,0.23972+0.38121i,0.16305+0.182i,0.091217+0.084575i,0.055709+0.040138i,0.041094+0.035278i,0.029106+0.03231i,0.012187+0.027416i,0.015808+0.022178i,0.030843+0.002908i,0.033441-0.016038i,0.025165-0.023556i,0.010062-0.022096i,-0.001594-0.012087i,-0.0022791+0.00071813i,0.0033287+0.01023i,0.0086032+0.01441i,0.010718+0.011079i,0.012163+0.0016005i,0.013022-0.01018i,0.011701-0.019833i
-0.38832-0.25462i,-0.61712-0.34013i,-0.60289-0.23881i,-0.36885-0.076875i,-0.15078-0.014029i,-0.045198-0.0013779i,-0.0024904-0.0025797i,0.0033675-0.022281i,0.0007706-0.03007i,0.0031247-0.028409i,-0.0029236-0.017787i,-0.0024154+0.00045627i,0.0092233+0.0053786i,0.017726-0.0012876i,0.017247-0.0087812i,0.0055235-0.012755i,-0.010638-0.013597i,-0.021376-0.01229i,-0.022313-0.0054088i,-0.013304+0.0058862i,-0.0022647+0.017234i,0.003575+0.023805i,0.0047535+0.023081i
0.44167-0.13633i,0.66353-0.25412i,0.60026-0.29298i,0.35714-0.20975i,0.18485-0.11119i,0.077473-0.077086i,0.00083482-0.040914i,-0.010704-0.0016662i,-0.0056973+0.0049775i,-0.0052912+0.007198i,0.0043649+0.0018253i,0.0010233-0.018075i,-0.014104-0.028493i,-0.024798-0.022287i,-0.028157-0.005369i,-0.01988+0.012358i,0.0002239+0.021954i,0.021646+0.019072i,0.030866+0.0046704i,0.024435-0.0097489i,0.010407-0.018961i,-0.0029279-0.022038i,-0.010133-0.01815i
