-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
-2.06e-05+0.0013834i,-0.00014375+0.00083716i,-0.00018774+0.00022909i,-0.00024634-6.5763e-05i,-0.00036496+0.00039523i,7.9144e-05+0.0015032i,0.00062133+0.0016413i,0.0011783+0.0010224i,0.0014225+0.00018054i,0.0014318-0.00029221i,0.00065591-0.00072833i,-0.00085822-0.00059763i,-0.00043901-0.00034309i,4.9018e-05+0.00026027i,-0.00042123+0.00040682i,-0.00036396+0.00013719i,-0.00024716+0.00033839i,-0.00026089+0.00037727i,-0.00026634-0.00014557i,-0.00019197-0.00074617i,0.00023982-0.00080788i,0.0010033-0.001152i,0.00077295-0.0012906i
2.5745e-05+0.0015094i,3.062e-05+0.001084i,0.00022981-0.0002133i,6.9782e-05-0.0010218i,-7.3933e-05-0.00091419i,-0.00039164+6.7248e-05i,0.00019956+0.0008978i,0.001026+0.00098677i,0.00082524+0.00077799i,-2.6156e-05+0.00016891i,-0.00035511-0.00025584i,0.00013008-0.00018086i,0.00015784-0.00041523i,-0.0004128+0.00022648i,-0.00060792+0.0011804i,-0.0010326+0.0010838i,-0.00086418+6.8622e-05i,0.00011858-0.00044691i,-0.00011537-0.00014256i,-0.00024503+0.00024463i,-0.00021771+0.00014303i,-0.00015402-0.00010612i,0.00023297+0.00031495i
0.00082657-0.0012277i,0.0011433-0.00035544i,0.0011306-0.00032072i,-0.00012117-0.00014565i,-0.0011341+0.00027421i,-0.0016509+0.0011039i,-0.00012617+0.0014907i,0.00078575+0.0011037i,0.00074342+0.00041629i,0.0010313-2.2822e-05i,0.00070276-4.6235e-05i,-4.7934e-05-5.43e-05i,0.00014771+0.00030237i,0.0004946+0.00095811i,0.00097595+0.00086129i,0.00074672+0.00040537i,5.886e-05+0.00090981i,-0.0002289+0.0010003i,0.000296+0.00045911i,0.0010941+0.00031643i,0.0011415+0.00025502i,0.00055739-0.00051729i,0.00032405-0.0011318i
0.00086372+0.00042496i,0.00017229+0.00052908i,0.00082009-0.00048296i,0.00055305-0.0007828i,0.00038049+0.00023286i,0.00054925+0.0011239i,-4.107e-05+0.0011764i,6.2072e-06+0.00082095i,0.00068715-0.00044533i,0.00097618-0.0012252i,0.00032012-0.00054219i,-0.00044634+0.00035498i,-0.00033186+0.00066228i,-0.00010844+0.0010084i,-0.00020211+0.0012106i,0.000444+0.00066661i,0.0011069+0.00060151i,0.00064534+0.00033861i,-0.00041568+0.00010005i,-0.00010486+0.00062055i,0.00010123+0.00033145i,0.00025794-0.0001133i,0.00033479+8.8804e-05i
0.00040242+0.0021667i,-0.00058108+0.0019467i,-0.00060098+0.0011988i,-0.00090389+0.0013676i,-0.0012921+0.0013468i,-0.00093047+0.0011291i,-0.00025885+0.00087297i,0.00030055-8.7219e-05i,0.00057785-0.00083123i,0.00079844-0.00056496i,0.00067302-0.00059924i,0.00058813-0.00014982i,0.0007936+0.00036593i,0.00017873+0.0003271i,-0.00063408+0.00042328i,-0.00076447+0.00017735i,-0.00084781-0.00021778i,-0.00049364-0.00010433i,6.8852e-05+0.00038769i,-0.00055039+0.00024249i,-0.00098984+0.0002732i,-0.00063972+0.00019786i,0.00026638-6.399e-05i
-0.0022188-0.0013056i,-0.0015622-0.0014231i,-0.001792-0.0014125i,-0.002275-0.00092001i,-0.0012738+0.00034677i,4.8666e-06+0.0014193i,0.00057706+0.00095585i,0.0011044+0.00029337i,0.00064758+0.00081955i,-0.00036368+0.00054708i,-0.0004052-0.00068424i,7.406e-05-0.00054287i,-0.00026211+3.5305e-05i,-0.0010575+0.00034659i,-0.00089939+0.0011517i,-0.0003709+0.0014304i,-0.00021192+0.0013647i,-0.00034717+0.0010915i,-0.00013162+0.00028959i,6.6737e-05-0.0004268i,0.00021822-0.00067369i,0.00074313-0.00059245i,0.0010507+9.4494e-05i
5.2224e-05-0.0020827i,-0.00035385-0.0017494i,-0.0012325-0.0010585i,-0.0020603+0.00018646i,-0.0017716+0.0011584i,-0.0011256+0.0013044i,-0.00062235+0.00082987i,0.00022346+0.00029741i,0.00058557-0.00023536i,0.00058349-0.0010214i,-0.00014133-0.0010076i,-0.00082798-0.00060004i,-0.00059366-0.0010987i,-0.00059129-0.0012834i,-0.00042348-0.00048789i,-0.00022612-0.00019434i,7.3159e-05+0.0001597i,0.00016466+0.00049328i,-0.00031327-2.764e-05i,-0.00046863-0.00025531i,0.00027265+0.0001159i,0.00077242+0.00016912i,0.00023928-2.8573e-05i
0.0010408+0.00098068i,0.0019101+0.0010558i,0.0011786+0.00078661i,-0.00032776+0.00051976i,-0.00075663+0.00065144i,-5.6105e-05+0.00095292i,0.00055313+0.00047916i,0.00043383-0.00030253i,0.00014594-0.00026579i,-5.2939e-05-1.1905e-05i,5.8285e-05-2.8047e-05i,9.2025e-05-0.00042998i,0.00018946-0.000644i,0.0010355-0.00012291i,0.00051111+0.00056994i,-0.00049663+0.0003722i,-8.4476e-05+0.00034521i,-9.379e-05+0.00051883i,-0.00050998+0.00027263i,-0.00045102+0.00021568i,0.00028277-2.4769e-05i,0.00028566-0.00048489i,-0.00081232-0.00065666i
-0.00067271+0.00074701i,-0.0011346+0.00087657i,-0.0024565+0.00057554i,-0.0024287+0.0015186i,-0.0015409+0.0022899i,-0.0011095+0.0020432i,-0.00058183+0.00128i,0.00024577+0.0006149i,0.00099013-0.00055136i,0.0015366-0.00089193i,0.0014016-0.000647i,0.00030949-0.00043091i,-0.00028971+0.00061041i,-0.00022221+0.0015813i,-0.00055695+0.00066266i,-0.00094057-0.00020557i,-0.0007627+0.00029928i,-0.00070897+0.00081976i,-0.00043143+0.0001398i,-0.0002679-0.00059877i,0.00020824-0.00058007i,0.00087039+0.00022144i,0.00074276+0.00011284i
4.0905e-05-0.000764i,0.00072854-0.00032763i,-0.00031477-0.00084436i,-0.0015441-0.00035026i,-0.001833+0.0015145i,-0.001169+0.0019136i,0.00022275+0.00084392i,0.00087261+0.00041296i,0.00084052+0.000416i,0.00088264+0.00052734i,0.00083314+0.00040788i,0.00055108+0.00010251i,0.00041538-0.00028412i,0.00016046-0.00039388i,-8.8404e-05+0.00045675i,-1.5799e-05+0.0011383i,0.00087614+0.0016763i,0.0010736+0.0013508i,0.00065278+0.00051948i,0.00053793+0.00056143i,9.2936e-05+0.00091173i,8.7066e-05+0.00075986i,0.00069415+0.00039845i
0.00013848-0.0006508i,0.00012384+0.00027343i,-0.00015716+0.00067733i,-0.0005358+0.00106i,1.6556e-05+0.0014388i,7.5498e-05+0.0016184i,-7.8664e-05+0.0017543i,0.00060616+0.0014558i,0.0011386+0.00034097i,0.0013503-0.00025933i,0.0006342-0.00020434i,0.00038101+9.2815e-05i,0.00040407-0.00016562i,-0.0003194-0.00040125i,-0.0007544-0.0002256i,-0.00042498+0.00051649i,4.3132e-05+0.00081349i,-8.0774e-05-1.688e-05i,-9.1168e-05-0.00041184i,1.495e-05-0.00018354i,0.0006102+0.00019742i,0.00078681-4.4969e-05i,7.5067e-05-0.00025963i
-0.0007035+0.00077331i,-0.00011621+6.0547e-05i,-0.00055187+0.0001022i,-9.5659e-05+0.00080879i,6.3467e-05+0.00082048i,-0.00047104+0.0014544i,-0.00028887+0.0012896i,-0.00032506+0.00037977i,-0.00078227+1.8295e-05i,-0.00076348-0.0001655i,-0.00026368-5.1353e-05i,-0.00041832-0.00041152i,-0.00088865-0.00040526i,-0.00060887+0.00019546i,-8.0855e-05+0.00032114i,0.00062279+0.00030304i,0.0011554+0.00058467i,0.0010429+0.00065729i,0.00099591+0.00018273i,0.00067053+4.9992e-05i,0.00011092+0.00026255i,0.00016755+0.0009877i,0.0004373+0.0013211i
0.0003924-0.0006743i,-0.0010931+0.00027696i,-0.0011892-4.6194e-06i,-0.0001828+0.00051535i,-9.1405e-05+0.0016206i,3.0345e-05+0.0010332i,0.00020035+3.194e-05i,0.00071891-0.00034702i,0.0011226-0.00060903i,0.0012975-0.00066891i,0.00097901-0.00025678i,-5.885e-05+0.00011252i,-0.00010658+0.00018683i,-2.7947e-05-1.5854e-05i,-0.00036822-0.00040409i,-0.00074575+0.0001591i,-0.00089388+0.00077574i,-0.00025316+0.00039981i,0.00013739-0.00011338i,-0.00015007-0.00071376i,0.00010011-0.00057532i,0.00060286-0.00035929i,0.0013947-0.00095041i
0.0018348-0.00036324i,0.001519-0.00061598i,0.0012616-0.00048972i,0.00054516-0.00054111i,0.0001263+3.0628e-05i,-1.2367e-05+0.0016741i,0.00020173+0.0021568i,0.0010373+0.0010742i,0.0013472-0.00083851i,0.0013663-0.0010591i,0.00030011-0.00054274i,-0.00087008-0.00028852i,-0.00021779+9.7872e-05i,9.8778e-05+0.00042088i,-0.00087325-5.008e-05i,-0.00087472-0.00017301i,-0.00043564+0.00087797i,-0.00049508+0.0011994i,-0.0002828-3.7594e-05i,8.6384e-05-0.0011185i,0.00089692-0.0010982i,0.0012236-0.00039112i,0.00050193-0.00013119i
0.0015375-0.00050212i,0.00036537+0.00026139i,-0.00032269+0.00054215i,-0.00044479+0.00050355i,-0.0002948+0.0012626i,-0.00098733+0.0022149i,-0.0010823+0.0020968i,3.2789e-05+0.00185i,0.00073044+0.0013135i,0.001005+0.00037115i,0.00052514+0.00013956i,0.0004365+1.4577e-05i,0.00043421-0.00025876i,0.00070302-0.0001237i,0.00033968+0.00063988i,-0.00051005+0.0014895i,-0.00073965+0.0014693i,-0.00065034+0.00027753i,-0.00055395-0.00033115i,0.00022228-0.00028701i,0.00038003-8.4704e-05i,2.5837e-05-0.00029902i,0.00090197+0.00012988i
-0.00020668-0.00068382i,-2.0748e-05-0.0010111i,-0.00011281-0.0016211i,-0.00076179-0.0013462i,-0.0010742+0.00019432i,-0.0010517+0.0013059i,-0.00072977+0.0017156i,-0.00013031+0.0011995i,0.00013807+0.00047165i,-0.0003961+0.0001287i,-0.00057943-0.0002203i,-2.3188e-06-3.2807e-06i,0.00017143+0.000166i,-0.00017063-1.6835e-06i,4.4587e-05+0.0004292i,0.00036291+0.00084687i,0.00030771+0.0013829i,0.00023984+0.0014555i,0.00029869+0.00036299i,0.00045671+4.6187e-05i,-2.861e-05+0.00014363i,-0.00061301+0.00035573i,-0.00065299+0.00081299i
0.00042881-0.0011216i,0.00031005-5.5479e-05i,-0.00021961+6.3337e-05i,-0.0005795+0.00056396i,-0.0011159+0.0015448i,-0.00018163+0.0016994i,0.00052478+0.00133i,-0.00023067+0.00056896i,-0.00063472+0.00024412i,-0.00087176+0.00017181i,-0.00080754+0.00020834i,-0.00059533+0.0003237i,-0.0008431-0.00051458i,-0.00070034-0.0012973i,9.8669e-05-0.001225i,0.0004391-0.00092966i,0.0002449-0.00067705i,3.956e-05-0.00031743i,0.00020695-0.00012467i,0.00037725-0.00028178i,-3.4439e-05-0.00027757i,-0.00046559-0.00029684i,-0.00042746-0.00036147i
0.00033799-0.00074987i,0.00028963-0.0011875i,0.00024004-0.00024256i,-0.00063927+0.0006147i,-0.0013983+0.001058i,-0.001578+0.0017972i,-0.00091931+0.0018412i,0.00050105+0.0010092i,0.001436+0.00014651i,0.00091687-0.00017316i,0.00050061+0.00032712i,6.9912e-05+0.00075248i,-0.00057119+0.00091835i,1.6804e-05+0.00068691i,0.00049934+0.00033801i,0.00022422+8.7154e-05i,-5.9385e-05+1.6345e-06i,-4.2897e-05+0.00062585i,-7.8871e-05+0.00096333i,6.3337e-05-1.0717e-05i,-0.00012357-0.00098955i,-0.00067032-0.0012655i,-0.00076989-0.00089508i
0.00013846+0.00039609i,-0.00051134+0.00097482i,-0.0016507+0.00069335i,-0.0016507+0.0002641i,-0.0015692+0.0010853i,-0.0010778+0.002017i,0.00048326+0.001711i,0.0018632+0.0010645i,0.0022224+0.00032195i,0.0022297+4.878e-05i,0.0018922+0.00044233i,0.00096625+0.00045373i,-5.0719e-05-0.00028656i,-0.00015433+0.0005975i,0.00037325+0.0016668i,8.9379e-05+0.0015923i,-0.00037932+0.0011029i,-0.00036733+0.00032245i,-0.00035724-0.00039432i,-0.00037099-0.0011699i,-0.00034384-0.00097017i,-0.00022924+0.00014805i,-0.00043916+0.00045155i
-0.00039773+0.00069359i,0.00072039-0.00042508i,0.0011827-0.00038091i,0.0003802+0.00040521i,-0.00050184+0.0013296i,-0.00096029+0.0017142i,-0.00094505+0.00057515i,-0.0010088+0.00019487i,-0.0011118+0.00036937i,-0.00031912-7.2746e-05i,0.00026641-0.0005266i,-0.00024085-0.0005407i,0.00015158-0.00069283i,0.0010877-0.00116i,0.00027155-0.0011231i,-0.0006484+1.6135e-05i,1.7543e-05+0.0013245i,0.00045628+0.0019019i,0.00045818+0.0011399i,0.00074545-2.2747e-05i,0.00031872-0.00065165i,-0.00024198-0.00041239i,-0.00063531-0.00034317i
0.00020205+0.00032214i,-0.0012332+0.00031125i,-0.0018378+0.0011057i,-0.0014109+0.0012567i,-0.00081592+0.00035937i,-0.0010303+0.0002353i,-0.0012688+0.00085811i,-0.00091725+0.00072972i,-0.00010032+0.00058976i,0.00094005+0.00057819i,0.0014916+0.00015532i,0.0012974-0.00031223i,0.00075631-0.00055418i,-0.00055369-0.00043477i,-0.0010467-7.5495e-05i,-0.00057114+8.4894e-06i,-0.0007828-0.00032333i,-0.00035665-0.00048919i,-0.00047618+0.00013595i,-0.00082591+0.00034149i,-0.00045341-0.00018267i,-0.0011363-0.00015854i,-0.00075167+0.00047038i
-0.00020134+0.00090001i,0.00049614+0.00014151i,0.00058129-0.00060151i,0.00037373+0.00012726i,-0.00020857+0.0013397i,0.00071313+0.0015456i,0.00081281+0.001853i,9.2024e-05+0.0011919i,0.00069548+0.00011295i,0.0011416-0.00031005i,8.6946e-05-0.0008922i,-0.00045324-0.00041111i,-1.3424e-05+0.00072944i,-0.00024621+0.00086607i,-0.00037955+0.00062548i,-0.0006831+0.00020913i,-0.00044921-0.00016873i,0.00071304-0.0005607i,0.00094279-0.00092272i,0.00032965-0.00060679i,-0.00011779-0.00021844i,-0.00016478-0.00030032i,-0.00061788-0.00034557i
-0.0006285+0.0014044i,0.00064307+0.0015944i,-0.00052215+0.00041826i,-0.001487-0.00020492i,-0.0012793-0.00016578i,-9.0025e-05+0.00042866i,0.0012359+0.00032343i,0.0026668+0.00082111i,0.0028779+0.0010802i,0.0015507+0.00027053i,0.00043559-0.00045214i,-6.4082e-05-0.0005738i,0.00056739-0.00014768i,0.001261+4.51e-05i,0.0011554-0.00013378i,0.00064375+9.1435e-06i,-5.7852e-05-0.00017119i,-0.00049016-0.00037384i,-0.00033678-0.00038587i,-0.0002329-1.3308e-05i,-0.00050948+0.00019545i,-0.00048183-6.8158e-06i,0.00051693-0.00025797i
-1.9207e-05+0.002123i,0.00014219+0.0020883i,0.00068094+0.0014294i,0.0012881+0.00047273i,0.00019985+0.0010905i,-0.0010744+0.0016005i,-0.00069912+0.0011611i,0.00028577+0.0013572i,0.0016668+0.0010874i,0.0019283+1.7352e-05i,0.00088789-0.00019883i,0.00034575-0.00035191i,0.00064741-0.00073104i,0.00030042-7.3518e-05i,0.00030524+0.0010267i,0.00060195+0.0020259i,0.00015023+0.0014181i,-0.00039304+0.0010212i,-0.00061463+0.00070104i,-0.00011526-0.00019576i,0.00052089-0.00051951i,0.00014974-0.00072504i,0.00046196-0.00048875i
0.0013204+0.00082269i,0.0017315+0.00079607i,0.0020549+0.00015179i,0.0013133-0.0011799i,0.00041373-0.0011016i,-0.00063719-1.4216e-05i,-0.0011902+0.00054079i,-0.0010887+0.0010862i,-5.5082e-05+0.00053162i,0.00092737-0.0008905i,0.00098194-0.0012731i,0.00065075-0.0012431i,-7.8396e-05-0.0013995i,-0.00059796-0.00098928i,3.6346e-05-0.00026563i,0.00027409+0.00062529i,-0.00049845+0.0013002i,-0.0003617+0.00070412i,1.2178e-07+0.00038065i,0.00023635+0.0003656i,0.00047888+0.00048893i,-3.6768e-05+0.0010843i,-0.00039097+0.001133i
-7.0714e-05+0.0024684i,-0.00092273+0.0017335i,-4.4232e-05+0.0018479i,0.00035003+0.0020941i,-0.0005211+0.0017636i,-0.0016058+0.0017742i,-0.0012694+0.0011685i,-0.00033356+0.00037316i,0.00016325+0.00024126i,-0.0002888-7.3555e-05i,-0.00022737-0.00063705i,2.947e-05-0.00059678i,-0.00050325-0.00065244i,-0.0009371-0.00031616i,-0.00090167-7.8138e-05i,-0.001118-0.00023697i,-0.00072497+0.00087537i,-0.0001773+0.00096993i,0.00028282+0.00049672i,0.00034017+0.0010043i,-0.00020438+0.00018738i,-0.00049577-0.00080659i,-0.001018-0.00021835i
-0.00074346-0.00012949i,-0.00086559-0.00083301i,-0.00012431-0.00024803i,-0.0004048+0.00044234i,-0.00091371+0.0007899i,-0.00029712+0.00032901i,0.00052733-0.00023485i,0.00057318+0.00021289i,0.00042245+0.00093481i,0.00034545+0.00049159i,0.00026988+0.00013788i,0.00028272+0.00060614i,0.00040225+0.001006i,0.00020981+0.00095151i,-0.00037009+0.0008764i,-0.00073909+0.00085532i,-0.001219+0.00018853i,-0.00024534-0.00016468i,0.00071498+0.00011883i,0.00076797+0.00018938i,0.00027906-0.00011806i,-0.00079211-0.001031i,-0.00087504-0.0010981i
0.0041449+0.0012398i,0.0032722+0.00072646i,0.00218-0.00045253i,0.00089413-0.0016097i,-0.00067356-0.0014328i,-0.0009868-6.1439e-06i,0.00062658+0.0010499i,0.0020268+0.00051619i,0.0019424-0.00035655i,0.0010777-0.00044822i,-1.0723e-05-0.00049901i,0.0003542-0.00043891i,6.2549e-05+0.00055423i,-0.00097311+0.0012691i,-0.00012358+0.0011454i,0.000361+0.00059334i,0.00049988+0.00014366i,0.00075743+0.00037662i,0.00051082+0.00088721i,4.2231e-05+0.00015965i,0.00048243-0.0011658i,0.0012311-0.0014267i,0.0012702-0.00099317i
0.00024422+0.00062219i,-7.8535e-05+0.0012468i,-0.00035028-0.00019909i,-0.00078255-0.00083548i,-0.001533-0.00049951i,-0.001305+0.00087767i,-0.0006786+0.0014123i,-0.00011403+0.0008913i,0.0010586+0.0014855i,0.0011349+0.00058309i,0.00077925-0.0012456i,0.00080599-0.0014044i,0.00040957-0.00047516i,1.3525e-05+1.7989e-05i,0.00011919+0.00027097i,0.00010533+0.00037454i,-0.00028243+0.00080814i,-0.0003366+0.00094451i,0.00041+0.00049666i,0.00050639+0.00026203i,-2.4556e-05-4.0071e-05i,3.975e-07+6.0476e-05i,-5.4473e-05+0.00025313i
-7.2938e-05-0.0014214i,0.00035904-0.0005756i,8.5334e-05-0.00024865i,-0.00024447-0.00021459i,-0.00038431+0.0006243i,0.0001875+0.00072783i,-3.8932e-05+0.00017279i,-0.00023893-0.00014575i,0.00025848+7.5357e-05i,0.00024515+7.4441e-05i,-0.00012723-2.6776e-05i,-0.00020796-0.0002789i,0.00012552-0.00067349i,6.3808e-05-0.00018912i,-0.00035519-5.8652e-05i,-0.00012281+0.00017569i,-0.00032557+0.0010209i,-0.00011253+0.0011076i,0.00053471+0.00079929i,0.00081656+0.00037444i,0.00070678-0.00067357i,0.00024789-0.00090789i,-1.7564e-05-0.00066906i
-0.0010348-0.00010608i,-0.0012402+0.0011004i,-0.0010776+0.0012703i,-0.00058441+0.00078216i,0.00040252+0.00095524i,0.00064015+0.001578i,0.00053398+0.00192i,0.00033345+0.0020034i,6.2205e-05+0.00091315i,-0.00028958+0.00053936i,-0.0009277+0.00090036i,-0.0011213+0.00053167i,-0.00063414+0.00022523i,9.6538e-05+0.00033246i,0.0010401+0.00041535i,0.0015716+1.0827e-05i,0.00031901-0.00063655i,-8.847e-05-0.00067662i,0.00048947-0.00064446i,0.00053355-0.0011055i,0.00017182-0.0010538i,0.00017588+1.3439e-05i,0.00069866+0.00080594i
-7.4578e-05+0.0026046i,8.357e-05+0.00074212i,0.00041451-0.00031416i,0.0011611+0.00011304i,0.00078576+0.00011682i,0.00067666-0.0002722i,0.000468+0.00060526i,-8.459e-05+0.0011091i,0.00016871+0.001022i,0.00047736-0.00016366i,-0.00061583-0.00071334i,-0.0015859-0.00011331i,-0.00082572-0.00021114i,-7.3479e-05+5.8973e-05i,-2.8037e-05+0.00022219i,0.00017647-0.00031833i,0.00097292-0.00036856i,0.0011142-1.2465e-05i,0.00032604-8.0016e-05i,-0.0003341-0.00058873i,-0.00062294-0.0010839i,-0.00096699-0.00058106i,-0.00095265+0.00032994i
0.00021131+0.0013625i,9.0563e-05+0.00046634i,-1.8935e-05-0.00039495i,0.00013296+0.00028819i,-0.00038042+0.0015079i,-0.00079262+0.0014504i,0.00012491+0.00071749i,0.00020788+0.0014992i,0.00020131+0.0020663i,0.00048141+0.0009357i,1.162e-06-0.00047639i,-0.00014284-0.0011581i,-9.8529e-05-0.0011768i,-7.2845e-05-0.0010534i,3.0838e-05-8.0273e-05i,0.0004491+0.0010964i,0.00077683+0.00088677i,0.00043085+8.5391e-05i,0.00020998+0.00015451i,5.2304e-05+0.00039265i,-0.0001358-0.00028021i,0.00018168-0.00074052i,0.00033574-0.00022611i
-0.0010038+0.00053985i,-0.00010854+0.0020126i,0.0003626+0.0028259i,7.6639e-05+0.0025287i,-0.00015032+0.0023685i,0.00028748+0.0016418i,0.00075826-9.823e-05i,0.00065944-0.0005181i,0.00034473+0.00014568i,0.00034459+0.00088055i,0.000839+0.00061153i,0.001178+6.0148e-05i,0.0014385-0.00041973i,0.0011583-0.00081845i,0.00055502-0.00047139i,0.00077076+0.00031946i,0.00044614-0.00018809i,3.5954e-05-0.0005163i,-0.00060503-0.00044133i,-0.0009288-0.00018196i,-0.00011895+0.00034625i,0.00012948+0.00036817i,-0.00024135-1.8063e-05i
-0.0015387-0.0020233i,-0.0018352-0.0017165i,-0.0018199-0.0012576i,-0.0019251-0.0010581i,-0.0011374-0.00023147i,-0.00015329+0.0008288i,0.00069557+0.0010057i,0.00061769+0.00041534i,0.00065432-8.6979e-05i,0.0010038-0.00054384i,0.00053374-0.0004415i,0.0003229+0.00051593i,0.00011146+0.00096225i,0.0002129+0.00041778i,-3.0382e-05-0.00051397i,-0.00054565-0.00027961i,-0.0006004+0.00069491i,-0.00059918+0.00067261i,-0.00037118-0.00011897i,-0.00040573-0.00085703i,-0.00039022-0.00068687i,-0.00014528-0.00013901i,-0.00046425-0.00041233i
0.0018942-0.00074713i,0.0019672-0.00027805i,0.0011572+0.00039779i,0.00081247+0.00049715i,0.00037051+0.00091915i,-0.00016464+0.0013704i,-0.0002752+0.00058012i,0.00034007+0.00043289i,0.00012735-0.00016146i,-0.00027817-0.0010014i,-0.00010217-0.00088545i,-0.00067931-0.00043806i,-4.1664e-05-0.000353i,0.00070669+0.00024667i,-7.1227e-05+0.0011531i,-8.0993e-05+0.00073341i,0.0006314+0.00092204i,0.00075406+0.0016201i,0.00027041+0.0010487i,0.00023635+0.00016069i,0.000535-2.5289e-06i,0.00012682+2.3156e-06i,0.00011552-0.00023579i
0.0027789+0.0025872i,0.0022247+0.0014455i,0.00088673+0.0006235i,-0.00086716+0.00034804i,-0.0018753+0.00022298i,-0.00048795+0.00051657i,0.0012821+0.0005818i,0.0018778+0.000106i,0.0013212-7.3039e-05i,0.00020038-0.00028527i,-0.00092203-0.001i,-0.001208-0.0007522i,-0.00032409+0.00024079i,4.7888e-05+0.00090079i,-0.00045734+0.0007282i,-4.7916e-05+0.00084458i,0.0011767+0.000876i,0.001609+0.0010973i,0.0010107+0.00071351i,0.00061193-8.3935e-05i,1.6671e-06+0.00029301i,-0.00036782+0.00035171i,-0.00044448-0.00019493i
-0.00072415+0.0018897i,-0.00080519+0.0020648i,-0.00034067+0.00086376i,-0.00050121-0.00023239i,-0.00059232-0.00048025i,-0.0011303-0.00015773i,-0.00045933+0.00033732i,0.0010961+0.00049936i,0.0012154+0.00062736i,0.00089407-1.0184e-05i,0.00045492-0.00047322i,-0.00012996+0.00012516i,-0.00035309+0.0005562i,-0.00093128+0.0003259i,-0.00034019+3.9516e-05i,0.00018638+0.00045219i,-0.00024172+0.00063475i,-0.00023316-6.5089e-06i,-1.1089e-05-0.00055116i,0.00019344-0.00055993i,0.00033879-0.00078403i,0.00050938-0.00050971i,0.00030013+0.00021786i
-0.00050279-0.0018838i,-0.00060465-0.0021302i,0.00013286-0.0011767i,0.00014316-0.00088093i,-0.00075816-0.00020051i,-0.00092014+0.00024697i,0.00050774+0.00057627i,0.0017062+0.0011583i,0.0021987+0.0020635i,0.0014009+0.0020966i,0.00083653+0.00041675i,0.0015542-0.00070596i,0.00088987-0.00064483i,-7.3314e-05-0.00012555i,0.00039263+0.00076666i,0.00093815+0.0012911i,0.00092179+0.00096718i,0.00062732+0.00058911i,0.00057049+0.00070717i,0.00051696+0.00027597i,4.8695e-05-0.00024518i,-0.00040877-0.00074601i,-0.00014129-0.0003879i
0.0032723-0.0012756i,0.0028363-0.00048427i,0.0015078-0.0011193i,0.00069655-0.00083933i,-0.0011749+7.6623e-05i,-0.0012568+0.00089486i,-0.00053199+0.00042187i,-2.7668e-05+0.00026284i,0.00074234+0.00035779i,0.00052625+0.00011452i,-0.00017397+7.1458e-05i,-0.00065051+0.0003517i,-0.0010039+0.00056239i,-0.00018596+0.00014813i,0.0001084+0.0006705i,-0.00022341+0.0014099i,-0.00039323+0.0010005i,-0.00070444+0.0004248i,-0.0005187-7.0646e-05i,0.00058449-0.00025901i,0.0013308-0.00047823i,0.0011203-0.0006792i,0.00066092+5.5005e-05i
0.0026892+0.0016599i,0.0021678+0.0014345i,-9.2592e-06-9.6658e-06i,-0.0013429+0.00016316i,-0.0011679+0.001363i,-0.00048424+0.001984i,0.00054059+0.0017381i,0.00063495+0.00048134i,-0.00027855-0.00077798i,-0.0008208-0.0016324i,-0.00053305-0.0012585i,-0.0001228+6.4639e-05i,0.00038609+0.00055191i,0.00025577+0.00020618i,-0.00026963+5.5782e-05i,0.00017652+0.00020527i,1.3573e-05+1.339e-05i,4.2192e-05-0.00069023i,0.00079916-0.00071075i,0.00048285+7.7616e-05i,0.00015885+0.00072998i,0.00075148-3.076e-05i,0.00044324-0.00046296i
-0.00084948+0.0005521i,-0.00044219+0.00056486i,-0.00059873-0.00026767i,-0.0015667-0.00087757i,-0.0011945+0.00013831i,-0.00046095+0.0021447i,-0.0010224+0.0024633i,-0.00057588+0.0010762i,0.00040569-0.00015703i,0.00059878-0.0013208i,0.00022168-0.0017258i,0.00055259-0.00089361i,0.00087265-0.00059173i,0.00075963-0.00080634i,-0.00016628-0.00026168i,-0.00088337+6.5901e-05i,-0.00061259+0.00022873i,-0.00025291+0.0010851i,-0.0002692+0.0013541i,-0.00024669+0.00038073i,0.00035316+7.979e-06i,0.00026901+1.2998e-05i,6.5131e-05-9.3425e-05i
