-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
-9.1609e-05+0.0004433i,-0.00090221-0.00059012i,-0.0011192-0.0013659i,-0.0009285-0.0007011i,-0.00036787-0.00073965i,-0.00015039-0.00017099i,0.00025611+0.00061518i,0.00086442+0.00062405i,0.00022231+0.000996i,-5.822e-05+0.0016921i,0.00017214+0.001131i,0.00054818+0.00010871i,0.0005001-0.00024719i,-0.00084342+1.8762e-05i,-0.0013322-0.00018094i,-0.00061853-0.00072205i,-0.00017278-0.00046496i,-0.00015317+9.6201e-05i,0.00066277-0.00018444i,0.00079307-0.00023599i,0.00035087-0.00019947i,0.00044212-0.00056354i,0.00040929-0.00077097i
0.00054082-0.00070003i,0.00060019-0.0011781i,0.00074955-0.00072328i,0.00026311-4.6541e-06i,-0.00029459+0.00040725i,0.00014094+0.00042456i,0.00034229-0.00010624i,0.00014748-0.00026137i,-9.0613e-05-0.00014749i,-0.0001549+7.9477e-05i,-1.9592e-05-3.2768e-06i,-2.1014e-05-0.0002784i,0.00031015-0.00094847i,0.00090535-0.0010302i,0.0007632-0.00067749i,-0.0005142-9.9863e-05i,-0.00094223+0.00058155i,-0.00026391+0.00035958i,0.00027677-3.5546e-06i,0.00045324-0.00023139i,0.00033101-0.00083332i,0.00030073-0.00039275i,0.00025128+0.00024664i
-6.7897e-05+0.0025145i,0.00062764+0.0024874i,0.00073503+0.0015227i,0.00077311+0.00095884i,0.0013588+0.00025335i,0.0010012-0.00025772i,8.9568e-07+1.0528e-05i,-5.0211e-05+0.00027622i,0.00095145-0.00031228i,0.0014592-1.4417e-05i,0.0006673+4.3132e-05i,0.00062792-0.00066077i,0.0012155-0.00011512i,0.0011212+0.00039783i,0.00035833-2.8237e-05i,-0.00046145-0.00021773i,-0.00023489+0.00066591i,0.00039288+0.0012172i,0.00033464+0.00015859i,-0.00017694-0.00010486i,0.00027401+0.00041459i,-2.7638e-05+0.00022732i,-0.0005082-0.00028873i
-0.00040379+0.0023369i,-0.00070721+0.0017698i,-0.00028418+0.0011411i,-2.1439e-05+0.00065315i,-0.0001586+0.00054856i,-0.00011966+0.0013382i,-0.00019488+0.0015292i,-0.00022898+0.00039656i,0.00029205-0.00060321i,0.0015255-0.0012183i,0.0013281-0.00058632i,-0.00023991+0.00069614i,-0.001186+0.00073319i,-0.0012584-0.00019654i,-0.00056614-0.00019881i,-0.00013842+0.00031475i,0.00021298+0.00074605i,0.00047412+0.00063257i,0.00036941-0.0002323i,0.00044177-0.00059266i,0.00044026-0.00070024i,0.00039332-0.00022351i,-5.9245e-05+0.00036457i
-0.0011445-0.0010533i,-0.00035876-0.00046942i,-6.6269e-05+0.00093792i,-0.00011105+0.0007974i,0.0001964+0.00084792i,0.00017557+0.0012279i,-0.00047077+0.00042486i,4.3972e-05-0.00020589i,0.00069414-0.00057618i,0.00039254-0.00020436i,-3.3677e-05+0.00048839i,-0.00045382+0.00048732i,-0.00025876-7.341e-05i,0.00038994-0.00056546i,0.00044336-0.0010107i,-0.00019083-0.00092478i,-0.00080199-0.00038313i,-0.00035508+0.00059577i,9.1225e-06+0.00091685i,0.00013818+0.00014476i,-0.00022862-0.00012665i,-0.0010163-0.00018137i,-0.00010195-0.00010475i
0.0012182+0.0001334i,0.0014515+0.00021072i,0.00056688+0.00017486i,-0.0007251+0.00040844i,-0.0012107+0.00069154i,-0.00043732+0.00071301i,4.2343e-06+0.00058513i,-0.0003713+0.00027154i,-0.00023805+0.00035281i,-0.00020014+0.00066346i,-0.00019746+0.00039383i,-0.00029246-0.00021459i,-0.00025233-0.000843i,-0.000111+3.0957e-05i,-6.5807e-05+0.0010099i,0.00033728+0.00099901i,0.0006884+0.00080176i,0.00032049+2.3903e-05i,-0.0005232-0.00034393i,-0.00067353-0.00012019i,-5.2633e-05-0.00029708i,0.00043665-0.00038258i,0.00018962-0.00052114i
0.00037768+0.00080202i,0.00030173+0.00075795i,0.00014453+0.0013404i,0.00031762+0.001625i,0.00034605+0.0017039i,0.00049576+0.0012734i,0.00024336+0.00067771i,0.00062386+0.00014327i,0.0011302-7.1189e-05i,0.0013507+0.00053661i,0.0008829+0.00074037i,6.2291e-05+0.00014932i,-0.00049652-0.0001991i,-0.0011831-0.00015164i,-0.00081167-0.00027862i,1.9969e-05+0.00025676i,0.00024906+0.00062721i,0.00066466+0.00011116i,0.0012671+0.00013233i,0.0008108+0.00029959i,0.00033205-0.00051516i,0.00013267-0.00058848i,0.00024941-7.2427e-05i
-0.00066455+0.0033728i,-0.00055441+0.0023164i,0.00019086+0.0012196i,0.0013076+0.00073749i,0.0015428+0.00072602i,0.00074663+9.8072e-05i,-0.00011951-0.00037637i,0.00017429+0.00035914i,0.0010423+0.00084077i,0.0015754+0.00031408i,0.0004873+4.6099e-05i,-0.00053581-0.00012846i,-0.00012002+0.00030526i,-8.0472e-05+0.00058186i,-0.00047174+0.0008312i,-0.00027876+0.0011505i,1.9154e-05+0.0011725i,9.4613e-05+0.00095801i,0.00058292+0.00037929i,0.0010987+0.00013753i,0.0012477-0.000694i,0.0012427-0.0011006i,0.0003984-5.7012e-05i
-0.00068098+0.0016251i,-0.0011963+0.0021208i,4.4302e-05+0.0018619i,0.0006083+0.0010008i,-8.7638e-05+0.0010508i,-0.00064888+0.0013001i,-0.00035774+0.0013263i,0.0003434+0.001347i,0.00027674+0.00085658i,0.00053655-0.00018106i,0.0005733-0.00071126i,0.0007702-0.0005057i,0.00084423+0.00026364i,-0.00023622+0.00029356i,-0.0006146+0.00034067i,-0.000414+0.0005298i,-0.00075073-4.2865e-05i,-0.00062712-0.0010222i,-0.00021488-0.00096731i,-0.00060197+0.00016658i,-0.00044375+0.00039429i,9.3382e-05+0.00028928i,9.9279e-05+0.00063506i
-0.0009613-0.001925i,-0.0010384-0.0012492i,-0.0019084-0.00033047i,-0.0015076+0.00053963i,-0.0007245+0.0015116i,-0.00063466+0.0019741i,8.6988e-05+0.0016107i,0.0007826+0.00088425i,0.00093296+0.00050424i,0.00066993+0.00074389i,7.836e-05+0.00073328i,-0.0002167+0.0003011i,-0.00014218+2.4923e-05i,-0.00058682-0.00031018i,-0.0010222-0.00040088i,-0.00038754+0.00017594i,0.00046872+0.0010169i,0.00059807+0.00080316i,0.00021937-4.4794e-05i,0.00028396-0.00049594i,0.00072504-8.1285e-06i,0.00021995+0.00053557i,-0.00029484+0.00021898i
0.0014113-0.00019567i,0.0013002+0.0010456i,-0.00036661+0.0018299i,-0.0007451+0.0016905i,1.0505e-06+0.0017617i,0.0006875+0.0016723i,0.00080644+0.0014302i,0.0011505+0.00035133i,0.0010284-0.0009393i,0.00013851-0.00083472i,-0.0005451+4.1161e-05i,-0.00061432+0.00011192i,-0.00025833-0.00039747i,0.0004262-0.00035669i,0.0011088+0.00076876i,0.00068739+0.0015008i,5.8779e-05+0.00096362i,-0.00029103+0.00031462i,0.00032778-3.0061e-05i,0.00085182-0.00080415i,0.00033444-0.00083124i,0.00015805+1.0745e-05i,-0.0001133+7.4771e-05i
0.00020367+0.0011111i,0.00043355+0.00097003i,0.00013656-0.00020322i,-0.00080906-0.00028409i,-0.0014485+0.00093601i,-0.00087374+0.0020736i,0.00020326+0.0012992i,0.0010661-0.00010808i,0.0010318-0.00075299i,0.00045364-0.00088498i,-0.00038983-0.00064812i,-0.00085237-0.00060064i,-0.00042725-0.00084287i,-0.00036951-0.00080367i,-0.00036408-3.7292e-05i,-0.0002305+0.00025689i,-0.00014703-0.00012971i,-0.00070696-0.00022189i,-0.00091659-0.00055441i,-7.556e-05-0.00047021i,0.00036378+0.00028554i,1.0676e-05+0.00051056i,-0.00036863+0.0001189i
-0.002113-0.00067895i,-0.0017865+0.00041193i,-0.001621+0.00086196i,-0.00076278+0.00089688i,-0.00021704+0.0013382i,-0.00015879+0.0013443i,-0.00040709+0.00072976i,-0.00023596+0.00067482i,0.0005699+0.00049098i,0.00023213+3.6193e-05i,-0.00044832+0.00052044i,0.00022028+0.00090309i,0.000643+0.00035922i,3.6856e-05-1.1778e-05i,-0.00070383+0.0001861i,-0.00095244+0.00035238i,0.00011907+0.00074695i,0.00085609+0.0015656i,0.00054809+0.00064321i,0.00013799+0.00010622i,-0.00017493+0.00042172i,-9.6431e-05-8.8114e-05i,0.00021566-0.00012193i
0.0020609+0.00054379i,0.0017908+0.00042214i,0.0014816-0.00041203i,0.00030068-0.00088422i,-3.9261e-05-0.00034548i,-0.00074384-6.392e-05i,-0.0013154+0.00061207i,-0.00052844+0.0013653i,0.00039888+0.001296i,0.00091897+0.00035563i,0.0010521-8.3866e-06i,0.0012934-0.00012355i,0.0010349+0.00029898i,0.00061854+0.0010642i,0.00033292+0.00096557i,-0.00012425+0.00035246i,0.00054999-0.00032195i,0.00074478-0.00010911i,-0.00015281-0.00052189i,-0.00025068-0.00089318i,0.00027575-0.00036412i,0.00074654-0.00028263i,0.00050274-0.00051694i
0.00010792+0.0012539i,-0.00015265+0.00158i,-0.0006124+0.0015575i,-0.0010953+0.0011427i,-0.00055037+0.00079044i,0.0003087+0.00015762i,-4.5436e-05-8.124e-05i,-0.00032716+4.9647e-05i,0.00010187-0.00065645i,0.00085742-0.0011334i,0.00043293-0.00011573i,-7.4274e-05+0.00040692i,9.8915e-05+0.00025973i,6.2604e-05-6.3731e-05i,0.00011241-0.00053418i,-0.00042608-0.00076726i,-0.00086412-0.00042024i,-0.00022492+0.00045227i,0.00024192+0.00014081i,0.0002872-0.001046i,-4.0698e-05-0.0013427i,0.00014721-0.00071414i,0.00050941+0.00013197i
-0.00012051+8.9214e-06i,-0.00090913+0.00016912i,-0.00056953+0.00036383i,-0.00068431+0.0010024i,-0.0013657+0.0014447i,-0.00069348+0.00017624i,0.0005209+0.0001087i,0.0011093+0.00049321i,0.0011983-0.00015195i,0.00082405-0.0008875i,0.00034702-0.001054i,-0.00010194-0.00049199i,0.00046058+0.00013893i,0.0014534+0.00047048i,0.0012203+0.00022913i,0.0006503-0.00043057i,-0.00011462-0.00049239i,-0.00017082-0.00068003i,0.00034021-0.00063539i,7.2716e-05-3.2244e-05i,-0.00023953-0.00082348i,-0.00056485-0.00055378i,-0.00063435+0.0008588i
0.00017122-0.0012574i,0.00062176+8.5504e-05i,0.0011036+5.2036e-05i,0.00026937-0.00047963i,-0.00090523+0.0003406i,-0.0012275+0.0010377i,-0.00025095+0.00065144i,0.00078919-0.00029812i,0.0012779-0.00089365i,0.00060582-0.00059653i,-0.00080071-0.00059505i,-0.00088857-0.00060328i,-0.00041655-0.00015285i,0.00011152+0.00057453i,0.00063359+0.0009481i,0.00087464+0.00059978i,0.00038516+0.00062105i,6.7401e-05+0.00090786i,-0.0001523+0.00059635i,-0.00012026+0.00021313i,2.1668e-05+5.7523e-05i,8.0326e-05-0.00018818i,0.00030606+8.8442e-05i
0.0016425+0.00036484i,8.5508e-06-0.000244i,-0.00058849-0.00045646i,-0.00014944-0.00040157i,-0.00013197+0.00054033i,-8.6658e-05+0.0014075i,-0.00023542+0.0019371i,-0.0006116+0.0011754i,-0.0004988-0.00023165i,-0.00011737-0.00064435i,0.00016429-0.00088505i,-0.00014575-0.0012271i,-0.00038149-0.0011504i,4.2273e-05-0.00011252i,4.159e-06+0.0010524i,-0.0005553+0.0010275i,-0.00025946+0.0013928i,0.00039699+0.00079565i,0.00016306-0.00030504i,-0.00013829-0.00032928i,-0.00052994-0.0005773i,-0.00056135-0.00052671i,-0.00057296-0.00010868i
-0.0016178+0.0003872i,-0.00069994+0.00064932i,-0.00093972+0.0015524i,-0.00061712+0.0022342i,0.00053919+0.0019783i,0.0015374+0.0012433i,0.0014114+8.0682e-06i,0.0008437-0.000436i,0.0009129+0.00047799i,0.0010066+0.00095502i,0.00055901+0.00043689i,0.0014732+0.00041999i,0.001692+0.00073151i,0.00084201+0.00031459i,0.00026282-0.00021815i,-0.00035779-0.00047087i,-0.00051253-0.0002677i,-0.0008578-0.00010176i,-0.00062555-0.00010783i,-0.0005792-0.00037454i,-0.0014373-0.00014001i,-0.0011183+0.00031846i,0.00012364+2.4741e-05i
-9.6536e-07+7.0516e-05i,-5.7731e-05+0.00050204i,4.1303e-05-0.00020233i,-0.00041696-0.00032723i,7.8893e-05+0.00061i,0.00082532+0.00080784i,0.0014198+0.00040059i,0.0011401+0.00060388i,0.000282+0.00039911i,0.00026381+0.00020738i,0.00039494+0.00013627i,2.2787e-05+2.093e-05i,-0.00026558-0.00017706i,-0.00043868-7.2268e-05i,-0.00053473+0.00044042i,-7.0417e-05+0.00052928i,7.5027e-05+0.00084245i,-0.0005114+0.00045828i,0.00020516-0.00012201i,0.00089759-0.00016961i,8.8709e-05+0.00050113i,0.00014738+0.00095914i,0.00067993+0.00047829i
5.4668e-05-0.0016454i,0.00045606-0.00058703i,-0.00044884-0.00021642i,-0.00088975+0.00040279i,-0.0012774+0.0019379i,-0.0012991+0.0019593i,3.389e-05+0.00028113i,0.0011241-0.00030655i,0.00096526-0.00034253i,0.0003884-0.00073942i,-0.00034971-0.00030121i,-0.000494-0.00028472i,0.00036716-0.00057233i,0.0003925-0.00026323i,-8.3826e-05-0.00016128i,6.4997e-06-0.00036753i,0.00032926-0.00061069i,0.00062652-0.00050104i,0.00083818-0.00049618i,0.00091113-0.00063319i,0.00089428-0.0011787i,0.00057844-0.0012911i,-7.0439e-05-0.00067729i
0.001669+0.00085289i,0.0011035+0.0010378i,-3.8454e-05-0.00026349i,-0.00065072-0.0012555i,0.00022315-0.00089766i,1.8831e-05+0.00040401i,1.3483e-05+0.001154i,0.0004478+0.00060296i,0.00033684-0.00016856i,0.00022845-0.00022406i,0.00065741+1.5951e-06i,0.00062683+0.00089087i,0.00016148+0.0011877i,0.00074889+0.0013277i,0.00071001+0.00060163i,-7.2623e-05-0.00027694i,-4.6844e-05+0.00024562i,-0.00046637+0.00043408i,-0.00070477+0.00062055i,-0.00060691+8.6684e-05i,-0.00062306-0.00069763i,-0.00022318-0.00043769i,0.00023069+0.00063916i
6.7277e-05+9.138e-05i,0.00024764+0.00055568i,0.00044647+2.6798e-05i,0.00030603+0.00018414i,-0.00037629+0.0011705i,-0.00072006+0.0017566i,-0.00047074+0.0020352i,0.00038105+0.00076797i,0.0015507-0.00015677i,0.0014651+9.6423e-05i,0.00050234+0.00039895i,9.2882e-06+0.00093049i,-3.3354e-05+0.0010976i,-0.00047099+0.00053676i,-0.00072017+0.00073804i,-0.00063439+0.00093023i,0.0010119+0.00056402i,0.0014809+3.5279e-05i,0.0010092-0.00079453i,0.00039912-0.0014695i,0.00024055-0.0012376i,0.000351-0.00036649i,-0.0003766-0.00030286i
0.00035334+0.00027911i,0.00019766+0.00033112i,0.00085089-0.00044908i,0.0010092-0.0007278i,0.00039759+0.00073715i,0.00067511+0.0013973i,0.0010694+0.00048689i,0.0012006+0.00020324i,0.00094566+0.00042401i,0.00070205+4.011e-05i,0.00056896-0.00042499i,0.00049937-0.00052116i,0.00014-0.00019909i,0.00020374-0.00037807i,0.0011527-7.8368e-05i,0.0014116+0.00079763i,0.00060563+0.0006747i,0.00067767+5.2927e-05i,0.00028499-0.00043026i,-0.00054187-0.00081204i,-0.00013457-0.0010355i,-0.00019769-0.00088944i,-0.0010381-0.00022704i
-0.0011771-0.00022804i,-0.00095524+0.00013362i,-0.00061461+0.00089363i,-0.00056779+0.0009821i,-0.0010592+0.0011514i,-0.00075931+0.0011124i,-6.8315e-05+0.0011478i,0.00014921+0.00057731i,-0.00027042-0.0003939i,-0.00051651-0.0003564i,-0.00065658-0.00035259i,-0.0008917-0.00062663i,-0.00088202-0.0005532i,-0.00025367+0.00015346i,0.00043122+0.00011721i,0.00042688-0.00038911i,-0.0001346+0.00047316i,-0.00026417+0.00073172i,-0.00015803+7.2876e-05i,-0.0003556-0.00024828i,-3.7426e-06-0.00030441i,0.00057748+0.00023077i,-6.2711e-05+0.00056658i
0.0019022-0.00067358i,0.0010422-0.0009997i,-0.00023391-0.00056861i,-0.00067267-0.00064861i,-0.00029566-0.0006629i,-7.1313e-05+0.0005342i,0.00022507+0.00092679i,0.0010772+0.00056713i,0.0012195-4.2154e-05i,0.00038767-0.00051744i,-0.00021852-0.00049364i,-1.5868e-05-0.00043392i,-0.00030322-8.8176e-05i,-0.00073856+0.00030137i,-0.00035904+0.00065368i,-0.00087309+0.0011061i,-0.0013716+0.001365i,-0.00013384+0.0012395i,0.0005581+0.0001641i,0.0006384-0.00018027i,0.00057764+9.6249e-05i,0.00033569-0.00050203i,0.0004643-0.00048072i
0.00019031-0.00082211i,0.00048133-0.00037573i,0.0011166+0.00039904i,1.5386e-06+0.00081465i,-0.00040148+0.00091512i,0.00012067+0.0019019i,-6.3733e-05+0.0018664i,0.00030167+0.00010797i,0.0014423-0.00093904i,0.0015058-0.0013494i,0.00077933-0.00086742i,0.00018627+0.00057523i,-0.00035834+0.0007139i,-0.0008184+0.00012997i,-0.00024332-0.00045308i,0.0005402-0.00030665i,0.00033672+0.00013589i,5.0376e-05+0.00018076i,2.3917e-05+0.00047975i,9.1842e-05+0.00075076i,0.00013074+1.8754e-05i,1.9538e-05-0.00083096i,2.7214e-05-0.00090903i
0.0015426+4.2912e-05i,0.0010382+0.0010784i,0.00045799+0.00013628i,-0.00028144-0.00079908i,-0.0010004+0.00017304i,-0.0012514+0.001438i,-0.00062233+0.0014409i,0.00039147+0.0012179i,0.00090551+0.00011275i,0.00093459-0.0012396i,0.00029731-0.0016783i,-0.00053599-0.0010607i,-0.00060543-0.00024088i,-0.00048266-0.00044308i,-0.00060714+0.00013859i,-0.00034268+0.00088208i,-0.00010684+0.00088451i,7.3124e-05+1.6019e-05i,0.00020201-1.3626e-05i,-0.00016151+0.00015117i,-0.00030033+1.2983e-05i,0.00054195+0.00042131i,0.00093235+0.00060213i
0.00099316+9.5155e-05i,0.001457-0.00049024i,0.00049511-0.00082693i,-0.00043677-0.000401i,-0.0011181+0.00021135i,-0.0011403+0.0016414i,-0.00054433+0.0023631i,0.00032841+0.00068481i,0.00055523-0.0009324i,0.00050518-0.0003777i,0.00014584+0.00012817i,-0.00036372-0.00013891i,-0.000234-2.7246e-05i,1.1531e-05+0.00038238i,0.00018507+0.0004382i,-0.00017449+0.00059678i,-0.00015785+0.00108i,0.00042458+0.00099084i,0.00075211-0.00043342i,0.000597-0.00073529i,-0.0002936+0.00060687i,-0.00020919+0.00077959i,-4.9525e-05+0.00021923i
1.2635e-06-0.00022773i,-8.0532e-05+5.8275e-05i,0.00031018-0.00030712i,-0.0001196-0.00055514i,-0.0007462-0.00030135i,-0.00056865+0.00059047i,-0.00019514+0.00062953i,-4.2112e-05+0.00023711i,0.00018887-0.00020141i,-6.6993e-05-0.00047691i,0.00018276-0.0004616i,0.00047368+0.00015658i,0.00012882+0.0012379i,-0.00024528+0.00085333i,8.9212e-05+0.00015638i,0.00032134+0.00052555i,0.00014648+0.00057698i,-0.00026747+0.00050435i,-0.00023859+0.00048044i,9.6147e-06+0.00023983i,-2.9679e-05-0.00039177i,0.00035061-0.0011158i,0.00035375-0.0010912i
-0.00031634-0.0011151i,-6.0859e-05+0.00051199i,2.8356e-05+0.00061775i,-0.00043746+0.00076563i,-0.0010873+0.0022261i,-0.0013874+0.002344i,-0.00012946+0.0016888i,0.0010905+0.00063649i,0.0010595-0.0005972i,0.00066422-0.0013357i,0.00090493-0.00098775i,0.00068779-0.00065965i,-0.0001097-0.0012659i,-0.00035759-0.0011298i,-0.0006037-0.00079851i,-0.00085216-0.00079686i,-0.00038932-0.00026257i,-0.00018625+0.00036554i,-8.0765e-05+0.00015365i,8.2688e-05+0.00024229i,-4.8376e-06+0.00078049i,-0.00019506+0.00042071i,-0.00064152+9.2651e-05i
0.00089623+0.0020514i,0.0019117+0.001408i,0.0027529+0.0011805i,0.0011819+0.00070369i,0.00013192+0.0001231i,-0.00012027-0.00020984i,-0.00031252+0.0002065i,0.00054065+0.00024261i,0.00085888-0.00021572i,0.00052466+4.2893e-05i,-5.4897e-06+2.0671e-05i,-0.00068486-0.0002074i,-0.00081866-0.00014007i,-0.00063711+0.00067944i,-0.00062865+0.0013444i,-0.0012568+0.0014691i,-0.001388+0.0013302i,-0.0004447+0.0011182i,0.00020139+0.00057278i,0.00017062-0.00027026i,-0.00023074-0.00021217i,-1.0028e-05-0.00030555i,0.00050516+5.1403e-05i
-0.0012226-0.0012979i,-0.0012195-0.0013132i,-0.0017116+0.00025367i,-0.001654+0.0012919i,-0.00031906+0.00089546i,0.00085068+0.00046564i,0.00040175+0.00033375i,0.00058452-0.00036217i,0.0017602-0.00041638i,0.0014202-0.00087817i,0.00038377-0.0016114i,-0.00049881-0.00092327i,-0.00055454-0.00062891i,-0.00041086-0.000705i,-4.0146e-05-0.00046896i,-9.4292e-05+0.00053745i,-0.0001687+0.00083065i,-6.4847e-05-0.00045889i,0.00059787-0.0008577i,0.0012759-0.00027974i,0.0015497+0.00042312i,0.001362+0.00052514i,0.00058741+0.00070839i
-0.00026316-0.0018052i,3.7361e-05-0.0019085i,-0.00021134-0.0011281i,-0.00062147-6.4997e-05i,-0.00098229+0.00072547i,-0.00083534+0.0014261i,-0.00016425+0.0018636i,9.5539e-05+0.0015982i,-0.000111+0.00078288i,0.00012527+0.00025011i,0.00090558-0.00013241i,0.00082431+2.9662e-05i,-0.00046288+0.00040402i,-0.00087881-8.255e-05i,-0.00054703-0.0005274i,-0.00027104+2.3542e-05i,-0.00027299+0.00067873i,6.9179e-06+0.0010103i,-0.00018872+0.00091146i,-0.00033851+0.00050366i,-0.00019435+9.4476e-05i,-0.0003905+0.00064859i,-0.00023968+0.0013972i
0.00052066+0.00021927i,-4.5559e-05-0.00016712i,-0.00075301+0.00059933i,-0.00084813+0.0016555i,-0.00032985+0.0023876i,0.00085467+0.0019785i,0.0016274+0.00063169i,0.0014606-0.00088036i,0.00051834-0.001593i,-0.00039072-0.0010002i,-0.00088305-0.00064618i,-0.0007659-0.00072229i,-0.00075263-0.00074629i,-0.0011274-0.0009431i,-0.00049482-0.0003987i,0.00023853+8.0165e-05i,0.00050748+0.00052987i,0.00017395+0.0011637i,0.00051152+0.0011208i,0.00056909+0.00053402i,0.00073302-0.00011561i,0.00066304-0.00025171i,-0.00036872-3.9033e-05i
-0.00071901+2.6705e-05i,7.7327e-05-5.343e-05i,0.00064856+0.00013978i,-0.00014251+0.0005998i,-0.00036004+0.0012523i,0.00045378+0.001146i,0.00056645+0.0013665i,0.00021278+0.0017137i,-2.471e-05+0.00048884i,-0.000315-0.00071692i,0.0001041-0.00052943i,0.0007177-1.6013e-05i,0.00097194+0.00024015i,0.00025852+3.0742e-05i,-0.00025766-0.00032361i,-0.00052937+7.8629e-05i,-0.00099906-0.00031479i,-0.00039602-0.0010104i,-0.00014795-0.0010965i,-0.00073297-0.00074007i,-0.00083668-0.0004821i,-0.00057259-0.00064756i,-0.00013507-0.00083919i
-0.00016538-0.00016941i,-5.1795e-05-0.00081638i,-2.9498e-05-0.00021768i,-8.362e-05+0.0014012i,-0.00040646+0.0023788i,-0.00045895+0.0019351i,-0.00017242+0.0010648i,0.00040637-0.00023691i,0.0010387-0.00072512i,0.001113-0.00041762i,0.000257-0.00072337i,0.00023424-0.0010321i,0.00044591-0.00039741i,-0.0005115+0.00046153i,-0.00047113+0.00044136i,-7.5401e-05+0.00075505i,-0.00049428+0.00042372i,-8.6119e-05-0.00073101i,0.00040766-0.0011142i,0.00072179-0.00059201i,0.0012338-6.9771e-05i,0.00058115-0.00023517i,-0.0007716-0.00053479i
0.00026009-3.879e-05i,-0.00011594+9.2749e-05i,-0.00099827+0.00048459i,-0.0010646+0.00084805i,-4.0847e-05+0.0010561i,0.00011215+0.00092058i,0.00028338+0.00031385i,0.00055117+0.0002632i,0.00077219+0.00050467i,0.00097171+0.00055581i,0.00055388+0.00034998i,0.00018192-0.00057328i,0.00011716-0.00083657i,-0.00037525-0.00032476i,-0.00067694-3.8368e-06i,-0.00039381+0.00047519i,-8.8502e-05+0.00073327i,0.00012494+0.00026248i,-0.00016649-0.00016141i,-0.00013679-0.00034i,0.00028259-0.00061005i,0.00034624-0.00068886i,0.00072141-0.00031016i
-0.00023572-0.00075101i,0.00055618-0.00035091i,-0.00072941-0.00054026i,-0.0011802-1.2889e-05i,-0.00054306+0.00046822i,0.00021748+0.00088305i,1.4257e-05+0.00076995i,0.00026583-1.161e-05i,0.00042707+6.1109e-05i,-0.00014606+0.00034855i,-0.00074848+0.00019719i,-0.00073468-7.3204e-05i,-0.00021234-6.32e-05i,-0.00066656-0.00058952i,-0.00032228-0.00062471i,-0.00019753-0.00016452i,-0.00079995+6.3772e-05i,-0.0002201+0.0003054i,3.0899e-05-0.00014175i,-0.00038627+0.00011094i,-0.00031712+0.00030103i,-4.7304e-06+0.00020925i,-0.00015012+0.00012997i
0.00023957-0.00024563i,-0.00036512-0.00097187i,-0.00020848-0.0014659i,-0.00086546-0.0013307i,-0.0013074-0.00025304i,-0.00056537+0.00088947i,2.8367e-05+0.0011958i,0.00047618+0.000636i,0.00078401+0.00020166i,0.001104-0.00053251i,-0.00018101-0.00090766i,-0.0010416-5.4255e-05i,4.5722e-06+0.0010875i,0.00054021+0.001478i,0.00064634+0.00033753i,0.00089961-0.00015477i,0.00038292+0.00015909i,-0.0002208+0.00020302i,-0.00012494+0.00039234i,0.00040418+0.00038813i,0.00011149-0.00013986i,7.0674e-05-0.00080502i,-4.4903e-05-0.00082541i
-5.3543e-05+0.00033571i,0.0012475+0.00068344i,0.0013998+0.001179i,0.00097176+0.000452i,0.00080123+0.00073919i,0.00050999+0.002481i,0.0010343+0.0021695i,0.0015344+0.00067915i,0.0011035-6.4659e-05i,0.00038442-5.709e-05i,-0.00024447-2.6502e-05i,-0.0010871+0.0009765i,-0.00097538+0.0012201i,3.2246e-05+0.0004149i,0.00018211+0.00067247i,-0.00032747+0.00069064i,0.00010519+0.00036918i,0.00059145-6.6841e-05i,5.5869e-05-0.00060434i,-0.00034473-0.00034601i,0.00048528-2.6623e-05i,0.00076268+0.00043085i,0.00010629+0.00054847i
-8.2399e-05+0.00082213i,0.00043125+0.00051246i,0.00031226+0.0010952i,-0.00070473+0.0024405i,-0.00091813+0.002617i,-0.0011286+0.0016793i,-0.00085978+0.0010899i,0.00070005+0.00086083i,0.0017417+0.00014132i,0.0017008-0.00059406i,0.00068351-0.0010569i,-0.0002709-0.00027999i,0.00021213+0.0011236i,0.00015218+0.001054i,-0.00024501+0.00065921i,7.4488e-05+0.00063257i,0.0003193+0.00022539i,0.00048563+9.2311e-05i,-0.00020137-6.8669e-05i,-0.00074709-0.00057602i,-0.00088994-0.00080228i,-0.00083609-0.00035994i,-0.00055133-0.00054424i
