0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
0.0010652+0.0005649i,0.00075183-0.0008318i,0.00067208-0.0017176i,0.00036247-0.0015885i,-0.00018625-0.001674i,-0.00044084-0.0011181i,-3.2366e-05+5.2147e-05i,0.00049898+0.0006199i,0.00097829+0.00028021i,0.00052594-6.482e-05i,0.00029129-4.0198e-05i,0.00010673-0.00047807i,-6.1645e-05-0.00058924i,0.00022646-0.00078213i,-0.00049421-0.00086953i,-0.0015392-0.00036527i,-0.00095085+8.7748e-05i,-0.00030019+0.00051772i,-0.00099155+0.00089023i,-0.0014578+0.00037692i,-0.00084695-0.00029793i,0.00057872-0.00052655i,0.00070663+7.3215e-05i
-0.00058034-0.00049016i,-0.00061256-0.00016838i,-0.00096077-0.00068951i,-0.00056692-0.0010012i,-0.00024914-0.00045229i,0.00033719-0.00039223i,0.00046905-0.00030398i,1.9227e-05-8.7419e-05i,-0.00030088+0.00017888i,-0.0005174+0.00044822i,-0.00087451+0.00036302i,-0.00043611+0.0002306i,0.00015161+0.00033268i,0.00054681-1.5833e-05i,0.00051935-6.7443e-05i,0.00032864-0.00068636i,0.00048221-0.00074771i,0.00086234-0.00066251i,0.0012288-6.5744e-05i,0.00083445+0.00043286i,8.931e-05+0.00012077i,0.00032274-0.00014152i,0.00030309-0.000335i
-0.00059393-0.00089856i,-0.00071185-0.001334i,0.00020893-0.00053826i,0.00078496-0.00017367i,0.00018747+0.0003113i,-0.00051106+0.00082152i,-0.00041324-0.00024654i,-7.6592e-05-0.00044334i,-0.00029797-0.00041533i,-0.00089515-0.00017118i,-0.0010457+0.00059897i,-0.00061771+0.0007019i,-2.7163e-05+0.00031158i,0.00082007-1.3727e-05i,0.0013356-0.00013832i,0.0010858-0.00030857i,0.00076528-0.00052959i,6.4006e-05-0.0003588i,-0.00089719-0.0003552i,-5.856e-05+0.00043607i,0.00014293+0.00085482i,-0.00015829+0.00021176i,0.00030284-0.00028071i
-0.0013998-0.00052765i,-0.00042661-0.00052498i,-0.00053762+0.0004539i,-2.296e-05+0.0010047i,0.00084152+0.00047524i,0.0014837+0.0003098i,0.00082975-5.3138e-06i,0.00038443-0.00067588i,0.00066987-0.0011494i,0.00072544-0.00086313i,0.00035569-0.00025988i,0.00026503+0.00018986i,0.00013947-0.00034291i,0.00011369-0.00042314i,0.00026889-5.8237e-05i,0.00039957-0.00079962i,0.00038858-0.0011756i,0.00020214-6.1259e-05i,-7.7313e-05+0.000524i,0.00048758-0.00029644i,0.00071138-0.00065581i,0.00058076-0.00058669i,0.00012917+0.00032208i
0.0011136+0.00055951i,0.0017157-0.00066508i,0.0024517-0.0011466i,0.001317-0.00077641i,-0.00075624-0.0013222i,-0.0014-0.0012737i,-0.0010035-0.00050839i,-6.3472e-05-9.6881e-05i,2.3714e-05+0.00019695i,-0.00073587-0.00021507i,-0.0012141-0.0011207i,-0.0010842-0.0011728i,-0.0011948-0.00080011i,-0.0015563+3.6956e-05i,-0.0017723+0.0010044i,-0.0014602+0.00083832i,-0.00035003+0.00017854i,0.00018868+0.00026417i,0.00049914+0.00014851i,0.00042369-0.00063853i,-0.00018592-0.0008363i,-0.00043762-0.00046713i,-8.0962e-05-0.00047639i
-0.00015686-0.0011698i,0.00043761-0.00065807i,0.00041693+5.2808e-05i,-0.00019674-3.7266e-05i,-0.00064901-4.3624e-05i,-0.0011588-0.0001505i,0.00041693-0.0005317i,0.0019408-0.00032212i,0.001384+0.00013523i,0.00054288+0.00043333i,0.00038092+0.0013612i,0.00048512+0.0015039i,0.00015037+0.0012651i,-0.00079675+0.0009466i,-0.0011116+0.00011773i,-0.00028974-0.00024131i,-0.00037545-0.00032782i,-0.00050388-0.00019869i,0.00012076-0.00018733i,3.9403e-05-0.00045213i,-7.398e-05-0.00031655i,-0.00031659-0.00023118i,-0.00082861-0.00015972i
-0.0024919+0.0010536i,-0.0020405+0.0013311i,-0.0018433+0.001567i,-0.00066162+0.00081645i,0.00069703+0.00040698i,0.00044915-0.00016228i,0.00045272-0.00050714i,0.00041228-0.00021904i,-0.00024138+2.5114e-05i,-0.00038797+4.3431e-05i,0.0005575-0.00044798i,0.00083761-0.00012738i,5.8212e-05-9.3533e-05i,0.00018816-0.00065184i,0.00028718-0.00014668i,1.2186e-05-1.2971e-05i,-0.00017216-0.00071698i,-5.9724e-06-0.00046448i,3.3699e-05+0.0002986i,-0.00027439+0.00030094i,-0.00048185-0.00011203i,-0.00020429-0.00067762i,-0.00014066-0.00062823i
0.00035267-0.00081428i,0.00031924-0.0005946i,7.6403e-05-0.00063158i,-0.00027367-0.00039376i,-0.00042812-7.5084e-05i,5.5264e-05+0.00041123i,0.00026703+0.00018422i,0.00053451-0.00022382i,0.0008586-0.00028652i,0.00046714-0.00032804i,-0.00013406+0.00027913i,0.00038285+0.00028768i,0.0010229+0.00035056i,0.00028278+0.00056153i,-0.00044225+0.00052427i,-0.00019871+4.6679e-05i,-8.0677e-05+6.7381e-05i,-4.3001e-05+0.00044277i,0.00014719+0.00084072i,0.00040855+0.00091937i,4.0133e-05-0.00011875i,-0.00051359-0.00062839i,-0.00039423+0.0001355i
0.00043054+0.00053227i,0.00084484-0.00078732i,0.00040982-0.0010378i,-0.00044934-0.00038041i,-6.2734e-06+6.6636e-05i,0.0002835-0.00035767i,-0.00038307-0.00090364i,-0.00051342-0.00035917i,0.00054635-0.00034798i,0.00096263-7.9503e-05i,0.00022608-0.0001799i,-0.00013753-0.00074265i,-0.00042848-0.00073634i,-2.6564e-05-0.00023987i,2.9774e-05+0.0002935i,0.00012468+0.00019807i,0.00013739-0.0007918i,-0.00044933-0.00054889i,-0.00047345+0.00034222i,2.1204e-05+0.00045732i,0.00026612+2.8794e-06i,0.00017129-0.00015619i,0.00013456+0.00032594i
0.0010878-0.00019518i,0.00024887-0.00056777i,0.00037463-0.0016699i,0.001205-0.0022363i,0.00056487-0.0015612i,-0.00074101-0.00080269i,-0.00063877-0.00052349i,-0.0001846-0.0011602i,0.00010096-0.0011321i,0.00051255-0.00019919i,0.00045447-0.00047179i,0.00018798-0.00089373i,-0.00039018-0.00021021i,-0.0007388-0.00035175i,-0.00059727-0.00011953i,-0.00060599+8.4095e-05i,-0.00033515-0.00011686i,7.9853e-06+0.00055103i,0.00054453+0.00055565i,0.00023844+0.00015867i,-0.00062902+9.9558e-05i,-0.00056823-3.551e-05i,-0.00041532-8.9356e-05i
0.0015633+0.00012709i,0.0004387-0.00095679i,0.00055198-0.0018528i,0.00039944-0.0012695i,-0.00014711-0.00039165i,-0.00015135+0.00027983i,0.0001865+0.0008652i,0.0004081+0.00066389i,0.00018109+0.0001406i,-0.00026041-0.00043852i,-0.00049428-0.00059748i,-0.00070156+0.00010697i,-0.00043905+0.0010142i,-0.00019187+0.00084978i,-0.00070399+0.0007955i,-0.0012652+0.00074227i,-0.0014446+0.00048897i,-0.001859+0.00096504i,-0.0012926+0.00075928i,0.00037823+8.9541e-05i,0.00066379+0.00033382i,-0.00043038+0.00022623i,-0.00035953+0.00010462i
-0.00093975-0.00049974i,-0.00071694-0.00039965i,-0.00057301-0.00063178i,-0.00048663-0.0012545i,-0.000521-0.00093323i,-0.00040559-0.00064284i,-0.00011829-0.00075779i,-1.712e-05-0.00086458i,1.3348e-05-0.00059732i,-0.0004554-0.00012742i,-0.00064627+9.3317e-05i,-0.00054371-0.00039614i,-0.00036669-0.0014648i,-0.00033972-0.0012025i,-0.0006772-0.00041885i,-0.00039174-0.00035517i,0.00028933-0.00017955i,0.00039075+0.00015773i,0.00057518+8.5138e-05i,0.0004081-0.00047096i,0.00022118-0.00089224i,0.00026735-0.00078299i,-0.0001345-0.00036695i
-0.0016739-0.00063367i,-0.0018217-0.00034926i,-0.0020426+0.00035253i,-0.0012338+0.00089211i,-0.00050942+0.00048546i,-0.00013579-0.00017798i,-0.00031515-0.00091253i,-0.00050441-0.00076073i,-0.00040343+1.7086e-05i,-0.00041941+0.0003402i,-0.00031611+0.0010027i,-0.00019178+0.00080362i,0.00010045+0.00010541i,0.00048842+0.00016533i,0.0006348+0.00055173i,0.0010082+0.00037928i,0.00098396-0.00012247i,0.00024951-0.00070727i,-0.00034762-0.00028297i,-0.00047021+0.00030154i,-0.0006331+0.00053649i,-0.0004427-5.488e-05i,-0.00019896-0.00075847i
-0.00062953+0.0013916i,-0.00088947+0.0011017i,-0.00025991-0.00035355i,0.00078424-0.0013255i,0.0010285-0.00074236i,-0.0002735-0.00050553i,-0.0012293-0.00051411i,-0.0012006-0.00082461i,-0.00039755-0.00093762i,0.00027597-0.00011974i,0.00054953-2.1288e-05i,0.00069183-0.00018213i,0.00046643+0.00019032i,0.00032779+0.00017991i,0.00034298-0.0004126i,-0.00038709-0.00045165i,-0.00092272+0.00027854i,-0.00059208+0.00015705i,-0.00020299+4.6939e-06i,2.904e-05+0.00050965i,-0.00029899+0.00071174i,-0.00015648+0.00044059i,8.2021e-05+0.0001117i
0.0010269+0.0007908i,0.00016741+0.0004308i,0.0003449+0.00021027i,0.00086523+0.00050606i,0.00089873+0.00041101i,6.9706e-05+0.00037395i,-0.00022126+0.00066366i,0.00062262+0.0008419i,0.0014599+0.00032303i,0.00083228-8.3287e-05i,0.00042897+2.8499e-05i,0.00028258+0.00031495i,-0.00018949+0.00057342i,-0.00027964+0.00029779i,-0.00050038-0.00043229i,0.00029011-0.00055136i,0.00023007-0.00030028i,-0.0012141+0.00016374i,-0.0011908+0.00019324i,-0.00011681-0.00037623i,0.00039314-0.00059239i,0.00028379-0.00034152i,-0.00047335+0.0002733i
-0.00068584+0.0011095i,-0.0008523+0.0012434i,-0.00072611+0.00074962i,-0.00038969+0.00069532i,-4.9581e-05-0.00029992i,0.00021707-0.00095545i,0.00023558-0.00058031i,-0.0002816+0.00030079i,-9.0455e-05+0.00056971i,0.0010175+0.00038245i,0.00069391+0.0008789i,0.00021242+0.00069035i,0.00023022+0.0002222i,0.00035379-0.00021136i,0.00047037+0.00031447i,0.00063942+0.00058749i,6.557e-05+0.00023501i,-0.00054637-0.00012198i,-7.9388e-05+0.0002699i,0.00025198+0.00091719i,0.00040098+0.00058007i,0.00012563+0.0010457i,2.4134e-05+0.0014775i
-0.0013531-0.0022706i,-0.00066301-0.0018367i,0.00047157-0.0014283i,0.00086964+2.7085e-05i,0.00060051+0.0010933i,0.00059023+0.0012275i,0.0011067+0.00028822i,0.00084479-0.00021182i,0.0005624-0.00046298i,0.0011314-0.00037501i,0.0013487+0.00021595i,0.0011487+0.00050768i,0.0011218+0.00042785i,0.00097333+0.00041177i,0.00085735+0.00011136i,0.0010582-0.000451i,0.0011787-0.00077195i,0.00080269-0.00092652i,0.0001276-0.00071908i,-9.1693e-05+0.00011107i,-6.2724e-05+0.00041111i,-0.0006033+0.00011043i,-0.00099684-0.00012626i
-0.0004053-0.0012216i,-0.0010163-0.00044233i,-0.0024742-0.00033915i,-0.0022822+0.00032181i,-0.0011795+0.0003838i,-0.00059069-0.00015513i,0.00017735-0.0005615i,0.00032595-0.0010052i,-0.00032935-0.00050616i,-0.00012173+1.9487e-05i,0.00042722-0.00047412i,-5.7506e-05-0.00029352i,-0.00072815+0.00013892i,-0.00064466+0.00060985i,0.00081732+0.00058201i,0.0012535+9.1991e-05i,0.0001021-0.00017555i,-0.00068437-0.00030085i,-0.00066707+2.189e-05i,-0.00011099+0.00061909i,6.1227e-05+0.00026249i,-0.00022065-0.00060982i,-0.00021747-0.00039896i
-0.00047714-0.00073417i,-6.7019e-05-0.0016034i,-0.00015877-0.0018134i,0.00015453-0.0015107i,0.00091939-0.00050718i,0.00091133+0.00032285i,0.00031818+0.00090403i,-0.00010499+0.00089448i,2.6431e-05+0.00040231i,-0.00017974+0.00096907i,0.00062599+0.00088653i,0.0015447+6.227e-05i,0.0012819+1.2072e-05i,0.00042468+1.8717e-05i,3.3533e-05-0.00014318i,0.00029227-0.00019411i,3.3819e-05-0.00039817i,-0.00032371-0.00027577i,-0.00031884-0.00020255i,3.4651e-05-0.00065148i,4.9603e-05-0.00010237i,5.9192e-05+2.0425e-05i,0.00011023-6.6147e-05i
0.00032299-0.00089853i,0.00013389-0.00059908i,-0.00022192-0.00029822i,-0.0012925-0.00068056i,-0.001627-0.00013884i,-0.0010939+0.00048418i,-0.00037792-0.00014299i,9.2537e-05-6.9368e-05i,-0.00013799+0.00020505i,-0.00021494+0.00025014i,-0.0002846-0.00018725i,-0.00049514-8.5907e-05i,-0.00060772+0.00081411i,-0.0008136+0.00061554i,-0.0013712+0.00056052i,-0.0015706+0.0012369i,-0.00067782+0.00071621i,0.00013943-6.0203e-05i,2.3174e-05-0.00016795i,-0.00084654-0.00045048i,-0.00051161-0.0010738i,0.00061202-0.00049417i,-5.1537e-05+0.00043273i
-0.00067416-0.00069181i,-0.0018589-0.00068015i,-0.0014809-0.0015866i,-0.00020733-0.0014975i,0.0012605-0.00061085i,0.0010367-0.00029269i,7.6319e-05-0.00014068i,0.00010185-2.3e-05i,0.000384-0.00037992i,-0.00019574-0.00027675i,-0.00037685+0.00034028i,0.00015235-0.00020644i,0.00067579-0.00080141i,0.00034188-0.00014603i,0.00017363-0.00019929i,0.00099213-0.00067248i,0.00063851+7.7255e-06i,0.00044669+0.00073727i,0.00033077+0.00070664i,0.00027264+0.00067917i,0.00078689+0.00064903i,0.00061332+0.00083798i,0.00037281+0.00055301i
0.00064899-0.00040925i,0.00054477+0.00059435i,0.00037302+0.00027901i,-0.00065626-0.00021456i,-0.00070979+0.00061078i,-0.00069077+0.0013388i,-0.0007134+0.00095543i,-0.00092624-0.00013986i,-0.00076263-0.00024499i,-0.00011734+0.00024958i,-0.00011951+0.00060543i,0.00018928+0.000414i,0.00073878+0.00018201i,0.00042793+0.00070874i,0.00026537+0.00036419i,0.00010273+0.00044907i,-2.2957e-05+0.0003598i,-0.00018742-0.00047846i,-0.00060078-0.00035586i,-0.00023813-0.00031976i,-0.00014759-2.3577e-05i,-0.0006734+0.00023201i,-0.0005563-0.00013003i
-0.0023029-0.00093813i,-0.0019845-0.00039426i,-0.0015481+0.00029919i,-0.00013665+0.00058807i,0.0011097+0.0007201i,0.0013452+8.4903e-05i,0.00081168-0.00066542i,0.00033802-0.00022678i,0.00038893+0.0010667i,0.00068423+0.0013096i,0.00087703+0.00034374i,0.00063359+7.1654e-05i,0.0001078-5.9892e-06i,7.7785e-05-0.00021275i,0.00028988+8.6711e-05i,0.00079147-3.0705e-05i,0.00063234+0.00019083i,8.5584e-05+0.0005185i,0.0001577+0.00056206i,0.00036982+0.00021589i,0.00045101+0.00030281i,0.00029052+0.0011044i,0.00010805+0.0010903i
-0.0005587+0.0012348i,6.0888e-05+0.00084227i,-3.4203e-05+0.00049012i,0.00087259+0.0014039i,0.0013426+0.0013875i,0.00034055+0.00057953i,-0.00014108+7.904e-05i,-0.00015965-0.00016487i,-0.00016306-0.00031154i,0.0002358-0.00014437i,-0.00020716+0.00011195i,-0.00049674+0.0001211i,-0.0004837+6.7326e-05i,-0.00063565+0.00011035i,-0.00045321-0.00019498i,1.1313e-05-0.00062745i,-0.00068658-0.00028762i,-0.0011305+0.00037273i,-2.5994e-05+0.00014307i,0.00068244-2.8505e-05i,0.00011467+2.1765e-05i,-0.00059716-0.00059919i,-1.5925e-05-0.00071624i
0.0012279-0.00028102i,0.00034235-0.0013578i,-0.00025002-0.001522i,-0.00045662-0.00092766i,-0.00095414-0.0010999i,-0.0010386-0.00072692i,-8.2473e-05-0.00065705i,0.00092292-0.00063539i,0.00081971-0.0002892i,0.00075273-0.00011281i,0.0002747-9.1926e-05i,-0.00021728-0.00029016i,-7.517e-05+0.00067258i,-0.00065287+0.00093376i,-0.00029629-0.00011269i,0.00044951-0.00018482i,-0.00040875+0.00027898i,-0.0011926+0.00025601i,-0.0011415+0.00027158i,-0.00034549+0.00072919i,1.1335e-06+0.0010211i,-0.00022836+0.0001115i,0.00040834+0.00011612i
-0.00041331-0.0013318i,-0.00067099-0.0010545i,-0.00034014-0.0003464i,7.6634e-05+0.0010143i,-0.00013274+0.0011671i,0.00012124+0.00063175i,0.00068551+0.00073743i,0.00083783+0.00052755i,-5.2443e-05-3.9955e-05i,-0.00095179+9.7643e-05i,-0.00086075+0.0002069i,-0.00047395+0.00032889i,-8.9595e-05+0.00079339i,0.00012378+0.00052466i,0.00026611+0.0004493i,0.00079105+0.00029794i,0.00097327-9.6203e-06i,0.00049302-0.00011575i,8.5268e-05-0.00022171i,-0.00027249-0.00060844i,-0.00055679-0.0014098i,0.00011891-0.00062906i,0.00066812+0.00041063i
-0.00045312+0.0014175i,-0.00037347+0.00099377i,-0.00056819+0.00043695i,-4.0866e-05-0.0010929i,0.00097559-0.0019184i,0.00081231-0.0013337i,0.00022408-0.00071859i,0.00017479-0.00067081i,0.00031042-0.00067428i,0.00027317+0.00023863i,0.00033153+0.00050703i,0.00074214-6.0668e-05i,0.0010412+0.00010946i,0.00094575+0.00027632i,0.00061466+0.00013069i,4.236e-05+0.0006708i,-0.00021475+0.00070799i,-0.00043678-0.00041575i,-6.0774e-05-0.00075707i,0.00040282-0.00049114i,0.00063192-0.00089431i,0.00054018-0.00010359i,0.00098471+0.00019906i
-0.0011459-0.0017448i,-0.0014125-0.0018427i,-0.00085618-0.0010056i,0.0005117+0.00081001i,0.0013026+0.0016092i,0.0023351+0.00025154i,0.0022626-0.00037762i,0.0012943+0.0002245i,-0.00040502+0.00060207i,-0.0014219-6.7646e-05i,-0.00050896-0.00038505i,0.00043839+2.798e-05i,0.0010747+0.00027044i,0.00061075-0.00054851i,0.00038414-0.00050137i,0.00012185+0.00065357i,-0.00037025+0.00067973i,0.00017155+0.00034204i,0.00041777+0.00051197i,2.7768e-05+0.0006522i,0.00022854-0.00011497i,0.00065848-6.3935e-05i,0.00086708+0.00058701i
0.0010952+0.00016008i,0.001784+0.00070624i,0.00094961+0.0011581i,0.00051628-0.00057572i,0.0013804-0.0014961i,0.0011707-0.00083497i,0.00055267-0.00038988i,0.00068222+9.9015e-05i,0.00096702+0.00033707i,0.00058026-0.00022664i,1.9094e-05-0.00067616i,-2.569e-05-0.0013022i,-0.00045561-0.00079761i,-0.0015604+0.0004212i,-0.0018491+0.00076033i,-0.00055693+0.00069313i,0.00043347+0.00019587i,0.00047734+0.00015142i,-2.1395e-05+0.00074622i,-0.00028667-6.1564e-05i,0.0002059-0.00028219i,0.00064391+0.00025893i,0.00022601+0.00028713i
0.00083714-0.0011075i,0.00051583-0.0018838i,-0.00015424-0.0017342i,-0.00018654-0.0011273i,-4.9272e-05-0.00017953i,0.00015601+0.00041706i,0.00047216-3.8227e-05i,0.00031254-0.00024156i,0.00029341+0.00031559i,0.001219+0.00080463i,0.00076023+0.0011761i,0.00023183+0.00076567i,0.0011523+0.00033407i,0.0015367-0.00015509i,0.00075911-0.000144i,0.00033681+0.00023428i,-0.00057544+0.00026771i,-0.0011145+0.00046463i,-0.001135+0.00053125i,-0.00094295+0.00056279i,-5.7928e-05+0.00092366i,0.00036645+0.00081779i,0.00038797-3.2652e-06i
4.4164e-05+0.0028358i,0.0010875+0.0027846i,0.00026715+0.00073254i,-0.00028699-3.2617e-05i,0.00091781-0.00075248i,0.00097238-0.00074728i,-2.279e-05-0.00054031i,-0.00011205-0.00050693i,-7.7241e-05+0.00050004i,8.1566e-05+0.00065821i,-2.0878e-05-8.8515e-06i,-0.00015547-0.00071098i,-6.256e-05-0.0011785i,0.00099909-0.0013994i,0.00097149-0.00058454i,-0.00042479+0.00024124i,-0.0014933+0.00016033i,-0.001718+0.00019641i,-0.00052001+0.00022193i,0.0004152+0.00033662i,0.00058045+0.0010745i,0.00084441+0.0012229i,0.00087043+0.00048896i
0.0012179-0.0011372i,0.0013803-0.001127i,0.00081333-0.0012818i,0.00075049-0.00037271i,0.0010228+0.00023195i,0.0010314+0.00021073i,0.00056913+0.00033973i,0.00048985+0.00085905i,0.00010562+0.00092777i,-0.00022085+0.00086165i,5.8172e-05+0.00021488i,-0.00011125-0.00058249i,-3.1498e-06+1.0686e-05i,0.00079222+0.0010891i,0.0011065+0.0011931i,0.00062903+0.0011477i,6.4894e-05+0.00076183i,0.00075347+0.00035514i,0.0010412+0.00077985i,0.00051856+0.00070955i,0.00026373+7.1133e-05i,0.00018999+3.1225e-05i,0.0006232+0.00026439i
-0.0019146+0.00094832i,-0.0012766+0.0013425i,-0.0005765+0.00049488i,-0.00029609+0.00059579i,0.00074975+0.00088434i,0.0012798+0.00063864i,0.00029566+0.00020949i,-0.00086438-0.0008905i,-0.0014829-0.00069805i,-0.00085617-5.5854e-05i,-0.00041033+4.281e-05i,-0.00029824+0.00034279i,-0.00061122+0.00045654i,-9.9846e-05+0.00013316i,0.0011419-0.00060772i,0.0014319-0.0015843i,0.00070246-0.0013414i,0.00057439-0.0001008i,0.00055208+0.00082132i,0.00014432+0.00060981i,-8.9548e-05-0.00029964i,-0.00010175-0.00055723i,0.0003234+0.00020401i
0.00082678+0.00077018i,0.0012849+0.00098214i,0.00036606+0.00089071i,-0.00054408+0.0002497i,-0.00027944-0.00062512i,0.00017853-0.00098343i,0.00041238-0.00050696i,0.00084658-0.00012222i,0.0011158+0.00039878i,0.00083263+0.00036779i,0.00060029-0.00051753i,0.00015502-0.00046923i,-0.00057443-4.6438e-05i,-0.00070028+0.00036226i,-0.00056851+0.00046807i,-0.00088234-8.9653e-05i,-0.00064759-0.00012046i,0.00057543+3.6491e-05i,0.0015533+0.00056427i,0.0010546+0.00062771i,0.00098762+0.00016531i,0.00065593+0.00022996i,-0.00017978+0.00052793i
0.001526-0.0021942i,0.0011167-0.0025608i,0.0005801-0.0027005i,-3.4112e-05-0.0011442i,-0.00015503+0.0010189i,0.0002415+0.0017924i,0.00093643+0.001371i,0.00079106+0.00038111i,0.00033366-0.00024698i,0.0003114+0.00032102i,0.00032545+0.00065234i,0.00096988+0.00034228i,0.0012147+0.00051473i,0.00028995+0.00078287i,-0.00033142+0.00056463i,-0.00040314-0.00055199i,-0.00067366-0.0011467i,-3.8943e-05-0.00093768i,-0.00020739-0.00059111i,-0.00065409-0.00017477i,-0.00029434+0.00010535i,0.00030268+0.00072845i,-0.00015248+0.0010996i
0.00067884-0.0011431i,0.0007695-0.0012243i,-0.00029643-0.0012881i,-0.00016853-0.0006738i,0.00027271+0.00011012i,0.00062415+0.00026171i,0.00099927+0.00035652i,0.00064049+0.0001452i,-0.00020455-0.0004504i,-0.000703-0.00039479i,-0.00027141-0.00025013i,-6.5328e-05-0.00044467i,-0.00023019+0.00031519i,-0.00013972+0.0015132i,0.00038872+0.0014442i,0.0010105+0.00088717i,0.0012674+0.00040401i,0.00069838-5.999e-05i,0.00042584-0.00054933i,0.00076532-2.3852e-05i,0.00024157+0.00075195i,-0.00025997+0.0003307i,0.00025165+0.00043066i
-0.00099323-0.00060832i,-0.0014951-0.00033728i,-0.0015294-1.1614e-05i,-0.0011596-0.00030925i,-0.00013099-0.00062843i,7.2025e-05-0.00021166i,-0.00038246-3.3589e-07i,-0.00016241+0.00012712i,-0.00012749+0.00018633i,-0.00028574+5.327e-05i,-0.00019934-0.00010767i,-0.00011938+0.00037033i,-0.00023021+0.00049655i,-9.4475e-05-0.00053992i,0.00032761-0.0010332i,0.00022571-0.00034143i,-5.3775e-05+0.00025558i,-6.0589e-05+0.00024031i,0.00024598-0.00013759i,-0.00048131-0.00063287i,-0.00052318-0.001006i,0.00034694-0.00016377i,0.00033158+0.00062952i
-0.00017831-0.0010908i,-0.00031089-0.0017235i,-0.0006372-0.0022453i,-0.00097247-0.00133i,-0.001308+0.00016895i,-0.00070239+0.00037652i,0.00049891+8.4419e-05i,0.00070437-0.00013711i,0.00020825-0.00071741i,-0.00012508-0.00095404i,-5.1321e-05-0.00030413i,0.0003017+0.00055345i,0.00076745-0.00010017i,0.00087399-0.00036674i,0.00074162+4.2541e-05i,0.00071892-0.00013124i,0.00073155-0.00027399i,0.00038024-0.00080172i,-0.00026235-0.00091526i,-0.00041264-0.0003819i,-8.3842e-05+0.00026397i,0.00028675-8.7016e-05i,-4.2276e-05-0.0002101i
0.00022018+0.0015551i,2.363e-05+0.0014616i,0.00050232-0.00012504i,3.9158e-05-0.0016139i,-0.00018084-0.0015217i,0.00031773-0.0010876i,0.00058273-0.00061378i,0.00095919+0.00032709i,0.00053267+0.00035741i,-0.0002929-9.5467e-05i,-0.00026076-0.00057619i,-0.00036073-0.0002278i,-0.00037391-0.00022887i,-0.00017619-0.00076442i,-0.00057462-0.00093102i,-0.00064845-0.0011372i,-0.00049576-0.00033303i,-0.0005024+0.00071529i,-0.00016113+0.00036985i,-0.00016789-5.4792e-06i,8.2637e-05-0.00038879i,0.00034207-0.00049381i,0.0010506-0.00058793i
0.0019941-0.0014263i,0.00091203-0.0016987i,-3.8442e-05-0.0028278i,-0.0010359-0.0020144i,-0.0015459-0.00027671i,-0.00040079+0.00085284i,0.0010185+0.0011175i,0.001689+3.2889e-05i,0.0010093-0.00087903i,8.3102e-06-0.00071102i,3.8732e-05-0.00044955i,0.00032376+0.00025589i,7.3319e-05+0.00080434i,-0.00056619+0.00088748i,-0.00063808+0.0015072i,-0.00041863+0.0014755i,-0.00058972+0.00069934i,0.00010041+0.00038822i,0.00048972+0.00033027i,-4.3527e-05+0.00030725i,-0.00055725-0.00044782i,-0.00037189-0.00063518i,-0.00039805+9.8974e-05i
-0.00078169+0.0014367i,-0.00030878+0.00041384i,-0.00021096+0.00027197i,0.0011697+0.00058616i,0.0023316+0.00029838i,0.0012237-0.0011961i,-4.3753e-05-0.0010348i,-0.00079037+5.4378e-05i,-0.00036561-0.0001678i,0.0002893-0.00037809i,-0.00011021-0.00049318i,0.00012563-0.00022195i,0.00090344-0.0002049i,0.00088702-0.00059276i,0.0010747-0.00022439i,0.00034432-0.00017367i,-0.00051747-0.00061137i,-5.1677e-05-0.00023734i,-0.00044273+0.00015807i,-0.00023322-6.4972e-05i,0.00066013-0.00058838i,0.00054016-0.00051186i,3.1447e-05+7.6735e-05i
-0.00050274-0.00097895i,2.9795e-05-0.00098017i,0.00041105-0.0014464i,0.00020343-0.0015143i,-0.00052984-0.00098891i,-7.1435e-05-0.00045495i,0.00063915-0.00029287i,0.00037495+0.00011129i,0.00047496-1.1489e-05i,-0.00010582-0.00022529i,-0.00068236-6.3961e-06i,-0.00026022+0.0005015i,-0.00033499+0.00040936i,-0.00060266+0.00061356i,-0.0002985+0.00058623i,0.00036189+0.00036638i,0.00059262-0.00020911i,0.00076638-0.00093751i,0.00096104-0.00020517i,0.00077861+0.00079189i,-6.616e-06+0.00050397i,0.0001066+0.00058674i,0.00039869+0.00038491i
