-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
-0.0010466-0.00023906i,-0.0018778-0.00098038i,-0.0023809-0.0010416i,-0.002287-0.00109i,-0.0025234-0.0014867i,-0.002319-0.0011018i,-0.001707-0.00051003i,-0.00074199-0.00022864i,-0.00041786+0.0002052i,-0.00035865+0.00059807i,0.00010701+0.00060731i,0.00052857+0.00057417i,0.0006409-3.8697e-05i,0.00064988+0.00022774i,0.00025441+0.00050507i,-2.3951e-05+0.00026707i,0.00016659+0.00062184i,0.00012362-6.1222e-05i,0.00044881-0.00043267i,0.00020481-0.00023827i,0.00046314-0.00044618i,0.00051127-0.00060456i,9.5628e-05-0.00038761i
0.003187-0.00061458i,0.0026516-0.0012855i,0.00068365-0.0018376i,-0.0018977-0.0022937i,-0.0023492-0.0015212i,-0.0021305-0.00097157i,-0.0015891-0.00093098i,-0.00034843-0.00098994i,0.00057655-0.00014318i,0.00030463+0.0011228i,-0.00023505+0.0010741i,-0.00027362+0.00082937i,0.00032277+0.00053457i,0.00040408+0.00030176i,8.8125e-05+0.00052374i,-0.0001234-0.00037377i,7.7119e-05-0.00061371i,0.00021902-6.3849e-05i,5.1192e-05+9.1953e-05i,-0.00021601-0.00088007i,-0.00035938-0.0015672i,-8.0748e-06-0.00077456i,7.4784e-05+0.00034126i
-0.00051451+0.0033191i,-2.9111e-05+0.0036948i,0.00059283+0.0026894i,0.00050637+0.0015562i,-0.00045537-9.9805e-05i,-0.0010424-0.0016821i,-0.001051-0.0010829i,-0.00024812-0.00036292i,0.00047548-0.00016114i,0.00036662+0.00057241i,-0.00020921+0.00080854i,-0.00025245+0.00026881i,3.4209e-06-0.00035344i,0.00012605-1.2978e-05i,0.00046023-0.00010811i,0.00050785-0.00020021i,0.00033091-0.00073353i,0.00097683-0.00098123i,0.00078401+0.00043122i,-0.00036352+0.00054277i,-0.00085397-2.6466e-05i,-0.00040984-5.5847e-05i,0.00017496-0.00053656i
0.00096988-0.00059225i,-0.00012447-0.0011158i,-0.00069648-0.0012798i,-0.0013098-0.0016033i,-0.0018691-0.0017063i,-0.0020817-0.00090723i,-0.0012902-0.00026346i,-0.00052248-0.00013745i,-0.00058466-0.00011106i,-0.00061552-0.00094952i,-4.9225e-05-0.00048731i,-9.01e-05+0.00063917i,0.00050213-0.00026606i,0.00098419-0.00086288i,0.00043389+0.00025908i,-0.00062381+0.00071547i,5.5296e-06+0.00072644i,0.00089232+0.00047241i,0.00011249+1.711e-05i,-3.8917e-05-0.000351i,-0.00049689-0.00050776i,-0.00077858-0.00032363i,-0.00082489-0.00021135i
-0.000842-0.0016847i,-0.0007284-0.0019368i,-0.0016129-0.00026546i,-0.0024952+0.00081346i,-0.002199+0.00050861i,-0.0012659-9.8904e-05i,-0.00077327-0.00084303i,-0.00038299-0.00067959i,-0.00032687+0.00043968i,-0.00044881+0.0008697i,-0.00010374+0.00089845i,0.00012398+4.4317e-05i,0.00054832-0.0011092i,0.00041719-0.00016646i,0.00030076+0.00091046i,0.00022054+0.00014761i,-0.0005329-0.00082889i,-0.00058792-0.00087414i,0.00035944+2.2736e-05i,0.00086514+0.00048814i,-1.2003e-05+4.2507e-06i,-0.00032708-0.00063709i,8.5799e-05-0.00091658i
-0.00026621+0.00066909i,0.00022729+0.0014278i,-0.00048604+0.0014045i,-0.00098253-6.3149e-05i,-0.0012523-0.0011683i,-0.0014306-0.0010408i,-0.0011954-0.0014671i,-0.0006237-0.0011038i,-0.0001851+1.7258e-05i,0.00026097+0.00072345i,0.00058523+0.0011594i,0.00057279+0.0012341i,0.00074916+0.00041101i,2.2458e-05+7.9049e-05i,-0.00038332+7.5317e-05i,0.00016427-4.8466e-05i,0.000522+0.00040469i,0.00087575+0.00019173i,0.0014329-5.1465e-05i,0.000792-0.00040254i,0.00080599-0.00058681i,0.00094997-0.00037239i,-0.00069955+0.00037723i
0.00045428+2.1257e-05i,0.0001019-0.00069078i,0.0006699-0.0014825i,-2.4049e-05-0.0020289i,-0.0011429-0.0020054i,-0.0015457-0.0022889i,-0.00073784-0.002452i,0.00027214-0.0010416i,0.00040302+0.00029287i,0.00011904+0.00068468i,-0.00020774-0.00035985i,-0.00017006-0.0011152i,0.0005763-0.0009633i,0.00030513-0.00033171i,0.000362-1.2759e-05i,0.00038052+1.4065e-05i,6.5033e-05-0.00027083i,0.00064687-0.00024672i,0.0007654+0.00048814i,0.00035642+0.00060763i,0.00055162+0.00043497i,-0.00018355+0.00062945i,-0.0012238+0.00027032i
0.0020736-0.00033929i,0.0027501-0.0021216i,0.0014908-0.0030469i,-0.00050658-0.0028344i,-0.0014978-0.0030281i,-0.0023532-0.0022512i,-0.0019065-0.00072787i,-0.0008491+0.00032877i,0.00031522+0.00062858i,0.00066236-0.00013373i,0.00027124-0.00013958i,-0.00043976+0.00052516i,-0.0003296+0.00057265i,0.0003263-7.7701e-05i,0.00068135-0.00062835i,0.0015071+6.262e-05i,0.0015961+0.00059587i,0.00017061+0.00064209i,-0.00054798+0.00035089i,-9.5815e-05+0.00038867i,7.6904e-05+0.0012736i,-0.00014838+0.0011627i,-0.00060044+0.00028345i
-0.0015965+0.0018309i,-0.0010695+0.0025029i,-0.0014388+0.0026273i,-0.0019465+0.0016152i,-0.0018207-0.00037378i,-0.0017863-0.001188i,-0.00069794-0.00062923i,0.00043847-8.8257e-05i,0.00028857+0.00026691i,0.00029912+0.0007959i,0.00049955+0.0013591i,-0.00057107+0.00060437i,-0.0010038-0.0009021i,-0.00029298-0.00085989i,6.7597e-05-5.3193e-05i,0.00020703+0.00017287i,-0.00032555+0.00038224i,-0.0010114+0.00023894i,-0.00060496+8.7203e-06i,-3.9074e-05-0.00015706i,0.00098681-0.00063209i,0.001342-0.00077519i,0.00071638-0.00023692i
-0.0010338-0.00051677i,-0.0012303-0.0010216i,-0.0010839-0.00045496i,-0.0019328+0.0003429i,-0.0030206+6.1418e-05i,-0.0025675-0.0010221i,-0.001153-0.0013071i,-0.0010051-0.0012384i,-0.00057605-0.0003866i,-0.000179+0.00039691i,-0.00026243+0.00051835i,-0.00031022+0.00021091i,9.7937e-05+4.326e-05i,0.0007906-0.00034837i,0.0013088-0.00094952i,0.0008394-0.00067877i,-0.00017114-0.00029246i,-0.00075963-0.00042279i,0.00012774-0.00050738i,0.00037154-0.00040957i,1.9549e-05-0.00022782i,-0.00011037+0.00017618i,-0.00030489+0.00065648i
-0.00073995-0.0037836i,-0.0014363-0.0032634i,-0.0025805-0.001948i,-0.0029499-0.000487i,-0.0017651+0.00049457i,-0.00085893-0.00019588i,-0.00025902-0.00084371i,0.00062434-0.00045649i,0.00092002+0.00010357i,0.00040761+0.0003243i,0.00021988+0.00016809i,0.00068932+5.2979e-05i,0.001008+8.2698e-05i,0.00080783-9.1828e-05i,0.00041587-5.8219e-05i,-0.00014677+0.0005679i,-0.00036402+0.00085233i,0.00030866+0.0011891i,0.00069199+0.001141i,0.00032246+0.00075446i,-0.00039425+0.00062396i,-0.0010926+0.00052753i,-0.0012382+0.00064395i
0.0011831+0.0026128i,0.0018145+0.002691i,0.0016018+0.0014124i,0.0010722-0.0010747i,-0.0006298-0.0021758i,-0.0015658-0.001928i,-0.0011724-0.0013989i,3.7367e-05-0.00094344i,0.00074694-0.00046153i,0.00078694-9.5234e-05i,0.0013645-0.00030425i,0.0011816-0.00046201i,0.00023421-0.00022566i,0.00019385-0.00024099i,0.00019568-0.00033671i,6.0923e-06+0.00037355i,0.00017133+0.00077153i,0.00020084+0.00015998i,0.00029315+2.891e-05i,0.00044439+0.00066646i,0.00021536+0.00075687i,-0.00082624+0.00056368i,-0.00061904+0.00017525i
-0.001809+0.00018407i,-0.0015198+0.00053817i,-0.0011306+0.00048935i,-0.001552-0.0010164i,-0.0022778-0.0011892i,-0.0015774-0.0011818i,-0.0010361-0.0005688i,-0.00078285+0.00070726i,0.00021305+0.00095292i,0.00047652+0.00082538i,-0.00034986+0.00037214i,-0.00052052-0.00045282i,-2.721e-05-0.001515i,0.00026135-0.0015814i,0.00011107-0.00063432i,0.00021291-0.00040051i,8.6848e-05-0.00029684i,0.00024883+0.0002561i,0.00019823+0.00091583i,0.00054001+0.00023839i,0.00058932-0.00017687i,0.00041379+0.00032858i,0.00074009+0.00067039i
0.0012059-0.00018767i,0.002125-0.0011913i,0.0021013-0.00026287i,0.00068584-0.000595i,-0.00052421-0.00095401i,-0.0011182-0.00023203i,-0.00086472+0.0002223i,-6.6739e-06+0.00078389i,0.00059531+0.0004403i,0.00049602-2.0743e-05i,0.00020935-0.00061517i,-0.00020865-0.0012904i,-0.00047396-0.0014625i,-1.2294e-05-0.0011585i,0.00049728-0.00070464i,0.00030134-0.00042469i,2.9278e-05+0.00024018i,6.9826e-06+0.00056974i,0.00022845-4.5032e-05i,0.00038628+0.00054455i,-0.00018179+0.0012645i,-0.00091917+0.00065897i,-0.0012567+0.0003819i
0.0017087+0.0017068i,0.001601+0.0017318i,0.00035689+0.00091129i,-0.0017079+0.00047566i,-0.0023875+0.00057488i,-0.0012597+0.00062108i,-0.00020618+0.00055505i,6.1858e-05+0.00025244i,-0.00013969+0.00044446i,-3.5226e-05+0.0012268i,-0.00019844+0.00067736i,-0.00027313-0.00029012i,1.6722e-05-0.00020794i,0.00036213-0.00029214i,0.00035544-0.00065907i,0.00010072-0.00087288i,0.00036038-0.00035585i,0.00051652+0.00038494i,0.00035605+0.00026744i,-2.0447e-05-0.00019902i,-0.00055149+0.00026803i,-0.00029625+0.00048453i,-0.00038681-0.0001676i
-0.0016829+0.00016422i,-0.0019076-0.00038442i,-0.00037286-0.0010604i,0.00013389-0.0018803i,-0.00067845-0.0017833i,-0.00084299-0.00069955i,-0.00086545-0.00054614i,-0.00047393-0.0012534i,0.00060593-0.0011911i,0.00069997-8.8937e-05i,0.00062514+0.00024341i,0.00074587+0.00020835i,0.0001566+0.00051914i,0.00046437+0.00050934i,0.00049164+0.00096162i,0.00021393+0.0012473i,0.000154+0.00085709i,-0.00055085+1.2617e-05i,-0.00084904-0.0001275i,0.000148+0.00072303i,0.00067016+0.00074129i,0.00057067+0.00018649i,0.0004138-0.00022849i
0.00091397-0.0021483i,0.00074836-0.0023519i,-0.00091871-0.0021675i,-0.0021099-0.0021667i,-0.0022298-0.0011185i,-0.002368+8.7789e-05i,-0.0016154+5.0794e-05i,-0.00066919-0.00062316i,-0.00035062-0.00030685i,-0.0005064-0.0004562i,-0.00064763-0.00071179i,-0.00050524-0.00029496i,-4.2571e-05-0.00016588i,0.00052724+4.0151e-06i,0.00035639-7.8346e-05i,0.00047563-5.7011e-05i,0.00054938+0.00024912i,0.00095931+0.0011114i,0.0010719+0.0010815i,-5.581e-05-1.3924e-05i,-0.00032935-0.00040756i,0.00046336-9.1307e-05i,0.00037903+0.00012104i
0.0018271+2.0862e-05i,0.0019648-0.00058726i,0.0013494-0.0012815i,-0.00052699-0.0017468i,-0.0015692-0.0011961i,-0.0017719-0.00063128i,-0.0019914-5.3156e-05i,-0.0011664-1.9049e-06i,-5.6368e-05-0.00022967i,-4.4456e-05-9.7357e-05i,0.00041915-8.5343e-06i,0.00048502+0.00018393i,0.00033777-8.0329e-05i,0.0012206-0.0011285i,0.0013764-0.00092976i,0.00058189+0.00018857i,0.00020374+0.0005835i,0.00075765+0.00076044i,0.0012947+0.00026177i,0.0007272-0.00061143i,7.1707e-05-0.00031084i,2.6205e-06+0.00058785i,-0.00062683+0.0011865i
0.001012+0.00032818i,0.0006638+0.00046406i,0.00095831-0.00033103i,6.9074e-05-0.0014142i,-0.0017139-0.0016801i,-0.0023573-0.0012386i,-0.0011028-0.00079298i,0.00027207-0.0014059i,0.00086251-0.0013835i,0.00094816-0.00072679i,0.00025715-0.00026753i,-5.4034e-05+0.00027549i,0.00015735+0.00021234i,-0.00060498-0.0004202i,-0.00041694-0.00033408i,0.00069259+0.00022215i,-0.00018284+0.00022088i,-0.00059893+1.9366e-05i,0.00037657+0.00014004i,0.00043521+0.0001305i,-8.9269e-06-0.00025651i,0.00059191-0.00038857i,0.001012-0.0002975i
0.00048762-0.0011279i,0.00066263-0.0021127i,-0.00011682-0.0020219i,-0.0016327-0.0020622i,-0.0013723-0.0028343i,-0.00060382-0.0021113i,-0.00024683-0.00051484i,0.00011844+0.00026489i,1.3674e-05+0.00059995i,0.00016963+4.6453e-06i,0.00017671-0.00027645i,-6.136e-05+0.00037759i,0.00023955+0.00033187i,0.00056802-0.00032537i,3.93e-05+0.00038276i,0.00037745+0.0010974i,0.00098581+0.00024446i,0.0011054+0.00018166i,0.00062665+0.00037972i,-0.00013564-7.0684e-05i,-0.00023482+1.0627e-06i,-5.7832e-05-5.1859e-05i,0.00031044-0.00083755i
0.0028058+0.00073592i,0.0030061-0.00039608i,0.0027644-0.0021978i,0.00079969-0.003599i,-0.00096746-0.0039689i,-0.00087691-0.0030967i,-0.00069655-0.0012096i,-0.0013377-0.00024955i,-0.00086813-8.8689e-05i,4.6666e-05+0.00013995i,0.00045022+0.00017281i,0.00023148+0.00070078i,-0.00055969+0.0012903i,0.00018078+0.00028703i,0.00029954-0.00099416i,-0.00011532-0.00042486i,-0.00030409+0.00038542i,-0.00062454+0.00023292i,-0.00031904+0.00024713i,-0.0001471+0.00049328i,3.8099e-05-7.0783e-05i,0.00028401-0.00053665i,3.5527e-05-5.8052e-05i
0.00049779+0.00071551i,-0.00078374+0.00093259i,-0.00049593+0.0004276i,0.00053468-0.00090359i,-0.00034263-0.0020594i,-0.001406-0.0022752i,-0.0015669-0.0012271i,-0.00091743-0.00094542i,0.00034461-0.00046057i,0.00084042-0.00010852i,0.0009015-0.00050598i,0.0009638-0.00087084i,0.00066789-0.00070426i,-6.0501e-06-0.00049275i,-0.00052051-1.783e-05i,-0.00039315+0.00017445i,0.00034099+0.00036091i,0.00067339+0.00035193i,0.00096946+0.0006064i,0.0012208+0.0011367i,0.00050843+0.00045807i,0.00028967-0.00048316i,0.00045841-0.0010332i
-0.00078165-0.0022316i,-0.00098244-0.00158i,-0.0024296-0.00065649i,-0.0029158+5.3618e-05i,-0.0023665-0.00029573i,-0.0012166-0.00039278i,-0.00054677-0.00047636i,0.00062654-0.00049076i,0.0013794-0.00024695i,0.00091106+0.00035494i,0.00055774+0.00067341i,0.00025118+0.00012979i,-0.00021057-0.00024193i,0.00041443-0.00068999i,0.00086744-0.00073337i,9.6292e-05+3.8746e-05i,-0.00022231+0.00070819i,-0.00048717+0.00059198i,-0.00021395-0.00016118i,-0.00021101-0.00038961i,-0.00032844+2.9045e-05i,4.0355e-05+1.0098e-05i,0.00047951+8.0583e-05i
-0.00040848+0.0010073i,0.0007334+0.0024085i,0.00048779+0.0031564i,-0.00042569+0.0027271i,-0.0013344+0.001963i,-0.0014866+0.00098089i,-0.0010435-0.00096578i,-0.00055349-0.0010957i,-3.3119e-05+0.00044809i,0.00017869+0.0011696i,8.2729e-05+0.00068344i,0.00037091+0.00013408i,0.00081575+0.00020902i,0.00068975+0.00051012i,0.00047436+0.00083954i,0.00031382+0.00093788i,-0.00057639+0.00018237i,-0.00077479-0.00041255i,-0.00034483+0.00062862i,-0.00046557+0.0011253i,-0.000697+0.00041171i,-0.00022572+0.00054486i,0.00013048+0.00063639i
-0.0010782+0.0015984i,-0.0011188+0.0019862i,-0.00036573+0.0018848i,-0.00064735+0.00053934i,-0.0012246-0.00015638i,-0.0013751+9.6294e-05i,-0.0011187-0.00011078i,-0.00025299+1.9616e-05i,0.00041022+0.0005435i,0.00062011+0.00084726i,0.00022775+0.0010757i,9.5498e-05+0.00080784i,4.7979e-05+0.00041104i,0.00030257-0.00019552i,-4.2611e-05-0.00010191i,-0.00081971+1.2388e-05i,-0.00061117+0.00019397i,-0.00072729+0.00064832i,-0.00038467+0.0001368i,0.00053237+0.00012395i,0.0010096+0.00026493i,0.00064971+0.000106i,-4.8237e-05-0.00014886i
-0.0011934-0.0011826i,-0.0010264-0.0018666i,-0.0016758-0.001016i,-0.0023169-0.00032691i,-0.0023067-0.00044506i,-0.001651-0.0006885i,-0.0011891-0.00040098i,0.00012976+0.00028242i,0.0013919+0.00027864i,0.00090754-0.0001397i,-0.00018358-0.0002254i,-0.00031429-0.00045607i,0.0005771-0.00072363i,0.00088503-0.00054632i,0.0005677-0.00014025i,0.00022967+0.00069419i,0.00036333+0.0012646i,0.00094757+0.00046779i,0.00089566-0.00014119i,0.00084215-0.00036584i,0.00060962-5.0047e-05i,0.0004424+0.00034634i,0.0004296+0.00018672i
0.0011073-0.00028561i,0.0017211-0.00069453i,0.0011623-0.00066446i,-0.00052084-0.00069771i,-0.0013959-0.0010157i,-0.0011279-0.0017261i,-0.00077328-0.0010344i,-0.00077031-0.00039142i,-0.00031147-0.00052448i,0.00027334-0.00052582i,0.00063269-0.00053832i,0.00045677-0.00080624i,-0.00018637-0.00086823i,0.00016505-0.00032172i,0.00027445+0.00087533i,0.00060765+0.000835i,0.00095372+1.1342e-05i,0.0011478+0.00055281i,0.00084617+0.00013376i,-1.5847e-05-2.3689e-05i,-0.00035583+0.00087121i,-0.00072755+0.00091281i,-0.00085262+0.00068499i
-0.00051105+0.0017228i,-0.0012377+0.0009895i,-0.0010472-0.0006167i,-0.0015683-0.0016242i,-0.0017802-0.0010159i,-0.00074303-0.00071035i,0.00049065-0.00046005i,0.00076955+0.00023909i,0.00064393+0.0010955i,0.0010964+0.0013143i,0.00040117+0.00085403i,-0.00049508-0.00036093i,-0.0001952-0.00067027i,0.00042913-0.00029167i,0.00089635-0.00019269i,6.8458e-05+0.0002788i,-0.00060573+0.00033563i,-0.00045451+0.0001158i,-0.00023997-0.00020164i,-0.00025054-0.00022375i,0.0003192-5.2724e-05i,0.001033-0.00029808i,0.00046577-0.00024801i
0.001088+0.00042999i,0.0015808-0.00018152i,0.00094686-0.00085919i,0.00018918-0.0020049i,-0.00066505-0.0028853i,-0.0005306-0.0020563i,-9.7817e-05-0.00017045i,-3.4412e-05+0.00033522i,0.0004767+0.00022478i,0.0011104+0.00036767i,0.0012483+0.00050449i,0.0013051+0.00025937i,0.001132-0.00023909i,0.0011714-0.00026942i,0.0011477-3.0935e-05i,0.00028086+0.00055049i,-0.00039482+0.00084715i,-0.0009271+0.00098931i,-0.0009075+0.0010312i,0.00010011+0.00029585i,0.0004253-0.00052576i,0.0002216-0.0012498i,0.00028747-0.0013374i
0.0022897-0.00049312i,0.0021653-0.0011976i,0.00042775-0.0013938i,-0.0018985-0.0015819i,-0.0026292-0.0020634i,-0.0020882-0.00075203i,-0.00158+0.0003665i,-0.0006518+0.00036949i,0.00047532+0.00084761i,0.00056848+0.00089699i,0.0006767+0.00062603i,0.00070562+0.0001894i,0.00075869-0.00061196i,0.00075569-0.00062878i,0.00059462+0.00055807i,4.9997e-05+0.00086848i,-5.6923e-05+2.5821e-05i,-3.6272e-07-0.00045233i,9.933e-05-0.00047549i,0.00010155-0.00013828i,7.313e-05-0.0004718i,-0.00024512-0.00070839i,-0.00051029-0.00076734i
0.001099-0.00065256i,-0.00061462-0.00028704i,-0.0020671-0.00068591i,-0.002819-0.0016583i,-0.0023956-0.0017107i,-0.0010893-0.00056118i,-0.00017715-0.00012288i,-0.00037102-0.00079557i,-0.00046707-0.0005676i,-0.00053799+1.4416e-05i,-0.00027034+0.00043608i,-7.8981e-05-5.6064e-05i,0.00027116-9.3949e-05i,0.00067261+0.00025104i,9.2865e-05+0.0002383i,-8.9485e-05+0.00025642i,0.00052693+0.0003154i,0.00038579+0.0002774i,-0.00011369-0.00011529i,-0.00045631-0.00032066i,-0.00041867-0.00071687i,0.00010337-0.0005273i,-0.00020599-7.5945e-05i
0.0011086-0.0012382i,0.00064871-0.0015685i,-0.00085618-0.0020597i,-0.0021801-0.002424i,-0.0022887-0.0022636i,-0.0018129-0.0019161i,-0.0013043-0.00020167i,-0.0010663+0.0009796i,-0.00064738+2.3523e-05i,-0.00063847-3.6696e-05i,-0.00028509+0.00032653i,0.00048801+5.2228e-05i,0.00066131+0.00018799i,0.00086137+5.0394e-05i,0.0011146-0.00013155i,0.00028331+0.00027976i,-0.00027495+0.00055202i,3.035e-05+0.00016501i,-0.00011409-0.0010271i,-0.00050323-0.00087631i,-8.4811e-05+0.00035264i,-0.00035017+0.00016611i,-0.0011047+0.00026588i
0.00058362-0.00051957i,0.00090632-0.00065204i,0.00091795+0.00012584i,-0.0001242+0.0005719i,-0.00044441+0.00033524i,-4.7529e-05-0.000336i,-6.5602e-05-0.0012853i,-0.0004307-0.00080777i,-0.0002417-0.0006034i,0.00047019-0.00046968i,0.00059494+0.00022551i,0.00055987-0.00011375i,0.00059417-0.00054142i,0.00065815+0.00024848i,0.00025442+0.00092025i,-0.00034621+0.00051348i,-0.00040545+0.00035745i,-0.00046094+0.00078018i,-0.00038638+0.00080601i,-0.00028982+0.00031342i,2.5499e-05-0.00035412i,0.00085254-0.00079935i,0.00024785+0.00018552i
0.0011455+0.00059939i,0.00098884-0.00036893i,0.00018393-0.00047254i,-0.0016169-0.0011517i,-0.002149-0.0025157i,-0.0015994-0.0022978i,-0.0012773-0.0017978i,-0.00086248-0.0016322i,-0.00016674-0.00032284i,0.00066483+0.00068244i,0.00080288+0.00099165i,0.00037165+0.00086723i,0.00034904-8.1576e-05i,7.6093e-05-0.00025652i,9.4795e-05+0.00042123i,0.00077591+0.0005538i,0.00045877+0.00083387i,0.00012192+0.00062346i,0.00014199+7.9494e-05i,-0.00053051+0.00024023i,-0.00045719+0.00054583i,7.3122e-05+0.00097361i,-6.2327e-05+0.00089112i
-0.00098623-0.0018879i,-0.0013063-0.0020765i,-0.0023465-0.0024586i,-0.0032574-0.0024833i,-0.0031559-0.0012986i,-0.0022066-0.00037929i,-0.0011944-0.00024383i,-0.00061366-0.00034151i,-7.3662e-05-0.0003537i,0.00033499-0.00011444i,-0.00024471-0.00036483i,-0.00097799+3.251e-06i,-0.00012098+0.0004256i,0.0003012+0.00017821i,-2.8962e-05+0.00024055i,-0.000602+0.00033625i,-0.00081492+6.3116e-05i,-0.00070593+3.9503e-05i,3.0583e-05-0.00021105i,0.00017671+1.8375e-05i,-0.00018828+0.00032645i,-0.0002969+0.00068032i,-0.00049431+0.00063413i
0.00071419-0.0002981i,0.0010726-0.0010578i,0.0011231-0.0018488i,0.0002256-0.0014655i,-0.0013656-0.0011687i,-0.0018474-0.00090876i,-0.0013912-0.00093617i,-0.00056386-0.0014718i,0.00038763-0.00048722i,-0.00025105-0.00026063i,-0.00079825-0.00081506i,-0.00083783-0.00071912i,-0.0002617-0.00022345i,0.00064029-0.00049387i,0.00042948-0.00057264i,-0.00013417-3.5597e-05i,0.00033903+0.00023394i,0.00066357+0.00070546i,0.00017154+0.00056373i,0.00018522+0.00014756i,0.00031499+0.00041638i,0.00059406-6.8369e-07i,0.00058655+0.00052872i
0.0013031+0.00054729i,0.0008013+5.7278e-05i,0.00080285-0.0015797i,-0.00063427-0.0020075i,-0.0028301-0.0011328i,-0.0018546-0.0003172i,0.00036997-0.00054247i,0.00028678-0.00034693i,-0.00018212+0.00038968i,-2.2296e-05+0.00055212i,0.0003012+0.00052169i,0.00040402+0.00038808i,0.00041109+9.2958e-05i,0.00082168-9.4194e-05i,0.00036086-0.00062293i,-0.00059076-0.0005746i,-0.00074533-1.2698e-05i,-0.00042389+0.00027228i,-0.00054421+0.00039121i,-0.00051794-3.6741e-05i,-6.0488e-05-0.00061323i,-9.8227e-05-0.0011694i,-0.00014206-0.00025789i
-0.00091716+0.0017313i,-0.00059928+0.00077082i,-0.00041727-0.00096975i,-0.00097626-0.0020985i,-0.0012935-0.0012233i,-0.0013315-0.00036969i,-0.00047476+0.00019925i,0.00054162+0.00018313i,0.00082007-1.2177e-05i,0.00063594-5.7944e-05i,0.00046246-0.00054276i,0.00014163-0.00020294i,0.00022694+0.00014109i,0.00040443-7.9144e-05i,0.00042113-0.00040808i,0.00064561-0.00070535i,0.00069986-0.00063103i,0.00054693-0.00050307i,0.0002403-6.2901e-05i,-0.00020983+8.0457e-05i,0.00017724-2.9791e-05i,0.00061009+0.00055543i,0.00033516+0.00036394i
0.00097807-0.0002847i,0.00072818-0.00056064i,0.00093119-0.0010671i,0.00019756-0.0021111i,-0.001199-0.002094i,-0.0017718-0.0019993i,-0.0016326-0.0016936i,-0.0004909-0.0006552i,0.000191-0.00011268i,7.3775e-05-0.00021979i,-0.00030152-0.00022606i,-0.00021577+0.00035704i,-0.00014864+0.00019617i,-0.00017748-0.00051876i,0.00011032-0.00029812i,0.00030948-0.00013192i,-0.00010027+0.00012239i,-0.00056682-0.00094133i,2.096e-06-0.0010567i,0.00030912+0.00024523i,-0.00013371+0.00032668i,-0.00059169-0.00013347i,-0.00023649+0.00036433i
0.00093457-0.00058242i,0.00059778+0.00049782i,-0.00033272+0.00034807i,-0.0014943-0.00028077i,-0.0018505-0.00042895i,-0.0011696-0.00020845i,-0.00059472-0.00023305i,-0.00036076-0.00027341i,-0.0006516+0.00038296i,-0.00078771+0.001084i,-0.00011539+0.0004215i,-8.237e-05-0.00017987i,-1.6204e-05-0.00020096i,-0.00028156-0.00039725i,-0.00072558-6.3105e-05i,-0.00064586+0.00064328i,-2.068e-05+0.001009i,0.00049936+0.0010691i,-1.5594e-05+0.0012371i,-0.00084344+0.00026795i,-0.0009056-0.00072457i,-0.00012129-1.7469e-06i,0.00059006+0.00076243i
0.0010876+0.0012259i,8.0067e-05+0.00067049i,-0.0010663+0.00080798i,-0.0015268+0.00026783i,-0.0017963-0.0010382i,-0.0013699-0.0012104i,-0.00049994-0.00038204i,0.00015518+0.00029288i,0.00019627+0.00035639i,8.9607e-05+9.5267e-05i,-0.00023464+0.00028982i,0.00022843+0.00023665i,0.0011644+0.00019484i,0.0010456-0.00025911i,-0.00010222-0.00066874i,-0.00098705-0.00074278i,-0.00095295-3.2338e-05i,-0.00086103+0.00026308i,-0.00078377-6.6927e-06i,-4.9991e-06-0.00030819i,0.00011945-0.00048892i,-6.2312e-05-0.00042336i,0.00022446-0.0007422i
-0.0017638+0.0011388i,-0.0010508+0.00038453i,-0.0009884-0.00012903i,-0.0016164+0.00032674i,-0.0017257-7.3424e-05i,-0.0013783-0.00046017i,-0.00079572-0.00030205i,0.00023295+0.00017454i,0.00043034+0.00096815i,0.00065856+0.00081444i,0.000689+0.00082609i,3.3468e-05+0.0012774i,0.00019006+0.00027392i,0.00076892-0.00019253i,0.00051789+0.00027992i,-9.8805e-06+0.00038372i,-0.00059204+0.0006085i,-0.0008363+0.00037954i,-0.00059029+0.00050886i,-0.00046956+0.00010374i,-0.00044606-0.00060232i,-7.2146e-06+0.00040725i,0.00036209+0.00066263i
