-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
0.00043887-0.0010014i,-0.00015827-0.0015842i,-0.001695-0.0018286i,-0.001566+0.0001297i,-0.0001574+0.0021094i,0.00010541+0.0023174i,-3.3499e-05+0.00097093i,0.00018561-0.00020861i,0.00084964-0.00023021i,0.00094888+0.00014532i,0.00044738-0.00038118i,9.0072e-05-0.00049436i,-0.00018243-0.00027103i,-0.00033113-0.0014275i,-0.00026608-0.0020061i,-8.0011e-05-0.00071527i,4.6091e-05-0.00039369i,-0.00088524-2.3922e-05i,-0.001594+0.00045973i,-0.00049023+5.2777e-05i,0.000274-0.00028928i,0.00010154-0.00020506i,-0.00012031+0.00040531i
-0.0019048+0.001446i,-0.0013308+0.0020695i,-0.00090688+0.0013887i,-0.0003451+0.0011443i,-0.00068299+0.0011959i,-0.00039101+0.00096657i,0.00029466+0.00048467i,0.00056143-5.3168e-05i,0.0015416-0.00059852i,0.0022531-0.0009684i,0.0010443-0.00092399i,-7.3223e-05-0.00083565i,-0.00053996-0.0012943i,-0.00056342-0.00098504i,-0.00031846-0.0008907i,-4.0106e-05-0.00089565i,-0.00041931-0.0002392i,-0.00049946+0.000292i,-7.8708e-05+0.00018455i,-0.00073269-0.00035167i,-0.001082-0.00034654i,-0.00038666+0.00032942i,-0.00030039+0.001129i
-0.00061097-0.0031246i,-0.0017824-0.0020208i,-0.0028042-0.0015412i,-0.0032393-0.0010272i,-0.0021236-0.00015536i,0.00019245+0.00050484i,0.0015745+0.00055892i,0.0017057+0.00072444i,0.0012791+4.8255e-05i,0.00050907-0.00030921i,-0.00019615+0.00021963i,-0.00016774+0.00015468i,-7.0828e-05-0.00034395i,-5.9591e-05-0.00090181i,0.00037513-0.00098463i,0.00062353-0.00053445i,0.00030655+0.00016091i,0.00024416+0.00035496i,-2.8053e-05+0.00025529i,-0.0002934+0.0009758i,0.00010926+0.00044554i,0.0002229-0.00034613i,0.00012736+0.00039087i
-0.0020311-0.0023329i,-0.00094965-0.0020486i,-0.0010458-0.0014614i,-0.00091503-0.00055221i,-0.00029043+0.00055912i,0.00077247+0.0016085i,0.0010113+0.00088093i,0.00067952-0.00068982i,0.0005284-0.0003639i,0.00083761+0.00030908i,0.0009499+8.5391e-05i,0.0006416-0.00038069i,0.00025322-0.000662i,0.00038043-0.00038496i,0.00010188-5.0842e-05i,-0.00046824+1.3454e-05i,-0.00089055-0.0004086i,-0.0010694-0.00098659i,-0.00039191-0.00042658i,-0.00084696+0.00033298i,-0.0015162-0.0005382i,-0.00073966-0.0007503i,0.00022283-0.00018718i
0.0017247-7.0282e-05i,0.0017655+0.00043245i,0.00055612+0.0004016i,-0.00053475-0.00042119i,-0.0010529-0.00021985i,-0.00061101+0.00075992i,2.527e-05+0.00022486i,9.4682e-05-0.00031158i,-5.7239e-05-0.00026873i,-0.00051078+0.0001481i,-0.00017808+0.00035036i,-0.00017015+0.00022846i,-0.0010291-0.00047348i,-0.00045715-0.0012148i,6.2748e-05-0.0012895i,-8.4916e-05-0.00060644i,-0.00064386-0.00020658i,-0.0012419+9.1658e-05i,-0.00089694-0.00022868i,-0.00019273-0.00066775i,8.9541e-05-0.00079545i,0.00014713-0.00058305i,0.0006925-3.3933e-05i
-0.0009603+0.0010149i,-0.0018402+0.00053185i,-0.0013962+0.00020803i,-0.0011209-0.00011337i,-0.00039406+0.0008483i,0.00023224+0.00092088i,0.00011075+0.00057367i,0.00043496+0.00052007i,0.00056842+2.6161e-05i,0.00080144-0.00080654i,0.00074155-0.00080766i,0.00046715-0.00043837i,0.00015174-0.00090503i,-0.0002445-0.0014572i,-0.00051994-0.00109i,-0.0004298-0.00024884i,-8.826e-07+4.7364e-06i,8.18e-05+4.9338e-05i,-0.00017093-0.00013966i,-0.00023334+0.00038009i,-0.00042671+0.00096053i,-0.00072549+0.00029888i,-0.00032363+9.7751e-05i
-0.00077392-0.00027054i,-0.00062039-0.00097023i,0.0005097-0.00013402i,0.00082941+0.0011786i,-4.974e-06+0.0019833i,1.3823e-05+0.0016189i,0.00054146+0.0004681i,0.00049141+9.4732e-05i,0.00085464+0.0013769i,0.0010373+0.0013273i,0.00024783-0.00049543i,-0.00046189-0.0016453i,-0.00061982-0.001436i,-0.00017716-0.0010232i,0.00015541-0.00053565i,-0.0001636+6.7447e-05i,-0.00048492+0.0003216i,0.00013724+0.00067291i,0.00021782-2.1566e-05i,-0.00032192-0.00086436i,-0.0005501-0.00047564i,0.00039997-0.00032161i,0.00074993-0.00053773i
0.00036647-0.00081776i,0.00099736+0.00037135i,0.00066978+0.0011597i,0.00030728+0.0011811i,0.000101+0.00048448i,-0.00038895-0.00010566i,-0.0002961+0.00037626i,0.00026303+0.00086678i,-7.597e-06+0.00071322i,7.428e-05+9.8927e-05i,6.0979e-05-0.0002264i,4.2868e-05+7.8918e-05i,0.00063679-0.0002374i,0.00089678-0.00012584i,0.00035247-0.00022054i,6.5405e-05-0.00048056i,-0.00021262-0.00050796i,2.3279e-05-0.00038083i,0.00042036+5.3497e-05i,0.00057296+0.00024099i,0.00018317+1.7056e-05i,-0.00017072-0.00051126i,-4.7825e-05-0.00047821i
0.0004476+0.00058108i,0.00023519-2.2819e-05i,0.00046749-0.00031126i,0.00052513-0.00057737i,3.164e-05-0.00044146i,-0.00079634-0.00025251i,0.00013997-0.00020619i,0.001413-0.00035738i,0.0010094+6.7277e-05i,0.00018125+0.00013732i,-0.00048149+1.3983e-05i,-0.00069386-5.067e-06i,-5.2659e-07-0.00043919i,0.0010229-0.00066338i,0.00085868-0.00033811i,0.00040786-0.00019307i,0.00040301-0.00022212i,0.00025405+6.6055e-05i,-0.00023755+0.00010771i,-5.1724e-05-6.3396e-06i,0.00051607-0.00036595i,0.00068409-0.00062041i,0.00025445-9.6636e-05i
-6.2649e-05-0.00054502i,9.0626e-05+0.00034356i,-0.0011314+0.00067054i,-0.0012883+0.00083496i,-0.0006681+0.00083219i,-0.00045403+0.00047024i,-0.00023643-0.00037753i,-0.00043509+0.00024497i,-0.00015367+0.00041729i,0.00049998-0.00031019i,0.00023505-0.00060511i,-0.0004419-0.00066502i,-0.00032729-0.00109i,-8.7538e-06-0.0010317i,-0.0006842-0.00085265i,-0.00085202-0.0002936i,-0.00093674+0.00021452i,-0.0010663-0.00063497i,-0.00012965-0.00066748i,6.0193e-05-0.00043301i,0.00010642-0.00010134i,0.00034231+0.00037602i,-0.00023149+0.00030495i
-0.0008213-0.0017635i,-0.00070974-0.0010601i,-0.0014297-0.00061787i,-0.0019381-0.0012128i,-0.0012719-0.00075195i,-0.00086129+0.00048812i,-0.00070453+0.00019887i,-0.00066854-0.00033017i,0.00015406+4.2199e-05i,0.00085449-0.00018998i,0.00047171-0.00016481i,0.00058346+0.00051153i,0.00074323+0.00040852i,0.00044643+0.00011554i,0.0001317-1.7061e-05i,6.0806e-05-0.00010873i,-0.00032251+0.00035394i,-0.0005596+0.00086061i,-0.00052796+0.00044365i,-0.0009962+0.00015516i,-0.00082098-0.0003449i,-0.00059017-0.00065885i,-0.00022286-0.00012988i
-0.00099685-0.0027872i,-0.0022455-0.003156i,-0.0027436-0.0017105i,-0.0019895+3.0681e-05i,-0.0012938+0.0012459i,-0.0012929+0.0015419i,-0.0017362+0.0011101i,-0.00087069+0.00022793i,0.0001767-0.00049292i,0.00017092-0.0003834i,8.5445e-05+0.00014694i,-0.00029716-0.0002211i,-0.00028655-0.00088639i,0.00026495-0.0010176i,-0.00032619-0.00088598i,-0.00017757-0.00080687i,-0.00010699-0.00046452i,-0.00033735-0.00031734i,-0.00017453-0.00030253i,-0.00079566-0.00062433i,-0.0011502-0.0007438i,-0.00067506-0.00052879i,-7.194e-05-0.00099441i
0.0034072+1.8612e-05i,0.0040013+0.00018856i,0.0032296-0.00018714i,0.0019318-0.00097194i,0.0006279-0.00062798i,-0.00035113-0.00046917i,-0.00024501-0.00013099i,0.00024254+0.00059546i,0.0014061+0.00029207i,0.0011292+5.8397e-05i,2.4992e-05+0.00012876i,-1.5499e-05-3.454e-05i,-0.00020639-0.00029808i,-0.00030474-0.00018119i,-0.00021176+6.0344e-05i,-0.00016306-6.9581e-05i,0.0003132+0.00059661i,0.00057912+0.00085567i,7.2747e-05-3.5177e-05i,-0.00053882-0.00058145i,-0.00039442-0.00063411i,2.1744e-05-0.00030762i,-0.000182-0.00013048i
-0.00034149+0.0022579i,-0.00016761+0.0016188i,-0.0012074+0.00077231i,-0.0010615+0.0002879i,-4.7854e-05+0.00069383i,0.00060355+0.00065794i,0.0012523+0.00041574i,0.0011385+0.00037475i,0.00081565-0.00058153i,0.00055157-0.00060215i,-0.00032007-0.00042922i,-0.00023495-0.00060738i,-0.00041677-0.00065695i,-0.0010415-0.00056759i,-0.00080842-0.00055074i,-7.213e-07-0.00099632i,0.00053353-0.00082141i,-0.00026601-0.00065109i,-0.00066465-0.00052362i,-0.00017999-0.00045807i,-5.4558e-07-0.00033515i,5.4848e-05+0.00017752i,0.00050962+0.00066776i
-0.0013535+0.0010146i,-0.0021178+0.00062135i,-0.0016254-0.00025313i,-0.00049387+0.00034204i,-0.00045524+0.00088178i,-0.00010989+0.00061648i,6.9072e-05+0.00018909i,0.00044636-7.2654e-05i,0.00090327+3.0841e-05i,0.00053184-0.00020514i,0.0005307-0.00085315i,0.00065801-0.0014264i,0.0007729-0.0012938i,0.00075088-0.00066036i,3.5916e-05-0.000624i,-0.00054743-0.00027663i,-0.00020142-0.0002227i,-0.00029676-0.0004876i,-0.00024909-0.00079054i,-0.00016759-0.00056154i,-0.00076899-0.00073572i,-0.00083823-0.00099761i,-0.00060257-0.00029228i
0.0014876-0.0011803i,0.0019196-0.0014086i,0.0018515-0.0011311i,0.0014109-0.00012465i,0.00017912+0.001008i,-0.00036222+0.0015736i,-0.0003024+0.00054995i,-5.1947e-05+2.9118e-05i,0.00034372+9.0192e-05i,-6.459e-05-0.0007275i,-0.00079362-0.00088076i,-0.001483-2.3509e-06i,-0.001384-0.00020678i,-0.00097586-0.00056998i,-0.00095637-9.2145e-05i,-0.00080204+0.00059581i,-0.00085967+0.00057286i,-0.00098605+0.00033476i,-0.00039877+0.00025444i,0.0002042+0.00019218i,-0.00041713-0.00024076i,-0.00023232-0.00070662i,0.00046837-0.00027149i
0.0011011+0.00094436i,0.00072819+0.0011834i,-5.7985e-06-7.663e-05i,-0.00023245-0.00065829i,-0.00045808+0.00010294i,-0.00085592+0.00016553i,-0.00020655-0.00040318i,0.00097731+0.00016776i,0.0017413-3.5374e-05i,0.0015501-0.00061828i,0.0010643-0.00011152i,0.00064355+0.00013719i,-0.00018925+7.2939e-05i,-0.00054257-0.00027116i,0.00012432-0.00080799i,0.00079954-0.00047944i,0.00053827+0.00022593i,-0.00052466-1.244e-05i,-0.00078031-0.00014385i,-0.00052511-0.00010877i,-0.00034571-0.00090604i,-0.00014671-0.0007665i,-7.6863e-05-2.3605e-05i
-0.0016144+0.0016647i,-0.00209+0.0023926i,-0.0018085+0.0020854i,-0.00060629+0.00093185i,-7.7296e-05+0.00026029i,0.00050465-4.1225e-05i,0.0011985+0.00010277i,0.00065427+0.0011883i,0.00028881+0.001052i,0.001081+0.00038374i,0.00067352+9.2602e-05i,-0.00026634-0.00024193i,-2.4353e-05-0.00078348i,-0.00025202-0.00072882i,-0.0010844+9.5744e-05i,-0.00085645+0.00025249i,-8.1089e-05+0.00027327i,-0.00013307+0.00015905i,8.6477e-05-3.9393e-05i,0.0003747+0.00020445i,-0.00057292-0.00059663i,-0.00068338-0.0014318i,-0.00036102-0.00095358i
-0.00083813-0.0015602i,-0.00087156-0.0012432i,-0.001279-0.00083548i,-0.0012582-1.7843e-05i,-0.00065611+0.0010753i,0.00026037+0.0015841i,0.00060371+0.0016441i,0.00082948+0.0015604i,0.0011877+0.0020757i,0.00054503+0.0010512i,0.00020256+5.6606e-05i,0.00052747-0.00026275i,0.00030519-0.00085193i,-0.00026885-0.00077913i,-0.00019462-0.00059402i,-0.00030267-0.0009721i,-0.0012536-0.0011728i,-0.0016795-0.0012862i,-0.0010782-0.00059593i,-8.8427e-07-6.2549e-05i,3.4323e-05+1.2951e-05i,-2.0601e-05+4.5502e-05i,0.00052586-6.5548e-05i
-6.0169e-05-0.0011172i,0.00081107-0.00045325i,0.001364+0.0001166i,0.0013153-0.00016679i,0.00056177+0.00046799i,2.6326e-05+0.0012086i,-0.00051136+0.00046128i,-0.00055651+3.3357e-06i,-3.6859e-05+0.0001504i,0.00044467-7.5823e-05i,-7.724e-05-0.00088116i,-0.00038661-0.00098055i,-0.00021069-0.001019i,-0.0002086-0.0011919i,-0.00018478-0.0012324i,-0.00019045-0.0010319i,-7.7557e-05-0.00012221i,-0.00033836+0.00012475i,-0.00059936-0.00058237i,-0.00062548-0.0013914i,0.00018633-0.001117i,0.0010232-0.0003963i,0.00025132-0.00053228i
0.00021058+0.00077243i,0.00038933-4.82e-05i,0.00074752-0.00041221i,0.00049988-0.00050799i,0.0010396-0.00034967i,0.00090456-0.00023776i,0.00041314-0.00070432i,0.00059533-0.0008406i,0.00067644-0.00051163i,0.00067191-0.00062456i,0.00079862+3.082e-05i,0.00084866+0.00032576i,0.00060729-0.00042404i,1.8586e-05-0.00021134i,0.00019919-0.00018006i,0.00089366-0.00032105i,0.00069619+0.00027682i,0.00029655+0.00034958i,-0.00028071+0.00029393i,-0.00083699-0.00012877i,-0.00025255-0.00022593i,-4.3258e-05+0.00028157i,3.7347e-06+0.00029067i
-0.0020408+0.001916i,-0.0021692+0.0018759i,-0.0018162+0.0031343i,-0.00067908+0.002942i,-0.00037487+0.0026451i,0.00027156+0.001763i,0.0008187+0.0011055i,0.00077755+0.00141i,0.00067379+0.0011871i,0.00099026+0.00088466i,0.00035691+0.00020524i,-0.00035231-0.0003957i,-0.00013383-0.00085881i,-0.00052502-0.001126i,-0.00087264-0.0006506i,-0.0005497-0.00028498i,-0.00020593+3.6029e-05i,-0.00029423-1.718e-05i,-0.00061982-0.00013171i,-0.00021954-0.00068074i,-0.00033903-0.00061952i,-0.00087726-6.1585e-05i,-0.0009832-0.0001169i
-0.0018915-0.0012243i,-0.0017274-0.0010922i,-0.0012389-0.00061399i,-0.00030346+0.00019872i,0.00015262+0.00053842i,0.00034256+0.00093975i,0.00020574+0.0010283i,-0.00035885+0.001073i,-0.00036223+0.00065344i,0.0010256+0.0004193i,0.0016231+0.00018503i,0.0010337-0.00052224i,0.00017436-0.00053335i,-0.00064327-0.00061722i,-0.00068474-0.00060261i,-0.00055155-4.9972e-05i,3.2129e-05-0.00016767i,0.00048389+8.0662e-05i,0.00034134-0.00021037i,0.00018498-0.00083937i,-1.3099e-06-0.00049758i,-0.00018338+7.9054e-05i,-0.00010001+0.00047877i
0.0015453-0.00098498i,0.0013988-0.0015577i,-8.6623e-05-0.0018796i,-0.00075758-0.00024052i,0.00010905+0.0011422i,0.00042198+0.0014056i,-0.00028597+0.001326i,-0.00084943+0.0007339i,-2.8109e-05-1.3611e-05i,0.00030574-0.00057017i,0.00030672-0.0010085i,0.00036858-0.0010562i,-0.0002724-0.00066809i,-0.00085937-0.0004498i,-0.00067588-0.00070765i,-0.00019165-0.00060823i,-0.00018338-0.00026457i,-0.00072817-0.00027518i,-0.00060795-0.00033058i,6.3084e-05-0.00010926i,0.00061852+0.00034433i,0.0004022+0.0011568i,-4.0496e-05+0.0016114i
0.00038858+0.0017426i,0.00094081+0.0022295i,0.00057833+0.0011352i,-0.00026875+0.00033833i,-4.6517e-05+0.00046339i,3.9396e-05+0.00014408i,-0.00058271-0.00090013i,-0.00014281-0.0010484i,0.00015903-0.00014653i,6.3246e-07-6.2149e-05i,-0.00037105-0.0005328i,-0.00093313-0.00079284i,-0.0015932-0.00090806i,-0.0016081-0.00064563i,-0.0010659-0.00055699i,-3.7013e-05-0.00047901i,0.00037422-0.00030864i,-0.00024059+0.00015732i,-0.00032589+0.00033697i,-0.00023695+0.00037881i,-1.4729e-05+0.0004951i,0.00039166+0.00091826i,0.00047987+0.00039824i
-0.0032741-0.00049113i,-0.0031333+0.00025619i,-0.0012772+5.6501e-05i,-0.00051407-7.1323e-05i,-0.00094769+0.00058723i,-0.00079778+0.00089074i,3.7109e-05+0.00023022i,3.2449e-05+0.00091173i,0.00073121+0.0012846i,0.0014882+0.00034723i,0.0010741-0.00072492i,0.00061455-0.00038666i,-0.00035601+0.00017228i,-0.00062677-0.00075646i,-0.00037191-0.00096212i,-0.00037758-0.00022202i,-0.00068519+0.0004687i,-0.00033646+0.00027852i,-0.00086887-0.00034072i,-0.0011173-0.00055495i,0.00018547-0.00042435i,0.00059826-0.00044999i,0.00032285-0.00046467i
0.0010313-0.0018048i,0.00056016-0.00044849i,0.00048686+9.6536e-05i,-0.00063899+0.00036812i,-0.00021482+7.292e-06i,0.0013914-0.00037724i,0.0013679-0.00048021i,0.00070221+3.5612e-05i,0.0005117+0.00090577i,0.0005238-0.00016202i,0.00031068-0.0013104i,-0.00027838-0.00075764i,-0.0006826-0.00025624i,-0.00033349-0.00011678i,-0.00044715-0.00027273i,-0.00098784-0.00046518i,-0.00078382-0.00043793i,-1.0349e-05+0.0001921i,-9.2591e-05+0.00077137i,0.00023474+0.00034942i,0.00064334+0.00013324i,0.00054128-0.00024969i,-0.00015746+7.2528e-05i
-3.2215e-05-0.00033333i,0.00040159-0.00019787i,-0.00022317-1.4116e-05i,-0.00038603+0.0012212i,0.00014607+0.0020891i,0.00039934+0.0016658i,0.00043936+0.00050688i,0.0009379-0.00021899i,0.0012312+2.4421e-05i,0.00049541+0.00020823i,-0.00010265-0.0003636i,0.00012101-0.00048814i,0.000262-0.000657i,-0.00098853-0.0008598i,-0.0010906-0.00086229i,-0.00039668-0.00055719i,-0.00011074-0.00035644i,-1.0353e-06-0.00015838i,-5.5993e-05-0.00030826i,0.00010929-0.00019253i,-0.00043749+0.00058234i,-0.00074888+0.00099006i,-0.00058375+0.00094592i
0.00031683+0.0016151i,0.0012684+0.0011615i,0.0013074-8.7931e-05i,0.00042273-0.00048601i,0.00050629+0.00024455i,0.00034161+0.00039037i,0.00039818+0.00031558i,0.00012212+0.0004358i,0.00039692+0.000415i,0.00095237+0.00029888i,0.00053045-0.0006758i,-0.00043251-0.0014406i,-0.00045575-0.00071579i,-0.00045115-7.4564e-05i,-0.0012995+0.0001073i,-0.0012041+0.00024773i,-0.00069372+0.00023098i,-0.000746+6.7384e-05i,-0.0011282+0.00025687i,-0.00033562-0.00016338i,0.00057902+3.627e-05i,-1.4069e-05+0.00024649i,0.00021287-0.00038647i
-0.0010627-0.0040552i,-0.001547-0.00353i,-0.00279-0.0037054i,-0.0029504-0.0031851i,-0.0023783-0.00093392i,-0.00037414+0.00093546i,0.0013429+0.0015978i,0.0014435+0.00076803i,0.00080319+0.00011818i,-0.00019565-2.3772e-06i,-0.00045901+0.0010438i,0.0005674+0.0013449i,0.0002529-2.1959e-05i,-9.6221e-05-0.00038869i,0.00016274-0.00042244i,-0.00023658-0.00049131i,-0.00017654+0.00033614i,4.5154e-05+0.0006341i,-0.00057526-0.0003696i,-0.00087284-0.0017055i,-0.0012849-0.0021912i,-0.0010253-0.0011833i,-0.00041331-0.00047133i
4.5682e-05-0.0012851i,0.0013411-3.8208e-05i,0.00066698+8.1129e-05i,-0.00042685+0.00043474i,-0.00053031+0.00069071i,-0.00019492+0.00064682i,-0.00011586+0.00045945i,-0.00058149-0.00047112i,-0.0011748-0.0010078i,-0.00095436-0.00089666i,-0.00055806-0.00093988i,-0.00032832-0.00099273i,-0.00056098-0.0012287i,-0.00074037-0.0013222i,-6.7468e-06-0.0008718i,-5.5551e-05-0.00052513i,-0.00029265-0.00041782i,-0.00017834+1.2162e-05i,-0.00071281+2.9368e-05i,-0.0012624-0.00044351i,-0.00053646-0.00079249i,0.00036005-0.00075826i,0.00021604-0.0002185i
0.00051595+0.00085322i,0.00036275+0.00055901i,0.00070732+0.00053162i,0.00079697+0.001339i,0.00085286+0.0017928i,1.9546e-05+0.0015409i,-0.00038146+0.00095972i,-0.00012143-3.3892e-05i,0.00023762-0.00028893i,0.00050945+4.1968e-05i,-0.00014119-0.0001766i,-0.00069818-0.00055999i,-0.00012112-0.00074825i,-0.00016309-0.00062517i,-0.0005725-0.0008049i,-0.00026718-0.00059176i,0.00015558-0.00048202i,0.0006319-1.997e-05i,0.00097858-4.6616e-05i,0.00035789-0.00020931i,-0.00010516-6.8421e-05i,0.0011074-0.00056641i,0.0014421-0.0004637i
-0.0010287+0.0016796i,-0.00025039+0.0022222i,0.00086416+0.0021696i,0.00021532+0.0010199i,0.0006754+0.00059559i,0.0012483+0.0008044i,0.00031806+0.00081584i,0.00026523+0.00059044i,0.00084099+0.0001541i,0.0006731-0.00033762i,0.00056969-0.0010142i,0.00031553-0.001593i,-0.00020156-0.0017841i,-0.00085358-0.0011186i,-0.00079795-0.00067659i,-0.00057896-0.00089571i,-3.0501e-05-0.0004863i,0.00022739-5.8437e-05i,-2.3766e-05-7.8627e-06i,0.00049548-5.6389e-05i,0.00032723+0.00020089i,-0.00010753+0.00011135i,-0.00040753-0.00027314i
0.00073548-0.0020886i,0.0014504-0.0012257i,0.0013236-0.00036187i,0.00025088+2.3817e-05i,0.00020199+0.00026739i,0.00053587+0.00049764i,-0.00019474+6.7776e-05i,-0.00036593-0.00027878i,0.00010345-6.1072e-05i,-8.8633e-05-0.00032724i,-0.00053897-0.0005267i,-0.00081145-0.00018039i,-0.00091436+0.00013579i,-0.00072885+0.00019888i,-0.00077206-0.00022678i,-0.00026688-0.00079146i,0.00014971-0.00086564i,8.1691e-05-0.00015912i,-0.00055527-0.00042587i,-0.0011562-0.0014595i,-0.00079249-0.0021275i,-0.00043222-0.0011267i,-0.00063625+3.2368e-05i
-0.00068741-0.0024171i,-0.0024063-0.0013758i,-0.0036388-0.00085225i,-0.0027322-0.00061384i,-0.0010346+8.9307e-06i,-0.00032764-7.5965e-05i,-0.00024344-0.00034631i,-0.00012355+0.00016693i,5.9392e-05+0.0004255i,0.00029173-0.00026087i,0.00047003-0.00059875i,0.0003318-9.2584e-05i,0.00038084-0.00062567i,0.00055804-0.0012441i,0.00060614-0.00052482i,0.00014213+0.00026739i,-0.00022893-0.00011442i,-0.00016138-0.00037551i,-0.00011507-0.00012385i,-0.000306-0.00037195i,-6.2675e-05-0.00051324i,1.907e-05-0.00011222i,-0.00060778+0.00051904i
0.00053461+0.00045895i,0.00021014+0.00080221i,-0.00054563+0.00016924i,-0.00029266+2.4261e-06i,0.00034117-5.6423e-05i,0.00052766+0.00045287i,0.00011068+0.00035265i,-0.00010448-0.00019795i,-6.2716e-05-0.0001992i,0.00029432-3.043e-05i,0.00075568-0.00029224i,0.00052474-0.0002982i,-0.00026864-0.00044044i,-8.2019e-05-0.00055593i,0.00032085-0.00046679i,-0.00055305-0.00051081i,-0.00066474-0.00092833i,-7.2516e-05-0.00084668i,-0.00053314-0.00015817i,-0.0006715+2.5522e-05i,-0.00010437+1.6467e-05i,-0.00012891-0.00032856i,-0.00075364-0.00028972i
-0.00064522+0.00042318i,-0.00097638-0.00020126i,-5.1486e-06-0.00061272i,0.00084868+3.1976e-05i,0.00039228+0.0010732i,0.0002541+0.00065056i,0.00086007-0.00046377i,0.0014866-0.00022675i,0.0013135+0.00027371i,0.00050987-0.00043811i,-0.00018592-0.00090094i,-0.00047836-0.00047508i,-0.00010403-0.00051176i,-0.00038564-0.00076378i,-0.00091306+7.7445e-05i,-0.00063158+0.00096947i,-0.000157+0.00099368i,-0.00025487+0.00057362i,-0.00036614+0.00038938i,-3.2314e-06+0.00056753i,0.00037932+0.00033709i,-0.00042865+0.00011276i,-0.0014408-0.00038288i
6.9253e-05+0.002222i,8.2047e-05+0.0017582i,0.00051264+0.0010092i,0.00016189+0.0011462i,-0.00037498+0.00056093i,5.5421e-05+0.00023931i,0.0003175+0.00017182i,7.0636e-05-4.9759e-05i,0.00022568+0.00042119i,0.00011552+5.3155e-05i,0.00063592-0.00017819i,0.0008459-0.00017623i,-1.8104e-05-0.00069519i,-0.001111-0.00057313i,-0.00096885+4.5971e-05i,0.0002651-1.8478e-05i,-0.00010547+0.00027112i,-0.00088723+0.00020939i,-5.4153e-05-0.00074206i,0.0003842-0.0017379i,1.2409e-05-0.0018497i,0.00025964-0.00074063i,0.00059066+0.00020487i
0.0017011+0.0011746i,0.0022981+0.00010916i,0.0021475-0.00079986i,0.0017857-0.00030989i,0.0013954+0.00033977i,0.00045517+8.8075e-05i,0.00015622-4.4508e-05i,0.00044026+0.00098525i,0.000464+0.00077973i,0.00053267-9.4808e-05i,-4.6119e-05-0.00024151i,-0.00030316-3.125e-05i,0.0001686-0.00011382i,0.00045771+0.00010639i,-0.00050598+0.00026784i,-0.0010422-0.00043789i,-0.0011729-0.0010956i,-0.00078826-0.0007662i,-1.5414e-05-0.00062808i,-0.00018373-0.00066729i,-0.00051266-0.00048025i,-0.00037045-0.00024554i,-0.00045946+0.0002286i
-0.0011188+0.0049737i,-0.00034864+0.0050456i,0.0013825+0.0051253i,0.0024742+0.0031157i,0.0026027+0.00091182i,0.0013601-0.00045911i,0.00087961-0.00091348i,0.0011254-0.00053059i,0.00067793+0.00016276i,-0.00011961+0.0004226i,-0.00018216-0.00030644i,0.00028332-0.00098361i,-0.00016605-0.001115i,-0.0011907-0.00086144i,-0.00091356-0.00010238i,-0.00082001+0.00033751i,-0.00083614+0.00081116i,-0.00042338+0.00090921i,-0.00021915+0.00047789i,-0.00019494+0.00043361i,-0.00016278+0.00026095i,-0.00033174+0.00026731i,-0.00051854-0.00031868i
-0.0012937+0.00095185i,-0.0017063-1.533e-05i,-0.0012999+0.00099594i,-0.0002605+0.0018547i,0.00072264+0.001908i,0.00097323+0.0011057i,0.001082-0.00024613i,0.00094125-0.00044312i,0.00036278-0.00083007i,0.00037039-0.0010453i,0.000333-0.0012395i,0.00023543-0.0011263i,0.00036162-0.00059961i,0.0003286-0.00064661i,-0.00022847-0.00049534i,-0.00061261-5.2643e-05i,-0.0012326+0.00041031i,-0.0012222+0.0003854i,-0.00014251-0.00034401i,-0.00023288-0.00037447i,-0.00074713+6.0668e-05i,-0.00025409+0.00014454i,-4.0493e-05-0.00034939i
-0.00032089-0.0011307i,0.001071-0.00053848i,-0.00033392+0.00029839i,-0.0016239+0.00013318i,-0.00050348-3.568e-05i,-0.00032124+0.00069406i,-0.00063945+0.0016314i,0.00015172+0.0018447i,0.00068111+0.0013452i,0.00018105+0.0004463i,-0.00039434-0.00035492i,-0.0003011-0.00015208i,-0.00017044-0.00028761i,-0.00015017-0.00054476i,-8.4954e-05-0.00027916i,-0.00023406+0.00029905i,-0.00040467-1.8195e-05i,-0.00015689-0.00064445i,-1.4173e-06-0.00083454i,0.00041103-0.00058614i,0.00054101+8.6841e-05i,-0.00012386+0.00030797i,-0.00019593+0.00031702i
